group	Blautia_A_wexlerae	Streptococcus_sp001556435	Ruminococcus_B_gnavus	Anaerostipes_hadrus	Streptococcus_parasanguinis_D	Clostridium_A_leptum	Adlercreutzia_equolifaciens	Eisenbergiella_tayi	Gordonibacter_pamelaeae	Eggerthella_lenta	Faecalibacterium_sp900539885	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Bacteroides_thetaiotaomicron	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Dorea_formicigenerans
Healthy	0.39103	0	0	0.24871	0	0	0	0	0	0	2.95363	3.46053	0	0.28687	1.63333	1.01942	0.63985	0.81404	0.39103	0.17357
Healthy	0.0787	0.01809	0.0027	0.92552	0.00392	0.28175	0.02517	0.34262	0.04762	0.00472	1.00649	0	0	0.14258	0.31822	0.03367	0.46247	0.40223	0.0787	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.58912	0	0	7.8837	0	0	0	0.0223	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.8001	0	0	0	0	0	0	2.43138	0	0
Healthy	0.04387	0.11649	0	0	0	0	0	0	0	0	3.10301	2.13656	0.97002	0.29533	0.0811	0.69476	0.06325	0.09343	0.04387	0
Healthy	0.04581	0	0	0	0	0.30773	0	0	0	0	2.22941	2.5135	0	1.47032	0.00828	0.06142	0.01759	0.03616	0.04581	0
Healthy	2.2306	6.35278	0.36403	0.13152	1.41419	0.01146	0.00817	0.00118	0	0	7.6323	7.53919	11.1575	0.21696	0.16193	1.34658	0	0.02649	2.2306	0.66261
Healthy	0.04487	0	0	0	0.03237	0	0	0	0	0	1.09804	0.08384	0.63457	1.04349	0.01677	0.05741	0	0.11971	0.04487	0.01292
Healthy	0.15608	0	0.00056	0.00522	0	0	0.15134	0	0.00524	0.00048	12.4119	6.09006	0	0.01862	0.22845	0.28942	0.33906	0.08975	0.15608	0.17672
Healthy	0	0	0.04304	0	0	0	0.01432	0.16854	0	0	1.34106	5.01751	0	0.45944	0	0	0.22819	0.31034	0	0.01946
Healthy	0.31818	0	0.06195	0.10342	0	0.01831	0.00302	0.01314	0	0	4.19292	0.36535	7.43115	1.4273	0.44087	0.19863	1.42362	0.04368	0.31818	0.04775
D008545	0.86239	0	0.00091	0.00146	0	0.32356	0.02414	0.08231	0.01023	0.00512	0.21629	0.04706	0.04243	0.00035	0.00845	0.00063	0	0.13409	0.86239	0.00406
Healthy	0.12684	0.02602	0.17592	0.07267	0.01343	0	0	0	0	0	16.1297	33.6064	0	0	0.04633	1.12445	1.09942	0.28558	0.12684	0.65424
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02201	0	0.07774	0	0	0	0.02569	0.16039	0	0	1.22405	4.9225	0	0.48905	0	0	0.19657	1.15049	0.02201	0.03174
Healthy	0.54982	0	0	0.22851	0	0	0	0	0	0	13.6787	6.02072	3.98593	0.79625	1.23848	0.05942	0.12979	1.13061	0.54982	0
Healthy	0.09524	0.00864	0.0029	0	0.01121	0.39029	0.01036	0.00801	0.01086	0	1.49092	2.34689	5.00717	0.20257	0.41985	0	0	0.01403	0.09524	0
Healthy	0.11302	0	0	0	0	0	0	0	0	0	0.39393	1.70222	8.10427	0.17194	0	0.94805	0.07073	0.60765	0.11302	0
Healthy	0	0	0	0	0	0	0.1373	0	0	0	3.95825	2.21132	0.19961	0.15883	0	0	0.0714	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.3946	32.8988	0	0.63027	0	0	0	0	0	0
Healthy	0.13903	0	0	0.01729	0	0	0.0312	0.22387	0	0	0.19713	0.04311	2.13319	1.93328	0	0	0	0.19801	0.13903	0
Healthy	0	0	0	0	0	0.03917	0.07801	0	0	0	8.3565	3.17735	0.05136	0.0243	0	0	0	0.24103	0	0.06589
Healthy	0	0	0.01341	0	0	0.07449	0	0	0	0	0	0	0	1.41291	0	0	0	1.19581	0	0
Healthy	0.36482	0.00238	0	0	0	0	1.34231	0	0.04366	0	30.8149	10.8797	5.08588	1.51701	0.1328	0.40493	0.54992	0.04982	0.36482	0.39391
Healthy	0	0.07188	0	0	0	0	0	0	0	0	3.41069	0.33868	0	0.08133	0	0.05673	0.07343	0.07122	0	0.00191
Healthy	0.203	0.01983	0	0.01543	0.0077	0.02464	0.00437	0	0	0	3.10792	0.64263	0.06341	1.59399	0.34197	0.50189	0.79107	0.01672	0.203	0.40731
D008545	8.12154	0.2211	0.00514	0.08473	0.57345	0.23529	0.06039	0.05197	0.11408	0.64876	0.05902	0.02572	0.00864	0	0.13897	0.36915	4.33546	0.0247	8.12154	0.0058
Healthy	0	0.05432	1.50839	0.05012	0	0	0	0	0	0	3.7263	0	0	0	0	0	0	0.24875	0	0
Healthy	0.79192	0.08208	0.28696	0.01892	0	0.04906	0.11507	0.08918	0.21985	0.00688	5.01807	0.07269	0.18273	1.36325	1.94997	0.07672	0.65302	0.10449	0.79192	0.27613
Healthy	0.12935	0.03226	0	0	0.07794	0.12243	0	0	0	0	2.29966	0	2.15857	0.37619	0.07633	0.08611	0	0.02704	0.12935	0.02758
Healthy	0.42614	0.18623	0.11689	0.06673	0.10277	0.02091	0	0.02685	0	0	5.39272	2.94227	0	0.15047	1.76033	1.23585	1.02057	0.065	0.42614	0.45329
Healthy	0.4394	0.08305	0.00777	0.01371	0.01544	0.01748	0	0	0	0	4.03194	0.84345	0.10895	0.01572	0.70712	0.38677	0.55803	0.33241	0.4394	0.36195
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.01208	0	0	0.37877	0	0	0	0	0	0	1.87498	0.80182	8.37613	0	0.02376	0	0	0	0.01208	0.02128
Healthy	0.04465	0.01802	0.07228	0	0	0.11133	0	0	0	0	5.18213	0	0	0.29659	0.00875	0.08808	0	0.00914	0.04465	0
Healthy	0.0373	0.01987	0	0	0	0	0.19879	0	0	0	7.65713	0.61543	0.35052	0.14308	0	0	0.0214	0.07751	0.0373	0.00978
Healthy	0.14994	0	0	0	0	0	0	0	0	0	0	2.21299	10.2253	0.5112	0	0.87392	0.14132	0.29187	0.14994	0
Healthy	0.36471	0.72398	0.02343	0.21495	0.21678	0.18068	0.03523	0	0	0	8.62455	3.44851	1.76594	1.26544	0.34331	0.14821	0.28028	0.29162	0.36471	0.20406
Healthy	0	0	0	0	0	0	0.06874	0	0	0	5.47994	0.25598	0.62269	0.05575	0	0	0	0.00581	0	0
Healthy	0.39031	0.04125	0.00472	0.08358	0.00951	0.00665	0.02699	0.00181	0.01149	0	5.76962	1.29812	1.44283	0.32542	0.40984	0.0877	0.38043	0.39898	0.39031	0.14706
Healthy	0	0	0.2934	0	0	0	0	0	0	0	0.09365	1.76912	0	0	0	0	0	0.27053	0	0
Healthy	0.23492	0.01349	0	0.14942	0	0.02818	0	0	0	0	4.65881	0.47435	0.16417	0.75535	0.33856	0.24109	0.20998	0.01637	0.23492	0.12304
Healthy	0.0375	0.02287	0	0	0	0	0.23348	0	0	0	7.7549	0.6305	0.27677	0.09829	0	0	0.01267	0.03919	0.0375	0.01071
Healthy	2.69181	0.16055	0	0	0	0	0	0	0	0	17.4044	11.8794	6.49289	0.05101	0.44028	1.31911	0.27979	5.30875	2.69181	1.13421
Healthy	0.16356	0.02489	0.1596	0.17723	0.00096	0	0	0	0	0	8.32259	5.25405	0.00579	0.44132	0.29592	0.24336	0	1.1636	0.16356	0
D008545	0.01798	0.22275	0.64339	0.00046	0.13016	0.31446	0.53689	0.0308	0.38771	0.00098	0.0078	0.01075	0.00293	0.08587	0	0	0	0.31401	0.01798	0
Healthy	1.08347	0	0	0.10297	0	0	0.03998	0	0	0	8.58025	22.2305	5.99244	1.63095	0.89059	0.04878	0	2.49943	1.08347	1.1278
Healthy	0.06887	0.00215	0.0105	0	0	0.06939	0.00637	0	0.02579	0	0.85075	3.18293	4.59685	0	0.09302	0.08188	0.07628	0.04744	0.06887	0.01157
Healthy	0.10534	0.01444	0	0	0	0	0.03936	0	0	0	4.90281	2.09805	0.61751	0.02111	0	0	0.05771	0.15462	0.10534	0
Healthy	0	0.37623	0.01786	0	0.22128	0	0	0	0	0	0.00125	0	0	0.00039	0	0	0	0.00511	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.73308	0.98672	0.42532	0.01554	0	0	0	0.05029	0	0
Healthy	0.22957	0.10104	1.03347	1.57374	0.00752	1.48135	0.52105	0.0578	0.07937	0.00137	0.18578	0.41278	14.1537	0.18441	2.99236	0	0.97204	0.02021	0.22957	0
Healthy	1.37881	0.06383	0	0.06097	0	0	0	0	0	0	5.41291	17.3961	0	0	3.89335	3.89868	0.20452	1.48507	1.37881	1.32099
Healthy	0.11127	0.11874	0	0	0	0.03949	0	0	0	0	2.28317	0.83143	5.01861	0.05984	0.05909	0.22169	0.23805	0.18752	0.11127	0.03974
Healthy	0.04611	0	0	0	0	0	0	0	0	0	4.09215	0.69666	0	0.78953	0	0	0	0.32627	0.04611	0
Healthy	1.14523	0	0	0.01754	0	0	0	0	0	0	3.99635	12.0184	0	0.85573	1.22033	0.80409	0.46988	0.08124	1.14523	0.17836
Healthy	0.53754	0.01646	0.01786	0.05173	0.01429	0.17804	0.03552	0.01333	0.02999	0.00073	6.25914	14.9066	0.00158	0.5695	0.56233	0	0.91667	0.22518	0.53754	0.28475
Healthy	0.11803	0.04065	0	0	0.045	0	0.13003	0	0	0	3.62763	2.80319	0	0.24055	0.01665	0	0	0.139	0.11803	0.03945
Healthy	0	0	0	0	0	0.09724	0	0	0	0	1.07571	0	0	0.60503	0	0	0	1.19916	0	0
Healthy	1.79633	0.36187	0.01764	0.07052	0.03804	0.12041	0.72857	0.07788	0.04834	0.01847	1.24417	0.80859	0.97543	0	0.16818	7.22726	1.49928	0.11856	1.79633	1.68644
Healthy	0	0	0.29046	0	0	0	0	0	0	0	0.07152	1.82578	0	0	0	0	0	0.13745	0	0
Healthy	0	0	0	0	0	0	1.84905	0	0	0	43.918	8.29704	3.48931	0.79942	0	0	0	0	0	0
Healthy	0.02619	0.01543	0	0	0	0	0	0	0	0	1.48175	1.46801	1.57584	0	0	0.59154	0.11048	0.06538	0.02619	0.03642
Healthy	0.08096	0	0	0	0.00312	0	0.06487	0	0	0	3.77448	0.5148	0.36445	0.29123	0.03403	0	0	0.01055	0.08096	0.07273
Healthy	0	0.09108	0	0	0.03616	0	0	0	0	0	0	0	0	4.08162	0	0	0	0	0	0
Healthy	0.19646	0	0	0.02857	0	0	0	0	0	0	0.86119	18.3841	0	0	0.16901	0.3266	0.13527	0.03138	0.19646	0.32851
Healthy	0.16121	0	0	0.06567	0	0	0	0	0	0	3.0314	5.06637	1.68529	0.64525	0.31253	0.01783	0	0.0571	0.16121	0
Healthy	0.52041	0	0	0.13755	0	0	0	0	0	0	3.04289	6.82343	6.64375	0.01286	0.50241	1.10458	1.30375	0.18048	0.52041	0.68119
Healthy	0.00185	0.00686	0	0	0	0	0	0	0	0	1.6601	1.39466	1.06318	0	0.03372	0.046	0	0.06925	0.00185	0.01727
Healthy	0	0	0	0	0	0	0	0	0	0	6.36178	2.98467	0.17793	0.08056	0	0.03207	5.84126	0.23992	0	0
Healthy	0	0	0.23312	0	0	0	0	0	0	0	0.97079	0.61337	11.4639	0	0	0.10281	0	0	0	0
Healthy	0.02972	0	0	0	0	0	0	0	0	0	4.17623	1.73781	0.00176	0	0.35198	0.09192	0.20754	0.15165	0.02972	0.04037
Healthy	0	0	0	0	0	0.6598	0.08099	0	0	0	2.16178	0	1.36826	0.39602	0	0	0	0.64089	0	0
Healthy	0.00459	0	0.55234	0	0	0.18631	0.00451	0.02253	0	0	1.65366	0.89207	0	0	0	0	0	0.24408	0.00459	0.00615
Healthy	0.03419	0.01104	0	0	0	0	0	0	0	0	1.29517	1.35716	1.58777	0	0	0.59491	0.09886	0.05926	0.03419	0.05784
Healthy	0.26432	0.87723	0	0.06551	0.43135	0	0	0	0	0	5.87132	2.95505	0.01368	0	0.32337	0.10587	0.26263	0.05937	0.26432	0.17226
Healthy	0.18443	0	0	0.08305	0	0	0	0	0	0	2.45404	8.78142	0.108	0.72492	0.21239	0.38502	0.15113	1.38469	0.18443	0.07686
Healthy	0.15261	0.02999	0	0.02772	0.06663	0	0.00223	0	0	0	4.33875	0.70061	6.4294	0.75931	0.02848	0.03475	0.2831	0.00219	0.15261	0.07714
Healthy	0.25385	0.05767	0	0.1551	0	0	0.0311	0	0	0	16.5555	1.36786	0.06543	0	0.47034	0.31087	0.4058	0.00739	0.25385	0.23782
Healthy	0.03202	0.0192	0.08354	0	0.00524	0.09621	0	0	0	0	5.19471	0	0	0.28906	0.00168	0.09104	0	0.00225	0.03202	0
Healthy	0.9475	0.09605	0	0.07966	0.04849	0	0	0	0	0	12.8979	1.69144	2.94463	0	1.81776	3.6915	2.67592	0.05906	0.9475	0.73547
Healthy	0.00252	0	0.03625	0	0	0	0.01044	0.14421	0	0	1.30579	5.02223	0	0.46633	0	0	0.19447	0.62923	0.00252	0.03097
Healthy	0.12277	0.18199	0	0.01262	0.01559	0.06691	0.00618	0	0	0	8.76029	14.4097	0.03815	4.75136	0.29154	0.94611	0.55817	0.10836	0.12277	0.25277
Healthy	0	0	0	0	0	0	0	0	0	0	0	41.4364	30.7573	0	0	0	0	0	0	0
Healthy	0.08259	0.08908	0.18346	0.00428	0	0	0	0	0	0	3.49492	0.00127	1.19413	1.13784	0.17036	0.00555	0.18283	0.01409	0.08259	0
Healthy	0.40634	0.03658	0	0.07237	0.02039	0.00446	0.00245	0.00222	0	0	2.78616	0.92754	3.24429	0.43463	1.11391	0.3915	0.4076	0.10683	0.40634	0.29781
Healthy	0.74977	0	0	0	0	0	1.06193	0	0	0	9.08445	10.8259	11.2245	1.60929	0	1.50109	0.94817	0	0.74977	0
Healthy	0.06589	0.006	0.00929	0	0	0.06631	0.00396	0.00768	0.0319	0	0.90277	3.30866	4.44646	0	0.07398	0.11243	0.04444	0.33365	0.06589	0.00934
Healthy	0.08177	0.02242	0	0.04583	0.0033	0.00993	0.01024	0	0.00084	0	5.8699	2.91889	11.4915	0.34101	0.29743	0.35518	0.26523	0.05224	0.08177	0.23234
Healthy	0	0	0.72953	0	0	0	0	0	0	0	0.00346	0.69101	0	0.71839	0	0	0	0.71697	0	0.05432
Healthy	0.58319	1.00453	0.01879	0.03064	0.22681	0.00464	0	0	0	0	3.0521	14.7567	8.97917	0	0.9044	0.54641	0.6418	0.12145	0.58319	0.35799
Healthy	0.20218	0	0	0.17815	0	0	0	0.11814	0	0	3.15906	13.5724	6.04433	0	0.38648	0.19057	0.19099	0.07232	0.20218	0.10815
Healthy	0.39356	0	0	0	0	0	0	0	0	0	0.67358	7.38805	0.80257	0.00138	0.28125	0.71261	0.7138	0.4155	0.39356	0.40075
Healthy	0.50191	0.19415	0.07714	0	0.09299	0.0395	0	0	0.01433	0	2.11674	20.1139	0.07611	0.31679	2.34448	3.27596	1.4215	0.03296	0.50191	0.38286
Healthy	0.38034	0.20004	0	0.01342	0	0	0.05657	0	0	0	10.2174	0.16027	0.07585	1.02823	0.75834	0.18444	0.28397	0.10257	0.38034	0.13582
Healthy	0.09934	0.03339	0	0	0	0	0	0	0	0	0.5543	3.17786	0	0	0.31453	0.03826	0	0.03978	0.09934	0
Healthy	0.0635955	0.00357278	0.0182926	0	0.00643101	0.040301	0.0401581	0	0.0484469	0.0265815	2.25914	5.63099	0.0698836	1.57502	0.0220083	0.00657392	0.0244378	0.000285822	0.0635955	0.00585936
Healthy	0.23566	0.21074	0	0	0	0	0	0	0	0	4.95131	3.58553	0.22081	0	0.07717	0	0.17685	0.48151	0.23566	0.23481
Healthy	0.32119	0.12873	0.00584	0.06687	0.05695	0.13401	0.46955	0.00577	0.01281	0.00314	5.53074	0.11346	7.61055	1.31079	3.10326	1.10863	0.67489	0.19821	0.32119	0.07999
Healthy	0.00657	0	0	0.01214	0	0.02244	0	0	0	0	5.12146	0	0.38569	0	0.00404	0	0	0.02178	0.00657	0.06123
Healthy	1.56052	0.74186	0	0.17033	0.3839	0	0	0	0.00211	0	2.25887	0.15777	22.3016	0.40108	1.30867	0	4.56378	0.01631	1.56052	0.67123
Healthy	0	0	0.00419	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0
Healthy	0.07162	0	0	0	0	0	0	0	0	0	1.99781	8.17776	0.57507	0.12913	0.096	0.13367	0.04814	0.04699	0.07162	0.03949
Healthy	0.025	0	0	0.00139	0	0.03254	0	0	0	0	1.47113	0.35927	2.22292	0.07339	0.06356	0.0692	0.05279	0.19526	0.025	0.20152
Healthy	0	0	0	0	0	0	0.02474	0	0	0	2.10107	0.57076	2.15552	0.09385	0	0	0.45556	0.09142	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.21622	0	3.71026	0.38461	0	0	0	0	0
Healthy	2.45565	2.34781	0.02597	0.12673	1.33356	0	0.06959	0	0	0.01302	7.08386	0	0.00377	2.99988	2.68794	0.23474	3.47846	0.0012	2.45565	0.32496
Healthy	0.28495	0.24185	0	0.08927	0.00378	0.08544	0.02329	0	0	0	3.54107	7.17362	0	0.01439	0.91173	0.99433	0.57613	0.0151	0.28495	0.35289
Healthy	0.00273	0.14571	0.00491	0.30965	0.00504	0	0	0	0	0	0.00478	0.00112	0.00119	0	0	0	0	0.03404	0.00273	0
Healthy	0.04592	0	0	0	0	0	0	0	0	0	3.28007	1.18206	0	6.36739	0	0	0.04194	0.13905	0.04592	0
Healthy	0.00621	0.01874	0.04456	0	0	0	0	0	0	0.02495	0.00506	9.7466	3.41098	1.54846	0.50243	0	0	0.05614	0.00621	0
Healthy	0.48498	0	0	1.12999	0	0	0	1.27961	0	0	0	0	0.0494	28.3939	0	0	0	0.45404	0.48498	0.14655
Healthy	0.05924	0	0	0	0.03436	0.00913	0	0	0	0	1.0761	0.07039	0.74773	1.02847	0	0.04131	0	0.05727	0.05924	0.01161
Healthy	0	0.0039	0	0	0.00312	0	0	0	0	0	0.02408	0.01257	0.00153	0.00187	0	0	0	0.0442	0	4.564
Healthy	0.27154	0.07607	0	0	0	0	0	0	0	0	15.1186	3.74513	3.63344	0	0.0163	0.0852	0.43606	1.3013	0.27154	0.48937
Healthy	0	0	0	0	0	0	0	0	0	0	13.564	0.0367	0	0	0	0	0	0	0	0
Healthy	0.20452	0.02256	0.05705	0.11861	0	0	0.00704	0	0	0	28.8582	3.83749	0.05463	0.03362	0.25558	0.73825	0.98625	0.04084	0.20452	0.24833
Healthy	0.49125	0.02778	0	0.03519	0	0.08515	0.05437	0	0	0	3.49886	2.56004	6.42915	0.09724	0.44736	0.39612	0.50258	0.02818	0.49125	0.28001
Healthy	0.20947	0.07772	0	0.06642	0	0.02769	0	0	0	0	4.41194	9.59166	4.70449	0.70749	0.23719	0.287	0.35973	0.07856	0.20947	0.0283
Healthy	0	0.18021	9.9321	0	0.00784	0	0	0	0	0	0	0	0.00365	0	0	0	0	0.64212	0	0
Healthy	0.02403	0	0	0	0	0	0	0	0	0	2.22525	3.53732	0.96064	2.33138	0.05277	0.03121	0	0	0.02403	0.00645
Healthy	1.64084	0.59639	0.01651	0.11675	0.30837	0.27278	0	0	0.04167	0.00064	9.45304	12.4591	7.14427	0.30657	0.70717	2.10183	0.73042	0.01006	1.64084	1.47408
Healthy	0.04768	0	0.06875	0	0	0	0	0	0	0	1.37059	0.11861	0	0	0	0	0.26228	0.01062	0.04768	0
Healthy	0.01078	0.00169	0	0	0	0	0.15859	0	0	0	7.29921	0.29049	0.60843	0.06169	0	0	0	0.04914	0.01078	0
Healthy	0.02708	0.03244	0	0	0	0	0	0	0	0	3.99151	0	1.94268	0	0	0.00784	0.02072	0.0132	0.02708	0.04649
Healthy	2.17126	0.24933	0.59226	3.96024	0	0.66655	0.68222	0	0.03277	0	2.83702	1.58593	0	0	8.84666	0.07113	0.01923	1.61599	2.17126	0.44284
Healthy	0.03711	0	0.00578	0	0	0.03289	0	0.03509	0.01173	0	0.33645	0.26104	0.56984	0	0.01584	0	0.05412	0.02197	0.03711	0.00456
Healthy	0	0	0	0	0	0	0	0	0	0	1.00111	0	0	6.2745	0	0	0	0.08807	0	0
Healthy	0.1464	0	0	0	0	0	0.80443	0	0	0	18.5883	4.05971	0	0	0.31549	0.70684	0.48789	0	0.1464	0.23597
Healthy	0.22712	1.52142	0.0103	0	3.19298	0.03746	0.03821	0.08802	0	0	9.53728	0.20166	5.06398	0.8458	0.18786	0.74356	0.3191	0.24462	0.22712	0.01328
Healthy	0	0	0.08611	0	0	1.22511	0	0	0	0.07689	10.8337	0	0	0.12618	0.00652	0	0	0	0	0
Healthy	0.63593	0.02432	0	0.071	0	0.26559	0.02401	0	0	0	5.76993	2.51268	0	0.12228	0.92233	0.89685	0.81106	0.00378	0.63593	0.26538
Healthy	0.64475	0	0	0.0412	0	0	0.10603	0	0	0	3.27257	14.3602	0	0.94846	0.69686	0.78771	0.41053	0.20677	0.64475	0.19805
Healthy	0.32294	0.05569	3.63448	0	0.17679	0.04235	0	0.01603	0	0	2.37781	0	18.2203	3.32157	0	0	5.40973	4.22689	0.32294	0
Healthy	0.02509	0.00436	0	0	0	0	0	0	0	0	1.32729	1.39571	1.64346	0	0	0.5745	0.10729	0.04777	0.02509	0.02468
Healthy	0.04951	0	0	0	0.01663	0	0	0	0	0	1.12375	0.08152	0.75957	0.98925	0	0.02977	0	0.01768	0.04951	0.01157
Healthy	0.38899	0.0131	0.01233	0.07214	0	0.11359	0.07487	0	0	0	18.3281	3.59562	0.01423	0.59945	0.57686	0.1081	0.09647	0.30011	0.38899	0.09745
Healthy	0.04328	0	0.04596	0	0	0	0	0	0	0	1.44688	0.12262	0	0	0	0	0.21811	0.03493	0.04328	0
Healthy	0.02148	0.06265	0	0	0.03929	0	0	0	0	0	5.05959	0.31305	0	0.7604	0	0.03051	0	0.1505	0.02148	0.01103
Healthy	0.37617	0.09451	0	0	0.17662	0.49813	0	0.25267	0	0	0.89583	0	4.6906	0.24071	0.14846	0	0	0.02502	0.37617	0.08754
Healthy	0.12439	0.04105	0	0	0	0	0.10193	0	0	0	3.87401	2.86755	0	0.24664	0	0	0	0.12721	0.12439	0.0104
Healthy	0.02961	0.00907	0.10029	0.00953	0	0.28037	0	0	0	0	4.29103	0.58748	0	1.20232	0	0	0.06258	0.01537	0.02961	0.00357
Healthy	0	0	0.52388	0	0	0.1657	0	0.01832	0	0	1.6249	0.87537	0	0	0	0.01313	0	0	0	0.00415
Healthy	0.08205	0	0.0004	0.01455	0	0.11667	0	0.00064	0	0	10.8513	8.52677	0.76158	0	0.00388	2.17605	1.08316	0.05272	0.08205	0.01754
Healthy	0.75822	0.18315	0.0104	0.03535	0.08423	0.31752	0.01267	0	0	0	17.4011	0	0.00126	0.09936	0.98751	1.16716	2.12778	0.00659	0.75822	0.68383
Healthy	0	0	0.01035	0	0	1.40088	0	0	0	0	3.14028	0	0	0.71008	0	0	0	1.22898	0	0
Healthy	0.12074	0.14387	0.99172	0.06745	0.01921	0	0	0	0	0.00383	5.49107	0.00246	0.58038	0.34134	0.42959	0.08534	0	0.01208	0.12074	0
Healthy	0.28272	0.64075	0.09804	0.07771	0.16157	0.02398	0.09482	0	0.06126	0.00407	3.40304	7.60178	2.21228	0.75483	0.73121	1.2679	0.50514	0.05139	0.28272	1.06309
Healthy	0.45473	0.06136	0	0.15425	0	0.12483	0.02759	0	0	0	6.36972	9.90669	0	0.12059	1.03978	2.15861	1.68762	0.02072	0.45473	0.7072
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.27047	0.06132	0.04132	1.20866	0.02022	0.02715	0.10479	0.00244	0	0.00287	9.06802	2.23623	1.67941	0	4.5156	0.87724	3.15534	0.07258	1.27047	1.2453
Healthy	1.64244	0	0	0.52319	0	0	0.04817	0	0	0	2.43324	4.88074	2.56418	0.26434	1.3009	0.34312	0.3641	0.50597	1.64244	0.14764
Healthy	0	0	0	0	0	3.30504	0	0	0	0	2.23839	0	0	3.28266	0	0	0	3.48305	0	0
Healthy	1.60375	0	0.08663	0.20665	0.02444	0.47326	0	3.14955	0	0	0.28659	16.8664	33.6743	0.22228	0.79503	0.60991	0.16036	4.1452	1.60375	0.30988
Healthy	0	0.1964	0.01113	0	0.32517	0	0	0	0	0	0.00929	0	0	0.00633	0	0	0	0	0	0
Healthy	3.14687	0.01638	0	2.80587	0	0	0	0	0	0	12.0217	1.69392	5.68306	0	2.5476	0.74004	1.36619	2.04213	3.14687	1.79382
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.23226	0	0	0.06539	0	0.01169	0.01262	0.08164	0	0	3.7955	1.1989	7.72785	0.57613	0.23696	1.07522	0.64783	0.00156	0.23226	0.17809
Healthy	2.04584	0.04155	0.38813	0.17822	0.00848	0.02538	0.30003	0	0.04607	0.00163	0.87115	9.73101	31.3647	0.01575	5.09754	3.42406	0.61399	0.10021	2.04584	1.21904
Healthy	0.13553	0.17561	0.18742	0	0.04907	0	0	0	0	0	0	0	0	0	0.41531	0	0.10393	0.98103	0.13553	0.16664
Healthy	1.28024	0.04979	0	0.20879	0	0	0	0	0	0	3.49802	1.33839	1.07475	0	1.77823	0.95457	0.52744	1.51294	1.28024	0.84486
Healthy	0.15892	1.65623	0	0.03165	1.10052	0.01592	0.00326	0.00092	0	0	2.32371	11.5066	5.78645	0.96646	0.5789	1.61807	0.46125	0.0066	0.15892	0.23321
Healthy	2.39395	0	0	0.67191	0	1.7253	0	0	0	0	7.88453	3.95523	3.76414	0	1.92566	0.08122	4.10767	0	2.39395	0
Healthy	0.70656	0.15707	0	0.17314	0.05034	0	0	0	0	0	10.3087	0.00675	0.23047	0.43424	1.18785	0.70719	0.93911	0.32435	0.70656	0.83026
Healthy	0.33111	0.06038	0	0.04893	0.02625	0.04569	0.05004	0	0	0	8.47775	11.5953	0	0.03892	0.6485	1.65912	0.58278	0.01832	0.33111	0.68915
Healthy	0	0.48058	0	0	0.28567	0	0	0	0	0.15165	0	0	0	0	0	0	0	0.03176	0	0
Healthy	0.88669	0	0	0	0	0	0	0	0	0	26.9891	12.5799	9.45837	0	0.29928	2.42016	1.10932	0	0.88669	0.29169
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23157	0.1959	0	0	3.89171	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.57515	0.08406	0	0	0	0	0	0	0	0.07606
Healthy	0.54531	0.0112	0.64267	0.08992	0.00633	0.00686	0.01038	0.00716	0	0	1.45436	0.8197	0	0.2557	0.24113	0.81996	0.69416	0.03164	0.54531	0.07514
Healthy	1.03824	0.05712	0	0	0.01598	0	0	0.08448	0	0	0.83566	5.61373	2.21193	0.45626	0.62623	1.14031	0.87487	0.00777	1.03824	0.41761
Healthy	0.20732	0.03922	0	0	0	0	0	0	0	0	3.62239	5.447	0.55347	0	0	0.41985	0.02323	0.53166	0.20732	0.00669
Healthy	0	0	0	0	0	0	0.10895	0	0	0	3.31513	2.48758	0.1815	0.1728	0	0	0.02097	0	0	0
Healthy	0.01697	0	0	0	0	0	0	0	0	0	1.6384	1.4601	1.11302	0	0.01941	0.01244	0	0.09875	0.01697	0.005
Healthy	0.05596	0.07028	0	0	0	0	0	0	0	0	3.41098	2.05722	0.93386	0.30916	0.05251	0.73801	0.03703	0.04226	0.05596	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.31051	0	0	0	0	0	0	0	0	0
Healthy	0.0858	0.1031	0	0.01444	0.01175	0.02273	0.00155	0	0.00097	0	4.41401	9.36185	3.59647	0.27852	0.27362	0.20086	0.30285	0.00279	0.0858	0.09491
