p	Proteobacteria	Desulfobacterota	Verrucomicrobiota	Firmicutes	Methanobacteriota
Healthy	-0.436174937748508	-5	-5	-5	-5
Healthy	-5	-5	-5	0.218301753029135	-0.442264282181728
Healthy	-0.754068045661398	-1.11092250734994	-5	-0.369857001654199	-5
D006973	1.93955574180594	-5	-5	-5	-5
Healthy	-0.977324238046272	-0.309706436233518	-0.109506325394515	0.184430207877763	-5
Healthy	-1.485053994692	-5	-5	-1.47625353318844	-0.530678815484752
Healthy	0.61301014970712	-0.184535663162396	-0.649568486424556	0.38689434361103	-1.64062369010131
Healthy	0.320590742907043	-5	-5	0.234707056066243	0.503993487978851
Healthy	-0.495230195702161	-2.00612308505879	0.824406374353947	-0.185419483989681	-0.323965188805379
Healthy	-0.763236077812193	-5	-5	-2.4907974776689	-5
Healthy	0.324566403393517	-1.25134690657573	-5	0.710203707477975	-5
Healthy	0.0215035318434545	-5	-5	0.402226981529326	-5
Healthy	-5	-1.6763354643919	-1.0706321707599	-0.276330927538517	-1.39653084026616
Healthy	-0.429608856220169	-1.55579901113584	0.0198429695632681	-2.58169870868025	-1.41896105122783
Healthy	-0.667561540084395	-0.0530174728182011	0.711060275180386	-5	-0.679604429763531
Healthy	-5	-5	-5	-5	-5
Healthy	-0.926978545640261	-1.09301884677115	-0.144553535684266	1.03636536472617	0.496079591179941
Healthy	-0.239909396081697	-1.18409034911323	-0.842241113953136	0.661255030385999	-5
Healthy	0.413244425737604	-5	-5	-0.0650674712771137	-5
Healthy	-0.560967467879587	-0.880282340894505	-2.56863623584101	-1.91257354296371	-5
D006973	0.806156222854957	-0.610922556207651	-5	-1.22337144657985	-5
Healthy	-1.10812816955442	-5	0.200962612546434	-0.130903284670576	-5
Healthy	-0.160597379345863	-5	-5	-0.43599712553065	-5
Healthy	-0.133145789264882	-0.372009781970118	-5	-0.427686139077251	-5
Healthy	0.966157695702293	-5	-5	-0.949040540228349	-5
Healthy	-1.82798119057544	-5	-5	0.37755029096515	-1.03767802727042
Healthy	-5	-5	-5	-5	-5
Healthy	0.205304532544046	-1.23920068836928	-1.56336036830734	-0.731468829613177	-5
Healthy	0.138116306359853	-5	-5	0.493825964913141	0.0492684289258104
Healthy	-0.722230389916349	-5	-0.400903297789511	-1.05041484867335	-5
D006973	-0.0715990263762906	-0.998266287190999	-5	-0.595012426764974	-5
Healthy	0.863912029934059	-5	-5	0.136416137341801	-5
Healthy	-0.48205232800475	-1.33245366048848	-0.813326132500255	-5	-1.44357687862871
Healthy	0.212797319988354	-1.45779721756597	-0.144432390189351	-0.00365910219171063	-5
Healthy	-5	-5	-5	-0.261013438254704	-5
Healthy	-1.14514763758217	-1.6714165502858	-0.0651835192720855	-2.76955107862173	-5
Healthy	-0.214406820326175	-1.27148389524023	-5	-1.48878529886361	-5
Healthy	1.24807728828755	-5	-5	-0.352949725131461	-5
Healthy	0.192302558859347	-0.858801155095263	0.850686661278645	-0.442974277613617	-5
Healthy	-0.19271533841176	-5	0.281335676487837	-5	-5
Healthy	0.105860884950425	-5	-5	-0.485412405636837	-5
Healthy	-0.605478277325087	-1.09055095301873	-5	1.14920802414407	-5
Healthy	-5	-5	-5	-0.745838779152574	-5
Healthy	-0.267413263287874	-0.849090126298878	-0.439089556992359	-0.244735108587753	-5
Healthy	-5	-5	0.57585379130965	-5	-5
Healthy	-0.876573064995579	-5	-5	1.25747121574287	-5
Healthy	0.499839608639899	0.125201405320575	-5	-0.640487039405374	-1.40516564441668
Healthy	-0.282554190189904	-0.337383809179138	-5	-0.46464257633757	-5
Healthy	-0.553214380698812	-0.799423073245152	-1.46571999479492	-1.88239730830992	-5
Healthy	-5	-5	-5	-0.287720784982634	-5
Healthy	-0.0175071523717065	-5	-5	-0.991612769885841	-5
Healthy	-1.00585888887388	-0.207881581697575	-0.359369517275589	0.0544674993892071	-5
Healthy	0.717658023096461	-1.14104194528199	-5	-1.15533647175976	-5
Healthy	-0.466672882945576	-1.85078088734462	-5	-1.13153190097901	-5
Healthy	-0.835409239809776	-5	-5	-1.9734667354767	-5
Healthy	0.198093237740242	-1.3669357273085	0.45763971382968	-1.88840147511961	-5
D006973	1.21677691665156	-1.08576265223226	-5	-0.781018351215074	-5
Healthy	-0.523255297027324	-0.499914538762345	1.19463670411053	-0.457498236785255	-1.32257556229875
Healthy	-0.391666553469254	-1.03843653763793	-5	-0.909600850744537	-5
Healthy	0.451235160988187	-1.33903970822392	-2.43770713554353	-0.357347556978414	-2.5543957967264
Healthy	-0.747389659432627	-1.78941397509484	-0.623003549259327	0.371889472033078	-1.52273400457515
Healthy	-0.474955192963155	-1.01809082990921	-1.21538270736712	0.0899651317323379	-5
Healthy	-5	-5	-5	0.78604049944904	-5
Healthy	0.170496405744848	-1.59380057633669	-0.0162023739856683	-0.578379622893167	-5
Healthy	-0.793093207069136	-5	0.562239318000295	-0.269516505447269	0.730618375263483
Healthy	0.60540525638235	-0.523501680581423	-5	-5	-5
Healthy	-0.457224351765375	-5	-5	-0.0126510825574994	-5
Healthy	-0.308308624308948	-5	-5	0.784530282395447	-5
Healthy	-5	-5	-5	0.392586167663493	1.28928809720048
Healthy	-5	-5	-5	-5	-5
Healthy	0.285656307864311	-0.502158461673342	0.725636437528851	-0.187420844590953	-0.632215587718846
Healthy	1.03562782735063	-5	-0.284013360320352	0.393459375963419	-5
Healthy	-0.61726273423867	-5	0.235258191269526	-0.648416255758266	-5
Healthy	-5	-5	-5	0.277710041423315	1.68735208619593
Healthy	-0.93569179331704	-2.41907502432438	-0.164670962677237	0.519054497364381	-0.236010781527727
Healthy	-0.798520941053911	-5	0.430819751224678	-5	-5
Healthy	0.161439879511266	-5	1.06730189729757	0.612146777517957	-0.00819377547239393
Healthy	-0.132102555474055	-0.705776341023414	-1.11543118508167	-0.0969208705058233	-5
D006973	1.09247255590669	-5	-5	0.625941824613578	-5
Healthy	1.65999383396027	-5	-5	0.098366796439331	-5
Healthy	-5	-5	-5	-0.137707579792819	-0.0607404032984566
Healthy	-5	-5	-5	0.651091847896028	-5
Healthy	0.719845670931388	-5	-5	0.594017768278563	-5
Healthy	0.0651724894853563	-1.52360317327467	-5	-0.916389894837689	-5
Healthy	0.952750318793969	-0.99891561870778	-0.273175024609325	0.572855344883505	0.829489675415118
Healthy	-1.11719095860756	-1.32642620357695	-0.272849295589403	-1.40638169187046	-2.13906337929991
Healthy	-0.430661209957077	-0.39365088567708	0.925896087803967	-5	-5
Healthy	-0.149102693910017	-1.16215913834448	-5	-1.19873352951038	-5
D006973	0.101355207564406	-1.47781668238131	-5	-1.31821623353212	-5
Healthy	-0.522705062221873	-0.444252785912791	-0.0286360021404435	-1.15310645668337	-0.0539261880148035
Healthy	-5	-5	-5	-5	-5
Healthy	0.0181677036515243	-2.28232949699774	-0.135103446054885	0.276675452072737	-1.66174276975374
Healthy	0.0478392780475528	-0.413019083418952	-5	-1.05492551152127	-5
Healthy	-1.1751585282463	-0.407379178678018	-1.10980261378997	-5	-0.169796401074296
Healthy	-0.354184881703358	-5	-5	-0.394350241482898	-5
Healthy	-5	-5	-5	-0.589695266105724	-5
Healthy	1.07161398700761	-5	-5	-1.50307035192678	-5
Healthy	0.447983956055377	-1.4068247365219	-5	-0.357614629472314	-5
Healthy	0.854310293614356	-0.87331673661171	-0.193663979474613	0.616755850540927	-5
Healthy	0.228251461550436	-2.34486156518862	-0.533028635677157	-0.78404535613087	-5
Healthy	-5	-5	0.174783513349056	0.69533542771815	0.263479836480346
Healthy	-0.424916120981977	-1.12470717462899	-0.882364182610506	-2.41566877563247	-1.23995467203419
Healthy	-5	-5	-5	0.934893176790706	-5
Healthy	0.651164578527951	-5	-5	-5	-5
Healthy	0.916751798725431	-5	-5	-1.55909091793478	-5
Healthy	0.052516956831069	-5	-5	0.245717428865753	-5
Healthy	0.479723552460678	-1.11958660012208	-5	0.617893188164537	-5
Healthy	1.30986258050826	-5	-5	-0.626738493838318	-5
Healthy	0.874723540535805	-5	-0.0774821397553886	1.02599772678049	-5
Healthy	-0.113588244639883	-5	-5	-5	-5
Healthy	-5	-5	-5	1.41671138640053	-5
Healthy	1.01891717585528	-0.181919335507796	1.63955929721714	-0.795635795378995	-5
Healthy	-0.749336080536756	-2.55284196865778	-5	-0.342074516243062	-5
Healthy	0.315260628018278	-0.509465654196324	-5	-1.99182581599357	-5
Healthy	-0.659278342686993	-5	-5	-5	-5
Healthy	-1.1944991418416	-1.0537442928006	-0.225723970300272	-1.88706002391592	-5
Healthy	-1.40175680834638	-1.39609816826833	-0.0539212709261249	-5	-5
Healthy	0.0837605399498365	-1.33837659077077	-0.0108662287392851	0.314482386367615	-5
Healthy	0.291901400465467	-1.18735398376688	-0.401428336517859	0.213127114761758	-5
Healthy	0.609572000332307	-0.527258173638795	-5	-5	-5
Healthy	-1.005638848092	0.140240847756518	1.21990161827801	-5	-5
Healthy	0.621221994577762	-5	-5	-5	-5
Healthy	-0.289028431777928	-2.29670862188134	-5	-0.607408556191046	-5
Healthy	0.0890321147870614	-0.358873067196491	-0.962334506649197	0.287837546554872	-5
Healthy	-1.04527520902094	-5	-5	-1.78968148017377	-5
Healthy	0.214470300115669	-0.987289287258213	-5	-0.809192239868098	-5
Healthy	-0.262863039644452	-5	0.315812963870886	-0.530605127566646	0.0361336451130129
Healthy	-0.82672629854742	-2.83564714421556	-1.25173442733126	-0.0273390328328716	-5
Healthy	-0.750777176003326	-5	-5	-0.571849001255554	-5
Healthy	0.0976251412103128	-0.750459235498362	-1.16698045292347	0.228569731320455	-5
Healthy	-0.497941777242894	-2.82681373158773	0.942300792903181	-1.18601892436353	-5
Healthy	-1.63413778459744	-5	-5	-0.524881108872333	-5
Healthy	0.0407565703279443	-2.37263414340727	0.848532720492344	-1.92190584959359	0.353641225272328
Healthy	-0.914852187873096	-5	-5	-0.529163362718575	-5
Healthy	0.627575783132953	-1.72101788313456	-5	0.0284980508244704	-5
Healthy	-0.1579652075551	-1.10385974855798	0.253396165871055	0.0145415389504717	-5
Healthy	-5	-5	0.78872679477413	-5	-5
Healthy	-5	-5	-5	0.0375898256997873	-5
Healthy	-0.00855240199619718	-1.51798442354929	-5	-0.431481473913975	-5
Healthy	-0.120405283978251	-5	-0.436993812938206	0.814973698954037	0.478958770536424
Healthy	-5	-5	-5	-0.556549250116459	-5
Healthy	1.35173679983976	-1.78914663468511	0.398837202281837	0.50269335101933	-5
Healthy	0.503679031880346	-5	-5	1.48328682386099	-5
Healthy	-5	-5	-5	-5	-5
Healthy	0.717305109338064	-0.737050825284472	-5	-1.06288348923295	-5
Healthy	0.200798532796138	-2.67571754470231	0.0435666038220771	-0.198561986875964	-5
Healthy	0.466347044441233	-0.13485455310481	-5	-0.462823380455493	-0.808185828001658
Healthy	-0.286593467832309	-1.76649623965887	-5	-0.387036107280457	-5
Healthy	-0.376709350192335	-5	-5	-0.552872990800149	-5
Healthy	-2.52724355068279	-5	-5	-0.0132103570522037	-5
Healthy	0.0353696933221023	-1.72010501998836	0.522472924686507	0.371658839715409	-2.06398920428479
Healthy	-5	-5	-5	-5	-5
Healthy	0.640177224930746	-5	-0.260847122311282	-1.76751213364701	-5
Healthy	0.438475894273104	-1.45469288353418	-5	-5	-5
Healthy	0.00232160207282551	-5	-5	-5	-5
Healthy	0.155827756935741	-5	-5	0.803988732596285	-5
Healthy	1.08126231317111	-1.35684353438029	-5	-0.705049045534732	-5
Healthy	-0.664101007974888	-1.16832215080853	0.341020808008831	-1.98674133471648	0.977904142832697
Healthy	1.01092253615009	-0.169077880141475	1.64279886750904	-0.755772374267092	-5
Healthy	1.01147105617594	-1.43368037847519	-5	1.10415614297317	0.553549292350953
Healthy	-0.469313754668806	-0.254566048586467	0.323827339754794	-0.632178347581462	-5
Healthy	0.614401500203339	-1.80631897045872	-5	-0.629949762925132	-5
Healthy	0.639371924008928	-5	-5	-5	-5
Healthy	-5	-5	1.031473502555	-0.461815999141732	-5
Healthy	-1.38289476949762	-5	-5	-5	-5
Healthy	0.616270659235917	-5	-0.233133760125221	-5	-5
Healthy	-1.76045027915953	-1.1834273039739	-0.274864586824729	-2.53910215724345	-1.66816795556375
Healthy	-0.421968539812042	-0.942638237014961	-5	-1.54333037057624	-5
Healthy	-1.0691528083175	-0.753895515857289	-5	-1.229442525149	-5
Healthy	1.90080284334259	-5	-5	0.394010157234125	-5
Healthy	-0.521159451518198	-5	-5	-5	-5
Healthy	-0.582279260924316	-5	1.47412458620282	-1.01425925894993	-5
D006973	1.00262345052416	-2.24412514432751	-5	-1.84284556009372	-5
Healthy	-0.923723744595782	-5	0.783235194584296	0.164504534900771	0.838346529059948
Healthy	-0.618957157228091	-5	-5	-0.552361408599502	-5
Healthy	0.272468210487953	-1.27490547891853	-0.00732279433525169	1.16899807727899	-1.2390500485891
Healthy	-5	-5	-5	-5	-5
Healthy	0.457645770048531	-5	-1.75129126439908	-0.611650092129618	-5
Healthy	0.415063538228395	-5	0.161613533832693	-0.895786115800677	-5
Healthy	0.910800434540427	-5	-0.126842216458919	-0.330246254850314	-5
Healthy	0.220712017483643	-5	-5	-0.476878117881759	-5
Healthy	0.168774353738646	-0.718353142132486	-5	-1.7373116556983	-0.670073559204548
Healthy	1.88868922381423	-5	-5	0.418606184975226	-5
Healthy	-5	-5	-0.766470872731379	0.437939138819974	1.24711388762105
Healthy	-0.742993782087693	-5	-5	0.632361109096971	-5
Healthy	0.310678446263141	-5	0.791506087274837	-2.12609840213554	-5
Healthy	-0.0774613755144196	-5	-5	-1.013765869865	-5
Healthy	-0.960110202263819	-1.62948691040141	-5	-0.945425244705177	-5
Healthy	-0.718375848559799	-5	-5	-1.63301702402215	-5
Healthy	1.01754625544621	-5	-5	0.1914789604436	-5
Healthy	-0.268830422451311	-2.79588001734407	-5	0.0342673970380256	-5
Healthy	-0.0426944776482733	-5	-5	-0.416042157913543	-5
Healthy	-5	-5	-5	0.00560087085348535	-5
Healthy	0.500650805987072	-5	-5	-0.750972947452813	-5
Healthy	0.27491258826101	-5	-5	0.492174883950333	-5
Healthy	-0.495379640882211	-5	0.390339751083823	0.0108043612987845	0.12593321721971
Healthy	0.144595999617516	-0.414900392625936	-0.257667717642852	-0.309733020537503	-5
Healthy	-1.82535880733955	-1.70818731253288	-1.97387548325455	-1.25562877266814	-5
Healthy	0.116883241007212	-0.929334246546272	0.849661371879719	-0.469954061572609	-5
Healthy	-1.24237625409161	-0.103732893301797	-5	0.964286979042497	-0.525973234584671
Healthy	0.806702848230718	-2.34872198600186	0.0711747831326264	-5	-0.179857676920668
Healthy	-0.793740964790717	-5	-5	-1.4672456210075	-5
Healthy	-0.922922933154239	-5	-5	-0.529501306509078	-5
Healthy	-0.211456910960713	-5	-5	0.0588699622930524	-5
Healthy	0.886466471686538	-5	-5	0.169498094684968	-5
Healthy	1.10462229515659	-1.77031815768232	0.067751349972144	-0.652533374199378	-5
Healthy	0.37066849739468	-5	-5	-0.722665887784016	-5
Healthy	-0.597669823868334	-2.11975822410452	-5	-0.974899038953187	-5
Healthy	-0.386464722780758	-5	-0.417697954413384	-2.36754270781528	-5
Healthy	-1.15939212099071	-0.173620649767548	-5	-5	-1.46230680563261
Healthy	-0.0385646670036345	-5	-5	-5	-5
Healthy	0.735293828434356	-0.678795243145552	-5	-1.15633127702086	-5
Healthy	0.209295130817263	-0.952296891865696	-5	-1.03924390909823	-5
Healthy	0.345371769857227	-1.94385773794095	-0.721635152262311	-0.551463721895342	-2.67366413907125
Healthy	-5	-5	1.15163671989031	0.313466472658235	-0.773039406467547
Healthy	-1.6088883862972	-5	-0.0519637817662657	0.549262044050899	0.144994289359509
Healthy	-0.132279198477346	-5	0.445141643548013	-1.25798225285986	-5
Healthy	0.900591046692102	-0.300891043660907	-1.01282549891246	-0.625160040345024	-5
Healthy	1.11980863581922	-2.22914798835786	0.531966585762236	0.734132278874541	-5
Healthy	-5	-5	-0.126725911463204	0.2892499457196	-1.03758330655425
Healthy	0.302532224931979	-5	0.143164746560765	0.0659753660504229	-0.374163007676599
Healthy	-0.133417322936451	-0.905948344490036	-5	-0.365694063078727	-5
Healthy	-1.48638292621212	-1.03217132066984	-0.202247871349289	-2.26600071346161	-5
Healthy	-5	-5	-5	0.482108609139799	-5
Healthy	0.0621154782168488	-5	-5	-5	-5
Healthy	-0.280660425032725	-5	-5	-0.569425115953135	-5
Healthy	0.327497886389404	-5	-5	0.345432547499147	-5
D006973	0.449070912367137	-1.85078088734462	-5	-0.9248912035835	-5
Healthy	-0.364084184324402	-0.187521155131162	-0.811240207047988	-0.185239813098929	-5
Healthy	0.424440587526477	-5	0.092675037860882	-5	-0.339305238966167
Healthy	0.16836192949269	-2.17457388223218	-5	-0.74155428961335	-5
Healthy	0.773150623033685	-5	-5	-1.39437177799238	-5
Healthy	0.502454433243893	-1.56511187913268	-5	-0.971306771606084	-5
Healthy	0.453459004209478	-5	0.00188508390488022	0.547034667347564	0.333495638706523
Healthy	0.39086271865719	-0.996022758154463	-5	-5	-5
Healthy	0.439817253974966	-5	-5	0.147376387491267	-5
Healthy	-0.772473215062798	-5	-0.651442034563543	-5	-0.0743682368937719
Healthy	0.0672568892381498	-0.364275045468861	-5	-1.12262865413023	-5
Healthy	0.145820818801547	-5	-5	-5	-5
Healthy	-0.576099081471583	-5	-5	-0.764875735980538	-5
D006973	0.0996288541009924	-0.470351526474187	0.45516627134524	-1.28525123927494	-5
Healthy	0.3346929493563	-0.466050092642526	-0.0471204163044629	-0.825852934902969	-0.835141753037445
Healthy	-0.730393669160521	-2.51286162452281	-1.51956185282218	-5	-5
Healthy	-5	-5	-5	-5	-5
Healthy	-2.07262963696098	-1.90974194706868	-1.04599883231843	-0.356606549526847	-5
Healthy	1.03053333823936	-5	-0.27081090346048	0.398538921901917	-5
Healthy	-0.0669330371897654	-5	-5	-0.369084199281594	-5
Healthy	-5	-5	-5	-0.282720704572598	-5
Healthy	-1.1624746905504	-5	-5	0.16542240081457	-5
Healthy	-5	-5	-5	-5	-5
Healthy	-0.24875169813603	-0.156144577376839	-0.848446295457024	-0.194988763631795	-5
Healthy	0.720010376909017	-1.22789843072299	-5	-5	-5
Healthy	1.30595079795855	-5	0.33717562930678	0.334331085850635	-0.714127772930743
Healthy	-5	-0.715388817630228	-2.70774392864352	-0.207531265089428	-5
Healthy	-0.803602715562657	-5	-5	-0.552748915524138	-5
Healthy	-0.18575240426808	-5	-5	-0.0825575123570476	-5
Healthy	0.0402620490405693	-2.7281583934635	0.344745853725188	-0.448464615439202	-5
Healthy	-0.595919256900062	-5	-5	-5	-0.586515825682593
Healthy	-0.57254635059868	-2.49214412830417	-0.229663558904851	0.803258359963836	-0.252075731864146
Healthy	0.511086200555202	0.124236784040634	-5	-0.564888566873507	-1.72630441206991
Healthy	-0.171888149871696	-5	-5	-1.46660929198245	-5
Healthy	0.656496841306835	-5	-0.289003085083778	-5	-5
Healthy	0.675956970384772	-1.13217909195443	-5	-5	-5
Healthy	0.587338232071853	-5	-5	-0.678774514582824	-5
D006973	1.11556158839095	-0.425101010741054	-5	-1.69421884874502	-5
Healthy	0.068393679460304	0.423563693954572	1.04058691407983	-5	-5
Healthy	-0.90173709762007	-5	-0.386433001228715	-0.370152249628418	1.54581547540803
D006973	1.35651019843475	-5	-2.06298389253519	-1.19077707831058	-5
Healthy	0.216324278686668	-1.01623843971384	-5	-1.00445255052486	-5
Healthy	-0.675038846962645	-0.961141498440234	-5	-0.557661360374324	-0.691115585577983
Healthy	0.406950437461211	-1.08207457793526	-5	0.423422833366564	-0.110183053676838
Healthy	-1.44321521769297	-5	-1.36622865391744	-0.519432574998306	-5
Healthy	-0.310247303860843	-1.60977163753087	-5	-5	-5
Healthy	0.837079358945614	-0.64569943765464	-0.236467189384359	-5	-5
Healthy	0.274307978319055	-5	-5	0.034812882337937	-5
Healthy	0.0798900150308385	-5	-5	-5	-5
Healthy	-0.0716553647351379	-5	-5	-5	-5
Healthy	-0.341864536928131	-0.934980785863746	-0.865599744081016	-2.74957999769111	-1.25282132863984
Healthy	-1.22446236521904	-1.14442027749828	-5	-0.672048785431807	-0.71541136959606
Healthy	-0.0557098419304694	-5	-5	-0.37603781124527	-5
Healthy	0.207195273819796	-5	0.454793046348038	0.449203696278253	0.521461068202195
Healthy	-0.649693821120889	-5	-5	-5	-0.287484984211022
D006973	-0.400706571795905	-0.679210022301194	-5	-1.79048498545737	-5
Healthy	0.335492000995821	-5	-5	-0.360473669028537	-5
Healthy	-1.05222329153526	-1.20725821416525	-0.247582750673518	-1.91973437266016	-5
Healthy	0.592865972047312	-0.548397756667021	-5	-5	-5
Healthy	-5	-5	-5	-5	-5
Healthy	-1.8955128886876	-5	0.973895506374343	0.401789852556354	0.355493663995184
Healthy	-0.740238933201335	-0.191620205117616	1.10805093974387	-0.889747082646597	-5
Healthy	1.06503828304054	-5	-5	-1.62948691040141	-5
Healthy	0.155120355188351	-0.939113376995338	-0.904726011901818	0.372567743391127	-5
Healthy	0.402135805896485	-5	-5	-5	-5
Healthy	0.510141357743158	-0.845576026885353	-0.0467043187977421	-0.491012661363082	0.176499304117523
Healthy	-2.18177410638604	-2.14508697769214	-0.0779703854300877	-1.21261037864789	-5
Healthy	0.7534528276193	-0.840974508775095	-5	-1.28158135817034	-5
Healthy	-0.571638394955997	-1.25995327594851	-5	-0.897875144265474	-5
Healthy	1.036903435961	-0.142613220151137	1.64661062854434	-0.754462657064006	-5
Healthy	0.850018535593396	-5	-5	0.553742282723514	-5
Healthy	-1.30944953848964	-1.46660929198245	-0.149359890311216	-5	-5
Healthy	-5	-5	-5	0.0753571441768494	0.49300330255849
Healthy	0.00391268673848343	-1.32367226611868	-5	-1.04508244626504	-0.237734174590461
Healthy	-5	-1.74738965943263	-1.65797231191253	0.446648988165598	0.968074613233848
Healthy	0.652436847126828	-5	-5	-1.15845283474345	-5
Healthy	0.750424304830775	-5	-5	-0.172546719770048	-5
Healthy	-0.884622505720883	-2.67162039656126	-1.24588110577459	-0.695251040512904	-2.05012229596312
Healthy	0.42908175442676	-1.0741209106985	-5	0.405221672607903	-0.154622860376928
Healthy	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.12044539906103	-0.996022758154463	-5
Healthy	-0.539207362420141	-1.63078414258986	-5	-0.504136649517956	-5
Healthy	0.713414093816578	-0.716224021288477	-5	-0.988091386650846	-5
Healthy	-0.890252762286771	-1.31984585826563	-5	-1.79398412323666	-5
Healthy	-0.525099314414733	-5	-5	-1.27876662998272	-5
Healthy	-5	-5	-5	-5	-5
Healthy	-1.51598503733244	-5	-5	-0.558147824226708	-5
Healthy	0.477064792766908	-5	0.767267209367473	-0.289104480737432	-5
Healthy	-0.742369416122842	-0.624665660334584	0.770111608061081	-1.55268689117643	-5
Healthy	0.221906941178184	-5	-2.93554201077308	-0.614322243481289	-5
Healthy	-0.636331621889232	-2.30627305107635	0.279128303972843	0.13475705495005	-5
Healthy	-0.676005797818026	-2.48811663902113	-5	-1.33021838479146	-5
Healthy	-0.562170193591781	-0.944010416614309	-0.969886247292407	-2.72124639904717	-1.31740370853945
Healthy	-0.469723442318458	-5	0.111873860224244	-5	-5
Healthy	0.318626717029967	-0.582312458790247	-5	0.0247524018518241	-5
Healthy	-0.423060035665107	-5	-5	0.0618933355858114	-5
Healthy	1.11557456857468	-1.31104653736258	-5	-0.7454760913143	-5
Healthy	0.776158339887254	-5	-5	-1.74472749489669	-5
Healthy	-0.377133470982006	-1.20999647960951	-0.743619046968359	0.339473304551539	-5
Healthy	0.787010360436987	-5	-5	-1.73945162736302	-5
Healthy	-5	-5	-5	0.955442398423812	1.34977294287785
Healthy	-0.79171992145469	-0.706063186112706	0.774059072930616	-1.4990777608097	-5
Healthy	0.284383353680256	-0.976829878878603	-5	-0.975637495646718	-5
Healthy	-0.298915793061145	-5	1.02786759760518	-5	-5
Healthy	-0.278477911478968	-2.29242982390206	-0.25769916091552	-0.408301118280171	0.174356411288952
Healthy	-5	-0.0880278542890901	1.37155750727983	-0.444615312282852	0.340527396207183
Healthy	-5	-5	-5	-5	1.01940337017136
Healthy	-0.670988784292632	-5	-5	-1.52929557027721	-5
Healthy	-5	-5	-5	-0.086668376193283	-0.124892414334041
Healthy	-0.198802165540851	-0.348392512518738	-2.00612308505879	-0.438827035247812	-5
Healthy	1.99466959338096	-5	-5	0.0280300807683789	-5
Healthy	-2.79588001734407	-1.25188953250502	-5	-1.54928912185308	-1.19307422311627
D006973	0.406218172235466	-0.446772548971142	-5	-1.74016730093652	-5
Healthy	-1.06248210798265	-0.153557729574142	-0.36441573368877	0.0273373739550708	-5
Healthy	-1.02300845469385	-0.572595044689726	1.02173947039727	-1.0189973100586	-2.69250396208679
Healthy	-0.985983770741636	0.169580395303088	-5	-0.346093170358302	-1.46268472688799
Healthy	0.040159117831352	-0.428058364925538	-5	-1.03654273988329	-5
Healthy	-0.598289359610919	-5	-2.68402965454308	0.279956529198604	-5
Healthy	-0.750385897655418	-2.48678239993206	-5	-1.31425826139774	-5
Healthy	-0.351113299484693	-0.49440238626799	0.744127058763639	-5	-5
Healthy	-0.380395421620834	-5	1.07724468627497	-5	-5
Healthy	-5	-5	-0.0393437474570593	-0.49017941778772	-5
Healthy	1.27221141220562	-0.822752163744376	0.744671554164764	-0.095473789970064	-0.488945930531786
D006973	1.27219540078025	-0.793740964790717	-0.723446291375687	-2.1791420105603	-5
Healthy	0.633125934895278	-5	-5	-5	-5
Healthy	-1.51215487988856	-1.12586622117203	-0.234711526065202	-1.67019547783593	-5
D006973	-1.04619200233469	-1.83445892327763	-5	-3.431798275933	-5
Healthy	-0.384691874420224	-1.01995115493504	-0.261354188807667	-1.97387548325455	-1.88739499846543
Healthy	-0.108512720455074	-5	-5	0.311878835142942	-0.828507572747099
Healthy	0.0725807326489498	-0.745137855719397	0.84411293639884	-0.567495701138972	-5
Healthy	-1.8784401558125	-0.228037908841447	1.36272010301972	-0.425806625923673	0.353331394986268
Healthy	-5	-5	0.0683268917537446	-1.78120200188826	-5
Healthy	-0.751977663587646	-1.16222223044627	-5	-1.06803388527183	-5
Healthy	-0.391495360766607	-0.201452934747273	-0.834340279790507	-0.165655606591643	-5
Healthy	-0.638933550246058	-0.703883507830286	0.789538408693583	-1.47651366765677	-5
Healthy	-5	-5	-5	0.190788167878588	0.575169363918194
Healthy	-5	0.181005620280703	-5	-0.503098014876691	-0.982424131608926
Healthy	-0.477308041508919	-1.35575841415627	-0.139853724344058	0.673747810871339	0.475685712980604
Healthy	-0.0795688096045379	-5	-5	-5	-5
Healthy	-0.733039601402304	-0.746298618988015	0.76548600842701	-1.47082639673828	-5
Healthy	0.162594274442422	-5	-5	1.24216933596984	-0.105451341854194
Healthy	-0.732593581247096	-2.3767507096021	-1.30033567979763	-1.39265222323159	-5
Healthy	-1.29140915484966	-0.86005797693002	-0.638763383268669	0.331334151119399	-5
Healthy	0.852013730816011	0.110246178829723	-5	0.259894770804089	-5
Healthy	-5	-5	0.352707214798905	0.822203397061478	0.834789347763296
Healthy	-0.447769948863837	-5	-0.363492044318583	0.00461367168121351	-0.535033795109039
D006973	1.39056544643045	-0.749604396942884	0.0478859550480979	-5	-5
Healthy	-1.90066472231404	-1.13170831198214	-5	0.0996012318380401	-5
Healthy	-0.207671357825245	-5	-1.13430394008393	-0.351113299484693	-5
Healthy	-5	-5	-5	-5	-5
Healthy	0.689812135851317	-1.40274371707486	-0.659873293894568	-0.152242311607669	-2.84163750790475
Healthy	0.0746592180592203	-1.12901118623942	-5	-0.362040206060573	-5
Healthy	-1.97674754036629	-0.584659327467594	-0.080137746444462	0.36877948781501	-5
Healthy	0.510296962596303	-0.400433488998382	-5	-1.01197643807134	-5
Healthy	-5	0.167718945253166	-5	-0.580258974859349	-0.961260651895251
Healthy	-5	-5	-5	-0.79577145729304	-5
