group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota	Methanobacteriota		Bacteroidota	Proteobacteria	Desulfobacterota	
Healthy	6.16444	1.99473	0	4.46162	0.1863		60.15458	0.43545	0.82641	
Healthy	46.25528	0.00227	0.92728	0	0.17925		30.38976	0.13464	0	
Healthy	5.0851	0.91667	0.1507	0	0		57.19071	0.2448	0	
Healthy	20.34626	2.57584	0.19439	2.61066	1.78079		51.11411	1.03976	0	
Healthy	11.63356	0.24068	0.00277	0	0		70.28682	8.38667	0	
Healthy	42.33114	10.64373	0.1037	1.66834	0		18.83361	0.10604	0.02332	
Healthy	9.91665	2.84544	0.6799	0	0		78.21632	0.3544	0.02566	
Healthy	23.06068	0	1.36568	0	0		56.74984	0.07706	0	
Healthy	2.59759	0.1649	0.26806	0	0		88.62397	0.69084	0	
Healthy	13.88289	0	0.54065	0	0		80.99515	0	0	
Healthy	62.95722	2.09356	0.08002	0.08205	0.40579		23.65521	3.51301	0	
Healthy	19.77035	0.01319	0.07504	0	0		61.74899	0.46562	0.13989	
Healthy	7.53057	1.55991	0.14814	43.1425	0		13.47813	9.68949	0.72042	
Healthy	9.83527	0.12444	0.39295	0	0		66.37974	0.4199	0.02192	
Healthy	8.55826	0.21297	6.96979	0	0		51.37097	9.96818	0.00874	
Healthy	14.7163	2.46572	0.00686	5.8543	0		57.05666	0.06911	0.0134	
Healthy	20.34863	0.2451	0.06235	0.09713	3.40764		43.4764	0.1124	0.2407	
D000236	54.9145	0.93423	0.29917	0.58207	0		31.83766	0.03308	0	
Healthy	5.27127	1.30213	0.24763	0	0		53.92823	0.35859	0.01971	
Healthy	25.21812	0.13802	0.07553	0	0		62.01002	5.24858	0.22483	
Healthy	10.14769	3.84132	0.13079	0.83144	0.9034		60.43837	0.38204	0.40446	
Healthy	2.51949	0.18907	0	0	0		67.11065	0.97595	0	
Healthy	27.73	0.06791	0.06926	0	0		64.38419	3.10465	0.43782	
Healthy	46.94325	3.64982	2.03047	0.16743	0.02214		30.53279	1.66912	0	
Healthy	12.51002	14.40881	0.24848	0	0.24867		57.92923	0.23048	0.11176	
Healthy	7.29901	0.45038	0.28527	0	0		70.43552	0.19376	0	
Healthy	32.99013	0.17345	0.25486	0.04697	0		31.6998	0.03322	0	
D000236	44.35371	0.93557	1.35745	0.09422	0		17.84612	1.84118	0.71762	
Healthy	52.50795	6.10928	0.93076	0	0		22.27282	0.56187	0	
Healthy	34.90723	0.48563	0.51013	11.0089	0.51151		23.46511	2.17525	0	
Healthy	17.3138	51.79683	0.89415	0.36477	0		19.33502	0.44173	0	
Healthy	54.77596	4.04048	0.42319	1.91184	0.93713		20.08361	0.38983	0	
Healthy	24.25964	0.05064	0.52576	0.0475	0		40.48423	0.04992	0	
Healthy	23.51257	9.49684	0.64687	0.13902	0		42.75953	0.26592	0	
Healthy	0	0	0	0.32693	0		85.8034	0	0	
Healthy	45.81433	0.1119	3.28489	1.18777	0		28.22264	0.24439	0	
Healthy	7.44841	0.07804	57.15972	0	0		0	5.7531	0	
Healthy	27.77476	1.31477	1.48832	0.41479	0		37.96806	2.05917	0.04552	
Healthy	49.94328	0	0	0	0		33.04527	0	0	
Healthy	0.02738	5.04839	1.48998	0	0		63.16223	30.11288	0	
Healthy	28.52989	8.91852	2.92641	0	0		20.52479	3.92174	0.03909	
Healthy	1.57079	1.33362	0	0	0		11.03823	0.88147	0	
D000236	61.11515	1.10294	3.08086	0	2.88652		13.49212	7.55248	0	
Healthy	1.18759	2.71199	0	0.14167	0		9.45133	0.28988	0	
Healthy	2.94523	1.29344	0.36565	0	0		67.3039	0.92109	0.40586	
Healthy	4.09485	39.76877	12.80659	1.51175	0		27.59638	10.8525	0	
Healthy	15.29301	0.04286	0	0.11617	0.05074		67.46187	0.27242	0	
Healthy	8.40797	1.34097	0.25449	0	0.03181		70.18881	3.13581	1.34798	
D000236	36.38828	32.11551	0.61594	0	0.24209		14.31531	0.1173	0	
Healthy	41.94511	0.52526	4.14094	0	11.47081		10.8547	0	0	
Healthy	55.12632	1.18142	0.76219	0.56691	0		31.57523	0.12533	0.02952	
Healthy	15.24247	21.79069	1.09859	1.73118	0		19.94668	9.20079	0	
D000236	23.57386	34.48704	0	0	0		33.85785	0.43756	0	
Healthy	8.1828	0.02025	0.02338	0	0		74.40626	0.46921	0.05024	
Healthy	2.40472	0.18095	0	0	0		67.35244	0.93913	0	
Healthy	52.69775	2.07646	1.62367	0	0		32.89581	0.1783	0	
Healthy	1.99935	0.28604	0.12471	0	0		66.35178	11.87276	0.01453	
Healthy	18.23471	48.35275	0.54271	0	0		24.19592	2.55336	0	
Healthy	44.35528	2.26767	0.16139	0	0		26.78469	2.81107	0.01975	
Healthy	6.05696	0.28316	0.59152	0	0.02964		69.88776	0.11503	1.40923	
Healthy	5.2436	0.81274	0.06575	0	0		76.06188	5.91737	0.12243	
Healthy	3.56555	0.22416	0.01121	0	0		70.09672	0.13471	0	
Healthy	27.14675	0.32937	1.61942	0.0389	0.17209		49.15706	1.18959	0.00973	
Healthy	7.4355	0.39245	0.07056	9.99134	0		66.45973	0.11982	0.30635	
Healthy	6.46298	0.76057	0.29601	7.06851	0		54.34093	1.34754	0.21326	
Healthy	52.66398	3.41301	5.38965	0.13273	0.04087		8.30614	0.10908	0	
Healthy	31.46324	7.45348	34.80324	0.08989	0.07054		3.74147	0.05316	0.00694	
Healthy	6.87355	0.79946	0.16522	0	0		76.88963	0.39718	0.07543	
Healthy	12.41854	0.21007	0.09614	0	0		81.16349	0.95631	0.022	
Healthy	1.1805	1.15502	0	0	0		10.62846	0.5874	0	
Healthy	32.72814	0.03323	1.8754	0	0		41.25992	0.30385	0.13858	
Healthy	31.55243	2.07337	0	0	0		61.22877	1.13979	0	
Healthy	53.14765	4.79853	5.33933	0	13.6877		2.80734	0	0	
Healthy	14.30305	2.82828	0.0705	0	0.0651		46.78532	3.12298	0.15758	
Healthy	0.00912	64.15916	1.84981	0	0		1.54544	13.37731	0	
Healthy	5.18208	0.51327	0.07726	0	0		55.67034	15.52831	0.05799	
Healthy	11.14814	0.03934	0	0	0		76.47501	5.48059	0	
Healthy	23.42513	0.22546	0.15693	1.69115	0.12202		61.80674	0.00451	0.12714	
Healthy	14.21926	0.6735	0.07203	0	0		67.80547	6.05477	0	
Healthy	23.7253	0.35319	0.12755	0.22429	0		63.11576	0	0.09292	
Healthy	18.15323	0	0.03153	6.04875	0		49.04198	0.16615	0.18676	
Healthy	49.07604	3.24755	6.39372	0	0.39354		25.05573	2.67051	0	
Healthy	17.65752	0.45712	0.24437	0	0		65.88668	4.05303	0	
Healthy	30.17789	0	0.12673	0	0		64.53437	0.40825	0	
Healthy	14.56647	28.53572	7.41258	0.00105	0		18.62868	1.3511	0.0464	
Healthy	5.39592	1.22857	0	3.46253	0		80.98771	0.727	0.03834	
Healthy	10.03764	0.27021	0.54739	0	0		69.72652	6.28482	0	
D000236	55.52083	0.83587	4.21185	0	0		23.61918	2.49933	0.33879	
Healthy	13.93713	0.78142	0.00655	0	0.17603		64.42562	1.5011	0.16406	
Healthy	12.55177	14.5384	0.25238	0	0.22303		57.4263	0.25744	0.09323	
Healthy	30.38946	0.69894	0.48589	0.42396	0		54.22551	2.37591	0.09559	
Healthy	46.17145	3.36825	0.21079	0.00066	0		32.17248	0.04551	0.01688	
Healthy	8.80561	0.1367	0.05355	0	0		77.78573	0.20641	0	
Healthy	52.02333	2.55744	0.03598	0.03436	0.04896		36.76764	1.74262	0.15033	
Healthy	39.91753	0.4049	0	0	0		52.96187	0	0	
Healthy	41.53486	6.96766	5.3385	0	3.57408		0.81296	1.19944	0.10248	
Healthy	11.90732	14.20281	0.26587	0	0.22305		57.26383	0.12782	0.0912	
D000236	56.40815	0	0.17378	0.06213	0.29746		27.77628	0.36244	0	
Healthy	27.00562	1.68927	0.02708	0.02477	0		41.04758	4.65975	0.18832	
Healthy	25.80575	0	0	7.23853	0.8228		38.17794	7.93934	0.10815	
Healthy	6.50008	1.56061	0.05688	0	0		83.8469	0.664	0.07168	
Healthy	2.49062	0.15036	0.23534	0	0		88.77974	0.56297	0.00376	
Healthy	20.55009	51.65093	0.11011	0.22025	0		17.49998	0.68508	0.03321	
Healthy	13.0829	0	1.85807	0	0		59.12855	0	0	
Healthy	34.95807	0.3735	0	0	0.84585		49.81315	4.24821	0	
Healthy	15.5501	0	0.13335	0.32651	0.00641		78.84059	0	0	
Healthy	1.65291	0.31399	0.1372	0	0		67.3598	12.07517	0.04214	
Healthy	12.32576	2.68318	1.09313	0.46736	0		26.86477	0.23195	0.68026	
Healthy	2.56376	0.06782	0.0036	0	0		79.08388	0.19925	0	
Healthy	31.06375	0.89351	0	17.6434	0		30.926	2.47967	0	
Healthy	21.802	0.54335	0	1.2884	0		53.18139	0.01387	0.00506	
Healthy	10.52157	0.32709	0.03531	0.59026	0		67.49294	0.07756	0.05552	
Healthy	30.33986	3.57494	5.55436	0	0		39.11667	5.83791	0.01159	
Healthy	29.25895	0.04651	0.01289	0.0151	0		60.68189	0.16241	0	
Healthy	11.672	0.52463	0.03739	0	0		71.29103	5.87638	0	
Healthy	0.89603	32.16929	0.21095	0	0		32.95321	15.7736	0	
Healthy	14.10116	0.80909	0.02512	0	0.13943		64.65198	1.44911	0.25658	
Healthy	38.98753	0.29542	0.45179	0.00834	0		54.12302	2.32551	0.01962	
Healthy	48.05985	1.14681	1.78662	0.99655	0		21.47062	8.72317	0	
Healthy	4.62426	3.53792	0	0.05668	0.6442		84.1615	0.09783	0.36294	
Healthy	6.65214	0.88584	0.12342	0	0		77.17331	0.26239	0.0889	
Healthy	9.93857	0.25374	0.59573	0	0		69.07351	5.92498	0	
Healthy	26.45851	0.93067	0.17722	0.32103	0		42.70057	0.54183	0.00166	
D000236	45.42259	0.60022	0	0	2.19749		33.03336	0.58072	0	
Healthy	2.34264	0	0	0.68517	0		92.47288	4.29812	0	
Healthy	2.73113	0.11591	0	1.70794	0		93.15998	0.64727	0	
Healthy	18.3669	0.22609	0.11761	0.12231	0.07681		33.53626	20.79261	0.01336	
Healthy	35.66886	0	0	0	0		40.54183	0	0	
Healthy	33.14266	2.25489	5.57278	0	0.20334		12.17237	37.22412	0.25764	
Healthy	0.07562	34.18061	0.8359	0	0		0.04432	15.41251	0	
Healthy	7.0213	1.41109	0.15253	45.199	0		13.25625	10.40711	0.73479	
Healthy	15.22558	2.01798	0	0.59489	0.00982		67.05178	0.14848	0.06235	
D000236	31.08221	3.84482	33.81349	0	0.06789		20.7139	0.37662	0	
Healthy	30.22728	1.48914	0	0	0		53.96092	0	0	
Healthy	10.2458	0	0	0	0		60.9472	0	0	
Healthy	16.97762	0	0.03752	6.08148	0		48.30977	0.18995	0.17114	
Healthy	6.55955	0.10267	2.52929	0	0		25.65134	6.55547	0	
Healthy	17.66689	0	0.02019	5.92109	0		48.55306	0.13429	0.19334	
Healthy	38.4401	15.4661	0.16236	2.88807	6.63006		20.90297	0.59349	0.03111	
Healthy	7.94584	14.98098	0.11765	0	0		40.12219	27.98459	0	
Healthy	19.91515	3.80044	0.72111	0.68447	0		17.72242	19.51041	0.42787	
Healthy	47.0783	0.1127	2.64804	0	2.12866		19.80219	0.52942	0	
Healthy	11.64675	0.63244	0.05664	0	0		68.39522	6.19423	0	
Healthy	17.00073	0.43899	0.18376	0	0		66.17382	4.15238	0.01172	
Healthy	28.39405	0.22053	6.84463	0	0		52.52567	3.56625	0.04669	
Healthy	16.33629	0.34164	0	5.47757	0		52.87629	0.6292	0.30585	
Healthy	0.03971	30.78958	0.25438	0	0		10.64488	33.6671	0	
Healthy	52.15285	0.93203	4.32968	0.63223	0		21.22312	7.28536	0.12949	
Healthy	10.8791	2.23235	0	17.2481	0		41.26513	0.52448	1.54986	
Healthy	24.2725	4.75581	1.2325	3.41811	16.5498		36.97388	0.43232	0.02384	
Healthy	7.70914	0.41223	0.12229	10.3394	0		65.57103	0.09805	0.30595	
Healthy	25.82845	10.84027	1.45595	5.98758	12.913		32.3751	0.64618	0.07694	
Healthy	6.98597	0.57551	0.10255	0	0		76.4325	0.22897	0.01257	
Healthy	34.29267	4.37844	0.2775	1.85405	2.93408		30.62261	0.33708	0	
Healthy	12.62835	6.36444	0.03432	0	0.06662		57.58908	0.02932	0.08554	
Healthy	20.8261	2.673	0.47301	54.5298	0		5.29566	0	0	
Healthy	4.2694	3.65534	0	0.08875	0.67741		84.66831	0.078	0.34413	
Healthy	52.13711	5.68677	1.90966	0	6.56249		1.72051	1.48965	0.0191	
Healthy	8.59152	3.44091	0	0.70866	0.70794		67.35559	0.77467	0	
Healthy	26.08406	1.01309	0.73318	0.01838	0		47.24126	8.03576	0	
Healthy	47.16462	1.96222	2.1287	0	0.46264		21.83033	0.8269	0	
Healthy	16.55109	0	0	0	0		59.55566	0	0	
Healthy	5.11906	1.31996	0.22885	0	0		53.60576	0.28341	0.02725	
Healthy	18.83094	0	0.21292	0	0		70.29626	0.67526	0.05834	
Healthy	39.19204	0.02374	0	0.10487	0		54.61497	0.12031	0	
Healthy	3.12875	1.28916	0.41987	0.00435	0		68.18144	0.77483	0.45465	
Healthy	38.5205	0	6.37071	0	0		35.71886	1.22018	0	
Healthy	57.00351	0.29085	0.1277	0	0.51835		25.32198	0.13916	0	
Healthy	44.15311	10.2811	38.87791	0	0.30805		0.91511	0.59022	0	
Healthy	18.44429	0.0162	0.56249	0.00744	0		56.56314	0.39442	0	
Healthy	0.0817	90.87765	0.1753	0	0		0.53213	1.16565	0.00802	
Healthy	27.89786	1.48752	0.00942	9.86684	0.12615		15.69624	3.80221	0	
Healthy	19.52605	48.20969	0.36968	0.10415	0		23.79196	0.23569	0	
Healthy	31.74971	24.53841	0	0	0		25.40505	1.70875	0	
Healthy	1.08551	0	0	29.9237	0		15.55885	0	0	
Healthy	9.4443	1.12257	1.09129	0	0.02974		73.88425	0.05954	0	
Healthy	27.56454	11.41854	0.46395	0	0		41.91173	1.55958	0	
Healthy	11.96812	1.27903	0.76067	1.69419	1.57007		60.06123	0.61577	0	
Healthy	12.0333	13.92707	0.23457	0	0.21171		57.18005	0.24639	0.1047	
Healthy	31.17568	13.09837	23.14034	0	1.50083		9.61416	1.95939	0	
Healthy	6.40262	0	0	2.07107	0		85.85177	0.65511	0.00261	
Healthy	6.442	1.53444	0.16567	43.6221	0		13.48385	10.58755	0.71637	
Healthy	13.79634	2.88423	0.09488	0	0.07764		46.3199	3.10765	0.20793	
Healthy	30.1274	1.95445	0.125	0.04016	0.43319		54.96691	0.7454	0.00132	
Healthy	25.92709	0.00671	0.08957	0	0		63.70084	1.43456	0.12683	
Healthy	19.35511	9.67099	0.05933	0	0		41.54925	0.55914	0.00175	
Healthy	1.05331	44.40174	0.06967	0	0		1.65442	4.30611	0	
Healthy	7.62114	0.1998	0.08977	0	0		86.72596	1.62125	0.08128	
Healthy	56.7642	1.09136	0.77183	2.20706	0		3.59642	1.15487	0.00163	
D000236	41.02997	1.97135	2.84073	6.30368	0		25.33215	0	0.05345	
D000236	41.41883	0.05406	0.65147	2.06176	0.64055		32.61192	0.28794	0	
Healthy	58.71846	0.5189	0.23206	3.46993	0		21.86749	0.34605	0.04869	
Healthy	14.72378	0.61933	0.05036	0	0		60.70985	7.46022	0	
Healthy	29.83385	4.28895	0.19604	0	0		53.53065	1.39331	0	
Healthy	19.45916	1.25628	0.04754	0	0		62.30795	0.19026	0.07298	
Healthy	3.77192	0.28501	0.00652	0	0		70.04185	0.17171	0	
Healthy	42.32946	4.95805	0.56	0	0		32.21043	2.40721	0	
Healthy	0.0022	0.01851	0.46884	0	0		0.01601	80.82318	0	
Healthy	29.85196	2.71508	0.6557	1.73206	0		36.11929	0	0	
Healthy	26.1166	0.8236	0.64448	0.01671	0		45.20369	8.20346	0	
Healthy	6.29528	0.83193	0.3921	0	0		64.05447	4.5543	0.00063	
Healthy	38.17651	0.31155	0.40951	0.73463	0		40.92427	8.06716	0	
Healthy	32.07439	0.56344	0.03638	0	0		57.19294	1.59811	0.00652	
Healthy	25.6929	3.59081	0.69053	0.02391	0		57.76125	2.4139	0	
Healthy	52.72976	0.06581	1.25148	0	0		21.29602	0.09014	0.00387	
Healthy	39.00762	30.22961	1.01141	1.55741	1.15334		9.54376	2.30781	0	
Healthy	44.33832	2.66364	1.32752	1.14955	1.8625		11.81599	2.26402	0.00145	
Healthy	3.26646	0.24501	0.05474	0	0		69.55487	0.14028	0	
Healthy	70.17457	1.90416	0.00749	2.16678	0.25813		3.98672	5.59156	0.05548	
Healthy	10.40697	0	0	0	0		85.00355	1.26887	0	
Healthy	6.9996	1.73595	1.84546	0	0		76.86679	0.05153	0.00376	
Healthy	12.52023	1.12717	0.60487	2.27514	0		31.29448	0.68226	0.0071	
Healthy	16.39235	0.48389	0.32943	22.9928	2.28766		30.44634	0	0.65273	
Healthy	9.53346	0	0.24498	19.9056	0.5413		28.63484	5.90135	0.6319	
Healthy	28.85689	2.31905	0.6199	0.02291	0.40327		48.76142	0.57044	0.00483	
Healthy	14.29789	38.17458	0.03043	0.02699	0		31.46849	0.18489	0.00509	
Healthy	34.59105	1.38268	0.08424	0.74961	0.54533		25.09357	3.25503	0.09786	
Healthy	39.61852	0.78563	0.08913	0	0		11.42124	4.15535	0.14406	
Healthy	23.3533	1.33683	0	0.0255	0		47.0306	5.76967	0.1131	
Healthy	4.34741	0	0	0	0		76.7839	0.55624	0	
Healthy	28.90645	2.3318	0.40387	0.3222	0.22578		33.32466	0.68922	0.01359	
Healthy	35.80504	8.99505	0.19031	0	0		36.22937	0.80189	0.02896	
Healthy	45.23303	13.70372	2.97605	0.99688	0		14.32804	0.00921	0	
Healthy	29.5489	0	0	13.8291	1.16719		29.49403	6.78411	0.19971	
Healthy	2.53296	0.1432	0.25288	0	0		89.04381	0.51219	0.00261	
Healthy	33.78777	5.13336	0.30573	0.16411	0		24.9085	0.41197	0.14347	
Healthy	41.39946	14.28251	0.93429	0	0		25.65549	5.01091	0	
Healthy	39.81935	0	0	0	0		43.37246	0	0	
Healthy	16.86373	10.49517	0.28891	0	0		53.66858	0.92763	0	
D000236	38.6077	0.88935	0.43025	0.67417	0		18.30974	2.42276	1.19523	
Healthy	18.13192	0	0	0.36578	0		68.25271	0.37131	0	
Healthy	15.0246	1.8897	0.01102	0.56894	0		67.97653	0.11804	0.07337	
Healthy	23.25133	0.14698	0.08243	0	0		65.22492	1.10329	0.4676	
Healthy	41.24524	5.89424	0.4103	0	0		43.59665	2.79843	0.32269	
Healthy	26.34015	13.35723	0.91872	0	0		40.54922	0.97953	0	
Healthy	17.59063	0	0.0358	6.11884	0		48.74281	0.14984	0.16423	
Healthy	16.2579	0	0	5.37568	0		50.41423	0.06542	0.18615	
Healthy	21.45807	0.06534	0.08144	0	0		73.67072	1.90778	0.00796	
Healthy	2.84599	0.10513	0	0	0		79.5248	0.21142	0	
Healthy	21.54655	0	0.06245	0.02368	0		76.06964	0.03544	0	
Healthy	32.40193	1.2093	5.30199	0.02522	0.69133		41.31662	3.36737	0.44478	
Healthy	6.43319	1.53936	0.06582	0	0		82.05623	0.67729	0.07916	
Healthy	14.73388	3.6723	0.00652	0	0		40.30623	2.05501	0.32276	
Healthy	39.58223	4.0758	2.00441	0	0.15512		23.20399	0.31314	0.12015	
Healthy	16.97582	0.24798	0.0303	0.13143	0.04564		32.24953	20.38942	0	
Healthy	14.43821	0	0.45878	0	0		80.60223	0	0	
D000236	63.0658	0.26062	0.21122	0	0		19.73225	2.36883	0.14224	
D000236	46.64668	22.54746	0.68457	1.97937	0		9.97507	0.75588	0	
Healthy	38.45639	0.65372	1.497	0	0		30.31938	1.66691	0.00545	
D000236	41.40879	9.15022	24.08924	0	0		21.86798	0.23172	0	
Healthy	32.30842	1.70122	0.26248	0	0		42.11993	3.34384	0	
Healthy	10.00582	4.05775	0	0.10494	0.04923		70.59588	0.26585	0.14088	
Healthy	44.53939	1.2168	0.50245	0	0		36.71537	2.3116	0	
Healthy	44.93967	26.00893	0.97518	1.68081	0		11.98448	0	0	
Healthy	28.49517	2.46811	0.31931	0.51861	0		13.92884	19.3714	0.05501	
Healthy	2.14313	0	3.20623	0.08559	0		74.43326	1.44575	0.00024	
Healthy	60.02292	0.11805	1.1047	0.0389	0		27.36963	0.19829	0.17357	
Healthy	14.72744	6.4016	0.06482	0	0.06438		57.68063	0.04087	0.06939	
Healthy	12.52427	0.22952	0.23663	0	0		64.2214	2.28007	0.06375	
Healthy	6.1242	0.59524	0.26104	0	0.08192		77.73915	0	1.58126	
Healthy	25.3536	14.65649	0.18555	0	0		34.44275	3.69512	0	
Healthy	2.12084	0.01082	0	0.58989	0		92.40019	4.70406	0	
Healthy	9.39274	3.58131	0.08802	0.67933	0.96826		60.82553	0.22814	0.2872	
Healthy	27.54175	3.81443	0	0.36124	0		50.83458	3.99534	0	
Healthy	20.38094	0.71835	4.34624	0	17.7248		48.3765	0.38413	0	
Healthy	0.23636	12.89942	0.02662	0	0		69.02083	6.08696	0.05484	
Healthy	7.39684	1.8003	0.5895	0.17425	0		45.74134	0.4779	0.62538	
Healthy	28.29259	0.03828	0.12291	0	0		58.5516	2.37447	0	
Healthy	46.69582	0.19716	0	3.24794	0		42.8523	0	0	
Healthy	6.47233	0.28196	0.54823	0	0.03794		68.81003	0.0251	1.53198	
Healthy	19.85939	0	0	0	0		63.11124	3.5784	0.2696	
Healthy	31.68854	0.82024	2.59016	1.91099	0.82055		20.11913	6.33099	0.08643	
Healthy	8.41494	0.02639	0.0328	0	0		72.98156	0.4917	0.04786	
Healthy	7.05116	0.63566	0.08385	0	0		81.5616	3.12301	0	
Healthy	5.92749	0.25303	0	0	0		77.87698	0.50004	0	
Healthy	29.23037	3.47369	3.06924	5.70858	0		28.94934	14.5864	0	
Healthy	20.42027	0.52687	6.31723	0	0		43.3213	0.62844	0	
Healthy	22.08116	0.02917	0.6848	0	1.74148		52.26953	0.11509	0	
Healthy	41.57505	0	0	3.06928	0.71973		38.93401	5.13698	0.0677	
Healthy	35.29853	1.83157	0.36068	0	0		54.43358	0.05594	0.03047	
Healthy	3.23899	0.30254	0.0293	0	0		70.0664	0.17122	0	
Healthy	50.4609	16.93205	0.47979	0.00145	0		9.57718	0.16008	0.00309	
Healthy	30.94834	3.27578	2.78111	0.73937	0.47677		44.56376	0.03904	0	
Healthy	13.73385	21.22144	1.86745	1.95313	0.20668		17.10021	20.15756	0	
Healthy	57.59283	0.02497	0.33522	0	0		37.81526	1.87023	0	
Healthy	57.10652	0	0.22984	0	4.29497		11.62026	0	0	
D000236	62.42316	3.61454	1.26729	0.4998	2.63032		11.5846	1.33069	0	
D000236	15.18041	0	0	0	0		16.87811	0.6732	17.4829	
Healthy	6.51546	1.58854	0.03607	0	0		84.12078	0.60841	0.05691	
Healthy	0.88048	32.7169	0.42643	0	0		40.56012	4.15824	0.01969	
Healthy	8.63943	24.44402	0.07356	1.45742	0.18226		12.78487	7.18618	0.74168	
Healthy	65.93103	1.15406	0.60005	0	0		15.50235	0.30624	0	
Healthy	18.14622	0	0.91611	0	0.85601		66.9454	0	0	
Healthy	2.03481	0.00516	0	0.50237	0		92.82643	4.5631	0	
Healthy	10.59123	3.15843	2.94131	0	0		60.0519	2.52579	0.03297	
Healthy	16.98868	0.25595	0.03193	0.13732	0.04435		32.20416	20.13454	0	
Healthy	64.5578	0.72235	0.00945	0	0		30.96396	0.432	0	
Healthy	18.84689	0	0	0.13691	0		68.50579	0	0	
Healthy	13.31925	0	0	0	0		42.32325	2.63057	0	
Healthy	36.54927	0	0	0	0		43.37119	0	0	
Healthy	17.79166	2.18246	0.47433	1.40718	0		61.97983	0.55707	0.00781	
Healthy	73.88172	0.67782	0	0	0		17.98717	0.02425	0	
D000236	65.30333	0.46049	9.80406	0	0		17.51437	0	0	
Healthy	47.01732	0.34286	1.13039	0.12523	0		39.07155	0.04559	0	
Healthy	61.97638	3.0019	0.28699	0	0		11.08141	0.46283	0	
Healthy	30.62695	16.49921	0.94272	0	0		36.98157	0.7039	0	
Healthy	69.93777	1.12323	0.63454	0	0		16.02933	0.30428	0	
Healthy	27.26681	0.08199	0.07994	0	0		64.19594	3.04895	0.54026	
Healthy	88.92571	0	0	0	0		0.1469	1.10269	0	
Healthy	9.64276	0.32244	0.49896	0	0.03289		69.40263	0.14232	1.56935	
Healthy	19.48893	9.15865	0.59085	1.29122	0		18.13338	17.7439	0.04737	
Healthy	18.80189	0.55514	0.53421	4.89223	0		65.69568	0.20657	0.04722	
Healthy	6.28189	4.94066	0.03707	0	0		59.4235	0.2265	0	
Healthy	42.38279	0.21734	0.26811	0.38723	0.01759		51.60388	0.1816	0.02857	
Healthy	10.17186	0.37793	0	0	0		72.30071	6.19734	0	
Healthy	16.6102	0.33582	0	0	0		58.3654	11.5958	0	
Healthy	3.57257	0.28432	0.03662	0	0		70.2165	0.09351	0	
D000236	61.97684	0.25197	0.18619	0	0		20.95688	2.40866	0.11687	
Healthy	0.27943	4.33621	4.06667	0	0		87.99193	2.67427	0.00973	
Healthy	39.33865	14.40705	2.11792	0	0		4.23524	17.06039	0.00587	
Healthy	17.23656	0.03161	0.00823	0	0.07914		62.95898	0.01065	0	
Healthy	2.45351	0.18923	0	0	0		66.79395	1.08666	0	
Healthy	24.91747	2.09951	0.13084	1.36762	0		49.29812	0.72547	0.28381	
Healthy	13.18481	0.05472	0.09882	0.35252	0		76.98238	0.54887	0.07088	
Healthy	16.7347	0	0	0	0		42.36939	0	0	
Healthy	0.00066	16.10658	0.44926	0	0		23.57768	37.28613	0	
Healthy	18.73075	2.91541	1.46466	4.06453	0.62709		40.5676	1.81213	0.18137	
Healthy	46.23845	3.46769	0.21317	0	0		29.19349	0.05286	0	
Healthy	0	68.94075	14.93861	0	0		0	0.30015	0	
Healthy	27.78515	0.05956	0.07194	0	0		64.38383	3.05771	0.45951	
Healthy	37.3372	1.20015	0.28608	0.12913	0		36.98982	1.3907	0.13527	
Healthy	13.68216	0.84436	0.41161	5.87594	0		60.69733	3.13626	0	
Healthy	30.25795	4.35108	3.21806	2.20768	3.53361		41.49183	0.58038	0.08048	
Healthy	25.1726	0.14347	0.09675	0	0		61.4018	5.21558	0.18062	
Healthy	28.04296	0.01574	3.79145	0	0.57347		51.68475	0.44014	0	
Healthy	51.78461	15.80702	0.7686	0	0		17.74048	0.57193	0.15367	
Healthy	13.18325	1.04367	4.41859	0	0		69.66327	0.23483	0	
Healthy	15.54998	2.59685	1.08124	0.44155	0		26.64235	0.08662	0.69775	
Healthy	49.49166	1.87101	0.32052	0	0		11.5762	0.12781	0.0606	
Healthy	46.50508	0.68286	2.65621	0.82653	0		24.29701	1.07874	0	
Healthy	2.20381	0	0	0	0		88.07623	0	0	
Healthy	43.49804	1.50455	0.12528	0.10769	0		37.77544	0.05709	0.09903	
Healthy	47.57139	1.27721	27.28763	0	12.4338		1.2148	0.05094	0	
Healthy	37.1462	0.57672	0.40302	0.08797	0		35.86121	0.00262	0.06456	
Healthy	5.0084	0.1925	0	0	0		64.94468	2.64702	0	
Healthy	20.70555	0.36577	0	0	0		57.56943	0.70457	0.07704	
Healthy	25.16813	0.03743	0.27098	0.06033	0		50.52835	0	0	
Healthy	13.96099	0.71007	0.00421	0	0.15096		64.99661	1.43267	0.1177	
Healthy	12.66559	6.3116	0.03985	0	0.07219		56.51327	0.00808	0.0802	
Healthy	24.91735	0.13274	0.06602	0	0		62.02269	5.02322	0.20437	
Healthy	25.78334	4.25761	2.08717	4.7149	0.45642		42.04311	0.41749	0.03665	
Healthy	12.82434	0.283	0.45093	0	0		68.97914	5.97359	0.01487	
Healthy	29.87758	17.70913	0.93894	0	0		10.73036	0.65986	0	
Healthy	1.52031	0	0.0567	0	0		81.76907	7.10518	0.00089	
