group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota	Methanobacteriota		Bacteroidota	Proteobacteria	Desulfobacterota	
Healthy	36.06041	3.54024	0.03414	0	0		44.1636	0.67314	0	
D000236	48.57975	0.51108	0.01022	0.5913	0		38.93393	0	0	
Healthy	2.0927	0	0	0.51403	0		92.47901	4.53415	0	
Healthy	19.99772	1.90279	0	0	0		56.09489	4.74194	0.07375	
Healthy	17.20087	0.40388	0.20951	0	0		66.2303	3.86667	0	
Healthy	0	0.04074	21.3351	0	0		0.00817	0	0	
Healthy	2.53228	0.53226	0	10.9796	0		41.8416	1.17055	2.65193	
Healthy	39.5214	0	2.90591	0	0		40.34055	0	0	
D000236	47.77563	3.276	0.25033	0	0		35.50216	2.9534	0	
Healthy	24.81769	7.91303	0.2908	0.31727	0		38.531	2.24632	0	
Healthy	12.01436	5.76899	0.02718	0	0.07354		57.4587	0.13366	0.04761	
Healthy	14.61073	0	0.57617	0	0		80.16513	0	0	
Healthy	38.21851	12.84985	0	0	0		46.0521	0.25438	0	
Healthy	18.57325	8.38237	0.42642	0.41073	35.1411		20.75023	0.12538	0	
Healthy	17.38401	0.13026	0.37253	0.37515	0		57.49053	1.91557	0	
Healthy	3.07123	20.0961	32.13726	0	0		30.3123	3.51716	0	
Healthy	6.68546	0.18279	0.09897	0	0		87.7612	1.64559	0.09632	
Healthy	39.03265	23.25828	0.6872	0	0		30.62288	0.44483	0	
Healthy	16.39842	1.62929	1.49398	0.00852	2.77246		56.64935	8.28463	0.0671	
Healthy	22.00129	1.92775	0.0088	0.36339	0.60507		52.2457	1.79976	0	
Healthy	11.91607	13.67243	0.2769	0	0.20364		57.5046	0.21132	0.10935	
Healthy	65.98926	9.55318	0.93232	0	0		16.45568	0	0	
Healthy	9.33773	0.13844	0.36637	0	0		66.37647	0.44861	0.00966	
Healthy	37.77369	0.20099	0	0	0		55.35614	0.48949	0.02455	
Healthy	31.68543	0.17167	0.30238	0.04302	0		32.23104	0.03603	0	
Healthy	62.67548	1.07701	2.65107	0	0.77591		16.91489	2.5524	0.08277	
Healthy	2.13662	0	0	0.58013	0		60.41193	6.87193	0.22609	
Healthy	33.74428	24.12671	1.08345	0	0		26.77579	1.88064	0	
Healthy	34.55054	0	0.04835	0.02043	0.08089		39.59254	0.01848	0	
Healthy	2.37338	0.21668	0	0	0		67.44375	1.20195	0	
Healthy	11.86541	13.99503	0.21278	0	0.19256		56.39179	0.05963	0.0717	
Healthy	37.88189	0.27094	0.49063	0.72342	0		40.6757	8.16764	0	
Healthy	9.98392	4.35992	0.00177	0.13626	0.05586		70.13297	0.45512	0.11614	
Healthy	6.18903	0	0	0	0		66.12035	0.84789	0	
Healthy	0	0.2696	2.87625	0	0		9.50106	26.33633	0	
Healthy	60.11098	1.39549	0.42068	0	0		23.30865	0.8796	0	
D000236	61.437	0.83738	9.14127	0	0		21.32319	0	0	
Healthy	16.34919	0.09204	0.12037	0	0		69.9358	1.26119	0.08954	
Healthy	38.37015	4.89218	2.81321	2.84965	3.32246		22.89065	1.61136	0	
Healthy	71.4922	0	0	0	0.51583		19.52397	0.22402	0	
Healthy	15.26897	0.70836	0.6363	0	0		48.35566	5.66187	0.00671	
Healthy	36.47555	0.42659	0.33429	0.04873	0		36.49329	0	0.01322	
Healthy	4.57896	0.48132	0.22636	1.81304	0		82.50748	0.14888	0	
Healthy	15.06856	19.9418	1.01224	1.73198	0		19.63362	8.90282	0	
Healthy	14.07575	0.77636	0.01259	0	0.16611		63.9582	1.5338	0.1824	
Healthy	18.19587	0.97922	0.43603	0	0		63.77111	2.16516	0	
Healthy	43.27644	11.69587	2.52531	0	0		34.52551	0.00658	0	
Healthy	10.33462	0.30221	0.01202	0.56547	0		67.86063	0.08866	0.06204	
D000236	61.12552	1.04848	2.86763	0	3.03395		13.83131	7.8028	0	
Healthy	20.41903	0	0	0	0		60.69024	3.9162	0.28287	
Healthy	0.83545	28.05549	0.07132	0	0		0.02564	8.46293	0	
Healthy	0.32555	42.85892	5.25522	0	0		3.98735	16.79519	0	
Healthy	31.65752	5.55925	0.2822	8.67123	0		29.12926	0.76836	0.1712	
Healthy	64.71143	19.54973	0.43064	0.01384	0		0.09701	9.49833	0	
Healthy	6.50529	0.0291	0.234	0	0		84.28521	0	0	
Healthy	0	0	0	0	0		68.7163	0	0	
Healthy	25.54622	0.80214	0.61487	0.02611	0		45.22197	7.78622	0	
Healthy	30.81269	0.30162	2.52225	9.41662	2.26721		8.95235	0.01271	0	
Healthy	3.99981	0.32594	0.04622	0.50025	0		34.19922	11.50231	0	
Healthy	82.30353	0.43699	0.81779	0.02337	0		5.25684	0.09833	0	
Healthy	41.94868	0.15219	0.13683	0	0		37.95444	0.7963	0	
Healthy	18.51587	1.94292	0.12889	12.8248	0		53.88338	0.18186	0.64324	
Healthy	82.5089	0	2.59767	0	0		10.44183	0	0	
Healthy	16.26502	0.3783	0.02346	0	0		59.47556	11.6155	0	
Healthy	25.87444	0.63978	2.35812	0.12452	0		66.96559	1.42928	0.11504	
Healthy	63.66363	1.23201	4.78877	0.73449	2.84299		11.92591	0.37439	0.05575	
Healthy	28.31164	5.27002	0	0	0		54.39563	2.52426	0	
Healthy	37.69654	18.98871	0.32283	0.89803	1.5014		22.01124	3.23698	0.14269	
D000236	25.59404	19.04805	0.63302	0	0		43.41105	0.39117	0	
Healthy	8.0246	2.03669	0.61816	0.7407	0		75.04607	3.78323	0.01945	
Healthy	34.25669	0.88858	0.4316	0	0.0389		35.10904	1.47951	0.00691	
Healthy	21.0421	0.40417	0.00307	0	0		57.20329	0.79877	0.07368	
Healthy	8.01665	0.00321	0.01315	0	0		76.00465	0.45135	0.07096	
Healthy	5.08853	1.19398	0.00157	3.40051	0		81.74652	0.70077	0.0249	
Healthy	27.88844	0.61254	0.06128	0.83565	0		62.88602	0.00657	0.00715	
Healthy	4.83083	0.67007	0.05228	0	0		77.74572	5.66829	0.14421	
Healthy	32.45455	23.03172	0	0	0		24.28158	1.77405	0	
Healthy	6.98758	0.76952	0.1265	0	0		77.15751	0.26813	0.05495	
Healthy	36.42639	0.02931	0.1204	0	0.2742		51.9442	0.23553	0.00817	
Healthy	0.06157	64.01661	6.55367	0	0		22.17561	6.42496	0	
Healthy	3.14274	0.24597	0.01797	0	0		70.2604	0.21694	0	
Healthy	2.09882	0.31449	0.15808	0	0		66.90928	11.44773	0.04031	
Healthy	36.59922	0.75229	0.4066	0.10729	0		36.00646	0.71922	0.10833	
Healthy	4.03337	0.27553	0.28838	1.45026	0		67.52468	2.75504	0	
Healthy	6.19153	1.48043	0.176	44.3211	0		13.35234	10.88687	0.72008	
D000236	52.65943	1.5315	2.0438	0.08006	0.10125		25.98854	1.89159	0.07665	
Healthy	0.01982	27.08167	3.57883	0	0		12.31931	7.07975	0	
Healthy	6.50677	12.33383	0.29864	0	0		52.85802	8.14075	0.01208	
Healthy	8.48688	0.13318	0	0.70898	0		61.52629	0.04903	0.03414	
Healthy	16.85088	0.03257	0.00069	0	0		68.26218	1.42615	0.05466	
Healthy	31.44949	0	1.18947	0	3.11173		41.3138	0	0	
Healthy	7.7945	11.69449	1.51977	11.1928	34.3352		25.4709	1.71155	0.27944	
D000236	49.42955	2.02386	1.42685	0.00753	0		33.02037	2.00175	0	
Healthy	34.53581	0.24586	0.09013	0	0.57844		26.0167	1.00904	0.04745	
Healthy	21.04741	51.45775	2.79671	0.02197	9.29125		8.23024	0	0.01788	
Healthy	0.00652	36.14721	0.06942	0	0		59.19358	4.49196	0	
Healthy	10.05855	0.28927	0.03597	0.52291	0		69.41196	0.10096	0.08991	
Healthy	36.99923	0	0.67212	0	0		39.1705	5.6289	0	
Healthy	15.67684	1.43162	0.20171	0.05676	0.0089		33.35905	0.13042	0.00212	
Healthy	60.95132	1.0735	2.54226	0	0.70044		17.70602	2.68584	0.0843	
Healthy	59.70207	3.02327	0	0	0		15.74507	0	0	
Healthy	2.12844	0.01909	0	0.63238	0		92.39928	4.02996	0	
Healthy	32.00827	0	0.10091	0.07577	0		62.55839	0	0	
Healthy	5.22286	0.9849	0.31322	0	0		57.60587	0.28892	0.02339	
Healthy	46.81017	2.98902	29.79442	0	0.02309		11.80363	0.15556	0	
Healthy	10.79069	5.20706	0	0	0		60.76513	0.0857	0.02076	
Healthy	25.16617	0.18221	0.10277	0	0		62.10895	5.16908	0.1922	
Healthy	19.37666	2.51423	0.14316	2.23188	4.08398		23.24062	0	0	
Healthy	19.59037	0.00616	0.39763	0.20289	0.10373		74.3055	0	0.02109	
Healthy	14.3968	1.64222	0	0	0		47.48654	6.77028	0	
Healthy	7.7103	0.38121	0.07454	10.3157	0		66.63046	0.0978	0.35635	
Healthy	69.81699	1.58405	1.51237	1.66108	0.08327		16.69171	0.32798	0.09859	
Healthy	3.38554	0.10075	0.01606	0	0		43.68784	0.12874	0.04787	
Healthy	33.2979	5.68224	9.30072	0	0.32392		38.72317	0.07012	0.83356	
Healthy	24.20901	3.31186	0.36366	0	0		0	65.16816	0	
D000236	29.16155	0.63881	0.27867	0.10264	0		56.94634	1.96316	0	
Healthy	41.24782	9.79644	3.76512	2.39427	5.1127		23.31275	1.37484	0	
Healthy	6.74257	0.51585	0.08566	0	0		77.03911	0.26368	0.00779	
Healthy	49.5079	1.30916	0.05262	0	0		37.00331	0.29846	0	
Healthy	9.67989	0	0	0	0		54.07795	0	0	
Healthy	60.4754	0	0.27659	0	0		26.73081	0.03047	0	
Healthy	13.72989	0.81819	0.51391	5.85149	0		60.91644	2.9996	0	
Healthy	17.31882	0	0.028	5.88994	0		48.31568	0.18097	0.23731	
Healthy	9.15147	2.86561	0.13135	0	0		75.79001	3.79751	0.04264	
Healthy	3.45024	5.92614	0.24303	0.00115	0		64.79763	1.66688	0	
Healthy	2.3953	0.20469	0	0	0		67.62521	1.07314	0	
Healthy	26.31333	2.57071	1.36381	1.90163	0		28.3397	0.23102	0.00493	
Healthy	9.07387	0.15779	0.04674	0	0		77.32999	0.21085	0.00324	
Healthy	10.16004	4.05199	0.00189	0.10717	0.04814		70.34527	0.27404	0.11375	
D000236	55.62109	1.37885	3.57841	0	0		22.61761	2.44362	0.25078	
Healthy	15.70891	0	0	1.29381	0		49.0545	0.33905	0	
Healthy	20.03877	0.22693	1.05864	0	0		69.79397	2.08269	0.26162	
Healthy	8.42363	0.08991	0.36362	0	0		66.1897	0.43154	0.00837	
Healthy	46.57987	0.15205	2.04285	0	0		34.86269	2.52324	0.23594	
Healthy	9.34351	1.02917	0	0	0		60.27188	3.60235	0.01291	
Healthy	33.83021	0.16056	1.41801	0.14329	0		48.48277	0.60246	0.04446	
Healthy	61.7714	0	0.04855	0.04339	2.31989		11.17658	0	0	
Healthy	51.48843	5.72345	1.86953	0	6.52913		1.82406	1.79092	0.03571	
Healthy	32.97611	11.78952	15.04883	0	0		5.07118	1.94121	0	
Healthy	15.35716	0.56832	10.27995	1.20433	0.12082		59.39644	0.46663	0.07585	
Healthy	4.89231	3.58461	0	0.05364	0.62816		84.47865	0.06985	0.38014	
Healthy	24.38633	1.1037	1.15316	0	0		67.81815	0.37751	0	
Healthy	1.74171	0.36372	0.17968	0	0		65.5694	13.04891	0.04885	
Healthy	36.08419	0	0	6.58769	0.83191		32.79623	7.4715	0.1746	
Healthy	11.63917	0.58739	0.01799	0	0		68.45521	5.97252	0	
Healthy	38.41294	1.96175	2.1851	0.18045	0		38.97581	0.41962	0.06165	
Healthy	42.23683	0	0	0.76941	0		46.44976	0	0	
Healthy	2.41152	0.3123	0.17879	0	0		64.35533	11.4943	0.04034	
Healthy	11.26401	0.59301	0.01821	0	0		69.30138	6.12364	0	
Healthy	25.19698	1.12325	9.02489	0	22.3755		1.60432	0	0	
Healthy	9.69606	0.37661	0.01985	9.33329	0		49.47672	0.89259	0.63149	
Healthy	9.57194	0.10911	0.42639	0	0		65.25963	0.46344	0.01867	
Healthy	18.68503	0	0.03168	5.94372	0		48.44869	0.16153	0.19675	
Healthy	27.66864	0.43762	0.77352	0	0.19887		24.80784	14.88584	0.02294	
Healthy	30.71873	0	0	1.03178	0		64.28691	0.13758	0	
Healthy	6.39403	1.48174	0.14476	44.6326	0		13.24016	10.37353	0.70743	
Healthy	7.25804	0.23047	0.10576	0	0		86.81948	1.92478	0.10547	
Healthy	29.24541	0	0.14741	0.38083	0		48.70816	0	0	
Healthy	32.6583	12.01048	0.00845	15.2597	0		18.81712	4.36883	0.06574	
Healthy	38.49	4.47777	0	10.6627	0		12.2298	0.50243	0	
Healthy	10.19056	3.17754	0	0	0		12.45128	0	0	
Healthy	47.21911	0.50234	0.39056	0.55245	1.49401		12.06736	0.52664	0.00509	
Healthy	15.28862	1.71094	0.02897	0.45974	0		68.41716	0.07218	0.07549	
Healthy	14.67152	0.48479	0.35923	23.5265	2.19041		29.37652	0	0.81652	
Healthy	61.29709	0.09623	1.24528	0.04467	0		26.6205	0.18415	0.06076	
Healthy	50.29109	0	0	0	10.4569		11.17298	0	0	
Healthy	15.56216	0.39415	0	0	0		59.76033	11.9332	0	
Healthy	2.88402	0.14243	0	1.69454	0		92.13021	0.72102	0	
Healthy	3.50703	0.3179	0.02955	0	0		69.41041	0.2133	0	
Healthy	27.71937	5.34151	0.5092	5.62796	13.2125		19.29651	0.08151	0	
D000236	40.66912	14.85173	0	0	0		35.7232	0.18116	0	
Healthy	61.00256	1.76654	0.81908	0	0.75007		15.44434	0	0	
Healthy	4.81242	1.21779	0.36405	0.00985	0		67.72931	0.63269	0.44833	
Healthy	3.98061	0.42218	0.23947	1.57657	0		84.24075	0.20678	0	
Healthy	15.9389	1.20635	0.07477	0	0		63.70893	0.16963	0.08423	
Healthy	43.25913	0.17433	3.19309	0.11353	0.05673		41.14116	0.2102	0.00364	
Healthy	0	0.06844	1.06666	0	0		0.0051	98.78012	0	
Healthy	26.10158	5.00017	0.03615	0	0		57.28008	0	0	
Healthy	8.0744	0.61607	0.10704	0	0		81.1674	0.44353	0.09329	
Healthy	12.20377	5.70717	0.02822	0	0.0641		60.07223	0.00159	0.05598	
Healthy	24.36408	0.48681	2.73331	4.77566	0		31.30509	15.41818	0.1755	
Healthy	10.64705	2.54979	1.06496	0.43209	0		26.39939	0.08659	0.70216	
Healthy	15.09354	2.6803	0.23648	1.92236	0		51.05291	7.92676	0.5255	
Healthy	7.66993	0.40184	0.09571	10.5133	0.00202		66.30708	0.09483	0.26754	
Healthy	6.24697	0.25964	0.45071	0	0.03445		69.02422	0.10327	1.47767	
Healthy	23.90713	0.15625	0.09192	0	0		64.42086	1.09687	0.37319	
Healthy	67.42944	0.59	1.90526	0.00206	0		15.55609	0.25217	0	
Healthy	33.97819	0.60611	6.09537	0	1.9555		8.02642	8.6462	0	
Healthy	2.43548	68.70373	2.13205	0.09491	0		5.06393	6.64186	0	
Healthy	33.42604	0	0	6.17366	0.88045		32.54246	9.80225	0.16968	
Healthy	43.72281	0.52309	0.67035	0	0		34.96916	2.27366	0	
Healthy	5.79711	1.38432	0	3.68362	0		79.38151	0.782	0.03795	
Healthy	9.54403	0.17225	0.04849	0	0		76.65911	0.17766	0.00325	
Healthy	16.54498	0.34951	0	5.54787	0		52.02453	0.44553	0.32032	
Healthy	6.0616	0.28453	0.53348	0	0.03306		71.01821	0.11072	1.79765	
Healthy	1.79527	0.83773	0.23116	0	0		54.2528	21.91026	0.1202	
Healthy	33.49437	5.38716	0	11.9466	0		10.94183	0.41648	0	
Healthy	50.42246	13.37925	0.32345	0.91338	0		9.58545	0	0	
Healthy	13.54732	0	0	0	0		55.97138	8.06826	0	
Healthy	14.3838	0.51883	0.31422	23.1424	2.15254		29.86954	0	0.60142	
Healthy	27.86279	2.74684	0.80264	5.55483	0.32437		24.65919	18.71592	0.15039	
Healthy	3.40338	0.3003	0.02401	0	0		70.02975	0.16685	0	
D000236	64.18943	1.73782	1.77123	0	1.75129		13.19953	8.20583	0	
Healthy	44.67008	18.71588	1.12205	0	0		18.98913	7.21534	0	
Healthy	9.94093	0	0	0	0		53.92158	0	0	
Healthy	14.20904	2.50195	1.08281	0.72725	0.11142		59.52808	0.0108	0.03016	
Healthy	8.63416	0.06684	0	0	0		80.04586	4.2966	0	
Healthy	15.1094	1.78685	0.02136	0.58248	0		67.13567	0.03074	0.07483	
D000236	43.182	1.17952	0.43006	2.09243	0.12168		32.55787	0.25986	0.01202	
Healthy	14.99674	1.76277	0.01061	0.54782	0.01295		67.41444	0.41238	0.0955	
Healthy	2.26971	0.02069	0	0	0		80.20902	0.14668	0	
Healthy	49.52544	0.3758	2.05058	0	0.14841		42.27842	0.7789	0	
Healthy	8.61692	0.58462	0.2707	6.98413	0		55.64763	1.18189	0.17982	
Healthy	10.38211	4.2632	0.00558	0.12882	0.04975		70.35837	0.2801	0.10551	
Healthy	14.78983	1.05721	0.22848	0.13909	0.20292		43.56349	2.27413	0	
Healthy	31.27957	1.41441	4.32223	0	0.40605		28.6106	0.02185	0	
Healthy	14.38678	0.48381	0.37513	23.0526	2.25595		30.28015	0.01322	0.5915	
Healthy	17.05829	35.59967	0.59226	0	0		37.63177	0.90979	0	
Healthy	24.59434	4.08678	0.01654	1.17037	0		4.60152	0	0	
Healthy	17.7056	1.26081	0.08549	0	0		63.84875	0.17701	0.06882	
Healthy	24.0838	0.17889	0.14072	0.5139	0.42949		60.18198	1.52666	0.00508	
Healthy	7.30886	1.95099	0.68287	0.14643	0		45.58241	0.40597	0.62884	
Healthy	17.14498	0	0.03337	6.15939	0		48.56843	0.22964	0.19774	
Healthy	27.65844	0.05015	0.10872	0	0		64.34556	3.06576	0.38816	
Healthy	35.37577	0.82545	2.30618	0.046	0.52483		23.41681	0.24339	0	
Healthy	13.90813	69.98326	1.55162	0	3.75983		6.64501	0	0	
Healthy	34.51902	13.66379	0.84251	2.40833	0.46669		26.22084	0.22115	0.06753	
D000236	49.23576	0.46545	0.00258	0	4.60659		24.12417	0.94969	0	
Healthy	5.88172	0.64731	0.31397	0	0.10412		78.67341	0	1.51706	
Healthy	31.29144	1.75824	0.78613	0.73311	0		43.6674	0.20002	0	
Healthy	34.74668	0.09967	0.0906	0.34501	0		31.47041	0.16818	0	
Healthy	26.3506	0.20147	0.89071	1.73687	2.24353		46.99993	0.18728	0.03171	
Healthy	63.6422	1.0503	4.71788	0.72467	2.99009		11.67897	0.33318	0.04407	
Healthy	23.43242	0.51507	0.2936	0	0		65.45053	0.02974	0	
Healthy	2.38464	0.2095	0	0	0		66.55142	0.83258	0	
D000236	29.5909	9.99514	1.19559	0	0.62198		24.39285	0	0	
Healthy	17.44591	0	0.03381	5.82754	0		47.27326	0.1849	0.17934	
Healthy	26.86133	29.04837	17.46502	0	0.78441		9.6557	1.45409	0	
Healthy	34.08808	11.88722	0.01966	15.0409	0		18.38157	4.3216	0.03536	
Healthy	65.61517	10.07351	0.49996	0	4.40276		1.60039	1.57685	0	
Healthy	14.89059	37.43912	0.04048	0.05007	0		31.27239	0.18509	0.00419	
Healthy	23.56575	1.03992	2.14453	0.22973	0		38.73967	0.05111	0.13801	
Healthy	4.32848	0.49404	0.43389	0.85646	0		71.82251	4.39963	0.01148	
Healthy	30.87403	0.19149	1.81925	0	0		47.96941	7.11235	1.28897	
Healthy	10.73837	0	0.09369	0.07304	0		65.45541	0.12471	0	
Healthy	13.8994	0.05505	1.05757	0	0		70.84222	0.50257	0.1446	
Healthy	31.46681	0	6.64053	2.25271	6.83579		10.74105	0	0	
Healthy	60.31806	0.62083	1.01067	0.43301	0.29171		25.8744	0.35663	0	
Healthy	16.12709	1.20744	0.08738	0	0		64.15539	0.1558	0.06551	
Healthy	24.72899	0.45504	0.0094	1.02859	0		38.68603	2.64097	0.08215	
Healthy	16.32152	1.19866	0.07152	0	0		63.69551	0.17127	0.09886	
Healthy	14.34038	0	0.53864	0	0		80.38611	0	0	
Healthy	14.5074	3.64492	2.38982	0.25373	0		58.24447	1.07669	0.0314	
Healthy	0.02011	39.44138	1.25776	0	0		46.93403	0.01256	0.07383	
Healthy	9.89075	3.27479	3.01118	1.69671	0		65.71776	0.27788	0.00374	
Healthy	22.04608	0.45422	2.97139	3.21379	0.24689		52.76312	0.82936	0.28677	
Healthy	44.38715	0.07488	1.00002	0	0		38.14707	0.47442	0	
Healthy	32.9293	5.71322	9.18196	0	0.34901		39.01788	0.0688	0.83945	
Healthy	32.28007	13.18618	0.44553	0.07339	0		28.91381	0.6199	0	
Healthy	28.05617	0	0	0	0		50.11589	0	0	
Healthy	14.99412	2.58058	0.70429	0.21883	0.00143		44.43514	4.89566	0.03955	
D000236	23.47215	32.76585	0	0	0		33.85524	0	0	
Healthy	14.67312	1.42784	0.43446	0	0		53.13198	1.18756	0.07429	
Healthy	33.62698	1.73773	2.33764	0.83149	0		34.50608	0.01054	0.26021	
Healthy	28.39475	0.0728	0.09727	0	0		63.55773	3.23814	0.3977	
Healthy	27.49961	0.98791	14.28966	0	0		27.77521	0.26917	0.07127	
Healthy	5.6359	0.68127	0.34375	7.14519	0		54.11945	1.29073	0.17596	
Healthy	8.51644	0.62741	0.26286	0	0.10932		77.7602	0	1.47135	
Healthy	63.08873	0	0.16003	0	0		26.36217	0	0	
Healthy	8.39833	0.72064	0.31186	7.17834	0		53.52142	1.46263	0.15019	
Healthy	17.56202	2.27646	0	0	0		53.23884	3.3402	0	
D000236	16.7247	2.98645	0	4.77091	0.19111		30.42082	0.44657	5.56902	
Healthy	54.68842	0.18417	0.34157	2.67632	0.0461		19.99426	1.53293	0	
Healthy	33.87622	0.36869	0	0	1.12509		49.92278	5.02014	0	
Healthy	2.66137	0.15418	0.25017	0	0		89.09289	0.47722	0.00256	
Healthy	41.09637	28.98472	1.06799	2.16832	0		12.69787	0	0	
Healthy	32.34639	5.34564	11.71951	1.33551	0		25.24883	2.26417	0	
Healthy	14.02953	0.78612	0.8357	0.81499	0		74.67264	1.96511	0.00172	
Healthy	13.7628	0.72457	0.02067	0	0.15029		65.07545	1.47703	0.15304	
Healthy	14.10248	1.45291	0.09398	0	0		64.06727	3.70084	0.03707	
Healthy	13.23433	0	4.86269	0	0.9037		55.27203	0	0	
Healthy	9.83999	0.4291	0.03503	9.16536	0		48.80242	0.86857	0.67466	
Healthy	11.64337	2.40596	0	17.6314	0		41.64454	0.22775	1.64579	
Healthy	0.05225	0.07289	7.43935	0	0		0.08708	89.18581	0	
Healthy	33.52926	1.77718	2.93267	2.55681	1.41365		39.68736	0.31393	0	
Healthy	70.1664	26.4576	0	0	0		3.37609	0	0	
Healthy	52.46052	5.90617	0.88425	0	0		22.54515	0.62955	0	
Healthy	23.88165	0.59768	2.02511	0	0		61.90876	0.80646	0	
Healthy	26.39625	13.2122	3.18132	7.37889	10.5082		30.97608	0.5543	0	
Healthy	23.04337	10.01982	0.25423	0	0		44.74338	0.97061	0.04827	
Healthy	17.10062	0.46514	0.24015	0	0		65.77098	4.17527	0	
Healthy	35.47692	0.48064	0.72561	0.18057	0		52.17961	1.34659	0	
Healthy	27.87747	19.08666	27.88653	0.10792	0		4.39774	0.02111	0	
Healthy	59.61597	0.0978	0.40843	12.2263	0		17.98772	0.03494	0	
Healthy	32.56514	2.5399	0.0829	0	0		53.10567	1.35257	0.00563	
Healthy	29.15036	0.36948	0.75085	0	0.00472		49.23491	1.39042	0.34134	
Healthy	37.84241	0.22995	0.15224	0	0.13359		54.76502	0.51261	0.02711	
D000236	37.55455	3.35443	1.3971	10.7777	0		28.84304	0	0	
Healthy	2.48315	0.13229	0.27016	0	0		88.84668	0.67394	0.00761	
Healthy	29.10969	4.82326	6.02693	0	0		46.5767	1.73545	0.05704	
Healthy	52.38649	0.07693	1.39209	0	0		21.38765	0.10118	0.00245	
Healthy	72.45225	0	0.36672	0	0.37891		8.0179	0	0	
Healthy	1.11909	50.40639	6.19472	0.00024	0		16.83033	23.27736	0.06608	
Healthy	55.46043	1.16921	0.78318	0.58731	0		31.18107	0.15541	0.02316	
Healthy	19.96364	0.08657	0.29673	0	0		71.53509	0.58142	0.0596	
Healthy	34.62935	0	0	0	0		34.82541	0	0	
D000236	52.4298	11.80442	1.66805	3.24562	0		20.50656	2.20369	0	
Healthy	53.9664	1.80574	1.48064	0.42284	0		23.7146	0.35198	0	
Healthy	0	1.06664	2.09464	0	0		38.55289	58.22321	0	
Healthy	3.70626	3.56951	0	0.0177	0.61379		87.50363	0.03641	0.28054	
Healthy	27.61077	0.10608	0.01264	6.36084	0		46.43471	0.16643	0.04022	
Healthy	20.56037	0.05845	0.12072	0.07371	0.04229		23.71179	24.87977	0	
Healthy	30.78886	0.46867	2.0699	0	11.4758		11.66254	0	0	
Healthy	8.48952	0.14659	0.37468	0	0		65.86083	0.4287	0.02623	
Healthy	45.7632	1.8369	2.90766	0.10597	0.22246		31.50876	0.06988	0.21895	
Healthy	8.24743	0.171	0.00194	0	0		84.82546	0.97105	0.0213	
Healthy	1.71941	0.09213	0	4.6295	0		88.87543	0	0	
Healthy	0	3.17555	0	0	0		7.28936	68.45102	0	
Healthy	17.26085	0	0	2.84123	0		70.25622	0.04885	0	
Healthy	20.47438	1.11346	0.96634	2.40184	0.34645		43.52601	1.28779	0.06803	
Healthy	37.87389	0.23676	0.48737	0.73486	0		40.63527	8.03009	0	
Healthy	32.92819	1.38652	3.42462	0.41348	0.64188		44.77807	0.05495	0	
Healthy	12.5235	2.20275	29.07578	0	0		18.58328	3.02478	0.18021	
Healthy	21.44714	5.85736	0.28041	0	0		58.01083	0.55204	0.02458	
Healthy	39.24458	0.82486	16.04291	0	3.66315		22.70305	0.1316	0	
Healthy	8.0536	0.04933	0.03919	0	0		73.82998	0.45314	0.02244	
Healthy	51.8003	0.55042	0.25973	3.47228	0		21.84724	0.42698	0.07256	
Healthy	36.7793	2.49772	0	4.19116	0		30.04784	0.02182	0	
Healthy	26.65044	0	0	0	0		49.4338	0	0	
Healthy	7.41575	0.36907	0.30214	0	0		70.00135	0.17425	0	
Healthy	13.23641	0.2573	0.58068	0	0		68.02287	6.04214	0	
Healthy	23.54391	14.69762	0.43676	0	0		44.99102	2.48842	0	
Healthy	62.83116	1.5173	0.49077	0.21299	0.08608		24.68143	0.12353	0	
Healthy	2.39421	0.1026	0.00818	0	0		79.63967	0.24438	0	
Healthy	2.53704	0.18021	0	0	0		66.80106	1.26907	0	
Healthy	27.60436	0.2307	0.43754	0	0		30.74518	1.04012	0	
Healthy	55.18876	0	0.12098	2.48303	3.55858		20.681	0.22372	0	
Healthy	6.5621	1.56293	0.04691	0	0		83.66088	0.70555	0.06013	
Healthy	3.83366	22.01373	3.21484	10.9872	0		34.03182	0.81755	0	
Healthy	3.78633	1.26533	0.36034	0	0		67.23864	0.70667	0.43213	
Healthy	5.49309	1.25162	0.00769	3.73739	0		79.5532	0.6799	0.02068	
Healthy	6.74849	0.85203	0.14078	0	0		77.46103	0.30335	0.08262	
Healthy	41.99058	0.0445	4.6511	0	0		37.48435	0.28696	0	
Healthy	27.55531	0.78799	0.58424	4.79499	0		42.17307	0.79435	0.01653	
Healthy	7.54795	0.40595	0.31823	0	0		69.54745	0.16316	0	
Healthy	13.63051	2.61896	1.11266	0.4868	0		26.3885	0.08638	0.51404	
Healthy	42.63635	8.06115	5.1157	0	0		18.78237	2.07808	0.08455	
Healthy	13.02932	18.36638	3.94651	0.12052	2.878		8.56898	40.49935	0.00245	
Healthy	5.41797	0.05927	0	12.5924	0		77.19162	0.11572	0	
Healthy	43.24986	2.24791	1.40255	0	0.50663		21.69807	0.63891	0	
Healthy	9.66115	0.26943	0.00501	0.85429	0		63.72511	0.06742	0.02608	
Healthy	36.85695	1.92584	0.55111	0	0		33.92262	0.95105	0.00067	
Healthy	57.17859	0.0056	0	0	0		23.80365	0.003	0	
