group	Veillonellales	Coriobacteriales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Peptostreptococcales
Healthy	0.02116	0.07213	0.00111		28.83934	13.53684	0.23061	2.14262	0.00556	0	0.06007	0.07213	0	0.00111
Healthy	0.05209	0.69763	0.0561		38.19078	20.13988	2.16006	0	3.78655	0	0.00777	0.69763	0	0.0561
Healthy	0	0	0.08241		81.29397	5.08711	1.3901	0	0	0	1.46855	0	0	0.08241
Healthy	4.24324	0	0		69.24328	4.75776	0.06567	0	0.25451	0	0.00759	0	0	0
Healthy	0	0.12423	0		68.76887	1.0296	0.06423	0	0.0309	0.05847	0.45795	0.12423	0	0
Healthy	0	0.15025	0.3595		39.55514	39.45841	0.91966	0	0	0.09805	0.63719	0.15025	0.46187	0.3595
Healthy	0.45553	0.23823	0		58.38494	4.85705	0	8.41324	0.45707	0	0	0.23823	0	0
Healthy	3.22389	1.50978	0.19699		19.64207	9.0824	0.07982	8.75078	0.20182	0	0.03386	1.50978	0	0.19699
Healthy	2.61596	1.44436	0		13.11824	1.01254	10.5558	43.9957	0.30039	0	0.15544	1.44436	0	0
Healthy	0.42775	0.28718	0.00715		36.85906	5.06038	1.11266	5.21823	0.74605	0.22484	0.60624	0.28718	0	0.00715
Healthy	0.11838	0	0		61.18569	7.45482	0.75647	5.88147	2.3087	0	0.04078	0	0.2403	0
Healthy	0.06112	0.73011	0.18428		48.1458	39.1358	0.71011	0	0.04616	0	0.0565	0.73011	0	0.18428
Healthy	0	0.38901	0		30.32813	6.43677	0	23.5674	0	2.32247	0.24461	0.38901	2.589	0
Healthy	0	0.1096	0		63.75849	23.89813	0	0	3.11276	0	0.07602	0.1096	0	0
Healthy	0	0	0		35.14355	15.61761	0.48923	3.56343	5.74877	0.61693	0	0	1.11523	0
Healthy	3.03471	0	0		67.71161	0.35796	0.06918	1.16615	0.77799	0	0.00129	0	0	0
Healthy	0	0.04911	0.15967		15.088	34.07471	0.75057	1.60176	0.07271	2.47832	0.03063	0.04911	0	0.15967
Healthy	0.01774	1.04435	0.4262		17.57972	18.57003	0.31592	3.19426	0	1.2636	2.07172	1.04435	0	0.4262
Healthy	3.06156	0.73475	0		45.69977	0.65747	0.44133	0.15171	0.0368	0	0.54003	0.73475	0.05697	0
Healthy	0	0.00623	0		79.71289	8.47756	0	0	0.06033	0	0	0.00623	0	0
Healthy	4.13539	0	0		56.96194	27.67521	0.08575	1.18387	0.09105	0	0	0	0	0
Healthy	0	0	0		31.9633	2.28081	0	0	0	0	0	0	0	0
Healthy	10.11345	0.11814	0		34.02746	6.15423	12.8824	0.87368	0.94112	0.95618	0.46944	0.11814	0.00343	0
Healthy	0	0	0		37.95172	31.88283	0	0	0	0	0	0	0	0
Healthy	0	0	0		39.11686	40.74592	0	0	0.84802	0.42282	0.50488	0	0	0
Healthy	0.72144	0.97485	0.02403		48.91942	24.1807	1.57184	0	0.00263	0	0.07431	0.97485	0	0.02403
Healthy	0.07227	0.08153	0		24.96021	56.28629	1.41592	0	1.01535	0	0.24573	0.08153	2.52787	0
Healthy	2.68998	0.06902	0		23.82057	47.72142	0.00891	0	0.02177	0	0.00359	0.06902	0	0
Healthy	0.00923	0.46336	0.08193		4.11668	35.33078	15.69949	0	0.02736	0	2.47708	0.46336	0	0.08193
Healthy	0.02153	0.15335	0.35991		25.12542	9.86027	0.46183	11.9544	0.90539	1.22427	3.52055	0.15335	11.3824	0.35991
Healthy	17.73165	0.65073	0		44.73574	4.48437	0	7.00361	0.28073	0	0.19751	0.65073	0	0
Healthy	0.02504	0	0		27.88975	32.93119	0	2.70233	0	2.86015	6.09948	0	1.86364	0
Healthy	0	0	0		53.28795	6.24613	0	18.535	0	0	0	0	0	0
Healthy	0.83084	0.1068	0.29712		43.83834	11.46942	0.06424	0.08399	0.04496	0	0.44993	0.1068	0	0.29712
Healthy	0.50482	0.3788	0		36.6236	27.45418	0	0.12008	1.14509	0	0.27834	0.3788	0	0
Healthy	0.16174	0.2526	0		29.51667	40.95522	0.22203	0	0	0	2.24046	0.2526	2.71736	0
Healthy	0	0	0		44.13978	35.43431	0	0	0	0	1.77762	0	2.56206	0
Healthy	11.09111	0	0		67.14626	2.52066	1.16767	0	0	0	0	0	0	0
Healthy	0	1.73004	0.00299		22.14392	21.6788	0.01245	0	0.08956	2.05034	4.26599	1.73004	3.52234	0.00299
Healthy	3.46213	0.13703	0		89.02974	1.06159	0.35884	0	0.08192	0	0.0329	0.13703	0	0
Healthy	0	1.68693	0		57.36305	6.13728	0.16451	0	0.08956	0.19165	0.00981	1.68693	0	0
Healthy	0	0.12202	0		42.89325	1.26694	0	0	0.13231	0	0	0.12202	0	0
Healthy	0	1.18894	0.14282		13.55201	33.8383	0.01303	1.06484	0.27376	0	0.1098	1.18894	0	0.14282
Healthy	0	4.53704	0.13293		73.37573	10.41085	0.00608	0	0	0	1.43219	4.53704	0	0.13293
Healthy	0.04915	0.00972	0.0106		0.44219	4.29397	80.24172	0	0.01465	0	0.56367	0.00972	0	0.0106
Healthy	11.18896	0	0		67.1886	2.32638	0.95903	0	0	0	0	0	0	0
Healthy	0	0.28977	0.00744		6.30409	54.15019	0.01684	0	0.04409	3.55074	0.9304	0.28977	10.17461	0.00744
Healthy	0	0.10093	0		43.03852	1.07416	0	0	0.0823	0	0	0.10093	0	0
Healthy	1.51662	0	0.24166		58.66894	25.94487	3.22162	0	0.0795	0	1.52302	0	2.31983	0.24166
Healthy	0	0.08619	0		61.47377	16.86365	0	0.09913	0.00619	0	1.326	0.08619	2.31731	0
Healthy	5.22292	0.08739	0		29.21217	34.48028	0.05604	0	0	0	0.00285	0.08739	0	0
Healthy	0	0.14271	0		61.70927	21.36465	0.12055	0	5.06943	0	0.02901	0.14271	0	0
Healthy	1.97508	0	0.25611		31.07635	35.78451	2.72423	0	0	7.62638	0	0	0	0.25611
Healthy	5.84746	0	0		47.94033	0.69045	1.58131	0	0.04325	0	0	0	0	0
Healthy	0.00266	0.11367	0		61.63656	21.17164	0.07898	0	5.1546	0	0.02779	0.11367	0	0
Healthy	8.52442	0.21143	0		66.8709	2.02647	11.9205	0	0.16571	0	0	0.21143	0	0
Healthy	0	0.27608	0		66.49723	3.04587	0	10.0789	0.11366	0	0.03326	0.27608	0.9397	0
Healthy	0	0	0		39.41183	15.30326	0.01278	3.27258	0	5.89659	1.78566	0	0	0
Healthy	0.00837	2.82032	1.06211		64.90851	4.09874	0.20185	0.03689	1.15726	0	1.94186	2.82032	0	1.06211
Healthy	0	0.06888	0		84.04108	7.52963	0.46573	0	0.18359	0	0	0.06888	0	0
Healthy	0.10252	0	0		60.2553	7.61375	0.81982	5.755	2.28897	0	0.06075	0	0.30373	0
Healthy	0.08526	0	0		60.50044	7.49396	0.79012	5.68315	2.26882	0	0.06965	0	0.28589	0
Healthy	3.54291	0.12065	0		89.16869	1.08958	0.4473	0	0.14622	0	0.01682	0.12065	0	0
Healthy	0	1.15867	0.23346		33.15004	22.8234	0.08024	0	0.0925	0.40432	12.52102	1.15867	1.94594	0.23346
Healthy	0	0.48549	0		69.11451	2.55862	0.08352	0	5.97678	0	0.00996	0.48549	0	0
Healthy	6.51505	0.17988	0		76.8239	3.01168	0.09462	0	0.2899	0	0.12365	0.17988	0	0
Healthy	0.0361	0.33875	0.00929		23.72927	27.94032	2.06972	11.6171	0.29866	0.41649	0.5014	0.33875	0	0.00929
Healthy	0	0.2879	0		62.9329	3.89494	0	0	0.04115	0	0	0.2879	0	0
Healthy	0	0	0		83.41755	1.25835	0	0.07452	0.07548	0.5919	0	0	0	0
Healthy	0	3.92622	0		74.141	0.76425	6.2715	0	0	0	0.56914	3.92622	0	0
Healthy	0	0.15134	0.01959		47.64964	30.75719	0.01526	0.02047	0.0299	0	2.64251	0.15134	0	0.01959
Healthy	0.20223	0.12338	0		65.77742	1.59056	0.0104	0.74229	0	0	0	0.12338	0	0
Healthy	0.00413	0	0		29.84917	0	0.00108	0	0	0	0	0	0	0
Healthy	0	0.32781	0		68.38871	8.6618	0.05435	0.48096	0.0289	0.00654	0	0.32781	0	0
Healthy	4.89735	0.01567	0		75.37543	1.24535	0	0	0.53548	0	0	0.01567	0	0
Healthy	4.07552	0.15484	0.02774		73.85597	4.48158	2.49414	0	0	0	0.11983	0.15484	0	0.02774
Healthy	0	1.43714	0		40.92134	12.81367	0	0	9.09862	0	0	1.43714	0	0
Healthy	0.01164	0.02489	0.04244		83.43173	8.5911	0.18458	0	0	0	0.01227	0.02489	0	0.04244
Healthy	0	0	0		82.9544	6.76244	0	0	0	0	0	0	0	0
Healthy	16.0145	0.84596	0		53.46851	4.1337	0	0	0.28494	0	0	0.84596	0	0
Healthy	8.18951	0.02071	0		65.87399	6.15344	0.2711	0	0.2188	0	0.11142	0.02071	0	0
Healthy	3.09734	0.16158	0.59943		52.20464	15.70621	1.53808	0.17856	0.07179	0	0.56261	0.16158	0	0.59943
Healthy	0.1686	0.03757	0		58.04829	31.19471	0.00165	0.05335	0	0.09682	0.73993	0.03757	0.27964	0
Healthy	0	0.16424	0		81.03647	1.72693	0	3.48511	0.69371	0	0	0.16424	0	0
Healthy	0	0.87803	0		22.76854	35.57478	0.17803	0	0	0.13061	0	0.87803	0.94115	0
Healthy	0.00922	0.25569	0		63.67189	14.52978	0	0	0.21224	0	0.05984	0.25569	0	0
Healthy	0	2.33967	0		32.45539	14.0252	0.20818	1.60562	0	1.75451	0	2.33967	0	0
Healthy	0	0.10858	0		50.17658	0.47101	0.15254	13.7651	0.04823	0.00361	0.01167	0.10858	0	0
Healthy	0.16485	0	0		35.14529	0	1.97125	0	0	0	0.00085	0	0	0
Healthy	1.2539	0.20241	0.55471		43.17852	16.43176	0.98853	0	0.03288	0	0.40115	0.20241	0	0.55471
Healthy	0	1.6901	0.09059		31.70153	23.68552	0	0	0	0.63831	0.58071	1.6901	5.39228	0.09059
Healthy	0.42283	0.2124	0		64.13049	6.58279	0.13726	0	1.36581	0.1733	0.01182	0.2124	0	0
Healthy	4.90272	0	0		65.85601	13.37009	2.85407	0	1.25638	0	0	0	0	0
Healthy	0	0.61092	0		63.34083	9.25895	0	0	3.0744	0	0	0.61092	0	0
Healthy	0.3179	0.05424	0.01894		27.06895	22.291	0.07933	12.3635	1.99097	0.01909	0.06755	0.05424	0	0.01894
Healthy	1.48551	0	0		56.66584	14.16528	0	0	0	0	0	0	0	0
Healthy	0	0.02732	0		18.57555	1.26577	0	15.4696	4.02367	0	0	0.02732	0	0
Healthy	0	0.47913	0		69.15922	2.63256	0.09083	0	5.88798	0	0.02232	0.47913	0	0
Healthy	0.39408	0.0261	0.26833		31.84757	30.84699	0.21026	0.26236	0.00163	0.86895	1.8316	0.0261	0.15457	0.26833
Healthy	4.31731	0.29292	0.0095		43.49427	18.20647	0.00648	0	0.03078	0	0.03859	0.29292	0	0.0095
Healthy	4.33822	0.02601	0		70.27434	5.15164	0	0	6.00802	0	0	0.02601	0	0
Healthy	0	1.63098	0.00751		27.0824	5.51069	0.02034	32.1336	0.2487	0	0.06691	1.63098	0	0.00751
Healthy	0.05044	0.87193	0		67.71683	0.34193	0.69465	0.00768	0.0299	0	0.31929	0.87193	0.02539	0
Healthy	0	0	0		29.7427	4.37022	5.9115	20.3695	0.00675	0.57294	0.05774	0	1.05239	0
Healthy	0	1.34709	0.39836		6.72067	61.05005	1.33955	0	0	0	0.01475	1.34709	0	0.39836
Healthy	0	2.86906	0		19.23371	18.14503	0	0	0	0	10.9511	2.86906	1.71623	0
Healthy	9.09009	0.29767	0		66.94232	1.77582	12.1701	0	0.18174	0	0	0.29767	0	0
Healthy	0.00224	0.02371	0.05296		49.33802	11.26032	0.07515	0.02628	2.89315	0	0.14045	0.02371	0	0.05296
Healthy	0.02652	0	0.03703		52.93177	18.84008	3.49478	0	0	0	0	0	0	0.03703
Healthy	0	0.27012	0		40.48441	28.55732	0	0	1.87815	0	0.06762	0.27012	0	0
Healthy	19.5753	0	0		50.10864	13.07055	0	0	0.06025	0	0	0	0	0
Healthy	0	0.06218	0		59.25281	28.24354	0.0202	0	0.49439	0	0	0.06218	0	0
Healthy	0.10138	0	0		31.60861	11.27248	0	17.2204	2.41617	0	0	0	0	0
Healthy	0	0.10721	0		29.14461	31.70543	0.38517	5.08195	0.02987	0	0.04715	0.10721	0	0
Healthy	0.04737	0.004	0		40.54797	28.57213	2.2516	0.75077	5.68858	0	0.03328	0.004	0.92974	0
Healthy	0.34535	0.3178	0.32484		40.86562	27.47777	2.16802	0.03042	1.14338	0.7659	3.72433	0.3178	0.17736	0.32484
Healthy	3.24883	0.0848	0.0032		48.47819	13.7737	1.00009	0	0.17981	0.04704	0.70477	0.0848	0	0.0032
Healthy	0.95763	0.26174	0		74.46897	5.75014	0.92053	0.01927	0.00631	0	0.31104	0.26174	0	0
Healthy	0	0.03492	0		38.99765	17.83848	31.3908	0	0.58919	0	0.14322	0.03492	0	0
Healthy	0	0.53149	0		77.48577	11.19042	0	0	0.29373	0	0	0.53149	0	0
Healthy	0	0.28319	0		64.82857	14.25353	0	0.00991	0.0154	0	0.05301	0.28319	0	0
Healthy	0	0.35646	0		39.52349	32.53599	0.35025	1.02905	0.36323	1.61162	0.14449	0.35646	0	0
Healthy	6.29946	0.17035	0		77.14435	3.00749	0.11155	0	0.22577	0	0.13937	0.17035	0	0
Healthy	0	0	0		20.92223	18.54068	0	2.66794	0	0	0	0	3.42927	0
Healthy	0	1.31745	0.28424		47.2267	18.62407	0	0	8.24337	0	0	1.31745	0	0.28424
Healthy	0.01466	0.80776	0.00968		49.48986	14.48304	0.68097	0	0.00304	0	0.04603	0.80776	0	0.00968
Healthy	0.03741	0.01227	0.24526		36.04442	40.61396	0.02005	0	0.06841	0.01598	0.04956	0.01227	0	0.24526
Healthy	0.89639	0.05538	0		37.97892	9.93341	0.55821	0.37964	0.00015	0	3.02379	0.05538	0	0
Healthy	0	0	0		79.58345	12.10456	3.33224	0	0.08977	0	0	0	0	0
Healthy	0	0	0		86.67319	3.58003	1.60419	0	0.10532	0	0.04027	0	0	0
Healthy	0.04038	0.0114	0		40.81851	28.68756	2.15948	0.73966	5.86788	0	0.03855	0.0114	0.87301	0
Healthy	0	0.89167	0		1.84925	27.54936	19.26871	0	0	0	0	0.89167	0	0
Healthy	7.83841	0	0		60.31232	4.69588	0.15204	0.92828	0.1691	0.91062	0	0	0	0
Healthy	0	0.61758	0		77.53816	3.72533	0.03218	0	0	0.12031	0.25323	0.61758	0.07567	0
Healthy	0.00328	0.4965	0.01363		40.78636	7.87316	0.25576	0	2.02905	0	0.09031	0.4965	0	0.01363
Healthy	0.37807	0	0		46.83901	20.22245	2.03012	0.00447	6.05602	0	0.0057	0	3.44399	0
Healthy	6.20364	0.75274	0		46.65057	8.68596	0.0542	0.1096	2.5475	0	0.47012	0.75274	0	0
Healthy	0	0.29143	0		18.81556	6.25422	17.2665	2.20326	0	0.05877	1.87534	0.29143	1.40121	0
Healthy	0.07814	1.04313	0		33.45657	37.00175	0.3121	0	0.00244	0	0	1.04313	0	0
Healthy	0	0.10329	0.00536		59.11193	14.55765	0.79851	0.01943	1.29585	0	0.33816	0.10329	4.49462	0.00536
Healthy	0.16998	0.63228	0		16.04387	24.91088	0.32158	0	0.01267	0	0	0.63228	0	0
Healthy	0.62827	1.35238	0		27.20997	1.34389	0.10318	0.49357	0	0	0.8151	1.35238	0.01425	0
Healthy	0	0.29234	0		21.98073	25.97651	9.22203	1.14964	0	0	0	0.29234	0.18431	0
D011236	1.09279	0.0179	0.08082		74.33101	5.70955	0	0.08989	0.03098	0.13437	0.36873	0.0179	0	0.08082
Healthy	9.25899	0.74404	0		53.88701	0.7833	1.0624	7.08587	0.32502	0	0.32579	0.74404	0	0
Healthy	0.39935	1.73508	0.5997		56.1964	24.03998	3.29583	0	0	0	0.21002	1.73508	0	0.5997
D011236	3.35722	0.53073	0.01055		52.66263	4.64772	0.00771	0	0.01894	6.12717	0.00044	0.53073	0	0.01055
Healthy	2.58722	1.4533	0		13.52345	0.41165	10.3544	43.4971	0.28124	0	0.14981	1.4533	0	0
Healthy	0	0.21606	0		67.47754	13.61368	0.3481	0	0.00279	0.04021	0.03778	0.21606	0	0
Healthy	0	0.27891	0		74.4461	3.50474	0.0099	0	6.12487	0	0.07712	0.27891	0	0
Healthy	0	0	0		85.92451	3.23799	1.46955	0	0.09536	0	0.03983	0	0	0
Healthy	0	0.83259	0		39.96788	12.80241	0.47781	12.3862	0	0	1.12635	0.83259	0.0051	0
Healthy	0	0.474	0		84.53457	3.1049	0.09477	0	0.30524	0	0.03828	0.474	0	0
Healthy	12.82496	0.345	0.59479		40.4931	2.38077	4.06422	1.26138	0	0	0.06355	0.345	0	0.59479
Healthy	0.5024	0.00659	0.26551		37.61604	28.02608	0.03633	0.10231	0.13296	0.0425	0.1416	0.00659	0	0.26551
Healthy	3.45223	0.14158	0		88.70008	1.21727	0.52504	0	0.13412	0	0.0271	0.14158	0	0
Healthy	0	0	0		85.02589	9.98731	1.29633	0	0	0	0	0	0	0
Healthy	0	0	0		33.15861	12.64003	0.1119	5.59844	5.06789	0.60919	0	0	0.92775	0
Healthy	0	1.98801	0		23.37735	27.24408	1.88029	1.0919	0.02253	0.06064	5.38949	1.98801	2.29265	0
Healthy	0.4059	0.29333	0		67.76955	2.36121	0.0207	0.56357	0.01507	0	0	0.29333	0	0
Healthy	0.62559	1.32697	0		26.70962	1.30462	0.05795	0.41167	0	0	0.82368	1.32697	0.00178	0
Healthy	0	0.08865	0		43.39885	1.24269	0	0	0.11188	0	0	0.08865	0	0
Healthy	0.57559	1.35079	0		26.66764	1.29615	0.13974	0.44721	0.0031	0	0.75318	1.35079	0.01349	0
Healthy	6.46618	0.87877	0.25326		62.10141	10.63404	0.14387	0	0.23883	0	1.27484	0.87877	0	0.25326
Healthy	0	0.44574	0		71.26837	2.38286	0.06958	0	6.04836	0	0	0.44574	0	0
Healthy	0	0	0		28.53601	5.31424	6.24797	19.8205	0.0044	0.5783	0.02633	0	1.08581	0
Healthy	0.08948	0	0.13203		14.95691	24.05345	0	0	0	0	0	0	0	0.13203
Healthy	0	0	0.28345		33.43442	22.89416	0.18283	0.31863	0.02681	0	0	0	0	0.28345
Healthy	0.0129	0.35881	0		67.15942	9.32184	0.15278	0.57034	0.03488	0	0	0.35881	0	0
Healthy	0.00655	0.31773	0		51.71282	19.97007	0.04945	0.10078	0.0059	0	0.12561	0.31773	0.00533	0
Healthy	0	16.06155	0.11949		20.13582	13.62097	0.03594	0	0.02132	0	0.7052	16.06155	0	0.11949
Healthy	49.82144	0.71229	0.01002		28.41094	5.11376	0.11783	0.21938	0.13238	0	0.17444	0.71229	0	0.01002
Healthy	9.80831	0.03517	0		36.82398	5.50413	12.1653	0.59719	0.6261	1.06334	0.49268	0.03517	0	0
Healthy	5.1784	0	0		66.57883	13.18481	2.92516	0	1.1027	0	0	0	0	0
Healthy	7.43802	0	0		52.72574	23.4495	0.14395	2.48081	0.27283	0	0	0	0	0
Healthy	0	0.10073	0		43.21223	16.57394	0.07045	0	0.24452	0.57846	0.33581	0.10073	0	0
Healthy	0.29958	0.22766	0		13.3599	26.68844	0.1369	1.61759	0.26241	0.10831	0	0.22766	0	0
Healthy	0	0.14881	0.31227		36.83866	18.59434	0.47257	0	2.38374	0	0.53728	0.14881	4.9935	0.31227
Healthy	0	0	0		7.33018	1.62245	23.5867	0	0	0	0	0	0	0
Healthy	12.94604	0.01638	0		4.37322	62.40925	0.19008	0.00094	0	0	0.45135	0.01638	0	0
Healthy	0	0	0		86.50021	3.71951	1.35285	0	0.09381	0	0.04811	0	0	0
Healthy	0.68955	0.37575	0.51637		6.34116	63.02564	0.43589	0	0	0	1.07875	0.37575	0	0.51637
Healthy	0.10997	0.35054	0		48.89644	9.14405	1.10727	0	1.79394	0.06746	0.07318	0.35054	0	0
Healthy	0	0	0		85.0273	10.39772	1.43863	0	0	0	0	0	0	0
Healthy	0	0	0		28.92219	7.45679	0	0	0	24.9923	0	0	0	0
Healthy	0.05627	1.30259	0		35.47554	17.89035	0.13301	0.68786	0	3.13665	0.12615	1.30259	0.18643	0
Healthy	0	0.86269	0		57.63054	3.75075	0.02002	0	0.08807	0.08612	0.01468	0.86269	0	0
Healthy	0	0.43082	0		67.99629	8.78812	0.05613	0.59906	0.02582	0	0	0.43082	0	0
D011236	5.06241	0.80526	0		67.5025	11.60027	0.09219	0	0.07608	0	0.03621	0.80526	0	0
Healthy	0.10841	0.16662	0		49.33694	6.21465	0.09874	9.5016	0.8122	0	0	0.16662	0	0
Healthy	5.13874	4.3854	0.08665		14.75489	0.00903	18.38479	0.00156	0.00137	0	0	4.3854	0	0.08665
Healthy	0.14143	0.05131	0		0.04323	0.01216	10.66439	0	0	0	0.00295	0.05131	0.00015	0
Healthy	0	0.1701	0		79.67785	1.87462	0.00626	3.71606	0.74444	0	0.00339	0.1701	0	0
Healthy	5.23243	0	0		65.78699	13.42623	2.81905	0	1.16922	0	0	0	0	0
Healthy	0	0.75056	2.83469		20.52414	25.23401	0.49172	4.72955	0.16419	5.60451	3.89411	0.75056	0	2.83469
Healthy	0.0231	0.01367	0		69.90994	5.14667	3.01543	0	0.01081	0	1.78487	0.01367	0	0
Healthy	0.02694	0.34565	0.14545		43.09291	16.56852	0.02637	0.48831	2.67459	10.4082	0.74866	0.34565	0	0.14545
Healthy	0	0	0.00199		17.59236	0	52.97984	0	0	0	0.02092	0	0	0.00199
Healthy	0.02246	0.02363	0		81.20998	1.59518	0	0	4.11582	0	0	0.02363	0	0
Healthy	0.02571	0.03956	0		33.58074	12.18996	32.8765	0	0	0	0.72251	0.03956	0	0
Healthy	9.22372	0.05948	0		60.12419	2.77963	7.02995	0.65551	1.53113	0	0	0.05948	0	0
Healthy	0.03506	0.80227	0.06303		37.79332	28.91133	0.10751	0.06024	0.02317	2.88522	0.00034	0.80227	0	0.06303
Healthy	0	0.16258	0.24489		21.07674	28.66722	6.84068	0.67475	0.14937	0	0.20777	0.16258	0.30316	0.24489
Healthy	0.00079	6.7121	0		26.16258	0.04346	13.31298	0	0.00057	0	0.27278	6.7121	0	0
Healthy	0.0997	0	0		59.40884	7.5777	0.81935	5.6916	2.34407	0	0.03229	0	0.27176	0
Healthy	0	0	0		28.80368	8.61385	53.421	0	0.20938	0	0.06351	0	0	0
Healthy	8.97374	0.68314	0		54.90497	0.89419	1.00475	6.85726	0.24951	0	0.30666	0.68314	0	0
Healthy	0	5.89522	0		4.52602	44.73936	0	0	0	0	0.04228	5.89522	0	0
Healthy	0	0.14977	0		65.09545	18.65948	0	0	1.15184	0	0.0557	0.14977	0	0
Healthy	0	1.29672	0.6669		25.21972	8.73576	0.07348	6.78358	0.02693	33.6936	1.00071	1.29672	0	0.6669
Healthy	6.26984	0	0		69.49329	5.01189	0	0	0.16675	0	0.3007	0	0	0
Healthy	0.83656	0.30737	0.02098		41.46659	8.64569	0.05704	5.46605	0.05209	0	0.00925	0.30737	0	0.02098
Healthy	0	0.0481	0		56.18731	20.41575	0	0	2.5317	0.03293	0.59643	0.0481	0	0
Healthy	4.2544	0.0927	0		38.80621	15.90515	0.0942	0.29304	1.04064	0	0.05294	0.0927	0	0
Healthy	6.0251	0	0.49229		18.27071	32.75398	0.57853	1.33308	0.31386	4.66766	0.12799	0	0	0.49229
Healthy	0.07161	0.02857	0		28.19344	24.17274	16.17731	5.77018	0.03397	12.7756	0.13928	0.02857	0	0
Healthy	1.99129	0	0		38.44628	5.20234	0	0	0	0	0	0	0	0
Healthy	5.90031	0	0		36.83659	36.22127	0	0.12109	0.54358	0.1314	0	0	0	0
Healthy	0	0.60622	0.12967		44.20571	23.05903	0	3.13036	0.33609	2.55668	0	0.60622	0.00909	0.12967
Healthy	0	1.67106	0.40591		18.63199	28.0521	0.03824	0.00313	0	0.00775	16.29565	1.67106	1.58995	0.40591
Healthy	3.49235	0	0		28.43816	29.12181	0	0.22355	0	0.34774	0	0	0	0
Healthy	1.44298	2.06373	0.11759		24.69692	4.19186	0.06096	0.04777	0.14083	1.2056	0.15563	2.06373	0	0.11759
Healthy	0	0.25274	0		49.61754	11.13307	0.07668	1.37603	0.59378	0	0.11295	0.25274	0	0
Healthy	0.28758	0	0		33.1389	6.27856	0.22775	0	0	0	0	0	0	0
Healthy	6.80414	0.00662	0.11799		4.94548	6.84785	2.18514	0	0.07202	0	0	0.00662	0	0.11799
Healthy	11.8928	0.02917	0.02352		63.74033	7.82102	0	0.78033	1.91748	0	0.02539	0.02917	0	0.02352
Healthy	1.00323	0.69507	0.08685		28.78968	17.47768	0.16177	0	0.04399	0	11.74553	0.69507	0	0.08685
Healthy	0.04975	0.00994	0		56.44389	10.89549	0	0.53454	0	0.03207	0.15956	0.00994	0.08075	0
Healthy	0	0.57405	0		78.23298	4.54863	0	0	0	0.08486	0.24703	0.57405	0.13047	0
Healthy	0	0.0612	0.13183		14.95651	33.85214	0.55205	1.50826	0.03789	2.58635	0.92191	0.0612	0	0.13183
Healthy	0.00405	1.78633	0		56.76372	5.72689	0.09424	0	0.0019	0.19089	0	1.78633	0	0
Healthy	7.40556	0	0		60.85497	4.60013	0.10131	0.87116	0.17636	0.95041	0	0	0	0
Healthy	2.9293	3.44456	0.09905		46.03264	5.69559	10.96675	0	0.25882	0	0.03617	3.44456	0	0.09905
Healthy	0	0	0		33.03167	50.66659	0	0	0	0	0	0	0	0
Healthy	0.03002	0.00949	0		20.21896	15.82033	10.1218	1.2648	0	3.23876	1.57624	0.00949	3.42114	0
Healthy	0	1.25557	0		35.587	8.75655	0	1.44681	0	0	0	1.25557	1.92331	0
Healthy	6.11149	0	0		69.95272	5.13883	0	0	0.19444	0	0.25493	0	0	0
Healthy	0	0.12107	0		49.41957	0.61599	0.06144	14.039	0.06719	0.01395	0.00774	0.12107	0	0
Healthy	0.37326	0.04577	0.22656		43.72766	4.4203	0.03789	1.77862	0.00476	0	0.04867	0.04577	0	0.22656
Healthy	0	0.35399	0		26.36118	43.36492	0	1.44248	1.94292	0.45527	1.04698	0.35399	0	0
Healthy	0	0	0		39.20047	6.90806	0	0.09905	0.00766	0	0.82434	0	0	0
Healthy	5.15333	0.02288	0		40.68302	21.62313	0.06081	0	0	0	0.0061	0.02288	0	0
Healthy	0	2.54096	0.00638		26.95037	5.98746	2.17433	11.2649	0	33.0343	1.31285	2.54096	0	0.00638
Healthy	3.99074	0	0		10.37808	52.95862	0	0	0	5.43402	0	0	0	0
Healthy	0	0.87431	0.35254		38.79379	11.80424	0.12536	0.08334	1.33098	0.2373	0.29557	0.87431	1.19187	0.35254
Healthy	0.01329	3.15382	0.00031		8.71721	28.76685	8.15067	0	0.00966	8.70403	6.15808	3.15382	0.03543	0.00031
Healthy	3.85203	1.68486	0		11.95072	35.29522	0	1.73021	0	0	1.00457	1.68486	0	0
Healthy	15.787	0.56061	0		57.7267	4.57035	0	0	0.23708	0	0	0.56061	0	0
Healthy	0.06983	3.15901	0.51615		35.20643	8.17914	0.3122	0	0.07912	0	0.16446	3.15901	0	0.51615
Healthy	1.28016	0	0		21.25678	25.86791	0	0.62275	0	16.9051	0	0	0	0
Healthy	0	0	0		92.95383	0.58886	4.40645	0.47275	0	0	0	0	0	0
Healthy	0.01788	0.29505	0.04477		33.03258	20.25348	0.25428	0	1.27027	0	0.16915	0.29505	0.27462	0.04477
Healthy	0	3.81741	0		19.74816	18.60829	0	0	0	0	11.1676	3.81741	1.95357	0
Healthy	1.01208	0	0		45.87194	20.29995	2.12326	0.00844	5.95715	0	0	0	3.51077	0
