group	Veillonellales	Coriobacteriales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Peptostreptococcales
Healthy	8.89733	0.55687	0		55.64763	4.02704	0.93792	6.98413	0.24397	0	0.2707	0.55687	0	0
Healthy	0	0.37962	0		30.28015	6.21473	0	23.0526	0.01322	2.25595	0.28806	0.37962	2.61111	0
Healthy	4.68645	0.34499	0		4.60152	23.18369	0	1.17037	0	0	0	0.34499	0	0
Healthy	0.00933	0.30411	0		63.84875	14.66232	0	0	0.17701	0	0.08549	0.30411	0	0
Healthy	3.03276	0.73979	0		45.58241	0.69034	0.40305	0.14643	0.00292	0	0.56378	0.73979	0.0337	0
Healthy	0	0	0		48.56843	6.51314	0.07667	6.15939	0.15297	0	0.03337	0	0	0
Healthy	0.06843	2.58962	0		6.64501	2.74978	0	0	0	3.75983	0	2.58962	0	0
Healthy	0	0.64731	0		78.67341	3.69966	0	0	0	0.10412	0.31397	0.64731	0.04113	0
Healthy	3.39971	0.04448	0.00452		11.67897	47.86065	0.00291	0.72467	0.00502	2.99009	1.2137	0.04448	0	0.00452
Healthy	11.36763	0	0		66.55142	2.28218	0.83258	0	0	0	0	0	0	0
Healthy	0	0	0		47.27326	6.24883	0.06156	5.82754	0.12334	0	0.03381	0	0	0
Healthy	1.63743	3.42746	0		9.6557	18.1754	1.45409	0	0	0.78441	2.47771	3.42746	0	0
Healthy	12.7201	1.15465	0		31.27239	8.60718	0.16735	0.05007	0.01774	0	0.03415	1.15465	0	0
Healthy	0.01312	0.2084	0		38.73967	6.81285	0	0.22973	0.05111	0	1.91959	0.2084	3.05144	0
Healthy	0.07213	0	0		47.96941	26.96077	7.05349	0	0.05886	0	1.75192	0	0	0
Healthy	0	0	0.36995		10.74105	28.894	0	2.25271	0	6.83579	6.64053	0	0	0.36995
Healthy	0.07054	0.32759	0.02577		25.8744	46.93193	0.33911	0.43301	0.00934	0.29171	0.35502	0.32759	0	0.02577
Healthy	0.01738	1.99768	0.00074		46.93403	0.01859	0.00788	0	0.00468	0	0	1.99768	0	0.00074
Healthy	4.01589	1.01816	0.28392		28.91381	16.79701	0.52389	0.07339	0.09601	0	0.1488	1.01816	0	0.28392
Healthy	0	0	0		50.11589	28.05617	0	0	0	0	0	0	0.9355	0
Healthy	0.06195	0.73691	0		44.43514	8.12301	0.76572	0.21883	4.12994	0.00143	0.47264	0.73691	0	0
Healthy	0	0.05575	0.08853		53.13198	7.85219	0.62791	0	0.55197	0	0.28647	0.05575	0.09208	0.08853
Healthy	0	1.05614	0		34.50608	15.8757	0	0.83149	0.01054	0	0.07085	1.05614	2.27543	0
Healthy	0	0.0728	0		63.55773	24.02851	0	0	3.23814	0	0.09727	0.0728	0	0
Healthy	0	0.62741	0		77.7602	3.73018	0	0	0	0.10932	0.26286	0.62741	0.11775	0
Healthy	0.70523	0	0		26.36217	35.25653	0	0	0	0	0	0	0	0
Healthy	9.1376	0.68905	0		53.52142	0.82863	1.22721	7.17834	0.23542	0	0.31186	0.68905	0	0
Healthy	0	0.21376	0		53.23884	13.08515	1.57391	0	1.76629	0	0	0.21376	0	0
Healthy	0	0.13437	0		49.92278	15.20616	1.95493	0	3.06521	1.12509	0	0.13437	0.83159	0
Healthy	3.37266	0.15418	0		89.09289	1.20825	0.36136	0	0.11586	0	0.02717	0.15418	0	0
Healthy	0.32659	0.24418	0		65.07545	6.64336	0.07258	0	1.40445	0.15029	0.00617	0.24418	0	0
Healthy	0	1.3424	0		64.06727	9.28995	0	0	3.70084	0	0	1.3424	0	0
Healthy	0.0852	0.15641	0		48.80242	5.98464	0.10591	9.16536	0.76266	0	0	0.15641	0	0
Healthy	1.41727	0.07942	0		39.68736	21.33333	0.30785	2.55681	0.00608	1.41365	2.75207	0.07942	0	0
Healthy	0	0	0		3.37609	14.7844	0	0	0	0	0	0	0	0
Healthy	4.90607	0.4206	0.12562		22.54515	19.27721	0.43259	0	0.19696	0	0.00847	0.4206	0	0.12562
Healthy	0	0.43065	0		61.90876	21.62777	0.31284	0	0.49362	0	0.08712	0.43065	0	0
Healthy	4.66859	0	0		65.77098	13.32261	2.88551	0	1.28976	0	0	0	0	0
Healthy	0.03451	0.04871	0		52.17961	5.42416	1.34659	0.18057	0	0	0	0.04871	0	0
Healthy	0	8.18426	0		4.39774	27.43436	0	0.10792	0.02111	0	9.57826	8.18426	0.20431	0
Healthy	0.00251	0.23606	0.27774		49.23491	17.37687	0.23505	0	0.98327	0.00472	0.24053	0.23606	2.06491	0.27774
Healthy	3.43749	0.13229	0		88.84668	1.05575	0.54344	0	0.1305	0	0.00982	0.13229	0	0
Healthy	0	1.22039	0.17155		46.5767	10.27839	0.06071	0	1.67474	0	3.66131	1.22039	0.19486	0.17155
Healthy	0	0	0.14174		8.0179	68.64843	0	0	0	0.37891	0.36672	0	0	0.14174
Healthy	0.01468	0.06455	0.46071		71.53509	15.82956	0.20425	0	0.06756	0	0.11481	0.06455	0	0.46071
Healthy	0	0	0		34.82541	23.39615	0	0	0	0	0	0	0	0
D011236	3.29683	0.69668	0.69108		52.30531	27.20015	0.4013	0.001	0	0	0.00214	0.69668	0	0.69108
Healthy	0.40284	0.90588	0.21757		23.7146	31.93906	0.10072	0.42284	0.25126	0	0.13656	0.90588	0	0.21757
Healthy	0	0	0		38.55289	0	54.4802	0	0	0	0	0	0	0
Healthy	0.00272	0.00789	0.02552		23.71179	14.42117	24.8113	0.07371	0.06847	0.04229	0.12072	0.00789	0	0.02552
Healthy	7.9329	0.03182	0		65.86083	5.92327	0.1835	0	0.2452	0	0.10943	0.03182	0	0
Healthy	0	0.04992	0.0561		84.82546	6.45903	0.8212	0	0.14985	0	0	0.04992	0	0.0561
Healthy	1.16371	0	0		88.87543	0.20051	0	4.6295	0	0	0	0	0	0
Healthy	0	0	0		7.28936	0	68.0827	0	0	0	0	0	0	0
Healthy	1.73952	0	0		70.25622	15.72166	0.04885	2.84123	0	0	0	0	0	0
Healthy	0.28795	0.04591	0		43.52601	8.31204	1.05698	2.40184	0.23081	0.34645	0.96634	0.04591	0	0
Healthy	2.28738	1.41242	0.0234		18.58328	9.80768	2.73399	0	0.03507	0	6.79747	1.41242	2.55158	0.0234
Healthy	0	0.07225	0		21.84724	40.97327	0.39886	3.47228	0.02812	0	0.03613	0.07225	0	0
Healthy	0	0.01643	0		30.04784	3.13524	0	4.19116	0.02182	0	0	0.01643	3.77965	0
Healthy	5.95091	0	0		70.00135	5.02239	0	0	0.17425	0	0.30214	0	0	0
Healthy	2.51346	0.12737	0.41546		44.99102	14.88087	2.4447	0	0.04372	0	0.35555	0.12737	0	0.41546
Healthy	0.59884	0.68768	0.7662		24.68143	54.00492	0.06362	0.21299	0.05991	0.08608	0.09341	0.68768	0	0.7662
Healthy	10.98174	0	0		66.80106	2.44881	1.26907	0	0	0	0	0	0	0
Healthy	0.04778	0.10876	0.07375		30.74518	23.99764	0.30655	0	0.73357	0	0.305	0.10876	0.11895	0.07375
Healthy	8.4106	0	0.31543		20.681	30.20196	0.10662	2.48303	0.1171	3.55858	0.01904	0	0	0.31543
Healthy	0.0601	0.90455	0		67.23864	0.39643	0.70112	0	0.00555	0	0.31872	0.90455	0.02612	0
Healthy	0	0.15301	0		79.5532	1.78355	0	3.73739	0.6799	0	0.00769	0.15301	0	0
Healthy	6.50786	0.18093	0		77.46103	2.91847	0.0629	0	0.24045	0	0.14078	0.18093	0	0
Healthy	0	0	0		37.48435	39.02786	0	0	0.28696	0	4.6511	0	0	0
Healthy	0	0.47721	0		42.17307	23.17676	0.28921	4.79499	0.50514	0	0.58424	0.47721	0	0
Healthy	6.22355	0.00265	0		69.54745	5.03933	0	0	0.16316	0	0.31823	0.00265	0	0
Healthy	0.59341	1.26532	0		26.3885	1.25215	0.08323	0.4868	0.00315	0	0.76495	1.26532	0.00879	0
Healthy	10.6599	3.72011	0.03073		18.78237	18.03648	0.92251	0	0.07051	0	1.0362	3.72011	0	0.03073
Healthy	0.72202	0	0		77.19162	1.17809	0	12.5924	0.11572	0	0	0	0	0
Healthy	10.01809	0.10086	0		33.92262	20.39561	0.59304	0	0.35801	0	0.11243	0.10086	0	0
Healthy	0	0.52595	0.4396		27.41332	21.16724	13.544	5.3777	0	0	0.74184	0.52595	2.71353	0.4396
Healthy	0	0.24388	0.01483		62.32274	18.8168	0.31094	0	0.04881	0	0.00191	0.24388	0	0.01483
Healthy	0.38364	0.33413	0		68.75745	2.31412	0.02447	0.50525	0.01745	0	0	0.33413	0	0
Healthy	0	0	0.17891		36.60658	40.90293	0	0	0.05623	0	0	0	0	0.17891
Healthy	0.31315	0.11222	0.04		22.21139	21.77194	1.01397	0.04092	0.01698	0.04421	1.82278	0.11222	6.24934	0.04
Healthy	0	5.40087	0		14.04776	44.66688	4.34724	0	0	0	0.20611	5.40087	0	0
Healthy	0	0	0		79.3563	13.32349	0	0.3553	0	0	0	0	2.49667	0
Healthy	0.03055	0.00123	0		14.44243	1.74986	1.47257	0	0	0	0.01343	0.00123	0	0
Healthy	1.32711	0.0728	0.048		47.15603	5.53072	0.04056	1.24863	0.7626	0	0.15541	0.0728	0	0.048
Healthy	5.29396	0.50091	0		19.14718	16.89956	0.2876	0	0.05785	0	0	0.50091	0	0
Healthy	6.22044	0	0		67.53369	3.44613	0	0	0.1497	0	0.24047	0	0	0
Healthy	4.38533	0.05353	0		67.96798	4.95075	0	0	6.20782	0	0	0.05353	0	0
Healthy	0.41238	0	0		39.78159	27.17506	0	0.06568	0.10588	0	0	0	0	0
Healthy	0.33762	0	5.59423		17.42109	25.21606	0.54752	0.35684	0	0	1.75033	0	3.90566	5.59423
Healthy	0.20711	0.15254	0.00234		46.68828	26.36663	0.09375	0	0.35944	0	1.16204	0.15254	0	0.00234
Healthy	0.0009	0.13524	0		33.17284	6.4388	5.34141	0	0.04037	1.24695	0.28255	0.13524	0	0
Healthy	3.83576	0	0		68.79055	22.10863	0	0	0.13697	0	0	0	0	0
Healthy	0	2.96233	0		46.32513	0.0717	10.9585	0	0	0	0	2.96233	0	0
Healthy	0.01343	0.83402	0		45.38947	12.20816	0.413	0.02265	0.22996	0.12133	0.13579	0.83402	0	0
Healthy	0.45372	1.58652	0.83955		7.18264	11.69041	0.30643	4.64073	0.04855	27.2102	3.91787	1.58652	0	0.83955
Healthy	0	0	0		20.40739	26.45985	0.90366	2.12082	0	1.33131	0	0	0	0
Healthy	0	0	0		71.10958	2.552	2.53982	0	0.3207	0	0	0	0	0
Healthy	17.60929	0.62282	0.00769		44.66073	4.35537	0.01133	6.84902	0.00117	0	0.22527	0.62282	0	0.00769
Healthy	0.04647	0.95895	0		67.51672	0.27054	0.73654	0.00874	0.0305	0	0.29686	0.95895	0.03838	0
Healthy	6.82389	0.34314	0.01169		47.52177	3.32815	0.09394	0.2033	2.55923	0.11554	0	0.34314	0	0.01169
Healthy	4.49228	0.22654	0		63.18956	15.61718	0	0.0876	2.66211	0	0.01407	0.22654	0	0
Healthy	0.63096	0	0.04384		46.5268	40.73785	2.93005	0	0.41164	0	0.13997	0	0	0.04384
Healthy	0.11794	0.05125	0		83.50859	1.45792	0.64627	0	0.21041	0	0	0.05125	0	0
Healthy	4.11526	0	0		69.61899	4.62016	0.11657	0	0.21162	0	0.00254	0	0	0
Healthy	0.71811	0.25627	0.01919		35.45701	27.26339	1.63962	0.01892	1.47408	0	0.00771	0.25627	2.89743	0.01919
Healthy	0	0	0.04691		35.4642	0.06048	5.04845	0	0	0	0	0	0	0.04691
Healthy	0	0	0.07936		81.15904	0.00656	15.5594	0	0	0	0	0	0	0.07936
Healthy	2.43364	1.94707	0.00132		17.74643	24.02607	0.02114	0	1.11617	0	0	1.94707	0	0.00132
Healthy	0.09891	0	0		0.01829	0.05619	0.00218	0	0	0	0	0	0	0
Healthy	4.91797	0.42599	0.13109		22.85559	19.15217	0.47574	0	0.18138	0	0.00934	0.42599	0	0.13109
Healthy	0.19137	0.16551	0		62.06333	1.83013	0.02725	0.72345	0.00143	0	0	0.16551	0	0
Healthy	0	0.00477	0.16291		35.39595	38.12255	0	0	0.05103	0	0.00267	0.00477	0	0.16291
Healthy	0.04482	1.32098	0		35.00133	17.47388	0.13076	0.76146	0	3.13175	0.08728	1.32098	0.11406	0
Healthy	1.1389	0.73849	0.35722		24.18276	46.34175	0.24447	1.98576	0.11497	0.6898	0.03302	0.73849	0	0.35722
Healthy	0	5.47963	0		35.06354	21.60217	0	0	0	0	0.04042	5.47963	3.51275	0
Healthy	0.24271	0.15829	0		34.40887	14.85356	0.09357	0	0.08396	0	1.3466	0.15829	3.39564	0
Healthy	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	2.62815	1.50723	0		13.28972	0.36701	11.0443	43.6798	0.28826	0	0.13637	1.50723	0	0
Healthy	0.0628	1.28273	0.56078		30.94194	21.31679	1.14588	0	1.99375	0	1.56549	1.28273	9.65135	0.56078
Healthy	0.04572	0.17825	0.00189		48.29775	17.21413	0.31241	0	0.5597	0	0.03851	0.17825	0	0.00189
Healthy	2.57974	0	0		73.72796	1.84794	0.40568	0	0.00295	0	0	0	0	0
Healthy	1.2734	0.04813	0		84.11875	3.39021	0.04764	0	0	0	0.23776	0.04813	0	0
Healthy	2.61997	0.38855	0		12.37931	24.01895	0	0	0	0	0	0.38855	0	0
Healthy	0	0	0		32.95493	17.31565	0	0	0	0	0	0	0	0
Healthy	0	0.13767	0.00906		39.49502	20.02922	0.64972	1.58407	0.10462	0.18893	0.02485	0.13767	0	0.00906
Healthy	6.19504	0	0		69.04725	4.79829	0	0	0.12904	0	0.28924	0	0	0
Healthy	6.01422	0.00895	0		70.12604	1.7076	0.08873	0	0.11868	0	0.03612	0.00895	0	0
Healthy	0.01923	0.20922	0.05387		19.31718	19.92226	0.54414	2.74406	0.02577	0.7215	3.39497	0.20922	0.00157	0.05387
Healthy	0	0.09716	0		32.49242	22.99348	0.14596	0.55328	0.24195	0.45909	6.43219	0.09716	2.9922	0
Healthy	0.51913	0.17142	0		57.50504	6.21879	0	8.52608	0.33818	0	0	0.17142	0	0
Healthy	0	1.0771	0		39.89908	7.53428	0	9.31857	0.03015	7.872	0	1.0771	0.01708	0
Healthy	0	0.17923	0		52.91409	8.13205	0.01875	5.41567	0.33606	0	0	0.17923	0	0
Healthy	0.35985	0.34022	0		68.77191	2.4478	0.11128	0.5814	0.0173	0	0	0.34022	0	0
Healthy	0	0.51819	0		45.45746	27.4809	0	1.05638	0.2264	1.94601	0	0.51819	0.05531	0
Healthy	7.84332	0.0158	0		66.03093	6.43561	0.224	0	0.22153	0	0.10005	0.0158	0	0
Healthy	2.99955	0.85138	0.32366		21.1453	41.56012	0.01509	0	1.55291	0	0.03031	0.85138	0	0.32366
Healthy	6.42925	0	0		69.13208	5.1254	0	0	0.16446	0	0.31189	0	0	0
Healthy	0	0	0		86.46015	4.02058	1.55593	0	0.1169	0	0.0425	0	0	0
Healthy	2.79811	2.95649	0		21.75481	7.70197	3.84002	0	0	0	3.94497	2.95649	3.95739	0
Healthy	0.45275	0.21555	0		58.04255	6.4222	0	8.20473	0.38078	0	0	0.21555	0	0
Healthy	0	0	0		92.24673	0.60297	4.03448	0.59403	0	0	0	0	0	0
Healthy	4.60352	0.21786	0		40.35934	13.63924	0.11081	0.4233	1.79857	0	0.03112	0.21786	0	0
Healthy	1.41306	0	0		39.48581	22.09378	0.52609	0	0.02136	0.70003	9.10512	0	0	0
Healthy	0.39964	0.33115	0		68.32121	2.45867	0.0185	0.50967	0.02551	0	0	0.33115	0	0
Healthy	0	0	0		74.06347	0	0	0	0	0	0	0	0	0
Healthy	28.15239	0.19079	0		6.96398	0.39614	22.41286	0	1.31253	0	0.31352	0.19079	0	0
Healthy	0	0.06519	0		39.1985	29.63097	0	0	0.97126	0	0.07233	0.06519	0	0
Healthy	0	6.15057	0		25.10802	11.81961	0	0	0.08698	0	0.74488	6.15057	0	0
Healthy	0.03337	0.32451	0.06884		62.08988	13.98134	0.14798	0.00396	0.30189	0	0.98169	0.32451	0	0.06884
Healthy	0	2.40182	0		31.9736	1.44962	0.21398	0	0	0	0	2.40182	0	0
Healthy	0	0.04012	0		35.78505	4.21036	0.108	0	1.84972	0	0.05804	0.04012	0	0
Healthy	0.0156	0.00133	0.36256		87.21806	1.59512	0.01907	0	0.5146	0	0.00441	0.00133	0.00027	0.36256
Healthy	0.07562	0.36239	0		60.10863	8.73597	0	0	11.0407	0	0	0.36239	0	0
Healthy	0	0.02785	0.00937		36.41873	3.78413	0.2123	6.92065	0.20349	0	0.00254	0.02785	0	0.00937
Healthy	0	1.59359	0		13.7984	20.71203	0	2.29678	0.21343	0	0.03596	1.59359	0	0
Healthy	0.0215	0.63405	0.02999		23.37048	26.87558	0.27557	7.21283	0.03352	0	3.0882	0.63405	0	0.02999
Healthy	0.01628	0.02431	0		71.06037	14.54105	0.01278	0.70978	0.99013	0	0.10365	0.02431	0	0
Healthy	1.57303	0.28597	0.02826		20.0404	16.13623	0.037	2.42903	0.00375	23.0782	0.92134	0.28597	0.47297	0.02826
Healthy	0.3919	1.3176	0.07205		50.1858	12.62095	0.85217	0.16777	0.01064	0	0.21746	1.3176	0	0.07205
Healthy	0.01904	0.57225	1.2567		38.26838	13.87999	0.17409	3.27005	0.14544	5.69836	0.92797	0.57225	0	1.2567
Healthy	0	0	0		92.365	1.63972	0.119	1.90243	0.52898	0	0	0	0	0
Healthy	0.02263	0.03628	0		81.22765	1.7868	0	0	4.16845	0	0	0.03628	0	0
Healthy	0.41478	0.22143	0		65.0962	6.84793	0.16099	0	1.45614	0.19466	0.00307	0.22143	0	0
Healthy	0.0387	5.49857	0.02382		6.15386	0.01847	24.47489	0	0.74192	0	0.03603	5.49857	0	0.02382
Healthy	0	0	0		28.92219	7.45679	0	0	0	24.9923	0	0	0	0
Healthy	0	0	0		35.99257	12.32504	30.292	0	0	0	0.62781	0	0	0
Healthy	0.07425	0.89393	0.55979		24.40406	32.27764	0.17895	0.96214	7.92056	0	0.04793	0.89393	0	0.55979
Healthy	6.83929	0	0		10.84973	34.56529	0.01595	0.51042	0.24059	1.18571	0	0	0	0
Healthy	0.08461	0	0		60.62347	7.33008	0.70257	5.89208	2.32965	0	0.04609	0	0.27923	0
Healthy	0.81767	0.0057	0		0.78649	7.35516	4.94894	0	0	0	0.05809	0.0057	0	0
Healthy	0	0	0		78.72753	2.022	0	0	0	0	0	0	0	0
Healthy	0	0.3458	0		30.64575	6.23112	0	22.9272	0.02018	2.25233	0.25105	0.3458	2.558	0
Healthy	1.07244	0.16564	0.49993		41.73987	11.94091	0.43264	0	0.00711	0	0.50355	0.16564	0	0.49993
Healthy	0	0	0		88.13317	3.35742	1.47462	0	0.09478	0	0.04292	0	0	0
Healthy	0.43164	1.13505	0		3.3361	0.00662	0.70059	0	0.83565	0	0	1.13505	0	0
Healthy	8.04269	0.02958	0		64.70968	5.9392	0.25171	0	0.23073	0	0.1365	0.02958	0	0
Healthy	0	0.04571	0		77.41273	0.68411	0.07826	0	0.06109	0	0.00816	0.04571	0	0
Healthy	9.88296	0	0.15579		21.31408	28.80605	0.63334	3.03715	0.23859	2.85438	0.02896	0	0	0.15579
Healthy	0.00062	0.43843	0.05571		53.36596	26.02646	0.02753	0.27013	1.35498	0	2.2886	0.43843	0	0.05571
Healthy	1.82466	0.03721	0.00341		2.09168	24.0137	0.45677	0	0.10435	0	0.07824	0.03721	0	0.00341
Healthy	0.38749	0.34668	0		69.39796	2.33601	0.06372	0.60698	0.02743	0	0	0.34668	0	0
Healthy	0	0.28187	0		64.27322	14.8267	0	0	0.17379	0	0.0753	0.28187	0	0
Healthy	0	0.60245	0		48.43001	22.72137	0	1.10837	4.75661	0.72763	0	0.60245	0.04483	0
Healthy	1.40372	1.55057	0.05038		34.22241	25.14503	6.90621	0.00206	0.25442	0	0.05405	1.55057	0	0.05038
Healthy	3.13238	0.18146	0.01285		55.54094	11.79183	2.75317	0.16075	0	0	0.00332	0.18146	0	0.01285
Healthy	0.52754	0.15775	0		61.65429	19.72482	0.04937	0.02062	0	0	1.6581	0.15775	0	0
Healthy	0	0.9778	0.07675		65.64788	12.11464	0.06229	0	0.00502	0	0.01471	0.9778	0	0.07675
Healthy	2.2472	0.51167	0		19.28264	25.64631	1.47699	0	0	0	0	0.51167	0	0
Healthy	0.19816	1.52358	0.06165		64.5609	17.90412	0.01333	0	1.57294	0	0.0406	1.52358	0	0.06165
Healthy	17.3349	0.12359	0		24.24937	14.10303	0	1.5579	0	3.75888	0	0.12359	0	0
Healthy	0	0.3354	0		4.78083	0.03642	0	0	0.16342	0	0	0.3354	0	0
Healthy	0	0.89723	0		58.12382	26.0786	0.27309	0	0.03203	0	0	0.89723	0	0
Healthy	1.86002	0.19184	0.43526		32.85371	11.72818	2.51131	8.81852	0.00358	0	0.73276	0.19184	0	0.43526
Healthy	6.32995	0	0		68.16366	4.95707	0	0	0.16686	0	0.34117	0	0	0
Healthy	0	0.02065	0		58.90129	9.54705	0.44807	0	0	0	0.48854	0.02065	0	0
Healthy	1.18345	0.33962	0.09038		42.58631	20.13267	1.2907	4.41413	0.07255	0	0.02894	0.33962	0	0.09038
Healthy	0	0.12982	0.24074		21.49334	28.34788	7.15318	0.62741	0.12053	0	0.23633	0.12982	0.28531	0.24074
Healthy	0.03009	0.19757	0		0.03129	0.00446	39.67253	0	0	0	0.14843	0.19757	0	0
Healthy	1.14664	0	0		88.19624	0.09032	0.36254	0	0.04704	0	0	0	0	0
Healthy	2.69129	1.38317	0		13.27934	0.40567	9.66942	43.6515	0.30699	0	0.13699	1.38317	0	0
Healthy	0	0	14.9991		13.13673	0	0	0	0	0	7.28847	0	0	14.9991
Healthy	0	0.57097	0		70.07902	4.03226	0.02473	0	3.10885	0.02974	0.17543	0.57097	0	0
Healthy	0	0.10029	0		59.69502	16.81104	0.05876	0	0	0	0.00346	0.10029	0	0
Healthy	0.01971	0.00301	0		40.48576	2.5623	0.20747	0	0	0	0	0.00301	0	0
Healthy	0.3249	0	0		40.69063	24.93952	0	0.11208	0.03153	0	0	0	0	0
Healthy	3.35313	0	0		40.68938	35.25032	1.38955	6.26075	0	0	0	0	0	0
Healthy	0	0.186	0		60.29276	1.88609	0.07754	4.73887	0.27969	0.22575	0	0.186	0	0
Healthy	6.93107	0.36848	0.01026		48.26803	3.65	0.08386	0.21161	2.91089	0.1768	0	0.36848	0	0.01026
Healthy	2.01558	1.4129	0.00327		9.86283	22.93413	1.94588	0	0.07378	1.52347	4.08755	1.4129	0	0.00327
Healthy	0	0.05482	0		63.58903	23.04613	0	0	3.04508	0	0.069	0.05482	0	0
Healthy	0	0.00088	0.0168		64.88079	10.04103	0	0.4425	0.00364	3.94462	0.62474	0.00088	0	0.0168
Healthy	0	0	0.02506		67.28859	10.58634	3.20604	0	0.02887	0	0.29624	0	0	0.02506
Healthy	0	0	0		43.37371	6.96094	0	4.52563	1.55969	2.01869	0.05801	0	0.97535	0
Healthy	0	0	0		36.02107	9.20169	0	6.82668	12.40094	1.14621	0	0	0.80034	0
Healthy	0	5.08039	0		1.93236	20.77112	0	0	0	33.9196	4.53954	5.08039	1.13551	0
Healthy	6.2162	0.16436	0.35388		34.03976	25.10955	1.13337	0	0.05408	0	0.37449	0.16436	0	0.35388
Healthy	0.79565	0.04421	0.05757		21.74088	33.55658	0.04623	0	0.07397	0	0.04961	0.04421	0	0.05757
Healthy	0	0	0		92.29603	0.65116	4.73614	0.60661	0	0	0	0	0	0
Healthy	1.37441	5.92399	0		20.81488	8.95794	8.5724	1.60876	0.04847	0	0	5.92399	0	0
Healthy	0.00733	0.26987	0		63.42071	14.80379	0	0	0.21284	0	0.06224	0.26987	0	0
D011236	6.72849	0.19803	1.43189		32.98507	10.33597	0	0.00136	0.11769	0	5.06346	0.19803	0	1.43189
Healthy	1.61571	0.14199	0.37624		42.96631	26.45107	0.09635	0	0.05708	0	0.49265	0.14199	0	0.37624
Healthy	1.59026	0.03397	0.3582		50.37125	21.68731	0.46362	0	0.02839	0	0.3548	0.03397	0	0.3582
Healthy	1.95849	0.43842	0.06125		77.58969	3.7647	0.27678	0	0.00106	0	0.29811	0.43842	0.40857	0.06125
Healthy	0.10628	0.83312	0		54.08505	0.00145	2.32697	0	0.08921	0	0.07309	0.83312	0	0
Healthy	0	0.71866	0		59.9376	15.89459	0	0.99286	0	0	0	0.71866	0	0
Healthy	0.88216	0	0		43.99451	8.3008	0	0	1.95264	0	0	0	0	0
Healthy	8.77001	0.29713	0		66.58231	1.51487	12.0777	0	0.1665	0	0	0.29713	0	0
Healthy	5.15414	0	0		11.37453	56.56074	0	0.12715	0	2.31774	0	0	0	0
Healthy	0	0.14119	0		45.65244	22.84931	0.42364	0	0	0	4.56729	0.14119	0.01652	0
Healthy	0	7.33114	0		4.69747	28.68475	0	0.12461	0.03762	0	9.92041	7.33114	0.17115	0
Healthy	0	0.15925	0		60.11791	1.95334	0.07601	4.48843	0.12163	0.22399	0	0.15925	0	0
Healthy	8.33826	0.21648	0		67.49187	1.64144	11.6176	0	0.22227	0	0	0.21648	0	0
Healthy	1.25216	0.04734	0		67.63196	1.02829	0.80538	0	0	0	0.00107	0.04734	0	0
Healthy	2.84278	0	0		70.17776	5.54199	0.16232	0.14576	0.30133	0.07584	0	0	0	0
Healthy	1.06924	0.1778	0.06931		33.84269	16.23635	1.89298	0	0	2.19226	0	0.1778	0	0.06931
Healthy	11.06734	0	0		67.15064	2.34908	0.96304	0	0	0	0	0	0	0
Healthy	4.20179	0.05029	0		67.94477	4.66031	0	0	6.29351	0	0	0.05029	0	0
Healthy	0.00283	0	0		0.60162	0.5455	9.84888	0	10.83112	1.21267	0.04003	0	0	0
Healthy	0.02117	1.17245	0		42.29055	23.75306	0.01874	0.04075	3.65107	0	0	1.17245	0	0
Healthy	11.11832	0	0		66.57364	2.49525	0.91601	0	0	0	0	0	0	0
Healthy	0.36923	0.25172	0		64.0291	6.58671	0.14586	0	1.49304	0.17934	0	0.25172	0	0
Healthy	0.02503	0	0		27.92004	32.91736	0	2.7012	0	2.85895	6.09692	0	1.86286	0
Healthy	0.05027	0	0		40.70462	28.87358	2.26048	0.71458	5.9881	0	0.0494	0	0.83564	0
Healthy	3.6179	0.00675	0		87.34147	0.56973	0.04368	0.92836	0	0	0	0.00675	0	0
Healthy	2.65064	0	0		74.65231	1.86091	0.45666	0	0.00604	0	0	0	0	0
Healthy	2.77596	0	0		74.32335	1.75312	0.41597	0	0.01195	0	0	0	0	0
Healthy	0	0	0		81.44009	3.2349	0	0	0.35876	0	0	0	0	0
Healthy	0	1.6717	0		1.90822	67.06575	3.71815	0.25093	0	0.03388	9.87531	1.6717	0.1214	0
Healthy	0	0	0		8.15611	55.66463	0	2.3946	0	0.23581	0	0	0	0
Healthy	1.51617	0	0		3.18355	0	0	0	0	0	0	0	0	0
Healthy	0.09368	0.23896	0		7.35224	30.85458	0.01582	0	0.01351	0.39922	4.56544	0.23896	0.54215	0
Healthy	0	7.42975	0.79233		6.09896	31.23069	0.14521	0	0	9.40243	7.97438	7.42975	0.75493	0.79233
Healthy	0.12695	0.04489	0		84.36824	1.53211	0.55826	0	0.20327	0	0	0.04489	0	0
Healthy	1.82641	1.59069	0.5132		19.30946	27.63514	0.97808	0.00518	0.15623	0.88633	5.29964	1.59069	0.5717	0.5132
Healthy	0	3.06232	0.05254		3.71972	31.52571	0.02541	0.09002	0.07894	0.06908	13.24307	3.06232	0.20135	0.05254
Healthy	0.01174	2.74407	0.00362		32.12247	4.53577	0.1608	0.13121	0.11535	0	0.11382	2.74407	11.1724	0.00362
