c	Bacteroidia	Actinomycetia	Gammaproteobacteria	Coriobacteriia	Verrucomicrobiae	Methanobacteria
Healthy	1.63732748922239	-5	-0.945885099489414	-0.935317433771488	-5	-5
Healthy	1.75295206948262	-0.361390954192885	-0.534498180058329	-0.243356285962926	-5	-5
Healthy	1.71731485160876	0.122301089961987	-0.222551427179631	-0.829591588274682	0.0238900543559375	-5
Healthy	1.78570949869202	-1.77211329538633	-0.930516906065389	-1.86138156610051	-1.96899571863646	-5
Healthy	1.84856983556758	0.637994778390935	-0.41002807048314	-2.64397414280688	-0.830707725120064	-1.26833066817136
Healthy	1.92204983052155	-1.20802879897923	0.185063118628386	-0.873414072045662	-0.0782823188484275	-5
Healthy	1.57222816092954	-1.66534523311676	0.449094075274832	-0.531327808853853	-3.14266750356873	-5
Healthy	1.31736058768831	-5	-1.31202537996544	-5	-5	-5
Healthy	1.69391056216295	-0.471443219398817	-0.265152184721705	-0.569199575375819	-5	-5
Healthy	0.862428959956688	0.100821838946951	-1.33320131633383	-0.758602958350354	-5	0.577774343999618
Healthy	0.558182780051332	1.32709541653146	-5	-5	-5	-5
Healthy	1.81917871144198	-0.833658708016502	-0.939906816175532	-0.613073193204431	1.02199551080134	-5
Healthy	1.88965420652834	-5	-5	-0.199152378124986	-5	-1.01282549891246
Healthy	1.35740003085252	1.55509928748709	0.592966876255435	-0.363903445843243	-5	-5
Healthy	1.01821768096015	-1.35961795529043	-0.379947270905605	0.39167242839155	0.81419430479598	-5
Healthy	1.64695609540824	-0.601140261595739	0.459898869322942	-0.729344451047015	-2.15490195998574	0.260731872147808
Healthy	1.70267966728539	-5	-0.529648320654182	-0.475292388205987	-5	-5
Healthy	1.76331049352414	-5	-0.0902675076251021	-5	-5	-5
Healthy	1.27892180034509	-0.572156994294466	-0.169789980446389	0.575643845661616	-5	0.485932845201798
Healthy	-5	-5	0.624558470873253	-1.40837896178668	-5	-5
Healthy	1.34369035064213	-0.644491011975566	0.414679264466649	-0.871213141357402	-5	-5
Healthy	1.65574909221612	0.0824586292715335	-0.444603223193737	-0.146478218173163	-0.878112014896319	-5
Healthy	1.25929923269997	0.211318145691329	0.433228828459711	0.356274500903909	-5	-5
Healthy	1.80432102081899	-0.358664727273591	-1.09946901754724	-0.92786043676026	-5	-5
Healthy	1.49356427633227	1.54657535771273	-0.98175733254209	0.0330657171185611	-1.48043449911949	-5
Healthy	1.33045943275192	0.743686895664305	-0.496658819638013	0.636777663647943	-5	-5
Healthy	1.12349589629023	-1.98674133471648	1.02127904398954	0.130005510862396	1.64334813711979	-5
Healthy	1.81791352489197	-0.873414072045662	-1.01963297381522	-0.547186591322146	1.01745114670004	-5
Healthy	1.66387781019517	0.386456158235409	0.410654095544502	-0.0788599869822159	-0.996582554797806	-5
Healthy	1.84899289555575	-0.557786847277181	-0.748994826506365	-2.63078414258986	-5	-5
Healthy	1.6475331865481	0.72775265980976	-0.55695617135166	-0.149390519078651	0.850736882398385	-5
Healthy	1.56000304445673	-0.700035331375845	-1.64936439174105	-1.22577509513108	-5	-1.60800692774029
Healthy	1.25952794138506	0.773395111234869	-5	0.233549419743861	-5	-5
Healthy	1.62839833114676	-5	-5	-5	-5	-5
Healthy	1.80403694856363	-0.0318206967250459	-0.759026648159996	-0.62845190731615	-5	-5
Healthy	1.96760834270013	-5	0.631860613368897	-5	-0.259479413946335	-5
Healthy	1.69670438392489	-0.209510758477563	0.408553697586891	-0.890455199121653	-0.410754324947494	-5
Healthy	1.71218039327238	-1.94195376960472	0.411840163863845	-5	-5	-5
Healthy	1.85173953724011	-5	0.387935910763123	-5	-5	-5
Healthy	1.42350882927382	1.0392010841612	-5	-5	-5	-5
Healthy	1.15158158231486	-0.27049503818861	-0.138346129786089	-0.777309535288659	-1.02807505081581	-0.731024418902193
Healthy	1.76379227371666	-0.302273857453656	-0.267831488311101	-0.596862313373619	0.940097926231087	-5
Healthy	1.34524587426771	-0.390426932551334	0.236373488494027	0.187811093428112	-5	-0.951092298516229
Healthy	-0.446736102130203	1.41013957536425	-5	0.119206384805907	-5	-5
Healthy	1.90515172992153	-5	-5	-5	-5	-5
Healthy	1.30818415943938	-0.71092412110178	-3.24412514432751	0.567358139248078	1.27927923620624	-5
Healthy	1.46048845128655	0.856310098713071	1.74098454857805	-2.58335949266172	-3.39794000867204	-5
Healthy	1.58838141538367	1.02448197330695	-0.241648360659185	-0.105949913325857	1.07807637190583	-5
Healthy	1.47030565369035	-0.229648819820771	-0.00818049869410116	-0.375810756140244	0.449879338623202	-0.683463552596444
Healthy	1.52154105801303	-5	1.54484981487026	-2.36251027048749	-5	-5
Healthy	1.62193708491111	-0.876344325561878	0.867749658122785	-5	-0.308193814529736	0.388704955700738
Healthy	1.8422493624299	-0.125332675551212	0.476666455108599	-0.191964671555741	-5	-2.08301995267962
Healthy	1.45822828621146	-5	-0.906333217772097	-5	-5	-0.672252928747544
Healthy	1.81760403789488	-0.733980091146502	0.0628902051108873	-5	-5	-5
Healthy	0.889549319851817	-3.09151498112135	-1.28449805470672	-0.32176395860447	-5	-5
Healthy	1.40084905039548	0.445336383611427	1.52283713787594	0.0459758857632826	-3.48148606012211	-5
Healthy	1.8803962977303	0.0832624731640772	-0.128129464579834	-0.788318923700861	0.584892955610718	-5
Healthy	1.44655083564052	0.309698286707962	0.0640234774529008	-0.226945306635737	-0.100491382651709	-5
Healthy	1.82018917291727	-0.921361961630327	-0.926831737734898	-0.652026339721962	1.01623542582996	-5
Healthy	1.40671301227427	0.0150410440855053	0.363041946961852	0.0167743557683439	-5	-0.0978066703730758
Healthy	1.25929732031192	-5	-5	0.254809010414806	-5	-5
Healthy	1.89530517121279	-0.918760739088303	-0.785076715105102	-1.44745345204434	-5	-5
Healthy	1.81245075376518	-5	0.0307534989344725	-0.91388942619868	-5	-5
Healthy	1.59146586560344	0.845592234018708	1.17143946128151	-0.184820869860581	-0.458782819002195	-1.12389767862221
Healthy	1.94824376338362	-5	-0.295652121429059	-0.880117542015017	-5	-5
Healthy	1.902603793708	-5	0.474740598479892	-5	-5	-5
Healthy	1.80714744013724	-0.244010871341215	0.184029550144605	-0.739427791876507	-5	-0.75340295089363
Healthy	1.58393825894487	-1.92811799269387	0.734362115377894	-1.22687207596667	0.163373101574077	0.488614163981458
Healthy	1.90763543760992	0.0282580248289713	-0.151023091657112	-0.947652400775336	0.553035447175104	-5
Healthy	1.40001116347393	0.196863987186564	-0.049839682214073	-0.528869712156724	-0.15568439445564	-5
Healthy	1.7468348775601	-5	-1.07899019850297	-1.42181939037222	-1.90763030037088	0.279443352577086
Healthy	1.43602485997618	1.46381224150908	0.514394992263783	0.00158228893511219	0.101217626747548	-0.367390883139056
Healthy	1.89328788413065	-5	-5	-5	-5	-5
Healthy	1.81086762923236	0.0485156040340487	0.308030554266106	-0.37333121254548	-5	-5
Healthy	1.90097133349062	-5	0.448853120627996	-5	-5	-5
Healthy	1.67173058524069	-1.24519314464558	-0.451107165863582	-5	-0.167740239407366	-0.742177483965524
Healthy	1.52251334995078	-0.295429124810496	0.180561672034769	-0.555018887912055	-5	-5
Healthy	1.84248723314806	-0.939528807202321	-1.20474581741912	-0.827192811630913	-5	-1.54106013810967
Healthy	1.89035561818262	-1.01700554534134	-0.940058111938045	-1.28266241727614	-5	-5
D013167	1.80710139658674	-0.503360900819253	-0.772524656517629	-0.821857930162256	-5	-5
Healthy	1.79020259096065	-2.30189945437661	-0.407689975744221	-5	-0.180581106626522	-5
Healthy	1.75068639596413	1.08420223045863	-0.85390298646413	0.209077819246674	-5	-0.709275519980777
Healthy	1.73645698054468	-0.686491325953927	-0.470377181866557	-1.09033701484598	-5	-5
Healthy	1.63656221152152	-5	-0.926025180133341	-1.18197215814074	-5	-5
Healthy	1.86071421216417	-5	0.421390017067081	-5	-5	-5
Healthy	1.35594032910961	0.533834313810089	-5	-5	-5	-5
Healthy	1.28344913507257	-5	-0.0220021900412603	0.349681515137003	-5	0.0203820023100244
Healthy	1.78701036043699	-5	0.71531126204077	-0.791236267338363	-5	-5
Healthy	1.78904336346585	-5	0.725062622575211	-0.707478115425859	-5	-5
Healthy	1.78698851626489	-1.74448628718047	0.901621219386529	-1.62543493927723	-0.100759673533282	-5
Healthy	1.78024643641179	-0.131661262040936	0.493807855234094	-5	0.775691984328376	-5
D013167	1.75920596301415	-0.0689542434362401	-0.91894087699868	-0.721040729315782	-5	-5
Healthy	1.78464916825017	-0.264584756281166	0.434639151871673	-2.03338901331807	-1.24756739073853	-5
Healthy	1.59105948454855	-5	0.485428959845251	-5	-5	-5
Healthy	1.20512583727329	-5	-0.723814025929329	0.0849228603025243	-5	-5
Healthy	1.86313571622313	-5	-5	-5	-5	-5
Healthy	1.79995502038762	-2.31247103878537	0.71119625733534	-0.87445367632881	-5	-5
Healthy	1.93699953868876	-0.666371387481309	0.270487844301513	-5	-5	-5
Healthy	1.79562541141711	-0.568330728686255	-2.44009337496389	-0.675450052297445	-0.158778223973396	-5
Healthy	1.70525998257671	0.178991327667069	-0.826318510271541	-0.8837908741966	1.09168137522985	-5
Healthy	1.8137514040382	-5	1.05315530296188	-5	0.709290318052555	-0.264249443050053
Healthy	1.65819280795176	0.0327959877382654	-0.296313206970355	-0.11595836882574	-0.837256416764585	-5
Healthy	1.58462144870961	-5	-0.774716569905557	-5	-5	-5
Healthy	1.75917269340802	-5	0.809585300223161	-5	0.224064071833704	-0.603992552294838
Healthy	1.41344243740169	-5	-5	-5	-5	-5
Healthy	1.78339441350103	0.576207700571901	-0.500051869424349	-5	-0.0564856989189822	-0.0241731402651672
Healthy	1.59828842602444	0.593200750796251	-0.0644222048359064	-0.153057030617722	-5	-5
Healthy	1.83322720348008	-0.810818602819263	-0.110082316563794	-5	-5	-5
Healthy	1.71027217662072	-1.0706832732465	-0.633091651478627	-0.784415305818385	-3.48148606012211	-5
Healthy	1.78661799092698	-5	-1.47521455067878	-5	-5	-5
Healthy	1.4180109463338	0.192461514933312	0.330275751303548	-0.311963024208862	0.263122184828126	-5
Healthy	1.78004577521362	-0.0753744504618983	0.493729835674895	-5	0.765426384839824	-5
Healthy	1.77946769879883	-0.044504670815873	0.381573511428956	-0.219437881042936	-5	-5
Healthy	1.06194266859472	-5	-5	-5	-5	-0.191222045296204
Healthy	1.63071744373332	-0.630209175969224	-0.41054190953502	-2.26760624017703	-5	-5
Healthy	1.87396969779597	-0.673951032053259	-0.966616458826881	0.484658518107889	-5	-5
Healthy	1.13305580649568	-1.67468962828894	1.02447088994175	0.176068096065628	1.63821371704129	-5
Healthy	1.85360793726677	-0.231754198668122	0.465747089582431	-1.39512622944736	-1.45967052520913	-5
Healthy	1.44728752485348	-1.0764969330579	-0.654371453543694	-0.91750186149422	-5	-5
Healthy	1.64525598723438	0.612124499940247	-0.17532757261464	-0.852138251512761	-5	-5
Healthy	1.51982996187314	0.23145684686103	-0.105351696206483	-0.563551099308166	-0.197267312345918	-0.163429052339501
Healthy	1.93359989623458	0.09191304667608	-0.18894807088368	-1.10980261378997	-1.39902710431325	-5
Healthy	1.53024017922384	0.240282099986837	-0.319356328457753	-0.70898654603462	-5	-5
Healthy	1.84831094876434	-5	-0.0792351019025129	-0.974571238592759	-1.32275815405335	-5
D013167	1.73016049906687	-0.248105311956253	0.26470451401679	-5	-5	-5
Healthy	1.79890403654049	-0.924562538414387	0.349205624890484	-1.38689848303309	-0.0495231782974773	-5
Healthy	1.52028251858544	-5	-1.42250820016277	-5	-2.08144546944973	-0.185532648252216
Healthy	1.64257777817935	-5	0.625943879895748	-2.53610701101409	-5	-5
Healthy	1.8395273190905	-0.896504155890234	-1.06454311928839	-0.89925047431014	-5	-1.85016530328421
Healthy	1.34745823525243	-0.840102098965903	0.279872181802656	-0.608376922453023	1.01276174366827	-0.236220220664651
Healthy	1.12424950751656	-0.517598110544707	-0.388861099604354	0.0829719691745995	-5	0.516117404014169
Healthy	1.83239323446241	-0.715298621475822	0.779484656852121	-1.60032627851896	-5	-5
Healthy	1.74767083118137	1.09037657692384	-0.519317693674513	0.241845204314783	-5	-0.691286223360996
D013167	1.848413906304	-0.225337077462178	-0.532465886150408	-0.749848464883388	-5	-5
Healthy	1.6997597018861	-0.616453908275526	0.216498426045241	-0.416778548060462	-1.42101715729721	-1.1087971727397
Healthy	0.989984347155344	-2.14266750356873	-1.12314735239866	0.323250037010103	-5	-1.45087407324189
Healthy	1.69762325578217	0.207017354983476	-0.637781499673948	-0.839711586868712	1.09247185389862	-5
Healthy	1.93269608074609	-0.582129901923355	0.469963322716831	-5	-5	-5
Healthy	1.44215431825314	1.1319174998113	0.175192788386603	0.0939677122427931	-2.55595520408192	-5
Healthy	1.44769978587616	-5	-1.21275211966805	-5	-0.152723551724369	-5
Healthy	0.992245470404764	1.06342043433584	-5	0.25605834925405	0.0925346791269115	-5
Healthy	1.62850305786177	-0.0290165632744154	-1.47391930819797	-1.72978714510376	-5	-5
Healthy	1.89328244254808	-5	-5	-0.233215484502141	-5	-1.03461012978488
Healthy	1.51167431480752	-5	0.493842680869723	-5	-5	0.815216349987667
Healthy	1.38690239553102	-0.129900558737797	-0.156007715296637	-1.29456395341475	-0.975637495646718	-5
Healthy	1.4021019112055	0.122530422981802	0.501999443521579	-0.968874424268435	-5	-5
Healthy	1.88732568509417	-0.456751684088406	-0.547937422579577	-0.628802792677705	-5	-5
Healthy	1.46192001102786	0.394122332740608	-0.0410158810572654	-1.73683753503778	-0.936216439402645	0.828015709534763
Healthy	1.83212324129133	-0.461262933824195	-0.807126028457478	-5	-5	-5
Healthy	0.839399477589831	-5	-5	-5	-5	-5
Healthy	1.95979455001318	-0.495325291230117	-0.00137018679696171	-5	-5	-5
D013167	1.75070366775209	0.817694911453203	0.336893811327848	-0.68037351584436	-5	-5
Healthy	1.80810748638921	-0.218309235944093	0.213783299335304	-0.639311937969322	-5	-0.688776089567544
Healthy	1.53392005922317	1.44570241432509	0.134476737534991	-0.540441667545867	-0.661922184979134	-5
Healthy	1.51337104143792	-0.107488007097764	-2.52578373592374	-0.354538429761157	-5	-5
Healthy	1.84112379863689	-0.922632094715843	-0.917286419828668	-0.793605935569126	-5	-1.75080164260889
Healthy	1.46482624102165	-0.923359556329658	-1.73541827076192	-0.345861978187868	1.3596820298023	0.293260875908029
Healthy	1.47934881916713	-1.12441789567211	0.91410504981628	-1.03597620715997	-5	-5
Healthy	1.68565316931533	-5	-0.32652751393593	-5	-0.497436330892637	0.528260908991754
Healthy	1.76611141354806	-0.44073991388689	-0.484232094691555	-0.863120960124483	0.933394142447361	-5
Healthy	1.83859624517168	-0.597154218344275	-0.611667852142784	-5	-5	-5
Healthy	1.92571581828593	0.031432703267206	-0.138716560793675	-0.290484121553302	-5	-5
Healthy	1.12388886461312	0.71745746342628	0.152795744228193	0.105186472189279	-1.13029902632612	-5
Healthy	1.49240722410362	-0.817670959383294	-1.32376378323669	-0.57436797644268	-1.3108688027655	-5
Healthy	1.65175857405642	-0.181991968284596	-0.50619353784942	-1.14496568332412	-5	-5
Healthy	1.81873895555548	-0.321836849737658	0.615774405540379	-5	-5	-5
Healthy	1.7496754173402	-0.415759263075635	1.19040510174362	-1.22701854965504	-5	-5
Healthy	1.4171748100161	0.966653663632349	0.30496204994215	0.364648536507682	1.0436494855356	1.52860062963061
Healthy	1.43424274139237	-5	-1.48492132492408	-5	-5	-0.530560920816393
Healthy	1.31756068239971	0.387265215784175	-0.215247234325595	-0.558729156579501	0.370433514082412	1.32405825208445
D013167	1.52607150918315	0.794738930862503	0.582202042146811	0.0418977522096581	-1.23709647150094	-5
Healthy	1.61376996185642	0.409735364482449	-0.607285464323705	-0.859774874733552	1.2210857191749	-5
Healthy	1.68212295478174	-0.452286813768297	-0.0874591172093625	-1.61762269653189	-0.142124974476437	-5
Healthy	1.83496307400649	-0.648880390262328	0.761866221337698	-1.3082114755973	-5	-5
Healthy	1.17286436316283	0.151133789808104	-0.834458923277627	-0.988683356633128	-5	-0.0642761447734687
D013167	1.06374681162485	0.647286123385341	0.826567803520837	-0.651383647261668	-5	-5
Healthy	1.73702883666313	-1.61207653302656	0.120211868257074	-0.175412119479715	0.839532723555908	-5
Healthy	1.60461339629586	-0.152162156740792	0.886993538765038	0.27918539494919	-2.61439372640169	-5
Healthy	1.34406161240005	-5	-5	-5	-5	-5
Healthy	1.86739965719606	-5	-5	-1.07582412969808	-0.133175295571966	-5
Healthy	1.75332140766362	-5	-5	-5	-5	-5
Healthy	1.81981041845706	-1.24802842526367	-0.0288587291620607	-5	-0.399637068573496	-5
Healthy	1.92362077923589	0.546896617258921	-1.06203099704855	-5	-1.10618277603254	-0.191863329532638
Healthy	1.23208313301804	1.32129761310419	1.33742032279846	-0.322593818020057	0.350684032686936	-0.796749476056704
Healthy	0.932999064948841	1.13911399163532	-1.98927613460823	-0.0418471949363721	0.890847278901384	0.102889715529244
Healthy	1.80754152214339	-0.0133133420575451	-0.753378337304012	-0.647528048701048	-5	-5
Healthy	1.80527808068277	-5	0.493151217795686	-1.30909544594503	-5	-5
Healthy	1.68187475455202	0.195298970297093	0.561010697311624	-0.797021539262935	-0.401187614972761	-5
Healthy	1.73424513018294	0.0856722470326413	0.298197867109815	-0.387258515540594	-1.12211057462852	-1.65757731917779
Healthy	1.84667550724037	0.532080126303614	-0.116389661320575	0.0956365334798654	-0.418812930904102	-5
Healthy	1.65432490850471	0.0657775854452589	-0.401373615358346	-0.138453641726706	-0.787892334452341	-5
Healthy	0.952624405874026	-5	-5	-5	-5	-5
Healthy	1.29087943842079	0.556209600067534	0.0967536388455329	-1.7026772857947	0.63428879987915	-5
Healthy	1.58894353083727	-1.61600521055827	-1.85418228550817	-5	-0.951364011567352	-5
Healthy	1.73979663245331	-5	-0.15793396806739	-5	0.444556898873777	-5
Healthy	-0.0946143304531225	0.62039946788876	1.03878661622049	-0.50276617571487	-0.268427349935321	-5
Healthy	1.81232913845757	-5	0.068434489114242	-0.808185828001658	-5	-5
Healthy	1.04690078461455	0.311259967573901	-5	0.646732998537202	-5	-5
Healthy	1.24243159853042	-5	-0.708919887036473	-5	-5	-0.766902312135297
Healthy	1.62995121181597	1.02506201831384	1.5447992766518	0.289185236715248	-5	-5
Healthy	1.8445753934764	-0.583442698808521	-0.686976889676762	-5	-5	-5
Healthy	1.7541370245132	-0.613091011510458	-1.0588862729629	-1.07753405470159	-5	-5
Healthy	1.60189177821748	-5	-0.464832514885056	-5	-5	-5
Healthy	1.7178105861371	-0.800793520838342	-0.204878053462417	-0.746977166388663	0.739798530024035	-5
Healthy	0.123521713101379	1.36764100793147	1.29530644506905	-5	-5	-5
Healthy	1.8318208414387	-5	-1.17678668671733	-0.544211385181842	-0.264632679312285	-5
