group	Lachnospirales	Oscillospirales	Actinomycetales	Coriobacteriales	Verrucomicrobiales	Acidaminococcales	Erysipelotrichales		Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales
Healthy	0.65658	1.08933	0.01614	0	0	0	0		80.64045	0.65658	1.08933	0.01614	0	0.16545	0	0	0	0
Healthy	0.3762	5.95025	0.01961	1.47832	44.3916	0	0.13414		13.55565	0.3762	5.95025	0.01961	44.3916	0.2551	0	0.13414	1.47832	0
Healthy	22.62267	20.26847	0.79267	0.08092	12.5439	0	0.05917		26.91606	22.62267	20.26847	0.79267	12.5439	2.0776	0.00886	0.05917	0.08092	0
Healthy	16.62348	4.60052	22.9132	7.05585	0	0	0.11123		30.46926	16.62348	4.60052	22.9132	0	1.3721	0	0.11123	7.05585	0
Healthy	6.25322	0	0.12441	0.08225	0	0	0		13.19024	6.25322	0	0.12441	0	0	0	0	0.08225	0
Healthy	27.47749	14.91169	3.15295	0.02042	0	0	0.01117		20.1959	27.47749	14.91169	3.15295	0	0	0	0.01117	0.02042	0
Healthy	20.47828	15.9485	19.28914	0.8544	0.87286	0	0		22.26482	20.47828	15.9485	19.28914	0.87286	1.36827	1.43462	0	0.8544	0
Healthy	18.49618	13.26304	0.43414	0.02224	0	0.00334	0		64.07224	18.49618	13.26304	0.43414	0	0.00643	0	0	0.02224	0.00334
Healthy	15.68105	14.69804	1.6969	0.49107	0	1.28594	0.09703		13.76706	15.68105	14.69804	1.6969	0	0.11785	0	0.09703	0.49107	1.28594
D009765	52.57385	21.66952	3.06136	4.50215	0.13404	0.01424	0.708		3.67273	52.57385	21.66952	3.06136	0.13404	0.02533	0.01585	0.708	4.50215	0.01424
Healthy	20.14283	6.30704	0.95593	0	0.02587	3.26728	0.02499		46.47794	20.14283	6.30704	0.95593	0.02587	6.04808	0	0.02499	0	3.26728
Healthy	23.05958	4.08791	0.19998	0.23581	1.81914	0.05093	0		45.03545	23.05958	4.08791	0.19998	1.81914	0	9.02686	0	0.23581	0.05093
Healthy	2.98726	6.22643	0.60994	0	0	0	0		81.27551	2.98726	6.22643	0.60994	0	0.32864	0	0	0	0
Healthy	0.39047	5.92353	0.02198	1.50031	43.4397	0	0.16516		13.21373	0.39047	5.92353	0.02198	43.4397	0.30473	0	0.16516	1.50031	0
Healthy	18.56895	8.90022	0	0	1.87694	0	0		53.02912	18.56895	8.90022	0	1.87694	0.00578	0	0	0	0
Healthy	37.12354	25.82853	8.90313	0.61498	0	0	0.00841		12.07781	37.12354	25.82853	8.90313	0	0.06759	0	0.00841	0.61498	0
D009765	20.69326	0	0	0	0	0	0.71197		64.63115	20.69326	0	0	0	0	0	0.71197	0	0
Healthy	37.98924	1.86077	0.72384	2.38139	0	0	1.28214		29.81266	37.98924	1.86077	0.72384	0	0.04694	0.67796	1.28214	2.38139	0
Healthy	1.82519	5.03267	0.33531	0.24101	0	0	0.09797		76.63304	1.82519	5.03267	0.33531	0	0.02805	0	0.09797	0.24101	0
Healthy	13.89714	9.96034	23.65549	0.1148	0	0	0.59342		45.48252	13.89714	9.96034	23.65549	0	0.00403	0	0.59342	0.1148	0
Healthy	2.50994	8.2556	0	0.36374	0.63345	0	0		66.78557	2.50994	8.2556	0	0.63345	0.01246	0	0	0.36374	0
Healthy	10.4235	15.86965	0	0.25051	0	3.56166	0.02068		63.94943	10.4235	15.86965	0	0	0.31437	0	0.02068	0.25051	3.56166
Healthy	4.1556	0	20.8616	0	0	0	0		30.0198	4.1556	0	20.8616	0	0	0	0	0	0
Healthy	10.17214	0.09952	0	0.13008	0	0	0.24703		61.69048	10.17214	0.09952	0	0	0	0	0.24703	0.13008	0
Healthy	52.67782	11.63338	2.32162	0.31976	0	10.40661	0.96226		5.40398	52.67782	11.63338	2.32162	0	0.09599	3.42295	0.96226	0.31976	10.40661
Healthy	20.01501	7.88627	7.74619	0.7469	0	0	0.15746		45.86689	20.01501	7.88627	7.74619	0	1.40404	0	0.15746	0.7469	0
Healthy	12.96048	6.22775	0	0	0	0	0		72.28686	12.96048	6.22775	0	0	0.02892	0	0	0	0
Healthy	4.44309	6.99849	5.55201	0.65816	7.1259	0	0.18017		44.13677	4.44309	6.99849	5.55201	7.1259	0.2694	0	0.18017	0.65816	0
Healthy	29.20642	37.29901	0.00973	0.62103	0.00548	0	0.05333		15.68105	29.20642	37.29901	0.00973	0.00548	0.24799	0	0.05333	0.62103	0
Healthy	1.97522	1.11976	0.20647	0	1.8733	0	0		92.17976	1.97522	1.11976	0.20647	1.8733	0.53159	0	0	0	0
Healthy	3.08403	10.43286	0	0.67161	0	0	0.01213		61.21567	3.08403	10.43286	0	0	7.35104	0	0.01213	0.67161	0
Healthy	8.04226	5.36951	2.33838	0.50562	0	0	0.15116		45.81514	8.04226	5.36951	2.33838	0	1.98576	0.07196	0.15116	0.50562	0
Healthy	34.85489	12.34472	0.55737	0.04435	0.69784	0	0.01159		11.94756	34.85489	12.34472	0.55737	0.69784	0.48374	1.31778	0.01159	0.04435	0
Healthy	19.26642	4.28419	0.21588	0.17312	0	0	3.33254		60.09151	19.26642	4.28419	0.21588	0	0.09344	0	3.33254	0.17312	0
D009765	14.94182	4.77522	0.00201	0	0	0	0.57557		62.83351	14.94182	4.77522	0.00201	0	0.05715	0	0.57557	0	0
Healthy	28.41553	6.67867	0	0	0	0	0		6.10528	28.41553	6.67867	0	0	0	0	0	0	0
Healthy	3.22191	3.27751	0	0.03053	0	0	0.22781		84.30083	3.22191	3.27751	0	0	0	0	0.22781	0.03053	0
Healthy	4.38976	22.24027	5.20331	1.6807	2.98314	2.35582	0.57724		39.73911	4.38976	22.24027	5.20331	2.98314	0.17413	1.67696	0.57724	1.6807	2.35582
Healthy	4.05729	1.32782	0.56083	0.83256	0	0	0		56.41676	4.05729	1.32782	0.56083	0	0.24725	0	0	0.83256	0
Healthy	8.04005	5.45286	2.43064	0.55294	0	0	0.10332		46.58744	8.04005	5.45286	2.43064	0	1.85884	0.05882	0.10332	0.55294	0
Healthy	1.71557	4.41348	1.82765	0.10854	4.66138	0	0.00942		59.46027	1.71557	4.41348	1.82765	4.66138	0.1233	0.16213	0.00942	0.10854	0
Healthy	21.33139	0.5735	0.34017	0.13333	0	0	0.31005		56.5792	21.33139	0.5735	0.34017	0	0.81636	0	0.31005	0.13333	0
Healthy	0.00089	0	0.41938	0.00074	0.00431	0	0		97.67362	0.00089	0	0.41938	0.00431	0	0	0	0.00074	0
Healthy	12.28364	8.52155	3.89122	0.9291	3.29025	0	0		45.27481	12.28364	8.52155	3.89122	3.29025	0.8243	2.94825	0	0.9291	0
Healthy	5.86862	8.14725	0.12171	0.32328	23.1101	2.49701	0.21676		29.47014	5.86862	8.14725	0.12171	23.1101	0.01818	2.14605	0.21676	0.32328	2.49701
Healthy	10.26623	0.35904	0	0	0	0	0		85.49418	10.26623	0.35904	0	0	0	0	0	0	0
Healthy	0.62702	1.57069	0	0	0.55513	0	0		92.94877	0.62702	1.57069	0	0.55513	0	0	0	0	0
Healthy	2.9733	3.66406	0.63579	0.14659	0	0	0.14595		76.96651	2.9733	3.66406	0.63579	0	0.25053	0	0.14595	0.14659	0
Healthy	8.4139	16.99065	2.60997	0.8409	0.10918	0	0.42548		45.9343	8.4139	16.99065	2.60997	0.10918	2.40783	0.00287	0.42548	0.8409	0
Healthy	6.8447	4.5697	0.48822	0	0.2125	0	0		74.91638	6.8447	4.5697	0.48822	0.2125	0.07875	0	0	0	0
D009765	11.93031	2.67187	0.7438	1.04401	6.36649	0	0.02166		33.77002	11.93031	2.67187	0.7438	6.36649	2.94189	0	0.02166	1.04401	0
Healthy	3.34498	4.30219	0.38056	0	0	0	0.2637		66.92907	3.34498	4.30219	0.38056	0	0.16176	0	0.2637	0	0
Healthy	26.87821	35.51069	0.02678	2.83204	0	0	0.03959		11.35751	26.87821	35.51069	0.02678	0	0.27122	0	0.03959	2.83204	0
Healthy	38.10767	12.29561	0.16623	0.16486	0	3.85052	1.3308		33.89588	38.10767	12.29561	0.16623	0	0.10037	0	1.3308	0.16486	3.85052
Healthy	3.41217	3.76097	0.22342	0	0	0	0.04231		86.92476	3.41217	3.76097	0.22342	0	0.10489	0	0.04231	0	0
Healthy	11.89261	11.73019	8.02066	1.37341	0	0	0.91548		34.73166	11.89261	11.73019	8.02066	0	6.00826	0.08105	0.91548	1.37341	0
D009765	8.96317	5.34921	0.95798	0.15949	0.01525	3.97099	1.24958		56.58697	8.96317	5.34921	0.95798	0.01525	2.0571	0	1.24958	0.15949	3.97099
Healthy	25.59372	18.69846	2.87024	1.05984	1.21439	0	0.01369		26.85938	25.59372	18.69846	2.87024	1.21439	2.70131	0.4182	0.01369	1.05984	0
Healthy	42.43654	18.90216	6.72711	2.98672	0	0	0.63052		1.70617	42.43654	18.90216	6.72711	0	0	4.59177	0.63052	2.98672	0
Healthy	1.26368	1.4528	0	0.11391	0	0	0.03687		89.29252	1.26368	1.4528	0	0	0.11036	0	0.03687	0.11391	0
Healthy	8.60283	12.49876	1.79989	0	1.22072	0	0.30699		57.19523	8.60283	12.49876	1.79989	1.22072	3.09391	0	0.30699	0	0
Healthy	0.84418	4.82011	0.02822	0.72918	7.01615	0	0.31315		54.53618	0.84418	4.82011	0.02822	7.01615	0.21952	0	0.31315	0.72918	0
Healthy	1.00055	1.50063	0.04952	0	0	0	0		79.23344	1.00055	1.50063	0.04952	0	0.23517	0	0	0	0
Healthy	13.83051	18.20949	23.69567	0.51914	4.32216	0	1.2407		7.31188	13.83051	18.20949	23.69567	4.32216	3.38681	0	1.2407	0.51914	0
Healthy	34.30594	25.86302	0.04994	0	1.23974	0	0.12133		18.12975	34.30594	25.86302	0.04994	1.23974	0.19099	4.87042	0.12133	0	0
Healthy	4.07282	4.88859	2.61118	0.28545	30.6252	0	0.0011		36.17394	4.07282	4.88859	2.61118	30.6252	0.02206	0	0.0011	0.28545	0
Healthy	16.5556	6.09594	0	0	0.57529	0	0		45.01472	16.5556	6.09594	0	0.57529	0.37923	3.47638	0	0	0
Healthy	23.77976	4.1359	0	0.05778	0	0	0.10023		63.99492	23.77976	4.1359	0	0	3.06927	0	0.10023	0.05778	0
Healthy	3.81006	6.92657	0.78588	0.61893	0	0	0.15762		70.46586	3.81006	6.92657	0.78588	0	3.02483	0.01845	0.15762	0.61893	0
D009765	41.47924	10.55153	0.38976	1.81517	0	0	1.10729		26.81124	41.47924	10.55153	0.38976	0	0.09137	0	1.10729	1.81517	0
Healthy	50.09561	8.79112	0.71216	0.10049	0	0	0.80785		15.74434	50.09561	8.79112	0.71216	0	0.08042	0	0.80785	0.10049	0
Healthy	0.00143	0.00412	83.68261	0.03416	0	0	0.70123		0.01052	0.00143	0.00412	83.68261	0	0	0	0.70123	0.03416	0
D009765	49.09203	21.27428	1.32569	2.59819	0	0	0.39774		7.86407	49.09203	21.27428	1.32569	0	0.01349	0	0.39774	2.59819	0
Healthy	13.23055	1.98861	0.01296	2.1774	0.1126	0	0		42.76044	13.23055	1.98861	0.01296	0.1126	1.06858	0	0	2.1774	0
D009765	0	0	0	0	0	0	0		87.4337	0	0	0	0	0	0	0	0	0
Healthy	19.37166	1.5275	0	0	3.13991	0	0		69.40911	19.37166	1.5275	0	3.13991	0.04987	0	0	0	0
Healthy	6.14055	7.39862	1.15462	0.0011	6.58545	0	0.01273		36.09966	6.14055	7.39862	1.15462	6.58545	0.33156	0	0.01273	0.0011	0
Healthy	14.23835	1.05404	0.03721	0.01178	0.70914	0	0.06666		71.1126	14.23835	1.05404	0.03721	0.70914	0.80756	0	0.06666	0.01178	0
Healthy	6.68963	0.09906	0.14851	0	0	0	0		20.00069	6.68963	0.09906	0.14851	0	0	0	0	0	0
Healthy	23.14259	11.16218	0.5241	0.08449	0	0	0.66574		49.82563	23.14259	11.16218	0.5241	0	2.53961	0.0691	0.66574	0.08449	0
Healthy	5.88627	5.16358	0.00393	0.21292	0	0	0		72.02697	5.88627	5.16358	0.00393	0	7.93719	0	0	0.21292	0
Healthy	13.75319	7.89272	4.31823	0.13429	0	0	0.85808		54.63981	13.75319	7.89272	4.31823	0	0.07799	0	0.85808	0.13429	0
Healthy	0	0	3.60146	0.79689	0	0	0		10.18654	0	0	3.60146	0	0.18778	0	0	0.79689	0
Healthy	18.60809	1.40121	0	0	0.18063	1.75872	0.01913		74.51959	18.60809	1.40121	0	0.18063	0.00387	0.08662	0.01913	0	1.75872
Healthy	3.95675	1.97787	0.00095	0.0003	0.01119	0	0.07151		87.04731	3.95675	1.97787	0.00095	0.01119	0.01037	0	0.07151	0.0003	0
Healthy	13.66098	18.73931	25.13211	1.29052	0.91213	0	0		25.91966	13.66098	18.73931	25.13211	0.91213	1.5059	0.69324	0	1.29052	0
Healthy	1.07872	0.08254	30.77841	0.01808	0	0	0.00057		27.00068	1.07872	0.08254	30.77841	0	0	0	0.00057	0.01808	0
Healthy	9.58738	16.94952	0	0	11.2789	0.66627	0		37.12973	9.58738	16.94952	0	11.2789	4.97084	2.63237	0	0	0.66627
Healthy	26.88239	3.04294	26.48408	0.69601	0	0	0		1.81896	26.88239	3.04294	26.48408	0	0	0	0	0.69601	0
Healthy	23.89167	14.4008	0	0.1544	0	0	0.06164		39.43204	23.89167	14.4008	0	0	0.70432	0	0.06164	0.1544	0
Healthy	6.89579	18.79763	6.16601	2.32069	1.93009	0	0.01671		40.03673	6.89579	18.79763	6.16601	1.93009	1.65864	0	0.01671	2.32069	0
Healthy	6.60217	7.23836	15.30386	0.70801	0	0	0.10184		30.67102	6.60217	7.23836	15.30386	0	0.20787	0	0.10184	0.70801	0
Healthy	27.65037	27.50053	3.9672	0	2.14355	0	0		20.07762	27.65037	27.50053	3.9672	2.14355	0	1.10419	0	0	0
D009765	9.73704	8.39801	30.25991	24.597	1.4476	0	0		9.44525	9.73704	8.39801	30.25991	1.4476	0	0	0	24.597	0
Healthy	1.44198	6.99875	0.63011	0.04562	0	0	0		82.81448	1.44198	6.99875	0.63011	0	0.23091	0	0	0.04562	0
Healthy	1.81058	0	43.94428	0	0	0	0		15.43674	1.81058	0	43.94428	0	0	0	0	0	0
Healthy	27.43919	12.04644	0.36473	0.10102	0.00565	0	0.25066		22.24715	27.43919	12.04644	0.36473	0.00565	0.06515	0	0.25066	0.10102	0
Healthy	7.09404	9.50857	0.76052	0.08786	1.25337	0	1.09675		67.57796	7.09404	9.50857	0.76052	1.25337	0.24992	0.15968	1.09675	0.08786	0
Healthy	8.33585	11.4962	2.21956	0.63759	0	0	0.38175		57.57644	8.33585	11.4962	2.21956	0	0.05655	0	0.38175	0.63759	0
Healthy	0.9869	1.48638	0.07445	0	0	0	0.01048		78.92345	0.9869	1.48638	0.07445	0	0.23086	0	0.01048	0	0
Healthy	26.71483	22.7782	2.25565	3.53082	0	0	0		20.02427	26.71483	22.7782	2.25565	0	5.35197	0	0	3.53082	0
Healthy	13.3881	8.3417	0.34034	0.09109	0	7.86018	0.49288		62.5651	13.3881	8.3417	0.34034	0	0.10212	0	0.49288	0.09109	7.86018
Healthy	3.1116	0	0	0	0	0	0		90.445	3.1116	0	0	0	0	0	0	0	0
Healthy	0.65321	7.37883	1.20514	0.69077	0.15608	0.0719	0.53671		45.99729	0.65321	7.37883	1.20514	0.15608	0.00439	0	0.53671	0.69077	0.0719
Healthy	5.11956	5.09798	0	0	20.4633	1.123	0.05963		29.55664	5.11956	5.09798	0	20.4633	0.01825	0.52052	0.05963	0	1.123
Healthy	5.05758	13.4688	0	0	0	0	0		53.25361	5.05758	13.4688	0	0	0	9.59731	0	0	0
Healthy	6.43691	28.17163	6.33299	0.47945	0	0	0		39.25094	6.43691	28.17163	6.33299	0	0	0	0	0.47945	0
D009765	9.09311	10.59789	9.78163	4.54003	0	0	0.90527		31.72047	9.09311	10.59789	9.78163	0	0	0	0.90527	4.54003	0
Healthy	2.16242	0.00344	0.04342	0.19684	0	0	0		66.71114	2.16242	0.00344	0.04342	0	0.15152	0	0	0.19684	0
Healthy	14.41541	12.5659	1.56368	0.23322	1.22439	0	0.16311		45.16251	14.41541	12.5659	1.56368	1.22439	0.5499	0	0.16311	0.23322	0
Healthy	19.24218	8.48096	8.43559	2.13567	0.72343	0	0.01709		38.84305	19.24218	8.48096	8.43559	0.72343	1.06786	0	0.01709	2.13567	0
Healthy	1.70287	0.02448	0.08157	0.2106	0	0	0		65.83018	1.70287	0.02448	0.08157	0	0.20383	0	0	0.2106	0
Healthy	21.53719	12.68145	3.06655	6.33637	0	3.40113	0.04451		34.12652	21.53719	12.68145	3.06655	0	0	0	0.04451	6.33637	3.40113
Healthy	0	0	7.19459	0.08659	0	0	0.06042		34.44254	0	0	7.19459	0	0	0	0.06042	0.08659	0
Healthy	36.3218	2.57117	13.60711	0.49942	0	0	1.46783		4.01644	36.3218	2.57117	13.60711	0	0.02161	0	1.46783	0.49942	0
D009765	42.26875	14.3049	8.46817	1.63318	0	4.35425	1.42362		8.28397	42.26875	14.3049	8.46817	0	0.07256	0.08042	1.42362	1.63318	4.35425
Healthy	17.47819	12.35534	0	0	1.0315	3.4164	1.77298		22.07556	17.47819	12.35534	0	1.0315	0	3.86897	1.77298	0	3.4164
Healthy	1.46323	3.51394	0.87287	0.0754	3.38056	0	0		81.14162	1.46323	3.51394	0.87287	3.38056	0.65084	0	0	0.0754	0
Healthy	26.58907	9.18286	0	0	0	1.78382	1.23487		40.93628	26.58907	9.18286	0	0	0	0	1.23487	0	1.78382
Healthy	34.71415	23.55181	0	2.34395	0.86696	0	1.31232		24.97887	34.71415	23.55181	0	0.86696	0	1.41679	1.31232	2.34395	0
D009765	22.82153	12.21185	1.4817	2.8292	3.30966	9.21432	0.42229		29.26701	22.82153	12.21185	1.4817	3.30966	0.0432	0.20958	0.42229	2.8292	9.21432
Healthy	7.88445	10.0853	0	0	0.54241	0	6.75537		45.05654	7.88445	10.0853	0	0.54241	0	2.97451	6.75537	0	0
D009765	35.65143	10.25668	2.50479	5.42281	4.32542	0	0		2.72527	35.65143	10.25668	2.50479	4.32542	0	0	0	5.42281	0
Healthy	0	0.04525	58.21791	25.15479	0	0	0.02129		0.71756	0	0.04525	58.21791	0	0.00698	0	0.02129	25.15479	0
Healthy	3.90621	10.10361	5.62349	0.79782	0	0	0.0051		57.8648	3.90621	10.10361	5.62349	0	0.12314	0.0738	0.0051	0.79782	0
Healthy	11.05529	21.96923	0.13114	0.09097	0.07023	0	0.02629		50.39368	11.05529	21.96923	0.13114	0.07023	0.35574	0	0.02629	0.09097	0
Healthy	16.42551	1.14998	52.1758	4.16136	0	0	0		1.76456	16.42551	1.14998	52.1758	0	0	0	0	4.16136	0
Healthy	9.83496	6.8957	3.10923	0.2053	0	0	0.06672		53.77834	9.83496	6.8957	3.10923	0	0.13711	0	0.06672	0.2053	0
Healthy	0.88909	1.57113	0.39804	0.00325	0	0	0.05465		89.98095	0.88909	1.57113	0.39804	0	0.02916	0	0.05465	0.00325	0
Healthy	21.18618	12.52335	2.61135	6.82519	0	3.4041	0.10709		33.7514	21.18618	12.52335	2.61135	0	0	0	0.10709	6.82519	3.4041
D009765	9.72855	8.12753	30.082	25.0672	1.4854	0	0		9.77007	9.72855	8.12753	30.082	1.4854	0	0	0	25.0672	0
Healthy	4.87193	5.22557	0.00166	0	0	0	0.02383		68.96628	4.87193	5.22557	0.00166	0	0.20805	0	0.02383	0	0
D009765	15.26679	8.36228	13.24516	3.33804	2.00762	6.76966	1.47961		7.90473	15.26679	8.36228	13.24516	2.00762	0	0.25025	1.47961	3.33804	6.76966
Healthy	31.38034	10.31938	0	0.08487	1.4189	0	3.65775		37.14462	31.38034	10.31938	0	1.4189	0.00888	4.86383	3.65775	0.08487	0
Healthy	0.35529	2.61183	0.38273	0.92466	0.00222	0.02948	0.33992		67.68915	0.35529	2.61183	0.38273	0.00222	0.02144	0	0.33992	0.92466	0.02948
Healthy	34.88759	10.2111	0.11944	0.12605	0	2.48172	2.7082		28.73117	34.88759	10.2111	0.11944	0	0.01236	0	2.7082	0.12605	2.48172
Healthy	32.40016	16.81772	2.40077	0.34673	1.27653	7.05933	0.87439		12.17958	32.40016	16.81772	2.40077	1.27653	0	1.64981	0.87439	0.34673	7.05933
Healthy	16.92877	3.04252	0.03324	0.00691	0.0577	0	1.65788		50.49195	16.92877	3.04252	0.03324	0.0577	0	0	1.65788	0.00691	0
Healthy	20.72907	3.20977	0.00662	0	0	0	0.00289		17.05268	20.72907	3.20977	0.00662	0	0	0	0.00289	0	0
Healthy	27.75482	4.67623	0	0	0	0	0.25063		42.6371	27.75482	4.67623	0	0	0	0	0.25063	0	0
D009765	52.68398	23.25426	5.41103	9.31489	0.02666	0	0.31345		3.07515	52.68398	23.25426	5.41103	0.02666	0	0	0.31345	9.31489	0
D009765	10.47935	9.7231	11.60809	2.55928	10.529	7.98613	0.61378		11.44717	10.47935	9.7231	11.60809	10.529	0	0.09899	0.61378	2.55928	7.98613
Healthy	9.42202	14.65647	5.32781	0.00958	0	0	0.07186		0.72957	9.42202	14.65647	5.32781	0	0.40504	0	0.07186	0.00958	0
D009765	9.82234	11.6644	6.44312	1.43226	0.00047	0	1.48189		14.58217	9.82234	11.6644	6.44312	0.00047	0	0	1.48189	1.43226	0
Healthy	6.74165	7.0744	0.52354	0.26201	0	0	0		64.51356	6.74165	7.0744	0.52354	0	1.43298	0.18142	0	0.26201	0
Healthy	28.53973	7.23906	8.24429	3.23096	0	0.02714	6.25705		9.13805	28.53973	7.23906	8.24429	0	0.01639	8.75407	6.25705	3.23096	0.02714
D009765	19.24299	9.8126	26.87019	12.7451	4.42626	0	0.07148		10.54911	19.24299	9.8126	26.87019	4.42626	0	0.37869	0.07148	12.7451	0
Healthy	1.56566	0	0.04749	0.24998	0	0	0		66.0232	1.56566	0	0.04749	0	0.17577	0	0	0.24998	0
Healthy	19.62882	6.11002	0.92756	0	0.01991	3.34023	0.02789		45.02526	19.62882	6.11002	0.92756	0.01991	5.86381	0	0.02789	0	3.34023
Healthy	6.08248	4.37842	4.02841	0	0.12672	0	0		70.51941	6.08248	4.37842	4.02841	0.12672	0.30472	0.06083	0	0	0
Healthy	5.0589	14.48331	3.1403	1.44738	0	0	0.04868		66.04936	5.0589	14.48331	3.1403	0	0.62079	0	0.04868	1.44738	0
Healthy	11.32273	25.47585	0.15329	9.3068	23.5237	0	0.77542		0.82862	11.32273	25.47585	0.15329	23.5237	0.00135	0	0.77542	9.3068	0
Healthy	0	0	0	0.00805	0	0	0		3.41982	0	0	0	0	0	0	0	0.00805	0
Healthy	18.21927	20.4524	5.22232	2.39212	0	0	0		44.31726	18.21927	20.4524	5.22232	0	5.7491	0	0	2.39212	0
Healthy	17.38997	11.28861	0	0	1.50496	1.64596	0		52.79777	17.38997	11.28861	0	1.50496	6.06536	0.70616	0	0	1.64596
Healthy	19.75656	6.89878	9.51506	1.05891	1.26451	0	0		32.01276	19.75656	6.89878	9.51506	1.26451	0.00829	7.89196	0	1.05891	0
Healthy	52.05179	17.83048	0	0.46561	0	0	0		22.06988	52.05179	17.83048	0	0	0.02746	0	0	0.46561	0
D009765	9.6131	10.83036	9.84122	4.18664	0	0	1.03693		32.57725	9.6131	10.83036	9.84122	0	0	0	1.03693	4.18664	0
D009765	24.46634	19.09509	9.86807	13.36847	0	0	0		23.17202	24.46634	19.09509	9.86807	0	0	0	0	13.36847	0
Healthy	1.23209	5.73897	0.03025	1.49586	44.2378	0	0.17061		13.01942	1.23209	5.73897	0.03025	44.2378	0.23109	0	0.17061	1.49586	0
Healthy	1.87912	4.19819	2.00885	0.1382	4.6755	0	0		60.96992	1.87912	4.19819	2.00885	4.6755	0.17692	0.23747	0	0.1382	0
Healthy	11.27014	13.38638	3.08925	1.63689	2.52599	0	5.7318		25.31229	11.27014	13.38638	3.08925	2.52599	0.00889	6.80921	5.7318	1.63689	0
Healthy	3.75252	8.88501	5.84908	0.77855	0	0	0.00255		56.19377	3.75252	8.88501	5.84908	0	0.13863	0.0696	0.00255	0.77855	0
Healthy	4.92679	11.47221	0	0.15123	1.02779	0	0		69.22744	4.92679	11.47221	0	1.02779	0.001	0	0	0.15123	0
Healthy	9.06884	5.99823	1.50057	0.41091	0.5209	0	0		67.34243	9.06884	5.99823	1.50057	0.5209	0.00914	0.00337	0	0.41091	0
Healthy	21.27929	24.25241	0	0.0798	4.8674	0	0.47722		34.1319	21.27929	24.25241	0	4.8674	0.55317	0	0.47722	0.0798	0
Healthy	11.3597	3.06409	0.9747	1.17195	7.48082	0	0.02331		33.49262	11.3597	3.06409	0.9747	7.48082	3.44034	0	0.02331	1.17195	0
Healthy	31.58415	33.12965	10.48563	0.07522	0.01315	0	0.00964		14.49479	31.58415	33.12965	10.48563	0.01315	0.03671	0	0.00964	0.07522	0
D009765	23.73083	4.84661	0.78706	0.52635	0	0	0.18632		59.81276	23.73083	4.84661	0.78706	0	1.36821	0	0.18632	0.52635	0
Healthy	24.43744	4.37319	24.39773	0.48966	0	0	0		15.73263	24.43744	4.37319	24.39773	0	0	0	0	0.48966	0
Healthy	77.59691	4.91199	0	0	0	0	2.59767		10.44183	77.59691	4.91199	0	0	0	0	2.59767	0	0
Healthy	35.35569	25.10061	8.43352	0.59012	0	0	0		11.84161	35.35569	25.10061	8.43352	0	0.06502	0	0	0.59012	0
Healthy	23.76218	4.2185	0	0.06336	0	0	0.08035		63.43394	23.76218	4.2185	0	0	3.00381	0	0.08035	0.06336	0
D009765	23.61024	11.83628	1.42665	2.72317	3.17599	9.5579	0.47575		29.20113	23.61024	11.83628	1.42665	3.17599	0.06511	0.24081	0.47575	2.72317	9.5579
Healthy	23.79	13.72805	8.73397	2.13053	1.08458	1.27008	0.09885		29.60659	23.79	13.72805	8.73397	1.08458	0.11158	0.24088	0.09885	2.13053	1.27008
Healthy	0.91908	1.52074	0.11958	0.40818	10.6569	10.4298	0		43.65431	0.91908	1.52074	0.11958	10.6569	1.03018	0	0	0.40818	10.4298
D009765	28.39932	9.21884	0.15974	1.60787	0.32638	0	0		32.53406	28.39932	9.21884	0.15974	0.32638	0	0	0	1.60787	0
D009765	6.36879	6.98425	0	0	0.08008	0	2.08934		71.70103	6.36879	6.98425	0	0.08008	0.00241	0	2.08934	0	0
Healthy	3.46642	3.47178	0.06427	0.23014	0.05121	0	1.83211		69.4231	3.46642	3.47178	0.06427	0.05121	0.78693	0.28937	1.83211	0.23014	0
Healthy	23.6478	28.3134	0.44333	0	0	0	0		34.26113	23.6478	28.3134	0.44333	0	3.37005	0	0	0	0
D009765	13.85735	7.56416	5.73166	2.57434	0	0	1.63542		33.04264	13.85735	7.56416	5.73166	0	0	0	1.63542	2.57434	0
Healthy	5.16537	15.79747	50.36105	1.72028	0.02725	0	0.15953		8.08048	5.16537	15.79747	50.36105	0.02725	0	9.16896	0.15953	1.72028	0
Healthy	2.97633	3.77411	0.68963	0.16479	0	0	0.16622		77.64878	2.97633	3.77411	0.68963	0	0.30531	0	0.16622	0.16479	0
Healthy	13.21907	3.96507	0.4348	0	0	0	0		65.84349	13.21907	3.96507	0.4348	0	1.12334	0	0	0	0
Healthy	6.00854	5.10626	0	0	19.5909	1.02321	0.02651		28.99656	6.00854	5.10626	0	19.5909	0.01139	0.62091	0.02651	0	1.02321
D009765	33.85593	22.24606	16.96465	4.02373	0	0.03464	2.38147		1.55142	33.85593	22.24606	16.96465	0	0	0	2.38147	4.02373	0.03464
Healthy	16.30654	6.33877	0	0	0.7193	1.48895	0		57.32844	16.30654	6.33877	0	0.7193	6.6301	0.62376	0	0	1.48895
D009765	7.12616	6.46722	0	0	0.02814	0	0.95313		43.52995	7.12616	6.46722	0	0.02814	0.06024	2.4924	0.95313	0	0
