group	Lachnospirales	Oscillospirales	Actinomycetales	Coriobacteriales	Verrucomicrobiales	Acidaminococcales	Erysipelotrichales		Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales
Healthy	7.42724	2.51797	1.45191	3.1382	0	3.42044	4.17113		20.72115	7.42724	2.51797	1.45191	0	0	0	4.17113	3.1382	3.42044
Healthy	0.00403	0.00415	8.06484	0	0	0	0		3.44375	0.00403	0.00415	8.06484	0	0	0	0	0	0
Healthy	3.61913	3.70422	0.22373	0	0	0	0.03454		86.56075	3.61913	3.70422	0.22373	0	0.10956	0	0.03454	0	0
Healthy	12.11788	8.76835	0.03715	0	14.0475	0.8408	0		53.36043	12.11788	8.76835	0.03715	14.0475	2.49682	0.7039	0	0	0.8408
Healthy	16.92836	18.02951	0.92969	0.23605	3.3765	0.66077	0.6541		17.23018	16.92836	18.02951	0.92969	3.3765	0.2307	1.12322	0.6541	0.23605	0.66077
Healthy	6.42588	2.50024	0.07479	0.03229	0	0	0.12519		66.47609	6.42588	2.50024	0.07479	0	0.25885	0	0.12519	0.03229	0
Healthy	16.59155	4.07522	0.12114	0.01033	0	0	0.7594		70.42368	16.59155	4.07522	0.12114	0	0	0	0.7594	0.01033	0
Healthy	4.84184	3.47442	0.00166	0	0.00134	0	0.00494		68.90809	4.84184	3.47442	0.00166	0.00134	0.21604	0	0.00494	0	0
Healthy	17.07274	19.82963	4.53545	1.71055	0.26842	2.90329	0.04006		13.65642	17.07274	19.82963	4.53545	0.26842	0.36818	0.47405	0.04006	1.71055	2.90329
Healthy	0.0274	0.00771	53.10294	6.42193	0	0	0		23.31875	0.0274	0.00771	53.10294	0	0	0	0	6.42193	0
Healthy	3.30101	3.67737	0.19532	0	0	0	0.07695		86.2202	3.30101	3.67737	0.19532	0	0.07533	0	0.07695	0	0
Healthy	2.28023	0.06697	0.20175	0	0	0	0		67.27463	2.28023	0.06697	0.20175	0	0	0	0	0	0
D009765	10.73413	9.28962	0	3.06784	48.0428	0	0		10.79487	10.73413	9.28962	0	48.0428	0	0	0	3.06784	0
Healthy	18.21155	9.35266	20.05603	7.6329	0	0	3.46982		9.46394	18.21155	9.35266	20.05603	0	0	3.54756	3.46982	7.6329	0
Healthy	5.07049	0.01553	37.95396	23.59345	1.48707	0	1.27752		2.87834	5.07049	0.01553	37.95396	1.48707	0.20286	0	1.27752	23.59345	0
Healthy	0.6148	1.54391	0	0	0.56621	0	0		91.68174	0.6148	1.54391	0	0.56621	0	0	0	0	0
Healthy	3.27182	2.83547	0	0.03332	0	0	0.19433		84.63343	3.27182	2.83547	0	0	0	0	0.19433	0.03332	0
Healthy	33.2969	9.14056	25.52263	1.89771	1.62563	0	1.01374		12.57045	33.2969	9.14056	25.52263	1.62563	0	0	1.01374	1.89771	0
Healthy	1.2544	3.12526	0	0.01359	0	0	0		75.06792	1.2544	3.12526	0	0	0.57478	0	0	0.01359	0
Healthy	9.70855	14.07522	0.4956	0.43282	0.04037	0	0.01492		63.95996	9.70855	14.07522	0.4956	0.04037	0.0407	0	0.01492	0.43282	0
Healthy	11.32128	18.40296	36.92142	0.41958	0	0	0		0	11.32128	18.40296	36.92142	0	0	4.13628	0	0.41958	0
Healthy	1.66774	1.86508	0.30454	0	0	0	0.04199		68.88568	1.66774	1.86508	0.30454	0	0.14325	0	0.04199	0	0
Healthy	2.17026	7.62866	0	0.04561	0	0	0		79.02282	2.17026	7.62866	0	0	4.8789	0	0	0.04561	0
D009765	41.55214	11.04546	0.37485	1.57095	0	0	1.16422		27.38314	41.55214	11.04546	0.37485	0	0.06608	0	1.16422	1.57095	0
Healthy	32.47289	4.46338	0.17135	0.14832	0	0.65041	0.777		39.54577	32.47289	4.46338	0.17135	0	0.07111	0.14722	0.777	0.14832	0.65041
Healthy	21.91208	2.40004	0	0	2.15259	0	0		27.5197	21.91208	2.40004	0	2.15259	0	0	0	0	0
Healthy	23.91447	8.03068	0.13044	0.09504	0.20079	0	1.41539		53.1593	23.91447	8.03068	0.13044	0.20079	0.19696	0.40155	1.41539	0.09504	0
Healthy	0	0	0	0	0	0	18.4171		48.5162	0	0	0	0	0	0	18.4171	0	0
Healthy	30.40498	17.6776	0	2.72864	0.68396	2.76683	5.41414		2.98891	30.40498	17.6776	0	0.68396	0	28.5491	5.41414	2.72864	2.76683
Healthy	2.20248	1.28015	0.05349	0.03996	0.76509	0	0		60.54547	2.20248	1.28015	0.05349	0.76509	1.64958	0	0	0.03996	0
Healthy	28.16387	9.39614	0	0.00136	0	0	1.10707		28.75621	28.16387	9.39614	0	0	0.24406	0	1.10707	0.00136	0
D009765	31.17393	2.07908	0	0	0	0	0.82862		35.59341	31.17393	2.07908	0	0	0	0	0.82862	0	0
Healthy	6.5284	10.28388	0.44647	1.40574	12.5435	0	0.09827		56.71773	6.5284	10.28388	0.44647	12.5435	0.06549	0	0.09827	1.40574	0
Healthy	5.33268	24.16061	0.09016	0.04754	0	0	0.26229		56.3158	5.33268	24.16061	0.09016	0	0.07737	0	0.26229	0.04754	0
Healthy	0.43166	5.8327	0.02041	1.51622	43.6005	0	0.14481		13.4359	0.43166	5.8327	0.02041	43.6005	0.25924	0	0.14481	1.51622	0
Healthy	5.0469	4.33631	0.42895	0	0	0	0.26754		67.86751	5.0469	4.33631	0.42895	0	0.18679	0	0.26754	0	0
Healthy	13.15953	1.75716	0	0	0	0	0.54431		80.98922	13.15953	1.75716	0	0	0	0	0.54431	0	0
Healthy	28.08165	18.40337	1.74439	0.03886	0	0	0.01602		25.67731	28.08165	18.40337	1.74439	0	0	0	0.01602	0.03886	0
Healthy	1.14033	1.51576	0	0.13239	0	0	0.03905		88.6322	1.14033	1.51576	0	0	0.14938	0	0.03905	0.13239	0
Healthy	22.08237	4.10646	0.07286	0.03749	0.0088	0	0.00311		39.09706	22.08237	4.10646	0.07286	0.0088	0.43338	1.80177	0.00311	0.03749	0
Healthy	25.5751	15.43743	1.46737	0.25563	0.02447	2.87235	0.0174		33.77516	25.5751	15.43743	1.46737	0.02447	1.44155	0	0.0174	0.25563	2.87235
Healthy	26.99593	27.05509	14.07523	0.59547	0	0	0		19.08522	26.99593	27.05509	14.07523	0	0	0	0	0.59547	0
D009765	25.72863	9.59434	0.13162	0	0	0	0.94108		40.19876	25.72863	9.59434	0.13162	0	0.01482	0	0.94108	0	0
Healthy	1.94154	13.85599	0.46242	0.16482	1.3283	0.16438	9.17023		59.1091	1.94154	13.85599	0.46242	1.3283	0.00034	0.09868	9.17023	0.16482	0.16438
Healthy	3.32933	16.30981	3.14739	0.37042	0	12.2744	0		22.5582	3.32933	16.30981	3.14739	0	0.06068	1.18226	0	0.37042	12.2744
Healthy	31.77801	8.95238	1.27859	0	0	0	0		37.53204	31.77801	8.95238	1.27859	0	0	0	0	0	0
Healthy	1.10321	0.27707	0.10105	0.40764	0	0.14244	0		58.43814	1.10321	0.27707	0.10105	0	0	0	0	0.40764	0.14244
Healthy	27.46447	6.77587	0.62427	1.94761	0.91401	2.42624	5.69895		23.76198	27.46447	6.77587	0.62427	0.91401	0.01164	0.05073	5.69895	1.94761	2.42624
Healthy	15.92555	10.75636	0.91651	0.12726	3.33406	0	0.00172		32.36471	15.92555	10.75636	0.91651	3.33406	0.44306	2.30841	0.00172	0.12726	0
Healthy	13.78159	22.71514	8.77733	8.66768	0	0	0.43137		14.68862	13.78159	22.71514	8.77733	0	0	0	0.43137	8.66768	0
Healthy	44.80996	5.17516	0.13129	0.07901	0	0	0.04628		34.07345	44.80996	5.17516	0.13129	0	0.26789	0.1068	0.04628	0.07901	0
Healthy	43.58366	14.26202	0.83307	0.33759	0.16201	0	0.4229		18.82843	43.58366	14.26202	0.83307	0.16201	0.0713	0	0.4229	0.33759	0
Healthy	16.57425	21.325	5.81126	3.98303	0	0.01541	0.10672		17.09535	16.57425	21.325	5.81126	0	0.35405	0	0.10672	3.98303	0.01541
Healthy	10.51045	6.88399	0.37799	0.02564	0.77287	0	0.00601		45.17916	10.51045	6.88399	0.37799	0.77287	0.0718	0	0.00601	0.02564	0
Healthy	28.20531	33.54678	0.26068	0	0	0.58507	0.32882		19.82885	28.20531	33.54678	0.26068	0	0	0	0.32882	0	0.58507
Healthy	1.78141	1.15322	0.22173	0	1.88348	0	0		92.4096	1.78141	1.15322	0.22173	1.88348	0.56352	0	0	0	0
D009765	36.88198	0.48629	0	0	0	0	3.80333		36.16752	36.88198	0.48629	0	0	0	1.87281	3.80333	0	0
Healthy	46.8281	25.6118	0	0	0	0	0		10.12874	46.8281	25.6118	0	0	0	0	0	0	0
Healthy	37.47046	3.62559	0.35178	1.42651	0	0	0.0976		35.57313	37.47046	3.62559	0.35178	0	0.07387	0	0.0976	1.42651	0
Healthy	2.51416	0.71487	0	0	0	0	0		71.11603	2.51416	0.71487	0	0	0.36472	0	0	0	0
Healthy	6.08218	6.66585	5.16856	1.73064	2.90132	0.02402	0		42.51095	6.08218	6.66585	5.16856	2.90132	0.37614	8.00768	0	1.73064	0.02402
Healthy	6.5257	3.5277	2.28444	0.22175	0	0	0.03155		69.65916	6.5257	3.5277	2.28444	0	2.39395	0	0.03155	0.22175	0
Healthy	3.96175	4.56076	0.24087	0.06109	0	0	0.01371		66.71053	3.96175	4.56076	0.24087	0	0.36518	0	0.01371	0.06109	0
D009765	56.48482	8.58395	1.03039	1.10626	0.73991	0	0.36508		16.56164	56.48482	8.58395	1.03039	0.73991	0.01284	0.02736	0.36508	1.10626	0
D009765	25.48377	5.24189	0	0	0	0	4.64935		47.12993	25.48377	5.24189	0	0	0	0.57709	4.64935	0	0
Healthy	18.45423	11.12826	13.77345	0.15245	0.03767	0	0.53843		38.67925	18.45423	11.12826	13.77345	0.03767	0.04876	0	0.53843	0.15245	0
Healthy	6.48448	4.39045	0.42789	0.20077	8.45768	0	0		58.1287	6.48448	4.39045	0.42789	8.45768	0.43898	0	0	0.20077	0
Healthy	1.31161	0.01453	14.48399	0.00705	0	0	0.00517		2.69883	1.31161	0.01453	14.48399	0	0	0	0.00517	0.00705	0
Healthy	24.39424	8.4586	2.00644	3.54521	0	3.3537	0.61656		38.60053	24.39424	8.4586	2.00644	0	0.07105	0.34226	0.61656	3.54521	3.3537
Healthy	9.03548	5.3228	48.07914	0.09404	0	0	0.48128		27.58095	9.03548	5.3228	48.07914	0	0.01572	0	0.48128	0.09404	0
Healthy	0.938	12.45604	0.10828	0.12827	0	0	0.49665		69.24905	0.938	12.45604	0.10828	0	0.04389	0.0287	0.49665	0.12827	0
Healthy	47.81394	2.93233	0.18308	0.05531	0.03824	0	0.00459		30.23467	47.81394	2.93233	0.18308	0.03824	0.40048	0.15533	0.00459	0.05531	0
Healthy	3.50565	5.63152	0.22975	0.16911	0.13672	0	0.04044		67.07015	3.50565	5.63152	0.22975	0.13672	0.01289	0	0.04044	0.16911	0
Healthy	3.27068	0.0007	14.7213	0.00102	0	0	0		43.44494	3.27068	0.0007	14.7213	0	0	0	0	0.00102	0
Healthy	20.51761	1.77306	4.40498	1.32217	0	0	0.12586		45.52648	20.51761	1.77306	4.40498	0	0.27995	0	0.12586	1.32217	0
Healthy	32.39544	4.51531	1.46792	0.46891	3.57716	2.64687	1.28783		29.04447	32.39544	4.51531	1.46792	3.57716	0	0	1.28783	0.46891	2.64687
Healthy	0.98278	0	0	0	0.03461	0	0		95.28645	0.98278	0	0	0.03461	0	0	0	0	0
Healthy	21.77925	19.42858	4.06849	1.09846	0.05854	0	0.05169		29.61175	21.77925	19.42858	4.06849	0.05854	0.01224	3.24923	0.05169	1.09846	0
Healthy	50.37572	0.03068	0	0	0	0	13.73408		19.55294	50.37572	0.03068	0	0	0	0	13.73408	0	0
Healthy	32.93799	11.57818	0.16406	0	0.50632	0	0		10.76329	32.93799	11.57818	0.16406	0.50632	0.28424	1.09162	0	0	0
Healthy	14.62348	1.42659	0.94995	0.26306	0	0	0.08664		63.77627	14.62348	1.42659	0.94995	0	0.18366	0	0.08664	0.26306	0
Healthy	2.23369	0.104	0.21765	0	0	0	0		65.94764	2.23369	0.104	0.21765	0	0	0	0	0	0
Healthy	12.17318	21.66445	0	0	2.41684	0.95102	0		37.37198	12.17318	21.66445	0	2.41684	8.5763	0.29309	0	0	0.95102
Healthy	1.85708	0.01409	0.02337	0.17924	0	0	0		68.43482	1.85708	0.01409	0.02337	0	0.19095	0	0	0.17924	0
Healthy	2.22832	7.69057	0	0.31033	0.56418	0	0		68.7675	2.22832	7.69057	0	0.56418	0.0053	0	0	0.31033	0
D009765	31.89658	13.00133	0.67055	3.12453	0	0	0.5719		38.20176	31.89658	13.00133	0.67055	0	0	0	0.5719	3.12453	0
Healthy	22.07464	15.77081	18.32739	0.82384	0.86309	0	0		21.83488	22.07464	15.77081	18.32739	0.86309	1.30819	1.42082	0	0.82384	0
D009765	27.55653	29.98224	8.06823	1.96874	0	0.6257	2.33802		7.35356	27.55653	29.98224	8.06823	0	0	0	2.33802	1.96874	0.6257
Healthy	8.98104	1.56594	0	0	0.50523	0	0		73.45565	8.98104	1.56594	0	0.50523	0.02651	0	0	0	0
Healthy	36.07128	9.15377	0.33843	0.17756	0.233	0	1.51191		37.03071	36.07128	9.15377	0.33843	0.233	0.15659	0	1.51191	0.17756	0
Healthy	5.81854	4.58945	4.12361	0	0.11769	0	0		70.18205	5.81854	4.58945	4.12361	0.11769	0.24449	0.07672	0	0	0
Healthy	12.20105	6.88002	0	0.01147	0	0	0		62.93172	12.20105	6.88002	0	0	0.25188	0	0	0.01147	0
Healthy	0.9112	1.58475	0.07738	0	0	0	0		79.21326	0.9112	1.58475	0.07738	0	0.28664	0	0	0	0
Healthy	12.85301	17.12874	3.46794	0	0	0	0		53.18318	12.85301	17.12874	3.46794	0	0	0	0	0	0
D009765	30.65759	8.5557	0	0	0	0	0.42002		49.00526	30.65759	8.5557	0	0	0	1.58454	0.42002	0	0
D009765	10.29901	6.17922	33.29067	14.9013	5.18677	0	0		10.26711	10.29901	6.17922	33.29067	5.18677	0	0	0	14.9013	0
Healthy	17.77409	2.12718	0.24054	0	1.01338	0	0		60.47659	17.77409	2.12718	0.24054	1.01338	0.19093	0	0	0	0
Healthy	33.24214	18.39106	15.32938	0.68918	0	0	0.00693		17.58518	33.24214	18.39106	15.32938	0	0.21492	0	0.00693	0.68918	0
Healthy	12.4927	6.06338	2.21114	0.92443	2.56749	0	0.06085		21.73269	12.4927	6.06338	2.21114	2.56749	0	3.11355	0.06085	0.92443	0
Healthy	14.73325	2.48	0.01553	0.14535	3.88042	0	0.00229		50.98966	14.73325	2.48	0.01553	3.88042	0.51676	0	0.00229	0.14535	0
Healthy	18.37778	13.67715	0.01624	0	1.30576	0.97972	0.01657		48.94842	18.37778	13.67715	0.01624	1.30576	5.40107	0.25684	0.01657	0	0.97972
D009765	19.36543	6.50714	0.16081	1.10937	0.23225	0	0		29.11034	19.36543	6.50714	0.16081	0.23225	0	0	0	1.10937	0
Healthy	24.06397	12.55573	3.04845	0.07226	1.85173	0	0.00445		21.50326	24.06397	12.55573	3.04845	1.85173	0.01928	4.80982	0.00445	0.07226	0
D009765	21.91904	15.0413	2.46273	13.26027	0	0	0		9.91549	21.91904	15.0413	2.46273	0	0	0	0	13.26027	0
Healthy	13.02272	13.02506	0	0.01782	0.01715	0	0.01523		58.55434	13.02272	13.02506	0	0.01715	0.56795	0	0.01523	0.01782	0
D009765	19.09395	34.71923	0	0	0	0	0		28.5114	19.09395	34.71923	0	0	0.31636	0	0	0	0
Healthy	2.05964	8.11221	0	0.01945	0	0	0		78.31406	2.05964	8.11221	0	0	4.77802	0	0	0.01945	0
D009765	10.12707	12.61801	25.80985	19.68227	1.39692	0	1.7322		7.16071	10.12707	12.61801	25.80985	1.39692	0.00439	0.40051	1.7322	19.68227	0
Healthy	4.06705	0	23.92438	3.2435	0	0	0.44122		62.7212	4.06705	0	23.92438	0	1.80509	0	0.44122	3.2435	0
Healthy	31.72952	4.68892	1.50522	0.20942	0.03737	0	1.8409		39.76246	31.72952	4.68892	1.50522	0.03737	0.07473	0	1.8409	0.20942	0
D009765	12.09262	2.46664	0.1583	0.13817	0.0165	0	0.70189		53.9317	12.09262	2.46664	0.1583	0.0165	0.17119	0.03546	0.70189	0.13817	0
Healthy	2.51772	0.22984	0.54794	0.01272	2.26273	0	0.19041		73.22391	2.51772	0.22984	0.54794	2.26273	0	0	0.19041	0.01272	0
Healthy	1.70965	4.92595	0.34388	0.22134	0	0	0.07751		76.77715	1.70965	4.92595	0.34388	0	0.02751	0	0.07751	0.22134	0
D009765	21.99192	11.83139	30.32978	4.60952	0	6.46969	1.73757		8.41363	21.99192	11.83139	30.32978	0	0.01697	0.32612	1.73757	4.60952	6.46969
Healthy	0.89442	1.59209	0.09572	0	0	0	0		79.07153	0.89442	1.59209	0.09572	0	0.22611	0	0	0	0
D009765	30.44747	2.283	21.48617	34.2764	0	0	0		0.00794	30.44747	2.283	21.48617	0	0	0	0	34.2764	0
Healthy	18.1056	2.0174	1.74431	0.05649	40.4449	0	0.45199		8.99304	18.1056	2.0174	1.74431	40.4449	0.00119	0	0.45199	0.05649	0
Healthy	20.9383	17.67386	9.74598	1.93649	0	0	0.01447		28.36889	20.9383	17.67386	9.74598	0	0.02591	0	0.01447	1.93649	0
D009765	3.38791	1.36855	0.08602	0.31239	0	5.83312	0.41749		63.99518	3.38791	1.36855	0.08602	0	2.6002	0	0.41749	0.31239	5.83312
Healthy	1.93883	4.22561	1.86957	0.12516	4.46162	0	0		60.15458	1.93883	4.22561	1.86957	4.46162	0.25595	0.1863	0	0.12516	0
D009765	30.40195	23.90275	12.74687	3.93063	0	0	0		15.63514	30.40195	23.90275	12.74687	0	0.01326	0	0	3.93063	0
Healthy	15.08547	5.26079	2.06218	0.51366	2.61066	0.016	0		51.11411	15.08547	5.26079	2.06218	2.61066	1.03976	1.78079	0	0.51366	0.016
Healthy	6.21972	5.41384	0.0083	0.23238	0	0	0		70.28682	6.21972	5.41384	0.0083	0	8.38667	0	0	0.23238	0
Healthy	20.8684	2.18693	0	0	0	0	0		56.74984	20.8684	2.18693	0	0	0.0185	0	0	0	0
Healthy	1.17715	1.42044	0	0.1649	0	0	0.0253		88.62397	1.17715	1.42044	0	0	0.12662	0	0.0253	0.1649	0
Healthy	12.18986	1.69303	0	0	0	0	0.54065		80.99515	12.18986	1.69303	0	0	0	0	0.54065	0	0
D009765	25.19302	7.75478	0.03814	0.02165	0	0	0.02222		36.72153	25.19302	7.75478	0.03814	0	0.04676	0	0.02222	0.02165	0
Healthy	18.03954	44.91768	1.91629	0.17727	0.08205	0	0.07104		23.65521	18.03954	44.91768	1.91629	0.08205	0	0.40579	0.07104	0.17727	0
Healthy	6.43528	13.31973	0	0.01319	0	0	0.03106		61.74899	6.43528	13.31973	0	0	0.25117	0	0.03106	0.01319	0
Healthy	1.54812	5.98245	0.02387	1.53604	43.1425	0	0.14455		13.47813	1.54812	5.98245	0.02387	43.1425	0.25347	0	0.14455	1.53604	0
Healthy	6.16934	3.66593	0.08418	0.04026	0	0	0.12244		66.37974	6.16934	3.66593	0.08418	0	0.20873	0	0.12244	0.04026	0
Healthy	8.69614	11.64901	0.2451	0	0.09713	0	0.05141		43.4764	8.69614	11.64901	0.2451	0.09713	0.05543	3.40764	0.05141	0	0
D009765	6.38239	14.48379	8.54147	1.78631	0	0	0.88307		13.45418	6.38239	14.48379	8.54147	0	0	0	0.88307	1.78631	0
Healthy	3.99133	1.27994	0.49377	0.80836	0	0	0		53.92823	3.99133	1.27994	0.49377	0	0.30648	0	0	0.80836	0
D009765	15.62505	6.56749	0.32424	0.23646	0.05027	0	0.05405		61.95864	15.62505	6.56749	0.32424	0.05027	0.0012	0	0.05405	0.23646	0
Healthy	23.60327	4.12673	0	0.06791	0	0	0.06926		64.38419	23.60327	4.12673	0	0	3.10465	0	0.06926	0.06791	0
Healthy	4.77259	2.52642	0.45038	0	0	0	0.28527		70.43552	4.77259	2.52642	0.45038	0	0.19376	0	0.28527	0	0
Healthy	19.09712	33.27022	5.73589	0.37339	0	0	0.00711		22.27282	19.09712	33.27022	5.73589	0	0.21194	0	0.00711	0.37339	0
Healthy	25.78643	28.98953	4.04048	0	1.91184	0	0		20.08361	25.78643	28.98953	4.04048	1.91184	0	0.93713	0	0	0
D009765	28.00063	15.39249	3.45432	8.04356	5.59366	0	0		1.28881	28.00063	15.39249	3.45432	5.59366	0	0	0	8.04356	0
Healthy	42.80357	2.37697	0.1119	0	1.18777	0	0.68724		28.22264	42.80357	2.37697	0.1119	1.18777	0.24439	0	0.68724	0	0
D009765	17.65051	13.15754	40.64506	5.40673	0	5.86432	0.58979		6.65664	17.65051	13.15754	40.64506	0	0	0	0.58979	5.40673	5.86432
Healthy	6.7886	0.65981	0.07693	0	0	0	0.10316		0	6.7886	0.65981	0.07693	0	0.38073	0	0.10316	0	0
Healthy	13.74035	14.03441	1.10153	0.21324	0.41479	0	0.02873		37.96806	13.74035	14.03441	1.10153	0.41479	1.96708	0	0.02873	0.21324	0
D009765	25.89794	7.02738	1.35939	3.32047	0.37047	4.29663	0.01322		26.77731	25.89794	7.02738	1.35939	0.37047	0	0	0.01322	3.32047	4.29663
Healthy	0.45006	0.73753	2.07903	0.63296	0.14167	0	0		9.45133	0.45006	0.73753	2.07903	0.14167	0.28988	0	0	0.63296	0
Healthy	3.90423	0.18661	39.75935	0.00834	1.51175	0	0.16034		27.59638	3.90423	0.18661	39.75935	1.51175	0	0	0.16034	0.00834	0
Healthy	12.90259	2.39042	0.04286	0	0.11617	0	0		67.46187	12.90259	2.39042	0.04286	0.11617	0	0.05074	0	0	0
D009765	33.80258	8.71756	25.41505	19.53824	0.34954	0	0		0.17049	33.80258	8.71756	25.41505	0.34954	0	0	0	19.53824	0
Healthy	1.97085	6.21195	0.02025	0	0	0	0		74.40626	1.97085	6.21195	0.02025	0	0.00302	0	0	0	0
D009765	42.48352	23.02217	3.30514	3.50958	1.81861	0.32155	0.63498		10.74964	42.48352	23.02217	3.30514	1.81861	0	0	0.63498	3.50958	0.32155
Healthy	2.31882	0.0859	0.18095	0	0	0	0		67.35244	2.31882	0.0859	0.18095	0	0	0	0	0	0
Healthy	13.71353	38.98422	1.17339	0.90307	0	2.67546	1.25465		32.89581	13.71353	38.98422	1.17339	0	0	0	1.25465	0.90307	2.67546
D009765	42.0108	1.81439	0	0	0	0	3.3009		25.74776	42.0108	1.81439	0	0	0	1.3478	3.3009	0	0
D009765	32.16315	21.13793	17.81464	4.20336	0	0.25897	2.66424		1.7085	32.16315	21.13793	17.81464	0	0	0	2.66424	4.20336	0.25897
Healthy	10.00012	34.21852	1.0068	1.26087	0	0.10486	0.12179		26.78469	10.00012	34.21852	1.0068	0	2.71049	0	0.12179	1.26087	0.10486
D009765	51.6994	17.3273	2.80858	2.25108	1.51762	0	0.27856		11.62182	51.6994	17.3273	2.80858	1.51762	0.02344	0	0.27856	2.25108	0
Healthy	17.67223	9.46909	0.14878	0.18059	0.0389	0	1.47063		49.15706	17.67223	9.46909	0.14878	0.0389	1.06174	0.17209	1.47063	0.18059	0
Healthy	1.8176	1.74795	0.22416	0	0	0	0.01121		70.09672	1.8176	1.74795	0.22416	0	0.0969	0	0.01121	0	0
Healthy	3.26318	1.98042	0.49686	0.31588	0	0	0.06575		76.06188	3.26318	1.98042	0.49686	0	5.85273	0	0.06575	0.31588	0
Healthy	2.95361	4.48189	0.11531	0.27714	9.99134	0.84321	0.02037		66.45973	2.95361	4.48189	0.11531	9.99134	0.11982	0	0.02037	0.27714	0.84321
D009765	22.53055	8.58619	7.58776	1.6575	3.94161	3.76373	4.33591		18.78883	22.53055	8.58619	7.58776	3.94161	0.02592	2.56869	4.33591	1.6575	3.76373
D009765	13.78881	0	0	0	0	0	2.68092		74.21686	13.78881	0	0	0	0	0	2.68092	0	0
Healthy	3.05927	3.81428	0.61349	0.18597	0	0	0.16522		76.88963	3.05927	3.81428	0.61349	0	0.2951	0	0.16522	0.18597	0
Healthy	0	1.1805	1.15502	0	0	0	0		10.62846	0	1.1805	1.15502	0	0.5874	0	0	0	0
Healthy	12.37945	19.17298	2.07337	0	0	0	0		61.22877	12.37945	19.17298	2.07337	0	1.13979	0	0	0	0
Healthy	18.30397	5.42133	0	0.35319	0.22429	0	0.12755		63.11576	18.30397	5.42133	0	0.22429	0	0	0.12755	0.35319	0
Healthy	2.46892	11.75034	0	0.6735	0	0	0.01001		67.80547	2.46892	11.75034	0	0	5.96924	0	0.01001	0.6735	0
Healthy	3.89074	19.53439	0.07066	0.1548	1.69115	0	0.15693		61.80674	3.89074	19.53439	0.07066	1.69115	0.00451	0.12202	0.15693	0.1548	0
Healthy	13.40527	16.28164	0	0	0	0	0.12673		64.53437	13.40527	16.28164	0	0	0.01915	0	0.12673	0	0
Healthy	13.80593	3.85159	0.45712	0	0	0	0		65.88668	13.80593	3.85159	0.45712	0	1.25218	0	0	0	0
Healthy	5.02553	5.01211	0.27021	0	0	0	0		69.72652	5.02553	5.01211	0.27021	0	6.28482	0	0	0	0
Healthy	6.83603	7.1011	0.56315	0.21827	0	0	0.00655		64.42562	6.83603	7.1011	0.56315	0	1.43913	0.17603	0.00655	0.21827	0
Healthy	19.41379	10.96785	0.57848	0.12046	0.42396	0	0.1595		54.22551	19.41379	10.96785	0.57848	0.42396	2.33347	0	0.1595	0.12046	0
Healthy	0.6621	8.14351	0.09737	0.03933	0	0	0.0085		77.78573	0.6621	8.14351	0.09737	0	0.07268	0	0.0085	0.03933	0
Healthy	5.96001	33.95752	0.4049	0	0	0	0		52.96187	5.96001	33.95752	0.4049	0	0	0	0	0	0
Healthy	38.08445	3.41417	5.58026	1.3874	0	0	0.09296		0.81296	38.08445	3.41417	5.58026	0	0.05784	3.57408	0.09296	1.3874	0
Healthy	5.82406	6.08326	12.38999	1.81282	0	0	0.0072		57.26383	5.82406	6.08326	12.38999	0	0.00192	0.22305	0.0072	1.81282	0
Healthy	8.48828	17.31747	0	0	7.23853	1.06722	0		38.17794	8.48828	17.31747	0	7.23853	7.66039	0.8228	0	0	1.06722
Healthy	20.08565	6.91997	0.02785	1.66142	0.02477	0	0		41.04758	20.08565	6.91997	0.02785	0.02477	4.3845	0	0	1.66142	0
Healthy	1.09557	1.39505	0	0.15036	0	0	0.02872		88.77974	1.09557	1.39505	0	0	0.09861	0	0.02872	0.15036	0
Healthy	16.26257	18.6955	0.24061	0.13289	0	1.11814	0		49.81315	16.26257	18.6955	0.24061	0	3.22835	0.84585	0	0.13289	1.11814
Healthy	1.26989	11.05587	1.32013	1.36305	0.46736	0.02749	0.76365		26.86477	1.26989	11.05587	1.32013	0.46736	0	0	0.76365	1.36305	0.02749
Healthy	0.96733	1.59643	0.06782	0	0	0	0.0036		79.08388	0.96733	1.59643	0.06782	0	0.19925	0	0.0036	0	0
Healthy	11.60167	19.46208	0.89351	0	17.6434	0	0		30.926	11.60167	19.46208	0.89351	17.6434	2.47967	0	0	0	0
Healthy	1.24653	20.55547	0.51722	0.02613	1.2884	0	0		53.18139	1.24653	20.55547	0.51722	1.2884	0.01387	0	0	0.02613	0
Healthy	2.52386	7.99771	0	0.32709	0.59026	0	0		67.49294	2.52386	7.99771	0	0.59026	0.01643	0	0	0.32709	0
Healthy	26.69284	2.56611	0.0395	0.00701	0.0151	0	0		60.68189	26.69284	2.56611	0.0395	0.0151	0.16241	0	0	0.00701	0
Healthy	2.38717	9.28483	0	0.52463	0	0	0.016		71.29103	2.38717	9.28483	0	0	5.81367	0	0.016	0.52463	0
D009765	5.76284	16.53549	9.34409	1.88802	0	0	0.75665		13.63502	5.76284	16.53549	9.34409	0	0	0	0.75665	1.88802	0
