c	Gammaproteobacteria	Bacilli	Negativicutes	Bacteroidia	Clostridia
Healthy	-0.930516906065389	-2.35457773065091	0.537612598757124	1.78570949869202	1.45827727272622
Healthy	-0.41002807048314	-2.2572748686953	0.459641231058366	1.84856983556758	1.01247361443207
Healthy	0.185063118628386	-1.26560025747943	-5	1.92204983052155	0.488405457367657
Healthy	0.449094075274832	-1.14721513131945	-5	1.57222816092954	1.6775069439896
Healthy	-1.31202537996544	1.051093840473	-5	1.31736058768831	1.66913940664896
Healthy	-0.265152184721705	0.582984408651994	-0.596827984507749	1.69391056216295	1.50651274410758
Healthy	-1.33320131633383	0.0569048513364726	0.945026679940939	0.862428959956688	1.82704989750399
Healthy	-5	-5	-5	0.558182780051332	1.87591343904048
Healthy	-0.939906816175532	-1.13153190097901	-0.0641250998316844	1.81917871144198	0.887815275486838
Healthy	-5	-0.522227791650743	-1.16723569505947	1.88965420652834	0.994225179864961
Healthy	0.592966876255435	0.271353622102484	0.174135431793646	1.35740003085252	1.3453164744199
Healthy	-0.379947270905605	0.376482058819104	-5	1.01821768096015	1.71787046537739
Healthy	0.459898869322942	-0.0564411855707237	0.109159910732136	1.64695609540824	1.5841822493836
Healthy	-0.529648320654182	-5	-5	1.70267966728539	1.60943496080477
Healthy	-0.0902675076251021	0.416265954074958	0.504940923792709	1.76331049352414	1.42360430573151
Healthy	-0.169789980446389	1.146950244924	-5	1.27892180034509	1.61380631605831
Healthy	0.624558470873253	0.215629633457334	0.816328150203432	-5	1.54674409485113
Healthy	0.414679264466649	-0.536584848478778	0.0852691663062547	1.34369035064213	1.49694057445299
Healthy	-0.444603223193737	-0.26085504067402	0.482997854050922	1.65574909221612	0.822281216656299
Healthy	0.433228828459711	1.32789385998954	0.899838005126567	1.25929923269997	0.962872011646389
Healthy	-1.09946901754724	-0.747316838067802	-1.24695343837347	1.80432102081899	1.26968452668662
Healthy	-0.98175733254209	-1.61834351741421	1.11346904426635	1.49356427633227	1.1086857570507
Healthy	-0.496658819638013	0.70645576145229	0.66441066625717	1.33045943275192	1.54941111098063
Healthy	1.02127904398954	-0.867996607013368	0.415260555485293	1.12349589629023	0.806771975129058
Healthy	-1.01963297381522	-1.16304326294045	-0.0941232027331172	1.81791352489197	0.89347657602406
Healthy	0.410654095544502	-0.0665886443976464	0.776590780723774	1.66387781019517	1.42169044813617
Healthy	-0.748994826506365	-1.64820369310298	0.7701993436501	1.84899289555575	0.516286756742558
Healthy	-0.55695617135166	-0.758055266755733	1.24868546482757	1.6475331865481	1.04352810361786
Healthy	-1.64936439174105	0.716771865592201	-2.33161408331	1.56000304445673	1.62673639063625
Healthy	-5	-5	0.706197853673996	1.25952794138506	1.74560717886567
Healthy	-5	0.292838433016156	0.339403735860026	1.62839833114676	1.61067634238685
Healthy	-0.759026648159996	-1.33236029394359	-1.72422809983507	1.80403694856363	1.21357804935372
Healthy	0.631860613368897	-1.88840147511961	-5	1.96760834270013	0.33969584950589
Healthy	0.408553697586891	-0.293982431100993	0.0857185951654024	1.69670438392489	1.51071574552102
Healthy	0.411840163863845	-0.984305011473482	0.0614600188564993	1.71218039327238	1.64177295694328
Healthy	0.387935910763123	-5	-5	1.85173953724011	0.539787206963553
Healthy	-5	-5	0.74992946410767	1.42350882927382	1.66372004899893
Healthy	-0.138346129786089	0.190037398989312	0.118615195569278	1.15158158231486	1.84136516505698
Healthy	-0.267831488311101	-5	-0.336176622715236	1.76379227371666	0.942225394038726
Healthy	0.236373488494027	-0.460296761052174	0.0313438202620874	1.34524587426771	1.77264422665499
Healthy	-5	-0.34356637993405	-5	-0.446736102130203	0.853369020778802
Healthy	-5	-0.268346780304104	-5	1.90515172992153	1.16590402368497
Healthy	-3.24412514432751	-0.720538390742327	-5	1.30818415943938	1.67775710506271
Healthy	1.74098454857805	-1.69550947222651	-1.45568385825257	1.46048845128655	-0.601487100636577
Healthy	-0.241648360659185	0.0735093989447644	-1.79344395590097	1.58838141538367	1.29462822967002
Healthy	-0.00818049869410116	0.374258801735391	-0.332603088723377	1.47030565369035	1.72806664688125
Healthy	1.54484981487026	-0.13499083395651	-5	1.52154105801303	1.18056740329026
Healthy	0.867749658122785	0.275695943772669	-5	1.62193708491111	1.48141123776671
Healthy	0.476666455108599	-0.652162790782278	-5	1.8422493624299	1.03803448288161
Healthy	-0.906333217772097	-0.465035207605334	-0.409760221691033	1.45822828621146	1.7636263758975
Healthy	0.0628902051108873	-5	1.04397967690349	1.81760403789488	0.383240712265224
Healthy	-1.28449805470672	-1.25266589038409	-0.663660364179217	0.889549319851817	1.89740598462153
Healthy	1.52283713787594	0.192826614678094	-1.81901441921327	1.40084905039548	1.31392160918484
Healthy	-0.128129464579834	-2.75696195131371	-5	1.8803962977303	0.745483117577596
Healthy	0.0640234774529008	-0.30019694972716	-0.867580201902385	1.44655083564052	1.75178633158743
Healthy	-0.926831737734898	-1.2185318571582	-0.0562186872401727	1.82018917291727	0.892972326282529
Healthy	0.363041946961852	0.919402906871174	-0.649345021321921	1.40671301227427	1.66820619715723
Healthy	-5	-5	-5	1.25929732031192	1.77721404573176
Healthy	-0.785076715105102	-1.13170831198214	-5	1.89530517121279	0.938137297650076
Healthy	0.0307534989344725	-1.16583371605738	-5	1.81245075376518	1.36596264140317
Healthy	1.17143946128151	0.0255802854362789	-0.644625115568388	1.59146586560344	1.09462169057043
Healthy	-0.295652121429059	-0.63537397104496	0.555024278341712	1.94824376338362	0.405878868331657
Healthy	0.474740598479892	-1.07618627890881	-5	1.902603793708	1.0933519823094
Healthy	0.184029550144605	-1.5054280157698	-0.41491168253253	1.80714744013724	1.13265153073686
Healthy	0.734362115377894	-0.274586622650022	0.309242535683534	1.58393825894487	1.07610425239176
Healthy	-0.151023091657112	-5	-5	1.90763543760992	0.732929862907847
Healthy	-0.049839682214073	0.256277457032671	1.35289398495645	1.40001116347393	1.29993941694529
Healthy	-1.07899019850297	0.953170410062659	0.167656956106924	1.7468348775601	1.40153649503355
Healthy	0.514394992263783	-5	-5	1.43602485997618	1.49570595381986
Healthy	-5	-0.363742852536496	-0.404404585179866	1.89328788413065	1.16768706622592
Healthy	0.308030554266106	-0.295772243975001	-5	1.81086762923236	1.39345533900023
Healthy	0.448853120627996	-0.997488368715092	-5	1.90097133349062	1.09161948151491
Healthy	-0.451107165863582	-0.119701008574247	0.827994413772519	1.67173058524069	1.52914432399509
Healthy	0.180561672034769	-0.682103733507044	-0.55211358549957	1.52251334995078	1.42053414725031
Healthy	-1.20474581741912	-0.247436853219887	-5	1.84248723314806	0.795370377864658
Healthy	-0.940058111938045	-1.26865302445405	-5	1.89035561818262	0.958802703399502
Healthy	-0.407689975744221	-1.79290445958078	-1.70818731253288	1.79020259096065	1.42670494278751
Healthy	-0.85390298646413	-0.521404648588605	-2.66958622665081	1.75068639596413	1.07685007757803
Healthy	-0.470377181866557	-0.499091465490491	0.276567492614683	1.73645698054468	1.52648272598072
Healthy	-0.926025180133341	-1.69336055897574	-5	1.63656221152152	0.685083081773877
Healthy	0.421390017067081	-5	-5	1.86071421216417	0.529733125569346
Healthy	-5	-5	-0.504608316733061	1.35594032910961	1.01612538353125
Healthy	-0.0220021900412603	1.11050890380876	0.266222286089953	1.28344913507257	1.76962948341265
Healthy	0.71531126204077	-1.0268721464003	-2.09745322068601	1.78701036043699	1.39733331000103
Healthy	0.725062622575211	-0.994219100045348	-5	1.78904336346585	1.39453643002807
Healthy	0.901621219386529	-5	0.975085613689644	1.78698851626489	0.547050688176596
Healthy	0.493807855234094	-0.255128343264855	-0.369500934993356	1.78024643641179	1.14563607374448
Healthy	0.434639151871673	-5	-0.62182020961905	1.78464916825017	0.772601120532011
Healthy	0.485428959845251	0.993012752319757	-0.245751074050475	1.59105948454855	1.19668730668016
Healthy	-0.723814025929329	-0.23051928278377	-5	1.20512583727329	1.84684893146272
Healthy	-5	-5	1.00602125104217	1.86313571622313	0.56260449277382
Healthy	0.71119625733534	-1.02890978686288	-2.08777794346758	1.79995502038762	1.40552427687326
Healthy	0.270487844301513	-0.929112855981459	-5	1.93699953868876	0.878078658061945
Healthy	-2.44009337496389	-1.15720360482442	-0.666472121478908	1.79562541141711	1.46293334758363
Healthy	-0.826318510271541	-2.10679324694015	-5	1.70525998257671	0.856096619470512
Healthy	1.05315530296188	-5	-0.525375865581386	1.8137514040382	0.981531397830807
Healthy	-0.296313206970355	-0.216053564833748	0.486852524143322	1.65819280795176	0.818556438818155
Healthy	-0.774716569905557	-0.27574051917945	0.990982713978623	1.58462144870961	1.58449281066138
Healthy	0.809585300223161	-1.71354353025302	0.226146043037372	1.75917269340802	1.39267321586803
Healthy	-5	-5	-5	1.41344243740169	1.86976856311412
Healthy	-0.500051869424349	-0.831767770486579	0.881186582455558	1.78339441350103	1.00932084295081
Healthy	-0.0644222048359064	-0.482553366080614	1.00037246490087	1.59828842602444	1.53079794617608
Healthy	-0.110082316563794	-5	1.02170476943826	1.83322720348008	0.339564720744175
Healthy	-0.633091651478627	-1.21296481797378	-2.69897000433602	1.71027217662072	1.55568318976661
Healthy	-1.47521455067878	-1.34524606674707	-5	1.78661799092698	1.38127486445892
Healthy	0.330275751303548	0.179683897698728	0.585353552711389	1.4180109463338	1.64651380543217
Healthy	0.493729835674895	-0.36897246014147	-0.460422116654691	1.78004577521362	1.14116338956612
Healthy	0.381573511428956	-0.734403976912408	-5	1.77946769879883	1.44949814640934
Healthy	-5	0.885516701288187	-0.865440422577375	1.06194266859472	1.7652327007658
Healthy	-0.41054190953502	-1.1786175002527	-1.44297427761362	1.63071744373332	1.58329424022553
Healthy	-0.966616458826881	-0.558037929911472	-5	1.87396969779597	0.99279026086462
Healthy	1.02447088994175	-0.855456925727212	0.44715027601437	1.13305580649568	0.853379368841177
Healthy	0.465747089582431	-2.65955588515988	-1.47638358094563	1.85360793726677	1.02171922850814
Healthy	-0.654371453543694	0.629334151724093	0.410804217827063	1.44728752485348	1.73679515299428
Healthy	-0.17532757261464	-0.0889703004937882	-1.23150989482875	1.64525598723438	1.60981683481143
Healthy	-0.105351696206483	0.868222280049216	0.424515760887521	1.51982996187314	1.58392127862756
Healthy	-0.18894807088368	-0.284255639895637	-0.445692591194441	1.93359989623458	1.00281550518044
Healthy	-0.319356328457753	-0.63712186421107	-1.30891850787703	1.53024017922384	1.74514188333472
Healthy	-0.0792351019025129	0.304886726880107	0.559891071511696	1.84831094876434	1.211817363788
Healthy	0.349205624890484	-1.51541547071716	1.10412880717098	1.79890403654049	1.23204928215509
Healthy	-1.42250820016277	0.228043433509841	-0.550614177886614	1.52028251858544	1.54576406064084
Healthy	0.625943879895748	-0.527902071630646	0.0322721538792363	1.64257777817935	1.52333108790772
Healthy	-1.06454311928839	-0.279973073180271	-5	1.8395273190905	0.782800013240915
Healthy	0.279872181802656	-0.175796039171376	-5	1.34745823525243	1.56648663481458
Healthy	-0.388861099604354	1.01701788816255	0.755196216792059	1.12424950751656	1.80334968959274
Healthy	0.779484656852121	-0.365563037462101	0.683102898251826	1.83239323446241	1.01211983580451
Healthy	-0.519317693674513	-0.595371510358081	-5	1.74767083118137	1.06435764063349
Healthy	0.216498426045241	0.106109268076676	-0.919193195665638	1.6997597018861	1.42992386507408
Healthy	-1.12314735239866	1.2402641177506	-0.38344047112217	0.989984347155344	1.79709524343957
Healthy	-0.637781499673948	-5	-5	1.69762325578217	0.852264622895017
Healthy	0.469963322716831	-1.3058337040668	0.109247722726692	1.93269608074609	0.914887667414394
Healthy	0.175192788386603	-0.718625697644953	0.585561113253916	1.44215431825314	1.56276497736574
Healthy	-1.21275211966805	-1.69940451611004	-5	1.44769978587616	1.74267258870357
Healthy	-5	-0.420856888356185	1.09307235793528	0.992245470404764	1.71019058793031
Healthy	-1.47391930819797	-0.0835460514500749	0.595127907424166	1.62850305786177	1.35017802148473
Healthy	-5	-0.684323479651987	-1.03268608171292	1.89328244254808	0.872297905435093
Healthy	0.493842680869723	0.415989409775816	0.25020280076303	1.51167431480752	1.56002995672657
Healthy	-0.156007715296637	-0.720241827197527	-1.54485047882017	1.38690239553102	1.76396341803372
Healthy	0.501999443521579	-0.048754790735713	0.597043255132234	1.4021019112055	1.77471800848193
Healthy	-0.547937422579577	-1.05640656723163	0.965537055768076	1.88732568509417	0.840752661491784
Healthy	-0.0410158810572654	-0.392866795608433	0.278014672065929	1.46192001102786	1.62417294113089
Healthy	-0.807126028457478	-0.52712658475644	0.781603883546812	1.83212324129133	0.877155296873409
Healthy	-5	-5	-5	0.839399477589831	0.741554966417343
Healthy	-0.00137018679696171	-0.664943480560908	-1.47146893936459	1.95979455001318	0.163313470721263
Healthy	0.213783299335304	-1.71242219092129	-0.426989074326613	1.80810748638921	1.1436548346525
Healthy	0.134476737534991	0.0150242633246252	0.364320185775914	1.53392005922317	1.36283312396803
Healthy	-2.52578373592374	-5	0.421116717448923	1.51337104143792	1.76793326227628
Healthy	-0.917286419828668	-0.301142926910974	-5	1.84112379863689	0.769490316573303
Healthy	-1.73541827076192	-0.405000083267754	0.386068917092623	1.46482624102165	1.20914141425671
Healthy	0.91410504981628	-0.632681359070309	-1.11781711236973	1.47934881916713	1.75960152474697
Healthy	-0.32652751393593	0.870129897270743	-5	1.68565316931533	1.35641578185387
Healthy	-0.484232094691555	-5	-0.276363751548955	1.76611141354806	0.918537242247304
Healthy	-0.611667852142784	-1.48017200622428	0.770695932022493	1.83859624517168	0.573581685079558
Healthy	-0.138716560793675	-1.75522823850471	-5	1.92571581828593	0.797725144405064
Healthy	0.152795744228193	0.583002560080506	-1.12499664639996	1.12388886461312	1.70433526726466
Healthy	-1.32376378323669	-1.3347005005001	-0.104660342496373	1.49240722410362	1.77740847867906
Healthy	-0.50619353784942	-0.355640201258412	0.224450183956584	1.65175857405642	1.48502130772093
Healthy	0.615774405540379	-0.681269033111902	0.721269676607568	1.81873895555548	1.23984532072405
Healthy	1.19040510174362	-1.11047420332881	0.410444849855314	1.7496754173402	0.708358003620255
Healthy	0.30496204994215	0.156555208395287	-5	1.4171748100161	0.918629438578189
Healthy	-1.48492132492408	-1.47612352436187	-0.480172006224281	1.43424274139237	1.80773528500083
Healthy	-0.215247234325595	0.0111134963380321	0.270175554788268	1.31756068239971	1.45843523171584
Healthy	-0.607285464323705	-2.27654432796481	-5	1.61376996185642	1.05463603249303
Healthy	-0.0874591172093625	-1.9613798380503	-5	1.68212295478174	1.29414424391811
Healthy	0.761866221337698	-0.346160624597503	0.6558757249061	1.83496307400649	1.00417687158102
Healthy	-0.834458923277627	0.0187920070191681	0.224771250660267	1.17286436316283	1.80972740745797
Healthy	0.120211868257074	-0.466520280274016	0.955189685433538	1.73702883666313	0.873083331994693
Healthy	0.886993538765038	-5	-0.344304641900412	1.60461339629586	1.52315625762967
Healthy	-5	-0.383282986810365	-5	1.34406161240005	1.83087231082505
Healthy	-5	-5	-0.931999773854828	1.86739965719606	1.00205715038054
Healthy	-5	-5	0.171878503215528	1.75332140766362	1.2177686427741
Healthy	-0.0288587291620607	-1.39415646094191	1.01605130894559	1.81981041845706	1.21453258042098
Healthy	-1.06203099704855	-5	-5	1.92362077923589	0.66170386173977
Healthy	1.33742032279846	0.263782780904469	0.170871646707303	1.23208313301804	1.12136448262956
Healthy	-1.98927613460823	0.738626784677017	-1.4611750110621	0.932999064948841	1.74136309841259
Healthy	-0.753378337304012	-1.23158391178367	-1.86806070478958	1.80754152214339	1.18746008458181
Healthy	0.493151217795686	-1.15608236199361	-5	1.80527808068277	1.44782772418392
Healthy	0.561010697311624	-5	-1.45050628678499	1.68187475455202	1.56514435307016
Healthy	0.298197867109815	-1.21161948468044	0.00260229774101594	1.73424513018294	1.5025598463161
Healthy	-0.116389661320575	-0.339115557585661	0.611898477051448	1.84667550724037	1.01277566015306
Healthy	-0.401373615358346	-0.203682434305506	0.502336974038757	1.65432490850471	0.809253917551751
Healthy	-5	-5	-5	0.952624405874026	1.8810667236086
Healthy	0.0967536388455329	-1.10579474085792	0.44070919767089	1.29087943842079	1.29502449775478
Healthy	-1.85418228550817	-0.105855694858373	-5	1.58894353083727	1.18346117588539
Healthy	-0.15793396806739	-0.683861843690182	-5	1.73979663245331	1.52091931163098
Healthy	1.03878661622049	0.429781339627466	-5	-0.0946143304531225	1.83935559803672
Healthy	0.068434489114242	-1.11463877996849	-5	1.81232913845757	1.40472427430048
Healthy	-5	-5	0.864347893323088	1.04690078461455	1.85911180632526
Healthy	-0.708919887036473	-0.602738019719488	0.395696739866061	1.24243159853042	1.67920205928686
Healthy	1.5447992766518	-0.284841010141251	-0.847864603138124	1.62995121181597	0.803646907294407
Healthy	-0.686976889676762	-1.3337629041042	0.776570440218725	1.8445753934764	0.525033139267167
Healthy	-1.0588862729629	-0.426768570195741	0.874593131257384	1.7541370245132	1.35176442913036
Healthy	-0.464832514885056	-5	-5	1.60189177821748	1.57679786817196
Healthy	-0.204878053462417	-5	-5	1.7178105861371	1.21338731625293
Healthy	1.29530644506905	0.746443472210338	0.441008203188998	0.123521713101379	1.59416915726957
Healthy	-1.17678668671733	-1.27140275661657	-0.369084199281594	1.8318208414387	1.01953251492144
Healthy	-0.121863265765277	-1.33208031468264	-5	1.90866679473157	0.797811626447583
Healthy	-0.619264302584309	0.231739666149884	-5	1.52670646287214	1.54376989193097
Healthy	-0.261663473011745	-1.96177736163128	0.459522153558161	1.84593412017612	1.0007615187783
Healthy	0.925629186050317	1.52994301710022	0.586792027385235	0.758241775290724	1.43849947096657
D012778	1.43081427544186	0.580443679498155	1.21674580629727	-5	-3.26760624017703
Healthy	-0.921869569197436	0.349741692672937	0.0358738123373223	1.51282362556768	1.63752415148976
Healthy	0.531020110897529	1.10152127833332	0.850562308394363	1.60385458328443	1.44371692044769
Healthy	-0.587757914790086	-5	-0.374862537040465	1.78679747478852	0.867238789581795
Healthy	-0.750092670064082	-1.35674477497523	-2.49757288001557	1.82680147562451	1.16849100146747
Healthy	-5	0.489310067605182	0.664296846953647	0.326305131458458	1.67577293586524
Healthy	-5	-5	-5	-5	0.966089614274034
Healthy	0.302309278369985	0.352568386179309	0.112578192405772	1.5677817813519	1.47553463280689
Healthy	-0.295961075129442	-1.5598783968122	0.438967733160514	1.87212141120146	0.905335446078444
Healthy	-0.541347045342033	-1.60783085051026	0.635468666883596	1.83756369284495	1.01932569872672
Healthy	-0.0069431160985507	-1.16640670600154	-0.421051508337888	1.68422524191817	1.25392385907662
Healthy	-5	0.821520733834141	0.908717652617084	0.546726459460997	1.71170484153581
Healthy	-1.23343844736247	-5	0.5541558913488	1.49103949595487	1.71524676204637
Healthy	-0.249738521213526	-5	-1.03995754427316	1.68836882500495	0.9882610018044
Healthy	-0.223545809517815	-5	-5	1.86204725643831	-0.193080997377211
Healthy	0.229349020167703	0.456730323223298	-0.100316261699968	0.625221877739475	1.61482479244399
Healthy	-1.47729500726525	0.389325591817493	-0.230246153197911	1.0565893017888	1.90126630662589
Healthy	0.0376336348940759	-5	1.02167089201791	1.79880921338179	1.19448159512148
