g	Phytobacter	Acinetobacter	Pseudomonas_E	Leclercia	Serratia	Veillonella	Staphylococcus	Longicatena	Bacteroides	Phocaeicola	Alistipes	Faecalibacterium	Agathobacter	Parabacteroides	Roseburia	Mediterraneibacter	Enterocloster	Blautia_A
Healthy	1.92344096123941	-5	-5	-5	-5	-5	-5	-5	-1.34823755261989	-2.16685288808721	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.38713077430994	1.00904318157393	1.30673267785612	0.578761803506642	0.464786030293308	0.498063694080719	0.874706154894375	-0.733980091146502	-5	-0.917897115672906
Healthy	0.590779438070119	-5	-0.242657122385407	-5	-5	-1.37212230542003	-2.16557929631847	-1.55299710153384	-3.88605664769316	-5	-1.71669877129645	-5	-5	-5	-5	-5	-5	-5
D007234	1.86157031184879	-0.997531549871667	-1.21459897500761	-1.17224313702138	-2.34390179798717	-1.82073553566097	-1.71130373940974	-1.69680394257951	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.00895122354732	-5	-5	-5	-5	-5	-5	-5	1.81156682926171	1.27815500510981	0.15389104967617	0.0310608896177033	-5	0.758374366364425	-5	-5	0.0309436214735152	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.05489445053779	1.0768664509663	1.20367052680817	-0.12930354201075	-1.34872198600186	-5	-5	-1.75129126439908	0.0387711255560155	-5
Healthy	-5	-1.62635252779078	-5	-5	-5	-5	-5	-5	1.15292097463953	1.13975003771002	1.17924980557504	-0.0863609598418691	0.48744100297473	-5	-0.475409170660481	-1.45979570015794	-1.32403845035783	-1.43285595480434
D007234	1.93422218239952	-2.54211810326601	-5	-5	-5	-1.58720357128346	-1.60119226979674	-2.05700040663396	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.07977228854307	-5	-5	-5	-5	-5	-5	-5	1.30872337679408	1.24809077987232	0.768365009161426	1.02753348134356	0.444904721918428	0.310521259425818	0.08363876342531	0.339013945111108	-0.236175332346068	-0.242429377406458
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.823200263372605	1.0216576708443	-0.0474448617954988	0.323903568817623	0.952953155520531	0.332133336630615	0.320050689245139	-0.230711314496045	-0.32346184990518	-0.751511774422557
Healthy	-0.820333331309502	-5	-5	-5	-5	-5	-5	-5	1.56991497727533	0.946159361386029	1.2053795085082	0.375808049999467	0.542100583473231	0.652839825755143	0.02908738220068	-5	-1.37008096449646	-1.51088563062108
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.62708799702989	1.46551386368491	1.50907113846328	0.7880764098051	-0.0296810236691787	-0.0990814763357739	0.940157745034501	-2.03479829897409	-0.581947421762495	-2.01592296609717	-2.24718356881173
Healthy	0.449094075274832	-5	-5	-5	-5	-5	-5	-1.74424521335696	0.795788284662185	1.20763786757837	0.735879822897586	1.25309582833611	1.10952151459143	0.417318874379533	0.765025203451104	-2.09745322068601	-0.852323675758901	-0.523211832082725
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.815099362578922	0.595995263422092	-5	-0.905528871358355	-0.508988684951899	0.581614056436102	-1.16133977401106	-0.497504600087449	-0.521635548830319	-0.876050408918173
D007234	1.84441510261354	1.28008689348363	-5	-0.20314131782407	-5	-1.84436036624022	-0.825882018745733	-2.22257317761069	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.596827984507749	-5	-5	1.17028871123992	0.785820097362288	1.3070698779994	0.719162177585661	0.763721417584099	0.241596282154071	0.227470199001748	0.0961867450642134	-0.509339346643863	-0.36848520732334
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.463456983294505	-0.180515290471165	-0.553478365910921	0.418842992639702	0.544242967752208	-0.239434283338677	-0.279667013535578	-0.171559239043357	-0.439890033974113	-0.671579619651049
D007234	-5	-5	1.99855186541205	-5	-5	-5	-1.55830486435928	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.558182780051332	-5	-5	1.79933855031565	1.08449084041063	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.653905866083472	0.531331998472511	1.01231322546684	0.535527031875706	-0.4724732079805	-0.0335860382216916	0.138280588066214	-0.558619115083489	-1.35773338109733	-5
D007234	-5	-5	0.70694553523325	-5	1.91887926557643	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.989227273730537	0.742054716841051	0.934428756537096	0.267007369664355	0.297889576928751	0.507255267007037	-0.282620788281913	0.0431971754363884	-0.426107728747112	-5
Healthy	-5	-5	-5	-5	-5	0.11217250239113	-5	-5	0.998972112402378	1.04406208743653	0.210567304911968	0.741209133148016	0.894532048314841	-0.983551681740962	0.462161317803899	-1.48651604329574	-0.539102157243452	-0.632998369161559
D007234	-5	-5	0.844383348061829	1.58118718301517	1.56522318939556	-5	-0.0481818171635087	-0.943247559432561	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.487876173277055	-5	-5	-5	-5	-0.227736985686373	0.317697789173932	0.056031575371879	0.712116606343839	-0.752370379320886	-0.383986859296895	-0.00762324020119706	0.970490997163584	-1.34949820512163	0.051102334407441	-0.406237799619208
D007234	-5	-5	-5	-5	-5	1.01855113225646	0.504330832624116	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0541524342958834	-5	-1.05943371350991	-5	-5	-1.25103713874384	-5	-1.13282724882135	1.32440284726873	1.21219373244237	0.801432524809039	0.826824771213143	0.912518041359844	-0.2415271636076	0.192084945698495	-0.941801812121746	-0.0072786286449669	0.000529516328599164
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.23646873630381	1.43252723945084	0.636341435183332	0.730356652316883	1.36809917704874	0.184864546397479	0.195753018692335	-0.812874271898271	-0.38659163216393	-0.894319537054191
D007234	0.843897730053448	-1.58335949266172	0.91360300949966	1.63675470990008	0.14916982821571	-2.17069622716897	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.84169669994585	-5	-0.955773922887317	-5	-3.06550154875643	-0.522386823570525	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.364244903921713	-0.354057282270514	-5	-0.27030077368383	-0.0141381024399063	-0.925732257446642	0.220398392723045	0.761688835565538	-1.12627261935332	-5
D007234	-1.69250396208679	1.56365749652605	-1.96738123914928	-1.19948912310563	-5	-1.54867419151048	-0.871213141357402	-3.02227639471115	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.435700933519181	-1.23672178898102	-1.04043395336207	-5	-5	-5	-5	0.650489169855272	0.521500280734672	0.603989395353346	0.427003832965794	-5	-1.06238182060618	0.769339656043525	-0.58671700436918	0.303656036254057	0.453339748402282
Healthy	0.564484971853554	-1.16165473122401	-5	-1.66756154008439	-1.54408975961726	0.794690159172349	-5	-1.13106182166709	-5	-5	-5	-5	-5	-5	-5	-0.448476812495412	-0.349653615565912	-5
Healthy	-0.917178739060671	-5	-5	-5	-5	0.0809726302572683	-5	-2.59345981956604	1.34369035064213	-5	-5	0.952044735789634	-5	-5	-5	0.0973093802506316	0.0395806659430903	0.387210019684898
D007234	1.16642744945179	1.77176461632518	-0.502351733005775	-5	-5	1.17938545210219	-1.42342831593471	-5	-3.76955107862173	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.460296761052174	-5	-5	-5	-5	-5	-5	-1.62488531530777	1.14610601018529	0.16745912204356	1.32654722076483	0.391910291294328	-5	0.787670840300354	-5	-0.997790727011985	-1.08597434830367	-0.867452157534419
Healthy	0.42605558248393	-5	-5	-1.35232368675913	-5	-5	-5	-5	0.372160539023197	0.704098158024834	0.331405024437767	-0.107972216985304	0.315384597192658	-0.245927008621203	0.290864545251634	-0.442095978942434	-0.71103573910386	-0.388967440075479
Healthy	-1.09946901754724	-5	-5	-5	-5	-1.24695343837347	-5	-5	1.08673060256448	1.66305616502841	-0.139823760808407	0.917524414342226	-1.60484840849546	0.564715762684222	0.0368962554232314	0.032070510958555	-0.93704216591549	-0.62712480320661
Healthy	-1.09210516458372	-5	-5	-5	-5	-5	-5	-5	0.903434029060182	1.03735158564287	0.918020895497868	-0.14273989201492	-5	0.0566190372544864	0.19961258242565	0.353227427233009	-1.29619293472567	-5
Healthy	-1.47159756204638	-1.15820270112564	-5	-5	-5	-1.43997375108711	-5	-2.39361863488939	0.85678626903428	-0.0374223287336096	-0.408946528872216	1.1422802529829	-0.892518681088757	0.160762563277134	0.617894235029343	-0.299002238747432	0.494553905633412	0.109494176922207
Healthy	1.00937057363846	-5	-5	-5	-5	-5	-5	-0.979307321317972	0.941196280899037	-0.417050761899766	0.0823508585424324	-0.940360861676275	-5	0.471865012027668	-5	-2.13194363817696	-1.0951222330366	-0.802857335027437
D007234	-0.4176297834502	0.27259110444323	-0.021372175545019	0.349399928796363	1.15017320372759	0.913841921729706	0.97288152954606	1.46221540608139	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.656287984618367	0.532590054688241	0.986371730553447	0.525499605723142	-0.471533245943799	0.00947214256281374	0.154977520652007	-0.506151747287724	-1.38594689401278	-5
Healthy	-1.19504320014251	-5	-5	-5	-5	-5	-5	-5	0.858404843905288	1.01464736446758	0.954647179814278	1.2210857191749	0.13049137270644	0.28803001032133	0.278303072544114	-0.378314915201681	-0.550028189433107	-0.683316905800553
D007234	0.54036326584228	0.759800001161332	0.765797408618468	-5	-5	-2.67366413907125	-0.886591493181825	-5	1.11288673240206	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.21056031543282	-5	-5	-5	-5	-5	-5	-1.64820369310298	1.41796234308648	1.44987641002334	1.15519965365937	0.224447593743919	-0.0904760626697648	0.0463273451876654	-5	-1.40055362427472	-1.96940027803405	-5
Healthy	-5	-5	-5	-5	-5	-1.61528825706172	-5	-5	1.3359222371394	0.895219164621542	0.686047875446719	-0.0822529911463843	0.508300728187253	0.679307040538071	-0.340559218129682	-0.765229704839083	-0.758254347429356	-1.08841629901892
Healthy	-5	-5	-5	-5	-5	-2.33161408331	-5	-2.46470587995723	0.961647912162124	0.259151715045203	0.0985398979928616	0.51949197443013	-0.164893106573855	0.788281527598791	-0.391666553469254	-0.221790847545488	-0.331232146717607	-0.589020424105431
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.432663093489424	1.15230210701829	0.103365786103795	0.986838888014579	0.989176517744802	-5	0.900070395982548	-0.390501637029355	-0.177400456778729	-0.271094568022853
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.477819906571579	0.817115638688272	0.0193946484020217	-0.623368303391467	-5	-0.634774168471376	0.205377613968156	-1.09151498112135	-0.0972630207034069	-0.363933563700505
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.5913805248487	1.11149539708713	0.857057959691053	0.150483193431825	0.708114831421749	0.239517197570492	0.912789935768464	0.0072099096567322	-1.69100897099984	-5
Healthy	0.631860613368897	-5	-5	-5	-5	-5	-5	-5	1.18991317291819	0.947484697028656	-5	0.162952529345726	-5	-5	-5	-5	-0.213887716280173	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.18209294994912	1.25424152186026	1.0337549797518	1.04710773896796	1.10788836394591	0.533808904510271	0.295731990611262	-0.377526928721877	-0.841456589559329	-0.491847506685055
Healthy	-0.616041089320888	-5	-5	-5	-5	-0.2805112683689	-5	-5	1.48753387015163	1.31840374685235	-5	1.49290852660329	0.980282958120641	-5	0.0232524596337115	-0.99225222199926	-0.344391014232939	-5
Healthy	0.321559079158719	-5	-5	-5	-5	-5	-5	-5	1.5573067305449	-5	1.03236810303085	-0.254207185533345	-5	1.31929161025765	-1.48638292621212	-1.62397081827182	0.300369365845536	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.85287568006664	1.24829825218794	-0.209947178785253	0.863694528505915	1.34878971676183	-5	0.232228432690292	0.562490334306448	-1.09859617317475	-0.0531156206822775
Healthy	-1.01327304066878	-5	-5	-5	-5	-2.40120949323688	-5	-5	0.638884434843093	0.132202035994411	0.742262317972735	0.496809301400452	0.875100637639787	0.151648665442374	0.14897879816802	-0.233668962635352	-0.436803791284812	-0.58279411323567
D007234	-5	-1.0301649069242	0.349238662688127	-5	1.59896123735247	-5	-0.901114105747678	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.60067246784132	-5	-5	-5	-5	-0.336176622715236	-5	-5	1.32994188138017	0.748546947125055	1.22824838038061	0.624660520168395	0.337834489319356	1.07060780428846	0.222438121429833	-0.495284533454112	-5	-1.80079352083834
Healthy	0.174455234145807	-5	-0.640164517660112	-5	-5	-5	-5	-5	1.10548020890067	0.331082963961029	0.667381965624977	1.01150320097941	1.07561301292506	0.120695648207146	0.887991240119842	0.0287135543472535	0.320854294415898	-0.0766678876057536
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.446736102130203	-5	-5	-0.401702045786327	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.47832518591699	-5	-0.0265396226410534	0.138511109502875	-1.02204787879854	1.69334620296065	0.242936287772362	-0.973262505761252	-0.828478312549553	-1.59998036493484
Healthy	-5	-5	-5	-5	-5	-5	-5	-3.15490195998574	0.985750165546471	-0.522097717926842	0.996848207512495	1.3571552748739	1.26359606905271	-0.369795940918506	0.249589657772943	-1.66918053350416	0.102780042608525	-1.53106219433454
D007234	0.0402778824461601	1.89557673188488	-0.742561433140186	-0.859806321421369	-0.212830096952016	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-5	1.76344978261879	-5	-5	-5	-3.30102999566398	-0.24882871299355	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.74098454857805	-5	-5	-5	-5	-1.45568385825257	-1.93442028527155	-5	1.08589324752887	0.865101604678416	-5	-2.36251027048749	-5	0.971086963807545	-5	-5	-5	-5
Healthy	-0.241648360659185	-5	-5	-5	-5	-5	-5	-5	0.942447584715193	0.590088017609518	1.33337451651942	0.459188864492906	0.240089751352472	0.17638069224327	0.61832219129437	0.533379262331335	0.0881219074247119	-5
Healthy	-5	-5	-5	-5	-5	-0.332603088723377	-5	-5	0.673036582018401	0.970411969025687	0.743411763039668	0.846739050596166	1.11479807081461	0.263673934576048	0.578505119469179	0.954974884145722	0.708407301660155	-0.458183705956146
Healthy	1.52261648252963	0.243003303737926	-5	-5	-5	-5	-5	-5	1.08983060412523	1.16851192048091	-2.73048705578208	0.0907974988830557	0.901874434387825	-5	0.298416380061295	-0.259345246991919	-0.332631112242141	-0.721246399047171
Healthy	0.730107707641394	0.27915114126399	-0.993876393788146	-5	-5	-5	-5	-5	1.13765408877301	1.31735138571432	-0.239208221730056	-0.432338545526102	1.01926213902904	0.804634123473607	0.301001765605171	-0.59960017794618	-0.558839225964884	-0.219200406320111
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.13652493208102	0.450806249388427	1.06599401994949	0.159311473703784	0.161251176283234	0.562583090346802	-0.372265559261693	-0.393231812127701	-0.188485316996634	-1.536704390038
D007234	-1.7680209731685	-1.30715308072277	1.37540771627744	-2.16304326294045	-1.49498575991589	-1.57823159879308	-1.64416550411506	-2.23507701535011	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.62874737087506	-5	-5	1.19902827755032	0.898970773660773	0.0640159820569943	-0.177400456778729	0.643187083437237	0.330129562487524	0.541238413708155	-0.30766431619311	-0.478103871023895	-0.529883646848996
Healthy	0.0628902051108873	-5	-5	-5	-5	-0.045892625421558	-5	-5	1.7620060494669	0.897376887599212	-5	-0.993020809425723	0.25574514625898	-5	-5	-0.683107496238705	-1.64282774227697	-5
Healthy	-2.31515463835559	-5	-5	-5	-5	-2.60554831917378	-5	-3.52287874528034	0.597813613726611	0.568992124598399	-1.55253186905024	1.16299460490105	0.889080295987788	-5	1.58407441708135	0.139576863367535	-0.349352558320681	-0.360802472437482
Healthy	1.42917407372715	0.809154183841669	-1.98129950133376	-5	-5	-1.81901441921327	-5	-1.4719836588108	1.07848545589377	0.335742656352144	0.801808314132114	0.825685708021758	0.0414953244515998	-1.74957999769111	-0.876671133073652	0.0851835080527787	-0.585561497517843	-0.143669949666377
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.48402664628583	1.06961001446421	1.40026420261157	0.237050856024604	0.0989101036705038	0.79260738221841	-0.729857085434354	-1.26913700795351	-1.3088300658684	-5
Healthy	-0.721360702109261	-5	-0.478299790403725	-5	-5	-0.867580201902385	-5	-2.55909091793478	0.161086368307222	0.205786102044935	0.156049152396347	0.974915403512388	1.58807227786453	-0.0315263912127704	0.32893995062819	-0.964490214910441	0.301173289200876	-0.409514838665734
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.649553898215629	0.511777781179978	1.00435749182179	0.534201312342924	-0.41801622713926	-0.0192287655665064	0.15170379450221	-0.525492360883024	-1.23158391178367	-5
Healthy	0.261919168685268	-5	-5	-1.67264106561367	-5	-0.649345021321921	-5	-3.05060999335509	1.20018925473279	0.553322206453972	0.450487750700936	0.883197940465117	0.865670616851012	0.214149481337108	0.808128563975704	-1.39394125058969	0.310104651612718	0.356069858369681
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.753101774791045	0.745289542403494	0.836439954323991	1.64652439038602	0.849821579563074	-1.10061729446673	0.303548103752084	0.473183222684247	-5	-5
D007234	-5	1.66888804723075	0.921455483825328	-5	-5	-5	0.171533390977501	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.75490697748566	-5	0.160528553851757	-5	-0.149151671958975	-5	-5	-5	1.25874907402556	-5	-5	-5	-5	0.505255824700366	-5	-5	0.139170419697508	-5
D007234	-5	-5	0.95225323469415	0.847660866250518	-5	1.08497178831268	-5	-0.186705967391169	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.00731396083787	-5	-5	-5	-5	-5	-5	-5	1.35291325491105	1.50591217449397	1.23863338412571	0.704894873858826	-5	0.496801000400511	-5	-1.06595628096447	-0.369460260242627	-1.35892268667463
D007234	1.83063876682804	1.26510356084774	0.167169590408631	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.1667094881721	0.686265262668015	1.50809817278176	0.578201257052102	-0.235696812080013	0.961923919973019	0.458258525453489	-1.60519822283729	-5	-1.32348928971745
Healthy	0.970380818690795	0.512057044037339	-0.402173229622064	-1.4600461583436	-5	-3.34678748622466	-5	-1.63582436722938	1.05197747701379	0.117814652518818	1.29737264534491	-0.0857626522322589	-0.0797305415006571	0.253655370238268	-1.87192398733128	-0.747632485540101	0.0617765710248985	-1.18681946741399
Healthy	-0.412771852687185	-5	-5	-5	-5	-1.59739475808009	-5	-5	1.88238392445064	0.966712278981014	-5	-0.332462998247047	-5	0.508929489837207	-0.399658868863735	-0.851273983601853	-0.893911141617558	-1.92372374459578
Healthy	0.438436333187005	-5	-5	-0.794497905255804	-5	-5	-5	-5	1.6413417197487	0.0034820739602539	-5	-5	-5	1.54550269053596	-5	0.0987094706026861	0.949469538688605	-1.15757799664235
Healthy	-1.03465716443938	-5	-5	-5	-5	-1.51541547071716	-5	-5	1.35138384043984	0.925449785377923	1.13439260701655	0.646956291228724	0.310914119898852	0.9911680181619	-0.0564016219798742	-0.751413756144896	-5	-0.988387270780576
Healthy	0.727493270530317	-5	-1.26129869956529	-5	-5	-2.03526907894637	-5	-1.04997609347667	1.29824769773955	0.383713061429759	0.815683320847122	-0.3956551263728	-1.25995327594851	-2.13135556160517	-0.948461609484673	-0.254948642205653	-0.151293733781325	-0.909741947068684
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.58046091043789	1.05000214654233	1.3728796136993	0.218548633630002	0.0884160740543244	0.758283451133159	-0.733063088840827	-1.16678911971739	-1.26256879948542	-2.48148606012211
Healthy	-2.16621562534352	-2.43297363384094	-5	-5	-5	-1.91399629438162	-1.97021052916814	-2.27572413039921	0.300797585941017	0.4418600262895	0.12032381085653	0.782331419673991	0.5279622602406	0.598310001050247	0.537223262503522	-1.53224394875597	-0.0555518753758685	-0.610568102417803
D007234	0.87334908873868	0.865020425647483	-0.493494967595128	1.60179401310052	0.293676282672905	1.06240936017012	0.820347951673997	-2.36451625318509	-5	-4.15490195998574	-5	-5	-5	-2.44249279809434	-5	-5	-3.431798275933	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.990327308973056	1.17258483522945	-0.427802425387931	0.000312579511844677	1.00602125104217	-0.0577636921574976	0.813258650489798	-1.22526411744825	-0.13794021359015	-0.242960968256442
Healthy	0.275880057552617	-5	-5	-5	-5	-5	-5	-5	1.05443071983724	1.01448777642975	0.442109598724974	1.13556863593156	0.814857976477148	0.221395978831646	-0.17653881290186	-0.0881502035005799	-1.3668346463161	-0.298000525110363
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.268996620854813	0.87437163556421	0.144658256472615	0.50420979956773	0.142189168879311	0.37582084581302	0.602524437988924	-0.0335766540563069	-0.97765412373012	-0.951830201233982
D007234	-5	1.63129975825357	1.00967223608326	-5	-5	-5	0.813865755008717	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-5	-2.24108810760203	-5	0.0187254574020281	0.877685145594588	-1.21020783226932	-0.657143241698475	-5	-5	-5	-5	-5	-5	-5	0.0165277602047403	-5	-5
Healthy	-5	-5	-5	0.158323283184649	-5	-5	-5	-5	1.15097368621677	1.37556284595154	0.66462693479414	0.865887722538789	-5	-0.0895250095753656	0.395511605944591	-1.21903497039168	-0.752173977064558	-0.176499687860297
Healthy	0.405648536281932	-5	-5	-0.691286223360996	-5	-5	-5	-5	1.62483065208544	0.569301326035446	-5	-5	-5	1.52824945599506	-5	0.164207074952633	0.92414018615049	-1.1499054056133
D007234	-2.42829116819131	-5	1.90781488437055	-5	0.909821766099095	-5	1.00808382089653	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.05655495097497	-5	-5	1.36100233623473	1.17527198645151	-0.146770397745081	-0.109048314863652	0.752205226728857	0.645876959626669	0.121425234713617	-0.103121199189351	-0.692311460404838	-0.180930098867832
D007234	1.70406991597779	-5	-5	-5	-5	-5	-5	-5	0.903677515553092	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	0.838152402231841	-5	1.49229666134887	-5	-5	0.703363611193463	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
