c	Clostridia	Bacilli	Negativicutes	Actinomycetia	Coriobacteriia	Bacteroidia
Healthy	0.834881459911079	-0.738784727731408	0.418049261100667	-1.78251605578609	0.157293537030964	1.12037516310008
Healthy	1.14248551342664	-5	0.579395987303872	-5	-5	1.85877539268605
Healthy	0.905775918547835	-5	-5	-5	-5	1.76248500077786
Healthy	0.506005509528048	-5	0.279527783292017	0.256147450368233	-5	0.753566207633706
Healthy	1.42200957240051	-0.157278457372331	0.647289058452041	-0.0907114758377493	-5	1.67342301960269
Healthy	0.869094954125148	-0.493494967595128	0.792386786145778	-0.419576861588155	-5	1.84256505913163
Healthy	1.19020951815055	-0.983091956027925	-5	-0.301507982535077	-0.249483891283201	1.49356483387704
Healthy	1.46509466393064	-1.13288622016802	-2.22694530663574	-0.0859743483036714	0.113150877468074	1.71315322488589
Healthy	1.45921979121162	-1.71579493229821	-0.517312174147043	-5	-1.91470942176993	1.76828215948572
Healthy	1.52809127080218	-1.07083661679494	0.469780792850616	1.34327168575716	0.146202479780109	1.40912732608835
Healthy	1.34464707672557	-0.119826892692204	-1.90692869362394	-0.142643376767697	-0.576737737901385	1.751024304759
Healthy	1.4756432996228	1.1269644402306	-5	1.07310257186231	-5	1.3636531513135
Healthy	1.01454111895657	-1.79425445905734	-0.342255943752624	-5	-0.434990895787404	1.83153801034881
Healthy	1.81661503022113	0.122641769625536	-5	0.935873389978904	-0.0813721327862228	-0.56125202309777
Healthy	0.865013906964962	-0.755747626027527	-5	-0.639539128949822	-5	1.93835333049894
Healthy	0.621185632512497	-0.160232938160214	0.989411548229137	1.10762472634163	0.559244509416333	1.80841638682843
Healthy	1.77431582986575	0.439799901220617	0.199894984410582	0.0604674143361238	-0.810650075660802	1.13997348798446
Healthy	0.965797447276839	-0.325074592106928	-5	-0.768046430801019	-1.23912536194781	1.54122030352031
Healthy	1.53574792951024	-0.129479049987236	0.193238724856175	0.490921572614853	-0.767664722914346	1.65610510465173
Healthy	1.42429183666506	0.457819850233151	0.355229239344489	0.393975096445539	-0.300812902691751	1.43020829188859
Healthy	1.67799618346722	-0.914780798955058	0.528402437953617	-0.48384819086776	0.409194025170417	1.54534163593735
Healthy	1.24294423094552	-1.64474009447262	-5	-5	-5	1.68276546649112
Healthy	1.39068469769986	0.723240523942585	0.300401986291505	1.10904437714116	-0.4678318683063	1.31879954964682
Healthy	1.74657558857697	0.357746230812359	0.685564402798436	0.436447310914848	-0.139763839938269	1.10018575831703
Healthy	0.980759885403075	-0.686533527341765	0.0206802558933171	-5	-5	1.46493613135373
Healthy	1.51828844302872	-0.304833651694131	-0.00398770325701485	0.99456129217834	-0.856080061614163	1.53452703352098
Healthy	1.2530225910835	-5	0.518154511204127	-5	-5	1.82816042852175
Healthy	1.49457893733627	-1.68423950933427	-0.673787070000569	-5	-0.863279432843593	1.66400962634643
Healthy	1.23249066332249	-0.343039817257151	0.498321583350671	-0.460986665060487	-5	1.32580085766442
Healthy	1.45331895172898	0.213326465927919	0.437461993994192	-0.215925022521303	-1.02447628703967	1.5976974889962
Healthy	1.6692777272002	-0.74816718137136	-0.515017218069439	1.38646596861784	-0.0468639369858433	1.23406807784543
Healthy	1.41584323663477	-2.57348873863542	-5	0.530503213925169	-0.341330501793832	1.54045311221858
Healthy	1.14208867249843	-1.43004118190341	-5	0.750233691942234	-0.0893435844122668	1.75494401147996
Healthy	1.34703771974518	-0.885355661097721	-0.292634245878962	-0.687653360969147	0.163846875794205	1.73383868006618
Healthy	1.31590278328254	-0.529736553034922	0.864685475789771	1.40112833208387	0.759851342542993	1.39257878095216
Healthy	1.15252805770336	-1.75300930075845	-0.378107411682646	-0.299330889371745	-0.683903790324869	1.80276490252706
Healthy	1.41352674519155	-0.235375602149019	0.310272618148416	-0.587875593826683	-1.06068046892176	1.71674927159693
Healthy	1.49291480841852	0.0460149508590078	-1.30980391997149	-0.328716051374985	-0.423336216585005	1.60690102497749
Healthy	1.24379901006385	-0.0923522065996969	1.01190185253402	0.768325030057909	-0.0285803382281341	1.68234249553608
Healthy	1.36879806566854	-1.03607057797344	-3.09691001300806	0.749569366032057	0.234745000628051	1.74789136461658
Healthy	0.821560034071882	-0.787785752580059	0.811446306956656	-0.181859917724294	-0.844998163768747	1.8861083213193
Healthy	-0.476006549684386	0.544609953795997	0.507533402997219	1.7298044975577	-0.920782564253433	0.99071082098826
Healthy	1.40206921838821	0.0811419957201863	-5	-0.00137890022102005	-5	1.67301168634137
Healthy	0.409082289950506	-0.612450012609767	0.52617250731388	-5	-0.81121208736253	1.94992288585992
Healthy	1.55513678720214	-0.844208647642382	-5	-5	-1.78727984558216	1.72528954175842
Healthy	0.995212978021115	-0.564028293600659	0.00220927298801476	-5	-5	1.4858262973554
Healthy	0.767879087701276	-5	-5	-5	-0.991357252434715	1.64796730935212
Healthy	1.40436788267485	-5	-0.219819551797359	-1.02122621566988	-1.15851539066461	1.59439929128072
D003924	1.62663503321726	0.437201800606539	1.01194621846249	1.27885187753101	1.01871339419216	0.328666999038706
Healthy	1.2300635056576	-0.845697780315335	-5	-5	-5	1.61538794443253
Healthy	0.883333177521008	-0.989530430203608	-5	-0.65380355627079	-5	1.93830958188606
Healthy	1.83420763729357	-0.938698343793955	0.710003908849681	-5	-5	1.09571109663366
Healthy	0.835315711892788	-0.849304948857286	0.815167165939307	-0.207181230830761	-0.719763190390311	1.88332170105324
Healthy	1.39121518967295	1.2620379575553	0.379401614039029	1.35339280128144	0.451102996833693	0.990601217280949
Healthy	1.28459404298254	0.335205073740825	0.336809830185024	0.704108458618344	0.239269440429388	1.62516320091162
Healthy	0.865290568604777	-0.617982957425132	0.802783300182877	-0.411392195257313	-5	1.83470604885608
Healthy	0.73434690347996	-1.01295971302073	-5	-0.30756731148585	-0.500381640299993	1.87756621627172
Healthy	1.07126582915093	-0.654998961821958	1.0643010907268	-5	-5	1.52954173713065
Healthy	1.38189538704128	-1.85047298624565	-0.647335200348899	-5	-0.674217602484195	1.72075193832482
Healthy	1.14788152240164	-0.498803757972911	-1.708409174342	0.714166239729455	-2.43297363384094	1.75082293228829
Healthy	1.60449356953884	-0.201985035648513	0.610621841297843	0.992401068294658	-0.690433704106227	1.30595723893257
Healthy	1.52805960109978	0.376981866455769	0.352346553933043	-0.135524518308971	0.045334716316743	1.54381968098756
Healthy	1.33111923301633	-5	-5	0.412347969086344	-0.35269528819389	1.73847446323237
Healthy	1.24428503948943	-0.703290943824397	0.679156150418852	-0.29654525468797	-5	1.82034604693572
Healthy	0.998936849760302	-5	-5	-5	-5	1.81557104127818
Healthy	0.934940600473388	-1.19348086591929	-5	-2.17392519729917	-0.502144659868822	1.88378086390612
Healthy	1.20670501205503	-5	-5	-0.868060704789575	-0.63520519282589	1.72431978848234
Healthy	0.924075016220443	-2.53461714855158	0.430155711970019	-5	-5	1.88066745045934
Healthy	1.34583072467652	0.390341518926754	-0.823069915549494	0.907689155879493	0.00338297259828993	1.64240941377882
Healthy	0.857495929293535	-0.447623844747437	0.968602946685977	-1.65600093094284	-0.160239219038679	1.73645522766992
Healthy	1.71085495437172	-1.57121748850305	-0.0872732432574975	0.362126071357915	-0.386433001228715	1.56350540995057
Healthy	1.92861657958856	0.485269866168583	-0.581019618754964	-5	0.566215868865457	0.341693638960031
Healthy	0.420922339593397	-0.614500972847943	0.527299866339773	-5	-0.827718238544999	1.94935604251243
Healthy	1.3854107076947	-0.312506711255048	0.150049945162385	0.272340642245293	-0.632196967250993	1.74462456359356
Healthy	1.07077166602148	-1.7680209731685	-5	-5	-0.291324207273463	1.84810070904581
Healthy	1.23613552968257	-1.77806440017199	-5	-5	-0.133411418224968	1.76411057214773
Healthy	1.57366723433078	-1.67964596718233	0.730517420590717	0.0755615592810349	-1.4386600585411	1.6043401214296
Healthy	1.44068479603106	-1.26656197290894	-5	-5	-1.1114274031424	1.81002063010515
Healthy	1.01115709631296	-0.237839297913818	0.66482994114309	-0.632401836320167	-1.44708854978349	1.84441000712758
Healthy	1.03464409575721	-5	-5	0.434388442735579	-0.833066905128846	1.62280463482383
Healthy	0.720720628024159	-0.869827111107464	-5	0.736743798962006	0.169395196975156	0.286391343147528
Healthy	1.45599459811076	-0.526542227184554	-2.09636748391576	-0.12731939284807	-1.98171569157347	1.8012357228892
Healthy	1.48797178851542	-5	0.896930011763117	-1.88706002391592	-5	1.70747606876486
Healthy	1.74857987849733	1.08418899343258	0.147960609057186	0.410247323940247	0.58910475277915	1.27434700337415
Healthy	1.63908099170895	0.0754119076576232	0.300127898364073	0.698566791937309	-0.662820374590166	0.870742663294291
Healthy	1.33484102540248	-5	-5	-5	-0.973099191109745	1.83312510965263
Healthy	1.3597381818911	-2.70774392864352	0.183338186289204	-5	-5	1.64097954636543
Healthy	1.61706736835744	-0.153743320221921	0.884927840363339	-0.504997133561376	-1.10690433390377	1.24469661240851
Healthy	0.642475402199867	-0.465237994969973	-1.19517932127884	-0.485691374343224	-0.0108217012429983	1.82668575568211
Healthy	0.903364048891955	-0.0678104461845136	-0.195438069037582	0.080749110907479	0.0936807835974929	1.49530395216766
Healthy	1.56021985014056	-0.0862603017850711	0.677345019721607	0.723572234494289	-1.07644514193245	1.30897098745708
Healthy	1.19586009384911	-1.63413778459744	-1.88306035344924	0.138754129723719	-0.41999931041096	1.8275738990396
Healthy	1.26322169366765	0.102519458368337	0.264165892216258	0.508095881195523	-0.645833914968581	1.62909671283614
Healthy	-3.02227639471115	-0.640297291725886	-5	-1.64282774227697	-5	-1.28692967414436
Healthy	1.40732273783472	-0.793470948317269	-5	-5	-0.749604396942884	1.78802829919445
Healthy	-0.560398916165654	0.559402646841045	-1.37212230542003	1.95902530881005	-2.65757731917779	-1.71399287792053
Healthy	0.4591194599369	-5	-5	-0.926831737734898	-5	1.96814495463693
Healthy	0.525187387787583	-5	-5	-5	-0.935317433771488	1.63732748922239
Healthy	0.723788859050945	-0.601625913848644	1.17950037362933	-0.361390954192885	-0.243356285962926	1.75295206948262
Healthy	1.379915458851	-0.97802554488994	-5	0.122301089961987	-0.829591588274682	1.71731485160876
Healthy	1.45827727272622	-2.35457773065091	0.537612598757124	-1.77211329538633	-1.86138156610051	1.78570949869202
Healthy	1.01247361443207	-2.2572748686953	0.459641231058366	0.637994778390935	-2.64397414280688	1.84856983556758
Healthy	0.488405457367657	-1.26560025747943	-5	-1.20802879897923	-0.873414072045662	1.92204983052155
Healthy	1.6775069439896	-1.14721513131945	-5	-1.66534523311676	-0.531327808853853	1.57222816092954
Healthy	1.66913940664896	1.051093840473	-5	-5	-5	1.31736058768831
Healthy	1.50651274410758	0.582984408651994	-0.596827984507749	-0.471443219398817	-0.569199575375819	1.69391056216295
Healthy	1.82704989750399	0.0569048513364726	0.945026679940939	0.100821838946951	-0.758602958350354	0.862428959956688
Healthy	1.87591343904048	-5	-5	1.32709541653146	-5	0.558182780051332
Healthy	0.887815275486838	-1.13153190097901	-0.0641250998316844	-0.833658708016502	-0.613073193204431	1.81917871144198
Healthy	0.994225179864961	-0.522227791650743	-1.16723569505947	-5	-0.199152378124986	1.88965420652834
Healthy	1.3453164744199	0.271353622102484	0.174135431793646	1.55509928748709	-0.363903445843243	1.35740003085252
Healthy	1.71787046537739	0.376482058819104	-5	-1.35961795529043	0.39167242839155	1.01821768096015
Healthy	1.5841822493836	-0.0564411855707237	0.109159910732136	-0.601140261595739	-0.729344451047015	1.64695609540824
Healthy	1.60943496080477	-5	-5	-5	-0.475292388205987	1.70267966728539
Healthy	1.42360430573151	0.416265954074958	0.504940923792709	-5	-5	1.76331049352414
Healthy	1.61380631605831	1.146950244924	-5	-0.572156994294466	0.575643845661616	1.27892180034509
Healthy	1.54674409485113	0.215629633457334	0.816328150203432	-5	-1.40837896178668	-5
Healthy	1.49694057445299	-0.536584848478778	0.0852691663062547	-0.644491011975566	-0.871213141357402	1.34369035064213
Healthy	0.822281216656299	-0.26085504067402	0.482997854050922	0.0824586292715335	-0.146478218173163	1.65574909221612
Healthy	0.962872011646389	1.32789385998954	0.899838005126567	0.211318145691329	0.356274500903909	1.25929923269997
Healthy	1.26968452668662	-0.747316838067802	-1.24695343837347	-0.358664727273591	-0.92786043676026	1.80432102081899
