p	Bacteroidota	Firmicutes_A	Firmicutes	Desulfobacterota	Firmicutes_C	Methanobacteriota
Healthy	1.47501082035209	1.15808614464665	-0.428058364925538	-0.137159295824245	0.38743254172803	0.305336319377075
Healthy	1.83747808311795	0.950250910159955	-0.42109731395237	-5	0.623557323407696	-5
Healthy	1.7506441388726	1.49693144610397	-5	-5	0.233267776923847	-5
Healthy	1.18680919257987	1.64359222051916	-0.125321084009917	-1.53895190832934	-2.68613277963085	-5
Healthy	1.81071051660423	1.3776032695703	-0.905214532180442	-0.8142029525538	-5	-5
Healthy	1.36104318842067	0.443181598524506	-0.962254870730408	-5	-5	1.2237531187344
Healthy	0.94218520903356	1.3196836928342	0.536620299880092	-2.83268266525182	-2.33818731446274	-5
Healthy	1.8241782456051	0.370574149293699	-5	-5	1.04226631702596	-5
Healthy	1.2472517876423	1.76619839845752	-5	-5	-5	-5
Healthy	1.84696335599573	0.924486560504766	-0.582694416755474	0.135940038131768	-2.54211810326601	-1.61834351741421
Healthy	1.8142347398921	1.37730934795573	-1.4521022824369	-0.43297363384094	-5	-5
Healthy	1.59569348339584	0.109558299603425	-0.255339391603912	-1.30068269897862	-2.42829116819131	-5
Healthy	1.56053726979343	1.67212493119465	-0.696328855335979	-0.8168725712986	-5	-5
D016640	1.74356157908371	1.3310661454382	-1.10154908080163	-2.96657624451305	-2.06248210798265	-5
Healthy	1.7216526087647	1.25103173130958	-0.73593812928212	-5	-0.283412422324308	-5
Healthy	1.4786024207943	1.71796392702342	-5	-5	0.616077271840093	-0.600153287287078
Healthy	1.90098442584262	0.776843504677018	-1.27392512978463	-1.13984173868172	-5	-5
Healthy	1.75209518000327	1.24311497403847	-1.24710684511541	-5	0.784204909368237	0.340136628640632
Healthy	0.49676502756721	1.13609149428492	-5	-5	0.178502127629101	-5
Healthy	1.77703142722505	1.31260086213786	-5	-1.26082336808927	-5	-5
Healthy	1.69546276325416	0.887588608949447	-1.94730605807503	-0.0591200949505213	-5	-5
Healthy	1.83444988881613	0.562728130593403	-1.52563802396737	-5	0.78344046595093	-5
Healthy	1.84649855058189	1.02914586527297	-0.58232905867489	0.17201588684082	-5	-2.55129368009492
Healthy	1.4680176437451	1.71887736129575	0.553938826260645	-5	0.490685910459085	-5
Healthy	1.77857375809228	1.47099038811464	-5	-5	0.5648411667769	-5
Healthy	1.79207257598518	1.44716516612153	-1.01488802046065	-1.91186391129945	-0.649151364633658	-5
Healthy	1.65685779237567	1.41348031926842	-0.128502955873118	-5	0.839673467342861	-5
Healthy	1.88959053835307	0.945959228055871	-1.35008128126458	-5	-5	-5
Healthy	1.02805532332265	1.61956036357592	0.572037048353441	-5	0.771161060438499	0.369735215355922
Healthy	1.80965208497098	1.25842103930668	-0.980260767325295	-1.14966014541652	-2.32790214206428	-5
Healthy	1.35426406547724	1.60294288256118	-0.432797127241516	-5	0.929648785482494	-5
Healthy	0.98631302039788	1.86704147003269	-5	-5	-0.00954570394594148	-5
Healthy	1.85867372021906	1.31559652352046	-1.05017104106469	-1.62305824285324	0.0325583260594398	-5
Healthy	1.5552751452315	1.40644598792664	0.0708945217607143	-2.61261017366127	0.419731112268774	-5
Healthy	1.34054801579334	1.73492026362331	-0.179726273618081	-5	0.0684196496837736	-1.10946720807226
Healthy	1.65087086601328	1.05726090301118	-0.657182685364267	-1.10801676914803	1.25363430052	-5
Healthy	1.40506037969807	1.42877328830458	-0.914780798955058	-1.137093786437	0.530814193504616	-5
Healthy	1.82606799653994	0.34918230257888	-0.657182685364267	-1.79075315124663	0.937795130123942	-5
Healthy	1.64176086830927	1.55072218919575	0.096631975558161	-1.67840156953466	-0.957542625425679	-5
Healthy	1.81110728434546	1.40133211677685	-5	-5	-5	-5
Healthy	1.48105503051512	1.6780068486587	0.218301753029135	-5	-1.18190613085336	-0.442264282181728
Healthy	1.54060623367593	1.5602339572948	-0.369857001654199	-1.11092250734994	0.981478374709892	-5
Healthy	1.67239834118465	1.57234897326791	0.184430207877763	-0.309706436233518	0.365272656236418	-5
Healthy	1.43424098373129	1.807811211053	-1.47625353318844	-5	-0.491928383400625	-0.530678815484752
Healthy	1.50449548168572	1.61614467401271	0.38689434361103	-0.184535663162396	0.075402035407543	-1.64062369010131
Healthy	1.20141023489937	1.50867742130819	0.234707056066243	-5	1.43632774300883	0.503993487978851
Healthy	1.70562469906964	1.3955935287066	-0.185419483989681	-2.00612308505879	-3.35654732351381	-0.323965188805379
Healthy	1.89966354826678	1.02543367652965	-2.4907974776689	-5	0.270799909417093	-5
Healthy	1.26258918765617	1.62634519284248	0.710203707477975	-1.25134690657573	1.04152334865803	-5
Healthy	-1.70465285166638	-0.843450848668219	0.402226981529326	-5	0.818636892787476	-5
Healthy	1.78447471509866	1.47848669927728	-0.276330927538517	-1.6763354643919	-0.164195322321245	-1.39653084026616
Healthy	1.75606407540919	0.799408101119107	-2.58169870868025	-1.55579901113584	-5	-1.41896105122783
Healthy	1.77214142242619	0.792968497660722	-5	-0.0530174728182011	-5	-0.679604429763531
Healthy	1.27079129570339	1.46224896439623	-5	-5	-5	-5
D016640	1.83749538319912	1.39446026155984	0.0271783029308302	-1.73707453066817	-1.92408823851722	-5
Healthy	1.53846564939347	1.39314666349216	1.03636536472617	-1.09301884677115	-0.798520941053911	0.496079591179941
Healthy	1.71454417114969	1.29839256748769	0.661255030385999	-1.18409034911323	0.938762822009655	-5
Healthy	0.309368234427012	1.423414806213	-0.0650674712771137	-5	0.213517756996305	-5
Healthy	1.8404755896142	0.905902148126859	-1.91257354296371	-0.880282340894505	0.623835192553439	-5
Healthy	1.7787785697713	1.28848084715486	-0.130903284670576	-5	-0.0609302500765758	-5
Healthy	1.79873935950129	1.00685609026128	-0.43599712553065	-5	-5	-5
D016640	1.8025279887308	1.20712492371975	-0.732781323379882	-0.926758352388001	-5	-5
Healthy	1.82891195902718	0.47503598593598	-0.427686139077251	-0.372009781970118	-1.12737762097471	-5
Healthy	-1.34093992775906	0.667845974950633	-0.949040540228349	-5	-0.476123524361869	-5
Healthy	1.3458583405568	1.78600993422736	0.37755029096515	-5	0.852430583729309	-1.03767802727042
Healthy	1.51354080269059	1.13356158050504	-5	-5	0.386209934256197	-5
Healthy	1.45456453532834	1.71445474814256	-0.731468829613177	-1.23920068836928	-1.37913552473488	-5
Healthy	1.28341589445138	1.71095686646162	0.493825964913141	-5	0.149249912590282	0.0492684289258104
Healthy	1.52518025986167	1.52588276983088	-1.05041484867335	-5	-1.52607530658384	-5
Healthy	0.979643508462589	1.02488734795022	0.136416137341801	-5	-0.316187764258705	-5
Healthy	1.85269446506605	1.00435319221273	-5	-1.33245366048848	0.448497622954086	-1.44357687862871
Healthy	1.0609451289678	1.71727862924166	-0.00365910219171063	-1.45779721756597	1.01931697539738	-5
Healthy	1.90459362284092	1.16080785053776	-0.261013438254704	-5	-5	-5
Healthy	1.80137551083457	0.993684390845659	-2.76955107862173	-1.6714165502858	-0.607285464323705	-5
Healthy	1.86931909803268	0.894137100921729	-1.48878529886361	-1.27148389524023	0.416410819643451	-5
Healthy	0.345159961936636	1.45447273120908	-0.352949725131461	-5	-5	-5
Healthy	1.73520274469009	0.752219057445198	-0.442974277613617	-0.858801155095263	0.960128153889501	-5
Healthy	1.96523473061779	0.455023112735919	-5	-5	-5	-5
Healthy	1.23054317859827	1.54711267089458	-0.485412405636837	-5	0.368885370936616	-5
Healthy	1.43044143776264	1.44914981560893	1.14920802414407	-1.09055095301873	0.725976118605056	-5
Healthy	1.1955379585955	1.21779652372575	-0.745838779152574	-5	0.914328345362	-5
Healthy	1.68544380891968	1.47064698034051	-0.244735108587753	-0.849090126298878	0.880156510769969	-5
Healthy	1.78489510943545	1.46304356832809	-5	-5	0.232019755939844	-5
Healthy	1.36251357545592	1.59493149244286	1.25747121574287	-5	-0.512720183556931	-5
Healthy	1.8416174048165	0.913500199718289	-0.640487039405374	0.125201405320575	-2.08092190762393	-1.40516564441668
Healthy	1.82581518554995	0.76590016637388	-0.46464257633757	-0.337383809179138	-1.20059052038487	-5
Healthy	1.75204152979914	1.43365128654553	-1.88239730830992	-0.799423073245152	-1.81815641205523	-5
Healthy	1.90850673305989	1.16288896066925	-0.287720784982634	-5	-5	-5
Healthy	1.91821083569667	0.926439688886353	-0.991612769885841	-5	-0.856485579924449	-5
Healthy	1.42766362070676	1.02389622005655	0.0544674993892071	-0.207881581697575	-0.202012695074813	-5
Healthy	1.79510990409764	1.39003716715822	-1.15533647175976	-1.14104194528199	-5	-5
Healthy	1.88438068943036	0.829658141192983	-1.13153190097901	-1.85078088734462	0.971953672639985	-5
Healthy	1.84251276060912	0.522157217406418	-1.9734667354767	-5	0.774849675704279	-5
Healthy	1.51855894624663	1.51798773008117	-1.88840147511961	-1.3669357273085	-1.10796107965871	-5
Healthy	1.44441488204482	1.50263001648121	-0.457498236785255	-0.499914538762345	-2.31069114087638	-1.32257556229875
Healthy	1.90860751553856	0.95478359268824	-0.909600850744537	-1.03843653763793	-5	-5
Healthy	1.75300706457041	1.26890310302072	-0.357347556978414	-1.33903970822392	0.714334790154114	-2.5543957967264
Healthy	1.50457605912025	1.54822476044314	0.371889472033078	-1.78941397509484	-0.00916851380527071	-1.52273400457515
Healthy	1.62599793032534	1.52253773369398	0.0899651317323379	-1.01809082990921	0.869752560667162	-5
Healthy	1.94761372562046	-1.19702114466474	0.78604049944904	-5	-5	-5
Healthy	1.57409843341357	1.52794191375941	-0.578379622893167	-1.59380057633669	0.383817160582021	-5
Healthy	1.5869428080554	1.41787889206094	-0.269516505447269	-5	-0.66372042564967	0.730618375263483
Healthy	1.80405188283403	1.29217518755666	-5	-0.523501680581423	-5	-5
Healthy	1.29517594888687	1.82597736720354	-0.0126510825574994	-5	-0.212348279651533	-5
Healthy	-0.750899522817078	-1.61332271603916	0.784530282395447	-5	-0.433491800755377	-5
Healthy	1.06535298595056	1.64613855899471	0.392586167663493	-5	0.624893391372869	1.28928809720048
Healthy	-0.155715472540559	1.96018342023449	-5	-5	-5	-5
Healthy	1.56942974388774	1.22387970532987	-0.187420844590953	-0.502158461673342	0.208744933952947	-0.632215587718846
Healthy	-0.0680440443258964	1.83959977103955	0.393459375963419	-5	-5	-5
Healthy	1.66268711145279	0.575647307126974	-0.648416255758266	-5	0.9197441971588	-5
Healthy	0.611238836702348	1.24222006070406	0.277710041423315	-5	1.07756447444463	1.68735208619593
Healthy	1.63264008257777	1.51824946614911	0.519054497364381	-2.41907502432438	0.390315000527157	-0.236010781527727
Healthy	1.33095670781727	1.52798209070371	-5	-5	0.536036723450615	-5
Healthy	1.40133918373497	1.4064757978917	0.612146777517957	-5	1.03754880035659	-0.00819377547239393
Healthy	1.61520848938355	1.45552198364635	-0.0969208705058233	-0.705776341023414	0.875735344086349	-5
Healthy	-1.27400674107528	-1.49798278517285	0.098366796439331	-5	0.0465575921181778	-5
Healthy	1.22487554625331	1.77870447856734	-0.137707579792819	-5	0.248314188632918	-0.0607404032984566
Healthy	1.86769618356046	1.17339083413668	0.651091847896028	-5	-5	-5
Healthy	1.88294735651984	0.296985309597477	0.594017768278563	-5	-0.00119595501812284	-5
Healthy	1.9030546991317	0.92721530352494	-0.916389894837689	-1.52360317327467	0.244724794839931	-5
Healthy	1.24897050711718	1.54590271827217	0.572855344883505	-0.99891561870778	0.428364844343341	0.829489675415118
Healthy	1.83052913354421	1.18118478951453	-1.40638169187046	-1.32642620357695	-5	-2.13906337929991
Healthy	1.77463957274444	0.905729517258913	-5	-0.39365088567708	-0.336883551415624	-5
Healthy	1.92427013476031	0.781113868081329	-1.19873352951038	-1.16215913834448	-5	-5
Healthy	1.77722586939245	0.998750040605746	-1.15310645668337	-0.444252785912791	0.894786662608891	-0.0539261880148035
Healthy	-5	0.244034541048333	-5	-5	-5	-5
Healthy	1.7779730083094	1.41634022452922	0.276675452072737	-2.28232949699774	0.409672806612995	-1.66174276975374
Healthy	1.81390768726538	1.37040797280264	-1.05492551152127	-0.413019083418952	-5	-5
Healthy	1.92530811990487	0.669757461260871	-5	-0.407379178678018	-1.94005811193804	-0.169796401074296
Healthy	1.7148881983792	1.40602280648233	-0.394350241482898	-5	0.143486331711538	-5
Healthy	1.7607108617359	1.33636926308681	-0.589695266105724	-5	0.92712953491677	-5
Healthy	1.76738230831409	1.21394546583265	-1.50307035192678	-5	-0.945463547345049	-5
Healthy	1.63584691443185	1.48637436409887	-0.357614629472314	-1.4068247365219	-0.664762813090271	-5
Healthy	1.32196877934381	1.72451384692898	0.616755850540927	-0.87331673661171	-0.462117968257982	-5
Healthy	1.23616175187558	1.67544039508334	-0.78404535613087	-2.34486156518862	-1.37448177102836	-5
Healthy	1.51515335032725	1.40360295513098	0.69533542771815	-5	-5	0.263479836480346
Healthy	1.84834839069379	0.991156494370109	-2.41566877563247	-1.12470717462899	0.467983789036729	-1.23995467203419
Healthy	0.459546273157015	1.44773200633717	0.934893176790706	-5	-5	-5
Healthy	1.9032631816642	0.941447824207947	-5	-5	-5	-5
Healthy	1.85084612389894	1.04639760295456	-1.55909091793478	-5	-1.10941133229451	-5
Healthy	1.77344069964559	0.460580646895238	0.245717428865753	-5	-0.842966550338798	-5
Healthy	1.18061726202195	1.62586484729258	0.617893188164537	-1.11958660012208	0.239144256821094	-5
Healthy	1.68229782004323	0.421447618533194	-0.626738493838318	-5	-5	-5
Healthy	1.40328802697691	1.58566271406796	1.02599772678049	-5	-0.450812753865592	-5
Healthy	1.81960762739526	0.373073913100634	-5	-5	1.05305845779077	-5
Healthy	1.52764549395411	1.33892559695098	1.41671138640053	-5	0.461160744254032	-5
D016640	1.81721468560222	1.30986406993459	-0.504400165107376	-0.957345746832207	-0.940398720237246	-5
Healthy	1.105980670987	0.793477468244526	-0.795635795378995	-0.181919335507796	0.39079914812045	-5
Healthy	1.82927333898101	1.26002222879454	-0.342074516243062	-2.55284196865778	0.601798250045134	-5
Healthy	1.60129615602812	1.11307523256079	-1.99182581599357	-0.509465654196324	1.04012783774634	-5
Healthy	1.89869935346026	0.415374050273797	-5	-5	0.502622372032976	-5
Healthy	1.8290642979642	1.03157164751649	-1.88706002391592	-1.0537442928006	-0.346131714354946	-5
Healthy	1.7963235355279	0.980515582376478	-5	-1.39609816826833	-0.732452827889227	-5
Healthy	1.56499325937005	1.50234462351217	0.314482386367615	-1.33837659077077	-5	-5
Healthy	1.60358916123961	1.44422753607935	0.213127114761758	-1.18735398376688	1.02358906175098	-5
Healthy	1.80344844332925	1.32382198261477	-5	-0.527258173638795	-5	-5
Healthy	1.62812500319941	1.03333125699756	-5	0.140240847756518	-5	-5
Healthy	1.91048811961252	0.925108306973589	-5	-5	-2.29413628771608	-5
Healthy	1.95008188654533	0.415722694288141	-0.607408556191046	-2.29670862188134	0.526229397327161	-5
Healthy	1.58926468487461	1.48051270208674	0.287837546554872	-0.358873067196491	0.973790801472615	-5
Healthy	1.60512471722702	1.57411487584355	-1.78968148017377	-5	0.715281146504042	-5
Healthy	1.93752952654046	0.867196927116404	-0.809192239868098	-0.987289287258213	-5	-5
Healthy	1.28096742224143	1.75116897634971	-0.530605127566646	-5	-5	0.0361336451130129
Healthy	1.33889992485897	1.66434012061669	-0.0273390328328716	-2.83564714421556	0.153897143925386	-5
Healthy	1.83787417058826	0.899892696516433	-0.571849001255554	-5	0.811678205568357	-5
Healthy	1.82604213215576	1.01953542127458	0.228569731320455	-0.750459235498362	-1.65286521708998	-5
Healthy	1.81857978519338	1.1988546734769	-1.18601892436353	-2.82681373158773	0.538078335549099	-5
Healthy	1.92380652678384	0.837020580609262	-0.524881108872333	-5	0.114827743811462	-5
Healthy	1.3933459756768	1.70622886194696	-1.92190584959359	-2.37263414340727	0.0507083499167781	0.353641225272328
Healthy	1.56926760566531	1.30535910927931	-0.529163362718575	-5	-0.0974314793287463	-5
Healthy	1.59989038299966	1.34458363551272	0.0284980508244704	-1.72101788313456	-0.871277715661573	-5
Healthy	1.28347468565735	1.26041033944941	0.0145415389504717	-1.10385974855798	-3.42021640338319	-5
Healthy	1.73480030947199	1.46795022739785	-5	-5	0.512921752774195	-5
Healthy	1.16511428548047	1.80171234048059	0.0375898256997873	-5	-0.889141043268132	-5
Healthy	1.74760956495714	0.83537662480672	-0.431481473913975	-1.51798442354929	0.704388197977452	-5
Healthy	1.6687763266025	1.32778443665342	0.814973698954037	-5	-5	0.478958770536424
Healthy	1.92437538893302	0.812576480761969	-0.556549250116459	-5	0.138128945620694	-5
Healthy	1.58542034388417	1.22548658244287	0.50269335101933	-1.78914663468511	-0.131126427409365	-5
Healthy	1.48255360215869	0.641254924881841	1.48328682386099	-5	-5	-5
Healthy	1.65906949883315	1.41318757082308	-5	-5	0.437953397540359	-5
Healthy	1.79676375806494	1.38482419721685	-1.06288348923295	-0.737050825284472	-5	-5
Healthy	1.55238151146945	1.2769658905542	-0.198561986875964	-2.67571754470231	0.829698640395345	-5
Healthy	1.39399473083586	1.55078401670126	-0.462823380455493	-0.13485455310481	0.872810427764863	-0.808185828001658
Healthy	1.81626271581759	0.936657980695638	-0.387036107280457	-1.76649623965887	0.91212423623318	-5
Healthy	1.74679317765437	1.54801835866053	-0.552872990800149	-5	0.675521720607797	-5
Healthy	1.81465938072068	-5	-0.0132103570522037	-5	-5	-5
Healthy	1.3717845033886	1.5918311836677	0.371658839715409	-1.72010501998836	-5	-2.06398920428479
Healthy	1.77492311481107	1.21882686264677	-5	-5	0.931204543128487	-5
Healthy	1.96777147739917	0.288486211442084	-1.76751213364701	-5	-5	-5
Healthy	1.85518843294268	0.505212403664965	-5	-1.45469288353418	-5	-5
Healthy	1.82536106609928	0.376573307507716	-5	-5	1.06255829479216	-5
Healthy	1.26061320210048	1.69383682735103	0.803988732596285	-5	-5	-5
Healthy	1.81284145825133	0.315145031655397	-0.705049045534732	-1.35684353438029	0.944600606569089	-5
Healthy	1.68687613730565	1.14711369542688	-1.98674133471648	-1.16832215080853	-0.949426923244852	0.977904142832697
Healthy	1.11358374126071	0.781271998003318	-0.755772374267092	-0.169077880141475	0.410041261022265	-5
Healthy	0.941389673979714	1.46925632880336	1.10415614297317	-1.43368037847519	-0.244148002533356	0.553549292350953
Healthy	1.70834712329903	1.55205953418788	-0.632178347581462	-0.254566048586467	-1.77989191195994	-5
Healthy	1.8193013867383	1.24217231994175	-0.629949762925132	-1.80631897045872	0.698857073089025	-5
Healthy	1.90809590978221	0.933252361103342	-5	-5	-1.80687540164554	-5
Healthy	1.39573253496233	1.63227553886771	-0.461815999141732	-5	1.20317191518542	-5
Healthy	1.94246597978493	0.347210933988669	-5	-5	-0.665727242592844	-5
Healthy	1.96357445137532	0.339979826071944	-5	-5	-5	-5
Healthy	1.82802964801372	1.17601916018731	-2.53910215724345	-1.1834273039739	-5	-1.66816795556375
Healthy	1.84469967136493	0.913074392967176	-1.54333037057624	-0.942638237014961	0.608224275949979	-5
Healthy	1.14982793003516	1.48115744851318	-1.229442525149	-0.753895515857289	1.45641993696588	-5
Healthy	1.25088186547846	-5	0.394010157234125	-5	-5	-5
Healthy	1.93617054442836	-5	-5	-5	-5	-5
Healthy	1.61034017883657	1.18895715468315	-1.01425925894993	-5	0.649271560060617	-5
Healthy	1.47449467708287	1.29570385370403	0.164504534900771	-5	-2.014573525917	0.838346529059948
Healthy	1.84120055468462	0.855550045808508	-0.552361408599502	-5	0.787281193630137	-5
Healthy	1.36592000526757	1.53916219604255	1.16899807727899	-1.27490547891853	0.366579835281879	-1.2390500485891
Healthy	0.458092183560576	0.762427215270847	-5	-5	-5	-5
Healthy	1.53063684725116	1.60284361975861	-0.611650092129618	-5	0.523270302337317	-5
Healthy	1.73975093012054	1.46316108636515	-0.895786115800677	-5	-0.871277715661573	-5
Healthy	1.61179848010588	1.58074517930366	-0.330246254850314	-5	-0.0411686470024375	-5
D016640	1.81502017878586	1.40080504585974	-0.847619912952397	-0.588094225243182	-5	-5
Healthy	1.62959958686295	1.52112709539139	-0.476878117881759	-5	0.31342215678707	-5
Healthy	1.8064934350208	1.14588290033661	-1.7373116556983	-0.718353142132486	-0.427535013407812	-0.670073559204548
Healthy	0.938876820561857	0.415889410662191	0.418606184975226	-5	-0.149298639255899	-5
Healthy	1.53878153219734	1.18785505526546	0.437939138819974	-5	-5	1.24711388762105
Healthy	1.44684802058778	1.73705055903582	0.632361109096971	-5	0.436603081405731	-5
Healthy	1.7507237916029	1.08296048848274	-2.12609840213554	-5	-0.799122154250974	-5
Healthy	1.90825505001011	0.94285546489844	-1.013765869865	-5	-0.853654871349532	-5
Healthy	1.55563172186592	1.7635710625388	-0.945425244705177	-1.62948691040141	-5	-5
Healthy	1.84265023357727	0.522746699685891	-1.63301702402215	-5	0.787986551845958	-5
Healthy	0.395827683190126	-1.31381076575598	0.1914789604436	-5	-5	-5
Healthy	1.76357735020375	1.3585700141794	0.0342673970380256	-2.79588001734407	-0.604062354919958	-5
Healthy	1.63032422188909	1.48159825863604	-0.416042157913543	-5	-0.2124899351421	-5
Healthy	1.08092252866459	1.8168752385534	0.00560087085348535	-5	-0.91189936535734	-5
Healthy	1.78379820722079	1.32623526503825	-0.750972947452813	-5	-0.220973804351429	-5
Healthy	1.20225257885881	1.6486608874493	0.492174883950333	-5	1.13330285627369	-5
Healthy	1.14552270383869	1.53493349327507	0.0108043612987845	-5	0.577661807783137	0.12593321721971
Healthy	1.68370195042648	1.59487486871011	-0.309733020537503	-0.414900392625936	-1.44696698379756	-5
Healthy	1.81071575460766	1.39736062096304	-1.25562877266814	-1.70818731253288	-5	-5
Healthy	1.73516942244283	0.741361995477895	-0.469954061572609	-0.929334246546272	0.959495016926961	-5
Healthy	1.58047677142714	1.52297210855775	0.964286979042497	-0.103732893301797	0.5128404260918	-0.525973234584671
Healthy	1.66653248799462	1.48066737347177	-5	-2.34872198600186	0.143988527115435	-0.179857676920668
Healthy	1.8439293335032	0.531441872697767	-1.4672456210075	-5	0.77167344945213	-5
Healthy	1.83675844616595	0.977219531270353	-0.529501306509078	-5	0.78629488921596	-5
Healthy	1.79762182767988	1.23608812400771	0.0588699622930524	-5	0.781211627918774	-5
Healthy	1.70135302948938	-5	0.169498094684968	-5	0.671069118214494	-5
Healthy	1.60515598104114	1.39302668087209	-0.652533374199378	-1.77031815768232	-1.68006156001969	-5
Healthy	1.79856812855953	1.41142204016463	-0.722665887784016	-5	-5	-5
Healthy	1.88352794714706	0.842111637549693	-0.974899038953187	-2.11975822410452	0.96900239021705	-5
Healthy	1.87289604155991	1.29654321973561	-2.36754270781528	-5	0.245529940546645	-5
Healthy	1.71117810069076	1.40621459302511	-5	-0.173620649767548	-5	-1.46230680563261
Healthy	1.82648997121606	0.429261201264363	-5	-5	1.04552325582067	-5
Healthy	1.78410996296548	1.39875484881342	-1.15633127702086	-0.678795243145552	-2.56383735295924	-5
Healthy	1.93857871116989	0.875941120726912	-1.03924390909823	-0.952296891865696	-5	-5
Healthy	1.68626025414608	1.38630344443945	-0.551463721895342	-1.94385773794095	-1.34198860334289	-2.67366413907125
Healthy	0.864456494168522	1.71317306449766	0.313466472658235	-5	-5	-0.773039406467547
Healthy	1.40770796815715	1.75281535696031	0.549262044050899	-5	-5	0.144994289359509
Healthy	1.70541918793037	1.25592321781949	-1.25798225285986	-5	1.18194386410619	-5
Healthy	1.59041457215148	1.63931732053835	-0.625160040345024	-0.300891043660907	-5	-5
Healthy	1.45816780141013	1.5771892968699	0.734132278874541	-2.22914798835786	0.407662784584097	-5
Healthy	1.47779128826683	1.75553788007857	0.2892499457196	-5	0.0143567023961815	-1.03758330655425
Healthy	1.42691673885001	1.71058197245063	0.0659753660504229	-5	-5	-0.374163007676599
Healthy	1.90620511120521	0.893052890038398	-0.365694063078727	-0.905948344490036	-5	-5
Healthy	1.82532022529267	1.19285447228256	-2.26600071346161	-1.03217132066984	-1.87942606879415	-5
Healthy	1.1900814164065	1.82393977017654	0.482108609139799	-5	0.507386256144481	-5
Healthy	1.81786431508473	0.41665049100472	-5	-5	1.06669445328592	-5
Healthy	1.94715629264219	0.419821971792919	-0.569425115953135	-5	0.558887290323476	-5
D016640	1.68090054452191	1.51333455074771	-0.899216037924133	-1.39437177799238	-5	-5
Healthy	1.58585288388622	1.60145448863472	0.345432547499147	-5	-1.28100036212128	-5
Healthy	1.65863080273009	0.9419817463884	-0.185239813098929	-0.187521155131162	0.503649071802312	-5
Healthy	1.40598836117239	1.48539671967484	-5	-5	-5	-0.339305238966167
Healthy	1.4326544334612	1.55837852531358	-0.74155428961335	-2.17457388223218	0.573687170217444	-5
Healthy	1.82657466659894	1.15005363420581	-1.39437177799238	-5	-5	-5
Healthy	1.90089549918846	1.09808414643858	-0.971306771606084	-1.56511187913268	-5	-5
Healthy	1.02066700452701	1.60390853475634	0.547034667347564	-5	0.757181865780151	0.333495638706523
Healthy	1.85113972730934	0.518517887991595	-5	-0.996022758154463	-5	-5
Healthy	1.27437609669566	1.73800264943331	0.147376387491267	-5	0.37370074533752	-5
Healthy	1.45957506417427	1.60476901377087	-5	-5	0.337674857441537	-0.0743682368937719
Healthy	1.81164684617603	1.38285526844443	-1.12262865413023	-0.364275045468861	-5	-5
Healthy	1.93142857770797	1.01749620080774	-5	-5	-5	-5
Healthy	1.7830987463148	0.962362231558233	-0.764875735980538	-5	0.0966076388102204	-5
Healthy	1.43708879005138	1.71422243047295	-0.825852934902969	-0.466050092642526	0.302287626976212	-0.835141753037445
Healthy	1.88225340349077	1.10647783811465	-5	-2.51286162452281	-0.0351701728113927	-5
Healthy	1.49902771912459	1.59380192838016	-5	-5	0.729890977278407	-5
Healthy	1.35896317319338	1.70608422317532	-0.356606549526847	-1.90974194706868	0.876561328680068	-5
Healthy	-0.0735649412037958	1.83974702552018	0.398538921901917	-5	-5	-5
D016640	1.8049844272394	1.3398591090754	-0.513003111568177	-1.11537453674377	-5	-5
Healthy	1.42498774825827	1.4501452964517	-0.369084199281594	-5	0.135501565412789	-5
Healthy	1.91220031468549	1.14700597359764	-0.282720704572598	-5	-5	-5
Healthy	1.28914395179545	1.76518810690322	0.16542240081457	-5	-0.191843063965471	-5
Healthy	0.0250230720885936	0.488265793559834	-5	-5	-5	-5
Healthy	1.6617991550191	0.937424102366349	-0.194988763631795	-0.156144577376839	0.498212654158545	-5
Healthy	1.61804861995814	1.53199733394076	-5	-1.22789843072299	-1.43074316667139	-5
Healthy	1.2082144750679	1.09598310874122	0.334331085850635	-5	0.226571552713344	-0.714127772930743
Healthy	1.70212297464663	1.41111391296914	-0.207531265089428	-0.715388817630228	0.714330598150759	-5
Healthy	1.84130483602674	0.879059734597906	-0.552748915524138	-5	0.796665206413532	-5
Healthy	1.90784431064439	1.14719168421318	-0.0825575123570476	-5	-0.613732957894986	-5
Healthy	1.89138668281525	1.138114410439	-0.448464615439202	-2.7281583934635	-1.85139734519391	-5
Healthy	1.39296869788814	1.64339720169356	-5	-5	0.591727791468931	-0.586515825682593
Healthy	1.55183971215659	1.57734551677112	0.803258359963836	-2.49214412830417	0.49608790598005	-0.252075731864146
Healthy	1.85121265364226	1.03114255424008	-0.564888566873507	0.124236784040634	-5	-1.72630441206991
Healthy	1.64506456605721	1.55703078069532	-1.46660929198245	-5	-5	-5
Healthy	1.96604321888304	0.320709049587672	-5	-5	-5	-5
Healthy	1.74892337814491	1.30098070044273	-5	-1.13217909195443	-0.0187886520203955	-5
Healthy	1.82105678782621	1.23555066605684	-0.678774514582824	-5	0.680861968925123	-5
Healthy	1.62160838715614	0.403513439966087	-5	0.423563693954572	1.02340104114133	-5
Healthy	1.31702312418415	1.26888813829833	-0.370152249628418	-5	-0.659397267743252	1.54581547540803
Healthy	1.94330260240508	0.825131944317732	-1.00445255052486	-1.01623843971384	-5	-5
Healthy	1.75970266238194	1.07613341023971	-0.557661360374324	-0.961141498440234	-5	-0.691115585577983
