group	Faecalibacterium	Mediterraneibacter	Streptococcus	Enterocloster	Bariatricus	Blautia_A	Dorea	Eubacterium_G	Eubacterium_I	Coprococcus_A	Bacteroides	Alistipes	Parabacteroides	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella	Holdemania	Pseudodesulfovibrio
Healthy	4.62051	2.12985	0	0.31344	0.45229	0.26611	0.24197	0.12737	0	0.30169	3.27081	0.88136	0.30311	0.03233	0	0.03541	0	0	0	0
Healthy	5.293	1.13153	0	1.67351	0	0.3796	0.15434	0	0.05659	0	29.68828	6.47794	5.51808	1.41369	0	0.22897	0	0	0.14969	0
Healthy	1.37357	0.01045	0.06067	0.10175	0.30129	0.19865	0.37471	0.00128	0.0159	0.91759	3.18985	1.3754	0.31593	0	0.45532	0.00653	0.06055	0	0	0
Healthy	3.3626	0.24564	0.0566	0.0744	0.11012	0	0.00575	0.05704	0	0	4.53647	10.10915	0.96241	0.09006	1.11702	1.33682	0.04752	0	0.01548	0.06653
Healthy	3.75727	0.06809	0.01769	0.3428	0.06492	0.13142	0.05071	0	0	0	35.04787	14.03277	4.8965	0	1.85377	0.10201	0	0.00822	0	0
Healthy	25.0681	0.07078	0.13118	0.21294	0	0.33819	0.3781	0	0	0.16785	22.42182	0.09219	0.92763	0	0	0.31779	0	0	0.19743	0
Healthy	3.47019	0.11299	0.02665	0.64638	0.57295	0.33369	0.18336	0.28524	0.06759	0.0891	15.71737	7.33005	7.80068	1.29235	1.04354	0.04897	0.02253	0.00074	0.00294	0.03099
Healthy	7.83403	0.03127	0.28046	1.06984	0.97485	0.41257	1.0898	0.25238	0.6708	0.15723	9.20442	13.26814	2.77931	0	0.73167	0.02843	0.04329	0.04167	0.03472	0
Healthy	6.2233	0.06941	0.01679	0.36389	0.07565	0.40148	0.02792	0	0.06316	0.10657	20.38302	1.84322	0.258	0	0	0	0	0	0	0
Healthy	1.22313	1.14151	0	0.02971	0	0	0	0	0	0	5.64477	1.41247	9.16335	0	0	0	6.59791	0	0	0
Healthy	4.8257	0.00991	0.18736	0.06617	0.49721	0.32802	0.0649	0.6762	0.08803	0.20051	47.67562	8.21645	3.2044	3.9512	2.15396	0.01266	0	0.00021	0	0
Healthy	0.00386	0	0.09831	0	0	0	0	0	0	0	7.26235	0.00967	0	0	0	0	0	0	0	0
D000236	2.02239	0.87301	1.93487	0.43719	1.25651	0.04534	0.44545	0	0.11088	0.18379	5.45602	6.44397	0.83335	0	0	0.36515	0.06341	0	0.06038	0
Healthy	2.16544	0	0	0.03879	0	0.03485	0	0	0	0	36.78834	15.96083	4.45855	0	0.8472	0.013	0.03345	0.24218	0	0
Healthy	0.1939	0.15658	0.11143	4.31644	0.09133	4.44167	3.10009	0	0.1609	0.22795	6.95542	9.18358	2.72413	0	0	0	0	0	0.08168	0
Healthy	1.40834	0.03567	0	0.13941	0.20441	0.0344	0	0	0.16262	0	29.46936	0.87286	49.4569	0	0	0.01	0	0	0.5545	0
Healthy	1.3899	0.482	0	0.13185	0.19422	0.02163	0	0	0.14973	0	30.36358	0.95823	50.0513	0	0	0.02325	0	0	0.52086	0
Healthy	0.58238	0.35091	0.17269	1.02743	0.25944	0.1816	0.29086	0.15736	0.05782	0.10094	1.56488	0.13418	1.50233	0.06354	0.5126	0.00925	0.01371	0	0	0
Healthy	11.4126	0.02662	1.08413	0.36323	0.6891	0.71399	0.20965	0.04179	0.03113	0.3358	9.98995	6.51291	1.62686	0.45255	1.56074	0.07156	0.1089	0	0	0.10617
Healthy	5.2819	2.46177	0	0.95164	1.01616	0.1781	0.40503	0	0	0.05361	10.90296	9.1973	9.79076	0	0	0.15224	0	0.06563	0	0
Healthy	4.58661	0.48162	0.49465	0	0.02394	0.00822	0	0	0	0	39.46352	2.13853	5.78556	5.99148	1.06782	0.03192	0.01182	0.03282	0	0
Healthy	0.31587	1.28227	0	1.55907	0.73786	0.29687	0.14444	0	0	0	29.25121	1.2489	1.99738	0	0	0	0	0	0	0
Healthy	0.68039	2.61061	0	0.03461	2.05548	0	0	0.39695	0	0	7.67362	8.53596	1.10872	0	0	0.0682	0	0.02587	0	0
Healthy	5.08475	0.07017	0.08074	0.57671	0.08192	0.46451	0.28593	0	0	0.09943	6.89926	0.1243	0.0763	0	0	0	0	0.07167	0	0
Healthy	0.55024	0.20099	0.23671	0.08195	0.01038	0.01281	0	0.05292	0	0	79.51733	0	3.39719	0	0	0.17362	0	0.08902	0.00881	0
Healthy	3.23253	0.00872	0.09659	0.47625	0.23385	0.01668	0.05977	0	0.05966	0	40.53771	2.2072	13.97337	0	2.12682	0.16257	0.0372	0	0	0.01083
Healthy	0.38255	1.2664	0	1.20331	0.36267	0.34164	0.55243	0.37153	0	0.26545	10.68221	0	3.72492	0.09458	0	0	0	0	0	0
Healthy	3.45483	0.42052	0.62684	1.17299	0.78034	0.13992	0.21256	0.00298	0.15878	0.0415	2.07758	0.94207	0.32358	0.61221	0.43219	0.35182	0.4528	0	0.01251	0.00505
Healthy	1.98972	0.1204	1.109	0.38397	0	0.41873	0.10778	1.73562	0	0	11.32819	2.94593	0.4762	0	0.82312	0.10466	0.20139	0.04294	0	0
Healthy	0.00624	5.50073	0.25728	1.10688	0	0	0	0	0	0	20.87578	0.0068	0	0	0	0	0	0.02564	0	0
Healthy	4.3657	0.24138	1.99943	4.79622	0	0.86344	4.45697	0	0.61567	0	2.89813	0.37364	0.21075	0	0	0.09023	0	0	0.02695	0
Healthy	0.01557	1.34572	0.46303	0.48569	0	0	0	0	0	0	39.55955	0.01377	1.31607	8.2801	0	0	0	0	0	0
Healthy	1.12672	0.52674	0.23819	1.75818	0.27825	0.33744	1.04479	1.46955	0	0	11.2032	1.39052	0.37688	0	0	0.00868	0.00349	0	0	0
Healthy	4.89339	0.16626	0.09151	0.31091	0.27938	0.09146	0.32784	0.00079	0.08128	0.08617	9.16459	4.12104	0.63356	1.8017	0	0.02187	0	0.00884	0.00759	0.01355
Healthy	1.44317	0.00355	0.66593	0.3218	0.0606	0.51902	0.09103	0.00051	0.04649	0.24878	6.74579	7.13002	0.17595	0.26952	0.6578	0.02777	0	0	0.01028	0
Healthy	5.41524	1.18752	0	2.52049	0	0	0	0	0	0	16.50482	11.77476	16.18418	0	1.62782	1.24266	0.25021	0.01945	0	0.77879
Healthy	7.35572	1.86445	1.00515	1.27603	0	0.14709	0.01886	0.00107	0	0	10.84781	1.43853	1.20111	0	0.34541	0.03029	0.0295	0.05795	0	0
Healthy	0	0	0.42169	0	0	0	0	0	0	0	0.39152	0.00615	0.10177	0	0	0	0	0	0	0
Healthy	13.103	2.73998	1.59434	3.5803	0.75139	0.81493	0.55272	0.76157	0.39886	0.40057	1.98783	2.49569	0	0	0	0	0	0.18622	0	0
Healthy	0.59783	0.00763	0	0.31824	0.53592	1.30214	0.038	0	0	0.09906	22.23939	12.85445	5.25831	0.12011	1.14494	0.24567	0.0389	0	0	0
Healthy	0.10154	0.0106	0	0.06905	0	0.13231	0	0	0	0	8.82692	1.27303	2.94672	0	0	0.07169	0	0.00958	0.01509	0.68609
Healthy	3.43166	0.02066	0	0.00342	0	0.11258	0.07127	0	0.0054	0.00811	23.60434	24.1855	6.29011	2.69035	0.85886	0.17799	0.0774	0.37828	0.09944	0
Healthy	3.71081	0.35658	0	0.31929	0.0761	0	0	0	0.00839	0	43.80512	0.69128	4.14913	5.07894	0.96444	0.01418	0	0	0	0
Healthy	0.01253	0.00845	8.45016	0	0	0	0	0	0	0	0.00319	0	0	0	0	0	0	0	0	0
Healthy	2.90846	0.13564	0	0.31778	0.08397	0.74054	0	0	0	0.02918	27.07023	11.38922	4.6528	0.80141	1.6641	0.34447	0	0	0	0
Healthy	1.23884	0.73282	0.17363	0.61509	0.30681	0.1405	0.31765	0.12684	0.01151	0.3711	5.93731	0.71259	0.63631	0.36298	0.63798	0.01486	0.06501	0.00291	0.00273	0.04199
Healthy	0.00029	0.00039	0	6.39991	0	0	0	0	0	0	0.14565	24.3083	0	0	0	0.37022	0	0	0	0
Healthy	4.36374	0.96269	0.04295	0.21503	0.35058	0.83344	1.39169	0.63567	0.55503	0.09485	7.28039	0.50714	0.01252	0	0.63649	0.06209	0	0	0.00774	0
Healthy	0.75922	0.00751	0	1.21471	0	0	0	0	0	0	11.58393	16.41882	0	0.1258	0	1.43055	0	0	0	0
Healthy	4.8334	0.50396	0.52668	0	0.02445	0.06055	0	0	0.00354	0	38.99243	2.10638	5.17688	5.9815	1.09133	0.05468	0.00606	0.01348	0	0
Healthy	0.98942	0.09122	0	1.06335	0	0	0	0	0	0	64.26404	1.51516	5.71773	0	0	0.05978	0	0.47338	0	0
Healthy	2.22424	1.12936	0	0.16655	0	0	0	0	0	0	15.65709	21.63888	5.0562	0	0	0	0.00863	0	0	0.0696
Healthy	1.45414	0.14889	0	0	0	0.03468	0.03314	0	0	0	21.33517	12.26241	1.91332	0	0	0.00249	0.22139	0.1777	0	0
Healthy	17.035	2.14216	0.42771	1.99173	1.71628	0.97224	0.38263	0.00061	0.31391	0.39283	2.9696	1.87423	0.29444	0	0.71679	0.00694	0.04684	0.00909	0	0
Healthy	10.3607	0	0.0969	1.63122	0.99447	0.64301	0	0	0	0.27771	10.99946	5.84641	1.20981	0	0	0	0	0	0	0
Healthy	2.06234	0.05746	0.28375	0.0698	0.03306	0.04103	0	0	0	0	50.73996	6.67096	2.39559	0	0.64289	0.05329	0.33818	0.23698	0.10148	0
Healthy	0.72061	0	0	0	0	0	0	0	0	0	22.49797	4.31662	4.70003	0	0	0	0	0.02417	0	0
Healthy	5.25748	0.09204	0.04236	0.47451	0	0.03975	0	0	0	0	23.06254	18.27382	3.2032	0.06026	1.18175	0.14725	0	0.00301	0.03122	0
Healthy	0.87445	0.07065	0.20247	0.04617	0	0.02453	0.24513	0	0.21184	0	12.70074	18.12182	0	0.24261	0.74625	0.39471	0	0	0	0
Healthy	0.87486	1.20461	0	0.38073	0.14791	0.09957	0.02477	0	0	0	12.81743	0	0	0	0	0	0	0	0	0
Healthy	3.35629	3.63613	0	1.60886	0.51633	0.50609	0.22491	0.25193	0.01976	0	5.53179	1.27599	2.36166	0	0	0.28183	0.10073	0	0	0
Healthy	2.39949	0.17744	0	0.70676	0	0	0	0	0	0	18.75408	4.54669	4.86745	0	1.32488	0.34607	2.17159	0.03129	0	0.05234
Healthy	0	0	0	0	0	0	0	0	0	0	48.1969	0	9.67893	0	0	0	0	0	0	0
Healthy	9.29104	0.50269	0.44688	0.03291	0	0.22411	0	0	0.0453	0	31.94919	4.30037	0.02595	0	0	0	0	0	0	0
Healthy	3.84607	0.02969	0	0.32876	0.03874	0.19399	0.01805	0	0	0	35.71129	14.42856	5.14759	0	1.95209	0.08334	0	0.02946	0	0
Healthy	1.21897	1.89017	0	0.22	0.29118	0.13808	0.13039	0.2558	0.0485	0.04102	3.9384	1.66116	2.72233	0.06692	0.99132	0.01319	0.12374	0.01592	0	0
D000236	7.90033	0.3883	0.16822	1.39128	1.29722	2.92215	0.56717	0.71054	0.35077	0.11596	0.811	3.4196	0.63623	0	0	0	0	0	0	0
D000236	4.25822	0.94557	0.19677	2.34822	1.96084	1.00868	0.941	0.046	0.40449	0.37762	3.10416	0.04183	0.4942	0	0	0	0	0	0	0
D000236	16.8794	1.06865	0	0	0.12183	0	0	0	0	0	0.71716	1.11332	0	0	0	0	0	0	0	0
Healthy	10.3558	0.72161	0.01043	0.14315	0.29798	0.09905	0.19767	1.98141	0.02564	0.05576	26.61971	2.23234	0.76809	2.56505	0.32299	0	0	0	0	0
Healthy	2.31772	0.9145	0	0.41305	0.20042	1.10495	0.21618	0.26195	0.07073	0	20.76982	12.99816	3.39997	0	0	0	0	0	0	0
Healthy	3.86257	0.05385	0.00314	0	0	0.10368	0.06067	0	0.06336	0	15.01635	32.2385	9.24018	0.94679	0.93573	0.18339	0.24167	0.16547	0.05792	0.03829
Healthy	4.35958	0.132	0	0	0.23006	0.06774	0.07225	0.33525	0	0.03132	17.98069	14.51608	5.93512	1.86277	1.54725	0.16289	0.00624	0.0069	0.10691	0.20212
Healthy	5.18205	0.00138	0.5075	2.60332	2.51173	0.22608	0.99439	1.38455	0.51965	0	1.48918	0.04141	2.10418	1.47083	0.06477	0.04461	0	0	0.00598	0
Healthy	4.28301	0.01725	0.00185	0.17103	0.06298	0.02186	0	0	0	0.00479	56.39772	0	2.78647	0	0	0.61689	0	0.03327	0.06704	0
Healthy	7.99287	5.36312	0.66735	3.91576	2.52066	2.50074	0.0041	0.63693	0.596	0.18169	6.4782	1.87168	1.93667	0	0.57831	0.03528	0	0.056	0	0.03757
Healthy	4.57863	1.73039	0	2.35936	4.0217	0.23502	0	0	0	0.09575	21.77471	2.72576	2.12393	0	0	0.08543	0	0.03117	0.30355	0
Healthy	1.05489	0.0018	1.11273	0.75818	0.26605	0.38467	0.08153	0.06956	0.03098	0.0289	13.24145	8.45238	0.98264	0.24924	0.18809	0.00096	0	0.00725	0	0
Healthy	6.68161	0.10067	0	0.15211	0	0	0	0	0	0	28.33327	7.93504	0.01086	2.09456	2.34111	0.1843	0	0.0191	0.02475	0
Healthy	0	0.26963	0.05044	0.29553	0	0	0	0	0	0	72.1312	0	0	0	0	3.37969	0	0	0	0
Healthy	3.59901	0.26488	0	0.35674	0.03989	0	0.01139	0	0	0	44.32876	0.729	4.20333	4.71587	0.98143	0	0	0	0	0
D000236	1.16072	0.06395	0.65234	0.06943	0.25869	1.73913	0	0	0	0	2.25343	0.7602	2.01692	0	0	0	0.03777	0	0	0
Healthy	1.95734	0.4606	0.08129	0.64789	0.22324	0.03079	0.09359	0	0	0	5.84769	3.04245	1.83041	0.78712	0	0.04482	0.20375	0	0.01856	0
Healthy	1.80103	1.99603	0	0	0	0.21309	0	0	0.03431	0	11.17153	0.79513	0.39854	0	0	0	0	0	0	0
D000236	3.12057	1.44578	1.30851	2.52273	0.40847	0.69336	3.42606	0.259	0.05069	0.20193	3.62619	0.6449	0.54318	0.53918	0.56889	0.09531	0	0.00601	0.00061	0
Healthy	0.03374	3.47398	0.11782	2.13839	0.00155	0.39222	0.05768	0.00189	0	0	10.98726	0	0	0.00325	0	0.26053	0	0	0	0
Healthy	1.70432	0.0509	0	0	0	0.0541	0.00674	0	0	0	20.01522	13.56359	1.94938	0	0	0.04251	0.21538	0.27769	0	0
Healthy	1.58494	0.27085	0.06102	0.16017	0.9726	0.18021	0.28061	0	0.45029	0.07979	4.42746	7.45088	0.58518	0	1.0692	0.22585	0.21458	0	0.06193	0.07944
Healthy	5.33615	0.13298	0	0.0631	0.13946	0.04287	0.02673	0	0.19835	0.03903	44.33524	1.6388	6.08633	0	0.68218	0.09694	0	0	0	0
Healthy	0.19194	0.34644	0	0	0.36396	0.1279	0.04038	0.38617	0	0	4.7139	0.30224	1.90899	0	0	0	0	0	0	0
Healthy	5.33892	0.02803	0.6215	0.78978	0.55195	0.45702	0.16144	0	0.08941	0.2045	10.49568	4.04887	17.48945	1.82048	1.96436	0.07134	0	0	0.03585	0.00874
D000236	6.71344	6.10303	0	1.90775	0.62303	0.19398	0.4701	0.53862	0.22126	0.11332	2.37563	0.81715	1.16943	0	0	0	0	0	0	0
Healthy	3.36616	1.88341	0	0	0	0	0.01255	0	0	0	5.1105	27.22123	11.74566	0	0.44392	0	0	0.00407	0	0
Healthy	3.86361	0.12127	0.07528	0	0	0.09549	0.03608	0	0.02324	0.01062	24.71467	20.89229	3.42493	4.87449	0.82579	0.14775	0.0108	0.18822	0.03176	0.01855
Healthy	3.10547	0.58761	0	0.5536	0.2407	0.32414	0.33031	0.74098	0.01326	0.05396	21.12531	1.79271	3.42062	0	1.19451	0.0272	0	0	0	0
Healthy	0.00099	0	0.83807	0	0	0	0	0	0	0	1.39842	0	0.02409	0	0	0	0	0	0	0
Healthy	0.74589	2.69161	0.02942	0.50162	0.05702	0.03799	0.18863	0	0	0.07032	7.15562	1.18844	10.76577	0	0.57508	0	3.78458	0	0	0.23576
Healthy	7.01442	0.42204	0.40369	1.2171	0.89128	0.28245	0.10326	0.04709	0.21238	0.17154	19.43849	5.89298	8.21041	0	2.1751	0.23935	0	0	0	0
Healthy	0	0	0.05253	0	0	0	0	0	0	0	20.80215	0	0.00919	0	0	0	0	0	0	0
Healthy	6.45538	0.67291	0.01616	0.17207	0.21932	0.12483	0.14659	0.00491	0.04037	0.062	21.80999	0.08305	2.7265	0	1.58206	0	0.00147	0.64128	0.00082	0.00799
Healthy	7.95811	0.07015	0	0.20849	0	0.33032	0.10851	0	0	0.09585	18.57203	1.93017	0.17836	0	0	0	0	0.01433	0	0
Healthy	1.85224	0.20496	0	0.0202	0.00225	0.01819	0	0	0	0	46.01726	8.24878	5.08224	0	1.1158	0.13844	0.02253	0.27631	0.11875	0
Healthy	0.59789	2.20537	0	0.71557	0.87989	0.88588	0.44921	1.19568	0.03029	0.03192	27.40932	0	0	0	0	0	0	0	0	0
Healthy	1.30134	0	0	0.65343	0	0	0	0	0	0	16.18652	0	0	0	0	0.08265	0	0	0	0
Healthy	7.92043	0.95926	0	2.03116	0	0	0	0	0	0	51.47642	7.18817	5.80336	0.38298	0	0.06076	0.02096	0.23702	0	0
Healthy	8.97394	0.13936	0.02291	17.61899	0	0.00365	0	0	0	0	0.00659	31.75459	0.01045	0	0	0.24972	0.00035	0	0	0
Healthy	0.00048	0.25647	0.30591	0	0	0	0	0	0	0	0.37896	0	0.00371	0.01279	0	0	0	0	0	0
Healthy	4.09589	0.02968	0.01487	0.14787	0.08468	0.01073	0	0	0	0	56.34747	0	2.78142	0	0	0.58265	0	0.05063	0.0868	0
Healthy	3.60867	0.51545	0	0.73193	0.17707	0.14612	0.0856	0.72404	0	0.03001	4.75276	7.50299	1.0573	0.29636	0	0.19217	0	0	0	0.13869
Healthy	4.93733	0.23054	0.19785	0.08247	0	0.2167	0	0	0	0.15124	16.1772	1.8701	0.16108	0	0	0	0	0.03146	0	0
Healthy	0.49771	0.23098	0	0.35371	0.96332	0.08162	0	0.08964	0	0	10.98113	5.1828	3.24328	0.17911	1.89899	0	0	0.03963	0	0
Healthy	3.35909	0.31046	0.13256	0.06551	0.32997	0.13906	0.09196	0.20372	0.00626	0.0562	5.48187	4.83088	2.95172	0	1.13434	0.15336	0.01454	0.00139	0.01471	0
Healthy	1.12194	0.01099	0.17994	1.17291	1.53428	4.73139	0.203	1.04366	0.28667	0.45413	26.4389	3.27694	0.21034	0	0	0.00138	0.05318	0.07373	0	0
Healthy	0.0401	1.93725	1.29799	0.66724	0.38257	0.27506	0.13392	1.26481	0	0.00451	1.66778	0	0.76582	0	0	0	0	0	0	0
Healthy	5.95576	1.29722	0	1.21916	0.49944	0.40161	0.20881	0.03973	0.02454	0.23032	15.93187	23.198	10.16525	0	3.22139	0.34667	0	0.11219	0.11687	0
Healthy	1.48628	0.04252	0	0.16483	0.20534	0.03138	0	0	0.14165	0	30.35471	1.07556	50.5929	0	0	0.02766	0	0	0.55165	0
Healthy	8.7384	0.04053	0.28291	0.34067	0.46006	0.67419	0.11536	0.83321	0.12475	0.54362	13.87833	8.27923	6.44155	1.13688	2.15496	0.00622	0	0.0005	0	0
Healthy	1.21041	0.79302	0.01277	1.81257	0.05162	0.0785	0.1019	0	0.01314	0.15999	24.3823	2.12271	0.49912	0.72211	1.83075	0.00722	0.10232	0.01105	0	0
Healthy	0.13883	0.38381	0.30198	0.13991	0.25426	0.0522	0.58446	1.78849	0	0	23.7468	0.18145	5.88788	0	0	0.10697	0	0.09698	0.01261	0
Healthy	1.49197	1.85999	0.74839	0	0.68927	0.4818	0.53522	0	0	0	18.02757	0.09285	2.90933	0	0	0	0	0	0	0
Healthy	5.46926	0.37773	0	1.96815	0	0	0	0	0	0	14.88238	12.27697	16.01859	0	1.72073	1.2823	0.30651	0.02067	0	0.9253
D000236	4.52124	0.66295	0.67656	1.97502	2.0975	3.19449	0.90253	1.01984	0.53904	0.32213	1.39538	1.71848	0.73216	0	0.32565	0	0	0	0	0
Healthy	3.89302	0.38767	0	1.35721	0.61408	0.40114	0.12886	0.05855	0	0.10137	21.49091	7.90788	0.95387	0.64181	2.22115	0.0254	0	0	0.08745	0.28307
Healthy	0.11187	0.00557	0.00571	0.08244	0	0.18852	0	0	0	0	8.76828	1.21987	3.12339	0	0	0.07388	0	0.01152	0.05675	0.65257
Healthy	1.84392	0.52738	0.36422	2.12203	1.45264	2.35236	0.54454	0.06973	0.1206	0.32036	2.21024	0.80161	0.63763	0	0.43023	0.15821	0	0	0	0
Healthy	4.40646	0.12122	0.00384	0	0.0459	0.09223	0	0	0	0	21.82177	13.83855	10.17225	1.40232	2.36522	0.18732	0.0072	0	0.0177	0.08654
Healthy	11.0999	1.93849	3.44137	0	1.9915	2.17074	0	0	0.16692	0	5.6385	7.00232	2.01525	0	0	0	0.0545	0	0	0
Healthy	5.36339	1.03344	0	0.77981	1.00579	0.10055	0.31746	0	0	0.02972	11.59154	8.9636	9.19433	0	0	0.10031	0	0.09477	0	0
Healthy	6.02286	0.16464	0.11753	0.49817	0.39766	0.2139	0.15089	0.11515	0.03002	0.04715	12.8527	11.39818	3.37864	2.8427	1.09681	0.02274	0	0	0	0
Healthy	2.07062	0	0	0	0	0	0	0	0	0	17.83928	15.23436	0.66952	1.03817	0	0	0.32819	0	0	0
Healthy	4.52556	0.1161	0.36238	0.01165	0.01001	0.03819	0	0.00788	0	0	33.38827	17.45076	1.84475	2.36653	0.73705	0.0664	0	0	0.03181	0
Healthy	0.96399	3.02586	0	0.09633	0	0.4942	0	0	0	0	10.40041	1.39634	1.12023	0	0	0	0	0	0	0
Healthy	0.00018	0.30013	0.47256	0.95001	0	0	0	0	0	0	39.69667	0	2.08873	0	0	0.04019	0	0	0	0
D000236	7.67009	0.10521	4.04031	1.51773	0.89377	1.65525	0.40265	1.25136	0.34185	0.5666	6.79423	4.00013	1.0785	0	0.56605	0.00615	0.00496	0.00252	0	0
Healthy	2.81074	0.96057	0.05052	2.41387	0	0	0	0	0	0	70.97224	1.48976	8.6415	0	0	0.58991	0.02499	0.10453	0.05664	0
D000236	1.77008	0.79449	0.23836	0.12169	0.2273	1.11671	0.09199	0.21368	0.0563	0	1.74072	0.60387	0.07888	0	0	0	0	0	0	0
Healthy	5.07754	6.02617	0	0	0.07456	0	0	0	0	0	26.79133	9.20106	2.48439	0	0	0	0	0	0	0
Healthy	0	0	0.0328	0	0	0	0	0	0	0	0.1658	0	14.9278	0.08514	0	0	0	0	0	0
Healthy	0.0568	0.39618	0	0.03767	0	0	0	0	0	0	59.11396	0	0	0	0	0.00309	0	0	0	0
Healthy	7.47009	1.04941	0	0.09396	0.06484	0.76872	0.79152	0.3304	0.32725	0	6.9632	0.73704	0.02872	0	0	0	0	0	0	0
Healthy	1.62934	0.08644	0	0.00785	0	0.00713	0.01632	0	0	0	26.34326	14.579	1.03011	0	0.61472	0.02129	0.26336	0.14531	0	0
Healthy	2.50475	5.21114	0.85101	1.37574	3.52351	0.65062	1.27955	2.25924	0.28714	0.28789	4.44016	3.26475	5.34445	0.15599	0.89596	0.03283	0.05158	0.00178	0.02778	0.01495
Healthy	2.37654	0.20776	0.0704	0.06816	0.6692	0.15405	0.19893	0	0.42579	0.07062	13.15685	8.58614	0.46292	0	0.69718	0.202	0.18217	0	0.04924	0.05606
Healthy	1.71118	0.56379	0.2291	0.66662	0.51398	1.54041	0.98211	0.44419	0.34194	0.35056	17.79784	7.66526	1.02101	0.17843	0.69424	0.00372	0	0	0.1708	0
Healthy	3.45506	0.13928	0	0.00886	0.03594	0.05334	0	0	0.02351	0	54.23624	8.00531	2.31324	0	1.03046	0.12665	0.28317	0.19631	0.04194	0.0667
Healthy	5.43576	2.97174	0.01624	0.43705	1.55625	1.51041	0.93272	2.05684	0.10958	0.21423	14.77207	0.62148	1.3082	0.04145	0	0	0	0	0.03227	0
Healthy	10.9228	2.84586	0	0.14356	0.26971	0.39125	0.11078	0.62435	0	0.17352	18.94308	0.41145	5.24716	0	0.94466	0.02433	0	0.04622	0.00541	0.12073
D000236	2.41182	0.59579	0.03664	0.34979	0	0.12615	0	0.01556	0	0	30.11949	9.47076	1.47833	0	0	0	0	0	0	0
D000236	0.03407	0.02949	3.2836	0.99281	5.17097	4.61219	5.08347	0	0	0.27895	0.02976	0	0	0	0	0	0	0	0	0
D000236	12.4596	0.16848	0	0.3713	0.31162	0.06581	0.03339	0	0	0.1267	3.34453	5.61403	0.98911	0	0	0.05467	0	0	0	0
Healthy	3.01238	1.89227	0	0	0.02407	0.0575	0	0	0.00733	0	55.37821	8.51919	2.34174	0	1.00789	0.10402	0.28233	0.19432	0.0272	0.13978
Healthy	4.33669	0.1055	0	0.66058	0	0	0	0	0	0	12.07566	17.25434	4.79738	0	0	0.02422	0.07841	0.02889	0	0
Healthy	2.45101	1.23859	0.07207	2.59692	0	0	0	0	0	0	70.34227	1.40603	8.70937	0	0	0.63522	0.03307	0.13374	0.04716	0
Healthy	16.6242	0.00474	0.03416	0.26891	0	0.24163	0.21634	0.16609	0	0.12395	8.43343	0.10966	0.00366	0	0.60492	0.04484	0	0.07106	0	0
Healthy	0.40084	0.02115	0	0.29122	0.05932	0.03557	0	0.09042	0.00115	0.01205	48.51116	2.44263	1.69603	0	0	0.20848	0	0.0134	0.32711	0.16178
Healthy	20.3138	1.25814	0	3.33508	1.28903	1.44976	1.39927	0	0.54458	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01055	0.01008	0	0	0	0	0	0	0	66.24526	0	1.8481	0.41347	0	0	0	0	0	0
Healthy	0.46188	0.63108	0.01671	0.87809	0	0.11812	0.01146	0.01405	0.01549	0	19.25826	5.90046	0.00542	0	1.25568	0.03199	0	0.01134	0.04874	0.34522
Healthy	2.33477	3.32961	0	7.04248	0	0.1433	0	0	0	0	29.88994	13.12173	17.36036	0.08097	1.39486	1.33304	0.19795	0.14909	0	0
Healthy	4.50117	0	0.47033	0.0404	0.02411	0.163	0	0	0	0.06728	6.36079	1.17345	0.01456	0	0	0	0	0.01797	0	0
D000236	0.57236	0.18715	1.12072	5.72589	5.60914	0.32138	0.07068	0.08931	0.30305	0.43032	3.40124	3.19591	7.66719	0.7938	0.93802	0.18078	0.01641	0.03665	0	0
Healthy	7.63909	0.36041	0.00345	0.13531	0.3032	0.21453	0.19221	0.08676	0.00161	0.0741	20.99102	5.54678	2.55664	0.53069	1.25244	0.04288	0.09756	0.01452	0	0
Healthy	0.93458	0.12864	0.00221	0.17594	0.0901	0.06446	0.01617	0.00138	0	0.01443	22.10937	4.7763	4.67668	0	0	0.19252	0.11461	0.30087	0.17465	0
Healthy	18.6217	0.13842	0	0	0	0.01292	0	0	0	0	8.78945	0.93559	0.01788	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.84662	0	0.76546	0	0	0	0	0	0	0
Healthy	0.44599	0.37254	0	2.29521	1.42807	0.20694	0.05047	0.0598	0.05174	0.40697	45.31812	0.90828	14.60569	0	2.12062	0.02391	0.02693	0	0	0
Healthy	8.68152	0.12936	0.04088	0.04659	0.52366	0.56475	0.02495	0	0	0.09588	13.33674	6.32915	2.76498	0	1.4733	0	0	0.17543	0	0
Healthy	27.3379	0.46858	0.11859	2.20511	0.91639	0.89208	0.28684	1.59526	0	0.22791	5.38367	2.85363	1.33306	0	0	0	0	0	0	0
Healthy	4.00657	0.0742	0	0.00309	0	0.06928	0.06205	0	0.02685	0	15.07899	32.77003	9.56586	0.92457	0.95407	0.14935	0.23733	0.14232	0.05489	0.03387
Healthy	0	1.86132	2.97721	6.84741	0.46075	2.82821	0.40732	0	0	0	11.2849	1.42489	0	0	0	0	0	0	0	0
