group	Faecalibacterium	Mediterraneibacter	Streptococcus	Enterocloster	Bariatricus	Blautia_A	Dorea	Eubacterium_G	Eubacterium_I	Coprococcus_A	Bacteroides	Alistipes	Parabacteroides	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella	Holdemania	Pseudodesulfovibrio
Healthy	2.1394	8.37429	0	0	0.05877	1.23863	0.05553	0	0	0	0.70089	1.32694	0.1828	0	0	0	0	0	0	0
Healthy	3.13605	0.04118	0.08113	0.06698	0.3399	0.09392	0.12986	0	0.04492	0	48.18282	12.30736	0.46967	2.39395	1.06841	0.05679	0.03653	0	0.03155	0
Healthy	3.88558	0.56574	0	0	0.0615	0.00965	0.01637	0.01532	0	0	21.17192	17.64328	12.07614	0	1.16218	0	0	0.00557	0	0.0597
Healthy	1.6518	0.47305	0.00116	0.22646	1.33461	0.06841	0.07329	0	0	0.02092	9.32838	1.61276	14.00232	0	1.24348	0.0282	0	0.36518	0	0
Healthy	21.8773	0.70934	0.08465	2.30524	0	0	0.75535	0	0	0	28.42206	0	1.83097	0.00312	0	0.06214	0	0	0	0
D000236	2.37025	0.05719	1.53061	1.36769	0	1.4035	0.67932	0.77546	0.10735	0.29228	6.23433	0.15507	0.82448	0	0	0.0007	0	0	0	0
Healthy	4.0682	0.26931	0.65368	0.17679	0.02399	0.30326	0.19457	0	0.09038	0.11056	13.81741	1.36035	0.28594	0	0	0	0	0.04876	0	0
Healthy	4.08956	0.5599	0	0	0.04529	0.03152	0.00833	0.00915	0	0.00543	20.81508	17.27324	11.89707	0	1.25068	0	0	0.00282	0	0.12528
Healthy	0.01453	0.07797	0.01611	0	0	0	0	0	0	0	2.67248	0.00131	0	0	0	0	0	0	0	0
Healthy	1.83702	0.14048	0	0.04748	0	0.01188	0.00152	0.02553	0	0.01492	33.23234	24.89264	6.22497	0.71684	1.47236	0.00946	0.03442	0.00448	0	0
Healthy	7.71738	0.01743	7.77814	1.40124	0	3.84817	1.10554	0	0	0.94801	16.71703	2.34548	4.05188	0.07105	0	0.00891	0.06936	0	0.01396	0
Healthy	3.32621	0	0.10993	0	0	0.10061	0	0	0	0.04833	10.96117	3.04235	0.25147	0	0	0	0	0.01572	0	0
Healthy	2.66739	0.20831	0	0.60551	0	0	0	0	0	0	17.40103	4.52997	5.31153	0	1.34931	0.34813	2.14976	0.04389	0	0.1086
Healthy	2.7972	0.5751	0.24376	0.25161	0.25139	0.22718	0.13835	0.14272	0.03462	0.13322	14.8717	4.61615	2.25565	0.38354	0.46549	0.01948	0	0.00432	0.00459	0.0366
Healthy	4.89296	0.00644	0.13702	0.2206	0.16761	0.10182	0.03211	0.35519	0	0	53.84454	1.14172	4.62617	0	0	0.34572	0	0.01289	0.01693	0
Healthy	0	0.21237	0.03661	0	0	0	0	0	0	0	3.41575	0	0.4563	0	0	0	0	0	0	0.00149
D000236	6.51014	0.68872	0.15533	0.07273	0.38157	0.13505	0.08727	0.00123	0.03487	0	49.83401	5.2293	4.79454	0	0.482	0.06367	0	0.10847	0.02246	0
Healthy	1.65197	0.05732	0.00128	0.03053	0	0	0.00965	0.03	0	0.02007	38.82215	23.19171	5.51059	0.58788	1.30347	0.01262	0.02903	0.00951	0	0
Healthy	1.52047	0.16556	0.01141	0.57434	0.65553	2.87453	1.54854	0.00045	0.51742	0.66207	36.21628	5.78999	1.08775	0.279	0	0.02082	0.0708	0.00095	0.05288	0.00135
Healthy	4.06396	0.86	0.13877	0.3666	0.55409	0.45577	0.35728	0.0385	0.19278	0.15918	2.23407	3.61445	2.61183	0	1.19907	0.09151	0.04844	0	0.01685	0
Healthy	0	0.06615	0.07273	0.03031	0	0.03135	0.10216	0	0	0	85.47648	0	0	0	0	0	0	0	0	0
Healthy	8.95617	3.24598	0.39659	2.0235	0.85194	0.82693	0.88252	0.33512	0.41962	0.63702	7.04093	1.54446	0.5562	0	0.86651	0.0307	0	0.00594	0	0.02244
Healthy	0.03068	0.18625	0	0.24551	0.27241	0.07667	0.10484	1.20651	0	0	6.18515	0	3.72923	0	0	0	0	0	0	0
Healthy	2.39217	1.22268	0.06486	2.52228	0	0	0	0	0	0	70.84032	1.44261	8.844	0	0	0.68582	0.03022	0.10994	0.05354	0
Healthy	3.89802	0.01427	0.0201	0.5643	0.52109	0.28222	0.31416	0.13493	0.06487	0.15004	2.90272	3.86709	0.50033	0	0.72807	0.02229	0.00072	0	0	0.00765
Healthy	4.16833	0.51791	0.19675	0.39253	0.39377	0.51418	0.21734	0.50302	0	0.04592	3.98451	0.83241	0.92991	0.28424	0	0	0	0	0	0
D000236	6.09561	2.16532	0	2.1441	1.00771	0	0.15486	0.59314	0	0.05262	5.60208	0.59791	1.1908	0	0	0	0	0	0	0
Healthy	2.31697	0.02054	0.3211	0.86082	0.10869	0.41153	0.17443	0	0.04288	0	30.64741	15.55591	6.92522	0	0.9888	0.15369	0	0.07371	0	0
Healthy	1.44011	1.82302	0.0407	1.03473	0	0.51889	0.27654	0	0	0	30.6644	17.74788	0.00494	0	1.47346	0.01253	0	0	0	0
Healthy	6.3115	0.01966	0.0018	1.53098	1.03329	0.2342	0	0	0.086	0.05972	0.23284	0.03301	0.05953	0	0	0.00227	0	0	0	0
Healthy	1.27026	2.27525	0	0.25819	0.27533	0.10332	0.16261	0.27004	0.03979	0.06218	3.78008	1.5745	2.5549	0.0564	1.12318	0	0.09573	0.00895	0	0
Healthy	1.04945	1.09506	2.75445	1.51206	0.37923	0.15908	0.22006	0	0	0.03072	26.32472	3.32594	4.22974	0	1.61462	0.69546	0	0	0	0
Healthy	1.00623	1.35558	0.17798	0.972	1.64603	5.37221	0	3.11048	0.04684	0.18318	31.01216	2.49167	0.02527	0	0	0	0	0	0	0
Healthy	3.30648	0.02318	0	6.15282	0.00384	0.02896	0.04431	0	0	0	37.14686	6.80215	2.35784	0	0	0.42892	0	0.04569	0.02239	0.17405
Healthy	1.37813	0.63473	0	0.01091	0.19126	0.01853	0.01941	0	0.07706	0	38.516	7.39851	1.74517	0.18366	0	0.03208	0	0	0.08664	0
Healthy	0.104	0.18375	0	0.02954	0	0	0	0	0	0	57.31403	0	0	0	0	0	0	0	0	0
D000236	7.02454	2.97377	8.96414	1.47319	1.39956	1.70817	0.87082	0.08358	0.35259	0.4932	4.26815	2.39474	0.52559	0	0	0.07207	0	0	0	0
Healthy	5.06823	0.4601	0.39257	0.18495	0.07297	0.18537	0.0306	0	0.02456	0.1063	12.54307	1.18171	0.1525	0	0	0	0	0.02364	0	0
Healthy	0.52082	0.04145	22.66877	0.76528	0.13025	0.55032	1.08943	0.04626	0.67588	0.04526	2.99662	1.78106	0.83043	0.04466	0	0.00481	0.03635	0	0	0
Healthy	16.9974	0.18315	0.03096	1.55685	0.3946	0.17898	0	0	0.03966	0.14979	13.47892	10.03915	0.45949	8.50337	1.2869	1.1453	0.16862	0.03466	0	0
Healthy	0.01409	0.38314	0.15629	0.0327	0	0	0.05558	0	0.02177	0	17.04093	5.57824	0	0.19095	1.3908	0	0	0	0	0
Healthy	3.3887	0.34126	0	0.37815	0.0447	0	0.02797	0	0	0	50.41334	0.65183	3.73652	4.21412	0.75657	0.00762	0	0	0	0
Healthy	0.85137	0.21306	0.00788	0.16771	0.07089	0.07468	0.0024	0.01313	0	0.0247	21.58909	4.72547	4.81093	0	0	0.16984	0.10124	0.32221	0.18613	0
Healthy	7.26883	0.08638	0.02519	0.08619	0.01766	0.02254	0	0	0	0	10.40439	19.44874	4.86795	0	0.83529	0.00196	0.03529	0.0053	0	0
Healthy	4.86861	0.27185	0.89028	2.46612	1.8332	1.05007	0.19875	0.02273	0.2437	0.71681	8.25621	2.41495	1.94876	0	0	0.00095	0	0.01399	0	0.02606
D000236	0.5898	0.20699	1.12359	6.62013	5.63957	0.33952	0.05956	0.08598	0.29844	0.43445	3.54594	3.08526	7.6652	0.79207	0.87313	0.15646	0.02844	0.033	0	0
Healthy	0.07268	0.40157	0	0.04194	0	0	0	0	0	0	56.98153	0	0	0	0	0.00579	0	0	0	0
Healthy	9.1661	2.27668	0.3327	0.45565	0.59628	0.67351	0.33807	0.87358	0.3748	0.40173	9.53456	2.21141	2.66851	1.30819	0.35237	0.00415	0.05843	0	0	0
Healthy	1.73479	0.02418	2.70459	3.60054	0.04335	0.93751	0.07645	0.00361	0	0.19342	21.07281	7.87328	8.97291	0.36787	0	0.14235	0.44627	0.00565	0.33455	0
Healthy	1.56594	0.26764	0	0.37543	0	0.21306	0.1185	0	0.17891	0	45.37863	3.5326	0.85264	0	0	0	0	0.02651	0	0
Healthy	3.96956	0.78118	0.06158	1.40431	1.13711	0.14745	0.22719	0.32927	0.16334	0.15979	10.42342	2.04637	8.36668	0.1561	0.34908	0.22667	0.00987	0.00049	0.00645	0.00262
Healthy	2.19965	0.08432	0.00741	0.04347	0.02562	0.01903	0	0	0	0	37.16401	15.47077	4.377	0	0.80511	0.03258	0.03226	0.24449	0	0
D000236	14.8193	6.85363	19.31993	2.8186	0.85905	2.16721	0.48856	0.52786	0	0.0676	1.31342	3.22742	0	0	0	0	0	0	0	0
Healthy	2.78321	0.54732	0.47923	1.94007	1.47173	0.61328	0.58717	0.07025	0.1566	0.33316	2.16369	1.01356	0.83224	0.00344	0.41198	0.20699	0.01707	0.01306	0.01854	0.00936
D000236	5.22071	0.66596	0	2.03495	1.76512	1.21064	0.7216	0	0.23617	0.17168	2.31774	0	0.27657	0	0	0	0	0	0	0
Healthy	2.27947	0.39693	0.00305	0.12579	0.98483	0.4905	0.35691	0	0.21746	0.26052	6.86956	0.98268	0.81947	0.0222	0.59088	0.01991	0	0	0.01928	0
Healthy	2.34996	3.0849	0	6.97288	0	0.15819	0	0	0	0	28.96508	13.05812	17.2519	0.11874	1.40943	1.30746	0.18819	0.13314	0	0
Healthy	1.53507	0.16887	0	0	0	0.062	0.02613	0	0	0	20.55923	14.06064	2.05346	0	0	0.02509	0.21533	0.28664	0	0
Healthy	12.0554	7.84484	0	0	0	0	0	0	0	0	38.38453	4.29267	0	0	0	0	0	0	0	0
Healthy	0.32214	0.01567	0.58717	2.07739	0	0	0.25498	0	0	0	19.34179	0	4.02712	0	0	0.33137	0	0	0	0
Healthy	4.52892	1.8385	0	0.58804	0.25962	1.04498	1.0834	0.3078	0.05404	0	28.57159	11.65745	1.10827	0.05983	0	0	0	0	0.14272	0
Healthy	4.19009	4.3974	0.00442	1.24332	0.71059	0.42969	0.26426	0.30409	0.14806	0	5.25874	1.58645	1.23352	0	0.61573	0.44107	0.37401	0	0.06016	0
Healthy	4.1991	0.40332	0.02178	0.30162	1.34326	0.85682	0.42851	0.28535	0.12778	0.12521	12.42246	6.94697	2.19082	0	1.37352	0.04091	0	0	0.03126	0
Healthy	3.36544	0.32633	0.06225	0.06216	0.09642	0	0	0.06092	0	0.013	4.67898	9.74673	0.89395	0.08752	1.17459	1.35409	0.05656	0	0.01029	0.06148
Healthy	0.37723	0.00485	0.00321	0.10631	0	0.00253	0	0	0	0	30.24589	0	6.76048	16.9597	4.33361	0.03648	0	0	0	0
Healthy	4.40797	0.93831	0.05541	0.24258	0.32561	0.88183	1.29949	0.68372	0.54841	0.10002	7.63669	0.56481	0.00569	0	0.64703	0.07725	0	0	0.00663	0
Healthy	0.7167	1.71807	0.39949	1.22999	1.09109	0.87982	0.70696	0.76838	0	0	44.31565	0	0.57718	0	0	0	0	0.19093	0	0
Healthy	4.61533	0.18417	0.33577	0.77587	0.87809	0.50679	0.34333	1.94026	0.41752	0	11.03497	1.15888	0.48001	0	0	0	0.01693	0.07046	0	0
Healthy	6.03194	0.47368	0.74047	0.43521	1.75458	1.1261	0.94831	0.74417	0.06512	0.08363	5.77934	5.52502	0.56463	0	0.96046	0	0.08403	0.21492	0	0
Healthy	5.19481	3.39869	0	0.92776	0.58108	0.33853	0.18236	0.22494	0.09488	0	4.25939	2.13434	1.1721	0	0	0.52621	0.46332	0	0.05688	0
Healthy	1.98686	2.54104	0.24795	1.30157	0.47115	0.24706	0.06685	0	0.04296	0.12042	35.48353	1.31492	0	0	1.79225	0	0.34582	0.51676	0.00229	0
Healthy	7.30641	0.12303	0.04235	1.13971	0.2878	0.32762	0.01652	0.00257	0.0645	0.13438	6.3225	4.80402	0.6217	5.33857	0.77665	0.94706	0.0498	0.00708	0.01657	0
Healthy	1.7476	0	0	0	0	0.04847	0.06204	0	0	0.49869	2.64599	1.59042	0.02466	0	0	0	0	0	0	0
Healthy	6.67136	0.57022	3.55849	1.5655	0.72954	1.56397	0.89698	0.49543	0.47035	0.58135	7.71682	3.31509	1.17921	0	0.55834	0.01229	0.00118	0.01928	0	0.00316
Healthy	4.22361	0.02434	0.0069	0.14336	0.06856	0.01391	0.00362	0	0	0	56.56377	0	2.53891	0	0	0.59749	0	0.02838	0.0773	0
Healthy	8.62661	0.01474	0.03194	0.23208	0.09313	0.11537	0.06334	0	0.11589	0.04046	35.94331	11.34606	0.08686	0	0.60259	0.01181	0.03214	0.56795	0.01523	0.01219
Healthy	10.3419	1.11009	0	0.08479	0.02488	0.06177	0	0.0592	0.01254	0	31.29493	17.11623	8.84394	0	1.53936	0.0379	0	0.73588	0	0
Healthy	2.24256	0.04735	0.00183	0.05804	0	0.00933	0	0	0	0	36.9883	15.82075	4.39694	0	0.75148	0.03435	0.02241	0.19129	0	0
Healthy	3.66668	0.4583	0	0.38889	0.00389	0	0.00555	0	0	0	43.48137	0.75828	4.06295	4.77802	0.97485	0	0	0	0	0
Healthy	0	0	0.42491	4.06556	0	0	0	0	0	0	29.00266	0	0.37504	1.80509	0	0	0	0	0	0
Healthy	3.03284	0.83172	0.0703	0.35763	0.51122	0.07589	0.12687	0.24259	0.02891	0.20922	5.43078	3.86577	0	0	0.60811	0.37683	0.19532	0.25508	0.01097	0.00372
Healthy	1.45241	1.36865	0.34315	2.09176	1.56065	0.53209	0.38461	0.79736	0.10797	0.15817	23.80203	2.0697	3.97588	0.0722	1.29834	0.04536	0	0	0	0.04525
Healthy	0	0.36221	0.01657	1.14623	0	0	0	0	0	0	70.6023	0.23349	0	0	0	0.22984	0	0	0	0
Healthy	4.37322	0.19422	0.42147	0.01665	0.04948	0.03818	0	0.02364	0	0	33.14386	17.75566	1.77325	2.1826	0.73597	0.07678	0	0	0.04535	0
Healthy	4.12672	0.02636	0	0.16354	0.07289	0.0061	0	0	0	0	56.58521	0	2.78844	0	0	0.53233	0	0.02751	0.07751	0
Healthy	1.76952	0.52522	0.01714	0.16884	1.09845	0.22547	0.03394	0.72698	0	0.00316	11.4974	4.12648	2.90779	1.6641	0.86809	0.05422	0.05177	0	0	0
Healthy	0	0	0.1065	7.03574	0	0	0	0	0	0	0.10723	0.01931	0	0	0	0	0	0	0	0
Healthy	1.50996	0.19351	0	0	0	0.0582	0.00567	0	0	0	20.86842	12.95664	2.06985	0	0.56324	0.02015	0.25318	0.22611	0	0
D000236	13.3343	2.15212	0	1.03975	0.87355	0.36166	0.00973	0.19091	0	0	1.38545	3.20819	0.4763	0	0	0	0	0	0	0
Healthy	1.71125	0.05793	0.67514	7.12962	3.03667	1.98339	0.01513	0	0	0	6.14559	0.79685	0.91892	0	0	0.05213	0	0.00119	0.0136	0
Healthy	6.49705	0.11687	0.42938	1.02445	0.79282	1.06418	0	0.03293	1.1855	0	21.34018	6.04994	0.55699	1.72011	0	0.04187	0.0463	0	0.01174	0
Healthy	8.50513	0.4437	0.67265	1.17083	1.14248	0.83641	0.24163	0.55413	0.22295	0.46252	19.70899	2.55786	0.5179	0	1.25461	0.05755	0.11998	0.02591	0	0
Healthy	6.10433	0.00952	0	0.24443	0	0.31912	0	0	0.03074	0.06238	23.40456	2.61891	0.37545	0	0	0	0	0.0171	0	0
Healthy	5.21195	0.01575	0.04334	2.26211	2.11081	0.57489	0.44794	0.04093	0.09222	0.22033	4.0151	2.01872	1.30825	0.86934	0.77527	0.00979	0	0.01259	0.03035	0.01471
Healthy	1.85576	0.15606	0	0	0.56582	0.02625	0	0	0.00794	0.01176	31.89448	20.61342	1.88941	0	0	0.00426	0.16615	0.04277	0	0.0748
Healthy	1.45434	2.37779	0.13466	0.14554	0.3896	0.51089	0.14707	0.11149	0.0659	0.04877	4.05349	1.19327	0.10194	0.12711	1.06827	0.40289	0	0.00753	0	0
Healthy	0.7743	0.02422	0.1507	0	0	0	0.15618	0	0.19246	0	14.78375	15.50906	0	0.23043	0	0.25714	0	0	0	0
Healthy	3.23863	0.30192	0	0.05393	0.23759	0.7267	0	0	0	0.00691	17.29251	16.61425	3.88664	0.94205	1.95461	0.44291	0.00565	0	0	0
Healthy	5.27029	0.46767	0.00277	0.02499	0	0.03888	0	0	0.05299	0	28.04147	1.13859	3.94741	8.38667	1.43471	0.00255	0	0	0	0
Healthy	5.46909	1.05523	0.07062	0.41061	6.03839	2.25875	0.16875	0.65366	3.51216	0.58903	5.25174	9.21326	0.80649	0	0	0.00909	0	0.06997	0.02869	0
Healthy	8.02322	0.00569	0.22502	0.55998	0	0.11271	0.11999	0.07676	0	0.1116	44.33251	8.30866	6.3042	0.07225	0.05349	0.10412	0	0.00196	0.07298	0.00484
Healthy	0.09191	1.08844	1.36568	0.19873	0.99589	0.67222	1.31684	0.05341	0.11603	0.20687	22.61411	0.05924	1.5791	0	0.79106	0	0	0.0185	0	0
Healthy	0.49479	0.18888	0.24276	0.09358	0.01822	0.00494	0	0.04049	0	0	75.98301	0	3.31582	0	0	0.17027	0	0.12662	0.0253	0
Healthy	1.28385	0.03487	0	0.11369	0.20431	0.06843	0	0	0.18381	0	29.82243	0.90242	50.2703	0	0	0.02047	0	0	0.53791	0
Healthy	43.822	0.01038	0.00898	0.86458	0.39263	0.0893	0.02623	0.04555	0.00286	0.07524	16.94911	0.9305	1.67089	0	0.58385	0.11591	0	0	0.07104	0
Healthy	8.43839	0.25318	0.04398	0.37583	0.0293	0.03714	0.03898	0.38735	0	0	38.49294	0.45384	7.34564	0	0	0.22069	0.08719	0.25117	0.03106	0.00109
Healthy	0.1015	1.10308	0.00359	0.0993	0	0.18899	0	0	0	0	8.73181	1.30112	3.04777	0	0	0.07714	0	0.00237	0.03934	0.64125
Healthy	2.04645	0.09938	0.27051	0.09338	0.01986	0.0409	0.00986	0	0.00147	0	51.21659	6.51091	2.42891	0	0.69796	0.05301	0.34616	0.20873	0.12244	0
Healthy	5.64274	0.15603	5.72034	0.00727	0	0.03249	0.07933	0	0	0	28.4676	0.00164	0.10939	0	0	0.03744	0	0	0	0
Healthy	1.83965	0.02938	0.00686	0.11993	0.12983	0.06996	0.17061	0	0.06007	0.03378	9.33785	4.4524	10.41854	0	1.05205	0.07112	0.13953	0.04445	0	0.0134
Healthy	0.66225	0.94232	0.01094	1.43637	0	0.14483	0.08541	0.29962	0	0	16.72273	8.78906	5.00646	0	0.77041	0.17558	0.11485	0.05308	0.01458	0.06707
D000236	6.15852	5.68802	0.26714	0.90479	0.70357	0.75784	1.24186	0.95694	0.65954	0.40503	13.02213	3.47694	1.17679	0	0.78881	0.01488	0	0	0	0
Healthy	0.98552	0.03928	0.24763	0.04499	0	0.02843	0.20891	0	0.18139	0	12.19851	18.34397	0	0.30648	0.66405	0.27709	0	0	0	0
Healthy	3.89811	0.10658	0.06146	0	0	0.15278	0.03921	0	0.03052	0	24.35373	20.39049	3.25356	4.92056	0.86271	0.08659	0.01465	0.21446	0.01407	0
Healthy	3.24878	0.02179	0.13079	0.76089	0.05733	0.01606	0	0	0	0	27.35225	16.23106	4.37902	0	1.26761	0.09421	0.04388	0.18523	0	0.04524
Healthy	0.09184	0.12227	0	0.0286	0	0	0	0	0	0	57.60535	0	0	0	0	0	0	0	0	0
Healthy	3.63931	0.10655	0	0	0	0.10204	0.06069	0	0.02637	0	24.14204	24.21273	6.09575	2.62803	0.76866	0.20488	0.08137	0.47662	0.06926	0.02028
Healthy	8.4554	0.95133	1.65573	0.30546	0.41337	0.46965	0.33125	0.38683	0.14595	0.12636	19.54325	4.19188	1.79536	0	1.21062	0.09566	0.03449	0.1413	0.01676	0
Healthy	2.2521	0.5033	0.24089	0.87314	0.1034	0.48069	0.19687	0	0.03845	0	31.55813	15.64671	6.55868	0	0.97324	0.11788	0	0.0719	0	0
Healthy	1.97139	0.07595	0	0.07194	0	0.19139	0.08492	0	0	0	30.21605	11.50278	1.4803	0	0.55264	0.04255	0.18405	0.19376	0	0
Healthy	4.50627	2.07091	0	2.42854	4.04329	0.2128	0	0	0	0.11367	20.85316	2.81903	1.91582	0	0	0.08701	0	0.03322	0.25486	0
D000236	4.44554	0.05798	0.44996	0.50766	0.95045	0.45002	0.21722	0.47989	0.1639	0.20054	2.43386	5.7858	1.28178	0.01564	0	0.05602	0	0	0.03977	0
Healthy	5.24721	2.60922	0.8129	0.0279	3.76193	0.1733	1.21449	3.64622	0.64695	0	5.20928	1.42267	0.33374	0	0.49019	0.12181	0.06633	0.21194	0	0
Healthy	3.76048	0.56112	0	0.77463	0.23676	0.0961	0.09653	0.72871	0	0.03856	4.3419	7.683	1.1148	0.28649	0	0.19431	0	0	0	0
Healthy	4.21288	0.00963	0.40981	0.05191	0	0.14841	0	0	0	0.13166	10.57873	1.83598	0.60726	0	0	0	0	0.05514	0	0
Healthy	12.6811	4.17466	0.42319	2.56418	1.58299	2.93288	0	0.10737	0.42081	0	10.08619	2.60359	1.19003	0	0	0	0	0	0	0
Healthy	1.2761	1.32422	0.52576	0.15761	0.72366	0.27015	0.11567	0.13061	0.0591	0.09647	25.96047	1.08908	1.99816	0	1.05542	0.02485	0	0	0	0
Healthy	3.28081	0.04591	0.02154	0.02887	0	0.26158	0	0	0	0.11097	25.68611	2.51411	0.42342	0	0	0	0	0.01366	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	73.0586	0	0	0	0	0	0	0	0	0
Healthy	2.2177	6.03558	2.59765	0.92259	1.92088	1.67704	0.62437	0.48339	0.34023	0.25414	8.71377	1.86849	3.1804	0.24439	0	0	0	0	0	0
Healthy	0	0.16713	57.00659	6.62147	0	0	0	0	0	0	0	0	0	0	0	0.65981	0	0	0	0
Healthy	8.57489	0.36262	0.00895	0.03816	0	0.1462	0.21024	1.47392	0	0.0083	18.52464	8.44395	1.88749	1.96708	0	0.0351	0	0	0.02873	0
Healthy	0	12.8798	0	0	0	0	0	0	0	0	27.48794	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.34894	0	0	0	0	0	0	0	15.12233	0	1.59268	0	0	0	0	0	0	0
Healthy	8.32789	2.73955	2.48602	0.28737	2.00898	0.18827	0.11267	0.80127	0.05667	0.08784	12.21765	0	0.00671	1.44924	1.45573	0.10564	0	0	0.01134	0.00271
Healthy	1.49969	0	0	0	0	0	0	0	0	0	0.10207	6.50112	0	0.88147	0	0.02424	0	0	0	0
D000236	12.0859	3.5838	1.73176	2.91038	1.09531	0.48543	0.33176	1.16567	0.04952	0.45497	5.56282	0.02998	0	0	1.18162	0	0	0	0	0
Healthy	0.18522	0.03093	0	0.24485	0	0	0	0	0	0.00877	0.55907	4.94376	0.72918	0.28988	0	0	0.31954	0	0	0
Healthy	1.08622	0.06365	0.04906	0.02844	0	0.04294	0.00441	0	0	0	30.63784	19.43948	6.09755	0	0.76443	0.12628	0.31308	0.03388	0.21764	0
Healthy	0.18011	0.04233	0.08668	0.03751	0	0	0	0	0	0	23.491	0	3.31339	0	0	0.0065	0	0	0	0
Healthy	0.11813	2.41839	0	0	0.09733	0.294	0.36427	1.07278	0.2591	0	32.13183	4.51421	3.26971	0	0	0	0	0	0	0
Healthy	1.3585	0.45164	0.09139	0.58824	0.12654	0.03522	0.05312	0.02274	0.04895	0	14.03763	11.80215	3.89131	3.13581	2.4475	0.06251	1.91925	0	0	0
D000236	7.7268	0.2466	0.20205	1.39115	1.26885	2.94992	0.57285	0.29788	0.33265	0.16852	0.88211	3.15425	0.52729	0	0	0	0	0	0	0
Healthy	19.7607	0.5007	0.01102	1.99015	3.18603	2.23736	4.35547	0	0	0.40792	0	0	0	0	0	0	0	0	0	0
Healthy	5.62646	0.87617	0.12048	0.49133	0.51995	0.17854	0.13763	0.2314	0.21522	0.35648	9.5283	4.42816	1.74413	0.06529	0.71032	0.02459	0	0.01369	0.00979	0
Healthy	3.13926	0.19549	0.36133	0.08322	0	0.1739	0.11577	0.67955	0	0	6.88822	4.87234	0.62653	0	0	0	0.27271	0.06944	0	0
D000236	15.6841	1.98935	0	0	0.0369	0	0	0	0	0	0.81038	1.74293	0	0	0	0	0	0	0	0
Healthy	4.07253	0.27142	0.02338	0	0.06109	0.04108	0.06768	0.02586	0	0	7.61672	29.70218	5.17786	0	1.40986	0	0.27762	0.00302	0	0
Healthy	0.0859	0.13899	0	0.03852	0	0	0	0	0	0	58.77369	0	0	0	0	0	0	0	0	0
Healthy	36.2884	0.26053	0.36902	0.60014	0.2575	0.76406	0.66042	0	0	0.3169	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.44362	0.12471	0.04771	0	0	0.04577	0	0.02166	0	16.8999	6.20974	0	0.15466	1.32082	0	0	0	0	0
Healthy	6.83973	0.13298	0.13908	0.01312	0	0.10174	0	0	0	0.04584	7.68212	2.15665	0.11381	0	0	0	0	0.0127	0	0
Healthy	10.0431	0.84424	0	1.66852	2.20229	0.93459	0.16224	1.13704	0	0	5.84852	7.30799	2.42347	2.65709	0.82307	0.01917	0.1286	0.03417	0.05507	0.0117
Healthy	2.36202	0.13371	0	0.74978	0	0	0	0	0	0	17.49647	4.97199	4.51533	0	1.25327	0.33589	2.22581	0.05006	0	0.04929
Healthy	1.64555	0.27508	0	0.02858	0.02404	0.00209	0	0	0	0	23.24118	22.19204	2.44127	5.81523	0.78566	0.0129	0.03363	0.0375	0.06575	0
Healthy	1.56935	0.31468	0	0.02341	0	0	0.02056	0	0	0	26.19015	14.57396	1.02503	0	0.62078	0.03027	0.2489	0.0969	0	0
Healthy	3.44271	0.60734	0.12422	0.56503	0.44171	0.19162	0.19523	0.09345	0.05618	0.18727	6.49042	2.46993	0.95954	0.89269	1.95762	0.1318	0.00696	0.04691	0.00653	0.00973
Healthy	3.23501	0.30191	0.05019	0.06157	0.08061	0	0	0.0877	0	0	4.48194	9.56559	0.84037	0.08732	1.08319	1.24688	0.04547	0	0.02037	0.07144
Healthy	0.36878	0.0074	0	0.27427	0.05444	0.03161	0.00465	0.08069	0	0.00683	49.52112	2.51367	1.78923	0	0	0.20632	0	0.01175	0.29601	0.17471
Healthy	0.36568	0.04025	4.51398	5.62826	1.85649	2.41201	1.18241	0.45251	0.19388	0.12279	4.24071	1.36158	0	0	0	0	0.04798	0.0269	0	0
Healthy	0.26027	3.57177	21.38985	0.27216	9.68666	1.22769	0.67817	0.21756	0.05301	0.0122	1.69179	0.32663	0.3769	0	0	0.00442	0	0.0003	0	0
Healthy	1.96284	0.33273	0	0.00391	0.01913	0.0327	0.00467	0	0	0.00159	44.9454	8.80249	5.12028	0	1.02826	0.1451	0.0543	0.2951	0.16522	0
Healthy	6.32975	1.13876	0.04729	0.22155	0	0.10189	0	0	0	0	11.11918	2.82549	5.37944	0	0	0	0.0661	0	0	0
Healthy	1.1805	0	0	0	0	0	0	0	0	0	0	5.96482	0	0.5874	0	0	0	0	0	0
Healthy	3.62008	1.95348	0	0.0567	0.99456	0.39054	0.17602	0	0.23761	0.18552	6.33268	2.44861	0.76827	0.06228	0	0	0	0	0	0.02368
Healthy	3.53649	0	0	0	0	0	0	0	0	0	41.55025	0.59339	0.30182	1.13979	0	0	0	0	0	0
Healthy	30.9399	0.37898	0.32315	1.91553	3.94815	4.38813	1.58449	0	0.13592	1.93273	0	0	0	0	0	0	0	0	0	0
