s	Phytobacter_ursingii	Acinetobacter_baumannii	Pseudomonas_E_parafulva_B	Leclercia_sp000755535	Serratia_marcescens_I	Veillonella_parvula_A	Staphylococcus_warneri_A	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_pseudopneumoniae_O	Bacteroides_uniformis	Faecalibacterium_sp900539885	Alistipes_putredinis	Agathobacter_rectalis	Phocaeicola_vulgatus	Bacteroides_ovatus	Alistipes_shahii	Alistipes_onderdonkii	Mediterraneibacter_torques	Blautia_A_wexlerae
D007234	-2.09908693226233	-5	1.91893684521583	-5	-3.35654732351381	-2.0695604052333	-2.88941028970075	-5	-5	-1.0040140020862	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.34027390476221	0.807845417385567	0.259995021802022	0.20158555085508	-5	0.691256589829503	-2.49485002168009	-0.087756681100348	-0.403018256866479	-0.268556292443421	0.37465671303542
D007234	-5	0.201659260729136	-0.446456777919744	1.24604558524362	-1.7862167006647	-5	-0.215568160036842	-2.00788851221305	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.430462236588669	-5	-5	-5	-5	0.0438650610236655	-5	-5	-5	-5	1.10379038414898	0.618912685020258	-5	-0.216990214996028	1.24356657355025	0.831238661507142	-5	-5	-1.74836177955179	-1.56114134057944
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.12376705959531	0.751701642463059	-5	0.875553763504912	-5	0.83032621651384	0.138220569262726	-1.25876958897453	-1.44490555142168	-0.593153366902333
Healthy	-1.72630441206991	-5	-5	-5	-5	-1.99783393824349	-5	-5	-5	-5	-0.763916415104954	0.88988690513068	1.19458121530873	-0.214591856651233	3.90847445842306e-05	-1.0498299401918	-0.373598034939314	0.248652393688736	-1.12061736282566	-1.7104110474574
Healthy	-5	-2.13018179202067	-5	-5	-5	-2.16685288808721	-5	-5	-5	-5	-0.873868592738015	1.14855977844747	0.643933095695681	0.306791610355552	0.065915668188592	-1.33161408331	-0.00193692330227597	-0.471957908344934	-2.040481623027	-1.19736308191719
Healthy	0.464088452131109	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.167267610876636	-5	-5	-0.22481203873383	-5	-0.298095416097858	-5	-5	0.249816939204623	-1.11890078161098
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.677757469889747	-5	1.21431416256136	0.376704671946979	0.0365610315473651	-5	-0.401592541377804	-0.442456708639708
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.412625827926935	0.590555404581049	-1.32075385458614	0.555973035847267	-0.866173785923606	-1.5654310959658	-0.476266536211892	-2.41566877563247	-1.45296410025999	-0.717219331750874
Healthy	-5	-5	-5	-5	-5	-2.4089353929735	-5	-2.62160209905186	-5	-5	1.11067083835701	0.852502561724391	-2.24184537803261	0.515069389511253	1.23430742505183	-0.0422443024800603	-3.69897000433602	-0.212454516937568	-3.10237290870956	-1.24343995699332
D007234	-5	-5	1.3002194977808	-2.60205999132796	-2.53910215724345	-1.78781239559604	-1.88538901576783	-5	-5	-1.37830453767072	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.17302038871027	-0.182983629378637	0.0771134323037604	0.230157590915745	1.4032923167483	-1.64320953964828	-1.23366152474871	-5	0.0156782330149552	-0.542435996032601
D007234	-5	-5	-5	-5	1.51324037994792	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.55909091793478	-5	-5	-5	-5	1.25307885391352	-0.0656076103588989	-5	0.514839840305482	0.807622960416575	-1.36511985923347	-0.138226703281307	0.0457179679645165	-0.667682755459021	-1.09210516458372
D007234	-5	-5	-0.284581677404944	1.73974088761399	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.482368705847416	1.00431750381457	0.608484313630528	-1.94500413847086	-0.0566093710526278	-1.36381310480128	-0.491739694487665	-1.1619068615544	0.51310834661059	0.353668156593303
Healthy	-1.18742084459095	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.22369863363725	0.0125461920741188	0.125100481179752	-5	0.884427728442712	-0.21169018789295	-0.717717843680903	-2.02918838912748	-1.04619200233469	-5
D007234	1.95207582302214	-2.44977164694491	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.55579081770229	-2.93181413825384	-5	-3.46852108295774	0.464626640043466	0.62821415522524	-1.51627010099998	1.16881292483358	-5	-2.32148162095989	-5	-5	-5	-5	-5	-5	-5	-5	-1.92445303860747	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.18846470767535	0.853735313781498	-5	-5	-5	-0.187882465037113	-0.148277021311432	-1.73518217699046	-1.13996161019281	-1.21452779669361
Healthy	0.0819159116038212	-5	-5	-5	-5	-1.27621606303467	-5	-5	-2.25103713874384	-5	0.641343207509481	0.615480802260788	1.00954904715805	0.728389498229561	0.677952608425481	-0.22396020227524	0.328760718176295	-0.419827997844381	-0.99012436628784	-1.23552497256559
Healthy	-5	-5	-5	-5	-5	-0.260728364191727	-5	-5	-1.11690664142431	-5	0.264957058157444	0.669474016519547	-0.0239619812151708	1.10843004676431	-0.0922877473072738	-0.694906703938352	-1.17848647159523	-5	-1.11633856484638	-0.289476467468442
Healthy	-5	-5	-5	-5	-5	-3.0087739243075	-5	-3.23657200643706	-5	-5	0.712018843331523	0.50983669374729	0.695502690230929	0.862377091833007	0.755979987926298	-0.873478974456588	-0.792958379064606	-0.647720982725502	-1.27278417909151	-0.592592098034818
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.585013796722258	0.520500563563009	-5	0.0793476936985925	-5	-0.262696014009971	-5	-0.33854701000677	0.306738035686533	-5
Healthy	-1.31264943044197	-5	-5	-5	-5	-5	-5	-1.63751752524883	-5	-5	-5	0.00308553275687783	-5	-5	-5	1.56779317777504	-5	-5	-2.12147820449879	-1.31966448658544
Healthy	-1.43794517034362	-5	-5	-5	-5	-5	-5	-2.42829116819131	-5	-5	0.854192442234453	0.171313897344996	0.738398401452199	-0.988049133940601	-5	-0.724711685564398	0.281503787551614	-1.16260097565798	-0.563487513000307	-0.743594981665834
Healthy	-5	-1.55909091793478	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.000685643765356753	1.24337071490116	0.486129981997979	1.07922503520022	-5	-5	-0.0338066245012767	-1.39891827221598	-1.69122222633528
Healthy	0.0900745591520053	-5	-5	-5	-5	-1.28709787495278	-5	-5	-1.69271795296665	-5	0.643340140154858	0.611026178668159	1.01922890149631	0.712327227697039	0.657977033536469	-0.237749190650275	0.35301749054273	-0.443335737877431	-0.835409239809776	-1.16228533171509
Healthy	-1.3873220816835	-5	-5	-5	-5	-5	-5	-2.02548830726267	-5	-5	1.20966538307868	0.337407342525199	1.14775081249346	-0.236931571366036	-0.180844471035923	-0.301742823292858	0.323744914903052	0.0921203563732781	-1.40099076017666	-1.49921482708254
Healthy	-2.37059040089728	-5	-5	-5	-5	-5	-5	-5	-1.71942162963192	-5	0.483868178246764	-0.288884820066871	-1.8639139026159	1.22862129986247	1.06185228323801	-0.552252968592043	-0.481894225470382	-0.983886333641092	-0.301325416366101	-1.23957751657679
Healthy	-5	-5	-5	-5	-5	-5	-0.845636899333683	-5	-5	-2.66154350639539	0.892771685365767	-5	-5	-5	-2.61439372640169	-2.07007043991541	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.936886552910248	-0.0384175587242404	0.957156957948464	0.568245151343858	0.49952075446712	-1.03796231343499	0.0870250019082044	0.0716058849177395	-1.19077707831058	0.106456086208381
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.508813769115963	0.375054260093018	0.376368883812567	-0.124296455945623	-0.0204561776728241	-5	0.0636447981809174	-0.132715225318585	-0.675964607086084	-1.0020459959306
Healthy	-0.433397542592901	-1.44297427761362	-5	-0.0760051665548512	-5	-5	-5	-5	-5	-5	-5	-0.630413109263656	-5	-5	-5	1.03070939479405	-5	-5	-1.22061998850834	-5
Healthy	0.618875084580253	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.118859695409587	0.181217409822944	-5	-5	0.95663370256484	1.15807014972807	-5	-5	-5	-5
Healthy	-1.2242439621559	-5	-5	-5	-5	-0.638158884544673	-5	-5	-5	-5	1.517001940179	0.268996620854813	-5	0.1492868696291	0.85659960964178	0.41464750490296	-0.0613902230926707	0.619453353465438	-1.16361258067359	-1.52944251478273
Healthy	-1.00191511206344	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.209230753539184	1.20640243486062	0.614827639013939	0.144381144933886	0.80100559584634	0.115780202798707	0.381320892936739	-1.56960240861303	-1.68613277963085	-0.698818027861684
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.36187716987717	0.502842096261633	1.01734266393332	0.669858713053525	-5	-5	0.264874466421816	-1.64054397987901	-5	-5
Healthy	-1.38205656517103	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.41996747263121	0.295918791028892	0.975096652046246	0.194655846102374	-5	0.385965356347363	0.182451745648498	-5	-0.733039601402304	-0.565782505694852
Healthy	-0.708342603897819	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0721469197367956	1.47897188831737	-5	1.02845778453716	0.528681500831264	-0.0332858454584507	-5	-0.916139199133427	-1.36532124782132	-0.426582969303191
Healthy	-5	-5	-5	-1.49025998442962	-5	-0.824285292691305	-5	-5	-1.63339028960757	-5	0.638188641122557	0.811996361941675	-0.0552805045329187	0.501430377440606	0.333423090371976	-0.69058277422186	0.0737733208521012	-2.95467702121334	-0.534171184642564	-0.559358500575302
Healthy	-0.526805090795062	-5	-5	0.0930432638576897	-5	-5	-5	-5	-5	-5	1.50274534941406	0.401912086462118	-5	-5	-0.0363821472315152	1.04121932758361	-1.18190613085336	0.09638158957146	-0.127989488112919	-5
Healthy	-0.735323817851175	-5	-5	-5	-5	-1.64550739941056	-5	-2.5003129173816	-2.36855623098683	-5	0.808760416364256	0.908259234300065	1.07167253852743	0.281798960315117	0.814185644401211	-0.707854732185878	-5	-0.0474787730743953	-0.979597279016122	-0.691649051413274
D007234	-5	-5	0.0871067440990927	-5	-1.99139982823808	-5	-1.38436553112258	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.25614528326074	-5	0.91293112624857	-5	1.47409397401807	-2.6345120151091	-1.51870072666714	-1.70289634985074	-1.10100072911021	-2.36653154442041	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.357525587057752	-5	-5	-5	-5	-5	-5	-1.95979337242529	-5	-5	0.528309806029551	0.730220073718631	0.600273543281348	0.188647295999717	0.273873616798374	-0.384670812612174	-0.281232667278949	-1.45618019485734	-0.619951649263075	-0.787918984007892
Healthy	0.445267845067625	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0851387493642167	0.297513210090126	-0.680415126889894	0.590120382795643	-0.69888315412437	-1.28709787495278	-1.21048979590975	-5	-0.412131954277006	0.423195066704859
D007234	-1.01336260438985	-5	1.60610941593725	-2.26600071346161	-2.44733178388781	-2.31875876262441	1.77086533470918	-1.90204892900585	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.438207159399851	-5	-5	-5	-5	-1.66094626429086	-5	-5	-5	-5	1.05027958240231	-0.28955259493048	-5	-5	0.984807601594391	0.786615151519434	-5	-5	-0.695121882301721	-5
D007234	-5	1.66991731683702	1.45503088106278	-2.44855000202712	-0.171249903296026	-1.41816407594235	-1.08407278830288	-1.99653946789049	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.68394722066754	1.44039123919826	0.819717618600333	-5	-0.939679971311715	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.980177775832227	-5	-5	-0.897394805873433	-5	1.48242920451357	1.05323637496936	-5	-0.0660573972587389	0.911414379371453	0.532907183010459	-5	-1.19327749692382	-0.899698395986146	-1.17927323717617
Healthy	0.0144953371863873	-5	-5	-5	-5	-5	-5	-2.3777859770337	-5	-5	1.13080673100026	-0.376916186640453	0.232322558893051	-0.585812433262909	-0.184395690134371	-0.680144726332068	-0.143990495689924	-5	-1.83475567387469	-1.67182433856168
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.2673409529003	0.167589053078756	1.0523749318529	-0.50719771963523	-5	0.492562048513401	0.222534393381713	-5	-0.729787145103757	-1.24389662841489
D007234	-5	-3.20065945054642	-2.83268266525182	-5	-5	-1.19647460442347	-0.524299762848972	-5	-0.83654044823001	-1.67100914455057	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.526060723400822	-5	-5	-5	-5	0.169321683681837	-5	-1.51427857351842	-0.103512363683153	-5	0.167497514804532	0.961040741898926	-0.368241785761918	-0.504677722784046	-0.0349535999548215	-0.260886715568783	-5	-1.59074334796109	-0.705864580873752	-0.307708416405569
D007234	-5	-5	1.53341626896104	0.645439955189596	-5	-5	0.724473305791129	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.3573403330333	-5	0.268107387329227	0.716698493347893	0.384516490399775	1.26626721986693	-0.71460023569757	-0.868124812027407	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.608306422963091	-1.3777859770337	-5	-5	-5	-2.1944991418416	-5	-5	-5	-5	0.841578439838492	-0.00469394106193467	0.185338133014464	0.911952465772742	0.0092808842553589	-0.523139400173769	-1.09658441423091	-1.28282897316769	-0.568009374213859	-0.564378569625142
Healthy	0.0944641407417918	-5	-5	-5	-5	-0.290136682559601	-5	-5	-1.71624661666747	-5	0.96317466182863	0.355461098637604	-0.994176246970972	0.383711266397957	1.01057172975378	-0.451721165968544	-5	-1.79290445958078	-1.27010659603676	-1.02319166266193
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.789386082070327	0.320684145596158	0.487733530934097	0.618757039826312	0.855555496781741	-5	-5	-1.53521248035406	0.0749699519641323	-0.165725569456378
D007234	-1.46610089920341	-1.48545224733971	-5	-5	1.7930818791446	-5	1.01971889733994	-5	-5	-0.716427422033075	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.33441900898205	0.559171411300053	1.25357810960672	0.0493575948950301	0.868553926459949	-1.15989390554324	0.537932374511008	-0.510660374142014	-0.93670417892648	-1.00979438481519
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.885305233149847	0.101881052366852	0.117635817389494	0.145441929140843	-0.00789735740458831	-0.560430482852825	0.626913914288296	-1.41907502432438	-1.36321131096562	-1.46230680563261
Healthy	-5	-5	-5	-5	-5	-0.553260954666066	-5	-5	-1.84345084866822	-5	0.778494207574086	0.572854183623291	-5	1.52017437274674	-5	-1.07535895258284	-0.385429681940002	-1.45234834164003	-1.49689056332863	-0.239592596508104
Healthy	0.744335236746448	-5	-0.0380049724146412	-5	-5	0.390001961065904	-0.491214492954047	-0.222877798078428	-1.34534224535048	-1.91901295308911	-3.82390874094432	-2.3840499483436	-5	-5	-2.54515513999149	-2.44009337496389	-5	-5	-5	-5
D007234	1.75993898637663	1.07995540937273	-0.043485808938712	-5	-5	-1.15255073750083	-5	-1.91829272990265	-2.70333480973847	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.662181471228299	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.943203074802634	0.255231486465216	0.280894643715324	-0.00382994371632589	0.940986881793811	0.463340441902779	0.0591429294237818	-0.709053215265694	0.536472585176132	-0.408112127833131
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.942089444589321	0.183984062077016	0.639525334973435	0.965598642584856	-5	-0.0577488101397833	-0.855425792390384	0.0582589559872001	-5	-0.049075597436579
Healthy	0.496207067291576	-5	-5	-5	-5	-5	-5	-1.96577273922945	-5	-5	-1.20169471797802	0.332204079658962	0.500233729592677	-1.64474009447262	-0.0186934284096297	0.420092785581993	0.275387378221115	0.50641031611539	0.3433948064586	-0.709253284387914
Healthy	-5	-5	-5	-5	-5	-1.83953146888096	-5	-5	-5	-5	1.48401225544287	0.00481129111827778	0.283667510169383	0.947863881871308	1.35114495654851	-0.0325128667095109	-1.02086153045319	-5	-0.886859163132919	-0.991144436003787
Healthy	1.19426479368957	-0.17436619761735	-5	-5	-5	-0.397093959062864	-5	-5	-5	-5	-3.06048074738138	-1.64130390042619	-5	-5	-1.52100086832664	0.833229371358598	-5	-5	-1.72769415559791	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.821429674618199	0.541394504708091	0.576976775191154	0.910977459068464	-5	-2.19791074211827	-0.325111315031114	-0.731913695552616	-0.946998429599691	-0.579483168771383
Healthy	-5	-5	-5	-5	-5	-1.2720522904552	-5	-5	-1.55470723057403	-5	1.18426288587412	0.701303701654488	-5	-0.795012295812848	-5	-0.742249448584745	-0.151502981909633	-0.621511251968192	-1.06068046892176	-1.83803338363593
D007234	-2.6252516539899	-5	-1.28793985753892	-0.0225827946679208	-5	1.36148626334698	-2.18177410638604	0.437006553214254	-0.301368877540986	-2.08777794346758	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.321354173776238	-5	-5	-5	-5	1.24690240503524	0.00395142095418886	-5	0.759506937102915	-5	0.737363622438242	0.733670636871857	-0.403710867854339	-1.56019378860667	-0.829973101848883
Healthy	1.52085426064052	-5	-5	-5	-5	-5	-5	-5	-5	-1.93292914395463	-5	-5	-5	-5	-0.295686438766301	0.417044662364652	-5	-5	-5	-5
D007234	-1.76421912967244	1.50469794117096	1.68515670376776	0.758284966542982	-5	-2.97061622231479	-0.800903343694384	-3.69897000433602	-0.311669181887734	-1.56431486205837	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.12004441487725	-5	-5	-5	-5	0.357982464398879	0.0202908284008601	0.133816640281064	-0.660071792221486	0.400802112065484	-0.134706470232549	-2.31695296176115	-1.8965383779053	-0.564792896759252	-0.598754592094513
Healthy	0.197738049673963	-2.21253952548158	-5	-5	-5	-5	-5	-5	-5	-5	-0.0163015619458809	0.282787462185899	0.791372002757871	-5	-1.51769823277656	-0.531504975492931	-1.8921119748172	-1.93554201077308	-0.801205499824401	-0.952102376485589
Healthy	-0.359995853468939	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.779091203845499	1.14905614464924	0.35395467937171	0.840891131171227	0.964240296353087	0.160024104882187	-5	-5	-0.0966712167059747	-0.205930416018368
Healthy	1.12480441026849	-5	-5	-1.22025924882326	-5	0.415854405531952	-5	-3.23657200643706	-5	-1.66938333270556	-5	-5	-5	-5	-3.42021640338319	1.4312738398071	-5	-5	-1.46571999479492	-2.64975198166584
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.767767901197365	0.935128730654743	0.950400881796151	-0.49656343169664	-1.61225434039114	0.282000924504895	0.808777954703796	0.302313608519213	-0.872895201635192	-0.431727855510414
Healthy	1.16674705977799	-5	-0.079840136047097	-5	-0.997488368715092	-5	-5	-5	-5	-5	-0.126917831411997	0.449274703568989	-5	0.190897313464485	-0.877554743718044	-5	-5	-5	0.53734677911383	0.315741598759735
Healthy	-0.965772739229449	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.535786379014134	1.04147598274738	-5	0.941809473008838	0.966480584961939	0.609136397939162	-5	-0.379530801289969	-1.19057497120297	-0.502959717744069
Healthy	-1.57121748850305	-5	-5	-2.58670023591875	-5	-2.16241156176449	-5	-2.19246497193115	-5	-5	0.0539500006404225	0.703960793427815	0.739942404988639	-0.962693049102909	-0.588548657862062	-0.85325198636936	-5	-0.181384867881309	-0.91218310206447	-0.343317379827346
Healthy	-1.17011755355651	-5	-5	-2.09044397075882	-5	-1.83268266525182	-5	-2.48545224733971	-2.34198860334289	-5	-0.372275793487328	0.807827841345665	0.133478230637805	-1.07935499859321	-0.488330498181869	-1.23657200643706	-2.09691001300806	-0.0765642707558214	-1.21623930425608	0.0189458639616232
Healthy	-0.296725822003399	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.908179296661688	1.09719863605195	0.249479640170859	1.04853929521428	0.53882750075529	-0.960387618103276	-0.408034332135314	-5	0.0297894708318557	0.514129193958806
Healthy	-0.223502212219992	-5	-5	-5	-5	-0.829796977014336	-5	-5	-5	-5	-0.285452309296003	0.718348039359493	1.14973656952626	-0.559311268127841	1.38698399861866	-0.559941456850336	0.463409175224676	-1.37212230542003	-1.09810596802618	-2.02872415126189
Healthy	1.39095646821719	-5	-1.21452779669361	-0.722207481068558	-1.57659027226691	0.850594165727555	-5	-5	-5	-2.10347378251044	-0.25099843329558	-5	-5	-5	1.17104479314841	-3.67778070526608	-5	-5	0.00300359324950584	-5
Healthy	-1.63301702402215	-5	-5	-5	-5	-1.67100914455057	-5	-5	-1.99182581599357	-5	0.871900284194517	0.866278475841061	0.347694864573071	1.15624952411749	-1.69918720588188	-0.821109344951093	-0.923833060655067	-0.473234392711037	-0.671926345486845	-0.922813845914103
Healthy	-0.423554984439788	-5	-5	-5	-5	-5	-5	-2.55129368009492	-5	-5	0.628343965470449	0.0295582721837269	1.17794924420352	0.191012026691379	0.46601301342888	-1.0400527842915	0.723691227266162	-0.134037764833871	-1.19592875111434	-1.47018480335537
Healthy	-0.38655990134121	-5	-5	-5	-5	-5	-5	-2.64781748188864	-5	-5	0.180624711685731	0.217676044129354	0.902859749898314	-0.480473886741257	0.990133648798894	0.233145928842693	0.273214313627601	0.411786321880858	-0.856423167841004	0.0108806068189774
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.26705222229113	0.151250303203928	1.05138447026028	-0.419976464830633	-5	0.241996976802777	0.211339502948339	-5	-1.01055018233331	-1.65876337676131
Healthy	-1.5431786519784	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.412494147250635	0.743007762670624	-0.0632952903659877	1.27548895273073	0.159792703138421	-0.225497632650648	-0.219150049583348	-1.31300643373532	-0.641627269741979	-0.580870692258024
Healthy	-1.5392524581558	-5	-5	-5	-2.02826040911222	-1.07982447798998	-5	-5	-1.9051796196452	-5	-0.727323122271712	0.611578873113317	-0.853128096914261	0.0860749539955253	-0.368799828907716	-5	-0.602007879116804	-1.94157397554299	-1.55237690223971	-0.787412921876106
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.52701488091721	-5	-5	-5	-5	-5
Healthy	-0.264624691773189	-5	-5	-5	-5	-5	-5	-2.15926676538819	-5	-5	1.02373423859947	0.377506592406634	1.23289984381214	-5	-0.0793654259568524	0.227184584739436	-0.00225985777786465	-1.47729500726525	-1.6067758836387	-0.942524084173746
Healthy	0.783193699384721	-5	-5	-2.08724669632868	-5	-5	-5	-5	-5	-5	0.740433750050123	0.508036565344713	0.41990125184673	-5	-0.0492993302078169	-5	0.214653140311857	0.0520395070014719	0.34423503455164	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03650553501751	-5	0.0749589886692473	0.243162115101051	1.18655545878428	-5	-5	0.358882403124621	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.40335751605701	1.39664056840605	-5	-5	-0.184063807862719	1.09903147626521	-5	-5	-5	-5
Healthy	1.05809220314332	-5	-5	-5	-5	-0.0375028101853211	-5	-5	-5	-5	0.4942965517034	-2.46218090492673	0.723178094624103	-0.144329443081964	1.39416807099825	-0.535406139035123	-5	-0.70441091100018	-0.219027778954588	-5
D007234	1.91528483485085	-5	0.587194442317501	-2.53760200210104	-5	-2.09528445472132	-0.399419125836999	-2.23957751657679	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.901563954659637	-5	-5	-5	-5	-2.58838029403677	-5	-3.03621217265444	-5	-5	1.21263791808155	1.0700530204487	0.722303140569153	0.497824975582235	0.363200050866622	0.131130851631576	-0.619716381905941	-0.380332861194061	-2.05109823902979	-0.244384274468477
Healthy	-0.968672342238869	-5	-2.33818731446274	-5	-5	-1.376027487983	-5	-3.29242982390206	-2.43415218132648	-5	0.794941623054517	0.598029551664776	1.1997554514292	0.849755293896241	-0.601851579991369	0.458058907535227	-2.62893213772826	0.0971878725708957	0.0239640369866648	-0.680269505669775
Healthy	1.06933910709145	-5	-5	-5	-5	-0.0871511408188212	-5	-5	-0.941801812121746	-5	0.501556292826844	-1.61101121487529	0.733014999790576	-0.122663214747927	1.38004853176081	-0.54234514578154	-5	-0.883392256011752	-0.783253666390025	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.219517068148768	1.07538671731413	0.276712198106416	-5	0.91586659598	-5	-0.248436079929623	-5	0.50434307004422	0.444951493004884
Healthy	1.64807601642746	-5	0.968929621804116	-5	-5	-5	-5	-1.43973460213729	-5	-1.06449273417529	-5	-5	-5	-5	-5	-1.17108243838331	-5	-5	-5	-5
Healthy	1.17638098157994	-5	0.146311021226364	-1.39361863488939	-0.769474445180612	-2.17457388223218	-5	-2.06550154875643	-5	-5	0.11736079750903	0.304895335891276	-0.618145172377408	0.328036926154057	-1.12280148472821	-1.05517200365678	-5	-1.44069198909299	-0.0765124715999785	0.358867197666904
Healthy	1.08139808055914	-0.839711586868712	-5	-5	-5	-5	-5	-5	-5	-5	0.110219223689404	0.15611282060328	0.458785861571819	0.699352883244269	0.894953188159708	-5	-1.08570974433405	-0.45510138664702	-5	-0.0782407147787605
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.22021298626656	0.219471877934613	1.13893740955265	0.02123892988902	0.16406124516974	0.339534913230403	0.426836453803508	0.857843095361681	-0.50188250888613	-5
Healthy	-5	-5	-5	-5	-5	-2.00043451177402	-5	-5	-5	-5	0.265923393475488	-1.29157909986529	0.433496214207194	0.291590825658001	0.639376905735657	-0.532525088615401	-5	-5	-0.968631937114227	-0.341835911249585
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.772083219452063	0.660030223038668	0.642093381223462	0.999595918204657	0.649144935073407	-1.04460091336073	-0.426803379195231	0.21204370386683	0.975791503512623	-0.386295567937693
Healthy	-0.200687025674648	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.02429253646282	-0.0209435579313645	-5	-5	-5	-5	-5	-5
Healthy	1.14500082075604	-1.1270865583796	-5	-5	-1.0870343792959	-1.60153915039178	-5	-1.70443290003752	-1.75995022788735	-1.02728815945293	-1.10034361969436	-5	-5	-5	-2.01908806222316	-3.44369749923271	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.29157909986529	-5	-5	1.42007809331275	0.721785067726913	1.02601449790007	0.304893183654483	-5	-5	0.442460954455527	-0.5863482479363	-1.29619293472567	-1.03663723389626
Healthy	-0.467181946132833	-1.62488531530777	-5	-1.18111458540599	-0.682417160219801	-1.0394340971818	-5	-5	-0.948230253100668	-5	1.16738557566226	1.31563893837185	-5	0.495827299895595	0.700326357243661	-2.20690839982342	-5	-0.31815298259578	-1.51726929992006	-1.49349496759513
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.101365524368886	0.0606940638634365	-5	-5	-5	-0.299564555516203	-5	-5	0.196803261369422	0.41566933152905
