s	Phytobacter_ursingii	Acinetobacter_baumannii	Pseudomonas_E_parafulva_B	Leclercia_sp000755535	Serratia_marcescens_I	Veillonella_parvula_A	Staphylococcus_warneri_A	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_pseudopneumoniae_O	Bacteroides_uniformis	Faecalibacterium_sp900539885	Alistipes_putredinis	Agathobacter_rectalis	Phocaeicola_vulgatus	Bacteroides_ovatus	Alistipes_shahii	Alistipes_onderdonkii	Mediterraneibacter_torques	Blautia_A_wexlerae
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.51921101501279	0.753978875372847	-5	0.951430780079768	-5	-1.02067930261798	0.51837573328143	-5	-5	-5
Healthy	0.134508600900247	-5	-5	-5	-5	-3.05551732784983	-5	-5	-5	-5	0.47388531637583	0.955084224534309	0.262932581082804	0.936106903557716	0.620740729977736	0.349007345308709	-1.1786175002527	-1.3855246339096	0.239414608223811	-0.222943101700513
Healthy	-5	-5	-5	-5	-5	-0.945386945443112	-5	-5	-2.15676722190199	-5	-0.417834328450429	0.600595036655999	0.476701233677596	-0.111337600979832	-5	-0.607989316804501	0.0990138430370164	-1.12924505510986	-1.29157909986529	-0.808688742409007
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.26780768003457	0.134142030981871	1.14372689650545	-0.631415627642515	1.09215583506438	0.311522882089916	0.392985215041775	-0.516441229057055	-0.734309744314935	-5
D007234	1.84600606844426	-5	-0.0198920465268263	-5	-0.0229580860489871	-5	-1.31256022545411	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.33648752958484	-5	-5	-5	-5	-0.705688119097987	-5	-5	-5	-5	1.52268687503002	0.279098613698902	-5	0.154962322723615	0.880352767152128	0.413366831409299	-0.0964379743834924	0.583748381206427	-0.711929717356752	-1.46903231842808
D007234	0.495438873046647	1.18431970872372	0.324989922835113	-5	-5	0.374135870632952	-0.497695810944888	-5	-5	-0.708586745429785	-5	-5	-5	-5	-5	-2.54515513999149	-5	-5	-5	-5
D007234	-0.237156450713399	1.58139446658066	1.67327172964993	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.02752125270246	-5	-5	-5	-5	-5	-5	-1.84193920606339	-5	-5	0.675565723561184	-0.946575795930656	-0.672681942312076	-5	-0.457348823544595	-0.0739664033211554	0.0360617069837545	-5	-2.27164621797877	-0.773477424136451
Healthy	0.541787605388215	-0.475928584065978	0.504245161027	-5	-5	0.585838457797126	-1.55517480049025	-1.34486156518862	-5	-1.83416237530987	-1.0096611452124	-3.07572071393812	-5	-5	-2.68613277963085	0.695964735470939	-5	-3.23657200643706	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.649378675451661	0.759863421986072	0.979837807891684	-0.545414270132458	-0.274823698580863	-1.36491856398913	-0.521823245712003	0.194236748723829	-1.2209087961545	-2.1438755557577
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.294459612489683	-0.642656042903466	0.86286512246617	0.786194003841998	-5	-5	-5	-5	-5
Healthy	0.00391268673848343	-5	-5	-5	-5	-5	-5	-2.30016227413275	-5	-5	-1.0999060984566	0.335898992025112	0.251504383601114	1.3445948316943	0.300378064870703	-0.592473134197046	-0.193955764251912	-1.32157267756613	-0.918400687267064	-0.134014112704743
D007234	-5	-5	0.219343475661262	-5	1.58618556528824	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.064835468273448	0.121343135285051	-0.489120015243882	0.22481783739504	0.226151203227266	-1.60572347323218	-0.387194958700279	-1.55052160081263	-1.16947548590274	-0.673193225931562
Healthy	0.609944264806184	-5	-0.701714714515915	-5	-0.747511055515012	-5	-5	-5	-5	-1.4201021303969	-0.906088258950622	-5	-5	-5	-5	-5	-5	-5	-2.18508681872493	-5
D007234	-1.89859664944467	1.10702365807228	-0.583792338809769	0.30984938822352	-5	1.58308661399262	-1.20093528064899	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.708764389151212	-5	-5	-0.992636345687722	-5	0.988870966064645	-0.434234799547848	-5	1.1746298630914	0.806264110389305	-0.758528232449237	-5	-5	-0.20842162254566	-0.211096638347568
Healthy	-2.22112552799726	-5	-5	-5	-5	-1.69550947222651	-5	-2.42712839779952	-3.32790214206428	-5	-1.82131076022441	0.597521872236541	0.605697135078984	-0.0587271470173962	-1.65384269776799	-3.11350927482752	0.368054330957135	-0.209714835966758	-1.80299527197695	-1.49866682135443
D007234	1.89674942496141	-5	-5	-5	-1.5600360640791	-1.16781053893149	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0226840058861486	-5	-0.219358708373057	-5	-5	-1.95272513261582	-5	-5	-5	-5	0.533227896555565	0.658127829238919	0.330466534894253	1.02668481216425	-0.20893423018315	0.183494764210519	-0.723768042078166	-1.40549695617991	-0.585260565886514	-0.00444816284767458
D007234	-5	-5	-0.443299578310207	-5	1.88256216000188	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.732727394988814	1.66750908065718	-5	0.916980047320382	0.521025571162796	-0.347540916488317	-5	0.746994404975124	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.918220773232467	-5	-5	-1.71152719940022	-5	0.181437675835039	-0.354067096280613	-0.338395522939386	-0.159642940796644	-5	-1.41228903498109	-1.14405705376768	-5	-0.378024438027408	-0.846520509978075
Healthy	-5	-1.66274046024972	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.115782569796943	1.14769827024049	0.48937199687439	1.13448342903561	-5	-5	-0.0179821793273368	-1.14941502364797	-1.83327394441995
D007234	-5	-0.267992451391371	1.39212003112225	1.40025487181902	-5	1.48027160936129	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.53930962617806	-0.75156079185849	1.66665938403282	-0.749579997691106	-5	-5	-5	-0.763110206298138	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.764471553092451	0.597612925392658	1.13250655228102	0.438095959002364	1.02551927265817	-0.846459513561977	0.627997377626487	-0.62514171993491	-1.01188715973165	-0.921833291831846
D007234	1.09365313045793	-5	0.283527364861694	1.29407165467643	-5	-5	-5	0.138223728353917	-1.91257354296371	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.208709450981003	1.18157235493373	-1.48293612651735	1.08524811021837	-5	-5	-0.79460614738532	-2.14266750356873	-5
Healthy	-0.590354248229795	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.78165486512618	0.684406358842927	0.428476585377386	1.46679661555447	0.688280967965069	0.726428070240217	-0.266297288795535	-1.09258863922541	-1.21410097161562	-0.349080814909877
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.54135829659372	1.0447595957225	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.928341049849221	1.2076104037961	0.0551488898893941	1.41404212493739	0.946834806216102	-1.13804762507855	0.0487408121782699	-5	-0.578840465225919	-1.01908806222316
D007234	0.871589863361098	1.11687029987876	0.389952420022196	-5	-5	0.812058626335638	0.457707841422955	-0.992978074421319	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.4313290219901	-5	-5	-5	-5	1.09262977712467	0.641317418934421	1.06848679406314	0.151198182653982	0.833000409118939	-0.104870397617342	0.71937189659192	-0.269395353193323	-1.47456644657118	-1.41318773055662
Healthy	-1.39848321634999	-5	-5	-5	-5	-5	-5	-2.07572071393812	-5	-5	1.07476196763497	0.506131459702601	0.743351382990393	-5	0.174873528887417	-0.741386659197256	0.0831190386902054	-5	-1.68006156001969	-5
Healthy	0.191758321370448	-5	-5	-5	-5	-0.558430537363677	-5	-1.55005901122666	-5	-5	0.888242414304504	-0.0706832732465044	-1.34591976469343	-2.02779716162094	1.33492819989492	0.798611978396493	-3.22914798835786	-5	-3.65757731917779	-5
Healthy	-5	-5	-5	-5	-5	-1.1683861446909	-5	-3.20065945054642	-2.18309616062434	-5	0.779564026171181	0.494172689244874	0.521266260146475	0.401683084943937	0.00412783312250465	-0.285443929519597	0.365227704613871	-1.11588463798833	-0.863628276507677	-0.696998446344158
Healthy	-0.849796371237192	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.291066781982381	0.73008426069314	1.15971183371955	-5	1.10033642063908	-0.620223270062412	0.323998321430976	-0.551432800251904	-1.75325529027616	-1.27043027369803
Healthy	-1.21595358419189	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.408973913185699	0.35159727405623	1.09328892486546	0.541003547154669	-0.607109679296653	-0.681352430996345	0.220936642658212	0.0973059090743738	-1.08444188458848	-1.78887945874195
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.936201984104543	-0.23503224503082	0.436860457111316	0.953554814872676	-5	-1.25321016784739	-0.467627866432123	-0.706195640080663	-0.572140778687934	-0.244498645761018
Healthy	0.291681802708556	-1.00191511206344	-5	-5	-5	-5	-5	-5	-5	-5	0.969194048639984	0.449304029279677	1.37002819299085	0.292052170986649	-0.0350477487963413	-0.290721556792904	0.167757315052975	-1.77031815768232	-1.15602015552184	-0.269766993922309
D007234	-1.92738252345476	-1.56129946709926	-0.135453322492106	-2.32330639037513	0.85239153982647	1.05327095084263	-1.62433638603911	-1.97674754036629	-2.17392519729917	-1.59159042153157	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.07883394936226	-5	-5	-5	-5	-1.33133458454551	-5	-5	-2.09528445472132	-5	-0.33639329187548	0.62691493963298	-1.02346661960806	0.822444004153256	1.38495362684246	0.601089345009563	-0.859177819890689	-5	-2.22841251911874	0.0131069937840557
Healthy	1.10972396227846	-5	-5	-5	-5	-0.0468445862018893	-5	-5	-0.869312506017968	-5	0.494011197489713	-1.44057220024051	0.746494081342589	-0.164918501684344	1.37576253040671	-0.542784431495044	-5	-0.807153884811158	-0.775389253021665	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09317680013142	0.804805702791165	-5	-5	-5	-0.239110298231193	-0.163840516900954	-1.89894064509188	-1.54530755076052	-1.17256610459922
Healthy	-1.4089353929735	-5	-5	-5	-5	-5	-5	-3.61978875828839	-5	-5	0.448367716440902	0.421072248835068	0.485755487458179	0.958647962902981	0.753916885399528	-0.676500391568249	-0.117094269879745	-2.71444269099223	-1.01520274291071	0.216321639553212
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.06669892288809	0.790778304420307	-5	-5	-5	-0.240566359822286	-0.127971994226312	-1.90274269030658	-1.26792805900013	-1.10773839308446
Healthy	-5	-5	-5	-5	-5	-2.02548830726267	-5	-2.36957212497498	-5	-1.75745857170162	-0.653080074154379	-1.0090399003178	-5	-5	-0.475409170660481	-5	-1.29456395341475	-1.00678427952586	-0.968470354196577	-0.659278342686993
D007234	-5	-5	1.82400737973341	0.704717475957032	0.0393585893910831	1.05044201485441	0.492820432023066	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.60327772149623	-5	-5	-5	-5	-5	-5	-1.58653258701418	-5	-5	1.07878332244094	0.508956397214188	0.742296908515324	-5	0.210436242361198	-0.770164633442734	0.0932220038975526	-5	-1.41083260945395	-5
D007234	-1.79997073344623	-0.742897667340836	-1.2209087961545	-5	-1.23433144524099	-1.50570623133467	-2.48545224733971	-5	-1.1988708124203	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.271078353627141	-5	-5	0.118777109507517	-5	-5	-5	-5	-5	-5	1.50146884025173	0.387040826646091	-5	-5	-0.143180515211079	1.04076091961679	-1.13990167030148	0.093092337076627	-0.0159454923287624	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0854770261240331	0.540638502389282	0.338458485776558	0.319896858814888	-0.109606928976173	-0.0335062792785198	-0.22984046694161	-5	-1.11719095860756	-0.510533718696872
Healthy	-5	-5	-5	-5	-5	-0.545109427188763	-5	-2.92445303860747	-1.389020620077	-5	0.225611631541165	0.592312245023684	-0.146338285091943	1.11055637944374	-0.237501492030493	-2.39361863488939	-1.13436311230037	-2.53610701101409	-2.00217691925427	-0.240672171015366
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.527475228412209	0.397547228897178	0.377129509720542	-0.101039091200339	-0.121851766454187	-5	0.104500768156845	-0.24475799892123	-0.719763190390311	-0.867900478083495
Healthy	-5	-5	-5	-5	-5	-0.299339541431828	-5	-5	-5	-5	-0.181147537678998	-5	-5	1.25341579329714	0.718957334407876	-5	-5	-5	-5	-0.410329597965106
Healthy	-1.16102504504453	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.38675946409804	0.253277413141578	1.12288761359011	-0.0699071636385124	-5	0.208355349015392	0.292769830211193	-5	-1.09366495819491	-5
D007234	-5	-0.0959935336059361	-2.431798275933	-3.17392519729917	-5	-5	1.99644647930934	-2.43415218132648	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0127950581454126	1.43894102053111	-5	1.08581876153922	0.397101880695685	0.218299125885173	-0.574416875219054	0.144636467588492	-0.409559443450029	-0.0838198748830005
Healthy	-0.219430682931045	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.33781074779204	0.0426345693242519	1.1156707429773	-1.05908526241971	0.314911643427031	0.242414699177521	-0.120210491980041	-1.6978856230438	-1.19921420967224	-1.48651604329574
Healthy	1.99378533345742	-5	-5	-5	-5	-5	-2.50723961097316	-5	-5	-5	-5	-5	-5	-5	-5	-2.97881070093006	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.69680394257951	-5	-5	1.46427204766444	0.607891243210289	0.926650562887209	0.371232308618497	-5	-2.86327943284359	0.351614668912685	-0.787785752580059	-1.53790161886484	-0.901044939561531
Healthy	-1.06248210798265	-5	-5	-5	-5	-5	-5	-1.61154354729973	-5	-5	0.849103560122314	-0.0913595208011646	0.90182434764993	-5	-0.404801493164856	0.119146971989843	-0.15776531365276	-1.34640161815671	-1.78067749158066	-0.485598364862416
D007234	-5	-5	-1.46584692581494	1.87776750204509	1.15966372580688	-5	-0.17393167935474	-2.29756946355447	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.14917321669998	-5	0.523183079055622	1.82488118763387	-5	-0.0291419430034977	-5	-5	0.0181635386161895	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.203647430409974	0.512736412404199	0.597265065333447	-0.490636159838068	-0.0275518406492174	-5	0.33934807288198	-0.31322077666074	-1.14691047014813	-2.36151074304536
Healthy	-1.17763574755845	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.934290344034204	0.378884619412815	-0.121581620258754	-5	0.120218453914653	0.0287826554737416	0.33603724207069	-1.54744693677107	-0.786934037934282	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.51201366887061	0.595502835396769	1.38484979977435	-0.237666608745553	0.639333064579114	-0.960546221038263	0.647655785670173	-0.0690764264650001	-1.69897000433602	-0.971998420653142
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.47625353318843	-5	-5	-0.527726368388884	1.01446635357109	0.617480526943174	-1.71647263513831	-0.0839831979545762	-1.33752549624969	-0.488250288655017	-1.53017798402184	0.515174172219862	0.370735083715832
Healthy	-0.964970717797632	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.324675406600314	0.749620385199933	1.15178371921074	-5	1.09586680174984	-0.579252345230524	0.293541539976732	-0.581135485792271	-2.16430942850757	-1.49457867241672
Healthy	-1.26520017041115	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.182857893658863	0.921923582343845	1.24085639051447	0.48971245009172	-0.0433274272873238	-0.983175506332512	0.10795238543045	-0.269007892940655	-0.820908023046006	-1.88706002391592
Healthy	-1.40527605359025	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.146746041938168	0.600656039038923	0.420366730112769	0.331281494880418	-0.378844498362384	-0.141318462602332	-0.0281445509064117	-1.23099212905623	-2.08354605145007	-0.722665887784016
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.629875673364342	1.22227701332444	-5	1.07859853878579	0.0505228217046015	-0.86068775442133	-0.619463159511251	-5	0.00482847116819897	0.356607078323486
D007234	-2.28567024025477	-0.235532442435162	1.97004411303523	-0.796423225022027	-5	-5	-0.897291945300125	-2.37468754903833	-0.828712449347139	-1.48320029591838	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-1.18869315991866	-5	-5	-5	-2.95860731484177	-1.8569851997459	-0.826580615918198	-2.28735029837279	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.27204384312823	-5	-5	-5	-5	-5	-5	-2.39685562737982	-5	-5	0.974036610488768	0.475595652280774	0.453807410461226	0.53845307969248	-5	-0.298708393591156	-0.641094789686953	-0.342131800953209	-0.88722747889463	-0.188854138909289
Healthy	-5	-5	-5	-5	-5	-1.65423430688551	-5	-5	-5	-5	1.45640566448847	0.53810601228172	-5	-0.944851110110606	-1.44333573787743	-0.495012912654775	-0.215097550113345	-0.91868870484002	-1.34332695411515	-5
Healthy	-1.55579901113584	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.3923928406705	0.598920666207061	1.08073865315335	0.720263521575933	-2.12262865413023	-5	0.326706491890512	-0.380781410184223	-0.969683694011415	-0.68892459169992
Healthy	-1.07743023101429	-5	-5	-5	-5	-2.18045606445813	-5	-5	-5	-5	1.40353076138976	0.552879837485546	1.08738419738147	0.730952569664231	-5	-5	0.295391147571982	-0.573830452964674	-0.736695399712704	-0.832800856702248
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.04191415147891	-5	-5	-5	1.05108341587186	-5	1.47971794032487	-5	-5	-5	-5	-5	-0.326886895761766
Healthy	-0.0278295728662884	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.13082922488023	-0.448208556356331	0.254383705301721	-0.645104395288939	0.241441878733204	-0.753107679846401	-0.108925516124923	-5	0.521896128976105	-1.38647529714635
D007234	-5	1.5771172029563	-5	-5	-5	0.140790776625302	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	1.95673163907947	0.834121108859177	-5	-5	-5	-5	0.424466736258358	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.515978432531733	0.36479480717411	0.347893744144264	-0.0916436800352876	0.104394916377749	-5	0.0774260496068866	-0.300327007869792	-0.804986437124172	-0.996884282900194
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.681519274825483	0.107786384315953	-0.166852888087215	1.26112268208726	-0.824082493489906	-1.01363140642973	-5	-1.92263209471584	-2.44855000202712	-0.36803903863193
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.36982807785985	0.127616575273058	0.591636608030883	0.706409656735158	0.846802090263438	0.942447584715193	0.0846155949965562	-0.363101072493089	-0.263157479290182	-1.65188993151976
Healthy	-0.39463029944368	-5	-5	-5	-5	-5	-5	-2.27984069659404	-5	-5	1.02044456969044	0.350393405095071	1.22297151174733	-5	-0.0302393983772963	0.204895591048657	-0.0186843605831396	-1.91186391129945	-1.45892023222337	-0.816815599701785
Healthy	-1.11531789579397	-5	-5	-5	-5	-5	-5	-1.70377371273884	-5	-5	1.07695740299536	0.527218608434468	0.732972433435437	-5	0.274213287573893	-0.784547507116749	0.0973336777076352	-5	-1.64225567481962	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.266535079259059	0.212382060845973	-1.15795271149036	0.0575596088442851	0.0536737489618317	-0.553991266315988	-0.238079675389831	-5	-0.356142828447986	-1.59260909552927
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.667056770387185	0.231094773283599	0.166382744445379	0.280678510589269	0.208989253719114	-0.451094894711415	0.590626751168752	-0.40522084549485	-0.750581492764012	-5
Healthy	-5	-5	-0.487769342335762	-5	-5	-3.33724216831843	-5	-1.85016530328421	-5	-5	0.0421855354641459	0.942716739417654	0.155445356581754	1.15028075743221	-5	-5	-1.44635966376865	-0.871277715661573	-1.37345434097287	-0.174281854103789
Healthy	-0.0795688096045379	-5	-5	-5	-5	-0.135227946040311	-5	-5	-5	-5	1.04092695080037	-1.0420576645546	-5	0.267413457504323	0.827800122391524	0.252425805109192	-5	-5	-1.03508070571336	-5
D007234	-5	0.799234375602895	0.780590190918805	-5	-1.46067293646062	-0.509606039018436	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0306679723634115	-5
Healthy	-1.21063084640852	-5	-5	-5	-5	-5	-5	-1.52797530229972	-5	-5	1.0661361363525	0.516131960358298	0.728894081539946	-5	0.21483060716043	-0.719717633432134	0.0691721114096459	-5	-1.97102229479122	-5
Healthy	0.162594274442422	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.655723185525638	0.491081413423187	0.072018163044099	0.37405879159774	-0.123562757519695	0.118334181191237	-0.962055844796901	-1.10061729446673	0.298992726551801	0.680878268891084
D007234	1.79505797160112	-5	-0.0155086918362897	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.21849638019073	-5	-5	1.84755606433421	-5	-5	-0.191802535667885	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.77634833281282	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.603466995290459	-0.161724052474415	0.866404907661546	-5	0.104145550554008	-0.291443138533065	-0.761001001384566	-0.602946856981891	0.482049929302844	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.02790425325265	1.1148014049603	1.13537152717624	-0.409592900044915	0.0996150431891222	-2.77469071827414	-0.00328261205237419	-0.705666066416544	-1.53253989049274	-0.522054368674732
Healthy	0.30583484408832	-5	-5	-5	-5	-1.29396533928565	-5	-1.9381706927053	-1.67100914455057	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.36371274790149	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.223872183796878	0.0558292129898972	-5	0.683247019937434	0.0316346424706581	-5	-1.05998184499234	-5	0.0571333672490868	-0.412603366936425
Healthy	-0.810144886210386	-5	-2.08671609823958	-5	-5	-1.25963731050576	-5	-2.90657831483776	-2.06550154875643	-5	0.254755870047537	0.721775177974154	0.260877186869601	0.795247223792847	0.620217282316253	-0.998872299722965	-0.203307743404763	-1.62893213772826	-0.524372388558919	-0.396195481892047
Healthy	-2.10292299679058	-5	-5	-5	-5	-1.83983170704149	-0.36818095168395	-5	-5	-5	-0.368201228763135	-3.10237290870956	-5	-5	1.18465197351348	-0.599047772139097	-5	-5	-1.73048705578208	-5
D007234	1.06300328986503	1.86535991373447	1.17404555402186	-5	-5	-5	-5	-5	-5	-5	-1.42666415993393	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.2385232204553	-5	-5	-5	-5	-2.05998184499234	-5	-3.34678748622466	-2.08512818245995	-5	0.887890055112437	1.06297699371255	-5	0.995885170979621	1.12123178366272	0.636893917274255	-5	-0.654430243943608	-0.512663620066111	-0.730463707244033
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04368090574699	-5	-5	-0.0726912433845004	1.36695517874902	-0.00166218171308078	-5	-5	0.279523219889209	-0.122076057959516
Healthy	-0.270932451300711	-5	-5	-5	-5	-1.24116377525304	-5	-1.55268689117643	-2.86012091359876	-2.66354026615147	0.513031053176271	0.712076155352661	0.384951657939313	-1.34457341225408	1.0988412762177	-0.548797107942887	-0.623587303008783	-1.47095482923423	-0.226476843588194	-1.00318197812048
Healthy	-0.202095683924756	-5	-5	-5	-5	-5	-5	-2.29670862188134	-5	-5	-1.12517042212028	0.780464212789051	0.143136635571481	0.521331641719375	0.296465544390641	-0.192992940225912	-1.34409358181978	-0.572043497761244	-0.3601550669184	-1.51612754577733
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.620135013498931	0.295454938550752	0.568100768211012	0.182554448786633	0.0115281538575396	-0.812112821590452	-0.418767365581369	-1.16064767110458	-0.45616777952646	-0.465250672324769
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.699926504732856	0.583187434539076	1.24448271242457	0.0372272345822745	0.842876223675962	-1.2832456425673	0.522699779084225	-0.406038642867673	-0.461225250460834	-1.1322379753498
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.696186832239289	0.218301753029135	0.177039879541952	0.29855398679156	0.215891246299765	-0.523124915241494	0.547785777910517	-0.414764936634225	-0.856048883576036	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.937483789033183	1.18974598650187	0.180733576807463	1.41754658801134	0.945240052633188	-1.49120103459609	-0.0353397399789158	-5	0.577536605686684	-1.09539263618455
Healthy	0.0889224243582147	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.12472946482925	-0.429480409911484	0.240801265621838	-0.594465822035162	-0.265296157698957	-0.657458891376695	-0.107721696193519	-5	-2.31069114087638	-1.47886191629596
Healthy	0.196982654044952	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.22459029144142	0.586241756861996	0.977693889386635	0.703593129429405	0.633405831860377	-0.459520362878845	0.31072304297727	-0.733580134120896	0.806616763083623	-5
Healthy	0.291133432796446	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.23834749428967	1.11607650416455	1.0508478303929	0.878048179339284	-0.220417937369958	0.0465029682984089	0.155460537616299	-0.0700755432883099	-5	-0.166942179538143
D007234	-5	1.70398492123057	0.781806338452528	1.5587446802582	-0.0555025226084908	-5	-5	0.511931464780401	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.442047904279935	-5	-5	-5	-5	-1.6643415477107	-5	-5	-5	-5	1.05572264848225	-0.285083752006415	-5	-5	0.979868742167174	0.767475715659235	-5	-5	-0.980302269019808	-5
Healthy	-1.21688286250953	-5	-5	-5	-5	-1.70399333068633	-5	-5	-5	-5	0.412262255557716	0.655457312777593	0.951821579577778	0.307466085536781	0.941799045049069	-0.691307557798743	0.449769888048692	-0.383314479104488	-0.686850168531505	-0.938396750391625
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.566250062821041	0.672578088347832	0.467320947195482	0.355989505032301	0.752630703733776	-0.29525766683164	-0.3561231066151	-1.05153812993872	-1.01037222925485	-1.16115090926274
Healthy	-5	-5	-5	-5	-5	-1.06950943469373	-5	-5	-5	-5	0.504281879495184	0.549002035203485	1.34206740109919	0.465158209569338	0.256910081889357	-1.77572598570574	0.205896949733364	-0.197499932235607	-0.773580551351397	-5
D007234	-5	-5	-5	-5	1.84815036757069	0.648289737424497	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
