group	Faecalibacterium	Prevotella	Phytobacter	Ruminococcus_B	Faecalimonas	Veillonella	Haemophilus_D	Muricomes	Intestinibacter	Eggerthella	Bacteroides	Parabacteroides	Dialister	Ruminiclostridium_E	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Clostridium_A	Parasutterella
Healthy	2.25029	0	0	0	0	0	0	0	0	0	12.93369	1.81768	0	0.06057	1.02364	0	0	0	0	0
Healthy	0.0044	0	0.01872	0.75786	0	0	0	0	0	0.15598	21.96464	9.60824	0	0	0	1.5296	0.10108	0	0	0
Healthy	4.68877	0	0	0	0	0	0.00707	0	0	0	22.91857	2.84427	0	0.09976	0.6107	2.16917	0.18253	0.00641	0.02815	0
D001172	10.113	47.75419	2.85778	0.00444	0.00121	0.00847	0.05307	0	0	0	1.79251	0.57564	0	0	0	0.12233	0.00746	0	0	0.05235
Healthy	5.23098	0	7.89383	0.00599	0.02243	0.07587	0.02686	0.19627	0	0	33.06413	4.87254	3.17106	0	0	0	0.65794	0	1.60122	0.3805
Healthy	3.52848	0.98776	0	0	0	0	0	0	0.06087	0	0.57976	0.30399	0	0	0.07	0	0	0	0	0.09257
Healthy	2.12934	0	0.00823	3.91893	0	0.13844	0.00122	0.08278	0.08164	0.0254	44.11291	5.72018	0.02036	0	2.03221	0	0.09443	0	0	0.00326
Healthy	0.54264	10.4305	0.28043	0	0	0	0.3596	0	1.32887	0	0.68811	1.31681	0	20.6435	0	0	0	0	0.273	0
Healthy	5.35091	0	0.4514	0	0	0.14006	0.13338	0	0	0	9.41687	7.19968	0	0	0.25006	2.98324	0.09688	0	0	0.00179
Healthy	23.7097	0	0.04173	0.03537	0	0	0.06391	0.00496	0.081	0	14.13144	1.68278	0	0	0	0.96774	0	0.01282	0	0.00397
Healthy	1.69646	0	0.05765	0.58969	0	0	0	0	0	0	26.10498	0.91601	6.13742	0	0	0.60246	0.00829	0.26232	0.14018	0.1336
Healthy	7.63009	0	0	0	0	0	0	0	0	0	52.00293	5.90999	0	0.83905	0.33341	0	0.00781	0.03469	0.99946	0.19702
Healthy	0	0	9.92646	0.03904	0	0	0	0	0.00032	0	1.25974	0.13751	0	0	0.15393	0	0	0	0	0
Healthy	3.05977	40.6397	0	0	0	0.00964	0	0	0.01624	0	3.88501	1.71273	2.93898	0.01881	0.24973	0.40231	0.1001	0	0.00392	0
Healthy	8.22854	0	0	0	0	0	0	0	0.00792	0	10.47653	1.94365	0	0.81455	0	0.70964	0.06961	0.01053	0	0.03996
Healthy	5.40378	0	0	0	0	0.02365	0.16291	0	0.48636	0	12.06093	4.47443	0	0.7731	0	0.7278	0	0	0.02633	0.03241
Healthy	6.04954	0.0274	0.06685	0.02776	0	0.24884	0.04665	0	0.2242	0	17.99103	1.08962	0	0.06224	0.42497	2.10261	0.04226	0.12293	0.01645	0
Healthy	0	0	0.32467	0.05146	0.0028	0.59052	0.0151	0	0.50904	0	23.95191	0.69136	0	0	0.29277	0	0.40764	0	0	0
Healthy	8.50938	0	0	0	0	0	0.86819	0	0.0456	0	9.30673	0.25523	0.61306	0	0	0	0	0	0	0.03817
Healthy	12.4199	0.01898	14.8379	0.03972	0.24083	0.86377	3.53215	0.11796	0.01158	0.00203	9.35013	3.01887	0	0.02985	0.00277	0	0.08452	0	0	0
Healthy	26.2798	0	0	0.06939	0	0.12248	0	0	0.25889	0	6.89895	0.17891	0	0	0	0	0	0	0	0
Healthy	4.01482	41.0837	0	0	0	0	0	0	0	0	5.77222	2.0463	0	0.7244	3.16701	0	0	0	0	0
Healthy	3.64434	0	1.3884	0	0	0	0	0	0	0	2.36757	1.73484	13.5926	0	0	0	0	0	0	0
Healthy	4.65288	0	0	0	0	0	0.20335	0	0.02029	0	7.94221	1.15914	3.46727	5.25565	0.11625	0	0	0	0	0
Healthy	3.59525	0.02765	0.00738	0.02086	0	0.38637	0.12229	0	0	0	11.08639	2.28102	0	0	0	1.9834	0	0	0	0.03807
Healthy	17.4659	0.25987	0.37676	0	0	0.03572	0.07866	0	0.01837	0	26.25905	3.85505	0	0	0.93434	2.12098	0.00158	0.00052	0	0
Healthy	2.99817	0	0	0	0	0	0	0	0	0	21.81159	9.76726	0	4.96891	0	2.13799	0.16889	0.04434	0	0.01494
Healthy	0.36705	0	1.00028	0.00998	0	0	0	0	0	0	49.10585	1.88935	9.1095	2.55609	0	0	0.21396	0	0.03753	0.05447
Healthy	7.52378	0	0	0.10293	0	0	0	0.01201	0	0	16.60875	3.97691	0	0	0.05722	0	0.02802	0.07332	0.01057	0
D001172	8.1461	67.6121	0.62022	0.0043	0	0.08673	0.37444	0	0.15199	0	1.1277	0.56742	0	0.13144	0	0.4679	0.14346	0	0	0.13162
Healthy	5.72263	22.1544	0	0	0	0	0.01139	0	0	0	10.76354	1.10675	0	1.83718	6.33952	1.42283	1.39068	0.05857	0	0.01465
Healthy	5.21484	0	0.09251	0.06586	0	0	0	0	0	0	22.72135	2.91491	0	0	0.05691	1.14318	0.15542	0	0.11254	0.00154
Healthy	1.30613	0	0	0.05655	0	0	0	0.01809	0	0	29.14607	50.5052	0	0	0	0	0.01776	0	0	0
Healthy	1.73795	0	0	0	0	0	0.0041	0	0	0	38.45427	5.62871	0	0.01658	0.64933	1.34756	0.01357	0.04913	0	0.02021
Healthy	19.2472	0.02316	0	1.44896	0	0	0	0	0.01672	0	10.05044	2.9057	0.42123	0	0	0	0	0	0	0.04462
Healthy	1.63475	0	0.01982	0.53165	0	0	0	0	0	0	26.51412	1.01817	5.91116	0	0	0.59738	0.01491	0.2367	0.13911	0.14096
Healthy	1.8267	0	0	1.71562	0	0	0	0	0	0	29.16482	1.47101	6.11356	0	0	0.51777	1.93841	0.13138	0.54553	0.11941
Healthy	0.45661	0	0.18701	5.25015	0	0	0	0	0	0	0.12418	0	0	0	0	0	0	0	0	0
Healthy	0.85884	0	0.09698	0	0	0	0	0.02681	0	0	9.47486	3.93439	0.58867	0.01241	0	0	0.16997	0.35863	0.5115	0
Healthy	0.92579	0	0	0	0	0	0	0	0	0	20.5244	9.15786	6.04242	0.82068	0.61452	0	0	0	0	0
Healthy	0	0	7.53919	0	0	4.64447	0.01538	0	0	0	50.2751	0	0	0	0	0	0	0	0	0
Healthy	9.82435	0.38526	10.5314	0	0	0.02088	0.00868	0.03969	0.06063	0.01189	10.5388	3.40826	0	0	2.11203	2.37228	0.04114	0.63195	0.09237	0.01098
Healthy	25.7256	0	0	0.01479	0	0.12008	0	0	0.01617	0.01338	6.79074	0.11497	0	0	0	0	0	0	0	0
Healthy	5.19088	0	0.41381	1.12173	1.70834	0.03902	0.21036	0.16222	0.32284	0.03171	10.63866	0	0	0.14534	0	0	0.0621	0	0	0
Healthy	4.75875	0	0	0.13041	0.003	0	0	0	0.03406	0	29.23424	5.13609	0	0.1214	1.42709	0	0.24003	0	0	0
Healthy	4.29583	0	0.221	0.12634	0	1.09195	0	0	0	0	56.08749	2.73859	8.21917	0	0	0	0.63366	0	0.29465	0.03153
Healthy	4.02568	0	0	0	0	0.63154	0	0	0	0	4.10027	1.07341	5.86802	2.67109	0.2618	0	0	0	0.07678	0
Healthy	0.0986	0	10.2031	0	0	0	0	0.03462	0	0.01096	8.5689	2.92824	2.67283	0.4527	0	0	0.07506	0	0.03655	0
Healthy	5.15634	0	0	0	0	0.04235	0	0	0	0	31.95796	3.40863	0	0.14264	7.80803	1.29133	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	14.8767	64.7104	0	0.08379	0	0	0.04127	0	0	0	4.67533	1.14957	1.76006	4.24236	0	0	0.02335	0	0.1528	0.36943
Healthy	2.71205	70.7007	0.00725	0	0	0.03587	0.09349	0	0	0	4.48834	4.10033	0	0	0	0.93549	0	0.11758	0	0
Healthy	4.83896	0	0.84904	0.00143	0	0	0	0	0.01	0	7.71406	0.58133	0	0.03244	0	0	0	0	0.00276	0
Healthy	1.42262	32.2383	0	0	0	0	0	0	0	0	13.73912	3.72537	0	1.3477	2.95052	2.37912	0.06922	1.88527	0	0
Healthy	18.6314	0.55704	5.18254	0.01657	0	0.00346	0.12275	0	0.24465	0	2.25674	4.13583	0	0.06268	0	0.41576	0.02893	0.03192	0	0.00902
Healthy	1.00664	0	0.06415	0.02007	0	0	0	0	0.35414	0	30.73619	0	2.92276	0	3.09817	0	0.04695	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	45.39267	0	0	0	0	0	0	0	0	0
Healthy	7.34655	0	0	0	0	0.0172	0.04241	0.05075	0	0	10.40299	4.79169	0.37586	0	0	0.8675	0	0.03395	0	0.01219
Healthy	5.23442	0	0.02829	0	0	0	0	0.08028	0	0	16.00185	16.13198	0	11.5927	0	1.61701	1.34557	0.2609	0.19407	0.02399
Healthy	3.83522	0	0	0	0	0.43235	0	0	0	0	20.23494	11.26428	0	0.14747	0	1.28728	0	0	0	0
Healthy	0.05921	0	0.91502	0.30794	0	0.80401	0	0	0	0	57.54409	0	10.3011	0	0	0	0.02297	0	0	0
Healthy	0.27266	0	0	0	0	0.07503	0.00216	0	0.09271	0	34.82493	9.16411	7.95792	0	0.00636	0	0	0	0	0
Healthy	2.07831	0	0	0	0	0	0	0	0	0	30.65627	1.97243	0	0.07043	0	0	0.01663	0.1686	0	0.04499
Healthy	5.80218	0.68709	9.59962	0	0	0	0	0	0	0	1.96241	0.93016	0	0.42275	0	0	0	0	0	0
Healthy	3.71731	0	0	0	0	0.00272	0.09197	0	0	0	24.17871	3.2154	0	0	5.08419	0	0.11082	0.01283	0	0.26001
Healthy	2.37679	0	0.36103	0	0	0	0	0.10473	0	0	71.29518	9.06897	0	0	0	0	0.55869	0.02233	0.16178	0.13223
Healthy	8.85719	51.7122	8.04806	0	0.02735	0.02412	0.15665	0	0	0	1.98246	1.79866	0	0.00509	0	0	0.01564	0.00459	0	0.00115
Healthy	4.43942	0.00994	0.01004	0.57721	0.47732	0.04549	0.00111	0.01967	0.01953	0.00057	28.50534	1.43424	0	6.13873	2.20383	0.86367	0.11751	0	0.00846	0
Healthy	2.31764	0.00488	28.4103	0.02479	0	0.48352	0.2504	0.00754	0.05371	0.00154	35.11695	1.39307	0.95109	0.20812	1.44154	0.95449	0.00279	0.03358	0.00316	0
Healthy	1.03679	1.01208	0	0	0	0	0	0	0	0	1.85396	0	0	1.04054	0	0	0	0	0	0
Healthy	4.64818	0	0	0	0	0	0	0	0	0	12.28486	0.66907	0	8.55879	0	0	0	0	0	0.0246
Healthy	10.4627	0	0	0	0	0.10178	0.45335	0	1.39548	0	8.42039	0.20384	0.79301	0.3936	0	0	0	0	0	0.0207
Healthy	1.64235	0	0.26705	0	0	0.0444	0.05103	0.00076	0.01496	0	36.11917	0.01487	15.1591	0.59814	0	2.1314	0.00491	0.32536	0.06139	0.41934
Healthy	1.72912	0	0	0	0	0	0	0	0	0	23.7694	2.28888	0	0	5.80203	0	0	0.03837	0	0.01789
Healthy	1.24728	0	5.96187	0	0	0	0	0	0	0	12.44619	4.10491	0	0.39779	0.07032	1.62899	0.07	0.09634	0	0.04283
Healthy	1.24194	0	3.50567	0.00451	0	0	0	0.02611	0	0.00314	7.51753	2.05783	0	0	0	1.44434	0.278	1.19781	0	0.20292
Healthy	1.19851	0	0	0	0	0	0	0	0	0	49.50366	0.54211	8.76626	0	0	0	0	0	0	0.02705
Healthy	4.03706	10.6888	13.114	0.00717	0	0	0.01086	0	1.1828	0	2.21119	2.49326	0	0.20062	0	1.20655	0.10171	0.06149	0.01742	0.00206
Healthy	0.00733	0	4.56367	0	0	4.80996	0.1101	0	0	0	4.81427	7.23435	0	0	0	0.84265	0.5945	0	0	0
Healthy	3.28079	0	0.07914	0	0	0	0	0	0	0	54.83507	2.34331	4.26221	0	0	1.07672	0.12417	0.26532	0	0.24664
Healthy	4.91769	0	0	0	0	0	0	0	0	0	7.15516	1.49365	0	1.37544	0	0	0	0	0	0
Healthy	5.12471	0	0	0	0	0	0	0	0	0	8.51184	4.6352	0	0.54073	2.00692	0	0.10793	0.15768	0.00913	0
Healthy	5.40833	0	0	0	0	0	0	0	0.0244	0	11.27575	2.08268	0	0.78905	0	0.77436	0.05354	0.00456	0	0.05222
Healthy	1.09747	0.04609	0.83626	0	0	0	0	0.03254	0	0	31.03814	6.16405	0.05508	0	0	0.81654	0.14523	0.30523	0.00394	0.03938
Healthy	1.88463	0.38018	0.08449	0	0	0	0	0	0	0	25.40446	3.39534	0	0	0.61984	1.74079	0	0	0	0.00373
Healthy	0	0	26.9709	0	0	0.01739	0.01306	0	0	0	0.18943	0.09103	0	0	0	0	0	0	0	0
Healthy	3.97265	0	0	0.00626	0	0.01319	0	0	0	0	35.82977	5.06463	0	1.59227	0	1.84471	0.10619	0	0	0.03262
Healthy	0	0	0	0	0	0	0	0	0	0	12.5936	0	3.21651	0.45624	0	0	0	0	0	0
Healthy	0.07588	0	1.15375	0.30579	0	0.82718	0	0	0	0	57.81782	0	10.8327	0	0	0	0.00916	0	0	0
Healthy	5.85259	2.18859	0	0	0	0	0	0	0.07713	0	3.32731	0.26522	0	0.66374	0.03187	0	0.0564	0	0	0
Healthy	24.8575	0	0	8.21681	0.71841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.96319	0	0.24872	0.00719	0	0	0	0	0.51059	0	16.47985	1.53654	0	3.68055	0.02842	0	0.0228	0.18741	0.32643	0
Healthy	0.4998	0	0.42786	0.01195	0	0.0374	0	0.00201	0	0	79.35838	3.40555	3.58408	0	0	0	0.16588	0	0.44183	0.09614
Healthy	6.96469	0	0.36064	0	0	0.27882	0.25094	0	0	0	14.48383	15.79149	1.58202	0.52442	2.56783	1.81559	0.0587	0	0.04098	0
Healthy	1.56264	0	0.01889	0.54103	0	0	0	0	0	0	26.3538	1.05312	6.08902	0	0	0.62291	0.01511	0.23099	0.15391	0.16644
Healthy	0.41176	0	0	0	0	0	0	0	0	0	3.88414	2.72307	0	0.62207	0	0	0.34036	0.12728	0	0
Healthy	0.01143	0.01879	0.09638	27.7167	3.15588	0.02371	1.53708	0	5.9266	0	14.75945	0.0026	0.02864	0	0	0	0.05126	0	0	0.29502
Healthy	1.93505	43.82844	0.03122	0	0	0	0	0	0	0	9.38197	3.60527	0	0.39345	0	0.87932	0.10729	1.452	0	0
Healthy	14.533	0	0	0.19212	0	0.49089	0.03119	0	0.68221	0.09692	8.49861	0	0.05075	0	0	0	0.08849	0	0	0.05057
Healthy	2.33998	0	0.38936	0	0	0	0	0	0	0	14.0906	6.13355	3.09071	0.01348	0	0.52245	0.19102	0.18261	0.12057	0.04306
Healthy	2.3811	0	0.28324	0	0	0	0	0	0	0	13.88348	5.76651	3.06152	0	0	0	0.15069	0.1495	0.06125	0.00365
Healthy	5.33797	2.94624	0	0	0	0	0	0.00168	0	0	6.56593	2.15959	0.00109	3.25203	0.02859	1.19793	0.54938	0.10548	0.09246	0.00219
Healthy	14.5684	0	0.80866	0	0	0	0	0	0	0	10.53162	1.01784	0	0.88505	1.84863	0	0	0	0	0
Healthy	0	0.00158	1.72747	0	0	0.32975	0.02662	0	0	0.13545	3.89328	0.21297	0	0	0	0	0	0	0	0
Healthy	12.1741	0	0	0.00255	0	0.09642	0	0	0.00231	0	4.80298	1.00754	3.6506	0	1.47205	0	0.03095	0	0	0.00148
D001172	19.5895	0.01579	0.29653	0.03249	0.02379	0.10967	1.15917	0	0.19902	0	10.15785	1.43217	0	0	0	0.69802	0.01711	0.03067	0	0.00493
Healthy	6.19631	0	0	0	0	0	0.04569	0.05777	0	0	30.1888	5.37929	0	2.46199	5.88561	0.91991	0.18375	0	0	0
Healthy	3.18773	0	0	0	0	1.09042	0.14953	0	0	0	50.54113	0	0.7142	0	0	0	0.03063	0	0.03726	0
D001172	9.17119	70.86114	0.175	0.00156	0	0	0	0	0	0.0154	0.14241	0.14621	0	0	4.07981	0	0	0.00403	0	0
Healthy	0	0	2.89992	0.0223	0.05637	0	0	0	0	0	42.08836	34.028	0	0	0	0	0.47462	0	0.05714	0.10274
Healthy	3.91261	0	0.02636	0	0	0.48802	0	0	0	0	21.43256	11.5628	0	0.13274	0	1.26178	0	0.0068	0	0.01313
Healthy	12.4632	6.8179	0.13855	0	0.00122	0.05711	0.15453	0	0.4346	0	1.27482	0.26434	3.52113	0.0593	0	0	0	0	0	0
Healthy	1.76939	0	0.02664	0	0	0.23548	0.00379	0	0	0	44.80996	4.85567	5.94513	0.19747	0	0	0.06896	0.01804	0	0.23028
Healthy	4.91046	0	0	0	0	0	0	0	0	0	8.19128	4.80821	0	0.47754	1.8944	0	0.08317	0.16632	0	0
Healthy	0.55785	0	2.07969	0	0	0	0	0	0	0	36.03327	20.3628	0	0.00948	0	0	0.25138	0.29086	0	0.37989
Healthy	2.84544	0.28013	0.3495	0	0	0.0177	0.0348	0	0.04724	0	10.5247	0	0.92609	0.0085	1.32417	0.79251	0.02292	0.13099	0.03015	0.00161
Healthy	0.99109	0	0.06543	0	0	0	0	0.06425	0	0	65.21211	5.55232	0	0	0	0	0.07707	0	0	0.51879
Healthy	18.0044	0	2.75306	0	0	0	0	0	0	0	9.6017	0.61903	2.36428	0	0	0	0	0	0	0
Healthy	0.99461	0	0	0	0	0	0.09449	0	0.77823	0	6.7883	0.76683	2.17607	9.10869	0	0	0	0.00597	0	0.07436
Healthy	3.69406	0	0	0	0	0	0	0	0	0	14.74051	9.12767	0	0	1.01295	0.87473	0.21599	0.24983	0	0.15454
Healthy	0	0	0	0	0	0	0	0	0	0	53.1305	1.72151	0	1.2917	0	0	0	0	0	0
Healthy	3.4671	43.73436	0.05879	0.04782	0	0.00035	0.01227	0.00133	0	0	12.07566	3.13921	0	0	1.81883	1.19764	0.04376	0	0	0.01035
Healthy	0.80508	3.34368	0.03075	0.00593	0	0	0	0	0.04428	0	5.79755	0.59406	0	0	0	0.84596	0	0	0	0
Healthy	5.80441	0	9.70979	1.14507	0	0	0	0	0	0	11.56591	0.82774	0	0	0	0	0	0	0	0
Healthy	0.20528	0	0.38252	0	0	0	0	2.72446	0	0	11.93753	73.327	0	0.01517	0	0	0.07862	0	0.05188	0
Healthy	0	1.94537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08879	0	0
Healthy	1.29793	0.01946	0.24188	0	0	0.00896	0	0.0081	0	0	31.80704	0.8329	0	0	0	1.49106	0.00465	0	0	0.01735
Healthy	4.7901	0	0	0	0	0	0	0	0	0	39.29931	5.59045	4.75304	0.14921	5.78074	1.05984	0.01793	0.01181	0	0.06626
Healthy	0.54723	0	2.05871	0	0	0	0	0	0	0	35.2676	20.3709	0	0.00323	0	0.32727	0.1983	0.24649	0	0.2724
Healthy	5.86701	0	1.8246	0	0	0.00432	0.24961	0	0.0007	0	10.20888	2.88698	2.00147	10.4116	0	0.90782	0.02058	0	0.04539	0.00966
Healthy	4.03809	0.8968	0.05196	0	0	0	0.0451	0	0	0	6.5444	2.04506	0	0	0	1.56931	0	0	0	0.08897
Healthy	3.67292	0	0	0	0	0.2423	2.79337	0	0	0	42.51188	4.29796	4.56438	0	0	0	0.06751	0	0	1.25736
Healthy	20.2023	0	0	0	0	0	0	0	0	0	8.5037	0.01835	5.36896	0	0	0	0	0	0	0
Healthy	0.82033	0	0	0.0151	0	0.02096	0	0	0.00247	0	21.8481	4.8705	17.9403	0.07395	0	0	0.20364	0.10695	0.04916	0.33006
Healthy	4.07073	0.01395	0.13799	0.06541	0	0	0	0.01649	0.23583	0.01909	7.47605	2.41053	0	0.00618	0	0.90468	0.03284	0	0	0.1611
Healthy	4.74516	10.1177	0	0	0	0.04798	0.07919	0	0	0	16.08656	0.8187	0	0	0.92493	1.03448	0	0	0	0
Healthy	2.30726	0	0	0	0	0.2024	0	0	0	0.0775	12.16265	0.92025	7.32354	0	0	0	0.01249	0.01478	0.00365	0.00845
Healthy	4.1226	0	0	0	0	0.47645	0	0	0	0	20.8654	11.53751	0	0.16795	0	1.14026	0	0.00658	0	0
Healthy	0.78679	0	1.52476	0.50435	0	0	0	0	0.02016	0.0019	0.10546	0.01833	0	0.2652	0	0	0	0	0.01451	0
Healthy	3.56294	0	0	0	0	0.10177	0.16357	0	0	0	5.16778	11.87569	0	0.08614	0	0.45232	0	0	0	0.00813
Healthy	4.29424	0	0	0	0	0.00261	0.85456	0	0.42088	0	14.57118	0.13704	1.36354	0.21244	0	0	0	0	0	0.0026
Healthy	6.67313	0	0	0	0	0	0	0	0	0	13.69662	4.55148	0	0.3608	1.44768	0	0	0	0	0
Healthy	1.35249	0	0	0.06629	0	0	0	0.00594	0	0	30.08043	50.6479	0	0	0	0	0.00575	0	0	0
Healthy	4.25755	0	0	0	0	0	0.37776	0	0.41354	0	27.72447	0.26601	1.10913	0.57984	0	0	0	0	0	0.07346
Healthy	18.7844	0	0	1.39216	0	0	0	0	0.05872	0	9.67622	3.0744	0.41556	0	0	0	0	0	0	0.06878
Healthy	0.86535	0	0	0	0	0	0	0	0	0	0.21928	0	0	0	0	0	0	0	0	0
Healthy	3.76948	0	0	0.01739	0	0	0	0	0	0	35.0039	4.82228	0	1.54907	0	1.77133	0.13452	0	0	0.03051
Healthy	2.29128	0	0.5421	0	0	0	0	0	0	0	14.12667	6.05413	3.08492	0.00149	0	0.52481	0.17057	0.22295	0.09803	0.02185
Healthy	3.15344	0	0	0	0	0	0	0	0	0	22.10743	0.84596	7.19383	0	0	0	0	0	0	0
Healthy	16.2448	12.6002	0.03561	0	0	0	0	0	0	0	10.68925	2.02884	0	0.12057	5.21258	0	0	0.27217	0	0
Healthy	1.11324	0	0.03928	0	0	0	0	0.05505	0	0	64.37571	5.72648	0	0	0	0	0.02996	0	0	0.49193
Healthy	3.08579	0.02654	0	0.13136	0.24124	0	0	0.00172	0	0	51.36088	5.6922	0	0	0	0.51615	0.06938	0	0	0.38159
Healthy	6.65166	0	19.4089	0	0	0	0	0	0	0	7.80422	0.26189	0	0.09698	0	0	0	0	0	0
Healthy	4.27469	36.5936	0	0	0	0	0	0	0	0	2.76931	0.52056	0	0	0	0.80858	0.02013	0.00248	0	0
Healthy	0.79223	0	0	0	0	0	0	0	0	0	14.09656	0	15.2478	0	0.22682	0.73515	0.25411	0	0.00623	0
Healthy	1.86825	0	0	1.83246	0	0	0	0	0	0	30.03269	1.3756	6.2613	0	0	0.50874	0.05795	0.13515	0.53711	0.15717
Healthy	1.49187	0	0.56607	9.56951	1.43018	0.08164	0.05764	0.08163	0.10377	0.07558	76.5238	0	0.16172	0	0	0	0.20692	0	0	0
Healthy	0.13527	0	0.10767	0	0	0	0	0	0.03164	0	16.2045	4.41679	0	0	0	0	0.03615	0.00945	0.02976	0.00886
Healthy	3.20056	57.1796	0.1785	0.00036	0	0.01053	0.02853	0	0.07969	0	3.59835	1.76452	0	0	0	0.62359	0.05765	0.24769	0.00751	0.52386
Healthy	0	0	0	0	0	0	0	0	0	0	8.12743	0	0	19.7307	0	0	0	0	0	0
Healthy	1.68003	0	0	0	0	0	0	0	0	0	3.21777	1.76922	3.90595	1.9779	0.25355	0	0	0	0	0
Healthy	6.0773	2.20417	0.03	0	0	0	0	0	0	0	14.93133	4.22872	0	0.47751	0.23757	0	0.05517	0	0	0
Healthy	1.34565	31.98809	0	0	0	0	0	0	0	0	14.04638	3.93466	0	1.41751	3.24403	2.36667	0.06162	1.83732	0	0
Healthy	1.33862	0	0.69652	0.00096	0	0	0	0.08741	0	0	68.48473	0	2.25728	0	0	0	0.12209	0	0	0
Healthy	6.12355	0	0	0	0	0	0.47582	0	0	0	17.65831	1.12228	0	0	0	0	0.025	0.08274	0.02233	0.19732
Healthy	1.41377	67.4094	4.53415	0	0	0	0	0	0	0	16.15814	0	0	0	0	0	0.04805	0	0	0
Healthy	5.32085	40.223	0	0	0	0	0	0	0	0	5.41727	1.30433	0	3.26742	4.74194	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0	0	0
Healthy	3.44189	0	0	0	0	0.25366	2.7571	0	0	0	42.89727	4.15528	4.54214	0	0	0	0.07353	0	0	1.10957
Healthy	1.30408	3.86971	0.12373	0	0	0	0	0	0	0	10.19573	0.55277	0	0	1.01473	0	0.09611	1.39487	0	0
Healthy	4.52321	0	0	0	0	0	0	0	0	0	36.1411	0	0	0	0	0	0	0	0	0
Healthy	1.37528	0	0	0.03532	0	0	0	0.02512	0	0	29.83472	49.3583	0	0	0	0	0.01249	0	0	0
Healthy	4.17146	0	0.02922	0	0	0	0	0	0	0.00269	37.24265	3.3325	0	3.04933	0	0	0.15309	0	0.11061	0.10444
Healthy	2.93742	0	0	0	0	0	2.18129	0	0.55546	0	19.03136	0.40963	4.76352	0.01215	0	0	0	0	0	0.06503
Healthy	0	0	3.51716	1.11004	0	0	0	0	0.45677	0	1.6156	0.3032	0	0	0	0	0	0	0	0
Healthy	2.48185	0	0	0	0	0.20333	1.80386	0	0.39572	0	36.40341	0.27783	4.43254	0.75643	0	0	0	0	0	0.11171
Healthy	0.94774	0	0	0	0	0	0	0	0	0	7.44465	1.69413	0	0.04544	0	0	0.26528	0.0427	0	0
Healthy	23.7335	0	0	0	0	0	0	0	0	0	5.88201	1.54449	0	4.55193	0.25438	0	0	0	0	0
Healthy	2.22683	0	0.31031	0	0	0	0	0.10893	0	0	62.78915	7.60288	0	0	0	0	0.57372	0.02201	0.16027	0.11023
Healthy	5.6478	0	0	0	0	0	0.44198	0	0.33437	0	10.88502	0.13701	0.68458	0.02905	0	0	0	0	0	0.00285
Healthy	1.98214	0.00573	6.69974	0	0	0.07495	0.01693	0.002	0.02746	0.00603	19.66249	2.93367	0.79107	0.41689	0	21.0117	0.00274	0.17742	0.00181	0
Healthy	2.37747	0	0.20751	0.03681	0	0	0	0	0	0.01022	30.68836	6.47708	0	1.9878	0	0.90139	0.14417	0	0.12961	0.00381
Healthy	4.2942	0	0	0	0	0	0	0	0	0	16.55102	3.6145	0	0.76461	1.79976	2.22036	0.19159	0.00622	0	0
Healthy	2.27011	0	0.08323	0	0	0.00154	0.12177	0	0	0	50.99158	2.41733	8.01371	0.09485	0	0.63461	0.06319	0.37	0.29025	0.24361
Healthy	0.51137	0	0	0	0	0	0	0	0	0	1.32981	0	1.4303	0	0	0	0	0	0	0
Healthy	4.796	0	1.00311	0.0847	0	0.04534	0.83245	0	0.41982	0.00762	8.47536	1.81384	0	0.22373	0	0	0.00195	0	0	0.02597
Healthy	3.56297	0	0	0.54712	0	0	0	0.02062	0.00031	0.00074	21.64283	2.14793	7.59543	11.7912	0	0.14387	0.09778	0.00228	0.00583	0.03603
Healthy	3.95604	0	0.23199	0	0	0	0.22578	0	0	0	29.13267	2.37154	0	0	0	0	0.04656	0.26024	0	0.03172
Healthy	0.37319	0	5.44491	0	0	0	0	0	0	0	25.47371	0.36921	8.60092	0	1.38673	0	0	0.1608	0	0.04029
Healthy	0.10188	0	0	0	0	0	0	0	0	0	13.39224	4.01391	4.5423	0.10532	0.01848	2.85909	0.05173	0	0.40405	0
Healthy	4.28121	0	0	0	0	0.70646	1.8414	0	0.38722	0	11.26866	0.07228	0.86563	0.10764	0	0	0	0	0	0.03924
Healthy	0.08765	0	1.20195	0.36214	0	0.83577	0	0	0	0	57.33706	0	10.6053	0	0	0	0	0	0	0
Healthy	0.28521	0	0.04182	0	0	0.13291	0.80607	0	0.34577	0	23.00669	0.50198	3.92706	0	0	0	0	0	0	0
Healthy	2.22071	0	0.22271	0	0	0	0	0	0	0	36.76429	4.35391	2.85673	1.21906	0	0.79043	0.02796	0.02036	0	0.23241
Healthy	5.77975	0	0	0	0	0.03503	2.25848	0	0	0	21.02127	1.70285	0	0	5.88855	0	0.07839	0	0	0
