group	Faecalibacterium	Prevotella	Phytobacter	Ruminococcus_B	Faecalimonas	Veillonella	Haemophilus_D	Muricomes	Intestinibacter	Eggerthella	Bacteroides	Parabacteroides	Dialister	Ruminiclostridium_E	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Clostridium_A	Parasutterella
Healthy	1.60387	10.99475	0	0	0	0	0	0	0	0	0.17071	0.36754	0	9.64923	0	0	0.08516	0	0	0
Healthy	1.00684	0	0	0	0	0.03605	0.32129	0	0.15627	0	33.87624	3.33296	0	25.2514	0	0.68627	0.01018	0	0	0.06726
Healthy	2.60568	0	0	1.98063	0	0	0	0.02005	0	0.06995	65.147	3.04081	0	0	0.10798	0.30914	0.00719	0	0.00841	0
Healthy	0.11595	0	10.2792	0	0	0	0	0.0285	0	0.01827	8.94763	3.06774	2.79994	0.42609	0	0	0.06234	0	0.03254	0
Healthy	6.41316	44.56042	0	0.37717	0	0.02171	0.10061	0.00229	0.0079	0	8.53319	0.94487	0	0.09306	2.817	1.49151	0.0259	0	0.90885	0
Healthy	3.88939	18.44766	0	0	0	0.09462	0.1786	0	0	0	1.04714	1.87849	0	5.47173	0	0.66242	0.17013	0	0	0
Healthy	11.0099	0	0	0.01985	0	0.05051	0.31579	0.0041	0	0	16.80023	0.34509	0	0.00992	0	1.05607	0.09055	0	1.03316	0.32375
Healthy	7.47698	1.87086	0.1535	0	0.00266	0.00416	0	0	0	0	14.14707	4.37859	0	0.44067	0.6183	1.40001	0.11483	0.00495	0.01237	0.01279
Healthy	1.12882	0.05281	0.96743	0	0	0	0	0.02444	0	0	30.65956	6.10563	0.0579	0	0	0.80319	0.11991	0.32826	0	0.02144
Healthy	4.1493	18.73555	0.02125	0	0	0.14294	0.18784	0	0	0	1.12829	2.05585	0	5.15744	0.01079	0.69129	0.18618	0.01189	0.00188	0
Healthy	7.55673	0	1.90269	3.59382	0.04246	0	0	0	0.03477	0	3.87779	0	0.00273	3.96952	0	0	0.04259	0	0	0
Healthy	1.08931	0	0.11296	0.02537	0	0.05076	0	0	0	0	16.56689	3.29908	7.13816	0	0	1.23451	0.00674	0	0.10681	0
Healthy	3.20738	0.60963	0.81274	0.00798	0	0.00142	0	0	0	0	11.98503	0.67989	0	0	0	0	0	0	0	0
Healthy	6.71395	71.33699	0.00442	0	0	0.35686	0.27083	0	0.01532	0	2.46172	0.60116	0.00148	0	0	0	0	0.00026	0	0.04169
Healthy	11.1243	0	0.00675	0.0205	0	0.04856	0.10494	0.00895	0	0.00087	14.28314	0.12273	0.00053	0	0	0.85133	0.08221	0	0.09336	0.36764
Healthy	3.80957	0	0	0.0091	0	0	0	0	0.06537	0	13.52034	5.39465	0	0.37823	0.82798	0.62923	0.03703	0	0	0.00524
Healthy	1.26829	0	0	0	0	0	0	0	0	0	26.6512	6.28002	0.26578	3.35163	0	0.98988	0	0	0	0
Healthy	14.5267	0.72205	1.08125	6.59216	0	9.39774	1.78498	1.08558	0.36318	0.00958	0.00284	0	0	0	0	0	0.00901	0	0	0.35212
Healthy	4.45746	0	0.22055	0	0	0.03401	0.03763	0	0	0	22.56537	9.90205	0.31141	1.75786	1.42852	2.14014	0.11435	0.01267	0	0.00446
Healthy	3.71562	0.88559	8.16123	0	0	0	0	0	0	0	2.74834	1.16938	0	0.46754	0.01639	0.45197	0.02149	0	0.04534	0
Healthy	2.46149	0.00788	0	0	0	0	0	0	0.0115	0	12.62865	2.61872	12.7095	0	2.23462	0.78487	0.04348	0.07809	0.02781	0
Healthy	1.93097	31.91189	0	0	0	0	0.03779	0	0.09801	0	0.222	0.04542	0	0.88081	0	0	0	0	0	0
Healthy	0	0	10.9231	0.66045	0	0.69536	0	0	0	0	16.48587	0	7.72056	0	0.17577	1.38272	0	0	0	0
Healthy	4.21101	43.91144	4.05791	0	0	0	0.00324	0	0	0	0	0	0	0.0462	0	0	0	0	0	0
Healthy	2.37137	32.72713	0.06093	0	0	0	0	0	0	0	18.59406	4.55534	0	1.43331	0	1.22366	0.308	2.18922	0.16526	0.02525
Healthy	3.0645	1.53426	1.58967	0.01373	0	0	0.00321	0	0.03777	0	5.30413	1.26227	0	1.18104	0.2297	0.74994	0.19383	0	0.04013	0.0008
Healthy	5.20133	0	0	0	0	0.90955	2.06382	0	0	0	26.72204	2.10604	0	0	5.86381	0	0.03639	0	0	0
Healthy	2.09672	0	0.09361	0	0	0	0	0	0	0	37.61532	4.45331	2.69371	1.1724	0	0.79155	0.03023	0.03894	0	0.30472
Healthy	17.9938	13.31218	0	0	0	0.09326	0.40844	0	2.2151	0	0	0	0	0.02252	0	0	0	0	0	0
Healthy	14.3354	0.07068	0.43889	0.00071	0	0.00184	0	0.00621	0.17555	0.0075	36.00788	0.9919	0	0	0.62079	1.48001	0.14095	0	0	0
Healthy	4.84339	0	0	0	0	0	0	0	0	0	39.59858	5.76168	4.82061	0.09256	5.95225	1.07915	0.04566	0.02306	0	0.06619
Healthy	0.10728	0	0	0.60748	1.44205	0	0	0.00583	0	0.0063	0.39653	0.06842	0	3.03667	0.00135	0	0.01771	0	3.31076	0
Healthy	0	0	65.8825	0	0	0.1824	0	0	0	0.00805	1.56272	1.82855	0	0	0	0	0	0	0	0
Healthy	2.16858	0	0.21949	0.04587	0	0	0	0	0	0.0052	29.87329	6.4417	0	1.89994	0	0.98077	0.18304	0	0.07793	0.08297
Healthy	20.4524	8.54674	0	0	0	0	0	0	0	0	25.09833	0.48423	0	0	5.7491	0	0	0	0	0
Healthy	3.43614	12.0682	0	0	0	0	0.07027	0	0	0	13.33963	2.19882	0	4.16588	6.03155	3.78404	0.88202	0.00549	0	0.01369
Healthy	4.81766	29.073	0.09903	0	0	0.12044	0.00297	0	0	0	6.48956	0.82213	0	2.43988	1.48187	1.66585	0.12661	0	0	0.00992
Healthy	3.09011	0	0	0	0	0	0	0	0	0	16.61651	1.851	0	0.26255	0	0	0.14409	0.04911	0	0
Healthy	10.3911	9.77201	0	0	0	0.09329	0.0753	0	1.24703	0	0	0	0	0.33406	0	0	0	0	0	0
Healthy	3.28848	0	0	0	0	0	0.17223	0	0	0	11.38627	0.71937	0	0	0	0	0	0.27235	0.0443	0.02746
Healthy	2.0869	0	0.09194	0	0	0	0	0	0	0	15.74768	5.10027	0	0.77143	0.01353	0	0.03119	0.08166	0.6945	0.07824
Healthy	0.09232	0	9.87097	0	0	0	0	0.0429	0	0.01771	8.50186	2.8868	2.64022	0.4493	0	0	0.07076	0	0.03422	0.01138
Healthy	3.88483	76.5522	1.75244	0	0	0	0.00663	0	0.03032	0	2.09087	0.56652	0	0	0.98994	0.24201	0	0.07817	0	0
Healthy	11.9531	0	0	0.00557	0	0.0917	0	0	0	0	4.67485	0.9582	3.75918	0	1.4959	0	0.03463	0	0	0.00099
Healthy	1.97362	0	0.03993	0	0	0	0	0	0	0	32.12066	2.00474	0	0.08541	0	0	0.01698	0.16286	0	0.02676
Healthy	0.0239	0	1.58171	0	4.94884	0	0	0.30646	0.20943	0	13.02379	1.63779	0	0.43755	0	1.83522	0	0	0.88663	0
Healthy	5.12633	0	0	0	0	0	0	0	0	0.00715	34.43251	3.20179	0	3.11331	0	0	0.20383	0	0.12767	0.13863
Healthy	9.57351	0	0.05442	0	0.0555	0	0	0	0	0	44.26313	4.83863	0	1.50668	0	1.16557	0.10633	0	0.03342	0.001
Healthy	0.38024	0	0.06126	0	0	0	0	0	0	0	14.28216	0.40659	0	6.82203	0	0	0.04499	0	0	0
Healthy	16.3468	6.45476	0	0	0	0	0	0	0	0	0.99174	0.24013	12.1143	0	0	0	0	0	0.04805	0
Healthy	3.64692	0	0.08556	0.00328	0	0	0	0	0	0	36.79611	4.91009	0	1.57198	0	1.81827	0.14385	0	0	0.00914
Healthy	1.24285	0	0.03357	8.21904	4.98721	0.02405	0	0	0.37331	0	3.81537	2.39256	0	2.21834	0	0.60842	0.31775	0.04321	0.05085	0
Healthy	1.85459	44.49039	0	0	0	0	0	0	0	0	9.9922	3.35396	0	0.43984	0	0.85037	0.14007	1.49992	0	0
Healthy	0.92995	0	0	0	0	1.7791	3.11775	0	0	0	15.62023	0.35306	0	0.12048	0	0	0	0	0	0
Healthy	3.69876	0.01457	1.37508	0	0	0.01054	0	0	0.0434	0	11.73951	3.25351	0	1.72689	0	1.34371	0.34017	0.72908	0.51109	0.21045
Healthy	13.9071	0	0.1379	0.00286	0.47921	0.02851	0	0.23304	0.05455	0	9.9766	2.24109	0	0	0	1.57107	0.16955	0.23732	0.05784	0.56031
Healthy	6.17688	0	0	0	0	0.04973	0.8832	0	0	0	5.53059	1.25902	0	0.02519	2.29366	0	0	0	0	0
Healthy	2.24153	3.90542	0.08243	0	0	0	0	0	0	0	15.53738	1.26689	0	0.39799	3.44034	0.89091	0.01924	1.85221	0.38	0
Healthy	4.17801	0	0.25725	0.12714	0	1.05939	0	0	0	0	56.63697	2.7299	8.17773	0	0	0	0.58605	0	0.33726	0.02592
Healthy	14.965	0	0	0.15156	0	0.49242	0.02947	0	0.68418	0.07522	8.57172	0	0.02518	0	0	0	0.09565	0	0	0.03671
Healthy	0.60622	0	0	0.00781	0	0.01162	0.01154	0.00081	0.01811	0	13.6257	0.24602	1.88514	16.2847	0.86756	2.90812	0.2302	0	0.0007	0.01676
Healthy	4.37319	0	0	0	0	0	0	0	0	0	13.3395	0	3.71537	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.59212	0	0	4.15458	0	0	0	0	0	0
Healthy	11.7147	0	1.76496	0	0.00424	0.06147	0.19013	0	0.22044	0.00878	2.21458	1.11253	2.52775	0	0	0.43209	0.02318	0.01092	0.01058	0.06502
Healthy	3.73173	0	0	0	0	0	0	0	0	0	23.8829	6.35011	0	0	2.67954	0.88181	0.17545	0.05672	0	0.32427
Healthy	1.83792	0	0	0.00355	0	0	0	0	0	0	29.2214	1.40577	6.04788	0	0	0.59582	1.80978	0.14865	0.52929	0.1559
Healthy	8.32672	0.94241	0.43481	0.08994	0	0.11686	0.00877	0.03447	0.02687	0.03122	12.44552	4.68588	3.15079	1.60391	0.10314	2.48788	0.11112	0.14842	0.10364	0.00522
Healthy	0.63072	0	0	0	0	0	0	0	0	0	5.0585	0	0	0	0	0	0	0	0	0
Healthy	0	0.00782	0.39224	0.00911	0.12763	0.03376	0.00061	0.30212	0.00252	0	66.59449	5.49964	0	0	0	0	0.33015	0	0	0.35406
Healthy	1.34419	3.75622	0.02436	0	0	0	0	0	0	0	10.22528	0.64359	0	0	1.00502	0	0.11217	1.50982	0	0
D001172	22.0083	0.03526	0.0221	0.14784	0.01351	0.0354	0.05363	0.02451	0.05181	0	4.97497	0.02125	0	0	0	0	0.14604	0	0	0
Healthy	4.7763	0	0.09323	0	0	0.01978	0.03129	0	0	0	22.26795	9.78263	0.35433	1.74525	1.50104	2.31445	0.15407	0.0159	0	0.01043
Healthy	4.89613	0	0	0	0	0.00961	1.34731	0	0.31638	0	17.666	0.10529	2.30415	0.53554	0	0	0	0	0	0.01562
Healthy	2.05002	39.4271	0	0	0	0	0	0	0	0	6.3979	1.85518	0	0	0.78693	0.99871	0.04962	0.08517	0	0
Healthy	10.053	0	0	0	0	0	0	0	0.2142	0	13.77673	0.79822	2.63703	0.34365	0	0.44496	0.01822	0	0	0.00297
Healthy	28.3134	0	0.41519	0.08406	0	2.30825	1.83388	0	0	0	26.01877	0	2.41852	0	3.35547	0	0	0	0	0.01458
Healthy	1.35902	0	0.00574	0.02988	0	0	0.00082	0	0.12914	0.00467	2.98184	0.36915	0.30743	0.6783	0	0.45738	0.00923	0.05843	0.00532	0
Healthy	2.26004	33.03401	0.09307	0	0	0	0	0	0	0	17.98355	5.20323	0	1.38998	0	1.28191	0.2877	2.14171	0.13059	0.0279
Healthy	1.79194	0	0.05991	0.00782	0	0.20313	0.01278	0	0	0	46.04862	5.16892	5.97402	0.21448	0	1.01661	0.16015	0.04915	0	0.30531
Healthy	2.22624	10.05404	0	0	0	0	0	0	0	0	6.97439	1.32173	0	0.00614	0	0	1.03394	0	0.02823	0
Healthy	14.1124	0.03206	1.60547	0.12864	0.41633	0.03581	0.08277	0.00499	0.13173	0	3.7039	5.56132	0	0	0	0	0.25817	0	0	0.0386
Healthy	0	0.23732	0	0	0	0	0	0	0.60065	0	33.89057	2.10358	0	0	0	0	0	0	0	0
Healthy	3.59007	0	0	0	0	0.26098	2.81636	0	0	0	42.44816	4.25062	4.78544	0	0	0	0.10285	0	0	1.12334
Healthy	3.35929	7.20773	5.68717	0	0	0	0	0	0	0	8.8903	1.7565	0	0	0	0	0.72466	0	0.04613	0.01139
Healthy	3.61684	0	0	0	0	0.52921	0	0	0	0	22.20423	12.64659	0	0.18419	0	0.23801	0	0	0	0
Healthy	1.73577	0	0.09818	0.57656	0	0	0	0	0	0	26.08724	0.94166	5.89787	0	0	0	0.00443	0.18208	0.19041	0.14634
Healthy	1.69782	0	0.03279	0	0	0	0	0	0	0	32.5726	7.76658	0	0.06376	0.33167	2.33924	0	0.03873	0	0
Healthy	10.5205	0.11106	0.72001	0	0	0.07498	0.64406	0.01241	0.00386	0.03804	3.39588	0	0	0.58733	0	0.92151	0.02623	0.03155	0.04832	0.05072
Healthy	4.83697	0.11496	0.01743	0.01201	0	0	0.01908	0	0.01405	0	14.37951	0.17403	0	0.00025	0	0.09366	0.01886	0.00132	0	0
Healthy	2.14193	20.0487	0	0	0	0	0.04466	0	0	0	15.13072	1.72483	0	1.85232	6.61307	2.21173	0.88878	0.02948	0	0.00564
Healthy	4.78212	0	0	0	0	0.0314	0.29812	0	0.59335	0	18.63309	0.08882	1.64527	0.44977	0	0	0	0	0	0.01362
Healthy	3.4683	0	0	0	0	0.3072	2.94243	0	0	0	42.37391	4.32597	4.95623	0	0	0	0.07559	0	0	1.18589
Healthy	0.01213	0	0.78968	7.70447	0	0.01301	0	0	0.05911	0.00404	17.79614	0.07957	0	0.00179	0	3.66647	0.43646	0	0	0
Healthy	1.9246	1.24701	0.31318	0.08618	0.00369	0.01717	0.32734	0	0.13842	0.0217	2.91893	0.6127	0.25333	0	0	0	0.2989	0	1.82862	0
Healthy	3.09314	0	13.1923	1.27415	0.01286	0	0.04549	0	0	0	38.91529	0.10169	0	0	2.26482	0	0.19913	0	0.19836	0
Healthy	0.78309	0.32345	2.01818	0.02827	0	0	0	0.08069	0	0	7.04397	10.99095	0	0.10053	0	0.53769	0	3.91814	0.37831	0
Healthy	0.55445	0	0	0	0	0	0	0	0	0	12.7511	1.47868	0.33099	0	0.03273	0	0	0	0	0
Healthy	3.19101	0	0.03315	0.00886	0	0	0.02898	0	0.00398	0	12.16034	0.10883	1.41234	1.70304	0	0.9418	0.01668	0	0.01185	0.07643
Healthy	11.9636	0	0.7279	0.00442	0.03348	0	0	0.32188	0.01169	0	8.75663	4.28064	0	9.51329	0	1.58258	0.11975	0	0	0.51855
Healthy	6.06382	5.26314	0	0	0	0.01712	0.11675	0	0.35873	0	14.03279	3.98336	0	0.18067	0.87269	2.85974	0.02916	0.44426	0.05833	0.00746
Healthy	3.40794	0	0.0386	0	0	0	0	0.00236	0	0	38.3199	2.41078	0	5.88701	0	0	0.47672	0	0	0.07291
Healthy	0.09042	0	1.08916	0.30101	0	0.84661	0	0	0	0	58.06681	0	10.7694	0	0	0	0	0	0	0
Healthy	2.2066	0	0	0.08915	0	0	0	0	0.00623	0.00203	3.97474	2.02655	0	3.67731	0.14106	0.57258	0.28965	0.44164	0.06817	0.00838
Healthy	15.3821	43.2318	0	0	0	0	0	0	0	0	7.95781	1.46249	8.23983	0.72683	0	0	0.10306	0	0.36664	0
Healthy	2.79504	0.19939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.40603	0.01637	0	0.04808	0	0	0	0	0.03868	0	11.3792	9.78726	0	0.04205	0	0	0.14544	0	0	0.11329
Healthy	3.41262	7.11611	5.44098	0	0	0	0	0	0	0	8.81243	1.62857	0	0.00661	0	0	0.72846	0	0.04373	0.00432
Healthy	5.90258	0	0	0	0	0.05825	2.12582	0	0	0	20.72749	1.75438	0	0	5.79339	0	0.05557	0	0.00481	0
Healthy	4.04919	0	0.04711	0	0	0	0	0	0	0	12.72324	5.22255	0	1.01928	0.01135	0	0	0.04396	1.11055	0.02597
Healthy	22.9263	10.31152	0	0	0	0.36192	0.07209	0	2.4799	0	0.01054	0	0	0.15291	0	0	0	0	0	0
Healthy	5.27516	0	0	0	0	0.0188	0.16125	0	0.0309	0	21.89949	7.17044	0	0	0	0	0	0.07802	0	0.06939
Healthy	4.29912	0	0.16289	0	0	0	0	0	0	0	12.06963	5.38965	0	1.04013	0.00713	0	0.0548	0.03372	1.11011	0.02878
Healthy	4.70375	0	0.03111	0.01662	0.01873	0	0	0.01078	0.00278	0	6.97041	3.11823	0	3.57033	0	1.91324	0.07177	0	0.01039	0.78648
Healthy	4.76349	0	0	0	0	0	0	0	0	0	40.72829	5.39504	4.52767	0.13659	5.73042	1.00618	0.02105	0.02272	0	0.04875
Healthy	0.91597	0	0	0	0	0	0	0	0	0	12.34707	0	15.6198	0	0.26269	0.68684	0.32856	0	0.02944	0
Healthy	25.8233	0	0.14639	0.01789	0	0	0	0	0.13799	0	4.83496	1.13974	0	0	0	0	0	0	0	0
Healthy	0.41346	0	1.06555	0.00288	0	0	0	0	0	0	49.69883	1.84522	9.01964	2.52975	0	0	0.19114	0	0.03847	0.01398
Healthy	4.35743	0	0	0	0	0	0	0	0	0	26.547	3.37044	0.42754	0	0	0	0	0	0	0
Healthy	3.33876	1.38738	0.35158	0	0	0.00581	0.10127	0	0.09915	0	22.81876	0.95918	0	0.12686	0.66654	2.10059	0.04274	0	0	0
Healthy	9.02234	11.312	0.28402	0	0	0	0	0	0	0	13.54024	2.84472	0	7.05991	7.42489	0	0	0	0	0
Healthy	1.83291	44.27986	0	0	0	0	0	0	0	0	9.52066	3.61866	0	0.39702	0	0.96735	0.12823	1.33343	0	0
Healthy	1.75766	11.7915	0	0	0	0	0	0	0	0	5.45409	0.12669	0	0	0	0	0	0	0	0
Healthy	7.37991	0	0	0	0	0	0	0.01675	0	0	17.10863	5.09347	0.11694	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.95611	0	1.48551	0	0	0	0	0	0	0
Healthy	0.0085	0	2.32188	1.45828	0.00182	0	0.2854	0	1.06231	0	1.4317	0.33569	0	0.00148	0	0	0	0	0	0.01148
Healthy	3.42272	0	0	0	0	0.237	0	0	0.22862	0	6.23286	2.84164	0	0	0	0.98795	0.10767	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.1435	0	0	0	0	0	0	0	0.03446	0	12.87211	2.6952	10.3765	0	0.9357	0.78505	0.00757	0.01187	0.00312	0
Healthy	1.65135	0	0	0	0	0	0	0.01084	0	0	51.11197	14.44781	0	0.26284	0	0.51441	0.02935	0.0098	0	0.08668
Healthy	5.39934	0	0.13805	0.10505	0	0	0	0	0	0	23.36109	3.40565	0	0	0.07279	1.14613	0.13534	0	0.1183	0.0046
Healthy	7.8147	0	20.6834	0	0	0	0	0	0	0	7.67243	0.32061	0	0	0.03469	0	0	0	0	0
Healthy	0.99081	0.64249	0	0.09986	0	0.03457	0	0	0.22496	0	2.59148	0.25774	0	0.85853	0	0	0.00453	0.09711	0.29582	0.01024
Healthy	1.34327	0	0	0.05644	0	0	0	0.02346	0	0	39.44558	1.7658	0	0	0.17644	0	0.0534	0.00976	0	0
Healthy	3.49777	0	0	0	0	0	0	0	0	0	24.6384	6.04559	0	0	2.72005	0.83085	0.16747	0.07443	0	0.39274
Healthy	5.5467	0	0	0	0	0	0	0	0	0	18.55104	7.35066	0	0	3.63923	1.60826	0.05698	0	0	0
Healthy	5.21392	0	0	0	0	0.9444	2.05871	0	0	0	26.80505	1.91244	0	0	5.7539	0	0.03386	0	0.02269	0
Healthy	4.29655	0.50481	0	0.00753	0	0.00247	0.01432	0	0	0	6.64059	2.0378	0.09191	10.1074	1.97267	1.59556	0.00706	0	0.01555	0
Healthy	0.01441	0	20.1597	0	0	0	0.00076	0	0	0	79.52614	0	0	0	0	0	0	0	0	0
Healthy	1.12055	0.02981	0.83831	0	0	0	0	0.03099	0	0	30.38624	6.00454	0.03901	0	0	0.79075	0.12748	0.33119	0	0.02796
Healthy	0.83261	0	0.11862	0	0	0	0	0.02447	0	0	9.36271	3.90842	0.57009	0	0	0	0.18744	0.37295	0.56542	0
Healthy	3.43351	45.48352	0	0	0	0	0	0	0	0	4.71443	0.93274	0	0	0.10565	1.1373	1.28132	0.03666	0	0
Healthy	3.58916	40.8438	0.15504	0	0	0.0372	0.01219	0.00055	0.05677	0	4.24391	0	4.05055	0.02559	0.59338	0.38911	0.00324	0.83019	0.00754	0.00215
Healthy	4.80433	0	0	0	0	0	0	0	0	0	40.73569	5.61577	4.66449	0.20011	6.28341	1.0599	0.03301	0.01202	0	0.0694
Healthy	2.38155	0	0.38987	0	0	0	0	0	0	0	14.20088	5.93867	3.08138	0.0106	0	0.5541	0.20912	0.20934	0.14437	0.00697
Healthy	2.73645	0	0.45876	0	0	0	0	0.09756	0	0	70.43332	8.96369	0	0	0	0	0.53069	0.03034	0.13565	0.08782
Healthy	20.6986	6.1196	0	0	0	0	0	0	0	0	0.55423	0	4.89842	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02006	0	1.00259	0.00161	0.86659	1.55929	0.09644	1.12207	0.16076	0.00992	19.4916	0.00482	1.19943	0.04727	0	0	0.01476	0	0	0
Healthy	12.7081	0	0.02906	0	0	0.0721	0	0	0.00114	0	11.37528	1.38245	0	0.34394	0	1.61991	0.09485	0.00448	0	0
Healthy	3.12753	0	0	0	0	0	0	0.01114	0	0	37.1057	2.24881	0	5.68997	0	0	0.44909	0	0	0.0779
Healthy	0.79783	0	0	0	0	0	0	0	0	0	4.65571	1.91517	1.00888	0	0	0	0	0	0	0
Healthy	0.23092	0	0	0	0	0	0	0	0	0	21.74457	2.45993	0	1.8639	0	1.08832	0	0	0	0.01398
Healthy	17.4987	0	0.64108	0.0024	0	0	0	0	0	0	27.65998	4.06383	0	0.75658	0	0.84552	0.07871	0.00156	0	0.00676
Healthy	0.80797	0	1.3679	0.34307	0	0	0	0	0.0211	0.00223	0.09077	0.01474	0	0.30178	0	0	0	0	0.03122	0
Healthy	3.59525	0	0	0	0	0	0	0	0	0	14.44158	9.22585	0	0	1.00762	0.9065	0.1273	0.26826	0	0.16304
Healthy	18.7677	9.0963	0	0	0	0	0	0	0	0	0.20289	0	0	0	0	0	0	0	0	0
Healthy	0.43431	0	0.08118	0	0	0	0.05196	0	0	0	3.99679	1.25643	2.25998	3.69718	0.03469	0.40482	0	0	0	0.02763
Healthy	1.82926	45.29351	0.06397	0	0	0	0	0	0	0	9.4506	3.54329	0	0.41508	0	0.94116	0.11879	1.40973	0	0
Healthy	0.00162	0	28.7052	5.49413	0	0.14194	0	0.10883	0	0.00107	39.84699	0.58995	0	0	0	0	0	0	0	0
Healthy	2.33699	0	0.05925	0	0	0	0	0	0	0	15.55155	5.26778	0	0.83251	0.03977	0	0.0305	0.08046	0.6986	0.03435
Healthy	1.60608	0	0.06349	0.53324	0	0	0	0	0	0	25.84766	1.08326	5.97819	0	0	0.59111	0.02791	0.23222	0.15842	0.1421
Healthy	0.40739	0	0	0	0	0.09113	0.03009	0	0.13564	0	32.36921	10.2058	7.40078	0	0.05722	0.56335	0.00341	0	0	0
Healthy	17.7612	0	0	0	0	0	0	0	0	0	16.11709	1.902	0	0	0	0	0	0	0	0.34289
Healthy	8.30901	0	0.01798	0	0	0	0	0	0	0	10.75087	15.63397	0	0.0768	0.0016	0.09085	0	0.03647	0.0405	0.0115
Healthy	25.6175	0.01874	16.8964	1.13155	0	0.21796	2.65489	0	0.04182	0	1.30308	0	2.54266	0	0.18685	0	0	0	0	0
Healthy	7.63611	0	0	0	0	0.01172	0.0414	0.05337	0	0	6.37744	5.05426	0.41575	0	0	0.85661	0	0.03355	0	0.02515
Healthy	1.72872	0	0.068	0	0	0	0.00454	0	0	0	30.56735	7.99558	0	0.07484	0.34009	2.30115	0	0.03323	0	0
Healthy	11.7769	0	0	0.02533	0	0	0	0	0	0.00809	9.64516	5.31389	0	0.12052	0.23882	0.52079	0.0793	0.04133	0.0253	0.00146
Healthy	2.35612	0	0.32147	0	0	0	0	0	0	0	36.98688	4.16631	2.88085	1.16674	0	0.71369	0.01499	0.02703	0	0.22596
Healthy	0	0	7.12808	0.11086	0.08893	3.86181	1.23057	0	0	0	0.74934	0.25632	0	0	0	0	0	0	0	0.06749
Healthy	3.7866	0	0.1197	0.0643	0.44688	0.05344	0	0	0.2005	0	9.88627	7.16659	0	3.03905	0	0.62153	0.05457	0.01888	0.01674	0
Healthy	16.5615	39.53481	3.34255	0	0	0	0.05385	0	0.05413	0	0.63081	0	0	0.94013	0	0	0.00551	0	0	0
Healthy	26.4823	0	0	0	0	0	0	0	0	0	2.24208	0.14561	0	0	3.75963	0	0	0	0.05962	0
Healthy	2.79839	0	0	0	0	0.42182	0	0	0	0	21.3716	12.61392	0	0.14257	0	0.2094	0	0	0	0
Healthy	4.0359	0	0.14355	0.00605	0	0.00317	0	0	0	0	35.14876	5.13489	0	1.54092	0	1.85105	0.12766	0	0	0.03423
Healthy	7.02764	2.11984	0	0	0	0	0	0	1.77812	0	0	0	0	9.20068	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.64714	0	0	0	0	1.29591	2.00589	0	0.01458	0	19.62782	0.69401	0	0.67873	0	0	0	0	0	0
Healthy	4.06394	0	0.26276	0	0	0.15605	0.23714	0	0	0	7.55525	5.04346	2.59163	0	0	1.3284	0	0.2633	0	0.00596
Healthy	3.36887	0	0.08539	0	0	0	0	0	0	0	54.31477	2.21221	4.31984	0	0	1.00955	0.10024	0.2314	0	0.20211
Healthy	0.78112	0.00648	0.89547	2.91219	0	0	0	0.12559	0.09574	0	26.25163	1.91537	0	0.07022	0	1.68487	0.12098	0	0.00568	0
Healthy	3.82684	0	0	0	0	0	0	0	0	0	5.59944	5.39435	0	0.56949	1.41351	0.26393	0.08597	0.1453	0.02835	0
Healthy	0.54416	0.30701	0	0	0	0	0	0	0	0	30.23446	1.73808	0	0	0	0	0	0	0	0
Healthy	13.9693	3.52148	0	0	0	0	0	0	0.32805	0	0	0	0	4.76087	0	0	0	0	0	0
Healthy	6.04891	0	0	0	0	0	0.07096	0.08336	0	0	30.82392	5.48608	0	2.50909	5.94909	0.95521	0.20262	0	0	0
Healthy	0.88195	0	0.12185	0	0	0	0	0.06681	0	0	64.39213	5.51882	0	0	0	0	0.06338	0	0	0.53767
Healthy	2.70049	0.89186	0	0	0	0	0	0	0	0	7.99884	5.19215	0	0.77692	0.05841	0	0	0.39214	0	0
Healthy	3.368	0	0	0	0	0.0912	0.05039	0	0	0	5.54278	11.60142	0	0.07181	0	0.39195	0	0	0	0
Healthy	4.19247	0	0	0	0	0	0	0	0	0	14.39802	8.28396	0	0	0.60642	0	0	0.02321	0	0
Healthy	0.33773	0	0	0.09202	0	0	0	0	0	0	30.23741	0.22881	0	0	0.59765	0	0.08153	0.35403	0.12014	0
Healthy	6.64619	0	0	0.11764	0	0	0	0.07644	0	0	18.72178	4.63473	0	1.94814	0	0.86242	0.09055	0.58594	0	0
Healthy	1.65814	0.26595	0.05816	0	0.00493	0.79374	1.42766	0	3.00563	0	0.82169	0.31779	0	2.20133	0	0	0.00402	0	0.46459	0.12305
Healthy	0.3964	0	0	0	0	0	0	0	0	0	3.80981	1.14142	0	6.42147	0.03331	0.29838	0	0	0	0
