group	Agathobacter	Prevotella	Butyrivibrio_A	Barnesiella	Methanobrevibacter_A	Mediterraneibacter	Anaerobutyricum	Anaerostipes	Paraprevotella	Coprobacter	Prevotella	Barnesiella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Coprobacter
Healthy	1.38735	64.6746	0	0	0	0.92559	0	0	0.42302	0	64.6746	0	0.92559	0.10527	0	0.11172	0.42302	0	0	0
D050177	15.3218	0	0.082	7.25903	0.16537	0.62765	0.26731	0.27725	0	0.24612	0	7.25903	0.62765	0	0.26731	0.17184	0	0.18613	0.27725	0.24612
Healthy	0	19.2902	0	1.35529	0	0.06038	0.97938	1.04312	0	0	19.2902	1.35529	0.06038	0.17693	0.97938	0.66603	0	0.70136	1.04312	0
Healthy	0	0	0	0	0	1.4595	0	0	0	0	0	0	1.4595	8.3973	0	0.0708	0	0.36225	0	0
Healthy	5.65203	0	0	1.7098	0.18105	0.78863	1.09596	0.13731	1.02811	0	0	1.7098	0.78863	0.20308	1.09596	0.65927	1.02811	0.4027	0.13731	0
D050177	3.00336	0	5.22873	3.11892	0	0.68292	0.13799	0.07507	0	0	0	3.11892	0.68292	0.29855	0.13799	0.17191	0	0.06079	0.07507	0
Healthy	2.82233	0	4.74036	3.28842	0	0.75001	0.12368	0.0472	0	0	0	3.28842	0.75001	0.26895	0.12368	0.17479	0	0.07206	0.0472	0
Healthy	0	33.229	0	1.30868	0.02876	0.17982	0	0	0.89632	0	33.229	1.30868	0.17982	0.65803	0	0	0.89632	0	0	0
Healthy	0	0	0	2.0715	0	0.08724	0.00512	0	0	0.35714	0	2.0715	0.08724	0.39428	0.00512	0.04838	0	0	0	0.35714
Healthy	6.06344	1.63861	0	0	0	0.02415	0.01327	0	0.0323	0	1.63861	0	0.02415	0.02566	0.01327	0.01696	0.0323	0.02212	0	0
Healthy	3.42408	0	0	0	0.1953	0.24453	0.19987	0.03714	0	0	0	0	0.24453	0.87453	0.19987	0.36115	0	0.1375	0.03714	0
Healthy	9.72321	0.02165	0	0.84195	0	0.85903	0.77112	0.05601	0.25658	0	0.02165	0.84195	0.85903	0.11748	0.77112	0.67249	0.25658	0.17711	0.05601	0
Healthy	0.0357	0	0	3.16073	0	1.62957	0	0	0	0	0	3.16073	1.62957	1.0797	0	0	0	0	0	0
Healthy	0	0	0	3.2257	0	0.04984	0	0	0	0	0	3.2257	0.04984	1.84129	0	0	0	0	0	0
Healthy	0.85164	0	0	1.6003	0	0	0	0	0	0	0	1.6003	0	0	0	0	0	0	0	0
Healthy	2.2557	19.16408	0	0	1.04804	4.60224	5.61766	2.15167	0	0	19.16408	0	4.60224	1.47994	5.61766	5.02823	0	10.386	2.15167	0
Healthy	2.90933	0	3.11587	2.52544	0	0.10122	0	0	0	0.04974	0	2.52544	0.10122	0	0	0.13979	0	0.03446	0	0.04974
Healthy	2.70851	0	3.17583	2.66486	0	0.13147	0	0	0	0.0581	0	2.66486	0.13147	0	0	0.122	0	0.0268	0	0.0581
Healthy	0	0	0	5.26648	0	1.72564	0	0	0	0	0	5.26648	1.72564	0	0	0.00957	0	0	0	0
Healthy	1.44666	0	0	0	0	0.11963	0	0.00482	0	0	0	0	0.11963	0.0024	0	0	0	0.00369	0.00482	0
Healthy	3.16903	0	0	0	0	0.03619	0.04986	0	0	0	0	0	0.03619	0.00678	0.04986	0.01045	0	0	0	0
Healthy	6.15838	0	0	0	0	0.84175	0	0	0	0	0	0	0.84175	4.8671	0	0.01188	0	0	0	0
Healthy	0	2.47081	0	1.09078	0	1.72718	1.04451	0.37836	0	0	2.47081	1.09078	1.72718	0.55029	1.04451	2.54985	0	0.45244	0.37836	0
Healthy	0	46.9053	0	0.11792	0	0	0	0	0	0	46.9053	0.11792	0	0	0	0	0	0	0	0
Healthy	2.92204	0	3.36515	2.64309	0	0.1321	0.01118	0	0	0.04371	0	2.64309	0.1321	0	0.01118	0.14263	0	0.02753	0	0.04371
Healthy	0	0	0	2.63282	0	1.24277	0	0	0	0	0	2.63282	1.24277	2.45195	0	0	0	0	0	0
Healthy	0.76591	0	11.4527	4.17797	0	0.53251	0.07356	0.03802	0	0.02128	0	4.17797	0.53251	0.01355	0.07356	0.1511	0	0.1095	0.03802	0.02128
Healthy	0	0	0	6.67597	0	0.03158	0	0	0	0.04795	0	6.67597	0.03158	0.38134	0	0	0	0	0	0.04795
Healthy	0.72453	0.76927	0	0	0.54418	0.03383	0.21308	0.20112	0.25759	0.09757	0.76927	0	0.03383	0.37201	0.21308	0.06579	0.25759	0	0.20112	0.09757
Healthy	0	0	0	2.06633	0	0.08791	0.07158	0.00874	0	0.1186	0	2.06633	0.08791	0.11354	0.07158	0.11263	0	0.02416	0.00874	0.1186
Healthy	21.8014	0.07335	0	0	0	0.03226	2.63659	0	0	0.14676	0.07335	0	0.03226	3.39605	2.63659	0.51415	0	0.37264	0	0.14676
Healthy	5.98494	30.2506	0	0.08498	0.24888	0.10676	0.381	0.35642	0.62839	0.07789	30.2506	0.08498	0.10676	1.04591	0.381	0.23064	0.62839	0.13215	0.35642	0.07789
Healthy	68.2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.10214	0	0	5.73988	0.94585	0.09248	0.08009	0	0	0.01692	0	5.73988	0.09248	0.72264	0.08009	0.04383	0	0	0	0.01692
Healthy	4.16494	0	0	2.38989	0	0.01235	0.94915	0.09245	0.94713	0	0	2.38989	0.01235	0.37319	0.94915	0.35329	0.94713	0.07823	0.09245	0
Healthy	1.74982	0	0	0	0	0.0473	0	0	0	0	0	0	0.0473	0.02153	0	0	0	0	0	0
Healthy	4.24965	4.16846	0	0.88332	0	0.19432	0.79835	0.05321	2.47874	0.25881	4.16846	0.88332	0.19432	0.43994	0.79835	0.60587	2.47874	0.19323	0.05321	0.25881
Healthy	2.72953	0	0	4.27036	0	1.23055	0.32514	0.37913	0	0	0	4.27036	1.23055	0.94566	0.32514	0.56647	0	0.43504	0.37913	0
Healthy	20.941	0	4.8181	8.19785	0	0.61975	0.28758	0.03441	0.69545	0	0	8.19785	0.61975	1.1891	0.28758	0.33394	0.69545	0.38271	0.03441	0
Healthy	1.48606	0	0	0	0	0.13863	0	0	0	0	0	0	0.13863	0.02274	0	0.03113	0	0	0	0
Healthy	17.5341	0	0	5.33909	0	0.92876	0.43875	0.36031	0	0	0	5.33909	0.92876	1.73631	0.43875	0.42918	0	0.12438	0.36031	0
Healthy	5.14422	10.99475	33.4815	0	0.64383	0.50541	0.26351	0	0	0	10.99475	0	0.50541	0.68081	0.26351	0.22827	0	0.37601	0	0
Healthy	1.56298	0	0	0.12952	0	0.09302	0.06148	0	0	0.01339	0	0.12952	0.09302	0.50755	0.06148	0.22072	0	0.0643	0	0.01339
Healthy	0	0	0	3.6097	0	0.0311	0.01414	0.09112	0	0.03414	0	3.6097	0.0311	2.92509	0.01414	0.11879	0	0.06203	0.09112	0.03414
Healthy	0	0	0	0	0	0.69556	0	0	0	0	0	0	0.69556	0.0707	0	0.13977	0	0	0	0
Healthy	0.98414	44.56042	0	3.94776	0	0.22041	0.24857	0.23957	0.25804	0	44.56042	3.94776	0.22041	0.09132	0.24857	0.13089	0.25804	0.08211	0.23957	0
Healthy	3.33552	18.44766	25.1862	0.0929	0	0.69611	0.44294	0.11667	0.38456	0	18.44766	0.0929	0.69611	0.11107	0.44294	0.20241	0.38456	0.13843	0.11667	0
Healthy	1.45028	0	0	2.26174	0	0.51034	0.85649	0.68653	0	0	0	2.26174	0.51034	1.48272	0.85649	1.48685	0	0.8769	0.68653	0
Healthy	5.16351	1.87086	0	2.17235	0.68638	1.00275	1.29556	0.23006	0	0.10676	1.87086	2.17235	1.00275	1.43878	1.29556	0.65772	0	0.62553	0.23006	0.10676
Healthy	0.83098	71.33699	0	0.38183	0	0.11815	0.04764	0.22292	0.45663	0.21309	71.33699	0.38183	0.11815	0.08296	0.04764	0.11548	0.45663	0.1351	0.22292	0.21309
Healthy	16.4459	0	0	1.21827	0	0.70531	0.27709	0.27952	0	0	0	1.21827	0.70531	1.56976	0.27709	0.28038	0	0.71844	0.27952	0
Healthy	5.08495	0	0	1.75732	0	0.5351	0.04022	0.03031	0	0.0266	0	1.75732	0.5351	0.01838	0.04022	0.08895	0	0.10959	0.03031	0.0266
Healthy	4.78723	0.00788	0	0	0	0.57701	0.34848	0.15292	0	0.18224	0.00788	0	0.57701	0.12508	0.34848	0.17709	0	0.00321	0.15292	0.18224
Healthy	3.52309	31.91189	13.8104	0	0.65232	0	0.0625	0	0.4529	0	31.91189	0	0	1.90811	0.0625	0.17628	0.4529	0	0	0
Healthy	26.49	43.91144	0	0	0	0.56024	0.02183	0.01897	0	0	43.91144	0	0.56024	0.00306	0.02183	0.1324	0	0.04132	0.01897	0
Healthy	0	32.72713	0	1.32876	0.01411	0.13552	0	0	1.08653	0	32.72713	1.32876	0.13552	0.6449	0	0	1.08653	0	0	0
Healthy	6.58229	1.53426	10.0974	3.41972	0.52733	0.6039	0.01955	0.02219	0.2343	0.05045	1.53426	3.41972	0.6039	0.8111	0.01955	0.15549	0.2343	0.13184	0.02219	0.05045
Healthy	3.16088	13.31218	0.03778	0	3.28183	3.0499	3.84222	0.16591	0	0	13.31218	0	3.0499	2.29031	3.84222	1.61213	0	2.14502	0.16591	0
Healthy	0.74379	0	0	3.55246	0	0.65666	0	0	0	0	0	3.55246	0.65666	0	0	0.05367	0	0	0	0
Healthy	3.27579	0	0	0	0.20356	0.00388	0.23065	0.01982	0	0	0	0	0.00388	0.9056	0.23065	0.38599	0	0.17167	0.01982	0
Healthy	9.79621	29.073	0	1.58612	0.07783	0.57207	0.40395	0.04027	0	0.04037	29.073	1.58612	0.57207	0.51812	0.40395	0.17192	0	0.15199	0.04027	0.04037
Healthy	5.30295	9.77201	1.19664	0	0.0354	4.13206	8.15005	4.46794	0	0	9.77201	0	4.13206	0.40363	8.15005	10.946	0	7.42205	4.46794	0
Healthy	0	0	0	6.7209	0	0.39337	0	0	0	0.06669	0	6.7209	0.39337	0.39675	0	0	0	0	0	0.06669
Healthy	2.08818	76.5522	0.00206	1.02244	0	0.01404	0.08203	0.03629	0	0	76.5522	1.02244	0.01404	0.11697	0.08203	0.04795	0	0.04134	0.03629	0
Healthy	6.08774	0	0	1.13566	0	0.25562	0.26941	0.03593	0	0.02577	0	1.13566	0.25562	0.29471	0.26941	0.17976	0	0.17537	0.03593	0.02577
Healthy	43.7325	0	0	0.46171	0	0.24559	1.25756	0.0411	0.02704	0.0773	0	0.46171	0.24559	0.03597	1.25756	0.27917	0.02704	0.228	0.0411	0.0773
Healthy	12.0239	6.45476	0	0	0	0.85549	0.20882	0.07413	0	0	6.45476	0	0.85549	1.77449	0.20882	2.00881	0	1.1403	0.07413	0
Healthy	1.19801	0	0	2.51975	0	0.19452	0.11784	0	16.67812	0.14738	0	2.51975	0.19452	0	0.11784	0.12944	16.67812	0.02354	0	0.14738
Healthy	2.10151	44.49039	0	3.54289	0.09233	1.61304	0	0	0.33678	0	44.49039	3.54289	1.61304	0.49546	0	0.00382	0.33678	0	0	0
Healthy	0	0	10.1604	3.67387	6.53455	1.05214	0.18036	0	0	0.17064	0	3.67387	1.05214	0	0.18036	0	0	0	0	0.17064
Healthy	33.7585	0	0	0	0	2.34157	0.07717	0.11863	0	0	0	0	2.34157	0.28666	0.07717	0.27309	0	0.16216	0.11863	0
Healthy	12.5571	0	0	0	0	0	0.00793	0.26708	0.22633	0	0	0	0	0	0.00793	0.15712	0.22633	0	0.26708	0
Healthy	0.65605	0	0	0	0	0.04519	0.00141	0.0748	0	0	0	0	0.04519	0.15126	0.00141	0.02483	0	0	0.0748	0
Healthy	15.0228	0	0	0	6.73	0.16532	0.37004	0.55785	0	0	0	0	0.16532	0.06838	0.37004	0.17699	0	0.0987	0.55785	0
Healthy	1.53069	0	0	0	0	0.4794	0	0	0	0	0	0	0.4794	0.05462	0	0.19419	0	0.0829	0	0
Healthy	2.83274	0	0.36755	0.41346	0	0.88561	0	0	0	0	0	0.41346	0.88561	0	0	0	0	0	0	0
Healthy	0	0.00782	0	0	0	0.09043	0.03028	0	0	0	0.00782	0	0.09043	0.28044	0.03028	0.03584	0	0.09188	0	0
Healthy	2.05175	0	0	5.46903	0.20474	0.24085	0.01946	0	1.49573	0.33767	0	5.46903	0.24085	0.00535	0.01946	0.08093	1.49573	0	0	0.33767
Healthy	8.04579	0	0	0	0	0.08128	0.99656	1.33607	0	0	0	0	0.08128	0.21822	0.99656	0.23606	0	0	1.33607	0
Healthy	24.1748	0	0	0.82337	0	1.16325	0.61511	0.10445	1.42508	0.01214	0	0.82337	1.16325	1.60594	0.61511	0.35319	1.42508	0.16476	0.10445	0.01214
Healthy	0	33.03401	0	1.327	0.01774	0.16949	0	0	1.19591	0	33.03401	1.327	0.16949	0.6075	0	0	1.19591	0	0	0
Healthy	0.76949	10.05404	0	0.78059	1.96453	0.50984	0.04993	0	0.16878	0	10.05404	0.78059	0.50984	0.18776	0.04993	0.14472	0.16878	0.0439	0	0
Healthy	4.68153	0.03206	0	0	0	0.03783	0.33232	0.11207	0	0	0.03206	0	0.03783	0.05651	0.33232	0.0864	0	0.40366	0.11207	0
D050177	17.7736	0	0	2.05563	0.04034	0.01376	0.18946	0.10134	0	0.04473	0	2.05563	0.01376	0.46916	0.18946	0.32992	0	0.18908	0.10134	0.04473
Healthy	1.73157	0.23732	0	2.38045	3.37489	0.08433	0.62483	0.21442	0	0	0.23732	2.38045	0.08433	2.35291	0.62483	0.17555	0	0	0.21442	0
Healthy	2.20296	0	0	1.13016	0	0.50223	0	0	0	0	0	1.13016	0.50223	0	0	0	0	0	0	0
Healthy	0.8732	0	0	0	0	0.33265	0	0	0	0	0	0	0.33265	0.00824	0	0	0	0.0231	0	0
Healthy	1.39773	0	0	0	0	0.27919	0.01674	0	0.27021	0	0	0	0.27919	0.04681	0.01674	0.01328	0.27021	0.00515	0	0
Healthy	3.72888	0.11106	0	4.20901	0	0.00556	1.62376	0.61021	0	0	0.11106	4.20901	0.00556	1.74052	1.62376	0.97854	0	0.4405	0.61021	0
Healthy	10.0732	0.11496	0	1.15786	0	0.81899	0.49462	0.12272	0.27634	0	0.11496	1.15786	0.81899	0.03666	0.49462	0.33775	0.27634	0.43274	0.12272	0
Healthy	7.24578	0	0	0	0	0.33845	0.47892	0.35978	0	0	0	0	0.33845	0.27482	0.47892	0.36305	0	0	0.35978	0
Healthy	6.17816	0	0	1.09314	0	0.33886	0	0	0	0	0	1.09314	0.33886	0	0	0.09209	0	0.03308	0	0
Healthy	0.00159	0	0	0	0	0.05815	0	0	0	0	0	0	0.05815	0.26475	0	0.00107	0	0	0	0
Healthy	0.03111	0.32345	0	0.34951	33.7754	2.46986	0.12353	0	0.29301	0	0.32345	0.34951	2.46986	0.49453	0.12353	0.02603	0.29301	0.18978	0	0
Healthy	3.17873	0	54.7797	0.70246	0.29473	0.10943	0.31462	0.07711	0	0	0	0.70246	0.10943	0.03827	0.31462	0.09936	0	0	0.07711	0
Healthy	0.44847	0	0	0	21.0891	0.0322	1.2367	0.35259	0	0.00832	0	0	0.0322	2.15543	1.2367	0.85012	0	0.64873	0.35259	0.00832
Healthy	0	0	0	5.47357	0	0.20794	0	0	0	0.00408	0	5.47357	0.20794	0.56226	0	0	0	0	0	0.00408
Healthy	2.36821	0	0	0	0	0.21747	0.02323	0.02904	0	0	0	0	0.21747	0.77396	0.02323	0.11846	0	0.15567	0.02904	0
Healthy	0.72277	0	0	3.75666	0	0.38247	0	0	0	0	0	3.75666	0.38247	0	0	0.07617	0	0	0	0
Healthy	11.3784	0	0	2.41203	0.86242	0.5504	0.53145	0	0	0	0	2.41203	0.5504	2.25697	0.53145	1.07145	0	0.30986	0	0
Healthy	0.26116	0	0	0	0	0.00744	0.02614	0	0	0	0	0	0.00744	0.28773	0.02614	0.04104	0	0	0	0
Healthy	4.96879	11.312	0	4.57761	0	3.837	1.36367	1.69792	0	0.73389	11.312	4.57761	3.837	0.12204	1.36367	0.19558	0	0.41366	1.69792	0.73389
Healthy	1.85301	11.7915	62.4897	0	0	0	0	0	0	0	11.7915	0	0	1.52891	0	0	0	0	0	0
Healthy	0.25727	0	0	0.52875	0	0.82782	0	0	4.20586	0	0	0.52875	0.82782	0.14951	0	0	4.20586	0	0	0
Healthy	5.86005	0	7.82143	4.53582	0	0	0.4838	0	0	0	0	4.53582	0	0	0.4838	0	0	0	0	0
Healthy	5.07338	0	0	0	0	0.60094	0.39094	0.08716	0	0.13948	0	0	0.60094	0.10203	0.39094	0.19088	0	0.01069	0.08716	0.13948
Healthy	0	0	0	2.96194	0.64288	0.30832	0	0	0	0.09381	0	2.96194	0.30832	0.19807	0	0	0	0	0	0.09381
Healthy	2.10312	0	0	2.96823	0.15967	0	0.7017	0	0	0	0	2.96823	0	0.61621	0.7017	0.34607	0	0.08462	0	0
Healthy	1.26866	0.64249	0	0.03717	1.26732	0.63146	2.09622	0.31322	0	0	0.64249	0.03717	0.63146	0.2015	2.09622	1.59182	0	0.25982	0.31322	0
Healthy	5.11944	0	0	2.76464	0	0.01774	0	0	0	0	0	2.76464	0.01774	0.00775	0	0.01225	0	0.03028	0	0
Healthy	1.12751	0	14.7401	1.042	0	0.1164	0.00911	0	0	0.10175	0	1.042	0.1164	0	0.00911	0.06034	0	0.07494	0	0.10175
Healthy	12.3684	0	0	5.73539	0	0.1638	0.22113	0.17909	0	0	0	5.73539	0.1638	0.56861	0.22113	0.52659	0	0.22343	0.17909	0
Healthy	3.66466	0.50481	0	0.93127	0.02199	1.36706	0.63327	0.23471	0	0	0.50481	0.93127	1.36706	0.43937	0.63327	0.44666	0	0.13906	0.23471	0
Healthy	0.68982	40.8438	0.86754	0	0	0.00522	0.77876	0.07793	0	0	40.8438	0	0.00522	0.9022	0.77876	0.26691	0	0.16788	0.07793	0
Healthy	0	0	0	2.04444	0	0.12152	0.05268	0.00908	0	0.13363	0	2.04444	0.12152	0.10955	0.05268	0.08202	0	0.01794	0.00908	0.13363
Healthy	0	0	0	0	0	48.6163	0	0	0	0	0	0	48.6163	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.53861	1.12242	0.36336	0	0	0	0	0.53861	2.97462	1.12242	0.19873	0	0	0.36336	0
Healthy	2.36671	0	0	5.5555	0	1.17737	0.5294	0.13828	0	0.42725	0	5.5555	1.17737	0.19589	0.5294	0.65583	0	0.62671	0.13828	0.42725
Healthy	0.02696	0	0	0	0	0.67769	0.07329	0.01136	0	0	0	0	0.67769	0.02424	0.07329	0.0508	0	0.10822	0.01136	0
Healthy	9.70519	0	0	0.15957	0	0.09996	5.107	0.35511	0	0	0	0.15957	0.09996	3.45432	5.107	2.10944	0	1.2426	0.35511	0
Healthy	0.53795	0	12.7618	2.63386	0	0.00538	0.01951	0	0	0.06587	0	2.63386	0.00538	0	0.01951	0.04978	0	0.06035	0	0.06587
Healthy	0.28947	9.0963	8.68373	0.17882	0	2.43794	1.29905	0	0	0	9.0963	0.17882	2.43794	3.07134	1.29905	0.97151	0	0.94239	0	0
Healthy	6.39587	0	3.55904	0.51022	0.17103	0.44931	0.12885	0.0163	0.1033	0.01379	0	0.51022	0.44931	1.85715	0.12885	0.26865	0.1033	0.19708	0.0163	0.01379
Healthy	0	0	0	0	0	0.24765	0	0	0	0	0	0	0.24765	0.51054	0	0	0	0	0	0
Healthy	0.8361	0	0	0	0	0.16015	0	0	0	0	0	0	0.16015	0.01563	0	0	0	0.00218	0	0
Healthy	18.0114	0	0	0.50544	0	0.26059	0.42255	0.09047	0	0.06039	0	0.50544	0.26059	0.58379	0.42255	0.10494	0	0.2494	0.09047	0.06039
Healthy	6.64108	0	0	1.34619	0	0.65706	0	0	0	0.2005	0	1.34619	0.65706	0.05531	0	0.12434	0	0	0	0.2005
Healthy	3.05353	0	0	1.73845	0	1.3178	0	0	0	0	0	1.73845	1.3178	0	0	0.00225	0	0.05629	0	0
Healthy	2.45722	0.01874	0	0	0	0.30259	0.58624	0.44746	0	0	0.01874	0	0.30259	0.2822	0.58624	0.52792	0	0	0.44746	0
Healthy	0.61341	0	0	0.7093	0	0.06565	0	0	4.10357	0	0	0.7093	0.06565	0.13439	0	0.0467	4.10357	0	0	0
Healthy	1.49448	0	0	0	0	0.12393	0.00941	0	0.32053	0	0	0	0.12393	0.04607	0.00941	0.01693	0.32053	0.00172	0	0
Healthy	0.05206	0	0	3.37801	0	1.82267	1.66685	0.10453	0.61607	0	0	3.37801	1.82267	0.72072	1.66685	1.20918	0.61607	0.27611	0.10453	0
Healthy	3.26911	0	0	3.01774	0.05175	0	0.0462	0	0	0.01713	0	3.01774	0	0.03889	0.0462	0.04165	0	0	0	0.01713
Healthy	8.3478	0	0	0.27709	0	0.01381	10.7726	2.43452	0	0.05922	0	0.27709	0.01381	0.18947	10.7726	0.22406	0	0.31468	2.43452	0.05922
Healthy	7.63225	0	0	1.48031	0.01332	0.26212	0.73469	0.06064	0	0.00106	0	1.48031	0.26212	1.17335	0.73469	0.27479	0	0.98044	0.06064	0.00106
Healthy	2.06743	39.53481	0.90632	0	0.09834	1.97136	0.01539	0.00762	0	0	39.53481	0	1.97136	0.12421	0.01539	1.10572	0	0.34718	0.00762	0
Healthy	2.24629	0	0	1.08249	0	0.52464	0	0	0	0	0	1.08249	0.52464	0	0	0	0	0	0	0
Healthy	5.07684	0	0	0	0.01265	0.1095	0	0	0	0	0	0	0.1095	0.31616	0	0.1415	0	0.04092	0	0
Healthy	15.6826	2.11984	0	0	19.2998	0.66879	2.48964	0.21649	0	0	2.11984	0	0.66879	0.16	2.48964	2.39639	0	0.92784	0.21649	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.06495	0	5.48269	4.74711	2.2348	0.01922	0.38209	0.03665	0.33586	0.22889	0	4.74711	0.01922	0.07123	0.38209	0.11125	0.33586	0.06855	0.03665	0.22889
Healthy	0	0	0	2.64713	0	0.23139	0	0	8.47311	0	0	2.64713	0.23139	0.01083	0	0.06908	8.47311	0.0212	0	0
Healthy	1.31131	0	0	2.85085	0	2.19943	0	0	0	0	0	2.85085	2.19943	0.02063	0	0.0636	0	0	0	0
Healthy	0.97537	0.00648	0	8.07389	0	0.13568	2.14575	0.3196	0.10139	0.17811	0.00648	8.07389	0.13568	0.96385	2.14575	0.29038	0.10139	0.11196	0.3196	0.17811
Healthy	2.98876	3.52148	0	0	6.37433	2.45937	8.33886	2.07876	0	0	3.52148	0	2.45937	0.32727	8.33886	3.92601	0	2.98562	2.07876	0
Healthy	6.60374	0.89186	3.50532	0.13825	0.17672	0.93634	0.46752	0.38856	0.07264	0	0.89186	0.13825	0.93634	1.14517	0.46752	0.44228	0.07264	0.73071	0.38856	0
Healthy	2.97352	0	0	0.80363	0	2.09705	0	0	0	0	0	0.80363	2.09705	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.52859	0	0	0	0	0.00966	0	0	0.52859	0	0	0
Healthy	5.21003	0.26595	0	0.95902	17.9335	2.08485	0.11678	0.6394	0	0	0.26595	0.95902	2.08485	2.63867	0.11678	0.3463	0	0.8645	0.6394	0
Healthy	6.49238	0	56.9595	0.10527	0.33305	0.48238	0.15958	0.04739	0.4902	0.00337	0	0.10527	0.48238	0.41051	0.15958	0.21441	0.4902	0.11982	0.04739	0.00337
Healthy	7.52053	43.7728	0	0.93218	0	0.01296	0.03859	0.05458	0.59564	0	43.7728	0.93218	0.01296	0.58359	0.03859	0.28234	0.59564	0.24774	0.05458	0
Healthy	0.80016	48.8652	0	0	0	0.0266	0.2298	0.12078	0.5747	0	48.8652	0	0.0266	0.87938	0.2298	0.5596	0.5747	0.06051	0.12078	0
Healthy	14.0417	0.24672	0	0	1.55278	0.26985	0.6931	0.04198	0	0	0.24672	0	0.26985	0.15072	0.6931	0.14915	0	0.19359	0.04198	0
Healthy	5.45303	0	0	1.30712	0.06782	0.10377	0	0	1.00396	1.57863	0	1.30712	0.10377	0	0	0.07002	1.00396	0.07927	0	1.57863
Healthy	0	0	0	0	0	0.05948	0	0	0	0	0	0	0.05948	0.0104	0	0	0	0	0	0
Healthy	0.74267	0	0	3.59929	0	0.58771	0	0	0	0	0	3.59929	0.58771	0	0	0.02035	0	0	0	0
Healthy	0.30363	0	0	2.14425	0	0.00824	0	0	0	0.38759	0	2.14425	0.00824	0.03834	0	0.03159	0	0.01701	0	0.38759
Healthy	4.12252	0.01992	0	3.57931	0	0.21469	3.41432	1.12279	0	0	0.01992	3.57931	0.21469	2.21584	3.41432	1.9417	0	0.53875	1.12279	0
Healthy	23.215	0	0	0	0	0.1218	0.65774	0.24145	0	0	0	0	0.1218	0.21697	0.65774	0.1578	0	0	0.24145	0
Healthy	0.14291	0	0	0	0	0.03402	1.34397	0.29547	0.36684	0	0	0	0.03402	0.23989	1.34397	1.61201	0.36684	0.62975	0.29547	0
Healthy	5.42796	0	0	1.7125	0	0.64108	0.05328	0.01929	0	0.03088	0	1.7125	0.64108	0.01695	0.05328	0.14277	0	0.10428	0.01929	0.03088
Healthy	0	0.00809	0	0	0	0.03696	0.10296	0.69341	0	0	0.00809	0	0.03696	0.98955	0.10296	0.45797	0	0.02044	0.69341	0
Healthy	11.9714	0	0	0	0	0.1201	0.80211	0.5858	0	0	0	0	0.1201	0.41284	0.80211	0.08256	0	0.01949	0.5858	0
Healthy	38.9254	0	0	0	0	3.78048	0	0	0	0	0	0	3.78048	0	0	1.53419	0	0	0	0
Healthy	11.4785	0	0	0.40971	0	1.98295	3.03968	0.92365	0	0	0	0.40971	1.98295	0.70954	3.03968	1.33883	0	1.19986	0.92365	0
Healthy	3.43795	0	0	1.12093	0	0.00717	0.03064	0.25966	0	0	0	1.12093	0.00717	1.04568	0.03064	0.48358	0	0.13264	0.25966	0
Healthy	3.64061	0.01418	0	0.35006	0	0.06567	0.15389	0.21139	0	0	0.01418	0.35006	0.06567	1.38163	0.15389	0.10095	0	0.04169	0.21139	0
Healthy	1.69738	0.33275	0	11.4248	1.3897	1.60657	0	0.09582	0	0	0.33275	11.4248	1.60657	0.45884	0	0.09467	0	0.17513	0.09582	0
Healthy	6.67631	0	0	0	0	1.218	2.1304	0.13781	0	0	0	0	1.218	2.38461	2.1304	0.57061	0	1.98257	0.13781	0
Healthy	2.07018	0	0	5.73074	0.95499	0.05384	0.07525	0	0	0.03325	0	5.73074	0.05384	0.71188	0.07525	0.04873	0	0	0	0.03325
Healthy	2.46061	10.08932	0	0	1.61728	0	0.20075	0	0	0	10.08932	0	0	0	0.20075	0.10002	0	0	0	0
Healthy	0	24.9152	33.8058	0.60253	0	0.39496	1.2746	0.4671	0.55532	0.48708	24.9152	0.60253	0.39496	0.773	1.2746	0.49368	0.55532	0.39552	0.4671	0.48708
Healthy	3.15686	19.5973	0	4.21419	0	1.97253	0.62439	0.54947	0	4.64083	19.5973	4.21419	1.97253	0.07912	0.62439	0.17688	0	0.50416	0.54947	4.64083
Healthy	0.62211	0	0	0	0	0.04244	0.00289	0.05399	0	0	0	0	0.04244	0.13972	0.00289	0.02448	0	0	0.05399	0
Healthy	11.6149	6.34823	0	0	0	0.70346	0.20133	0	0	0	6.34823	0	0.70346	1.54594	0.20133	2.4624	0	1.23435	0	0
Healthy	0	0	0	1.91483	0	0.02546	0.1544	0.03493	0	0.03961	0	1.91483	0.02546	0.00889	0.1544	0.32664	0	0.09811	0.03493	0.03961
Healthy	12.1071	0	0	0	0.02102	0.66878	0.22315	0.04132	0	0	0	0	0.66878	0.97167	0.22315	0.26237	0	0.10628	0.04132	0
