group	Blautia_A	Streptococcus	Dorea	Longicatena	Faecalimonas	Clostridium_A	Adlercreutzia	Gordonibacter	Eggerthella	Lactococcus	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Blautia_A	Dorea	Flavonifractor
Healthy	0.49867	0	0.35357	0	0	0	0	0	0	0	0.47036	0.32827	0	7.58221	1.76085	0.37502	0	0.49867	0.35357	0
Healthy	0.12181	0.00496	0.2903	0	0	0	0	0	0	0	2.28912	24.0247	0.96455	1.40715	0.08675	0.16458	0.06218	0.12181	0.2903	0.02638
Healthy	0.27898	0	0	0	0	0.33325	0	0	0	0	12.9756	0.22942	5.55643	3.95121	0.54932	0.26966	0	0.27898	0	0.30605
Healthy	0.15343	0.07839	0.20111	0	0	0	0.00834	0	0	0	2.23077	28.765	0	0.58993	0.24319	0.06442	0.02694	0.15343	0.20111	0.20484
Healthy	0.01708	0.37432	0	0	0	0	0.004	0	0	0	6.0187	3.19337	2.48128	1.85017	0.22123	0.01629	0	0.01708	0	0.03686
Healthy	0.69953	1.63215	1.44398	0.00178	0	0	0	0	0	0	2.95755	0.81669	0.34398	3.82886	1.45019	0.79101	0.3178	0.69953	1.44398	0.01907
D008545	3.11893	2.43966	1.40365	0.00374	0	0.12311	0.31713	0.29769	0	0.00746	8.59937	9.91418	7.25148	0.93022	2.41885	2.81414	0.43794	3.11893	1.40365	0.13542
Healthy	0.22088	1.53045	0.22848	0.01396	0	0	0.01523	0	0	0	5.3705	0.59429	0	5.19639	0.03383	0.15001	0.06957	0.22088	0.22848	0
Healthy	0.09217	0.16607	0.21466	0	0	0	0	0	0	0	10.4323	1.99799	0.70969	0.15978	0.15088	0.18271	0.26174	0.09217	0.21466	0
Healthy	0.13388	0.00891	0.12548	0.00348	0	0.05489	0	0.01301	0.02191	0	2.48754	0	0.01533	5.30573	0.03536	1.4596	0	0.13388	0.12548	0.09995
Healthy	0.4113	0	0.21718	0	0	0	0.09407	0	0	0	3.02473	0	0	3.79604	0.09856	0.04534	0.43742	0.4113	0.21718	0
Healthy	0.23716	0.00411	0.25196	0	0	0	0.0314	0	0	0	2.95074	1.77556	2.59432	3.60023	2.30974	3.06418	0.25179	0.23716	0.25196	0.14998
Healthy	0.18167	0	0.14201	0	0	0	0	0	0	0	8.5107	0	0.53064	1.37652	0.88013	0.36465	0.35646	0.18167	0.14201	0
Healthy	0.03178	0	0	0	0	0	0	0	0	0	1.86292	1.44047	1.03109	1.12591	0.32305	0.01385	0.17035	0.03178	0	0.1428
Healthy	2.07818	0	0	0	0	1.61967	0	0	0	0	8.38646	3.83622	3.93588	1.19182	0.68327	0	0	2.07818	0	0
Healthy	0.14157	0.32709	0.40081	0	0	0.22317	0.01544	0	0	0	4.96536	4.03922	0	1.94536	0.32823	0.02938	1.30201	0.14157	0.40081	0
Healthy	0.24383	0.0651	0.17138	0.00038	0	0.02769	0.45723	0.02039	0	0	20.8172	1.85904	0.4904	4.0084	3.74356	0.05652	0.33014	0.24383	0.17138	0.00695
Healthy	0.25983	0.01704	0.1821	0.01439	0.00125	0	0	0	0	0	8.15315	6.45078	1.41516	1.31279	3.33576	0.16455	0.01227	0.25983	0.1821	0.01719
Healthy	0.26684	0.00318	0.18762	0.06434	0	0.01191	0.03543	0.01234	0.00761	0	2.36873	4.33653	0.00739	0.18049	0.01468	0.95746	0	0.26684	0.18762	0.11402
Healthy	0.06409	0.06078	0.37271	0	0.0622	0.05584	0	0	0	0	0	0	0	0	1.27946	8.74083	0	0.06409	0.37271	0.3616
Healthy	0	0.0933	0	0	0	0.16947	0	0	0	0	2.67861	0	0	0	0.80994	2.47872	0	0	0	0.57903
Healthy	0.00651	0.33411	0.00189	0	0	0.00933	0.0114	0	0	0	5.88669	3.28308	2.66971	1.85359	0.08047	0.02723	0	0.00651	0.00189	0.04487
Healthy	2.33399	0.54497	0.50096	0	0	0.43552	0.89167	0	0	0	2.30929	1.46111	0	1.40888	2.07064	0	0	2.33399	0.50096	0
Healthy	0.03981	0.12421	0.0024	0	0	0	0	0	0	0	3.24695	2.07168	0.82433	0.71245	0.02236	0.71474	0	0.03981	0.0024	0.07015
Healthy	0	0	0.03276	0	0	0	0	0	0	0	1.74076	2.01439	0.01002	0.59099	0.41097	0.43449	0.61758	0	0.03276	0.10945
Healthy	0.84216	0.13277	0.00015	0.0067	0	0.00102	0.21641	0.00503	0.0099	0	8.47696	2.4786	0	0.15054	0.04624	1.05997	0.26516	0.84216	0.00015	0.17611
Healthy	0.16452	0.64001	0.05965	0	0	0	0	0	0	0	5.19684	2.33817	0.727	2.80504	0.10576	0.09507	0	0.16452	0.05965	0.02457
Healthy	0.21083	0.37533	0.21714	0	0	0	0.01797	0	0	0	16.7404	1.35162	0.09091	1.86171	0.24264	0.27379	0.73477	0.21083	0.21714	0.05462
Healthy	0.18477	0	0.14879	0	0	0	0	0	0	0.0724	7.31061	2.264	0	0.51954	0.5483	0.59295	0.29143	0.18477	0.14879	0
Healthy	0.66643	0	0.18301	0	0	0	0.00557	0	0	0	6.02386	28.9472	7.54138	1.09568	0.19021	0.45588	1.03756	0.66643	0.18301	0
Healthy	0.39148	0.03336	0.1773	0	0	0	0.00693	0	0	0	3.36498	2.00408	0.59576	0.86431	0.32178	0.60873	0.09636	0.39148	0.1773	0.07274
Healthy	0.64041	0.25409	0.64011	0	0	0	0.13376	0	0	0	9.01974	11.6317	10.3192	7.89073	0.40512	0.06206	0.49852	0.64041	0.64011	0
Healthy	0.4452	0.29871	0.08212	0.00777	0	0.48929	0	0	0	0	0.83722	0	4.88617	0.12288	0.02068	0.01493	1.28078	0.4452	0.08212	0.22842
Healthy	1.03191	2.12798	0.28816	0	0	0	0.29234	0	0	0	6.73524	12.4661	19.3761	6.30865	1.06306	0.71234	0	1.03191	0.28816	0
Healthy	0.03762	0	0	0.00692	0	0.03488	0	0.02437	0	0	0.38009	0.24921	0.47046	0	0.00724	0.25665	0.71967	0.03762	0	0.21999
Healthy	0.00136	0.71998	0	0.01247	1.20527	0	0	0	0	0	0	9.39598	0	11.9501	0.04063	0.3796	1.73508	0.00136	0	0.52526
Healthy	0.16476	0.00185	0	0.10033	0	0.04018	0	0.13879	0.02459	0	0.09357	0	1.93223	0	0.00541	0.08747	1.28992	0.16476	0	0.07135
Healthy	0.18103	0	0.06878	0	0	0	0.04252	0.01302	0	0	9.09139	7.7191	0.01894	0.43647	2.72221	0.23728	0.16052	0.18103	0.06878	0.04098
Healthy	0	0.01542	0	0	0	0	0	0	0	0	1.80272	0.22592	0	3.0015	0.2222	0.03297	0.27891	0	0	0.00577
Healthy	0	0.07654	0	0	0	0.16297	0	0	0	0	2.58698	0	0	0	0.48006	2.49417	0	0	0	0.59835
Healthy	0	0	0	0	0	0	0	0	0	0	2.71982	1.86372	0	3.79109	2.83675	1.03582	0.83259	0	0	0.00236
Healthy	0	0	0.01556	0	0	0	0	0	0	0	1.77356	1.40185	1.13732	1.34864	0.1868	0.0222	0.474	0	0.01556	0.00475
Healthy	0.01615	0.30473	0.28877	0.05286	0.17043	0	0	0	0.33333	0	3.07669	0.00935	0.03253	0.10021	0.00723	0.36828	0.01167	0.01615	0.28877	0.144
Healthy	0.03614	2.22493	0.61142	0.03392	0	0.05435	0	0.00659	0	0	10.2267	16.9003	0.02525	3.07398	0.01195	2.46408	0	0.03614	0.61142	0.03642
Healthy	0.02648	0.20895	0	0	0	0.39827	0	0	0	0	0.48711	0	0	0.37543	0.124	0.10259	0.14158	0.02648	0	0.17493
Healthy	0	0	0	0	0	0.06371	0	0	0	0	0.22792	0	0	0	0.08115	4.59508	0	0	0	0.09557
Healthy	0.24686	0	0	0	0	0	0	0	0	0	20.0016	1.78593	3.22498	1.7907	0.14762	2.2541	0	0.24686	0	1.07405
Healthy	8.85542	10.15615	4.56424	0.03073	0	0.00955	0.67407	0	0	0	2.78393	1.55527	0.00384	0.77144	0.28796	5.06099	1.31394	8.85542	4.56424	0.06557
Healthy	0.04875	0.04491	0	0	0	0	0.21678	0	0	0	7.42988	0.59093	0.32307	0.6085	0.06167	0.11121	0.07655	0.04875	0	0
Healthy	0.42315	0.33934	0.12146	0.01716	0	0.52216	0	0	0	0	0.87274	0	4.64619	0.1074	0.05025	0.00637	1.22079	0.42315	0.12146	0.20109
Healthy	0	0.00805	0	0	0	0.17262	0	0	0	0	0.83182	0.00998	0	0	0.01487	1.16676	0.08865	0	0	1.45313
Healthy	0.37873	0.30983	0.07623	0.00457	0	0.56526	0	0	0	0	0.86463	0	4.51946	0.13835	0.01417	0.01805	1.26261	0.37873	0.07623	0.22977
Healthy	0.5062	0.03344	0.54032	0.01087	0	0	0	0	0	0	2.09244	0.01356	0.87936	5.41725	2.05475	0.61911	0.87877	0.5062	0.54032	0
Healthy	0.0478	0.01599	0	0	0	0	0.44574	0	0	0	5.85598	0	0	0.40357	0.17735	0.25694	0	0.0478	0	0.23366
Healthy	0	0.21766	0	0	0	0.08997	0	0	0	0	3.34597	0	0.9655	0.33296	2.61283	1.8264	0	0	0	0.76256
Healthy	0.91584	1.04862	0.76991	0	0	0	0	0	0	0	24.8019	9.24181	14.5722	4.87698	1.64999	0.19564	0	0.91584	0.76991	0
Healthy	0.204	0.0841	0.05414	0	0	0.00264	0	0	0	0	4.0641	9.53021	4.87749	1.93005	0.99028	0.24258	0	0.204	0.05414	0
Healthy	0.19748	0.00272	0.00923	0	0	0	0.00332	0	0	0	3.83615	5.32445	0.64716	2.27902	0.48929	0.37721	0.35549	0.19748	0.00923	0.12338
Healthy	0.70287	0.10886	0.61658	0.0035	0	0.00784	0.06294	0	0	0	9.20088	9.18644	5.45434	0.41178	0.01358	1.3368	0.25479	0.70287	0.61658	0.04392
Healthy	0.99114	0.47971	0.74091	0.03992	1.51807	0	0	0	0.34305	0	3.7212	1.74232	0.88479	0.98449	0.04763	0.3059	15.7185	0.99114	0.74091	0.08249
Healthy	0.18091	0.04377	0.16998	0	0	0.07254	0	0	0.00139	0	4.1146	0.38412	0	1.86683	0.07308	0.95215	0.7109	0.18091	0.16998	0.03588
Healthy	0.15425	0	0.00994	0	0	0	0	0	0	0	0.60072	1.7222	2.26394	1.00523	0.11234	0.56566	0.03517	0.15425	0.00994	0
Healthy	0.05056	0.24909	0	0	0	0	0	0	0	0	3.4884	6.13662	0	4.16731	0.43215	0	0	0.05056	0	0.07167
Healthy	1.59475	0.39866	0.68247	0	0	0	0	0	0	0	3.33005	8.19481	0	3.5509	0.83887	1.81437	0	1.59475	0.68247	0
Healthy	0.06917	0.06824	0.11217	0.00175	0	0.00182	0.10073	0	0	0	2.97937	11.0584	0.68024	3.04325	0.80533	0.34469	0	0.06917	0.11217	0.38033
Healthy	0.11981	0.03981	0.1718	0	0	0	0	0	0	0	6.69003	1.30867	6.01356	1.40396	1.99452	0.01463	0.22766	0.11981	0.1718	0.0061
Healthy	0.14166	0.27678	0.11266	0	0.36193	0	0	0	0	0	9.38945	0.3568	0	6.9278	0.37843	0.00804	0.14881	0.14166	0.11266	0.05819
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.25688	1.65293	0.40374	0.0452	0.03713	0	0.01001	0	0	0.00807	0.19874	41.9591	0.12684	4.1606	0.18388	7.59896	0	0.25688	0.40374	0
Healthy	0	0.04902	0	0	0	0.16616	0	0	0	0	2.48326	0	0	0	1.03404	2.41488	0	0	0	0.64989
Healthy	0.03349	0.50695	0.07545	0.04012	2.18069	0	0	0	0.05247	0	0	0	5.76475	57.72189	0.00206	0.20719	0.32328	0.03349	0.07545	0.13601
Healthy	0.04779	0	0.07564	0	0	0	0.01114	0	0	0	3.55529	6.30773	0.81897	1.68747	0.05895	0	0.3394	0.04779	0.07564	0.16887
Healthy	0	0	0	0	0	0.08846	0	0	0	0	0.22044	0	0	0	0.05675	4.63095	0	0	0	0.08557
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45679	0	0	0	0	0	0
Healthy	2.55314	6.70611	0.29206	0.04763	0	0	0.08535	0.00292	0.00616	0	7.00587	0	0.00939	4.69731	0.5426	0.51271	1.20816	2.55314	0.29206	0.01723
Healthy	0.11026	0.01772	0.0809	0.01468	0	0.08477	0.21432	0.05011	0.00353	0.02906	5.16225	1.90217	0.2703	0.5328	0.03776	0.21241	0.59473	0.11026	0.0809	0.21657
Healthy	0.16673	0.03292	0.02953	0	0	0	0.02498	0	0	0	3.84428	5.2583	0.59858	2.09491	0.2117	0.42838	0.40584	0.16673	0.02953	0.0795
Healthy	0	0	0.00218	0	0	0	0.08723	0	0	0.04914	3.52022	3.04917	0.25089	1.08714	2.01449	0	0.07939	0	0.00218	0
Healthy	0	0.96039	0	0	0	0.00071	0	0	0.00536	0	0.00589	0	0	0	0	0	4.38004	0	0	0
Healthy	0	1.69443	0	0	0	0	0	0	0	0	0.0008	0.0038	0	0	0	0	0.00146	0	0	0
Healthy	0.01228	0	0.0046	0	0	0	0	0	0	0	1.74935	1.22266	2.07726	0.18814	0.21321	0.06226	0.1701	0.01228	0.0046	0.01101
Healthy	0.08277	0.26841	0.02238	0	0	0	0	0	0	0	3.32392	6.49335	0	4.09503	0.19582	0	0	0.08277	0.02238	0.10819
Healthy	0.2164	0.03455	0.58829	0.009	0	0.10026	0.00859	0	0	0	2.74358	4.71022	4.68865	9.79326	3.68903	2.07292	0.74197	0.2164	0.58829	0.00292
Healthy	0.17735	0.07974	0.10328	0.00161	1.7127	0	0.00149	0	0	0	5.56415	0.03999	0	0.55861	0.12739	0.04012	0.01218	0.17735	0.10328	0
Healthy	0.22904	0.12836	0.25165	0.00773	0	0.00412	0.00698	0	0	0	2.65519	1.10296	0.00103	2.33038	3.42578	2.36336	0.33867	0.22904	0.25165	0.18162
Healthy	0	2.10657	0	0.02092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00562	0	0	0	0	0	0.01748	0	0	0	3.30533	0.12721	0.46323	0.228	0.27058	0.34154	0.00615	0.00562	0	0
Healthy	0.22272	0	0.13015	0.00911	0	0.0189	0	0	0	0.01115	1.40988	7.92667	1.77821	1.9226	0.72603	0.48349	0.03956	0.22272	0.13015	0.0551
Healthy	0	0	0	0	0	0	0	0	0	0	0.56581	0	0.67101	0.30023	2.3593	0	0.05948	0	0	0.03578
Healthy	0.76623	0.14813	0.7784	0.00034	0	0	0.04204	0	0.00266	0	6.75901	5.70307	2.17968	3.45344	2.25754	2.15119	0.75757	0.76623	0.7784	0.02436
Healthy	1.10663	3.98986	0.51935	0.0217	0	0.01789	0.16258	0	0	0.02249	3.42337	13.6334	20.439	6.88606	0.75451	1.07492	0	1.10663	0.51935	0.05461
Healthy	0	0.01771	0	0.27278	0	0	0	0	0.00669	0	0	0.00397	0	0	0	0.03949	6.70541	0	0	0
Healthy	0.02445	0.35265	0	0	0	0	0	0	0	0.04077	4.47962	1.47187	1.7888	0.95202	0.22422	0.01338	0	0.02445	0	0.06749
Healthy	0	0.02684	0	0.06351	0	0	0	0	0	0	0	0	0	0	0.55994	0	0	0	0	0
Healthy	0.04378	0	0.00119	0	0	0.03756	0	0.01839	0	0	0.35918	0.28119	0.50817	0	0.01241	0.30886	0.66475	0.04378	0.00119	0.20281
Healthy	5.01227	0.0314	3.17054	0	0	0	0.31732	0.03592	0	0	0.44541	0	0	0.8948	0.18077	3.56446	5.54198	5.01227	3.17054	0
Healthy	0.0798	0	0.0739	0	0	0	0.05633	0	0	0	3.72241	0.53747	0.30837	2.78177	0.0709	0.00925	0.09344	0.0798	0.0739	0.15493
Healthy	0.05485	0.06132	0.13772	0	0.98013	0.04697	0	0	0	0	0.84665	2.24817	5.5386	0.77648	1.74565	0.41929	1.29672	0.05485	0.13772	0
Healthy	0.19785	0	0.09218	0.29373	0	0.44661	0	0	0	0	1.77598	1.443	0	0.96964	0.39397	0.09104	0	0.19785	0.09218	0.03307
Healthy	0.31249	0.07913	0.1197	0	0	0	0.04058	0.04389	0	0	11.9562	4.21218	0.89397	1.22879	0.65309	0.0495	0.2229	0.31249	0.1197	0.02424
Healthy	0.29229	0.01836	0.11232	0	0	0.18873	0	0	0	0	3.31284	7.36462	3.89587	8.19968	0.43321	0.22402	0.0481	0.29229	0.11232	0.2293
Healthy	0.09668	0.05811	0.20117	0.00124	0.01869	0	0.04006	0	0	0	4.9089	8.49601	5.18407	3.04346	0.50935	0.11096	0.05264	0.09668	0.20117	0.03584
Healthy	0.2789	0.35514	0.32218	0	0	0	0	0	0	0.00434	1.07118	7.67506	24.2154	1.16885	1.47605	0.409	0	0.2789	0.32218	0
Healthy	0.25695	1.78948	0.46724	0.01125	0	0.11599	0.00304	0.00545	0	0	0.60469	17.0997	4.14744	0.93678	0.98958	0.14429	0.02008	0.25695	0.46724	0.09958
Healthy	0	12.38081	0	0	0	0	0	0	0	0	2.1045	0	11.0582	0	0.42037	0	0	0	0	0
Healthy	1.0764	0.24874	0	0	0	0.34562	0	0	0	0	0.63918	2.43008	0.6392	2.86933	3.82602	0	0	1.0764	0	0
Healthy	2.57833	0	0.07768	0	0	0	0.06958	0	0	0	2.73123	10.4495	2.41317	2.26477	0.14569	0.29351	0.53664	2.57833	0.07768	0.16157
Healthy	0.84114	0.2987	0.9047	0	0	0	0	0	0	1.5797	10.2919	1.95939	10.6256	2.05195	0.98409	2.31284	1.67106	0.84114	0.9047	0
Healthy	0.55525	0	0.19714	0	0	0	0	0	0	0	3.03957	5.56521	8.77079	0	2.36029	0.47683	0	0.55525	0.19714	0
Healthy	1.30998	0.20589	0.2249	0.15537	0	0.06034	0.68597	0	0.03302	0	10.3532	0	7.96646	0.77002	0.04311	0.19589	1.34474	1.30998	0.2249	0.05666
Healthy	0.51876	0	0.15328	0	0	0.0071	0.0244	0	0	0	12.668	2.45216	0.08984	1.16214	1.79649	0.51015	0.22834	0.51876	0.15328	0.12328
Healthy	0	0	0	0	0	0	0	0	0	0	3.158	1.68123	11.7745	0.29285	3.77455	0	0	0	0	0
Healthy	0.01187	0.4009	0	0	0	0	0	0	0.00662	0	0	0	0	0	0.45542	0.35482	0	0.01187	0	0.04181
Healthy	0.19587	0	0.01071	0.02539	0	0.02634	0.02917	0	0	0	2.189	4.7718	6.39275	0.23992	0.58635	0.08485	0	0.19587	0.01071	0.03858
Healthy	1.85775	0.01533	0.00593	0.00431	0.00996	0.05784	0.22418	0.0012	0	0.01106	4.49845	10.1191	8.0719	0.66919	0.02775	0.03296	0.46969	1.85775	0.00593	0.25741
Healthy	0.17474	0.00826	0.30609	0.00178	0	0	0.00994	0	0	0	1.7072	4.62937	0.86419	1.00431	1.96283	1.24962	0	0.17474	0.30609	0.1275
Healthy	0.00392	0	0	0	0	0	0	0	0	0	1.66233	2.04976	0	0.5961	1.31785	0.3726	0.57405	0.00392	0	0.12953
Healthy	2.61051	0.76771	0	0.01211	0	0.16885	0.04325	0.01433	0.00362	0	8.18374	13.2223	17.1439	0.25916	5.0251	3.96229	0	2.61051	0	0.04197
Healthy	0.34845	0.23922	0.15323	0	0	0.09722	0.35169	0.09447	0.02528	0	2.42017	3.23776	1.24158	0.52703	0.0149	0.86461	1.31489	0.34845	0.15323	0.13412
Healthy	0.03001	0.11453	0	0	0	0	0	0	0	0	3.28089	1.98567	0.97384	0.73323	0.02132	0.7177	0	0.03001	0	0.06461
Healthy	0	0.00017	0	0.0314	0.02033	0	0	0	0	0	4.15665	0	0	0.53116	0.0761	0.61691	3.44456	0	0	0.02635
Healthy	0.02603	0	0	0	0	0	0	0	0	0	0	7.76251	0	3.92436	0.58312	0	0	0.02603	0	0
Healthy	0.79216	0.23294	0.24111	0	0	0	0	0	0	0	1.47845	4.66569	1.46036	2.19829	0.58035	0.58511	0.00949	0.79216	0.24111	0
Healthy	0.33377	0.92349	0.3798	0	0	0	0.17138	0.2108	0	0	2.97549	1.07871	0	0.57004	0.02494	0	0.87339	0.33377	0.3798	0
Healthy	0.22362	0	0.10608	0.25142	0	0.40885	0	0	0	0	1.88917	1.64347	0	0.98828	0.30102	0.07741	0	0.22362	0.10608	0.03792
Healthy	0	0	0	0.00774	0	0.67657	0.09325	0	0	0	2.15424	0	1.36115	0	0.18138	0.43461	0.02782	0	0	0.02055
Healthy	0.11573	0.1134	0.07736	0.00156	0	0.01882	0.00392	0	0	0.00211	2.27128	0.25938	5.50899	0.09505	0.21941	0.11407	0.04185	0.11573	0.07736	0.31131
Healthy	0.19388	0	0.17538	0.00858	0	0	0.01773	0	0	0	5.13465	6.81572	1.80735	3.72892	1.89868	0.15759	0.33626	0.19388	0.17538	0.09948
Healthy	0.67036	0.00336	0.65123	0	0	0	0	0	0	0	0.21157	2.37313	6.00524	0.54086	1.11351	0.19967	0	0.67036	0.65123	0
Healthy	0.28402	0	0.16905	0	0	0	0.02288	0	0	0	12.622	16.1502	2.49284	2.3686	0.21424	0.05708	0	0.28402	0.16905	0.06949
Healthy	0.03428	0.02439	0.1538	0.32514	0	0.27698	0	0	0	0	0.9318	0.04485	0	0.01592	2.4328	0.49669	2.54096	0.03428	0.1538	0.01056
Healthy	0.61299	0	0.04408	0	0	0	0	0	0	0	0.48163	14.8743	6.10482	13.36192	0.1322	0.41369	0	0.61299	0.04408	0
Healthy	0.8676	0.56996	0.29038	0.00134	0	0.0914	0.69668	0	0	0	4.43291	1.89156	9.07225	1.44833	1.2129	0.10162	0.17763	0.8676	0.29038	0.08631
Healthy	1.7438	3.23149	1.81961	0.00448	0	0.05562	0.00276	0	0	0.04139	3.39649	5.26452	3.13777	0.04196	0.0092	5.08956	3.1476	1.7438	1.81961	0.01361
Healthy	1.34372	0	0.2533	0	0	0	0	0	0	0	9.55983	15.7016	0.13409	2.256	1.6178	1.60343	1.68486	1.34372	0.2533	0
Healthy	0.02692	0.23627	0.26229	0	0	0.02007	0	0	0	0	0.74063	3.34202	0	0.34063	0.08133	0.02257	0.56061	0.02692	0.26229	0.19723
Healthy	0	0.12415	0	0	0	0	0	0	0.00746	0	0	0	0	0.00062	0.2588	0.0785	3.15155	0	0	0
Healthy	0.5801	0	2.99086	0	0	0	0	0	0	0	0.17357	5.46988	19.7553	0	4.14932	2.11944	0	0.5801	2.99086	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.4264	0	0	0	0	0.57134	0	0	0	0.08949
Healthy	0.14809	0.02073	0.06372	0	0	0.04358	0	0	0	0	4.16916	2.89472	0.66209	1.27376	0.64909	0.29084	0.29505	0.14809	0.06372	0.00445
Healthy	0.97432	0	0.64038	0	0	0	0	0	0	0.98912	24.0034	1.96245	10.6976	1.44491	1.99496	1.82697	3.81741	0.97432	0.64038	0
Healthy	0.19733	0.71498	0.03621	0	0	0	0	0	0	0	5.11038	2.37831	0.7097	2.87415	0.18442	0.13775	0	0.19733	0.03621	0.01551
Healthy	0.45472	0.42563	0.25439	0.00382	0	0.00382	0.00165	0	0	0	5.05087	0.31363	6.23589	5.91787	0.22226	0.94561	0.14914	0.45472	0.25439	0.01381
Healthy	0.00152	0.00207	0.00237	0.00208	0	0.29483	0	0	0	0	4.15944	0.63431	0	0.63724	0.03041	0.13074	0.21767	0.00152	0.00237	0.51493
Healthy	0.6606	1.07361	0.33513	0.01294	0.22953	0.65442	0	0	0	0	8.46679	1.55322	2.86716	1.71847	0.31046	1.04214	0.63933	0.6606	0.33513	0.32616
Healthy	0	0.51683	0	0	0.00457	0	0	0	0	0	0.00497	0	0	0.00276	0	0	0	0	0	0
Healthy	0.12451	0.10617	0.02078	0.00371	0	0	0	0	0.00258	0	3.86148	4.09741	2.22488	1.03203	0.2463	0.06813	0	0.12451	0.02078	0.14798
Healthy	0.10177	0.03817	0.08492	0.02252	1.25654	0	0.02927	0	0	0	0.68255	0.70851	2.844	0.37925	1.91484	0.33818	0.11569	0.10177	0.08492	0.02323
Healthy	0.31465	0	0.15463	0	0	0	0	0	0	0	4.29532	3.32311	0	0.55095	2.04169	0.37215	0.08084	0.31465	0.15463	0.04104
Healthy	0	0	0	0	0	0	0	0	0	0	6.53471	3.79062	3.434	1.95428	0.15951	0	0	0	0	0
Healthy	0.005	0	0	0	0	0	0	0	0	0	1.41909	1.5069	1.64034	0.32033	0.38882	0.62795	0.60541	0.005	0	0.07269
Healthy	0	0.02097	0	0	0	0	0	0	0.07377	0	0	0	0	0	0.70574	0	0.00674	0	0	0
Healthy	0.02684	0.01317	0.01278	0	0	0	0.05449	0	0	0	4.89735	0.18934	0	2.17617	0.6023	0.04673	0.19819	0.02684	0.01278	0.02019
Healthy	0.05697	0.0095	0.03883	0	0	0	0.03438	0	0	0	4.12618	5.7827	0.76814	1.78046	0.18324	0	0.53687	0.05697	0.03883	0.19884
Healthy	0.64953	0.09111	0.53562	0	0	0.00912	0.47023	0	0.00294	0	8.6567	1.2828	0	1.18045	0.17375	0.97741	1.98285	0.64953	0.53562	0.00407
Healthy	0.10942	0	0.13255	0	0	0.00398	0	0	0	0	23.7682	1.73579	0	1.21347	0.26925	0.30599	0	0.10942	0.13255	0.25064
Healthy	0	0	0.03086	0.03537	0	0.15298	0	0	0	0	1.65036	0.84756	0	0	0.15591	0.01322	0	0	0.03086	0.01503
Healthy	0.09024	0.00951	0.27171	0.0288	0	0.03568	0	0	0	0	1.37932	9.85232	0	3.978	0.18071	0.67221	0.09277	0.09024	0.27171	0.07096
Healthy	0	0	0	0	0	0	0	0	0	0	3.04774	0.951	0.50441	0.15008	0.06909	0.00696	0.00169	0	0	0
Healthy	0.15326	0.01204	0	0.10794	0	0.02195	0.00126	0.17971	0.00985	0	0.11679	0	1.88633	0	0.00531	0.08001	1.27472	0.15326	0	0.06388
Healthy	0.03007	0.00567	0.00578	0	0.0119	0	0	0	0	0	3.83409	0	0.9033	0.50074	0.23332	0.08564	0.01977	0.03007	0.00578	0.41138
Healthy	0.04209	0	0.04803	0	0	0	0.02299	0	0	0	4.10405	5.65008	0.75971	1.5462	0.11694	0	0.46518	0.04209	0.04803	0.19356
Healthy	0.17776	0	0.20541	0	0.01448	0	0	0	0	0	4.00052	3.41138	5.5304	0.57299	0.60393	0.33881	0.28827	0.17776	0.20541	0.00369
Healthy	2.3716	1.23879	0.76366	0.02058	0	0.04669	0.03317	0.02207	0	0.62274	9.78205	0.01267	26.7035	0.70575	4.37795	0.68787	0.57765	2.3716	0.76366	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.57655	0	0	0.0483	0.03148	1.83632	0	0	0	0.17545
Healthy	0.15956	0.03316	0.4935	0.13278	0	0.51165	0.07125	0.01144	0.02334	0	2.51722	6.28442	6.4636	1.3538	0.10676	0.57189	0	0.15956	0.4935	0.0847
Healthy	0.16959	0.09659	0.35268	0.01176	0.23401	0.58733	0.06226	0	0	0	1.5766	1.71934	1.87627	1.57062	1.98292	1.25633	1.56235	0.16959	0.35268	0
Healthy	0.10426	0.08462	0.03159	0.02724	0	0.08545	0	0	0	0	2.29282	0	2.12722	0	0.13004	0.07389	0.6919	0.10426	0.03159	0.21335
Healthy	1.00283	0	0	0	0	0	0.05052	0	0	0	1.85642	1.51289	3.27466	0.63287	0.44529	0.21749	0.97478	1.00283	0	0.30469
Healthy	0	0.69912	0	0.15199	0.13256	0	0	0	0.00096	0	1.29313	0	0.00126	0	0.58264	0.2686	0	0	0	0.01027
Healthy	0.63394	0	0	0	0	0	0	0	0	0	5.90198	10.1238	0.94707	3.05801	0.07071	0	0.35267	0.63394	0	0.25642
Healthy	0.04901	0	0	0	0	0	0	0	0	0	1.32176	0.14215	0	1.66978	0.05469	0.16254	0	0.04901	0	0.00256
Healthy	0.13289	0.23364	0.16034	0	0	0	0	0	0	0	0	0	0	0	1.03121	0.35692	0	0.13289	0.16034	0.00727
