group	Blautia_A	Streptococcus	Dorea	Longicatena	Faecalimonas	Clostridium_A	Adlercreutzia	Gordonibacter	Eggerthella	Lactococcus	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Blautia_A	Dorea	Flavonifractor
Healthy	0.02201	0	0.03174	0	0	0	0.02569	0	0	0	1.22405	4.9225	0	8.17035	1.15049	0.02174	0.18389	0.02201	0.03174	0.03793
Healthy	0.54982	0	0	0	0	0	0	0	0	0	13.6787	6.02072	3.98593	0.52247	1.13061	0.05942	1.24327	0.54982	0	0
Healthy	0.0996	0.0536	0	0.18671	0.1824	0.39029	0.01036	0.01086	0	0	1.49092	2.34689	5.00717	1.42735	0.01403	0.27605	1.37624	0.0996	0	0.33801
Healthy	0.11302	0	0	0	0	0	0	0	0	0	0.39393	1.70222	8.10427	0.45574	0.60765	0.94805	0	0.11302	0	0
Healthy	0	0	0	0	0	0	0.1373	0	0	0	3.95825	2.21132	0.19961	1.55646	0.30363	0	0.09112	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.3946	32.8988	0	0.37519	0	0	0	0	0	0
Healthy	0.13903	0	0	0.08495	4.53536	0	0.0312	0	0	0	0.19713	0.04311	2.13319	0.05726	0.32042	0.01603	1.34746	0.13903	0	0.00266
Healthy	0	0	0.06589	0	0	0.03917	0.07801	0	0	0	8.3565	3.17735	0.05136	2.96481	1.71799	0	0.08697	0	0.06589	0
Healthy	0.06629	0.06105	0.34938	0	0.05937	0.07449	0	0	0	0	0	0	0	0	1.19581	8.52158	0	0.06629	0.34938	0.41677
Healthy	0.36482	0.00238	0.39391	0	0	0	1.34231	0.04366	0	0	30.8149	10.8797	5.08588	4.94137	1.53398	0.41182	1.44477	0.36482	0.39391	0.01112
Healthy	0	0.07188	0.00191	0	0	0	0	0	0	0	3.41069	0.33868	0	1.34069	0.29691	0.05673	0.27812	0	0.00191	1.41385
Healthy	0.203	0.04178	0.40731	0.01047	0	0.02464	0.00437	0	0	0	3.10792	0.64263	0.06341	0.42114	0.4985	0.50189	0.05465	0.203	0.40731	0.09225
D008545	9.97959	0.95923	0.07712	0.31633	0.09296	0.23529	0.06039	0.11408	0.64876	0.2789	0.05902	0.02572	0.00864	0.03066	0.0247	0.44091	0.00429	9.97959	0.07712	0.25348
Healthy	0	0.05432	0.05143	0	0.35113	0	0	0	0	0.02003	3.7263	0	0	0	0.24875	0.17893	0	0	0.05143	0.06058
Healthy	0.79192	0.36098	0.27774	0.30844	0	0.04906	0.11507	0.21985	0.00688	0.00462	5.01807	0.07269	0.18273	0.40644	0.17945	0.69025	2.6492	0.79192	0.27774	0.00408
Healthy	0.12935	0.1102	0.02758	0.04962	0	0.12243	0	0	0	0	2.29966	0	2.15857	0	0.08465	0.10542	0.61158	0.12935	0.02758	0.19995
Healthy	0.42614	0.49534	0.45329	0	0.16208	0.02091	0	0	0	0.78279	5.39272	2.94227	0	1.41538	0.065	1.29772	0.31888	0.42614	0.45329	0
Healthy	0.4394	0.13172	0.36195	0.02848	0	0.01748	0	0	0	0	4.03194	0.84345	0.10895	0.86361	0.90509	0.38677	0.46059	0.4394	0.36195	0.08889
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.01208	0	0.02128	0	0	0	0	0	0	0	1.87498	0.80182	8.37613	0	0	0	2.36464	0.01208	0.02128	0
Healthy	0.04465	0.01802	0	0	0	0.11133	0	0	0	0	5.18213	0	0	0	0.07597	0.40787	0.05245	0.04465	0	0.10544
Healthy	0.0373	0.01987	0.00978	0	0	0	0.19879	0	0	0	7.65713	0.61543	0.35052	0.71187	0.10633	0.12221	0.1284	0.0373	0.00978	0.00212
Healthy	0.14994	0	0	0	0	0	0	0	0	0	0	2.21299	10.2253	0.49951	0.29187	0.87392	0	0.14994	0	0
Healthy	0.36471	1.0108	0.20406	0	0	0.18068	0.03523	0	0	0	8.62455	3.44851	1.76594	2.77109	0.69862	0.14821	0.03368	0.36471	0.20406	0.01411
Healthy	0	0	0	0	0	0	0.06874	0	0	0	5.47994	0.25598	0.62269	0.42536	0.00581	0.14483	0.02815	0	0	0
Healthy	0.39031	0.06992	0.14706	0.00044	0	0.00665	0.02699	0.01149	0	0	5.76962	1.29812	1.44283	1.9747	0.39898	0.10612	0.26007	0.39031	0.14706	0.03111
Healthy	0	0	0	0	0	0	0	0	0	0	0.09365	1.76912	0	0	0.27053	0.01813	0	0	0	0
Healthy	0.23492	0.03303	0.12304	0.08517	0	0.02818	0	0	0	0	4.65881	0.47435	0.16417	1.44677	0.05988	0.26404	0.03267	0.23492	0.12304	0.01308
Healthy	0.0375	0.02287	0.01071	0	0	0	0.23348	0	0	0	7.7549	0.6305	0.27677	0.67966	0.06159	0.11403	0.09209	0.0375	0.01071	0.00197
Healthy	2.69181	0.16055	1.13421	0	0	0	0	0	0	0	17.4044	11.8794	6.49289	4.70307	5.30875	1.31911	1.45176	2.69181	1.13421	0
Healthy	0.16356	0.02585	0	0	0.09085	0	0	0	0	0	8.32259	5.25405	0.00579	5.83437	1.1636	0.37219	0.5983	0.16356	0	0.19326
D008545	0.14845	0.56601	2.54336	0.4347	0	0.31446	0.53689	0.38771	0.00098	0.00254	0.0078	0.01075	0.00293	0.09401	0.31401	5.58615	0	0.14845	2.54336	0.49867
Healthy	1.08347	0	1.1278	0	0	0	0.03998	0	0	0	8.58025	22.2305	5.99244	1.85037	3.27933	0.04878	0	1.08347	1.1278	0
Healthy	0.06887	0.00215	0.01157	0	0	0.06939	0.00637	0.02579	0	0	0.85075	3.18293	4.59685	0.46082	0.07454	0.17608	0.67306	0.06887	0.01157	0.18588
Healthy	0.10534	0.01444	0	0	0	0	0.03936	0	0	0	4.90281	2.09805	0.61751	0.81843	0.15462	0.00674	0.18891	0.10534	0	0.17209
Healthy	0	1.24677	0	0	0	0	0	0	0	0	0.00125	0	0	0	0.00511	0	0.00225	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.73308	0.98672	0.42532	0.1084	0.05029	0	0	0	0	0
Healthy	0.31708	0.14836	0.04594	0.8666	1.34555	1.48135	0.52105	0.07937	0.00137	0	0.18578	0.41278	14.1537	8.9947	0.02021	1.39369	2.50489	0.31708	0.04594	0.11972
Healthy	1.37881	0.62969	1.32099	0	0	0	0	0	0	0	5.41291	17.3961	0	6.00261	1.48507	3.89868	0.90387	1.37881	1.32099	0
Healthy	0.11127	0.11874	0.03974	0	0	0.03949	0	0	0	0	2.28317	0.83143	5.01861	2.57965	0.53875	0.22169	0.35908	0.11127	0.03974	0.83449
Healthy	0.04611	0.37922	0	0	0	0	0	0	0	0	4.09215	0.69666	0	2.76024	0.60467	0	0	0.04611	0	0.00831
Healthy	1.14523	0	0.17836	0	0	0	0	0	0	0	3.99635	12.0184	0	5.13131	0.90964	0.80409	0	1.14523	0.17836	0
Healthy	0.56188	0.06478	0.28608	0.11374	0	0.17804	0.03552	0.02999	0.00073	0.03118	6.25914	14.9066	0.00158	4.70369	0.22518	1.59929	0.38212	0.56188	0.28608	0.089
Healthy	0.11803	0.08565	0.03945	0	0	0	0.13003	0	0	0	3.62763	2.80319	0	7.21246	0.139	0	0	0.11803	0.03945	0.10979
Healthy	0	0	0	0	0	0.09724	0	0	0	0	1.07571	0	0	0	1.19916	0	4.22563	0	0	0
Healthy	2.332	2.21243	1.68667	0.02534	0	0.12041	0.72857	0.04834	0.01847	0.01434	1.24417	0.80859	0.97543	0	0.11856	7.26931	8.95019	2.332	1.68667	0.0392
Healthy	0	0	0	0	0	0	0	0	0	0	0.07152	1.82578	0	0	0.13745	0.02211	0	0	0	0
Healthy	0	0	0	0	0	0	1.84905	0	0	0	43.918	8.29704	3.48931	2.02983	0.63698	0	1.42719	0	0	0
Healthy	0.02619	0.08596	0.03642	0	0	0	0	0	0	0	1.48175	1.46801	1.57584	0.39629	0.39467	0.59154	0.63418	0.02619	0.03642	0.08789
Healthy	0.08096	0.00312	0.07273	0	0	0	0.06487	0	0	0	3.77448	0.5148	0.36445	2.82113	0.01055	0	0.05625	0.08096	0.07273	0.20885
Healthy	0	0.14909	0	0.17319	0	0	0	0	0	0	0	0	0	0	0	0	1.57438	0	0	0.17572
Healthy	0.19646	0	0.32851	0	0	0	0	0	0	0	0.86119	18.3841	0	1.71791	0.03138	0.3266	0.01118	0.19646	0.32851	0.03772
Healthy	0.16121	0	0	0	0	0	0	0	0	0	3.0314	5.06637	1.68529	2.20858	0.22913	0.01783	0	0.16121	0	0
Healthy	0.52041	0	0.68119	0	0	0	0	0	0	0	3.04289	6.82343	6.64375	1.47639	0.88509	1.10458	0.15239	0.52041	0.68119	0
Healthy	0.00185	0.00686	0.01727	0	0	0	0	0	0	0	1.6601	1.39466	1.06318	1.40903	0.15858	0.04732	0.42452	0.00185	0.01727	0.01491
Healthy	0	0	0	0	0	0	0	0	0	0	6.36178	2.98467	0.17793	0.22323	0.23992	0.03207	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.97079	0.61337	11.4639	0	0	0.10281	0	0	0	0
Healthy	0.02972	0	0.04037	0	0	0	0	0	0	0	4.17623	1.73781	0.00176	13.1554	0.17297	0.09192	0.0857	0.02972	0.04037	0.12584
Healthy	0	0	0	0.01128	0	0.6598	0.08099	0	0	0	2.16178	0	1.36826	0	0.64089	0.40605	0.05288	0	0	0.05683
Healthy	0.00459	0	0.00615	0.0298	0	0.18631	0.00451	0	0	0	1.65366	0.89207	0	0	0.32548	0	0	0.00459	0.00615	0.01052
Healthy	0.03419	0.09223	0.05784	0	0	0	0	0	0	0	1.29517	1.35716	1.58777	0.40299	0.38141	0.59491	0.66456	0.03419	0.05784	0.09636
Healthy	0.26432	1.44786	0.17226	0	0	0	0	0	0	0	5.87132	2.95505	0.01368	0.93742	0.72306	0.10587	0.21433	0.26432	0.17226	0.22034
Healthy	0.18443	0	0.07686	0	0	0	0	0	0	0	2.45404	8.78142	0.108	2.17556	1.38469	0.38502	0	0.18443	0.07686	0.02487
Healthy	0.15261	0.09662	0.07714	0	0	0	0.00223	0	0	0	4.33875	0.70061	6.4294	1.95491	0.29941	0.03475	0.25218	0.15261	0.07714	0.14395
Healthy	0.25385	0.3533	0.23782	0	0	0	0.0311	0	0	0	16.5555	1.36786	0.06543	1.91209	0.23569	0.33398	0.79995	0.25385	0.23782	0.05857
Healthy	0.03202	0.02444	0	0	0	0.09621	0	0	0	0	5.19471	0	0	0	0.06536	0.44642	0.04671	0.03202	0	0.15155
Healthy	0.9475	0.39884	0.73547	0.0159	0	0	0	0	0	0	12.8979	1.69144	2.94463	0.12479	0.09747	3.6915	0.686	0.9475	0.73547	0.00106
Healthy	0.00252	0	0.03097	0	0	0	0.01044	0	0	0	1.30579	5.02223	0	8.10476	0.62923	0.02423	0.22926	0.00252	0.03097	0.04132
Healthy	0.12277	0.19758	0.25277	0	0	0.06691	0.00618	0	0	0	8.76029	14.4097	0.03815	6.45492	0.10836	0.94611	0.18512	0.12277	0.25277	0.0739
Healthy	0	0	0	0	0	0	0	0	0	0	0	41.4364	30.7573	0	1.43403	0	0	0	0	0
Healthy	0.08259	0.08908	0	0	0.09749	0	0	0	0	0	3.49492	0.00127	1.19413	11.92412	0.01409	0.01778	0.00969	0.08259	0	0.04417
Healthy	0.40634	0.21924	0.29781	0.00212	0	0.00446	0.00245	0	0	0.06544	2.78616	0.92754	3.24429	0.74859	0.107	0.3915	0.05307	0.40634	0.29781	0.03433
Healthy	0.74977	0.2094	0	0	0	0	1.06193	0	0	0	9.08445	10.8259	11.2245	6.9661	0	1.50109	0	0.74977	0	0
Healthy	0.06589	0.006	0.00934	0	0	0.06631	0.00396	0.0319	0	0	0.90277	3.30866	4.44646	0.44179	0.35978	0.20426	0.67858	0.06589	0.00934	0.17763
Healthy	0.08177	0.04272	0.23262	0	0	0.00993	0.01024	0.00084	0	0	5.8699	2.91889	11.4915	0.26685	0.31756	0.35518	0.66124	0.08177	0.23262	0.0674
Healthy	0	0.22019	0.05432	0	0	0	0	0	0	0	0.00346	0.69101	0	0	0.71697	0.03012	0.1782	0	0.05432	0
Healthy	0.58319	1.24268	0.35799	0.00651	0	0.00464	0	0	0	0	3.0521	14.7567	8.97917	0.9581	0.12145	0.54641	0.06596	0.58319	0.35799	0.0177
Healthy	0.20218	0	0.10815	0	0	0	0	0	0	0	3.15906	13.5724	6.04433	0.05381	0.07232	0.19057	0.25373	0.20218	0.10815	0.00221
Healthy	0.39356	0	0.40075	0.01804	0	0	0	0	0	0	0.67358	7.38805	0.80257	3.00927	0.50518	0.71261	0	0.39356	0.40075	0
Healthy	0.50191	0.29388	0.38286	0.00018	0	0.0395	0	0.01433	0	0	2.11674	20.1139	0.07611	5.12153	0.03296	3.27596	0.00305	0.50191	0.38286	0.08879
Healthy	0.38034	0.20004	0.13582	0	0	0	0.05657	0	0	0	10.2174	0.16027	0.07585	9.60243	0.80106	0.18444	0	0.38034	0.13582	0
Healthy	0.09934	0.03339	0	0	0	0	0	0	0	0	0.5543	3.17786	0	2.6851	0.1094	0.03826	0	0.09934	0	0
Healthy	0.06773992	0.086032531	0.01957886	0.02172254	0	0.040301	0.0401581	0.0484469	0.0265815	0.0291539	2.25914	5.63784974	0.0698836	5.2421288	0.006145182	0.010289611	0.092177723	0.06773992	0.01957886	0
Healthy	0.23566	0.21074	0.23481	0	0	0	0	0	0	0	4.95131	3.58553	0.22081	0.33289	0.48151	0	0.01494	0.23566	0.23481	0
Healthy	0.32119	0.61639	0.07999	0.00821	0	0.13401	0.46955	0.01281	0.00314	0	5.53074	0.11346	7.61055	0.45592	0.77855	1.11775	1.64001	0.32119	0.07999	0.1625
Healthy	0.00657	0	0.06123	0.00141	0	0.02244	0	0	0	0	5.12146	0	0.38569	3.1594	0.02178	0.14088	0	0.00657	0.06123	0.07007
Healthy	1.56052	4.13266	0.67123	0	0	0	0	0.00211	0	0.04218	2.25887	0.15777	22.3016	8.44856	0.01631	0.24933	4.11043	1.56052	0.67123	0.00359
Healthy	0	0.32085	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0.13865
Healthy	0.07162	0	0.03949	0	0	0	0	0	0	0	1.99781	8.17776	0.57507	0.51627	0.17366	0.13367	0.11066	0.07162	0.03949	0
Healthy	0.025	0	0.20152	0.00058	0	0.03254	0	0	0	0	1.47113	0.35927	2.22292	0.14331	0.19526	0.0692	0.43123	0.025	0.20152	0.03375
Healthy	0	0	0	0	0	0	0.02474	0	0	0	2.10107	0.57076	2.15552	0.27906	0.09142	0	0.16749	0	0	0.01252
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.21622	0	0	8.27181	0	0	0	0	0
Healthy	2.45565	7.1456	0.32496	0.05561	0	0	0.06959	0	0.01302	0	7.08386	0	0.00377	4.85035	0.0012	0.43831	1.21276	2.45565	0.32496	0.01488
Healthy	0.28495	0.24563	0.35289	0	0	0.08544	0.02329	0	0	0	3.54107	7.17362	0	0.71347	0.17793	0.99433	0.41045	0.28495	0.35289	0.03377
Healthy	0.00273	0.17751	0	0.00276	15.30162	0	0	0	0	0.49703	0.00478	0.00112	0.00119	0	0.03404	2.48452	0	0.00273	0	0.17447
Healthy	0.04592	0	0	0	0	0	0	0	0	0	3.28007	1.18206	0	2.59612	0.13905	0	0	0.04592	0	0.1138
Healthy	0.00621	0.02612	0	0.07563	0.47063	0	0	0	0.02495	0	0.00506	9.7466	3.41098	3.62487	0.05614	0.58846	1.04688	0.00621	0	0.01121
Healthy	0.48498	0	0.14655	0	0	0	0	0	0	0	0	0	0.0494	0	0.45404	4.70859	0	0.48498	0.14655	0.06364
Healthy	0.05924	0.04687	0.01161	0	0	0.00913	0	0	0	0	1.0761	0.07039	0.74773	0.03298	0.05727	0.04131	0.92725	0.05924	0.01161	0.16207
Healthy	0	0.03043	4.564	0	0	0	0	0	0	0	0.02408	0.01257	0.00153	0	0.04476	0	2.35296	0	4.564	0
Healthy	0.27154	0.07607	0.48937	0	0	0	0	0	0	0	15.1186	3.74513	3.63344	0.28116	1.59493	0.0852	0.11277	0.27154	0.48937	0
Healthy	0	0	0	0	0	0	0	0	0	0	13.564	0.0367	0	0	0	0	2.05149	0	0	0
Healthy	0.20452	0.02256	0.24833	0.00741	0	0	0.00704	0	0	0	28.8582	3.83749	0.05463	11.25635	0.04842	0.8525	3.19898	0.20452	0.24833	0.32806
Healthy	0.49125	0.66646	0.28001	0	0	0.08515	0.05437	0	0	0.39978	3.49886	2.56004	6.42915	1.20339	1.799	0.39612	0.11558	0.49125	0.28001	0
Healthy	0.20947	0.07772	0.0283	0	0	0.02769	0	0	0	0	4.41194	9.59166	4.70449	1.99239	0.96626	0.287	0	0.20947	0.0283	0
Healthy	0	0.20425	0	0	0	0	0	0	0	0	0	0	0.00365	0	0.64212	0	1.78512	0	0	0
Healthy	0.02403	0	0.00645	0	0	0	0	0	0	0	2.22525	3.53732	0.96064	1.09884	0	0.03121	0	0.02403	0.00645	0.03254
Healthy	1.64084	0.97862	1.47408	0.00547	0	0.27278	0	0.04167	0.00064	0	9.45304	12.4591	7.14427	5.35463	0.01006	2.1431	1.13196	1.64084	1.47408	0.00203
Healthy	0.04768	0	0	0	0	0	0	0	0	0	1.37059	0.11861	0	1.69223	0.01062	0.16615	0	0.04768	0	0.02099
Healthy	0.01078	0.00169	0	0	0	0	0.15859	0	0	0	7.29921	0.29049	0.60843	0.48529	0.06493	0.16001	0.1082	0.01078	0	0.00955
Healthy	0.02708	0.03244	0.04649	0	0	0	0	0	0	0	3.99151	0	1.94268	0.20917	0.19869	0.00784	0	0.02708	0.04649	0
Healthy	2.17126	0.44365	0.44284	0	0	0.66655	0.68222	0.03277	0	0	2.83702	1.58593	0	1.32669	1.70105	0.07113	0	2.17126	0.44284	0
Healthy	0.03711	0	0.00456	0	0	0.03289	0	0.01173	0	0	0.33645	0.26104	0.56984	0	0.02197	0.28126	0.66482	0.03711	0.00456	0.20425
Healthy	0	0	0	0	0	0	0	0	0	0	1.00111	0	0	0	0.08807	1.04961	0	0	0	0.05652
Healthy	0.1464	0	0.23597	0	0	0	0.80443	0	0	0	18.5883	4.05971	0	5.99067	0.63784	0.70684	1.90868	0.1464	0.23597	0
Healthy	0.22712	7.19633	0.01328	0	0	0.03746	0.03821	0	0	0	9.53728	0.20166	5.06398	2.32139	0.86525	0.74356	0.39262	0.22712	0.01328	0.0345
Healthy	0.01862	0.17953	0	0	0.1281	1.22511	0	0	0.07689	0	10.8337	0	0	2.00587	0	0.76773	0.87986	0.01862	0	0.074
Healthy	0.63593	0.309	0.26538	0.00224	0	0.26559	0.02401	0	0	0	5.76993	2.51268	0	2.41505	0.46995	0.89991	0.46236	0.63593	0.26538	0.05824
Healthy	0.64475	0	0.19805	0	0	0	0.10603	0	0	0	3.27257	14.3602	0	4.36714	0.70055	0.78771	0	0.64475	0.19805	0
Healthy	0.32294	16.6398	0.09924	0.02654	1.18849	0.04235	0	0	0	0	2.37781	0	18.2203	0.18197	4.72727	3.0876	0	0.32294	0.09924	0
Healthy	0.02509	0.04858	0.02468	0	0	0	0	0	0	0	1.32729	1.39571	1.64346	0.40856	0.38362	0.5745	0.57896	0.02509	0.02468	0.07674
Healthy	0.04951	0.01663	0.01157	0	0	0	0	0	0	0	1.12375	0.08152	0.75957	0.01328	0.01768	0.02977	0.89556	0.04951	0.01157	0.13701
Healthy	0.38899	0.0131	0.09745	0	0	0.11359	0.07487	0	0	0	18.3281	3.59562	0.01423	0.51759	1.03661	0.1081	0	0.38899	0.09745	0.02109
Healthy	0.04328	0	0	0	0	0	0	0	0	0	1.44688	0.12262	0	1.70649	0.03493	0.18322	0	0.04328	0	0.01876
Healthy	0.02148	0.10194	0.01103	0	0	0	0	0	0	0	5.05959	0.31305	0	1.02675	0.15206	0.04849	0.04906	0.02148	0.01103	0.09946
Healthy	0.37617	0.28956	0.08754	0.00387	0	0.49813	0	0	0	0	0.89583	0	4.6906	0.12542	0.03084	0.00378	1.25652	0.37617	0.08754	0.19821
Healthy	0.12439	0.04105	0.0104	0	0	0	0.10193	0	0	0	3.87401	2.86755	0	6.94371	0.12721	0	0	0.12439	0.0104	0.11278
Healthy	0.02961	0.00907	0.00357	0	0	0.28037	0	0	0	0	4.29103	0.58748	0	0.55041	0.02421	0.15413	0.19312	0.02961	0.00357	0.57762
Healthy	0	0	0.00415	0.01062	0	0.1657	0	0	0	0	1.6249	0.87537	0	0	0.07507	0.01313	0	0	0.00415	0.02727
Healthy	0.08205	0	0.01754	0	0.00051	0.11667	0	0	0	0	10.8513	8.52677	0.76158	0.46038	0.82424	2.19821	0.00339	0.08205	0.01754	0.11873
Healthy	0.75822	0.31557	0.68383	0.00117	0	0.31752	0.01267	0	0	0	17.4011	0	0.00126	5.79729	0.00659	1.19641	0.67321	0.75822	0.68383	0.02203
Healthy	0	0.12313	0.00463	0	0	1.40088	0	0	0	0	3.14028	0	0	0	1.22898	1.62506	0	0	0.00463	0.62965
Healthy	0.12074	0.27247	0.0016	0.10915	1.81591	0	0	0	0.00383	0	5.49107	0.00246	0.58038	5.5048	0.01208	0.09519	0.51558	0.12074	0.0016	0.00513
Healthy	0.28389	0.80679	1.06309	0.03132	0.49096	0.02398	0.09482	0.06126	0.00407	0	3.40304	7.60178	2.21228	3.6493	0.05139	1.29808	0.13939	0.28389	1.06309	0.05888
Healthy	0.45775	0.37608	0.7072	0.0016	0	0.12483	0.02759	0	0	0.59644	6.36972	9.90669	0	1.87418	0.39182	2.1602	0.15016	0.45775	0.7072	0.04492
Healthy	0	0	0	5.92605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.27047	0.22312	1.24695	0.00849	0	0.02715	0.10479	0	0.00287	0	9.06802	2.23623	1.67941	1.49506	0.07328	0.87724	0.93564	1.27047	1.24695	0.01766
Healthy	1.64244	0	0.14764	0	0	0	0.04817	0	0	0	2.43324	4.88074	2.56418	4.19066	0.50597	0.34312	1.39592	1.64244	0.14764	0.4456
Healthy	0.15351	0	0	0	0	3.30504	0	0	0	0	2.23839	0	0	0	3.48305	7.02272	0	0.15351	0	1.14975
Healthy	1.60375	0.02444	0.30988	0.82483	3.19033	0.47326	0	0	0	0	0.28659	16.8664	33.6743	0.44165	4.1452	0.64255	0	1.60375	0.30988	0.0096
Healthy	0	0.65143	0	0	0	0	0	0	0	0	0.00929	0	0	0.00393	0	0	0.26862	0	0	0
Healthy	3.14687	0.01638	1.79382	0	0	0	0	0	0	0	12.0217	1.69392	5.68306	0.50884	2.04213	0.74004	1.90068	3.14687	1.79382	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.23226	0	0.17809	0.00091	0	0.01169	0.01262	0	0	0	3.7955	1.1989	7.72785	0.1556	0.22327	1.07522	0.27924	0.23226	0.17809	0.04975
Healthy	2.04584	0.23665	1.21904	0	0	0.02538	0.30003	0.04607	0.00163	0.62167	0.87115	9.73101	31.3647	0.68128	0.10021	3.42406	0	2.04584	1.21904	0
Healthy	0.13553	0.22468	0.16664	0	0	0	0	0	0	0	0	0	0	0	0.98103	0.91361	0	0.13553	0.16664	0.04839
Healthy	1.28024	0.04979	0.84486	0	0	0	0	0	0	0	3.49802	1.33839	1.07475	0	1.51294	0.95457	4.9657	1.28024	0.84486	0
Healthy	0.15892	2.93431	0.23321	0.00616	0	0.01592	0.00326	0	0	0	2.32371	11.5066	5.78645	3.336	0.50032	1.61807	0.35751	0.15892	0.23321	0.51168
Healthy	2.39395	0	0	0	0	1.7253	0	0	0	0	7.88453	3.95523	3.76414	1.16433	0.55397	0.08122	0	2.39395	0	0
Healthy	0.70656	0.20741	0.83026	0	0	0	0	0	0	0	10.3087	0.00675	0.23047	0.58113	2.66292	0.70719	0.16409	0.70656	0.83026	1.69144
Healthy	0.33864	0.17368	0.68915	0.00085	0	0.04569	0.05004	0	0	0.0699	8.47775	11.5953	0	1.47043	0.46332	1.67756	0.3311	0.33864	0.68915	0.09016
Healthy	0	0.82483	0	0.09629	0	0	0	0	0.15165	0	0	0	0	0	0.03176	0	0	0	0	0
Healthy	0.88669	0.02681	0.29169	0	0	0	0	0	0	0	26.9891	12.5799	9.45837	4.4525	0	2.42016	0.13434	0.88669	0.29169	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89171	0	0	0	0	0
Healthy	0	0	0.07606	0	0	0	0	0	0	0	1.57515	0.08406	0	0.11156	0	0	0	0	0.07606	0
Healthy	0.56276	0.02625	0.07514	0.0518	0.31086	0.00686	0.01038	0	0	0.01056	1.45436	0.8197	0	0.64099	0.03164	1.17527	0	0.56276	0.07514	0.04196
Healthy	1.03824	0.53727	0.42403	0.11258	0.04976	0	0	0	0	0	0.83566	5.61373	2.21193	2.4119	0.00777	1.14031	0.02378	1.03824	0.42403	0.00573
Healthy	0.20732	0.03922	0.00669	0	0	0	0	0	0	0	3.62239	5.447	0.55347	2.0876	0.53166	0.41985	0.24089	0.20732	0.00669	0.03827
Healthy	0	0	0	0	0	0	0.10895	0	0	0	3.31513	2.48758	0.1815	1.60559	0.29104	0	0	0	0	0
Healthy	0.01697	0	0.005	0	0	0	0	0	0	0	1.6384	1.4601	1.11302	1.37163	0.19308	0.01777	0.51608	0.01697	0.005	0.00684
Healthy	0.05596	0.07028	0	0	0	0	0	0	0	0	3.41098	2.05722	0.93386	0.67313	0.04226	0.73801	0	0.05596	0	0.07357
Healthy	0	0	0	0	0	0	0	0	0	0	0.31051	0	0	1.4435	0	0	0.3569	0	0	0
Healthy	0.0858	0.13024	0.09491	0.00011	0	0.02273	0.00155	0.00097	0	0	4.41401	9.36185	3.59647	6.01521	0.00279	0.20086	0.18953	0.0858	0.09491	0.00639
Healthy	0.07419	0	0.05746	0	0	0	0.03461	0	0	0	3.6409	0.54629	0.29401	2.84525	0.60349	0	0.07235	0.07419	0.05746	0.16765
Healthy	0	0	0	0	0	0	0	0	0	0	1.68611	0	1.23667	0.28888	0.46818	0.13654	0	0	0	0.07841
Healthy	0.1762	0	0	0	0	0	0	0	0	0	3.07687	13.6924	2.25468	2.94506	0.06594	0.1622	0.07815	0.1762	0	0
Healthy	0.06493	0.0077	0.18317	0	0	0	0	0	0	0	0.29345	18.0464	0	0.84164	0.27757	0.49888	0.01742	0.06493	0.18317	0
Healthy	0.04164	0.03139	0.02654	0	0	0	0.13336	0	0	0	7.49372	0.18816	0	3.31043	0.74633	0.07345	0.26401	0.04164	0.02654	0.01911
Healthy	0.1754	0.39333	0.13774	0.00548	0	0.24059	0	0.0008	0.01237	0.00462	12.6319	3.62657	7.43111	2.30355	0.77392	0.33261	0.00327	0.1754	0.13774	0.03237
Healthy	1.18404	3.76277	0.50661	0.01599	0	0.0121	0.13545	0	0	0.02095	3.39526	13.6163	20.1928	6.81579	0.67804	1.12372	0	1.18404	0.50661	0.07745
Healthy	0.07299	0.05696	0.02712	0.00491	0	0	0	0	0.01887	0	5.35516	3.19641	9.91859	5.32388	0.47719	0.06277	0.80896	0.07299	0.02712	0.06231
Healthy	1.85203	3.71183	0	0	0	0	0	0	0	0	13.3436	0	0	4.09565	1.01994	0	2.04866	1.85203	0	0
Healthy	0.00927	0.00383	0	0	0	0	0	0	0	0	2.21144	3.38848	0.94638	0.99714	0	0.04315	0	0.00927	0	0.03164
Healthy	2.47901	0	5.08163	0.00272	0	0	0.09369	0	0	0	0.19425	0	0	1.23856	0.18592	1.93359	3.04863	2.47901	5.08163	0
Healthy	0.00282	0	0.00482	0	0	0	0.01532	0	0	0	3.39938	0.12273	0.52152	0.2495	0.28684	0.35171	0.01209	0.00282	0.00482	0
