group	Prevotella	Faecalibacterium	Phytobacter	Ruminococcus_B	Parasutterella	Ruminococcus_C	Bilophila	Faecalimonas	Pseudodesulfovibrio	Rothia	Bacteroides	Mediterraneibacter	Streptococcus	Anaerobutyricum	Blautia_A	Anaerostipes	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	0	7.57085	0	0	0.01643	0.10105	0.05552	0	0	0	6.26844	0.08237	0.03531	0	0.03069	0	0	0.01276	0	0.22619
Healthy	41.125	2.40959	0	0	0	0	0	0	0	0	6.3912	1.08469	0.01289	0.21933	0.19265	0.09793	0.05318	0	0.08619	0
Healthy	0	6.50107	0	0	0	0	0	0	0	0	30.88426	0.17432	0.02139	0	0.02228	0	0.21838	0	0	0.52463
Healthy	0.01619	5.31706	0.01905	0.0002	0.00093	0.04452	0.01962	0	0	0.00937	21.19908	0.21025	0.34933	0.22971	0.14077	0.02443	0.00129	0	0.07988	0.00386
Healthy	0	5.96816	8.72317	1.33553	0	0	0	0	0	0	11.28227	0.74627	1.78662	0.44405	1.20039	0	0	0	0.09345	0.1652
Healthy	0	1.90704	0.04332	0	0.21907	0	0.0889	0	0	0	45.88964	0.15219	0	0.04075	0.0201	0	0.1523	0.03304	0	0
Healthy	0	1.57594	0	0.02325	0	0	0	0	0.00166	0	17.42201	0.35464	0.15456	0.5944	0.16557	0.07377	0.01549	0.0068	0	0.0021
Healthy	67.6069	1.46801	4.29812	0	0	0	0	0	0	0	15.95331	0.11277	0	0	0	0	0.05325	0	0	0
Healthy	0	1.00764	0.15006	0	0.49721	0	0	0	0	0	65.30283	0	0	0	0	0	0.00424	0	0	0
Healthy	0	5.67625	0	0	0	0	0	0	0	0	26.18025	3.96986	0	0	0.46618	0	0	0	0	0
Healthy	1.60786	5.80833	36.3024	0	0.00753	0	0.0053	0	0	0	4.62693	0.02143	0.30198	0.81915	0.58309	0.01171	0.04856	0.12275	0.26148	0.00195
Healthy	0.01499	0.00169	13.1569	0.01303	0	0	0	0	0	0.26675	0.01181	0	0.63046	0	0	0	0	0	0	0
Healthy	0	4.01519	0.11372	0.0124	0.03476	0	0.06235	0	0	0	35.56308	0.08771	0	0	0.17634	0	0.12715	0	0	0.0192
Healthy	0	7.97302	0	0.017	0	0	0	0	0	0	3.86431	1.92096	0	1.61594	0.75131	0	0	0	0	0
Healthy	0	3.35185	0.06304	0	0.04948	0	0.03235	0	0.13879	0	37.94578	0.02076	0	0	0.03847	0	0.39937	0	0	0
Healthy	0	3.29087	0.013	0	0.05193	0	0.02823	0	0.16511	0	37.87078	0.02885	0	0	0.02449	0	0.41347	0	0	0
Healthy	0.00072	0.00017	24.2129	7.51214	0	0	0	0	0	0	40.11565	0.3375	0.008	0	0	0	0.00727	0	0	0
Healthy	0	8.15685	19.1221	0.22978	0.00079	2.27137	0.08584	0	0.00526	0.04522	7.07814	0.0784	0.60294	1.89756	1.30421	0.21363	0.02904	0	0.07093	0.36836
Healthy	0	6.51407	0	0	0	0	0	0	0	0	30.7069	0.19321	0.04078	0	0.07976	0	0.18256	0	0	0.63244
Healthy	0	3.31277	0	0	1.29227	0.19273	0.01172	0	0	0	42.6489	0.21852	0.18376	0	0.09244	0	0.06083	0	0.00388	0
Healthy	44.90344	3.44359	0	0	0	0	0	0	0.06897	0	4.53315	0.27388	0.07353	0	0.00434	0	1.19404	0.0526	0	0
Healthy	0	4.32336	0.19561	0.13252	0.03336	0	0.01257	0	0	0	56.37983	0.03812	0.00989	0.00137	0.02653	0.07894	0.52318	0	0	0
Healthy	0	4.22282	0	0	0	0	0	0	0	0	12.1365	0.512	0.07607	0.62883	2.67305	0.47999	0.16905	0	0.22481	0.11649
Healthy	0	7.52308	0	0.24877	0	0	0	0	0	0	4.74565	0.04533	0.05338	2.14754	2.30008	0.35192	0	0	0	0.02096
Healthy	0	8.73022	0	0	0	0	0	0	0	0	15.3324	5.24578	0.43816	0.14946	0.48299	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	34.28106	11.4936	0	0	0	0	0	0	0	0
Healthy	0	0.89366	0	0	0	0	0.02725	0	0	0	12.16838	0.04463	0.22885	0	0.03628	0.06937	0.29169	0	0	0
Healthy	0.04468	1.13235	0.77207	0	0.00276	0.16884	0	0	0	0	30.76405	0.07111	0.03602	0	0.05225	0	0.18793	0.34027	0	0
Healthy	5.01058	2.50903	0	0	0	0	0	0	0	0	5.34812	0.27648	5.24636	0	0	0	0	0	0	0
Healthy	0.91511	1.65719	0.31482	0	0	0	0	0	0	0	0	1.83397	0.30573	7.20413	2.21805	2.24592	0	0	0.06606	0
Healthy	0	17.6948	0	0	0	0	0	0	0	0	3.99124	0	0	0	0.01392	0	0	0	0.01254	0.14126
Healthy	11.3859	0	0	0	0	0	0	0	0	0	4.17295	0	0	0	0	0	0	0	0	0
Healthy	0	7.32277	0	0	0.01583	0	0	0	0	0	11.60203	0.31199	0.15746	0.48971	0.28034	0.16597	0	0	0.05097	0
Healthy	0	0.42489	0.41186	0	0.09379	0	0	3.7348	0	0	22.06455	2.11832	0	0	0.03091	0	0	0	0.17018	0
Healthy	0	4.03048	1.19728	0.03866	0.00471	0	0	0	0.20793	0	17.57388	0.18522	0	0	0.05782	0	0.19302	0.00431	0	0.01017
Healthy	0.09998	9.03523	0.52522	0.33341	0.90934	0	0.12683	0.00069	0	0	10.58599	0.99496	0.00871	0.72357	0.22132	0.35633	0.32474	0	0.13214	0
Healthy	0	2.54791	0.42124	0	0.09116	0	0.08128	0	0	0	70.95432	1.07531	0.04895	0	0	0	0.69096	0.03798	0	0
Healthy	0	10.7144	0	0.00928	0.00596	0	0.00163	0	0	0	2.37704	0.18316	0	1.20764	1.25493	0.11585	0.00688	0.0037	0	0.02421
Healthy	0	38.2226	0.32244	0.00897	0.00366	0	0.04869	0	0	0	7.52988	2.49479	0.04011	0.46954	0.58059	0.39225	0.07801	0	0.26502	0.03028
Healthy	0	7.91341	0	0	0	0	0	0	0	0	36.7274	0.20534	0.03064	0	0.06063	0	0.25055	0	0	0.61933
Healthy	0	3.97903	0	0	0.0698	2.1006	0	0	0	0	12.24032	0.44472	0.42056	0.24154	0.1896	0.09547	0	0	0.12987	0
Healthy	0	2.98065	0	0	0	0	0	0	0	0	12.17701	0.13769	0.6557	0.69629	0.28555	0.03196	0	0.05971	0	0.24441
Healthy	0	5.18037	0	0	0	0.18263	0	0	0	0	27.25486	0.09294	0.62887	0.01504	0.16649	0.15318	0.03108	0	0.00761	0
Healthy	0.01933	0.04351	4.33422	1.25299	0.21131	0	0.00063	2.52155	0	0	44.38022	0.02254	0.00854	0	0.05943	0.00265	0.05007	0.00106	0	0
Healthy	0.02996	4.53971	0	0	0	0	0	0	0	0	16.02712	0.34319	0.62619	0.61552	0.31594	1.12006	0.03809	0	0	0
Healthy	6.77113	20.6505	0	0	0	1.43395	0	0	0	0	1.06932	0	0	1.21709	0.87095	0	0	0	0	0
Healthy	0.00156	6.70341	2.2402	0.00712	0.01166	0.00564	0.00145	0.10208	0	0	3.52299	0.38488	0.00293	0.2175	0.07195	0.01622	0.0591	0	0.20564	0.00297
Healthy	0	1.62073	0.02163	0.53809	0.11865	0	0	0	0	0	26.12588	0.15826	0	0	0	0	0.0087	0.20573	0	0
Healthy	0	0.21362	0.26419	0	0	0	0	0	0	0	12.14951	0.08944	0	0	0	0	0.07853	0	0	0
Healthy	10.55073	2.35233	0	0	0	0	0.00907	0	0.10709	0	7.44981	0.48594	0.05049	0.06487	0.10387	0	1.04113	0.01607	0.01709	0
Healthy	7.05047	3.42408	5.86109	0	0.00225	0	0.00507	0	0.07603	0	8.98326	1.87865	0.17403	0	0	0	0.72668	0.01536	0	0
Healthy	0	0.58674	0.16977	0	0.01512	0	0.00509	0	0	0	7.98091	4.29913	0	0.03327	0.00672	0	0.06264	0	0	0
Healthy	11.40241	21.1607	3.80529	0	0	0.16122	0	0	0	0	0	0.73659	0	0.06031	0.24075	0	0.01127	0	0.13347	0
Healthy	0	0	0	0	0	0	0	0	0	0	25.0955	0.22869	0	0	0	0	0	0	0	0
Healthy	4.03348	7.45658	0	0	0.06362	0	0.04119	0	0.15852	0	9.74315	0.12846	0	0.89359	0.49533	1.05271	1.35541	0.02242	0.24302	0
Healthy	0	8.58237	0.83011	0.10567	0.02833	0	0	0	0	0	17.051	0.54637	0.2824	2.1455	0.25937	0.27443	0.17662	0	0	0
Healthy	33.8625	0.42426	0.12133	0	0.24998	0	0	0	0	0	12.77367	0.57036	0	0.09494	0.03408	0.06005	0	0.02026	0.01274	0
Healthy	0.11546	26.121	0.01803	0	0	1.33457	0.0037	0	0	0.0024	22.91796	0.14104	0.37978	0.10134	0.14399	0.0084	0.01291	0.06315	0.12056	0.03101
Healthy	0	3.24652	0.03682	0	0.05471	0	0.00871	0	0.15552	0	37.87138	0.01859	0	0	0.03879	0	0.43285	0	0	0
Healthy	0	3.22054	0	0	0.03036	0	0	0	0.18615	0	37.12039	0.0065	0	0	0	0	0.36389	0	0	0
Healthy	56.7436	9.97329	0.71933	0.00021	0.09149	0.25713	0.00796	0	0	0	5.70375	0.14027	0.01961	0.01208	0.08497	0.00259	0	0	0.09428	0
Healthy	0.09845	15.3799	0	0.00316	0.03544	0	0	0	0	0	62.35105	0.08427	0.02727	0.00491	0.01013	0.01601	0.04365	0	0	0
Healthy	0	1.85571	0.05155	0	0.00502	0	0.07916	0	0	0	30.02614	0.40573	0.00698	0.02214	0.01654	0	0	0.04139	0	0
Healthy	0	4.9223	0	0	0	0	0.14692	0	0.0677	0	14.06725	0.0469	0.00652	0.50495	0.26913	0.1019	0.0603	0.00428	0.05246	0.03935
Healthy	23.1926	29.9608	0.06232	0	0	0.04171	0	0	0	0.0319	0	0.05509	0	0.07043	0.41087	0.36311	0	0	0.36277	0
Healthy	0	6.33361	20.2688	3.44212	0.12062	0	0	0	0	0	11.63657	0.2077	0	0.1051	0.06157	0	0.0112	0	0	0.00309
D006973	0.72	21.1269	0.5017	0.0089	0	0	0	0	0	0	8.00572	0	0	0	0	0	0.10068	0.05511	0	0
Healthy	1.88702	9.26578	0	0	0	0	0	0	0	0	3.79992	1.06205	0	1.6768	0.81892	0	0	0	0.35362	0
Healthy	0	10.7155	15.2821	0.02406	1.5232	0.00383	0.04744	0.25703	0.00757	0	10.31508	0.12706	0.06912	0.21882	0.11198	0.01922	0.14291	0	0	0
Healthy	0	4.99013	0.03885	0	0.00202	0	0.06939	0	0	0	35.1011	0	0.01566	0.02564	0.09891	0	0.21481	0	0	0.21152
Healthy	0.14019	8.22775	0.00224	0	0.00269	0	0.06375	0	0	0	41.5761	0.06029	0	0.10887	0.06987	0	0.34942	0.00925	0	0
Healthy	0	8.78987	0	0	0	1.06615	0	0	0	0	11.11183	0.17697	0.03248	2.00066	0.74526	0.19169	0.09605	0	0	0.00674
Healthy	67.7502	1.35626	4.70406	0	0	0	0	0	0	0	15.56285	0	0	0	0	0	0.06161	0	0	0
Healthy	0	2.41673	0	0	0.1365	0	0.2696	0	0	0	29.13299	3.42874	0	0	0.16843	0	1.58253	0.17422	0	0
Healthy	0.05229	3.05584	6.22818	0	0.00356	0.00246	0.0049	0	0.08153	0	3.27985	0.72673	0.00384	1.75304	1.01361	0.03305	0.18817	0.02559	0.31468	0.00561
Healthy	69.0825	2.03666	0	0	0	0	0	0	0	0	2.701	0.62665	0.08385	0.21378	0.05603	0.26081	0	0	0.06308	0
Healthy	0	4.05151	0.33311	0.04896	0.16693	0	0	0	0	0	57.17879	0.10635	0	0	0	0	0.41519	0	0	0
Healthy	10.7169	7.11453	14.5864	0	0	0	0	0	0	0	4.32156	0.65461	0	0.48988	0.24783	0	0	0	0	0
Healthy	0	1.37517	0.62844	0.11688	0	0	0	0	0	0.03882	19.54549	0.83871	6.12311	2.16175	0.63829	0.27567	0.48622	0	0.08859	0
Healthy	0	18.2422	0.0125	0.00175	0.03028	0	0.00309	0	0	0.00462	3.72978	1.08358	0.44925	4.89464	0.7162	0.41659	0.04255	0	0.22037	0.01769
Healthy	29.9327	2.61606	0.89131	0	0.02279	0	0	0	0	0.00518	2.24127	0.89301	0.26561	0.04777	0.31225	0.00632	0	0	0.12947	0
Healthy	0	1.82597	0.01709	0	0	0	0.05691	0	0	0	32.4315	0.37258	0.00428	0.01501	0	0	0.00175	0.0343	0	0
Healthy	66.9454	2.1204	0	0	0	0	0	0	0	0	0	0	0.37544	0	0.04854	0	0	0	0.36076	0
Healthy	34.3596	4.39199	1.50545	0.82674	0	0	0.02493	0.06708	0.00804	0.00128	18.52048	0.07618	2.81311	0.83084	0.00646	0.17009	0.04793	0	0	0
Healthy	0	6.48381	20.0153	3.39034	0.11924	0	0	0	0	0	11.48752	0.2163	0	0.10406	0.06431	0	0.0099	0	0	0.002
Healthy	0	7.38846	0	0	0	0	0	0	0	0	39.04268	11.0056	0	0	0	0	0	0	0	0
Healthy	0	29.932	0.1481	0	0.31473	0.0357	0	0	0	0.02803	4.60442	1.51094	0	0.10117	0.43667	0	0.02249	0	0.59161	1.41937
Healthy	0	4.8257	0	0	0.00311	0	0	0	0	0	14.69425	0.11507	0.47324	0.90335	0.27736	0.73087	0	0	0.10314	0
Healthy	2.48117	19.1433	0	0	0	0	0	0	0	0	1.19463	1.9737	0.34832	1.32977	2.89407	0.23984	0	0	0.17445	0
Healthy	0	3.50928	0	0	0.42151	0	0	0	0.10614	0	24.13278	0.04954	0	0.04208	0.06924	0	0.16165	0.03573	0.00263	0
Healthy	33.60966	2.43901	0.09828	0	0.04404	0	1.51625	0	0.0531	0	17.06465	0.212	0	0	0	0	0.3261	2.14546	0	0
Healthy	0	6.92447	14.8688	0.03202	1.61473	0	0.03915	0.03847	0.00822	0.03119	12.0161	0.01785	0.27704	2.25275	0.81281	0.05348	0.17744	0	0	0
Healthy	0	0.00714	0	0	0	0	0.00973	0.00082	0	0	3.05024	0	3.37714	0	0	0	0	0	0	0
Healthy	0	3.39665	0	0	0	0	0	0	0	0	49.7336	1.48356	0	0.13518	0.20368	0.09487	0.05394	0.02878	0.06642	0
Healthy	0	0.1016	1.08666	0.32438	0	0	0	0	0	0	58.37071	0.14077	0	0	0	0	0.01213	0	0	0
Healthy	0	0	36.0243	0	0	0	0	0	0	0.11376	8.87979	0	0.23593	0	0	0	0	0	0	0
Healthy	0	0	0.01087	0	0	0	0	0	0	0.05824	0	0	2.2691	0	0	0	0	0	0	0
Healthy	0	6.29333	0	0	0.00749	0	0.0373	0	0.05375	0	17.85553	0.73753	0	0.3014	0.27573	0.17145	0.06154	0.06312	0.10786	0.00979
Healthy	0	4.46993	0	0	0	0.00864	0	0	0	0	33.48189	0.21501	0.33229	0	0.0197	0.00668	0.06085	0	0	0
Healthy	0	3.98056	0	0	0.22653	0	0	0	0.01792	0	23.9174	0.12649	0.08611	0	0.11983	0	0.12811	0.02816	0.01513	0.12822
Healthy	0	5.85146	0.31831	0.71785	0.20202	0	0.15367	0	0	0	5.90317	0.53867	0.7474	1.28394	1.03689	2.10245	0	0.07372	0.08059	0.15069
Healthy	0	0.8535	0.08662	0	0	0.01063	0.00501	0	0	0	9.5589	0.05036	0.3206	0.15194	0.41095	0.05272	0.19543	0.38607	0.01225	0
Healthy	0.10403	1.10758	0.01385	0.08884	0	0	0.04644	0.02372	0.01416	0	4.45426	0.00534	0.13924	5.46255	2.8083	0.87025	0.31609	0.05742	0	0.32931
Healthy	0	1.71623	0.22738	0	0	0.01532	0	0	0	0	8.37093	0.64331	0.01704	0.37583	0.42358	0.04017	0.02426	0.01825	0.40859	0
Healthy	1.2148	9.84138	0.05094	0.10143	0	0	0	0	0	0	0	0.24527	0	4.79554	6.68896	3.79678	0	0	0.89721	0
Healthy	0	4.84495	0.08454	0	0.01157	0	0	0	0.1177	0	22.59903	0.19775	0	0.01349	0.08407	0	0.14206	0.01223	0	0.0158
Healthy	0	3.51784	0	0	0.16362	0	0	0	0	0	24.49112	0.13701	0.04866	0	0.11943	0	0.14559	0.03263	0	0.13274
Healthy	0	4.76184	0	0	0.03627	0	0.01487	0	0	0	39.72094	0.51987	0.45093	0	0.07525	0	0.01833	0.02931	0	0
Healthy	0.04251	17.4317	0.49409	0.00669	0	0	0	0	0	0.00081	1.25233	0.14153	0.33725	0.84883	0.37883	3.88971	0.01574	0	0	0
Healthy	0	0.0234	7.10518	0.81659	0	0	0.00089	0.45638	0	0	27.82386	0.06539	0	0	0.03951	0	0	0	0	0
Healthy	0.01945	1.33901	7.87846	0.11467	0	0	0.03054	0.32239	0	0	35.06457	0.03446	0.18153	0	0.00951	0.00233	0.08299	0	0	0
Healthy	0	6.04399	0.0312	0.00913	0.21175	0	0	0	0	0	21.54466	0.18573	0	0.22058	0.24929	0.05247	0	0.09083	0	0
Healthy	0	0.10156	1.42355	0.34972	0	0	0	0	0	0	59.20022	0.09315	0	0	0	0	0.00593	0	0	0
Healthy	0	3.36801	0	0	0	0	0	0	0	0	10.7046	1.06106	0	0	0	0	0	0	0	0
Healthy	0	8.34784	0	0.01996	0.03296	0.01507	0	0	0	0	19.41768	2.90194	0	0.03849	0.31291	0.95088	0.00251	0	0.15563	0
Healthy	0	5.69139	0	0	0	0.07391	0	0	0	0	5.69304	0.2635	0.88816	0	0.15198	0.23122	0	0	0.33937	0
Healthy	0.05205	0	2.02486	0	0	0	0	0	0	0	5.96015	0.27937	0	0	0.14765	0	0.00453	0	0	0
Healthy	0	25.0036	0	0.02091	0.04801	0.04354	0.0846	0	0	0	2.83283	0.2834	0	0.03677	0.04841	0.0144	0.16482	0.11362	0.01864	0
Healthy	0.08642	4.945	0.09578	0.00731	0.11328	0	0.1537	0.00258	0.00965	0	29.30225	0.07849	0.15366	1.73624	0.14317	0.24662	0.1475	0	0.14251	0.02645
Healthy	0	0	0	0	0	0	0	0	0	0	10.9309	0	0	1.42362	0	0	0	0	0	0
D006973	0.01882	20.4443	22.2238	0.00508	0.07832	0	0.05915	0.3489	0	0.00146	6.00481	0.01039	0.01399	0.01841	0.11018	0.04636	0.06495	0	0	0
Healthy	0	0.70648	0	0	0	0	0.06034	0	0	0	11.83963	1.06502	0.00856	0	0	0	1.04713	0	0	0
Healthy	33.53986	1.73956	0	0	0	0	0	0	0	0	0.24584	0	0	0.04224	0.10676	0	0	0	0	0
Healthy	1.63415	5.36463	0.0023	0.00579	0.07328	0.02066	0.14494	0.11897	0	0	8.83397	0.04607	0.04854	2.60757	0.90091	0.33024	0.06638	0.39161	0.3071	0.0503
Healthy	0	4.8788	0.12705	0.00705	0.00263	0.54386	0.00439	0	0.01871	0.02054	22.8447	0.16168	0.15964	0.25147	0.42212	0.24183	0.16456	0.18658	0.0739	0.03885
Healthy	29.9477	1.39588	0.01534	0.01409	0.00604	0.03236	0	0	0	0	3.90318	2.20122	0	0.41643	0.10507	0	0.01025	0.12638	0.07053	0
Healthy	0.00861	0	0.11158	0.1963	0	0	0	0	0	0	70.0283	1.60447	0.23597	0.45814	0.10923	0.01439	0.02291	0	0	0
Healthy	0	2.2851	0	0	0.01783	0	0.1146	0	0.057	0	16.45398	0.31951	0	0	0	0	0	0	0	0.04592
Healthy	0	2.0372	0	0	0	0	0	0	0	0	17.38139	0.21454	2.84626	0.67256	0.1863	0.20873	0	0	0.0347	0
Healthy	0	5.37303	0.06915	0.08081	0.00712	0	0.00321	0	0	0	22.25476	0.08064	0.01818	0.01017	0.03852	0	0.12553	0	0	0
Healthy	0	12.5829	4.52288	0.28563	0	0	0	0.00059	0	0.02022	4.66915	0.01192	0.47669	0.05025	0.09738	0.09319	0	0	0	0
Healthy	0	2.3388	0.11908	0	0.02393	0	0.11479	0	0	0	15.96642	0.11988	0	0	0	0	0.03665	0.05758	0	0.09883
Healthy	0	15.615	0	0.70298	0.04424	0	0	0.36057	0	0	14.52447	4.70194	0.33301	0	0.03741	0.37292	0	0	0	0
Healthy	0	0.8132	0	0	0.03886	0	0	0	0	0	37.36584	0.12224	0	0.04766	0.23723	0	0	0	0.06892	0
Healthy	0	4.38932	0	0.14987	0	0	0	0.01778	0	0	31.23353	0.74918	0	0.47956	0.46135	0.1254	0.24317	0	0	0.03346
Healthy	33.50712	2.44719	0.03415	0	0.07528	0	1.60839	0	0	0	16.93503	0.20813	0	0	0	0	0.34547	2.16556	0	0
Healthy	0	3.1183	0	0	0.06469	0	0.01884	0	0.18397	0	37.63703	0.01277	0	0	0.03335	0	0.46318	0	0	0
Healthy	29.5591	0.42542	0	0	0	0	0	0	0	0	3.00302	0.09489	0	1.04188	0.52043	0.38484	0	0	0.06685	0
Healthy	0	3.0777	0.73345	0.02596	0.03584	0.08078	0.01314	1.86341	0.00163	0	7.23953	0.0046	0.32499	1.29776	0.03941	2.24446	0.03266	0.0284	0	0.21642
Healthy	0	1.86382	0	1.71147	0.13706	0	0	0	0	0	29.45932	0.27214	0	0.00871	0.21375	0	0.04382	0.13955	0	0
Healthy	11.6808	0.14081	0	0	0	0	0	0	0	0	5.57066	0.65261	0.66423	0.30393	0.09639	0.16685	0	0	0.10353	0
Healthy	0	0.0676	0	12.1577	0	0	0	8.73644	0	0	7.93663	0.19616	0.02681	0.39637	0.46655	0	0.01841	0	0.02124	0
Healthy	0	1.16847	0	0	0.00395	0	0	0	0	0	16.32916	0.14506	0.74462	0.59772	0.47006	0.16933	0	0	0.01217	0
Healthy	0	0.23781	0	0	0	0	0	0	0	0	36.8957	0.35581	0	1.03165	0	0	0	0	0	0
Healthy	10.0931	0.6775	0	0	0.21817	0	0	0	0	0	8.76423	0.49132	0	0.38706	0.23314	0	0	0	0.15263	0
Healthy	6.9679	2.95363	0	0	0	0.00747	0	0	0	0	4.76478	4.36374	0	1.63333	0.39103	0.7632	0.1855	0.16113	0	0
Healthy	0	1.00649	0	0.0027	0	0.02036	0.0272	0	0	0	23.0905	0.40223	0.04842	0.31822	0.10817	1.04422	0.10192	0	0	0.02517
Healthy	0	0.58912	2.17703	0	0.27962	0	0.03428	0	0.06315	0	36.14681	0.0223	0	0	0	0	0.17659	0.24801	0	0
D006973	0	17.1974	2.1614	0	0.00736	0.08301	0.02177	0	0	0	17.78872	0.25599	0.0592	0.02161	0.06666	0.0011	0.00885	0.03009	0.0193	0.00345
Healthy	0	2.8001	0.20562	0	0	0	0	0	0	0	64.73063	2.43138	0	0	0	0	0.02756	0	0	0
Healthy	0	3.10301	0.156	0	0.14888	0.05623	0.06696	0	0.01619	0	27.79068	0.09343	0.11649	0.0811	0.04387	0	0.05683	0.07651	0	0
Healthy	0	2.22941	0.19592	0	0.22545	0	0.01671	0	0	0	51.31553	0.03616	0.27816	0.00828	0.04581	0	0.05435	0.34418	0	0
Healthy	0	7.6323	1.9803	0.36403	0	0	0.00052	0.08073	0.00987	0.01732	15.68148	0.02649	8.41328	0.16193	2.23221	0.50926	0.01001	0	0.21343	0.00817
Healthy	0.04428	1.09804	0.8409	0	0.02357	0.16104	0	0	0	0	31.06814	0.11971	0.04759	0.01677	0.04487	0	0.16062	0.33978	0	0
Healthy	0	12.4119	0	0.00056	0	0	0.00644	0	0	0	4.62284	0.33176	0.01669	0.22845	0.15608	0.0409	0.03801	0	0.22257	0.15134
Healthy	0	1.34106	0	0.04304	0	0.01964	0.0732	0	0	0	39.53746	0.31034	0	0	0	0	0.04848	0.0049	0	0.01432
Healthy	17.25251	4.19292	0.0166	0.06195	0	0	0.03875	0.01498	0.00424	0	6.98412	0.17236	0.0057	0.44087	0.31818	0.10915	0.03572	0.32856	0.37966	0.00302
Healthy	0	16.1297	0.14608	0.17592	0	0	0	0	0	0	10.6219	0.28558	0.03945	0.04633	0.12684	0.07962	0.00121	0	0	0
Healthy	83.3367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.22405	0	0.07774	0	0.01077	0.04723	0	0	0	39.01676	1.15049	0	0	0.02201	0	0.03793	0.02214	0	0.02569
Healthy	0	13.6787	1.46894	0	0	0.12138	0.06927	0	0	0	9.83703	1.13061	0	1.23848	0.54982	0.46479	0	0	0.18539	0
Healthy	0	1.49092	8.92773	0.0029	0.04227	0	0.05274	0.1824	0	0	26.01512	0.01403	0.0536	0.41985	0.0996	0	0.33801	0	0	0.01036
Healthy	0.17636	0.39393	2.36936	0	0	0	0	0	0	0	4.64768	0.60765	0	0	0.11302	0	0	0	0	0
Healthy	0	3.95825	0	0	0	0	0	0	0	0	21.4245	0.30363	0	0	0	0	0	0	0	0.1373
Healthy	25.1707	0.3946	0	0	0	0	0	0	0	0	18.91367	0	0	0	0	0	0	0	0	0
Healthy	0.09597	0.19713	0.88981	0	0.16422	0	0	4.53536	0.1109	0	36.30841	0.32042	0	0	0.13903	0.02048	0.00266	0	0.71082	0.0312
Healthy	0	8.3565	0.01881	0	0.01364	0	0	0	0.01538	0	10.94644	1.71799	0	0	0	0	0	0.01802	0	0.07801
Healthy	0	0	2.8324	0.01341	0.07304	0	0.03013	0.05937	0	0	42.40579	1.19581	0.06105	0	0.06629	0	0.41677	0	0	0
Healthy	0	30.8149	0.15672	0	0.28218	0.04545	0	0	0	0.01863	4.73312	1.53398	0.00238	0.1328	0.36482	0	0.01112	0	0.53096	1.34231
Healthy	45.61821	3.41069	0	0	0	0	0	0	0.02589	0	4.60766	0.29691	0.07188	0	0	0	1.41385	0.04428	0	0
Healthy	15.0765	3.10792	0	0	0.00858	0	0	0	0	0	9.11705	0.4985	0.04178	0.34197	0.203	0.04049	0.09225	0.00517	0.19834	0.00437
Healthy	0	3.7263	0.48329	1.50839	0	0	0	0.35113	0	0	9.08989	0.24875	0.05432	0	0	0.05012	0.06058	0	0	0
Healthy	11.1618	5.01807	0	0.28696	0.05381	0	0	0	0	0	14.95988	0.17945	0.36098	1.94997	0.79192	0.10811	0.00408	0	0.51608	0.11507
Healthy	0	2.29966	0.55057	0	0.04039	0.09839	0.0016	0	0	0	13.88018	0.08465	0.1102	0.07633	0.12935	0	0.19995	0.17427	0	0
Healthy	0	5.39272	20.3087	0.11689	0	0.04813	0	0.16208	0.01188	0	10.5258	0.065	0.49534	1.76033	0.42614	0.21422	0	0.0163	0.39519	0
Healthy	11.0211	4.03194	13.8295	0.00777	0	0.00583	0.00375	0	0	0.00297	1.84394	0.90509	0.13172	0.70712	0.4394	0.02723	0.08889	0.05884	0.16875	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.87498	0	0	0	0	0	0	0	0	3.09771	0	0	0.02376	0.01208	0.37877	0	0	0.57054	0
Healthy	0	5.18213	0.10908	0.07228	0.00437	0	0.00322	0	0	0	22.26964	0.07597	0.01802	0.00875	0.04465	0	0.10544	0	0	0
Healthy	0	7.65713	0	0	0.01483	0.07166	0.0692	0	0	0	6.41146	0.10633	0.01987	0	0.0373	0	0.00212	0.03986	0	0.19879
Healthy	0.04463	0	1.9833	0	0	0	0	0	0	0	6.06432	0.29187	0	0	0.14994	0	0	0	0	0
Healthy	0	8.62455	0.14376	0.02343	0.15579	0.25331	0.21011	0	0	0	28.07828	0.69862	1.0108	0.34331	0.36471	0.36071	0.01411	0.00229	0.08176	0.03523
Healthy	0	5.47994	0	0	0	0.04331	0	0	0	0	9.67778	0.00581	0	0	0	0	0	0	0	0.06874
Healthy	0.02037	5.76962	0.05114	0.00472	0.0016	0	0.00543	0	0	0.00407	7.91926	0.39898	0.06992	0.40984	0.39031	0.5608	0.03111	0.00461	0.1402	0.02699
Healthy	0	0.09365	0.98729	0.2934	0	0	0	0	0	0	57.97534	0.27053	0	0	0	0	0	0	0	0
Healthy	34.4071	4.65881	0	0	0.06823	0.02542	0.03431	0	0	0	3.38757	0.05988	0.03303	0.33856	0.23492	0.19339	0.01308	0.04887	0.09218	0
