group	Prevotella	Faecalibacterium	Phytobacter	Ruminococcus_B	Parasutterella	Ruminococcus_C	Bilophila	Faecalimonas	Pseudodesulfovibrio	Rothia	Bacteroides	Mediterraneibacter	Streptococcus	Anaerobutyricum	Blautia_A	Anaerostipes	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	0	3.71081	0	0	0	0	0	0	0	0	43.80512	0.35658	0	0	0	0	0.01418	0	0	0.02253
Healthy	0.04015	0.01253	32.5133	0.00043	0	0	0	0	0	0.06362	0.00319	0.00845	8.45016	0	0	0	0	0	0	0
Healthy	0	2.90846	0	0	0	0	0.012	0	0	0	27.07023	0.13564	0	0	0.74054	0.03315	0.34447	0	0.02918	0
Healthy	0	0.00029	13.9792	0.00232	0	0	0	3.27508	0	0	0.14565	0.00039	0	0	0	0.11186	0.37022	0	0	0
Healthy	0	4.36374	0.01292	0.02073	0	0.02525	0	0	0	0	7.28039	0.96269	0.04295	1.18746	0.83344	0.37331	0.06209	0	0.09485	0.07529
Healthy	0	0.98942	0.21333	0	0.47338	0	0	0	0	0	64.26404	0.09122	0	0	0	0	0.05978	0	0	0
Healthy	0	1.45414	0	0.15197	0.1777	0	0	0	0	0	21.33517	0.14889	0	0	0.03468	0	0.00249	0.22139	0	0
Healthy	0	17.035	0	0	0.00909	0.04775	0	0	0	0.00384	2.9696	2.14216	0.42771	0.69017	0.97224	0.13437	0.00694	0.04684	0.39283	0.09943
Healthy	0	0.72061	0	0	0.02417	0	0	0	0	0	22.49797	0	0	0	0	0	0	0	0	0
Healthy	0	0.87445	0	0	0	0	0.03104	0	0	0	12.70074	0.07065	0.20247	0	0.02453	0.03598	0.39471	0	0	0
Healthy	0	0.87486	31.3729	0	0	0	0	0	0	0	12.81743	1.20461	0	0.08195	0.09957	0.09095	0	0	0	0
Healthy	33.79405	2.39949	0	0	0.03129	0	1.52606	0	0.05234	0	18.75408	0.17744	0	0	0	0	0.34607	2.17159	0	0
Healthy	0	9.29104	0	0	0	0	0	0	0	0	31.94919	0.50269	0.44688	0	0.22411	0.21209	0	0	0	0
Healthy	0	3.84607	0.02945	0	0.02946	0	0.09324	0	0	0	35.71129	0.02969	0	0	0.19399	0	0.08334	0	0	0.00978
Healthy	29.9977	1.21897	0	0.01852	0.01592	0.00747	0	0	0	0	3.9384	1.89017	0	0.35948	0.13808	0	0.01319	0.12374	0.04102	0
Healthy	0.0049	10.3558	0	0.00772	0	0	0.00606	0	0	0	26.61971	0.72161	0.01043	0.0865	0.09905	0.01251	0	0	0.05576	0
Healthy	12.5359	2.31772	0	0	0	0	0	0	0	0	20.76982	0.9145	0	1.40165	1.10495	0.65419	0	0	0	0.20674
Healthy	0	4.35958	1.2049	0.049	0.0069	0	0.0051	0	0.20212	0	17.98069	0.132	0	0	0.06774	0	0.16289	0.00624	0.03132	0.02397
D006973	0	16.4368	1.6157	0	0.05222	0.03359	0.06045	0	0.01386	0	22.80113	0.00193	0	0	0	0	0.0546	0	0	0
Healthy	0.00442	5.18205	0.00505	0.01557	0	0	0.00325	0.01521	0	0	1.48918	0.00138	0.5075	1.65328	0.22608	0.84985	0.04461	0	0	0.28854
Healthy	0	4.28301	0.26918	0.1409	0.03327	0	0.00767	0	0	0	56.39772	0.01725	0.00185	0.01053	0.02186	0.05947	0.61689	0	0.00479	0
Healthy	0	6.68161	0.00945	0.01524	0.0191	0	0.03244	0	0	0	28.33327	0.10067	0	0	0	0	0.1843	0	0	0
Healthy	0	0	7.74985	4.49294	0	0	0	0	0	0	72.1312	0.26963	0.05044	0	0	0	3.37969	0	0	0
Healthy	0	3.59901	0	0	0	0	0	0	0	0	44.32876	0.26488	0	0	0	0	0	0	0	0.00302
Healthy	40.4759	1.95734	0.06281	0	0	0	0	0	0	0	5.84769	0.4606	0.08129	0.01975	0.03079	0	0.04482	0.20375	0	0
Healthy	0	0.03374	22.8601	6.37102	0	0	0	2.65249	0	0.05834	10.98726	3.47398	0.11782	3.89371	0.39222	0.30386	0.26053	0	0	0
Healthy	0	1.70432	0.02112	0.11527	0.27769	0	0	0	0	0	20.01522	0.0509	0	0	0.0541	0	0.04251	0.21538	0	0
Healthy	0	1.58494	0.5002	0	0	0	0.00119	0	0.07944	0	4.42746	0.27085	0.06102	0.66433	0.18021	0.03721	0.22585	0.21458	0.07979	0.02079
Healthy	0	5.33615	0.08051	0	0	0	0.07621	0	0	0	44.33524	0.13298	0	0.30436	0.04287	0	0.09694	0	0.03903	0
Healthy	66.9175	0.19194	0	0	0	0	0	0	0	0	4.7139	0.34644	0	0.21395	0.1279	0	0	0	0	0
Healthy	0	5.33892	0.2624	0.00738	0	0.08638	0	0	0.00874	0	10.49568	0.02803	0.6215	0.67225	0.45702	0.05076	0.07134	0	0.2045	0
Healthy	0	3.36616	0	0	0.00407	0	0.05276	0	0	0	5.1105	1.88341	0	0	0	0	0	0	0	0.08056
Healthy	0	0.00099	43.4978	0	0	0	0	0	0	0.21487	1.39842	0	0.83807	0	0	0	0	0	0	0
Healthy	0.29309	0.74589	1.83613	0.05433	0	0.01973	0	0	0.23576	0	7.15562	2.69161	0.02942	0.12357	0.03799	0.00133	0	3.78458	0.07032	0
Healthy	0	0	62.5387	0	0	0	0	0	0	0.00775	20.80215	0	0.05253	0	0	0	0	0	0	0
Healthy	0	1.85224	0.05983	0	0.27631	0	0.08689	0	0	0	46.01726	0.20496	0	0.05138	0.01819	0	0.13844	0.02253	0	0
Healthy	67.2486	1.30134	4.06977	0	0	0	0	0	0	0	16.18652	0	0	0	0	0	0.08265	0	0	0
Healthy	0.16475	8.97394	0.07852	0.02884	0	0	0	2.55499	0	0.00454	0.00659	0.13936	0.02291	0	0.00365	0.2991	0.24972	0.00035	0	0
Healthy	1.62751	3.60867	2.07863	0	0	0	0	0	0.13869	0	4.75276	0.51545	0	0.00544	0.14612	0.00533	0.19217	0	0.03001	0
Healthy	0	4.93733	0	0	0.03146	0	0	0	0	0	16.1772	0.23054	0.19785	0.98426	0.2167	0.16637	0	0	0.15124	0
Healthy	0	5.95576	0.97398	0.00521	0.11219	0.17763	0.0363	1.32336	0	0	15.93187	1.29722	0	0.45028	0.40161	0.23568	0.34667	0	0.23032	0.10046
Healthy	0	8.7384	1.9444	0	0.0005	0.25195	0	0	0	0	13.87833	0.04053	0.28291	1.12538	0.67419	0.81271	0.00622	0	0.54362	0.89877
Healthy	0.00344	0.13883	1.27172	0.01194	0.09698	0	0.00341	0.24323	0	0	23.7468	0.38381	0.30198	0.05618	0.0522	0.05534	0.10697	0	0	0.00556
Healthy	1.17059	3.89302	0.56505	0	0	0	0	0	0.28307	0	21.49091	0.38767	0	0.31031	0.40114	0.07831	0.0254	0	0.10137	0
Healthy	0	0.11187	10.2371	0	0.01152	0	0.0786	0	0.65257	0	8.76828	0.00557	0.00571	0	0.18852	0	0.07388	0	0	0
Healthy	0.1564	11.0999	0	0	0	0	0	0	0	0	5.6385	1.93849	3.44137	1.48763	2.17074	0	0	0.0545	0	0
Healthy	0.00536	5.36339	0	0.05081	0.09477	0.04305	0	0	0	0	11.59154	1.03344	0	0.29127	0.10055	0.06385	0.10031	0	0.02972	0
Healthy	0	6.02286	0	0	0	0	0	0	0	0	12.8527	0.16464	0.11753	0.41375	0.2139	0.39465	0.02274	0	0.04715	0
Healthy	0	2.81074	0.44246	0	0.10453	0	0.10866	0	0	0	70.97224	0.96057	0.05052	0	0	0	0.58991	0.02499	0	0
Healthy	0	5.07754	0	0	0	0	0	0	0	0	26.79133	6.02617	0	0	0	0	0	0	0	0
Healthy	0	1.62934	0.11603	0.53862	0.14531	0	0	0	0	0	26.34326	0.08644	0	0	0.00713	0	0.02129	0.26336	0	0
Healthy	0	3.45506	0.0171	0	0.19631	0	0.01452	0	0.0667	0	54.23624	0.13928	0	0	0.05334	0	0.12665	0.28317	0	0
Healthy	0	10.9228	0	0.01642	0.04622	0.06512	0	0	0.12073	0	18.94308	2.84586	0	0.02408	0.39125	0.81227	0.02433	0	0.17352	0
Healthy	0	4.33669	0.248	0	0.02889	0	0.19469	0	0	0	12.07566	0.1055	0	0	0	0	0.02422	0.07841	0	0.24821
Healthy	0	2.45101	0.33719	0	0.13374	0	0.10447	0	0	0	70.34227	1.23859	0.07207	0	0	0	0.63522	0.03307	0	0
Healthy	0.10523	16.6242	0.58551	0.03344	0.07106	0.12389	0.02126	0.01792	0	0.00453	8.43343	0.00474	0.03416	0.26801	0.24163	0.04942	0.04484	0	0.12395	0.02284
Healthy	0	0.40084	1.2401	0.00807	0.0134	0	0.03617	0	0.16178	0	48.51116	0.02115	0	0.01831	0.03557	0	0.20848	0	0.01205	0
Healthy	9.69444	20.3138	0	0	0	0	0	0	0	0	0	1.25814	0	1.74869	1.44976	0	0	0	0	0
Healthy	0	0	0.02444	0.70303	0	0	0	0	0	0	66.24526	0.01055	0.01008	0	0	0	0	0	0	0
Healthy	0	2.33477	0.05076	0	0.14909	0	0.24541	0	0	0	29.88994	3.32961	0	0	0.1433	0	1.33304	0.19795	0	0
Healthy	0.00253	0.93458	0	0.00713	0.30087	0	0.101	0	0	0	22.10937	0.12864	0.00221	0.06631	0.06446	0	0.19252	0.11461	0.01443	0
Healthy	0.02358	0.44599	0.29626	0.00115	0	0	0	0	0	0	45.31812	0.37254	0	0.40015	0.20694	0.21484	0.02391	0.02693	0.40697	0.00032
D006973	0	1.42385	0	0.02828	0	0	0	0	0	0	2.7413	0	0	0	0.00235	0	0.66827	0	0.01476	0
Healthy	0	27.3379	0	0	0	0.39207	0	0	0	0	5.38367	0.46858	0.11859	0.42947	0.89208	0	0	0	0.22791	0
Healthy	21.54978	8.84623	0	0.08482	0.00039	0	0	0	0.02422	0	3.92844	0.57056	2.07131	0.72681	0.44256	0.13616	0.09464	0	0.14156	0
Healthy	0	1.6754	0.01937	0.56926	0.13016	0	0	0	0	0	26.07298	0.24523	0	0	0.01195	0	0.01933	0.25406	0	0
Healthy	7.78635	0.38265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	12.2539	0	0	0	0.36302	0	0	0	0	11.30936	1.42527	0.22067	0.42374	0.10432	0.06988	0.01289	0	0	0
Healthy	0	1.01859	0	0.16037	0.17312	0	0	0	0	0	22.44597	0.05996	0	0	0.00986	0	0	0.13454	0	0
Healthy	0	0.40947	1.28812	0.00686	0.01126	0	0.03154	0	0.11865	0	48.75495	0.0168	0	0.01036	0.03414	0	0.23766	0	0.01466	0
Healthy	0	4.77005	0	0	0	0	0.10149	0	0	0	14.08616	0.05636	0	0.54808	0.24729	0.10689	0.07215	0.02889	0.05768	0.02872
Healthy	0	0.00136	0.17479	18.817	0	0	0	1.70548	0	0.03119	9.85181	0.00932	0.29101	0.09124	0	0.00108	0.07804	0	0	0
Healthy	0	1.88624	0.02403	1.75217	0.16454	0	0	0	0	0	29.82029	0.08732	0	0.02852	0.20582	0	0.04882	0.15932	0	0
Healthy	0	0	0.66821	45.5019	0	0	0	11.676	0	0	0	0	0	0	0	1.26562	0	0	0	0
Healthy	0	4.25935	0.12429	0	0.04685	0	0	0	0	0	11.83594	11.79019	0.85776	2.00749	0.52078	0	0	0	0	0.04119
Healthy	0	10.9615	1.66891	0.00324	0.06138	0.0872	0.02172	0.00614	0.0035	0	3.81417	0.07598	0.73755	2.29728	0.34225	1.07296	0.01832	0.01185	0.17265	0.10484
Healthy	1.25944	5.79401	0	0	0	0	0	0	0	0	2.60566	0.16449	0	1.83804	1.76297	0.55209	0	0	0.2434	0.26879
Healthy	0	0.59166	2.41736	0	0.3228	0	0.03045	0	0.13983	0	35.46407	0.03548	0	0	0	0	0.13787	0.2651	0	0
Healthy	0	0.11478	10.872	0	0.00352	0	0.05649	0	0.65198	0	8.80274	1.04049	0.01391	0	0.14323	0	0.04799	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	8.12743	0	0	0	0	0	0	0	0	0
Healthy	0.22526	0.65922	0.52267	0.00266	0.10499	0	0.03564	0	0	0	24.86999	0.68722	0.11431	0.00367	0.01506	0.00568	0.00342	0.0255	0.00729	0
Healthy	25.7953	7.85285	0	0	0.00511	0.23837	0.02923	0	0.0317	0	8.76309	0.06369	0.05784	0.63368	0.32489	0.60224	0.87882	0.0467	0.10755	0
Healthy	0	2.89893	0.19496	0.00298	0.00058	0	0.01673	0	0.00191	0	14.1898	1.47174	1.70933	2.12998	0.24101	0.19013	0.06125	0.00434	0.07289	0.00851
Healthy	0.00391	9.96416	0	0	0.018	0	0	0	0	0	5.72638	2.03377	0.35641	0.7793	0.65883	0.16462	0.01746	0.07144	0.3209	0.21066
Healthy	0.04008	0.29439	16.4746	0.00278	0.00876	0	0.00764	2.98952	0.41421	0	10.11809	0.52288	0.00196	0.0151	0.16317	0.03494	0.0236	0	0	0.51473
Healthy	0	3.09986	0	0	0.03134	0	0	0	0	0	6.65982	0	0.02929	0.62809	0.083	0.22739	0	0	0.08288	0.03319
Healthy	31.5368	2.49104	0.06226	0	0.03924	0	1.41029	0	0.13539	0	17.14504	0.22377	0	0	0	0	0.32543	2.06898	0	0
Healthy	0	1.19643	0	0	0.07583	0	0	0	0	0	6.83453	0.28317	0	0.74421	0.26307	0.22758	0	0.02251	0.12095	0
Healthy	66.9004	1.50752	5.0916	0	0	0	0	0	0	0	16.10207	0	0	0	0	0	0.1017	0	0	0
Healthy	0	2.18052	0.10554	0.00287	0.25675	0	0.02861	0	0	0	50.35214	0.05596	0.2548	0.00791	0.02311	0	0.04483	0.30273	0	0
Healthy	21.12848	5.89465	0	0	0	0	0	0	0.0736	0	8.11786	0.14381	0.033	0.67444	0.16455	0.13049	0.01461	0	0.17528	0
Healthy	0	4.34128	0.0322	0	0	0.05778	0	0	0	0	19.3536	0.70765	0.00703	0.13127	0.1666	0.08747	0.01256	0.04535	0.11653	0
Healthy	0	0.10933	6.63881	0.07419	0.11897	0	0	0.02311	0	0	3.54314	0.02943	2.02211	4.74227	0.0785	1.90825	0	0	0	0
D006973	0.03162	6.90761	3.70887	0.00771	0.00286	0	0	0.00359	0	0	22.19789	0.08252	0.00448	0.03194	0.01225	0	0.00749	0	0.00137	0
Healthy	0	7.41547	0	0	0.03655	0.13779	0.07743	0	0	0	10.48327	0.07286	0.02839	0	0.0646	0.01246	0.00395	0.03639	0	0.18957
Healthy	27.9679	1.88756	0.02937	0.01323	0.01565	0.0307	0	0.01893	0	0	3.91517	2.30665	0	0.40011	0.1194	0.0128	0.02859	0.20431	0.06211	0
Healthy	7.26475	14.3527	6.39626	0	0	0	0	0	0	0.04801	0	7.00034	2.35258	5.63275	4.54149	0.71572	0	0	0.91717	0
Healthy	0.84429	3.46182	8.47334	0	0	0.0004	0.05299	0	0	0	2.75216	0.01835	3.2038	5.83803	1.70506	0.23006	0.02041	0	0.32185	0.00837
Healthy	30.2515	3.34998	0	0	0	0	0	0	0	0	9.67185	2.02217	0.16048	0.76011	0.1212	0.44744	0	0	0.16657	0
Healthy	0	1.9173	0	0.04795	0	0	0.02468	0	0	0	38.61026	0.56541	0.05776	0.43905	0.8651	0.26632	0.03439	0.0199	0	0.02603
Healthy	0	0.00584	63.5736	0	0	0	0	0	0	0.91644	0.00016	0	0.15801	0	0	0	2.10563	0	0	0
Healthy	0	3.84531	0	0	0.00581	0	0	0	0	0	22.21112	0.43612	0	0	0.0265	0	0	0	0	0.12188
Healthy	67.4099	1.36302	4.79591	0	0	0	0	0	0	0	16.07697	0	0.00834	0	0	0	0.05568	0	0	0
Healthy	8.33309	5.91026	0	0.02707	0.00699	0	0	0	0	0	17.25636	0.30902	0	1.0191	0.66261	0	0	0	0.28349	0.07832
D006973	0	0	0.87792	0.29892	0.45903	0	0.01637	0.06672	0	0	38.93337	0.0135	0	0	0	0.00055	0.03568	0.01416	0	0
Healthy	0	8.48811	0.03607	0	0.00732	0	0	0	0.05239	0	10.76656	1.60199	0	0	0	0	0	0.02484	0	0.07426
Healthy	54.5472	0.37684	0.01048	0	0	0.01734	0	0	0	0	0.6358	0.19296	0.10882	0.39516	0.11031	0.06569	0	0.00618	0.07557	0
Healthy	0	7.94932	0	0	0.05601	0	0	0	0	0	3.14316	2.49973	0	1.93673	1.90732	1.60641	0	0	0.25444	0
Healthy	0	1.33063	0	0.07541	0	0	0	0	0	0	30.5575	0.06643	0	0	0.02782	0.05112	0	0	0	0
Healthy	61.1032	6.16123	0.19702	0	0.00048	0.00553	0.09552	0	0	0	5.24386	0.86998	0.01322	0.11583	0.08483	0.01458	0.09784	0.33301	0.02951	0.05835
Healthy	0	7.77486	1.58934	0.05298	0.00869	0.04989	0.00863	0	0	0	46.75855	0.02682	0.03801	0.10631	0.18648	0.00253	0.12045	0.16877	0.02203	0.06438
Healthy	0.00138	0.14551	0.91051	0.87888	0	0	0	0.48526	0	0	36.87618	0.04693	0.02009	0	0.02855	0	0.05835	0	0	0
D006973	0.00859	28.0949	0.01585	0	0	0.26715	0.07499	0	0.01112	0	5.70233	0.02105	0.04334	0	0.03849	0	0.00787	0.04701	0.05908	0.02511
Healthy	0	6.55325	0.02717	0	0	0	0	0	0	0	42.26533	0.78204	0.03296	0	0.00971	0	0.02008	0	0	0.10709
Healthy	0	5.26283	0	0	0	0	0.00433	0	0	0	4.03031	0.43337	0.29205	0.543	0.53581	0.15015	0.01621	0	0.08934	0
Healthy	0	5.2759	0.07543	0.06624	0.27777	0.07373	0.12392	0	0	0	28.96007	0.47231	0.62767	0.24817	0.22387	0.36981	0.00773	0	0.04524	0.01877
D006973	0	20.4338	0.3838	0.02136	0	0	0.49723	0	0.04313	0	38.56407	0.01568	0	0	0.01902	0	0.11552	0.34633	0	0
Healthy	0	13.1177	0.00309	0.0158	0.00441	0	0	0.00059	0	0	7.29193	5.66143	0.13458	4.48	4.56435	0.16931	0.0561	0.01886	0	0
D006973	66.9262	13.1671	0.36851	0	0	0.14192	0.02793	0	0.00317	0	1.0631	0	0	0	0.02105	0	0	0.65698	0.03674	0
Healthy	31.08121	1.39867	0.02339	0	0	0	1.39963	0	0	0	13.26035	0.36652	0.04352	0	0.04266	0	0.08335	1.83817	0	0
Healthy	11.2416	6.55498	1.592	0	0	0.00766	0.00773	0	0	0.02484	5.85815	1.66218	0.91443	1.47699	1.37619	0.19107	0.02748	0.20027	0.36489	0.07728
Healthy	83.73499	1.97956	0.30667	0.14942	0.00581	0	0	0	0	0	1.85966	0.16777	0.30918	0.12549	0.0793	0.04871	0	0	0.03729	0.01007
Healthy	0	3.07065	0	0.10458	0	0	0.32733	0	0	0	48.16057	0.08914	0.09446	0.24302	0.10694	0.08626	0.0794	0.04261	0	0
Healthy	0	0.00063	4.77121	0.00138	0	0	0	0	0	0	0.00372	0	0.02053	0	0	0.00017	0	0	0	0
Healthy	0.01071	22.1227	0.11222	0.05136	0.00867	0.38943	0.03622	0	0	0	18.81723	0.28145	0.02158	0.4571	0.32196	0.25319	0.00121	0.02757	0.03021	0.06715
Healthy	0.00777	15.6651	0.14568	0.06721	0	0	0	0	0	0	11.61501	0.10165	0.22923	0.09917	0.14961	0.07358	0.01017	0	0.02343	0
Healthy	51.275	3.51086	0.09501	0	0	0	0	0	0	0	0.00957	0.26585	1.80732	0.37538	0.11992	0	0	0	0.1217	0
Healthy	0	7.78592	1.63128	0.05476	0.01269	0.06921	0.01221	0	0	0	36.78308	0.03352	0.05291	0.13257	0.24705	0.00916	0.13502	0.17073	0.02002	0.05886
Healthy	0	13.7774	1.86282	0.11092	0	0	0	0	0	0	13.58232	0.3799	5.88432	0.01658	2.09826	0.18304	0	0	0	0
Healthy	0	0	0.00914	0	0	0	0	0	0	0.03121	29.23838	0	7.02442	0	0	0	0	0	0	0
Healthy	0	0	99.3463	0	0	0	0	0	0	0	0.01646	0	0	0	0	0	0	0	0	0
Healthy	0.10891	5.84716	0.02692	0.00921	0.01843	0.07512	0.01262	0	0	0	18.63876	0.01592	0.02009	0	0.17166	0.0101	0.01617	0.04947	0.02168	0.04786
Healthy	0	2.98849	0	0	0.09064	0	0	0	0	0	26.61169	1.14015	0	2.88	1.91896	1.11773	0	0	0	0
Healthy	18.48076	6.19288	1.61551	0	0	0	0	0	0	0	0.10267	0.39661	0.09256	0	0.30948	0	0.02563	0	0.16408	0
Healthy	0	0.98175	0	0	0	0	0	0	0	0	12.04586	0	0	0	0	0	0	0	0	0
Healthy	2.18976	1.81197	0	0	0.00112	0.00554	0	0.06922	0.01734	0	0.92656	0.46834	0.0606	0.24326	0.20038	0	0.01126	0.06388	0.07033	0
Healthy	0	1.37762	0	0	0	0	0	0	0	0	15.06447	0	0	0.82847	0	0	0	0	0	0
Healthy	0	5.23823	21.1738	0.10392	0	0.04345	0	0.12949	0.00401	0	11.31903	0.06742	0.47098	1.76766	0.42914	0.32824	0	0.02139	0.40635	0
Healthy	0	7.20022	0	0	0.02085	0.10465	0.0803	0	0	0	10.40066	0.10238	0.03694	0	0.06754	0.00424	0.00193	0.03901	0	0.2305
Healthy	40.404	2.74232	0	0	0	0	0	0	0	0	8.55917	0.46977	0	0.13645	0.03653	0.56092	0	0	0.09848	0
Healthy	28.4711	5.53753	0	0	0	0	0	0	0	0	0	0.69384	0	0.37718	0.6589	0	0	0	2.323	0
Healthy	0	1.31569	0	0.05403	0	0.02762	0.08643	0	0	0	39.11189	1.29326	0	0	0.00313	0	0.04398	0	0	0.0225
Healthy	0	2.11787	0.00997	0.00023	0.04608	0.00173	0.04748	0	0	0	7.71917	2.24863	0	0.62547	0.29276	0.10979	0.12479	0.62655	0.17557	0.00775
Healthy	0	2.57487	0	0	0.13159	0	0.24935	0	0	0	29.85108	3.56064	0	0	0.13697	0	1.23637	0.17595	0	0
Healthy	31.3315	1.40939	0	0	0	0	1.37307	0	0	0	13.60959	0.4213	0.08921	0	0.02975	0	0.07123	1.90315	0	0
Healthy	0	0.61694	0	0	0	0	0	0	0	0	16.37922	1.11704	0	0.28197	0.19966	0.08433	0	0	0	0
Healthy	41.0849	0.88225	0.16773	0.01962	0	0	0.01509	0	0.05873	0	4.16992	0.02892	0.00651	0.05091	0.29686	0.09423	0.0506	0.04988	0.05771	0.02167
Healthy	0	2.17683	0.0298	0.00727	1.46997	0.02058	0.02902	0.05175	0	0	12.60401	0.13539	0	0	0.28347	0	0.01532	0	0.09657	0
Healthy	0.03005	1.18111	0.82726	0	0.01762	0.15008	0	0	0	0	30.95772	0.0818	0.02664	0.00334	0.06124	0	0.14973	0.27402	0	0
Healthy	30.3591	3.04316	0	0	0	0.08287	0	0	0.00823	0	7.32865	0.13623	0.43099	0.74319	0.24101	0.03363	0.04638	0.19547	0.07562	0.0131
Healthy	0	1.07191	0	0	0	0	0	0	0	0	22.67824	0.16195	0	0.08665	0.46406	0.07029	0.25015	0	0.01341	0
D006973	0	12.3755	0.06131	0.0112	0.05517	0.00546	0.0915	0	0.03923	0	21.26672	0.08337	0	0	0.15733	0	0	0.03548	0.02312	0.02721
Healthy	0	11.682	27.6154	0.05922	0	0	0	0	0	0.00015	1.468	4.10375	0.90191	0.44579	1.25771	0.41655	0.03909	0	0.10583	0.36189
Healthy	0	0.4862	0	0	0	0	0	0	0	0	15.23727	4.46274	0	0	0	0	0	0	0	0
Healthy	46.3665	12.0396	0	0	0	0.02958	0	0	0	0	0	0.87445	0.01493	0.09464	0.09158	0.0502	0	0	0.06446	0
Healthy	0	0.39706	1.05364	0.00424	0.01313	0	0.03498	0	0.15264	0	49.54677	0.00744	0	0.02161	0.03307	0	0.19023	0	0.0092	0
Healthy	0	5.41627	0.07806	0.09079	0.00733	0	0.00309	0	0	0	22.42341	0.35645	0.03325	0.01455	0.05341	0	0.1279	0	0	0
Healthy	0	0.23224	0	0	0	0	0	0	0	0	9.62675	0.71208	0.27393	0.33302	0.15615	0.57437	0	0	0.13744	0
Healthy	0	7.30142	13.9963	0.01833	0.21463	0	0.11102	0	0.07419	0.00138	9.17559	1.70543	0.78223	1.60361	2.04511	0.31592	0.19124	0.20297	0	0.28236
Healthy	0.00223	0.00403	1.97488	0	0	0	0	0	0	0.01105	8.59873	0.00599	0.15302	0	0.00913	0	0.00542	0	0	0
Healthy	0	4.55948	0	0	0.07483	0	0	0	0	0	40.42004	0.69406	0.46318	0	0.03654	0	0.0183	0.04134	0	0
Healthy	0.00621	10.8539	0	0.03682	0.01987	0.01405	0.00557	0	0	0	3.32368	0.08788	0.15456	1.94593	0.68368	0.04643	0.05054	0.0062	0.46982	0.04494
Healthy	0	16.5485	1.47459	0	0	0.0465	0	0	0	0	10.26502	0.80214	0.3897	1.15529	0.28728	0.58708	0	0	0.04049	0.11632
Healthy	23.7721	1.62259	0.3254	0	0	0	0	0	0	0	21.50061	0.07541	0	0	0.02197	0	0.02678	0.29185	0.02562	0.00385
Healthy	0	0	2.57217	0.03025	0.08939	0	0.02326	0.05814	0	0	42.67839	1.80805	0.045	0	0.05064	0	0.39162	0	0	0
Healthy	0	0	10.0015	0.66941	0	0	0.0209	0	0	0	16.01146	0.08671	0.13998	0	0	0	0	0	0	0
Healthy	0	4.19395	1.38799	0.04723	0.07751	0	0	0	0.13915	0	17.22647	0.14802	0	0	0.06075	0	0.22443	0.00615	0.00732	0.04209
Healthy	54.4471	6.34366	0.25207	0.0966	0.46264	0	0	0.24071	0	0	3.00909	0.008	0.16709	0.72378	0.00176	0.32021	0.01173	0	0	0
Healthy	2.08316	7.08009	0.07561	0	0.28927	0.09673	0.03916	0.00716	0.04978	0	9.03737	1.98861	0.05342	1.68092	1.49571	0.3871	0.03199	0.01927	0.5914	0.12112
Healthy	0	2.50568	0	0	0.17873	0	0.19456	0	0	0	29.21101	3.61301	0	0	0.1691	0	1.33813	0.19521	0	0
D006973	0	0.84472	0.02627	0.04879	0.06129	0	0.10969	0	0	0	39.44451	0.06846	0	0.00564	0.04047	0	0.048	0	0.01714	0
Healthy	0.00388	1.73439	0.83901	0.83297	0.00584	0	0.07902	0	0.10702	0	1.3539	0.07279	0.0814	0.35005	4.06449	0.29475	0.04689	0	0	0.10755
Healthy	0	0.49956	7.15652	0	0.04607	0	0.03443	0	0.26904	0	25.86865	1.97932	0	0	0	0	0.01885	0.29894	0	0
Healthy	0	17.6109	0	0.55231	0	0	0	0	0	0	0.9409	1.4959	0.75743	2.3264	0.28783	2.56075	0	0	0	0
Healthy	0	4.16388	0.19677	0	0.02032	0	0.02988	0	0	0	7.2276	0.1972	0.04636	0	0.0212	0	0	0.25192	0	0
Healthy	5.52605	12.9825	0	0	0	3.96614	0	0	0	0.03671	8.35093	0.58194	0.2534	3.86381	1.39602	0.4187	0	0.169	0.07065	0
Healthy	0	5.27139	0	0	0	0.11669	0	0	0	0	7.69986	0.1967	14.23795	0.04561	0.0775	0	0.00805	0	0	0
Healthy	0	2.96062	17.4171	0.02166	0.05176	0	0.01556	0.19834	0	0	32.89469	0.10655	0.19981	0.06702	0.11398	0	0.10806	0	0	0
Healthy	0.08639	8.72739	0	0	0.03037	0.3211	0	0	0	0	14.33814	0.10933	0.15871	0.26759	0.12526	0.01408	0.0828	0.06451	0.29422	0.0039
D006973	0.02293	22.0827	0	0	0.31667	0.0356	0.11843	0	0	0	9.75404	0.15476	0.00331	0.04722	0.08762	0.00706	0.00546	0.04387	0.09197	0.01024
Healthy	0	5.31525	0	0	0	0.20483	0	0	0	0	27.94192	0.23218	0.70932	0	0.15352	0.14891	0.02601	0	0.00195	0
Healthy	0	3.05349	0	0	0	0	0	0	0	0	7.9592	0	0	0	0	0	0.14638	0.10961	0	0
Healthy	0	13.2907	0.10395	0	0.00273	0.29743	0.31051	0	0	0	18.34113	1.85877	0	0.71797	0.49286	0.22847	0.11547	0.05289	0	0.02211
Healthy	0.00872	4.87011	0.16068	0.00545	0	0	0	0.1148	0	0	0.48708	0.52887	0.09723	1.4544	0.44237	0	0.01553	0	0	0
