group	Lachnospirales	Methanobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	3.31897	0		60.70985	3.31897	0	0.09923	0	0	0.01972	0.61933	0	0
Healthy	27.56382	0		32.21043	27.56382	4.94532	2.33741	4.31214	0	0.13944	0.01273	0	0.91404
Healthy	8.81391	0		36.11929	8.81391	1.10682	0	0	0	0	1.60826	0	0
Healthy	20.025	0		45.20369	20.025	0.8236	2.27438	1.03204	0	0.01561	0	0	0
Healthy	6.16911	0		64.05447	6.16911	0.83193	4.34299	0.0139	0	0.38356	0	0.00063	0.03076
Healthy	21.10819	0		57.76125	21.10819	3.43227	0.09241	0.32598	0	0.05976	0.15854	0	0
Healthy	14.70753	1.15334		9.54376	14.70753	29.20783	0	4.92745	1.15334	0.82461	1.02178	0	0
Healthy	28.60614	1.8625		11.81599	28.60614	2.36875	2.24059	0	1.8625	1.09513	0.29489	0.00145	0.04807
Healthy	1.51988	0		69.55487	1.51988	0.24501	0.02163	6.06636	0	0.05474	0	0	0
Healthy	10.0281	0		85.00355	10.0281	0	1.16571	0	0	0	0	0	0
Healthy	6.01201	2.28766		30.44634	6.01201	0.10555	0	0	2.28766	0.27894	0.37834	0.65273	0
Healthy	4.46869	0.5413		28.63484	4.46869	0	5.8991	0	0.5413	0.07095	0	0.6319	0
Healthy	8.31675	0		31.46849	8.31675	37.08865	0.16977	12.6715	0	0.03043	1.08593	0.00509	0
Healthy	14.48565	0		11.42124	14.48565	0	4.15535	0	0	0.08913	0.78563	0.14406	0
Healthy	4.17292	0		76.7839	4.17292	0	0.55624	4.44452	0	0	0	0	0.17449
Healthy	7.43583	1.16719		29.49403	7.43583	0	0.06369	0	1.16719	0	0	0.19971	0
Healthy	7.65504	0		53.66858	7.65504	8.72786	0.8993	4.27952	0	0.00651	1.76731	0	0.41818
Healthy	15.44684	0		68.25271	15.44684	0	0.12133	0.02573	0	0	0	0	0
Healthy	9.27119	0		43.59665	9.27119	4.88307	0.04419	0.00152	0	0	1.01117	0.32269	0
Healthy	6.18458	0		48.74281	6.18458	0	0.03682	0	0	0.0358	0	0.16423	0
Healthy	6.2661	0		50.41423	6.2661	0	0	0	0	0	0	0.18615	0
Healthy	10.08996	0		73.67072	10.08996	0.02502	1.00935	0.03816	0	0.01828	0.04032	0.00796	0.04482
Healthy	5.47012	0		76.06964	5.47012	0	0	0.00862	0	0.03518	0	0	0
Healthy	3.35889	0		82.05623	3.35889	1.06288	0.08253	0	0	0.05884	0.47648	0.07916	0
Healthy	6.93249	0		40.30623	6.93249	3.40036	0	11.5282	0	0	0.27194	0.32276	0
Healthy	4.16847	0.15512		23.20399	4.16847	0.04439	0.25234	0.0199	0.15512	2.00441	4.03141	0.12015	0.02375
Healthy	8.75941	0.04564		32.24953	8.75941	0.18972	20.2688	0	0.04564	0.0303	0.05826	0	0.07053
Healthy	35.46929	0		11.98448	35.46929	24.34039	0	3.63077	0	0.94274	1.66854	0	0
Healthy	16.3569	0		13.92884	16.3569	2.06211	17.7758	5.67405	0	0.23116	0.406	0.05501	0.01566
Healthy	3.83838	0.06438		57.68063	3.83838	5.64656	0.03885	0	0.06438	0.00986	0.75504	0.06939	0
Healthy	2.77276	0		64.2214	2.77276	0.11959	0.43768	0.13711	0	0.23663	0.10993	0.06375	0.00227
Healthy	11.02139	0		34.44275	11.02139	12.08697	0.14308	0	0	0.15307	2.56952	0	0
Healthy	0.70297	0		92.40019	0.70297	0.01082	4.70406	0	0	0	0	0	0
Healthy	12.49805	0		63.11124	12.49805	0	3.32263	0	0	0	0	0.2696	0
Healthy	24.13356	0.82055		20.11913	24.13356	0.50141	6.22818	0	0.82055	2.58632	0.31883	0.08643	0
Healthy	4.71433	0		81.5616	4.71433	0.00349	0	0	0	0	0.63217	0	0
Healthy	1.25265	0		77.87698	1.25265	0.13107	0.33311	9.43246	0	0	0.12196	0	0
Healthy	21.68265	0		28.94934	21.68265	2.61555	14.5864	0	0	0.58377	0.85814	0	0.37483
Healthy	17.46948	0		43.3213	17.46948	0.03946	0.62844	0	0	0.04644	0.48741	0	0
Healthy	27.91011	0		9.57718	27.91011	16.91436	0.1298	4.4123	0	0.00708	0.01769	0.00309	4.25088
Healthy	53.23436	0		37.81526	53.23436	0.00518	1.80163	0.1164	0	0	0.01979	0	0.19108
Healthy	3.42749	0		84.12078	3.42749	1.08813	0.04737	0	0	0.03179	0.50041	0.05691	0
Healthy	4.26405	0.85601		66.9454	4.26405	0	0	0	0.85601	0.54067	0	0	0
Healthy	5.54522	0		60.0519	5.54522	2.83179	1.69568	0.02649	0	0.00762	0.32664	0.03297	0.44237
Healthy	8.6329	0.04435		32.20416	8.6329	0.19624	20.0153	0	0.04435	0.03193	0.05971	0	0.06948
Healthy	29.16081	0		43.37119	29.16081	0	0	0	0	0	0	0	0
Healthy	26.38292	0		11.08141	26.38292	0.02803	0.1481	0.00253	0	0.05177	2.91279	0	0
Healthy	21.55684	0		36.98157	21.55684	16.29405	0.70079	0.67362	0	0.46948	0.20516	0	0.3121
Healthy	24.18977	0		16.02933	24.18977	0	0	0	0	0	1.12323	0	0
Healthy	23.28935	0		64.19594	23.28935	0	0	0	0	0.07994	0.08199	0.54026	0
Healthy	1.03574	0.03289		69.40263	1.03574	0.18179	0.09828	0	0.03289	0.49896	0.14065	1.56935	0
Healthy	10.0247	0		18.13338	10.0247	7.6001	16.12917	1.37002	0	0.31381	1.55855	0.04737	0
Healthy	0.00082	0		87.99193	0.00082	3.12885	0	0	0	0	1.20736	0.00973	0.27147
Healthy	7.31327	0.07914		62.95898	7.31327	0	0.01065	0.25213	0.07914	0.00823	0.03161	0	0.00853
Healthy	2.33978	0		66.79395	2.33978	0.18923	1.08666	10.91371	0	0	0	0	0
Healthy	0.00066	0		23.57768	0.00066	16.08679	36.26395	0.003	0	0	0.01979	0	0
Healthy	0	0		0	0	68.83663	0.02295	0	0	5.80207	0.08012	0	0
Healthy	27.26408	0		36.98982	27.26408	0.74042	0	0.58488	0	0.28608	0.45973	0.13527	0
Healthy	7.35747	0		60.69733	7.35747	0.84436	0.79108	0.09858	0	0.02335	0	0	0
Healthy	21.01253	0		61.4018	21.01253	0	0.08152	0	0	0.01064	0.14347	0.18062	0
Healthy	33.72042	0		17.74048	33.72042	15.07713	0.36991	0.12712	0	0.00472	0.72989	0.15367	0
Healthy	1.37718	0		26.64235	1.37718	1.27208	0.08662	0.65359	0	0.76064	1.32477	0.69775	0
Healthy	38.77051	0		11.5762	38.77051	0.68641	0.01385	6.03381	0	0.16571	1.1846	0.0606	0.04949
Healthy	37.87588	0		24.29701	37.87588	0.50729	0.22738	0.00598	0	2.60911	0.17557	0	0.0457
Healthy	29.04791	12.4338		1.2148	29.04791	0	0.05094	0	12.4338	27.24962	1.27721	0	0.31367
Healthy	6.68509	0.15096		64.99661	6.68509	0.54287	0.13455	0.31164	0.15096	0.00421	0.1672	0.1177	0
Healthy	21.21494	0		62.02269	21.21494	0	0.08671	0.00272	0	0.01736	0.13274	0.20437	0
Healthy	4.94835	0		68.97914	4.94835	0.23573	0	4.49182	0	0	0.04727	0.01487	0
Healthy	9.0442	0		10.73036	9.0442	16.28381	0.65023	0.15287	0	0.0032	1.42052	0	0.36819
Healthy	1.49691	0		81.76907	1.49691	0	7.10518	0	0	0.0567	0	0.00089	0
Healthy	1.50702	0		71.60697	1.50702	0.01803	7.89635	0	0	0.13576	0	0.03054	0.02704
Healthy	19.24209	0		61.47845	19.24209	0	0.66628	0	0	0	0.20584	0	0
Healthy	2.23596	0		67.70442	2.23596	0.19038	1.42355	10.85293	0	0	0	0	0
Healthy	1.06106	0		38.60852	1.06106	3.01575	0	0	0	0	0	0.73579	0
Healthy	40.71591	0		36.78098	40.71591	0	0	0	0	0.00325	0	0	0.17064
Healthy	53.18129	0		25.93669	53.18129	1.20962	0.80512	0	0	0.07627	0.09729	0	0
Healthy	10.85007	3.26275		44.82496	10.85007	0	2.02486	0	3.26275	0.68327	0	0	0
Healthy	7.29029	0		45.19143	7.29029	1.45738	0.16896	1.08433	0	0	0	0.0846	0
Healthy	5.76116	0		49.18358	5.76116	9.78573	0.09578	2.07473	0	0.23392	0.03481	0.16335	0.3475
Healthy	59.80062	0		30.76513	59.80062	0	0	0	0	0	0	0	0
Healthy	2.2979	0		45.54224	2.2979	0	0	0	0	0	0.13627	0.06034	0
Healthy	32.23929	0.6932		34.65504	32.23929	0	0.17709	0.17139	0.6932	1.52093	0	0	0.1303
Healthy	13.15922	3.07251		36.64704	13.15922	1.11152	0.00297	0	3.07251	2.24576	0.87303	0.30145	0.06409
Healthy	12.18197	1.12264		48.25373	12.18197	0.03542	0.26458	0.06592	1.12264	0.02366	1.68721	0.17533	0.07096
Healthy	10.34783	0		68.47041	10.34783	0.0182	0.01534	0	0	0.08973	0.01377	0	0
Healthy	3.84507	0		84.97031	3.84507	0.29078	0.11158	7.79067	0	0	0	0	0.02336
Healthy	0.48038	0		52.03548	0.48038	1.80626	0	0	0	0	0.04592	0.8089	0
Healthy	33.13396	5.4115		32.66256	33.13396	0.11701	2.42337	1.89201	5.4115	0	0	0	0.14147
Healthy	0.67954	0		78.14882	0.67954	0.10579	0.06915	0	0	0.00832	0.07106	0.00321	0
Healthy	42.1433	0		12	42.1433	6.34307	8.17566	0.40703	0	0.0142	0.39321	0	0.3246
Healthy	0.43796	0.01636		50.01924	0.43796	1.29068	0.11908	0	0.01636	0	0.12954	0.86542	0
Healthy	34.76998	0		26.94788	34.76998	0	0	0.72017	0	0	0	0	0
Healthy	12.04523	0		46.84273	12.04523	0.12503	0.30838	0	0	0.12645	0	0	1.09735
Healthy	22.19672	0		61.8185	22.19672	0.71637	0.98487	0	0	0.21739	0.50198	0	0.0604
Healthy	1.09932	0.01876		68.71667	1.09932	0.10089	0.03415	0	0.01876	0.53015	0.21482	1.60839	0
Healthy	6.21473	0		48.36152	6.21473	0	0	0	0	0.01337	0	0.20281	0
Healthy	36.35747	0		42.89866	36.35747	0	0	0	0	1.76703	0	0	0
Healthy	31.55927	0		30.10631	31.55927	5.40885	0.74907	0.02796	0	0.20175	0.77993	0.01477	0.24465
Healthy	4.91676	0		69.58933	4.91676	0.41078	0	6.31994	0	0.2653	0	0	0
Healthy	39.0706	0.7668		27.73116	39.0706	0	0.15943	0.04633	0.7668	10.33284	0	0	0.26053
Healthy	26.32467	0		40.53437	26.32467	0	0	0.02023	0	1.16491	0	0	0.09806
Healthy	33.05535	0		41.69255	33.05535	0	4.39909	5.21125	0	0	0	0	0.03879
Healthy	21.93724	0		59.89726	21.93724	0	0	0	0	0	0	0	0
Healthy	48.3281	0.04184		26.98123	48.3281	0	0	0	0.04184	8.76855	0	0	0
Healthy	14.67714	3.56052		22.54095	14.67714	0.3102	0	16.99	3.56052	0	0.12327	0	0
Healthy	9.13022	0		63.38037	9.13022	0.69767	0.00598	0	0	0.06953	0.82026	0.09161	0.25445
Healthy	2.3579	0		71.39423	2.3579	0	2.17703	0	0	0	0	0.09743	0
Healthy	4.3233	0		88.19908	4.3233	0	0.9048	0	0	0	0	0	0
Healthy	4.94508	0.8839		60.52563	4.94508	3.77457	0.156	7.73928	0.8839	0	0	0.36138	0
Healthy	6.10076	0		66.55453	6.10076	0.10261	0.32136	7.84447	0	0.12312	0.02948	0.01671	0
Healthy	25.85865	0.75976		24.98499	25.85865	1.05205	2.28138	0.17349	0.75976	0.12804	0.95664	0.09105	0.08585
Healthy	0.39727	0		68.69797	0.39727	0.33965	0.8409	0.05245	0	0.3464	0.90183	0.43019	0
Healthy	23.1214	0		27.42232	23.1214	13.83857	0	3.70833	0	0	1.23535	0.00644	0
Healthy	14.30488	0		63.93102	14.30488	0.95531	0	0.00949	0	0.04466	0.24839	0.0732	0
Healthy	5.16048	0.00876		44.14054	5.16048	2.19745	0.01972	0.00837	0.00876	0.79313	0.16409	0.19552	0
D050177	18.17213	0.33884		32.74747	18.17213	2.27621	0.58727	0.07079	0.33884	6.7628	0.523	0.0718	0
Healthy	51.5811	0		11.86754	51.5811	1.85663	0.96332	0.17171	0	0	0	0	0
Healthy	7.96512	0		92.03484	7.96512	0	0	0	0	0	0	0	0
Healthy	14.87926	0		63.60196	14.87926	0.92934	0	0	0	0.07138	0.20958	0.04723	0
Healthy	11.87646	0.44406		25.60675	11.87646	30.42558	1.48995	0	0.44406	0	1.24327	0.06927	0
Healthy	4.94846	0		47.35166	4.94846	1.02462	8.92773	0	0	0.22456	1.39746	0.17716	0.02929
Healthy	8.98616	3.50797		36.74196	8.98616	0	2.36936	0	3.50797	0.6794	0	0	0
Healthy	4.17281	0		58.75125	4.17281	0.30789	0	0.47985	0	0	0.22842	0.55499	0
D050177	25.16042	10.6928		26.75403	25.16042	0	0	8.76855	10.6928	0	0	0	0
Healthy	34.08294	0		56.15819	34.08294	0	0	0	0	0	0	0	0
Healthy	6.92522	6.98195		55.14685	6.92522	3.6994	0.88981	0	6.98195	1.22395	1.37866	0.1109	0.77774
Healthy	8.55894	0		53.00492	8.55894	0.16327	0.01881	0	0	0	0.16498	0.30659	0
Healthy	11.79339	0		79.18696	11.79339	0	3.03512	0	0	0	0	0.03013	0
Healthy	26.51651	0		11.46145	26.51651	0.01863	0.15672	0	0	0.04577	2.83074	0	0
Healthy	3.00541	0		66.50884	3.00541	0.13651	0	0	0	0.02131	0.27812	0.26175	0
Healthy	40.44502	0.03734		34.70598	40.44502	0.17593	0.02071	0.01151	0.03734	5.21036	0.05902	0	0
Healthy	3.21397	0		23.02628	3.21397	0.79952	1.78987	0.27273	0	0.30438	0	0	0
Healthy	8.85158	0		37.89317	8.85158	14.18773	0	0.88935	0	0.41223	3.09765	0	0.84831
Healthy	0.64548	0		45.25392	0.64548	1.1593	0.55057	3.05247	0	0.55101	0.62165	0.66167	0
Healthy	18.04659	0.76143		21.32526	18.04659	12.68527	20.65924	0.0364	0.76143	4.54005	0.31888	0.04029	0.08155
Healthy	32.29868	0		29.22898	32.29868	1.54221	13.87803	0	0	1.27154	0.48736	0.00375	1.22216
Healthy	68.6472	0		0	68.6472	0	0	0	0	4.71198	0	0	0
Healthy	1.80825	3.44522		6.46612	1.80825	68.52561	0	0.07785	3.44522	0	2.36464	0	0
Healthy	0.6291	0		78.21852	0.6291	0.10741	0.10908	0	0	0.00812	0.05245	0.00322	0
Healthy	2.43911	0		68.20114	2.43911	0	0.05958	0.37264	0	0	0.32719	0.0692	0
Healthy	11.01938	3.34416		44.30451	11.01938	0	1.9833	0	3.34416	0.68798	0	0	0
Healthy	9.66539	0		66.06584	9.66539	0	0.21303	0.04284	0	0	0.06891	0.21011	0.00482
Healthy	1.61676	0		60.67097	1.61676	0	0	0.12854	0	0	0.09689	0	0
Healthy	27.24245	0.05084		26.88594	27.24245	1.36237	0.21431	0.0346	0.05084	0.08292	0.29855	0.54937	0
Healthy	2.35118	0		66.47312	2.35118	0.18963	0.98729	11.0681	0	0	0	0	0
Healthy	15.78426	0		48.34203	15.78426	0.01225	0.03126	0	0	0.10997	0.03267	0.03431	0.00215
Healthy	2.46944	0		67.56971	2.46944	0.00663	0.03982	0.40156	0	0	0.32557	0.08882	0
Healthy	30.28078	0		9.7861	30.28078	11.93517	0	12.5399	0	0	1.45176	0	0
Healthy	18.47232	0		42.97915	18.47232	1.31362	0.28476	0.01346	0	0.12091	0.5983	0.00916	0.08091
Healthy	32.3508	0		26.47167	32.3508	7.72499	0	6.02966	0	0	0.03998	0	0
Healthy	4.20039	0		44.25975	4.20039	5.60796	0	18.2913	0	0.151	0.70522	0.10972	0
Healthy	6.43907	0.16536		64.20644	6.43907	0.56243	0.14974	0.3621	0.16536	0.02359	0.22827	0.20299	0
Healthy	0.02297	0		0.09222	0.02297	76.24353	2.41096	0.02441	0	0	0.00225	0	0
Healthy	1.14541	0		75.13273	1.14541	0	0	4.76088	0	0	0	0	0
Healthy	22.7155	0		7.24913	22.7155	0.05423	0.00117	0	0	3.1933	3.10668	0.0038	0.00026
Healthy	58.1828	0		17.30832	58.1828	3.50098	0	0.41633	0	6.45829	0.90387	0	0.76581
Healthy	6.20321	2.01992		29.85456	6.20321	0.11793	0	0	2.01992	0.25445	0.35908	0.72918	0
D050177	28.20099	0.57738		46.12184	28.20099	0	0.42699	0	0.57738	0	0	0	0
Healthy	4.74071	0		68.78251	4.74071	0.21147	0	4.20297	0	0	0	0	0
Healthy	27.39515	0		56.31759	27.39515	0	0	1.71106	0	0	0	0	0
Healthy	27.72066	0		15.37478	27.72066	0.00155	0.00664	0.00205	0	0.63407	0.44836	0.0289	0
Healthy	20.06613	0		64.67113	20.06613	0	0.08017	0	0	0.03873	0.13003	0.15338	0
Healthy	1.19916	16.7399		22.96376	1.19916	16.91271	1.78426	0	16.7399	0.10907	4.22563	0	0
Healthy	17.79161	0		8.75356	17.79161	28.03244	1.90617	0	0	0.02929	9.86733	0.00146	0.28209
Healthy	2.2758	0		66.70804	2.2758	0.18369	0.97562	11.02214	0	0	0	0	0
Healthy	10.96385	0		17.67061	10.96385	0	0	0	0	0	3.27624	0	0
Healthy	3.93694	0.02407		70.30129	3.93694	0.77145	0	0	0.02407	0.17543	0.63418	1.36753	0
Healthy	19.30829	0		65.19806	19.30829	0	0	0	0	0.03218	0.12112	0.36899	0
Healthy	0	0		39.41789	0	25.46562	27.3174	0.00372	0	0.17319	1.57438	0.05003	0.0121
Healthy	45.76395	0		36.35274	45.76395	0.06377	4.93118	0	0	0	0.01118	0.15244	0
Healthy	12.9401	0		52.68082	12.9401	17.03267	0.95005	0.52069	0	0.18367	0	0	0.16829
D050177	27.08189	0.47061		26.61952	27.08189	2.13462	0.36784	0	0.47061	0.00556	0.81825	0.25933	0
Healthy	41.19809	0.25109		30.10248	41.19809	0.49858	0	0	0.25109	0	0.15239	0	0
Healthy	3.19439	0		79.61307	3.19439	1.0579	0.10979	0	0	0.04635	0.42452	0.07246	0
Healthy	9.34308	2.18844		56.50607	9.34308	0	0	6.08421	2.18844	0.0566	0	0	0
Healthy	0.9493	0		3.1388	0.9493	0.92255	0	1.50834	0	0	0	0	0
Healthy	16.23618	0		59.84548	16.23618	0.07319	0.03568	0	0	0	0.0857	0.05484	0
Healthy	1.04694	0		49.59783	1.04694	1.81522	0.20692	0	0	0.01128	0.13387	0.87272	0
Healthy	1.80316	0		68.30458	1.80316	0.31755	0.03995	6.07351	0	0.0298	0.00451	0	0
Healthy	3.82031	0.0028		70.22609	3.82031	0.79332	0	0	0.0028	0.16938	0.66456	1.48598	0
Healthy	40.3879	0		29.37768	40.3879	0.16296	0.12686	0.12663	0	2.06763	0.21433	0	0
Healthy	26.97358	0		60.05839	26.97358	0.04723	0	3.67147	0	0	0	0	0
Healthy	16.84658	0		61.95445	16.84658	0.38174	0	0.2243	0	0	0.25441	0.01224	0.20602
Healthy	8.41824	0		45.37929	8.41824	2.66858	0.10641	6.9131	0	0.39056	0.83105	0	0
Healthy	0.64709	0		77.55155	0.64709	0.08679	0.13569	0	0	0.02021	0.04671	0	0
Healthy	24.21165	2.34279		10.66731	24.21165	15.59254	0.20813	4.53128	2.34279	2.05749	0.686	0	0.43149
Healthy	14.29982	0		64.51371	14.29982	0.98243	0	0	0	0.10464	0.2397	0.07084	0
Healthy	26.57163	0		22.60809	26.57163	0.58719	0.26003	8.50449	0	0.17156	0.1913	0	0
Healthy	42.87043	0		9.68975	42.87043	12.4411	0	0.97825	0	0	0	0	0
Healthy	14.66943	0		72.22269	14.66943	0.38377	0.38851	0.09097	0	0	0.00969	0.02381	0.33016
Healthy	19.2705	0		35.91493	19.2705	0.79503	0.01293	2.62863	0	0.87091	0.05552	0.00243	0.05015
Healthy	34.0061	0.07771		21.90523	34.0061	0.60215	0.76469	0	0.07771	0	1.06193	0	0
Healthy	4.57633	0		44.75801	4.57633	5.39279	0	17.93222	0	0.21419	0.71444	0.07797	0
Healthy	8.07166	0		25.41325	8.07166	2.4666	0.09945	3.39479	0	0.06369	0.67232	0.07292	0.0044
Healthy	2.23104	0		66.99894	2.23104	0.05201	11.55	8.66552	0	0	0.1782	0.01618	0
Healthy	22.2555	0		43.82892	22.2555	1.54964	0.36766	0.11026	0	0.00651	0.06596	0.02096	0.16009
Healthy	15.99042	0		64.73024	15.99042	0	0.3338	0	0	0	0.25373	0	0
Healthy	45.96803	0.36118		30.27296	45.96803	0	0	0	0.36118	1.6531	0	0	0
Healthy	33.99684	0		34.72211	33.99684	0	0.17138	9.58248	0	0.12198	0.01738	0.07745	0
Healthy	27.00529	0		47.03252	27.00529	0.67504	0.10344	0.00712	0	1.32903	0.05657	0.4901	0
Healthy	63.68653	0.29465		27.17946	63.68653	0	0	0.32215	0.29465	0	0	0	0
Healthy	20.420447346	0.021293778		28.591385048	20.420447346	0.813308319	0.407011324	0.384002257	0.021293778	0.297970403	0.731419758	0.484612286	0.346273626
D050177	17.19822	9.41928		24.42787	17.19822	0	0	9.48629	9.41928	0	0	0	0
Healthy	5.83818	3.19148		15.90047	5.83818	0	1.967	0.34337	3.19148	1.506	0.01494	0	0.16768
Healthy	9.81366	0.47427		50.77204	9.81366	3.7953	0.31598	0.00043	0.47427	0.01707	2.12551	0.00985	0.05614
Healthy	3.94371	0		79.3713	3.94371	0.02912	0.01587	1.86551	0	0.00322	0	0	0
Healthy	17.65775	0		18.30581	17.65775	4.82379	0.88478	11.0033	0	0.95617	4.11254	0.05605	0.04901
Healthy	0.00419	0		0.01973	0.00419	23.8751	0.87483	6.58622	0	1.53145	0	0	0
Healthy	27.13415	0.04012		60.88	27.13415	0.04895	0	0.25183	0.04012	0.49789	0.11066	0.02106	0
Healthy	1.48995	0.0381		57.02483	1.48995	0.56436	0	0	0.0381	0.00261	0.44304	0.0278	0
Healthy	1.6331	0.20911		59.17542	1.6331	1.69326	0.07495	0	0.20911	0	0.19223	0.88507	0
Healthy	28.99004	0		18.65482	28.99004	0	0	0	0	0	0	0	0
Healthy	17.62307	3.13385		34.55139	17.62307	4.405	0.1183	0.03873	3.13385	0.1044	1.29537	0.08071	0
Healthy	16.05668	0		51.82557	16.05668	1.92249	0	8.68485	0	0	0.43374	0.06544	0
Healthy	24.50292	0		2.03876	24.50292	21.5286	2.16916	1.63499	0	0.10914	0	0	1.38365
Healthy	4.65345	0		69.25889	4.65345	0	0.05107	4.20566	0	0.01222	0	0.13173	0
Healthy	15.62594	0		60.08672	15.62594	0.17584	0.07334	0	0	0.71279	1.18835	0	0.04287
Healthy	10.04607	0		62.91284	10.04607	0	0.69087	0	0	0.36643	0	0	0
D050177	20.80214	12.0206		26.60418	20.80214	0	0	7.62115	12.0206	0	0	0	0
Healthy	0.29708	0		67.43912	0.29708	0.31546	0.70877	0.04749	0	0.32664	0.94457	0.4246	0
Healthy	4.62601	0		0.0456	4.62601	13.20865	9.23937	0.33409	0	0	2.35296	0	0.00258
Healthy	42.03176	0.09168		22.17472	42.03176	0.01098	0.01485	0	0.09168	2.30926	0.11277	0	0.01797
Healthy	0.0367	0		32.62426	0.0367	6.86942	0	2.43337	0	0	2.05149	0	0
Healthy	22.55875	0		28.4816	22.55875	1.21375	0	0.00886	0	0.16301	3.20602	0.05764	0
Healthy	39.61227	1.12012		19.20506	39.61227	1.01489	0.15026	0.01377	1.12012	1.92383	0.16995	0	0.14137
Healthy	22.98119	0		33.51044	22.98119	0.18084	0.12638	0.02977	0	0	0	0	0.39296
Healthy	10.57422	0		9.54208	10.57422	66.98441	2.68431	0.48284	0	0	1.78548	0	0
Healthy	5.61953	0.036		71.23516	5.61953	4.22014	0.07583	2.80864	0.036	0	0	0.0465	0
Healthy	32.93383	0		11.50654	32.93383	5.08103	0.09863	10.07769	0	0.01019	1.1746	0.03484	0
Healthy	12.69187	0		80.27745	12.69187	0	0	0	0	0.54825	0	0	0
Healthy	1.83948	0		63.29588	1.83948	0.00497	0.02844	0.247	0	0	0.26679	0.0213	0
Healthy	1.90257	0		74.01488	1.90257	0.02839	0.55144	2.60861	0	0	0	0.05351	0
Healthy	24.97201	0		2.2139	24.97201	24.71843	16.70287	0	0	0	0.71499	0	0
Healthy	0.86015	0		54.35039	0.86015	0.0274	1.24196	9.12279	0	0.36059	0.67655	0.13841	0
Healthy	1.79353	0		92.30701	1.79353	0.16668	0.14246	0	0	0	0	0	0
Healthy	15.9686	0		17.00368	15.9686	32.42874	0	2.33821	0	0	2.71311	0	0
Healthy	11.15949	0		26.94271	11.15949	0.62538	0.22528	5.32078	0	0	0.43083	0.08117	0.00991
Healthy	3.19773	0		15.68692	3.19773	4.32033	0	8.20971	0	0	0.95675	0	0
Healthy	14.5967	0		48.46673	14.5967	1.89396	0	7.5885	0	0.00224	0.48637	0.14154	0
Healthy	25.77056	0		60.93896	25.77056	0	0	1.70615	0	0	0.10603	0	0
Healthy	18.67898	0		23.04164	18.67898	6.28182	0	0	0	1.35584	0	0	0
Healthy	3.77856	0.03933		69.44122	3.77856	0.82458	0	0	0.03933	0.18024	0.57896	1.33413	0
Healthy	0.21839	0		66.95995	0.21839	0.29829	0.50793	0.0453	0	0.32641	0.89556	0.45984	0
Healthy	7.71081	0		56.49909	7.71081	2.26791	0.07123	0.01519	0	0	0.07487	0.15869	0.22027
Healthy	12.67667	0		81.00404	12.67667	0.00713	0	0	0	0.51555	0	0	0
Healthy	1.57286	0		82.83441	1.57286	0.63561	0.73774	0.13915	0	0	0.04906	0	0
Healthy	1.21425	0		26.77093	1.21425	1.28937	0.09865	0.61061	0	0.84405	1.3442	0.6196	0
Healthy	20.51668	0		62.38926	20.51668	0	0.08463	0	0	0.02887	0.10193	0.07226	0
Healthy	1.60648	0		76.62679	1.60648	0.35749	0.29749	9.37461	0	0.06479	0.19312	0.01409	0
Healthy	1.50992	0		69.58453	1.50992	0.27549	0	5.95455	0	0.01062	0	0	0
Healthy	13.64066	0		33.00341	13.64066	0.15638	0.05106	0.07798	0	0.01292	0.00339	0.04295	0.0176
Healthy	14.0388	0.04757		27.82369	14.0388	0.89578	0.29973	0.00488	0.04757	0.03316	0.68993	0.31628	0
Healthy	2.95496	0		81.02284	2.95496	0.58278	0.08763	0	0	0	0	0.09152	0
Healthy	12.46777	0.00278		56.62484	12.46777	0	2.8264	0.11087	0.00278	0.16671	0.51941	0.0458	0.02241
Healthy	24.68792	0.03		31.95773	24.68792	0.27541	0.17827	0.04123	0.03	1.5405	0.29954	0.01623	0.24412
Healthy	25.40516	0		42.26665	25.40516	0.80711	0	7.40887	0	0.0016	0.17775	0.09591	0
Healthy	0	0		88.63672	0	5.10345	0	0	0	5.92605	0	0	0.06352
Healthy	22.26713	0		37.50579	22.26713	6.51537	0.18967	2.42	0	0.00877	1.0433	0.02547	0.00694
Healthy	20.7315	5.37796		38.6316	20.7315	4.95827	0	0	5.37796	0	1.44409	0	0
Healthy	12.69954	0		63.68715	12.69954	0	3.75353	0	0	0	0	0.29956	0
Healthy	32.32783	0		19.73221	32.32783	0.35876	0.34895	0	0	0.94684	0	0	0
Healthy	0.01506	0		0.17745	0.01506	90.15659	0.40585	0.36855	0	0	0.26886	0	0
Healthy	23.1134	19.4665		11.62392	23.1134	0.00555	0	0	19.4665	2.45298	1.90068	0	0
Healthy	91.2396	0		0.69868	91.2396	0	0	0	0	0	0	0	0
Healthy	4.95009	0.23322		37.10476	4.95009	3.4261	1.12397	0.48933	0.23322	0.64949	0.29186	0.31465	0.00083
Healthy	36.58469	0		0.85497	36.58469	4.3896	2.42256	0	0	0	0.34773	0	0.02153
Healthy	3.70883	0		45.9925	3.70883	0.45853	0.24139	8.31273	0	0	0	0	0.00675
Healthy	9.61712	48.68016		4.08543	9.61712	0	0	0	48.68016	1.84564	4.9657	0	2.55485
