group	Lachnospirales	Methanobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	0	0		41.57566	0	1.16566	0	0	0	0.0884	0	0	0
Healthy	20.08926	0.58844		34.03663	20.08926	2.28157	8.44249	0	0.58844	0.63692	0.71657	0.31131	0
Healthy	31.30048	0.39124		21.31851	31.30048	0.09546	0.85535	0	0.39124	0	0	0	0.39002
Healthy	32.74164	0		11.90296	32.74164	5.08019	0.1055	10.15853	0	0.00764	1.09858	0.04058	0
Healthy	13.55256	0		70.39086	13.55256	0.94253	0.93636	0.05668	0	0.01282	0.37555	0	0.06701
Healthy	15.84558	0		52.48106	15.84558	0.14751	0	0	0	2.60916	0	0	0.20923
Healthy	15.20925	0		65.98259	15.20925	0	0	0	0	0.02174	0.08066	0	0
Healthy	32.72536	2.23143		18.34845	32.72536	0.00862	0.27974	0	2.23143	2.46128	1.29034	0.05119	0.00988
Healthy	6.434	0		42.71158	6.434	18.96884	9.24293	0	0	0.32147	2.08036	0.1071	0.1621
Healthy	16.2186	0.09898		50.89379	16.2186	0.26958	0.09412	0.09972	0.09898	1.08905	0.26126	0	0
Healthy	15.49266	0		67.17171	15.49266	0.10275	0.26577	0.02304	0	0.00797	0.06607	0.07184	0
Healthy	28.30473	0		38.82976	28.30473	0.45473	0.16894	0	0	0.64678	0.5414	0.04541	0
Healthy	1.3533	0		89.00699	1.3533	0	0.50431	3.3937	0	0.0216	0.13187	0	0
Healthy	11.89373	0		80.33109	11.89373	0	2.7113	0	0	0.0218	0	0.01862	0
Healthy	29.00896	1.22198		8.81216	29.00896	12.99585	0	0.04421	1.22198	0.2304	0.86419	0	0.22335
Healthy	4.70886	0		68.91287	4.70886	0.00491	0.09102	4.07266	0	0.01914	0	0.16199	0
Healthy	10.20658	13.0073		20.12804	10.20658	4.57174	0	2.45575	13.0073	0.58038	0.784	0	0
Healthy	0.83373	0		54.70265	0.83373	0.02487	1.05461	8.95603	0	0.30796	0.6965	0.14537	0
Healthy	13.53684	0		28.83934	13.53684	0.38191	0.23061	0.02116	0	0.06007	0.07213	0.02951	0.00111
Healthy	20.13988	0		38.19078	20.13988	2.73998	2.16006	0.05209	0	0.00777	0.69763	0	0.0561
Healthy	5.08711	0		81.29397	5.08711	0	1.3901	0	0	1.46855	0	0.01432	0.08241
Healthy	4.75776	0		69.24328	4.75776	0	0.06567	4.24324	0	0.00759	0	0.15014	0
Healthy	1.0296	0.05847		68.76887	1.0296	0.13269	0.06423	0	0.05847	0.45795	0.12423	1.83113	0
Healthy	39.45841	0.09805		39.55514	39.45841	0	0.91966	0	0.09805	0.63719	0.15025	0	0.3595
Healthy	4.85705	0		58.38494	4.85705	0.44033	0	0.45553	0	0	0.23823	0.56485	0
Healthy	9.0824	0		19.64207	9.0824	11.19037	0.07982	3.22389	0	0.03386	1.50978	0.16248	0.19699
Healthy	1.01254	0		13.11824	1.01254	0.02486	10.5558	2.61596	0	0.15544	1.44436	0.69191	0
Healthy	5.06038	0.22484		36.85906	5.06038	3.25304	1.11266	0.42775	0.22484	0.60624	0.28718	0.30363	0.00715
Healthy	7.45482	0		61.18569	7.45482	0.88339	0.75647	0.11838	0	0.04078	0	0	0
Healthy	39.1358	0		48.1458	39.1358	2.95144	0.71011	0.06112	0	0.0565	0.73011	0	0.18428
Healthy	6.43677	2.32247		30.32813	6.43677	0.11271	0	0	2.32247	0.24461	0.38901	0.74315	0
Healthy	23.89813	0		63.75849	23.89813	0	0	0	0	0.07602	0.1096	0.54517	0
Healthy	15.61761	0.61693		35.14355	15.61761	0.01034	0.48923	0	0.61693	0	0	0.16419	0
Healthy	0.35796	0		67.71161	0.35796	0.29239	0.06918	3.03471	0	0.00129	0	0	0
Healthy	34.07471	2.47832		15.088	34.07471	2.32908	0.75057	0	2.47832	0.03063	0.04911	0.03822	0.15967
Healthy	18.57003	1.2636		17.57972	18.57003	2.46498	0.31592	0.01774	1.2636	2.07172	1.04435	0	0.4262
Healthy	0.65747	0		45.69977	0.65747	1.07421	0.44133	3.06156	0	0.54003	0.73475	0.68415	0
Healthy	8.47756	0		79.71289	8.47756	0	0	0	0	0	0.00623	0	0
D050177	11.23582	0		59.17624	11.23582	0	0	8.83228	0	1.85592	0	0	0
Healthy	27.67521	0		56.96194	27.67521	0	0.08575	4.13539	0	0	0	0	0
Healthy	2.28081	0		31.9633	2.28081	2.66432	0	0	0	0	0	0	0
Healthy	6.15423	0.95618		34.02746	6.15423	0.30783	12.8824	10.11345	0.95618	0.46944	0.11814	0.23795	0
Healthy	31.88283	0		37.95172	31.88283	0	0	0	0	0	0	0	0
Healthy	40.74592	0.42282		39.11686	40.74592	0.28247	0	0	0.42282	0.50488	0	0	0
Healthy	24.1807	0		48.91942	24.1807	0.88978	1.57184	0.72144	0	0.07431	0.97485	0	0.02403
Healthy	56.28629	0		24.96021	56.28629	0.5284	1.41592	0.07227	0	0.24573	0.08153	0	0
Healthy	47.72142	0		23.82057	47.72142	0.43644	0.00891	2.68998	0	0.00359	0.06902	0.00573	0
Healthy	35.33078	0		4.11668	35.33078	13.22524	15.69949	0.00923	0	2.47708	0.46336	0.00319	0.08193
Healthy	9.86027	1.22427		25.12542	9.86027	0.40271	0.46183	0.02153	1.22427	3.52055	0.15335	0	0.35991
Healthy	4.48437	0		44.73574	4.48437	5.34817	0	17.73165	0	0.19751	0.65073	0.14185	0
Healthy	32.93119	2.86015		27.88975	32.93119	0	0	0.02504	2.86015	6.09948	0	0	0
Healthy	6.24613	0		53.28795	6.24613	0	0	0	0	0	0	0	0
Healthy	11.46942	0		43.83834	11.46942	25.43716	0.06424	0.83084	0	0.44993	0.1068	0	0.29712
Healthy	27.45418	0		36.6236	27.45418	0.63067	0	0.50482	0	0.27834	0.3788	0.04985	0
Healthy	40.95522	0		29.51667	40.95522	0.16982	0.22203	0.16174	0	2.24046	0.2526	0	0
Healthy	35.43431	0		44.13978	35.43431	0	0	0	0	1.77762	0	0	0
Healthy	2.52066	0		67.14626	2.52066	0.16593	1.16767	11.09111	0	0	0	0	0
Healthy	21.6788	2.05034		22.14392	21.6788	0	0.01245	0	2.05034	4.26599	1.73004	0	0.00299
Healthy	1.06159	0		89.02974	1.06159	0	0.35884	3.46213	0	0.0329	0.13703	0	0
Healthy	6.13728	0.19165		57.36305	6.13728	11.92586	0.16451	0	0.19165	0.00981	1.68693	0.0863	0
Healthy	1.26694	0		42.89325	1.26694	0	0	0	0	0	0.12202	0.02729	0
Healthy	33.8383	0		13.55201	33.8383	2.26875	0.01303	0	0	0.1098	1.18894	0	0.14282
Healthy	10.41085	0		73.37573	10.41085	8.22406	0.00608	0	0	1.43219	4.53704	0	0.13293
Healthy	4.29397	0		0.44219	4.29397	0.02187	80.24172	0.04915	0	0.56367	0.00972	0	0.0106
Healthy	2.32638	0		67.1886	2.32638	0.18435	0.95903	11.18896	0	0	0	0	0
Healthy	54.15019	3.55074		6.30409	54.15019	2.20423	0.01684	0	3.55074	0.9304	0.28977	0.21362	0.00744
Healthy	1.07416	0		43.03852	1.07416	0	0	0	0	0	0.10093	0.08082	0
Healthy	25.94487	0		58.66894	25.94487	0	3.22162	1.51662	0	1.52302	0	0	0.24166
Healthy	16.86365	0		61.47377	16.86365	0.13589	0	0	0	1.326	0.08619	0.00272	0
Healthy	34.48028	0		29.21217	34.48028	3.52835	0.05604	5.22292	0	0.00285	0.08739	0	0
Healthy	21.36465	0		61.70927	21.36465	0	0.12055	0	0	0.02901	0.14271	0.15114	0
Healthy	35.78451	7.62638		31.07635	35.78451	0	2.72423	1.97508	7.62638	0	0	0	0.25611
Healthy	0.69045	0		47.94033	0.69045	6.03095	1.58131	5.84746	0	0	0	0	0
Healthy	21.17164	0		61.63656	21.17164	0	0.07898	0.00266	0	0.02779	0.11367	0.17345	0
Healthy	2.02647	0		66.8709	2.02647	0.02548	11.9205	8.52442	0	0	0.21143	0.02461	0
Healthy	3.04587	0		66.49723	3.04587	0.12434	0	0	0	0.03326	0.27608	0.3594	0
Healthy	15.30326	5.89659		39.41183	15.30326	0.37163	0.01278	0	5.89659	1.78566	0	0.07114	0
Healthy	4.09874	0		64.90851	4.09874	3.38478	0.20185	0.00837	0	1.94186	2.82032	0	1.06211
Healthy	7.52963	0		84.04108	7.52963	0	0.46573	0	0	0	0.06888	0.03384	0
Healthy	7.61375	0		60.2553	7.61375	0.87124	0.81982	0.10252	0	0.06075	0	0	0
Healthy	7.49396	0		60.50044	7.49396	0.84445	0.79012	0.08526	0	0.06965	0	0	0
Healthy	1.08958	0		89.16869	1.08958	0	0.4473	3.54291	0	0.01682	0.12065	0	0
Healthy	22.8234	0.40432		33.15004	22.8234	0.919	0.08024	0	0.40432	12.52102	1.15867	0.01118	0.23346
Healthy	2.55862	0		69.11451	2.55862	0	0.08352	0	0	0.00996	0.48549	0	0
Healthy	3.01168	0		76.8239	3.01168	0.61629	0.09462	6.51505	0	0.12365	0.17988	0.09047	0
Healthy	27.94032	0.41649		23.72927	27.94032	0.17424	2.06972	0.0361	0.41649	0.5014	0.33875	0.09357	0.00929
Healthy	3.89494	0		62.9329	3.89494	4.18816	0	0	0	0	0.2879	0	0
D050177	0	0		13.13673	0	0	0	0	0	7.28847	0	0	14.9991
Healthy	1.25835	0.5919		83.41755	1.25835	3.54603	0	0	0.5919	0	0	0.40487	0
Healthy	0.76425	0		74.141	0.76425	13.04645	6.2715	0	0	0.56914	3.92622	0	0
Healthy	30.75719	0		47.64964	30.75719	0	0.01526	0	0	2.64251	0.15134	0.35894	0.01959
Healthy	1.59056	0		65.77742	1.59056	0	0.0104	0.20223	0	0	0.12338	0.03142	0
Healthy	0	0		29.84917	0	46.6181	0.00108	0.00413	0	0	0	0.05241	0
Healthy	8.6618	0.00654		68.38871	8.6618	1.36269	0.05435	0	0.00654	0	0.32781	0.05304	0
Healthy	1.24535	0		75.37543	1.24535	0.00293	0	4.89735	0	0	0.01567	0	0
Healthy	4.48158	0		73.85597	4.48158	0.22693	2.49414	4.07552	0	0.11983	0.15484	0	0.02774
Healthy	12.81367	0		40.92134	12.81367	0.17828	0	0	0	0	1.43714	0.32671	0
Healthy	8.5911	0		83.43173	8.5911	0.00061	0.18458	0.01164	0	0.01227	0.02489	0.01141	0.04244
Healthy	6.76244	0		82.9544	6.76244	0	0	0	0	0	0	0	0
Healthy	4.1337	0		53.46851	4.1337	0.46194	0	16.0145	0	0	0.84596	0.02804	0
Healthy	6.15344	0		65.87399	6.15344	0.07333	0.2711	8.18951	0	0.11142	0.02071	0.02561	0
Healthy	15.70621	0		52.20464	15.70621	2.80974	1.53808	3.09734	0	0.56261	0.16158	0	0.59943
Healthy	31.19471	0.09682		58.04829	31.19471	0.03123	0.00165	0.1686	0.09682	0.73993	0.03757	0.02508	0
Healthy	1.72693	0		81.03647	1.72693	1.08158	0	0	0	0	0.16424	0.00918	0
Healthy	35.57478	0.13061		22.76854	35.57478	0.39572	0.17803	0	0.13061	0	0.87803	0	0
Healthy	14.52978	0		63.67189	14.52978	1.05015	0	0.00922	0	0.05984	0.25569	0.05373	0
Healthy	14.0252	1.75451		32.45539	14.0252	8.50732	0.20818	0	1.75451	0	2.33967	0	0
Healthy	0.47101	0.00361		50.17658	0.47101	1.68037	0.15254	0	0.00361	0.01167	0.10858	0.95239	0
Healthy	0	0		35.14529	0	59.86669	1.97125	0.16485	0	0.00085	0	0	0
Healthy	16.43176	0		43.17852	16.43176	21.3703	0.98853	1.2539	0	0.40115	0.20241	0	0.55471
Healthy	23.68552	0.63831		31.70153	23.68552	0	0	0	0.63831	0.58071	1.6901	0	0.09059
Healthy	6.58279	0.1733		64.13049	6.58279	0.58918	0.13726	0.42283	0.1733	0.01182	0.2124	0.1931	0
Healthy	13.37009	0		65.85601	13.37009	0.4548	2.85407	4.90272	0	0	0	0	0
Healthy	9.25895	0		63.34083	9.25895	0	0	0	0	0	0.61092	0	0
Healthy	22.291	0.01909		27.06895	22.291	0.76814	0.07933	0.3179	0.01909	0.06755	0.05424	0.0294	0.01894
Healthy	14.16528	0		56.66584	14.16528	0	0	1.48551	0	0	0	0	0
Healthy	1.26577	0		18.57555	1.26577	13.24007	0	0	0	0	0.02732	0	0
Healthy	2.63256	0		69.15922	2.63256	0	0.09083	0	0	0.02232	0.47913	0	0
Healthy	30.84699	0.86895		31.84757	30.84699	0.0169	0.21026	0.39408	0.86895	1.8316	0.0261	0	0.26833
Healthy	18.20647	0		43.49427	18.20647	2.52118	0.00648	4.31731	0	0.03859	0.29292	0	0.0095
Healthy	5.15164	0		70.27434	5.15164	0.23247	0	4.33822	0	0	0.02601	0	0
Healthy	5.51069	0		27.0824	5.51069	0.22773	0.02034	0	0	0.06691	1.63098	0.04167	0.00751
Healthy	0.34193	0		67.71683	0.34193	0.36264	0.69465	0.05044	0	0.31929	0.87193	0.40776	0
Healthy	4.37022	0.57294		29.7427	4.37022	0	5.9115	0	0.57294	0.05774	0	0.62947	0
Healthy	61.05005	0		6.72067	61.05005	3.77721	1.33955	0	0	0.01475	1.34709	0	0.39836
Healthy	18.14503	0		19.23371	18.14503	3.10268	0	0	0	10.9511	2.86906	0	0
Healthy	1.77582	0		66.94232	1.77582	0.07278	12.1701	9.09009	0	0	0.29767	0.03557	0
Healthy	11.26032	0		49.33802	11.26032	1.89145	0.07515	0.00224	0	0.14045	0.02371	0	0.05296
Healthy	18.84008	0		52.93177	18.84008	0.03396	3.49478	0.02652	0	0	0	0	0.03703
Healthy	28.55732	0		40.48441	28.55732	0	0	0	0	0.06762	0.27012	0	0
Healthy	13.07055	0		50.10864	13.07055	0	0	19.5753	0	0	0	0	0
Healthy	28.24354	0		59.25281	28.24354	0.02827	0.0202	0	0	0	0.06218	0	0
Healthy	11.27248	0		31.60861	11.27248	1.03685	0	0.10138	0	0	0	0	0
Healthy	31.70543	0		29.14461	31.70543	0.91966	0.38517	0	0	0.04715	0.10721	0.06844	0
Healthy	28.57213	0		40.54797	28.57213	0.2823	2.2516	0.04737	0	0.03328	0.004	0	0
Healthy	27.47777	0.7659		40.86562	27.47777	0.73194	2.16802	0.34535	0.7659	3.72433	0.3178	0.42389	0.32484
Healthy	13.7737	0.04704		48.47819	13.7737	0.03966	1.00009	3.24883	0.04704	0.70477	0.0848	0.07023	0.0032
Healthy	5.75014	0		74.46897	5.75014	0.00052	0.92053	0.95763	0	0.31104	0.26174	0	0
Healthy	17.83848	0		38.99765	17.83848	0.04259	31.3908	0	0	0.14322	0.03492	0	0
Healthy	11.19042	0		77.48577	11.19042	0.38547	0	0	0	0	0.53149	0	0
Healthy	14.25353	0		64.82857	14.25353	0	0	0	0	0.05301	0.28319	0.02014	0
Healthy	32.53599	1.61162		39.52349	32.53599	0.11048	0.35025	0	1.61162	0.14449	0.35646	0.10738	0
Healthy	3.00749	0		77.14435	3.00749	0.65262	0.11155	6.29946	0	0.13937	0.17035	0.09146	0
Healthy	18.54068	0		20.92223	18.54068	20.2909	0	0	0	0	0	0	0
Healthy	18.62407	0		47.2267	18.62407	0.39927	0	0	0	0	1.31745	0	0.28424
Healthy	14.48304	0		49.48986	14.48304	3.07529	0.68097	0.01466	0	0.04603	0.80776	0.37974	0.00968
Healthy	40.61396	0.01598		36.04442	40.61396	0.02074	0.02005	0.03741	0.01598	0.04956	0.01227	0.12312	0.24526
Healthy	9.93341	0		37.97892	9.93341	0.00779	0.55821	0.89639	0	3.02379	0.05538	0.02483	0
Healthy	12.10456	0		79.58345	12.10456	0	3.33224	0	0	0	0	0.0441	0
Healthy	3.58003	0		86.67319	3.58003	0.19003	1.60419	0	0	0.04027	0	0.11684	0
Healthy	28.68756	0		40.81851	28.68756	0.2857	2.15948	0.04038	0	0.03855	0.0114	0	0
Healthy	27.54936	0		1.84925	27.54936	26.73796	19.26871	0	0	0	0.89167	0	0
Healthy	4.69588	0.91062		60.31232	4.69588	3.8008	0.15204	7.83841	0.91062	0	0	0.28198	0
Healthy	3.72533	0.12031		77.53816	3.72533	0	0.03218	0	0.12031	0.25323	0.61758	1.5782	0
Healthy	7.87316	0		40.78636	7.87316	16.47407	0.25576	0.00328	0	0.09031	0.4965	0.05789	0.01363
Healthy	20.22245	0		46.83901	20.22245	0.86124	2.03012	0.37807	0	0.0057	0	0	0
Healthy	8.68596	0		46.65057	8.68596	2.39429	0.0542	6.20364	0	0.47012	0.75274	0.00125	0
Healthy	6.25422	0.05877		18.81556	6.25422	20.98183	17.2665	0	0.05877	1.87534	0.29143	0	0
Healthy	37.00175	0		33.45657	37.00175	0.30933	0.3121	0.07814	0	0	1.04313	0	0
Healthy	14.55765	0		59.11193	14.55765	0.02447	0.79851	0	0	0.33816	0.10329	0.22206	0.00536
Healthy	24.91088	0		16.04387	24.91088	26.02174	0.32158	0.16998	0	0	0.63228	0.07945	0
Healthy	1.34389	0		27.20997	1.34389	1.30195	0.10318	0.62827	0	0.8151	1.35238	0.66603	0
Healthy	25.97651	0		21.98073	25.97651	1.1643	9.22203	0	0	0	0.29234	0	0
Healthy	0.7833	0		53.88701	0.7833	0.03577	1.0624	9.25899	0	0.32579	0.74404	0.12384	0
Healthy	24.03998	0		56.1964	24.03998	2.27382	3.29583	0.39935	0	0.21002	1.73508	0	0.5997
Healthy	0.41165	0		13.52345	0.41165	0.01026	10.3544	2.58722	0	0.14981	1.4533	0.69877	0
Healthy	13.61368	0.04021		67.47754	13.61368	0.79401	0.3481	0	0.04021	0.03778	0.21606	0	0
Healthy	3.50474	0		74.4461	3.50474	0.49621	0.0099	0	0	0.07712	0.27891	0.17714	0
Healthy	3.23799	0		85.92451	3.23799	0.23535	1.46955	0	0	0.03983	0	0.15972	0
Healthy	12.80241	0		39.96788	12.80241	11.5772	0.47781	0	0	1.12635	0.83259	0	0
Healthy	3.1049	0		84.53457	3.1049	1.18753	0.09477	0	0	0.03828	0.474	0.06024	0
Healthy	2.38077	0		40.4931	2.38077	3.82204	4.06422	12.82496	0	0.06355	0.345	0	0.59479
Healthy	28.02608	0.0425		37.61604	28.02608	0.16373	0.03633	0.5024	0.0425	0.1416	0.00659	0.00207	0.26551
Healthy	1.21727	0		88.70008	1.21727	0	0.52504	3.45223	0	0.0271	0.14158	0.00376	0
Healthy	9.98731	0		85.02589	9.98731	0	1.29633	0	0	0	0	0	0
Healthy	12.64003	0.60919		33.15861	12.64003	0	0.1119	0	0.60919	0	0	0.04153	0
Healthy	27.24408	0.06064		23.37735	27.24408	0.61576	1.88029	0	0.06064	5.38949	1.98801	0.08899	0
Healthy	2.36121	0		67.76955	2.36121	0.00348	0.0207	0.4059	0	0	0.29333	0.07252	0
Healthy	1.30462	0		26.70962	1.30462	1.33508	0.05795	0.62559	0	0.82368	1.32697	0.62835	0
Healthy	1.24269	0		43.39885	1.24269	0	0	0	0	0	0.08865	0.08445	0
Healthy	1.29615	0		26.66764	1.29615	1.30712	0.13974	0.57559	0	0.75318	1.35079	0.67306	0
Healthy	10.63404	0		62.10141	10.63404	0.30566	0.14387	6.46618	0	1.27484	0.87877	0.0135	0.25326
Healthy	2.38286	0		71.26837	2.38286	0	0.06958	0	0	0	0.44574	0	0
Healthy	5.31424	0.5783		28.53601	5.31424	0	6.24797	0	0.5783	0.02633	0	0.57966	0
Healthy	24.05345	0		14.95691	24.05345	15.67896	0	0.08948	0	0	0	0	0.13203
Healthy	22.89416	0		33.43442	22.89416	0.11996	0.18283	0	0	0	0	0	0.28345
Healthy	9.32184	0		67.15942	9.32184	1.53779	0.15278	0.0129	0	0	0.35881	0.1027	0
Healthy	19.97007	0		51.71282	19.97007	0	0.04945	0.00655	0	0.12561	0.31773	0.07697	0
Healthy	13.62097	0		20.13582	13.62097	2.73011	0.03594	0	0	0.7052	16.06155	0.00395	0.11949
Healthy	5.11376	0		28.41094	5.11376	3.16528	0.11783	49.82144	0	0.17444	0.71229	0.06095	0.01002
Healthy	5.50413	1.06334		36.82398	5.50413	0.15585	12.1653	9.80831	1.06334	0.49268	0.03517	0.07662	0
Healthy	13.18481	0		66.57883	13.18481	0.44665	2.92516	5.1784	0	0	0	0	0
Healthy	23.4495	0		52.72574	23.4495	0	0.14395	7.43802	0	0	0	0	0
Healthy	16.57394	0.57846		43.21223	16.57394	1.42281	0.07045	0	0.57846	0.33581	0.10073	0.05108	0
Healthy	26.68844	0.10831		13.3599	26.68844	0.71732	0.1369	0.29958	0.10831	0	0.22766	0.44702	0
Healthy	18.59434	0		36.83866	18.59434	0	0.47257	0	0	0.53728	0.14881	0.19253	0.31227
Healthy	1.62245	0		7.33018	1.62245	0	23.5867	0	0	0	0	0	0
Healthy	62.40925	0		4.37322	62.40925	0.02018	0.19008	12.94604	0	0.45135	0.01638	0	0
Healthy	3.71951	0		86.50021	3.71951	0.22626	1.35285	0	0	0.04811	0	0.10279	0
Healthy	63.02564	0		6.34116	63.02564	10.0094	0.43589	0.68955	0	1.07875	0.37575	0	0.51637
Healthy	9.14405	0.06746		48.89644	9.14405	2.27586	1.10727	0.10997	0.06746	0.07318	0.35054	0.0914	0
Healthy	10.39772	0		85.0273	10.39772	0	1.43863	0	0	0	0	0	0
Healthy	7.45679	24.9923		28.92219	7.45679	0	0	0	24.9923	0	0	0	0
Healthy	17.89035	3.13665		35.47554	17.89035	4.21928	0.13301	0.05627	3.13665	0.12615	1.30259	0.05167	0
D050177	33.92405	0		60.1956	33.92405	0	0	1.65354	0	0	0	0	0
Healthy	3.75075	0.08612		57.63054	3.75075	5.65755	0.02002	0	0.08612	0.01468	0.86269	0.06538	0
Healthy	8.78812	0		67.99629	8.78812	1.59574	0.05613	0	0	0	0.43082	0.08433	0
Healthy	6.21465	0		49.33694	6.21465	0.22689	0.09874	0.10841	0	0	0.16662	0.6349	0
Healthy	0.00903	0		14.75489	0.00903	22.47204	18.38479	5.13874	0	0	4.3854	0	0.08665
Healthy	0.01216	0		0.04323	0.01216	37.10326	10.66439	0.14143	0	0.00295	0.05131	0	0
Healthy	1.87462	0		79.67785	1.87462	1.18505	0.00626	0	0	0.00339	0.1701	0.01897	0
Healthy	13.42623	0		65.78699	13.42623	0.46036	2.81905	5.23243	0	0	0	0.00386	0
Healthy	25.23401	5.60451		20.52414	25.23401	5.71942	0.49172	0	5.60451	3.89411	0.75056	0	2.83469
Healthy	5.14667	0		69.90994	5.14667	0	3.01543	0.0231	0	1.78487	0.01367	0.03353	0
Healthy	16.56852	10.4082		43.09291	16.56852	1.64562	0.02637	0.02694	10.4082	0.74866	0.34565	0.1924	0.14545
Healthy	0	0		17.59236	0	20.49967	52.97984	0	0	0.02092	0	0	0.00199
Healthy	1.59518	0		81.20998	1.59518	0	0	0.02246	0	0	0.02363	0	0
Healthy	12.18996	0		33.58074	12.18996	0.01839	32.8765	0.02571	0	0.72251	0.03956	0	0
Healthy	2.77963	0		60.12419	2.77963	0.02254	7.02995	9.22372	0	0	0.05948	0.39177	0
Healthy	28.91133	2.88522		37.79332	28.91133	7.88279	0.10751	0.03506	2.88522	0.00034	0.80227	0.01428	0.06303
Healthy	28.66722	0		21.07674	28.66722	0.82796	6.84068	0	0	0.20777	0.16258	0.1378	0.24489
Healthy	0.04346	0		26.16258	0.04346	39.73562	13.31298	0.00079	0	0.27278	6.7121	0	0
Healthy	7.5777	0		59.40884	7.5777	0.89181	0.81935	0.0997	0	0.03229	0	0	0
Healthy	8.61385	0		28.80368	8.61385	6.41283	53.421	0	0	0.06351	0	0	0
Healthy	0.89419	0		54.90497	0.89419	0.02138	1.00475	8.97374	0	0.30666	0.68314	0.20147	0
Healthy	44.73936	0		4.52602	44.73936	18.19568	0	0	0	0.04228	5.89522	0	0
Healthy	18.65948	0		65.09545	18.65948	0	0	0	0	0.0557	0.14977	0.40158	0
Healthy	8.73576	33.6936		25.21972	8.73576	3.44222	0.07348	0	33.6936	1.00071	1.29672	0.07018	0.6669
Healthy	5.01189	0		69.49329	5.01189	0.34445	0	6.26984	0	0.3007	0	0	0
Healthy	8.64569	0		41.46659	8.64569	2.81889	0.05704	0.83656	0	0.00925	0.30737	0.04475	0.02098
Healthy	20.41575	0.03293		56.18731	20.41575	0.55323	0	0	0.03293	0.59643	0.0481	0	0
Healthy	15.90515	0		38.80621	15.90515	0.51871	0.0942	4.2544	0	0.05294	0.0927	0.05728	0
Healthy	32.75398	4.66766		18.27071	32.75398	0.02869	0.57853	6.0251	4.66766	0.12799	0	0.00719	0.49229
Healthy	24.17274	12.7756		28.19344	24.17274	0.18339	16.17731	0.07161	12.7756	0.13928	0.02857	0.03488	0
Healthy	5.20234	0		38.44628	5.20234	0	0	1.99129	0	0	0	0	0
Healthy	36.22127	0.1314		36.83659	36.22127	0	0	5.90031	0.1314	0	0	0	0
Healthy	23.05903	2.55668		44.20571	23.05903	5.75324	0	0	2.55668	0	0.60622	0	0.12967
Healthy	28.0521	0.00775		18.63199	28.0521	1.38242	0.03824	0	0.00775	16.29565	1.67106	0	0.40591
Healthy	29.12181	0.34774		28.43816	29.12181	0	0	3.49235	0.34774	0	0	0	0
Healthy	4.19186	1.2056		24.69692	4.19186	10.24806	0.06096	1.44298	1.2056	0.15563	2.06373	0.3653	0.11759
Healthy	11.13307	0		49.61754	11.13307	1.75718	0.07668	0	0	0.11295	0.25274	0.26343	0
Healthy	6.27856	0		33.1389	6.27856	1.64179	0.22775	0.28758	0	0	0	0	0
Healthy	6.84785	0		4.94548	6.84785	20.14801	2.18514	6.80414	0	0	0.00662	0	0.11799
Healthy	7.82102	0		63.74033	7.82102	0.12019	0	11.8928	0	0.02539	0.02917	0	0.02352
Healthy	17.47768	0		28.78968	17.47768	7.77379	0.16177	1.00323	0	11.74553	0.69507	0.05473	0.08685
Healthy	10.89549	0.03207		56.44389	10.89549	0.98615	0	0.04975	0.03207	0.15956	0.00994	0.05434	0
Healthy	4.54863	0.08486		78.23298	4.54863	0	0	0	0.08486	0.24703	0.57405	1.49648	0
Healthy	33.85214	2.58635		14.95651	33.85214	2.41596	0.55205	0	2.58635	0.92191	0.0612	0.04649	0.13183
Healthy	5.72689	0.19089		56.76372	5.72689	12.2649	0.09424	0.00405	0.19089	0	1.78633	0.09357	0
Healthy	4.60013	0.95041		60.85497	4.60013	3.80101	0.10131	7.40556	0.95041	0	0	0.26361	0
Healthy	5.69559	0		46.03264	5.69559	18.28191	10.96675	2.9293	0	0.03617	3.44456	0.04359	0.09905
Healthy	50.66659	0		33.03167	50.66659	0	0	0	0	0	0	0	0
Healthy	15.82033	3.23876		20.21896	15.82033	0	10.1218	0.03002	3.23876	1.57624	0.00949	0.1769	0
Healthy	8.75655	0		35.587	8.75655	1.13764	0	0	0	0	1.25557	0.07764	0
Healthy	5.13883	0		69.95272	5.13883	0.37575	0	6.11149	0	0.25493	0	0	0
Healthy	0.61599	0.01395		49.41957	0.61599	2.10804	0.06144	0	0.01395	0.00774	0.12107	0.95251	0
Healthy	4.4203	0		43.72766	4.4203	0.73474	0.03789	0.37326	0	0.04867	0.04577	0.02768	0.22656
Healthy	43.36492	0.45527		26.36118	43.36492	0.26293	0	0	0.45527	1.04698	0.35399	0	0
Healthy	6.90806	0		39.20047	6.90806	0.0192	0	0	0	0.82434	0	0	0
Healthy	21.62313	0		40.68302	21.62313	1.53366	0.06081	5.15333	0	0.0061	0.02288	0	0
Healthy	5.98746	33.0343		26.95037	5.98746	9.0717	2.17433	0	33.0343	1.31285	2.54096	0.31821	0.00638
Healthy	52.95862	5.43402		10.37808	52.95862	0	0	3.99074	5.43402	0	0	0	0
Healthy	11.80424	0.2373		38.79379	11.80424	0.33643	0.12536	0	0.2373	0.29557	0.87431	0.15813	0.35254
Healthy	28.76685	8.70403		8.71721	28.76685	8.05771	8.15067	0.01329	8.70403	6.15808	3.15382	0.04017	0.00031
