p	Bacteroidota	Firmicutes_A	Actinobacteriota	Firmicutes	Desulfobacterota	Firmicutes_C	Methanobacteriota
Healthy	1.65574909221612	0.822281216656299	0.283931854794183	-0.26085504067402	-0.177773059405061	0.482997854050922	-5
Healthy	1.25929923269997	0.962872011646389	0.590845177209597	1.32789385998954	-5	0.899838005126567	-5
Healthy	1.80432102081899	1.26968452668662	-0.254987701328606	-0.747316838067802	-1.15620680167409	-1.24695343837347	-5
Healthy	1.49356427633227	1.1086857570507	1.55968822648657	-1.61834351741421	-2.12090412049993	1.11346904426635	-5
Healthy	1.33045943275192	1.54941111098063	0.994543261341179	0.70645576145229	-5	0.66441066625717	-5
Healthy	1.12349589629023	0.806771975129058	0.133308926879325	-0.867996607013368	-0.341931337516564	0.415260555485293	-5
Healthy	1.81791352489197	0.89347657602406	-0.379343520180379	-1.16304326294045	-0.470454157138276	-0.0941232027331172	-5
Healthy	1.66387781019517	1.42169044813617	0.514375063032711	-0.0665886443976464	-2.90308998699194	0.776590780723774	-5
Healthy	1.84899289555575	0.516286756742558	-0.554146810346125	-1.64820369310298	-5	0.7701993436501	-5
Healthy	1.6475331865481	1.04352810361786	0.781865190611418	-0.758055266755733	-0.960942981966556	1.24868546482757	-5
Healthy	1.56000304445673	1.62673639063625	-0.586767313605483	0.716771865592201	-5	-2.33161408331	-1.60800692774029
Healthy	1.25952794138506	1.74560717886567	0.883480867366019	-5	-5	0.706197853673996	-5
Healthy	1.62839833114676	1.61067634238685	-5	0.292838433016156	-5	0.339403735860026	-5
Healthy	1.80403694856363	1.21357804935372	0.0661767857720065	-1.33236029394359	-1.29713882942707	-1.72422809983507	-5
Healthy	1.96760834270013	0.33969584950589	-5	-1.88840147511961	-5	-5	-5
Healthy	1.69670438392489	1.51071574552102	-0.127278637804058	-0.293982431100993	-0.970291637485105	0.0857185951654024	-5
Healthy	1.71218039327238	1.64177295694328	-1.94195376960472	-0.984305011473482	-5	0.0614600188564993	-5
Healthy	1.85173953724011	0.539787206963553	-5	-5	-1.50265561898242	-5	-5
Healthy	1.42350882927382	1.66372004899893	1.0392010841612	-5	-5	0.74992946410767	-5
Healthy	1.15158158231486	1.84136516505698	-0.152797636019076	0.190037398989312	-1.08857603462371	0.118615195569278	-0.731024418902193
Healthy	1.76379227371666	0.942225394038726	-0.124030563715852	-5	-0.253233509274442	-0.336176622715236	-5
Healthy	1.34524587426771	1.77264422665499	0.289588952542597	-0.460296761052174	-5	0.0313438202620874	-0.951092298516229
Healthy	-0.446736102130203	0.853369020778802	1.43181487435091	-0.34356637993405	-5	-5	-5
Healthy	1.90515172992153	1.16590402368497	-5	-0.268346780304104	-5	-5	-5
Healthy	1.30818415943938	1.67775710506271	0.5896569959533	-0.720538390742327	-0.720287439179074	-5	-5
Healthy	1.46048845128655	-0.601487100636577	0.856467268467033	-1.69550947222651	-5	-1.45568385825257	-5
Healthy	1.58838141538367	1.29462822967002	1.05550905880417	0.0735093989447644	-5	-1.79344395590097	-5
Healthy	1.47030565369035	1.72806664688125	0.00441596227933744	0.374258801735391	-5	-0.332603088723377	-0.683463552596444
Healthy	1.52154105801303	1.18056740329026	-2.36251027048749	-0.13499083395651	-5	-5	-5
Healthy	1.62193708491111	1.48141123776671	-0.876344325561878	0.275695943772669	-5	-5	0.388704955700738
Healthy	1.8422493624299	1.03803448288161	0.143654834652498	-0.652162790782278	0.0853084206935297	-5	-2.08301995267962
Healthy	1.45822828621146	1.7636263758975	-5	-0.465035207605334	-5	-0.409760221691033	-0.672252928747544
Healthy	1.81760403789488	0.383240712265224	-0.733980091146502	-5	-5	1.04397967690349	-5
Healthy	0.889549319851817	1.89740598462153	-0.321035719347869	-1.25266589038409	-5	-0.663660364179217	-5
Healthy	1.40084905039548	1.31392160918484	0.591057925521535	0.192826614678094	-1.40660315769979	-1.81901441921327	-5
Healthy	1.8803962977303	0.745483117577596	0.138027821232947	-2.75696195131371	-1.82073553566097	-5	-5
Healthy	1.44655083564052	1.75178633158743	0.420501988374776	-0.30019694972716	-5	-0.867580201902385	-5
Healthy	1.82018917291727	0.892972326282529	-0.46512391542646	-1.2185318571582	-0.481038835550238	-0.0562186872401727	-5
Healthy	1.40671301227427	1.66820619715723	0.316936466943489	0.919402906871174	-1.10757145305477	-0.649345021321921	-0.0978066703730758
Healthy	1.25929732031192	1.77721404573176	0.254809010414806	-5	-5	-5	-5
Healthy	1.89530517121279	0.938137297650076	-0.806179973983887	-1.13170831198214	-2.79317412396815	-5	-5
Healthy	1.81245075376518	1.36596264140317	-0.91388942619868	-1.16583371605738	-0.388223603002689	-5	-5
Healthy	1.59146586560344	1.09462169057043	0.884305869902676	0.0255802854362789	-0.722184573429135	-0.644625115568388	-1.12389767862221
Healthy	1.94824376338362	0.405878868331657	-0.880117542015017	-0.63537397104496	-2.59516628338006	0.555024278341712	-5
Healthy	1.902603793708	1.0933519823094	-5	-1.07618627890881	-1.41668784801692	-5	-5
Healthy	1.80714744013724	1.13265153073686	-0.123580074692156	-1.5054280157698	-0.859272037155817	-0.41491168253253	-0.75340295089363
Healthy	1.58393825894487	1.07610425239176	-1.14813039927023	-0.274586622650022	-0.449820584291501	0.309242535683534	0.488614163981458
Healthy	1.90763543760992	0.732929862907847	0.0718930485509044	-5	-1.54683460747414	-5	-5
Healthy	1.40001116347393	1.29993941694529	0.271695268770411	0.256277457032671	-0.4315987810515	1.35289398495645	-5
Healthy	1.7468348775601	1.40153649503355	-1.42181939037222	0.953170410062659	-5	0.167656956106924	0.279443352577086
Healthy	1.43602485997618	1.49570595381986	1.478540956596	-5	-1.26696331706642	-5	-0.367390883139056
Healthy	1.89328788413065	1.16768706622592	-5	-0.363742852536496	-5	-0.404404585179866	-5
Healthy	1.81086762923236	1.39345533900023	0.187943529062527	-0.295772243975001	-1.45892023222337	-5	-5
Healthy	1.90097133349062	1.09161948151491	-5	-0.997488368715092	-1.33629907461035	-5	-5
Healthy	1.67173058524069	1.52914432399509	-1.24519314464558	-0.119701008574247	-5	0.827994413772519	-0.742177483965524
Healthy	1.52251334995078	1.42053414725031	-0.105086086199588	-0.682103733507044	-5	-0.55211358549957	-5
Healthy	1.84248723314806	0.795370377864658	-0.578725208789653	-0.247436853219887	0.217452358012074	-5	-1.54106013810967
Healthy	1.89035561818262	0.958802703399502	-0.828829565098379	-1.26865302445405	-2.80966830182971	-5	-5
Healthy	1.79020259096065	1.42670494278751	-2.30189945437661	-1.79290445958078	-5	-1.70818731253288	-5
Healthy	1.75068639596413	1.07685007757803	1.13855214843339	-0.521404648588605	-0.95436412892178	-2.66958622665081	-0.709275519980777
Healthy	1.73645698054468	1.52648272598072	-0.542057578636002	-0.499091465490491	-5	0.276567492614683	-5
Healthy	1.63656221152152	0.685083081773877	-1.18197215814074	-1.69336055897574	-1.48678239993206	-5	-5
Healthy	1.86071421216417	0.529733125569346	-5	-5	-1.28567024025477	-5	-5
Healthy	1.35594032910961	1.01612538353125	0.533834313810089	-5	-5	-0.504608316733061	-5
Healthy	1.28344913507257	1.76962948341265	0.349681515137003	1.11050890380876	-5	0.266222286089953	0.0203820023100244
Healthy	1.78701036043699	1.39733331000103	-0.791236267338363	-1.0268721464003	-0.831237424377643	-2.09745322068601	-5
Healthy	1.78904336346585	1.39453643002807	-0.707478115425859	-0.994219100045348	-0.82929834418393	-5	-5
Healthy	1.78698851626489	0.547050688176596	-1.3799681048737	-5	-0.476253533188435	0.975085613689644	-5
Healthy	1.78024643641179	1.14563607374448	-0.131661262040936	-0.255128343264855	-5	-0.369500934993356	-5
Healthy	1.78464916825017	0.772601120532011	-0.257259162126453	-5	-5	-0.62182020961905	-5
Healthy	1.59105948454855	1.19668730668016	-5	0.993012752319757	-5	-0.245751074050475	-5
Healthy	1.20512583727329	1.84684893146272	0.0849228603025243	-0.23051928278377	-5	-5	-5
Healthy	1.86313571622313	0.56260449277382	-5	-5	-5	1.00602125104217	-5
Healthy	1.79995502038762	1.40552427687326	-0.858926673732525	-1.02890978686288	-0.688627638196451	-2.08777794346758	-5
Healthy	1.93699953868876	0.878078658061945	-0.666371387481309	-0.929112855981459	-0.989742457001699	-5	-5
Healthy	1.79562541141711	1.46293334758363	-0.317575115052949	-1.15720360482442	-1.89517159634634	-0.666472121478908	-5
Healthy	1.70525998257671	0.856096619470512	0.215034472076564	-2.10679324694015	-0.0116506608530314	-5	-5
Healthy	1.8137514040382	0.981531397830807	-5	-5	-1.2098556349571	-0.525375865581386	-0.264249443050053
Healthy	1.65819280795176	0.818556438818155	0.26578446784052	-0.216053564833748	-0.181760906146476	0.486852524143322	-5
Healthy	1.58462144870961	1.58449281066138	-5	-0.27574051917945	-1.18708664335714	0.990982713978623	-5
Healthy	1.75917269340802	1.39267321586803	-5	-1.71354353025302	-1.24902901556268	0.226146043037372	-0.603992552294838
Healthy	1.41344243740169	1.86976856311412	-5	-5	-5	-5	-5
Healthy	1.78339441350103	1.00932084295081	0.576207700571901	-0.831767770486579	-0.422289958839038	0.881186582455558	-0.0241731402651672
Healthy	1.59828842602444	1.53079794617608	0.664848733228159	-0.482553366080614	-0.604324214730064	1.00037246490087	-5
Healthy	1.83322720348008	0.339564720744175	-0.810818602819263	-5	-5	1.02170476943826	-5
Healthy	1.71027217662072	1.55568318976661	-0.603364833016307	-1.21296481797378	-0.608906033729366	-2.69897000433602	-5
Healthy	1.78679307551743	1.38127486445892	-5	-1.34524606674707	-5	-5	-5
Healthy	1.4180109463338	1.64651380543217	0.310731537070289	0.179683897698728	-5	0.585353552711389	-5
Healthy	1.78004577521362	1.14116338956612	-0.0753744504618983	-0.36897246014147	-5	-0.460422116654691	-5
Healthy	1.77946769879883	1.44949814640934	0.177804785065029	-0.734403976912408	-5	-5	-5
Healthy	1.06194266859472	1.7652327007658	-5	0.885516701288187	-5	-0.865440422577375	-0.191222045296204
Healthy	1.63071744373332	1.58329424022553	-0.620331965966346	-1.1786175002527	-5	-1.44297427761362	-5
Healthy	1.87396969779597	0.99279026086462	0.513799377977447	-0.558037929911472	-1.73471037413917	-5	-5
Healthy	1.13305580649568	0.853379368841177	0.182146345647324	-0.855456925727212	-0.145918756170271	0.44715027601437	-5
Healthy	1.85360793726677	1.02171922850814	-0.202926445796209	-2.65955588515988	-1.82739706879014	-1.47638358094563	-5
Healthy	1.44728752485348	1.73679515299428	-0.688754879121792	0.629334151724093	-5	0.410804217827063	-5
Healthy	1.64525598723438	1.60981683481143	0.626784701485522	-0.0889703004937882	-2.33254704711005	-1.23150989482875	-5
Healthy	1.51982996187314	1.58392127862756	0.296033029332005	0.868222280049216	-1.0519784668589	0.424515760887521	-0.163429052339501
Healthy	1.93359989623458	1.00281550518044	0.118380478422235	-0.284255639895637	-5	-0.445692591194441	-5
Healthy	1.53024017922384	1.74514188333472	0.286537302975502	-0.63712186421107	-2.42365864979421	-1.30891850787703	-5
Healthy	1.84831094876434	1.211817363788	-0.974571238592759	0.304886726880107	-1.73025362686923	0.559891071511696	-5
Healthy	1.79890403654049	1.23204928215509	-0.795907161597461	-1.51541547071716	-5	1.10412880717098	-5
Healthy	1.52028251858544	1.54576406064084	-5	0.228043433509841	-5	-0.550614177886614	-0.185532648252216
Healthy	1.64257777817935	1.52333108790772	-2.53610701101409	-0.527902071630646	-5	0.0322721538792363	-5
Healthy	1.8395273190905	0.782800013240915	-0.596862313373619	-0.279973073180271	0.154998796858298	-5	-1.85016530328421
Healthy	1.34745823525243	1.56648663481458	-0.407945439827079	-0.175796039171376	-0.988810312390009	-5	-0.236220220664651
Healthy	1.12424950751656	1.80334968959274	0.180177505520793	1.01701788816255	-1.55924829952081	0.755196216792059	0.516117404014169
Healthy	1.83239323446241	1.01211983580451	-0.662121622198795	-0.365563037462101	-5	0.683102898251826	-5
D037841	1.68952195749978	1.10850210735823	-1.59533729912628	0.0150620191248424	-5	-3.22914798835786	-5
Healthy	1.74767083118137	1.06435764063349	1.14794052982515	-0.595371510358081	-1.06722192993945	-5	-0.691286223360996
Healthy	1.6997597018861	1.42992386507408	-0.204217275517078	0.106109268076676	-5	-0.919193195665638	-1.1087971727397
Healthy	0.989984347155344	1.79709524343957	0.324730926018828	1.2402641177506	-5	-0.38344047112217	-1.45087407324189
Healthy	1.69762325578217	0.852264622895017	0.244361249475595	-5	-0.090652610581442	-5	-5
Healthy	1.93269608074609	0.914887667414394	-0.582129901923355	-1.3058337040668	-1.32002730572258	0.109247722726692	-5
Healthy	1.44215431825314	1.56276497736574	1.16999371997978	-0.718625697644953	-2.29929628285498	0.585561113253916	-5
Healthy	1.44769978587616	1.74267258870357	-5	-1.69940451611004	-5	-5	-5
Healthy	0.992245470404764	1.71019058793031	1.12631229854971	-0.420856888356185	-5	1.09307235793528	-5
Healthy	1.62850305786177	1.35017802148473	-0.0204561776728241	-0.0835460514500749	-0.857986167015641	0.595127907424166	-5
Healthy	1.89328244254808	0.872297905435093	-0.233215484502141	-0.684323479651987	0.189296564480904	-1.03268608171292	-1.03461012978488
Healthy	1.51167431480752	1.56002995672657	-5	0.415989409775816	-5	0.25020280076303	0.815216349987667
Healthy	1.38690239553102	1.76396341803372	-0.101154197806508	-0.720241827197527	-1.33828194230534	-1.54485047882017	-5
Healthy	1.4021019112055	1.77471800848193	0.156361340450087	-0.048754790735713	-5	0.597043255132234	-5
Healthy	1.88732568509417	0.840752661491784	-0.233289792737741	-1.05640656723163	-1.98758462523757	0.965537055768076	-5
Healthy	1.46192001102786	1.62417294113089	0.397321132585381	-0.392866795608433	-1.06083032037482	0.278014672065929	0.828015709534763
Healthy	1.83212324129133	0.877155296873409	-0.461262933824195	-0.52712658475644	-5	0.781603883546812	-5
Healthy	0.839399477589831	0.741554966417343	-5	-5	-5	-5	-5
Healthy	1.95979455001318	0.163313470721263	-0.495325291230117	-0.664943480560908	-5	-1.47146893936459	-5
Healthy	1.80810748638921	1.1436548346525	-0.0786517297190257	-1.71242219092129	-0.725426535803529	-0.426989074326613	-0.688776089567544
Healthy	1.53392005922317	1.36283312396803	1.45016301091496	0.0150242633246252	-5	0.364320185775914	-5
