s	Agathobacter_rectalis	Bifidobacterium_adolescentis	Collinsella_sp003487125	Enterocloster_aldenensis	Anaerobutyricum_hallii_A	Bariatricus_comes	Holdemanella_biformis	Blautia_A_wexlerae	Dorea_formicigenerans	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Bacteroides_caccae	Alistipes_shahii	Odoribacter_splanchnicus	Alistipes_onderdonkii	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Bilophila_wadsworthia
Healthy	0.304503453012158	0.592669640645433	-0.253669446341402	-0.684743574946789	-1.61636413163812	-1.37561475857973	-5	-0.969521719377592	-1.32303218570524	-5	1.41437176772699	-5	0.610934703688716	0.432136763398348	-0.142522762863541	-0.54749289629087	-5	-2.38827669199266	-5	-1.14200450443908
Healthy	0.407241297826983	-5	-1.56719099496683	-1.33582829463807	-2.4672456210075	-1.85573722623801	-5	-1.51173138450454	-2.23433144524099	-5	0.938542239859798	0.441099437560305	-0.245460555602992	-0.0896371041676556	-0.199386010173668	-1.57218942732401	-1.6769542645183	-0.595303090589227	-5	-1.82594019227497
Healthy	-0.31505594627883	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.505022385574745	0.333674942312747	1.03554620154821	-5	-5	-0.114068012712767	-5	-5	-5	-5
Healthy	0.268720685303507	-5	-1.80106813006779	0.370875621321162	0.533525490073195	0.276176776716147	0.724625622584814	0.145544448306119	-0.574579910915053	-0.43077829571264	0.129257960412938	0.241142877368375	0.284507433629074	0.204312658085569	0.0898909878119588	-0.82564940252062	-1.69637202361611	-5	-5	-5
Healthy	-1.1424262958525	0.960584449821187	-0.238673677578543	-1.14104194528199	0.303550262665017	-0.213518321579498	-5	-0.0908774117725586	-0.598117177678718	-0.276248878364461	0.715672485686674	-2.55595520408192	0.908862851524385	-0.398222391869759	-5	-1.0537442928006	-1.3058337040668	-1.37685412536206	-1.14672777597932	-5
D009765	1.49972982278862	-0.214598975007612	0.483520257835529	-5	-0.163631570790643	-0.0523065633749551	-1.48293612651735	-1.20093528064899	-0.965451752901531	-5	0.45282259449001	-1.10924374808178	-5	-5	-5	0.30712148464989	-5	-5	-5	-5
Healthy	0.164489666741155	-5	-5	-1.24214865631442	-2.24033215531037	-5	-5	-0.691286223360996	-0.981341102414482	-5	1.42701861773258	0.308064740924019	-5	0.157190730407973	-0.277645826872157	-5	-1.49839307758117	-0.910589489016456	-5	-5
Healthy	-0.544789572224195	-5	-5	-5	-5	-5	-5	-1.38520820804358	-2.63638802010786	-5	1.28146085726451	0.15039104913845	-5	0.238903803096382	-0.263611466502556	-5	-5	-0.716517852951029	-5	-5
D009765	-5	-1.00182787806056	-0.801672882276522	-0.123032032567415	0.120725249887971	-0.00984769210406639	0.351585677098183	-0.0799288757024759	-0.0553396982562656	-0.209025579976216	0.68186870131909	-0.233141188978582	0.216946666104967	-0.948345915886714	0.268350937524706	-5	-5	-5	-5	-5
Healthy	-0.0755087885852418	-5	-5	-5	-1.40882404968821	-5	-5	-5	-5	-5	0.901347690267677	-5	0.323435682309738	-5	-5	-5	-5	-5	-5	-5
Healthy	1.07137417484064	0.550777296746581	-0.390117579391795	-0.492319499989182	-0.069519628323087	-0.80637458150712	-5	-0.405419627491767	-0.74011955265634	-0.723377375798292	1.10560248382763	-1.69702006325175	0.392990486341554	-0.200053240270852	-0.0207749626975527	-0.443781953593078	-5	-2.64975198166584	-5	-3.46852108295774
Healthy	0.820225768783844	-0.287720784982634	-0.790860463943467	-0.161591721505813	-0.253887579079468	-0.350957365913824	0.384640100826292	-0.395881993807965	-0.918220773232467	-0.819157585353318	0.645057584029226	-0.1955266234099	0.294320702108966	-0.602459726157543	0.221150712004063	-0.214008548113107	-5	-5	-5	-5
Healthy	0.511570556328712	-5	-0.545627787581156	-1.74208154968594	-1.37242933581946	-0.225789703331083	-5	-0.88458920986608	-0.755673389769364	-1.51769823277656	-0.467742605695009	-1.46268472688799	-0.624500991980616	-0.221747426057868	-0.314688291450434	-2.73048705578208	-5	-5	-5	-2.3777859770337
D009765	1.42345084533203	0.46445824848832	0.196062827957355	-0.32933675671412	-0.831856224504042	0.142561522784966	0.0753790503978309	-0.877292745681652	-0.363000879976172	-0.644261216397965	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D009765	0.848584422216441	0.248618095032732	-0.283495836226783	-0.25370060145409	-0.504649959032597	-0.140009568062927	-0.199578507453945	-0.37100858512053	-0.873478974456588	-0.769729942588795	0.291746140824207	-0.419896514762075	0.028855809390444	-0.00236464487350495	-0.398211527581728	-0.831119657586357	-5	-5	-5	-5
Healthy	0.491935703806716	-5	-0.926868435059007	-5	-5	-1.79182747333288	-5	-2.34775365899668	-1.29774183683791	-5	-0.146253130503546	-1.0841782123796	-0.0559864217333712	0.117549685315026	-5	-0.258462358081802	-5	-1.93930215964639	-5	-1.71287037928089
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D009765	0.729005140925415	-5	-5	-5	-0.278527392449957	-0.175262547762836	-5	-0.649771370245135	-5	-5	0.815143236550249	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.532372133567877	0.539894963016856	-5	-1.12453358413361	-1.34428545038129	-1.70575428386188	-5	-2.0195421077239	-5	-5	0.47951052824156	-0.574156145343284	0.404263972739736	0.224382833406036	-0.122467407602619	0.0184674812710605	-5	-0.538291429935634	-5	-1.15440590683998
Healthy	0.292856135206823	-2.30715308072277	-5	-5	-5	-5	-1.50737927795681	-1.22599426974179	-1.49976352517436	-5	0.164213026148668	-0.367431364529984	0.0664489269798224	-0.15358247041197	-0.220533383652586	-1.08118360963962	-5	-5	-5	-5
Healthy	0.124960450789545	-5	0.259753902922316	0.0574721112149163	0.240187185333824	0.0960022581035791	-0.0745125755796187	0.185213405801855	0.231897557154034	-0.288715925889622	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.23663322895765	-5	-0.0161933580215848	0.349199794429999	0.356616631382504	0.323732549825934	-5	0.0649519054279609	-0.275912638721594	-0.247505956430413	-0.229619343153172	-1.00868530182339	0.116464947864344	-2.0565054840939	-0.601973141116313	-5	-5	-5	-5	-5
Healthy	0.282909734877127	-5	-5	-5	0.0531360893674373	-0.583243030831254	-5	-1.34055921812968	-0.686069537466538	-5	1.0341554075882	-1.0435434165901	0.763148607437335	-0.42033070644528	0.306590135298149	0.731345363163226	-0.691200896088871	-1.90066472231404	-2.0762380391713	-1.06218131530164
Healthy	0.868058715716293	0.794188189349444	0.422999977271616	-5	-0.631136918101705	-5	-5	-0.512607063941288	-5	-5	0.73975583267717	-0.0733694914532023	-5	0.218141468157678	-0.0758655028982537	-0.0499468588846324	-0.65576496544836	-1.16577009714832	-0.822954342537861	-5
Healthy	0.229415605005521	-5	-1.03240522732811	-0.90274269030658	-0.0844049608408537	-0.749067929799886	0.0577041315340297	-0.333622439066508	-0.683526416384916	-1.29800052511036	-0.373464603251062	-0.849028767937388	0.232777638342274	-0.44402334230057	-0.788879458741951	-2.08671609823958	-0.85629837057523	-0.304789842419493	-5	-2.1605219526258
Healthy	0.752076887411834	-0.25328797748334	-0.307770164227244	0.311592824468471	-0.652299284727653	0.0356298277904389	-5	-0.152853207534775	-0.368505498613439	-0.532214365670781	-1.47044132697884	-2.36653154442041	-0.189458342116469	-0.635711724385563	-5	-1.24496406623223	-5	-0.842482791467388	-5	-1.56976364658849
Healthy	1.26380194449874	-1.69918720588188	-5	-0.246095360580069	-0.390800583509514	-0.477960252963725	-0.704850903421081	-1.30980391997149	-0.676170599824331	-1.18025870272699	0.491840554617063	-0.533963224767651	-5	-1.11776015198118	-5	-1.30680085484628	-5	-5	-1.05330216275426	-5
D009765	0.338820908975453	-1.33348201944512	-0.956912927833671	0.367780688091778	-0.282928937371585	0.0146717174841261	-5	-0.844330018280188	-0.00847268161666841	-0.91228955113937	0.687571764310885	-0.648783654660658	0.601808027451869	-1.40904676481201	-0.0800385203164543	-0.979224511806442	-5	-5	-5	-2.23582386760967
Healthy	0.333219487269101	-0.50473325561219	-5	-0.56332858794935	0.118383785178458	-0.101104862668123	-5	-0.0482449043303067	-0.81462785668896	-1.15764042666932	-0.673090921042652	0.00602082272717536	0.164376652090402	-0.774690718274137	0.316110891458128	-1.25328797748334	-2.65757731917779	-5	-5	-0.946153573147747
D009765	1.06086812593139	-5	-5	-1.52403841080758	-0.198644318884344	-0.408679346080325	-5	-0.772113295386326	-2.28232949699774	-5	0.48308068126168	0.500763238298804	0.463760143209867	-0.874421150997815	-5	-0.989233766481575	-5	-5	-5	-5
Healthy	-0.696955215756634	-1.31131327571588	-5	-5	-5	-5	-5	-5	-5	-5	0.793516595132462	-0.193236834550126	-0.244887733604929	-5	-5	-5	-5	-5	-5	-5
Healthy	1.01659506542876	-0.459695557312762	-0.615592817691007	0.0189292334062001	0.563187897006788	0.141929270735738	0.335303412822215	0.31278223823221	0.110296715208977	-1.14140265500531	0.452909850016629	-0.602407565961883	0.29796831012238	-0.417028070895194	-5	-5	-5	-0.484179122259714	-5	-1.63544900464603
Healthy	-5	0.417694180985956	-5	-5	-5	-5	-5	-5	-5	-5	0.670805991410994	0.0352335608912876	0.794593993223596	-5	-5	-3.25963731050576	-5	-5	-5	-5
Healthy	-0.113030123259146	-5	-0.592830123516295	-5	-5	-5	-5	-5	-1.21903497039168	-5	0.530610738224245	-0.470813555577385	1.01951549160529	-5	0.110532473921635	-0.777101527390578	-1.67284548759057	-5	-5	-1.55658053821718
D009765	0.983286565767692	-5	0.696067053997465	0.694355078584249	0.521881764557602	0.195553738825113	-5	0.410287849401461	0.345885171325935	-1.34940110182734	-0.39528806827238	-2.24033215531037	-5	-1.08323031571686	-5	-5	-1.36351210364663	-5	-5	-2.19928292171761
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.134848628820366	0.0567371965483464	0.702732025164265	0.102975378231926	-0.247636514724438	-2.15801519540989	0.0837963500772431	-0.603608838269802	-1.19375217280421	-1.18455508375565
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.3890403866708	0.465201361727746	-5	-5	-5	-5	0.706173079633539	-1.02177381832547	0.148540960867229	-1.47249898901888
Healthy	-0.627345705796267	-2.60032627851896	-0.692889221619925	-1.35694231624855	-5	-5	-5	-1.59687947882418	-1.96297212024422	-5	1.29487629749129	-0.582229468883075	0.839215254287759	-0.0388495343398808	0.262591085603522	-0.165032798061556	-5	-5	-5	-5
Healthy	0.721143415616343	-0.169815663527572	-0.648280976577138	-5	-5	-0.657873530044275	-5	-1.63902811627406	-1.87289520163519	-5	1.3694368459317	0.903512675480622	-0.582229468883075	0.0834094443529241	-5	-0.334100205669056	-2.19791074211827	-5	-5	-1.01318349541446
Healthy	0.203413680096453	1.12356778739371	-0.191127620255894	0.518367834433045	0.222261133522809	0.442725851800868	-0.121064787540489	-0.0540048690059087	-0.172753535902964	-0.756639452326233	-0.205456188769374	-2.49214412830417	-0.207748428096736	-1.48518670500071	-5	-2.44249279809434	-5	-5	-5	-5
Healthy	0.591924549017827	-5	-1.25703932978585	-5	-5	-0.553618187777558	-0.316682738078117	-5	-5	-5	0.78940018863199	0.513117674198287	-0.163410071075584	-0.339532966032029	-5	0.132384579277069	-5	-5	-5	-5
D009765	0.258828770593979	-5	-5	-0.680311106750501	-0.827718238544999	-1.50990099493669	-5	-5	-1.2498774732166	-5	0.421228692306293	-5	0.317392583943814	-5	-5	-5	-5	-0.752788029257888	-5	-5
Healthy	0.357004308229793	-5	-5	-1.08846953769284	-5	-1.05060999335509	-5	-0.787546038959724	-1.48598381959935	-2.23062267392386	1.10279752358564	0.0358298252528282	-5	0.238279505062895	-5	-0.7070133334159	-5	-5	-5	-5
D009765	1.11742078657414	-0.982716178439982	-0.628119750908445	-0.717083473204853	-1.09718153191775	-0.241466577762714	-0.0491777220121826	-0.806680569625523	-0.783200938352335	-0.759026648159996	-0.168827959669571	-0.352724638695602	-5	-0.78799894248771	-0.261068891059254	-1.33554607141884	-5	-1.72330847115496	-5	-1.92885470954892
Healthy	0.302590648306554	-5	-0.171617264033046	-0.368982617057216	-5	-1.43616308133545	-0.779761120065596	-5	-1.56591036158211	-5	0.672460850304491	-0.46268472688799	0.203674602515638	0.577611271831561	-0.0408059155856035	-1.85636076472546	-5	-5	-5	0.221604607507166
Healthy	0.0411873337708087	-5	-1.18775530319963	-5	-1.91044811711355	-5	-5	-0.964250162680339	-1.36734028670609	-2.55129368009492	-1.00265730939838	-1.13828641242857	0.29470425129795	0.513752811191819	-0.103804589545789	-0.387746093903563	-5	-0.428070002125445	-5	-5
Healthy	0.54013418610835	0.536530667036251	-5	-1.34736693191689	-1.26520017041115	-5	-5	-1.52100086832664	-5	-5	0.464637069231476	-0.615019704348696	0.421630246949952	0.18660887387236	-0.108161595249257	0.0404717948316699	-5	-0.660250518319124	-5	-1.33395026151948
Healthy	-0.491483747733063	-5	-5	-0.427349084747641	-0.661842435728227	0.0136670722680982	-5	-0.299408764118417	-0.460560049621562	-0.957542625425679	1.11260868766037	-0.268935282611079	0.611732864504489	-5	-5	-0.083519731369954	-5	-5	-5	-5
Healthy	0.492183273844505	-5	-0.557159775036117	-1.02784346414051	-5	-1.47018480335537	-5	-1.73969005420508	-1.54652876627706	-5	-0.269137007953506	-0.442059922446662	-0.14742852137557	-0.204161676927545	-5	-1.21459897500761	-5	-2.07160414774329	-5	-1.93629144060858
D009765	1.56938339141263	0.155539470442788	0.220087157681155	-0.929999096197655	-0.560335789673751	-0.401439281577195	-1.32358076828164	-0.246708100242085	-1.18428946021104	-5	0.372731622891877	-1.96217524941166	-5	-5	-5	0.922061834921562	-5	-5	-5	-5
Healthy	0.95985386022257	-5	-1.12644690648638	-0.809640283734676	-1.34775365899668	-0.720789487398605	-5	-0.769627725587581	-0.669708008531844	-0.742057569426865	-0.422830018985877	0.260841458249144	0.764400322956388	-0.474048658751987	0.075605350002716	0.314667608117513	-2.42712839779952	0.00953587661921814	-1.73306308884083	-1.46457928194383
Healthy	1.14779716802655	0.0169874018760764	-5	-0.66871445441299	-0.446238301609996	-2.05700040663396	-0.553462832926356	-1.29166409731774	-1.89346914617762	-1.54075833512192	0.924424543611723	-0.390704471126086	0.504438238209405	0.220244110790971	-5	-0.714802877189031	-5	-1.71399287792053	-5	-5
Healthy	0.687986201066326	-5	-5	-0.378294160387728	0.479396776580035	0.763676518591854	-5	0.329115038177996	-0.770574152079305	-0.242763444260988	0.383612528221421	0.252163435553494	-0.287350298372789	0.072477833197706	-5	-5	-2.85078088734462	-1.17842097208799	-5	-1.67881597269769
Healthy	0.13386131618707	-0.159900181520408	-0.201680898166662	-0.201052561511834	-1.83654044823001	-1.17842097208799	-1.5431786519784	-1.45680141436235	-1.63264407897398	-5	0.887197992555555	-0.594431682071155	0.183212883294251	0.633217906503808	0.419422047622844	-1.28291227507298	-5	-5	-5	0.159756629421666
Healthy	0.0232112923288887	-0.909354042426685	0.0312185451439611	-0.195894658051409	0.148096505606318	-0.195928751114339	0.302201010605382	-0.779604221768404	0.0580652279885966	-0.525084763967227	-0.0725834378777029	-1.01412464269161	-0.342504335860618	-1.02650269126794	-0.598168825091052	-2.71219827006977	-2.9100948885606	-5	-5	-1.14727608920879
Healthy	0.704521139711396	-0.339865282198408	-0.437385995374939	-0.724896050430803	-0.552160041560148	-0.16013873588189	-0.714983082370829	-0.924562538414387	-0.617298717045095	-0.833303529520399	0.02856311976092	-0.284782437598928	-0.166827379615685	0.0488960601246948	-0.244132763595781	-0.18110140519683	-0.667440358532596	-2.72584215073632	-5	-1.7207894873986
Healthy	-3.67778070526608	0.518016190160233	0.561729701424195	-5	-0.348392512518738	-5	-5	-0.0922340385376003	-5	-5	-5	0.549682389352718	-5	-5	-5	-5	-0.216053564833748	-5	-5	-5
Healthy	-5	-5	-0.787253235215929	-0.716088473696271	-5	-5	-5	-5	-5	-5	0.934494916274096	0.0157536277267639	0.632768981476139	0.315770985813979	0.0997980021373669	-1.73235901765408	-0.288648386605336	-1.30539480106643	-5	0.13049137270644
Healthy	-5	-5	-5	-1.11833009232794	-0.231976412386593	-5	-5	-0.392459198692636	-0.590794125810426	-5	-2.48017200622428	-5	-5	-5	-5	-1.28374617410396	-5	-5	-5	-5
Healthy	1.09920085708165	0.386488264117405	-0.518700726667144	-0.422370350778375	-0.600707101956089	-0.424916120981977	-0.0423591964672788	-0.591048104149739	-0.567415494574779	-0.857047692656568	0.566349092191664	-0.710500234126143	-0.326021198308231	-0.337176085055648	-0.104356495175921	-2.80410034759077	-5	-2.4672456210075	-5	-5
Healthy	0.0814805286281059	-5	0.326348152108082	-5	-5	-5	-5	-1.93741801577184	-0.2439042436751	-5	0.87426142546824	0.107104776214251	-5	-0.133824942029719	-5	-0.86899118720936	-5	-5	-5	-5
Healthy	0.282513355729331	1.04428922408557	-0.0336188843974558	0.031283207781786	-5	-0.528708288941061	0.0439278679917642	-5	-5	-5	0.938028614782718	-0.59742913177767	-5	0.394248495561841	-5	-0.179063293619281	-5	-5	-5	-1.55160289654223
Healthy	-5	-5	-5	-5	-5	0.639578119721527	-5	-0.861792067331837	-5	-5	0.554512176395736	-5	0.367335417369058	-5	-5	-5	-5	-5	-5	-5
Healthy	0.804748517216856	1.39709335199693	-0.652123800390197	-0.733791830192309	0.0244405118611485	-1.31060233717872	-0.00745531836115055	-0.454680510648264	-1.40351286626346	-1.24779784682348	0.834152286531875	-1.19320972841593	0.169506913354372	-0.104455912717455	-5	-1.25492520841794	-5	-1.21953866713828	-5	-5
Healthy	1.276636635698	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.18138076064777	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.710458402083066	-0.153236226875078	-0.702195733474714	-5	-5	-0.695251040512904	-5	-1.98758462523757	-1.86582289242323	-5	1.37356314034713	0.959599888923988	-0.614572485194869	0.0359297894567229	-5	-0.37621334425826	-1.77806440017199	-5	-1.81191562628506	-1.28474897112115
Healthy	0.657679105875417	-3.07572071393812	0.774264344554703	-0.80866078743607	0.631039727843879	0.193825584949904	-5	-0.0503416920182601	-0.295780825428352	-0.587724298064169	-0.0285664233647499	-1.35743656289561	-0.520237596280298	-2.21538270736712	-0.878407330561593	-0.930739013715253	-1.45817123321869	-2.94309514866353	-0.956087832898746	-5
Healthy	-5	-5	-5	-1.37551163748655	-5	-1.41510365586255	-5	-1.24657015842458	-1.45038376048091	-5	0.0619686509036453	-0.33080403194422	0.568121900448466	-0.00332637321017741	0.124820375234512	0.560206818548543	-5	-1.63227145391302	-5	-1.25219990913563
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.20939999169928	-0.249892915072702	-0.844178310282033	-0.661105448561644	-5	-2.02594909720712	-0.454816631784594	-0.265200170411153	-0.421246215573565	-5
Healthy	-5	-5	-0.921035955498239	-0.77381267716012	-5	-5	-5	-5	-5	-5	0.994053503869773	0.0523475992246639	0.624433711383757	0.331330100866132	0.103841335384497	-1.4414114168918	-0.342408783621139	-1.64859024807456	-5	0.223410267731327
Healthy	0.719270779911707	-0.335649531972255	-0.375398232557753	-0.464946517899729	-5	-1.18755459712724	-5	-0.881305492102162	-1.29482075512632	-5	1.39152453533383	-5	0.456060704877479	0.33069982642125	0.268058192346099	-0.475759706560156	-5	-2.08460016478773	-5	-1.11486503393657
Healthy	-0.184216442208696	0.0882814200852926	-5	-0.997833938243492	-0.365643663932565	-5	-5	-0.470826396738277	-0.422381836556034	-0.775052781222913	0.182277665424091	-1.72839069862117	-2.3829996588791	-1.84436036624022	-5	-2.39040559077478	-1.19402364928244	-5	-1.54714066420415	-1.17587416608345
Healthy	0.698987375767869	0.142304976985899	-0.813043664534588	-0.792069562487029	-0.176878044323587	-0.241875696332172	-5	-0.494727893530525	-0.736671715013769	-1.05007355633209	0.998601058240175	-0.009678908131148	-5	-0.00234281214349954	0.018513262413331	-0.540818678943316	-0.314267216015452	-3.1249387366083	-5	-1.10573933555301
Healthy	0.997197595667432	-0.0669279706108066	-1.04363944632668	-0.439017944413765	-0.0808434277607056	-1.12113366304327	-0.271037820286134	-0.396325267319058	-1.55392906429899	-0.972324284095107	1.0668441599233	-0.307726057744507	0.379416117292349	0.0347848226072276	-5	-0.998266287190999	-5	-5	-5	-5
Healthy	-5	1.1866289381604	0.599243162259581	-1.52695119491146	-5	-5	-5	-5	-5	-5	-0.324872671510665	-0.643763742710232	-5	-0.291205308574192	-5	-0.273362429478675	-5	-5	-5	-5
Healthy	0.314501333127923	-5	-2.31158017799729	-1.17927323717617	-0.402974318835544	-0.303451410772656	-5	-0.484086436048496	-1.18768839086888	-0.697842304058984	1.4589566174543	0.0649706033377969	0.243945396078419	-2.73518217699046	0.333239650250176	0.458005963148749	-5	-3.65757731917779	-5	-1.69486368105636
Healthy	0.545244009263973	0.517222298027907	-5	-1.41116827440579	-1.48678239993206	-5	-5	-1.45767261722603	-5	-5	0.482004124896125	-0.547738095906066	0.420460755563349	0.233229703070722	-0.0720089266975638	0.0843403007840694	-5	-0.61584379279692	-5	-1.29234467646881
Healthy	-0.939151126961193	-5	-5	-5	-5	-0.689476616048479	-5	-1.46331532737907	-5	-5	-5	1.44664603770106	-5	-5	-5	-5	-1.10596099919539	-5	-0.774587327134045	-5
Healthy	-0.947883449450002	-5	-5	-5	-5	-0.711683689833709	-5	-1.66474274356547	-5	-5	-5	1.45871201263746	-5	-5	-5	-5	-1.14611934987546	-5	-0.703049760463361	-5
Healthy	1.04132595660718	-2.41566877563247	-2.08724669632868	0.0117564695459155	-0.563662397753679	-0.585946324969054	-0.264656642811048	-0.740860241578981	-0.536301069080626	-0.995893676720342	-0.698622707650655	-0.999522538625545	-0.913711370978318	-1.39924485036038	-0.290212925848892	-1.94538694544311	-5	-5	-5	-5
D009765	0.408004092938418	-1.38764005203223	0.297311763626452	0.138444807652802	-0.0378817467930898	0.335959106148248	-0.703861546591278	-0.21745571598999	-0.319918428151651	-0.555939582259224	-0.0666038324401703	-0.368495352849882	-5	-0.948886083222399	-5	0.184745359463642	-1.05968277842578	-5	-5	-5
Healthy	0.291810469409964	0.778815935856647	-0.0235812363994965	-0.450224527947303	-0.00751717674856065	-0.161711447787666	-0.27865111954743	-0.146301788223826	-0.678484418539467	-0.473906375261238	0.336921801433678	-0.368688162899575	0.554123156634764	0.262496178073732	0.0299800157727593	-0.426954250440946	-2.44369749923271	-5	-5	-1.25297682254837
D009765	0.446304113951924	-1.00283212855417	0.0172879950406556	0.205307239482773	0.0489930619168294	0.400023092810007	-0.447429115686041	-0.235734177495028	-0.343259938532592	-0.469032318428085	-0.486622566348007	-2.7851561519523	-5	-1.03086376640329	-5	-0.00147911716496192	0.361961914296751	-5	-5	-5
Healthy	-0.115312232105268	-5	-1.19811629287476	-5	-5	-1.62069448224942	-5	-2.08460016478773	-5	-5	1.04530380680528	-1.49403648198187	0.106330311640206	-0.125767581837584	0.0285021179186282	-0.798029657650952	-5	-1.48372911727066	-5	-5
Healthy	0.184833333933353	-1.14290884532649	-5	0.192868400414724	-0.437945170343621	-0.132020146653712	-0.449184828503768	-0.527419058659273	-0.840282453819784	-5	-0.372900537747125	-5	-5	-5	-5	-5	-5	-5	-5	-5
D009765	0.535666213010187	-1.55940573816017	-1.05541863577307	-0.761803300620986	-0.769295686387431	-0.786561937376229	-0.036127210306205	-0.559090917934782	-0.485877453083535	-0.889275645619095	0.630254936470747	-0.747389659432627	-0.482698511365843	-0.200762866306379	-0.0170597452060278	-1.17005330405836	-5	-5	-5	-5
Healthy	1.23902429707265	0.99483254392926	-0.466774647857885	-0.239034987484494	0.059423300306278	-1.0865570451406	0.162892840714254	-0.33299558263342	-0.543725087159833	-1.00243888436641	0.649519832658967	-2.26121944151563	0.0654228474657592	-0.905493933545545	-5	-5	-5	-1.14460200334593	-5	-5
Healthy	1.39561309006565	-5	-5	0.0803811350321121	-0.351249787301981	-0.440476392942106	0.621049507467855	-0.466418574941294	-0.25771488340559	-0.576000909942272	0.395259976762492	-0.565926346214949	0.6314792822968	-5	-5	-5	-5	-5	-5	-5
D009765	1.06129071951053	1.07573341252312	1.05396572635194	0.679244327517706	1.04795246110708	0.268683256812102	-0.258840519287217	0.46439415313208	0.335682512258943	-0.410709597278678	-0.283487494115549	-1.98758462523757	-5	-5	-5	-0.936141451146928	-5	-5	-5	-5
Healthy	0.857499547037465	0.801348819410368	0.433872196986938	-5	-0.565606765287395	-5	-5	-0.520511067883818	-5	-5	0.704982260674676	-0.0577438495805351	-5	0.234119757614071	-0.0845315696187401	-0.0581011547484033	-0.635130201333038	-1.36703683183274	-0.80310565308872	-5
Healthy	-5	-5	0.715216725706084	0.447393727235011	0.500944165780074	-5	-5	-0.0637628061599883	0.649040685262051	-5	0.407147767496846	-0.837584963893553	-1.59091263055216	-1.89008413697621	-5	-1.47443694172993	0.294953156541025	-5	-1.22863302914222	-1.52461940685664
Healthy	-3.30102999566398	0.4797436979918	-5	-5	-5	-5	-5	-5	-5	-5	0.79105241989211	0.745639943855702	-5	-5	-5	-3.08618614761628	-0.313631896526964	-5	-5	-5
Healthy	-5	-5	0.027985291980436	0.198230829454073	-5	-0.555549219206082	-5	-0.471790567522592	0.0190331639309988	-5	-0.360135162044922	-0.700427333241505	0.479781108641955	-3.36653154442041	-5	-0.706659547351304	-0.846124186321022	-5	-5	-1.68423950933427
Healthy	-0.409525989432329	-0.554255724323349	-0.735229385478135	-0.50735134096655	-0.359439065595363	-0.553789142325416	-0.155622244956843	-1.03872132091496	-0.484324811997466	-1.06459351024765	0.907579026274857	-1.15384852347118	-1.24230037491226	0.121595951827045	-5	-0.588077403533801	-5	-2.05305672930217	-5	-5
D009765	1.4251755838838	0.778019494406799	-5	0.268008991789746	-0.227465599760679	0.267415803729445	-5	-0.412457398806381	-0.428955342970788	0.00814434920960302	0.294752721910178	-1.12010167566999	-0.83223973356437	-0.103165256453594	-5	-0.896641060133437	-5	-5	-5	-1.70907544061725
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.00442622512664049	-0.56080946217243	0.608248895242109	0.158495172917293	0.21160904802434	-0.75190406890587	0.362880019027039	-1.71085716406767	0.0179635699312426	-1.31033603498423
Healthy	1.37878677469648	-2.07883394936226	-5	-5	-5	-5	-5	-0.83238732727247	-5	-5	0.715989980522076	-0.813184875552546	-5	-0.309281308532978	-0.461652520161222	-2.30364361126667	0.053297457148054	-1.23687162320086	-2.26201267366657	-2.31069114087638
D009765	0.862591082419169	-1.28008893580166	-0.791478027068567	-0.0334265349805283	-5	-0.57436797644268	-0.167363372403297	-0.977406685978538	-1.06514819703434	-1.4817493486915	0.0097440093796166	-2.05060999335509	0.0649145071930825	-0.358486229710301	-5	-1.21027830601908	-5	-5	-5	-5
Healthy	-5	-5	0.116581180822278	-5	-5	-5	-5	-0.882828172485733	-5	-5	0.694188251620971	-0.0891995654595731	-5	0.0252976709519576	-5	-5	-1.16077342598656	-2.01818139282934	-1.56591036158211	-1.21296481797378
Healthy	0.0219661976975567	-5	-0.889646017335998	-5	-1.73612732313478	-5	-5	-0.948500180867255	-1.14703230897118	-2.09044397075882	-1.57839607313017	-1.11833009232794	0.270629931599788	0.540736044385593	-0.0660725667336494	-0.508680336697744	-5	-0.422175139019761	-5	-5
D009765	0.7666291968007	-5	0.924506197341485	0.267110688132357	0.0571790560063645	0.146289315107191	-5	0.624608983117447	0.366531283843646	-0.407057516019806	0.0781449421124394	-5	-5	0.0954448404550836	-5	0.0228241287997538	-5	-5	-5	-5
