s	Agathobacter_rectalis	Bifidobacterium_adolescentis	Collinsella_sp003487125	Enterocloster_aldenensis	Anaerobutyricum_hallii_A	Bariatricus_comes	Holdemanella_biformis	Blautia_A_wexlerae	Dorea_formicigenerans	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Bacteroides_caccae	Alistipes_shahii	Odoribacter_splanchnicus	Alistipes_onderdonkii	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Bilophila_wadsworthia
D009765	1.36691599842554	0.278956985999993	0.624831579333013	0.686149873125256	1.05106024919563	0.421781556463397	-0.119826892692204	0.264187166271932	0.0650491257695738	-0.736174634478786	-0.338755391040666	-1.28650945690606	-5	-5	-5	-0.822809919510391	-2.26280735729526	-5	-2.35654732351381	-5
Healthy	-5	-5	-0.313453100936994	-0.980385284308583	-1.0503173092048	-5	-0.908438551855027	-0.816815599701785	-1.70421305974839	-5	1.02044456969044	0.204895591048657	-5	-0.0186843605831396	-0.274545760566507	-1.91186391129945	-1.76955107862173	-2.53313237964589	-1.72676716595695	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.07695740299536	-0.784547507116749	-5	0.0973336777076352	-0.473156923127903	-5	0.0676547327343922	-1.23957751657679	-1.48293612651735	-1.58703572800334
Healthy	0.0575596088442851	1.24901016312491	0.41323771758041	-5	-0.956834279792546	-5	-5	-1.59260909552927	-1.04657860031896	-0.268097109394208	0.266535079259059	-0.553991266315988	-5	-0.238079675389831	-5	-5	-5	-5	-5	-5
D009765	1.33618566160525	0.446959451328744	0.52703539992211	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.280678510589269	-5	-0.18888097454324	-0.366137827944066	-5	-1.30953810675382	-0.679417560526448	-5	-1.99697052944638	-5	0.667056770387185	-0.451094894711415	0.218805870447914	0.590626751168752	-0.0746157040190051	-0.40522084549485	-5	-5	-5	0.181005620280703
Healthy	1.15028075743221	-0.314616590198513	-5	0.588786950659181	0.319466259752644	-0.0207658513059253	-0.325047051951435	-0.174281854103789	-0.144698954899387	-0.364858193604872	0.0421855354641459	-5	-5	-1.44635966376865	-0.266128937401695	-0.871277715661573	-5	-2.29843201494407	-5	-1.35575841415627
Healthy	0.267413457504323	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04092695080037	0.252425805109192	-5	-5	-5	-5	-1.56161589296529	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0661361363525	-0.719717633432134	-5	0.0691721114096459	-5	-5	0.00226112079124036	-1.35349824996839	-1.50251746263263	-1.7667499904589
Healthy	0.37405879159774	1.28406306360001	0.534973662180303	0.261688625577449	0.306525815067894	0.433377752211042	-5	0.680878268891084	-0.172004295545497	-0.458545571252411	0.655723185525638	0.118334181191237	-5	-0.962055844796901	-5	-1.10061729446673	-5	-5	-5	-5
Healthy	-5	-1.03772539537669	0.0624541211444939	-1.24511677174783	-1.82768903147805	0.356209484755946	-2.49620931694282	-5	-5	-5	0.603466995290459	-0.291443138533065	-5	-0.761001001384566	-5	-0.602946856981891	-5	-1.75080164260889	-5	-2.3767507096021
Healthy	-0.409592900044915	-0.28240438181246	-0.681081446405982	-0.140357421090658	-0.329902649058252	-0.251532873384984	-5	-0.522054368674732	-0.00180171127614623	-1.02378762288262	1.02790425325265	-2.77469071827414	-5	-0.00328261205237419	-0.152871732953638	-0.705666066416544	-5	-1.48718224143513	-5	-0.902430360568629
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10806448498031	-5	0.425361381248378	-5
Healthy	0.683247019937434	-5	-5	-0.26989633484558	0.155921787974079	-0.250580634110953	0.768608506066717	-0.412603366936425	-0.457112357657589	-0.565127834403058	0.223872183796878	-5	0.0813869182638897	-1.05998184499234	-5	-5	-5	-5	-5	-5
Healthy	0.795247223792847	-0.757657378975357	-0.575755578162966	-0.11114122346298	-0.489709743359797	-0.18573242185286	-5	-0.396195481892047	-0.803160854166888	-0.645929995693272	0.254755870047537	-0.998872299722965	-0.607971706582821	-0.203307743404763	0.115763569345165	-1.62893213772826	-5	-2.6458915608526	-5	-5
Healthy	-5	-5	0.300528095634288	-5	-5	-5	-5	-5	-5	-5	-0.368201228763135	-0.599047772139097	0.559230130431109	-5	-0.42114312439854	-5	-5	-5	-5	-1.14224547794056
Healthy	0.995885170979621	0.979286535486659	-0.00100438076011408	-5	-0.057277809816429	-5	-5	-0.730463707244033	-0.373033796219044	-5	0.887890055112437	0.636893917274255	-5	-5	-5	-0.654430243943608	-1.73802380860219	-1.01763829836685	-1.56944123047724	-5
Healthy	-0.0726912433845004	-5	-5	-5	-0.109528679732099	-5	-5	-0.122076057959516	-5	-5	1.04368090574699	-0.00166218171308078	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.34457341225408	-0.393887464660841	-0.155001238642457	-1.36572430537406	-0.927272310414734	0.538665458775997	-0.932891930940434	-1.00318197812048	-1.33161408331	-0.60973627297062	0.513031053176271	-0.548797107942887	0.726002236917435	-0.623587303008783	-0.217742426336698	-1.47095482923423	-0.0499760934766735	-5	-1.21939469416103	-1.6252516539899
Healthy	0.521331641719375	-5	-1.28575408898211	-0.200755971156195	-5	-5	-5	-1.51612754577733	-5	-5	-1.12517042212028	-0.192992940225912	0.0245431319761573	-1.34409358181978	-5	-0.572043497761244	-1.04167506835595	-0.258076657863183	-5	-1.12901118623942
Healthy	0.182554448786633	-5	-0.166636113821007	-0.884256391640042	0.141794563523657	-0.642694192453904	-5	-0.465250672324769	-0.1448626097399	-0.902985768821967	0.620135013498931	-0.812112821590452	0.321706110548761	-0.418767365581369	-0.251959347909818	-1.16064767110458	-2.09366495819491	-2.18708664335714	-1.93704216591549	-0.90173709762007
Healthy	0.0372272345822745	-5	-1.1378089689484	-5	-2.49485002168009	-5	-5	-1.1322379753498	-1.26304604621685	-2.56863623584101	-0.699926504732856	-1.2832456425673	0.321917251657451	0.522699779084225	-0.0949114353947089	-0.406038642867673	-5	-0.308423464447217	-5	-5
D009765	-0.281340565498627	-0.785182634130541	-1.25774633009341	-0.54453081444234	-0.977819160586335	-0.811971958664919	-1.89722338511656	-1.20999647960951	-1.49757288001557	-5	0.564670797681138	-0.341864536928131	-0.13236754692892	0.079101618093157	-0.240687289004781	-0.99110188522906	-5	-0.918004974727702	-5	-5
Healthy	0.29855398679156	-5	-0.202441641597473	-0.326684130990742	-5	-1.23792191266536	-0.75168335965822	-5	-1.54424179689586	-5	0.696186832239289	-0.523124915241494	0.202319361628249	0.547785777910517	-0.0689695144351072	-0.414764936634225	-5	-5	-5	0.167718945253166
Healthy	1.41754658801134	-5	-5	-5	-5	-5	-5	-1.09539263618455	-5	-5	0.937483789033183	-1.49120103459609	-5	-0.0353397399789158	-5	-5	-0.0872997918091397	-5	-5	-5
Healthy	-0.594465822035162	-5	-0.171694642747492	-5	-2.39469495385889	-1.15292113793428	-5	-1.47886191629596	-5	-1.83445892327763	1.12472946482925	-0.657458891376695	-5	-0.107721696193519	-5	-5	-0.664702607297993	-2.95467702121334	-5	-1.40971559628184
Healthy	0.703593129429405	-0.708719971408202	-0.670053242759762	-5	-5	-5	-5	-5	-5	-5	1.22459029144142	-0.459520362878845	0.376766691344971	0.31072304297727	-5	-0.733580134120896	-5	-5	-5	-5
Healthy	0.878048179339284	-5	-5	-0.288175905481169	-5	-0.223139071504565	-5	-0.166942179538143	-5	-5	1.23834749428967	0.0465029682984089	0.0346926135825451	0.155460537616299	-5	-0.0700755432883099	-5	-5	-5	-5
Healthy	-5	-5	-0.811943791561631	-5	-1.82477819965695	-1.68235445677884	-5	-5	-5	-5	1.05572264848225	0.767475715659235	-5	-5	-5	-5	-1.34872198600186	-0.936028993035238	-0.342122252976779	-2.59006687666871
Healthy	0.307466085536781	-0.418152701170363	-0.704586854480342	-5	-1.51272018355693	-1.39968067024834	-5	-0.938396750391625	-5	-1.76321090059071	0.412262255557716	-0.691307557798743	0.851103565500537	0.449769888048692	0.38422972207465	-0.383314479104488	-1.69122222633528	-2.67778070526608	-5	-5
D009765	0.670140978710673	0.254548077108974	-0.786482243003695	-0.982257335838501	-0.181800508068894	-0.363261428614045	-5	-0.576688577126096	-0.901390880699707	-1.2373964504332	0.982253589467854	0.0600742747363233	-5	0.126534006801559	-0.0133357333340651	-0.505622747949557	-1.40782324260413	-5	-5	-1.26816957971184
Healthy	0.355989505032301	-5	0.127885178681767	-5	-0.366824539510686	-5	-5	-1.16115090926274	-0.828156580420421	-1.50654194900481	0.566250062821041	-0.29525766683164	-5	-0.3561231066151	-5	-1.05153812993872	-5	-5	-5	-5
Healthy	0.465158209569338	-1.44660248987612	-1.08857603462371	-5	-5	-5	-5	-5	-1.97839728397176	-5	0.504281879495184	-1.77572598570574	-0.444204471919871	0.205896949733364	-5	-0.197499932235607	-5	-2.21112488422458	-5	-1.29285581165755
Healthy	0.624343986126047	0.149490077146229	-1.13774932540207	-0.126336516514534	0.0686533118371618	-0.210426338127897	0.438133967490029	-0.391805697245992	-0.386306138185388	-0.945846759654306	0.638313506849195	-1.13942244875558	0.226857570288723	0.0180135707351322	-0.0836092261511687	-0.645603407918062	-5	-5	-5	-5
Healthy	1.16980399786065	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.443745756856175	-5	-0.258879930022736	0.5714654189783	-5	-1.13135556160517	0.0897038063734948	-5	0.596959772450969	-0.225001562839785	-5	-0.566630253143414	-0.307258804214647	-5	-2.11407366019857	-0.705599915090189	-1.62930190742442	-5
Healthy	-5	-1.63601217025151	-0.410374286513177	-0.453112012328821	-0.142372042573736	-0.410284914014978	-5	-0.254175994059787	0.132883779426176	-0.733157051299416	1.07146628426955	-1.01434902630905	-0.191356973834246	0.202855976668217	0.252882144717895	-0.285695393173212	-5	-2.7594507517174	-5	-5
Healthy	0.795588073348063	-5	-5	-5	-5	0.188481309786392	-5	-1.05443294655761	-1.66837028237007	-5	1.14992419152682	-2.19517932127884	-0.194084754883794	-0.0709746722965177	-5	-1.18236853280948	-5	0.110512271046058	-5	-5
Healthy	0.508380215140496	-5	-1.31229272037518	-0.0710923097560473	-1.03986232513621	-1.0098832339321	-5	-1.04561274985548	-1.39190205367472	-5	1.13750634098933	-1.27466018409026	0.86691144725454	-5	-5	-0.220194347490008	-1.03456310022374	-5	-1.9100948885606	-5
Healthy	0.574392450505453	0.906292472393689	0.695717147352421	-0.839411431709965	0.914947891661969	0.998483840285076	-5	0.079918919821658	-0.242323137274063	-5	0.00484994527493265	-0.603504247802433	-0.197664209560187	-1.69357497244931	-5	-5	-5	-1.67530608613823	-5	-5
Healthy	0.538993248590611	-5	-1.04411991377462	-1.08097423541264	-0.771522645554944	-0.624372959745979	-0.791209413451701	-0.912609055002812	-0.965772739229449	-0.919085041143375	-0.463050363639355	-0.56722305923514	0.240199675289159	0.107450800581518	-0.0676530921900854	-1.43050904565122	-1.76270766243254	-0.753181478789948	-2.90308998699194	-1.29081487044975
Healthy	-5	-5	-0.878440155812499	-5	-2.5654310959658	-2.09044397075882	-5	-5	-5	-5	1.05396956180496	0.763841125541666	-5	-5	-5	-5	-1.33395026151948	-0.884356210330059	-0.347473247539069	-2.1180450286604
Healthy	0.144128788514123	-0.00845053966358378	0.0849764308302335	0.0992316150808819	-0.119317858835628	-0.106349183014036	-0.0479295600990697	-0.034963013920571	0.106975794655567	-0.446456777919744	0.872875032531122	0.766069142562977	-5	0.0133513273529186	-0.356409160885187	-1.09560907998764	-2.90308998699194	0.223949986463138	-5	-1.24374435124577
Healthy	0.1655321771541	-5	-5	-0.420136409135767	-5	-5	-0.435653561537797	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.751605472208394	-5	-1.19003647828599	-1.49539322935805	-0.655804284128565	-5	-5	-0.77790811354574	-0.545887199974187	-5	0.756336334010843	-0.40964866676455	-5	-0.0981059680261793	-0.345284535632511	-5	-1.61618463401957	-1.17024608107502	-2.52870828894106	-1.22468087817052
Healthy	1.228705951356	-5	-5	-5	-0.518170548736001	-5	-5	-5	-5	-5	0.86334963087299	0.441707700941239	0.773149890826385	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0880172168559717	-0.654626269440912	-0.0595881169307771	0.0332025306656186	-0.0732923644427698	0.0603313678217672	-5	-0.0507075985879744	-0.545078954659849	-0.303608659394941	-0.678111722417703	-1.12308968865537	-0.730090301250239	-1.06098022355133	-5	-5	-5	-5	-1.85542579239038	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.15490195998574	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0286777547571871	-1.32211941848841	-2.10237290870956	-0.396227924612856	-0.706703754851536	-0.501813548077769	-1.12228319913502	-0.940247305790701	-0.855643772631816	-5	0.580111479435342	-0.34433343076933	-0.0620961285704092	-0.737786294523583	-0.513442014568548	-1.04585401117045	-5	-1.1644362483309	-5	-5
Healthy	0.400237419242958	-5	-1.497163361379	-1.28033731698195	-1.80106813006779	-1.58236226034777	-5	-1.58070527824654	-2.1518108830086	-5	0.947360679765613	0.345947835278667	-0.271224304986298	-0.0857309067198803	-0.169539649969033	-1.45829597671571	-2.04431224968649	-0.610461822668051	-5	-1.58103616929638
Healthy	-1.14587621789883	-5	-1.30163843394489	-1.26616099930285	-1.23173198354845	-1.69079582032959	-5	-1.21112488422458	-2.77728352885242	-2.24488773360493	-0.421441010141488	-0.342877190600353	-0.121426505851997	-5	-5	-5	-5	-0.824314271737918	-5	-1.6714165502858
Healthy	-5	-5	-5	-5	-5	-1.57332611197863	-5	-5	-5	-5	1.3554976866052	-0.526586026739016	0.481343718496443	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.67100914455057	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.26929845571815	-0.939415468639135	-5	-5	-5	-5	-5	-5	-5
Healthy	0.844280797939797	-5	-5	-0.239735881977096	-0.581301063773576	-1.31866829403083	-5	-0.912573542963714	-0.631787518812614	-5	1.1376234043968	0.245206579771855	0.765035647813233	-0.358833375695387	-5	-0.423439829726831	-5	-5	-5	-5
Healthy	0.207758203086927	-0.254035660144658	-1.33799812061008	0.22945913572669	-0.410989220813521	-0.109785837350605	-0.720173418205985	-0.485146887649841	-0.544576466379021	-1.0195421077239	-0.32090840293129	-5	-5	-0.516969298785779	0.386538201883338	-0.549920330378311	-5	-5	-5	-5
D009765	0.374649381562153	0.852251196819604	0.352535600722505	0.292528527820525	0.385010721151319	0.0923064993907197	0.345748062398765	0.393706787722012	-0.142173171849836	-1.03819936080832	-0.28704740786982	-0.223902018029591	-0.363542194376018	-0.340388007617505	-0.322612074508779	-1.51598503733244	-5	-5	-5	-5
Healthy	0.453261755741887	-0.75850332667249	0.149966933399761	-0.356507843991772	0.151761978696575	-0.939113376995338	0.27424562332039	-0.285829566680438	0.00572947068324358	-1.53820144247489	0.223412864138172	0.0812284547438692	-0.66019093478048	-0.158340256786995	-5	-0.214520679503784	-1.02742691907344	-5	-5	-1.80743254666345
Healthy	1.56285422868504	-0.358070020477306	-1.74569366766871	-0.900872072273533	-0.071542695324925	-0.0112136999814175	-5	-0.645872344707736	-0.503001202259908	-1.22577509513108	0.603003556071011	-1.0266873795471	-0.337110011846725	0.136111493979637	0.00412783312250465	0.0458117739782701	-1.72010501998836	-5	-5	-5
Healthy	-0.422887511735653	-5	-1.78409818679597	-1.35723879673468	-5	-5	-5	-5	-5	-5	0.399540471259913	-5	-0.99960931075009	0.0796261699070318	-5	-0.321909753106804	-5	-5	-5	-5
Healthy	0.20057145356999	-5	-5	-1.36491856398913	-5	-5	-5	-0.572611277266749	-1.1692830505631	-5	1.42403033667192	0.474246867642652	-5	0.189319032588745	-5	-5	-1.51102647527349	-0.758802290301944	-5	-5
Healthy	0.537127449920948	1.15433905369832	-0.894898755450357	-0.910660192228969	-0.080414655000053	-2.26201267366657	-0.449087102472324	-0.488959319186336	-5	-1.01416951014161	1.17025613995704	-0.972039140214552	0.214944465600458	0.371834131445749	-5	-0.717491176409629	-5	-1.35922052265514	-5	-5
Healthy	1.14986883608744	-0.481117724076125	-0.232636316203677	-0.746734706309843	-0.263563656020481	-0.4125809071075	-5	-0.442300355648786	-0.670012612721197	-0.840192267030569	0.241673463283913	-0.594721957345574	0.225722698684167	-0.299720402819994	-0.193569022067602	-0.282737359522818	-5	-1.22242819530859	-5	-5
D009765	0.607065592130135	-5	-0.00612308505878879	-0.199495998171636	0.165591504164773	0.182654275780315	-5	0.154804232732587	0.355384464633055	-0.706019043765572	0.98778152532586	-0.502420779331283	-5	-0.643400564275029	-0.145608929841331	-2.33348201944512	-0.692461176560729	-2.18641901143181	-1.48838397943086	-0.971306771606084
Healthy	0.238570454360242	-5	-5	-5	-5	-2.48545224733971	-5	-5	-5	-5	1.03590619997886	0.254949076586777	-5	-5	-5	-5	-1.66354026615147	-5	-5	-5
Healthy	0.451597637527145	-1.7680209731685	-0.96349087146727	-0.427593132441944	-0.709898579240857	-0.471391784036419	-5	-0.82139710965941	-0.880678113536023	-0.988091386650846	0.928828906478645	-0.983760808957361	0.114694366104735	-0.920601660980145	0.156582464135706	-0.560983271612487	-5	-1.99012436628784	-5	-5
Healthy	0.874537478044758	-5	-5	-0.475409170660481	-5	-0.504608316733061	-5	-0.622748403521957	-0.608306422963091	-1.65052820078561	0.901022173248079	-0.781385730254906	-0.439280581619104	-0.821915567120788	-5	-1.15174928532296	-5	-1.43474265657979	-5	-5
Healthy	-1.06093025007658	-5	-0.461200130035	-1.29567785917776	-1.94615357314775	-5	-1.05709945885971	-1.20613979865733	-1.73683753503778	-5	1.33089670808478	0.230331390498864	-5	-0.0844735360138027	-0.092180336409216	-1.24580461181016	-5	-2.25492520841794	-5	-5
Healthy	0.0788083165455075	-0.0929650475165831	-0.815251802372059	-1.49308927444848	-1.64897714741588	-5	-5	-2.4907974776689	-5	-1.74472749489669	1.20581881857389	0.298691549934778	0.49917001947804	0.433555433090196	0.156091598904714	0.869048573175267	-5	-2.01099538430146	-5	-1.68423950933427
Healthy	0.17760575067125	-0.559736545195514	-0.742465414019321	-1.85980632142137	-1.4091581652184	-2.05109823902979	-5	-1.50431693238308	-2.79048498545737	-5	1.52660817234833	0.409124617279732	0.707879181625541	-0.0908452901915744	0.0569162799882516	0.619849555260171	-5	-0.618957157228091	-5	-1.08286224724356
Healthy	-0.221928377570824	-1.35154240571748	-5	-0.398309315959497	-0.503042690738794	-0.160126177121821	0.0489503837974958	-0.635617877661793	-0.436566381077236	-0.775233925952089	0.660823753385616	-0.169520399753746	-0.0925187707336846	-1.81360878430451	0.18069633654726	-1.19443118245144	-5	-0.542163502274558	-5	-5
Healthy	0.286633834062685	-0.507532963534855	-0.321281363602648	-0.0270708584785708	-0.140339421858133	0.0826202352378133	-5	-0.56229699027365	-0.505915010033618	-0.893129455521346	0.686357373396521	-0.798739467749208	-0.265560232182699	-1.38478666519864	0.2950566415089	-0.929555750027053	-5	-0.366875075889939	-5	-1.78146449478347
Healthy	0.203886486614218	-5	-5	-1.89619627904404	-5	-5	-5	-0.594363410193333	-1.06248210798265	-5	1.42764204410132	0.404961934250718	-5	0.184839009093684	-5	-5	-1.4414114168918	-0.787359686465166	-5	-5
Healthy	-5	-5	-0.0591151187036433	-5	-0.787945635198837	-5	-0.57782068525887	-0.471854921746894	-0.991357252434715	-5	0.855933264207561	0.129776871255928	-5	-0.142510703315275	-5	-1.77211329538633	-1.911155437273	-2.5003129173816	-1.22264568691579	-5
Healthy	-0.879722279660631	-1.48227640516626	0.570458874749802	-2.59859945921846	0.157154439906282	0.668545253029016	0.0154477791534408	0.215240887065359	-0.191235536263756	-5	0.324628106682029	-1.29645070176177	-5	-5	-5	-0.261235291968448	-0.774328956918856	-1.15168769637272	-0.43118834462066	-1.07283502570063
Healthy	-5	-5	-5	-5	-5	-0.453358644445111	-5	-1.60642479673041	-5	-5	1.41330831574168	-0.976212720210153	0.195863690230749	-5	-5	-5	-0.430403732354358	-0.936554046876967	-2.07572071393812	-5
Healthy	0.659765073509936	0.261260489090183	-5	-0.0302719924062202	-0.199991289161865	-0.107554762580646	-5	-0.339855783921113	-0.0367979209187048	-1.02654885597507	-5	-5	-5	-5	-0.159573950908334	-5	-0.465326744225805	-5	-1.3601152580837	-3.16749108729376
Healthy	-0.230246153197911	-5	-0.279047283298416	-1.14351278713137	-0.40545276667215	-1.10997041383658	-0.275478372881437	-0.40147211841032	-0.737596376741218	-1.17063189201118	0.627539949198961	-5	-5	-0.136260892654783	-5	-5	-5	-5	-5	-5
Healthy	0.913944650657197	-0.698384102180481	-0.684911726911683	-1.19667947642125	-0.693789491832238	-0.714127772930743	-5	-0.932966360157738	-0.843057315147774	-0.875397972106661	-0.656059942354289	-0.428559046314607	-0.455758272591259	-0.0808852819228999	-0.470864922499223	-5	-2.80134291304558	-1.31140222491883	-5	-5
Healthy	-0.205247135374822	-5	-1.00983880710152	-5	-5	-2.00568284733036	-5	-1.33526403148129	-2.431798275933	-5	0.669544662680023	-1.04196198390166	0.286083543990708	-0.380844035262834	-0.0706168411864037	0.226112500308497	-1.37551163748655	-1.75795576063045	-5	-1.07857365898473
Healthy	0.82456056186108	-5	-5	-0.835498438690431	-1.63959594527006	-0.540999760731306	-5	-0.463163899733915	-0.839561483358455	-0.670276775942103	1.02753755748074	-0.240551246041811	-0.495121540589784	-5	0.0154854981544549	-0.936516521972472	-5	-1.24995468798823	-5	-5
Healthy	1.16652809288799	-1.15446788250642	-0.949891037082132	-0.430626090384954	-0.690540177538789	-0.443854356118709	0.149834696715785	-0.694326254330307	-1.01691522726221	-0.75850332667249	-0.588211995456131	-1.53402263171418	-0.25428517401954	-0.438266724415086	-0.285041890279851	-1.3347005005001	-5	-2.36351210364663	-5	-5
Healthy	-5	0.950074091362513	0.687881960661065	0.392814741861074	0.36723847788445	0.444505403632224	-5	0.503473355196738	0.29760076637259	-0.500959342552782	-0.200590520384873	-5	0.550371463147776	-0.638574387016109	-5	-5	-5	-5	-5	-5
Healthy	-0.937568446837388	-5	-5	-5	-5	0.000434077479318689	-5	-0.55995722329066	-5	-0.964930655578895	0.340989119680444	-0.23810221760093	0.0259731825112097	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.30364361126667	-0.891976490653911	-3.06550154875643	-5	-5	-5	-5	-3.34678748622466	-5	-5	-3.06550154875643	1.05666516132019	-5	-5	-5	-0.776737753123369	-1.51286162452281	-5	-5	-5
Healthy	-5	0.409185561387373	-5	-5	-1.12245589228406	-5	-5	-5	-5	-5	1.28537747836615	0.392448965378055	-5	-5	-5	-3.82390874094432	-0.594414613095505	-5	-1.5704091977767	-5
D009765	1.10713565821906	0.0912764445251196	-0.545597278660742	-0.105645162753516	-0.404525824139146	-0.515942293916045	-5	-0.910660192228969	-0.455981592141224	-0.675264961713981	0.94428670190888	-0.188719985607045	-3.76955107862173	-0.414900392625936	-0.138232673826635	-0.86601425373142	-2.59687947882418	-1.13259144347721	-5	-1.50390100786743
Healthy	-5	-5	-0.300231628090408	-5	-0.433468234296793	0.494343860622111	-5	-0.779813432096724	-0.0566934882242907	-5	0.605256549012347	-0.302491682133915	-5	-0.282287899901599	-5	-5	-5	-1.23762157068804	-5	-5
Healthy	0.192508911623954	-5	-5	-1.10094593200183	-5	-5	-5	-0.726628288010271	-1.16196991701468	-5	1.42210718646038	0.388278863459639	-5	0.147837029828084	-5	-5	-1.75845351940345	-0.82474918963844	-5	-5
D009765	1.50052613662945	0.919802184620526	-5	0.472918731072818	-1.06093025007658	0.760168316632095	-5	-0.176649686331342	-0.0518316382728683	0.335512058748935	-1.60800692774029	-2.04000516167158	-5	-2.48678239993206	-5	-5	-2.50445566245355	-5	-5	-5
Healthy	-0.134221112523001	-5	-1.27132163314909	-5	-5	-1.61367942610595	-5	-1.44165149123838	-5	-5	1.06365642592308	-1.52403841080758	0.128260298102111	-0.154319155762502	-0.00535735847446171	-0.913960668731961	-5	-1.12930354201075	-5	-1.82885884897162
Healthy	1.21262460976717	-5	-5	0.305675894041732	0.515200695478059	-5	-5	-5	-0.333613076345789	-1.94884747755262	1.28093126193573	-0.928302054778386	0.067795935294864	-5	-5	-0.99349117222471	-5	-0.975145051694982	-5	-5
Healthy	0.450553931487635	-5	-5	-0.211202569860106	-0.248212976198949	-0.470364353980927	0.207025443784766	-0.314795865528985	-0.847161490107781	-0.629135472099636	0.536072114050467	-0.890185304305601	-0.326058001365912	-5	-5	-5	-5	-5	-5	-5
Healthy	0.79172151861314	-1.99567862621736	-0.852138251512761	-0.462596515841992	-0.470941984275359	-0.134635408384742	-0.754413311025786	-0.296321799119645	-0.2498774732166	-0.564060125204141	0.960328050530143	0.192400170360129	0.583126196502864	0.240619129128506	-0.0663963084857769	0.212035707994335	-5	-3.31875876262441	-5	-1.94884747755262
D009765	0.791844975047842	-5	-5	-1.20128031481499	-0.550953796096146	-0.888636655674869	-5	-1.16877030613294	-0.574710383553206	-1.20950372303289	0.919196329957604	0.972282467166933	-5	-5	-0.017760435420997	-1.16678911971739	-1.73494621149599	-1.51669804764183	-5	-2.45842075605342
Healthy	0.171190932438082	-5	-0.868862726221393	-0.120772188453137	-5	-0.981341102414482	-0.555361969498423	-0.848385027983987	-2.76700388960785	-1.81050968630063	0.308041237885789	-0.489026268651066	-5	-0.761001001384566	0.216883413194587	-0.707212464801671	-1.60519822283729	-1.54622314030956	-5	-1.1255761694135
Healthy	0.174888045775487	-5	-5	-0.659714560529532	0.0145667378411973	-0.292182942323015	-5	-0.357584946638951	-0.794389690097479	-1.32523068598457	0.622394336936752	-2.00524305541237	0.53125788155237	-1.7602001815529	0.18150058846776	-1.22453519065426	-5	-5	-5	-5
Healthy	-5	0.949131304804236	0.471634902817783	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.9467518445071	-1.01890657685407	-0.18978765094763	-0.431774801190052	-0.500752932091884	-0.0152927055173268	-5	-0.254246178025843	-0.671110960160439	-0.844572861360202	-5	0.5692814219669	-2.33068311943389	1.07800379904874	-5	-5	-2.3829996588791	-5	-1.74208154968594	-0.933189724374167
Healthy	0.407922610841644	1.33991252254324	0.147552664080268	0.115011071300453	-5	-1.05724807957019	0.592729547770252	-0.70874217971185	-0.0214634253839695	0.0509980791733841	-0.274553932675644	-1.09033701484598	-0.940701707591929	-0.147727443710058	-5	-0.895035154472177	-5	-1.3137213219328	-5	-5
Healthy	1.07136312039628	-5	-5	0.423951643256077	0.303949477024849	0.155736739768041	-5	0.424442221868346	-5	-1.40560744962457	0.918349646110609	-0.776893619071413	-0.356063946489426	-0.368921679125556	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.674382510439363	-2.9100948885606	-0.463037750349724	-5	-1.23062267392386	-5	-0.493887498203427	-0.239117830024191	-1.48999148705977
Healthy	0.501717739574249	0.637127332725898	-0.21733392138536	-1.06717123309915	-1.1793388653564	-1.21034879120659	-5	-1.14972144748196	-2.21467016498923	-1.67366413907125	1.25399936435152	-1.31327437892546	-0.0443266783142769	-0.166120116532103	-5	0.0321632783301646	-1.30198649606082	-2.92811799269387	-5	-0.999565922520681
Healthy	-1.17379557650075	-5	-0.492319499989182	-1.35232368675913	-1.74016730093652	-5	-0.979804510246805	-1.49052864789745	-1.70509308939481	-5	1.33383625228912	0.272461253186294	-5	-0.0881608441915579	-0.108401221376939	-1.44057220024051	-5	-1.51555779235759	-5	-2.21041928783557
