group	Bacteroidaceae	Enterobacteriaceae	Streptococcaceae	Lactobacillaceae	Veillonellaceae	Erysipelatoclostridiaceae	Micrococcaceae		Enterobacteriaceae	Burkholderiaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	20.00069	15.641	0.00423	0.01617	0.40077	0	0		15.641	0	0.00423	0	0	0	0.40077	0	0.01617	0
Healthy	32.63091	0	0.02576	0	0	0	0		0	2.53961	0.02576	0	0.66574	0	0	0	0	0
Healthy	65.93476	0	0.0021	0	0.08131	0	0		0	7.93719	0.0021	0	0	0	0.08131	0	0	0
Healthy	47.32972	0	0.11915	0	0.47713	0	0		0	0.07799	0.11915	0	0.85808	0	0.47713	0	0	0.46797
Healthy	10.08405	33.1783	0.1953	0	0	0	0.41692		33.1783	0.18778	0.1953	0	0	0	0	0	0	0
Healthy	71.61152	0	0.3511	0	0.07584	0	0		0	0.00387	0.3511	1.75872	0.01913	0	0.07584	0	0	0
Healthy	70.70671	1.57665	0.00489	0	0	0.02173	0		1.57665	0.01037	0.00489	0	0.04978	0.02173	0	0	0	0.01349
Healthy	20.44063	0.43651	0	0	0	0	0		0.43651	1.5059	0	0	0	0	0	0.08244	0	0
Healthy	27.00068	13.47374	0.19076	0	2.6056	0	0.00246		13.47374	0	0.19076	0	0.00057	0	2.6056	0	0	0.16795
Healthy	17.5828	0	0	0	0	0	0		0	4.97084	0	0.66627	0	0	0	0.0036	0	0
Healthy	1.53012	15.42036	0.4976	0	0	0	0		15.42036	0	0.4976	0	0	0	0	0	0	0
Healthy	30.84323	0.10819	0.04372	0.02492	0	0	0		0.10819	0.70432	0.04372	0	0.06164	0	0	0.01085	0.02492	0.00045
Healthy	23.32172	0.02941	0.08722	0.00175	0.00687	0	0.01003		0.02941	1.65864	0.08722	0	0.01671	0	0.00687	0.00168	0.00175	0.14691
Healthy	25.02234	0.07569	1.35098	0.37648	0.07886	0.01701	0.01519		0.07569	0.20787	1.35098	0	0.08483	0.01701	0.07886	0.0116	0.37648	0.00915
Healthy	13.27555	0.50497	0.2818	0	0	0	0		0.50497	0	0.2818	0	0	0	0	0	0	0
Healthy	52.90265	0.59771	0.09812	0	0.14985	0	0		0.59771	0.23091	0.09812	0	0	0	0.14985	0.10491	0	0
Healthy	15.43674	24.81727	0.12731	0.59154	7.08914	0	0.00158		24.81727	0	0.12731	0	0	0	7.08914	0.01803	0.59154	0
Healthy	17.6853	0.02327	0.24288	0	0.06741	0	0		0.02327	0.06515	0.24288	0	0.25066	0	0.06741	0.31496	0	0.0052
Healthy	23.88255	0.37708	0.10625	0	0	0	0		0.37708	0.24992	0.10625	0	1.09675	0	0	0.12598	0	1.85425
Healthy	26.03903	0.41808	0.0363	0	0.01001	0	0		0.41808	0.05655	0.0363	0	0.38175	0	0.01001	0.02299	0	0.03518
Healthy	63.4168	0	0	0	0	0	0		0	0.23086	0	0	0.01048	0	0	0	0	0
Healthy	14.07461	0.02862	0.00256	0	0	0	0		0.02862	5.35197	0.00256	0	0	0	0	0	0	0
Healthy	60.49589	0.03824	0.5695	0.18582	0.12021	0.13941	0		0.03824	0.10212	0.5695	7.86018	0.35347	0.13941	0.12021	0.4652	0.18582	0
Healthy	90.445	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	15.66955	0.54371	0.07871	0	0	0	0		0.54371	0.00439	0.07871	0.0719	0.53671	0	0	0	0	0
Healthy	18.47175	6.07823	0.20166	0	0	0	0		6.07823	0.01825	0.20166	1.123	0.05963	0	0	0	0	0
Healthy	45.50296	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	39.25094	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	41.81829	11.4312	0.20058	0	0.9316	0	0		11.4312	0.15152	0.20058	0	0	0	0.9316	0	0	0
Healthy	29.86491	0.12543	0.01244	0	0.00257	0	0		0.12543	0.5499	0.01244	0	0.16311	0	0.00257	0	0	0.03411
Healthy	15.50903	0.10747	0.01436	0	0.08887	0.0116	0		0.10747	1.06786	0.01436	0	0.00549	0.0116	0.08887	0.01634	0	0.3751
Healthy	40.65332	11.7311	0.18545	0	0.9325	0	0		11.7311	0.20383	0.18545	0	0	0	0.9325	0	0	0
Healthy	28.64014	0	5.73878	0.38907	0	0	0		0	0	5.73878	3.40113	0.04451	0	0	0	0.38907	0
Healthy	23.09959	44.4709	0.08619	0	0	0	0.01998		44.4709	0	0.08619	0	0.06042	0	0	0	0	0.01293
Healthy	3.0967	15.78313	1.47247	0.00765	0.00668	1.37362	0.00534		15.78313	0.02161	1.47247	0	0.09421	1.37362	0.00668	0	0.00765	0.09753
Healthy	13.89616	12.0614	0.13819	0	0	0	0		12.0614	0	0.13819	3.4164	1.77298	0	0	0	0	0
Healthy	51.5229	0	0	0	0	0	0		0	0.65084	0	0	0	0	0	0	0	0
Healthy	29.08401	0	0.02713	0	0.00998	0.2073	0		0	0	0.02713	1.78382	1.02757	0.2073	0.00998	0	0	0.10745
Healthy	17.16928	0	2.17211	0	0	0	0		0	0	2.17211	0	1.31232	0	0	0	0	0
Healthy	41.74498	0.62995	0	0	0	6.34904	0		0.62995	0	0	0	0.40633	6.34904	0	0	0	0
Healthy	0.43444	14.06899	0.38443	0.08005	0.04811	0	0.00091		14.06899	0.00698	0.38443	0	0.02129	0	0.04811	0	0.08005	0.17063
Healthy	41.0789	0	0.02847	0	0	0	0		0	0.12314	0.02847	0	0.0051	0	0	0	0	0
Healthy	47.0145	0.61469	0.53214	0	0.27045	0	0.00495		0.61469	0.35574	0.53214	0	0.02629	0	0.27045	1.00053	0	0.00043
Healthy	1.76456	0	1.65257	0	0	0	0		0	0	1.65257	0	0	0	0	0	0	0
Healthy	33.4128	0.10583	0.0721	0.00716	0.00162	0	0		0.10583	0.13711	0.0721	0	0.06672	0	0.00162	0	0.00716	0.04292
Healthy	88.30315	0.16982	0	0	0	0.01206	0		0.16982	0.02916	0	0	0.04259	0.01206	0	0	0	0.02033
Healthy	28.04764	0	5.39949	0.41372	0	0	0		0	0	5.39949	3.4041	0.10709	0	0	0	0.41372	0
Healthy	54.39247	0.06409	0	0	0	0	0		0.06409	0.20805	0	0	0.02383	0	0	0	0	0
Healthy	16.51826	0.0486	0.02623	0	0.10264	0	0		0.0486	0.00888	0.02623	0	3.65775	0	0.10264	0.01042	0	1.1119
Healthy	37.29448	0.96743	0.03618	0	0	0	0		0.96743	0.02144	0.03618	0.02948	0.33992	0	0	0	0	0
Healthy	23.21232	0.02125	1.4382	0.07319	0.14294	0.45018	0.00669		0.02125	0.01236	1.4382	2.48172	2.25802	0.45018	0.14294	0.18784	0.07319	0
Healthy	7.75146	1.90269	0	0.17976	0	0	0		1.90269	0	0	7.05933	0.87439	0	0	0	0.17976	0.03477
Healthy	45.79703	0.11296	0.01638	0	0.05076	0	0		0.11296	0	0.01638	0	1.65788	0	0.05076	0	0	0
Healthy	16.33992	0.86706	0.0398	0.03805	0.00142	0	0		0.86706	0	0.0398	0	0.00289	0	0.00142	0	0.03805	0
Healthy	32.59596	0	0	0	0	0	0		0	0	0	0	0.25063	0	0	0	0	0
Healthy	0.72957	1.21725	1.25837	0	9.39774	0.06825	0.01004		1.21725	0.40504	1.25837	0	0.00361	0.06825	9.39774	2.20401	0	0.36318
Healthy	32.33223	0.22055	0.01815	0	0.03401	0	0		0.22055	1.43298	0.01815	0	0	0	0.03401	0.03763	0	0
Healthy	4.70262	8.16123	3.20606	8.63085	0	0	0		8.16123	0.01639	3.20606	0.02714	6.25705	0	0	0	8.63085	0
Healthy	40.06374	10.9231	0.16099	0	0.69536	0	0		10.9231	0.17577	0.16099	0	0	0	0.69536	0	0	0
Healthy	33.04889	0	0.66341	0	0.90955	0	0		0	5.86381	0.66341	3.34023	0.02789	0	0.90955	2.06382	0	0
Healthy	46.8606	0.09361	0	0	0	0	0		0.09361	0.30472	0	0	0	0	0	0	0	0
Healthy	46.79226	0.43889	0	0	0.00184	0.04615	0		0.43889	0.62079	0	0	0.00253	0.04615	0.00184	0	0	0.17555
Healthy	0.59464	0	0.03489	0	0	0.39646	0		0	0.00135	0.03489	0	0.37896	0.39646	0	0	0	0
Healthy	1.59127	65.90596	0.07278	0	0.1824	0	0		65.90596	0	0.07278	0	0	0	0.1824	0	0	0
Healthy	43.81523	0	0	0	0	0	0		0	5.7491	0	0	0	0	0	0	0	0
Healthy	38.71521	0	0.01262	0	0	0	0		0	6.06536	0.01262	1.64596	0	0	0	0.07027	0	0
Healthy	17.53213	0.11747	0.35817	2.33593	0	0	0		0.11747	0.00829	0.35817	0	0	0	0	0	2.33593	0
Healthy	19.55501	0	0.08306	0	0	0	0		0	0.02746	0.08306	0	0	0	0	0.17223	0	0
Healthy	8.87732	9.87097	0.01363	0	0	0	0		9.87097	0.23109	0.01363	0	0.17061	0	0	0	0	0
Healthy	33.67474	0.03993	0	0	0	0	0		0.03993	0.17692	0	0	0	0	0	0	0	0
Healthy	19.49535	1.58171	0.45282	0	0	0	0		1.58171	0.00889	0.45282	0	5.7318	0	0	0	0	0.20943
Healthy	39.55608	0	0.03452	0	0	0	0		0	0.13863	0.03452	0	0.00255	0	0	0	0	0
Healthy	49.01525	0.05442	0	0	0	0	0		0.05442	0.001	0	0	0	0	0	0	0	0
Healthy	46.14902	0.08556	0.04158	0	0	0	0		0.08556	0.00914	0.04158	0	0	0	0	0	0	0
Healthy	16.71404	1.37508	0.2578	0	0.01054	0	0		1.37508	0.55317	0.2578	0	0.47722	0	0.01054	0	0	0.0434
Healthy	20.86723	0.08243	0	0	0	0	0		0.08243	3.44034	0	0	0.02331	0	0	0	0	0
D014376	53.5616	0.1347	0.23691	0	0	0.98221	0		0.1347	0.19537	0.23691	12.9011	0.00321	0.98221	0	0	0	0
Healthy	14.04438	0	2.29318	0.04285	0.49242	0	0		0	0.03671	2.29318	0	0.00964	0	0.49242	0.02947	0.04285	0.68418
Healthy	14.97616	0	0.66489	0	0	0	0		0	0	0.66489	0	0	0	0	0	0	0
Healthy	10.44183	0	0	0	0	2.59767	0		0	0	0	0	0	2.59767	0	0	0	0
Healthy	5.43878	1.76496	0.78865	1.6654	0.06147	0	0		1.76496	0.06502	0.78865	0	0	0	0.06147	0.19013	1.6654	0.22044
Healthy	30.89412	0	0	0	0	0	0		0	3.00381	0	0	0.08035	0	0	0	0	0
Healthy	17.61567	0.43481	0.62325	0.04883	0.11686	0	0		0.43481	0.11158	0.62325	1.27008	0.09885	0	0.11686	0.05012	0.04883	0.25974
Healthy	17.79383	0.02436	0	0	0	0	0		0.02436	1.03018	0	10.4298	0	0	0	0	0	0
Healthy	57.93011	0	0.0444	0	0	1.60517	0		0	0.78693	0.0444	0	0.22694	1.60517	0	0	0	0
Healthy	34.26113	0.41519	0.6889	0.00226	2.30825	0	0		0.41519	3.37005	0.6889	0	0	0	2.30825	1.83388	0.00226	0
Healthy	5.71969	0.00574	0.06544	2.19613	0	0	0		0.00574	0	0.06544	0	0.15953	0	0	0.00082	2.19613	0.12914
Healthy	56.30496	0.05991	0	0	0.20313	0	0		0.05991	0.30531	0	0	0.16622	0	0.20313	0.01278	0	0
Healthy	53.36762	0	0.20903	0	0.26098	0	0		0	1.12334	0.20903	0	0	0	0.26098	2.81636	0	0
Healthy	18.13031	5.74301	0.18712	0	0	0	0		5.74301	0.01139	0.18712	1.02321	0.02651	0	0	0	0	0
Healthy	46.83241	0	0	0	0	0	0		0	6.6301	0	1.48895	0	0	0	0.04466	0	0
Healthy	22.3188	1.01176	0.09641	0.05393	0.01301	0.31234	0.00023		1.01176	0	0.09641	0	0.00272	0.31234	0.01301	0	0.05393	0.05911
Healthy	5.114	0.31318	6.30898	1.39708	0.188	7.2004	0.1014		0.31318	0	6.30898	0.06428	2.61898	7.2004	0.188	0.32734	1.39708	0.13842
Healthy	11.38842	0.7279	0	0	0	0	0		0.7279	0.51855	0	0	0.00315	0	0	0	0	0.01169
Healthy	23.79322	0	0.23143	0.03167	0.01712	0	0.06842		0	0.88015	0.23143	1.66935	0.14557	0	0.01712	0.11675	0.03167	0.35873
Healthy	40.08372	0.0386	0	0	0	0	0		0.0386	0.14398	0	0	0.03345	0	0	0	0	0
Healthy	66.66305	1.08916	0	0	0.84661	0	0		1.08916	0	0	0	0	0	0.84661	0	0	0
Healthy	11.08973	0	0.06994	0.0176	0	0	0		0	0.17374	0.06994	0.49085	0.04604	0	0	0	0.0176	0.00623
Healthy	54.38242	0	0	0	0	0	0		0	0	0	0	0.0418	0	0	0	0	0
Healthy	0.49986	0	0	3.02876	0	0	0		0	0	0	0	0.42698	0	0	0	3.02876	0
Healthy	38.30535	0	0	0	0	0	0		0	0.11329	0	0	2.61862	0	0	0	0	0.03868
Healthy	18.11189	5.46585	0.17331	0	0	0	0		5.46585	0.00432	0.17331	0.98952	0.04725	0	0	0	0	0
Healthy	25.52082	0	0.50184	0	0.05825	0	0		0	5.79339	0.50184	0.90074	0.01319	0	0.05825	2.12582	0	0
Healthy	14.00882	0.04711	0	0	0	0	0		0.04711	0.11657	0	0	0	0	0	0	0	0
Healthy	10.32206	0	0.95217	0	0.36192	3.1472	0.50881		0	0	0.95217	4.42928	4.58642	3.1472	0.36192	0.07209	0	2.4799
Healthy	40.07259	0	0.03244	0	0.0188	0	0		0	0.06939	0.03244	0	0	0	0.0188	0.16125	0	0.0309
Healthy	23.05797	0	0.20359	0	0	0	0		0	0.27316	0.20359	0	0	0	0	0	0	0
Healthy	40.8624	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	30.65763	0.35158	0.00208	0	0.00581	1.18442	0		0.35158	0.6978	0.00208	0	0.36706	1.18442	0.00581	0.10127	0	0.09915
Healthy	59.15087	0	0	0	0	0.13366	0		0	0	0	0.07836	0.20881	0.13366	0	0	0	0
Healthy	28.7838	2.32188	44.32811	0.33126	0	0	0		2.32188	0.01148	44.32811	0	0	0	0	0.2854	0.33126	1.06231
Healthy	49.65855	0	0.09518	0	0.237	0	0		0	0	0.09518	0	0	0	0.237	0	0	0.22862
Healthy	79.9754	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D014376	24.89452	0.44177	0.26665	0.00504	0.00267	0.23536	0		0.44177	0.2401	0.26665	5.44609	0.27896	0.23536	0.00267	0	0.00504	0.00966
Healthy	52.79299	0.13805	0.03774	0	0	0	0		0.13805	0.07739	0.03774	0	0.01938	0	0	0	0	0
Healthy	33.28561	0	0.66997	0	0.9444	0	0		0	5.7539	0.66997	3.22968	0.0078	0	0.9444	2.05871	0	0
Healthy	79.55221	20.1597	0.23027	0	0	0	0		20.1597	0	0.23027	0	0	0	0	0.00076	0	0
Healthy	37.47515	0.83831	0.05473	0	0	0	0		0.83831	0.02796	0.05473	0.0388	0.3571	0	0	0	0	0
Healthy	10.47474	0.11862	0.32829	0	0	0	0		0.11862	0	0.32829	0.0153	0.77997	0	0	0	0	0
Healthy	53.73766	0	0.05886	0	0	0	0		0	0.13966	0.05886	0.87273	0.03556	0	0	0	0	0
Healthy	56.25296	0	0.4939	0	0	0	0		0	6.35281	0.4939	0	0	0	0	0	0	0
Healthy	73.30718	1.72502	0.07047	0	0	0	0		1.72502	0.08782	0.07047	0	0.04621	0	0	0	0	0
Healthy	6.69262	0	0	0.10174	0	0.35718	0		0	0	0	0.65994	0	0.35718	0	0	0.10174	0
Healthy	12.55489	0.02906	0.00475	0	0.0721	0	0		0.02906	0.22989	0.00475	4.4505	1.87833	0	0.0721	0	0	0.00114
Healthy	38.74941	0	0	0	0	0	0		0	0.18563	0	0	0.02969	0	0	0	0	0
Healthy	24.309	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	60.44718	0.06397	0	0	0	0.08883	0		0.06397	0	0	0.10679	0.20525	0.08883	0	0	0	0
Healthy	17.10377	0.05925	0	0	0	0	0		0.05925	0.07412	0	0	0	0	0	0	0	0
Healthy	2.95087	0	0	0	0	0	0		0	3.75963	0	0	0	0	0	0	0	0
Healthy	11.92795	0	0.01555	0	0	0	0		0	1.41351	0.01555	0	1.17852	0	0	0	0	0
Healthy	38.25175	0	0	0	0	1.64016	0		0	0	0	0	0.44038	1.64016	0	0	0	0
Healthy	61.29262	0	0.03613	0	0	0	0		0	5.94909	0.03613	0	0	0	0	0.07096	0	0
Healthy	83.96324	0.12185	0	0	0	0	0		0.12185	0.53767	0	0	0	0	0	0	0	0
Healthy	22.64371	0	0	0	0	0	0		0	0.60642	0	0	0	0	0	0	0	0
Healthy	31.72459	0	0.2994	0	0	0	0		0	0	0.2994	0	0	0	0	0	0	0
Healthy	7.24266	0	0.02128	0	0.10626	0	0		0	0.73212	0.02128	0	0	0	0.10626	0.09599	0	0
Healthy	14.67498	0.11053	0.04261	0	0.00272	0.077	0		0.11053	0.217	0.04261	0	0.12851	0.077	0.00272	0	0	0.0222
Healthy	10.31901	0	3.63552	0	0	0	0		0	0.35157	3.63552	0	0	0	0	0	0	0
Healthy	31.59207	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0.65728
Healthy	17.92569	0	0.51859	0	0	0	0		0	0	0.51859	1.51484	1.42706	0	0	0	0	0
Healthy	7.1536	0	0.03968	0	0.10893	0	0		0	0.8158	0.03968	0	0	0	0.10893	0.09948	0	0
Healthy	36.60872	0.0235	4.60465	0	0.13555	0	0		0.0235	0.05912	4.60465	0	1.09432	0	0.13555	0.05613	0	0.01315
Healthy	50.05231	0	0	0	0	0.00309	0		0	0.65246	0	0	0	0.00309	0	0.01521	0	0
Healthy	46.72504	0.15389	0.01921	0	0	0	0		0.15389	0.01829	0.01921	0	0	0	0	0	0	0
Healthy	52.81622	0.14199	0.05411	0	0.00826	0.63989	0		0.14199	0	0.05411	0	0.1999	0.63989	0.00826	0.00365	0	0.05497
Healthy	0.0747	0.10301	16.17656	0	9.95464	0	0.00779		0.10301	0.0013	16.17656	0	0	0	9.95464	21.65687	0	3.46418
Healthy	49.2079	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	9.90508	0.12456	0.31871	0.01152	0.092	0	0		0.12456	1.12401	0.31871	0	0.01467	0	0.092	0.24587	0.01152	0.10772
Healthy	69.27726	0	0	0	0	0	0		0	0.10547	0	0	0	0	0	0	0	0
Healthy	18.2879	5.06457	0.23724	0	0	0	0		5.06457	0.00765	0.23724	1.01667	0.03421	0	0	0	0	0
Healthy	40.40465	0	0.07916	0	0	0	0		0	0.00803	0.07916	0	0.00738	0	0	0	0	0
Healthy	58.33865	0	0	0	0	0	0		0	0.04009	0	0	0	0	0	0.00754	0	0
Healthy	59.26013	0.0306	0	0	0	0.07133	0		0.0306	0	0	0.10397	0.17821	0.07133	0	0	0	0
Healthy	29.21591	0	0	0	0	0	0		0	0	0	0	0.47839	0	0	0	0	0
Healthy	56.00257	0	0	0	0	0	0		0	0.13784	0	0	0.33087	0	0	0	0	0
Healthy	25.58713	0.01783	0	0	0.07326	0	0		0.01783	2.86695	0	0	0	0	0.07326	1.24017	0	0
Healthy	12.81759	0.05688	0	0	0	0	0		0.05688	0.35154	0	0	0	0	0	0	0	0
Healthy	25.97584	0.00862	0.48286	0.03297	0.15593	0	0		0.00862	0.17884	0.48286	0	0.25976	0	0.15593	0.43448	0.03297	0.4202
Healthy	30.27608	3.72281	0	0	0	0	0		3.72281	0.26669	0	0	0	0	0	0	0	0
Healthy	19.18437	0	0.57013	0	0.18901	0	0.01166		0	0.78993	0.57013	0.87151	2.24283	0	0.18901	0.44155	0	0.02593
Healthy	46.29544	0.09062	0.00821	0.00234	0.15411	0	0		0.09062	5.01764	0.00821	0	0	0	0.15411	0.00179	0.00234	0
Healthy	14.13104	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	53.83709	0.00174	0.00859	0.34585	0.00381	0	0		0.00174	0.00188	0.00859	0	0.79164	0	0.00381	0.09418	0.34585	0.02953
Healthy	7.73555	0.45444	3.67627	0	0.04927	0	0		0.45444	0.05352	3.67627	0	1.18883	0	0.04927	0.66963	0	0.02893
Healthy	57.39969	0	0	0	0	0.24652	0		0	0.6167	0	0	0	0.24652	0	0	0	0
Healthy	78.71114	0	0	0	0	0	0		0	0	0	3.30314	0.48114	0	0	0	0	0
Healthy	22.72709	0.09194	6.92059	3.61969	0.05327	0	0		0.09194	0	6.92059	0.15811	0.10051	0	0.05327	0.06276	3.61969	0
Healthy	1.2351	0	7.81671	0.08581	0.01531	0.41657	0.03211		0	0	7.81671	4.03805	1.12386	0.41657	0.01531	0	0.08581	0
Healthy	10.98924	1.20415	0.60717	0.30535	0	0.1286	0		1.20415	0.06639	0.60717	0.40456	0.0546	0.1286	0	0	0.30535	0.01632
Healthy	51.15279	0	0	0	0	0.00464	0		0	0.62165	0	0	0	0.00464	0	0	0	0
Healthy	45.07614	0	0.02163	0	0	0	0		0	0.00319	0.02163	0	0	0	0	0.01762	0	0
Healthy	46.7618	0.04563	0	0	0	0	0		0.04563	0.00148	0	0	3.64677	0	0	0	0	0.41483
Healthy	8.9056	0	0.77638	0	0	0	0		0	0	0.77638	0	0	0	0	0	0	0
Healthy	49.96938	0.01808	0.41385	0.01093	0.07473	0	0.0021		0.01808	0.02092	0.41385	0	0.04323	0	0.07473	0.16637	0.01093	0.03891
Healthy	37.33223	0	0.61644	0.0274	0.08888	0	0.06018		0	0.00149	0.61644	0	0.03839	0	0.08888	0.20521	0.0274	0.0746
Healthy	0.01036	31.25519	0.22154	0	0.59503	0	0.02743		31.25519	0.23838	0.22154	0	0.26969	0	0.59503	0.02425	0	0.01723
Healthy	21.09078	1.45041	0.10484	1.61575	0.1108	0	0		1.45041	0	0.10484	0	0	0	0.1108	0.01115	1.61575	0
Healthy	85.93009	0.50987	0.24482	0	0.02273	0	0		0.50987	0.10605	0.24482	0	0.02238	0	0.02273	0	0	0
Healthy	23.1251	0	0	0	0.0058	0	0		0	0.05143	0	0.07656	0.04975	0	0.0058	0	0	0
Healthy	15.43528	0.60739	0.0964	0	0	0	0		0.60739	0.0514	0.0964	0.05476	0.51682	0	0	0	0	0
Healthy	15.84344	0	0.1366	0	0.08348	0	0		0	0.04211	0.1366	0	0.00647	0	0.08348	0.14623	0	0.45923
Healthy	0.02398	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	48.20814	0	0.06786	0	0	0.10466	0		0	3.33516	0.06786	0	0.05546	0.10466	0	0	0	0
Healthy	16.93879	0.03249	1.14434	0.01457	0.01139	0	0		0.03249	0.00249	1.14434	1.37859	1.93039	0	0.01139	0.13315	0.01457	0.14669
Healthy	0.98503	0.21199	0	0	0	0	0		0.21199	1.72608	0	0	0	0	0	0	0	0
Healthy	69.70617	0.01502	0.04098	0	0	0	0		0.01502	0	0.04098	0	0	0	0	0	0	0
Healthy	63.69073	0	0	0	0	0	0		0	0.27294	0	0	0	0	0	0	0	0
Healthy	85.12374	0.08678	0.03254	0.00477	0.14528	0	0		0.08678	0.00139	0.03254	0	0.00715	0	0.14528	0	0.00477	0
Healthy	26.37359	0	1.27566	0.02803	0.1847	0	0.03618		0	0.74375	1.27566	3.0651	6.73006	0	0.1847	0.58696	0.02803	0.093
Healthy	19.9402	0	0.0672	1.39307	0	0	0.00394		0	0.966	0.0672	2.02303	1.90472	0	0	0	1.39307	0.0003
Healthy	15.20049	0.19164	2.732	0	0	0	0		0.19164	0	2.732	0	0.34886	0	0	0	0	0
Healthy	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	75.45184	0	0	0	0.01108	0	0		0	4.28173	0	0	0	0	0.01108	0	0	0
Healthy	44.63279	0	0.02111	0	0.00194	0	0		0	0.02131	0.02111	0	0	0	0.00194	0.04543	0	0
Healthy	36.51609	2.31736	0	0	0	0	0		2.31736	0.33648	0	0	0	0	0	0	0	0
Healthy	35.06171	0.23371	1.16739	0.02801	0.01859	0	0		0.23371	0.3352	1.16739	0	0.23627	0	0.01859	0.06394	0.02801	0.13193
Healthy	39.51349	0.08711	0	0	0	0	0		0.08711	0.46773	0	0	0.08488	0	0	0	0	0
Healthy	53.65404	0	0.22672	0	0.20931	0	0		0	1.34498	0.22672	0	0	0	0.20931	2.63707	0	0
Healthy	20.99024	0.38544	0	0	0	0	0		0.38544	6.7556	0	0	0	0	0	0	0	0
Healthy	41.74842	0	0.00661	0	0	0.22506	0		0	0.11116	0.00661	0	0.06512	0.22506	0	0	0	0
Healthy	10.05104	5.96798	0	0	0	1.1386	0		5.96798	0	0	30.9145	1.82984	1.1386	0	0	0	0
Healthy	22.26525	0	0.88718	0	0	0	0		0	0	0.88718	2.25693	0	0	0	0	0	0
Healthy	21.65317	8.16134	2.91271	0.0413	0.04547	0.47789	0		8.16134	0.0513	2.91271	0	0.05584	0.47789	0.04547	0	0.0413	0.08908
Healthy	21.38533	0	0	0	0	0	0		0	10.88527	0	0.92544	0	0	0	0.123	0	0
Healthy	17.61028	0	0	0	0	0	0		0	0.05299	0	0	0	0	0	0	0	0
Healthy	66.40744	0.04028	0.0323	0	0	0	0		0.04028	0	0.0323	0	0	0	0	0	0	0
Healthy	62.51188	0.11647	0.4527	0	0.06795	0	0.00678		0.11647	0.11886	0.4527	0	0.07157	0	0.06795	0.78587	0	0.06602
Healthy	8.51474	0	0	0	0	0	0		0	0.19324	0	0	0	0	0	0	0	0
Healthy	67.18047	0	0.06187	0	0	0	0		0	0.06334	0.06187	0	0.87324	0	0	0	0	0
Healthy	85.37583	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	45.45948	0.22094	0.22365	0	0.16401	0	0		0.22094	0	0.22365	0	0	0	0.16401	0	0	0.00435
Healthy	12.77893	0.22091	3.94948	0.19992	0	0	0		0.22091	0.03821	3.94948	0	2.47088	0	0	0	0.19992	0.00811
Healthy	27.88617	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	34.36	0	0	0	0	0	0		0	5.39624	0	1.24666	0	0	0	0.02926	0	0
Healthy	31.61593	0.00603	1.38937	0.01317	0.00837	0.00525	0.01276		0.00603	0.68029	1.38937	0.54321	0.12439	0.00525	0.00837	0.0038	0.01317	0.65785
Healthy	55.50235	0	0	0	0	0	0		0	0.14996	0	0	0.27107	0	0	0	0	0
Healthy	54.2621	0.01973	0	0	0	0	0		0.01973	0.17531	0	0	0.01762	0	0	0	0	0
D014376	49.22883	0.03137	0.29247	0	0	0	0.00412		0.03137	0.10414	0.29247	0	0.00085	0	0	0	0	0
Healthy	53.41295	0.07578	0	0	0	0	0		0.07578	0.13742	0	0	0.02401	0	0	0	0	0
Healthy	32.33161	0.0772	0.00917	0	0.00905	0	0		0.0772	1.42304	0.00917	0	0.00918	0	0.00905	0	0	0
Healthy	20.16763	0.40413	0.22132	0.03491	0.02655	0	0		0.40413	0.04007	0.22132	0	2.52859	0	0.02655	0.02856	0.03491	0.02687
Healthy	0.63797	26.5371	3.40948	0	0	0	0		26.5371	0	3.40948	0	0	0	0	0.0063	0	0
Healthy	59.61472	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	25.90006	0	0.19082	0	0	0.21204	0		0	0	0.19082	0	0.75394	0.21204	0	0	0	0
Healthy	17.769	12.48897	0.23626	0	0	0	0		12.48897	2.45207	0.23626	0	0.18429	0	0	0	0	0
Healthy	65.52638	0	0.07282	0	0	0	0		0	0.29652	0.07282	0	0.87277	0	0	0.04518	0	0
Healthy	12.29747	0	0.1676	0.25322	0	0	0		0	0.15405	0.1676	0.01347	0	0	0	0	0.25322	0
