group	Prevotella_copri_A	Bacteroides_stercoris	Prevotella_stercorea	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Phytobacter_ursingii	Alistipes_senegalensis	Bacteroides_faecis	Bilophila_wadsworthia	Prevotella_copri_A	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Bacteroides_sp900066265	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Parasutterella_excrementihominis	Clostridium_Q_symbiosum
Healthy	0	0	0	0.00193	0	0	3.13717	0	0	0	0	0	0	0.00193	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.76985	0	0	0	0	43.743	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17966	0	0	0	0	0
Healthy	0	2.76068	0	0	0	0	10.125	0	0	0.05363	0	0	0	0	0	0.20691	0	0	0.01131	0.02405
Healthy	27.5121	1.10633	0	0	16.8163	0	0.0121	0.00277	0.31651	0.00279	27.5121	0.87686	0	0	0.4642	0	3.99758	0	0.0175	0
Healthy	0	0	0	0	0	0	0	0.04087	0.02264	0.13274	0	0	0	0	0.48087	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.02754	0	0	0	0	0	0	0	0	0	0	0	0.19159	0
Healthy	0	0	0	0	25.0904	0	0	0.04021	0	0.08835	0	0	0	0	0	3.42665	0	0	0.01458	0
Healthy	0	0	0	0	23.5592	0	0	0.03105	0	0.04016	0	0	0	0	0	2.38858	0	0	0.00203	0
Healthy	5.90559	0.60866	0	0	0	0	1.09099	0.26801	0	0.02239	5.90559	0	0	0	3.14777	0	0	0	0	0
Healthy	0.04727	0	0	0	0	0	0.09538	0.01814	0	0.06495	0.04727	0	0	0	0.71224	0	0	0	0	0
Healthy	0	0	0	0	0	0.56808	0	0	2.22136	0.29698	0	0	0.56808	0	0	0.16083	0	0	0.15802	1.98013
Healthy	0	0	0	0	0	0.23239	0.04209	0.33599	0	0.1965	0	1.34171	0.23239	0	0	0	0	0	0.02858	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	11.957	0	0	0	0.08608	0	2.95269	0	0
Healthy	0	0	0	0	0	0	0.36322	0	0	0.00504	0	57.8535	0	0	0.01302	0	0	0	0.15078	0.46801
Healthy	0	0	0	0	0	0	0.12818	0	0	0.00718	0	0	0	0	0.45973	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.04594	0	0	0	0	0	0	0	0.07078	0	0	0	0	0
D014607	0.07212	0.03153	0.00836	0.0147	0.00312	0	2.08026	0	0	0.07104	0.07212	0	0	0.0147	0.04312	0.67927	0	0	0.21108	0
Healthy	0	0	0	0	0	0	0.29634	0	0	0.10296	0	0	0	0	0	0	0	0	0.10557	0.14387
Healthy	0	0	0	0	0	0	0.54592	0	0	0	0	0	0	0	2.18228	0.3157	0	0	0	0
D014607	78.2983	0.00027	0.0049	5.04288	0.60775	0	0.22402	0	0.00033	0	78.2983	0	0	5.04288	0	0	0	0	0.01331	0
Healthy	0	0	0	0	0	7.08657	0.12584	0.00365	0	0.00145	0	0	7.08657	0	1.67007	3.04097	1.41985	0	0.02318	0.02417
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01341	0	0	0	0.1775	0
Healthy	0.22149	8.29168	0	7.56669	0.02752	5.05888	0.75869	0.00347	0.00518	0.17763	0.22149	0.00306	5.05888	7.56669	0.03203	0	0	0	0.10903	0
Healthy	14.6515	0.9132	0	0	0	0	0.01907	0	0.06367	0.00148	14.6515	3.95155	0	0	0.04193	0	0	0	0.29865	0
Healthy	0	0	0	0	0	0	0.02321	2.65871	0	0	0	0	0	0	0	0	0	0	0	0.09631
Healthy	3.60774	0	0	1.10244	0.57282	0.23814	0	0.01721	0.1322	0.00423	3.60774	1.50747	0.23814	1.10244	2.30773	0	1.1082	0.59162	0.00386	0
Healthy	0	0	0	5.50658	0	0	0	0.11339	0	0	0	0	0	5.50658	0.72298	0	0	0	0.06137	0
Healthy	0	0.00217	0	0	1.50629	0	0	0	0	0.019	0	0	0	0	0.11582	0	0	0	0	0
Healthy	0.84191	3.15333	0	0	0	1.24573	0	0.06763	0	0.07171	0.84191	0	1.24573	0	0.08813	0.27261	0	0	0.03673	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.6395	0	0	0.87684	7.79812	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.53859	0	0	0	0	0	1.96744	0	0	0	0	0
Healthy	36.5391	1.16171	0	0.84715	0.09187	0	0.17777	0	0	0.03033	36.5391	0	0	0.84715	0	0.72547	0	0	0	0.20753
Healthy	0	0	0.25493	0	0	0	0.18688	0	0	0	0	0	0	0	0.59492	0	0	7.51725	0	0
Healthy	0	0	0	0	0	0	0	2.49792	0	0	0	0	0	0	0	0	0	0	0	0.09399
Healthy	0	0.78715	0	0.51844	0	1.90586	22.1672	0.04748	0	0.01624	0	0	1.90586	0.51844	0.63452	0	0	0	0.00259	0
Healthy	0	0	0	0	0	0	3.18917	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	18.9883	0	0	0	3.25572	0	0	0	0	0	0	3.25572	0	0	0	0	0	0	0
Healthy	0	2.25523	0	0	0	0	0	0	1.27791	0	0	0	0	0	0	7.2242	0	2.14779	0.19868	0
Healthy	0	21.214	0	0	0	0.00158	0.8376	0	0	0.0021	0	0	0.00158	0	0	0	0	0	0	0.22955
Healthy	0	0	0	3.39657	0	0	0.1633	0.08042	0	0.10305	0	0.06821	0	3.39657	0.08305	0.55025	0	0.08402	0.08471	0
Healthy	0	30.3648	0	0	0	0	0.18712	0	0	0.01711	0	0.0354	0	0	0	0	0	0	0.20062	0
Healthy	0.11865	0.02857	0	19.5316	34.5733	0.0157	0.10794	0	0	0	0.11865	0	0.0157	19.5316	0	0	0	0	0.26726	0
Healthy	0	0	0	0	0	0	0.00296	0	0	0	0	0.51665	0	0	0	0	0	0.02568	0	0
Healthy	0.01257	0	0	0	0	0.02533	0	0.00528	0	0.01904	0.01257	0	0.02533	0	2.09314	0	0	0	0.01844	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8461	0	0	0	0
Healthy	68.0655	0	0	0	0	0	4.36693	0	0	0	68.0655	0	0	0	0	0	0	0	0	0.03719
D014607	1.73923	32.5697	0.32068	0.09987	0.04367	0.06032	1.42735	0	0	0.00504	1.73923	0	0.06032	0.09987	0	0	0.00433	0	0	0
Healthy	0	0.67512	0	0	0	0	2.39681	0	0	0.02274	0	0	0	0	0	0	0	0	0.34776	0.56152
Healthy	0	0	0	0	0	0	1.00535	0	0	0	0	43.7198	0	0	0	0	0	0	0	0
Healthy	0.01982	0	0	0	0	0	0.26138	0	0	0	0.01982	0	0	0	3.40895	0	0	0	0.13267	0
Healthy	0	0	0	0	0	0	11.8998	0	0	0.04396	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.05824	0	0	0	1.85766	0	0	0	0.06786	0	0	1.85766	0	0.0568	0.71976	0	0	0	0
Healthy	0	2.73796	0	0	0	0	10.014	0	0	0.08922	0	0	0	0	0	0.21586	0	0	0.0023	0.02341
Healthy	0.62563	0.31125	0	0	0	0.15173	9.5299	0	0.03334	0.03683	0.62563	0	0.15173	0	3.65603	0	0	0	0	0
Healthy	0	1.59118	0	0.35578	0	21.6941	0.14141	0	0	0.01585	0	0.0316	21.6941	0.35578	0.18145	0.18813	0	0.47932	0	0
Healthy	0	20.3773	0	0	0	8.72267	0	0	0	0.01561	0	0	8.72267	0	0	4.39155	0	0	1.20495	0
Healthy	0	0	0	0	0	0	0	0	0.04596	0	0	11.8639	0	0	0	0.07973	0	2.76748	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.39602	0	0	2.9256	1.17742	0	0	0	0
Healthy	0	41.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0
Healthy	67.9291	0	0	0	0	0	4.13304	0	0	0	67.9291	0	0	0	0	0	0	0	0	0.01703
Healthy	0	0.00787	0	0	0	2.58735	0	0	0	0.06554	0	0	2.58735	0	0.01385	0	0	3.92173	0.01735	0
Healthy	0	28.5902	0	0	0	0	0.1421	0	0	0.01274	0	0.01363	0	0	0.00402	0	0	0	0.23636	0
Healthy	1.5387	0	0	0.27823	0.91016	0	0	0.03427	0.00222	0	1.5387	0	0	0.27823	0.61759	0.24011	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	56.2745	0.21222	0	0	0	0	0	0	0.0443	0	56.2745	0	0	0	0	0	0	0	0	0
Healthy	0	13.1477	0	0	0	0	0	0	0.41398	0	0	0	0	0	0.20119	0.91482	0	1.17461	0.26164	0.27506
Healthy	0	2.94822	0	0	0	0.25105	0	0	0	0	0	0	0.25105	0	0.52653	0.24623	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581	0	0	0	0.24045	0
Healthy	0.50985	0.00117	0	0.04402	0	0.66393	1.84917	0.01393	0.0066	0.00428	0.50985	0.07776	0.66393	0.04402	0.64095	0.19094	2.32279	0	0	0.09266
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3658	0	2.13662	0	0	0
Healthy	0.03286	0	0	0	0.00186	0	0.15972	0	0	0	0.03286	0	0	0	0	0	0	0	0.00722	0
Healthy	0	0	0	0	0	0	0	0	2.43465	0	0	8.34437	0	0	0	0	0.85476	0	0	0
Healthy	0	0	0	10.3703	0	0	0	0.09904	0	0	0	0	0	10.3703	0.53912	0	0	0	0.02424	0
Healthy	0	0.03439	0	0	0	0	0.06461	0	4.79357	0	0	0	0	0	0.04344	0	0	0	0.02716	0
Healthy	0	0	0	0	0	0.83775	77.2984	0	0	0	0	0	0.83775	0	0.02479	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	18.1063	0.11003	0.40826	0.79607	0.24191	0	0	0	0.1627	0	18.1063	0.12115	0	0.79607	0.33985	0.09032	2.37654	0	0	0
Healthy	0	11.0676	0	0	0	0	0.00823	0	9.36022	0	0	0	0	0	0	0	0	0	0.00326	0
Healthy	0	3.33441	0	0	20.8001	0	0.4514	0	0.9251	0	0	0	0	0	0	0	0	0	0.00179	0
Healthy	0	0	0	0	0	0	0.04173	0	0	0.02346	0	0	0	0	0.33111	0.85438	0	0.8713	0.00397	0.0019
Healthy	0	0	0	0	0	0	0.05765	0	0	0	0	0	0	0	0	0	0	0	0.1336	0
Healthy	0	1.1193	0	0	0	0	9.92646	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	8.02773	0	0	0.06685	0.19344	0	0.00159	0	0	0	8.02773	0.22452	0	0	0	0	0
Healthy	0	0	0	16.0191	0	0	0	0	0	0	0	0	0	16.0191	0.64552	0	0	0	0.03817	0
Healthy	0	0	0	0	0	0	0	0	0.74753	0	0	0	0	0	2.05233	0	0	0	0	0
Healthy	41.0837	1.10973	0	0	0	0	0	0	0	0	41.0837	0	0	0	0.30178	0	0	0	0	0
Healthy	0	0	0	4.94948	0	0	1.3884	0	0	0	0	0	0	4.94948	0.98254	0	0	0.0512	0	0.19452
Healthy	0	4.73726	0	0	0	1.64279	0	0.03346	0	0	0	0.40859	1.64279	0	0.67288	0	0	0	0	0
Healthy	0.24782	2.05559	0.01147	2.58054	0.00422	1.77017	0.37676	0.00593	0.00671	0.02238	0.24782	0	1.77017	2.58054	0.81154	8.79742	0	1.01843	0	0
Healthy	0	0.02854	0	0	0	0	0	0.02807	0.00128	0.00269	0	0	0	0	0.19945	0	0	4.69953	0.01494	0
Healthy	0	35.1786	0	0	0	0	1.00028	0	0	0.01939	0	0	0	0	0.00415	0.25966	0	0	0.05447	0
Healthy	0	0.2434	0	0	0	7.053	0	0.0552	0.22067	0.30881	0	9.19414	7.053	0	0.81614	0.42282	3.25716	0.51288	0	0.07257
Healthy	22.1544	0	0	2.75471	2.05925	0.40796	0	0	0.32135	0.00447	22.1544	1.81755	0.40796	2.75471	0.80567	0	1.39311	1.12159	0.01465	0
Healthy	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0	0	0	0	0.14096	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02647	0	0	0	0.11941	0
Healthy	0	1.68999	0	0	0	0	0	0	0	0	0	0	0	0	0.05302	0	0	0	0	0
Healthy	0	0	0	0	0	0	7.53919	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.38526	0	0	0	0	0	10.5314	0.09115	1.17466	0.01375	0.38526	0.3308	0	0	1.70011	0.12594	0	0	0.01098	0
Healthy	0	19.1044	0	0	0	3.93481	0	0	3.74134	0	0	0	3.93481	0	0.38567	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.221	0	0	0.00758	0	35.6384	0	0	0	0	0	0	0.03153	0.0357
D014607	0.03032	0.91005	0.011	0.00993	21.2337	0	25.4391	0	0.00035	0	0.03032	0	0	0.00993	0.04329	0.00208	0	0	0	0
Healthy	64.7104	0.2325	0	0	0	0	0	0	0.01098	0	64.7104	0.82439	0	0	0	0	0	0	0.36943	0
Healthy	0	0	0	0	0	0	0.02829	0	2.0319	0.02501	0	0	0	0	0	0	0	0	0.02399	0.96552
Healthy	0	0	0	0	0	0	0.91502	0	0	0	0	42.7681	0	0	0	0	0	0	0	0
Healthy	0	2.43258	0	0	0	0	0	0	1.31433	0	0	0	0	0	0	7.27651	0	2.02244	0.26001	0
Healthy	0	0	0	0	0	0	0.36103	0	0	0.1116	0	0	0	0	0	0	0	0	0.13223	0.13624
Healthy	0.00994	0.03071	0	0	0	0	0.01004	0.23761	0	0.01137	0.00994	0	0	0	1.8302	0	0	0	0	0.01564
Healthy	0	0.03057	1.01208	3.46885	0	0	0	0	0	0	0	0	0	3.46885	0.99396	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78913	0	0	0	0.0246	0
Healthy	0	0	0	0	0	0	0.26705	0	0	0	0	0	0	0	0.33163	23.2802	0	0	0.41934	0
Healthy	0	9.6478	0	1.48685	0	0	5.96187	0	0.40457	0.12894	0	0.04922	0	1.48685	0.16097	0	0	0	0.04283	0
Healthy	10.6888	0	0	0	0	3.12169	13.114	0.00964	0	0.00589	10.6888	0.21627	3.12169	0	0.75349	0.02091	2.55659	0	0.00206	0
Healthy	0	2.01771	0	1.12086	6.87211	6.84986	0	0	0.29333	0	0	0	6.84986	1.12086	0	0	1.0336	0	0	0
Healthy	0	0	0	0	0	0	0	0.01157	0	0	0	0	0	0	0.02443	0	0	0	0	0
Healthy	0.38018	0	0	0	0	14.1355	0.08449	0.00967	0	0	0.38018	0	14.1355	0	0.76104	1.32931	0	0	0.00373	0
Healthy	0	0.00806	0	0	0	2.57612	0	0	0	0.09285	0	0	2.57612	0	0.0106	0	0	3.88812	0.03262	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89023	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.15375	0	0	0	0	43.2731	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.42786	0	0	0	0	60.0402	0	0	0.01295	0	0	0	0.09614	0.45263
Healthy	0	0	0	0	0	0	0.09638	0	0	0	0	0	0	0	0.0044	0	0	0	0.29502	0.20333
Healthy	0	1.45844	0	0	0	0.64247	0.38936	0.01742	0	0	0	0	0.64247	0	0.07746	0	0	0	0.04306	0.01901
Healthy	0	1.50805	0	0	0	0.77896	0.80866	0	0.01517	0	0	0	0.77896	0	1.38943	0	0	0	0	0
Healthy	0	0	0	0	11.1204	0	0	0	1.34004	0.00668	0	0	0	0	0.24118	0	0	0	0.00148	0
Healthy	0	0	0	0	0	0	0	0	0.0497	0	0	1.24651	0	0	0	1.47824	0	2.8629	0	0
Healthy	0	0	0	0	0	0	2.89992	0	0	0.02721	0	13.3565	0	0	0	0	0	0	0.10274	1.45264
Healthy	6.79521	0	0	0	0	0	0.13855	0.00165	0	0	6.79521	0	0	0	1.75916	0	0	0	0	0
Healthy	0	0.752	0	0	0	0	2.07969	0	0	0.02247	0	0	0	0	0	0	0	0	0.37989	0.58609
Healthy	0	0	0	0	0	0	2.75306	0	0	0	0	0	0	0	1.34432	0	0	0	0	0
Healthy	0	0	0	0.13398	0	4.1673	0	0.12388	0	0	0	0.00289	4.1673	0.13398	0.53682	0.02726	0	0	0.07436	0
Healthy	0	3.54941	0	0	0	0	0	0	1.33075	0	0	0	0	0	0.02916	1.32419	0	1.47938	0.15454	0
Healthy	0	0	0	0	0	0	0.38252	0.1297	0	0	0	0	0	0	0	0	0	0	0	2.75601
Healthy	0.01946	17.5783	0	20.7599	0	0	0.24188	0	2.82777	0	0.01946	0	0	20.7599	0.03437	0.25133	1.24016	0	0.01735	0.06389
Healthy	0	0	0	0	0	0	1.8246	0.00012	0	0.00297	0	0	0	0	0.29975	1.30796	0	0	0.00966	0
Healthy	0.8968	0.04475	0	14.091	32.0346	4.21296	0.05196	0.00928	0.01916	0.00306	0.8968	2.38161	4.21296	14.091	0	0.47893	0.16495	0	0.08897	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	2.82881	0	0.07047	0	0.0123	0	0	2.82881	0	3.12533	0	0	0	0.00845	0
Healthy	0	0	0	0.02666	0	0	1.52476	0	0	0	0	0	0	0.02666	5.0779	0	0	0	0	0
Healthy	0	0	0	5.50364	0	0	0	0.01753	0	0	0	0	0	5.50364	0.67207	0	0	0	0.0026	0
Healthy	0	0	0	0	0	0	0	0.96757	0	0	0	0	0	0	0	0	0	0	0	0.18696
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67544	0	0	0	0.06878	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.44994	0	0	0	0.77027	0.5421	0.00643	0	0	0	0	0.77027	0	0.11057	0	0	0	0.02185	0.01411
Healthy	12.6002	1.98745	0	0	0	0	0.03561	0	0	0	12.6002	0	0	0	0.40725	0	0	0	0	0
Healthy	0	0.79946	0	0	0	0	19.4089	0	0	0	0	3.18944	0	0	0.7692	0	1.68488	0	0	0
Healthy	36.5936	0	0	0	0	0	0	0.0242	0	0	36.5936	2.1857	0	0	0.49787	0	5.18	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271	0	0	0	0.15717	0
Healthy	0	0	0	0	0	0	0.56607	0	0	0	0	0	0	0	0	0	0	0	0	0.02392
Healthy	57.1796	0.87823	0	0.88946	0	0.00186	0.1785	0.08942	0	0.00186	57.1796	0	0.00186	0.88946	0.51013	0.4839	0	0	0.52386	0.00439
Healthy	0	0	0	5.19459	0	0	0	0	0	0	0	0	0	5.19459	0	0.3485	0	0	0	0
D014607	0.00689	18.6206	0	23.6347	0.01107	1.56427	0.09175	0.21603	0	0.08911	0.00689	0.26637	1.56427	23.6347	0	0	0	0	0.31079	0.00336
Healthy	1.04368	0	1.15169	0	0	0	0.03	0.01023	2.63913	0.00321	1.04368	0	0	0	1.15631	0	3.13391	0	0	0
Healthy	28.5279	2.94968	3.46019	0	0	1.70351	0	0.51016	1.05699	1.33117	28.5279	0	1.70351	0	0	0.40448	0	0	0	0
Healthy	0	0	0	0	0	15.0076	0	0	1.90852	0	0	0	15.0076	0	2.01041	0	0	0	0.19732	0
Healthy	67.4094	0	0	0	0	0	4.53415	0	0	0	67.4094	0	0	0	0	0	0	0	0	0.03918
Healthy	40.223	1.54953	0	0	0	0	0	0	0	0	40.223	0	0	0	0.43688	0	0	0	0	0
Healthy	0	20.8749	0	0	0	8.28691	0	0	0	0	0	0	8.28691	0	0	4.4956	0	0	1.10957	0
Healthy	0	0.70003	3.86971	1.45218	0.1249	0.01081	0.12373	0.56185	0.01517	0.04024	0	1.17021	0.01081	1.45218	0	0.03908	10.5536	0	0	0
Healthy	0	0.30047	0	0	0	0.18629	0	0	0	0	0	0	0.18629	0	0.46959	0.18841	0	0	0	0
Healthy	0	0	0	0	0	0	0.31031	0	0	0.09632	0	0	0	0	0	0	0	0	0.11023	0.17305
Healthy	0	0	0	0	0	1.2545	0.20751	0	0	0.10935	0	0	1.2545	0	0.19471	0	0	2.05111	0.00381	0
Healthy	0	0.00568	0	0	0	1.86082	1.00311	0.0228	0.37666	0	0	0.39783	1.86082	0	0.22962	0	1.09308	0	0.02597	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.89316	0	0	0	0	0	0.03402	0.03603	0.01756
Healthy	0	0	0	0	0	8.68204	0.23199	0	1.95182	0.02455	0	0	8.68204	0	0.16885	0	0	0	0.03172	0
Healthy	0	0	0	0.59047	0	0	5.44491	0	0.97932	0	0	16.7563	0	0.59047	0	0	0	0.46889	0.04029	0
Healthy	0	0	0	5.32708	0	0	0	0	0	0	0	0	0	5.32708	0.73934	0	0	0	0.03924	0
Healthy	0	0	0	0	0	0	1.20195	0	0	0	0	42.9818	0	0	0	0	0	0	0	0
Healthy	0	6.90457	0	0	0	0.0036	0.04182	0	0	0	0	0	0.0036	0	0.22229	0	0	0	0	0
Healthy	0	22.8007	0	0	0	0	0.22271	0.00699	0	0.05273	0	0	0	0	0.04022	0	0	0	0.23241	0
Healthy	0	0.00346	0	0	0	1.2992	0.05389	0	0	0.0717	0	0	1.2992	0	0.20492	0	0	2.16187	0.00574	0
Healthy	0	0	0	8.66176	0	0	0	0	0	0	0	0	0	8.66176	0.43242	0	0	0	0.0336	0
Healthy	0	1.4695	0	6.50529	0	0	1.2167	0	0	0	0	1.03978	0	6.50529	2.1667	0.24271	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.43337	0	0	0	0	0	0	0	0
Healthy	0	0	0	20.0026	0	0	0	0.00808	0	0	0	0	0	20.0026	0.24932	0	0	0	0.01662	0
Healthy	0	0	0	0	24.7854	0	0	0.02446	0	0.06204	0	0	0	0	0	3.58515	0	0	0.02925	0
Healthy	0	0	0	0	0	0.5145	0	0	2.20699	0.28287	0	0	0.5145	0	0	0.10369	0	0	0.18277	1.73455
D014607	0.06181	0.65431	0	7.5764	4.7007	0.01262	0.77127	0.38258	0	0	0.06181	0.20563	0.01262	7.5764	0	0.57608	0	0.03509	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D014607	0.00314	25.55	0.00167	6.3496	0	0	0.11418	0.04876	0.05498	0.04191	0.00314	0.00147	0	6.3496	0.00716	0.06517	0	0.6442	0.04549	0.00527
Healthy	1.94314	0	0	0.13648	0.05562	0.35904	0	0.04749	0	0	1.94314	0	0.35904	0.13648	0.76543	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.0051	0.0029	0	0.01837	0	0	0	0	0.18102	0	0	0	0.04262	0.04591
Healthy	0	0	0	0	0	0	0	0	0.05692	0	0	5.93412	0	0	0	0.14363	0	7.55144	0	0
Healthy	55.3386	0	0	3.45426	0.00705	0.00245	0.14588	0	0	0.00815	55.3386	0.10121	0.00245	3.45426	0.17664	0	0	0	0.00302	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.78977	0	0	0	1.51902	1.36303	0.00074	0.08153	0.14269	0	0	1.51902	0	2.62254	0	0	0	0	0
Healthy	0	1.818	0	23.8854	17.5276	0	0	0.07224	0.00873	0.00715	0	0	0	23.8854	0.07631	0	0	0	0	0
Healthy	0	0	0	0	0	16.0974	0	0.0262	0.90554	0.14421	0	0	16.0974	0	0	1.79361	0	0	0.0253	0
Healthy	0	0	0	0	0	0	0.04607	0	0	0.05495	0	0	0	0	0.06827	0	0	0	0.18971	0
Healthy	0	2.83526	0	0	0	0	10.6542	0	0	0.07465	0	0	0	0	0	0.22576	0	0	0	0.02217
Healthy	0	0	0	0	0	0	3.48166	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	24.5058	0	0	0.00979	0	0.03414	0	0	0	0	0	2.74018	0	0	0.00587	0
Healthy	22.0448	0	0	0	0	2.86252	0	0	0	0	22.0448	0	2.86252	0	0	0	0	0	0	0
Healthy	0	0	0	1.17269	0.67125	0	1.00904	0.04155	0.28396	0	0	1.73472	0	1.17269	1.3206	0	0	0	0	0
Healthy	0	0	0	0.25842	0	0.72153	0	0.02583	0.19935	0.01788	0	0	0.72153	0.25842	0.31429	0	0	0	0	0
Healthy	0	0.00485	0	0	0	0	4.07327	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01337	0	0	0	0	0	0	0	0	0	0	0	0	0.74854	0.95358	0	0	0.03579	0
Healthy	2.16585	0	0	0.00358	0.13019	0	0.006	0.04736	0	0	2.16585	0	0	0.00358	0.05739	0.01464	0	0	0.00185	0.1931
Healthy	0	0.00635	0	0	0	1.98523	1.05361	0.02217	0.32195	0	0	0.36837	1.98523	0	0.18752	0	1.1635	0	0.01483	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.99992	0	21.8213	21.4918	0	0	0	0.01021	0	0	0	0	21.8213	0.10338	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.02339	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.39397	0	0	0	0	0	0	1.34243	0	0	0	0	0	0.00303	7.16535	0	1.92655	0.18985	0
D014607	0.04508	20.6108	0	11.7688	0.00422	29.2876	2.01938	0	0	0	0.04508	0	29.2876	11.7688	0.04127	0	0	0	0.08094	0
Healthy	0	0	0	0	0	0	0	0	0	0.04787	0	0	0	0	0	0	0	0	0	0.03619
Healthy	0	0	0	0	0	10.3441	0.25682	0	0.86234	0	0	0	10.3441	0	1.83125	0	0	0	0.04164	0
Healthy	0	0	0	0	0	11.9816	0	0	0	0	0	0	11.9816	0	0	0	0	0	0	0
Healthy	0	3.40992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82699	0.03047	0
Healthy	0	0	0	0	0	0	0	0	5.29658	0	0	14.6271	0	0	0	0	0.26428	0	0	0
Healthy	0	25.4603	0	0	0	0	0.03994	0	0	0.02331	0	0	0	0	0	0.06417	0	0	0.05818	0.03337
Healthy	0.00776	0.00352	0	0	0	0	1.55509	0	0.02097	0	0.00776	0.00452	0	0	0.0057	0	0.00033	0.0041	0	0.26556
Healthy	0	0	0	0	0	0.0029	0	0	0	0.00493	0	0.00529	0.0029	0	0.4236	1.78035	0	0	0.00081	0
Healthy	0	14.649	0	0	16.1488	0	0.14131	0	1.76228	0.00324	0	0	0	0	0.00184	0	0	0	0.00583	0.04629
Healthy	0	22.7377	0	0	0	0	0.06081	0.01048	0	0.06924	0	0	0	0	0.0417	0	0	0	0.21323	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.53188	0	0	0.64885	3.18534	0	0	0	0
Healthy	0.10716	0.01444	0	2.22606	10.214	2.47974	1.9574	0	0.01577	0.24102	0.10716	1.54046	2.47974	2.22606	0.33337	1.46681	0	0.41508	0	0.00867
Healthy	0	0.00144	0	0.00097	27.3973	7.28621	0.08339	0	0	0	0	0.00654	7.28621	0.00097	0.92778	0	0	0	0	0
Healthy	0	0	0	0	0	0	12.8743	0	0	0.04885	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.03861	0	0	1.38179	0	0	0	1.46884	0	2.74501	0	0
Healthy	0	0.09502	0	0	0	0.16042	0.03899	0	1.65646	0.05114	0	6.81815	0.16042	0	3.24101	0.86005	0	5.21138	0.35586	0
Healthy	0	0	0	0	0	0	0	0	0.01584	0	0	1.2535	0	0	0	1.50566	0	2.92382	0	0
