group	Ruminococcaceae	Marinifilaceae	Erysipelotrichaceae	Enterobacteriaceae	Streptococcaceae	Peptostreptococcaceae	Pasteurellaceae	Veillonellaceae	Eggerthellaceae	Micrococcaceae	Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	3.67754	0	0.77997	0.11862	0.32829	0	0	0	0.10556	0	10.12308	5.19687	0.57009	1.82916	0	1.23037	0.64974	0.66975	0.10556	0.05145
Healthy	3.43351	1.1373	0.03556	0	0.05886	0	0	0	0	0	10.02896	0	0	0.75572	0	0.25629	1.28132	0.32908	0	0.00522
Healthy	5.00444	1.0599	0	0	0.4939	0	0	0	0	0	2.21665	0	4.66449	3.55464	0	0.06449	0.11182	0	0	0
Healthy	2.73645	0	0.04621	1.72502	0.07047	0	0	0	0	0	1.53318	0.13565	0	2.47642	0	0	0.86238	0.13449	0	0
Healthy	21.7761	0	0	0	0	0	0	0	0	0	1.9291	2.10902	4.89842	0	0.94651	0.96879	0	0	0	0
Healthy	13.07154	1.61991	1.87833	0.02906	0.00475	0.00114	0	0.0721	0.0784	0	3.50683	0	0	0	0.75366	0	0.1001	0	0.0784	0
Healthy	10.01346	0	0.02969	0	0	0	0	0	0	0	6.47764	0.71541	0	0	0	0	0.46324	0.18105	0	0
Healthy	0.79783	0	0	0	0	0	0	0	0	0	0.53076	0	1.00888	0.07584	0	0	0	0	0	0
Healthy	2.24434	0.94116	0.20525	0.06397	0	0	0	0	0	0	10.16116	0.00675	0	3.26787	0.11507	0.62736	0.11879	1.67863	0	0
Healthy	4.44364	0	0	0.05925	0	0	0	0	0.10171	0	20.57596	2.02355	0	6.4425	0.00328	0.05146	0.10188	1.05661	0.10171	0.04403
Healthy	27.00309	0	0	0	0	0	0	0	0.40159	0	15.28874	1.05953	0	0	0	0	0	0	0.40159	0
Healthy	4.40035	0.26448	1.17852	0	0.01555	0	0	0	0.00261	0	4.68444	2.18269	0	0	0.50796	0.15093	0.09096	0	0.00261	0
Healthy	0.54416	0	0.44038	0	0	0	0	0	0	0	0.5919	12.322	0	3.77618	0.95478	0	0	0	0	0
Healthy	8.558	0.95521	0	0	0.03613	0	0.07096	0	0.50417	0	0.56077	0	0	0	0	0	0.20262	0	0.50417	0.21391
Healthy	0.88195	0	0	0.12185	0	0	0	0	0	0	1.4948	0	0	1.97047	0	0	0.06338	0	0	0
Healthy	4.19247	0	0	0	0	0	0	0	0	0	34.84217	0.10439	0	2.81808	0	0	0	0	0	0
Healthy	8.61727	0.86409	0	0	0.2994	0	0	0	0.01454	0	5.9358	0	0	8.26997	0	0.12703	0.44228	1.55265	0.01454	0
Healthy	3.53174	0.46792	0	0	0.02128	0	0.09599	0.10626	0.08972	0	27.06465	0.24537	0	0.95871	0	0.05682	0	0.713	0.08972	0
Healthy	2.32822	2.53532	0.12851	0.11053	0.04261	0.0222	0	0.00272	0	0	2.50944	0.02501	8.06663	0	0	0.38686	0.66519	0	0	0
Healthy	7.33919	0	0	0	3.63552	0	0	0	0	0	2.4251	20.2521	0	1.53473	0	1.57506	0	0	0	0.05807
Healthy	1.02062	0	0	0	0	0.65728	0	0	0	0	0	1.06493	0	0.15739	0	0	0	0	0	0.43432
Healthy	9.52048	0	1.42706	0	0.51859	0	0	0	0	0	1.79941	6.87567	0	1.46526	0.28825	0	0	0	0	0
Healthy	3.47849	0.45587	0	0	0.03968	0	0.09948	0.10893	0.08768	0	28.03378	0.28693	0	0.95414	0	0.05066	0	0.62483	0.08768	0
Healthy	9.80828	0.21204	1.09432	0.0235	4.60465	0.01315	0.05613	0.13555	0.28265	0	9.85652	0.27209	0	4.94584	0	0.03277	0.06132	0.04876	0.28265	0.11008
Healthy	1.77184	1.37639	0	0	0	0	0.01521	0	0	0	23.17602	1.97096	0	0	0	0.13565	0.05792	0.02446	0	0
Healthy	5.14338	1.9852	0	0.15389	0.01921	0	0	0	0	0	13.01846	0.60464	0	0	0.01011	0.31625	0.08807	0.07854	0	0
Healthy	9.23019	1.28394	0.1999	0.14199	0.05411	0.05497	0.00365	0.00826	0.04784	0	0.25046	0.37834	0	0	0	0	1.0458	0	0.04784	0
Healthy	0.00229	0	0	0.10301	16.17656	3.46418	21.65687	9.95464	0	0.00779	0	0.00339	0.00759	0.00305	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09929	0	0	0	0	0	0
Healthy	7.54373	1.7614	0.01467	0.12456	0.31871	0.10772	0.24587	0.092	0.65034	0	9.19422	4.0895	0	2.02421	0	0.85144	0.05678	0.0023	0.65034	0.31009
Healthy	1.01892	0	0	0	0	0	0	0	0	0	8.58664	0	2.88884	0	0	0	0	0	0	0
Healthy	3.21841	0	0.03421	5.06457	0.23724	0	0	0	0	0	8.53794	0.89467	0	0.64546	0.60704	0	0.60575	0.53345	0	0.0359
Healthy	9.14131	0.68474	0.00738	0	0.07916	0	0	0	0.22214	0	14.01283	0.40748	0	0	0.04179	0.55112	0.17529	0.09544	0.22214	0
Healthy	4.47128	0	0	0	0	0	0.00754	0	0	0	4.36199	2.77166	0	0	0	0.15977	0	0	0	0
Healthy	2.12803	0.90243	0.17821	0.0306	0	0	0	0	0	0	10.09993	0	0	3.26936	0.07465	0.69124	3.36303	1.51966	0	0
Healthy	1.51814	0	0.47839	0	0	0	0	0	0	0	0.92059	0	0	0	0	0	0.35607	0	0	0
Healthy	1.93983	0.5584	0.33087	0	0	0	0	0	0	0	11.33851	0.49301	6.13294	0	0	0	0.05484	0	0	0
Healthy	3.44815	0	0	0.01783	0	0	1.24017	0.07326	0	0	1.75	0	0.12829	0	0	0.02457	0	0	0	0
Healthy	8.38671	0.08818	0	0.05688	0	0	0	0	0.10899	0	22.51501	0.10874	0	1.5687	0	0.10036	0	0.29632	0.10899	0
Healthy	5.11953	1.19458	0.25976	0.00862	0.48286	0.4202	0.43448	0.15593	0.001	0	5.83321	7.3635	5.77068	0.07114	5.60501	0.94643	0.0387	0.16059	0.001	0
Healthy	2.60235	1.31954	0	3.72281	0	0	0	0	0	0	12.39658	3.15154	0	0.81834	0	0.0155	1.4069	0.22267	0	0.42162
Healthy	10.91823	0.49362	2.24283	0	0.57013	0.02593	0.44155	0.18901	0	0.01166	5.41231	2.47762	2.05522	0.75966	0.15387	0.35061	0.01954	0.07481	0	0.01294
Healthy	33.4338	0	0	0.09062	0.00821	0	0.00179	0.15411	0	0	0	0.06074	1.39957	0	0	0	0.118	0	0	0
Healthy	9.45053	0	0	0	0	0	0	0	0	0	0	0	5.45916	0	0	0	0	0	0	0
Healthy	1.63606	0	0	0	0	0	0	0	0	0	0	18.1635	6.75861	0	3.23033	0	0	0	0	0
Healthy	5.74926	1.05506	0.79164	0.00174	0.00859	0.02953	0.09418	0.00381	0.00056	0	2.97107	0.01398	5.29407	1.25826	0	0.18724	0.02272	0.03248	0.00056	0.05111
Healthy	9.21898	0.86491	1.18883	0.45444	3.67627	0.02893	0.66963	0.04927	0.21051	0	2.80331	3.30195	0	3.7532	0	0.53754	0.01738	0.00237	0.21051	0
Healthy	8.39431	0	0	0	0	0	0	0	0	0	6.82963	4.67227	0	0	0	0	0.04047	0.04057	0	0
Healthy	0.52044	0	0.48114	0	0	0	0	0	0	0	0.35439	0.03891	0	0.38651	0	0	0	0	0	0.01794
Healthy	6.88559	2.30185	0.10051	0.09194	6.92059	0	0.06276	0.05327	0.11295	0	5.55822	0.00994	0	0.97608	3.25825	1.20997	0.01389	0.06586	0.11295	0.70408
Healthy	4.47433	0	1.12386	0	7.81671	0	0	0.01531	0.76277	0.03211	0.14546	0.11455	0	0	23.2123	0	0.33028	0.00435	0.76277	0
Healthy	0.08042	0	0.0546	1.20415	0.60717	0.01632	0	0	0.95489	0	0.34043	2.08346	0.67405	0	0	0	0.47832	0	0.95489	0
Healthy	1.7085	1.29765	0	0	0	0	0	0	0	0	22.87978	1.89254	0	0	0	0.15255	0.03614	0.03246	0	0
Healthy	7.16308	0.02467	0	0	0.02163	0	0.01762	0	0.1995	0	18.99289	0.31167	0.33659	0.58829	0	0.08698	0	0.03744	0.1995	0
Healthy	2.45793	2.24636	3.64677	0.04563	0	0.41483	0	0	0	0	1.76677	0.02106	4.70232	1.46482	0.07596	0	0	0	0	0
Healthy	1.27455	0	0	0	0.77638	0	0	0	0	0	1.1286	0	33.3458	0.49332	0	0	0	0	0	0
Healthy	7.66614	0.43169	0.04323	0.01808	0.41385	0.03891	0.16637	0.07473	0.37548	0.0021	13.47512	4.27403	0	4.34467	0	0.80581	0.05552	0.01602	0.37548	0.00966
Healthy	4.07624	1.77255	0.03839	0	0.61644	0.0746	0.20521	0.08888	0.07974	0.06018	15.88731	4.07356	0.56439	1.8394	0	0.99048	0.0182	0.00109	0.07974	0.00402
Healthy	0.00717	0	0.26969	31.25519	0.22154	0.01723	0.02425	0.59503	0.23941	0.02743	0.00425	0	0	0.00288	0	0	1.09077	0	0.23941	0
Healthy	0	0	0	1.45041	0.10484	0	0.01115	0.1108	0	0	0	0	0	0	0	0.83133	0	0	0	0
Healthy	0.86999	0	0.02238	0.50987	0.24482	0	0	0.02273	0	0	0	0.3789	3.35751	0	0	0.14886	0.1709	0.005	0	0
Healthy	2.93345	3.25704	0.04975	0	0	0	0	0.0058	0.00775	0	14.15453	0.93393	5.50182	0.11926	0.04071	0.40593	0.3168	0.13861	0.00775	0
Healthy	3.25997	0.51526	0.51682	0.60739	0.0964	0	0	0	0.00849	0	21.76778	2.35522	3.08845	2.11805	0	0.68067	4.02079	0.6342	0.00849	0.11805
Healthy	6.81237	0.67019	0.00647	0	0.1366	0.45923	0.14623	0.08348	0	0	4.74382	4.40458	0	5.94479	0	0.07106	0.01122	0.00518	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.78186	2.36856	0.05546	0	0.06786	0	0	0	0	0	13.85816	1.7073	0	1.92015	0.02599	0.57258	2.59798	1.37696	0	0
Healthy	4.85254	0.37066	1.93039	0.03249	1.14434	0.14669	0.13315	0.01139	0.04434	0	1.08091	6.4813	0	1.24557	1.17411	0.11939	0	0	0.04434	0
Healthy	1.53316	0	0	0.21199	0	0	0	0	0.01656	0	0	0	2.63906	0	0	0	0.14515	0	0.01656	0
Healthy	1.46929	0	0	0.01502	0.04098	0	0	0	0	0	9.13898	0.0018	0	0	0	0	0.01464	0.04529	0	0
Healthy	1.60214	0.55579	0	0	0	0	0	0	0	0	12.67374	0	3.1302	0	0	0	0.01491	0	0	0
Healthy	0.56909	0	0.00715	0.08678	0.03254	0	0	0.14528	0.00182	0	0.0044	0	0	0	0	0	0.28687	0	0.00182	0
Healthy	4.87378	1.29256	6.73006	0	1.27566	0.093	0.58696	0.1847	0.02163	0.03618	3.98073	0.92374	0	0	0	3.91151	0.00108	0	0.02163	0
Healthy	12.26037	2.27986	1.90472	0	0.0672	0.0003	0	0	0.26581	0.00394	5.19731	0.02568	0	1.48789	0	1.19242	0.04495	0.07116	0.26581	0
Healthy	3.64784	0	0.34886	0.19164	2.732	0	0	0	0	0	0.53716	20.9506	13.8864	0	0	8.07396	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.38978	0.83959	0	0	0	0	0	0.01108	0.0141	0	0.65976	0.50076	0	0	0	0.00653	0	0	0.0141	0.07586
Healthy	7.04131	0.9378	0	0	0.02111	0	0.04543	0.00194	0.22405	0	19.45102	0.35335	0.37095	0.63088	0	0.09496	0	0.0558	0.22405	0
Healthy	0.65538	0	0	2.31736	0	0	0	0	0	0	11.54333	0	0	3.30334	0	0	0.18675	0.05012	0	0
Healthy	15.37946	1.14707	0.23627	0.23371	1.16739	0.13193	0.06394	0.01859	0.02795	0	5.00942	0.01514	0	1.22552	0	0.43562	0.56549	0.01371	0.02795	0.01588
Healthy	10.98399	0	0.08488	0.08711	0	0	0	0	0	0	6.75716	0.10419	0	5.02209	0	0.18546	0.06531	0.27229	0	0.04719
Healthy	3.76821	0	0	0	0.22672	0	2.63707	0.20931	0	0	6.76767	0	4.61335	1.09773	0	0	0.18485	0.0077	0	0
Healthy	17.84525	0	0	0.38544	0	0	0	0	0	0	32.27855	0.03449	0	0.43946	0	0	0.17604	0.02754	0	0
Healthy	3.62383	0	0.06512	0	0.00661	0	0	0	0.08182	0	1.66372	1.04447	0	0	0	0	0.48667	0.02239	0.08182	0
Healthy	31.17523	0	1.82984	5.96798	0	0	0	0	0	0	0	0	0	0	1.17601	0.95473	0	0	0	0
Healthy	19.66342	0	0	0	0.88718	0	0	0	0.66177	0	15.96333	0	0	3.50041	0	1.05088	0	0.07915	0.66177	0.13938
Healthy	2.20998	0.77485	0.05584	8.16134	2.91271	0.08908	0	0.04547	0.04503	0	3.09812	7.93796	1.71806	0	0	2.79408	0.60243	0	0.04503	0
Healthy	15.64714	0	0	0	0	0	0.123	0	0	0	8.97233	1.51624	0	0	1.4988	0	1.5748	0.28378	0	0.14583
Healthy	1.71266	0	0	0	0	0	0	0	0	0	0	32.483	4.65646	6.2093	0	0	0	0	0	1.20461
Healthy	9.69365	0.82476	0	0.04028	0.0323	0	0	0	0.04271	0	3.63566	0.06731	0	0	0	0	0.04168	0.04748	0.04271	0
Healthy	5.3176	0.83776	0.07157	0.11647	0.4527	0.06602	0.78587	0.06795	0.00393	0.00678	2.93498	0.00706	0	1.11072	0	0.55142	0.00507	0	0.00393	0.01097
Healthy	45.6278	0	0	0	0	0	0	0	2.01574	0	4.99019	4.36137	0	0	0	2.04615	0	0	2.01574	0
Healthy	0.97163	1.05605	0.87324	0	0.06187	0	0	0	0	0	0.86418	0.06202	6.98796	0.10354	0	0	0	0	0	0.27497
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.22094	0.22365	0.00435	0	0.16401	0	0	0	0	7.20451	0	0	0	0.02319	0	0	0
Healthy	11.59421	0.38142	2.47088	0.22091	3.94948	0.00811	0	0	0.1428	0	3.22423	11.38356	0	0.5316	2.2661	1.12483	0.12438	0.05541	0.1428	0.09035
Healthy	1.06426	0	0	0	0	0	0	0	0	0	1.46389	7.33099	6.85703	0	0	0	0	0	0	0
Healthy	10.77324	0.95636	0	0	0	0	0.02926	0	0	0	8.68813	1.49798	0	0.01323	0.36043	0	1.80319	0.01043	0	0.02286
Healthy	1.02861	0.21567	0.12439	0.00603	1.38937	0.65785	0.0038	0.00837	0.23762	0.01276	9.42948	0.04411	0.00022	0	0	0.75056	0.01634	0.18363	0.23762	0
Healthy	1.79676	0	0.27107	0	0	0	0	0	0.00525	0	11.26441	0.48209	6.24722	0	0	0	1.76831	0	0.00525	0
Healthy	1.62245	0.54933	0.01762	0.01973	0	0	0	0	0	0	14.87898	0.15006	6.00485	0	0	0	0.03192	0	0	0
Healthy	1.62754	0.61081	0.02401	0.07578	0	0	0	0	0.00461	0	14.74041	0.16033	5.80735	0	0	0	0.01075	0	0.00461	0
Healthy	6.66614	2.43742	0.00918	0.0772	0.00917	0	0	0.00905	0.02285	0	14.04206	0.69164	0.32486	5.39401	0.19453	0.22265	2.32258	0.12422	0.02285	0.36171
Healthy	5.53121	1.45732	2.52859	0.40413	0.22132	0.02687	0.02856	0.02655	0.08691	0	7.42352	4.61283	0	5.47772	0	0.41176	0.01514	0.00038	0.08691	0.03523
Healthy	0.00155	0	0	26.5371	3.40948	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.63655	0	0	0	0	0	0	0	0	0	2.74917	0.44254	0	0.80074	0	0	0	0	0	0
Healthy	10.66189	1.99439	0.75394	0	0.19082	0	0	0	0	0	8.6717	1.75271	0	3.49356	2.76374	0	0.37426	0.09369	0	0.1604
Healthy	0	0	0.18429	12.48897	0.23626	0	0	0	0	0	0.01404	0	0	0	0	0.68492	0.00677	0.00023	0	0.02205
Healthy	2.07806	1.00555	0.87277	0	0.07282	0	0.04518	0	0	0	1.86969	0.02299	6.25982	0.15688	0	0	0	0.04086	0	0.27296
Healthy	0.66282	1.23966	0	0	0.1676	0	0	0	0.16393	0	10.77802	6.28787	0	10.5218	12.0425	0.94487	0.17732	0.07284	0.16393	0
Healthy	8.59162	1.49327	7.42025	0.27444	0.26361	0	0	0	0	0	6.8761	8.56068	0	2.33807	0.6539	0.2099	0.0891	0.06421	0	0.07798
Healthy	14.51807	0	0.12185	0.19124	0.53812	0.07736	0.03373	0.0544	0.00055	0.00381	5.14266	0.14104	0.52251	14.2136	0	0.24642	0.02407	0.11873	0.00055	0
Healthy	2.75222	2.12586	0	0.83585	0.07821	0.00111	0	0	0.22649	0	13.81343	0	0	3.745	0	0	0.03002	0.11929	0.22649	0
Healthy	0.08666	0	0	1.19252	0	0	0	0.84851	0	0	0	0	10.6897	0	0	0	0.00604	0	0	0
Healthy	3.82459	0.8398	0.04195	0	0.08599	0	0.08441	0.0027	0.12626	0	20.44753	0	0	2.70141	0	0.00624	0.18454	0.19167	0.12626	0.05798
Healthy	9.17705	0	2.04138	0	0	0.07217	0.00284	0	0	0	1.1705	0	0	0.37682	1.68806	0.14805	0.04424	0	0	0.09494
Healthy	7.50587	0.05229	0	0	0.01324	0	0.05132	0.00413	0.22473	0	20.48582	0.33221	0.36077	0.66416	0	0.1252	0	0.05192	0.22473	0
Healthy	8.07419	1.24912	0.06687	0.13586	0.2514	0.10539	1.76324	0.01735	0.00111	0.00413	0.94804	2.74794	0	0.12029	0	0.0274	0	0	0.00111	0
Healthy	4.44937	0.72687	0.06389	0	0.40514	0	0.7386	0.12488	0	0	17.68917	1.78927	0	0	0	0	0.0541	0	0	0
Healthy	4.56889	1.79298	0	0	0.02196	0	0	0	0	0	11.52034	0.62582	0	0	0	0.25238	0.10266	0.04488	0	0
Healthy	9.44789	0	0.34681	15.9415	0.07261	0	0.20148	0	0	0.04453	0	0.08425	0	0	0.33908	0.19768	0.04566	0	0	0
Healthy	2.1971	0.95474	0.1369	0.05751	0	0	0.01526	0.19775	0	0	8.76245	1.01705	6.37489	6.31527	0	0.19603	0.61188	0.09095	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.89362	1.42671	0.032	0.28602	0	0.00891	0.00514	0	0.03893	0	18.02173	20.25438	0	0	0	0.12508	0.07097	0.03188	0.03893	0
D003922	4.52494	2.65768	0.50024	1.23052	0.09529	0.00903	0.00625	0.2354	0.04517	0	5.317	4.27622	0	2.73518	0.01538	0.30069	0.047	0.01863	0.04517	0.01604
Healthy	17.30843	1.61171	0	0	0	0	0	0	0	0	11.97265	1.04364	0	1.27443	0.06171	0	4.54672	0.91635	0	0.30059
Healthy	2.32697	0	0	0	0	0	0	0	0	0	1.32694	0	10.7103	0.69678	0	0.3283	0	0	0	0
Healthy	4.08283	1.16218	0	0	0	0	0	0.46895	0.10822	0	17.64328	0.1503	0	1.1574	0	0.07502	0	0.47382	0.10822	0
Healthy	21.8773	0	0.12208	1.61886	1.22338	0.15342	0.29636	0.22769	0.00644	0.00745	0	0.00148	0	0	0	2.25101	1.08722	0	0.00644	0
Healthy	1.8945	1.47236	0	0	0	0	0.00212	0	0	0	24.92706	2.16782	0	0	0	0.17215	0.03627	0.03168	0	0
Healthy	1.69388	1.30347	0	0	0.00128	0	0	0	0	0	23.22074	1.90643	0	0	0	0.16663	0.03093	0.04472	0	0
Healthy	2.39217	0	0.05354	1.60609	0.06486	0	0	0	0	0	1.47283	0.23375	0	2.49804	0	0	1.10019	0.13573	0	0
Healthy	3.90562	0.72914	0.34636	0.01598	0.0201	0	0	0	0	0	3.86781	2.70835	0	1.03847	0	0.08076	0.02229	0.12961	0	0.07762
Healthy	4.32836	0.9888	0.00257	0.13716	0.3211	0	0	0	0.54717	0	15.55591	1.34169	0	0	0.21804	1.21269	0.15369	0.12344	0.54717	0
Healthy	1.97117	1.47346	0.23834	0.28098	0.0407	0.23122	0	0.15366	0.07788	0	17.74788	0	0.0706	0	0	0	0.01253	0	0.07788	0
Healthy	7.13782	0	0.67172	0	0.0018	0.11469	0.21487	0	0	0	0.03301	0.08646	0	0.007	0.68489	0	0.00227	0	0	0
Healthy	2.96856	1.12318	0.0796	0	0	0	0	0	0	0	1.67023	3.88725	0	0.04243	0	0.0213	0	0	0	0.11571
Healthy	1.89196	1.61462	0.22609	0	2.75445	0	0	0.13496	0	0	3.32594	5.80751	2.05765	4.16773	0.57513	0.01587	0.69546	0	0	0
Healthy	3.46657	0	0	0.42733	0.17798	0	0	0	0	0	2.49167	0	0	5.62211	0.57785	0	0	0	0	0
Healthy	10.37815	0	0.03717	0.06647	0	0	0	0	0	0	6.80215	0.70089	0	0	0	0	0.45129	0.20697	0	0
Healthy	7.11788	0	0.23711	0	0.39257	0.64931	2.36251	1.88572	0	0	1.18171	8.77603	1.19499	0	0	0.03795	0	0	0	0
Healthy	0.8841	0	1.85544	3.25803	22.66877	0.01987	0	0.07083	0	0.01487	1.81741	1.82729	0	0.03058	0	1.39904	0.00481	0.18415	0	0
Healthy	6.22099	0.75657	0	0	0	0	0	0	0.00523	0	0.65183	0.49023	0	0	0	0.03553	0.00762	0	0.00523	0.11704
Healthy	1.15247	0	0.18613	0	0.00788	0.00778	0	0.02056	0.01538	0	4.82671	4.66875	17.6804	5.23206	0	0.61709	1.09785	0.11801	0.01538	0
Healthy	5.08987	0	0	1.00904	0.91963	0.3873	0.73865	0.04127	0.58387	0.08484	2.41495	11.8665	0	1.36084	0.74572	0	0.00191	0.1039	0.58387	0
Healthy	0.07268	0	0	0.91375	0	0	0	0.83686	0	0	0	0	10.601	0	0	0	0.00579	0	0	0
Healthy	2.05807	0	0.49405	0.01889	2.70736	0.12567	0	0	0.72557	0	8.31955	0.1257	0	3.65662	0	0.27075	0.15473	0.3909	0.72557	0
Healthy	3.18928	0.41198	5.30431	0.00701	0.50336	0.10323	0	0.00294	0.0327	0.001	1.03063	0.09235	0	1.31613	12.6844	0.33736	0.22423	0.08524	0.0327	0
Healthy	2.76958	0.59088	0.35092	0	0.00305	0	0	0	0	0	0.98268	0.0129	0	0.42362	0	0.01622	0.02627	0.06604	0	0.01491
Healthy	0.32214	0	0.03855	0.08296	0.58717	0.23083	1.26011	0.39377	0.06107	0.02474	0	0	0	0	0	0.00959	0.33137	0.00557	0.06107	0
Healthy	4.52892	0	0.14272	0.36191	0.18468	0	0	0	0.07311	0	11.65745	0	0	6.24255	0	1.30639	0	0	0.07311	0
Healthy	4.301	0.61573	0.08144	0	0.00442	0	0	0	0	0	1.96046	0.07607	14.5412	3.36121	4.04538	0.6486	0.57836	0	0	0
Healthy	10.93216	1.37352	0.94994	0.18727	0.02178	0	0	0	0.19113	0	6.94697	9.93151	0	4.21699	0.6324	0	0.24959	0.08296	0.19113	0
Healthy	3.36544	1.17459	0.01029	0	0.06225	0	0	0	0	0	9.80329	0	0	0.76752	0	0.288	1.35409	0.31988	0	0.00513
Healthy	0.37723	4.33361	0.01281	0.34666	0.00321	0.04771	0	3.2718	0.02125	0	0	0	0	0	0	0.28648	0.03648	0	0.02125	0
Healthy	4.44237	0.64703	0.00663	0.05046	0.05541	0.00619	0.03043	0.00583	0.0805	0	0.56481	7.45113	5.15746	1.13339	0	0	0.09262	0	0.0805	0
Healthy	4.61533	0	0	0	0.33577	0	1.06055	0.14528	0.01449	0	1.17581	16.93056	0	0	0	0.8974	0	0	0.01449	0
Healthy	2.19626	0	0	0	0	0	0	0	0	0	1.59042	7.94153	0	0	3.78589	2.26472	0	0	0	0
Healthy	4.22361	0	0.0773	0.33113	0.0069	0	0	1.09359	0	0	0	0.27429	8.18241	0	0	0.19782	0.59749	0.01026	0	0
Healthy	11.15286	1.53936	0	0	0	0	0	0	0	0	17.11623	0.06602	0	0	0	0.00371	0.0379	0	0	0
Healthy	3.44557	0.75148	0	0.23085	0.00183	0	0	0	0	0	15.84316	1.08845	2.84814	3.1888	0.03754	0	0.03435	0.06321	0	0.04301
Healthy	15.08258	0.60811	0.32872	0.05406	0.0703	0	0.00116	0.00239	0.12008	0	4.06109	0.63553	0	4.54616	0.52025	0	0.39938	0.05163	0.12008	0.06399
Healthy	4.44195	0.73597	0.04535	0	0.48305	0	0.84247	0.05773	0	0	17.75566	1.84255	0	0	0	0	0.07678	0	0	0
Healthy	1.78364	0.87122	0.05601	0	0.01714	0.05642	0	0	0.02621	0	4.17825	7.00476	12.3662	0	0	0	0.06341	0	0.02621	0.15532
Healthy	0	0	0.24695	2.24583	0.1065	0	0	1.96752	0	0	0.01931	0	0	0	0	0	0	0	0	0
Healthy	7.87218	0	0.10424	0.84199	0.42938	0.33544	0.14136	0.05993	0.17237	0.00214	6.09624	4.63361	0	0	1.91365	0	0.06111	0.00684	0.17237	0
Healthy	6.30841	0	0.4646	0	0	0	1.84199	0.05809	0.02924	0	2.61891	1.7857	1.76099	0	0	0.05092	0	0	0.02924	0
Healthy	5.39649	0.77842	1.53642	0.26993	0.04334	0.454	0.00903	0.03072	0	0	2.01872	10.06441	0	0.04666	0.02601	0.5224	0.0103	0.05004	0	0.00673
Healthy	1.54851	1.06827	0.79262	0	0.13466	0	0	0.17387	0	0	1.19327	0.03853	6.16718	0.58128	0.17925	0	0.40289	0	0	0
Healthy	0.7743	0	0	0	0.1507	0	0	0	0	0	15.50906	0	15.5468	12.4806	0	0.58973	0.25714	0	0	0
Healthy	6.29197	0	0.03308	0.03607	0.07062	0.03941	0	0	0.05947	0.00876	9.21326	7.41881	0	0	0	0	0.00909	0.02332	0.05947	0.47115
Healthy	8.02322	0.05349	0.34939	0.28019	0.22502	0.05594	0	0.54239	0.20829	0.00719	8.30866	0	2.25348	2.92749	0	0.21436	0.48386	0.02566	0.20829	0.09542
Healthy	5.64274	0	0.00198	0.44817	5.72034	0.00096	8.93859	11.21719	0.01056	0.00576	0.00164	0	0.00631	0	0	0	0.03744	0.00874	0.01056	0
Healthy	7.6625	1.05205	0	0	0.00686	0	0	0	0.07496	0	4.59193	0.04288	2.93626	20.3315	0	0.2337	0.07112	0.0134	0.07496	0
Healthy	3.89811	0.86271	0.01407	0	0.06146	0	0.11356	0	0.13802	0	20.40514	0	0	2.54835	0	0	0.13354	0.22483	0.13802	0.05283
Healthy	4.24269	1.26761	0	0.19681	0.13079	0	0	0.00251	0	0	16.27494	0.96256	7.81144	5.73634	0.9034	0	0.0974	0.40446	0	0.01926
Healthy	0.09184	0	0	0.97595	0	0	0	0.8789	0	0	0	0	10.23	0	0	0	0	0	0	0
Healthy	8.82259	1.21062	0.08435	0.44396	1.67422	3.85849	1.08386	0.17283	0.1505	0.01595	4.22637	0.69529	2.56619	0.75844	0.02214	1.32554	0.0959	0	0.1505	0
Healthy	4.381	0.97324	0.00759	0.15858	0.24089	0	0	0	0.46578	0	15.64671	1.39995	0	0	0.24867	1.2966	0.12875	0.11176	0.46578	0
Healthy	18.11347	0	0.25486	0	0	0	0	0	0	0	2.81903	0	7.8536	1.4846	0	0	0.08701	0	0	0
Healthy	5.17317	0	0.51013	1.8865	0	0	0	0	0	0	7.683	0.83207	0	3.44133	0.51151	0.3113	0.19431	0	0	0.00811
Healthy	4.26601	0	0.48434	0	0.40981	0.13406	0.38659	0.27546	0.11505	0	1.83598	0.37401	0.62564	0	0	0.22257	0	0	0.11505	0
Healthy	3.10433	1.05542	0	0	0.52576	0.00403	0.04992	0.30816	0	0	1.08908	4.84978	10.1069	0	0	0	0.02485	0	0	0
Healthy	4.51318	0	0.62533	0	0.02154	0.46742	0.25226	0	0	0	2.51411	6.29077	0.90171	0	0	0.03561	0	0	0	0
