group	Ruminococcaceae	Marinifilaceae	Erysipelotrichaceae	Enterobacteriaceae	Streptococcaceae	Peptostreptococcaceae	Pasteurellaceae	Veillonellaceae	Eggerthellaceae	Micrococcaceae	Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	2.54515	0	0.04149	1.53301	0.11367	0	0	0	0	0	1.30629	0.18198	0	2.74606	0	0	1.00093	0.10296	0	0
Healthy	11.85542	0	0	0.54592	0.2947	0	0	0	0	0	2.20749	14.8993	0	2.9801	1.08675	0	1.0322	0	0	0
Healthy	0.21518	0.80686	0.90476	0.12584	0.0189	0	0	0	0.01878	0	0.62473	9.67468	0.00541	1.68854	0	0.23862	0.09159	0.00145	0.01878	0.0243
Healthy	2.01585	0.59148	0.268	0	0	0	0	0	0	0	11.8109	0.58332	6.48153	0	0	0	0.04657	0	0	0
Healthy	7.8147	1.1062	0	0.75869	0.97201	0.05397	0	0	0.00869	0	2.68085	0	0	0	0	0	0.09517	0.17763	0.00869	0
Healthy	13.57075	0.86528	0.0344	0.01907	0.03075	0	0	0	0	0	12.11739	0.83252	3.45205	0	0	0.01511	0.1488	0.00148	0	0
Healthy	2.83953	0	0.29861	0.02321	0	0	0	0	0	0	2.65871	0.22229	1.30264	0	0	0.02645	0.3307	0	0	0
Healthy	17.26707	0	0	0	0.01196	0	0.48452	0.01564	0	0	9.53379	3.87761	0	0	2.25756	0	0.73575	0.00423	0	0.08351
Healthy	3.99848	0	0.28763	0	0.00805	0.14442	0.06028	0.05151	0.01953	0	4.2958	2.51608	0.74752	0	0	0.15137	0	0	0.01953	0
Healthy	4.70969	0.93246	0.00944	0	0.98418	0.1405	0.0801	0.13449	0.01529	0.15035	2.22267	0	0	0	0	0.94334	0	0.019	0.01529	0
Healthy	2.93082	0.13974	1.03404	0	0	0	0.01108	0.00037	0.00535	0	4.1472	0.24045	0	2.21403	0	0.22512	0.92712	0.07872	0.00535	0.01429
Healthy	2.31735	0	0	0	0	0	0	0	0	0	5.68245	0	3.25777	1.69355	0	0	0	0	0	0
Healthy	26.3134	0	0	0	1.0904	0.20503	0	0.12907	0	0	0	14.0247	0	0.30358	0	0	0	0	0	0
Healthy	0.05943	0.00716	0.00028	0.19376	0.31798	0.03962	0.1058	0.01142	0.21658	0	3.08566	0	0	0	0	0.10673	0.79321	0.03033	0.21658	0
Healthy	0.3106	0	1.1188	0.18688	0	0.63571	0	0	0	0	0.99893	9.59557	0	2.56402	3.01271	0	0	0	0	0
Healthy	2.76681	0	0.27761	0	0	0	0	0	0	0	2.49792	0.23688	1.37444	0	0	0.0358	0.29435	0	0	0
Healthy	6.69056	0.89228	1.97673	22.1672	1.13887	0.03609	0.01361	0.05636	0.0267	0.04061	6.41798	2.38942	0	0.57244	0	0.21899	0.60143	0.01624	0.0267	0
Healthy	0	0	0	3.18917	30.09628	0.33598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	22.4034	0	0	0	0	0	0	0	0	0	10.88974	0	2.74127	0.94257	0	0.82508	0	0	0	0
Healthy	3.69267	0.86515	0.02544	0	0.06107	0	0.10041	0	0.10541	0	20.79001	0	0	2.67336	0	0.01579	0.21492	0.1832	0.10541	0.03842
Healthy	2.39643	0	0.10334	0.8376	0.24984	0.31518	0.7502	1.08332	0.00756	0	0.39264	2.64676	4.97612	0	0	3.27877	0.03937	0.0021	0.00756	0
Healthy	8.2571	0.43218	0.03468	0.1633	0.18232	0.02589	0.01447	0	0	0	8.13197	2.93421	5.77197	0.38526	0.15552	0.13775	0.07041	0.73306	0	0
Healthy	2.19381	0.6803	0.11697	0.18712	0.29319	0	0.12915	0	0	0	6.88282	0.29238	8.16815	5.27022	0	0.04301	0.06833	0.01711	0	0
Healthy	7.60001	0	0.10696	0.10794	0.10176	0	0.03387	0.01432	0	0	0.01248	0.16973	0	0	0	0.03607	0	0	0	0
Healthy	0	0	0.28593	0.00296	0.18547	0	0	0	0.02591	0.03951	0	0	0	0	0	0	0	0	0.02591	0
Healthy	7.39152	1.03909	0.01306	0	1.57639	0.16522	0.01006	0	0.17382	0	5.10589	0.4868	0	3.62351	0.00862	0	0.08831	0.01904	0.17382	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	8.53501	0	0	0	0	0	0	0
Healthy	1.3236	0	0	4.36693	0.01707	0	0	0	0	0	0	0	0	0	0	0	0.0431	0	0	0
Healthy	0.55987	0	0	2.39681	0	0	0	0	0	0	11.75493	0	0	3.26846	0	0	0.18163	0.03509	0	0
Healthy	0.05957	0	0	1.00535	0	0	0	0.84376	0	0	0	0	10.7056	0	0	0	0.02339	0	0	0
Healthy	2.03888	0	0.71584	0.26138	5.65194	0	1.03756	0	0	0	0.63972	4.21798	0	3.57079	0	0	0	0	0	0
Healthy	0.03196	1.46847	0	11.8998	0.19721	0	0	0.706	0	0	6.28127	0	8.09638	18.1495	0	0.14533	0	0.04396	0	0
Healthy	2.27185	0	0	0	0	0	0	0	0	0	9.49054	2.21282	0	6.91258	9.50394	0.30832	0.35342	0.06786	0	0
Healthy	3.77372	0	0.17354	10.014	0.00193	0	0	0	0.17848	0	1.29088	1.798	2.57063	0	0	1.38014	0.08751	0.67751	0.17848	0
Healthy	6.31337	0	3.2326	9.5299	2.1127	0	0	0	0	0	1.13591	2.50165	0.04796	2.00865	3.57724	8.28998	0.00614	0.03683	0	0
Healthy	11.07113	0.55337	0.02231	0.15088	0.21093	0.18738	0.05272	0.01659	0.07309	0	3.01217	0.34564	0	1.09221	0	0.02629	0	0.55645	0.07309	0.15508
D003922	4.14357	2.91428	1.16835	0.00626	0.03539	0.29089	0.03702	0.00161	0.00219	0.00371	8.08038	0	5.10199	0.92441	0	3.06675	0.00449	0.04969	0.00219	0.00592
Healthy	4.06346	0	0	0	0.23444	0	2.91034	0.30352	0	0	7.11006	0	4.69517	1.07231	0	0	0.19158	0.01561	0	0
Healthy	6.43879	0.8179	0	0	0	0	0.02984	0.01559	0.03051	0	0.75766	0.46012	0	0	0	0.02701	0	0	0.03051	0.08441
Healthy	2.48237	0	0	0	0.34528	0	0	0	0.05698	0	2.50732	0	15.9651	0.79816	0	0	0	0	0.05698	0
Healthy	1.71475	0	0	0	0	0	0.03588	0.00573	0	0	8.12916	0.0192	0.21017	0	0	0	0.01841	0	0	0
Healthy	1.44308	0	0	4.13304	0	0	0	0	0	0	0	0	0	0	0	0	0.09406	0	0	0
Healthy	5.41906	1.91197	0	0	0.00288	0	0	0	0.02195	0	14.31981	0.53199	0	0	0.02146	0.40143	0.08016	0.06554	0.02195	0
Healthy	3.41053	1.00333	0.02861	0.1421	0	0	0	0	0	0	8.53545	0	4.05717	2.80679	0	0	0.11263	0.11411	0	0
Healthy	12.24781	0.34834	0.05895	0	0	0.15516	0	0	0.01264	0	6.96709	4.91229	25.9687	0.92252	0	0.72678	0	0.17623	0.01264	0
Healthy	0	0	0	0	0.62219	0	1.86419	0	0	0.1046	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.78645	0	0.09676	0	0	0	0	0	0	0	3.16553	0.26289	4.45934	0	0	0	1.83829	0	0	0
Healthy	1.34276	0	0	0	0	0.00649	0	0	0.23259	0	4.61532	7.35714	0	4.65866	6.89201	2.25198	0.27951	0	0.23259	0
Healthy	1.84188	0	0.2803	0	0	0	0	0	0	0	12.02973	0.53321	6.12746	0	0	0	0.05053	0	0	0
Healthy	6.74631	1.17421	5.17261	1.84917	9.2923	0	0	0.00304	0.71951	0.28573	0.95685	0	0	0.58234	0.05766	1.33923	0.12334	0.05309	0.71951	0
Healthy	3.85463	0	0	0	0	0	0	0	0	0	2.59906	0	0	0	0	0	0	0	0	0
Healthy	13.60415	0	0.00649	0	0.23307	0.01909	1.57368	0.18084	0	0	3.10749	0.01522	0	0	0	0.24301	0.01742	0	0	0
Healthy	9.29308	0	0.00291	0.15972	0.1242	0.05917	0.07594	0.01603	0	0	0.00157	0	0	0	0	0	0.5566	0	0	0
Healthy	6.44974	0	0.02612	0	0.44134	0	2.26157	0.05479	0.00195	0	14.61982	2.61931	0	0	0	0	0.064	0	0.00195	0
Healthy	4.97429	0	0.30242	0	0.03109	0.55938	1.63806	0	0	0	3.23073	4.38821	2.05788	0	0	0.02057	0	0	0	0
Healthy	6.54119	2.16538	0	0.06461	0.0183	0	0.01736	0.02014	0.02037	0	13.71788	0.61546	0.3535	5.41002	0.21375	0.23223	0.15494	0.19126	0.02037	0.40556
Healthy	0.11961	0	0.00061	77.2984	2.27287	0	0	0.70908	0.00217	0.03898	2.55531	0.74654	0	0	0	0.02367	0.04055	0	0.00217	0
D003922	6.90181	5.34972	0.00324	0.31327	0.86238	0.00943	0.77588	0.03977	0.08048	0.02576	3.84084	0.55652	0	2.14043	0.03118	1.04328	0.01178	0.10383	0.08048	0.19654
Healthy	0.48542	0	2.74118	0	0	0	0	0	0	0	0	0.96576	0	1.82871	17.665	0	0	0	0	0
Healthy	9.89402	0.68181	2.11912	0	1.69472	0	0.15182	0.10107	0	0	2.38017	0.00941	0	0.06231	0	0.11936	0.22751	0	0	0
Healthy	2.12934	0	0.00585	0.00823	0	0.08164	0.00122	0.13844	0.0254	0	3.34875	2.63915	0.02036	0.02386	0	1.31884	0.09443	0	0.0254	0
Healthy	5.35091	2.98324	0	0.4514	0.09687	0	0.13338	0.14006	0	0	18.60375	0	0	2.22675	0	0.06541	1.87573	0	0	0.39432
Healthy	23.88145	0.96774	0	0.04173	0.02305	0.081	0.06391	0	0.02777	0	4.40872	0.53086	0	0	0	0	0	0.02346	0.02777	0
Healthy	1.69646	0.60246	0.02327	0.05765	0	0	0	0	0	0	15.17791	0.14018	6.13742	0	0	0	0.00829	0	0	0
Healthy	0	0	0	9.92646	1.40283	0.00032	0	0	0	0.17103	0	0	0	0	0	0.00056	0	0	0	0
Healthy	6.14942	2.10311	0.29385	0.06685	0.69858	0.2242	0.04665	0.24884	0.00033	0	11.85176	3.28984	0	10.0835	0	0.0752	0.05144	0.00159	0.00033	0.03157
Healthy	8.50938	0	0.38366	0	0	0.0456	0.86819	0	0	0	0.07484	0.15458	0.61306	0	0	0.03504	0	0	0	0
Healthy	26.2798	0	0	0	1.01297	0.25889	0	0.12248	0	0	0	15.5125	0	0.25616	0	0	0	0	0	0
Healthy	10.87567	0	0	0	0.17742	0	0	0	0	0	2.74265	0	0	3.49461	0	0.66904	0	0	0	1.5823
Healthy	3.64434	0	0.3619	1.3884	2.7439	0	0	0	0	0	0.45089	20.3588	13.5926	0	0	8.43543	0	0	0	0
Healthy	9.90853	0	0.74657	0	0.27861	0.02029	0.20335	0	0	0	1.86074	6.75813	3.46727	0.25548	1.33638	0.02349	0	0	0	0.02593
Healthy	17.46693	2.15514	0.11645	0.37676	0.37362	0.01837	0.07866	0.03572	0.03814	0	4.38452	1.30097	0	5.1616	0	0.01035	0.00158	0.38467	0.03814	0.11982
Healthy	8.00261	2.13799	0.05151	0	0.00399	0	0	0	0.0318	0	6.81784	2.57401	0	4.53713	0	0.2526	0.22617	0.01957	0.0318	0
Healthy	3.71995	0	0.33887	1.00028	0	0	0	0	0.02033	0	2.623	0.58795	9.1095	0	0	0.67773	0.39212	0.11766	0.02033	0
Healthy	7.53769	0.0066	0.61902	0	7.93361	0	0	0	0.0289	0	2.58798	0.01057	0	0.35828	0.29786	3.59342	2.0594	0.78752	0.0289	0
Healthy	7.64122	1.42283	0	0	0	0	0.01139	0	0	0	4.79465	1.31043	0	0.03974	0.6609	0	1.39068	0.00447	0	0.19168
Healthy	1.63475	0.59738	0.03409	0.01982	0	0	0	0	0.00671	0	14.8888	0.13911	5.91116	0	0	0	0.01491	0	0.00671	0
Healthy	1.82983	0.51777	0.29545	0	0	0	0	0	0	0	11.89123	0.54553	6.11356	0	0	0	1.93841	0	0	0
Healthy	1.74647	0	0	0	0	0	0	0	0	0	1.62947	1.62282	6.04242	3.14994	0	0	0	0	0	0
Healthy	0	0	0.02548	7.53919	0.00795	0	0.01538	4.64447	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.93102	2.37228	0.02936	10.53786	0.18551	0.06063	0.00868	0.02088	0.14862	0.01654	16.83811	6.39799	0	5.60307	0	1.94935	0.04395	0.01696	0.14862	0.00362
Healthy	4.88015	0	0.18937	0	0	0.03406	0	0	0.08142	0	6.34043	0.00693	0	5.18587	0	0.57769	0.24123	0	0.08142	0
Healthy	4.29583	0	0.09325	0.221	0.01269	0	0	1.09195	0	0	0	0.29465	8.21917	0	0	0.21169	0.63366	0.00758	0	0
Healthy	19.16031	0	0.00428	0	0	0	0.04127	0	0	0	2.81952	0.1528	1.76006	0	0	0.0005	0.02335	0	0	0
Healthy	16.90289	1.61701	0	0.02829	0	0	0	0	0	0	12.45034	1.05668	0	1.14736	0.03448	0	1.41506	0.67046	0	0.32406
Healthy	0.05921	0	0	0.91502	0	0	0	0.80401	0	0	0	0	10.3011	0	0	0	0.02297	0	0	0
Healthy	3.71731	0	0.01484	0	0.05492	0	0.09197	0.00272	0.13102	0	20.16489	0	0	2.68881	0	0.01515	0.17357	0.2095	0.13102	0.04008
Healthy	2.37679	0	0.01711	1.48694	0.07424	0	0	0	0	0	1.4978	0.16178	0	2.6134	0	0	0.91625	0.1116	0	0
Healthy	10.57922	0.86367	0.11758	0.01004	0.1097	0.01953	0.00111	0.04549	0.04906	0	1.76495	0.9252	0	3.15534	0.00211	0.00299	0.46134	0.01137	0.04906	1.16109
Healthy	2.07733	0	0	0	2.05809	0	0	0	0	0	0	24.1679	0	0	0.16863	1.56759	0	0	0	0
Healthy	13.20697	0	1.40381	0	2.13829	0	0	0	0.21559	0	7.10169	10.7472	0	0.59662	1.39634	2.08154	0	0	0.21559	0.0372
D003922	3.88075	1.19366	0.01277	0.12908	0.02949	0.23344	0.02169	0	0.03291	0	4.14446	2.35826	0	0	0	0	0.03938	0.01266	0.03291	0
Healthy	2.25204	2.1314	0.01402	0.26705	0.04118	0.01496	0.05103	0.0444	0	0	1.11863	0.07138	15.1591	0.01725	0	0.07535	0.00616	0	0	0
Healthy	1.6468	1.62899	0.01084	5.96187	0.00371	0	0	0	0	0	9.9613	0	0	3.68421	0	0.0526	0.08334	0.50015	0	0.34009
Healthy	4.24561	1.20655	1.27661	13.16383	0.12256	1.1828	0.01086	0	0.04262	0.00084	3.73828	0.13604	0	3.20238	0	0.42674	0.11878	0.00589	0.04262	0.06904
Healthy	6.29313	0	1.77936	0	0.16711	0	0	0	0	0	2.54259	1.91025	0	1.5372	0.0917	0	0	0	0	0
Healthy	5.66544	0	1.16405	0	0	0	0	0	0.01636	0	7.12823	1.96927	0	0	0.4225	0.33557	0.10793	0	0.01636	0
Healthy	1.88463	1.74079	0.0236	0.11192	0	0	0	0	0.06555	0	10.06608	0	0	5.03873	0	0.14943	0	0.12417	0.06555	0.12275
Healthy	5.56492	1.84471	0	0	0.00541	0	0	0.01319	0.01332	0.00512	13.94375	0.63776	0	0	0	0.28869	0.10619	0.09285	0.01332	0
Healthy	0.45624	0	0	0	3.03464	0	0	0	0	0	0.61673	30.6348	3.21651	0.15049	0	1.00147	0	0	0	0
Healthy	0.07588	0	0	1.15375	0	0	0	0.82718	0	0	0	0	10.8327	0	0	0	0.00916	0	0	0
Healthy	0.87145	0	0.02447	0.42786	0.24503	0	0	0.0374	0	0	0	0.44183	3.58408	0	0	0.12811	0.16588	0	0	0
Healthy	0.01143	0	0.59055	0.09638	1.11136	5.9266	1.60605	0.02371	0.08686	0.04931	0.00671	0	0.02864	0	0	0	0.05126	0	0.08686	0
Healthy	3.32049	0.52245	0.55308	0.38936	0.09968	0	0	0	0.02169	0	21.27971	2.15063	3.09071	1.86899	0	0.74412	2.64096	0.64934	0.02169	0.13681
Healthy	15.50636	0	0	0.80866	0	0	0	0	0	0.05242	2.68436	3.55577	0	0.7067	0.45781	1.1403	0	0	0	0.26615
Healthy	12.1741	0	0	0	0.01117	0.00231	0	0.09642	0.17368	0	5.93957	0	3.6506	1.1934	0	1.15815	1.16906	0.00668	0.17368	0.03494
Healthy	8.6583	0.91991	0	0	0.04032	0	0.04569	0	0.58729	0	0.68751	0	0	0	0	0	3.02847	0	0.58729	0.21414
Healthy	0	0	0	3.07745	0.08284	0	0	0	0	0	0	0.05714	0	0	0	0	0.47462	0.02721	0	0
Healthy	13.70086	0	0.82741	0.14072	0.38788	0.4346	0.15453	0.05711	0	0	1.32347	2.99911	3.52113	0.21631	2.15523	0.62139	0	0	0	0
Healthy	0.56733	0	0	2.07969	0	0	0	0	0	0	11.34921	0	0	3.23532	0	0	0.25138	0.10091	0	0
Healthy	18.01835	0	0	2.75306	0.17533	0	0	0	0.57896	0	4.21711	9.65779	2.36428	1.67696	0	0	0	0	0.57896	0
Healthy	10.1033	0	0	0	0	0.77823	0.09449	0	0	0	2.48925	2.08621	2.17607	4.80051	0.84261	0	0	0	0	0
Healthy	3.70751	0.87473	0.07539	0	0	0	0	0	0.03243	0	32.39951	0.35965	0	2.64561	0	0.07387	0.3729	0.43223	0.03243	0.08311
Healthy	0.22045	0	0	1.399	0	0	0	0	0	0	0.1297	0.05188	0	0	0	0	0.07862	0	0	0
Healthy	1.32487	1.49106	0.16394	0.24188	0	0	0.00616	0.00896	0	0	0.59902	0	0	0.34663	0	0.24786	0.00465	0	0	0
Healthy	16.28303	0.90782	0.0096	1.8246	0.03603	0.0007	0.24961	0.00432	0.03049	0	4.62077	5.07992	2.00147	0	0.14616	1.12271	0.02428	0.34193	0.03049	0.0298
Healthy	4.1026	1.56931	0	0.05196	0	0	0.0451	0	0	0	10.44264	0.20533	0	2.53864	0	0	0	0.00306	0	0.1013
Healthy	20.2023	0	0	0	0	0	0	0	0	0	1.1095	1.95437	5.36896	1.16431	0	0	0	0	0	0
Healthy	2.36589	0	0.00516	0	0.43477	0	0	0.2024	0.08061	0	3.49587	7.44835	7.32354	0.79694	0	0	0.01249	0.0123	0.08061	0.08892
Healthy	1.06455	0	0.00038	2.30231	0.81432	0.02016	0	0	0.28128	0	0.20177	31.36991	0	0.18095	0	0	0	0	0.28128	0
Healthy	4.50668	0	0.42747	0	0	0.42088	0.85456	0.00261	0.00536	0	0.5545	2.27313	1.36354	0	0	0.13765	0	0	0.00536	0
Healthy	1.46549	0	0.52152	0	0	0	0	0	0	0	0.96757	0	0	0	0	0	0.26868	0	0	0
Healthy	18.7844	0	0.59808	0	0	0.05872	0	0	0	0	0.679	15.773	0.41556	0	0	0	0	0	0	0
Healthy	0.86535	0	0	0	0	0	0	0	0	0	0.84002	0	0	0	0	0	0	0	0	0
Healthy	3.34865	0.52481	0.55441	0.5421	0.08386	0	0	0	0.00727	0	21.43944	2.08417	3.08492	1.98093	0	0.76007	2.65101	0.69799	0.00727	0.13257
Healthy	16.38094	0	0	0.03561	0	0	0	0	0.01158	0	5.5923	0	0	2.88926	0	0.99492	0	0.05916	0.01158	0.41426
Healthy	7.14021	0	1.93521	19.4089	0.22417	0	0	0	0	0	4.53821	0	0	2.51391	0.19313	0.37033	0	0	0	0
Healthy	4.28588	0.80964	0.30386	0	0.01233	0	0	0	0	0	4.42259	2.63643	0	0.98884	0	0.11976	0.02103	0.19257	0	0.04961
Healthy	1.86825	0.50874	0.28005	0	0	0	0	0	0	0	11.74033	0.53711	6.2613	0	0	0	0.05795	0	0	0
Healthy	1.49187	0	0	0.58474	0.57378	0.10377	0.05764	0.08164	0.07558	0	0	0	0.16172	0	0	0.00101	0.20692	0	0.07558	0
Healthy	3.20291	0.62359	0.06866	0.3673	0.2874	0.07969	0.02853	0.01053	0.01151	0	4.59773	1.16913	0	1.13788	0	0.1036	0.05765	0.00186	0.01151	0
Healthy	3.65793	0	0	0	0	0	0	0	0	0	2.74353	4.8755	3.90595	0	0.2591	0	0	0	0	0
Healthy	7.16871	0	6.09462	0.03	0.26246	0	0	0	0	0	5.63008	8.40088	0	2.40449	0.55965	0.06671	0.05517	0.00321	0	0.05978
Healthy	2.76316	2.36667	0.05215	0	0.08932	0	0	0	0	0	13.77421	1.63956	0	1.95703	0.01877	0.57128	2.61338	1.33117	0	0
Healthy	6.12355	0	0	0	0.03414	0	0.47582	0	0.02551	0	1.99266	12.09543	0	0	0	1.20861	0.025	0	0.02551	0
Healthy	1.41377	0	0	4.53415	0	0	0	0	0	0	0	0	0	0	0	0	0.04805	0	0	0
Healthy	9.47927	0	0	0	0	0	0	0	0	0	1.85374	0	0	2.46657	0	1.68149	0	0.07375	0	0.42922
Healthy	3.70077	0	0	0	0.20951	0	2.7571	0.25366	0	0	7.10713	0	4.54214	1.07087	0	0	0.14258	0	0	0
Healthy	1.30408	0	0	0.12373	0	0	0	0	0	0	23.57475	0.15118	0	0.52437	0	0.4575	0.10334	2.65193	0	0
Healthy	0.99318	0	0	0	0.15438	0	0	0	0.07147	0	6.76763	3.6023	0	4.15093	35.1411	1.29787	0.26528	0	0.07147	0
Healthy	2.22683	0	0.03171	1.53536	0.06726	0	0	0	0	0	1.34845	0.16027	0	2.33717	0	0	0.8752	0.09632	0	0
Healthy	4.41598	0.90139	0.00479	0.20751	0.27211	0	0	0	0.3909	0	15.76797	1.34149	0	0	0.20364	1.40458	0.1676	0.10935	0.3909	0
Healthy	5.01973	0	0.00183	1.17903	1.68773	0.41982	0.83245	0.04534	0.63577	0.06543	2.44939	11.9669	0	1.36268	0.77591	0	0.00775	0.08277	0.63577	0
Healthy	15.35462	0.14387	0.30169	0	0.00069	0.00031	0	0	0.00074	0	1.98064	0.00583	7.59543	1.4862	0	0	0.10226	0	0.00074	0
Healthy	3.95604	0	0	0.23199	0	0	0.22578	0	0	0	6.4052	2.16458	0	0	0	0.20099	0.04656	0.02455	0	0
Healthy	0.37319	0	0	5.44491	0	0	0	0	0	0	21.84875	0.38422	8.60092	4.09509	0	0	0	0.22609	0	0
Healthy	4.38885	0	0.52873	0	0.55472	0.38722	1.8414	0.70646	0	0	1.91814	9.96809	0.86563	0	0	0.15105	0	0	0	0
Healthy	0.08765	0	0	1.20195	0	0	0	0.83577	0	0	0	0	10.6053	0	0	0	0	0	0	0
Healthy	0.30864	0	0	0.04182	0	0.34577	0.80607	0.13291	0	0	1.10933	0	3.92706	8.63714	0	0	0	0	0	0
Healthy	3.43977	0.79043	0	0.22271	0.00177	0	0	0	0	0	15.92806	0.96525	2.85673	3.074	0.05586	0	0.02796	0.11614	0	0.01904
Healthy	4.53686	0.97313	0.00951	0.05389	0.20327	0	0	0	0.48381	0.00502	15.80305	1.32144	0	0	0.19256	1.39849	0.13633	0.0717	0.48381	0
Healthy	9.32541	0	0.42068	0	0	0.35653	0.846	0.16394	0	0	0.35526	19.1706	1.11129	0	0	0.14193	0	0	0	0
Healthy	11.91692	0	0	1.2167	2.37151	0	0	0	0	0.03095	4.59144	4.35138	0.93998	1.5607	3.32246	0	0	0	0	0
Healthy	0.60719	0	0	0	0	0	0	0	0	0	0.727	1.04824	0	1.92045	0.51583	0	0	0	0	0.02219
Healthy	2.71111	1.72219	0.2238	0	0.21223	0.24409	2.14854	0.57178	0	0	1.95936	5.37573	0.11455	0	0	0	0	0	0	0
Healthy	7.60448	0.99966	0	0	0.01202	0	0.04879	0	0.20142	0	20.31839	0.31506	0.3382	0.71652	0	0.10079	0	0.06204	0.20142	0
Healthy	2.51652	1.33202	0	3.60249	0	0	0	0	0	0	12.05245	3.1519	0	0.6852	0	0	1.27495	0.28287	0	0.42311
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.15205	0	0	0	0	0	0	0
Healthy	7.21895	0	2.52225	0	0	0.05978	0	0	0	0	0.76495	0	0	0.37237	2.26721	0.03826	0.00863	0	0	0.13939
Healthy	10.90396	1.2675	0.11142	0.0051	0.01747	0	0	0	0.01452	0	24.67263	0.28939	0	0	0	1.4619	0.2674	0.64324	0.01452	0
Healthy	7.33223	1.91832	0	0	0.02346	0	0	0.08151	0.10526	0	1.49551	0	0	0	0	0.27304	0.00317	0	0.10526	0.36669
Healthy	11.1243	0	0.01407	0.14588	1.41947	0.21753	0.58449	0.22984	0.00646	0	0	0.19556	0	0	0	0.17531	0	0.11504	0.00646	0
Healthy	5.67516	0	0	0	0	0	0	0	0	0	3.29894	12.5183	0.63239	3.86143	0	0	0	0	0	0
Healthy	10.19668	0.30758	0	1.36303	0.32283	0.19056	0.50292	0.00087	0.02147	0.09103	2.2877	5.57867	0	0.8644	1.5014	0.80147	0.00509	0.14269	0.02147	0.11024
Healthy	4.04494	0.98259	0	0	0.06128	0.22324	0	0.22855	0	0	5.92515	6.48206	0	4.15678	0	0.24671	0.09077	0.00715	0	0.00809
Healthy	1.63362	0.84587	0.05228	0	0	0	0.027	0	0	0	17.72523	0	0	1.91359	0	0.19978	0.01827	0.14421	0	0
Healthy	2.17296	1.01368	0.1265	0.04607	0	0	0.03235	0.19692	0	0	8.40584	1.04293	6.2716	6.33451	0	0.18884	0.62569	0.05495	0	0
Healthy	3.79625	0	0.16035	10.6542	0.01202	0	0	0	0.14606	0	1.29904	1.92591	2.74722	0	0	1.31902	0.08372	0.72008	0.14606	0
Healthy	0.00083	0.35787	0.04519	3.53088	0.11246	0.01881	0.0213	3.93941	0.009	0.00076	0.00057	0	0	0	0	0	0	0	0.009	0.02749
Healthy	5.85538	0.02138	0	0	0	0	0.04316	0	0.08955	0	13.27617	0.67142	0.13726	0.7642	0	0.04363	0.00328	0.03414	0.08955	0
Healthy	1.96996	0	1.18947	0	0	0	0	0	0	0	0.22768	0	0	7.46588	3.11173	0	0	0	0	0
Healthy	3.84376	0.55432	0.06983	1.00904	0.0203	0.03699	0	0	0	0	2.64777	0.13804	0	0.83644	0.57844	0.03036	0.08924	0.04745	0	0.09334
Healthy	2.02787	0.45585	0.15696	0	0.06189	0.13719	0	0	0.02111	0	1.49584	13.86325	0.28195	0	9.29125	1.65203	0.00717	0.01788	0.02111	0.02535
Healthy	0	0	0	4.25211	0.06887	0	0.04112	0	0	0.0148	0	0	0	0	0	0	0	0	0	0
Healthy	0.36792	0	0	0	0.67212	0	5.59311	0.41934	0	0	0	0	4.30214	1.34238	0	0	0	0	0	0.11663
Healthy	4.02033	1.57722	0.09256	0.006	0.01783	0.03757	0.04074	0.02858	0.01451	0	9.23026	0.16972	6.31929	13.0687	0.0089	0.00854	0.30678	0.00212	0.01451	0.00227
Healthy	4.76086	0	0	1.2327	1.60299	0.45812	0.83487	0.01114	0.66136	0.07367	2.39061	11.8786	0	1.38445	0.70044	0	0.00468	0.0843	0.66136	0
Healthy	46.506	0	0	0	0	0	0	0	1.88735	0	5.58462	2.35448	0	0	0	1.13592	0	0	1.88735	0
Healthy	0.44251	0.77123	0	0	0.10091	0.66563	0	0.32115	0	0	0.56803	6.52159	0	3.00722	0	0	0.07354	0	0	0.02073
Healthy	0.76597	0.80435	0	0	0.31322	0	0	0	0	0	15.15027	0.01905	15.318	13.3842	0	0.58803	0.22674	0.02339	0	0
Healthy	3.95924	0	0.02457	0	0.0782	0	0.13135	0	0.17269	0	21.18007	0	0	2.7799	0	0.00952	0.17254	0.1922	0.17269	0.05681
Healthy	0.61842	0.6687	0	0	0.01606	0	0	0	0	0	15.74561	0.15999	0	3.40273	0	0.10075	1.37496	0.04787	0	0
Healthy	4.8351	0	0	0.25682	0.05262	0	0	0	0	0	3.95401	8.3959	0	0	0	1.19723	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	16.1291	0	0	0	0.27659	0	0	0	0	0	2.27085	12.5307	1.02417	0	0	0	0	0	0	0
