group	Burkholderiales	Enterobacterales	Acidaminococcales	Pseudomonadales	Desulfovibrionales		Bacteroidales	Lachnospirales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Desulfovibrionales	Peptostreptococcales	
Healthy	0.00203	0.03761	0	0	0.04016		62.56385	1.88028	0.18515	0.88323	0.00203	0	0	0.04016	0	
Healthy	0.28787	0.19934	4.03565	0	0.16868		66.52903	14.6354	0.04647	0.95114	0.28787	0	0	0.16868	0	
Healthy	0.12172	1.09099	0	0	0.04587		36.72765	15.36724	0	0.97528	0.12172	0	0.00478	0.04587	1.11945	
Healthy	1.86301	0.09538	0	0	0.06495		40.14108	14.46613	4.94543	0.39679	1.86301	0	0.05989	0.06495	0	
Healthy	0	69.19254	0	0	0		10.20769	0.00853	0	0.00226	0	0	0	0	0	
Healthy	0.02341	0.3168	0	0	0		15.32507	53.43986	0	0	0.02341	0	0	0	0	
Healthy	0.10001	0	0	0	0		7.61325	10.36698	0.0173	0.22165	0.10001	0	0	0	0	
Healthy	0.27995	3.78983	0	0	0.29698		63.59872	13.36262	0	0	0.27995	0	0	0.29698	0	
Healthy	0.05661	0.04209	0	0	1.38114		42.47417	0.69612	0	16.5921	0.05661	0	0	1.38114	0	
Healthy	4.17376	0.00667	0	0	0		81.37445	1.75789	0.00507	0	4.17376	0	0	0	0	
Healthy	0.15078	0.36322	0	0	0.00504		89.14189	1.19321	3.35914	0	0.15078	0	0.02812	0.00504	0	
Healthy	0.15957	2.26993	0	0	0		47.30029	5.58836	0.07724	0	0.15957	0	0.34641	0	0.00448	
Healthy	1.0763	0.15122	0	0	0.43764		38.83869	23.43506	9.41435	0.10905	1.0763	0	1.51881	0.43764	0	
Healthy	0	0.09009	0	0	0		40.28326	22.17486	5.19135	0	0	0	0.00894	0	0	
Healthy	0.10557	1.53301	0	0	0.10296		86.60231	3.63734	0	0	0.10557	0	0.04149	0.10296	0	
Healthy	0	0.54592	0	0	0		19.09709	28.59877	0	2.06924	0	1.08675	0	0	0	
Healthy	1.68887	2.35845	0	0.03399	0		20.66227	22.71038	10.18733	0.11969	1.68887	0	5.43631	0	0.04121	
Healthy	0	30.2101	0	1.76873	0		34.95702	12.16734	0	0	0	0	0.65518	0	0	
Healthy	0.05454	0.01831	3.55195	0	0.0255		19.00427	28.14511	0	1.72503	0.05454	0	0.02526	0.0255	0.05575	
Healthy	0.02318	0.12584	1.41985	0	0.00145		21.82226	36.18644	0.00541	0.056	0.02318	0	0.92008	0.00145	0	
Healthy	0.1775	0	0	0	0		68.84527	5.29557	6.48153	0	0.1775	0	0.268	0	0	
Healthy	0.10903	0.75869	0.02223	0.38433	0.17763		66.99495	2.49414	0	0.06807	0.10903	0	0	0.17763	0.05397	
Healthy	0.02903	0	0	0	1.64223		70.04262	0.8554	0	0	0.02903	0.0325	0.44525	1.64223	0	
Healthy	0.29865	0.01907	0	0	0.00148		65.85363	1.25511	3.45205	8.75589	0.29865	0	0.0344	0.00148	0	
Healthy	0	0.02321	0	0	0		83.9086	3.47848	1.30264	0	0	0	0.29861	0	0	
Healthy	0	0	1.82763	0	0		36.58514	42.42645	0	0	0	0	1.90773	0	0	
Healthy	0.03784	1.31873	0	0	0		27.32927	26.83702	0	0	0.03784	0	0	0	0	
Healthy	0.26803	0.07479	0	0	0.07129		77.10105	2.91914	6.24845	0	0.26803	0	0.12602	0.07129	0	
Healthy	0.61386	0.48452	1.1082	0	0.00423		24.73693	28.96229	0.01564	7.05557	0.61386	2.25756	0	0.00423	0	
Healthy	2.6772	1.02204	0.05212	0	0		15.19089	28.0296	0.08601	0	2.6772	0	0.23658	0	1.57864	
Healthy	0.06137	0.06028	0	0	0		37.09091	13.54137	0.79903	0	0.06137	0	0.28763	0	0.14442	
Healthy	4.16061	0.0801	0	0.00133	0.019		39.80066	17.25954	0.13449	0	4.16061	0	0.00944	0.019	0.1405	
Healthy	0.68399	0.01108	0	0	0.07872		19.20766	14.11581	0.00037	1.79223	0.68399	0	1.03404	0.07872	0	
Healthy	0	0	0	0	0		54.30005	27.05577	3.25777	6.14789	0	0	0	0	0	
Healthy	0	0	0	0	0		14.62561	22.80186	0.12907	0	0	0	0	0	0.20503	
Healthy	0.66943	0.29956	0	0.0115	0.03033		55.92545	5.90693	0.67285	0	0.66943	0	0.05228	0.03033	0.03962	
Healthy	0	0.75786	0	0	0		46.6419	10.72894	0	0.36559	0	3.01271	6.5309	0	0.63571	
Healthy	0.1298	0	0	0	0		52.12844	16.09463	5.71308	0	0.1298	0.72133	3.79635	0	0	
Healthy	0	0	0	0	0		84.01858	3.19691	1.37444	0	0	0	0.27761	0	0	
Healthy	0	0.83119	0	0	0		67.25747	2.28982	11.26683	0	0	0	0	0	0	
Healthy	0.02217	0	0	0	0		32.67489	13.99565	7.63882	0.0342	0.02217	0	0.29209	0	0	
Healthy	0.29426	22.18081	0	0.00184	0.01624		38.49641	7.07441	0.73938	2.50516	0.29426	0	1.97673	0.01624	0.03609	
Healthy	0	3.18917	0	0	0		30.3776	4.0418	0	0	0	0	0	0	0.33598	
Healthy	0	0	0	0	0		45.61098	3.4899	2.74127	0	0	0	0	0	0	
Healthy	5.11519	0.10041	0	0	0.1832		62.6273	20.34868	0	0	5.11519	0	0.02544	0.1832	0	
Healthy	0	1.5878	0	0	0.0021		35.67643	13.5242	6.75422	1.10551	0	0	0.34724	0.0021	0.31518	
Healthy	2.74871	0.17777	1.34773	0	0.73306		24.77391	24.25783	6.0531	0	2.74871	0.15552	0.03468	0.73306	0.02589	
Healthy	0.27826	0	0	0	0.13092		45.39976	4.41464	17.54257	6.8727	0.27826	0	0.21257	0.13092	0.00406	
Healthy	0	0	0	0	0.08853		47.09162	13.06261	0	4.64406	0	2.8795	1.01542	0.08853	0	
Healthy	0.80723	0.08126	0	0	0.6865		48.99319	6.761	0.11518	9.56151	0.80723	0	0	0.6865	0	
Healthy	0.78742	0	0	0	0		11.1504	0.06827	81.5048	0	0.78742	0	0	0	0	
Healthy	0.20062	0.31627	0	0	0.01711		65.50322	6.08834	8.16815	0	0.20062	0	0.11697	0.01711	0	
Healthy	0.16184	0	0	0	0.0428		42.79942	18.23914	0.02526	2.55549	0.16184	1.44556	0.00728	0.0428	0	
Healthy	0.05448	0.18723	0	0	0.04599		17.76425	33.41237	0	0.54412	0.05448	2.37869	2.5138	0.04599	0.01406	
Healthy	0	0	0	0	0		49.78117	0	0	0	0	0	0	0	0	
Healthy	0.26726	0.14181	4.72287	0.01096	0		55.82042	27.55006	0.01432	0	0.26726	0	0.10696	0	0	
Healthy	0.4471	0.12919	0	0	0.22843		52.39411	12.82078	0	0.9009	0.4471	0	0.12189	0.22843	0	
Healthy	0	0.00296	0	0	0		65.26184	0	0	0	0	0	0.50535	0	0	
Healthy	0.67825	0	0	0	0.60454		58.95136	6.54759	0.44836	8.01092	0.67825	0	0	0.60454	0	
Healthy	1.07478	0.01006	0	0	0.01904		23.5388	30.93704	0	3.33021	1.07478	0.00862	0.7768	0.01904	0.16522	
Healthy	0	0	0	0	0		59.55566	16.55109	8.53501	0	0	0	0	0	0	
Healthy	0	4.36693	0	0	0		92.84776	0.57635	0	0.54846	0	0	0	0	0	
Healthy	0.34776	2.39681	0	0	0.03509		71.64541	2.45895	0	0	0.34776	0	0	0.03509	0	
Healthy	0	0.41766	0	0	0		79.69018	4.92547	0	0.12672	0	0	0	0	0.00971	
Healthy	0	1.00535	0	0	0		66.88997	2.29701	11.54936	0	0	0	0	0	0	
Healthy	0.13267	1.29894	0	0	0		18.22271	43.15563	0	0	0.13267	0	0.71584	0	0	
Healthy	0.15783	11.8998	0	0	0.04396		64.98923	2.0341	8.80238	0	0.15783	0	0	0.04396	0	
Healthy	0	0.03083	0.02399	0	0.11198		0.20737	34.5061	0	25.364	0	0	0.35084	0.11198	0.34899	
Healthy	0.21671	0	0.11234	0	0.06786		48.62684	9.19371	0	2.1929	0.21671	9.50394	0	0.06786	0	
Healthy	5.77567	0	0	0	0.14915		78.06938	3.32578	0	0	5.77567	0	0.05946	0.14915	0	
Healthy	0.24068	10.014	0	0	0.67751		12.98923	0.38403	2.57063	43.9338	0.24068	0	0.17354	0.67751	0	
Healthy	0	9.5299	0	0.73774	0.03683		8.73754	20.64043	0.04796	0	0	3.57724	3.2326	0.03683	0	
Healthy	0.08205	0.2036	0	0.05372	0.55645		51.09131	24.04584	0.01659	2.10778	0.08205	0	0.02231	0.55645	0.18738	
Healthy	0	4.48171	0	0	0		92.19868	0.64376	0	0.61933	0	0	0	0	0	
Healthy	0	0	0	0	0		20.91212	16.00256	4.17314	0	0	0	4.36212	0	0.08546	
Healthy	0.06002	8.27501	0	0	0		25.42745	13.73188	1.73267	0.91083	0.06002	0	0.2982	0	0.06993	
Healthy	0	0	0	0.05482	0.41873		80.25683	9.9411	0	0	0	0	0.15655	0.41873	0	
Healthy	0.04111	0	0	0	0		72.74153	10.75215	6.86911	0	0.04111	0	0.98274	0	0	
Healthy	0.61599	0	0	0	0		75.23818	1.43074	4.9285	0	0.61599	0	0	0	0	
Healthy	5.83703	0.06032	0	0	0		67.54981	2.53466	0	0	5.83703	0	0	0	0	
Healthy	0	0	0	0	0		80.41789	12.35862	0	0	0	0	0.5321	0	0	
Healthy	0.31645	0	0	0	0		28.48383	19.09982	4.66442	0	0.31645	0	0	0	0	
Healthy	0	0.17021	0	0	0		8.4354	41.60032	7.25171	2.21026	0	0	0	0	0	
Healthy	1.20495	2.91034	0	0	0.01561		65.96314	13.2101	4.99869	0	1.20495	0	0	0.01561	0	
Healthy	4.329	0.02984	0	0	0		80.92745	1.67644	0.01559	0	4.329	0	0	0	0	
Healthy	0	45.03472	0	2.61263	0		4.13869	0.85187	0.30991	0	0	0	0	0	0.26245	
Healthy	0	0	0	0	0		24.87324	40.39967	15.9651	10.7516	0	0	0	0	0	
Healthy	0.50081	0.78667	0	0	0		48.12981	10.50884	0.03547	2.37923	0.50081	1.84641	2.65722	0	1.70888	
Healthy	2.19051	1.97032	9.63495	0.21035	0.36311		29.41653	22.75705	0.11725	0	2.19051	0	1.642	0.36311	0.49571	
Healthy	0.00552	0.03588	0	0	0		87.5923	0.47202	0.2159	0	0.00552	0	0	0	0	
Healthy	4.64575	0	0	0	0.02316		43.39508	10.82757	19.0918	0	4.64575	0	0.00884	0.02316	0	
Healthy	0.13692	0.43979	0	0	0		88.43237	1.1498	3.67225	0	0.13692	0	0.03436	0	0	
Healthy	0.66418	5.0395	0	1.37375	0.22974		35.72193	45.16278	0	0.08234	0.66418	0	0.04797	0.22974	0	
Healthy	0	1.99531	0	0	0		44.58036	11.08425	0	0	0	3.36441	0.69215	0	0	
Healthy	0.08873	2.47232	0	0	0.02984		78.61557	12.36262	0	0	0.08873	0	0.00485	0.02984	0	
Healthy	0	0	0	0	0		69.3368	0	0	0	0	0	12.5676	0	0	
Healthy	0	4.13304	0	0	0		91.9548	0.65051	0	0.5846	0	0	0	0	0	
Healthy	0.01735	0	0	0	0.06554		67.30225	8.96629	0	0.53104	0.01735	0.02146	0	0.06554	0	
Healthy	0.01848	0	0	0	0		31.1846	16.41245	3.77341	0	0.01848	0	0.83493	0	0	
Healthy	0.3271	2.17496	0	0	0.0798		70.89	2.59735	0	0	0.3271	0	0	0.0798	0	
Healthy	5.04539	1.18723	0.86025	0	0.047		36.71937	11.3437	0	8.50569	5.04539	1.41113	0	0.047	0	
Healthy	0.88791	0.00577	0	1.61626	0.02724		37.19751	18.13193	0	0	0.88791	0	0.90112	0.02724	0	
Healthy	0.07608	0.06196	0.00097	0.35419	0		19.92265	14.43681	0.31738	0	0.07608	0	1.34989	0	0.08272	
Healthy	0.23636	0.1421	0	0	0.11411		69.93581	4.66288	4.05717	0	0.23636	0	0.02861	0.11411	0	
Healthy	0.08527	0	1.57656	0	0.17623		14.11977	12.96484	26.68055	0	0.08527	0	0.05895	0.17623	0.15516	
Healthy	0	0.03069	1.60125	0.03404	0		18.5091	27.99352	0	0.00129	0	0.00183	16.2285	0	0.39658	
Healthy	0	1.86419	0	77.7156	0		17.81893	0	0	0	0	0	0	0	0	
Healthy	0	0	0	0	0		35.7711	46.12001	1.81937	0	0	0	2.59549	0	0	
Healthy	0.30118	0	0	0	0		86.33174	0	0	0	0.30118	0	0	0	0	
Healthy	0.26164	0	0	0	0		40.76994	11.56338	4.45934	29.7937	0.26164	0	0.09676	0	0	
Healthy	0.0005	0.01718	0	0	0.04212		56.38101	14.3225	0.0027	0.06377	0.0005	0.62413	0.00805	0.04212	0.01809	
Healthy	0.02994	0.50132	0.03553	0	0.61886		45.37619	0.6642	3.10731	0.15749	0.02994	0	0.54908	0.61886	0	
Healthy	0.43407	0.27638	0.01128	0	0		70.36254	3.47734	0.07449	0	0.43407	0	0.03476	0	0	
Healthy	0.0461	0.19619	0	0	0		29.97033	24.70333	2.91943	0.25248	0.0461	0.25198	0.01318	0	0.04762	
Healthy	0	14.09016	1.92812	0.64576	0		21.65453	15.26111	0	0	0	0.19386	0.21221	0	0	
Healthy	2.37415	0.40445	0.92657	0	0.01156		54.53694	24.9995	0	0.87606	2.37415	0.66909	0.02329	0.01156	0	
Healthy	0.0153	0.02936	0	0	0.06517		67.85409	9.36965	0.00338	0.53268	0.0153	0	0	0.06517	0	
Healthy	0.11919	0	0.00966	0	0		29.8191	10.77031	0	6.07064	0.11919	6.89201	0	0	0.00649	
Healthy	0.24045	0	0	0	0		69.3746	4.74488	6.12746	0	0.24045	0	0.2803	0	0	
Healthy	0.02352	1.84917	2.32279	0	0.05309		23.22308	27.7372	0.00304	0.98327	0.02352	0.05766	5.43584	0.05309	0	
Healthy	0	0	0	0	0		2.87138	1.93201	0	0	0	0	0	0	0	
Healthy	1.29475	1.57368	2.67787	0	0		33.93413	26.41635	0.65846	0.01772	1.29475	0	0.00649	0	0.01909	
Healthy	0.00722	0.23566	0.06406	2.35765	0		54.92257	19.14214	0.07043	1.45081	0.00722	0	0.00291	0	0.05917	
Healthy	0.21502	0.01164	0	0	0.03116		62.85998	6.89448	0	0	0.21502	0	0.10979	0.03116	0.03406	
Healthy	5.87215	2.26157	0.85476	0.00957	0		40.90707	28.95117	0.05479	0.74671	5.87215	0	0.02612	0	0	
Healthy	0.46924	16.2704	0	0	0.23045		22.76908	3.74087	0.12056	0.86713	0.46924	0	0.02316	0.23045	0.0391	
Healthy	0.02424	1.63806	0	0	0		42.61863	23.27727	2.05788	0	0.02424	0	0.30242	0	0.55938	
Healthy	1.39296	0.08197	0	0	0.19126		64.0462	6.6805	0.37364	0	1.39296	0.21375	0	0.19126	0	
Healthy	0	77.2984	0	0.09237	0		8.68713	1.69878	0.70908	0	0	0	0.00061	0	0	
Healthy	0.02542	0.0433	0	0	0.06235		69.76236	2.35324	0.37665	0.55589	0.02542	0	0	0.06235	0	
Healthy	0	0	0	0	0		34.57653	13.96067	0	0.1712	0	17.665	2.74118	0	0	
Healthy	0	0.18071	2.37654	0	0		27.98001	44.45119	0.14382	0	0	0	2.53339	0	0	
Healthy	0.12438	0	0	0	0.02042		44.18492	1.41098	0	0	0.12438	0	0	0.02042	0	
Healthy	1.02364	0	0	0	0		40.13547	40.01939	0	0	1.02364	0.50272	0.28994	0	0	
Healthy	0	0.01872	0	0	0.04339		41.51341	0.92057	0	0	0	0	0.05739	0.04339	0	
Healthy	0.6107	0.00707	0	0.17662	0.01188		53.51315	10.35771	0	0	0.6107	0	0.95378	0.01188	0	
Healthy	0.3805	7.9426	0	0	0.01956		49.55652	3.68938	3.24693	0.74258	0.3805	0	0.05901	0.01956	0	
Healthy	0.16257	0.03688	0	0.98143	0		8.20022	65.10181	0	0	0.16257	0	0	0	0.06087	
Healthy	2.03547	0.00945	0	0	0		56.32792	7.16031	0.1588	6.18736	2.03547	0	0.00747	0	0.08164	
Healthy	0	0.64003	3.80964	0	0		16.9745	25.87645	0	0.17318	0	0.66186	2.40223	0	1.32887	
Healthy	0.25185	0.58478	0	0	0		80.95711	1.54044	0.14006	0	0.25185	0	0	0	0	
Healthy	0.00397	0.10564	0	0	0.02346		35.94443	33.51811	0	0	0.00397	0	0	0.02346	0.081	
Healthy	0.1336	0.05765	0	0	0		69.60656	1.48738	6.13742	0	0.1336	0	0.02327	0	0	
Healthy	0.53043	0	0	0	0.01202		70.82307	5.63363	0	0	0.53043	0	0.16646	0.01202	0	
Healthy	0.15393	9.92646	0	0.33189	0		2.48786	0.04822	0	0	0.15393	0	0	0	0.00032	
Healthy	0.24973	0	0	0	0.07337		57.17684	20.55786	2.94862	0.05104	0.24973	0	0.0586	0.07337	0.01624	
Healthy	0.03996	0	0	0	0.03471		26.68836	29.11495	0	0	0.03996	0	0.06749	0.03471	0.00792	
Healthy	0.03241	0.16291	0	0	0		34.86327	19.05219	0.02365	0.38007	0.03241	0	0	0	0.48636	
Healthy	0.42497	0.1135	0	0	0.00159		58.01557	13.11846	0.24884	0	0.42497	0	0.29385	0.00159	0.2242	
Healthy	0.30719	0.41425	0	0.0596	0		39.94067	19.95339	0.59052	0.98081	0.30719	0	0.12504	0	0.50904	
Healthy	0.03817	0.86819	0	0	0		42.6898	21.60129	0.61306	0	0.03817	0	0.38366	0	0.0456	
Healthy	0.01705	18.94541	0	0	0		37.05122	18.0346	0.86377	0.48728	0.01705	0	0.20119	0	0.01158	
Healthy	0	0	0	0	0		12.0482	23.54448	0.12248	0	0	0	0	0	0.25889	
Healthy	3.16701	0	0	0	0		60.78524	10.31941	0	0	3.16701	0	0	0	0	
Healthy	0	1.3884	0	0.49486	0		15.93134	20.52769	13.5926	0	0	0	0.3619	0	0	
Healthy	0.11625	0.20335	0.28523	0	0		13.98049	17.58457	3.49624	2.45662	0.11625	1.33638	0.74657	0	0.02029	
Healthy	0.03807	0.12967	0	0	0.02082		79.82242	9.37955	0.38637	0	0.03807	0	0.02452	0.02082	0	
Healthy	0.93434	0.45542	0	0.0053	0.38467		48.27273	20.55581	0.03572	0.55249	0.93434	0	0.11645	0.38467	0.01837	
Healthy	0.01494	0	0	0	0.01957		64.67191	14.16387	0	0.01061	0.01494	0	0.05151	0.01957	0	
Healthy	0.30854	1.00028	0	0	0.11766		54.34622	0.81264	9.1095	7.07393	0.30854	0	0.33887	0.11766	0	
Healthy	0.05722	0	3.25716	0	0.78752		38.06069	23.68743	0	0	0.05722	0.29786	0.6313	0.78752	0	
Healthy	6.39631	0.01139	1.39311	0	0.00447		46.40154	19.90362	0	1.17807	6.39631	0.6609	0	0.00447	0	
Healthy	0.05845	0.09251	0	0	0.00628		78.21942	0.7039	0	0	0.05845	0	0.03772	0.00628	0	
Healthy	0	0	0	0	0		80.66671	12.86276	0	0	0	0	0.50147	0	0	
Healthy	0.66954	0.0041	0	0	0.01546		81.26761	1.58508	0	3.60839	0.66954	0	0.00625	0.01546	0	
Healthy	0.04462	0	0.1586	0	0		19.34565	23.08996	0.42123	0	0.04462	0	0.62564	0	0.01672	
Healthy	0.14096	0.01982	0	0	0		69.81187	1.61093	5.91116	0	0.14096	0	0.03409	0	0	
Healthy	0.11941	0	0	0	0		68.66863	5.1752	6.11356	0	0.11941	0	0.29545	0	0	
Healthy	0	0.18701	0	0	0		0.12418	5.25015	0	0	0	0	0	0	0	
Healthy	0	0.09698	0.02188	0	0.80185		26.27508	1.19561	0.58867	0.47557	0	0	0.71548	0.80185	0	
Healthy	0.61452	0	0	0	0		62.75116	13.85288	6.04242	0	0.61452	0	1.14516	0	0	
Healthy	0.00509	7.55457	0	0.1399	0		50.2751	0	4.68887	0	0.00509	0	1.34069	0	0	
Healthy	2.13392	10.54654	0	0.04349	0.01696		40.28616	8.28516	0.02088	1.16882	2.13392	0	0.02936	0.01696	0.06063	
Healthy	0	0	0	0	0		11.41057	27.62409	0.12008	0	0	0	0	0	0.01617	
Healthy	0	0.63906	0	0	0		41.77133	15.7252	0.03902	0	0	0	0.23724	0	0.32284	
Healthy	1.42709	0.92074	0	0	0		62.88804	20.62588	0	0	1.42709	0	0.18937	0	0.03406	
Healthy	0.03153	0.221	0	0	0.00758		76.47648	1.72788	9.31112	0	0.03153	0	0.09325	0.00758	0	
Healthy	0.2618	0	0	0	0		10.46804	34.41931	6.49956	0.59724	0.2618	1.03233	0	0	0	
Healthy	0.28678	10.2031	0	0	0.70638		13.12476	0.35757	2.67283	43.7613	0.28678	0	0.16405	0.70638	0	
Healthy	7.80803	0	0	0	0		71.75492	5.91871	0.04235	0	7.80803	0	0	0	0	
Healthy	0	0	0	0	0		0	55.5583	0	0	0	0	0	0	0	
Healthy	0.36943	0.04127	0	0	0		74.627	0.45797	1.76006	0.3822	0.36943	0	0.00428	0	0	
Healthy	0	0.10074	0	0	0.00633		91.54241	1.30125	0.03587	0	0	0	0	0.00633	0	
Healthy	0	0.84904	0	0	0.003		13.0814	33.57267	0	0	0	0	0.02649	0.003	0.01	
Healthy	2.95052	0	0	0	1.36614		70.79203	3.76115	0	0	2.95052	0.00796	0.15762	1.36614	0	
Healthy	0.03528	5.38692	0	0.07802	0.98392		30.04129	27.7512	0.00346	0	0.03528	0.72247	0.82942	0.98392	0.24465	
Healthy	3.09817	0.06415	0	0	0		77.96466	3.88804	2.92276	0	3.09817	0	0.04312	0	0.35414	
Healthy	0	0	0	0	0		74.06347	0	0	0	0	0	0	0	0	
Healthy	0.01767	0.04241	0	0	0.07147		69.10866	2.49626	0.39306	0.56457	0.01767	0	0	0.07147	0	
Healthy	0.04098	0.02829	0	0	0.67046		51.42544	6.10625	0	0	0.04098	0.03448	0	0.67046	0	
Healthy	0.36389	0	0	0	0.59214		60.69722	4.05585	0.43235	8.47837	0.36389	0	0	0.59214	0	
Healthy	0	0.91502	0	0	0		67.06407	2.60477	11.10511	0	0	0	0	0	0	
Healthy	0.00636	0.00216	0	0	0		57.83074	21.91439	8.03295	0	0.00636	0	0.21428	0	0.09271	
Healthy	0.16484	0	0	0	0.67643		59.55536	1.81861	0	4.66528	0.16484	0.23364	0	0.67643	0	
Healthy	0	9.59962	0	0.16309	0		8.02558	20.26009	0	0	0	4.61479	4.21269	0	0	
Healthy	5.3442	0.09197	0	0	0.2095		60.82889	21.15606	0.00272	0	5.3442	0	0.01484	0.2095	0	
Healthy	0.13223	1.48694	0	0	0.1116		86.81178	4.06038	0	0	0.13223	0	0.01711	0.1116	0	
Healthy	0.0026	8.54454	0	5.24286	0		63.61255	2.22211	0.02412	0	0.0026	0	0.12519	0	0	
Healthy	2.20383	0.01115	0	0	0.01137		48.55793	12.34772	0.04549	0.18982	2.20383	0.00211	0.17118	0.01137	0.01953	
Healthy	1.53805	28.66625	0	0.00186	0		49.7634	3.31496	1.43461	0	1.53805	0	0.00184	0	0.05371	
Healthy	0	0	0	0	0		7.31907	25.41698	0	14.1787	0	0.16863	0	0	0	
Healthy	0.0246	0	0	0	0		25.56865	32.64568	0	0.88722	0.0246	1.39634	1.40381	0	0	
Healthy	0.0207	0.45335	0	0	0		26.21276	34.00631	0.89479	0	0.0207	0	0.91548	0	1.39548	
Healthy	0.41934	0.31808	0	0	0		50.74802	15.68244	15.2035	2.78702	0.41934	0	0.01402	0	0.01496	
Healthy	5.81992	0	0	0	0.1492		74.85589	3.20744	0	0	5.81992	0	0.06761	0.1492	0	
Healthy	0.11315	5.96187	0	1.87907	0.50015		38.94166	41.85287	0	0.09708	0.11315	0	0.01084	0.50015	0	
Healthy	0.22149	3.76517	0	0.3815	0.73109		41.91831	2.83198	0	0	0.22149	0	0.06892	0.73109	0	
Healthy	0.02705	0	0	0	0		65.7009	11.71708	8.76626	0.63691	0.02705	0	0	0	0	
Healthy	0.00206	13.17469	2.55659	0	0.00589		28.71889	32.09044	0	3.40381	0.00206	0	1.27661	0.00589	1.1828	
Healthy	0	4.67377	0	0	0		30.25685	0.22061	4.92798	0	0	0	0.12883	0	0	
Healthy	0.24664	0.07914	0	0	0.16907		69.86554	4.82885	4.26221	0	0.24664	0	0.02006	0.16907	0	
Healthy	0	0	1.0336	0	0		30.04631	48.7524	0	0.74691	0	0.0917	1.77936	0	0	
Healthy	2.00692	0	0	0	0		26.72493	43.61226	0	1.39047	2.00692	0.4225	1.16405	0	0	
Healthy	0.05222	0	0	0	0.06312		25.40333	35.24118	0	0	0.05222	0	0.15466	0.06312	0.0244	
Healthy	0.03938	0.83626	0.03371	0	0.46041		68.267	0.3306	0.05508	0.0078	0.03938	0	0.38297	0.46041	0	
Healthy	0.62357	0.11192	0	0	0.12417		80.57588	5.93259	0	0	0.62357	0	0.0236	0.12417	0	
Healthy	0	26.99255	0	7.51608	0		4.67693	0.00235	0.4438	0	0	0	0	0	0	
Healthy	0.03262	0	0	0	0.09285		66.88368	9.28142	0.01319	0.62769	0.03262	0	0	0.09285	0	
Healthy	0	0	0	0	0		15.49106	35.58038	3.21651	0	0	0	0	0	0	
Healthy	0	1.15375	0	0	0		65.74523	2.52501	11.65988	0	0	0	0	0	0	
Healthy	0.03187	0	0	0	0		9.41402	21.24383	0	12.906	0.03187	1.69349	1.92613	0	0.07713	
Healthy	0	0	0	0	0		8.01845	42.40187	0	0	0	0	0	0	0	
Healthy	0.02842	0.24872	0	0	0		22.35372	19.50814	0	5.60774	0.02842	0	0.12324	0	0.51059	
Healthy	0.09614	0.42786	0	0	0		88.54341	1.15002	3.62148	0	0.09614	0	0.02447	0	0	
Healthy	2.56783	0.61158	0	0	0.03388		45.04249	14.50134	1.86084	0.4519	2.56783	0.16007	2.12	0.03388	0	
Healthy	0.16644	0.01889	0	0	0		69.97331	1.559	6.08902	0	0.16644	0	0.04162	0	0	
Healthy	0	0	0	0	0		16.00169	9.10908	0	3.80362	0	10.4943	0	0	0	
Healthy	0.42103	1.70243	0	0.00221	0		38.53477	33.95497	0.05235	0	0.42103	0	1.02876	0	5.9266	
Healthy	0	0.03122	0.11516	0	1.62576		76.71103	5.15277	0	0	0	0.11602	0.29822	1.62576	0	
Healthy	0.05057	0.03119	0	0	0		14.89728	32.0243	0.54164	0.01069	0.05057	0	0.02104	0	0.68221	
Healthy	0.04306	0.38936	0.09824	0	0.64934		45.56493	0.63738	3.09071	0.15443	0.04306	0	0.55308	0.64934	0	
Healthy	0.00365	0.28324	0.04368	0	0.71702		51.07376	1.00085	3.06152	0.13985	0.00365	0	0.36671	0.71702	0	
Healthy	0.05758	0	0	0	0.18829		33.27138	20.23608	0.00109	0.0269	0.05758	0.15359	0.32485	0.18829	0	
Healthy	1.84863	0.80866	0	0	0		25.46761	11.51499	0	1.23786	1.84863	0.45781	0	0	0	
Healthy	0	1.94555	0	18.8494	0.08815		50.30233	0	0.32975	0	0	0	0	0.08815	0.0852	
Healthy	1.47353	0	0	0	0.00668		27.08035	22.82702	3.74702	0	1.47353	0	0	0.00668	0.00231	
Healthy	5.88561	0.04569	0	0	0		67.07715	2.44034	0	0	5.88561	0	0	0	0	
Healthy	0	0.14953	0	0	0		64.77856	1.73643	1.80462	0	0	0	0	0	0	
Healthy	0.10274	3.07745	0	0	0.02721		79.59677	12.00207	0	0	0.10274	0	0.02398	0.02721	0	
Healthy	0.36592	0.02636	0	0	0.59774		58.16031	6.17709	0.48802	8.491	0.36592	0	0	0.59774	0	
Healthy	0	0.29525	0.66471	2.54566	0		10.48737	23.03604	4.34749	1.00434	0	2.15523	1.90826	0	0.4346	
Healthy	0.23028	0.03043	0	0	0.05777		77.92428	2.82232	6.18061	0	0.23028	0	0.10208	0.05777	0	
Healthy	1.8944	0	0	0	0		26.59922	44.1738	0	1.38974	1.8944	0.44728	1.16992	0	0	
Healthy	0.37989	2.07969	0	0	0.10091		70.9806	2.48131	0	0	0.37989	0	0	0.10091	0	
Healthy	1.32578	0.3843	0	0	0.0431		50.4362	8.43573	0.94379	0.72584	1.32578	0	0.0067	0.0431	0.04977	
