group	Burkholderiales	Enterobacterales	Acidaminococcales	Pseudomonadales	Desulfovibrionales		Bacteroidales	Lachnospirales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Desulfovibrionales	Peptostreptococcales	
Healthy	0.11657	0.04711	0	0	1.4588		43.67412	0.63867	0	16.4526	0.11657	0	0	1.4588	0	
Healthy	0	0.07209	4.42928	0	0.07814		10.32206	39.67503	0.36192	0	0	0.74182	7.73362	0.07814	2.4799	
Healthy	0.06939	0.16125	0	0	0		50.68948	32.26172	0.0188	0	0.06939	0	0	0	0.0309	
Healthy	0.08411	0.16289	0	0	1.65896		41.09319	0.7702	0	16.6374	0.08411	0	0.00528	1.65896	0	
Healthy	0.78648	0.03111	0	0	0.017		48.09754	6.94567	0	0.72089	0.78648	0	0.01092	0.017	0.00278	
Healthy	5.77917	0	0	0	0		68.38534	5.06293	4.52767	0	5.77917	0	0	0	0	
Healthy	0.27316	0	0	0.03385	0.04506		52.77884	4.06798	15.6198	0	0.27316	0	0	0.04506	0	
Healthy	0	0.14639	1.67791	0	0		14.88895	28.73826	0	0	0	0.86242	0.6235	0	0.13799	
Healthy	0.25334	1.06555	0	0	0.13363		54.5794	0.82049	9.01964	6.91086	0.25334	0	0.34156	0.13363	0	
Healthy	0	0	0	0	0		55.22422	9.18401	0.42754	0	0	0	0	0	0	
Healthy	0.6978	0.86076	0	0	0.18461		42.01354	7.19897	0.33402	3.80873	0.6978	0.70071	1.55148	0.18461	0.09915	
Healthy	7.42489	0.28402	0	0	0.02269		40.23586	17.27238	0	0.00242	7.42489	0	0	0.02269	0	
Healthy	0	0	0.07836	0	1.67721		76.96478	3.77328	0	0	0	0.07716	0.34247	1.67721	0	
Healthy	0	0	0	0	0		22.08317	65.87162	0	0	0	0	0.41372	0	0	
Healthy	0	0	0	0	0		73.68848	2.08998	0.11694	0.7359	0	0	0	0	0	
Healthy	0	0	0	0	0		56.66584	14.16528	1.48551	0	0	0	0	0	0	
Healthy	0.01148	2.60728	0	0	0		29.11949	3.18411	0	0	0.01148	0.00441	0	0	1.06231	
Healthy	0	0	0	0	0.00273		62.26222	18.02049	0.237	0.69286	0	0	0	0.00273	0.22862	
Healthy	0	0	0	0	0		79.9754	0	0	0	0	0	0	0	0	
Healthy	0.9357	0	0	0	0		66.0405	8.27072	10.3765	0.39843	0.9357	0	0.03583	0	0.03446	
Healthy	0.08668	0	0	0	0.38168		83.87272	1.32739	0	0.0783	0.08668	0.64288	0	0.38168	0	
Healthy	0.07739	0.13805	0	0	0.01133		77.80893	0.72485	0	0	0.07739	0	0.01938	0.01133	0	
Healthy	0.03469	20.6834	1.48207	1.02995	0		17.06408	5.06566	0	2.24224	0.03469	0.15967	1.7809	0	0	
Healthy	0.01024	0	0	0	0		8.57035	27.34738	0.03457	7.77762	0.01024	1.26732	0.22328	0	0.22496	
Healthy	0.17644	0	0	0	0.12192		64.20095	13.98577	0	0	0.17644	0	0.05866	0.12192	0	
Healthy	3.11279	0	0	0	0.36368		63.86722	24.0631	0	0	3.11279	0	0.0698	0.36368	0	
Healthy	3.63923	0	0.03543	0	0		48.07006	27.48449	0	0.39701	3.63923	0	0	0	0	
Healthy	5.7539	2.05871	3.22968	0	0		44.64865	19.58138	0.9444	0.0164	5.7539	0	0.0078	0	0	
Healthy	1.97267	0.01432	0.04257	0	0.38003		54.23068	13.37072	0.09438	0.07548	1.97267	0.02199	0	0.38003	0	
Healthy	0	20.16046	0	0.00811	0		79.55581	0.00612	0	0	0	0	0	0	0	
Healthy	0.02796	0.83831	0.0388	0	0.42136		67.65922	0.30294	0.03901	0.00526	0.02796	0	0.3571	0.42136	0	
Healthy	0	0.11862	0.0153	0	0.66975		26.38685	1.15132	0.57009	0.49443	0	0	0.77997	0.66975	0	
Healthy	0.13966	0	0.87273	0	0.32908		66.5976	3.09857	0	10.4311	0.13966	0	0.03556	0.32908	0	
Healthy	0.59767	0.16723	0.00389	0	0.01217		70.25471	6.46265	4.08775	0.38122	0.59767	0	0.38988	0.01217	0.05677	
Healthy	6.35281	0	0	0	0		68.69992	5.28553	4.66449	0	6.35281	0	0	0	0	
Healthy	0.00697	0.38987	0.09795	0	0.68442		45.1154	0.60571	3.08138	0.16296	0.00697	0	0.55076	0.68442	0	
Healthy	0.08782	1.72502	0	0	0.13449		86.28047	3.76021	0	0	0.08782	0	0.04621	0.13449	0	
Healthy	0	0	0.65994	1.68652	0		8.62172	15.30793	5.59668	1.61727	0	0.94651	0.35718	0	0	
Healthy	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	
Healthy	0.02732	1.22222	0	0	0		19.53796	19.45555	2.75872	4.30812	0.02732	0	0.06788	0	0.16076	
Healthy	0.22989	0.02906	4.4505	0	0		19.06408	16.38337	0.0721	14.4121	0.22989	0.75366	1.87833	0	0.00114	
Healthy	0.18563	0	0	0	0.18105		47.47586	6.09833	0	5.88784	0.18563	0	0.02969	0.18105	0	
Healthy	0	0	0	0	0		26.83077	65.6186	1.00888	0	0	0	0	0	0	
Healthy	0.01398	0	0	0	0		38.80998	6.93683	0	0.11184	0.01398	0	0.77904	0	0	
Healthy	0.00676	0.64108	0	0.04728	0.1571		54.92835	14.04673	0	2.78327	0.00676	0	0.09846	0.1571	0	
Healthy	0	2.20922	0	8.72496	0.00223		0.80423	36.59994	0	0.53897	0	0	0.00238	0.00223	0.0211	
Healthy	1.17066	0	0	0	0.44208		64.91261	18.6768	0	0	1.17066	0	0.06491	0.44208	0	
Healthy	0	0	7.31724	0	0		11.14039	53.52788	0	0	0	0	0	0	0	
Healthy	0.06232	0.13314	0.12693	0	0		17.47557	38.05593	2.36018	0	0.06232	0.17103	0.05921	0	0	
Healthy	0	0.06397	0.10679	0	1.67863		78.36066	4.35656	0	0	0	0.11507	0.29408	1.67863	0	
Healthy	0	34.1359	0	0.91869	0.01384		42.65315	6.36115	0.14194	0	0	0	0.22678	0.01384	0	
Healthy	0.07412	0.05925	0	0	1.05661		49.43404	0.5829	0	13.7401	0.07412	0.00328	0	1.05661	0	
Healthy	0.1421	0.06349	0	0	0		69.9158	1.55749	5.97819	0	0.1421	0	0.04636	0	0	
Healthy	0.05722	0.03009	0	0	0		56.77236	21.9319	7.49191	0	0.05722	0	0.33608	0	0.13564	
Healthy	0.34289	0	0	0	0		39.9845	17.3182	0	0	0.34289	0	0	0	0	
Healthy	0.60592	0.01798	0	0	0.31247		52.21683	7.84216	0	5.49285	0.60592	0	0	0.31247	0	
Healthy	0.18685	19.55129	0	0	0		1.32898	13.35352	2.76062	0	0.18685	0	0	0	0.04182	
Healthy	0.02515	0.0414	0	0	0.04428		67.89234	2.45133	0.42747	0.5437	0.02515	0	0	0.04428	0	
Healthy	0.34009	0.15643	0	0.2588	0.05116		81.0339	3.27517	0	0	0.34009	0	0.04216	0.05116	0	
Healthy	0.24028	0	0	0	0.01639		33.62841	17.21332	0	0.07917	0.24028	0	0.05069	0.01639	0	
Healthy	0.22596	0.32147	0	0	0.10246		70.13488	5.41167	2.88085	0.1407	0.22596	0.05175	0	0.10246	0	
Healthy	0.06749	8.35865	0	0	0		5.73114	23.71519	3.86181	0	0.06749	0	0.35808	0	0	
Healthy	0	0.1197	0	0	0.00588		32.57043	32.75538	0.05344	0.23083	0	0.01332	1.58635	0.00588	0.2005	
Healthy	0	3.3964	7.08862	0	0.03857		40.16562	7.58386	0	0	0	0.1007	11.41108	0.03857	0.05413	
Healthy	3.75963	0	0	0	0		18.38522	1.78257	0	15.0718	3.75963	0	0	0	0	
Healthy	0.25836	0	0	0	0.38783		61.20648	4.24627	0.42182	8.3248	0.25836	0	0	0.38783	0	
Healthy	0.03423	0.14355	0	0	0.09241		67.11219	8.3997	0.00317	0.57677	0.03423	0.01265	0	0.09241	0	
Healthy	0	0	4.61632	0	0		2.11984	24.15697	0	0	0	23.1476	3.08538	0	1.77812	
Healthy	0	0	0	0	0		0	9.24888	0	0	0	0	0	0	0	
Healthy	0	2.00589	0	0	0		36.96423	20.47784	1.29591	0	0	2.2348	0	0	0.01458	
Healthy	0.00596	0.4999	0	0	0.03855		74.49401	1.93607	2.74768	0	0.00596	0	0	0.03855	0	
Healthy	0.20211	0.08539	0	0	0.11194		68.79607	6.97075	4.31984	0	0.20211	0	0.02466	0.11194	0	
Healthy	0.08866	0.89547	0	0	0.02823		48.33093	12.21441	0	0.02151	0.08866	0	0.03925	0.02823	0.09574	
Healthy	1.41351	0	0	0	0		22.27122	43.10597	0	1.21156	1.41351	0.50796	1.17852	0	0	
Healthy	0	0.73158	0	0	0		44.35791	7.8168	0	0.76349	0	0.95478	2.08054	0	0	
Healthy	0	0	8.10433	0	0		3.52148	24.86266	0	0	0	6.37433	6.6301	0	0.32805	
Healthy	5.94909	0.07096	0	0	0		68.50859	2.56396	0	0	5.94909	0	0	0	0	
Healthy	0.53767	0.12185	0	0	0		92.94733	1.68687	0	1.8081	0.53767	0	0	0	0	
Healthy	0.05841	0	3.58224	0	0		30.977	41.42896	0	0	0.05841	0.17672	0	0	0	
Healthy	0.51228	0.05039	0	0	0.54332		48.79426	6.07761	0.0912	9.34841	0.51228	0	0	0.54332	0	
Healthy	0.60642	0	0	0	0		68.58792	20.82779	0	0	0.60642	0	0	0	0	
Healthy	0.59765	0	0	0	0.00456		72.78589	0.10168	0	0.23017	0.59765	0	0	0.00456	0	
Healthy	0	0	0	0	1.55265		51.42918	22.8001	0	0.16811	0	0	0	1.55265	0	
Healthy	0.18294	1.51275	0	0	0		4.21911	24.82273	0.79374	4.14396	0.18294	17.9335	2.33088	0	3.00563	
Healthy	0.03331	0	0.5885	0	0		11.39171	71.25252	0	0	0.03331	0.35644	2.3575	0	0	
Healthy	0.73212	0.09599	0	0	0.713		47.65328	6.09685	0.10626	9.43514	0.73212	0	0	0.713	0	
Healthy	0.217	0.11053	0	0	0		26.98611	5.31511	8.06935	0.01171	0.217	0	0.20551	0	0.0222	
Healthy	0.90545	0.18506	0.27574	0	0.03807		62.92296	14.45154	10.2359	0.91657	0.90545	0	0	0.03807	0	
Healthy	1.51926	0	0	0	0.03219		80.807	6.38911	1.78082	0	1.51926	0	0.07097	0.03219	0.01374	
Healthy	0.02403	2.89015	0	2.84982	0.03549		33.08793	23.75074	0.1913	1.74463	0.02403	1.55278	0.02103	0.03549	0.44235	
Healthy	1.98335	1.65118	0	0	0.14487		48.86634	8.31313	0.06494	0	1.98335	0.06782	0.07097	0.14487	0	
Healthy	0	0.38324	0	0.10444	0		0.64899	0.12272	0.08465	0	0	0	0.00052	0	0	
Healthy	0.35157	0	0	0	0		16.5615	33.07008	0	1.24718	0.35157	0	0	0	0	
Healthy	5.94819	0	0	0	0		68.09593	5.04008	4.77503	0	5.94819	0	0	0	0	
Healthy	0.20509	0.65903	0	0	0		84.30349	1.32419	0.13559	0	0.20509	0	0	0	0	
Healthy	0.13331	1.30524	0	0	0		18.18298	43.20758	0	0	0.13331	0	0.71517	0	0	
Healthy	0	0.45025	0	0	0		37.14505	34.29336	0.97369	0	0	0	0.41766	0	0.15181	
Healthy	0.04844	0.68164	0	1.10921	0.06883		18.48963	17.62458	11.1482	0	0.04844	0	0.97193	0.06883	0.05489	
Healthy	0	0	0	0	0		35.95693	50.79081	0	0	0	0	0	0	0.65728	
Healthy	0	0	1.51484	0.49865	0		21.43335	28.77963	0	0	0	0.28825	1.42706	0	0	
Healthy	0.8158	0.09948	0	0	0.62483		48.30657	6.17926	0.10893	9.37921	0.8158	0	0	0.62483	0	
Healthy	0.05912	0.07963	0	0	0.04876		55.40926	18.01797	0.13555	3.3745	0.05912	0	1.09432	0.04876	0.01315	
Healthy	0.65246	0.01521	0	0	0.02446		80.55722	1.82683	0	3.78994	0.65246	0	0.00309	0.02446	0	
Healthy	0.01829	0.15389	0	0	0.07854		67.14958	9.6317	0	0.55913	0.01829	0.01011	0	0.07854	0	
Healthy	0.82778	0	3.68487	0	0.01429		70.64789	11.55756	0	0.02726	0.82778	0	1.26597	0.01429	0.05486	
Healthy	0	0.13819	0	0.02244	0		70.63958	5.79267	0	0	0	0	1.24815	0	0.03542	
Healthy	0.08213	0.2193	0	0	0		45.16881	17.0652	0.64899	0	0.08213	0	0.43517	0	0.05531	
Healthy	0	0.14564	0	0	0		54.71456	20.38577	0.00826	0	0	0	0.83979	0	0.05497	
Healthy	0.0013	21.75988	0	3.76221	0		0.08626	0.02567	9.96223	0	0.0013	0	0	0	3.46418	
Healthy	0	0	0	0	0		54.28347	0	0	0	0	0	0	0	0	
Healthy	0	0	0	0	0		9.76001	44.24007	1.76947	0	0	0	0	0	0	
Healthy	0.05476	0.03632	0	0	0		14.72022	32.09735	0.52356	0.00884	0.05476	0	0.01939	0	0.69314	
Healthy	2.38675	0	0	0	0.07263		58.86491	10.15593	0	6.60676	2.38675	0	0	0.07263	0.02819	
Healthy	0.01433	0.18599	0	0	0.00738		31.51029	18.01655	0.03522	13.1712	0.01433	0	0.15548	0.00738	0	
Healthy	1.12401	0.37043	0	0	0.0023		25.05531	39.73946	0.092	0.50396	1.12401	0	0.01467	0.0023	0.10772	
Healthy	0.07557	0.17056	0	0	0.04138		60.9717	6.71752	0	1.42643	0.07557	1.3897	0.92989	0.04138	0.09399	
Healthy	0.10547	0	0	0	0		79.90253	0.78494	2.88884	0	0.10547	0	0	0	0	
Healthy	0.39744	0.09058	0	0.00568	0		23.71041	36.77322	0.03941	0	0.39744	0	0.04289	0	0	
Healthy	0.00765	5.06457	1.01667	0	0.53345		29.33922	4.55214	0	19.6278	0.00765	0.60704	0.03421	0.53345	0	
Healthy	0.16598	0.2024	0	0	0.35323		60.37382	4.731	7.68997	0.78996	0.16598	0.95499	0	0.35323	0	
Healthy	0	0.51966	21.9733	0	0		10.08932	2.89423	0	0	0	1.61728	0.39765	0	0	
Healthy	0.00803	0	0	0	0.09544		58.18826	3.91477	0	0	0.00803	0.04179	0.00738	0.09544	0	
Healthy	0	0	1.82274	0	0		36.6444	42.44446	0	0	0	0	1.90263	0	0	
Healthy	5.33586	0.02214	0	0	0.15329		52.35302	12.72961	0	0	5.33586	0	0	0.15329	0.05282	
Healthy	0.04009	0.00754	0	0	0		64.39274	22.80021	0	0	0.04009	0	0	0	0	
Healthy	0.03171	0.29681	0	0	0.00787		76.77429	1.67378	9.20021	0	0.03171	0	0.09813	0.00787	0	
Healthy	0	0.0306	0.10397	0	1.51966		76.86002	4.14772	0	0	0	0.07465	0.24954	1.51966	0	
Healthy	0	0	0	0	0		80.1604	12.86897	0	0	0	0	0.47839	0	0	
Healthy	0	0	0.34905	0	0		9.72508	24.06938	12.7834	0.77617	0	0	0	0	0	
Healthy	0	0.11684	0.00178	0	0.69413		26.20164	1.2228	0.61383	0.43436	0	0	0.80095	0.69413	0	
Healthy	0.00256	0.01657	0	0	0		52.14534	18.06686	6.79051	0	0.00256	0.02102	0.01122	0	0.03771	
Healthy	0.13784	0	0	0	0		69.32252	5.09448	6.13294	0	0.13784	0	0.33087	0	0	
Healthy	0.10726	0.17989	0	0	0.14138		58.10073	6.29537	0	0	0.10726	0.22386	0.02597	0.14138	0	
Healthy	2.86695	1.258	0	0	0		28.5342	10.26218	0.20155	0	2.86695	0	0	0	0	
Healthy	0.35154	0.05688	0	0	0.29632		52.63809	8.17808	0	5.42101	0.35154	0	0	0.29632	0	
Healthy	0.17884	0.4431	0	0	0.16059		34.95935	22.83118	5.92661	1.72479	0.17884	5.60501	0.25976	0.16059	0.4202	
Healthy	0.26669	3.72281	0	0	0.22267		62.19537	12.32564	0	0	0.26669	0	0	0.22267	0	
Healthy	0.78993	0.44155	0.87151	0	0.07481		26.9707	23.36911	2.24423	0.42264	0.78993	0.15387	2.24283	0.07481	0.02593	
Healthy	5.01764	0.09241	0	0	0		46.29619	6.20795	1.55368	0	5.01764	0	0	0	0	
Healthy	0	0	0	0	0		14.13104	1.94081	5.45916	0	0	0	0	0	0	
Healthy	0	0	0	0	0		0	14.75308	6.75861	0	0	3.23033	0	0	0	
Healthy	0.00188	0.09592	0	0	0.03248		61.48901	9.82182	5.29788	0.01619	0.00188	0	0.79164	0.03248	0.02953	
Healthy	0.40893	0.19311	3.47911	0	0.0212		62.73642	12.60878	0	0	0.40893	0.0878	4.23237	0.0212	0.02291	
Healthy	0.05352	1.12407	0	0	0.00237		15.15697	36.67158	0.04927	0.02781	0.05352	0	1.18883	0.00237	0.02893	
Healthy	0	0.1954	0	0	0.04873		44.6047	22.74829	0.02918	0	0	0	0.00276	0.04873	0.38988	
Healthy	0.06174	0.3364	0	0	0		25.1176	34.84461	6.37583	0	0.06174	0	1.75278	0	1.1973	
Healthy	0.6167	0	0	0	0.04057		69.67941	5.57951	0	0	0.6167	0	0.24652	0.04057	0	
Healthy	0.86723	0	0	0	0.24328		33.8182	17.44517	0	1.02691	0.86723	1.87428	1.06904	0.24328	0	
Healthy	0	0.22134	3.30314	0	0		81.21441	9.53853	0.0595	0	0	0	0.48114	0	0	
Healthy	0.07248	0.33215	0	0	0.0293		48.77218	20.50444	0.17956	3.81688	0.07248	5.5018	1.52775	0.0293	0.44489	
Healthy	5.85919	2.16888	3.38076	0	0		45.66618	19.63997	1.00162	0.02361	5.85919	0	0	0	0	
Healthy	0	0.1547	0.15811	0	0.06586		35.33488	17.18089	0.05327	0.76304	0	3.25825	0.10051	0.06586	0	
Healthy	0	0	4.03805	0	0.00435		1.40245	20.95779	0.01531	0	0	23.2123	1.54043	0.00435	0	
Healthy	0.06639	1.20415	0.40456	0	0		14.25357	9.06044	0.67405	10.8549	0.06639	0	0.1832	0	0.0218	
Healthy	0.62165	0	0	0	0.03246		80.93019	1.80531	0	3.50999	0.62165	0	0.00464	0.03246	0	
Healthy	0.04768	6.26117	0	0	0		55.40129	15.48653	0.18608	0	0.04768	0	0.08529	0	0.78828	
Healthy	0	0.08528	0	0.481	0.04218		59.93208	16.11202	0	0	0	0	0	0.04218	0	
Healthy	0.00815	0	0	0	0		15.04625	28.63707	0	0	0.00815	9.90092	0.09396	0	0	
Healthy	0.00319	0.01762	0	0	0.03744		69.30433	2.29021	0.33659	0.5671	0.00319	0	0	0.03744	0	
Healthy	0.00148	0.04563	0	0	0		52.23975	22.39083	4.70232	0	0.00148	0.07596	3.64677	0	0.41483	
Healthy	0	0	0	0	0		10.96182	45.55175	33.3458	3.67965	0	0	0	0	0	
Healthy	0.02092	0.18445	0	0.00321	0.01602		71.17487	6.97045	0.07473	0.12571	0.02092	0	0.04323	0.01602	0.03891	
Healthy	0	0.00139	0	25.9182	0		0.00043	0.00652	0.09928	0	0	0	0	0	2.32124	
Healthy	0	0	0.31573	0	0.04003		61.74895	26.15425	0.24793	0.08502	0	0.04649	0.49223	0.04003	0	
Healthy	0.0663	0	0	0	0		87.02538	2.03508	0.88788	0	0.0663	0	0	0	0	
Healthy	0.00395	0.4149	0	0	0.08237		40.00243	21.71029	7.97666	4.00273	0.00395	0.10475	0	0.08237	0.05366	
Healthy	3.22159	0.04719	0	0	1.39254		69.9345	3.69108	0	0	3.22159	0.03287	0.15468	1.39254	0	
Healthy	0.00149	0.20521	0	0	0.00109		58.49001	21.72657	0.65327	0.07021	0.00149	0	0.03839	0.00109	0.0746	
Healthy	0	3.31039	0	0	0		1.69901	41.48752	0	0	0	4.2977	0.27113	0	0	
Healthy	0	13.2784	0	1.0204	0		7.07781	3.5514	1.16941	0	0	0	0.25955	0	0.00107	
Healthy	0.23838	31.27944	0	0.00233	0		13.19119	1.60558	0.59542	0	0.23838	0	0.26969	0	0.01723	
Healthy	0.09712	0	0	0	0		18.15599	6.44607	0	6.12412	0.09712	13.9454	4.1505	0	0.0398	
Healthy	0	1.46156	0	0.04	0		21.09078	0	0.1108	0	0	0	0	0	0	
Healthy	0.10605	0.50987	0	0	0.005		89.23862	1.11853	3.38024	0	0.10605	0	0.02238	0.005	0	
Healthy	0.02116	0	0	0	0		31.09353	16.43337	3.74943	0	0.02116	0.00137	0.80942	0	0	
Healthy	0.06265	0	0	0	0.00559		34.03256	44.99545	0	0.02874	0.06265	0	0.15933	0.00559	0	
Healthy	0.05143	0	0.07656	0	0.13861		41.88531	7.33048	5.50762	22.7766	0.05143	0.04071	0.04975	0.13861	0	
Healthy	0.50874	0	0	0	0.12448		43.90234	15.11769	11.6699	0.16635	0.50874	0	0	0.12448	0	
Healthy	0.0514	0.60739	0.05476	0	0.6342		45.9117	0.61769	3.08845	0.16423	0.0514	0	0.51682	0.6342	0	
Healthy	0.04211	0.14623	0	0	0.00518		31.85082	18.61813	0.08348	0.52681	0.04211	0	0.00647	0.00518	0.45923	
Healthy	2.08788	0.37948	0	0	0.05311		44.18122	21.0963	0	0.30671	2.08788	0	0	0.05311	0	
Healthy	0	0.47996	0	0	0.14253		57.07879	4.43741	1.08517	0	0	0	0.16744	0.14253	0	
Healthy	3.9968	0.00187	0	0	0.11505		60.22977	11.48591	1.78806	0.12189	3.9968	0	0.06249	0.11505	0	
Healthy	0	0	0	0	0		0.02398	0.00203	0	0	0	0	0	0	0	
Healthy	3.33516	0	0	0	1.37696		69.96888	3.64425	0	0	3.33516	0.02599	0.16012	1.37696	0	
Healthy	0.00249	0.16564	1.37859	0.14744	0		19.97276	39.40276	0.01139	0.00197	0.00249	1.17411	1.93039	0	0.14669	
Healthy	0	0.3293	3.0235	0	0		44.66737	7.46247	1.40664	1.76195	0	0	0	0	0	
Healthy	1.72608	0.21199	0	0	0		0.98503	0.04974	2.63906	71.3874	1.72608	0	0	0	0	
Healthy	0	0.01502	0	0.1245	0.04529		78.84515	1.97268	0	0	0	0	0	0.04529	0	
Healthy	0.27294	0	0	0	0		78.88875	1.06697	3.1302	0	0.27294	0	0	0	0	
Healthy	3.17425	0	0	0	1.37421		70.99113	3.77322	0	0	3.17425	0.00549	0.16934	1.37421	0	
Healthy	0.00139	0.08678	0	0.01653	0		85.13439	10.97114	0.14528	0	0.00139	0	0.00715	0	0	
Healthy	0.74375	0.58696	3.0651	0	0		32.53546	23.92358	0.1847	0	0.74375	0	6.73006	0	0.093	
Healthy	1.2262	2.5774	0	0	0.01917		65.52501	13.63746	4.77156	0	1.2262	0	0	0.01917	0	
Healthy	0.15351	0	0	0	0		6.72201	3.57708	2.19395	5.72931	0.15351	0	0	0	0	
Healthy	0.20969	0.65567	0	0	0		82.77682	1.51089	0.14577	0	0.20969	0	0.0048	0	0	
Healthy	0.966	0	2.02303	0	0.07116		34.20589	21.49947	0	3.0857	0.966	0	1.90472	0.07116	0.0003	
Healthy	0.2026	0.64983	0	0	0		48.8312	30.06569	0	0	0.2026	0	0.24078	0	0	
Healthy	0	0.19164	0	0.76901	0		17.981	17.43958	13.8864	0	0	0	0.34886	0	0	
Healthy	0	0	0	0	0		0	91.8533	0	0	0	0	0	0	0	
Healthy	4.28173	0	0	0	0		80.79805	1.60233	0.01108	0	4.28173	0	0	0	0	
Healthy	0.08663	0	1.47182	0	0.12627		13.88629	13.58218	26.32203	0	0.08663	0	0.05364	0.12627	0.13814	
Healthy	0.02131	0.04543	0	0.04662	0.0558		70.32917	2.22634	0.37289	0.52822	0.02131	0	0	0.0558	0	
Healthy	2.11858	7.80416	0	0	0		5.27426	0	0.74905	0	2.11858	0	0	0	0	
Healthy	0.02559	0.13705	0	0	0.0852		66.74774	9.33014	0	0.57433	0.02559	0	0	0.0852	0	
Healthy	0	3.8309	3.42044	0	0		20.72115	7.42724	2.39409	0	0	0	4.17113	0	0	
Healthy	0.33648	2.31736	0	0	0.05012		71.95646	2.46527	0	0	0.33648	0	0	0.05012	0	
Healthy	0	68.4318	0	16.1313	0		3.44375	0.00403	0.00334	0	0	0	0	0	0	
Healthy	0.3352	0.29765	0	0.02427	0.01371		46.24275	7.94877	0.01859	0.03598	0.3352	0	0.23627	0.01371	0.13193	
Healthy	0.46773	0.08711	0	0	0.27229		53.49314	12.98185	0	0.97957	0.46773	0	0.08488	0.27229	0	
Healthy	0.10956	1.8811	0	0	0.09083		86.56075	3.61913	0	0	0.10956	0	0.03454	0.09083	0	
Healthy	1.34498	2.63707	0	0	0.0077		66.05194	13.2634	4.82266	0	1.34498	0	0	0.0077	0	
Healthy	2.49682	1.01719	0.8408	0	0.02636		53.36043	12.11788	0.56034	14.0475	2.49682	0.7039	0	0.02636	0	
Healthy	0.2307	0.16837	0.66077	0	0.04644		17.23018	16.92836	3.21089	3.3765	0.2307	1.12322	0.6541	0.04644	0.08095	
Healthy	6.7556	0.38544	0	0	0.02754		54.258	6.12963	0	1.18706	6.7556	0	0	0.02754	0	
Healthy	0.11116	0	0	0	0.02239		45.94503	42.2488	0	0.47066	0.11116	0	0.29018	0.02239	0	
Healthy	0.25885	0.37765	0	0	0.02395		66.47609	6.42588	8.19234	0	0.25885	0	0.12519	0.02395	0	
Healthy	0	0.48435	0	0	0.01986		70.42368	16.59155	0.24402	0	0	0	0.7594	0.01986	0.06926	
Healthy	0	5.96798	30.9145	0	0		10.05104	8.28107	0	0	0	1.17601	2.96844	0	0	
Healthy	0.21604	0.03274	0	0	0.1941		68.90809	4.84184	4.17101	0.00134	0.21604	0	0.00494	0.1941	0	
Healthy	0.36818	1.0772	2.90329	0.11821	0.21533		13.65642	17.07274	0.02147	0.26842	0.36818	0.47405	0.04006	0.21533	0.09393	
Healthy	0	0	2.25693	0	0.07915		46.23034	9.04524	0	1.44349	0	0	0	0.07915	0	
Healthy	0.0513	8.16134	0	0	0		25.84104	13.98694	1.76353	0.92004	0.0513	0	0.53373	0	0.09824	
D001528	10.65754	0.1031	0	0.03675	0.08171		72.28739	1.01124	0.00029	0.01934	10.65754	0	0.00334	0.08171	0	
Healthy	10.88527	0.123	0.92544	0	0.28378		31.55951	9.58241	0	8.79212	10.88527	1.4988	0	0.28378	0	
Healthy	0	0.11866	0	4.50772	0.19335		23.31875	0.0274	0.99936	0	0	0	0	0.19335	0.0046	
Healthy	0.07533	1.59267	0	0	0.10931		86.2202	3.30101	0	0	0.07533	0	0.07695	0.10931	0	
Healthy	0	1.05383	0	0	0		67.27463	2.28023	10.84798	0	0	0	0	0	0	
Healthy	0.05299	0	0	0	0		27.90948	16.99751	4.65646	0	0.05299	0	0	0	0	
Healthy	0	12.2714	0	0	0.01852		9.46394	18.21155	0.02915	0	0	3.54756	3.46982	0.01852	0	
Healthy	0	0.04028	0	0.13777	0.04748		78.05327	4.27156	0	0	0	0	0	0.04748	0	
Healthy	0.20286	0.13135	0	0	0		2.87834	5.07049	1.99799	1.48707	0.20286	0	1.27752	0	0.11519	
Healthy	0.11886	0.90234	0	0.09987	0		69.21504	14.31608	0.06795	0.50904	0.11886	0	0.07157	0	0.06602	
Healthy	0.19324	0	0	0	0		13.70827	10.85426	0	0	0.19324	0	0	0	0	
Healthy	0.06334	0	0	0	0		73.12243	10.50866	6.98796	0	0.06334	0	0.87324	0	0	
Healthy	0	0	0	0	0		85.37583	14.62415	0	0	0	0	0	0	0	
Healthy	0	0.22094	0	0	0		45.45948	3.05611	7.36852	1.25518	0	0	0	0	0.00435	
Healthy	0	4.26379	0	0	0		91.68174	0.6148	0	0.56621	0	0	0	0	0	
Healthy	0	0.01829	0	0	0		84.63343	3.27182	1.19992	0	0	0	0.19433	0	0	
Healthy	0	0	0	0	0		12.57045	33.2969	4.22462	1.62563	0	0	1.01374	0	0	
Healthy	0.57478	0	0	0	0		75.06792	1.2544	4.85572	0	0.57478	0	0	0	0	
Healthy	0.0407	0.05201	0	0.00691	0.0251		63.95996	9.70855	0.00232	0.04037	0.0407	0	0.01492	0.0251	0.00207	
Healthy	0.03821	0.22091	0	0	0.05541		18.19772	32.03325	0	0.51118	0.03821	2.2661	2.47088	0.05541	0.00811	
Healthy	0	0	0	0	0		29.35006	32.70998	6.85703	0	0	0	0	0	0	
