group	Lachnospiraceae	Ruminococcaceae	Streptococcaceae	Veillonellaceae	Lactobacillaceae	Pasteurellaceae	Oscillospiraceae	Eggerthellaceae	Erysipelatoclostridiaceae	Peptostreptococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	18.69292	20.0148	0	0	0	0	0.0497	0	0	0	18.69292	1.02259	1.99516	0	1.29478	0	0	0	0	0
Healthy	25.76269	2.03844	0	0	0	0.06156	0	0	0	0	25.76269	2.47876	0	0	0.66477	0.04176	0	0	0	0
Healthy	23.8506	3.68587	0	0	0	0	0.27335	0	0	0	23.8506	23.90206	0.24051	0	1.03946	3.24285	0	0.07396	0	0.07514
Healthy	3.76851	3.16958	0.33553	0.0004	0.02396	0.00026	0.00593	0.58664	0	0.05619	3.76851	7.76769	1.68927	53.8784	0.1983	0.10032	0.33553	0.66088	0.02396	0
Healthy	0.59849	2.58936	0.07414	0	0	0	1.15283	0.01312	0	0	0.59849	21.41521	2.19522	0.35908	2.05835	0.00147	0.07414	0.50779	0	0.12012
Healthy	21.63326	7.57455	0.22602	0	0	0	0.04475	0	0	0	21.63326	6.23378	8.34652	0.09463	2.31118	0.29749	0.22602	6.35383	0	0.03315
Healthy	5.99459	4.38439	0.20946	0.00214	0	0	0.17306	0.46724	0	0	5.99459	15.80056	1.35644	0.20719	0	0.00942	0.20946	0	0	0
Healthy	35.27572	13.28273	1.15781	0	0.34492	0.07296	0.00666	0.01891	0	0.43207	35.27572	0.63386	10.7713	0.15205	2.2342	0.04261	1.15781	1.23973	0.34492	0
Healthy	3.02548	3.16308	0.05961	0	0	0	1.43328	0	0	0	3.02548	10.08228	0	0	0.79106	0.11472	0.05961	0.01862	0	0.01042
Healthy	17.36167	12.59798	0	0	0	0	0	0.28213	0	0	17.36167	10.28845	4.46861	1.22718	0	3.24183	0	0	0	0
Healthy	14.08585	0	0	0	0	0	0	0	0	0	14.08585	0	39.2133	0	0	0	0	0	0	0
Healthy	4.19912	3.52243	0.2114	0	0	0	0.67787	0	0	0	4.19912	8.69001	0.97669	5.89501	0.58358	0.00684	0.2114	0.01704	0	0.0192
Healthy	3.61181	3.88927	0.55926	0.01217	0.14492	0.10153	0.05413	0.04721	0.07044	0.22954	3.61181	0	0	0.20119	0	0.02059	0.55926	0.03593	0.14492	0
Healthy	29.0597	5.32896	0.08882	0.61963	0	1.19787	0	0.00423	0	0.79045	29.0597	1.24754	6.8285	0	0	0.02359	0.08882	0.82986	0	0
Healthy	0.84423	3.77673	0	0	0	0	2.33144	0.02938	0	0	0.84423	2.52008	0.57827	1.17011	0	0.2119	0	0.33346	0	0
Healthy	3.88048	2.18908	0	0	0	0	0.11874	0	0.12613	0	3.88048	9.871	0	0	3.18241	0	0	0.21605	0	0
Healthy	6.38429	10.31109	0	0	0	0	0.43282	0	0	0	6.38429	6.67197	0.70178	0.1265	0	0.15522	0	0.02221	0	0
Healthy	1.56003	9.70583	0	7.76194	0	0	0.23119	0	0	0	1.56003	0	0	1.7822	0	2.75865	0	0	0	0
Healthy	15.82661	5.48794	0.21434	0.01185	0	0.6953	0.0067	0	0	0.19302	15.82661	1.48405	0	0.17365	0	3.01606	0.21434	0.03138	0	0
Healthy	1.76519	2.66768	0	0	0	0	0.04592	0.03785	0	0	1.76519	20.4876	2.02741	0	4.01105	0.21717	0	0	0	0.0126
Healthy	2.23541	0.08404	0	0.76665	0	0	0.01846	0	0	0	2.23541	0	0	1.02886	0	0	0	0	0	0
Healthy	2.04543	1.98427	0.2495	0	0	0	0.05557	0.01791	0	0	2.04543	10.43187	41.12559	0.01128	8.50667	0	0.2495	2.94967	0	0
Healthy	37.52738	0	0	0	0	0	0	0	0	0	37.52738	0	12.4159	0	5.55733	0	0	0	0	0
Healthy	57.88997	2.95484	0	0	0	0	0	0	0	0	57.88997	0	0.3439	0.19509	0	0	0	0	0	0
Healthy	5.24482	1.82711	0	0	0	0	0.03387	0	0.00389	0	5.24482	11.33223	0.51265	0	0	0.16719	0	0.28341	0	0
Healthy	5.52855	3.46825	0	0	0	0	0.02892	0	0	0	5.52855	15.74837	0.99557	0.16391	3.08742	0.18754	0	0	0	0.02622
Healthy	19.0276	3.65331	0.30078	0	0.99866	0.85033	0	0.13825	0	0	19.0276	2.30331	0	0.02563	2.03619	0.27133	0.30078	0.24548	0.99866	0.05255
Healthy	27.92843	3.87314	0.00665	0	0	0	0.01617	0.14115	0	0	27.92843	3.20448	6.55441	0.03421	2.03141	0.00597	0.00665	0.52074	0	0
Healthy	5.61106	0	0.17009	3.01358	3.65798	0.16746	0	0.07647	0.11794	0	5.61106	0.05658	0	0.79232	0	1.63824	0.17009	0	3.65798	0.03547
Healthy	21.41349	8.29225	0.02357	0.10127	0	1.60579	0	0	0	0.7595	21.41349	2.87288	2.38973	0	0	0.10816	0.02357	1.14094	0	0
Healthy	13.69936	5.47117	0.08548	0.0031	0	0.74413	0	0	0	0.43112	13.69936	3.03119	8.38498	0	0	0.00313	0.08548	0.43439	0	0
Healthy	21.354	35.9804	1.06913	0.02915	0.03022	0.11521	0	0	0.08941	0.03539	21.354	0	1.08689	0	0	0	1.06913	0.35266	0.03022	0
Healthy	10.60353	5.13628	0.19457	0	0	0	0	0	0	0	10.60353	1.10491	0	0	2.07384	2.71815	0.19457	0	0	0.04119
Healthy	27.13139	0.96318	5.40987	0.01648	0.1867	0.0109	0.04391	0.62054	4.49793	0.02	27.13139	0	0	0.43265	0	0	5.40987	0.76613	0.1867	0
Healthy	37.17149	4.5838	0.02049	0.00407	0	0.00726	0.11392	0.00492	3.2541	0	37.17149	1.83817	0.10443	0	0.3769	0.01778	0.02049	1.19482	0	0
Healthy	8.61309	5.51957	0.0203	0	0	0	0.11701	0.0309	0	0	8.61309	14.75889	0.66823	0.02829	0	0.01743	0.0203	0	0	0
Healthy	5.12896	5.04126	0.55025	0	0	0	0.08172	0	0	0	5.12896	2.10508	0	0	3.70562	5.55039	0.55025	0	0	0
Healthy	40.57147	6.94176	0.09711	0	0	0	0	0	0	0.86944	40.57147	1.97418	1.09383	0	1.14617	0.11398	0.09711	0	0	0
Healthy	19.40932	3.81706	0	0	0	0	0.33299	0.04813	0	0	19.40932	32.14162	0.37075	0	2.74614	1.16127	0	0.04531	0	0.13089
Healthy	14.8292	25.48304	0.15448	0.00276	0	0.24055	0.00279	0	1.05083	0.94578	14.8292	1.50107	0.47003	0.49576	0.16497	0.06852	0.15448	0.25757	0	0.06534
Healthy	15.1448	18.75976	0.07613	0	0	0	0	0	3.19205	0.14488	15.1448	0.2132	0.1499	0	3.80867	0	0.07613	1.01346	0	0.24376
Healthy	1.27504	0.79332	0.01682	0	0	0	1.40759	0	0	0	1.27504	16.63432	0.20847	0	3.70549	0.11752	0.01682	0	0	0
Healthy	6.25596	10.15095	0	0	0	0	0.46105	0	0	0	6.25596	6.58386	0.68219	0.0718	0	0.11832	0	0.02724	0	0
D015212	20.57166	13.97856	0.77077	0.13929	0.58048	0.69484	0.11619	0.025	0.68767	0.2364	20.57166	7.68192	3.51926	0.12258	4.57888	3.82168	0.77077	1.67116	0.58048	0.02255
Healthy	20.18891	11.5618	5.41634	0	0.30134	0	0.61702	0	0	0	20.18891	3.15652	0	0	0.17796	0	5.41634	0.02242	0.30134	0
Healthy	25.02272	9.00183	0.2068	0.21783	0	0	0	0.15413	0	0	25.02272	7.21981	10.7151	0	1.34962	0.04767	0.2068	0	0	0
Healthy	3.83913	0.92877	0.21796	0	0	0	0.33224	0	0	0	3.83913	17.77412	0.01462	0	11.3876	0.27555	0.21796	0	0	0
Healthy	15.39769	8.78268	0.32142	0	0	0	0	0.00873	0	0	15.39769	2.27609	24.3543	0.74511	0.05896	0.07618	0.32142	0	0	0
Healthy	65.60963	0.79785	0	0	0	0	0	0	0	0	65.60963	0.53077	0	0	0.07584	0	0	0	0	0
Healthy	14.76696	5.02236	0.05465	0.04786	0	0	0.16616	0.01143	0	0	14.76696	1.95407	1.78714	0.17943	0	0	0.05465	0.88328	0	0
Healthy	23.83814	7.40024	0.01102	0.01216	0	0.04821	0.05136	0	0	0.12423	23.83814	0.79367	0.01707	0	0.43523	0.06674	0.01102	2.52292	0	0.02933
Healthy	25.45292	0.51277	0.33876	0	0	0	0.02778	0.20557	0.02734	0.02673	25.45292	0.18032	0.02377	0.05582	0	0.01	0.33876	0.48413	0	0
D015212	1.77012	7.57701	0.34062	0.00239	0	0.00405	0.01432	0	0.21478	0.01951	1.77012	0.04183	1.00602	2.00565	0	0.00721	0.34062	0.38655	0	0
Healthy	23.62672	0.81464	0.089	0.00268	0.33556	0	0.01216	0	0	0	23.62672	4.35446	3.58729	0	1.51622	0.06977	0.089	0.23805	0.33556	0.08133
Healthy	13.60452	4.32939	0.0024	0.04324	0	0.43778	0	0.02801	0	0.274	13.60452	2.16682	2.40373	0	0	0.02112	0.0024	0.53656	0	0
Healthy	20.97056	6.07175	0.58356	0	0.00128	0.00733	0.13254	0.23311	0	0.00068	20.97056	7.08407	0.53569	0	4.41295	1.39209	0.58356	0.00283	0.00128	0
Healthy	20.00053	0.04898	0.69113	0.23222	0.985	0	0.41924	0.08905	1.79939	0.34814	20.00053	0	0	3.02557	0	0	0.69113	0.05421	0.985	0
Healthy	0.32214	1.30145	0.07109	0	0	0	0.69661	0.01688	0	0	0.32214	20.16701	0.71855	0.88552	2.89711	0.01914	0.07109	0.32291	0	0.09716
Healthy	9.58565	24.10702	0.07019	0.0181	0.01399	0	0.2505	0.02418	0	0	9.58565	1.31507	10.0676	0	0	0.08653	0.07019	0.2409	0.01399	0
Healthy	6.96762	3.48011	0	0.00334	0	0.08247	0.02466	0	1.16594	0.07723	6.96762	6.14061	7.67722	0.48116	3.2079	0.65476	0	0.34528	0	0
Healthy	19.30728	8.23634	0	0	0	0	0	0	0	0	19.30728	13.17655	5.09902	0	0	0	0	0	0	0.13977
Healthy	1.43651	1.5784	0	0	0	0	0.01914	0.00439	0	0	1.43651	14.49015	0.12981	0	0	0.10262	0	0.02192	0	0
Healthy	8.93732	4.81874	0.03096	0	0	0	0.07951	0.01011	0	0	8.93732	13.42939	0.58907	0.11658	0	0.027	0.03096	0	0	0
Healthy	4.83236	4.29677	0.15998	0	0	0	0.08796	0	0	0	4.83236	16.53148	0.92633	0.1475	5.79303	0.17495	0.15998	0	0	0.02543
Healthy	36.2784	0	0	0	0	0	0	0	0	0	36.2784	0	0	0	0	0	0	0	0	0
Healthy	0.14735	0.35	0	0	0	0	0	0	0	0	0.14735	0.32353	12.067	0	0	0	0	0	0	0
Healthy	17.82931	3.04479	0	0	0	0	0.06502	0	0	0.00137	17.82931	1.28888	0.13352	0	0.06203	0.25882	0	0.00602	0	0
Healthy	10.63503	2.55934	0	0	0	0	0.03114	0.005	0	0.02579	10.63503	15.91795	0	3.03507	1.36646	0.01636	0	2.3328	0	0.00435
Healthy	8.46614	1.45905	0	0	0.05421	0.01527	0	0.00434	0	0	8.46614	7.66125	0	1.17336	6.53523	1.04672	0	0	0.05421	0.3127
Healthy	1.68352	6.20414	0	0.00262	0	0.00668	0	0.01556	0	0	1.68352	0.70161	0.45255	0	0	4.20265	0	0	0	0.11998
Healthy	4.16465	0.53201	0	0	0	0	0	0	0	0	4.16465	0	0	0	0.04767	0	0	0	0	0
Healthy	0.02463	0.01436	0.06161	0	0.00548	0	0	0	0	0	0.02463	0.01329	0.0019	30.08723	0.00162	0	0.06161	0	0.00548	0
Healthy	3.96388	2.53247	0.05909	0	0	0	0.92813	0	0	0	3.96388	1.5152	0.22162	1.55158	2.69383	0.12338	0.05909	0.02556	0	0
Healthy	3.71065	9.25541	0.06447	0	0	0	0.20128	0.23097	0	0	3.71065	13.38342	0.4161	0	0	0.01007	0.06447	0.00505	0	0
Healthy	1.65078	1.46181	0	0	0	0	0.01299	0.00235	0	0	1.65078	14.42081	0.15562	0	0	0.14818	0	0.04684	0	0
Healthy	21.91303	8.16458	0.41845	0.19395	0	4.80113	0	0.05991	0	0.43887	21.91303	0.70169	3.59673	0	0	0.05195	0.41845	0.79878	0	0
Healthy	4.84983	1.9765	0.12479	0.00143	0	0.01718	0.05908	0	2.05171	0.01304	4.84983	2.22587	0.73821	0.02259	5.1724	0.58884	0.12479	0.37267	0	0.15221
Healthy	0.00166	0.01108	2.83259	1.14897	0.04652	0.02944	0	0	0	0	0.00166	0	0	10.05896	0	0	2.83259	0	0.04652	0
Healthy	59.07812	0.02628	0.17397	0.36839	0	0.9273	0.27698	0.66075	0.24905	0.31538	59.07812	0.0257	0	24.00026	0.01517	1.28341	0.17397	0.00096	0	0
Healthy	16.04995	0.81141	0.00882	0	0	0	0.02464	0	0	0	16.04995	3.29449	2.42681	0.19457	0.07625	0.30614	0.00882	0	0	0.04763
D015212	40.42938	13.75938	1.03565	0.00026	0	0	0.88796	0.51558	0	0	40.42938	1.31001	0.01673	0	0	0	1.03565	0.15686	0	0
Healthy	6.46591	10.42305	0	0	0	0	0.4584	0	0	0	6.46591	6.77462	0.75199	0.02606	0	0.15944	0	0.02545	0	0
D015212	9.51977	15.52125	0	0	0	0	0.09115	0.01099	0	0	9.51977	1.22452	1.64281	0.18612	0	0	0	0	0	0
Healthy	6.2859	2.55712	0.10463	0	0	0	0.93712	0	0	0	6.2859	6.98858	4.71199	0	0.7639	0.03048	0.10463	0.24943	0	0
Healthy	7.45356	0.8057	18.37299	0	0.35731	0	0	0	3.0534	0	7.45356	2.44767	1.44811	3.09985	0	0	18.37299	1.07489	0.35731	0
Healthy	3.24381	2.96839	0	0	0	0	0.34147	0	0	0	3.24381	2.77955	0.24009	0	0	0	0	0.16789	0	0
Healthy	0.89134	0.22569	0.17684	0.00149	0	0.00158	0.02579	0.00089	0	0	0.89134	0	0.06497	2.29783	0	0.00946	0.17684	0.00244	0	0
Healthy	0.62689	1.36768	0.00449	0	0	0	0.07437	0	0	0	0.62689	0	0	4.32045	0	0	0.00449	0	0	0
Healthy	32.80859	15.1907	0.22501	0	0	0	0	0	0	0	32.80859	3.05485	13.4026	0	0	0.07377	0.22501	0	0	0
Healthy	28.62055	10.44029	1.90414	0	0.00185	0	0.00237	0.06523	0	0	28.62055	4.86283	27.06959	0	1.05711	0.25948	1.90414	0.03474	0.00185	0.01175
Healthy	1.24907	5.37778	0.03723	0	0	0	2.83175	0	0	0	1.24907	17.47508	0.10719	0.09945	2.04755	0.05364	0.03723	0.01445	0	0.30589
Healthy	10.25839	0.21647	0	0	0	0	0.09126	0	0	0	10.25839	0.12246	0.05815	1.41219	0	0	0	0	0	0
Healthy	21.43962	4.72453	0.26523	0	0	0	0.05108	0	0	0.32578	21.43962	7.3822	3.21686	0	7.25627	1.11423	0.26523	0.0104	0	0.23161
Healthy	1.45147	0.21449	0	0	1.44636	0	0	0	0	0	1.45147	0.03494	18.9325	0	0	0	0	0	1.44636	0
Healthy	34.62681	4.82417	5.83365	0	0	0	0.01152	0	0	0.21083	34.62681	1.63767	20.8866	0	1.26858	0.24983	5.83365	0.09987	0	0.18533
Healthy	1.33854	3.55269	0.33836	0	0	0	0.57831	0.06208	0	0	1.33854	10.3009	5.37551	0.07041	1.87934	0	0.33836	0.77037	0	0.05296
Healthy	4.86557	9.05487	0.05193	0	0	0	1.26195	0	0.06757	0	4.86557	4.77683	0.00564	3.87592	7.22161	0.9207	0.05193	7.99291	0	0
Healthy	17.14471	2.90703	15.63147	0	0	0	0	0	2.61305	0	17.14471	1.96731	5.80204	2.20511	0	0	15.63147	0	0	0
Healthy	0.59104	3.35395	0.11259	0	0	0	1.16934	0.02277	0	0	0.59104	21.42503	2.21156	0.38894	1.95082	0.03167	0.11259	0.46834	0	0.13542
Healthy	24.33434	21.3517	0.55616	0	0	0	0	0	0	0	24.33434	7.1069	24.8352	0	0.9484	0.1948	0.55616	0	0	0
Healthy	22.93402	7.86333	0	0	0	0	0.03541	0	0	0.0909	22.93402	0.88136	0	0	0.37646	0.03233	0	2.33326	0	0.09715
Healthy	21.38004	5.42006	0	0	0	0	0.22897	0.13425	0	0.02492	21.38004	6.47794	0.01068	0	5.05479	1.41369	0	0.1975	0	0
Healthy	5.00888	2.02989	0.06067	0.00307	2.11594	0.01134	0.00653	0.01919	0	0.11643	5.00888	1.43595	13.6516	0	0	0	0.06067	0.13745	2.11594	0.03053
Healthy	3.03728	3.3626	0.0566	0	0	0	1.33682	0	0	0	3.03728	10.15667	0	0	0.78324	0.11305	0.0566	0.01548	0	0.00844
Healthy	7.99698	8.01543	0.28046	0.03439	0	0	0.03043	0	1.68785	0	7.99698	13.31143	6.62542	0	6.74214	0.04607	0.28046	0.03472	0	0
Healthy	0.01652	0.00686	0.09831	1.90205	0.11964	0.25917	0	0	0	0	0.01652	0.00967	0.00916	5.98889	0	0	0.09831	0.73069	0.11964	0
Healthy	31.99738	0.1939	0.23354	0	3.80257	0	0	0.2992	0	0	31.99738	9.18358	0	0	9.6142	0.65059	0.23354	0.08168	3.80257	0
Healthy	17.86529	5.38783	0	0	0	0	0.15224	0	0	0.00827	17.86529	9.1973	0.68062	0.02355	2.91715	0.06563	0	2.4385	0	0.07646
D015212	5.97155	4.56884	0.05138	0	0	0	0.15698	0.15828	0	0.216	5.97155	9.15018	3.90585	0.51487	0	1.81292	0.05138	0.1178	0	0
Healthy	6.42589	0.68039	0	0	0	0	0.0682	0	0	0	6.42589	8.53596	5.15424	0.07343	2.45547	0.02587	0	0.00194	0	0
Healthy	1.15802	0.94102	0.23671	0.02965	0	0	0.17362	0	0	0	1.15802	0	0.3956	0.33565	0	0.08902	0.23671	0.00881	0	0
Healthy	7.98688	3.23427	0.09659	0.28895	0	0.08201	0.23143	0.01494	0.05793	0.28766	7.98688	2.2444	0.05627	0.70849	0	0	0.09659	0.00441	0	0
Healthy	10.04519	23.13147	0.62684	0.17725	0	0.76372	0.36254	0	2.03526	0.00623	10.04519	1.39487	2.01293	0.20349	0.71801	0.6435	0.62684	0.1769	0	0.01839
Healthy	10.3306	0.00657	0.25728	6.54078	0	0.07514	0	0	0	0.05697	10.3306	0.0068	0	0.33353	0.00105	1.01327	0.25728	0.01005	0	0
Healthy	3.9878	1.63855	0.66593	0.0048	0.0331	0.00682	0.18118	0.36832	0	0.03378	3.9878	7.13002	0.06571	1.46629	5.82085	0.26952	0.66593	0.02048	0.0331	0.11986
Healthy	0.00907	0	0.42169	0	0	0	0	0	0	0	0.00907	0.00615	0	55.8431	0	0	0.42169	0	0	0
Healthy	46.0693	13.60227	1.59434	0	0.51292	0	0	0.03901	0	0	46.0693	2.49569	6.03173	0	0	0.18622	1.59434	0.70586	0.51292	0
Healthy	6.76572	2.1599	0	0	0.69844	0	0.24567	0.10448	0	0	6.76572	12.89335	5.24565	0	7.70515	0.24815	0	0	0.69844	0.04449
D015212	26.51884	16.348	0.48155	0	0	0.20939	0.04848	0.26082	0	0.00465	26.51884	7.51052	0.00926	0.25781	0	0.14495	0.48155	0.03599	0	0
Healthy	1.99483	6.90654	0	0.03341	0	0	0.01418	0.02253	0	0	1.99483	0.69128	0.51444	0	0	5.07894	0	0	0	0.10925
Healthy	0.00888	0.01253	8.45016	0.00156	0	0.00294	0	0	0	0	0.00888	0	0	32.52449	0	0	8.45016	0	0	0
Healthy	12.84546	4.28009	0	0	0.12674	0	0.34447	0	0	0	12.84546	11.38922	2.54468	0	5.95815	0.80141	0	0	0.12674	0.03293
Healthy	14.42835	0.06211	0	1.49971	0	0	0.37022	0.29453	0.53025	0.42217	14.42835	24.3083	0	14.3158	0.0018	0.01701	0	0.01293	0	0
Healthy	34.20134	4.39059	0.04295	0.01128	0.12079	0.02972	0.07604	0.07529	0	0.00383	34.20134	0.50714	7.43001	0.01292	1.10239	0	0.04295	0.00774	0.12079	0
Healthy	1.89543	0.98942	0	0	0	0	0.05978	0	0	0	1.89543	1.51516	0	0.21333	2.01572	0.47338	0	0	0	0
Healthy	0.92175	1.49891	0	0	0	0	0.00249	0	0	0	0.92175	12.4838	0	0	0	0.1777	0	0	0	0
Healthy	22.55743	17.97802	0.44142	0.35008	0.00909	0.09735	0.28195	0.1004	0	0.53341	22.55743	1.92107	12.32393	0	1.41446	0.00909	0.44142	0.10744	0.00909	0
Healthy	3.21747	0.72061	0	0	0	0	0.886	0	0	0	3.21747	4.31662	3.81223	0	4.92923	0.02417	0	0	0	0
Healthy	4.13004	0.87445	0.20247	0	0	0	0.39471	0	0	0	4.13004	18.12182	0.02393	0	11.6314	0.24261	0.20247	0	0	0
Healthy	12.60723	0.87486	0	0	0	0	0	0	0	0	12.60723	0	1.77802	31.3729	0.84604	0	0	0.60193	0	0
D015212	28.81024	10.99754	0.16665	0	0	0	1.18963	0.8233	0	0.05508	28.81024	5.42972	4.19262	0	4.59506	0.08507	0.16665	1.52631	0	0
Healthy	1.03475	3.78162	0	0	0	0	0.39505	0	0.43387	0	1.03475	6.71828	0.98085	0	1.42822	0.03129	0	0	0	0
Healthy	7.68091	9.29104	0.44688	0	0	0	0	0	0	0	7.68091	4.30037	3.85078	0	4.75539	0	0.44688	0	0	0
Healthy	8.76921	5.3539	0	0	0	0	0.08669	0.00978	0	0	8.76921	14.42856	0.58793	0.02945	0	0.02946	0	0	0	0
Healthy	9.93586	2.79924	0	0	0.22257	0	0.01319	0	0	0	9.93586	1.7849	3.87222	0	0.03924	0.08284	0	0.13485	0.22257	0.14277
Healthy	20.0526	10.3558	0.01043	0.02685	0	0.3614	0	0	0	0	20.0526	2.23234	0	0	0.37185	2.56505	0.01043	0	0	0.04437
Healthy	10.52208	2.31772	0	0	0.82322	0	0	0.20674	0	0	10.52208	12.99816	0	0.02759	3.88953	0.10293	0	0	0.82322	0
Healthy	8.30832	4.67155	0	0.06752	0	0	2.62056	0.02397	0	0	8.30832	14.52232	0.68724	1.2049	1.39004	1.86967	0	0.10691	0	0.16633
D015212	35.50156	7.48227	0.72467	0.00515	0	0.0848	0.07674	0.21363	0	0.02279	35.50156	3.01578	1.74287	0.01069	0	0.02085	0.72467	0	0	0
Healthy	43.48864	5.18331	0.5075	0.00461	0.02742	0.00019	0.04505	0.28915	0	0.37504	43.48864	0.04141	2.17007	0.01169	0.09625	1.47083	0.5075	0.04313	0.02742	0.00881
Healthy	1.82593	4.28301	0.00185	1.05219	0	0	0.61689	0	0	0	1.82593	0	0.28607	0.26918	0	0.03327	0.00185	0.07124	0	0
Healthy	1.79405	6.76788	0	0.0289	0	0	0.1843	0	0	0	1.79405	7.93504	0.07144	0.00945	0	2.11366	0	0.02475	0	0
Healthy	5.0581	0	0.05044	0	7.87253	0.07246	3.37969	0	0.31453	0	5.0581	0	0	7.82207	0	0	0.05044	0	7.87253	0
Healthy	1.90078	7.03858	0	0.03804	0	0	0	0.00302	0	0	1.90078	0.729	0.50367	0	0	4.71587	0	0	0	0.10512
Healthy	3.65012	2.56077	0.08129	0	0	0	0.04482	0	1.58	0	3.65012	3.2462	0.68628	0.06281	4.59345	0.78712	0.08129	0.2162	0	0.08734
Healthy	22.43756	0.03374	0.11782	0.02569	0	0.02138	0.26053	0	0	0	22.43756	0	0.03046	22.93109	0	0.3674	0.11782	0	0	0
Healthy	0.779	1.74073	0	0	0	0	0.04251	0	0	0	0.779	13.77897	0	0.02112	0	0.27769	0	0	0	0
Healthy	37.78292	10.73545	0.06102	0	0.03111	0	0.30875	0.08346	0	0	37.78292	7.66546	0.02425	0.5002	0.4799	0.05967	0.06102	0.06261	0.03111	0.07385
Healthy	14.95768	5.33615	0	0	0	0	0.09694	0	0	0	14.95768	1.6388	0.01084	0.08051	0	0	0	0	0	0
Healthy	8.13644	0.19194	0	0	0	0	0	0	0	0	8.13644	0.30224	0.0169	0	0.26727	0	0	0.88392	0	0
Healthy	17.22782	5.96576	0.6215	0.22503	0	0.35055	0.11274	0	0	0.03665	17.22782	4.04887	0.22439	0.2624	1.14571	1.89431	0.6215	2.54213	0	0.18804
Healthy	6.09247	3.42821	0.06279	0.09331	0	0.11432	0	0.08056	0	0	6.09247	27.22123	0.29995	0	0.86604	0.83108	0.06279	0	0	0
Healthy	0	0.00099	0.83807	0	0	0	0	0	0	0	0	0	0	43.4978	0	0	0.83807	0	0	0
Healthy	6.3569	0.85837	0.02942	0	0.2201	0	0	0	0.80759	0.011	6.3569	4.97302	0.3525	1.83613	0.35305	0	0.02942	0.4234	0.2201	0
Healthy	0	0	0.05253	0	0	0	0	0	0	0	0	0	0	62.5387	0	0	0.05253	0	0	0
Healthy	3.00788	2.07921	0	0.19116	0	0.03259	0.62255	0	0	0	3.00788	8.27131	1.07014	0.05983	6.49801	0.27631	0	0.11875	0	0
Healthy	0.66851	1.30134	0	0	0	0	0.08265	0	0	0	0.66851	0	0	4.06977	0	0	0	0	0	0
Healthy	38.61192	9.03776	0.02291	0.0084	0	0.02782	1.45543	0.0372	0.11485	0.85915	38.61192	31.75494	0.01054	0.33364	0.01856	0	0.02291	0.57532	0	0
Healthy	28.18362	4.92	0	0	0	0	0.19217	0	0	0	28.18362	7.50299	0.77139	2.07863	3.31106	0.29636	0	0.49922	0	0.03062
Healthy	8.52487	4.98442	0.19785	0.35511	0	3.88326	0	0	0	0.1041	8.52487	1.8701	1.26811	0	0	0.03146	0.19785	0.56797	0	0
Healthy	7.39893	15.19708	0	0.01951	0	0.07075	0.34667	0.10628	0	0.00447	7.39893	23.198	3.9326	0.97398	0	0.11219	0	0.22868	0	0
Healthy	24.78142	9.12454	0.29168	0.14651	0	0.03244	0.0064	0.91117	0	0.02578	24.78142	8.27923	0.00864	1.9444	0	1.14166	0.29168	0.04801	0	0
Healthy	21.20273	1.54522	0.30198	0.41101	1.76822	0.48809	0.21061	0.00556	0	0.02005	21.20273	0.18145	0.95499	1.27172	0	0.09698	0.30198	0.05464	1.76822	0
Healthy	6.4048	4.0463	0	0	0	0.015	0.0254	0	1.06388	0.02365	6.4048	7.90788	8.04852	0.56505	3.24327	0.64181	0	0.27752	0	0
Healthy	0.41297	3.934	0.00571	0	0	0	0.10649	0.16902	0	0	0.41297	1.21987	1.92831	10.2371	0	0.29002	0.00571	0.1539	0	0
Healthy	12.59497	11.0999	3.44137	0	1.16277	0	0	0	0	0	12.59497	7.05682	0	0	0.73945	0	3.44137	0	1.16277	0.61046
Healthy	17.74424	5.46977	0	0	0	0	0.10031	0	0	0.0811	17.74424	8.9636	0.59437	0	2.83546	0.09477	0	2.43155	0	0.03031
Healthy	3.77426	6.0464	0.11753	1.40193	0	0.11712	0.02274	0	0	0	3.77426	11.39818	4.765	0	1.37774	2.8427	0.11753	0	0	0
Healthy	3.62742	2.81074	0.05052	0	0	0	0.93837	0	0	0	3.62742	1.51475	0.18143	1.63541	2.63885	0.10453	0.05052	0.05664	0	0
Healthy	10.0246	5.07754	0	0	0	0	0	0	0	0	10.0246	9.20106	19.9753	0	2.15476	0	0	0	0	0
D015212	37.15278	14.2702	4.41245	0.11855	1.00224	0.1714	0.1217	0.01624	0	0.01814	37.15278	0	0	0	0	0.08476	4.41245	0	1.00224	0
Healthy	1.48986	1.62934	0	0	0	0	0.02129	0	0	0	1.48986	14.84236	0.17843	0.11603	0	0.14531	0	0.00697	0	0
Healthy	4.66185	3.45506	0	0	0	0	0.13341	0	0	0	4.66185	8.28848	0.00512	0.0171	2.82602	0.19631	0	0.04769	0	0
Healthy	38.72134	10.98792	0	0	0	0	0.02433	0	0	0.15557	38.72134	0.41145	1.3711	0	0.30118	0.04622	0	0.0077	0	0.39997
Healthy	0.76608	8.03503	0	0	0	0	0.09656	0.24821	0	0	0.76608	17.33275	2.2115	0.248	5.8967	0.04286	0	0	0	0
