group	Lachnospiraceae	Ruminococcaceae	Streptococcaceae	Veillonellaceae	Lactobacillaceae	Pasteurellaceae	Oscillospiraceae	Eggerthellaceae	Erysipelatoclostridiaceae	Peptostreptococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	4.17292	0	0	0	0	0.55624	0	0	0	0.17449	4.17292	1.14132	0	0	8.91464	0	0	0	0	0
Healthy	7.43583	15.75647	0	0	0	0.06369	1.35541	0	0	0	7.43583	11.95716	5.00119	0	0	6.72042	0	0	0	0.96366
Healthy	7.65504	8.58237	0.2824	0.10213	0	0.06919	0.17662	0.00443	0	0.41818	7.65504	0	0	0.83011	0	0.02833	0.2824	0.00651	0	0
Healthy	15.44684	0.47409	0	0	0	0	0	0	0	0	15.44684	2.31012	2.21099	0.12133	0.05097	0.24998	0	0	0	0.01183
Healthy	9.27119	28.23255	0.37978	0.00152	0	0.02616	0.01291	0.11118	0	0	9.27119	18.57703	3.72859	0.01803	0	2.57057	0.37978	0	0	0
Healthy	6.18458	10.19387	0	0	0	0	0.44427	0	0.00214	0	6.18458	6.8974	0.76791	0.03682	0	0.11302	0	0.03366	0	0
Healthy	6.2661	8.97106	0	0	0	0	0.36389	0	0	0	6.2661	6.6198	0.65685	0	0	0.06542	0	0	0	0
Healthy	10.08996	10.23042	0.01961	0.03408	0	0.15391	0.20469	0	0	0.04482	10.08996	1.03838	0.88818	0.85544	0.55988	0.09149	0.01961	0.01828	0	0
D015212	36.37538	9.53968	0.71161	0	0.02746	0.0477	0.0402	0	0.44484	0.0211	36.37538	0.79254	0.24153	0.21627	0.2733	0.37671	0.71161	1.631	0.02746	0
Healthy	5.47012	15.41015	0.02727	0	0	0	0.04365	0	0	0	5.47012	0.89537	0.62263	0	0	0.03544	0.02727	0.03518	0	0
Healthy	3.35889	1.92994	0.00698	0	0	0.01746	0	0	0.04957	0	3.35889	36.33956	1.14436	0.06507	0	0.32461	0.00698	0.00927	0	0
Healthy	6.93249	4.9944	0.00652	0	0	0	1.31019	0.03935	0	0	6.93249	11.11293	1.4968	0	1.18838	2.05501	0.00652	0	0	1.45518
Healthy	4.16847	30.27069	0	0.0199	0	0.11388	0	0	0	0.02375	4.16847	0.01139	5.11932	0.13846	0	0	0	2.00441	0	0
Healthy	8.75941	6.36144	0	0	0	0	0.0112	0.00309	0	0.07053	8.75941	9.89956	1.77324	20.2688	4.00731	0.12062	0	0.0303	0	0.08743
Healthy	35.46929	9.26578	0	0	0.03244	0	0	0	0.94274	0	35.46929	0.80643	0.2046	0	0.68642	0	0	0	0.03244	0
Healthy	16.3569	10.73994	0.06912	0.1357	0.01903	0.22229	0.29049	0	0	0.01566	16.3569	0.15593	1.09218	17.55351	0	1.5232	0.06912	0.23116	0.01903	0
Healthy	3.83838	8.17135	0.05496	0	0	0	2.30787	0.25519	0	0	3.83838	13.36729	0.40984	0.03885	0	0.00202	0.05496	0.00986	0	0
Healthy	2.77276	8.60868	0	0.00144	0	0.09159	0.3533	0	0	0.00227	2.77276	7.64892	0.78726	0.34609	1.13837	1.84239	0	0.23663	0	0.02992
Healthy	11.02139	9.85602	0.03248	0	0	0	0.09605	0.00674	0	0	11.02139	3.98086	4.38014	0.14308	0.73668	0.76728	0.03248	0.15307	0	0.09124
Healthy	0.70297	1.35626	0	0	0	0	0.06161	0	0	0	0.70297	0	0	4.70406	0	0	0	0	0	0
Healthy	12.49805	2.64438	0	0	0	0	1.58532	0	0	0	12.49805	13.18581	3.13164	3.32263	0.80763	0.25577	0	0	0	0.39027
Healthy	24.13356	4.28527	0.00384	0	0	0	0.70597	0.00561	2.13829	0	24.13356	1.71799	2.56374	6.22818	0.32522	0.10281	0.00384	0.44803	0	0.01521
Healthy	4.71433	2.33683	0.08385	0	0	0	0	0	0	0	4.71433	2.39563	0	0	1.44349	3.12301	0.08385	0	0	0.01197
Healthy	1.25265	4.05151	0	1.25942	0	0	0.41519	0	0	0	1.25265	0	0.20814	0.33311	0	0.16693	0	0	0	0
Healthy	21.68265	7.17289	0	0	0	0	0	0	0	0.37483	21.68265	6.04238	0	14.5864	3.1225	0	0	0.58377	0	0
Healthy	17.46948	2.21224	6.12311	0	0.14768	0	0.48622	0	0.04644	0	17.46948	2.35026	0.25233	0.62844	0	0	6.12311	0	0.14768	0
Healthy	27.91011	18.2422	0.45134	0.32266	0.02137	0.1173	0.04255	0.01769	0	4.25088	27.91011	0.53123	0.0147	0.0125	0.01881	0.03028	0.45134	0.00708	0.02137	0.06111
Healthy	53.23436	2.61606	0.26561	0.11013	0.06961	0.55209	0	0	0	0.19108	53.23436	0.5964	1.55133	1.24954	0	0.02279	0.26561	0	0.06961	0
Healthy	3.42749	1.89435	0.00428	0	0	0	0.00175	0	0.03179	0	3.42749	35.92199	1.19187	0.04737	0	0.32858	0.00428	0	0	0
Healthy	4.26405	2.80677	0.37544	0	0	0	0	0	0.0428	0	4.26405	0	11.0754	0	0	0	0.37544	0.49787	0	0
Healthy	5.54522	4.51946	2.81465	0.02649	0.11904	0.11106	0.06305	0.02878	0.00066	0.44237	5.54522	2.10149	0.02113	1.58462	0.01315	0.82936	2.81465	0.00696	0.11904	0
Healthy	8.6329	6.51383	0	0	0	0	0.0099	0.002	0	0.06948	8.6329	10.12741	1.76257	20.0153	3.95834	0.11924	0	0.03193	0	0.08646
D015212	18.86418	12.8057	0.30682	0.00863	0	0.03876	1.1463	0.5309	0	0	18.86418	11.42453	0.18907	0.23498	0	0.24847	0.30682	0.01104	0	0
Healthy	29.16081	7.38846	0	0	0	0	0	0	0	0	29.16081	0	0	0	0	0	0	0	0	0
Healthy	26.38292	29.9677	0	0	0.23522	0	0.02249	1.48024	0	0	26.38292	2.14289	5.60327	0.1481	0.55782	0.31473	0	0.05177	0.23522	0.01023
Healthy	21.55684	4.8257	0.47324	0.22768	0	0.70079	0	0	0	0.3121	21.55684	3.24319	3.93231	0	0	0.00311	0.47324	0.46948	0	0
Healthy	24.18977	19.1433	0.63454	0	0	0	0	0	0	0	24.18977	7.86611	26.6047	0	0.66104	0.30428	0.63454	0	0	0
D015212	24.86295	7.80966	0.27331	0.05751	0	0	0.06796	0.29998	0	0	24.86295	8.07583	0.05219	0.07067	0	0.08399	0.27331	2.97692	0	0
Healthy	23.28935	3.50928	0	0	0	0	0.25477	0	0	0	23.28935	24.07944	0.21341	0	1.12857	3.04895	0	0.07994	0	0.11363
Healthy	1.03574	3.83734	0	0	0	0	3.84217	0	0.49896	0	1.03574	6.75301	0.92751	0.09828	1.38208	0.04404	0	0	0	0
Healthy	10.0247	6.94746	0.27704	0.01258	0	1.26037	0.17744	0	0	0	10.0247	0.23432	2.33933	14.8688	0	1.61473	0.27704	0.31381	0	0
D015212	18.5773	9.48804	2.61879	0.00929	0.10092	0.02153	0.26957	0.34247	0.01423	1.28961	18.5773	0	0	1.04652	0	0.44196	2.61879	0.0117	0.10092	0
Healthy	0.00082	0.00714	3.37714	0	0	0	0	0	0	0.27147	0.00082	0	0	0	0	0	3.37714	0	0	0
Healthy	7.31327	7.76573	0	0	0	0.01065	0.05394	0	0	0.00853	7.31327	7.01762	2.09509	0	4.30785	0	0	0.00823	0	0
Healthy	2.33978	0.1016	0	0.81161	0	0	0.01213	0	0	0	2.33978	0	0	1.08666	0	0	0	0	0	0
Healthy	0.00066	0	0.23593	0	0.20284	0	0	0	0	0	0.00066	0.00079	0	36.26395	0.00177	1.02218	0.23593	0	0.20284	0
Healthy	0	0	2.2691	0	0.00836	0.01208	0	0.08012	0	0	0	0	0	0.01087	0	0	2.2691	5.80207	0.00836	0
Healthy	27.26408	9.92998	0	0	0	0	0.07244	0.00979	0	0	27.26408	4.65471	0.0707	0	1.73757	1.3907	0	0.28608	0	0.0562
Healthy	7.35747	4.52435	0.38826	0.09858	0	0.79108	0.06085	0	0	0	7.35747	17.79744	1.73949	0	0	2.34518	0.38826	0.02335	0	0
Healthy	21.01253	3.98056	0.08611	0	0	0.08152	0.17951	0.12822	0	0	21.01253	20.4644	0	0	2.59686	5.13406	0.08611	0.01064	0	0.04797
Healthy	33.72042	5.85506	0.7474	0.12712	0	0.0516	0	0.23592	0	0	33.72042	5.548	12.20913	0.31831	1.69601	0.20202	0.7474	0.00472	0	0
Healthy	1.37718	3.70493	0.3206	0	0	0	5.32537	0.07338	0	0	1.37718	9.93787	5.1425	0.08662	1.77284	0	0.3206	0.76064	0	0.06115
Healthy	38.77051	1.47665	0.13924	0.00043	0.01557	0	0.72212	0.3966	0.00338	0.04949	38.77051	2.22747	8.47289	0.01385	0	0.11396	0.13924	0.16233	0.01557	0.01856
Healthy	37.87588	7.74777	0.01704	0.00598	0	0	0.02426	0	0	0.0457	37.87588	0.57368	0.81147	0.22738	6.38028	0.85136	0.01704	2.60911	0	0
Healthy	29.04791	9.992	0	0	0	0	0	0	0.42832	0.31367	29.04791	0	8.21781	0.05094	0	0	0	26.8213	0	0
Healthy	6.68509	6.47019	0	0.00919	0	0.05001	0.14206	0.0158	0	0	6.68509	13.9648	0.66365	0.08454	5.41882	1.29812	0	0.00421	0	0.3903
Healthy	21.21494	3.51784	0.04866	0.00272	0	0.08671	0.18457	0.13274	0	0	21.21494	20.45013	0	0	2.65992	4.93651	0.04866	0.01736	0	0.04817
Healthy	4.94835	4.85234	0.45093	0	0	0	3.02365	0	0	0	4.94835	2.14257	0	0	3.88601	5.97359	0.45093	0	0	0
Healthy	9.0442	17.4317	0.33725	0.15287	0.59849	0.14236	0.01574	9e-05	0.00047	0.36748	9.0442	0.02788	3.01775	0.50787	0.00067	0.00699	0.33725	0.00273	0.59849	0
Healthy	1.49691	0.0234	0	0	0	0	0	0	0	0	1.49691	0	0	7.10518	0	0	0	0.0567	0	0
Healthy	1.50702	1.33901	0.18153	0	0	0.00349	0.08299	0	0	0.02704	1.50702	0	0	7.89286	0	0	0.18153	0.13576	0	0
Healthy	19.24209	6.04399	0	0	0	0.63508	0	0	0	0	19.24209	2.18603	1.67594	0.0312	0	0.21175	0	0	0	0
Healthy	2.23596	0.10156	0	0.85442	0	0	0.00593	0	0	0	2.23596	0	0	1.42355	0	0	0	0	0	0
Healthy	1.06106	5.94735	0	0	0	0	0	0	0	0	1.06106	16.99391	0.33663	0	5.98436	0	0	0	0	0
Healthy	40.71591	8.36291	0	0	0	0	0.00251	0	0	0.17064	40.71591	0.13982	1.42801	0	0.33123	0.03296	0	0.00325	0	0.46365
Healthy	53.18129	5.80263	0.88816	0	0	0.80512	0	0	0	0	53.18129	2.64371	0.53575	0	0	2.11837	0.88816	0.07627	0	0
Healthy	10.85007	1.11861	0	0	0	0	0.00453	0	0	0	10.85007	0.25164	10.178	2.02486	10.288	0	0	0.68327	0	0
Healthy	7.29029	25.04714	0	1.08433	0	0.16896	0.16482	0	0	0	7.29029	12.91453	0.61774	0	0	0.04801	0	0	0	0
Healthy	5.76116	5.01291	0.15366	0.01465	0.00164	0	0.14872	0.03481	0.01513	0.3475	5.76116	7.25476	2.6996	0.09578	0	0.11328	0.15366	0.21879	0.00164	0
Healthy	59.80062	2.73835	0	0	0	0	0	0	0	0	59.80062	0	0	0	0	0	0	0	0	0
Healthy	2.2979	0.70648	0.00856	0	0	0	1.04713	0	0	0	2.2979	16.18391	0.19042	0	3.48634	0.1053	0.00856	0	0	0
Healthy	32.23929	2.54288	0	0	0	0.17709	0	0	0.85135	0.1303	32.23929	0	0.12822	0	0	0	0	0.66958	0	0
Healthy	13.15922	6.51253	0.04854	0	0.0054	0.00067	0.12999	0.06949	1.91267	0.06409	13.15922	6.48178	0.04939	0.0023	2.20842	0.50818	0.04854	0.33309	0.0054	0.01939
Healthy	12.18197	13.33925	0.19808	0.06592	0	0.13753	0.20062	0.0413	0	0.07096	12.18197	6.87964	0.25555	0.12705	2.01839	0.27473	0.19808	0.02366	0	0.23211
Healthy	10.34783	3.12099	0	0	0.20444	0	0.01025	0	0	0	10.34783	1.7444	4.06643	0.01534	0.05248	0.07305	0	0.08973	0.20444	0.09367
Healthy	3.84507	0	0.23597	0.1828	0	0	0.02291	0	0	0.02336	3.84507	0	0	0.11158	0	0	0.23597	0	0	0
D015212	0	0	9.15643	7.92138	58.04609	9.80442	0	0	0	0	0	0	0	1.52862	0	0	9.15643	0	58.04609	0
Healthy	0.48038	4.33851	0	0	0	0	0	0.04592	0	0	0.48038	21.49196	2.25713	0	6.90493	0.01783	0	0	0	0
Healthy	33.13396	2.49696	2.84626	1.89201	0	2.42337	0	0	0	0.14147	33.13396	0.65522	2.1243	0	4.00689	0	2.84626	0	0	0.37504
Healthy	0.67954	5.38792	0.01818	0	0	0	2.8452	0	0	0	0.67954	17.29893	0.10175	0.06915	2.02205	0.07198	0.01818	0.00832	0	0.34301
Healthy	42.1433	12.61177	0.47669	0.19438	0.00162	3.57459	0	0	0.01177	0.3246	42.1433	0.55341	4.8482	4.60107	0.15721	2.86347	0.47669	0.00243	0.00162	0
D015212	23.8695	18.62709	1.6269	0.01421	0.17717	0.03539	0.8459	0.37932	0.02405	0.33771	23.8695	0.42385	0.07201	0.50998	0	0.24422	1.6269	0.06805	0.17717	0.03123
Healthy	0.43796	4.56821	0	0	0	0	0.11243	0.09883	0	0	0.43796	20.68522	1.95553	0.11908	6.38638	0.11421	0	0	0	0.03555
Healthy	34.76998	15.615	0.33301	0	0	0	0	0	0	0	34.76998	2.84919	12.2217	0	0	0.04424	0.33301	0	0	0
Healthy	12.04523	20.53766	0	0	0	0.30838	0	0	0	1.09735	12.04523	0.71029	1.54309	0	0.07475	0.03886	0	0.12645	0	0.00691
Healthy	22.19672	4.54675	0	0	0	0	0.25354	0.08687	0	0.0604	22.19672	4.98508	0.02935	0	5.12532	1.35063	0	0.21739	0	0
Healthy	1.09932	3.92718	0	0	0	0	7.54205	0	0.53015	0	1.09932	6.76597	1.00169	0.03415	1.34646	0.07528	0	0	0	0
Healthy	6.21473	10.13551	0	0	0	0	0.47639	0	0	0	6.21473	6.72163	0.7224	0	0	0.10111	0	0.01337	0	0
Healthy	36.35747	0.42542	0	0	0.01135	0	0	0	0.69436	0	36.35747	1.02352	3.1502	0	0.71388	0	0	1.07267	0.01135	0.49776
Healthy	31.55927	3.2155	0.32499	0.02796	0	0.01562	0.03266	0.24038	0.0474	0.24465	31.55927	8.99015	4.73085	0.73345	0	1.19615	0.32499	0.15435	0	0
Healthy	4.91676	1.86382	0	0	0	0	0.04382	0	0	0	4.91676	11.35779	0.56256	0	0	0.13706	0	0.2653	0	0
Healthy	39.0706	1.42543	0.66423	0.04633	0	0.15943	0	0	8.15624	0.26053	39.0706	0.34616	0	0	2.4565	0	0.66423	2.1766	0	0.2785
Healthy	26.32467	3.78774	0.02681	0.02023	0	0	0.01841	0	0.19304	0.09806	26.32467	2.78925	5.57114	0	5.38613	0	0.02681	0.97187	0	0.17577
Healthy	33.05535	1.16847	0.74462	0.64077	0	4.39909	0	0	0	0.03879	33.05535	0.02312	0	0	1.11287	0.00395	0.74462	0	0	0.02918
Healthy	21.93724	0.23781	0	0	0	0	0	0	0	0	21.93724	0.04863	0	0	0	0	0	0	0	0
Healthy	48.3281	0.70609	0	0	0	0	0	0	6.58858	0	48.3281	0.18302	0.05099	0	0.25465	0.21817	0	2.17997	0	0
Healthy	14.67714	2.9611	0	0	0	0	0.21902	0	0	0	14.67714	1.5998	0	0	3.20643	0	0	0	0	0
Healthy	9.13022	2.68734	0.06986	0	0.00606	0	0.10944	0.07751	0	0.25445	9.13022	1.84096	0.28175	0.00598	5.46006	0.33878	0.06986	0.06953	0.00606	0
Healthy	2.3579	0.60139	0	0	0	0	0.17659	0	0	0	2.3579	11.22962	0	2.17703	3.11227	0.27962	0	0	0	0
Healthy	4.3233	2.8001	0	0	0	0	0.19666	0	0	0	4.3233	0.84389	0	0.9048	2.35379	0	0	0	0	0
Healthy	4.94508	4.09729	0.11649	0.02233	0	0	0.07536	0	0	0	4.94508	16.18189	0.97002	0.156	5.85272	0.14888	0.11649	0	0	0.00897
Healthy	6.10076	2.32448	0.27816	0	0	0.12544	0.05435	0	0	0	6.10076	6.94094	0.30773	0.19592	5.19431	0.22545	0.27816	0.12312	0	0
Healthy	25.85865	10.05017	8.41328	0.17349	0	0.29311	0.01001	0.00817	0.0429	0.08585	25.85865	2.84752	11.16896	1.98827	0.80337	0.24682	8.41328	0.08514	0	0.04637
Healthy	0.39727	1.26497	0.04759	0	0	0	0.74289	0.00145	0	0	0.39727	20.39377	0.63457	0.8409	2.89695	0.02357	0.04759	0.3464	0	0.10559
Healthy	23.1214	12.4119	0.01669	0.08001	0.17221	0	1.15298	0.15706	0	0	23.1214	6.05552	0	0	1.15689	1.54313	0.01669	0	0.17221	0.03249
Healthy	14.30488	1.3607	0	0	0	0	0.05111	0.01432	0	0	14.30488	7.04556	0	0	2.66404	0.16124	0	0.04466	0	0
Healthy	5.16048	4.47012	0.0057	0.00837	0	0.00312	0.09169	0.00302	0	0	5.16048	3.86897	7.44946	0.0166	2.94572	0.7948	0.0057	0.79313	0	0.05687
Healthy	51.5811	16.1297	0.03945	0.17171	2.44232	0.81724	0.00121	0	0	0	51.5811	0.01523	0	0.14608	0	0	0.03945	0	2.44232	0
Healthy	7.96512	0	0	0	0	0	0	0	0	0	7.96512	0	0	0	0	0	0	0	0	0
Healthy	14.87926	1.23482	0	0	0	0	1.64271	0.02569	0	0	14.87926	7.02022	0	0	2.70266	0.16858	0	0.07138	0	0
Healthy	11.87646	14.49348	0	0	0	0.02101	0	0	0	0	11.87646	3.04116	3.98593	1.46894	0.74303	1.79141	0	0	0	0.23135
Healthy	4.94846	5.578	0.0536	0	0.01885	0	0.46016	0.02122	0.01202	0.02929	4.94846	4.83955	5.39746	8.92773	2.50918	0.08431	0.0536	0.21254	0.01885	0.01907
Healthy	8.98616	1.55866	0	0	0	0	0	0	0	0	8.98616	0.76475	8.10427	2.36936	6.78955	0	0	0.6794	0	0
D015212	48.27561	10.34366	2.67791	0.0208	0	0.13175	1.28707	0.14657	0	0	48.27561	0.47721	0.0014	0.00769	0	0	2.67791	0.23426	0	0
Healthy	4.17281	4.08527	0	0.47985	0	0	0	0.1373	0	0	4.17281	17.11448	0.19961	0	1.06261	0.4469	0	0	0	0
Healthy	34.08294	0.3946	0	0	0	0	0	0	0	0	34.08294	0.5278	0	0	1.92958	0	0	0	0	0
Healthy	6.92522	4.27445	0	0	0	0	0.00266	0.0312	0	0.77774	6.92522	5.11698	2.13319	0.88981	2.30518	0.16422	0	1.22395	0	0
Healthy	8.55894	8.42514	0	0	0	0	0	0.07801	0	0	8.55894	22.95987	0.09053	0.01881	1.69061	0.42016	0	0	0	0
Healthy	11.79339	0	0.06105	0	0	0	0.41677	0	0	0	11.79339	0	0.07449	3.03512	0	0.07304	0.06105	0	0	0
Healthy	26.51651	30.86035	0.00238	0	0.27624	0	0.01406	1.38597	0	0	26.51651	2.48109	5.08588	0.15672	0.57151	0.28218	0.00238	0.04577	0.27624	0.03794
Healthy	3.00541	3.42306	0.07188	0	0	0	1.41385	0	0	0	3.00541	9.66916	0	0	0.83667	0.11422	0.07188	0.02131	0	0.01045
Healthy	40.44502	3.26078	0.04178	0.01151	0	0.02071	0.09777	0.00437	3.80833	0	40.44502	1.19174	0.08805	0	0.38809	0.02039	0.04178	1.40203	0	0
Healthy	3.21397	3.76179	0.07435	0.27273	0	0.26021	0.06058	0	0.08625	0	3.21397	0	0	1.52966	0	0.22695	0.07435	0.21813	0	0
Healthy	8.85158	5.13042	0.3656	0	0.00838	0	0.04886	0.44845	0	0.84831	8.85158	0.63337	0.23179	0	0.02258	0.0624	0.3656	0.41223	0.00838	0
Healthy	0.64548	3.30371	0.1102	0	0	0	1.13876	0.01007	0	0	0.64548	21.1342	2.281	0.55057	2.0645	0.04039	0.1102	0.55101	0	0.12418
Healthy	18.04659	6.25805	1.27813	0.0364	0	0.35054	0	0	0.80914	0.08155	18.04659	3.70226	0.02091	20.3087	3.7618	0.134	1.27813	3.73091	0	0
Healthy	32.29868	4.25291	0.13172	0	0.02058	0.00472	0.10093	0.02677	0	1.22216	32.29868	3.76839	0.12643	13.87331	3.24925	0	0.13172	1.27154	0.02058	0.06435
Healthy	68.6472	0	0	0	0	0	0	0	4.71198	0	68.6472	0	0	0	0	0	0	0	0	0
Healthy	1.80825	2.43802	0	0	1.48967	0	0	0	0	0	1.80825	1.64081	8.37613	0	0	0	0	0	1.48967	0
Healthy	0.6291	5.18605	0.01802	0	0	0	2.877	0	0	0	0.6291	17.20525	0.11133	0.10908	2.0092	0.07662	0.01802	0.00812	0	0.32155
Healthy	2.43911	7.72879	0.01987	0.00205	0	0.05958	0.00212	0.19879	0	0	2.43911	20.6982	0.35052	0	0.70717	0.01483	0.01987	0	0	0
Healthy	11.01938	1.09148	0	0	0	0	0	0	0	0	11.01938	0.24765	10.2253	1.9833	9.9919	0	0	0.68798	0	0
D015212	2.28408	0	1.63741	3.68282	0.61388	0.10449	0	0	0	0	2.28408	0	0	56.3632	0	0	1.63741	0	0.61388	0
Healthy	9.66539	11.36117	1.0108	0.04284	0	0.05187	0.01411	0.03523	0	0.00482	9.66539	1.53582	1.94662	0.16116	0	0.19691	1.0108	0	0	0
Healthy	1.61676	5.52325	0	0	0	0	0	0.06874	0	0	1.61676	12.39533	0.62269	0	0.75356	0	0	0	0	0
Healthy	27.24245	23.9669	0.06992	0.0346	0	0.16317	0.0376	0.03848	0	0	27.24245	5.94902	1.44948	0.05114	0.52028	0.36839	0.06992	0.08292	0	0.06144
Healthy	2.35118	0.09365	0	0.833	0	0	0	0	0	0	2.35118	0	0	0.98729	0	0	0	0	0	0
Healthy	15.78426	4.69171	0.03303	0	0	0	0.01308	0	0	0.00215	15.78426	3.97852	0.19235	0.03126	0.07145	0.06823	0.03303	0.10997	0	0
Healthy	2.46944	7.87524	0.02287	0.00577	0	0.03982	0.00197	0.23348	0	0	2.46944	19.57557	0.27677	0	0.70772	0.02056	0.02287	0	0	0
Healthy	30.28078	19.93123	0.16055	0	0	0	0	0	0	0	30.28078	0.81495	6.49289	0	0.17982	0	0.16055	0	0	0
Healthy	18.47232	8.32328	0.02585	0.01346	0	0.04776	0.21673	0	0.09758	0.08091	18.47232	2.06286	0.00579	0.237	0.79459	0	0.02585	0.02333	0	0
D015212	3.79818	12.3259	3.21012	0	0.01425	0	0.15038	0.13885	0.19235	0.01088	3.79818	0	0	0	0	0.28896	3.21012	0.0093	0.01425	0
Healthy	32.3508	8.58025	0	0	0	0	0	0.03998	0	0	32.3508	0.75499	5.99244	0	1.30847	0	0	0	0	0
Healthy	4.20039	1.10922	0.00215	0.0301	0	0	1.10934	0.03216	0	0	4.20039	5.00096	4.66624	0	5.12334	0.31683	0.00215	0.151	0	0
Healthy	6.43907	6.82881	0.01444	0.03121	0	0.01467	0.17209	0.03936	0	0	6.43907	14.32942	0.61751	0.13507	5.33067	1.46444	0.01444	0.02359	0	0.33014
Healthy	0.02297	0.00125	1.24677	0.02441	0	0.00104	0	0	0	0	0.02297	0.00317	0	2.40992	0	0	1.24677	0	0	0
Healthy	1.14541	2.73308	0	0	0	0	0	0	0	0	1.14541	30.61773	0.42532	0	0	0.40728	0	0	0	0
Healthy	22.7155	11.44104	0.14836	0	0	0.00117	0.12604	0.60179	1.84622	0	22.7155	3.78708	15.63505	0	0.43756	0.10136	0.14836	1.34708	0	0
Healthy	58.1828	5.41291	0.62969	0	0	0	0	0	0	0.76581	58.1828	0.54154	0	0	0.54395	0.32187	0.62969	6.45829	0	0
Healthy	6.20321	2.29503	0.11874	0	0	0	0.83449	0	0	0	6.20321	7.26438	5.0581	0	0.68267	0.01216	0.11874	0.25445	0	0
Healthy	4.74071	4.16863	0.37922	0	0	0	0.00831	0	0	0	4.74071	1.98787	0	0	3.74866	6.35168	0.37922	0	0	0
Healthy	27.39515	4.00497	0	0	0	0	0	0	0	0	27.39515	2.23905	0	0	1.60108	0.01459	0	0	0	0
Healthy	27.72066	16.00218	0.09596	0.00205	0.0193	0.00664	0.11167	0.06624	0.1644	0	27.72066	0.99057	0.17962	0	0.62752	0.16588	0.09596	0.46967	0.0193	0.46486
Healthy	20.06613	3.62763	0.08565	0	0	0.08017	0.16254	0.13003	0	0	20.06613	20.05671	0	0	2.58565	4.87942	0.08565	0.03873	0	0.04952
Healthy	1.19916	1.07571	0	0	0	0	0	0	0.10907	0	1.19916	8.46115	0.09724	1.78426	0.08669	0	0	0	0	0
D015212	15.41446	8.80567	4.1894	0.01184	0	0.00041	0.32867	0.12515	0.05472	0.08065	15.41446	2.97543	8.81197	0.1015	0	0.34573	4.1894	0.41164	0	0
Healthy	17.79161	1.57716	2.22677	0	1.18442	0	0.0392	0.79538	0	0.28209	17.79161	3.37247	1.09584	1.90617	1.91707	1.25627	2.22677	0.02929	1.18442	0.02593
Healthy	2.2758	0.07152	0	0.78824	0	0	0	0	0	0	2.2758	0	0	0.97562	0	0	0	0	0	0
Healthy	10.96385	43.918	0	0	0	0	0	1.84905	0	0	10.96385	6.91234	3.48931	0	0	0.4085	0	0	0	0
Healthy	3.93694	2.79806	0.08596	0	0	0	0.09316	0	0.13113	0	3.93694	13.48257	1.57584	0	1.90457	2.94365	0.08596	0.0443	0	0
Healthy	19.30829	3.77448	0.00312	0	0	0	0.39294	0.06487	0	0	19.30829	32.89246	0.36445	0	2.7028	1.20679	0.00312	0.03218	0	0.07906
Healthy	0	0	0.14909	0.00372	0.22438	0	1.23657	0	0	0.0121	0	0.03653	0	27.3174	0	0	0.14909	0.17319	0.22438	0
Healthy	45.76395	1.20125	0	0	0	0	0.03772	0	0	0	45.76395	7.1415	0	4.93118	3.77426	0.05346	0	0	0	0.49845
Healthy	12.9401	3.0314	0	0	0	0.95005	0	0	0	0.16829	12.9401	1.04057	1.68529	0	0	0.04815	0	0.18367	0	0
D015212	24.29097	10.37397	0.21838	0	0	0	0.45593	0.17345	0	0	24.29097	4.84815	0.05369	0	3.19676	0.03309	0.21838	0.11338	0	0
Healthy	41.19809	4.39343	0	0	0	0	0	0	0	0	41.19809	2.68636	6.64375	0	0.15605	0.1098	0	0	0	0
Healthy	3.19439	1.70947	0.00686	0	0	0	0.01491	0	0.04409	0	3.19439	34.88539	1.06318	0.10979	0	0.3509	0.00686	0.00226	0	0
Healthy	9.34308	7.98208	0	0	0	0	0	0	0	0	9.34308	2.23479	0.17793	0	0.61854	0.11738	0	0.0566	0	0
Healthy	0.9493	1.26696	0	0	0	0	0	0	0	0	0.9493	0.77469	11.4639	0	0	0	0	0	0	0
Healthy	16.23618	4.17623	0	0	0	0	0.12584	0	0	0	16.23618	1.13156	0.00176	0.03568	0	0	0	0	0	0
Healthy	1.04694	4.38972	0	0	0	0	0.14386	0.08099	0	0	1.04694	20.70117	2.02806	0.20692	6.52477	0.05426	0	0.01128	0	0.04056
Healthy	1.80316	1.65366	0	0	0	0	0.01052	0.00451	0	0	1.80316	14.76072	0.18631	0.03995	0	0.13432	0	0.0298	0	0
Healthy	3.82031	2.62018	0.09223	0	0	0	2.66587	0	0.12443	0	3.82031	14.15727	1.58777	0	1.95992	3.21879	0.09223	0.04495	0	0
Healthy	40.3879	11.65562	1.44786	0.06672	0.06496	0.1188	0.28805	0	0.32413	0	40.3879	3.63791	0.01368	0	0.06394	0.00423	1.44786	1.7435	0.06496	0
Healthy	26.97358	2.47301	0	0	0	0	0.02487	0	0	0	26.97358	1.01701	0.108	0	0.02724	0.14739	0	0	0	0
Healthy	16.84658	4.3745	0.09662	0.2243	0	0	0.14395	0.00223	0	0.20602	16.84658	6.09829	6.4294	0	4.16831	0.01237	0.09662	0	0	0.01229
