s	Phocaeicola_vulgatus	Bacteroides_stercoris	Phytobacter_ursingii	Dialister_invisus	Enterocloster_sp900540675	Enterocloster_clostridioformis_A	Veillonella_parvula_A	Ruminococcus_B_gnavus	Clostridium_Q_symbiosum	Veillonella_atypica	Flavonifractor_sp000508885	Muricomes_sp000509105	Enterocloster_asparagiformis	Enterocloster_sp000155435	Enterocloster_citroniae	Veillonella_dispar_A	Ruminococcus_H_sp003531055	Lachnospira_eligens_B	Barnesiella_intestinihominis	Alistipes_shahii	Roseburia_sp900552665	Alistipes_obesi	Mediterraneibacter_lactaris	Alistipes_A_indistinctus	Coprococcus_A_catus	Adlercreutzia_equolifaciens
Healthy	-5	-5	1.22779443935852	0.405289998996462	-5	-5	-0.661603275803738	0.0536775869942907	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.732029282108058	-5	-5	-0.730837434568255	-5	-5	-5	-5	-5
Healthy	0.0648509228019003	-5	-5	-0.381157296185197	-1.14496568332412	-1.23664689125178	-1.93070198788447	-5	-5	-5	-5	-1.27262143054851	-2.31785492362617	-5	-5	-5	-0.556517964269678	-0.466876436621578	-0.149163917334318	-0.40585063420172	-5	0.440047506701537	-1.73282827159699	-1.47417804784334	-5	-0.70843136675785
Healthy	0.163042046914198	-5	-1.16742722515382	-5	-1.93181413825384	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0734397261311276	-0.950820755354033	-5	0.486645801523532	0.0996771888341464	-5	-1.0403386297265	-1.47833898488793	-5	-5
Healthy	-3.06550154875643	0.0552024370791423	-5	-5	-1.21817284706757	-5	-5	-1.59619338945258	-5	-5	-5	-5	-2.15428198203334	-2.25649023527157	-5	-5	0.758703774626192	0.427361125959806	0.528662216538698	-0.148796706183593	-0.274905478918531	-0.997747520079462	-0.481512381797438	-1.38362952770873	-0.66368038374646	-0.623989089353751
Healthy	-0.622147580993245	1.35808358643507	-0.492846040344166	0.459522153558161	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0285834518044021	-0.411313809825839	0.479683258594759	0.20625363316708	-0.478691894512974	-0.17134010346468	-5	-1.5679933127304	-5	-5
Healthy	-0.235024783759623	-0.42450040659068	0.852973174510386	-5	-0.746347051516436	-1.9931062920521	0.25226305747647	-0.955185952471362	-5	0.238189170806619	-5	-5	-5	-5	-5	-0.463820467862775	0.571953271962551	-5	-0.557363474217768	-5	-0.165089957532213	-5	-5	-5	-5	-5
Healthy	0.635605372449872	-0.0392771860010727	-0.921869569197436	-5	-2.04095860767891	-5	-1.2720522904552	-1.19172149041723	-5	-5	-5	-5	-5	-5	-5	-5	0.354569392116805	0.835528235481227	0.170355606754507	0.108199575594106	0.344409959525615	-0.244628302980971	-5	-1.72376804207817	-0.407312608233838	-0.995850658099941
Healthy	-5	-5	0.524079211726106	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.699361045364602	-5	-5	-5	-5	-5	-0.623386549142206	-5	-0.674258627846204	-5
Healthy	0.701327027248425	0.850936484552578	-5	-5	-5	-5	-0.374862537040465	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.747413935934598	-5	0.0344279050254031	-0.0867267038509303	-0.195267822901797	-0.333472659751109	-0.454346575903669	-5	-5	-1.07820951434181
Healthy	-5	-2.58004425151024	-0.842966550338798	-5	-5	-5	-2.49757288001557	-2.21752737583371	-5	-5	-5	-5	-5	-5	-5	-5	-0.215168821875531	-0.217541709221458	-5	0.305009389181169	-1.56928011213672	-5	-5	-5	-5	-1.64975198166584
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.547542117176413	-5	-5	-5	-5	-5	-5	-5	-0.0826940912094521	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.184086403529934	-0.212730855565715	-5	-5	-5	-5	0.0607582597307129	-5	-5	-1.30181243013388	-5	-5	-5	-5	-5	-1.01831727262871	0.316454722704005	0.860763705971297	0.676430210163509	-0.870761389868073	-0.739237155063832	-0.925988553991055	-5	-5	-1.2057211342786	-5
Healthy	0.597047648513065	-5	-0.58042421893786	0.413574674331329	-5	-5	-0.940398720237246	-5	-5	-1.46382046786277	-5	-5	-5	-2.53165266958784	-5	-2.15490195998574	0.309940874854429	0.0881821746492156	0.422776910556971	-0.0630441456601563	-5	0.561288662586745	-0.744341626828748	-0.579532646923747	-5	-5
Healthy	-5	1.45406563136189	-1.06854212931099	0.635468666883596	-2.54515513999149	-5	-5	-5	-5	-5	-1.56960240861303	-5	-5	-2.16621562534352	-5	-5	-2.45099673797421	-0.1543067641659	0.454975890504705	-0.213702979655666	0.0807310801396995	-0.282437668097471	-5	-0.635617877661793	-5	-5
Healthy	-0.209869717367059	0.360515786428537	-0.0479441094091813	-5	-0.71496055263348	-5	-5	0.464221197534449	-1.9079815292472	-5	-2.30102999566398	-0.901010360598823	-3.04095860767891	-1.51598503733244	-2.27818938478745	-5	0.667405317979654	0.0166071876214337	0.907083366115026	-1.11475189221861	-0.384186672726646	-1.00147911716496	-5	-5	-0.71556926615548	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0951170236430415	-0.571719385292823	-5	-5	-1.05670338543335	-5	-5	-5	-0.236946559700385	-5
Healthy	0.636792698196409	0.0596239952953615	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.820946544995229	0.56793519676609	-0.859303447453585	-0.563964637392131	-0.855643772631816	-0.555861481573506	-0.103066133893419	-0.406547780653891	-0.643209539648284	-5
Healthy	0.231844084371356	0.101423981632122	-5	-5	-5	-5	-1.03995754427316	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.665747357665769	-1.99439055463972	-0.0949384550161957	0.169374614507314	-0.266915136179745	0.136276535660292	0.219864710299459	-5	-5	-1.23889946104186
Healthy	-0.205818786540333	-5	-5	-5	-2.7619538968712	-5	-5	-1.03607057797344	-5	-5	-1.86454930065449	-5	-5	-5	-5	-5	-5	-5	-5	0.856886512484881	-5	0.330194541369899	-5	-0.450947667923665	-5	-5
Healthy	-0.253412501904652	-5	-1.23530093620163	-5	-5	-5	-0.147081054072743	-5	-5	-2.0695604052333	-5	-5	-5	-5	-5	-1.13948232253825	0.754534094498024	0.402498674600564	-0.0181678071873411	-0.655234511377239	-0.102631363328994	-0.71669877129645	0.317802262227576	-5	0.0284004291366408	-1.01768353030793
Healthy	0.629564530997379	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.197426677081846	0.516458688039161	-0.97765412373012	-0.887596107282125	-0.19812314624242	-1.88107424717422	-0.581997181475564	-5	-1.06565307326174	-5
Healthy	0.616798882468601	-0.817471224721036	-0.732663975036358	1.0101264586654	-1.08286224724356	-5	-5	-2.0783135245164	-5	-5	-2.0515870342214	-5	-5	-5	-5	-5	-5	-2.61798295742513	-0.0304955602407141	-1.07852161962431	0.678208708654225	-5	-5	-1.35418488170336	-1.23672178898102	-1.63264407897398
Healthy	0.741824981765076	0.512436233271875	-5	0.250622463210711	-1.50696041168235	-1.36421476446635	-5	-0.192349987057875	-2.00524305541237	-5	-2.01502287358451	-3.08618614761628	-1.43121178768465	-1.86582289242323	-5	-5	-5	-0.331362526328884	-5	-1.01551769359774	-1.88405682306094	-5	-5	-5	-5	-1.66194212458024
Healthy	0.227171714809996	-0.882861333596115	0.455630450644941	-1.10941133229451	-5	-5	-0.983384452442822	-1.01068369501005	-5	-5	-2.09420411963213	-5	-5	-5	-5	-2.01322826573375	0.945107014990809	-0.123378083965727	-5	-5	0.124927879110533	-5	-0.588312966777988	-5	-0.824111459007101	-5
Healthy	0.696759911572966	-1.5708939916673	0.217797049764238	-5	-5	-5	-1.18742084459095	-1.38320951367028	-5	-5	-0.874258560871285	-5	-5	-5	-5	-5	-0.115221623129591	-0.539432887938998	0.11631878228218	0.348141241483061	0.165793155401706	0.109369279261062	-5	-5	-5	-1.54882784248746
Healthy	-5	-5	-5	-5	-1.98254927048946	-5	-1.11227020271197	-1.27695500835655	-5	-2.61261017366127	-2.32790214206428	-5	-5	-5	-5	-2.29929628285498	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.921797245457428	1.28560703625427	-5	0.678977013973486	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.291349689801722	0.556218046406922	-0.0951438590938602	0.385232583874468	-0.0431115453499228	-0.375078796079138	-1.4171415377755	-5	-5
Healthy	1.41789349300009	0.503455643377785	-0.244483394514988	-5	-5	-5	-0.867740310468955	-5	-5	-5	-1.50307035192678	-5	-2.05601112492623	-5	-5	-5	-5	-5	0.331277444136044	0.388953316589278	-5	-0.266850903311163	-2.08354605145007	-5	-5	-5
Healthy	-1.04272802000706	-5	-0.580606060072578	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.62612059778531	0.221221175166608	0.553800527119176	-5	-0.805763251276171	-5	-5	-5	-0.547140664204148	-5
Healthy	-5	-5	-5	-0.0115748299936968	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.534131492221775	0.127020524095178	-5	0.119074345286202	0.0646900501289073	-0.237366443214094	-5	-5	-1.12407101507707	-5
Healthy	0.538377653845731	-2.25649023527157	-0.166438560953104	1.04720514096898	-0.814004806135286	-1.49852992789959	-5	-5	-0.47553896578455	-5	-5	-1.60994850354101	-1.43663759051339	-2.14996674231023	-1.95546023960759	-5	1.34363129726462	-5	-5	-5	0.00921711276430133	-5	-5	-5	-5	-5
D003424	-5	-5	0.337650907598318	-5	-3.65757731917779	-1.49935193662809	-1.61189879842948	-1.96577273922945	-5	-3.39794000867204	-5	-5	-5	-3.13076828026902	-5	-0.391367010509963	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.41072077876403	0.338755217322839	-5	-5	-5	-5	-5	-2.0204516252959	-5	-5	-5	-5	-5	-5	-5	-5	-0.35145459948916	0.0325099721705726	0.23363311618323	-0.584359020103846	-0.0314796943876871	-1.05153812993872	-5	-5	-1.13359450162195	-5
Healthy	1.60932126202432	-3.35654732351381	-0.85949195696182	-5	-0.300127601306749	-0.91721462968355	-5	-0.590066876668705	-0.399244850360382	-5	0.0138059273405925	-0.944163148981595	-0.705688119097987	-1.12470717462899	-1.01958753839311	-5	-5	0.0215737896474927	-5	-5	-1.11176432672943	-5	-1.60800692774029	-5	-0.526542227184554	-0.894728316893206
Healthy	-5	-5	-5	-0.187755303199631	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.164584814168114	0.262809294244333	-5	0.412771246628812	-0.636388020107856	-1.08836306687056	-1.14557249421214	-5	-0.785182634130541	-1.24351603555739
Healthy	0.880482030485187	-5	-5	0.247845658276882	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.40390617494033	-5	-5	-5	-5	-5	0.577548093621472	-5	-5	-5
Healthy	0.530457123932087	-5	-5	-1.36643055744591	-5	-5	-0.395622726411437	-0.816758635577634	-5	-1.10546241500425	-0.981923936354205	-5	-5	-5	-5	-5	1.24980008047319	0.475334079864758	-0.387512835954988	-5	0.289542131825213	-1.09897782675192	0.280878721786853	-5	-5	-5
Healthy	0.97529667364838	-0.361530711066787	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.172650115525472	0.460348992679969	0.049582366951539	0.452456542619149	-0.138603008033457	0.0260877105687341	-5	-5	-0.957936650567844	-5
Healthy	0.512663054440609	-5	-0.730487055782084	-5	0.117267980418058	-1.22025924882326	-2.03668448861389	-2.51427857351842	-5	-1.58419227236446	-0.660986054888892	-1.52826834851995	-2.39794000867204	-2.33254704711005	-2.54975089168064	-5	-5	0.549037611643316	-0.455845105438075	-1.57283859707403	-5	-5	-5	-2.45967052520913	-5	-5
Healthy	0.728464168084041	-5	-1.60747891006807	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.295325147042704	0.202649036216365	1.05784898627907	0.779890009745948	-1.50237935021871	0.269396182694991	0.135164466656955	-5	-1.01877051258	-5
Healthy	0.862196399306205	0.495104270092025	-1.081235968972	-5	-1.72399801003795	-5	-1.40428338005658	0.433206405407405	-2.73048705578208	-5	-0.847742240812344	-5	-5	-5	-5	-5	0.700364454314186	0.18516520614721	-5	-0.682333557643499	0.134585063440173	-5	-5	-5	-0.302988731300553	-1.75055703855742
Healthy	0.00779896883221234	1.25243333374754	-0.693768035125043	0.884152789800525	-5	-5	-1.50403960511829	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0210256009054261	-0.54515513999149	0.758211463074977	0.263463263111285	-0.642312847667666	-0.183168990500505	-5	-1.3371477667352	-5	-5
Healthy	-5	-5	-0.284272353815048	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.111259039317107	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.495516586213687	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.546411861921562	0.315084068454914	-0.220014116881484	-5	0.195470678551641	-5	-5	-5	-5	-5
Healthy	0.516255008135886	0.11492441704115	-1.65462626944091	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.22170400891117	0.62471514276597	-0.261647606924178	-1.66474274356547	-0.655332694743448	0.20329403824441	-5	-0.81599035029872	-1.05709945885971
Healthy	1.24414866942242	-5	-0.527506839252175	0.908658165985137	-1.070274621622	-5	0.0402066275747111	-0.908684840302777	-1.64801054456437	-5	-0.241648360659185	-5	-1.7594507517174	-1.88873748634093	-1.61296629871764	-5	-5	-5	-5	-5	-0.308405794756961	-5	-1.85917781989069	-5	-5	-5
Healthy	0.0339020202260006	-5	-5	1.10664671819197	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.81116598672803	0.307440410426995	-5	-0.417868428651865	0.407038906840868	-0.280362162914733	-5	-5	-5	-5
Healthy	-0.382569773310074	-0.064568314037166	-0.932371283271754	-0.211944814807324	-2.05060999335509	-5	-5	-5	-1.27132163314909	-5	-1.83953146888096	-1.52549236088302	-5	-5	-5	-5	0.675095211037184	-1.08034671768964	0.282132491087868	-0.188424994129407	-2.4294570601181	-0.0573670127684658	-5	-0.426803379195231	-5	-5
Healthy	1.06768483502515	-5	-1.78041547378575	0.831848027031472	-0.218596510503958	-1.70907544061725	-3.06048074738138	-5	-5	-5	-1.18263298371241	-3.26760624017703	-1.13822670328131	-5	-1.89483057200067	-5	-1.94730605807503	-5	-5	-5	0.00318470200693294	-5	-0.418494073992454	-0.996496385257463	-5	-2.68613277963085
Healthy	-5	-2.75448733218585	-0.744968836654449	-5	-5	-5	-5	-1.4550642341185	-5	-5	-2.27083521030723	-5	-5	-5	-5	-5	0.0938522637514813	-0.653392783393867	-5	0.589231137568254	-1.33338843158097	-5	-5	-5	-5	-0.522285614702042
Healthy	0.0989273952858534	0.447624647149181	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0552598017426773	0.378517815085465	-0.649751981665837	-1.92959267825988	-0.00888029516534269	-1.49295412757267	-0.502006665942298	-5	-0.822867682958225	-5
D003424	1.01134245316442	-5	-0.609418121449565	0.677757469889747	-2.02273378757271	-5	-0.827689031478046	-1.02793608399198	-0.970007824622152	-1.9457700901366	-1.54561253285304	-2.16367588429325	-5	-5	-5	-2.33913452199613	-5	0.170883367764773	-5	-5	-0.274235334311123	-5	-5	-5	-2.00788851221305	-5
Healthy	-0.0366514097716815	0.298130105764736	-1.99396204500268	-2.85387196432176	-5	-5	-1.55595520408192	-1.52782885330764	-5	-5	-5	-5	-5	-5	-5	-5	0.825801175816202	-0.174957061303584	0.0306928040039621	-0.189451624127376	0.169239334017529	-0.180212664558845	-5	-5	-0.671172060985719	-5
Healthy	-5	-5	-5	0.75162393854925	-5	-5	-0.148154832839787	-5	-5	-1.68994426224911	-5	-5	-5	-5	-5	-5	0.700225037408459	0.0232154092349788	-5	-0.167261227525563	0.0045578064083596	-0.560398916165654	-1.42608455957845	-5	-0.666613188340468	-1.03910132267334
Healthy	-0.184475379632482	-1.8703101078007	-5	-5	-2.22548303427145	-5	-5	-2.36351210364663	-5	-5	-2.62893213772826	-5	-2.64781748188864	-5	-5	-5	-1.3963144503853	0.722642147730201	0.654836629819813	-0.122237159223828	-1.71851211205992	-1.43628166003432	-5	-0.740908071367785	-0.929740422599425	-1.23321548450214
Healthy	0.883599550877408	-5	-1.39243775681641	-5	-5	-5	-0.745766217349854	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.00165346260364	0.678482869234569	0.551154674931419	0.474331380576824	-0.893877125993346	0.704158241376512	0.523993450315614	-5	-0.392309127785389	-0.890691494753251
Healthy	0.830215155987592	-5	-1.74982405191607	-5	-5	-5	-0.569618529717061	-5	-5	-0.221378518590136	-5	-5	-5	-5	-5	-0.880711110875392	-0.18008115382097	-0.0393437474570593	-5	0.202234859257388	-1.03095703269419	-0.45880779999052	-5	-5	-2.42136079003193	-5
Healthy	0.969522143075081	-5	0.023951707423388	-5	0.137195811940548	-5	-0.73574901781303	1.10853830230014	-1.2329926360502	-5	-0.920782564253433	-1.38531365771799	-5	-1.50003813440381	-1.88706002391592	-2.63078414258986	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.0691018855899	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.98505965020706	-0.887797309269464	-5	-5	0.909444767142668	-0.591183620020065	-1.96457026181545	-5	-1.48439105076552	-5
D003424	0.658059118703411	1.51148777244532	-5	-5	-5	-5	-5	-5	-5	-5	-0.546911101438568	-5	-5	-5	-5	-5	-5	-0.749970550309066	-5	0.294948752378345	-1.23381030668984	-5	0.499489131165931	-5	-5	-5
Healthy	0.497108031777687	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.580953422895841	0.200853232934368	-0.0240445964429466	-1.08207457793526	-0.584959842632557	-1.3624102141613	-5	-0.506109960746993	-0.741410602438539
Healthy	-5	-5	-3.01772876696043	-5	-5	-5	-1.39040559077478	-5	-5	-5	-5	-5	-5	-5	-5	-1.23210238398191	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0622133355219408	-0.285167487566667	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.256670575472646	-0.566870482419514	-1.36815053784018	-0.996798053478308	-0.874648879485247	-5	-0.820821770790206	-5	-5	-5
Healthy	-2.55595520408192	1.57518565034894	-5	-0.0516408352936168	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.45247142354022	-0.943247559432561	-5	-5	-0.144299169164563	-5	-5	-5	-5	-5
Healthy	0.620558687537684	-5	-5	0.895760015307771	-5	-5	-1.2947351376826	-5	-5	-1.41318773055662	-5	-5	-5	-5	-5	-1.67284548759057	0.602151183594309	0.957523963477698	0.257479377580138	-0.913711370978318	-0.0674552116593591	-0.287106286703461	-0.188237376551686	-1.57283859707403	-0.741698024343076	-1.80604102198081
Healthy	-0.00158371602912441	0.44659929345697	-1.32605800136591	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.217299658976496	-0.0932556426976515	0.287326880582975	0.653581989424265	-0.597652627151632	0.756909832848707	-0.493008181276385	0.302521404926002	-5	-5
Healthy	-1.02168250325325	-5	0.519880473321659	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04169697947985	0.0968613693019848	-1.29089971844883	-5	-5	-5	0.09638158957146	-5	-5	-5
Healthy	0.849410199530512	-5	1.12314607431154	-5	-0.487662537667064	-5	-0.188237376551686	0.342850841980027	-5	-1.347173697439	-1.99481948749622	-0.879689357363537	-5	-5	-0.366895292088333	-0.347173697438995	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0962633015462419	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03898198947346	0.193642102555112	0.532356836750841	0.246060125881786	-5	-0.128199469735239	0.491496164208524	-5	-0.248913445113983	-5
Healthy	-1.61457248519487	0.960494085155965	-5	0.573966408242126	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.415562586336425	-5	-1.59108197915322	0.121865023308059	-5	-0.0454873469190219	-5	-0.730767336193169	-5
Healthy	1.06885015806359	-5	-5	-5	-5	-5	-5	-1.3612113328426	-5	-5	-5	-5	-5	-5	-5	-5	-2.05799194697769	0.379310957730898	0.474835202538088	-0.668511967239468	0.151351460536374	-1.32066296947921	-5	-1.7486051499599	-1.02466011539454	-5
Healthy	-0.338461792029604	-5	-5	1.06706750671768	-5	-5	-5	-5	-3.04575749056067	-5	-5	-3.26760624017703	-2.79317412396815	-2.79317412396815	-2.57024771999759	-5	-5	-0.461376003536772	-5	-0.581864501574768	-0.265896559378767	-0.188337875888433	-0.566038255121104	-0.478678818670863	-0.665727242592844	-1.35085993585578
Healthy	0.788355063489047	0.295791335922501	-0.420799663779145	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.125211170928363	0.830423130528409	-0.168802334930614	-0.418084458794059	0.0752549005329002	-1.35320431122153	-0.882430436536172	-0.469672210221914	-1.42980743890427
Healthy	1.20372377970399	-5	-0.322219729028618	-5	-1.32477174640694	-5	-0.0515528006453024	-1.20830935097988	-0.761226498279304	-0.708631149548417	-1.0081539463551	-1.77288491741087	-1.14831368455757	-1.81389162018679	-1.08714052483764	-3.19382002601611	0.559142648012484	-5	-5	0.268996620854813	0.145326954624265	-0.62324060459512	-0.173199818611494	-0.383892242907537	-0.942942791362578	-5
Healthy	-0.429877548595588	-1.13703424102224	-5	0.252384516707471	-5	-5	-5	-1.93892467637021	-5	-5	-1.6017126946426	-5	-5	-5	-5	-5	-1.351835221426	0.560866276030581	-0.0193422692187347	-0.511773715464357	-0.742057569426865	-0.213653256295537	-1.15082636690117	-5	-0.942980875677234	-1.92154318194671
Healthy	0.708875354151484	-5	-5	-5	-0.974858050374807	-5	-5	0.282463499599315	-5	-5	-5	-5	-5	-5	-5	-5	0.897154057498173	-5	-0.18874010596078	-5	-5	-5	-5	-5	-5	-5
Healthy	0.00684668533047919	0.454518635694479	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.223093389574187	-0.147300474760439	0.312680778423457	0.620521229342052	-0.538756662419227	0.747469295658624	-0.496440820834677	0.286629344720414	-5	-5
Healthy	0.451267427521796	1.3075026699458	-5	0.655489955742188	-5	-5	-0.833155624168051	-5	-5	-0.995291803455663	-5	-5	-5	-5	-5	-5	-5	-0.00800793750150933	0.0307858660960387	-0.0945171402363348	-0.33102734351991	-0.404459689602041	-5	-5	-1.53865156635202	-5
Healthy	-0.415499162475889	-0.168462949798874	-5	0.34122870530905	-5	-5	-5	-0.183056440384515	-5	-5	-5	-5	-5	-5	-5	-5	1.19326961736069	-5	-5	-0.622165775529451	-5	-5	-0.962892367332073	-5	-0.905039997563334	-5
Healthy	1.37369358140057	0.48998658819038	-0.281332264683789	-5	-5	-5	-0.836302054107431	-5	-5	-5	-1.54637592640855	-5	-1.74304184743907	-5	-5	-5	-5	-5	0.321898625688184	0.444199427212729	-5	-0.177348187245715	-1.72216166699795	-5	-5	-5
Healthy	0.921513763579328	-5	-0.518385407733063	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.161182264192439	0.454385941698256	0.224413919573393	-0.327403451852284	-0.47590259863655	-0.72999699989494	-5	-0.724619532472566	-0.883757642036665
Healthy	-0.969319336000098	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.710021691267322	-0.58609700249556	-0.0464770850317448	-0.158202701125645	-0.267831488311101	-0.592388179974068	-0.995850658099941	-1.04253638427007	-0.99891561870778	-2.15490195998574
Healthy	0.445490555798713	-5	0.890686991617281	-5	-5	-5	-0.363301526897379	-5	-5	-0.686301470439688	-5	-5	-5	-5	-5	-0.958804766303191	-5	-5	-3.82390874094432	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.57839607313017	-0.863089272518624	-5	-5	-5	-5	-1.75104638450429	-5	-5	-5	-5	-5	-5	-5	-5	-0.1760890875887	-0.198075174939782	-5	0.303172289410408	-1.36101184065632	-5	-5	-5	-5	-2.20342566678957
Healthy	0.699969467881941	-5	0.583301949173759	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.230900863339276	-1.35704112059021	-5	0.129422403000939	-5	-5	-5	-5	-5	-5
Healthy	-2.46597389394386	-5	1.83525802710162	-3.74472749489669	-5	-5	-2.49757288001557	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.113791375832503	-5	-0.182765269574502	-5	0.370718438092619	-5	-5	-5	-0.837405725557578	-5	-0.29985898072258	-0.973017556808395	-0.754586046695175	-5	-1.64762450499948	-5	-5	-5	0.411929324967519	-1.18990195931886	-5	-1.07706704344479	-5	-1.35261702988538	-5	-5
Healthy	-2.23582386760967	-5	-5	-5	-5	-5	-0.885489095151126	-5	-5	-0.366339689242131	-5	-5	-5	-5	-5	-5	-0.544089759617257	0.619734902433506	-0.179358555744519	0.361419944292851	-5	-5	-5	-0.549581519063189	-0.70745597166642	-5
Healthy	-0.384376054498974	0.693681231308793	-5	-5	-5	-5	-1.66514431038271	-5	-5	-5	-5	-5	-5	-5	-5	-2.36251027048749	0.762077336219355	0.0537735267840001	-0.560162239118304	-0.704235038770228	-0.622766623247251	0.0605316437121939	-5	-1.83356988615672	-0.550938353141859	-5
Healthy	-5	1.48969149601129	-0.593510916040238	0.913244659704693	-1.54136215097435	-2.28650945690606	-2.50863830616573	-1.89928491342692	-5	-5	-2.22040350874218	-5	-5	-2.54975089168064	-5	-5	-5	0.0216027160282423	0.708568756058618	-0.11009350842252	-0.254331973834442	0.270916294203134	-5	-0.437814235058724	-5	-5
Healthy	0.390040882207524	1.11153167936361	-5	-5	-1.4933596944335	-5	-0.849427752331002	-2.0670191780768	-2.57511836336893	-1.19382002601611	-1.51527319570134	-1.91364016932525	-1.20425897913076	-1.52885503483937	-1.87484417041947	-1.41330019837595	-5	0.715317117597077	-0.297379931929363	-0.316466680124868	0.731731357959516	-0.690305970434158	-5	-1.83683862502298	-5	-2.01099538430146
Healthy	-5	1.4520213207057	-1.4847886956722	0.620242272288606	-2.84466396253494	-5	-5	-5	-5	-5	-1.29302632382382	-5	-5	-5	-5	-5	-5	-0.186886245992101	0.468843383557925	-0.243614957619103	0.118234956216645	-0.306334595140779	-5	-0.568571900683217	-5	-5
Healthy	-0.628618080833349	-1.04609540658654	0.0323003764185117	-5	-2.72124639904717	-5	-1.7440042732776	-3.18708664335714	-2.77989191195994	-2.48811663902113	-2.27572413039921	-2.00833099262005	-5	-2.54515513999149	-2.2839966563652	-3.65757731917779	-5	-5	0.530945940726829	-0.682479872715191	-0.458982707154343	-0.529192738698152	-0.543573230631168	-1.4789927475914	-0.226301300141219	-0.438934411327288
Healthy	0.492114751631883	-2.69897000433602	-5	-5	-5	-5	-0.00950575065591549	-2.71219827006977	-5	-5	-5	-5	-5	-5	-5	-1.67716072731368	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
