group	Bacteroidaceae	Enterobacteriaceae	Marinifilaceae	Pasteurellaceae	Lactobacillaceae	Veillonellaceae	Peptostreptococcaceae	Erysipelatoclostridiaceae	Eggerthellaceae	Micrococcaceae	Bacteroidaceae	Ruminococcaceae	Bifidobacteriaceae	Tannerellaceae	Dialisteraceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
Healthy	36.34157	0	1.05542	0.04992	0	0.30816	0.00403	0	0	0	36.34157	3.10433	0.05064	1.99816	10.1069	0	0	0	1.05542	0.02485
Healthy	39.822	0	0	0.25226	0	0	0.46742	0	0	0	39.822	4.51318	9.46123	0.42342	0.90171	0	0.01366	0	0	0
Healthy	85.8034	0	0	0	0	0	0	0	0	0	85.8034	0	0	0	13.8698	0	0	0	0	0
Healthy	20.08164	0	0	0	0	0	0.63379	0	0	0	20.08164	2.2177	0.1119	3.1804	0	3.09211	0.24439	0	0	0
Healthy	0	5.00744	0	0.36493	0	23.01613	0	0	0	0.07693	0	0	0	0	0	0	0.38073	0	0	0.65981
Healthy	25.0597	0.09209	0	0	1.45064	0.01339	0	0	0.116	0	25.0597	9.01843	1.10153	1.88749	4.77863	1.84214	1.96708	0	0	0.0351
D001943	61.99308	0.08062	2.23286	0.02677	0.01403	0.00328	0.02381	0	0.02275	0	61.99308	3.8838	0	4.47677	0	1.25187	2.09472	0	2.23286	0.00028
Healthy	27.48794	0	0	0	0	0	0	0	0	0	27.48794	0	0	0	0	5.55733	0	0	0	0
Healthy	61.56955	30.1017	0	0.01118	0.37149	0.01695	0.02738	0	0	0.01124	61.56955	0	4.8575	1.59268	0	0	0	0	0	0
Healthy	19.06235	2.20711	1.45573	0.26539	0.39153	0.15961	0.10178	0.00149	0.17878	0.02753	19.06235	8.36463	8.70708	0.00671	2.38636	0	1.44924	0	1.45573	0.21543
Healthy	4.51312	0	0	0	0	0	0	0	0	0	4.51312	1.49969	1.24353	0	80.9451	0.02399	0.88147	0	0	0.02424
Healthy	3.40513	0	0	0	0	0	0	0	0	0	3.40513	0.62714	2.07903	0.72918	0	0.05372	0.28988	0	0	0
Healthy	37.71015	0.88721	0.76443	0	0	0	0	0	0.01844	0	37.71015	1.25627	0.35016	6.09755	0.06532	2.88489	0.03388	0	0.76443	0.64912
Healthy	24.28173	10.8525	0.00126	0	12.55957	0.18998	0	0.14809	0.00834	0	24.28173	0.18011	39.58076	3.31339	0.00056	0	0	0	0.00126	0.0065
Healthy	46.74125	0	0	0	0	0	0	0	0	0	46.74125	1.48809	0.04286	3.26971	0	12.9367	0	0.05074	0	0
Healthy	48.03576	0	2.4475	0	0	0	0	0.09935	0	0	48.03576	2.71466	0.75723	3.89131	0	2.09284	3.13581	0.03181	2.4475	0.06251
Healthy	10.8547	0	0	0	0	0	0	3.33942	0	0	10.8547	21.74182	0	0	0	0	0	11.47081	0	0
Healthy	22.21484	0.04461	0.71032	0.00174	0	0	0.01353	0	0.01612	0	22.21484	5.85852	0.80289	1.74413	0.04341	2.3985	0.07898	0	0.71032	0.03367
Healthy	14.1751	9.13135	0	0	0	0	0	0	0	0	14.1751	3.13926	16.95968	0.62653	1.43343	0	0.06944	0	0	0
D001943	41.87119	0.97032	0	1.2932	0	0.23258	0.23443	0	0.00908	0	41.87119	8.70422	0.65296	8.00821	0	0	0.03331	0	0	0
Healthy	34.70558	0.28345	1.93279	0.18274	0	0.13097	0	0	0	0	34.70558	4.07253	0.02025	5.17786	2.53376	2.61023	0.00302	0	1.93279	0
Healthy	67.35244	0.93913	0	0	0	0.86554	0	0	0	0	67.35244	0.0859	0.18095	0	10.3389	0	0	0	0	0
Healthy	32.89581	0	0	0.1783	0	0	0	0.84664	0	0	32.89581	37.09145	1.17339	0	0	0	0	0	0	0
Healthy	40.34652	11.7181	1.32082	0	0	0.71376	0	0	0	0	40.34652	0	0.05557	0	8.30006	18.4747	0.15466	0	1.32082	0
Healthy	7.72546	0.10058	0.82352	0	0.03183	0	0.04348	0	0.10872	0	7.72546	10.44335	1.0068	2.42347	6.87772	7.81642	2.71049	0	0.82352	0.05142
Healthy	21.92546	0	0	2.54066	0	0	0.22817	0	0.03545	0	21.92546	6.83973	48.16496	0.11381	0.16245	0	0.0127	0	0	0
D001943	69.40955	0.41193	0	0.13837	0	0.06985	0.01537	0	0.00058	0	69.40955	1.25237	0.07442	5.92757	0	0.32487	0.5155	0	0	0.00351
Healthy	55.56629	0.06497	1.25327	0	0	0	0	0.59152	0	0	55.56629	3.65626	0.16752	4.51533	0	1.35507	0.05006	0.02964	1.25327	0.37619
Healthy	42.04291	0.10785	1.96096	0.02	0	0.19412	0.00543	0	0.0221	0	42.04291	5.84638	0.14878	0.95954	0	1.6312	1.06174	0.17209	1.96096	0.1318
Healthy	53.62805	0.03781	0.62078	0	0	0	0	0	0	0	53.62805	1.56935	0.22416	1.02503	5.73747	0	0.0969	0	0.62078	0.03027
Healthy	48.8159	0.03555	0.78566	0.02909	0	0	0	0	0	0	48.8159	1.96752	0.49686	2.44127	0	1.79338	5.85273	0	0.78566	0.0129
Healthy	54.17165	0	1.08319	0	0	0	0	0	0	0	54.17165	3.23501	0.11531	0.84037	0	0.75346	0.11982	0	1.08319	1.24688
Healthy	50.03803	1.08832	0	0	0	0	0	0	0.01672	0	50.03803	3.73196	0.01618	1.78923	9.20421	0	0.25922	0	0	1.31321
Healthy	6.39134	0	0	0	0.18683	0	0.14655	0	0.0763	0	6.39134	1.25278	2.69248	0	1.98301	0.50524	0.0269	0.04087	0	0
Healthy	2.99199	0.02963	0	0	0.0153	0	0.02961	12.8928	0.1231	0.00293	2.99199	0.2621	3.58327	0.3769	0	0.04595	0.0003	0.07054	0	0.00442
Healthy	55.58761	0.08308	1.02826	0.019	0	0.20453	0	0	0	0	55.58761	2.19737	0.61349	5.12028	6.18362	6.29669	0.2951	0	1.02826	0.58232
Healthy	72.89246	0.47656	0	0	0	0	0.64266	0	0	0	72.89246	6.32975	0.19969	5.37944	0	0	0	0	0	0
Healthy	37.64374	0	0	0	0	0	0	1.38954	0	0	37.64374	4.09632	0	0.76827	0	0.3993	0.06228	0	0	0
Healthy	4.66364	0	0	0	0	0	0	0	0	0	4.66364	1.1805	1.15502	0	81.6769	0	0.5874	0	0	0
Healthy	56.28455	0	0	0	0	0	0	0	0	0	56.28455	3.53649	2.07337	0.30182	0	4.04901	1.13979	0	0	0
Healthy	1.46977	13.3728	0	0	0	0	0	0	0	0.11785	1.46977	0	63.96066	0.07567	0	0	0.00451	0	0	0
Healthy	22.92809	1.14409	1.46441	0	0	0.09039	0	0	0.00804	0	22.92809	4.70747	2.34465	5.9107	0	1.3808	1.97889	0.0651	1.46441	0.22721
Healthy	2.80734	0	0	0	0	0.03456	0.15088	1.38487	0	0	2.80734	31.0613	0	0	0	0	0	13.6877	0	0
Healthy	50.35432	13.1928	0	0.05048	0	0.00446	0	0	0.00379	0	50.35432	3.08489	0.44813	0.12317	0	0	2.28503	0	0	0.234
Healthy	69.52707	0	1.10253	0	0	0.01906	0	0	0.00314	0	69.52707	8.22596	0	4.70028	0	0	5.48059	0	1.10253	0
Healthy	62.74855	0	0	0	0	0	0	0	0.02802	0	62.74855	4.56837	0	0	0	0	0	0	0	0.15408
Healthy	60.4722	0	0.9248	0.08553	0	0	0	0	0.6735	0	60.4722	9.20785	0	5.52126	0	0	5.96924	0	0.9248	2.54249
Healthy	16.46776	0	2.02803	0	0	0	0	0	0	0	16.46776	17.92936	0.07066	2.30945	0	17.6279	0.00451	0.12202	2.02803	0
Healthy	17.725	2.40029	0	0	0	0.12931	0	0	0	0	17.725	17.12747	1.2768	1.36347	0	0.88791	0.27022	0.39354	0	0
Healthy	39.6444	0.02524	0.37936	0	0	0	0	0	0	0	39.6444	10.51874	0	2.33571	0	0	0.14091	0	0.37936	0.44008
Healthy	36.44417	0.25322	0	0	0	0	0.49098	0	0	0	36.44417	8.75272	0	28.0902	0	0	0.01915	0	0	0.04805
Healthy	53.81751	0	0	2.80085	0	0.26917	0	0	0	0	53.81751	3.66332	0.45712	4.33194	4.66141	1.07998	1.25218	0	0	0.18827
Healthy	14.18347	0.78188	0.18279	0	6.43507	0.0002	0.11721	0	0.08733	0.04321	14.18347	1.96488	23.78961	1.50887	1.78541	0.74653	0.56922	0	0.18279	0.18237
Healthy	56.59231	0	1.13476	0	0	0	0	0	0	0	56.59231	4.89413	0.27021	6.24406	4.48642	3.66763	6.28482	0	1.13476	0.11798
Healthy	50.4777	0	1.31608	0.01352	0	0	0	0	0	0	50.4777	1.674	1.0567	5.49203	0	0	0.71348	0	1.31608	0.03555
Healthy	32.12701	0.04166	2.38534	0.02031	0	0.02475	0	0	0.01628	0	32.12701	6.31238	0.56315	10.00908	0.3118	5.43386	1.43913	0.17603	2.38534	0.1123
Healthy	38.41581	0.01547	0.91986	0.02697	0.03608	0.00086	0.00671	0	0.01765	0	38.41581	10.37141	0.57848	3.24381	1.07601	1.24469	2.33347	0	0.91986	0.10925
Healthy	34.2313	0.14069	1.01049	0	0	0	0	0	0.44962	0	34.2313	4.64649	12.63152	6.3601	0	0	0.11675	0.22303	1.01049	0.15444
Healthy	24.81135	0.01194	0.98986	0.02811	0	0.01532	0.01431	0	0.00492	0	24.81135	5.91395	2.60605	1.92303	4.18592	3.57007	0.00546	0	0.98986	0.26
Healthy	52.69573	0.13373	1.18209	0	0	0	0	0	0	0	52.69573	5.17678	0.09737	3.29696	0	2.13946	0.07268	0	1.18209	2.84099
D001943	51.17663	0.09094	0.77255	0.7439	0.00217	0.00125	0	0.00737	0.00428	0	51.17663	3.09601	0.01474	2.86311	0	0	0	0	0.77255	0.13933
Healthy	25.60674	0	1.45011	0.00677	0	0.00925	0	0	0.04065	0	25.60674	38.59894	2.20538	1.39024	0.29805	0.50852	1.73585	0.04896	1.45011	0.0137
Healthy	44.4483	0	0	0	0	0	0	0	0	0	44.4483	6.73902	0.4049	1.10036	0	1.13354	0	0	0	0
Healthy	0.50446	1.12951	0	0	0	0	0	0	1.2394	0.14858	0.50446	1.62815	5.23023	0	9.64947	0	0.05784	3.57408	0	0.01696
Healthy	33.8336	0.1259	0.93011	0	0	0	0	0	0.37221	0	33.8336	4.49584	12.38999	6.73179	0	0	0.00192	0.22305	0.93011	0.1649
Healthy	19.94803	0.10402	1.40695	0.17493	0	0	0	0	0	0	19.94803	13.96709	0	1.19443	0	0	7.66039	0.8228	1.40695	1.89966
Healthy	21.58085	0.27525	0	0	0	0	0	0	0.01367	0	21.58085	6.91997	0.02785	4.71009	0	9.07165	4.3845	0	0	0
Healthy	37.6666	0.10043	2.32708	0	0	0	0	0.05688	0	0	37.6666	1.88346	1.12172	8.06429	0	0	0.31544	0	2.32708	0.00709
Healthy	85.50857	0.46436	0	0	0	0.02585	0	0	0	0	85.50857	0.85778	0	3.27117	3.5177	0	0.09861	0	0	0.16014
Healthy	8.80531	0.50805	0.5829	0.00145	0.05837	0	0.02551	0	0.08319	0	8.80531	8.15544	50.51819	1.76381	0.00612	1.59842	0.01215	0	0.5829	0.02098
D001943	76.15754	0.2634	0.37335	0.05983	0	0.03628	0.00291	0	0.0021	0.0004	76.15754	0.73079	0.13896	2.60786	0	0	0.0467	0	0.37335	0.00394
Healthy	54.35268	0	0	0	0	0	0	0	0	0	54.35268	1.02896	0	4.32419	8.84249	0	0	0	0	0
Healthy	37.30406	1.01986	0	0	0	0	0	0	0.13289	0	37.30406	14.70855	0.24061	0.38125	0	0	3.22835	0.84585	0	0
Healthy	40.17989	11.9185	1.39155	0	0	0.70605	0	0	0	0	40.17989	0.01321	0.05024	0	7.87272	19.1915	0.15667	0	1.39155	0
Healthy	74.7192	0	0	0	0	0	0	0	0	0	74.7192	2.23326	0	1.19315	0	0.24072	0	0.00641	0	0
Healthy	10.58707	0.23195	0	0	0	0	0	0	0.11783	0	10.58707	3.51368	1.32013	3.9494	0.57046	1.91231	0	0	0	2.21255
Healthy	64.33271	0	0	0	0	0	0	0	0	0	64.33271	1.56837	0.06782	1.86123	2.93303	0	0.19925	0	0	0.02806
Healthy	15.54858	0	0	0	0	0	0	0	0	0	15.54858	13.17879	0.89351	1.87638	0	0.31167	2.47967	0	0	0.27872
D001943	50.30094	0.04214	4.25103	2.32462	0	0.00449	0.01223	0	0	0	50.30094	3.32099	0.03458	1.83507	0	0	1.06444	0	4.25103	0
Healthy	46.80928	0	0	0	0	0	0	0	0	0	46.80928	20.50122	0.51722	1.85242	18.1179	0	0.01387	0	0	0
Healthy	40.28303	0	0.94033	0.05106	0	0.00804	0	0	0.22619	0	40.28303	7.6719	0	5.05717	0.43307	0.69516	0.01643	0	0.94033	0
Healthy	36.41384	0	0	5.1508	4.05795	1.46389	0.04933	0	0	0.01967	36.41384	8.16256	3.13172	2.12069	0	0	0.68711	0	0	0.54046
Healthy	57.64998	0	0	0	0	0	0	0	0	0	57.64998	2.4178	0.0395	2.00203	3.33441	0.0382	0.16241	0	0	0.05318
Healthy	60.80906	0	0.90225	0.06271	0	0	0	0	0.52463	0	60.80906	9.06645	0	5.70685	0	0	5.81367	0	0.90225	0.21838
Healthy	30.07558	15.7736	0	0	0	0.01422	0	0.11869	0.00331	0.01187	30.07558	0	31.6769	2.87763	0	0	0	0	0	0
Healthy	32.53523	0.04022	2.42495	0.00582	0	0.02875	0	0	0.05238	0	32.53523	6.56554	0.56571	9.75446	0.38914	5.63244	1.40307	0.13943	2.42495	0.17498
Healthy	49.0367	0.01905	0.0005	2.30553	0	0.53552	0.54573	0	0.00386	0.00937	49.0367	5.36158	0.21055	1.13747	0	0.27099	0.00093	0	0.0005	0.00129
Healthy	17.20254	8.72317	0	0	0	0	0	0	0.1652	0	17.20254	5.96816	0.98161	0.79286	0	2.05266	0	0	0	0
Healthy	55.58692	0.03644	0.57779	0	0	0	0	0	0	0	55.58692	1.72048	3.53792	15.57429	0	2.83733	0.06139	0.6442	0.57779	0.04158
Healthy	55.67793	0.04332	1.04674	0	0	0.2574	0	0	0	0	55.67793	2.14467	0.69914	5.09986	6.15186	6.55997	0.21907	0	1.04674	0.62092
Healthy	56.07106	0	1.0504	0	0	0	0	0	0	0	56.07106	4.81446	0.20325	6.12678	4.63986	3.77465	5.92498	0	1.0504	0.12451
Healthy	27.82178	0	0.66718	0.00706	0	0.11699	0	0	0.0021	0	27.82178	1.5954	0.8075	8.36338	11.7787	0.44742	0.53477	0	0.66718	0.28943
Healthy	92.47288	4.29812	0	0	0	0	0	0	0	0	92.47288	1.46801	0	0	0	0	0	0	0	0.05325
Healthy	83.80784	0.15006	0	0	0	0	0	0	0	0	83.80784	1.00764	0.11591	5.7834	0	2.00946	0.49721	0	0	0.00424
Healthy	18.01673	20.6263	0.62961	0	0	0.00303	0.1098	0	0	0	18.01673	5.38343	0.17434	1.76117	0	4.3312	0.16631	0.07681	0.62961	0.02404
Healthy	36.79276	0	0	0	0	0	0	0	0	0	36.79276	5.67625	0	0.11371	0	2.0332	0	0	0	0
Healthy	7.19654	36.5553	0.19016	0.00663	0.01787	0	0.02758	0.23969	0.00195	0	7.19654	8.5098	1.79538	2.54773	0	0.07946	0.66219	0.20334	0.19016	0.05578
Healthy	0.04432	13.1569	0	0.1008	0.00766	1.09726	0.05599	0	0	0.26675	0.04432	0.00169	31.95102	0	0	0	0	0	0	0
Healthy	9.05804	10.1604	0	0	0	0	0	0	0.15529	0	9.05804	4.00841	0.02261	2.92682	2.69365	0	0.24671	0	0	0.09859
Healthy	45.6854	0.11372	1.78906	0	0	0	0	0	0.0192	0	45.6854	5.62916	1.60596	5.02736	0	0	0.03476	0.00982	1.78906	0.12715
Healthy	50.72693	0	0	0	0	0	0	0	0	0	50.72693	7.97302	0.54728	1.00992	0	0.4927	0	0	0	0
Healthy	60.9472	0	0	0	0	0	0	0	0	0	60.9472	0	0	0	11.9045	0	0	0	0	0
Healthy	39.4583	0.06304	0	0	0	0	0	0	0	0	39.4583	9.45053	0	2.33277	0	0	0.12691	0	0	0.4079
Healthy	0.01147	4.95832	0	0.00478	0.03826	3.77146	0	0	0.07489	0.02039	0.01147	0.01362	0.00411	25.6359	0	0	1.00962	0	0	0.06961
Healthy	39.57763	0.013	0	0	0	0	0	0	0	0	39.57763	10.26021	0	2.37028	0	0	0.12129	0	0	0.42463
Healthy	16.32619	0.02604	0.58261	0.00704	0.02969	0.00627	0.03473	0	0.0544	0	16.32619	5.81022	14.72483	1.63452	0	0.56562	0.56041	6.63006	0.58261	0.01912
Healthy	40.12219	24.2319	0	0.02296	0.02715	1.2527	0	0	0.01149	0	40.12219	0.0691	14.9663	0	0	0	0.06597	0	0	0.00727
Healthy	8.0819	19.1221	2.04269	0.14345	0.02768	0.04766	0.0633	0	0.3801	0.04522	8.0819	10.46787	1.36108	0.98117	4.32359	5.44118	0.16273	0	2.04269	0.03153
Healthy	19.80219	0.39448	0	0.00479	0	0	0.06948	0.12418	0	0	19.80219	26.64697	0	0	0	0	0	2.12866	0	0
Healthy	60.8719	0	0.95151	0.11607	0	0	0	0	0.63244	0	60.8719	8.75788	0	5.73805	0	0	6.07816	0	0.95151	0.18256
Healthy	53.8852	0	0	2.86011	0	0.32239	0	0	0	0	53.8852	3.5055	0.43899	4.07057	4.56458	1.0339	1.29227	0	0	0.15101
Healthy	46.73087	0.36406	0.39881	0.0034	1.10416	0.02385	0	0.07937	0	0	46.73087	11.63775	0.07073	0.3542	0	0.43669	0.98753	0	0.39881	0.01095
Healthy	12.42646	0.01828	0.09559	0	0	0	0	0	0.05647	0	12.42646	8.49334	0.17807	15.90736	0	1.46036	0.61092	0	0.09559	0
Healthy	10.64488	33.6638	0	0.00209	0	0.00776	0	0.08937	0	0.03075	10.64488	0.01281	30.742	0	0	0	0	0	0	0.00889
Healthy	15.45659	7.06204	0.36223	0.10829	0.06375	0	0.24902	0.03766	0.12077	0.01284	15.45659	3.44893	0.79842	1.95038	0	2.03123	0.11503	0	0.36223	0.05862
Healthy	13.04014	0.33736	0	0	0	0	0	0	0.1724	0	13.04014	7.5269	2.05995	4.94345	0	5.71515	0.18712	0	0	0.12157
Healthy	17.38951	0.17371	0.98588	0.0664	0	0	0.3102	0	0	0	17.38951	14.59239	4.02128	1.65329	0	4.67326	0.19221	16.5498	0.98588	0.02374
Healthy	52.87809	0	1.04702	0	0	0	0	0	0	0	52.87809	3.44359	0.14205	0.92958	0	0.77599	0.09805	0	1.04702	1.19404
Healthy	19.18565	0.59056	0	0	0	0	0.55552	0	0	0	19.18565	15.79299	8.90657	1.39914	0	2.8473	0.05562	12.913	0	0
Healthy	73.71083	0.19561	0	0	0	0.9821	0	0	0	0	73.71083	4.32336	0.35222	2.72167	8.33533	0	0.03336	0	0	0.52318
Healthy	13.99838	0	0	0	0.16398	0	0.53728	0	0.11649	0	13.99838	4.3746	3.82903	1.47263	0	6.31208	0.33708	2.93408	0	0.16905
Healthy	40.48483	0.01955	0.66493	0	0	0	0	0	0.2345	0	40.48483	8.27183	5.56612	3.03062	0	0	0.00977	0.06662	0.66493	0.22855
Healthy	5.09708	0	0	0	0	0	0	0.02445	0.02502	0	5.09708	7.52308	2.64798	0.10651	10.8018	0	0	0	0	0.84649
Healthy	55.66334	0	0.59467	0	0	0	0	0	0	0	55.66334	1.85497	3.65534	15.20628	0	2.92562	0.078	0.67741	0.59467	0.02324
Healthy	1.04537	1.48965	0	0	0	0	0.11413	0	0.19887	0	1.04537	6.84077	3.92658	0.20294	0	0.19789	0	6.56249	0	0.01966
Healthy	43.38237	0.10214	0	0	0	0	0	0	0	0	43.38237	3.98953	3.44091	3.29539	7.30566	5.63966	0.67253	0.70794	0	0
Healthy	35.26965	0	0	2.01685	0	1.04035	0	0	0	0	35.26965	5.2914	1.01309	1.90207	0	0	6.01891	0	0	0.02377
Healthy	18.32667	0	0	0	0	0	0	0	0	0	18.32667	10.18136	1.96222	0.19591	0	1.34769	0	0.46264	0	0
Healthy	59.55566	0	0	0	0	0	0	0	0	0	59.55566	0	0	0	8.53501	0	0	0	0	0
Healthy	22.75743	0	0.72886	0	0	0	0	0	0	0	22.75743	0.89366	0.49837	0	15.8118	11.7651	0.23883	0	0.72886	0.29169
Healthy	57.47846	0	0	0	0	0	0	0.21292	0	0	57.47846	8.62758	0	5.73348	0	0	0.67526	0	0	0.02706
Healthy	53.80601	0.01217	0	0.06733	0	0.07519	0	0	0	0	53.80601	12.9311	0.02374	0	0.22093	0	0.04081	0	0	0
Healthy	37.9695	0.77207	0.76262	0	0	0	0	0	0.01272	0	37.9695	1.30669	0.35232	5.98944	0.0543	2.91491	0.00276	0	0.76262	0.77219
Healthy	34.74823	0	0	1.22018	1.12435	0	0	0	0	0	34.74823	2.50903	0	0	11.5065	0.51631	0	0	0	0
Healthy	16.9533	0.08834	0	0	0.0077	0	0	0	0	0	16.9533	2.98736	0.18955	6.35402	0	0.30138	0.05082	0.51835	0	0
Healthy	0.91511	0.31482	0	0	5.30757	0	0	1.37375	0	0	0.91511	1.71171	0	0	0	0	0	0.30805	0	0
Healthy	39.07243	0	0.05655	0	0	0	0.01498	0.56249	0	0	39.07243	2.6224	0	11.12207	11.1781	4.18595	0.39442	0	0.05655	0.07784
Healthy	0.50628	0.932	0	0	0.02657	0.21679	0.0757	0	0.01534	0	0.50628	0	87.41141	0.00912	0	0	0	0	0	0.00096
Healthy	11.7492	0.91587	0.39147	0.00635	0	0	0.07605	0	0.02395	0	11.7492	9.19669	1.36995	0	0	0	2.87999	0.12615	0.39147	0.06014
Healthy	21.576	0	0	0.2134	0	0	0.27073	0	0	0	21.576	2.97687	48.15463	0.22489	0.84584	0	0.02229	0	0	0
D001943	44.04763	0.46829	0.57297	0.05665	0	0.01426	0.15791	0	0.00322	0	44.04763	2.38312	0.0531	0.45905	0.22	0	0	0	0.57297	0.00834
Healthy	13.35676	0	0	0	0	0	0	0	0.14126	0	13.35676	17.6948	22.85291	0.53825	2.77094	0.86467	1.70875	0	0	1.30917
Healthy	15.55885	0	0	0	0	0	0	0	0	0	15.55885	0	0	0	0	0	0	0	0	0
Healthy	73.56223	0	0.1843	0.0038	0.51669	0	0.00309	0.29381	0	0	73.56223	3.05558	0.93521	0.03211	6.97033	0.02564	0.00183	0.02974	0.1843	0.02419
Healthy	40.79583	0	0	1.54375	0	0	0.17981	0	0	0	40.79583	7.32277	11.38012	0.15826	1.35799	0	0.01583	0	0	0
Healthy	34.37954	0.41186	2.3376	0	0	0	0.47871	0	0	0	34.37954	1.53566	0.54253	3.53099	0	6.64514	0.20391	1.57007	2.3376	0
Healthy	34.19091	0.13571	0.95971	0	0	0	0	0	0.39576	0	34.19091	4.24697	12.22365	6.28398	0	0	0.11068	0.21171	0.95971	0.18839
Healthy	7.21475	1.84722	0.43344	0.00501	0.0474	0.00468	0	4.00418	0.02976	0.03988	7.21475	1.99344	11.62754	0.49892	1.87092	0	0.07881	1.50083	0.43344	0.00176
Healthy	64.46856	0.01353	1.23634	0	0	0	0	0	0	0	64.46856	3.98891	0	8.19375	0	0	0.64158	0	1.23634	0.0366
Healthy	9.12913	10.3308	0	0	0	0	0	0	0.14601	0	9.12913	3.87296	0.03206	3.08371	2.73914	0	0.25675	0	0	0.05889
Healthy	23.31029	1.19728	1.52698	0	0	0.08763	0	0	0.01017	0	23.31029	4.32128	2.37977	6.11748	0	1.26478	1.91037	0.07764	1.52698	0.19302
Healthy	53.84078	0.01593	0.28046	0.43168	0.00763	0.05408	0.02115	0	0.03797	0	53.84078	8.72657	0.41184	0.23849	0	0.42472	0.29779	0.43319	0.28046	0.02807
Healthy	59.6246	0.52522	0	0	0	0	0.00828	0.08086	0	0	59.6246	9.03523	0.00671	3.13848	0	0	0.90934	0	0	0.38765
Healthy	26.19544	0.51141	0.65144	0.00077	0	0	0.03708	0	0.04043	0	26.19544	1.6927	8.72592	6.39308	0	0	0.04696	0	0.65144	0.05491
Healthy	1.65245	4.21972	0	0.07386	0	0.85653	0	0	0	0.27845	1.65245	0	44.10689	0	0	0	0	0	0	0
Healthy	74.03631	1.53009	0	0	0	0	0	0	0	0	74.03631	2.54791	0.1998	8.79864	0	2.54889	0.09116	0	0	0.99772
Healthy	2.37704	0	0.42736	0	0	0	0	0	0.04886	0	2.37704	16.69147	0	0.49823	0	0.11016	0.17545	0	0.42736	0.00688
Healthy	14.99809	0.32244	0.61088	0	0	0.04924	0	0	0.03374	0	14.99809	38.32159	0.22869	4.81816	0	0	0.00366	0	0.61088	0.07801
Healthy	51.4807	0	1.10387	0.09923	0	0	0	0	0.61933	0	51.4807	11.15426	0	7.14546	0	0	7.36099	0	1.10387	0.25055
Healthy	51.08237	0.03409	0	1.35028	0	0.10987	0.10644	0.01129	0.00442	0.00178	51.08237	12.4301	3.93356	2.44377	4.52053	0.00187	0.0057	0	0	0.08867
Healthy	50.81992	0	0	0	0	0	0	0	0.02045	0	50.81992	1.26714	0.99718	1.65529	0.01798	2.66592	0.19026	0	0	3.18943
Healthy	52.71069	0.01989	0.63421	0	0	0	0	0	0	0	52.71069	1.79297	0.28501	0.979	6.16866	0	0.15182	0	0.63421	0.02891
Healthy	30.80151	0	0	2.33741	0	1.62076	0.91404	0	0	0	30.80151	6.14553	4.94532	0.18438	2.69138	0	0.0698	0	0	0
Healthy	0	49.26578	0	0	0	1.61191	0	0	0	0.01851	0	0.0022	0	0	0	0.00187	0	0	0	0
Healthy	21.1465	0	0	0	0	0	0	0	0.38518	0	21.1465	21.03805	1.10682	3.87457	0	4.04065	0	0	0	0
Healthy	33.74006	0	0	2.27438	0	1.03204	0	0	0	0	33.74006	5.363	0.8236	2.0206	0	0	5.92908	0	0	0.03108
D001943	82.56902	0.32747	0.00228	0.01784	0	0.03608	0.08856	0.00586	0	0	82.56902	0.07208	0.23868	1.07604	0	0	0.34473	0	0.00228	1.25492
Healthy	59.96412	4.33422	0	0.00877	0	0.0139	0.03076	0.38356	0	0	59.96412	0.04534	0.83193	0.53718	0	0	0.21131	0	0	0.05007
Healthy	25.06325	0	0	2.21617	0	0.03606	0	0	0.01747	0	25.06325	6.33406	0.29408	1.57741	0	0	5.85099	0	0	0.06025
Healthy	47.67922	0	0.67883	0.00466	0.0102	0	0	0	0.02002	0	47.67922	5.78035	0.21872	1.58333	0	2.22339	1.59345	0	0.67883	0.06289
Healthy	51.42656	0	2.12838	0.09241	0	0.32598	0	0	0	0	51.42656	4.5446	3.43227	1.1048	0	2.9851	2.32149	0	2.12838	0.03809
Healthy	18.60343	0.04118	0.33728	0	0.20913	0	0.05597	0.0411	0.05788	0	18.60343	7.28723	0.00793	0.9527	0.81546	0	0.04896	0	0.33728	0.02642
Healthy	7.84045	0	0	0	0.1868	0	0	0.637	0	0	7.84045	22.08445	29.20783	0	4.18374	0	0	1.15334	0	0
Healthy	7.22061	2.2402	0.50203	0.00039	0.22798	0	0.04807	0	0.00297	0	7.22061	10.58252	2.36875	0	0	2.13848	0.02343	1.8625	0.50203	0.06816
Healthy	53.62978	0.02163	0.63033	0	0	0	0	0	0	0	53.62978	1.62073	0.24501	1.10514	6.06636	0	0.11865	0	0.63033	0.0087
Healthy	2.76281	5.47553	0	0.11108	0	0.02955	0	0	0.10171	0	2.76281	16.04318	1.06953	0.51725	6.92202	0	0.00495	0.25813	0	0.00913
Healthy	12.14951	1.16571	0	0	0	0	0	0	0	0	12.14951	0.22297	0	72.6973	0	0	0	0	0	0.07853
Healthy	56.83234	0	1.58678	0	0.17411	0	0	0	0.53498	0	56.83234	2.12451	0.19523	2.74812	0	3.09457	0.05153	0	1.58678	0
Healthy	26.2682	0.0696	0.43845	0	0	0	0	0.33153	0.00819	0	26.2682	1.34171	0.96505	0.96429	0	1.31742	0.61266	0	0.43845	0.03854
