group	Bacteroidaceae	Enterobacteriaceae	Marinifilaceae	Pasteurellaceae	Lactobacillaceae	Veillonellaceae	Peptostreptococcaceae	Erysipelatoclostridiaceae	Eggerthellaceae	Micrococcaceae	Bacteroidaceae	Ruminococcaceae	Bifidobacteriaceae	Tannerellaceae	Dialisteraceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
Healthy	19.92818	0	0	0	0	0	0	0	0.01285	0	19.92818	2.52174	0.11535	1.33326	0	0.78045	0	2.19041	0	1.03877
Healthy	15.21199	0	1.48872	0.02237	0.00051	0.0866	0	0.3996	0.00082	0	15.21199	2.28775	0.04603	1.92469	0	4.7411	0.16178	0	1.48872	0.16492
Healthy	10.86163	0	0	0	0	0.50194	0	0	0	0	10.86163	0.06666	0	0.31135	2.1772	0	0	10.4569	0	0
Healthy	50.95482	0	1.9269	0	0	0.08364	0	0	0.07794	0	50.95482	6.92559	0.00565	4.92388	0	0	11.9332	0	1.9269	0.02886
Healthy	83.41554	0.14117	0	0	0	0	0	0	0	0	83.41554	0.89918	0.14243	5.33098	0	1.93308	0.57985	0	0	0.07611
Healthy	52.31217	0.06901	0.64388	0	0	0	0	0	0	0	52.31217	1.79174	0.3179	1.00627	6.20158	0	0.14429	0	0.64388	0.01891
Healthy	17.25817	0	0	0	0	0	0	0	0	0	17.25817	13.0996	4.60293	0.03364	2.77242	0	0	13.2125	0	0
Healthy	9.36598	0	0	0	0.23038	0	0	0	0	0	9.36598	27.77423	1.70982	1.17012	0	2.38179	0	0.75007	0	0
Healthy	38.00848	0.60334	0.76261	0	0	0	0	0	0.00579	0	38.00848	1.92122	0.30593	5.88476	0.05706	2.84063	0.02935	0	0.76261	1.89308
Healthy	84.24075	0.20678	0	0	0	0.19478	0.01809	0	0	0	84.24075	0	0.42218	0	8.07987	0	0	0	0	0.02736
Healthy	52.28865	0	0	0	0	0	0	0	0.02277	0	52.28865	1.3052	0.96514	1.75236	0	2.56436	0.16963	0	0	0.05969
Healthy	36.10038	0.02024	0	0.03739	0.18041	0	0.31973	0	0.00038	0	36.10038	10.8731	0.17395	0	0.51286	2.01071	0.15257	0.05673	0	0.04334
Healthy	0.0051	98.5792	0	0.20092	0	0	0	0.01169	0	0.06844	0.0051	0	0	0	0	0	0	0	0	0
Healthy	46.50218	0	0	0	0	0	0	0	0	0	46.50218	11.9794	5.00017	0	0.24017	5.06833	0	0	0	0
Healthy	56.72714	0.09344	0	0	0	0	0	0	0	0	56.72714	3.06524	0.61607	6.49005	0	0.7899	0.35009	0	0	1.5377
Healthy	45.74196	0	0	0	0	0	0	0	0.20883	0	45.74196	7.41987	5.09528	3.47424	0	0	0.00159	0.0641	0	0.13878
D001943	61.10933	0.78714	0	0	0	0.00343	0	0.11593	0.00248	0.03711	61.10933	1.09997	0	0.27729	0	0	0	0.00169	0	0.20449
Healthy	19.08008	15.31442	1.48921	0.00806	0	0.01028	0.01515	0.10525	0.04812	0.06149	19.08008	12.77617	0.06049	1.65931	4.42708	0.1406	0.05901	0	1.48921	0
Healthy	10.60939	0.08659	0	0	0	0	0	0	0.06228	0	10.60939	3.50894	1.23626	3.87232	0.60797	1.83454	0	0	0	0.62862
Healthy	28.77758	7.91464	0.53231	0	0	0.06107	0.02661	0	0.41466	0.00307	28.77758	2.6967	1.95245	6.80784	0	0	0.01212	0	0.53231	0.3213
Healthy	53.81094	0	1.10801	0	0	0	0	0	0	0	53.81094	3.25638	0.14009	1.02255	0	0.73485	0.09483	0.00202	1.10801	1.37618
Healthy	55.05468	0.06642	1.28278	0	0	0	0	0.45071	0	0	55.05468	3.77952	0.13723	4.86342	0	1.31421	0.03685	0.03445	1.28278	0.41506
Healthy	18.92584	0	0.89772	0	0	0	0	0	0.06189	0	18.92584	3.94336	0	9.05636	0	2.67032	1.09687	0	0.89772	0.3738
Healthy	7.54406	0	0.54139	0	0	0	0	0	0.04531	0.00192	7.54406	10.34569	0.00223	1.55558	0	1.06738	0.25217	0	0.54139	0.00192
Healthy	8.02642	8.6462	0	0	0	0	0	2.35879	0	0	8.02642	23.19302	0	0	0	0	0	1.9555	0	0
Healthy	5.06393	4.89526	0	0	0.13567	0	0	0.84044	0.2349	0	5.06393	0	67.38971	0	0	0	0.10448	0	0	0
Healthy	20.99855	0	1.10391	0.04102	0	0	0	0	0	0	20.99855	18.04663	0	1.68367	0	0.00465	9.76123	0.88045	1.10391	1.64852
Healthy	33.62467	0	0	2.25021	0	0.59763	1.08055	0	0	0	33.62467	4.49434	0.49796	0.25664	0.98463	0	0.02345	0	0	0
Healthy	46.57127	0	1.48867	0.00422	0	0	0	0	0	0	46.57127	1.7704	1.20803	6.14371	0	0	0.77778	0	1.48867	0.0429
Healthy	51.50504	0.10839	1.17912	0	0	0	0	0	0	0	51.50504	5.64156	0.10854	3.21009	0	2.15507	0.06927	0	1.17912	3.07585
Healthy	11.9619	0.05429	0.087	0	0	0	0	0	0.09355	0	11.9619	8.41449	0.15596	16.03697	0	1.58016	0.39124	0	0.087	0
Healthy	56.18605	0.06894	1.21169	0	0	0	0	0.53348	0	0	56.18605	3.82129	0.11549	5.30594	0	1.37882	0.04178	0.03306	1.21169	0.36217
Healthy	45.00466	20.7052	0	0	0.03427	0	0	0	0	0	45.00466	1.04988	0.76342	0.25997	0	0	1.06732	0	0	0.10853
Healthy	6.67974	0.03932	0	0	0	0	0	0	0.01875	0	6.67974	6.13421	5.11137	0.63363	3.76164	0	0.37716	0	0	0
Healthy	8.68011	0	0	0	0	0	0	0	0	0	8.68011	18.67846	11.68667	0.16963	11.8655	0.14329	0	0	0	0
Healthy	45.96429	0	0	0	0	0	0	0	0	0	45.96429	6.88608	0	0.171	0	0	8.06826	0	0	0
Healthy	20.50412	0	0	0	0	0	0	0	0.01436	0	20.50412	2.30749	0.11215	1.27606	0	0.78963	0	2.15254	0	0.92154
Healthy	16.25298	18.7087	1.42511	0	0.23287	0	0	0.01936	0.48947	0	16.25298	12.92938	1.7763	1.82288	0.99789	1.27596	0.00128	0.32437	1.42511	0.07584
Healthy	53.6931	0.05832	0.62299	0	0	0	0	0	0	0	53.6931	1.64266	0.3003	0.96597	5.97939	0	0.10853	0	0.62299	0.01485
Healthy	0.07323	4.70043	0	0.14316	0.15894	0	0.24962	0.34947	0.10808	0.0121	0.07323	4.82957	18.58978	0	0	0	2.35075	0	0	0.5379
Healthy	53.92158	0	0	0	0	0	0	0	0	0	53.92158	0	0	0	0	0	0	0	0	0
Healthy	46.60058	0	2.27434	0	0.01475	0.01467	0.00065	0	0.01388	0	46.60058	6.86314	1.7207	6.87244	0	0.68174	0.0108	0.11142	2.27434	0.05709
Healthy	74.62482	0	0.86403	0.02277	0	0.02216	0	0	0.02474	0	74.62482	6.5165	0	3.69318	0	0	4.27383	0	0.86403	0
Healthy	45.65424	0.0278	1.74706	0	0	0	0	0	0.00661	0	45.65424	5.62771	1.48252	5.15336	0	0	0.00294	0	1.74706	0.0777
Healthy	45.91474	0.08366	1.82906	0	0	0.00659	0	0	0	0	45.91474	5.13136	1.40869	5.20087	0	0	0.32872	0.01295	1.82906	0.112
Healthy	66.03499	0	0	0	0	0	0	0	0	0	66.03499	1.44193	0.02069	1.99054	2.9941	0	0.14668	0	0	0
Healthy	42.27842	0	0	0.7789	0	0.01704	0.28653	0.05115	0	0.0335	42.27842	11.73818	0	0	0	0	0	0.14841	0	0
Healthy	51.38181	0.93792	0	0	0	0	0	0	0	0	51.38181	3.71539	0.02775	1.69135	8.89733	0	0.24397	0	0	0.31079
Healthy	46.00185	0.06217	0.78502	0	0	0	0	0	0	0	46.00185	3.50978	4.2632	4.4963	2.88898	3.18738	0.21793	0.04975	0.78502	0.01935
Healthy	29.60928	0.0408	1.2008	0.1304	0	0.77588	0.08325	0	0.00472	0	29.60928	5.00745	0.75841	3.56258	5.72981	1.55377	2.10293	0.20292	1.2008	0.06662
Healthy	28.6106	0	0	0.02185	0	0.00201	0.04485	0	0	0	28.6106	18.30205	0	0	0	0	0	0.40605	0	0
Healthy	20.89571	0	0	0	0	0	0	0	0.00889	0	20.89571	2.34516	0.10419	1.58981	0	0.81709	0.01322	2.25595	0	0.97292
Healthy	34.80677	0	0	0.90979	0	0	0.14779	0	0	0	34.80677	3.28853	35.52051	0.14945	0.67792	0	0	0	0	0
Healthy	3.20104	0	0.00625	0	0	0	0	0	0.01504	0	3.20104	1.41065	3.74179	0.26416	4.68645	0.43555	0	0	0.00625	0
Healthy	51.86236	0	0	0	0	0	0	0	0.01203	0	51.86236	1.36756	0.9567	1.66316	0.00933	2.82088	0.17701	0	0	1.67572
Healthy	52.34244	1.03983	1.26994	0.09477	0.00091	0.05705	0.05107	0	0	0	52.34244	8.305	0.09631	0.51945	0	0.55553	0.32356	0.42949	1.26994	0
Healthy	15.5299	0.40305	0.53143	0	0	0	0	0	0.01987	0	15.5299	3.22715	1.2112	6.09831	3.03276	2.06662	0.00292	0	0.53143	1.21673
Healthy	39.15929	0.07667	0.33638	0	0	0	0	0	0	0	39.15929	9.50291	0	2.41436	0	0	0.15297	0	0.33638	0.42596
Healthy	32.40804	0	0.83888	0	0	0	0	0	0	0	32.40804	3.68127	0	6.01292	0	1.10203	3.06576	0	0.83888	0.29331
Healthy	16.0348	0.01464	0.90828	0.07191	0.10776	0.03517	0.00429	0	0	0.00028	16.0348	11.10345	0.33016	1.7901	0	1.21189	0.15684	0.52483	0.90828	0.05264
Healthy	4.47905	0	0	0	1.35867	0	0	0	0	0	4.47905	2.14044	67.39364	0	0.06843	0	0	3.75983	0	0
Healthy	16.61181	0.08398	0.96762	0	0	0.00145	0.16095	0	0.29356	0	16.61181	10.28534	12.53813	1.87499	0.88316	0.77064	0.13717	0.46669	0.96762	0.19152
Healthy	60.1767	0	0.84213	0	0	0	0	0.10477	0	0	60.1767	2.0773	0	3.65455	0	3.39361	0	0.10412	0.84213	0.10476
Healthy	39.22266	0	0	0.14308	0	0.0159	0.20321	0	0	0	39.22266	5.4946	1.61752	0.25698	3.1357	0	0.05694	0	0	0
Healthy	17.63998	0	0	0.14398	0	0.00973	0.31187	0	0	0	17.63998	5.45909	0.09439	3.21779	0	7.15983	0.0242	0	0	0
Healthy	25.3889	0.00258	0.84881	0	0	0	0	0	0.01445	0	25.3889	7.43596	0	14.95121	0.00098	0.91996	0.1847	2.24353	0.84881	0.03949
Healthy	9.40983	0	0.54183	0.00291	0.76878	0.00045	0.00452	0	0.04448	0	9.40983	9.32606	0.96114	0	3.39926	0	0.00502	2.99009	0.54183	0.00227
Healthy	64.61502	0.02073	0	0.00901	0.00547	0.01493	0	0	0	0	64.61502	14.26646	0.13461	0.18518	0	0	0	0	0	0
Healthy	66.55142	0.83258	0	0	0	0.73243	0	0	0	0	66.55142	0.09076	0.2095	0	10.6352	0	0	0	0	0.0117
Healthy	38.41226	0.06156	0	0	0	0	0	0.00417	0	0	38.41226	10.05653	0	2.3317	0	0	0.12334	0	0	0.44754
Healthy	7.77288	1.45409	0	0	0	0	0	2.47771	0	0	7.77288	3.09799	25.62091	0.20891	1.63743	0	0	0.78441	0	0
Healthy	4.75775	0.03258	0	0	0.01966	0	0	0	0.46096	0	4.75775	25.57917	11.18701	0.73167	0.20296	0.11129	4.28902	0	0	2.13926
Healthy	1.51245	1.57685	0	0	0	0	0	0	0.06905	0	1.51245	8.66951	7.05196	0	0	0.08794	0	4.40276	0	0
Healthy	18.861	0.16735	0	0	0	0	0	0.03097	0	0	18.861	0.68908	36.28447	1.89096	12.7201	2.64868	0.01774	0	0	0.09508
Healthy	14.82641	0	0.7055	0	0	0.01312	0	1.91759	0	0	14.82641	13.19843	0.83152	2.82467	0	4.6386	0.05111	0	0.7055	0.0521
Healthy	62.15806	4.39963	0	0	0	0	0	0	0	0	62.15806	0.95371	0.34687	2.85904	0	0	0	0	0	0.75648
Healthy	0	3.9209	0	3.13259	0.06733	0.07213	0	1.72663	0	0	0	2.39016	0.19149	0	0	0	0.05886	0	0	1.5231
Healthy	54.87052	0	0.87459	0	0	0	0	0	0	0	54.87052	1.73932	0	5.82934	8.71349	1.69363	0.12471	0	0.87459	0
D001943	34.45259	0.60629	0.00384	0.29583	0	0.02308	0.02425	0.00241	0.00303	0	34.45259	3.26359	0.01945	3.05323	0	0	0.172	0	0.00384	0.09501
Healthy	63.50656	0	1.05089	0.05596	0	0.02784	0	0	0	0	63.50656	2.86142	0.02219	3.52225	6.41924	0.18968	0.44661	0	1.05089	0.01901
Healthy	9.79107	0	0	0	0	0	0.36995	0	0	0	9.79107	2.20286	0	0.35492	0	0.39499	0	6.83579	0	0
Healthy	17.06239	0.16691	1.30545	0.1722	0	0.07054	0.02577	0.25879	0.06199	0	17.06239	9.74278	0.29324	2.65433	0	2.18053	0.00934	0.29171	1.30545	0.2766
Healthy	52.46213	0	0.0049	0	0	0	0	0	0.02086	0	52.46213	1.35095	0.93058	1.82227	0	2.7228	0.1558	0	0.0049	0.04292
Healthy	13.1383	0.845	2.60867	0	0	0.01333	0	0	0.00752	0	13.1383	17.37577	0.40218	4.3286	0	0	1.79597	0	2.60867	0.2259
Healthy	51.81624	0	0	0	0	0	0	0	0.01464	0	51.81624	1.36644	0.94454	1.87388	0	2.73946	0.17127	0	0	0.06234
Healthy	29.52754	0	0	0	0	0	0	0	0	0	29.52754	1.49534	0	49.8202	0	0	0	0	0	0.26809
Healthy	52.57727	0.90698	0.73666	0	0.06711	0	0.00814	0	0.11903	0	52.57727	1.48176	3.24354	4.27302	0	0	0.16971	0	0.73666	0.12547
Healthy	22.39048	0.00788	0.37918	0	0.50201	0.01738	0.00074	0	0	0	22.39048	0.00078	37.43929	24.16437	0	0	0.00468	0	0.37918	0
Healthy	44.16475	0.06475	0.49501	0.09233	0.09292	0.01053	0.10114	0.03338	0.06343	0	44.16475	3.98999	2.97438	7.45498	0	3.5322	0.1208	0	0.49501	0.00946
Healthy	36.63174	0	0.94188	0	0	0	0	0	0	0	36.63174	8.56533	0.20755	8.64199	0	1.18457	0.82936	0.24689	0.94188	0
Healthy	35.66659	0	0	0.4633	0	0.02277	0	0	0	0	35.66659	5.13117	0.05147	0.53146	3.03463	0.7037	0	0	0	0.00129
Healthy	31.99482	0	0.00942	0	0.62216	0	0	0.01564	0.0358	0	31.99482	7.4502	2.26463	4.11001	0	0.33131	0.0688	0.34901	0.00942	1.39602
Healthy	28.16378	0.05773	0	0.46616	0	0.12847	0.28392	0.00146	0.02048	0	28.16378	12.10365	12.16802	0.46024	3.88742	0	0.09601	0	0	0.10528
Healthy	50.11589	0	0	0	0	0	0	0	0	0	50.11589	0	0	0	0	0	0	0	0	0
Healthy	40.15561	0.56328	0.60569	0.20244	0.05235	0.06195	0	0.0089	0.03708	0	40.15561	5.31051	1.84367	0.4473	0	0.32533	4.12994	0.00143	0.60569	0.48382
Healthy	43.91791	0.62791	0	0	0.13224	0	0.08853	0.03148	0.00397	0	43.91791	6.0375	1.37209	6.01008	0	1.04746	0.55197	0	0	0.64626
Healthy	20.95826	0	0.5598	0	0.00262	0	0	0	0.37481	0	20.95826	17.58185	0.68159	4.71176	0	3.82049	0.01054	0	0.5598	0.00858
Healthy	31.59693	0	0.80368	0	0	0	0	0	0	0	31.59693	3.82989	0	6.21	0	1.14821	3.23814	0	0.80368	0.33025
Healthy	22.13223	0.17601	1.03091	0.06957	6.91246	0.30902	0.00914	0	0.02817	0.04286	22.13223	11.24047	0.5108	2.45613	4.96272	0	0.02359	0	1.03091	0.02812
Healthy	49.73581	1.07164	0	0	0	0	0	0	0.01757	0	49.73581	3.82356	0.03317	1.7635	9.16274	0	0.21909	0	0	0.36844
Healthy	60.0796	0	0.85315	0	0	0	0	0.08573	0	0	60.0796	1.96571	0	3.36713	0	3.37566	0	0.10932	0.85315	2.82055
Healthy	22.6282	0	0	0	0	0	0	0	0	0	22.6282	15.4791	0	1.27862	0.70523	0	0	0	0	0
Healthy	49.25564	1.22721	0	0	0	0	0	0	0.01561	0	49.25564	3.84055	0.03159	1.74446	9.1376	0	0.23542	0	0	3.21706
Healthy	33.15089	1.57391	0	0	0	0	0	0	0	0	33.15089	3.96668	2.0627	5.01395	0	1.02417	1.76629	0	0	0
Healthy	10.71603	0.199	0	1.30157	0	0.10557	0.7303	0	0.06508	0	10.71603	10.43867	0.09127	0.29399	0	1.16859	0.03236	0.0461	0	0.05411
Healthy	35.36336	1.95493	0	0	0	0	0	0	0.13437	0	35.36336	14.60528	0.23432	0.63279	0	0	3.06521	1.12509	0	0
Healthy	85.84568	0.36136	0	0	0	0.02165	0	0	0	0	85.84568	0.86833	0	3.24721	3.35101	0	0.11586	0	0	0.19888
Healthy	10.23407	0	0	0	0.03451	0	0	1.03348	0	0	10.23407	10.0898	27.16507	0.64272	3.87865	0.89744	0	0	0	0
Healthy	23.00345	2.26417	0	0	0	0	0	0	1.59321	0.6548	23.00345	9.06416	0.36705	1.56853	0	0.03406	0	0	0	0
Healthy	73.63874	0.49002	0.64711	0.01412	0	0	0	0.03449	0.12444	0	73.63874	0.00682	0.66168	0.26833	0	0	1.46097	0	0.64711	0.13535
D001943	54.19341	2.58596	0.92244	0.65388	0	0.1204	0.01577	0.00459	0	0	54.19341	3.84992	0.36116	2.79753	0	0	0.00588	0	0.92244	0.01184
Healthy	32.4933	0.06068	2.4223	0.0119	0	0.01976	0	0	0.04676	0	32.4933	6.31401	0.48039	10.27136	0.30683	5.49894	1.40445	0.15029	2.4223	0.16082
Healthy	54.78992	0	0	0	0	0	0	0	0	0	54.78992	4.81253	0.11051	3.1198	0	2.35675	3.70084	0	0	0
Healthy	49.07497	0	0	0	0	0	0	0	0	0	49.07497	2.25176	0	0.82067	5.02819	0.31814	0	0.9037	0	0
Healthy	8.01752	0	0.45441	0.10591	0	0.0852	0	0	0.07487	0	8.01752	3.5989	0.27269	11.71159	0	0.93197	0.76266	0	0.45441	0
Healthy	13.6263	0.12224	0	0	0	0	0	0	0.2234	0	13.6263	7.65618	2.18256	5.07056	0	5.60383	0.10551	0	0	0.15506
Healthy	0.08708	0.05997	0	0.03974	0	0.00384	0	0	0	0.06864	0.08708	0.01103	0.00425	0	0	0	0	0	0	0
Healthy	21.81949	0.30785	2.95465	0	0	0	0	0	0.00661	0	21.81949	1.85423	1.69776	0	1.41727	6.71656	0.00608	1.41365	2.95465	0
Healthy	3.37609	0	0	0	0	0	0	0	0	0	3.37609	55.382	26.4576	0	0	0	0	0	0	0
Healthy	19.98768	0.43259	0.49287	0	0.03752	0	0.12562	0	0.06065	0	19.98768	5.45879	5.48557	0.33077	4.90607	0.16828	0.19696	0	0.49287	0.11336
Healthy	47.27719	0.17988	1.79011	0.13296	0.5761	0	0	0	0.04195	0	47.27719	2.25388	0.16703	3.08064	0	3.32948	0.49362	0	1.79011	0
Healthy	11.04415	0.37326	0	0.08778	0	0	0.72884	0	0.05888	0	11.04415	9.98902	11.26592	0.70138	0	4.99869	0.09326	10.5082	0	0
Healthy	30.46151	0.24768	1.45629	0.02794	0.04576	0.10926	0.09638	0	1.08858	0.03606	30.46151	8.73634	6.86399	1.49409	0	0.52495	0.69499	0	1.45629	0.27882
Healthy	53.86314	0	0	2.88551	0	0.2182	0	0	0	0	53.86314	3.61713	0.46514	3.95924	4.45039	1.00062	1.28976	0	0	0.16088
Healthy	47.23784	1.2714	0	0.07519	0.01834	0.03451	0	0	0	0	47.23784	28.29469	0.43193	1.90408	0	0	0	0	0	1.16988
Healthy	3.72856	0	0	0	0	0	0	9.57826	0.0954	0	3.72856	0.44311	8.0592	0.2914	0	0	0.02111	0	0	0
D001943	8.07698	1.61904	0	0.49211	0.00046	1.04928	0.03183	0.48007	0.01654	0.00153	8.07698	0.0033	0	0	0.01403	0	0.15242	0	0	0.22901
Healthy	16.24376	0	0	0.03494	0	0	0	0	0.0978	0	16.24376	2.83333	0	0.28438	7.84671	0.09704	0	0	0	0
Healthy	41.78209	1.25009	0.8931	0.05258	0	0.00129	0.1235	0	0.35597	0	41.78209	5.42401	1.51512	1.59139	3.23866	1.42524	0.0499	0	0.8931	0.02498
Healthy	32.30263	0.23135	0.85574	0.0037	0.02644	0.00197	0.27774	0	0.05233	0.00314	32.30263	9.98515	0.13028	1.3232	0	3.07304	0.98327	0.00472	0.85574	0.15532
Healthy	38.4079	0.01346	2.2719	0.13994	0	0.07158	0.11396	0.00737	0.04117	0.00064	38.4079	13.05827	0.18805	1.47034	0	2.75974	0.35921	0.13359	2.2719	0.01688
Healthy	85.64421	0.54344	0	0	0	0.02509	0	0	0	0	85.64421	0.85433	0	3.20247	3.4124	0	0.1305	0	0	0.18641
Healthy	37.82616	0.00288	0.44013	0.05783	0	0	0.17155	2.75959	0.00428	0	37.82616	4.15932	3.60287	1.44101	0	0	1.67474	0	0.44013	0.00784
Healthy	18.71812	0.02953	0.34304	0	0.19816	0	0.07046	0.04789	0.05997	0	18.71812	7.08012	0.01696	0.93023	0.79029	0	0.06682	0	0.34304	0.02608
Healthy	8.0179	0	0	0	0	0	0.14174	0	0	0	8.0179	1.73693	0	0	0	0	0	0.37891	0	0
Healthy	5.7774	22.9827	0	0.00481	6.13596	0	0	0	0	0	5.7774	0.0014	48.5462	11.04871	0	0	0.28985	0	0	0
Healthy	21.61554	0.03113	0.68754	0.01226	0	0	0.02141	0	0.01548	0	21.61554	5.69579	0.78204	1.82279	0.0487	2.5141	0.09245	0	0.68754	0.03226
Healthy	64.71551	0.08287	0.45155	0.12138	0	0.01468	0.46071	0	0	0	64.71551	0.04933	0.02202	4.73124	0	0	0.06756	0	0.45155	0.15664
Healthy	28.43327	0	0	0	0	0	0	0	0	0	28.43327	0	0	0	0	6.39214	0	0	0	0
Healthy	22.46432	0	0	0.10072	0	0.01659	0.21757	0	0.0341	0	22.46432	18.4103	0.89986	0.13615	0.35407	0.01006	0.25126	0	0	0.2451
Healthy	38.55289	54.4802	0	0	0	0	0	0	0	0.01835	38.55289	0	1.04829	0	0	0	0	0	0	0
Healthy	62.20414	0	0	0	0	0	0	0	0	0	62.20414	1.74522	3.56951	13.63699	0	2.74419	0.03641	0.61379	0	0
Healthy	41.8523	0.08494	0.42204	0.00908	0	0	0.03076	0	0.04652	0	41.8523	9.69848	0.05956	3.4892	0	0	0.01766	0	0.42204	0.01137
Healthy	15.02118	24.8113	0.30658	0	0	0.00272	0.02552	0	0	0	15.02118	2.79807	0.05056	1.1377	0	3.98722	0.06847	0.04229	0.30658	0
Healthy	11.66254	0	0	0	0.43582	0	0	0	0	0	11.66254	12.98763	0	0	0	0	0	11.4758	0	0
Healthy	50.52412	0.09042	0.67679	0.09308	0	0.00446	0	0	0	0	50.52412	2.23631	0.11477	2.37614	7.92844	5.15572	0.2452	0	0.67679	0.04219
Healthy	22.44762	0.02279	1.50238	0	0.01289	0	0.04359	2.54666	0.08246	0	22.44762	11.03994	1.08106	0.51128	0	3.39535	0.04709	0.22246	1.50238	0.34552
Healthy	82.8232	0.8212	0	0	0	0	0.0561	0	0	0	82.8232	1.72587	0.12108	1.99465	0	0	0.14985	0	0	0
Healthy	81.16706	0	0	0	0	0	0	0	0	0	81.16706	1.27384	0.09213	2.52088	1.16371	0	0	0	0	0.24506
Healthy	7.24817	68.0827	0	0	0	0	0	0	0	0	7.24817	0	3.17555	0.04119	0	0	0	0	0	0
Healthy	65.92365	0.04885	0	0	0	0	0	0	0	0	65.92365	1.53919	0	0.75398	1.73952	0.60676	0	0	0	0
Healthy	32.5679	0.39554	2.43521	0.10564	0	0.00555	0	0.67821	0	0	32.5679	2.12277	1.06755	1.05926	0	4.02953	0.23081	0.34645	2.43521	0.01967
Healthy	24.66887	0	0	2.1791	0	0.04891	0	0	0.0117	0	24.66887	6.33985	0.22506	1.62377	0	0	5.85099	0	0	0.03607
Healthy	29.22655	0	1.51671	0.01748	0	0.17018	0.09663	0	0	0	29.22655	2.6133	1.19383	4.2311	1.77803	4.17686	0.03747	0.64188	1.51671	0.40844
Healthy	15.7988	2.73399	0	0	0.95125	0.07457	0.01437	4.9171	0	0.01493	15.7988	0.882	0.77485	0.83742	0	0.04544	0.03507	0	0	0.00296
Healthy	48.23655	0	0.03168	0	0	0	0	0	0.01268	0	48.23655	3.32514	3.12663	3.79766	0	1.84436	0.55204	0	0.03168	0.12686
Healthy	19.35887	0.06668	1.25211	0	0.00368	0	0.17428	5.98225	0	0	19.35887	16.34003	0.39767	2.01588	0	0	0.06492	3.66315	1.25211	0.06341
Healthy	34.38823	0.22896	1.94844	0.22418	0	0.13528	0	0	0	0	34.38823	3.9336	0.04933	4.95634	2.43351	2.61163	0	0	1.94844	0
D001943	24.68368	0.2166	0	0	0.00726	0.00157	0.01227	0.00023	0.08924	0	24.68368	2.79356	0.11148	1.55786	8.00135	0	2.48633	0	0	0
Healthy	14.24778	0.39886	1.00954	0	0.03383	0	0	0	0.0543	0	14.24778	10.52993	0.47817	0.5411	0	0.4547	0.02812	0	1.00954	0.27149
Healthy	4.62811	0	0	0	0	0	0	0	0	0	4.62811	33.1672	2.48129	0.38563	0	2.11935	0.02182	0	0	0.02751
Healthy	49.4338	0	0	0	0	0	0	0	0	0	49.4338	3.66764	0	0	0	0	0	0	0	0
Healthy	55.3907	0	0	0	0	0	0	0	0	0	55.3907	1.86375	0.36907	1.45884	5.95091	0	0.17425	0	0	0.03845
Healthy	55.20952	0	1.09822	0	0	0	0	0	0	0	55.20952	4.83841	0.21436	5.81506	4.55373	3.7872	6.04214	0	1.09822	3.05037
Healthy	41.51809	0	0	2.4447	0	0	0.41546	0	0	0	41.51809	6.65845	14.57025	0.23379	2.51346	0	0.04372	0	0	0
Healthy	16.24077	0.02381	0.64036	0.03981	0.22955	0.00744	0.7662	0	0.10241	0	16.24077	4.87138	0.82962	0.9228	0.5914	1.17965	0.05991	0.08608	0.64036	0.02709
Healthy	62.65449	0	0	0	0	0	0	0	0	0	62.65449	1.4694	0.1026	2.02425	3.30953	0	0.24438	0	0	0.01679
Healthy	66.80106	1.26907	0	0	0	0.71834	0	0	0	0	66.80106	0.07622	0.18021	0	10.2634	0	0	0	0	0.01201
Healthy	22.00682	0.0176	1.4341	0.28895	0	0.04778	0.07375	0	0	0	22.00682	2.83493	0.12194	1.36503	0	3.1047	0.73357	0	1.4341	0.01029
Healthy	16.37117	0.05527	0	0.05135	0	0	0.31543	0	0	0	16.37117	2.78907	0	0.65634	8.4106	0.4971	0.1171	3.55858	0	0
Healthy	37.56649	0.0787	2.35553	0.01841	0	0	0	0.04691	0	0	37.56649	1.94789	1.08682	8.12253	0	0	0.34962	0	2.35553	0.01057
Healthy	9.6808	0.49882	0	0	0	0.31793	0	0	0.09209	0.01005	9.6808	0	21.9066	24.35102	0	0	0	0	0	0.00254
Healthy	37.55722	0.70112	0.80875	0	0	0	0	0	0.02333	0	37.55722	2.02151	0.36078	5.84046	0.0601	2.8852	0.00555	0	0.80875	0.6293
Healthy	48.51751	0	1.43248	0	0	0	0	0.00769	0	0	48.51751	1.7229	1.09861	5.82547	0	0	0.6799	0	1.43248	0.04622
Healthy	55.49834	0.02904	1.14002	0.03386	0	0.20196	0	0	0	0	55.49834	2.21798	0.6711	5.25323	6.3059	6.47044	0.24045	0	1.14002	0.55931
Healthy	28.52929	0	1.51598	0	0	0	0	3.52049	0	0	28.52929	2.86958	0.0445	6.25607	0	0.36277	0.28696	0	1.51598	0.02248
Healthy	30.81948	0.28921	1.97267	0	0	0	0	0	0	0	30.81948	4.36005	0.31078	5.46776	0	0.22097	0.50514	0	1.97267	0
Healthy	56.21074	0	0	0	0	0	0	0	0.00265	0	56.21074	1.98008	0.4033	1.54234	6.22355	0	0.16316	0	0	0.04033
