group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Coriobacteriaceae	Akkermansiaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
Healthy	0.78978	1.60969	0.0863	0	0	0	0	0	0	0	62.4949	0.78978	1.60969	0.0863	0	0	0	0	0	0
Healthy	26.29808	2.37657	0	0.048	0	0.00383	2.4818	0	0	0	52.84841	26.29808	2.37657	0	0.048	0.00383	0	0	2.4818	0
Healthy	21.11407	4.90963	4.33814	3.11402	0.25072	0.46621	5.57201	0	0	0	13.88747	21.11407	4.90963	4.33814	3.11402	0.46621	0.11285	0.25072	5.57201	0
Healthy	14.52991	1.40013	0.99456	0	0.23103	0	0	0.06868	0	0	52.38316	14.52991	1.40013	0.99456	0	0	0	0.23103	0	0.02018
Healthy	15.26306	8.45186	1.8504	0.11272	0.29517	0.4713	0	1.90703	0	0	16.50866	15.26306	8.45186	1.8504	0.11272	0.4713	0.14447	0.29517	0	0
Healthy	19.60951	2.77059	4.24856	44.4455	3.21662	17.4263	0	0	0	0	0	19.60951	2.77059	4.24856	44.4455	17.4263	0	3.21662	0	0.3691
Healthy	24.55488	16.37696	0	3.45355	0	0	0	0	0.11797	0	27.78473	24.55488	16.37696	0	3.45355	0	0.15253	0	0	0
Healthy	10.44091	1.01248	0	0	0.02957	0	0	0.00207	0	0.06095	54.92267	10.44091	1.01248	0	0	0	0	0.02957	0	0
Healthy	3.57365	0	17.01694	0	4.01171	0	0	0	0.78683	0	8.46995	3.57365	0	17.01694	0	0	0	4.01171	0	0.00569
Healthy	0.64707	1.42962	0	0	0	0.53649	0	0	0	0	92.1473	0.64707	1.42962	0	0	0.53649	0	0	0	0
Healthy	21.35409	11.99021	4.99819	4.14103	0	3.051	0	0	0	0	14.6883	21.35409	11.99021	4.99819	4.14103	3.051	3.06931	0	0	0
D009765	12.46117	2.04753	0.6138	0.34009	0.78619	5.41271	0	0.00644	0	0	21.5811	12.46117	2.04753	0.6138	0.34009	5.41271	0	0.78619	0	0.01163
Healthy	23.87406	3.6521	0	0.23339	0	0	0	0.0405	0	0	32.15259	23.87406	3.6521	0	0.23339	0	0	0	0	0
Healthy	23.7909	3.53311	0	0.22849	0.06704	0	0	0.07771	0	0	31.71635	23.7909	3.53311	0	0.22849	0	0	0.06704	0	0
Healthy	30.93293	16.45175	0	0.15057	0.31422	1.18295	0	0.40002	0.00944	0	6.80061	30.93293	16.45175	0	0.15057	1.18295	0	0.31422	0	0.03728
Healthy	27.93452	11.14507	1.29975	10.8136	1.55705	0.00566	1.62095	16.44743	0.25765	0	16.66698	27.93452	11.14507	1.29975	10.8136	0.00566	0	1.55705	1.62095	0
Healthy	35.61448	13.61657	1.11626	10.75147	0.13637	0.02702	1.52412	1.21208	0.38832	0	8.35651	35.61448	13.61657	1.11626	10.75147	0.02702	1.70278	0.13637	1.52412	0.01448
Healthy	25.4783	10.38104	1.18708	11.17187	1.07156	0	0	0.08132	0	0.04432	18.58788	25.4783	10.38104	1.18708	11.17187	0	0.81474	1.07156	0	0.00696
Healthy	8.61824	24.40005	0	4.83756	0.6947	0	2.69908	0.57303	0	0	28.73911	8.61824	24.40005	0	4.83756	0	9.23471	0.6947	2.69908	0
Healthy	19.89236	3.25541	0.05422	8.70982	0.28028	14.9065	0	3.0786	0	0	11.97928	19.89236	3.25541	0.05422	8.70982	14.9065	0	0.28028	0	0.05899
Healthy	7.83141	3.68747	0	3.86076	0	0.28653	0	0.07882	0	0	50.14928	7.83141	3.68747	0	3.86076	0.28653	0	0	0	0.99055
Healthy	13.89969	8.76363	0.002	0.00635	0.0426	0	0	0	0	0	54.18048	13.89969	8.76363	0.002	0.00635	0	0	0.0426	0	0.02015
D009765	6.397	4.04696	2.96375	8.05187	0.18266	4.91392	0	0.27757	0	1.06405	28.44088	6.397	4.04696	2.96375	8.05187	4.91392	0.53665	0.18266	0	0
Healthy	47.44119	1.47463	0.15815	2.28717	0	0	0	0.91029	0	0	27.32592	47.44119	1.47463	0.15815	2.28717	0	0.89622	0	0	0
Healthy	7.41268	4.55272	0.87671	1.85238	0	5.74457	0.24554	0.07792	0	0	40.19594	7.41268	4.55272	0.87671	1.85238	5.74457	0	0	0.24554	0
Healthy	19.30605	5.56639	5.56913	27.61576	0.30276	0	0	0.00749	0.03492	0	19.86247	19.30605	5.56639	5.56913	27.61576	0	0	0.30276	0	0.05995
D009765	16.09402	9.06615	0.59291	0.11573	1.67772	43.3463	0	0.10013	2.60014	0	7.39011	16.09402	9.06615	0.59291	0.11573	43.3463	0	1.67772	0	1.14607
D009765	18.05741	11.52648	4.90659	0.78199	1.00754	0	0	2.27815	0	0	16.91149	18.05741	11.52648	4.90659	0.78199	0	0	1.00754	0	0.03469
Healthy	2.81573	3.14863	0.08805	0	0.19455	10.3129	0.85189	0	0	0	54.96992	2.81573	3.14863	0.08805	0	10.3129	0	0.19455	0.85189	0
Healthy	15.96171	18.16738	0	1.63422	1.00994	0	1.40714	2.86491	0.21739	0.74543	40.07286	15.96171	18.16738	0	1.63422	0	0.71531	1.00994	1.40714	0
D009765	15.29211	8.73372	7.33167	5.03217	5.8668	9.2016	0	0	0	0	15.26377	15.29211	8.73372	7.33167	5.03217	9.2016	0	5.8668	0	0.46501
Healthy	3.33986	16.99815	0.00318	0	0.40393	0	0	0.12269	0	0.91977	53.10253	3.33986	16.99815	0.00318	0	0	0	0.40393	0	0.06881
Healthy	0.01695	0.02963	0.25171	0	0	0	0	0.18018	0	0	0.04254	0.01695	0.02963	0.25171	0	0	0	0	0	0
D009765	56.3797	18.9205	5.49385	2.54401	1.93764	0	0.14537	0.56186	3.05548	0	4.26862	56.3797	18.9205	5.49385	2.54401	0	0	1.93764	0.14537	0
Healthy	1.3669	0	0	0	0	0	0	0	0	1.26078	83.40261	1.3669	0	0	0	0	0	0	0	0
Healthy	22.85331	18.05348	1.59289	10.2576	1.80717	0	0	0	0	0	19.13218	22.85331	18.05348	1.59289	10.2576	0	0.49771	1.80717	0	0
Healthy	25.93152	8.72924	0	1.38926	0	0	3.79571	0	0	0	54.9095	25.93152	8.72924	0	1.38926	0	0	0	3.79571	0
Healthy	20.33841	1.13101	0.10989	0.47418	0.09271	0	0.36619	1.47063	0	10.9273	47.44693	20.33841	1.13101	0.10989	0.47418	0	0	0.09271	0.36619	0
Healthy	13.4946	22.0754	5.11495	3.70962	0.18082	0	0	0.00754	0	0	20.15201	13.4946	22.0754	5.11495	3.70962	0	0	0.18082	0	0.00335
Healthy	0.00232	0.00499	92.88663	0	0	0	0	0	1.9303	0	0.03058	0.00232	0.00499	92.88663	0	0	0	0	0	0
Healthy	11.19733	4.69882	0	9.18627	0.29965	0.95693	0.00449	0.11387	0	0	54.09437	11.19733	4.69882	0	9.18627	0.95693	0	0.29965	0.00449	0.00326
Healthy	13.95278	0.00272	72.71209	0	3.87625	0.00118	0	0.17237	0.20686	0.11987	0.01207	13.95278	0.00272	72.71209	0	0.00118	0	3.87625	0	7e-05
D009765	32.06532	6.86692	0.77	6.16219	3.43454	0	0	0.77292	0	0	26.62658	32.06532	6.86692	0.77	6.16219	0	0	3.43454	0	0
Healthy	1.95559	7.17642	0	0.62992	0.07912	0.83121	0	0	0	0	42.74961	1.95559	7.17642	0	0.62992	0.83121	0	0.07912	0	0.13703
Healthy	15.78988	0.55108	0	2.06624	0	0.39632	3.1767	0	0	0	57.53581	15.78988	0.55108	0	2.06624	0.39632	0	0	3.1767	0
Healthy	4.99949	2.13626	0.38768	0.45379	0	0	0	0.27498	0	0	55.94539	4.99949	2.13626	0.38768	0.45379	0	0	0	0	0
Healthy	3.15258	0	17.86819	0	2.77932	0	0	0	0	0	48.7416	3.15258	0	17.86819	0	0	0	2.77932	0	0
Healthy	1.68143	0.04218	5.47498	0	0	0	0	0	0	0	5.90647	1.68143	0.04218	5.47498	0	0	0	0	0	0
Healthy	4.88406	7.42224	1.45403	3.37052	0.31875	0.64191	0.00324	0.04425	0	0	50.74195	4.88406	7.42224	1.45403	3.37052	0.64191	0	0.31875	0.00324	0
Healthy	13.15882	7.17193	3.01091	0	0	3.66082	0	0.15287	0	0.08768	31.05144	13.15882	7.17193	3.01091	0	3.66082	0	0	0	0
Healthy	9.87281	1.11059	0.59368	8.85593	1.12734	1.26041	2.10912	0.01338	0.00189	0	27.26433	9.87281	1.11059	0.59368	8.85593	1.26041	0	1.12734	2.10912	0.04408
D009765	30.44534	11.39802	3.81659	4.03523	0.71616	0.19727	1.73646	1.60497	0	0.4974	5.18739	30.44534	11.39802	3.81659	4.03523	0.19727	2.67985	0.71616	1.73646	0.00479
Healthy	26.60135	4.01017	1.80915	9.32453	0.81806	0.08939	0	0.10371	0.00081	0	14.90616	26.60135	4.01017	1.80915	9.32453	0.08939	0	0.81806	0	0.52422
Healthy	33.09255	4.39254	0	0.07599	0	0.09638	0.12298	0.8243	0	1.18591	29.77408	33.09255	4.39254	0	0.07599	0.09638	0.83654	0	0.12298	0
Healthy	5.97775	4.4393	12.13324	1.3787	1.38578	0	0	0	0	0	34.31664	5.97775	4.4393	12.13324	1.3787	0	0.17766	1.38578	0	0.47756
Healthy	5.25075	4.90406	0.2525	0	0.04655	0	0	0	0	0	55.22226	5.25075	4.90406	0.2525	0	0	0	0.04655	0	0
Healthy	0.65658	1.08933	0.01614	0	0	0	0	0	0	0	70.31759	0.65658	1.08933	0.01614	0	0	0	0	0	0
Healthy	0.3762	3.86647	0.01961	2.01491	1.28768	44.3916	0	0.13414	0	0	9.23456	0.3762	3.86647	0.01961	2.01491	44.3916	0	1.28768	0	0.19064
Healthy	22.62267	9.51013	0.78855	9.75493	0.02616	12.5439	0	0.05917	0	0	13.26506	22.62267	9.51013	0.78855	9.75493	12.5439	0.00886	0.02616	0	0.05476
Healthy	16.62348	4.33854	22.80746	0	7.0379	0	0	0.03273	0.06683	0.0785	26.76191	16.62348	4.33854	22.80746	0	0	0	7.0379	0	0.01795
Healthy	6.25322	0	0.12441	0	0.08225	0	0	0	0	0	13.19024	6.25322	0	0.12441	0	0	0	0.08225	0	0
Healthy	27.47749	7.3259	3.15295	7.57984	0	0	0	0.01117	0	0	16.92778	27.47749	7.3259	3.15295	7.57984	0	0	0	0	0.02042
Healthy	20.47828	10.36482	19.20804	5.57129	0.8386	0.87286	0	0	0	0	15.8995	20.47828	10.36482	19.20804	5.57129	0.87286	1.43462	0.8386	0	0.0158
Healthy	18.49618	13.26304	0.43072	0	0.01795	0	0.00334	0	0	0	61.47021	18.49618	13.26304	0.43072	0	0	0	0.01795	0.00334	0.00429
Healthy	15.68105	9.03915	1.6969	5.64879	0.47425	0	1.28594	0.09703	0	0	5.20868	15.68105	9.03915	1.6969	5.64879	0	0	0.47425	1.28594	0.01682
D009765	52.57385	1.98789	3.06136	19.65181	4.4803	0.13404	0.01424	0.708	0.16037	0	3.21824	52.57385	1.98789	3.06136	19.65181	0.13404	0.01585	4.4803	0.01424	0.02185
Healthy	20.14283	5.50496	0.95593	0.77779	0	0.02587	3.26728	0.02499	0	0	34.56477	20.14283	5.50496	0.95593	0.77779	0.02587	0	0	3.26728	0
Healthy	23.05958	3.94638	0.19998	0.08674	0.23581	1.81914	0.05093	0	0	0	35.67595	23.05958	3.94638	0.19998	0.08674	1.81914	9.02686	0.23581	0.05093	0
Healthy	2.98726	3.32931	0.60994	1.42052	0	0	0	0	0	0	57.60384	2.98726	3.32931	0.60994	1.42052	0	0	0	0	0
Healthy	0.39047	3.84583	0.02198	1.95855	1.34761	43.4397	0	0.16516	0	0	9.12484	0.39047	3.84583	0.02198	1.95855	43.4397	0	1.34761	0	0.1527
Healthy	18.56895	8.90022	0	0	0	1.87694	0	0	0	0	46.61101	18.56895	8.90022	0	0	1.87694	0	0	0	0
Healthy	37.12354	12.17843	8.90117	13.63409	0	0	0	0.00841	1.71841	0	5.51358	37.12354	12.17843	8.90117	13.63409	0	0	0	0	0.61498
D009765	20.69326	0	0	0	0	0	0	0.71197	0	0	57.1839	20.69326	0	0	0	0	0	0	0	0
Healthy	37.98924	1.81967	0.72384	0.0411	2.33976	0	0	1.21645	8.66729	0.06569	22.69433	37.98924	1.81967	0.72384	0.0411	0	0.67796	2.33976	0	0.04163
Healthy	1.82519	4.15826	0.33531	0.29666	0.24101	0	0	0.09797	0	0	73.96651	1.82519	4.15826	0.33531	0.29666	0	0	0.24101	0	0
Healthy	13.89714	5.91479	23.65549	4.04555	0.1148	0	0	0.59342	0	0	42.9432	13.89714	5.91479	23.65549	4.04555	0	0	0.1148	0	0
Healthy	2.50994	7.88747	0	0.35994	0.08713	0.63345	0	0	0	0	40.31075	2.50994	7.88747	0	0.35994	0.63345	0	0.08713	0	0.27661
Healthy	10.4235	15.45437	0	0.39908	0.19234	0	3.56166	0.02068	0	0	54.36538	10.4235	15.45437	0	0.39908	0	0	0.19234	3.56166	0.05817
Healthy	4.1556	0	20.8616	0	0	0	0	0	0.14333	0	29.76353	4.1556	0	20.8616	0	0	0	0	0	0
Healthy	10.17214	0	0	0	0	0	0	0	0	0.24703	54.47159	10.17214	0	0	0	0	0	0	0	0.13008
Healthy	52.67782	5.80091	2.32162	5.83247	0.31976	0	10.40661	0.89092	0	0.07134	3.90279	52.67782	5.80091	2.32162	5.83247	0	3.42295	0.31976	10.40661	0
Healthy	20.01501	7.12536	7.73628	0.2881	0.71882	0	0	0.0979	0	0.05956	40.56129	20.01501	7.12536	7.73628	0.2881	0	0	0.71882	0	0.02808
Healthy	12.96048	3.67232	0	2.55543	0	0	0	0	0	0	56.97599	12.96048	3.67232	0	2.55543	0	0	0	0	0
Healthy	4.44309	1.19554	5.55201	4.71822	0.62212	7.1259	0	0.18017	0	0	29.51028	4.44309	1.19554	5.55201	4.71822	7.1259	0	0.62212	0	0.03604
Healthy	29.20642	10.10871	0.00353	27.18844	0.56859	0.00548	0	0.05333	0.00128	0	7.65339	29.20642	10.10871	0.00353	27.18844	0.00548	0	0.56859	0	0.05244
Healthy	1.97522	1.0293	0.20647	0	0	1.8733	0	0	0	0	83.1803	1.97522	1.0293	0.20647	0	1.8733	0	0	0	0
Healthy	3.08403	10.07357	0	0	0	0	0	0.01213	0	0	51.86899	3.08403	10.07357	0	0	0	0	0	0	0.67161
Healthy	8.04226	4.43563	2.33244	0.73701	0.48773	0	0	0.15116	0	0	22.74961	8.04226	4.43563	2.33244	0.73701	0	0.07196	0.48773	0	0.01789
Healthy	34.85489	6.92953	0.55737	5.41519	0.04435	0.69784	0	0.01159	0	0	8.34456	34.85489	6.92953	0.55737	5.41519	0.69784	1.31778	0.04435	0	0
Healthy	19.26642	3.43377	0.21588	0.73931	0.16674	0	0	3.33254	0.01791	0	40.83767	19.26642	3.43377	0.21588	0.73931	0	0	0.16674	0	0.00638
D009765	14.94182	1.22893	0.00201	3.54629	0	0	0	0.57557	0	0	48.23054	14.94182	1.22893	0.00201	3.54629	0	0	0	0	0
Healthy	28.41553	3.31512	0	3.36355	0	0	0	0	0	0	5.51896	28.41553	3.31512	0	3.36355	0	0	0	0	0
Healthy	3.22191	2.69593	0	0.21442	0.03053	0	0	0.22781	0	0	37.36739	3.22191	2.69593	0	0.21442	0	0	0.03053	0	0
Healthy	4.38976	6.41063	5.20331	15.58698	1.6807	2.98314	2.35582	0.57724	0	0	26.42113	4.38976	6.41063	5.20331	15.58698	2.98314	1.67696	1.6807	2.35582	0
Healthy	4.05729	1.00157	0.56083	0.02663	0.83256	0	0	0	0	0	25.44306	4.05729	1.00157	0.56083	0.02663	0	0	0.83256	0	0
Healthy	8.04005	4.38871	2.41855	0.83192	0.52714	0	0	0.10332	0	0	23.06283	8.04005	4.38871	2.41855	0.83192	0	0.05882	0.52714	0	0.0258
Healthy	1.71557	2.53995	1.82765	1.8481	0.07547	4.66138	0	0.00942	0	0	32.62029	1.71557	2.53995	1.82765	1.8481	4.66138	0.16213	0.07547	0	0.03307
Healthy	21.33139	0.51417	0.34017	0.01327	0.13333	0	0	0.31005	0	0	44.43274	21.33139	0.51417	0.34017	0.01327	0	0	0.13333	0	0
Healthy	0.00089	0	0.39924	0	0	0.00431	0	0	0	0	95.24226	0.00089	0	0.39924	0	0.00431	0	0	0	0.00074
Healthy	12.28364	0.91533	3.89122	7.13395	0.77635	3.29025	0	0	0.1106	0	20.41611	12.28364	0.91533	3.89122	7.13395	3.29025	2.94825	0.77635	0	0.15275
Healthy	5.86862	2.4007	0.12171	4.83499	0.32328	23.1101	2.49701	0.21676	0	0	20.0711	5.86862	2.4007	0.12171	4.83499	23.1101	2.14605	0.32328	2.49701	0
Healthy	10.26623	0.23419	0	0.05518	0	0	0	0	0	0	11.9778	10.26623	0.23419	0	0.05518	0	0	0	0	0
Healthy	0.62702	1.5178	0	0	0	0.55513	0	0	0	0	92.94877	0.62702	1.5178	0	0	0.55513	0	0	0	0
Healthy	2.9733	2.06402	0.63579	1.00663	0.14466	0	0	0.14595	0	0	55.30161	2.9733	2.06402	0.63579	1.00663	0	0	0.14466	0	0.00193
Healthy	8.4139	16.87935	2.60997	0.06198	0.80353	0.10918	0	0.42548	0	0	30.8006	8.4139	16.87935	2.60997	0.06198	0.10918	0.00287	0.80353	0	0.03737
Healthy	6.8447	4.3051	0.48822	0.2646	0	0.2125	0	0	0	0	56.88426	6.8447	4.3051	0.48822	0.2646	0.2125	0	0	0	0
D009765	11.93031	2.28812	0.7438	0.37057	0.97885	6.36649	0	0.02166	0	0	21.58189	11.93031	2.28812	0.7438	0.37057	6.36649	0	0.97885	0	0.06516
Healthy	3.34498	1.97659	0.38056	0.48975	0	0	0	0.2637	0	0	54.4097	3.34498	1.97659	0.38056	0.48975	0	0	0	0	0
Healthy	26.87821	30.15439	0	5.33899	1.41122	0	0	0.03959	0.28123	0	8.05544	26.87821	30.15439	0	5.33899	0	0	1.41122	0	1.42082
Healthy	38.10767	8.8988	0.16623	3.39552	0.16486	0	3.85052	0.78721	0.49421	0.54359	29.69044	38.10767	8.8988	0.16623	3.39552	0	0	0.16486	3.85052	0
Healthy	3.41217	2.52296	0.22342	0.20739	0	0	0	0.04231	0	0	73.78138	3.41217	2.52296	0.22342	0.20739	0	0	0	0	0
Healthy	11.89261	8.19117	7.98435	3.48923	1.01192	0	0	0.00949	2.81301	0.90599	17.16571	11.89261	8.19117	7.98435	3.48923	0	0.08105	1.01192	0	0.36149
D009765	8.96317	5.2548	0.95798	0.00029	0.15949	0.01525	3.97099	1.24958	0	0	54.56508	8.96317	5.2548	0.95798	0.00029	0.01525	0	0.15949	3.97099	0
Healthy	25.59372	14.46314	2.87024	4.07087	1.05984	1.21439	0	0.01369	0	0	14.9044	25.59372	14.46314	2.87024	4.07087	1.21439	0.4182	1.05984	0	0
Healthy	42.43654	8.39805	6.72711	10.50411	2.83929	0	0	0.63052	0	0	1.41101	42.43654	8.39805	6.72711	10.50411	0	4.59177	2.83929	0	0.14743
Healthy	1.26368	0.89754	0	0.39038	0.11391	0	0	0.03687	0	0	86.04325	1.26368	0.89754	0	0.39038	0	0	0.11391	0	0
Healthy	8.60283	11.3041	1.79989	1.19466	0	1.22072	0	0.30699	0	0	47.94037	8.60283	11.3041	1.79989	1.19466	1.22072	0	0	0	0
Healthy	0.84418	3.8778	0.02822	0.58104	0.72103	7.01615	0	0.31315	0	0	50.24785	0.84418	3.8778	0.02822	0.58104	7.01615	0	0.72103	0	0.00815
Healthy	1.00055	1.48611	0.04952	0	0	0	0	0	0	0	63.51547	1.00055	1.48611	0.04952	0	0	0	0	0	0
Healthy	13.83051	14.93861	23.63351	3.13694	0.1604	4.32216	0	1.2407	0	0	6.38963	13.83051	14.93861	23.63351	3.13694	4.32216	0	0.1604	0	0.35874
Healthy	34.30594	1.81862	0.04994	24.0444	0	1.23974	0	0.12133	0	0	15.07773	34.30594	1.81862	0.04994	24.0444	1.23974	4.87042	0	0	0
Healthy	4.07282	2.34956	2.61118	1.52863	0.28545	30.6252	0	0.0011	0	0	31.00556	4.07282	2.34956	2.61118	1.52863	30.6252	0	0.28545	0	0
Healthy	16.5556	6.09594	0	0	0	0.57529	0	0	0	0	39.9518	16.5556	6.09594	0	0	0.57529	3.47638	0	0	0
Healthy	23.77976	3.62385	0	0.1678	0.05778	0	0	0.10023	0	0	31.36842	23.77976	3.62385	0	0.1678	0	0	0.05778	0	0
Healthy	3.81006	2.71969	0.78588	1.58041	0.61893	0	0	0.04855	0	0.10907	48.66146	3.81006	2.71969	0.78588	1.58041	0	0.01845	0.61893	0	0
D009765	41.47924	3.92676	0.38976	6.61917	1.75692	0	0	1.10729	0	0	18.80729	41.47924	3.92676	0.38976	6.61917	0	0	1.75692	0	0.05825
Healthy	50.09561	6.69612	0.71216	2.095	0.07793	0	0	0.80785	0	0	15.06565	50.09561	6.69612	0.71216	2.095	0	0	0.07793	0	0.02256
Healthy	0.00143	0.00412	83.34425	0	0	0	0	0.59857	0.15165	0.10266	0.01052	0.00143	0.00412	83.34425	0	0	0	0	0	0.00706
D009765	49.09203	6.66867	1.32569	14.60561	2.34031	0	0	0.39774	0	0	5.09658	49.09203	6.66867	1.32569	14.60561	0	0	2.34031	0	0.25788
Healthy	13.23055	1.98861	0.01296	0	2.16757	0.1126	0	0	0	0	26.18532	13.23055	1.98861	0.01296	0	0.1126	0	2.16757	0	0.00983
D009765	0	0	0	0	0	0	0	0	0	0	87.4337	0	0	0	0	0	0	0	0	0
Healthy	19.37166	1.5275	0	0	0	3.13991	0	0	0	0	55.74766	19.37166	1.5275	0	0	3.13991	0	0	0	0
Healthy	6.14055	5.10969	1.15462	2.2788	0.0011	6.58545	0	0.01273	0	0	22.30145	6.14055	5.10969	1.15462	2.2788	6.58545	0	0.0011	0	0
Healthy	14.23835	1.01113	0.03721	0.01372	0.01178	0.70914	0	0.06666	0.08238	0	64.98285	14.23835	1.01113	0.03721	0.01372	0.70914	0	0.01178	0	0
Healthy	6.68963	0.02283	0.14851	0	0	0	0	0	0.01617	0	20.00069	6.68963	0.02283	0.14851	0	0	0	0	0	0
Healthy	23.14259	6.28494	0.5241	4.65334	0.07989	0	0	0.66574	0	0	32.63091	23.14259	6.28494	0.5241	4.65334	0	0.0691	0.07989	0	0.0046
Healthy	5.88627	5.16358	0.00393	0	0.15786	0	0	0	0	0	65.93476	5.88627	5.16358	0.00393	0	0	0	0.15786	0	0.05506
Healthy	13.75319	4.83782	4.31823	3.0549	0.13429	0	0	0.85808	0	0	47.32972	13.75319	4.83782	4.31823	3.0549	0	0	0.13429	0	0
Healthy	0	0	3.18454	0	0.79689	0	0	0	0	0	10.08405	0	0	3.18454	0	0	0	0.79689	0	0
Healthy	18.60809	1.38632	0	0.00969	0	0.18063	1.75872	0.01913	0	0	71.61152	18.60809	1.38632	0	0.00969	0.18063	0.08662	0	1.75872	0
Healthy	3.95675	1.91772	0.00095	0.00133	0	0.01119	0	0.04978	0	0.02173	70.70671	3.95675	1.91772	0.00095	0.00133	0.01119	0	0	0	0.0003
Healthy	13.66098	14.74634	25.13211	3.99297	1.29052	0.91213	0	0	0	0	20.44063	13.66098	14.74634	25.13211	3.99297	0.91213	0.69324	1.29052	0	0
Healthy	1.07872	0	30.60718	0	0	0	0	0.00057	0	0	27.00068	1.07872	0	30.60718	0	0	0	0	0	0.0139
Healthy	9.58738	12.748	0	2.82042	0	11.2789	0.66627	0	0	0	17.5828	9.58738	12.748	0	2.82042	11.2789	2.63237	0	0.66627	0
Healthy	26.88239	2.81367	26.48408	0.22927	0	0	0	0	0	0	1.53012	26.88239	2.81367	26.48408	0.22927	0	0	0	0	0.69601
Healthy	23.89167	11.01516	0	3.37449	0.12572	0	0	0.06164	0.02492	0	30.84323	23.89167	11.01516	0	3.37449	0	0	0.12572	0	0.02868
Healthy	6.89579	7.45366	6.15506	11.27971	1.88448	1.93009	0	0.01671	0.00175	0	23.32172	6.89579	7.45366	6.15506	11.27971	1.93009	0	1.88448	0	0.43621
Healthy	6.60217	7.04408	15.28631	0.15393	0	0	0	0.08483	0.37648	0.01701	25.02234	6.60217	7.04408	15.28631	0.15393	0	0	0	0	0.70106
Healthy	27.65037	12.5083	3.9672	14.1418	0	2.14355	0	0	0	0	13.27555	27.65037	12.5083	3.9672	14.1418	2.14355	1.10419	0	0	0
D009765	9.73704	4.72109	30.25991	2.9237	24.597	1.4476	0	0	0	0	2.13195	9.73704	4.72109	30.25991	2.9237	1.4476	0	24.597	0	0
Healthy	1.44198	5.22814	0.63011	0	0.04562	0	0	0	0	0	52.90265	1.44198	5.22814	0.63011	0	0	0	0.04562	0	0
Healthy	1.81058	0	43.9427	0	0	0	0	0	0.59154	0	15.43674	1.81058	0	43.9427	0	0	0	0	0	0
Healthy	27.43919	11.87916	0.36473	0.0881	0.09493	0.00565	0	0.25066	0	0	17.6853	27.43919	11.87916	0.36473	0.0881	0.00565	0	0.09493	0	0.00609
Healthy	7.09404	8.82616	0.76052	0.64674	0.08786	1.25337	0	1.09675	0	0	23.88255	7.09404	8.82616	0.76052	0.64674	1.25337	0.15968	0.08786	0	0
Healthy	8.33585	7.42035	2.21956	3.71952	0.25706	0	0	0.38175	0	0	26.03903	8.33585	7.42035	2.21956	3.71952	0	0	0.25706	0	0.38053
Healthy	0.9869	1.46889	0.07445	0	0	0	0	0.01048	0	0	63.4168	0.9869	1.46889	0.07445	0	0	0	0	0	0
Healthy	26.71483	21.1049	2.25565	1.6733	3.53082	0	0	0	0	0	14.07461	26.71483	21.1049	2.25565	1.6733	0	0	3.53082	0	0
Healthy	13.3881	5.25386	0.34034	3.07825	0.09109	0	7.86018	0.35347	0.18582	0.13941	60.49589	13.3881	5.25386	0.34034	3.07825	0	0	0.09109	7.86018	0
Healthy	3.1116	0	0	0	0	0	0	0	0	0	90.445	3.1116	0	0	0	0	0	0	0	0
Healthy	0.65321	2.52699	1.20514	2.22722	0.67087	0.15608	0.0719	0.53671	0	0	15.66955	0.65321	2.52699	1.20514	2.22722	0.15608	0	0.67087	0.0719	0.0199
Healthy	5.11956	3.2468	0	1.03083	0	20.4633	1.123	0.05963	0	0	18.47175	5.11956	3.2468	0	1.03083	20.4633	0.52052	0	1.123	0
Healthy	5.05758	0	0	13.4688	0	0	0	0	0	0	45.50296	5.05758	0	0	13.4688	0	9.59731	0	0	0
Healthy	6.43691	24.9253	6.33299	0.72594	0.47945	0	0	0	0	0	39.25094	6.43691	24.9253	6.33299	0.72594	0	0	0.47945	0	0
D009765	9.09311	10.26158	9.78163	0.33631	4.35183	0	0	0.90527	0	0	24.38049	9.09311	10.26158	9.78163	0.33631	0	0	4.35183	0	0.1882
Healthy	2.16242	0.00344	0.04342	0	0.19684	0	0	0	0	0	41.81829	2.16242	0.00344	0.04342	0	0	0	0.19684	0	0
Healthy	14.41541	12.20497	1.56368	0.20302	0.21619	1.22439	0	0.16311	0	0	29.86491	14.41541	12.20497	1.56368	0.20302	1.22439	0	0.21619	0	0.01703
Healthy	19.24218	6.65272	8.43559	1.58301	1.46947	0.72343	0	0.00549	0	0.0116	15.50903	19.24218	6.65272	8.43559	1.58301	0.72343	0	1.46947	0	0.6662
Healthy	1.70287	0.02448	0.08157	0	0.2106	0	0	0	0	0	40.65332	1.70287	0.02448	0.08157	0	0	0	0.2106	0	0
Healthy	21.53719	11.8956	3.06655	0	6.33637	0	3.40113	0.04451	0.38907	0	28.64014	21.53719	11.8956	3.06655	0	0	0	6.33637	3.40113	0
Healthy	0	0	7.17461	0	0.08659	0	0	0.06042	0	0	23.09959	0	0	7.17461	0	0	0	0.08659	0	0
