p	Proteobacteria	Firmicutes	Bacteroidota	Firmicutes_A	Actinobacteriota	Firmicutes_C	Verrucomicrobiota	Methanobacteriota	Desulfobacterota
Healthy	-1.33059013271222	-0.153192965835897	1.45284249641651	1.59350891812468	1.06753504619992	-1.83713700667807	-5	-5	-1.44587441848699
Healthy	-0.361051731763345	-5	1.77926877108763	0.78989433435908	0.299886296552138	-5	0.649493551689407	-0.729763834162988	-0.0827991811005673
D007234	1.48523590916781	-0.612023205009563	-5	-0.9479990198987	-0.207293211101642	-1.64723880827617	-5	-5	-5
D007234	1.7875737447176	-5	1.38928501158865	-5	-5	-5	-5	-5	-5
Healthy	0.0169372827817184	-0.711303739409744	1.70854088821705	1.30848480339441	0.410920569064705	-1.7956086680807	0.416751978587938	0.250615146990633	-5
Healthy	0.923590072505296	-2.55595520408192	1.84687395668193	1.0657130073669	-0.618541953077843	-1.20294030530003	-5	-5	-5
Healthy	-1.11311464101399	0.135352129383353	1.75396471794871	1.36287229769889	-5	-1.35398859040876	-5	-5	-5
D007234	1.82585649866109	0.694305037223719	-5	1.36777286719014	-0.417141537775501	-2.48678239993206	-5	-5	-5
Healthy	-0.160616238072907	-0.571751785657051	1.94755124979427	0.414572275617945	-0.782753008314607	0.532689421001157	-5	-5	-5
Healthy	-5	-0.267075759926639	1.9084590676676	1.14248019540159	-5	-5	-5	-5	-5
Healthy	0.545680622284173	-1.09674718310604	1.37392699146054	1.79904561162897	0.320887486414493	-1.74957999769111	-1.08586848736911	-0.391687957302673	-5
Healthy	-0.331959046367765	-1.12464930342071	1.79062992876574	1.29601457748717	-1.87942606879415	-1.66314017908319	-5	-5	-0.854182285508172
Healthy	0.986301367056596	-0.82929834418393	1.12962996315838	0.876828426545857	0.193102326271485	0.443955740797119	1.63490540844012	-5	-0.142408210673185
Healthy	-0.376843782677836	-0.405651654874945	1.82203561243196	0.992786728335068	-0.905005099055388	0.90895819561683	-5	-5	-1.65896136832248
Healthy	-0.94919505218654	-1.2050938934832	1.63825367567279	1.30853538848838	-0.610638970036269	-5	-1.01260190086298	0.532454981964814	-0.618505867121702
D007234	1.83165097290939	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.445389714773836	-0.606179204659133	1.73181624690116	0.721916085694228	0.114657680053078	1.1936284772856	-5	-5	-1.70509308939481
Healthy	0.492014046313279	-1.15945481236316	1.8087793037775	1.44295002619323	-1.1680023227641	-5	-5	-5	-0.358694484001343
Healthy	-0.712713460737188	-0.544728674168721	1.84779178684759	0.863264553659761	-0.346411260681204	0.799083343397369	-5	-5	-5
D007234	1.7636134276643	-5	-5	-5	0.955055808314309	0.45677280383668	-5	-5	-5
Healthy	-0.250356426250397	-0.0311576230694756	1.3477754022742	1.72022514573034	0.785990741011936	0.684457553803209	-5	-5	-5
Healthy	-0.409113601626762	-0.373454340972871	1.30284199554117	1.73859007700257	0.60643403624723	-5	0.281453815383721	-0.0281955247091574	-5
Healthy	-0.611898798429483	0.516522153162396	1.45059778994078	1.66100143451289	-0.951131104260069	-5	0.0747360082934487	-5	-5
D007234	1.48213336679022	1.09222502773696	-5	0.576998630160895	-1.27115943166003	1.36826158906929	-5	-5	-5
Healthy	0.759902677855901	1.75709016868809	-5	0.872064157573129	-1.10762709260156	1.36203249056816	-5	-5	-5
Healthy	0.313694311450454	0.1726992358398	1.57941852156294	1.44365047128007	0.118853089115321	0.99721988749863	-0.382161252282997	-5	-1.34170234969181
D007234	1.90649240462979	-5	-5	0.0986610280413935	0.682516009463568	-5	-5	-5	-5
Healthy	-0.537766765740984	-5	0.975493386641472	0.074670188924007	0.433289685195026	-5	-0.848691451817982	-5	-5
D007234	1.63260000887697	1.42643919828671	-5	-5	0.0123182912873568	0.608978277254307	-5	-5	-5
Healthy	1.03553019468976	1.10743384502719	1.44085227389056	0.61223905816803	1.59954226819506	-0.679251522012826	0.179482850061479	-5	-5
Healthy	-0.564745069604102	-5	1.8290584397623	1.18449325649311	-1.36784651648937	-5	-0.93486862785979	-1.29456395341475	-5
D007234	1.99171119520248	-1.80966830182971	-1.36774522331529	-5	-0.864962808450382	-5	-5	-5	-5
D007234	1.72886262306358	-0.219920426515711	-5	0.960896776482225	1.52112958086739	-0.328734567052842	-5	-5	-5
Healthy	-0.32862348482479	-1.63096977819085	1.87160953382098	0.912902467232611	-1.69336055897574	0.425654841102261	-5	-5	-1.29886393390747
Healthy	-0.0272696615194652	-5	1.82835339816039	0.381066321419729	-0.74241741241862	1.04939054290343	-5	-5	-5
Healthy	-0.74882429999326	0.210500441205618	1.51714071660451	1.72179215524452	0.317325660979933	0.427400085600872	-5	-5	-5
Healthy	0.448873205288752	-0.792096469613948	1.42788678645373	1.64694542305848	0.355581769780256	0.844016542117614	-5	-5	-1.70421305974839
D007234	1.89608293380657	0.649868148587841	-5	-5	1.20682479703801	-5	-5	-5	-5
Healthy	0.0754009555138978	0.209362180335848	1.69158598892649	1.43371800342437	-0.48230277478781	-0.71190734545813	-1.40993876919626	-0.76421912967244	-2.01144104312138
Healthy	-0.870567925844426	-1.95000714307986	1.84569775867878	0.55212774900141	-0.649422508182719	0.758721184662132	-5	-5	-5
Healthy	0.77212945952613	-1.18203819546801	1.88116711263976	0.719630383028245	-0.0900430218318357	-5	-5	-5	-0.912076679074703
Healthy	-0.921434440682883	-1.15137988256587	1.82255863792394	0.871310762042857	-0.406204600484391	-0.0740591011511815	0.999624172704404	-5	-0.513767939148125
D007234	1.42659030552602	0.188613541230844	-5	-1.08751223866768	1.57029163016136	1.36979453102261	-5	-5	-5
Healthy	-0.401001694213639	-0.781911097139155	1.88586782752662	0.837181728021158	-0.0971978284517136	0.805375785088064	-5	-5	-1.12239832027073
D007234	1.64801810130947	1.46343024130402	-5	-1.14327110961712	0.658562743700977	-3.14266750356873	-5	-5	-5
Healthy	-0.231058664371183	-5	1.02647075103494	0.0720696703020178	0.0625932644578206	1.91209929916537	-5	-5	-5
Healthy	0.0568286526378118	-5	1.78695560608694	1.49903294955674	0.316678904978105	-5	-5	-5	-5
D007234	1.77278026145966	1.28243970261035	-5	-0.86518562967954	-1.75473416054254	0.681391404918937	-5	-5	-5
Healthy	-5	-0.894285489429078	1.80013788489058	1.37521189572145	-0.451979305094469	-5	-0.649170726417032	-5	-1.03184406285003
Healthy	0.782098367706684	-1.1424262958525	1.83126479471641	1.15287730081641	-0.171655951666938	-5	-5	-5	-5
Healthy	-2.34486156518862	-0.804266351726789	1.7910359075754	1.36968219512207	-0.646911235166052	-5	0.228184697976172	-0.913533388728417	-0.895683635488272
D007234	1.95057250654799	0.998626327854393	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.389063168767338	-0.897086297210779	1.80979114202138	1.47968901509021	-5	-5	-5	-5	-5
Healthy	0.60778088987383	-0.611934339530359	1.81879769011176	1.24692995278663	-0.339960276398424	0.692898890557778	-5	-5	-5
Healthy	0.798293534836545	-0.261695206925895	1.84339805270886	1.00163204831767	-0.568282510353987	0.651900896014137	-5	-5	-5
Healthy	0.17641251812109	-2.18309616062434	1.80905867408652	1.14417366259617	-0.107109919724547	-0.47293750099106	-5	-0.754388640109092	-0.784970821905699
Healthy	0.375831813353148	-0.313453100936994	1.73420372540818	1.482723125941	-0.155553890779022	0.0321673112446803	-0.372664872877561	-5	-1.0195421077239
Healthy	-0.685248226284956	-1.27115943166003	1.89089998764594	0.944759939871635	-0.864199716697889	-5	-5	-5	-5
Healthy	-5	-5	1.72396339295609	1.60116376915479	-0.392641497395108	-5	-5	-5	-5
Healthy	0.0789821487801426	0.727420060572827	-0.0899254803282534	1.61841285550498	0.843087573605112	0.984503910316287	-5	0.553165484378703	-0.989318506868556
Healthy	-0.893367211079884	-0.575314329897897	1.7578804675922	1.07581438984023	1.15237458303422	-5	-5	-0.651578302135575	-1.03995754427316
Healthy	0.899784947897044	-5	1.58181260484365	1.41171665390959	-5	0.0282580248289713	0.85965097864402	-0.0847004387585144	-0.965933321402439
Healthy	0.668363549016223	-1.56719099496683	1.61328766375932	1.43145431316071	0.227701640320864	-5	-1.60589869795996	-5	-0.725080493596246
D007234	1.7624784721513	0.900790837016024	-5	-5	1.37312964773535	-0.300465779498606	-5	-5	-5
D007234	1.80729907849351	1.16882852895978	-2.47108329972234	-2.11463877996849	0.339300356078998	-1.55191233330766	-5	-5	-5
Healthy	-0.249507033290608	-0.628285797357382	1.94831391773628	0.396309214933764	-0.822838800273953	0.54943979068814	-5	-5	-2.42365864979421
D007234	1.7037869649459	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.628206999201477	-5	1.69734409296772	1.54354757189419	-0.427697766307266	0.0485000681322824	-5	-0.0727015119714445	-5
Healthy	-0.634586899923822	0.0386757862258695	1.42918328841198	1.09081405949536	0.428651426689816	-0.223327866781318	-0.330339167965619	-5	-0.167318681063157
Healthy	-0.700579874017971	-2.44249279809434	1.89808802336273	0.408879061326012	-1.16857818293498	0.467317985810699	-5	-5	-5
Healthy	0.394395639212886	-5	1.49032389197986	1.49225402217235	-0.0488957220700017	-5	1.24658252643416	-5	-5
Healthy	-1.85761053388116	-5	1.72575976594537	1.33849653450681	-0.26491233577216	1.25810809798661	0.110054086939306	-5	-2.29499204066666
Healthy	-1.11030620855581	-1.45197930509447	1.82925841081619	1.02208096165778	-0.485319455875018	-0.355443251238301	-0.228949288887126	-5	-1.25547232652743
Healthy	-0.78936049384585	-1.88941028970075	1.78305917044359	1.46625888521075	-1.33236029394359	0.523020302208912	-1.82073553566097	-5	-5
Healthy	0.769110611016678	-1.42712839779952	1.85303495028553	1.06714565096755	-0.28013860067471	-5	-5	-5	-5
D007234	1.7979084658944	0.0959430664367151	-5	-2.34486156518862	0.0194610955617062	0.928433236847116	-5	-5	-5
D007234	1.95443997202131	-2.29073003902417	-5	-5	-1.15298290206465	-5	-5	-5	-5
Healthy	0.366520078894746	-0.345053773415656	1.73338210195819	1.59092583333802	-0.529545405527401	-0.136938985336841	-2.0783135245164	-5	-1.70707970039999
Healthy	0.940674834094561	0.252034622121761	1.33184478786938	1.68178250135519	0.0594952582314566	-1.04368746915881	-0.00149654855961005	-5	-5
D007234	1.81166982988392	-5	-5	-5	-5	-2.30277065724028	-5	-5	-5
Healthy	-0.581036169296377	-0.908579271007949	1.88746718402169	0.822962033607886	-0.0526398104914702	0.806808567268294	-5	-5	-1.05104938975445
Healthy	-0.266128937401695	-0.751462762518442	1.63043377406692	1.42256554756843	-0.0311996188291272	1.07539000309397	-0.493440853274218	-5	-2.77728352885242
Healthy	0.633279546899684	-5	1.96601443058693	0.36970740834814	-5	-5	-0.164195322321245	-5	-5
Healthy	-0.188907811835503	-5	1.96922943324451	0.436343962925923	-0.935841627536882	-5	0.232475152628197	-5	-5
Healthy	-5	-5	1.60790345535138	1.55228935098293	-5	-5	-5	-5	-5
D007234	1.10070062132961	-0.346565570196505	1.21249443295041	1.38314977548285	1.42461575397426	1.17087076761524	-5	-5	-5
Healthy	1.57082455623981	0.746072677802376	1.08537550179713	1.52038749260346	0.353127286608136	0.234114691241981	-5	-0.691755823259394	-0.588969853202906
Healthy	1.18787365316479	-0.0778404792684727	-1.35330226870067	-1.12130589960389	1.53377993609498	0.0403135054983082	-5	-5	-5
Healthy	-0.828302792751164	-5	1.82641037617339	1.18257413078141	0.304919009792081	-5	-0.225556031075035	-2.00744648216786	-1.2050938934832
Healthy	-5	-5	1.73207942599593	1.4803992126491	0.172938445832253	-5	-5	-5	-5
Healthy	-0.721337839090019	-1.42562143558692	1.68403505973857	1.22987706460287	-5	-5	0.784009996953673	-5	-0.766623096526104
Healthy	-0.871923987331285	-1.69464863055338	1.68621669545735	1.2471603508081	-5	-5	0.77240239583651	-5	-0.713655823590916
Healthy	1.44691910366604	-0.929371155948572	1.60338473844771	0.900140362281492	1.17554051411981	0.0978505442769207	-5	-5	-5
Healthy	1.2902666185344	-0.141992459273098	1.24852326965244	1.29918379991622	0.579835023181575	0.640606638840859	-0.164639237108566	-5	-0.368678012867862
Healthy	0.791988028378919	-1.24680008580058	1.83502581433832	1.06620512623543	-0.198973803088793	-5	-5	-5	-5
Healthy	0.618298136481465	-0.735725384668416	1.82068627140843	1.23046782555016	-0.357535479757879	0.689040561678589	-5	-5	-1.93070198788447
Healthy	-1.00850811108984	-0.912573542963714	1.81671207191845	0.887006495993905	-0.384849870546982	-0.018829468531624	1.01449575722456	-5	-0.514335347749745
Healthy	-0.640202448965599	-0.989021987825258	1.88327812180204	0.844227337971815	-0.239939579525564	0.969296604779479	-5	-5	-1.90031935889075
Healthy	-0.472254130923812	-0.556721362571684	1.48604234517561	1.53520142689768	0.64132039461739	-1.22040350874218	0.268123784418661	0.467473431219567	-5
Healthy	-5	-0.32512049624737	0.723920914187621	1.31860815793131	0.427000583499035	1.03349653392673	1.73663398446299	-5	-5
Healthy	-0.0825417560222547	0.328116500340011	1.33906049974826	1.67361643180795	0.292749911237869	0.205688749034518	-5	-0.334747433496518	-5
Healthy	-5	-5	1.77492311481107	1.21882686264677	-5	0.931204543128487	-5	-5	-5
D007234	1.90168303925022	0.631375778340194	-5	-0.747511055515012	-1.50905879464321	-2.40450377817443	-5	-5	-5
Healthy	-0.547569506300401	-0.640430106396238	1.72921153865345	0.709191068289428	0.120564060764551	1.19898158707447	-5	-5	-1.56447414850135
Healthy	-0.110787967546536	-0.376874811469469	1.83366623303694	0.495372250690712	0.110310190583664	-1.05487622987788	-2.36051351073141	-5	-0.342313252400169
D007234	1.95216839256756	-1.36592597451253	-5	-2.28650945690606	-1.89483057200067	-5	-5	-5	-5
D007234	1.97741542117698	0.704784330051477	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0864274614344255	0.804188517791636	1.55289771112	1.58569202841926	-5	1.06094361923556	-5	-5	-5
Healthy	-0.228978720109968	1.58970302177156	-0.0385219530147234	1.64496139762838	1.0120400057926	0.274441895829183	-5	-0.51136468891787	-5
Healthy	0.232681069160143	-5	1.40492022493567	1.50173989961253	1.38984659558038	0.442628689289988	-5	-5	-5
Healthy	-5	-5	1.19197777299771	0.0356378294575247	-5	-5	1.47601543720853	-5	-5
Healthy	0.19301044185402	-0.333519460238444	1.62233569129703	1.44035090687834	1.05761095793956	0.132899769944483	-5	-5	-5
Healthy	-0.210574420711631	-0.118798002180399	1.77859429422324	1.07802629793148	0.106884126580011	-5	0.228964677405161	0.195921781500569	-5
D007234	1.72038846769741	-5	-5	1.40108452830302	-5	0.831421817065022	-5	-5	-5
D007234	1.99523664529654	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.492433497837666	-1.02277955336461	1.66576770688213	1.13976420346431	0.460031395554665	-1.05729763111133	-5	-1.10985853993542	-0.682061960363944
Healthy	0.156721744545782	-1.04778894189133	1.80414522743498	1.41375394274578	-2.17263072694617	-5	-5	-5	-0.896743766644949
D007234	1.85404471836065	0.752168342665119	-2.89619627904404	-1.85917781989069	-0.0274454237063503	0.447285198963284	-5	-5	-5
D007234	1.95630162891874	-0.219430682931045	-5	-5	-0.29387134632307	-5	-5	-5	-5
Healthy	0.209852667847063	-1.04682039893437	1.93814916597494	0.882020509524729	-0.699382780193418	-5	-5	-5	-1.08996287644695
Healthy	0.0625368603794132	-0.11247271821198	0.555871611721586	1.75407459806036	0.0379720115567788	-5	0.343816107575625	-5	-2.7851561519523
D007234	1.45861745558856	1.30291464715516	-5	1.18109149335448	1.41059892521811	-2.31247103878537	-5	-5	-5
D007234	1.99602877653095	-0.442216188886155	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.460848596554507	-0.634380997745496	1.33979913519741	1.7687747308451	-0.284907959864001	-1.30759376516637	0.540321965311277	-5	-1.31247103878537
Healthy	0.872752217042514	-1.29782804914229	1.78325923136912	1.16801961463638	-0.20807087022733	-5	-5	-5	-5
D007234	1.12275243300001	0.179198352271574	-5	1.17562921355884	1.78992180955806	0.806576086999533	-5	-5	-5
Healthy	0.38151578301283	-0.251804217804437	1.5079966573955	1.62664283078168	0.695311778081509	0.63469385956255	-5	-5	-5
D007234	1.74424876891132	0.99920016207654	-5	-5	-5	0.922911692512133	-5	-5	-5
Healthy	-5	-0.183288193012297	1.55773932500018	1.47497299650051	0.433784230188417	0.356675855658637	0.238565439644041	-5	-5
Healthy	0.913997594223057	-0.190783816834258	1.65517398401089	1.41691680377299	-0.084278388962149	0.649183900540323	-1.776763726897	-5	-5
Healthy	0.658422588577606	-0.406592081725706	1.80654950990019	0.79901574119508	-0.0799079941522314	-1.85667287000795	-5	-5	-3.19382002601611
Healthy	0.382721073867374	-0.160811159552938	1.76163665833372	1.40981329560034	0.5551936354335	-0.486795722053012	-1.62123882468363	-5	-5
Healthy	0.363201932709326	0.00493153719820587	0.979719964512406	1.59114956453405	1.48043268793401	0.789197715569405	0.192405747497581	0.0619611199595877	-5
Healthy	0.354882177263644	0.123044344207172	1.07247048230389	1.64677933141619	0.425477158540783	0.816962094484258	0.0605316437121939	0.270098613196524	-2.83564714421556
D007234	1.85199541184841	-0.122363780725737	-5	0.550291963362788	-5	-1.29098458302788	-5	-5	-5
Healthy	-0.852973284777769	-1.26161587648784	1.84232760568281	0.514078673885303	-0.610798464471666	0.782928895268716	-5	-5	-5
Healthy	0.103420552116717	-5	1.92943711460817	1.01732471994099	-5	-5	-5	-5	-5
Healthy	-5	-0.482223670726044	1.48353523556092	1.21464148323457	-0.315244377891376	0.404157811713651	1.36159205056111	0.359393376976146	-0.185259772860952
D007234	1.98571883952572	-0.600464721134703	-5	-5	-5	-0.378045179955098	-5	-5	-5
Healthy	0.770952108664522	-0.610851642302622	1.4568949124592	0.97925100426467	-5	-0.01776948397675	1.29897549091659	-0.266553949807694	-0.199344771854788
D007234	1.63050638674292	0.681404971717666	-5	-5	0.828516181855001	0.753906935567408	-5	-5	-5
Healthy	-0.733063088840827	-1.51655535190146	1.49787604201558	1.15527225527031	1.58177438137499	1.10282837065241	-1.56863623584101	-5	-2.29242982390206
Healthy	0.618608654892877	-1.04992737024984	1.05771363791983	1.59789835750409	-0.104776413030379	0.907886245009021	-5	-5	-0.841426443827744
Healthy	-0.254729976011012	-5	1.88527022354315	0.638231598983382	-5	0.647825841976948	-5	-5	-5
Healthy	0.831493521276503	-5	1.46973426490633	1.47054146526072	-5	0.0566990841594966	1.1407942311197	0.0671452788853952	-0.699578442616928
Healthy	-0.0326205327758208	-0.539222393811746	1.72972018550013	1.2269538977642	1.02098989144976	0.63139607517795	-5	-5	-5
Healthy	-0.430251658218725	-5	1.83411996351429	1.2584440337557	-5	0.505297884688931	-0.436768171479018	-5	-5
Healthy	0.446915999844408	-0.386887898358713	1.63945321864629	1.61537394033877	0.770428552165062	-2.8153085691824	-5	-5	-0.491201034596095
Healthy	-0.824343252718336	-1.4459956789881	1.68791065154158	1.24528164067475	-5	-5	0.786669806853984	-5	-0.784521063637464
Healthy	-1.18422307970164	-5	1.70255322453926	1.21106471507067	-5	-5	0.730434216301124	-5	-0.730113629721326
Healthy	0.280530568030269	-1.08910891135547	1.86729497328099	1.33159086009456	-1.18475440808344	-1.4182778400509	-5	-5	-2.09854167860389
D007234	1.61041292807663	-0.0805871589942663	-5	-5	1.75714418646839	-2.84163750790475	-5	-5	-5
Healthy	-1.45038376048091	-1.20439802010582	1.88121141805049	1.33337794306886	-5	-2.06398920428479	-1.62543493927723	-5	-5
Healthy	-0.169218924393639	-1.18157614490792	1.91411161274466	0.808427053272931	0.187343018561377	-5	-5	-5	-1.10143935506029
Healthy	0.312816052901806	-2.18508681872493	1.60537228653273	1.16831742318336	0.564939335276139	1.06176187906639	-5	-5	-0.491106837766336
Healthy	-0.504247583962673	0.301988727460134	1.36556285679556	1.59750036774083	0.610213930517207	1.21682305078592	-5	-0.809304207508268	-0.920240080339907
Healthy	1.30940508495838	-1.51841406363238	1.50852352433915	1.22983101745079	-0.605565831401125	-5	-0.881272449572995	-1.34055921812968	-5
D007234	1.64559045219927	0.298232836571106	-5	1.67755229751792	-0.222457187897265	-1.42805836492554	-5	-5	-5
Healthy	-5	-0.0109107608013707	1.07861955736021	1.65262997563253	1.41512265279058	0.559999934486939	0.225521207078739	-5	-5
Healthy	1.28716123315757	-0.495773879400986	1.14391526148706	1.454771404695	0.392366271273232	0.753893923904518	-0.285150739162974	-5	-1.25947941394634
Healthy	-1.38848911287334	-1.1882239783971	1.7610300704861	1.16812755697171	0.806289212449916	-5	-5	-1.19118157490788	-1.15864052954515
D007234	1.39227863352688	1.27759890112006	-2.40230481407449	-1.62653627836763	1.74965864564297	-3.58502665202918	-5	-5	-5
Healthy	0.357950085135993	-0.625911843347183	1.80767983639861	1.09775276839039	-0.639160543316378	-0.862899195420877	-5	-5	-1.19545169161194
Healthy	0.567629722105538	-0.731515636153278	1.5370979454745	1.40403980554145	1.16603027234022	-5	-5	-5	-5
Healthy	0.672473775735501	-5	1.96567291125044	0.326509953534979	-1.96537154337468	-5	-0.229221603830852	-5	-5
D007234	1.54866587803565	0.700272669334965	-5	-5	0.36507970598388	1.61979963288607	-5	-5	-5
D007234	1.78696922439408	1.33309425419561	-1.67612939345949	-1.66877521897927	-1.42573717029297	-1.86934465097797	-5	-5	-5
Healthy	0.553690098818399	-5	1.80010678202434	1.29796612328195	-5	-5	-5	-5	-0.569264003589697
Healthy	0.801472313521471	0.413328268961188	1.30360941270412	1.50090236726206	-0.0860537609419147	0.152548231614437	0.281260687055013	-0.0858896574917994	-1.0632852417888
D007234	1.99820269331087	-0.384070980062623	-5	-5	-5	-5	-5	-5	-5
Healthy	0.494574765485986	-1.07644514193245	1.91148579002438	0.848261185414798	-0.196768284309508	-0.211209632879726	-5	-5	-5
Healthy	-0.300986568387119	-5	1.89140915738763	0.772871562650226	-0.596810821092334	0.974625432600287	-5	-5	-5
Healthy	1.1639484167023	0.487032264514757	1.46163881695526	1.46583446129758	0.54079230865038	0.484362487146738	0.756528852407326	-5	-5
D007234	1.87545212620316	0.530180481207928	-5	-5	-5	0.262242198438839	-5	-5	-5
Healthy	-0.201729269430518	0.800527376608742	1.63670158085193	1.31006169277642	-0.278288286632167	-5	-5	-5	-5
Healthy	-0.795635795378995	-0.318939756368188	0.981238103388785	1.70295507821515	1.22870979875914	0.644666017494313	-2.83564714421556	-5	-2.50863830616573
Healthy	0.271897341289242	-0.474657122943135	1.57766720559399	1.76036849485075	-1.60240756596188	-0.721429298389484	-5	-5	-5
Healthy	-0.215796518243505	-1.4427334711301	1.92490334260475	0.813945749449091	0.201000888903395	-5	-5	-5	-1.24473510858775
Healthy	-5	-0.0380476355849247	1.82572080569444	1.25878641117577	-5	0.0422722272820386	-5	-0.0675160883740512	-5
Healthy	0.402398958913232	0.468542276011355	1.77852682504898	1.02494680936449	0.499472631138122	0.156185572840975	-5	-5	-1.4817493486915
Healthy	1.30394192772538	-1.49566508819754	1.5079121105385	1.23015989165859	-0.591827898502946	-5	-0.862234579942658	-1.35300846252288	-5
Healthy	-5	-5	1.63720143843118	1.5628788260242	-5	-5	-5	-5	-5
Healthy	-0.334569115086333	-0.542118103266008	1.04459541550523	1.79222627586036	0.477397667557721	-2.59516628338006	-5	-5	-5
Healthy	-0.152482865008472	-0.0256126723742361	1.56798546200495	1.48610389133003	1.21746341344403	-0.171578579845203	-5	-5	-5
Healthy	-0.516712319794906	-0.197534151554216	1.20491564086575	1.84471184259931	0.0504725608380421	-5	-5	-5	-5
Healthy	0.484151726794627	-1.09718153191775	1.80750763012285	1.4356344911876	-1.08618614761628	-5	-5	-5	-0.267389147204801
Healthy	-0.846703550644695	-0.301925565050199	1.84137599085292	0.984201808063716	-0.491537618726639	-5	-5	-1.48280410205003	0.19572257907437
Healthy	1.24904932599836	-0.22851540986342	1.25847900214665	1.28978821855991	0.961831936858194	0.136730077150427	0.111003607745949	-5	-1.32440494361325
D007234	1.45488249723269	1.79674295380794	-5	-5	-1.87063240427701	-5	-5	-5	-5
D007234	1.93995288127637	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.37359382507666	1.87813316938646	-5	-2.47886191629596	-2.02548830726267	-5	-5	-5	-5
Healthy	0.427206876407176	0.609239999869086	1.94444289290202	-0.55371142737041	0.637111308207965	-5	-5	-5	-2.01144104312138
D007234	1.81942587035857	-0.231672748784231	-5	-0.394468705503593	0.355874688754488	0.814750872459617	-5	-5	-5
D007234	1.89075396203644	1.05108611857026	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.97224279530945	-2.08407278830288	1.79905775237285	1.23645084743545	-1.50003813440381	-0.598358251502229	-5	-1.10154908080163	-5
Healthy	0.0360976775378956	-5	1.82473719215715	0.389789602506148	-0.722987060623472	1.03797280742634	-5	-5	-5
Healthy	1.57154742590704	-0.347492580448701	1.37250125328679	-3.17392519729917	1.20700360367552	-2.52143350440616	-5	-5	-5
Healthy	-0.52264718330103	1.17431048007199	-5	-5	1.83847606674218	-5	-5	-5	-5
Healthy	0.143236577490018	-0.54349732227415	1.56808233536428	1.57214186243806	0.079239148118493	0.339501128908108	-0.888939217930179	-5	-0.868766405410315
D007234	1.86077226357881	-1.28199683173298	-5	-1.36481795134373	0.0494816214498026	0.419450153499243	-5	-5	-5
Healthy	0.496413443828269	-0.385503531677784	1.78316965897254	1.13615498220045	-0.0734672053334812	-0.429865862861032	0.769078091608266	-5	-5
Healthy	0.717303443970774	-1.01430414031016	1.78818117344453	1.40092824732557	-0.843208631996071	-5	-5	-5	-0.743210118073189
Healthy	-0.242649528961645	-0.114293969446785	1.24896561106263	1.71420079370412	1.19885027753627	-0.895751953009556	-5	-5	-0.813382648146363
Healthy	-1.06233168560099	0.0339261204728706	1.42557269232939	1.19173011407371	0.414448536896776	-0.176773637199388	-0.355010275328878	-5	-0.156293930670649
Healthy	-0.893401186787463	-0.494131316458046	1.06356639656761	1.69453210847974	0.272078429853412	0.780592350225321	-5	-5	-1.21745571598999
Healthy	0.032920808723266	0.424264042393716	1.38555301117367	1.66750048918964	-0.165661966386362	0.401026403867827	-0.0827361241144092	-5	-5
D007234	0.831510165204028	0.465367978095041	-5	-5	-0.858989446657676	1.22560698159944	-5	-5	-5
Healthy	-1.29285581165755	1.43596597688289	0.0845083582601755	1.67734593265446	0.106265710542033	0.557011269750501	-5	1.09460422666556	-5
Healthy	0.156149198245543	-2.37468754903833	1.81289077274261	1.14491652709285	-0.148692719448086	-0.506332868771982	-5	-0.821109344951093	-0.929186640297284
Healthy	0.700983063774522	-1.18025870272699	1.79255066821504	1.39650202682469	-0.876965470246493	-2.56383735295924	-5	-5	-0.689561605184152
Healthy	0.776236138320199	-0.345881239502071	1.83871783844274	1.10803536219968	-0.548198218652069	0.652423311378598	-5	-5	-1.82739706879014
Healthy	-0.180541615736409	-0.0273575337213758	1.03061469737955	1.47534556329353	1.24819747127911	-0.314580744011219	-5	-5	-5
Healthy	0.851575695894491	-1.246340352714	1.91258911144697	0.181935008739111	-5	-5	-5	-5	-3.04575749056067
D007234	1.66580802171859	-5	1.39517379520393	-5	-5	-5	-5	-5	-5
Healthy	0.901360226244746	-0.498529927899588	1.85495535789075	0.470714713976437	-1.74376346679408	-0.552547368773007	-5	-5	-1.51498878542143
Healthy	-0.0564856989189822	-5	1.78872298013742	1.43075258758912	-0.686449128666495	-5	-5	-5	-5
Healthy	0.153375776449443	-5	1.83061708613878	0.369857545043115	-0.72035586613469	1.03554740203881	-5	-5	-5
Healthy	-5	-5	1.58668326639893	0.865994756511597	0.479396776580035	-5	1.32372863414478	-5	-0.133240216504892
Healthy	-1.48188105285685	-2.48678239993206	1.56562341456358	1.70483652051793	-5	-5	-5	-5	-5
Healthy	0.465903098173303	-0.0157247856245039	1.41391471874268	1.77466058761498	0.116249004090183	0.55230676192587	-5	-5	-5
Healthy	0.306397146022309	-0.165401291141439	1.65152000757412	1.34539765040906	-5	-5	-5	0.513585129408767	-5
