p	Proteobacteria	Firmicutes	Bacteroidota	Firmicutes_A	Actinobacteriota	Firmicutes_C	Verrucomicrobiota	Methanobacteriota	Desulfobacterota
Healthy	-1.03165716904105	-1.33885014275521	0.875809920481849	1.68946345465032	1.27342609375117	-5	-5	-5	-5
Healthy	0.437777507262603	-5	1.85328732329998	0.510011197075833	-5	-5	-5	-5	-0.768810854517332
Healthy	1.04587859840397	-0.774277301315833	1.13153429910309	0.968341896689936	0.166876908250737	0.418110624031233	1.63552506314401	-5	-0.14967240513739
Healthy	-5	1.27235943192136	1.21170508306965	1.36222359277905	-5	-5	-5	-5	-5
Healthy	-0.202268628312511	-0.941877784217086	1.97333109281555	0.373878887297475	-0.888267143388902	-1.48758245139916	-5	-5	-1.44794046581212
Healthy	0.657536754178769	-1.23769663671223	1.68052378776323	1.55372614279007	-2.5016894462104	-0.0192787035188727	0.1838475692807	-0.090930953020981	-1.21509755011334
Healthy	-0.497204295869993	0.340049302549371	1.54737442872919	1.64267330732508	0.249909772667571	0.852215188477158	-2.41907502432438	-5	-1.72932116385529
Healthy	-1.74448628718047	-0.283570922439515	1.69251706498794	1.57628513019912	0.402941960259131	-0.674299657084014	-5	-5	-5
Healthy	1.2233881976464	-0.0380903029466611	1.13404954274051	1.32040865370062	-0.180436324248501	0.728048450929327	0.793840653811468	1.02528578892374	-0.374831651681002
Healthy	-0.258186822976684	-0.309219345498513	1.21982910814252	0.985918425699937	1.83312683160884	-0.50876440996675	-5	-5	-5
Healthy	-0.99349117222471	-0.294238889082523	1.82217527394593	0.976257331861733	-0.594995334949631	-2.34678748622466	-5	-2.45099673797421	0.18912239722192
Healthy	-0.411661052766046	-2.57024771999759	1.65869046475793	1.43663661243769	-1.61154354729973	0.601673297134616	-0.713700749057171	-5	-5
Healthy	0.70685513077609	-5	1.9639075250669	0.354734447935816	-2.28567024025477	-5	-0.250271412159511	-5	-5
D007234	1.33629298879914	0.864815336573131	-5	0.0346444967531833	-2.6903698325741	1.7842906288524	-5	-5	-5
Healthy	-0.317502935643721	-0.420159263131558	1.81623035961131	0.937801645346803	-1.02779716162094	0.901673508126956	-5	-5	-1.54333037057624
Healthy	-0.0986397737552535	0.506092188836026	1.70370681207805	1.3556736871989	-0.138411828364915	1.05516839713014	0.556794422477099	-0.5620117497805	-0.444736221685872
Healthy	0.196844666256675	-0.772447496620135	1.53425538348743	1.43658305690082	-0.0466462903622606	-0.490327134716864	-5	-5	-5
D007234	1.90729030044123	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.864605405271669	1.24276597104842	1.18123915533411	1.26601590742257	-5	0.535154819591039	-5	-5	-5
D007234	1.99032708693515	-0.435475962614136	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.993234547548007	-1.54668165995296	1.8402203641408	1.01011033552964	-0.529324955201064	-0.37423496605	-0.301003938776766	-5	-1.11103465569966
Healthy	-0.691094260568433	-0.418380253234411	1.82987107329217	1.2636358319153	-0.646141448139673	0.636738571385954	-5	-5	-5
Healthy	0.884534822368498	1.00374092342911	0.864011830191599	1.79173477783285	0.0847299516703916	-0.0416989707463271	-5	-0.148050999661471	-5
Healthy	0.944318793771176	1.26543931612797	0.952082078998089	1.55058371741859	1.05228253294891	-0.562122654378565	-5	0.933610269920367	-1.27572413039921
Healthy	0.652111872675894	-0.794552022948323	1.75023894070456	1.33818427699651	-0.133004186889352	0.0224077489256045	-5	-5	-1.13774932540207
Healthy	-0.167478314114489	-1.05868737463934	1.81063932721709	1.47207771793839	-0.766876921478919	-1.84375380960266	-1.4641997091751	-5	-1.60747891006807
Healthy	1.85517558190595	0.22168803092326	0.838425919577198	0.331273393353888	1.09728473429838	-5	-5	-5	-5
Healthy	-0.303800929508598	-5	1.77797032905245	0.937619182150648	-0.20748924607931	-0.301864642586931	0.941177384411942	-5	-0.236961548552029
Healthy	0.680871930088127	-2.0783135245164	1.9660556165173	0.32488510939623	-5	-5	-0.243386709927064	-5	-5
Healthy	-2.15490195998574	-0.848752762537629	1.54423118434624	1.04322115851767	1.41716467220008	0.502142960210612	1.19600503210578	-5	-5
D007234	-0.345092225271177	0.214894159737968	-1.29345289735964	-5	-1.40164729013072	-5	-5	-5	-5
Healthy	-0.307100228626657	-5	1.71429680912626	1.22717145740752	-0.477360182395845	-5	0.742192342315318	-5	-0.453494351833502
Healthy	-0.840132152907433	0.342428602979308	1.75780113069783	1.47569370133445	-2.040481623027	-0.796260191366142	-5	-0.211881144081632	-5
Healthy	-1.25165689551245	-5	1.30862203111992	1.5373745025049	1.3096708274078	0.500221375829603	0.428071589859739	-5	-5
Healthy	-5	-0.278123462734822	1.90984293250635	1.15234400391179	-2.33629907461035	-5	-5	-5	-5
D007234	1.69256061340975	-5	1.34062473584735	-5	-5	-5	-5	-5	-5
Healthy	-0.646160676195457	-1.04803141550709	1.90537724537048	1.05641771125877	-0.693789491832238	-5	-5	-5	-1.01986022225425
Healthy	0.203587645792654	-1.28008893580166	1.84706626289629	1.1480115752465	0.0369002446255361	-5	-5	-5	-1.05983228596593
Healthy	1.00283276436082	-0.697387715400907	1.67759554777868	0.872725437490002	0.657683881968933	-0.498639439211245	-5	-5	-5
Healthy	1.0411391411101	-1.48188105285685	1.79611023661982	1.1705084302095	-0.504636077822428	-1.09506817260435	-5	-5	-5
Healthy	-0.200067008384154	-0.494429502556829	1.03997694898568	1.67716257723051	-0.142130998855604	0.781788394134666	-0.0704840075438665	0.118545785398158	-2.36251027048749
Healthy	-0.126534076288682	-0.202261709214539	1.87845923190895	1.17632455728345	-1.05163594401163	-1.00629930517965	-5	-5	-0.906823550303751
Healthy	-1.29030613027221	0.375661785348691	1.21594090851444	1.75441347499798	0.557308656280239	-0.202497020408719	-5	-5	-5
D007234	1.7633236005849	0.134384320553547	-5	-2.61083391563547	-1.87160073128219	-1.26986399600332	-5	-5	-5
Healthy	0.494801377974022	-0.624665660334584	1.83485605161469	1.11994473567827	0.111117948867755	-5	-5	-1.58302682739696	0.146016345593551
Healthy	0.444627109819072	0.031771907514002	1.49953849000643	1.5334778125235	0.737120254258549	0.131297796597623	-1.18243463044022	-5	-0.328549445787505
Healthy	0.136311440287854	-0.213291157832109	1.95319280674518	0.779941913748043	-0.0126063716959796	-1.20024603358811	-5	-5	-5
Healthy	0.390488224809775	-0.903820215285201	1.84321857138905	1.01090263081075	0.467150634760605	0.140033265042251	-5	-5	-0.485000921921319
D007234	1.63917191030019	0.23599783718779	-2.00568284733036	-2.83564714421556	-1.01050568722729	0.0417518166093545	-5	-5	-5
Healthy	1.70521726110208	0.804263498750107	-2.27984069659404	0.704897444310285	0.0426621264554161	1.55226755588178	-5	-5	-5
Healthy	-0.718852957975572	-1.39891827221598	1.62283703204907	1.71601311515071	-1.0977250795255	-3.48148606012211	-5	-5	-1.44093166596546
Healthy	0.158880923169454	-0.624519285381428	1.69925992939583	1.55715914567347	-1.39696394374948	-5	-0.941687878891614	-5	-5
Healthy	-0.716269213222118	1.03734481102139	1.70998680317041	1.48923151732885	-0.953699980347031	0.71470436577033	-5	-5	-5
D007234	1.9377290702682	-5	-5	-5	-5	0.446467264267703	-5	-5	-5
D007234	1.85623058542345	-0.0588166481875177	-5	0.922888871405209	-5	-3.74472749489669	-5	-5	-5
Healthy	0.215896529784036	-1.0364482664259	1.80927049269205	1.12615641826587	0.0704479426235343	-5	-5	-5	-0.981674054597079
Healthy	0.300793240649741	0.769697020472939	1.40511352412743	1.67935993056768	0.543945183677137	-0.520079349287112	-5	-0.332687164705036	-5
D007234	1.98177232222671	0.0532551999528403	-5	-5	-5	-5	-5	-5	-5
Healthy	1.40425575474829	0.933469065320318	1.52554285805695	-0.0295694348245326	1.31489565910383	-5	-5	-5	-5
Healthy	1.99715174083286	-0.898631036750749	-0.764850463526756	-5	-5	-5	-5	-5	-5
Healthy	-0.498488868275975	-1.19749993223561	1.82993262611439	1.25693051257491	0.0794055735836503	-1.28929043427566	-5	-5	-1.89859664944467
Healthy	-0.475175637146033	-5	1.68000962497922	1.60834596728426	-5	0.896158454690529	0.00930213933829005	-5	-5
Healthy	0.237960742067695	0.282264017825702	1.27857870506819	1.76362585198804	-1.39653084026616	-0.534082046788065	-5	-0.427907109696094	-1.64781748188864
Healthy	-5	-5	1.27885279162735	1.77308332802605	-5	-5	-5	-5	-5
Healthy	-1.19538358301274	0.140026973107824	0.746739257475019	1.83509971945793	-0.0732872231290497	0.834421339544144	-5	0.657351340406132	-1.35991626862688
Healthy	-5	-5	1.85625876442189	1.35557276848722	-5	-5	-5	-5	-5
Healthy	1.35728577769053	0.686052349531435	1.34143274386819	1.39031093422937	1.11348710352829	0.302335258617769	0.205266633630187	-0.0863026812812774	-1.40849019100535
D007234	1.59121725141191	-5	1.49170913050262	0.287752477247795	-0.387078461978226	-5	-5	-5	-5
D007234	1.07858404262452	-0.309015814893519	-5	-5	1.93498241982852	-5	-5	-5	-5
Healthy	-1.11030620855581	-1.43238555726916	1.83849861847903	1.00453416893714	-0.496617936526267	-0.338073788261098	-0.240030142445693	-5	-1.0952303740934
Healthy	0.69742115739418	-5	1.80671037139733	1.15769304225395	-0.0734157742349271	-0.0953006802229892	-5	-5	-0.825271666688106
Healthy	-5	0.919767184105938	1.4544043992677	1.44574707666395	0.0385367121750399	1.09974139665969	-5	1.13535912540855	-5
Healthy	-0.764522055387049	-1.11924355548979	1.80843582926501	1.207861551939	0.0514419556349704	-5	-5	-5	-1.0632852417888
Healthy	0.327936927659138	-0.0803101404624089	1.65694200303837	1.19199731165921	0.202518286159672	-0.0523114622157312	-0.994690763151483	1.11370643016514	-0.763412359243005
Healthy	0.6006919828597	-5	1.80247269252521	1.29528180123868	-1.50072541810778	-5	-5	-5	-0.603173210731217
Healthy	0.497987815142413	-0.568748845304845	1.84397648555626	0.916326536813932	0.155378553724766	-5	-5	-1.33998877871067	0.137695841349208
Healthy	-0.530781999579368	-5	1.84499286597348	1.20887650782899	-5	1.06995691396424	-0.526542227184554	-5	-5
D007234	1.83148814387128	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.389095173354186	-2.18575240426808	1.79544251462279	1.19114684594282	0.0416413462517062	0.993925362941636	0.0037318813728815	-5	-0.868959068399901
Healthy	0.176027557860134	-5	1.47363526178413	1.15160118758814	-0.717060834245226	-5	1.360512188737	-5	-1.53715296416833
Healthy	-0.0731998301067869	-0.454593910315447	1.8287975087091	0.493038192767588	0.0922257301441123	-1.06950943469373	-1.96859153574838	-5	-0.346961238770244
D007234	1.8588483705447	1.1089963980223	-4.52287874528034	-0.0259490972071227	-0.220129455854217	-2.5016894462104	-5	-5	-5
Healthy	-0.176532291816822	0.650762953405492	1.67211929492149	1.38099028212067	0.697684328681329	0.805756330304161	-0.900215803396422	-5	-0.934009710766224
D007234	1.21044132511564	1.43562158965543	-5	0.905130711858426	1.07734827981812	0.492032230945623	-5	-5	-5
Healthy	0.687225651784548	-0.822319240151222	1.58019232676226	1.29412107845701	0.377400969400715	-1.75895184932836	0.221948625861866	0.73968545196207	-5
Healthy	1.4411514954835	0.0176676139921096	0.542661135510668	1.46354884965472	0.87332641562497	-0.112005949522003	0.133235434896323	-5	-5
Healthy	-5	0.438634102590059	1.53950277800773	1.18855108799131	-5	-5	-0.765761199652933	1.24780908674037	-5
Healthy	-0.440177131287025	-0.565255497672588	1.66620440784786	1.6533050568943	-1.16033344311757	0.650970603102746	-5	-5	-5
Healthy	0.129870273806506	-0.502959717744069	1.73595465189247	0.750499909441096	-0.150807928523189	0.95703615200659	0.856621964671324	-5	-0.726697721432343
Healthy	-0.842452574422192	-1.42689621683601	1.88788122841334	0.967866560354143	-0.843420564195426	-5	-5	-5	-2.50863830616573
Healthy	0.764063993693171	0.490136939191122	1.60145057451342	1.55328442824341	-5	0.599025640362682	-5	-5	-5
Healthy	1.15262280581706	0.0415466350032215	1.45430828928135	1.2074781763799	0.547251514579953	-0.26706772732823	-0.160031997995545	-5	-0.732312120134261
Healthy	0.756473312380045	0.0105204408288268	1.04862705783293	-1.4600461583436	0.937725962500963	-0.477255906881216	-5	-5	-5
Healthy	0.776009247874998	-0.334240825342148	1.83779019942277	0.990851445956752	-0.59665638086955	0.652775103796915	-5	-5	-5
Healthy	0.18682642301871	-0.44454278279535	1.26674332629385	1.48906719150801	1.07121348923795	1.01790856239722	-1.39126008093121	-5	-2.25336580106242
Healthy	0.16867422956708	0.1913224397961	1.29669282630379	1.72997582230674	1.11233448856373	0.33165400182415	-5	-5	-5
Healthy	-0.0225324753632522	-1.56240796774604	1.95233772098032	0.594434541196036	-0.603573971981897	-5	-0.0480120126351787	-5	-5
Healthy	0.459935016851525	-1.12871902714203	1.89941747179119	1.10176631441492	-5	-5	-5	-5	-1.63320361671327
Healthy	1.00679923007321	-0.85390298646413	1.81151810152313	0.201743875159781	-0.528517593372337	0.949800196758946	-5	-5	-1.67964596718233
Healthy	0.526003086092814	-0.922123595640719	1.66408446128312	1.13177099352404	0.464467191274393	-0.947613904610625	-5	-1.37903156435571	-0.856485579924449
Healthy	-0.128946894372609	-0.628045972859869	1.87055892425101	1.17801006990262	0.295069850581149	-0.927897221114824	-5	-5	-5
Healthy	-0.384070980062623	-0.0399670673351791	1.38955978436624	1.69671171817214	0.439367435999147	0.107938836697226	0.336313610203409	0.380681472737826	-1.05085404758006
Healthy	0.598288097462462	-5	1.79814908758452	1.3107013822881	-1.7972393126068	-5	-5	-5	-0.71092412110178
Healthy	-0.040767750949004	-0.575690179754244	1.21102945272824	1.52691627293046	1.36439056754873	0.106014014629746	-1.52695119491146	-5	-0.730370325642447
Healthy	0.938002566921817	-5	1.78332596939472	0.562858863072845	-1.34978964533964	0.968642627488759	-0.15815894255042	-5	-0.51786992460797
Healthy	-0.187414158045324	0.0730030998817064	1.58732744949149	1.71411390031849	0.498546249682392	-1.06900005804385	-5	-5	-5
Healthy	-0.373978026588278	-1.3337629041042	1.86689893847382	0.905345707259142	-1.34275287011628	0.408312907087309	-5	-5	-1.52447408496072
Healthy	-0.723400346442357	0.708617180676053	1.3611190195597	1.53615552334106	1.00557428880652	0.652746120689012	-5	-5	-5
Healthy	0.994646598672692	1.15344776849959	1.21772392430279	1.26772867658887	1.09615890299722	-0.222863287495827	0.398471260058324	-5	-5
D007234	1.27570768335575	1.81467907802492	-2.32057210338788	-5	0.869756077739027	-1.55611145322263	-5	-5	-5
Healthy	1.24421054862531	-0.645891560852599	1.70935248605077	0.905086943475406	-0.27281673612004	0.089028576818532	-0.0143355600222667	-5	-1.80771138743188
Healthy	-0.545551519298308	-0.484351306292368	1.38237892396689	1.5917968335063	-0.0818647738336408	0.915321201267909	-5	-5	-5
Healthy	0.907677875594028	-0.141059973654603	1.67317256099189	1.42128483353677	-0.01338947710832	0.647291015152154	-1.83803338363593	-5	-5
D007234	-1.61367942610595	-1.36734028670609	-5	-5	-5	-2.30539480106643	-5	-5	-5
Healthy	-5	-5	1.66777505190295	0.603497296516184	1.45287954218923	-0.093697289012342	-5	-5	-5
Healthy	-0.167305912953498	-0.970129435996048	1.69798268700167	1.39340513710579	0.289473006301347	-5	0.154274820458287	-5	-0.507910422508621
Healthy	-0.558351987474352	0.260908149296584	1.6113332234988	1.32916694010736	0.553544436141183	0.826013219266404	-5	-5	-5
Healthy	-5	-0.81690105989987	1.91804523262035	1.12621065796153	-5	-5	-5	-5	-5
Healthy	0.331848226509501	-5	1.22871954536122	1.4456636617452	1.14760769719997	-1.61207653302656	-5	-5	-5
Healthy	-0.192295887061616	-0.723377375798292	1.87049479325185	1.0961481137164	-0.850688494092085	-5	0.728486079626542	-5	-1.59006687666871
Healthy	1.06800356828737	-0.760225184833481	1.82545889959683	0.162725668890339	-0.566246162483243	0.908117053144508	-5	-5	-1.73447466478093
Healthy	0.177493212608342	0.304346169804503	0.245747024886997	1.71741858907404	0.754224452364018	-0.747219761904916	-5	0.82194237073192	-1.62506844602181
D007234	1.36339026391515	0.966341696912211	-5	-5	1.35421430954272	1.47898572642604	-5	-5	-5
Healthy	-0.0379765326292973	-1.41793663708829	1.88952002769663	1.05188345194229	-0.545292307276486	0.871845451536765	-0.453494351833502	-5	-2.87289520163519
Healthy	0.251212232692721	1.38038745713422	0.854920907471279	1.51589608749354	1.13660896766737	0.297381842560304	-5	0.21296756791773	-3.32790214206428
Healthy	0.943680460974459	0.0214167270964125	1.31523919247116	1.18791901742698	1.33494025029141	0.1104280822803	0.275670622022857	-5	-5
Healthy	0.895009051199619	-0.332491012727425	1.61353263365198	1.57536129707073	-0.539914400822531	-0.0410827095462756	-0.154672464977933	-5	-5
Healthy	0.137876090487811	-0.795310379579639	1.44662724743026	1.56724110640165	1.14929518452944	0.584425085166789	-2.38615817812393	-5	-2.45842075605342
Healthy	-0.496195702909122	-5	1.84469923667168	1.00271581999349	0.627033863191978	0.434199916352464	-0.919193195665638	-1.27810698378504	-1.21388771628017
Healthy	-0.269451886706003	-0.0382041030757711	1.49091806667468	1.60107911613308	0.932926595072836	0.657717313152943	-0.00285398589743062	-0.579846139525402	-0.847039325695751
Healthy	0.876714800230733	-5	1.7295800067766	1.39108514228563	-5	-5	0.0185798445518674	-5	-1.27605202356836
Healthy	-0.748799944527819	-5	1.79795971289236	1.4584090855353	-0.684218519291396	-5	-5	-5	-5
Healthy	0.792109306300532	-0.361351031916633	1.83629625919064	0.988442118623219	-0.563535201858381	0.639470551563969	-5	-5	-5
Healthy	0.474835202538088	-1.17842097208799	1.80060849108794	1.45391157243325	-1.32230181852549	-5	-5	-5	-0.36529103357909
Healthy	-0.115227285636771	0.0422525261156505	1.32418323546207	1.66139512692446	0.408005790319548	0.255327994742009	-5	-0.406016519976226	-5
Healthy	0.0830257808724579	-0.501455128284397	1.20289463092717	1.54141173371632	1.54446344453201	0.316624441423086	-5	-5	-5
Healthy	-5	-5	1.76143849315133	1.62598200361643	-5	-5	-5	-5	-5
Healthy	-0.809388202186395	-0.0087074557490656	1.56536262491201	1.5803988302046	0.774838005983815	0.305819810764101	-5	-5	-5
Healthy	-0.366854860632557	-0.244109906191969	1.75487956265992	1.40101208716013	-0.0728350257006302	0.427682438525063	-5	-5	-5
Healthy	0.21916522183034	0.723003902236924	1.76644393077627	1.35781196999584	-0.393758405602838	0.305718859250873	-5	-5	-5
Healthy	-0.0208205225232316	-1.20300960945431	1.91773058065843	0.922221861889605	-0.155119161531607	-0.910236145508311	-5	-5	-5
D007234	1.76592391633773	-5	-5	-5	-0.130656786539145	-5	-5	-5	-5
Healthy	1.96204361109191	0.859034967366988	-1.94653739507454	-2.73992861201493	-1.75721019052132	-0.0348924141509441	-5	-5	-5
Healthy	-0.0248210290591229	-0.0692648593402061	1.62831228308446	1.4626776533893	0.663679257228542	0.585229420209545	-0.663360181358311	-5	-1.23709647150094
Healthy	0.0637985592843731	-1.32248429520124	1.8107653110522	1.37420412921319	-1.01560772147573	-5	-5	-5	-0.339551948678705
Healthy	-0.158740666617736	-0.566774374762595	1.82358370192354	1.36317953825229	-1.31542391261154	-0.710790217355014	-5	-5	-2.75448733218585
Healthy	-0.559027981266039	0.156303769240117	1.28450472680845	1.79672083085467	-0.108975747775898	-0.37782743910657	-5	-5	-5
Healthy	-0.743859773365467	0.425002438594208	0.828867328922882	-0.536644615145342	1.84299936777739	0.0173756288707716	0.382343091527094	-5	-5
Healthy	0.776592960007098	-0.231946777320688	1.84175972549382	1.01068445932423	-0.592643092514053	0.664527276586997	-5	-5	-5
Healthy	1.49563174265569	0.015267520918701	1.6319434274804	0.933628486525049	0.325012526339271	-1.1222256500086	-0.227736985686373	-1.01354178726269	-1.09957824654226
Healthy	-1.32093568187869	-5	1.79532856505883	1.44104328349967	-0.36900293160136	-5	-5	-5	-5
Healthy	0.489642130389186	-1.03886378261277	1.80925728653393	1.43605509413814	-1.06233168560099	-5	-5	-5	-0.327458833606019
Healthy	-5	0.481196028302597	0.769604015892609	1.86477916920611	-5	0.0674242510050684	-5	1.09909024852233	-5
D007234	1.93124692728818	-0.312052106602082	-5	-2.64781748188864	-2.11182050608167	-1.71331903064507	-5	-5	-5
D007234	1.70745784109602	1.68790824585732	-0.875724067993662	-5	-0.861381566100507	-5	-5	-5	-5
Healthy	0.252238761553515	-0.786907448747516	1.41816783300766	1.68773910176149	0.205318067068959	0.819162773621355	-5	-5	-2.33161408331
Healthy	0.0079908807285113	-0.69988298171013	1.75956639675674	1.27236894243518	0.709999674833398	-1.98505965020706	0.21405398535976	-0.394307171667629	-1.25274360255786
Healthy	0.335010336802968	0.360394584620541	1.51441359205438	1.47659544021459	0.435186376504369	-0.124128809272634	-5	0.399876114370752	-1.65737995744665
Healthy	-0.535346542550498	-5	1.7740177146621	0.781999372417942	0.323858245041571	-5	0.696345902623272	-0.635561579360074	-0.0583593914236578
Healthy	-5	-0.680602425948174	0.886532460558815	1.71044503644554	0.855189524050928	0.807619578732394	-5	-5	-5
D007234	1.71895061524211	-5	1.50134413171001	0.477019907516251	-0.0862126297945228	-5	-5	-5	-5
Healthy	-0.197499932235607	-0.348751069195405	1.83513857174488	0.491990265260497	0.0824909552759825	-1.10100072911021	-2.65364702554936	-5	-0.375996519668438
Healthy	-0.30977733132734	-1.00625524344554	1.64089307622699	1.37261286245627	1.19776366597403	-0.696328855335979	-1.11599807523121	-5	-1.17063189201118
Healthy	-5	-1.77159964129699	1.29673537359748	1.17990264666323	0.202027622561918	-0.287139935335543	-5	-5	-5
Healthy	0.138002536456431	-0.287695514489571	1.36070679998064	1.82092142329083	0.13182389536808	-5	-5	-5	-5
Healthy	-5	0.673757936549577	1.76509950216503	1.41469313765244	-0.314939339095504	0.829762274369632	-5	-5	-5
Healthy	-0.392137681651643	0.404072179076355	1.58953576384212	1.48682407022559	0.637365627645141	0.166785219735433	0.667761985867626	0.108960579168211	-1.70774392864352
Healthy	1.02381030340656	-0.752124890375396	1.11805629411315	0.838180139949082	0.170502271378952	0.408027855670562	1.64303011960093	-5	-0.142203297924661
Healthy	1.97905817391994	-0.345188369807202	-2.00612308505879	-0.955460239607589	-0.559768063773211	-5	-5	-5	-5
Healthy	-0.60173005288245	-0.674648562194454	1.65300631972067	1.05358700038172	0.788949257284817	1.25433389803268	0.8498387630846	-5	-0.916963457588035
Healthy	-0.791773694064417	1.22056830091496	1.4004321226059	1.42348507972525	-0.402546155832242	0.666084405696256	-5	-5	-0.993277307798315
Healthy	-0.167465541310879	0.48338186774898	1.54793289263867	1.59904619483079	0.532046960225758	-1.75055703855742	0.212850529635859	0.75417397123786	-0.977324238046272
Healthy	-1.3981572102179	-0.96738123914928	1.55767727729678	1.72159217691424	-0.336091868547089	-1.15664262156204	-2.77469071827414	-5	-5
Healthy	-0.737596376741218	-0.378148904455688	1.88699055291402	1.07377515308248	-1.55846196129784	0.457436781679046	-5	-5	-5
Healthy	0.203661016675312	-2.0329202658555	1.80440347400348	1.14764819464838	-0.0708672920029183	-0.532184784600586	-5	-0.728413935972729	-1.24910607961787
Healthy	-0.140261433802853	-1.44466367200473	1.922515835678	0.801096919797611	0.213483224563714	-5	-5	-5	-1.268814292366
Healthy	-0.277259162061962	-0.128584699927495	1.23034621136224	1.69576571374696	1.18722338116126	-0.783385514498723	-5	-5	-0.802857335027437
Healthy	-0.661902246293461	0.42287205596233	1.21122522940003	1.69286911794101	0.293875007062688	0.212160959753383	-5	-0.731071177567387	-0.54810615509564
D007234	1.95102412105695	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.536659558097221	1.89496723756092	0.807752797173646	-0.210264210354226	-1.39663907565162	-5	-0.96389033293942	0.23363311618323
Healthy	0.507498308275462	-1.00104355952951	1.8034408634439	1.44572855869059	-1.40274371707486	-5	-5	-5	-0.303119628317238
Healthy	-1.01304921214148	-0.996065793826291	1.55679731448639	1.70779237583359	-0.963091777079781	0.235235451817277	-1.66094626429086	-5	-5
Healthy	-5	0.478085764301482	1.6569367403503	1.50958219592261	-0.945157220771317	0.348651381351976	-0.8142029525538	-0.245858156170543	-5
Healthy	1.99970610036023	-5	-2.37468754903833	-5	-2.64016451766011	-5	-5	-5	-5
Healthy	-0.236167851410691	-1.91399629438162	1.91905015012138	1.00427966230959	-0.62158392811477	-0.584676017300308	-5	-5	-5
D007234	1.64902528924402	0.910367700479756	-5	-1.91757369913923	-0.145463205661823	0.638226604101598	-5	-5	-5
Healthy	-0.113086466601454	-0.153625770269907	1.55935113870028	1.18761039056909	1.48502912619111	-0.227480264935324	-0.836302054107431	-5	-5
Healthy	-0.794200378429424	-1.27132163314909	1.80159769272252	1.20286740997636	0.0812644742576993	-2.16621562534352	-5	-5	-1.25837574249619
Healthy	-5	0.660550547757731	1.31939778220672	1.72930332049995	-0.563932812786401	0.833055906872696	-5	0.758692419878901	-0.886558046034678
Healthy	-0.447368280755924	-5	1.7697134049307	1.03577263538167	-0.280444992958069	-0.28561993878778	0.910151972818467	-5	-0.25335801807693
Healthy	-0.0914345636631253	-1.13721290176466	1.82483783149133	0.870891773466308	-1.27687284120431	0.813289359663985	-5	-5	-1.19729467292565
Healthy	-0.681999308182079	-0.436008977413847	1.8490291105652	0.848597962127137	-0.451242171426296	0.792544366201914	-5	-5	-5
Healthy	-0.269258088149979	-1.32854944578751	1.86419901262779	0.885383273488225	-5	0.451356532162689	-5	-5	-2.11861534322943
Healthy	0.566000031094816	-0.406758251004164	1.62522249534813	1.54837565808977	0.601443942171799	-1.58352592089978	-1.52157781225992	-5	-5
Healthy	-0.196351727598519	-2.38721614328026	1.82641886096125	1.35269217717503	-0.82912249272442	-5	-0.250279140025592	-5	-1.8921119748172
Healthy	-0.712735874201023	-1.32275815405335	1.89142516214329	1.02232566262545	-0.900250319151012	-5	-5	-5	-5
Healthy	-0.719535453373082	-0.614304374589439	1.92207415077932	0.704074122356511	-0.462382363579024	0.913536768872646	0.138422704786584	-5	-5
Healthy	-0.452434495307391	0.873351414119314	1.63585294121595	1.36133490504708	-0.942447998945467	-5	-5	-5	-2.57348873863542
Healthy	-0.789200089603249	-1.27638016448454	1.32670915273713	1.50468815925883	1.05055142913866	-0.202829441651728	-5	-5	-5
Healthy	-1.2518119729938	-5	1.92235586508424	0.664748186109812	0.563323239319293	-5	-1.23306690616272	-0.171849441548615	-0.40857919489579
D007234	1.76945981942056	0.874401793453345	-5	-5	0.0437197851117388	0.821036394028393	-5	-5	-5
D007234	1.89311405295099	-5	-5	-5	-0.734875446840819	0.276916541190749	-5	-5	-5
D007234	1.45976313862055	1.66773127913718	-5	-1.76396685288236	-5	-5	-5	-5	-5
D007234	1.88699658093176	-0.927713330490108	-5	-0.827192811630913	0.237171613579959	-5	-5	-5	-5
Healthy	0.169953491717545	1.37456414410195	0.98415901952031	1.49867038655006	1.12016148467215	0.289330260727835	-5	0.181363312790112	-2.27572413039921
Healthy	-0.991186990947911	-0.227891091010092	1.18184673085399	1.78932111543987	0.036864340485587	-5	-5	-0.385387487727353	-2.12784372725171
Healthy	0.767642596957773	-1.17502853887631	0.835312539111101	0.363305421502541	1.8975805258288	-1.63808338133136	-5	-5	-5
Healthy	0.407480983611734	-1.17986424812957	1.80667004299012	1.44407510174177	-0.417152886094186	-1.91757369913923	-1.5548630312867	-5	-0.603260301288771
D007234	1.51457125970706	0.564689730881446	-5	-5	-5	1.30800085242242	-5	-5	-5
Healthy	-0.113069562831228	1.1862303046654	1.392386858299	1.42663648928242	0.559650519181713	0.913107815068895	0.238853691809097	-5	-5
Healthy	0.674669200767574	-0.49768215023426	1.67746687928733	1.46393119328051	-1.99225222199926	-1.38795825535473	-5	-5	-1.8018930011266
Healthy	-0.350159083930841	-0.756193310255595	1.62008074920544	1.4491302069442	0.28326729812172	-1.17953580942232	0.873068207464629	0.413064946837411	-0.709275519980777
