group	Gammaproteobacteria		Bacteroidia	Gammaproteobacteria	Verrucomicrobiae	Methanobacteria	Desulfovibrionia	
Healthy	0		33.04527	0	0	0	0	
Healthy	30.11288		63.16223	30.11288	0	0	0	
Healthy	3.92174		20.52479	3.92174	0	0	0.03909	
Healthy	0.88147		11.03823	0.88147	0	0	0	
Healthy	0.28988		9.45133	0.28988	0.14167	0	0	
Healthy	0.92109		67.3039	0.92109	0	0	0.40586	
Healthy	10.8525		27.59638	10.8525	1.51175	0	0	
Healthy	0.27242		67.46187	0.27242	0.11617	0.05074	0	
Healthy	3.13581		70.18881	3.13581	0	0.03181	1.34798	
Healthy	0		10.8547	0	0	11.47081	0	
Healthy	0.12533		31.57523	0.12533	0.56691	0	0.02952	
D001172	0.18022		52.63046	0.18022	5.05269	0	0	
Healthy	9.20079		19.94668	9.20079	1.73118	0	0	
Healthy	0.46921		74.40626	0.46921	0	0	0.05024	
Healthy	0.93913		67.35244	0.93913	0	0	0	
Healthy	0.1783		32.89581	0.1783	0	0	0	
Healthy	11.87276		66.35178	11.87276	0	0	0.01453	
Healthy	2.81107		26.78469	2.81107	0	0	0.01975	
Healthy	2.55336		24.19592	2.55336	0	0	0	
Healthy	0.11503		69.88776	0.11503	0	0.02964	1.40923	
Healthy	1.18959		49.15706	1.18959	0.0389	0.17209	0.00973	
Healthy	0.13471		70.09672	0.13471	0	0	0	
Healthy	5.91737		76.06188	5.91737	0	0	0.12243	
Healthy	0.11982		66.45973	0.11982	9.99134	0	0.30635	
Healthy	1.34754		54.34093	1.34754	7.06851	0	0.21326	
Healthy	0.10908		8.30614	0.10908	0.13273	0.04087	0	
Healthy	0.05316		3.74147	0.05316	0.08989	0.07054	0.00694	
Healthy	0.39718		76.88963	0.39718	0	0	0.07543	
Healthy	0.95631		81.16349	0.95631	0	0	0.022	
Healthy	0.30385		41.25992	0.30385	0	0	0.13858	
Healthy	0.5874		10.62846	0.5874	0	0	0	
Healthy	1.13979		61.22877	1.13979	0	0	0	
Healthy	13.37731		1.54544	13.37731	0	0	0	
Healthy	3.12298		46.78532	3.12298	0	0.0651	0.15758	
Healthy	0		2.80734	0	0	13.6877	0	
Healthy	15.52831		55.67034	15.52831	0	0	0.05799	
Healthy	5.48059		76.47501	5.48059	0	0	0	
Healthy	0		63.11576	0	0.22429	0	0.09292	
Healthy	6.05477		67.80547	6.05477	0	0	0	
Healthy	0.00451		61.80674	0.00451	1.69115	0.12202	0.12714	
Healthy	2.67051		25.05573	2.67051	0	0.39354	0	
Healthy	0.16615		49.04198	0.16615	6.04875	0	0.18676	
Healthy	0.40825		64.53437	0.40825	0	0	0	
Healthy	4.05303		65.88668	4.05303	0	0	0	
Healthy	1.3511		18.62868	1.3511	0.00105	0	0.0464	
Healthy	6.28482		69.72652	6.28482	0	0	0	
Healthy	0.727		80.98771	0.727	3.46253	0	0.03834	
Healthy	1.5011		64.42562	1.5011	0	0.17603	0.16406	
Healthy	2.37591		54.22551	2.37591	0.42396	0	0.09559	
Healthy	0.25744		57.4263	0.25744	0	0.22303	0.09323	
Healthy	0.04551		32.17248	0.04551	0.00066	0	0.01688	
Healthy	0.20641		77.78573	0.20641	0	0	0	
Healthy	1.74262		36.76764	1.74262	0.03436	0.04896	0.15033	
Healthy	0		52.96187	0	0	0	0	
Healthy	1.19944		0.81296	1.19944	0	3.57408	0.10248	
Healthy	0.12782		57.26383	0.12782	0	0.22305	0.0912	
Healthy	7.93934		38.17794	7.93934	7.23853	0.8228	0.10815	
Healthy	4.65975		41.04758	4.65975	0.02477	0	0.18832	
Healthy	0.664		83.8469	0.664	0	0	0.07168	
Healthy	0.56297		88.77974	0.56297	0	0	0.00376	
Healthy	0.68508		17.49998	0.68508	0.22025	0	0.03321	
Healthy	0		59.12855	0	0	0	0	
Healthy	4.24821		49.81315	4.24821	0	0.84585	0	
Healthy	12.07517		67.3598	12.07517	0	0	0.04214	
Healthy	0		78.84059	0	0.32651	0.00641	0	
Healthy	0.23195		26.86477	0.23195	0.46736	0	0.68026	
Healthy	0.19925		79.08388	0.19925	0	0	0	
Healthy	2.47967		30.926	2.47967	17.6434	0	0	
Healthy	0.01387		53.18139	0.01387	1.2884	0	0.00506	
Healthy	0.07756		67.49294	0.07756	0.59026	0	0.05552	
Healthy	5.83791		39.11667	5.83791	0	0	0.01159	
Healthy	0.16241		60.68189	0.16241	0.0151	0	0	
Healthy	5.87638		71.29103	5.87638	0	0	0	
Healthy	15.7736		32.95321	15.7736	0	0	0	
Healthy	1.44911		64.65198	1.44911	0	0.13943	0.25658	
Healthy	2.32551		54.12302	2.32551	0.00834	0	0.01962	
Healthy	8.72317		21.47062	8.72317	0.99655	0	0	
Healthy	0.09783		84.1615	0.09783	0.05668	0.6442	0.36294	
Healthy	0.26239		77.17331	0.26239	0	0	0.0889	
Healthy	5.92498		69.07351	5.92498	0	0	0	
Healthy	0.54183		42.70057	0.54183	0.32103	0	0.00166	
Healthy	4.29812		92.47288	4.29812	0.68517	0	0	
Healthy	0.64727		93.15998	0.64727	1.70794	0	0	
Healthy	20.79261		33.53626	20.79261	0.12231	0.07681	0.01336	
Healthy	0		40.54183	0	0	0	0	
Healthy	37.22412		12.17237	37.22412	0	0.20334	0.25764	
Healthy	15.41251		0.04432	15.41251	0	0	0	
Healthy	10.40711		13.25625	10.40711	45.199	0	0.73479	
Healthy	0.14848		67.05178	0.14848	0.59489	0.00982	0.06235	
Healthy	0		53.96092	0	0	0	0	
Healthy	0		60.9472	0	0	0	0	
Healthy	0.18995		48.30977	0.18995	6.08148	0	0.17114	
Healthy	6.55547		25.65134	6.55547	0	0	0	
Healthy	0.13429		48.55306	0.13429	5.92109	0	0.19334	
Healthy	0.59349		20.90297	0.59349	2.88807	6.63006	0.03111	
Healthy	27.98459		40.12219	27.98459	0	0	0	
Healthy	19.51041		17.71861	19.51041	0.68447	0	0.42787	
Healthy	0.52942		19.80219	0.52942	0	2.12866	0	
Healthy	6.19423		68.39522	6.19423	0	0	0	
Healthy	4.15238		66.17382	4.15238	0	0	0.01172	
Healthy	3.56324		52.52567	3.56324	0	0	0.04669	
Healthy	0.6292		52.87629	0.6292	5.47757	0	0.30585	
Healthy	33.6671		10.64488	33.6671	0	0	0	
Healthy	7.28536		21.22312	7.28536	0.63223	0	0.12949	
Healthy	0.52448		41.26513	0.52448	17.2481	0	1.54986	
Healthy	0.43232		36.97388	0.43232	3.41811	16.5498	0.02384	
Healthy	0.09805		65.57103	0.09805	10.3394	0	0.30595	
Healthy	0.64618		32.3751	0.64618	5.98758	12.913	0.07694	
Healthy	0.22897		76.4325	0.22897	0	0	0.01257	
Healthy	0.33708		30.62261	0.33708	1.85405	2.93408	0	
Healthy	0.02932		57.58908	0.02932	0	0.06662	0.08554	
Healthy	0		5.29566	0	54.5298	0	0	
Healthy	0.078		84.66831	0.078	0.08875	0.67741	0.34413	
Healthy	1.48965		1.72051	1.48965	0	6.56249	0.0191	
Healthy	0.77467		67.35559	0.77467	0.70866	0.70794	0	
Healthy	8.03576		47.24126	8.03576	0.01838	0	0	
Healthy	0.8269		21.83033	0.8269	0	0.46264	0	
Healthy	0		59.55566	0	0	0	0	
Healthy	0.28341		53.60576	0.28341	0	0	0.02725	
Healthy	0.67526		70.29626	0.67526	0	0	0.05834	
Healthy	0.12031		54.61497	0.12031	0.10487	0	0	
Healthy	0.77483		68.18144	0.77483	0.00435	0	0.45465	
Healthy	1.22018		35.71886	1.22018	0	0	0	
Healthy	0.13916		25.32198	0.13916	0	0.51835	0	
Healthy	0.59022		0.91511	0.59022	0	0.30805	0	
Healthy	0.39442		56.56314	0.39442	0.00744	0	0	
Healthy	1.16565		0.53213	1.16565	0	0	0.00802	
Healthy	3.80221		15.69624	3.80221	9.86684	0.12615	0	
Healthy	0.23569		23.79196	0.23569	0.10415	0	0	
Healthy	1.70875		25.40505	1.70875	0	0	0	
Healthy	0		15.55885	0	29.9237	0	0	
Healthy	0.05954		73.88425	0.05954	0	0.02974	0	
Healthy	1.55958		41.91173	1.55958	0	0	0	
Healthy	0.61577		60.06123	0.61577	1.69419	1.57007	0	
Healthy	0.24639		57.18005	0.24639	0	0.21171	0.1047	
Healthy	1.95939		9.61416	1.95939	0	1.50083	0	
Healthy	0.65511		85.85177	0.65511	2.07107	0	0.00261	
Healthy	10.58755		13.48385	10.58755	43.6221	0	0.71637	
Healthy	3.10765		46.3199	3.10765	0	0.07764	0.20793	
Healthy	0.7454		54.96691	0.7454	0.04016	0.43319	0.00132	
Healthy	1.43456		63.70084	1.43456	0	0	0.12683	
Healthy	0.55914		41.54925	0.55914	0	0	0.00175	
Healthy	4.30611		1.65442	4.30611	0	0	0	
Healthy	1.62125		86.72596	1.62125	0	0	0.08128	
Healthy	1.15487		3.59642	1.15487	2.20706	0	0.00163	
Healthy	0.34605		21.86749	0.34605	3.46993	0	0.04869	
Healthy	7.46022		60.70985	7.46022	0	0	0	
Healthy	1.39331		53.53065	1.39331	0	0	0	
Healthy	0.19026		62.30795	0.19026	0	0	0.07298	
Healthy	0.17171		70.04185	0.17171	0	0	0	
Healthy	2.40721		32.21043	2.40721	0	0	0	
Healthy	80.82318		0.01601	80.82318	0	0	0	
Healthy	0		36.11929	0	1.73206	0	0	
Healthy	8.20346		45.20369	8.20346	0.01671	0	0	
Healthy	4.5543		64.05447	4.5543	0	0	0.00063	
Healthy	8.06716		40.92427	8.06716	0.73463	0	0	
Healthy	1.59811		57.19294	1.59811	0	0	0.00652	
Healthy	2.4139		57.76125	2.4139	0.02391	0	0	
Healthy	0.09014		21.29602	0.09014	0	0	0.00387	
Healthy	2.30781		9.54376	2.30781	1.55741	1.15334	0	
Healthy	2.26402		11.81599	2.26402	1.14955	1.8625	0.00145	
Healthy	0.14028		69.55487	0.14028	0	0	0	
Healthy	5.59156		3.98672	5.59156	2.16678	0.25813	0.05548	
Healthy	1.26887		85.00355	1.26887	0	0	0	
Healthy	0.05153		76.86679	0.05153	0	0	0.00376	
Healthy	0.68226		31.29448	0.68226	2.27514	0	0.0071	
Healthy	0		30.44634	0	22.9928	2.28766	0.65273	
Healthy	5.90135		28.63484	5.90135	19.9056	0.5413	0.6319	
Healthy	0.57044		48.76142	0.57044	0.02291	0.40327	0.00483	
Healthy	0.18489		31.46849	0.18489	0.02699	0	0.00509	
Healthy	3.25503		25.09357	3.25503	0.74961	0.54533	0.09786	
Healthy	4.15535		11.42124	4.15535	0	0	0.14406	
Healthy	5.76967		47.0306	5.76967	0.0255	0	0.1131	
Healthy	0.55624		76.7839	0.55624	0	0	0	
Healthy	0.68922		33.32466	0.68922	0.3222	0.22578	0.01359	
Healthy	0.80189		36.22937	0.80189	0	0	0.02896	
Healthy	0.00921		14.32804	0.00921	0.99688	0	0	
Healthy	6.78411		29.49403	6.78411	13.8291	1.16719	0.19971	
Healthy	0.51219		89.04381	0.51219	0	0	0.00261	
Healthy	0.41197		24.9085	0.41197	0.16411	0	0.14347	
Healthy	5.01091		25.65549	5.01091	0	0	0	
Healthy	0		43.37246	0	0	0	0	
Healthy	0.92763		53.66858	0.92763	0	0	0	
Healthy	0.37131		68.25271	0.37131	0.36578	0	0	
D001172	5.48622		73.94262	5.48622	0.03446	0	0.12822	
Healthy	0.11804		67.97653	0.11804	0.56894	0	0.07337	
Healthy	1.10329		65.22492	1.10329	0	0	0.4676	
Healthy	2.79843		43.59665	2.79843	0	0	0.32269	
Healthy	0.97953		40.54922	0.97953	0	0	0	
Healthy	0.14984		48.74281	0.14984	6.11884	0	0.16423	
Healthy	0.06542		50.41423	0.06542	5.37568	0	0.18615	
Healthy	1.90778		73.67072	1.90778	0	0	0.00796	
Healthy	0.21142		79.5248	0.21142	0	0	0	
Healthy	0.03544		76.06964	0.03544	0.02368	0	0	
Healthy	3.36737		41.31662	3.36737	0.02522	0.69133	0.44478	
Healthy	0.67729		82.05623	0.67729	0	0	0.07916	
Healthy	2.05501		40.30623	2.05501	0	0	0.32276	
Healthy	0.31314		23.20399	0.31314	0	0.15512	0.12015	
Healthy	20.38942		32.24953	20.38942	0.13143	0.04564	0	
Healthy	0		80.60223	0	0	0	0	
Healthy	1.66691		30.31938	1.66691	0	0	0.00545	
Healthy	3.34384		42.11993	3.34384	0	0	0	
Healthy	0.26585		70.59588	0.26585	0.10494	0.04923	0.14088	
Healthy	2.3116		36.71537	2.3116	0	0	0	
Healthy	0		11.98448	0	1.68081	0	0	
Healthy	19.3714		13.92884	19.3714	0.51861	0	0.05501	
Healthy	1.44575		74.43326	1.44575	0.08559	0	0.00024	
Healthy	0.19829		27.36963	0.19829	0.0389	0	0.17357	
Healthy	0.04087		57.68063	0.04087	0	0.06438	0.06939	
Healthy	2.28007		64.2214	2.28007	0	0	0.06375	
Healthy	0		77.73915	0	0	0.08192	1.58126	
Healthy	3.69512		34.44275	3.69512	0	0	0	
Healthy	4.70406		92.40019	4.70406	0.58989	0	0	
Healthy	0.22814		60.82553	0.22814	0.67933	0.96826	0.2872	
Healthy	3.99534		50.83458	3.99534	0.36124	0	0	
Healthy	0.38413		48.3765	0.38413	0	17.7248	0	
Healthy	6.08696		69.02083	6.08696	0	0	0.05484	
Healthy	0.4779		45.74134	0.4779	0.17425	0	0.62538	
Healthy	2.37447		58.5516	2.37447	0	0	0	
Healthy	0		42.8523	0	3.24794	0	0	
Healthy	0.0251		68.81003	0.0251	0	0.03794	1.53198	
Healthy	3.5784		63.11124	3.5784	0	0	0.2696	
Healthy	6.33099		20.11913	6.33099	1.91099	0.82055	0.08643	
Healthy	0.4917		72.98156	0.4917	0	0	0.04786	
D001172	2.97119		68.74237	2.97119	0	0	0.03941	
Healthy	3.12301		81.5616	3.12301	0	0	0	
Healthy	0.50004		77.87698	0.50004	0	0	0	
Healthy	14.5864		28.94934	14.5864	5.70858	0	0	
Healthy	0.62844		43.3213	0.62844	0	0	0	
Healthy	0.11509		52.26953	0.11509	0	1.74148	0	
Healthy	5.13698		38.93401	5.13698	3.06928	0.71973	0.0677	
Healthy	0.05594		54.43358	0.05594	0	0	0.03047	
Healthy	0.17122		70.0664	0.17122	0	0	0	
Healthy	0.16008		9.57718	0.16008	0.00145	0	0.00309	
Healthy	0.03904		44.56376	0.03904	0.73937	0.47677	0	
Healthy	20.15756		17.10021	20.15756	1.95313	0.20668	0	
Healthy	1.87023		37.81526	1.87023	0	0	0	
Healthy	0		11.62026	0	0	4.29497	0	
Healthy	0.60841		84.12078	0.60841	0	0	0.05691	
Healthy	4.15824		40.56012	4.15824	0	0	0.01969	
Healthy	7.18618		12.78487	7.18618	1.45742	0.18226	0.74168	
Healthy	0.30624		15.50235	0.30624	0	0	0	
Healthy	0		66.9454	0	0	0.85601	0	
Healthy	4.5631		92.82643	4.5631	0.50237	0	0	
Healthy	2.52579		60.0519	2.52579	0	0	0.03297	
Healthy	20.13454		32.20416	20.13454	0.13732	0.04435	0	
Healthy	0.432		30.96396	0.432	0	0	0	
Healthy	0		68.50579	0	0.13691	0	0	
Healthy	2.63057		42.32325	2.63057	0	0	0	
Healthy	0		43.37119	0	0	0	0	
Healthy	0.55707		61.97983	0.55707	1.40718	0	0.00781	
Healthy	0.02425		17.98717	0.02425	0	0	0	
Healthy	0.04559		39.07155	0.04559	0.12523	0	0	
Healthy	0.46283		11.08141	0.46283	0	0	0	
Healthy	0.7039		36.98157	0.7039	0	0	0	
Healthy	0.30428		16.02933	0.30428	0	0	0	
Healthy	3.04895		64.19594	3.04895	0	0	0.54026	
Healthy	1.10269		0.1469	1.10269	0	0	0	
D001172	7.49615		35.45651	7.49615	0	0	0.13461	
Healthy	0.14232		69.40263	0.14232	0	0.03289	1.56935	
Healthy	17.7439		18.13338	17.7439	1.29122	0	0.04737	
Healthy	0.20657		65.69568	0.20657	4.89223	0	0.04722	
Healthy	0.2265		59.4235	0.2265	0	0	0	
Healthy	0.1816		51.60388	0.1816	0.38723	0.01759	0.02857	
Healthy	6.19734		72.30071	6.19734	0	0	0	
Healthy	11.5958		58.3654	11.5958	0	0	0	
Healthy	0.09351		70.2165	0.09351	0	0	0	
Healthy	2.67427		87.99193	2.67427	0	0	0.00973	
Healthy	17.06039		4.23524	17.06039	0	0	0.00587	
Healthy	0.01065		62.95898	0.01065	0	0.07914	0	
Healthy	1.08666		66.79395	1.08666	0	0	0	
Healthy	0.72547		49.29812	0.72547	1.36762	0	0.28381	
Healthy	0.54887		76.98238	0.54887	0.35252	0	0.07088	
Healthy	0		42.36939	0	0	0	0	
Healthy	37.28613		23.57768	37.28613	0	0	0	
Healthy	1.81213		40.5676	1.81213	4.06453	0.62709	0.18137	
Healthy	0.05286		29.19349	0.05286	0	0	0	
Healthy	0.30015		0	0.30015	0	0	0	
Healthy	3.05771		64.38383	3.05771	0	0	0.45951	
Healthy	1.3907		36.98982	1.3907	0.12913	0	0.13527	
Healthy	3.13626		60.69733	3.13626	5.87594	0	0	
Healthy	0.58038		41.49183	0.58038	2.20768	3.53361	0.08048	
Healthy	5.21558		61.4018	5.21558	0	0	0.18062	
Healthy	0.44014		51.68475	0.44014	0	0.57347	0	
Healthy	0.57193		17.74048	0.57193	0	0	0.15367	
Healthy	0.23483		69.66327	0.23483	0	0	0	
Healthy	0.08662		26.64235	0.08662	0.44155	0	0.69775	
Healthy	0.12781		11.5762	0.12781	0	0	0.0606	
Healthy	1.07874		24.29701	1.07874	0.82653	0	0	
Healthy	0		88.07623	0	0	0	0	
Healthy	0.05709		37.77544	0.05709	0.10769	0	0.09903	
Healthy	0.05094		1.2148	0.05094	0	12.4338	0	
Healthy	0.00262		35.86121	0.00262	0.08797	0	0.06456	
Healthy	2.64702		64.94468	2.64702	0	0	0	
Healthy	0.70457		57.56943	0.70457	0	0	0.07704	
Healthy	0		50.52835	0	0.06033	0	0	
Healthy	1.43267		64.99661	1.43267	0	0.15096	0.1177	
Healthy	0.00808		56.51327	0.00808	0	0.07219	0.0802	
Healthy	5.02322		62.02269	5.02322	0	0	0.20437	
Healthy	0.41749		42.04311	0.41749	4.7149	0.45642	0.03665	
Healthy	5.97359		68.97914	5.97359	0	0	0.01487	
Healthy	0.65902		10.73036	0.65902	0	0	0	
Healthy	7.10518		81.76907	7.10518	0	0	0.00089	
Healthy	7.96819		71.60697	7.96819	0	0	0.03054	
Healthy	0.87803		61.47845	0.87803	0	0	0	
Healthy	1.42355		67.70442	1.42355	0	0	0	
Healthy	0.44609		19.30047	0.44609	0	1.20658	0	
D001172	0.3758		43.43656	0.3758	0.00758	0	0.06371	
Healthy	0		38.60852	0	21.0731	0	0.73579	
Healthy	0		76.57503	0	0	0	0	
Healthy	0.25444		79.28003	0.25444	0	0	0	
Healthy	0		30.64078	0	4.0239	0	0	
Healthy	0.03296		36.78098	0.03296	0	0	0	
Healthy	2.92349		25.93669	2.92349	0	0	0	
Healthy	2.02486		44.82496	2.02486	0	3.26275	0	
Healthy	0.21697		45.19143	0.21697	0.00146	0	0.0846	
Healthy	0.63241		70.26417	0.63241	0	0	0	
Healthy	3.1174		26.99671	3.1174	0	0	0.01797	
Healthy	0.1195		46.88008	0.1195	0.12904	0	0.08736	
Healthy	5.80877		47.10461	5.80877	0	0	0	
Healthy	0.05692		69.39013	0.05692	0.58793	0	0.06663	
Healthy	0.20906		49.18358	0.20906	0	0	0.16335	
Healthy	0		30.76513	0	0	0	0	
Healthy	0.1053		45.54224	0.1053	0	0	0.06034	
Healthy	2.05354		1.04103	2.05354	71.3227	0	0	
Healthy	0.17709		34.65504	0.17709	0.00805	0.6932	0	
Healthy	0.51115		36.64704	0.51115	1.20624	3.07251	0.30145	
Healthy	0.64495		48.25373	0.64495	4.45715	1.12264	0.17533	
Healthy	4.3952		80.93213	4.3952	0	0	0	
Healthy	0.03542		39.99389	0.03542	0	0	0	
Healthy	0.08839		68.47041	0.08839	0	0	0	
Healthy	0.11158		84.97031	0.11158	1.26675	0	0	
Healthy	0.01783		52.03548	0.01783	13.5079	0	0.8089	
Healthy	2.42337		32.66256	2.42337	0	5.4115	0	
Healthy	0.14113		78.14882	0.14113	0	0	0.00321	
Healthy	11.03913		12	11.03913	0.05536	0	0	
Healthy	0.47395		20.32199	0.47395	0	0	0	
Healthy	0.23329		50.01924	0.23329	12.9059	0.01636	0.86542	
Healthy	0.04424		26.94788	0.04424	0	0	0	
Healthy	0.34724		46.84273	0.34724	0	0	0	
Healthy	2.3355		61.8185	2.3355	0	0	0	
Healthy	0.10943		68.71667	0.10943	0	0.01876	1.60839	
Healthy	0.10111		48.36152	0.10111	5.99336	0	0.20281	
Healthy	8.29506		46.37194	8.29506	0.00304	0	0	
Healthy	0		42.89866	0	0	0	0	
Healthy	0		2.23718	0	0	0	0	
Healthy	1.94522		30.10631	1.94522	3.23514	0	0.01477	
Healthy	0.09128		49.56155	0.09128	4.88434	0	0.0169	
Healthy	0.3033		59.27449	0.3033	4.75189	0.23294	0.8491	
Healthy	1.15811		17.95868	1.15811	0	0	0.00363	
D001172	8.06954		29.76557	8.06954	0	0	0.10677	
Healthy	8.35232		37.95642	8.35232	0	0	0.11606	
Healthy	0.13706		69.58933	0.13706	0	0	0	
Healthy	0.0369		13.07073	0.0369	0	0.16984	0.02678	
Healthy	1.37882		33.68536	1.37882	0.46552	0.1175	0.00779	
Healthy	7.75259		60.00099	7.75259	0.71539	0	0.30343	
Healthy	0.15943		27.73116	0.15943	0	0.7668	0	
Healthy	0		40.53437	0	0	0	0	
Healthy	4.40304		41.69255	4.40304	0	0	0	
Healthy	0		59.89726	0	0	0	0	
Healthy	0.21817		26.98123	0.21817	0	0.04184	0	
Healthy	0.01675		63.61651	0.01675	0.85723	0	0.03977	
Healthy	0		22.54095	0	1.28397	3.56052	0	
Healthy	0.16596		68.19003	0.16596	0	0	0	
Healthy	0.37813		63.38037	0.37813	11.5457	0	0.09161	
Healthy	2.45665		71.39423	2.45665	0	0	0.09743	
Healthy	0.14499		23.06046	0.14499	0	0	0	
Healthy	0.60449		58.99631	0.60449	0	0	0.02794	
Healthy	0.20935		26.10034	0.20935	0.86867	1.15969	0	
Healthy	1.10607		42.76761	1.10607	0.02452	0	0	
Healthy	0.86097		61.95477	0.86097	0	0	0.03172	
Healthy	0.49081		52.3773	0.49081	5.57671	0	0.29569	
Healthy	0.9048		88.19908	0.9048	0	0	0	
Healthy	0.30488		60.52563	0.30488	0.89903	0.8839	0.36138	
Healthy	2.07646		21.75652	2.07646	1.83344	5.2539	0.04178	
Healthy	0.54681		66.55453	0.54681	0	0	0.01671	
Healthy	2.5282		24.98499	2.5282	0	0.75976	0.09105	
Healthy	0.86447		68.69797	0.86447	0.0068	0	0.43019	
Healthy	0		44.54319	0	0	0	0	
Healthy	1.54313		27.42232	1.54313	0.00126	0	0.00644	
Healthy	0.16124		63.93102	0.16124	0	0	0.0732	
Healthy	0.81452		44.14054	0.81452	2.57769	0.00876	0.19552	
Healthy	4.2389		92.60407	4.2389	0.62352	0	0	
Healthy	0.14166		59.42505	0.14166	4.76596	0.25706	0.82546	
Healthy	0.96332		11.86754	0.96332	0	0	0	
Healthy	2.92504		38.75067	2.92504	0	0	0	
Healthy	5.84528		3.10569	5.84528	0	0.53268	0.32169	
Healthy	0		81.31276	0	0	0	0	
Healthy	0.23388		83.9793	0.23388	0	0	0	
D001172	6.34181		75.00756	6.34181	0	0	0.01218	
Healthy	0.19315		60.2677	0.19315	4.8066	0.2336	0.67165	
Healthy	0		92.03484	0	0	0	0	
Healthy	1.16489		28.40423	1.16489	0	0.02358	0.00839	
Healthy	0.72176		63.08703	0.72176	0	0	0.02491	
Healthy	0.16858		63.60196	0.16858	0	0	0.04723	
Healthy	3.28136		25.60675	3.28136	1.0465	0.44406	0.06927	
Healthy	9.25607		47.35166	9.25607	0.0516	0	0.17716	
Healthy	2.36936		36.74196	2.36936	0	3.50797	0	
Healthy	8.57641		48.05167	8.57641	0.08019	0.00283	0.18677	
Healthy	4.52626		92.15701	4.52626	0.58279	0	0	
Healthy	0.38017		45.00116	0.38017	7.11808	0	0.11957	
Healthy	0.4469		58.75125	0.4469	8.74254	0	0.55499	
Healthy	0.83894		51.82544	0.83894	3.44652	0.22651	0.19033	
Healthy	5.78574		71.18633	5.78574	0	0	0	
Healthy	0.00648		29.33626	0.00648	23.471	2.08571	0.75497	
Healthy	0		56.15819	0	0	0	0	
Healthy	0.05476		73.61403	0.05476	0	0	0	
Healthy	1.05403		55.14685	1.05403	7.77259	6.98195	0.1109	
Healthy	3.26386		46.92426	3.26386	0	0.08444	0.10639	
Healthy	1.63209		11.47274	1.63209	0.69029	0	0.03483	
Healthy	0.12493		33.29856	0.12493	0	0	0	
Healthy	0.43897		53.00492	0.43897	5.38753	0	0.30659	
Healthy	3.10816		79.18696	3.10816	0	0	0.03013	
Healthy	0.4389		11.46145	0.4389	0	0	0	
Healthy	0.11422		66.50884	0.11422	10.3229	0	0.26175	
Healthy	0.0411		34.70598	0.0411	0	0.03734	0	
Healthy	2.01682		23.02628	2.01682	0	0	0	
Healthy	0.0624		37.89317	0.0624	12.2121	0	0	
Healthy	0.59096		45.25392	0.59096	0.15797	0	0.66167	
Healthy	22.24103		21.32526	22.24103	1.70303	0.76143	0.04029	
Healthy	13.87803		29.22898	13.87803	3.49865	0	0.00375	
Healthy	0.69942		92.41073	0.69942	1.81649	0	0	
Healthy	1.86296		85.98734	1.86296	0	0	0.14878	
Healthy	0		0	0	0	0	0	
Healthy	0		6.46612	0	0	3.44522	0	
D001172	0.38974		51.08837	0.38974	0	0	0	
Healthy	29.70008		12.22934	29.70008	0	0	0	
Healthy	0.1857		78.21852	0.1857	0	0	0.00322	
Healthy	0.11486		68.20114	0.11486	0.59824	0	0.0692	
Healthy	1.9833		44.30451	1.9833	0	3.34416	0	
Healthy	0		23.52934	0	3.26999	0	0	
Healthy	5.90046		68.21989	5.90046	0	0	0	
Healthy	3.1733		63.13247	3.1733	6.01633	0	0	
Healthy	0.14465		66.10908	0.14465	10.1417	0	0.39231	
Healthy	0.40994		66.06584	0.40994	0	0	0.21011	
Healthy	0		60.67097	0	0.76661	0	0	
Healthy	0.5827		26.88594	0.5827	2.67299	0.05084	0.54937	
Healthy	0.98729		66.47312	0.98729	0	0	0	
Healthy	1.64542		71.17848	1.64542	0.87713	0	0.02201	
Healthy	0.09949		48.34203	0.09949	0	0	0.03431	
Healthy	0.09895		67.56971	0.09895	0.54825	0	0.08882	
Healthy	0.05204		26.3202	0.05204	3.02064	9.87024	0	
Healthy	0.03691		3.75154	0.03691	0	4.05318	0	
Healthy	0		9.7861	0	0.80393	0	0	
Healthy	1.04747		54.33615	1.04747	0.03408	0	0.04592	
Healthy	0.00766		39.1931	0.00766	0.09904	0	0	
Healthy	1.0356		63.0707	1.0356	0.62438	0	0.01012	
Healthy	0.18137		49.32952	0.18137	0	0	0.0026	
Healthy	0.28722		42.97915	0.28722	0	0	0.00916	
Healthy	2.0033		1.22895	2.0033	0	3.8711	0	
Healthy	0.02387		82.96397	0.02387	0	0	0	
Healthy	0		26.47167	0	0	0	0	
Healthy	0.31683		44.25975	0.31683	7.13824	0	0.10972	
Healthy	1.61418		64.20644	1.61418	0	0.16536	0.20299	
Healthy	0.17932		63.83648	0.17932	0	0	0.07836	
Healthy	2.41096		0.09222	2.41096	0	0	0	
Healthy	0.40728		75.13273	0.40728	0	0	0	
Healthy	0.52289		7.24913	0.52289	6.77689	0	0.0038	
Healthy	0.32187		17.30832	0.32187	0	0	0	
Healthy	0.01216		29.85456	0.01216	22.7384	2.01992	0.72918	
Healthy	1.22221		44.99848	1.22221	0.82333	0.13042	0.2989	
Healthy	2.25172		63.06189	2.25172	0.99143	0	0	
Healthy	6.35168		68.78251	6.35168	0	0	0	
Healthy	4.31252		80.57109	4.31252	0	0	0	
Healthy	0.01459		56.31759	0.01459	1.97711	0	0	
