group	Gammaproteobacteria		Bacteroidia	Gammaproteobacteria	Verrucomicrobiae	Methanobacteria	Desulfovibrionia	
Healthy	34.50863		4.67693	34.50863	0	0	0	
Healthy	0.03262		66.88368	0.03262	0.62769	0	0.09285	
Healthy	0		15.49106	0	0	0	0	
Healthy	1.15375		65.74523	1.15375	0	0	0	
Healthy	0.03187		9.41402	0.03187	12.906	1.69349	0	
Healthy	0		8.01845	0	0	0	0	
Healthy	0.27714		22.35372	0.27714	5.60774	0	0	
Healthy	0.524		88.54341	0.524	0	0	0	
Healthy	3.17941		45.04249	3.17941	0.4519	0.16007	0.03388	
Healthy	0.18533		69.97331	0.18533	0	0	0	
Healthy	0		16.00169	0	3.80362	10.4943	0	
Healthy	2.12567		38.53477	2.12567	0	0	0	
Healthy	0.03122		76.71103	0.03122	0	0.11602	1.62576	
Healthy	0.08176		14.89728	0.08176	0.01069	0	0	
Healthy	0.43242		45.56493	0.43242	0.15443	0	0.64934	
Healthy	0.28689		51.07376	0.28689	0.13985	0	0.71702	
Healthy	0.05758		33.27138	0.05758	0.0269	0.15359	0.18829	
Healthy	2.65729		25.46761	2.65729	1.23786	0.45781	0	
Healthy	20.79495		50.30233	20.79495	0	0	0.08815	
Healthy	1.47353		27.08035	1.47353	0	0	0.00668	
D001172	1.46747		35.5714	1.46747	0.27848	0	0.41229	
Healthy	5.9313		67.07715	5.9313	0	0	0	
Healthy	0.14953		64.77856	0.14953	0	0	0	
D001172	4.25481		72.09433	4.25481	0	0	0	
Healthy	3.18019		79.59677	3.18019	0	0	0.02721	
Healthy	0.39228		58.16031	0.39228	8.491	0	0.59774	
Healthy	2.84091		10.48737	2.84091	1.00434	2.15523	0	
Healthy	0.26071		77.92428	0.26071	0	0	0.05777	
Healthy	1.8944		26.59922	1.8944	1.38974	0.44728	0	
Healthy	2.45958		70.9806	2.45958	0	0	0.10091	
Healthy	1.71008		50.4362	1.71008	0.72584	0	0.0431	
Healthy	0.58422		92.86092	0.58422	1.84295	0	0	
Healthy	2.75306		18.80944	2.75306	0	0	0	
Healthy	0.16885		28.8121	0.16885	0.22312	0.84261	0	
Healthy	1.16749		64.81071	1.16749	0	0	0.43223	
Healthy	0		57.87419	0	0	0	0	
Healthy	1.93996		76.71894	1.93996	0	0	0.11548	
Healthy	0.28167		34.33722	0.28167	0	0	0	
Healthy	9.70979		22.11136	9.70979	0.96622	0	0	
Healthy	1.399		85.39423	1.399	0	0	0	
Healthy	0		9.68946	0	0	0	0	
Healthy	0.26539		60.68742	0.26539	0	0	0	
Healthy	5.847		67.86759	5.847	0	0	0.00368	
Healthy	2.33111		70.48466	2.33111	0	0	0.10118	
Healthy	2.16118		27.35827	2.16118	0.89717	0.14616	0.34193	
Healthy	0.18603		76.25237	0.18603	0.03022	0	0.00306	
Healthy	4.05073		66.32373	4.05073	0	0	0	
Healthy	0		31.55205	0	0	0	0	
Healthy	0.33006		44.56937	0.33006	7.23898	0	0.11814	
Healthy	0.33267		31.565	0.33267	3.62249	0	0.05942	
Healthy	1.54259		62.40328	1.54259	0	0	0	
Healthy	0.00845		22.85404	0.00845	0.08994	0	0.0123	
Healthy	0.43745		57.15039	0.43745	8.73029	0	0.56962	
Healthy	10.72835		0.84417	10.72835	0.53602	0	0	
Healthy	0.94742		48.23484	0.94742	9.35753	0	0.6243	
Healthy	0.85716		26.60649	0.85716	0	0	0	
Healthy	1.44768		71.12524	1.44768	0	0	0	
Healthy	0		81.6959	0	0	0	0	
Healthy	0.45122		53.09434	0.45122	0	0	0	
Healthy	0.06878		19.46004	0.06878	0	0	0	
Healthy	0		1.0593	0	0	0	0	
Healthy	0.03051		65.89271	0.03051	0.58083	0.01859	0.10337	
Healthy	0.56395		45.89856	0.56395	0.14175	0	0.69799	
Healthy	0		36.2758	0	5.17575	0	0	
Healthy	5.24819		41.50004	5.24819	0	0	0.05916	
Healthy	0.53121		92.08051	0.53121	1.68633	0	0.00464	
Healthy	0.73251		80.73328	0.73251	0	0	0	
Healthy	20.22789		16.15155	20.22789	2.17357	0.19313	0	
Healthy	0		50.36431	0	0.00195	0	0.19257	
Healthy	0.26109		56.92641	0.26109	0	0	0.00345	
Healthy	0.15717		69.39126	0.15717	0	0	0	
Healthy	0.65199		80.88058	0.65199	0	0	0	
Healthy	0.12306		32.82227	0.12306	0.01569	11.0253	0.03972	
Healthy	1.09713		77.87295	1.09713	2.21179	0	0.00186	
Healthy	0		16.28189	0	0	0	0	
Healthy	0.25355		24.71545	0.25355	0	0.2591	0	
Healthy	0.26757		35.63195	0.26757	0.58929	0.55965	0.00321	
Healthy	3.24403		70.99252	3.24403	0	0.01877	1.33117	
Healthy	11.05228		74.5758	11.05228	0	0	0	
Healthy	0.67314		44.1636	0.67314	0	0	0	
Healthy	4.53415		92.47901	4.53415	0.51403	0	0	
Healthy	4.74194		56.09489	4.74194	0	0	0.07375	
Healthy	0		0.00817	0	0	0	0	
Healthy	3.86667		66.2303	3.86667	0	0	0	
Healthy	1.17055		41.8416	1.17055	10.9796	0	2.65193	
Healthy	0		40.34055	0	0	0	0	
Healthy	0		80.16513	0	0	0	0	
Healthy	0.13366		57.4587	0.13366	0	0.07354	0.04761	
Healthy	2.24632		38.531	2.24632	0.31727	0	0	
Healthy	3.51716		30.3123	3.51716	0	0	0	
Healthy	1.91557		57.49053	1.91557	0.37515	0	0	
Healthy	0.12538		20.75023	0.12538	0.41073	35.1411	0	
Healthy	0.25438		46.0521	0.25438	0	0	0	
Healthy	1.64559		87.7612	1.64559	0	0	0.09632	
Healthy	0.44483		30.62288	0.44483	0	0	0	
Healthy	8.28463		56.64935	8.28463	0.00852	2.77246	0.0671	
Healthy	0.21132		57.5046	0.21132	0	0.20364	0.10935	
Healthy	1.79976		52.2457	1.79976	0.36339	0.60507	0	
Healthy	0.44861		66.37647	0.44861	0	0	0.00966	
Healthy	0		16.45568	0	0	0	0	
Healthy	2.5524		16.91489	2.5524	0	0.77591	0.08277	
Healthy	0.03603		32.23104	0.03603	0.04302	0	0	
Healthy	0.48949		55.35614	0.48949	0	0	0.02455	
Healthy	6.87193		60.41193	6.87193	0.58013	0	0.22609	
Healthy	0.01848		39.59254	0.01848	0.02043	0.08089	0	
Healthy	1.88064		26.77579	1.88064	0	0	0	
Healthy	1.20195		67.44375	1.20195	0	0	0	
Healthy	0.84789		66.12035	0.84789	0	0	0	
Healthy	0.45512		70.13297	0.45512	0.13626	0.05586	0.11614	
Healthy	8.16764		40.6757	8.16764	0.72342	0	0	
Healthy	0.05963		56.39179	0.05963	0	0.19256	0.0717	
Healthy	26.33633		9.50106	26.33633	0	0	0	
Healthy	0.8796		23.30865	0.8796	0	0	0	
Healthy	1.26119		69.9358	1.26119	0	0	0.08954	
Healthy	1.61136		22.89065	1.61136	2.84965	3.32246	0	
Healthy	0.22402		19.52397	0.22402	0	0.51583	0	
Healthy	5.66187		48.35566	5.66187	0	0	0.00671	
Healthy	0		36.49329	0	0.04873	0	0.01322	
Healthy	0.14888		82.50748	0.14888	1.81304	0	0	
Healthy	8.90282		19.63362	8.90282	1.73198	0	0	
Healthy	1.5338		63.9582	1.5338	0	0.16611	0.1824	
Healthy	2.16516		63.77111	2.16516	0	0	0	
Healthy	0.00658		34.52551	0.00658	0	0	0	
Healthy	0.08866		67.86063	0.08866	0.56547	0	0.06204	
Healthy	3.9162		60.69024	3.9162	0	0	0.28287	
Healthy	8.46293		0.02564	8.46293	0	0	0	
Healthy	16.79519		3.98735	16.79519	0	0	0	
Healthy	0.76836		29.12926	0.76836	8.67123	0	0.1712	
Healthy	9.49833		0.09701	9.49833	0.01384	0	0	
Healthy	0		84.28521	0	0	0	0	
Healthy	0		68.7163	0	0	0	0	
Healthy	7.78622		45.22197	7.78622	0.02611	0	0	
Healthy	0.01271		8.95235	0.01271	9.41662	2.26721	0	
Healthy	11.50231		34.19922	11.50231	0.50025	0	0	
Healthy	0.09833		5.25684	0.09833	0.02337	0	0	
Healthy	0.7963		37.95444	0.7963	0	0	0	
Healthy	0.18186		53.88338	0.18186	12.8248	0	0.64324	
Healthy	0		10.44183	0	0	0	0	
Healthy	11.6155		59.47556	11.6155	0	0	0	
Healthy	1.42928		66.96559	1.42928	0.12452	0	0.11504	
Healthy	0.37439		11.92591	0.37439	0.73449	2.84299	0.05575	
Healthy	2.52426		54.39563	2.52426	0	0	0	
Healthy	3.23698		22.01124	3.23698	0.89803	1.5014	0.14269	
D001172	2.81661		31.76823	2.81661	0	0	0	
Healthy	3.78323		75.04607	3.78323	0.7407	0	0.01945	
Healthy	1.47951		35.10904	1.47951	0	0.0389	0.00691	
Healthy	0.79877		57.20329	0.79877	0	0	0.07368	
Healthy	0.45135		76.00465	0.45135	0	0	0.07096	
Healthy	0.70077		81.74652	0.70077	3.40051	0	0.0249	
Healthy	0.00657		62.88602	0.00657	0.83565	0	0.00715	
Healthy	5.66829		77.74572	5.66829	0	0	0.14421	
Healthy	1.77405		24.28158	1.77405	0	0	0	
Healthy	0.26813		77.15751	0.26813	0	0	0.05495	
Healthy	0.23553		51.9442	0.23553	0	0.2742	0.00817	
Healthy	6.42496		22.17561	6.42496	0	0	0	
Healthy	0.21694		70.2604	0.21694	0	0	0	
Healthy	11.44773		66.90928	11.44773	0	0	0.04031	
Healthy	0.71922		36.00646	0.71922	0.10729	0	0.10833	
Healthy	2.75504		67.52468	2.75504	1.45026	0	0	
Healthy	10.88687		13.35234	10.88687	44.3211	0	0.72008	
Healthy	7.07975		12.31931	7.07975	0	0	0	
Healthy	8.14075		52.85802	8.14075	0	0	0.01208	
Healthy	0.04903		61.52629	0.04903	0.70898	0	0.03414	
Healthy	1.42615		68.26218	1.42615	0	0	0.05466	
Healthy	0		41.3138	0	0	3.11173	0	
Healthy	1.71155		25.4709	1.71155	11.1928	34.3352	0.27944	
Healthy	1.00904		26.0167	1.00904	0	0.57844	0.04745	
Healthy	0		8.23024	0	0.02197	9.29125	0.01788	
Healthy	4.49196		59.19358	4.49196	0	0	0	
Healthy	0.10096		69.41196	0.10096	0.52291	0	0.08991	
Healthy	5.6289		39.1705	5.6289	0	0	0	
Healthy	0.13042		33.35905	0.13042	0.05676	0.0089	0.00212	
Healthy	2.68584		17.70602	2.68584	0	0.70044	0.0843	
Healthy	0		15.74507	0	0	0	0	
Healthy	4.02996		92.39928	4.02996	0.63238	0	0	
Healthy	0		62.55839	0	0.07577	0	0	
Healthy	0.28892		57.60587	0.28892	0	0	0.02339	
Healthy	0.15556		11.80363	0.15556	0	0.02309	0	
Healthy	0.0857		60.76513	0.0857	0	0	0.02076	
Healthy	5.16908		62.10895	5.16908	0	0	0.1922	
Healthy	0		23.24062	0	2.23188	4.08398	0	
Healthy	0		74.3055	0	0.20289	0.10373	0.02109	
Healthy	6.77028		47.48654	6.77028	0	0	0	
Healthy	0.0978		66.63046	0.0978	10.3157	0	0.35635	
Healthy	0.32798		16.69171	0.32798	1.66108	0.08327	0.09859	
Healthy	0.12874		43.68784	0.12874	0	0	0.04787	
Healthy	0.07012		38.72317	0.07012	0	0.32392	0.83356	
Healthy	65.16816		0	65.16816	0	0	0	
Healthy	1.37484		23.31275	1.37484	2.39427	5.1127	0	
Healthy	0.26368		77.03911	0.26368	0	0	0.00779	
Healthy	0.29846		37.00331	0.29846	0	0	0	
Healthy	0		54.07795	0	0	0	0	
Healthy	0.03047		26.73081	0.03047	0	0	0	
Healthy	2.9996		60.91644	2.9996	5.85149	0	0	
Healthy	0.18097		48.31568	0.18097	5.88994	0	0.23731	
Healthy	3.79751		75.79001	3.79751	0	0	0.04264	
Healthy	1.66688		64.79763	1.66688	0.00115	0	0	
Healthy	1.07314		67.62521	1.07314	0	0	0	
Healthy	0.23102		28.3397	0.23102	1.90163	0	0.00493	
Healthy	0.21085		77.32999	0.21085	0	0	0.00324	
Healthy	0.27404		70.34527	0.27404	0.10717	0.04814	0.11375	
Healthy	0.33905		49.0545	0.33905	1.29381	0	0	
Healthy	2.08269		69.79397	2.08269	0	0	0.26162	
Healthy	0.43154		66.1897	0.43154	0	0	0.00837	
Healthy	2.52324		34.86269	2.52324	0	0	0.23594	
Healthy	3.60235		60.27188	3.60235	0	0	0.01291	
Healthy	0.60246		48.48277	0.60246	0.14329	0	0.04446	
Healthy	0		11.17658	0	0.04339	2.31989	0	
Healthy	1.79092		1.82406	1.79092	0	6.52913	0.03571	
Healthy	1.94121		5.07118	1.94121	0	0	0	
Healthy	0.46663		59.39644	0.46663	1.20433	0.12082	0.07585	
Healthy	0.06985		84.47865	0.06985	0.05364	0.62816	0.38014	
Healthy	0.37751		67.81815	0.37751	0	0	0	
Healthy	13.04891		65.5694	13.04891	0	0	0.04885	
Healthy	7.4715		32.79623	7.4715	6.58769	0.83191	0.1746	
Healthy	5.97252		68.45521	5.97252	0	0	0	
Healthy	0.41962		38.97581	0.41962	0.18045	0	0.06165	
Healthy	0		46.44976	0	0.76941	0	0	
Healthy	11.4943		64.35533	11.4943	0	0	0.04034	
Healthy	6.12364		69.30138	6.12364	0	0	0	
Healthy	0		1.60432	0	0	22.3755	0	
Healthy	0.89259		49.47672	0.89259	9.33329	0	0.63149	
Healthy	0.46344		65.25963	0.46344	0	0	0.01867	
Healthy	0.16153		48.44869	0.16153	5.94372	0	0.19675	
D001172	14.40655		23.86615	14.40655	0.05944	0	0.05521	
Healthy	14.88584		24.80784	14.88584	0	0.19887	0.02294	
Healthy	0.13758		64.28691	0.13758	1.03178	0	0	
Healthy	10.37353		13.24016	10.37353	44.6326	0	0.70743	
D001172	0.89384		6.69992	0.89384	0	0	0	
Healthy	1.92478		86.81948	1.92478	0	0	0.10547	
Healthy	0		48.70816	0	0.38083	0	0	
Healthy	4.36883		18.81712	4.36883	15.2597	0	0.06574	
Healthy	0.50243		12.2298	0.50243	10.6627	0	0	
Healthy	0		12.45128	0	0	0	0	
Healthy	0.52664		12.06736	0.52664	0.55245	1.49401	0.00509	
Healthy	0.07218		68.41716	0.07218	0.45974	0	0.07549	
Healthy	0		29.37652	0	23.5265	2.19041	0.81652	
D001172	1.54228		19.75597	1.54228	0.03513	0	0	
Healthy	0.18415		26.6205	0.18415	0.04467	0	0.06076	
Healthy	0		11.17298	0	0	10.4569	0	
Healthy	11.9332		59.76033	11.9332	0	0	0	
Healthy	0.72102		92.13021	0.72102	1.69454	0	0	
Healthy	0.2133		69.41041	0.2133	0	0	0	
Healthy	0.08151		19.29651	0.08151	5.62796	13.2125	0	
Healthy	0		15.44434	0	0	0.75007	0	
Healthy	0.63269		67.72931	0.63269	0.00985	0	0.44833	
Healthy	0.20678		84.24075	0.20678	1.57657	0	0	
Healthy	0.16963		63.70893	0.16963	0	0	0.08423	
Healthy	0.2102		41.14116	0.2102	0.11353	0.05673	0.00364	
Healthy	98.78012		0.0051	98.78012	0	0	0	
Healthy	0		57.28008	0	0	0	0	
Healthy	0.44353		81.1674	0.44353	0	0	0.09329	
D001172	7.63161		69.68158	7.63161	0	0	0	
Healthy	0.00159		60.07223	0.00159	0	0.0641	0.05598	
Healthy	15.41818		31.30509	15.41818	4.77566	0	0.1755	
Healthy	0.08659		26.39939	0.08659	0.43209	0	0.70216	
D001172	0.61099		59.83417	0.61099	0.03114	0	0.09654	
Healthy	7.92676		51.05291	7.92676	1.92236	0	0.5255	
D001172	7.23881		6.52358	7.23881	0	0	0	
Healthy	0.09483		66.30708	0.09483	10.5133	0.00202	0.26754	
Healthy	0.10327		69.02422	0.10327	0	0.03445	1.47767	
Healthy	1.09687		64.42086	1.09687	0	0	0.37319	
Healthy	0.25217		15.55609	0.25217	0.00206	0	0	
Healthy	8.6462		8.02642	8.6462	0	1.9555	0	
Healthy	6.64186		5.06393	6.64186	0.09491	0	0	
Healthy	9.80225		32.54246	9.80225	6.17366	0.88045	0.16968	
Healthy	2.27366		34.96916	2.27366	0	0	0	
Healthy	0.782		79.38151	0.782	3.68362	0	0.03795	
Healthy	0.17766		76.65911	0.17766	0	0	0.00325	
Healthy	0.44553		52.02453	0.44553	5.54787	0	0.32032	
Healthy	0.11072		71.01821	0.11072	0	0.03306	1.79765	
Healthy	21.8857		54.2528	21.8857	0	0	0.1202	
Healthy	0.41648		10.94183	0.41648	11.9466	0	0	
Healthy	0		9.58545	0	0.91338	0	0	
Healthy	8.06826		55.97138	8.06826	0	0	0	
Healthy	0		29.86954	0	23.1424	2.15254	0.60142	
Healthy	18.71592		24.65919	18.71592	5.55483	0.32437	0.15039	
Healthy	0.16685		70.02975	0.16685	0	0	0	
Healthy	7.21534		18.98913	7.21534	0	0	0	
Healthy	0		53.92158	0	0	0	0	
Healthy	0.0108		59.52808	0.0108	0.72725	0.11142	0.03016	
Healthy	4.2966		80.04586	4.2966	0	0	0	
Healthy	0.03074		67.13567	0.03074	0.58248	0	0.07483	
Healthy	0.41238		67.41444	0.41238	0.54782	0.01295	0.0955	
Healthy	0.14668		80.20902	0.14668	0	0	0	
Healthy	0.7789		42.27842	0.7789	0	0.14841	0	
Healthy	1.18189		55.64763	1.18189	6.98413	0	0.17982	
Healthy	0.2801		70.35837	0.2801	0.12882	0.04975	0.10551	
Healthy	2.27413		43.56349	2.27413	0.13909	0.20292	0	
Healthy	0.02185		28.6106	0.02185	0	0.40605	0	
Healthy	0.01322		30.28015	0.01322	23.0526	2.25595	0.5915	
Healthy	0.90979		37.63177	0.90979	0	0	0	
Healthy	0		4.60152	0	1.17037	0	0	
Healthy	0.17701		63.84875	0.17701	0	0	0.06882	
Healthy	1.52666		60.18198	1.52666	0.5139	0.42949	0.00508	
Healthy	0.40597		45.58241	0.40597	0.14643	0	0.62884	
Healthy	0.22964		48.56843	0.22964	6.15939	0	0.19774	
Healthy	3.06576		64.34556	3.06576	0	0	0.38816	
Healthy	0.24339		23.41681	0.24339	0.046	0.52483	0	
Healthy	0		6.64501	0	0	3.75983	0	
Healthy	0.22115		26.22084	0.22115	2.40833	0.46669	0.06753	
Healthy	0		78.67341	0	0	0.10412	1.51706	
Healthy	0.20002		43.6674	0.20002	0.73311	0	0	
Healthy	0.16818		31.47041	0.16818	0.34501	0	0	
Healthy	0.18728		46.99993	0.18728	1.73687	2.24353	0.03171	
Healthy	0.33318		11.67897	0.33318	0.72467	2.99009	0.04407	
Healthy	0.02974		65.45053	0.02974	0	0	0	
Healthy	0.83258		66.55142	0.83258	0	0	0	
Healthy	0.1849		47.27326	0.1849	5.82754	0	0.17934	
Healthy	1.45409		9.6557	1.45409	0	0.78441	0	
Healthy	4.3216		18.38157	4.3216	15.0409	0	0.03536	
Healthy	1.57685		1.60039	1.57685	0	4.40276	0	
Healthy	0.18509		31.27239	0.18509	0.05007	0	0.00419	
Healthy	0.05111		38.73967	0.05111	0.22973	0	0.13801	
Healthy	4.39963		71.82251	4.39963	0.85646	0	0.01148	
Healthy	7.11235		47.96941	7.11235	0	0	1.28897	
Healthy	0.12471		65.45541	0.12471	0.07304	0	0	
Healthy	0.50257		70.83721	0.50257	0	0	0.1446	
Healthy	0		10.74105	0	2.25271	6.83579	0	
Healthy	0.35663		25.8744	0.35663	0.43301	0.29171	0	
Healthy	0.1558		64.15539	0.1558	0	0	0.06551	
Healthy	2.64097		38.68603	2.64097	1.02859	0	0.08215	
Healthy	0.17127		63.69551	0.17127	0	0	0.09886	
Healthy	0		80.38611	0	0	0	0	
Healthy	1.07669		58.24447	1.07669	0.25373	0	0.0314	
Healthy	0.01256		46.93403	0.01256	0	0	0.07383	
Healthy	0.27788		65.71776	0.27788	1.69671	0	0.00374	
Healthy	0.82936		52.76312	0.82936	3.21379	0.24689	0.28677	
Healthy	0.47442		38.14707	0.47442	0	0	0	
Healthy	0.0688		39.01788	0.0688	0	0.34901	0.83945	
Healthy	0.6199		28.91381	0.6199	0.07339	0	0	
Healthy	0		50.11589	0	0	0	0	
Healthy	4.89566		44.43514	4.89566	0.21883	0.00143	0.03955	
Healthy	1.18756		53.13198	1.18756	0	0	0.07429	
Healthy	0.01054		34.50608	0.01054	0.83149	0	0.26021	
Healthy	3.23814		63.55773	3.23814	0	0	0.3977	
Healthy	0.26917		27.77521	0.26917	0	0	0.07127	
Healthy	1.29073		54.11945	1.29073	7.14519	0	0.17596	
Healthy	0		77.7602	0	0	0.10932	1.47135	
Healthy	0		26.36217	0	0	0	0	
Healthy	1.46263		53.52142	1.46263	7.17834	0	0.15019	
Healthy	3.3402		53.23884	3.3402	0	0	0	
Healthy	1.53293		19.99426	1.53293	2.67632	0.0461	0	
Healthy	5.02014		49.92278	5.02014	0	1.12509	0	
D001172	5.15783		45.53687	5.15783	0	0	0.02865	
Healthy	0.47722		89.09289	0.47722	0	0	0.00256	
Healthy	0		12.69787	0	2.16832	0	0	
Healthy	2.26417		25.24883	2.26417	1.33551	0	0	
Healthy	1.96511		74.67264	1.96511	0.81499	0	0.00172	
Healthy	1.47703		65.07545	1.47703	0	0.15029	0.15304	
Healthy	3.70084		64.06727	3.70084	0	0	0.03707	
Healthy	0		55.27203	0	0	0.9037	0	
Healthy	0.86857		48.80242	0.86857	9.16536	0	0.67466	
Healthy	0.22775		41.64454	0.22775	17.6314	0	1.64579	
Healthy	89.18581		0.08708	89.18581	0	0	0	
Healthy	0.31393		39.68736	0.31393	2.55681	1.41365	0	
Healthy	0		3.37609	0	0	0	0	
Healthy	0.62955		22.54515	0.62955	0	0	0	
Healthy	0.80646		61.90876	0.80646	0	0	0	
Healthy	0.5543		30.97608	0.5543	7.37889	10.5082	0	
Healthy	0.97061		44.74338	0.97061	0	0	0.04827	
Healthy	4.17527		65.77098	4.17527	0	0	0	
Healthy	1.34659		52.17961	1.34659	0.18057	0	0	
Healthy	0.02111		4.39774	0.02111	0.10792	0	0	
Healthy	0.03494		17.98772	0.03494	12.2263	0	0	
Healthy	1.35257		53.10567	1.35257	0	0	0.00563	
Healthy	1.39042		49.23491	1.39042	0	0.00472	0.34134	
Healthy	0.51261		54.76502	0.51261	0	0.13359	0.02711	
Healthy	0.67394		88.84668	0.67394	0	0	0.00761	
Healthy	1.73545		46.5767	1.73545	0	0	0.05704	
Healthy	0.10118		21.38765	0.10118	0	0	0.00245	
Healthy	0		8.0179	0	0	0.37891	0	
Healthy	23.27736		16.83033	23.27736	0.00024	0	0.06608	
Healthy	0.15541		31.18107	0.15541	0.58731	0	0.02316	
Healthy	0.58142		71.53509	0.58142	0	0	0.0596	
Healthy	0		34.82541	0	0	0	0	
Healthy	0.35198		23.7146	0.35198	0.42284	0	0	
Healthy	58.22321		38.55289	58.22321	0	0	0	
Healthy	0.03641		87.50363	0.03641	0.0177	0.61379	0.28054	
Healthy	0.16643		46.43471	0.16643	6.36084	0	0.04022	
Healthy	24.87977		23.71179	24.87977	0.07371	0.04229	0	
Healthy	0		11.66254	0	0	11.4758	0	
Healthy	0.4287		65.86083	0.4287	0	0	0.02623	
Healthy	0.06988		31.50876	0.06988	0.10597	0.22246	0.21895	
Healthy	0.97105		84.82546	0.97105	0	0	0.0213	
Healthy	0		88.87543	0	4.6295	0	0	
Healthy	68.45102		7.28936	68.45102	0	0	0	
Healthy	0.04885		70.25622	0.04885	2.84123	0	0	
Healthy	1.28779		43.52601	1.28779	2.40184	0.34645	0.06803	
Healthy	8.03009		40.63527	8.03009	0.73486	0	0	
Healthy	0.05495		44.77807	0.05495	0.41348	0.64188	0	
Healthy	3.02478		18.58328	3.02478	0	0	0.18021	
Healthy	0.55204		58.01083	0.55204	0	0	0.02458	
Healthy	0.1316		22.70305	0.1316	0	3.66315	0	
Healthy	0.45314		73.82998	0.45314	0	0	0.02244	
Healthy	0.42698		21.84724	0.42698	3.47228	0	0.07256	
Healthy	0.02182		30.04784	0.02182	4.19116	0	0	
Healthy	0		49.4338	0	0	0	0	
Healthy	0.17425		70.00135	0.17425	0	0	0	
Healthy	6.04214		68.02287	6.04214	0	0	0	
Healthy	2.48842		44.99102	2.48842	0	0	0	
Healthy	0.12353		24.68143	0.12353	0.21299	0.08608	0	
Healthy	0.24438		79.63967	0.24438	0	0	0	
Healthy	1.26907		66.80106	1.26907	0	0	0	
Healthy	1.04012		30.74518	1.04012	0	0	0	
Healthy	0.22372		20.681	0.22372	2.48303	3.55858	0	
Healthy	0.70555		83.66088	0.70555	0	0	0.06013	
Healthy	0.81755		34.03182	0.81755	10.9872	0	0	
Healthy	0.70667		67.23864	0.70667	0	0	0.43213	
Healthy	0.6799		79.5532	0.6799	3.73739	0	0.02068	
Healthy	0.30335		77.46103	0.30335	0	0	0.08262	
Healthy	0.28696		37.48435	0.28696	0	0	0	
Healthy	0.79435		42.17307	0.79435	4.79499	0	0.01653	
Healthy	0.16316		69.54745	0.16316	0	0	0	
Healthy	0.08638		26.3885	0.08638	0.4868	0	0.51404	
Healthy	2.07808		18.78237	2.07808	0	0	0.08455	
Healthy	40.49935		8.56898	40.49935	0.12052	2.878	0.00245	
Healthy	0.11572		77.19162	0.11572	12.5924	0	0	
Healthy	0.63891		21.69807	0.63891	0	0.50663	0	
Healthy	0.06742		63.72511	0.06742	0.85429	0	0.02608	
Healthy	0.95105		33.92262	0.95105	0	0	0.00067	
Healthy	0.003		23.80365	0.003	0	0	0	
Healthy	13.544		27.41332	13.544	5.3777	0	0	
Healthy	0		10.17921	0	0	5.91318	0	
Healthy	0.76194		83.54345	0.76194	0	0	0	
Healthy	0.05413		12.96811	0.05413	13.1215	0.22609	0.07456	
Healthy	0.42812		62.32274	0.42812	0	0	0.00226	
Healthy	0.12954		43.9114	0.12954	0	0	0.04505	
Healthy	0		83.8056	0	0	0	0	
Healthy	0.06107		68.75745	0.06107	0.50525	0	0.08344	
Healthy	0.05623		36.60658	0.05623	0	0	0.05779	
Healthy	1.88459		24.89816	1.88459	0.33902	0.20727	0	
Healthy	0		15.49998	0	0.95794	0	0	
Healthy	1.03095		22.21139	1.03095	0.04092	0.04421	0	
Healthy	0.57712		34.37811	0.57712	0	0.80213	0	
Healthy	0.29186		79.37998	0.29186	0	0	0	
Healthy	5.89184		14.04776	5.89184	0	0	0	
Healthy	0		79.3563	0	0.3553	0	0	
Healthy	2.08779		14.44243	2.08779	0	0	0	
Healthy	0.15947		20.9667	0.15947	5.48769	2.68708	0.071	
Healthy	16.60664		4.30091	16.60664	0	0	0.00949	
Healthy	1.88088		27.85964	1.88088	0.00876	0.03732	0	
Healthy	0.80316		47.15603	0.80316	1.24863	0	0	
Healthy	0.03244		6.00557	0.03244	0	4.11402	0.05451	
Healthy	0.34545		19.14718	0.34545	0	0	0	
Healthy	0.39047		70.10311	0.39047	0.12127	0.05697	0.06774	
Healthy	0.1497		67.53369	0.1497	0	0	0	
D001172	7.00731		47.3199	7.00731	0	0	0	
Healthy	0		39.3989	0	0	0	0	
Healthy	64.1085		0	64.1085	0	0	0	
D001172	0.07365		69.27011	0.07365	0.71496	0.00645	0.32939	
Healthy	6.20782		67.96798	6.20782	0	0	0.01482	
Healthy	0.53146		17.07005	0.53146	0	0	0.15293	
Healthy	0.10588		39.78159	0.10588	0.06568	0	0	
Healthy	0.77049		25.99552	0.77049	4.66303	0.08659	0.12175	
Healthy	0.54752		17.42109	0.54752	0.35684	0	0	
Healthy	0.45319		46.68828	0.45319	0	0	0.01124	
Healthy	5.38178		33.17284	5.38178	0	1.24695	0.13317	
Healthy	0.22131		70.48514	0.22131	0	0.06375	1.68288	
Healthy	0.13697		68.79055	0.13697	0	0	0	
Healthy	0.12255		26.0958	0.12255	0	0.58978	0.00335	
Healthy	0.23305		45.1931	0.23305	0	0	0.00334	
Healthy	4.16403		44.6754	4.16403	6.098	1.38448	0.02861	
Healthy	11.02661		46.32513	11.02661	0	0	0	
Healthy	0.64296		45.38947	0.64296	0.02265	0.12133	0.20968	
Healthy	0.15904		50.61034	0.15904	0	0	0	
Healthy	0.35498		7.18264	0.35498	4.64073	27.2102	0	
