o	Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Selenomonadales	Coriobacteriales	Enterobacterales	Desulfovibrionales	Pseudomonadales	Peptostreptococcales	Methanobacteriales	Acidaminococcales
Healthy	1.6043401214296	1.35264551866897	1.17448400480989	0.0755615592810349	-2.13608262304214	-5	-1.4386600585411	-1.1253442674019	-5	-5	-5	-5	-5
Healthy	1.81002063010515	1.37119221901313	0.610556899430001	-5	-5	-5	-1.1114274031424	-5	-0.258422985219577	-5	-5	-5	-5
Healthy	1.84441000712758	0.722335242394437	0.697566705597547	-0.632401836320167	-0.237839297913818	-5	-1.44708854978349	-5	-5	-5	-5	-5	-5
D037841	1.65325352853963	0.999821468277155	0.344853834678038	-0.542996659596117	0.319147716254981	0.901386387118315	0.466885406794604	-0.702502114074302	-1.35379238779331	-1.73873713120751	-5	-5	-2.73282827159699
Healthy	1.62280463482383	-0.129484901474809	0.996124925378408	0.434388442735579	-5	-5	-0.833066905128846	-1.37892762885637	0.209152951593855	-5	-5	-5	-5
Healthy	0.286391343147528	0.668742711689318	-0.226967278244564	0.736743798962006	-0.974202758689708	-5	0.169395196975156	1.89632655045426	-5	-0.235248677675379	-5	-5	-5
Healthy	1.8012357228892	1.30268108084626	0.916257023745133	-0.12731939284807	-0.819845440546652	-5	-1.98171569157347	0.272027361236466	-5	-5	-0.59665638086955	-5	-5
Healthy	1.70747606876486	1.31854767896072	0.988923539827931	-1.88706002391592	-5	-5	-5	0.490388344644684	-5	-5	-0.777699818826206	-5	-5
Healthy	1.27434700337415	1.27562066478692	1.57039266200351	0.410247323940247	-0.107032119049397	-5	0.58910475277915	-5	-5	-5	-5	-5	0.147960609057186
Healthy	0.870742663294291	0.908115979902185	1.54965029569179	0.698566791937309	-0.218646803094664	-5	-0.662820374590166	-5	-5	-1.15645578805436	-1.87192398733128	-5	-5
Healthy	1.83312510965263	1.26246414210068	0.520971921200441	-5	-5	-5	-0.973099191109745	-5	-5	-5	-5	-5	-5
Healthy	1.64097954636543	0.976532463577624	1.12778164041776	-5	-2.70774392864352	-5	-5	-1.17327747983101	-1.3763372926438	-5	-5	-0.242004572723122	0.183338186289204
Healthy	1.24469661240851	1.06988629910927	1.46632270597064	-0.504997133561376	-1.40044440901402	0.222526588342755	-1.10690433390377	-0.0758189583251782	-1.49039429538844	-0.0163692030911767	-0.400936094120583	-0.819845440546652	0.778374131016551
Healthy	1.82668575568211	-0.542557159271581	0.613144912492539	-0.485691374343224	-1.30311962831724	-5	-0.0108217012429983	0.00429127312198067	-0.394608750110711	-5	-5	-5	-1.55144826079842
Healthy	1.49530395216766	0.00696636925290523	0.844408205051166	0.080749110907479	-0.534379244145795	-5	0.0936807835974929	-0.951519352526498	-0.093761957868654	-5	-5	-5	-1.6458915608526
Healthy	1.30897098745708	1.40385665264794	1.04073205533978	0.723572234494289	-0.651928900920112	-5	-1.07644514193245	-5	-5	-5	-5	-5	-5
Healthy	1.8275738990396	0.974916783863191	0.796559070196858	0.138754129723719	-1.63413778459744	-5	-0.41999931041096	-5	-1.03198428600636	-5	-5	-1.57823159879308	-5
Healthy	1.62909671283614	0.801631431928032	1.07849270568042	0.508095881195523	-5	0.12803720576903	-0.645833914968581	0.0365730082852808	-0.525710873834504	-5	-1.73969005420508	-0.299469343021408	-5
Healthy	-1.28692967414436	-3.02227639471115	-5	-1.64282774227697	-0.640297291725886	-5	-5	1.9366017988212	-5	-5	-5	-5	-5
Healthy	1.78802829919445	1.33356978670234	0.600964187940667	-5	-1.02877055272376	-5	-0.749604396942884	-0.931925510092352	-0.791881259261723	-5	-5	-5	-5
Healthy	-1.71399287792053	-5	-0.599289363226769	1.95786132529501	0.555214195727336	-5	-2.65757731917779	0.5993163737664	-5	-0.242657122385407	-1.62745619924093	-5	-5
Healthy	1.96814495463693	0.236229821332926	0.062739880787584	-0.926831737734898	-5	-5	-5	-1.00895122354732	-5	-5	-5	-5	-5
Healthy	1.63732748922239	0.0713480122005758	0.336971779279089	-5	-5	-5	-0.935317433771488	-5	-1.497163361379	-5	-5	-5	-5
Healthy	1.75295206948262	0.625373165614261	0.0307939575095279	-0.361390954192885	-0.601625913848644	-5	-0.243356285962926	-5	-1.94846160948467	-1.62635252779078	-5	-5	-5
Healthy	1.71731485160876	1.10930006373877	1.04617976687076	0.122301089961987	-5	-5	-0.829591588274682	-1.07977228854307	-0.677801386448108	-5	-5	-5	-5
Healthy	1.78570949869202	1.4217818853397	0.364612899010632	-1.77211329538633	-2.35457773065091	-5	-1.86138156610051	-5	-5	-5	-5	-5	-5
Healthy	1.84856983556758	0.759177381552239	0.657808996907215	0.637994778390935	-2.2572748686953	-5	-2.64397414280688	-0.820333331309502	-1.12592425477697	-5	-5	-1.26833066817136	-5
Healthy	1.92204983052155	0.133149145827103	0.235578943330128	-1.20802879897923	-1.32661042181169	-5	-0.873414072045662	-5	-5	-5	-5	-5	-5
Healthy	1.57222816092954	1.42535599929959	1.32131750828927	-1.66534523311676	-1.33217362104929	-5	-0.531327808853853	0.449094075274832	-1.24703013497092	-5	-2.44977164694491	-5	-5
Healthy	1.31736058768831	1.66798153638897	-0.905528871358355	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.69391056216295	1.39904189135433	0.847391871115861	-0.471443219398817	0.451290473578162	-5	-0.569199575375819	-1.09044397075882	-1.75870261289001	-5	-5	-5	-5
Healthy	0.862428959956688	1.75501165718045	1.0113077576718	0.100821838946951	-5	-5	-0.758602958350354	-5	-1.8153085691824	-5	-5	0.577774343999618	0.945026679940939
D037841	1.71470947560944	1.03075552195274	0.904335709577484	1.02947955543883	-0.945463547345049	-5	-0.00703579760027146	-2.22257317761069	-1.2003837955185	-0.582146494831523	-1.57170318601712	-5	-5
Healthy	0.558182780051332	1.08449084041063	1.79933855031565	1.32709541653146	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.81917871144198	0.474130271085285	0.676155665743792	-0.833658708016502	-1.36632959394856	-5	-0.613073193204431	-5	-0.504608316733061	-5	-5	-5	-0.0641250998316844
Healthy	1.88965420652834	0.626838032063187	0.750745148079811	-5	-5	-5	-0.199152378124986	-5	0.176233105419458	-5	-5	-1.01282549891246	-1.16723569505947
Healthy	1.35740003085252	1.14566029690062	0.84498883224354	1.55509928748709	-0.0352172681616929	-5	-0.363903445843243	0.586420755685396	-5	-5	0.0659268621627721	-5	-5
Healthy	1.01821768096015	1.35131402643057	1.47247004224014	-1.37664731846201	-0.808381336630531	-5	0.39167242839155	-3.22914798835786	-2.44855000202712	-0.487876173277055	-5	-5	-5
Healthy	1.64695609540824	1.40171993995722	1.10998734039473	-0.601140261595739	-0.120852490143188	-5	-0.729344451047015	0.0109356647043851	-1.9515581964496	-1.05943371350991	-0.543345545351551	0.260731872147808	0.0897885777744039
Healthy	1.70267966728539	1.46432199727374	1.06056375483841	-5	-5	-5	-0.475292388205987	-0.709609190559771	-5	-5	-1.22279074185432	-5	-5
Healthy	1.76331049352414	1.32123460567136	0.745812309400151	-5	-0.0955495471875633	-5	-5	-0.0902675076251021	-5	-5	-5	-5	0.504940923792709
Healthy	1.27892180034509	1.58459827858825	0.427003832965794	-0.572156994294466	1.14513484820309	-5	0.575643845661616	-1.04043395336207	-5	-0.371958644583609	-5	0.485932845201798	-5
Healthy	-5	1.5460408375615	-1.36321131096562	-5	0.195631247417338	-5	-1.40837896178668	0.617230015865751	-5	-1.16165473122401	-1.86423148543218	-5	-5
Healthy	1.34369035064213	1.34776116788335	0.952044735789634	-0.644491011975566	-0.637649492405152	-5	-0.871213141357402	-0.0346947958309404	-5	-5	-0.759101459876509	-5	-5
Healthy	1.65574909221612	-0.182527184026897	0.777055446996348	0.0824586292715335	-1.23500240071512	-5	-0.146478218173163	-0.460296761052174	-0.177773059405061	-5	-5	-5	-1.16545214231905
Healthy	1.25929923269997	0.842409518070182	0.347101584670897	0.211318145691329	1.23470857391237	0.408589296120531	0.356274500903909	0.433228828459711	-5	-5	-5	-5	0.472763760610584
Healthy	1.80432102081899	1.01168080042184	0.920892577739454	-0.358664727273591	-0.747316838067802	-5	-0.92786043676026	-1.09946901754724	-1.15620680167409	-5	-5	-5	-5
Healthy	1.49356427633227	0.814540579049336	0.800660726291882	1.54657535771273	-5	-5	0.0330657171185611	-1.09210516458372	-2.12090412049993	-5	-5	-5	-5
Healthy	1.33045943275192	1.23848243768063	1.25202441263091	0.743686895664305	-0.568427181414346	-5	0.636777663647943	-0.791854365464649	-5	-1.15820270112564	-0.602042619896113	-5	-5
Healthy	1.12349589629023	-0.410251404069212	0.779590719864235	-1.98674133471648	-5	-5	0.130005510862396	1.00937057363846	-0.341931337516564	-5	-5	-5	-5
Healthy	1.81791352489197	0.496112849425274	0.671244138941686	-0.873414072045662	-1.25258819211358	-5	-0.547186591322146	-5	-0.470454157138276	-5	-5	-5	-0.0941232027331172
Healthy	1.66387781019517	0.943934523102862	1.24591642329382	0.386456158235409	-0.345650160093309	-1.48891915446088	-0.0788599869822159	-1.19504320014251	-2.90308998699194	-5	-5	-5	-5
Healthy	1.84899289555575	0.152963727974303	0.269727703434182	-0.557786847277181	-5	-5	-2.63078414258986	-1.21056031543282	-5	-5	-5	-5	-5
Healthy	1.6475331865481	0.635464645480143	0.828133785268303	0.72775265980976	-5	-5	-0.149390519078651	-5	-0.960942981966556	-5	-2.58670023591875	-5	-5
Healthy	1.56000304445673	1.58770355838319	0.561013084036811	-0.700035331375845	-1.85263289220621	-5	-1.22577509513108	-1.75671385391655	-5	-5	-5	-1.60800692774029	-5
Healthy	1.25952794138506	1.3818669057122	1.48651577073244	0.773395111234869	-5	-5	0.233549419743861	-5	-5	-5	-0.0359620533064625	-5	-5
Healthy	1.62839833114676	1.57320230646532	0.528021491404521	-5	-2.09963287134353	-5	-5	-5	-5	-5	-5	-5	0.339403735860026
Healthy	1.80403694856363	1.17246135381866	0.169418718601164	-0.0318206967250459	-5	-2.32239304727951	-0.62845190731615	-5	-1.29713882942707	-5	-5	-5	-5
Healthy	1.96760834270013	-0.190130666360444	0.187740632484242	-5	-1.88840147511961	-5	-5	0.631860613368897	-5	-5	-5	-5	-5
Healthy	1.69670438392489	1.31061324187225	1.07796787099673	-0.209510758477563	-0.442974277613617	-5	-0.890455199121653	-1.77780395369828	-0.970291637485105	-5	-5	-5	-2.94309514866353
Healthy	1.71218039327238	1.07714361332151	1.50360453641233	-1.94195376960472	-0.984305011473482	-5	-5	-0.32113577986547	-5	-5	-5	-5	-5
Healthy	1.85173953724011	0.42916421218118	-0.108284178145288	-5	-5	-5	-5	0.321559079158719	-1.50265561898242	-5	-5	-5	-5
Healthy	1.42350882927382	1.51148549867498	1.13455320568454	1.0392010841612	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.15158158231486	1.71167903000264	1.25324396263419	-0.27049503818861	-0.693274823217508	-5	-0.777309535288659	-1.01327304066878	-1.08857603462371	-5	-5	-0.731024418902193	0.117304446641003
Healthy	1.76379227371666	0.631754158329886	0.650436723522749	-0.302273857453656	-5	-5	-0.596862313373619	-1.60067246784132	-0.253233509274442	-5	-5	-5	-5
Healthy	1.34524587426771	1.58081439318685	1.32538613562869	-0.390426932551334	-0.460296761052174	-5	0.187811093428112	0.174455234145807	-5	-0.640164517660112	-5	-0.951092298516229	0.0313438202620874
Healthy	-0.446736102130203	0.828534229358596	-0.401702045786327	1.40916541692025	-0.34356637993405	-5	0.119206384805907	-5	-5	-5	-5	-5	-5
Healthy	1.90515172992153	1.11103959481586	0.240269612401778	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.30818415943938	1.336307804276	1.41367353242207	-0.71092412110178	-5	-5	0.567358139248078	-5	-0.720287439179074	-5	-5	-5	-5
Healthy	1.46048845128655	-1.97839728397176	-2.36251027048749	0.856310098713071	-2.1157712303674	-5	-2.58335949266172	1.74098454857805	-5	-5	-0.628009088535085	-5	-5
Healthy	1.58838141538367	1.14807828558305	0.751613936045421	1.02448197330695	-5	-5	-0.105949913325857	-0.241648360659185	-5	-5	-5	-5	-1.79344395590097
Healthy	1.47030565369035	1.61997011653538	0.866688359258094	-0.229648819820771	-0.147148087521985	-5	-0.375810756140244	-0.0401004121340565	-5	-5	0.645795484286742	-0.683463552596444	-5
Healthy	1.52154105801303	1.07603572374245	0.510814350098591	-5	-5	-5	-2.36251027048749	1.52261648252963	-5	0.243003303737926	-5	-5	-5
Healthy	1.62193708491111	1.41532882281721	0.631091522966043	-0.876344325561878	-1.5632014897682	-5	-5	0.730107707641394	-5	0.301713471377031	-5	0.388704955700738	-5
Healthy	1.8422493624299	0.59072483359269	0.846233784769899	-0.125332675551212	-1.30944953848964	-5	-0.191964671555741	-5	0.0853084206935297	-5	-5	-2.08301995267962	-5
Healthy	1.45822828621146	1.75789191942676	-0.118524042554911	-5	-0.465035207605334	-5	-5	-1.03905380426617	-5	-5	-5	-0.672252928747544	-5
Healthy	1.81760403789488	0.36331482835193	-0.965010783712315	-0.733980091146502	-5	-5	-5	0.0628902051108873	-5	-5	-5	-5	-5
Healthy	0.889549319851817	1.80889335280578	1.16304711902404	-3.09151498112135	-1.49743633089264	-5	-0.32176395860447	-1.28449805470672	-5	-5	-5	-5	-3.79588001734407
