group	Bacteroidaceae	Enterobacteriaceae	Dialisteraceae	Veillonellaceae	Oscillospiraceae	Erysipelatoclostridiaceae		Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	33.87007	0.16819	7.59676	0.00976	0.10847	0		15.62957	0.89045	7.59676	5.73988	0.94585	0	0.10847	0.37818	0	0.01692
Healthy	30.08328	0	8.38445	0.01316	0.03022	0		4.60024	4.9968	8.38445	2.38989	0	0.59238	0.03022	0.24869	0.11059	0
Healthy	68.11255	0.77609	9.72934	0.78312	0.01544	0		0	0	9.72934	0	0	0	0.01544	0	0	0
Healthy	33.33667	0.00672	0	0.00199	0.03822	0		8.84665	4.0799	0	0.88332	0	0.07111	0.03822	0.24608	0.09316	0.25881
Healthy	44.03638	0	0	0	0.04348	0		1.08136	4.31238	0	4.27036	0	0	0.04348	0	0	0
Healthy	12.48912	0.32465	0	0.00441	0.07485	0		1.4379	0.79422	0	8.19785	0	0.43663	0.07485	0	0.05093	0
Healthy	39.92659	0	0	0.08596	0.07427	0		17.78473	1.78843	0	0	0	0	0.07427	0	0	0
Healthy	43.38906	0	0	0	0.25416	0		5.75375	0.01163	0	5.33909	0	0.52109	0.25416	0	0.08224	0
Healthy	11.16546	0	0	0	0.08516	5.00368		0	3.4248	0	0	0.64383	0	0.08516	0	0	0
Healthy	37.63439	0	0	0.03605	0.01018	0		0.93194	1.48462	0	0.12952	0	0.00539	0.01018	0	0	0.01339
Healthy	67.62067	0	0	0	0.01223	0		0.19726	0.93529	0	3.6097	0	2.6665	0.01223	0.01841	0.38385	0.03414
Healthy	9.33896	10.2792	2.79994	0	0.07368	0		1.17817	2.02356	2.79994	0	0	1.31779	0.07368	0.71462	0.18212	0
Healthy	56.6958	0	0	0.02171	0.0259	0		8.30521	0.90885	0	3.94776	0	0.04025	0.0259	0.01487	0	0
Healthy	22.94305	0	0	0.09462	0.19916	0.38321		2.43148	0	0	0.0929	0	0.12091	0.19916	0	0	0
Healthy	36.23442	0.02306	0	0.05051	0.09198	0		4.28575	5.42004	0	2.26174	0	0	0.09198	0.00464	0.14055	0
Healthy	18.20168	0.1535	0	0.00416	0.12776	0		6.84075	7.63528	0	2.17235	0.68638	0.26266	0.12776	0.08871	0.01051	0.10676
Healthy	83.96892	0.32002	0.00148	0.35686	0	0		0.65724	0	0.00148	0.38183	0	0.06391	0	0	0.01374	0.21309
Healthy	27.7436	0.00675	0.00053	0.04856	0.08736	0		3.96722	8.02456	0.00053	1.21827	0	0	0.08736	0.00376	0.19543	0
Healthy	58.79164	0	0	0	0.03703	0		3.92033	0.434	0	1.75732	0	0.10602	0.03703	0.0186	0	0.0266
Healthy	53.73783	0	12.7095	0	0.05251	0		5.61304	6.68668	12.7095	0	0	0	0.05251	0	0.04102	0.18224
Healthy	33.08923	0	0	0	0	1.01754		0	0.03698	0	0	0.65232	0	0	0	0	0
Healthy	43.91144	4.05791	0	0	0	0.00257		0	0.01799	0	0	0	0.0029	0	0	0	0
Healthy	55.33976	0.06093	0	0	0.33968	0.52483		6.66031	0.97459	0	1.32876	0.01411	0.1261	0.33968	1.42888	0	0
Healthy	10.64215	1.58967	0	0	0.22575	0		6.12748	0.88743	0	3.41972	0.58046	0.24638	0.22575	0.1026	0	0.05045
D003424	68.32751	8.79453	0.86475	0	0.07689	0		0	0.30268	0.86475	0	0	0	0.07689	0	0	0
Healthy	13.31218	0	0	0.09326	0	1.69259		0	16.6394	0	0	3.28183	1.21051	0	0.02758	0	0
D003424	0	0	0	0	0	0.02225		0	0	0	0	0	0	0	0	0.0124	0
Healthy	55.43567	0	4.82061	0	0.13308	0		2.15292	0	4.82061	3.55246	0	0.02509	0.13308	0	0	0
Healthy	33.01461	0.21949	0	0	0.19114	0		15.49626	1.34242	0	0	0.20356	1.35987	0.19114	0.08565	0.38532	0
Healthy	42.16814	0.09903	0	0.12044	0.12661	0		3.80838	3.2217	0	1.58612	0.07783	0.34311	0.12661	0	0.0399	0.04037
Healthy	9.77201	0	0	0.09329	0	2.81525		0	0.66312	0	0	0.0354	2.10498	0	0	0	0
Healthy	17.10681	0.09194	0	0	0.08693	0		20.85051	2.05326	0	6.7209	0	0.06188	0.08693	0.8116	0.08275	0.06669
Healthy	82.22619	1.75244	0	0	0	0		1.5626	0	0	1.02244	0	0	0	0.04785	0	0
Healthy	19.50668	0	3.75918	0.0917	1.11845	0		6.05293	0	3.75918	1.13566	0	1.08668	1.11845	0.00501	0.15487	0.02577
D003424	54.30653	0	0.97664	0.42192	0.02005	0		1.93963	0	0.97664	0	0	0.00546	0.02005	0	0	0
D003424	41.15072	0	0	0	0.02016	4.63924		0.82864	0.04262	0	3.72627	0	0	0.02016	0	0	0
Healthy	25.46438	0.06126	0	0	0.04499	0		1.62496	0	0	0.46171	0	0	0.04499	0	0	0.0773
D003424	40.58868	1.34681	0	0.81626	0.18965	0.09903		0.39166	0.15441	0	0	0	0	0.18965	0	0.03605	0
Healthy	9.00066	0	12.1143	0	0	0		0.58223	6.1875	12.1143	0	0	1.80325	0	0	0	0
Healthy	27.91769	0.03357	0	0.02405	0.5318	0.27432		8.92536	1.88646	0	2.51975	0	0.01862	0.5318	0.13867	0	0.14738
Healthy	60.1543	0	0	0	0.14007	0.07512		10.3121	0	0	3.54289	0.09233	0.58449	0.14007	1.5463	0	0
Healthy	28.13826	0	0	1.7791	0	0		0.14852	1.86635	0	3.67387	6.53455	0	0	0	0	0.17064
Healthy	13.21006	0.1379	0	0.02851	0.16955	0		7.3504	0.78253	0	0	0	0.05074	0.16955	0.04588	0	0
Healthy	21.16436	0	0	0.04973	0	0		2.81734	0.82341	0	0	0	0.10742	0	0	0	0
Healthy	74.41827	0.25725	8.17773	1.05939	0.58605	0		0	0.33726	8.17773	0	0	0.23506	0.58605	0.01028	0	0
Healthy	21.70593	0	1.88514	0.01162	0.24916	0.22449		4.10802	2.26016	1.88514	0	6.73	0	0.24916	0.08692	0.01832	0
Healthy	55.1086	0	6.04788	0	1.80978	0		10.82944	0.52929	6.04788	0	0	0	1.80978	0	0	0
Healthy	6.3349	0	0	0	0	0		0.16038	0.57861	0	0.41346	0	0	0	0	0	0
Healthy	85.6583	0.43749	0	0.03376	0.33015	0.05964		0	0	0	0	0	0	0.33015	0	0	0
Healthy	32.47777	0.09323	0.35433	0.01978	0.15407	0		13.90312	0.6431	0.35433	5.46903	0.20474	0.20445	0.15407	0.18817	0.02499	0.33767
Healthy	32.47188	0	2.30415	0.00961	0	0		1.61447	1.64954	2.30415	0	0	0.2881	0	0	0	0
Healthy	28.08502	0	2.63703	0	0.01822	0		2.4478	4.13164	2.63703	0.82337	0	0.25558	0.01822	0	0.18645	0.01214
Healthy	55.04454	0.09307	0	0	0.35967	0.49986		6.50566	0.93193	0	1.327	0.01774	0.16083	0.35967	1.68099	0	0
D003424	67.0862	0	0.10235	0.14156	0.04586	0		8.55475	0.01631	0.10235	0	0	0	0.04586	0	0	0
Healthy	20.0625	0	0	0	3.10671	0		6.99777	4.81267	0	0.78059	1.96453	0.45095	3.10671	0.65119	0	0
Healthy	24.59294	1.60547	0	0.03581	0.25817	0		0	10.3071	0	0	0	0.09204	0.25817	0	0	0
Healthy	43.49701	0	0	0	0	6.1286		0.50906	10.9391	0	2.38045	3.37489	0	0	0	0	0
Healthy	29.26204	0	0	0.52921	0	0		15.08267	0.13739	0	1.13016	0	0.06604	0	0.3514	0.071	0
Healthy	53.54084	0.09818	5.89787	0	0.00443	0		14.47733	0.19041	5.89787	0	0	0	0.00443	0	0	0
Healthy	37.81805	0.10716	0	0	0	0.01756		36.35443	1.19812	0	0	0	0.51228	0	0.06719	0	0
Healthy	4.56143	0.72001	0	0.07498	0.3298	0		3.60918	3.48961	0	4.20901	0	0.84728	0.3298	0.01561	0.42676	0
Healthy	27.84837	0.01743	0	0	0.06842	0		1.80079	0.00843	0	1.15786	0	0.23723	0.06842	0.09352	0.02922	0
Healthy	43.00609	0	1.64527	0.0314	0	0		1.75468	3.06533	1.64527	0	0	0.06452	0	0	0.00709	0
Healthy	54.09768	0	4.95623	0.3072	0.13021	0		6.36098	0	4.95623	1.09314	0	0	0.13021	0.00794	0	0
Healthy	50.55905	13.1923	0	0	0.19913	0		5.53137	0.19836	0	0	0	0.04954	0.19913	0.06136	0.00974	0
Healthy	9.06224	2.01818	0	0	0	0.80302		5.19173	0.37831	0	0.34951	33.7754	2.31551	0	0.33247	0	0
Healthy	23.65013	0	0.33099	0	0	0		1.3483	0	0.33099	0.70246	0.29473	0	0	0	0	0
Healthy	18.67513	0.03817	1.41234	0	0.05415	0		1.04185	5.47599	1.41234	0	21.0891	0.27622	0.05415	0	0	0.00832
Healthy	13.27304	0.16289	0	0	0.22228	0		16.95285	2.25169	0	5.47357	0	0	0.22228	1.65896	0.1381	0.00408
Healthy	9.53419	0.03111	0	0	0.07177	0		33.53188	4.17325	0	0	0	0.02411	0.07177	0.017	0	0
Healthy	56.10184	0	4.52767	0	0.13362	0		2.12562	0	4.52767	3.75666	0	0.04917	0.13362	0	0	0
Healthy	8.86924	0.14639	0	0	0	0		2.46794	9.59689	0	2.41203	0.86242	0.10263	0	0	0	0
Healthy	50.30722	1.06555	9.01964	0	2.29827	0		2.42696	0.57157	9.01964	0	0	0.64819	2.29827	0.13363	0.01951	0
Healthy	28.6365	0.28402	0	0	0	0		3.44314	0	0	4.57761	0	1.90188	0	0.02269	0	0.73389
Healthy	21.37093	0	0	0	0	0		0.58555	0.11494	0	0	0	0	0	0	0	0
Healthy	53.01369	0	0.11694	0	0	0		15.05257	0.57758	0.11694	0.52875	0	0.02511	0	0	0.05886	0
Healthy	52.13002	0	1.48551	0	0	0		0	2.34553	1.48551	4.53582	0	0	0	0	0	0
D003424	90.41255	1.85252	0.74601	0	0	0		0	0	0.74601	0	0	0	0	0	0	0
Healthy	59.74461	0	10.3765	0	0.00757	0		2.67616	6.93199	10.3765	0	0	0	0.00757	0	0	0.13948
Healthy	56.25803	0	0	0	0.02935	0		9.59672	1.31791	0	2.96194	0.64288	0	0.02935	0.38168	0	0.09381
Healthy	8.86896	20.6834	0	0	0	0		4.90628	0	0	2.96823	0.15967	0.47577	0	0	0	0
Healthy	7.87454	0	0	0.03457	0.00453	0.19245		0.4009	25.70062	0	0.03717	1.26732	0.82614	0.00453	0	0.08199	0
Healthy	52.4684	0	0	0	0.06422	0		7.20211	0	0	2.76464	0	0.19859	0.06422	0.12192	0.02655	0
D003424	11.0453	0.02617	0.66874	1.36104	0.08175	0		0	0.01667	0.66874	0	0	0.00328	0.08175	0	0	0
Healthy	31.7208	0	0	0	0.24901	0		24.12623	0.23332	0	1.042	0	0.04907	0.24901	0.36368	0	0.10175
Healthy	25.76648	0	0	0	0.05698	0		7.60927	3.65226	0	5.73539	0	0.15957	0.05698	0	0	0
Healthy	42.9249	0	0.09191	0.00247	0.04283	0		6.74115	0.01783	0.09191	0.93127	0.02199	0.39704	0.04283	0.38003	0.01291	0
Healthy	50.84492	0.15504	4.05055	0.0372	0.00871	0		19.02068	0.15417	4.05055	0	0	1.00861	0.00871	0.01217	0.23772	0
Healthy	15.54811	0.38987	3.08138	0	1.17894	0		20.89645	2.11158	3.08138	2.04444	0	0.71707	1.17894	0.68442	0.00994	0.13363
Healthy	8.96652	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	19.51141	1.12578	1.19943	1.55929	0.01476	0.06276		0.00749	0.02693	1.19943	0	0	0	0.01476	0	0.01982	0
Healthy	27.07227	0	0	0	0	0		2.20671	5.93273	0	5.5555	0	0	0	0	0	0.42725
Healthy	42.33509	0.64108	0	0	0.07871	0		7.68391	0.80139	0	0	0	0	0.07871	0.1571	0	0
Healthy	0.41639	2.20922	0	0	0	0		0.21353	31.34502	0	0.15957	0	0	0	0.00223	0.31421	0
Healthy	19.39074	0	0	0	2.77931	0		32.68979	0.32924	0	2.63386	0	0.08808	2.77931	0.44208	0.06744	0.06587
Healthy	10.96157	0	0	0	0	0		0	0	0	0.17882	0	4.43335	0	0	0	0
Healthy	14.48059	0.08118	2.25998	0	0	0		0.80972	5.58772	2.25998	0.51022	0.17103	0	0	0	0	0.01379
Healthy	42.0632	34.1359	0	0.14194	0	0.21058		0	0	0	0	0	1.94511	0	0.01384	0.00107	0
Healthy	53.53506	0.06349	5.97819	0	0.02791	0		14.70637	0.15842	5.97819	0	0	0	0.02791	0	0	0
Healthy	45.11053	0	7.40078	0.09113	0.00341	0		0.32685	0	7.40078	0.50544	0	0.08364	0.00341	0	0	0.06039
Healthy	36.26109	0	0	0	0	0		0.27472	2.66024	0	1.34619	0	0	0	0	0	0.2005
Healthy	11.94407	0.01798	0	0	0	0		22.80949	0.11711	0	1.73845	0	0.06428	0	0.31247	0.11478	0
Healthy	1.32182	16.8964	2.54266	0.21796	0	0		0.00716	0	2.54266	0	0	0	0	0	0	0
Healthy	40.6563	0	0.41575	0.01172	0	0		20.57717	0.27763	0.41575	0.7093	0	0.08993	0	0.04428	0.19568	0
Healthy	35.86956	0.15189	0	0	0	0.04216		34.86761	1.18423	0	0	0	0.50491	0	0.05116	0	0
Healthy	20.53686	0	0	0	0.09667	0		3.87886	5.76254	0	3.37801	0	0.97507	0.09667	0.01639	0.24577	0
Healthy	46.06736	0.32147	2.88085	0	0.01499	0		16.15265	1.06802	2.88085	3.01774	0.05175	0	0.01499	0.10246	0	0.01713
Healthy	5.13851	7.12808	0	3.86181	0	0.35808		0	3.73209	0	0.27709	0	0	0	0	0	0.05922
Healthy	20.88549	0.1197	0	0.05344	0.05457	0		2.41545	2.27913	0	1.48031	0.01332	0.10153	0.05457	0.00588	0.17996	0.00106
Healthy	40.16562	3.34255	0	0	0.00551	0.49208		0	0.19981	0	0	0.1007	0.19707	0.00551	0.03857	0	0
Healthy	34.06813	0	0	0.42182	0	0		13.23254	0.17888	0	1.08249	0	0.03597	0	0.38783	0.08351	0
Healthy	45.63097	0.14355	0	0.00317	0.12766	0		14.49528	0.60929	0	0	0.01265	0.33245	0.12766	0.09241	0.02239	0
Healthy	2.11984	0	0	0	0	0		0	3.5281	0	0	23.1476	2.47695	0	0	0	0
Healthy	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	28.70973	0	0	1.29591	0	0		2.58449	2.0723	0	4.74711	2.2348	0	0	0	0	0.22889
Healthy	34.70564	0.26276	2.59163	0.15605	0	0		30.21863	2.04145	2.59163	2.64713	0	0	0	0.03855	0	0
Healthy	54.31477	0.08539	4.31984	0	0.11188	0		8.40869	0.00353	4.31984	2.85085	0	0	0.11188	0.11194	0	0
Healthy	36.28102	0.89547	0	0	0.12462	0		0.19656	4.65516	0	8.07389	0	0.05744	0.12462	0.02823	0	0.17811
Healthy	3.52148	0	0	0	0	5.91716		0	1.24484	0	0	6.37433	3.16693	0	0	0	0
Healthy	23.2267	0	0	0	0	0		2.4199	6.62134	0	0.13825	0.17672	0	0	0	0	0
Healthy	8.29743	0	0	0.0912	0	0		27.69983	0.21589	0	0.80363	0	0.05281	0	0.54332	0.05768	0
Healthy	31.93653	0	0	0	0.08153	0		40.62055	0.12014	0	0	0	0.06081	0.08153	0.00456	0	0
Healthy	1.71192	0.05816	0	0.79374	0.00614	0		1.23038	6.14701	0	0.95902	17.9335	1.88037	0.00614	0	0.096	0
Healthy	9.13973	0	0	0	0	2.19539		0.70354	1.57552	0	0.10527	0.35644	0	0	0	0	0.00337
Healthy	57.27179	0.18506	10.2359	0	0.04539	0		1.76659	0.06342	10.2359	0.93218	0	0.2341	0.04539	0.03807	0.02329	0
Healthy	71.62978	0	1.78082	0	0.05339	0		3.01014	0.00233	1.78082	0	0	0	0.05339	0.03219	0.02177	0
Healthy	31.07209	2.89015	0.07772	0.11358	0.02122	0		0	8.81265	0.07772	0	1.55278	0.60156	0.02122	0.03549	0	0
Healthy	23.9819	1.65118	0	0.06494	0.23443	0		14.44009	0.76696	0	1.30712	0.06782	0.51592	0.23443	0.14487	0.02825	1.57863
Healthy	0	0.21039	0	0.08465	0.00469	0		0.64899	0	0	0	0	0	0.00469	0	0.01197	0
Healthy	55.63254	0	4.77503	0	0.12108	0		2.31569	0	4.77503	3.59929	0	0.04976	0.12108	0	0	0
Healthy	56.10866	0.56952	0	0.13559	1.60257	0		15.89682	0	0	2.14425	0	0.03478	1.60257	0	0	0.38759
Healthy	13.96085	0.26265	0	0	0	0		0.64282	4.22785	0	3.57931	0	0	0	0	0	0
Healthy	34.67326	0	0.97369	0	0	0		2.03309	3.42082	0.97369	0	0	0.11357	0	0	0	0
Healthy	15.18467	0.68164	11.1482	0	0	0		0.65386	22.06787	11.1482	0	0	3.93227	0	0.06883	0.00428	0
D003424	0.27851	2.1839	0	0.43091	0	0.22254		0	0	0	0	0	11.2891	0	0	0.00717	0
Healthy	58.43023	0	0	0	0.048	0		4.11483	0.44518	0	1.7125	0	0.09911	0.048	0.01429	0	0.03088
Healthy	70.0762	0.13819	0	0	3.70318	0.00373		0.00043	0.0419	0	0	0	0	3.70318	0	0.13782	0
Healthy	39.83802	0	0.64899	0	0	0		3.39233	1.46077	0.64899	0	0	0.72749	0	0	0.05707	0
Healthy	8.09842	0	1.76947	0	0	0		1.66159	25.3458	1.76947	0	0	0	0	0	0	0
Healthy	14.22919	0	0.043	0.48056	0.10424	0		0.07961	17.7746	0.043	0.40971	0	0	0.10424	0	0.05986	0
Healthy	34.46008	0	0	0	0	0		8.08774	0.67196	0	1.12093	0	0.10103	0	0.07263	0	0
Healthy	28.65026	0.18599	0	0.03522	1.99116	0.01324		0.0307	1.37441	0	0.35006	0	0	1.99116	0.00738	0.10848	0
Healthy	28.50666	0.02468	0	0	0.05237	0		18.16255	2.10389	0	11.4248	1.3897	0.74484	0.05237	0.04138	0	0
Healthy	23.50261	0.08293	0	0.03941	0.2531	0.00638		0.2078	5.02903	0	0	0	3.27875	0.2531	0	0.01837	0
Healthy	32.57086	0.2024	7.65865	0.03132	0.08291	0		16.11783	0.95273	7.65865	5.73074	0.95499	0	0.08291	0.35323	0	0.03325
Healthy	10.08932	0.51966	0	0	0	0		0	0.77399	0	0	1.61728	1.25973	0	0	0	0
Healthy	34.76398	0	0	0	0	0.93337		0.56157	3.51893	0	0.60253	0	0	0	0	0	0.48708
Healthy	37.64253	0.02214	0	0	0	0		3.27815	0	0	4.21419	0	1.63617	0	0.15329	0.08767	4.64083
Healthy	73.95765	0.29681	8.10322	1.09699	0.64559	0		0	0.27044	8.10322	0	0	0.18667	0.64559	0.00787	0	0
Healthy	8.54176	0	12.7834	0	0	0		0.90641	6.47389	12.7834	0	0	2.42663	0	0	0	0
Healthy	10.63498	0.11684	0.61383	0	0.62829	0		9.68227	5.31461	0.61383	1.91483	0	1.26372	0.62829	0.69413	0.09166	0.03961
Healthy	48.62868	0.01657	6.78965	0.00086	0.23901	0		3.51666	0.20723	6.78965	0	0.02102	0	0.23901	0	0.00205	0
Healthy	33.82741	0.17989	0	0	0.16183	0		15.46869	1.36725	0	0	0.22386	1.40941	0.16183	0.14138	0.41824	0
Healthy	61.78023	0.13909	0	0	0	1.39743		0.04388	1.13568	0	0.22399	0.0878	0.44937	0	0.0212	0	0
D003424	27.26988	0.37037	4.76164	0.16458	0.03779	0		0	0	4.76164	0	0	0.08719	0.03779	0	0	0
Healthy	35.99866	0.01013	0.00139	0.02779	0.0138	0		4.67666	6.69577	0.00139	1.07322	0	0.07986	0.0138	0.04873	0	0
Healthy	23.93443	0	5.64447	0.73136	0	0		0.99395	5.01446	5.64447	0	0	0.34892	0	0	0.09138	0
Healthy	18.81638	0	0	0	0.04635	0.9189		5.31864	0.05165	0	4.51685	1.87428	0.45688	0.04635	0.24328	0.05969	0.14599
Healthy	22.6204	0.0405	0	0.17956	0	0		18.8599	0.3502	0	3.55757	5.5018	0.45027	0	0.0293	0.12861	0
Healthy	34.27151	0.01778	0	1.00162	0.01742	0		9.48938	0.66056	0	0	0	0	0.01742	0	0	0
Healthy	52.51696	2.83683	0	0.18608	0.14989	0.08048		0	0	0	0	0	0	0.14989	0	0.00015	0
Healthy	52.1629	0.08528	0	0	0.09147	0		1.29089	0.01034	0	0	0	0.1557	0.09147	0.04218	0	0
D003424	74.15	0	0	0	0.29923	0		7.66291	0	0	0	0	0	0.29923	0	0	0.11454
Healthy	10.08535	0	0	0	0	0		2.89757	0	0	1.588	9.90092	3.07811	0	0	0.18137	0
Healthy	0.00043	0.00095	0	0.09928	0	0		0	0	0	0	0	0.00061	0	0	0	0
Healthy	61.00124	0	0	0	0	0.35525		0.21386	0.55376	0	0.04283	0.04649	0.10501	0	0.04003	0	0.02404
Healthy	82.87996	0	0.88788	0	0.04955	0		2.44293	0.03527	0.88788	0	0	0	0.04955	0	0	0
Healthy	30.05662	0	7.8661	0.11056	0.00501	0		2.97604	4.00083	7.8661	1.80916	0.10475	0.11058	0.00501	0.08237	0.02393	0
Healthy	47.74166	0.04719	0	0	0.0821	0.10355		14.20101	1.64929	0	1.93787	0.03287	0.61651	0.0821	1.39254	0	0
Healthy	1.54392	3.31039	0	0	0	0		0.02431	11.32926	0	0.05117	4.2977	3.14663	0	0	0.0303	0
Healthy	7.07781	13.2784	0	1.14281	0.01138	0.04997		0	0	0	0	0	0	0.01138	0	0	0
Healthy	7.93975	0	0	0	0	0		6.28093	11.0134	0	3.40687	13.9454	1.57943	0	0	0	0
Healthy	28.2839	0	3.74943	0	0	0		0.28107	0	3.74943	0	0.00137	0	0	0	0	0
Healthy	24.94881	0	0	0	0.02937	0		1.98911	0.00874	0	2.98424	0	0	0.02937	0.00559	0	0.10181
Healthy	35.04645	0	11.6699	0	0.08476	0		7.3369	0.72392	11.6699	0	0	0.84439	0.08476	0.12448	0.04457	0.07593
Healthy	27.51081	0.37948	0	0	0	0		4.45327	0	0	6.76741	0	3.10707	0	0.05311	0.03716	0.62256
Healthy	37.60874	0.47618	0	1.08428	0.09813	0.03952		11.64701	3.62361	0	0	0	0	0.09813	0.14253	0.06253	0.26887
Healthy	44.85875	0	1.78806	0	0.08554	0		8.70886	0.04447	1.78806	0.95643	0	0.05366	0.08554	0.11505	0.01197	0.00748
Healthy	39.71335	0	0.95402	0	0	0		1.71957	7.89139	0.95402	0.64752	0	1.76204	0	0	0.00556	0.03325
Healthy	48.99414	0	0	0	0.07589	0.10203		13.69403	1.67144	0	2.05437	0.00549	0.66852	0.07589	1.37421	0	0
Healthy	53.44746	0	4.52365	0.24791	0.12873	0		7.06737	0	4.52365	1.07345	0	0	0.12873	0.01917	0	0
Healthy	4.56859	0	2.19395	0	0	0		1.62831	15.6052	2.19395	0	0	0.04024	0	0	0	0
Healthy	52.96293	0.52319	0	0.14577	1.69674	0		17.64357	0	0	2.09844	0	0.06166	1.69674	0	0	0.33086
Healthy	37.19817	0.64983	0	0	0	0		7.55451	0.10298	0	2.84698	0	0.90717	0	0	0.13068	0.0714
Healthy	4.52976	0	25.6083	0	0.00285	0		6.89046	5.19077	25.6083	0.8985	0	0.84593	0.00285	0.12627	0.00699	0
Healthy	5.27412	7.80128	0	0.74905	0	0		0	0	0	0.00014	0	0.2906	0	0	0	0
Healthy	45.30762	0.13705	0	0	0.11766	0		14.5823	0.66666	0	0	0	0.36234	0.11766	0.0852	0.00625	0
Healthy	16.80043	3.8309	0	0	0	3.13997		2.62266	1.70176	0	0	0	3.1382	0	0	0	0
Healthy	3.26918	68.4318	0.00017	0.00317	0	0		0	0	0.00017	0	0	0	0	0	0	0
Healthy	73.5732	1.8811	0	0	1.0479	0		1.49648	0.18171	0	2.58183	0	0	1.0479	0.09083	0	0
Healthy	41.4627	0	0	0.56034	0.21853	0		9.47949	0.28569	0	0.66166	0.7039	0	0.21853	0.02636	0	0.13741
Healthy	11.87864	0	3.12547	0.02594	0.01087	0		3.57001	5.78198	3.12547	0.27531	1.12322	0.23605	0.01087	0.04644	0	0.05933
Healthy	51.22696	0.25496	8.18925	0.00309	0.04072	0		7.04608	0.25129	8.18925	5.11173	0	0.03229	0.04072	0.02395	0	0
Healthy	64.75126	0	0	0.24402	0.04539	0.02058		3.5341	0.0227	0	0.50421	0	0	0.04539	0.01986	0.01033	0
Healthy	54.32016	0.03274	4.17101	0	0.15132	0		8.27013	0	4.17101	2.94335	0	0	0.15132	0.1941	0	0
Healthy	5.81324	1.0772	0	0.02147	0.3731	0		2.69693	0.60794	0	3.39582	0.47405	1.33738	0.3731	0.21533	0.37317	0.08811
Healthy	14.70901	0.11866	0	0.99936	0.00215	0		0.18644	0	0	0	0	6.41227	0.00215	0.19335	0	0
Healthy	73.50812	1.59267	0	0	1.02303	0		1.44751	0.15751	0	2.51169	0	0	1.02303	0.10931	0	0
Healthy	67.27463	1.05383	10.0324	0.81558	0.00623	0		0	0	10.0324	0	0	0	0.00623	0	0	0
Healthy	4.99909	12.2714	0.02915	0	0	0		1.16789	2.71587	0.02915	2.32565	3.54756	7.6329	0	0.01852	0	0
Healthy	2.5197	0.13135	0	1.99799	0	0		0	0.01553	0	0	0	23.5467	0	0	0	0
D003424	45.47564	0	3.53922	0	0	0		4.61322	0	3.53922	4.45252	0	0	0	0	0	0
Healthy	91.68174	4.26379	0	0	0.05132	0		0	0	0	0	0	0	0.05132	0	0	0
Healthy	38.99796	0.01829	1.19992	0	0.25181	0		2.36687	0.16903	1.19992	0	0	0.03332	0.25181	0	0	0
Healthy	9.86428	0	4.22462	0	0	1.01374		1.14322	0.23316	4.22462	1.0206	0	1.89771	0	0	0	0
Healthy	43.32747	0	4.85572	0	0	0		28.03934	0.50656	4.85572	0	0	0.01359	0	0	0	0
Healthy	60.40012	0	0	0.00232	0.00146	0		2.17421	0.63254	0	0.53475	0	0.38059	0.00146	0.0251	0.05223	0
Healthy	0	0.92446	8.44491	0	0	0		0	16.2256	8.44491	0	4.13628	0.41958	0	0	0	0
Healthy	52.61661	0.11185	6.11977	0	0.00501	0		14.72553	0.13958	6.11977	0	0	0	0.00501	0	0	0
Healthy	72.95419	0	0	0.02344	0	0		0.83093	0.54676	0	0	0	0.0199	0	0	0.02571	0.11245
Healthy	36.75563	0	0.00073	0	0.08369	0		0.54017	0.57382	0.00073	0.18708	0.14722	0.14832	0.08369	0	0	0.0196
Healthy	27.31687	0	0	0	0	0		0.20283	0	0	0	0	0	0	0	0	0
Healthy	40.58301	0.3172	0.31679	0.00063	0.06472	0		6.21973	0.68935	0.31679	2.88306	0.40155	0.09132	0.06472	0.0866	0.00372	0.34676
Healthy	46.27288	0	0	0	0	18.4171		0	0	0	2.24332	0	0	0	0	0	0
Healthy	2.98891	0	0	0	0	4.18782		0	0.5917	0	0	28.5491	2.72864	0	0	0	0
Healthy	29.44962	6.83977	9.25559	0	0.06934	0		22.99887	0.62782	9.25559	5.07107	0	0.03996	0.06934	0.33995	0	0
Healthy	25.58304	0	0	0.26595	0	0		0.74088	0	0	0	0	0.00136	0	0	0	0
D003424	33.8864	0.50418	0.05063	2.17934	0.29728	0		0.21247	0.06381	0.05063	0	0	0.22442	0.29728	0	0	0
Healthy	24.3929	0	0	0.00126	0.20855	0		26.3655	0.28362	0	0	0	1.38786	0.20855	0.53861	0.01788	0
Healthy	32.08579	0.54718	0	0	0.48955	0.01054		0	6.55621	0	0	0	0	0.48955	0.09781	0.04754	0
Healthy	9.15209	10.6608	2.64705	0	0.07063	0.00576		1.25037	1.96702	2.64705	0	0	1.33108	0.07063	0.68468	0.18514	0
D003424	22.76285	2.50248	3.3221	0	0.02429	0		11.1786	2.87486	3.3221	2.90516	0	0.54192	0.02429	0.01841	0	0
Healthy	54.69783	0	6.27789	0	1.8349	0		11.20681	0.59937	6.27789	0	0	0	1.8349	0	0	0
