group	Bacteroidaceae	Enterobacteriaceae	Dialisteraceae	Veillonellaceae	Oscillospiraceae	Erysipelatoclostridiaceae		Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	56.0058	0	4.49182	0	3.02365	0		2.14257	0	4.49182	3.88601	0	0.04727	3.02365	0.01487	0	0
Healthy	10.68975	0.50787	0	0.15287	0.01574	0.00047		0.02788	3.01775	0	0.00067	0	1.41792	0.01574	0	9e-05	0
Healthy	81.67682	7.10518	0	0	0	0		0	0	0	0	0	0	0	0.00089	0	0
Healthy	67.74836	7.89286	0	0	0.08299	0		0	0	0	0	0	0	0.08299	0.03054	0	0
Healthy	57.71416	0.0312	0	0	0	0		2.18603	1.67594	0	0	0	0.20584	0	0	0	0
Healthy	67.70442	1.42355	9.99851	0.85442	0.00593	0		0	0	9.99851	0	0	0	0.00593	0	0	0
Healthy	10.76853	0	0	0	0	0		16.99391	0.33663	0	5.98436	0	0	0	0.73579	0	0
Healthy	29.4344	0	0	0	0.00251	0		0.13982	1.42801	0	0.33123	0	0	0.00251	0	0	0.46365
Healthy	22.2297	0	0	0	0	0		2.64371	0.53575	0	0	0	0.09729	0	0	0	0
Healthy	30.68217	2.02486	0	0	0.00453	0		0.25164	10.178	0	10.288	3.26275	0	0.00453	0	0	0
Healthy	15.97213	0	0	1.08433	0.16482	0		12.91453	0.61774	0	0	0	0	0.16482	0.0846	0	0
Healthy	37.13781	0.09578	2.06008	0.01465	0.14872	0.01513		7.25476	2.6996	2.06008	0	0	0	0.14872	0.16335	0.03481	0
Healthy	30.76513	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	25.12063	0	0	0	1.04713	0		16.18391	0.19042	0	3.48634	0	0.13627	1.04713	0.06034	0	0
Healthy	34.65504	0	0	0	0	0.85135		0	0.12822	0	0	0.6932	0	0	0	0	0
Healthy	21.94587	0.0023	0	0	0.12999	1.91267		6.48178	0.04939	0	2.20842	3.07251	0.80354	0.12999	0.30145	0.06949	0.01939
D003424	1.56592	0.59232	0	2.7501	0	0.02089		0.04727	0	0	0.17086	0	10.725	0	0.00185	0.09056	0
Healthy	33.08584	0.12705	0	0.06592	0.20062	0		6.87964	0.25555	0	2.01839	1.12264	1.64591	0.20062	0.17533	0.0413	0.23211
Healthy	63.05606	0.01534	0	0	0.01025	0		1.7444	4.06643	0	0.05248	0	0.01377	0.01025	0	0	0.09367
Healthy	84.97031	0.11158	7.60787	0.1828	0.02291	0		0	0	7.60787	0	0	0	0.02291	0	0	0
Healthy	17.78981	0	0	0	0	0		21.49196	2.25713	0	6.90493	0	0	0	0.8089	0.04592	0
Healthy	26.82706	0	0	1.89201	0	0		0.65522	2.1243	0	4.00689	5.4115	0	0	0	0	0.37504
Healthy	54.22586	0.06915	0	0	2.8452	0		17.29893	0.10175	0	2.02205	0	0.07106	2.8452	0.00321	0	0.34301
Healthy	11.19626	4.60107	0.21265	0.19438	0	0.01177		0.55341	4.8482	0.21265	0.15721	0	0.39321	0	0	0	0
Healthy	17.23348	0.11908	0	0	0.11243	0		20.68522	1.95553	0	6.38638	0.01636	0.03071	0.11243	0.86542	0.09883	0.03555
Healthy	22.90778	0	0.72017	0	0	0		2.84919	12.2217	0.72017	0	0	0	0	0	0	0
Healthy	42.72737	0	0	0	0	0		0.71029	1.54309	0	0.07475	0	0	0	0	0	0.00691
Healthy	45.65354	0	0	0	0.25354	0		4.98508	0.02935	0	5.12532	0	0.41511	0.25354	0	0.08687	0
Healthy	54.72418	0.03415	0	0	7.54205	0.53015		6.76597	1.00169	0	1.34646	0.01876	0.21482	7.54205	1.60839	0	0
Healthy	39.24436	0	0	0	0.47639	0		6.72163	0.7224	0	0	0	0	0.47639	0.20281	0	0
Healthy	40.2723	0	0	0	0	0.69436		1.02352	3.1502	0	0.71388	0	0	0	0	0	0.49776
Healthy	21.05243	0.73345	0	0.02796	0.03266	0.0474		8.99015	4.73085	0	0	0	0.53955	0.03266	0.01477	0.24038	0
D003424	58.68603	0	0	0	0.0058	0		4.44517	0	0	1.93987	0	0.06165	0.0058	0	0	0.21801
Healthy	56.91222	0	6.31994	0	0.04382	0		11.35779	0.56256	6.31994	0	0	0	0.04382	0	0	0
Healthy	21.08986	0	0	0.04633	0	8.15624		0.34616	0	0	2.4565	0.7668	0	0	0	0	0.2785
Healthy	28.88221	0	0	0.02023	0.01841	0.19304		2.78925	5.57114	0	5.38613	0	0	0.01841	0	0	0.17577
Healthy	38.36116	0	4.57048	0.64077	0	0		0.02312	0	4.57048	1.11287	0	0	0	0	0	0.02918
Healthy	50.5271	0	0	0	0	0		0.04863	0	0	0	0	0	0	0	0	0
Healthy	21.39286	0	0	0	0	6.58858		0.18302	0.05099	0	0.25465	0.04184	0	0	0	0	0
Healthy	16.40068	0	16.99	0	0.21902	0		1.5998	0	16.99	3.20643	3.56052	0.12327	0.21902	0	0	0
D003424	79.86601	11.6876	0	0	0	0		0.21031	0	0	0	0	0	0	0	0	0
Healthy	30.3036	0.00598	0	0	0.10944	0		1.84096	0.28175	0	5.46006	0	0.74275	0.10944	0.09161	0.07751	0
Healthy	36.14681	2.17703	0	0	0.17659	0		11.22962	0	0	3.11227	0	0	0.17659	0.09743	0	0
Healthy	77.56718	0.9048	0	0	0.19666	0		0.84389	0	0	2.35379	0	0	0.19666	0	0	0
Healthy	32.90295	0.156	7.71695	0.02233	0.07536	0		16.18189	0.97002	7.71695	5.85272	0.8839	0	0.07536	0.36138	0	0.00897
Healthy	51.31553	0.19592	7.84447	0	0.05435	0		6.94094	0.30773	7.84447	5.19431	0	0.02948	0.05435	0.01671	0	0
Healthy	19.13907	1.98827	0	0.17349	0.01001	0.0429		2.84752	11.16896	0	0.80337	0.75976	0.94806	0.01001	0.09105	0.00817	0.04637
Healthy	38.35343	0.8409	0.05245	0	0.74289	0		20.39377	0.63457	0.05245	2.89695	0	0.90038	0.74289	0.43019	0.00145	0.10559
Healthy	19.26456	0	3.62832	0.08001	1.15298	0		6.05552	0	3.62832	1.15689	0	1.07829	1.15298	0.00644	0.15706	0.03249
Healthy	52.50233	0	0.00949	0	0.05111	0		7.04556	0	0.00949	2.66404	0	0.23407	0.05111	0.0732	0.01432	0
Healthy	33.26745	0.0166	0	0.00837	0.09169	0		3.86897	7.44946	0	2.94572	0.00876	0.16107	0.09169	0.19552	0.00302	0.05687
Healthy	11.85231	0.14608	0	0.17171	0.00121	0		0.01523	0	0	0	0	0	0.00121	0	0	0
D003424	90.87252	0.6142	0.91706	0.52012	0.11302	0		0	0	0.91706	0	0	0	0.11302	0	0	0
Healthy	92.03484	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	52.12279	0	0	0	1.64271	0		7.02022	0	0	2.70266	0	0.18389	1.64271	0.04723	0.02569	0
Healthy	20.034	1.46894	0	0	0	0		3.04116	3.98593	0	0.74303	0.44406	1.24327	0	0.06927	0	0.23135
Healthy	34.73082	8.92773	0	0	0.46016	0.01202		4.83955	5.39746	0	2.50918	0	1.37624	0.46016	0.17716	0.02122	0.01907
Healthy	27.86605	2.36936	0	0	0	0		0.76475	8.10427	0	6.78955	3.50797	0	0	0	0	0
D003424	67.8006	2.56438	2.12159	0	0.19853	0		5.57623	0	2.12159	0	0	0	0.19853	0.00639	0	0
Healthy	27.829	0	0	0.47985	0	0		17.11448	0.19961	0	1.06261	0	0.09112	0	0.55499	0.1373	0
Healthy	52.43781	0	0	0	0	0		0.5278	0	0	1.92958	0	0	0	0	0	0
Healthy	45.3676	0.88981	0	0	0.00266	0		5.11698	2.13319	0	2.30518	6.98195	1.34746	0.00266	0.1109	0.0312	0
Healthy	12.32647	0.01881	0	0	0	0		22.95987	0.09053	0	1.69061	0	0.08697	0	0.30659	0.07801	0
Healthy	45.96626	3.03512	0	0	0.41677	0		0	0.07449	0	0	0	0	0.41677	0.03013	0	0
Healthy	7.86803	0.15672	0	0	0.01406	0		2.48109	5.08588	0	0.57151	0	1.44477	0.01406	0	1.38597	0.03794
Healthy	53.87228	0	0	0	1.41385	0		9.66916	0	0	0.83667	0	0.27812	1.41385	0.26175	0	0.01045
Healthy	25.85628	0	0	0.01151	0.09777	3.80833		1.19174	0.08805	0	0.38809	0.03734	0.05465	0.09777	0	0.00437	0
Healthy	23.02628	1.52966	0	0.27273	0.06058	0.08625		0	0	0	0	0	0	0.06058	0	0	0
Healthy	33.75821	0	0	0	0.04886	0		0.63337	0.23179	0	0.02258	0	2.6492	0.04886	0	0.44845	0
Healthy	15.35619	0.55057	3.05247	0	1.13876	0		21.1342	2.281	3.05247	2.0645	0	0.61158	1.13876	0.66167	0.01007	0.12418
Healthy	12.09889	20.3087	0	0.0364	0	0.80914		3.70226	0.02091	0	3.7618	0.76143	0.31888	0	0.04029	0	0
Healthy	18.30015	13.87331	0	0	0.10093	0		3.76839	0.12643	0	3.24925	0	0.46059	0.10093	0.00375	0.02677	0.06435
Healthy	0	0	0	0	0	4.71198		0	0	0	0	0	0	0	0	0	0
Healthy	4.76321	0	0.07785	0	0	0		1.64081	8.37613	0.07785	0	3.44522	2.36464	0	0	0	0
D003424	0	87.98315	0	0	0	0.11454		0	0	0	0	0	0	0	0	0	0
Healthy	54.43154	0.10908	0	0	2.877	0		17.20525	0.11133	0	2.0092	0	0.05245	2.877	0.00322	0	0.32155
D003424	12.10967	1.15265	0	0.00288	0.11573	0.02122		0.02034	0.05635	0	0.88549	0.01918	0.22224	0.11573	0.02111	0.00174	0
Healthy	40.88579	0	0.37059	0.00205	0.00212	0		20.6982	0.35052	0.37059	0.70717	0	0.1284	0.00212	0.0692	0.19879	0
Healthy	30.4721	1.9833	0	0	0	0		0.24765	10.2253	0	9.9919	3.34416	0	0	0	0	0
Healthy	61.11718	0.16116	0	0.04284	0.01411	0		1.53582	1.94662	0	0	0	0.03368	0.01411	0.21011	0.03523	0
Healthy	41.67934	0	0.12854	0	0	0		12.39533	0.62269	0.12854	0.75356	0	0.02815	0	0	0.06874	0
Healthy	16.94439	0.05114	0	0.0346	0.0376	0		5.94902	1.44948	0	0.52028	0.05084	0.26007	0.0376	0.54937	0.03848	0.06144
Healthy	66.47312	0.98729	10.2351	0.833	0	0		0	0	10.2351	0	0	0	0	0	0	0
D003424	85.08611	0	0	0	0	0.21025		0.17375	0	0	0.12658	0	0.00066	0	0	0	0
Healthy	40.49259	0.03126	0	0	0.01308	0		3.97852	0.19235	0	0.07145	0	0.03267	0.01308	0.03431	0	0
Healthy	41.67925	0	0.39579	0.00577	0.00197	0		19.57557	0.27677	0.39579	0.70772	0	0.09209	0.00197	0.08882	0.23348	0
D003424	7.12288	5.039	0	55.96363	0.70973	0		0	0	0	0	0	0	0.70973	0	0	0
Healthy	8.4834	0	12.5399	0	0	0		0.81495	6.49289	12.5399	0.17982	0	1.45176	0	0	0	0
D003424	48.39793	0.19554	0.01039	0.01245	0.09029	0.00084		0.06288	0	0.01039	1.46819	0	0.56108	0.09029	0.10738	0.00125	0.09369
Healthy	38.90364	0.237	0	0.01346	0.21673	0.09758		2.06286	0.00579	0	0.79459	0	0.5983	0.21673	0.00916	0	0
Healthy	24.40821	0	6.02966	0	0	0		0.75499	5.99244	6.02966	1.30847	0	0	0	0	0.03998	0
Healthy	29.28136	0	18.2612	0.0301	1.10934	0		5.00096	4.66624	18.2612	5.12334	0	0.67306	1.10934	0.10972	0.03216	0
Healthy	32.01003	0.13507	0.33089	0.03121	0.17209	0		14.32942	0.61751	0.33089	5.33067	0.16536	0.18891	0.17209	0.20299	0.03936	0.33014
Healthy	0.0822	2.40992	0	0.02441	0	0		0.00317	0	0	0	0	0.00225	0	0	0	0
Healthy	41.05775	0	4.76088	0	0	0		30.61773	0.42532	4.76088	0	0	0	0	0	0	0
Healthy	2.23822	0	0	0	0.12604	1.84622		3.78708	15.63505	0	0.43756	0	2.50489	0.12604	0.0038	0.60179	0
Healthy	14.89116	0	0.41633	0	0	0		0.54154	0	0.41633	0.54395	0	0.90387	0	0	0	0
Healthy	20.41957	0	0	0	0.83449	0		7.26438	5.0581	0	0.68267	2.01992	0.35908	0.83449	0.72918	0	0
Healthy	57.11395	0	4.20297	0	0.00831	0		1.98787	0	4.20297	3.74866	0	0	0.00831	0	0	0
Healthy	51.58313	0	1.71106	0	0	0		2.23905	0	1.71106	1.60108	0	0	0	0	0	0
Healthy	6.57617	0	0	0.00205	0.11167	0.1644		0.99057	0.17962	0	0.62752	0	0.38212	0.11167	0.0289	0.06624	0.46486
Healthy	38.10167	0	0	0	0.16254	0		20.05671	0	0	2.58565	0	0	0.16254	0.15338	0.13003	0.04952
Healthy	7.60433	1.78426	0	0	0	0.10907		8.46115	0.09724	0	0.08669	16.7399	4.22563	0	0	0	0
Healthy	3.02373	1.90617	0	0	0.0392	0		3.37247	1.09584	0	1.91707	0	8.95019	0.0392	0.00146	0.79538	0.02593
Healthy	66.70804	0.97562	10.2339	0.78824	0	0		0	0	10.2339	0	0	0	0	0	0	0
Healthy	10.75827	0	0	0	0	0		6.91234	3.48931	0	0	0	1.42719	0	0	1.84905	0
Healthy	48.85716	0	0	0	0.09316	0.13113		13.48257	1.57584	0	1.90457	0.02407	0.63418	0.09316	1.36753	0	0
Healthy	19.24462	0	0	0	0.39294	0		32.89246	0.36445	0	2.7028	0	0.05625	0.39294	0.36899	0.06487	0.07906
Healthy	37.03939	27.3174	0	0.00372	1.23657	0		0.03653	0	0	0	0	1.57438	1.23657	0.05003	0	0
Healthy	19.98819	4.93118	0	0	0.03772	0		7.1415	0	0	3.77426	0	0.01118	0.03772	0.15244	0	0.49845
Healthy	50.26002	0	0.52069	0	0	0		1.04057	1.68529	0.52069	0	0	0	0	0	0	0
Healthy	21.97351	0	0	0	0	0		2.68636	6.64375	0	0.15605	0.25109	0.15239	0	0	0	0
Healthy	34.80138	0.10979	0	0	0.01491	0.04409		34.88539	1.06318	0	0	0	0.42452	0.01491	0.07246	0	0
Healthy	53.65274	0	6.08421	0	0	0		2.23479	0.17793	6.08421	0.61854	2.18844	0	0	0	0	0
D003424	58.75044	0	0.04679	2.36467	0.00459	0.37129		1.3344	0.00294	0.04679	0	0	0.02453	0.00459	0	0	0
Healthy	2.20626	0	1.50834	0	0	0		0.77469	11.4639	1.50834	0	0	0	0	0	0	0
Healthy	51.40043	0.03568	0	0	0.12584	0		1.13156	0.00176	0	0	0	0.0857	0.12584	0.05484	0	0
Healthy	17.02072	0.20692	0	0	0.14386	0		20.70117	2.02806	0	6.52477	0	0.05288	0.14386	0.87272	0.08099	0.04056
Healthy	51.99393	0.03995	6.07351	0	0.01052	0		14.76072	0.18631	6.07351	0	0	0	0.01052	0	0.00451	0
Healthy	47.85778	0	0	0	2.66587	0.12443		14.15727	1.58777	0	1.95992	0.0028	0.66456	2.66587	1.48598	0	0
Healthy	23.39939	0	0	0.06672	0.28805	0.32413		3.63791	0.01368	0	0.06394	0	0.21433	0.28805	0	0	0
Healthy	56.91185	0	3.67147	0	0.02487	0		1.01701	0.108	3.67147	0.02724	0	0	0.02487	0	0	0
Healthy	47.91603	0	0	0.2243	0.14395	0		6.09829	6.4294	0	4.16831	0	0.25218	0.14395	0.01224	0.00223	0.01229
Healthy	30.18805	0.10641	6.9131	0	0.05857	0		10.65911	0.06543	6.9131	1.76449	0	0.79995	0.05857	0	0.0311	0.01888
Healthy	53.17325	0.13569	0	0	2.86663	0		17.60188	0.09621	0	2.14152	0	0.04671	2.86663	0	0	0.36831
Healthy	8.7767	0.08551	3.65632	0.04318	0.00106	1.18375		1.42138	2.94463	3.65632	0.23245	2.34279	0.686	0.00106	0	0	0
Healthy	52.71971	0	0	0	2.5057	0		7.26414	0	0	2.76699	0	0.22926	2.5057	0.07084	0.01044	0
Healthy	18.00246	0	8.45765	0.04684	0.0739	0		3.14732	0.10506	8.45765	0.77903	0	0.18512	0.0739	0	0.00618	0.02868
Healthy	8.67572	0	0.97825	0	0	0		1.01403	30.7573	0.97825	0	0	0	0	0	0	0
Healthy	68.49978	0.27551	0	0.09097	0.14401	0		1.55325	1.19413	0	0.35328	0	0.00969	0.14401	0.02381	0	0
Healthy	18.78979	0.01293	2.62863	0	0.04036	0.85429		2.81385	3.24875	2.62863	5.16143	0	0.05307	0.04036	0.00243	0.00245	0.21735
Healthy	14.35129	0.47393	0	0	0	0		5.21076	11.2245	0	1.09927	0.07771	0	0	0	1.06193	0
D003424	68.18546	0.08453	1.11473	0.08728	0.17835	0		3.86966	0.05449	1.11473	0.00601	0	0.11095	0.17835	0	0	0.07284
Healthy	29.71921	0	17.903	0.02922	1.10921	0		4.96707	4.51277	17.903	5.19583	0	0.67858	1.10921	0.07797	0.03586	0
Healthy	17.63693	0.03663	3.35406	0.04073	0.31055	0		5.03827	11.50143	3.35406	0.36637	0	0.66124	0.31055	0.07292	0.01108	0.05249
Healthy	41.1961	11.55	7.79359	0.87193	0	0		6.23936	0	7.79359	18.1909	0	0.1782	0	0.01618	0	0
Healthy	35.55853	0.02568	0.00439	0.10587	0.0177	0		3.25921	8.98381	0.00439	1.56932	0	0.06596	0.0177	0.02096	0	0.02385
Healthy	58.42362	0.19079	0	0	0.00221	0		2.42519	6.04433	0	0	0	0.25373	0.00221	0	0	0
Healthy	27.57107	0	0	0	0	0		0.03344	0.80257	0	0.20033	0.36118	0	0	0	0	0.021
Healthy	28.13455	0.05235	9.55173	0.03075	0.09522	0.0357		4.40415	0.11561	9.55173	0	0	0.00305	0.09522	0.07745	0.01433	0.05057
Healthy	32.60887	0	0	0.00712	0	0		9.707	0.07585	0	1.90185	0	0	0	0.4901	0.05657	0.20713
Healthy	23.6437	0	0.32215	0	0	0		1.34793	0	0.32215	0.70227	0.29465	0	0	0	0	0
Healthy	24.85611313	0.240091	0.191358411	0.069169024	4.12170423	0.07631457		1.633476022	0.110613334	0.191358411	0.0715985	0.021293778	0.544634723	4.12170423	0.481468246	0.163490541	0
Healthy	15.90047	0.50045	0	0.34337	0	0.93873		0	0.22081	0	0	3.19148	0.01494	0	0	0	0
Healthy	37.74977	0.31242	0	0.00043	0.17901	0		9.34215	7.74456	0	0.27797	0.47427	1.64001	0.17901	0.00985	0.4855	0.08908
Healthy	75.49119	0	1.78037	0.08514	0.07007	0		2.18951	0.40813	1.78037	0	0	0	0.07007	0	0	0
Healthy	14.84707	0.88478	11.0033	0	0.00359	0		0.69771	22.3016	11.0033	0	0	4.11043	0.00359	0.05605	0.00211	0
Healthy	0.01973	0.82215	0	6.58622	0.13865	1.53145		0	0	0	0	0	0	0.13865	0	0	0
Healthy	60.16311	0	0	0	0	0.34694		0.14885	0.57507	0	0.06255	0.04012	0.11066	0	0.02106	0	0.03249
Healthy	15.51997	0	0	0	0.41987	0		30.30863	2.25546	0	0.78442	0.0381	0.43123	0.41987	0.0278	0.01181	0.22081
Healthy	32.33143	0.07495	0	0	0.01252	0		20.50592	2.15552	0	3.92357	0.20911	0.16749	0.01252	0.88507	0.02474	0
Healthy	16.00626	0	0	0	0	0		0	0	0	2.64856	0	0	0	0	0	0
Healthy	21.44844	0.05708	0	0.03873	0.01488	0		5.44505	0.00377	0	1.00049	3.13385	1.21276	0.01488	0.08071	0.08261	1.08149
Healthy	47.15366	0	8.67162	0.01323	0.03377	0		3.48919	0.08544	8.67162	0	0	0.41045	0.03377	0.06544	0.02329	0.10227
Healthy	2.03876	1.54445	0.00563	1.60124	0.17447	0.10638		0	0.00119	0.00563	0	0	0	0.17447	0	0	0
Healthy	54.40942	0.05107	4.20566	0	0.11844	0		8.72877	0	4.20566	2.85437	0	0	0.11844	0.13173	0	0
Healthy	49.97644	0.06978	0	0	0.01121	0		0.01857	3.41098	0	0	0	1.04688	0.01121	0	0.14147	0
Healthy	55.72334	0.69087	0	0	0.06364	0.36643		6.10697	0.0494	0	0	0	0	0.06364	0	0	0
Healthy	37.62976	0.70877	0.04749	0	0.69878	0		19.97132	0.75686	0.04749	2.80647	0	0.92725	0.69878	0.4246	0.01732	0.11229
Healthy	0.04102	8.81381	0.00359	0.3305	0	0		0.00458	0.00153	0.00359	0	0	2.35296	0	0	0	0
Healthy	22.17472	0	0	0	0	1.95557		0	3.63344	0	0	0.09168	0.11277	0	0	0	0
Healthy	12.1148	0	2.43337	0	0	0		14.26517	0	2.43337	0.28849	0	2.05149	0	0	0	0
Healthy	23.74633	0	0.00886	0	0.33343	0		2.92576	0.05463	0.00886	0.43508	0	3.19898	0.33343	0.05764	0.00704	0
Healthy	16.00964	0.03815	0	0.01377	0	0		1.06039	6.5143	0	1.24423	1.12012	0.11558	0	0	0.05437	0
Healthy	19.67956	0	0	0.02977	0	0		3.78579	4.73218	0	6.90105	0	0	0	0	0	0
Healthy	9.54171	2.63952	0	0.48284	0	0		0	0.00365	0	0.00037	0	1.78512	0	0	0	0
Healthy	46.56935	0.07583	2.80864	0	0.03254	0		16.18245	0.96064	2.80864	3.34583	0.036	0	0.03254	0.0465	0	0.01218
Healthy	9.69585	0.018	10.0575	0.02019	0.00855	0		0.67456	7.41705	10.0575	0.28169	0	1.13196	0.00855	0.03484	0.04231	0
Healthy	29.39656	0	0	0	0.27858	0		1.01409	0	0	0	0	0	0.27858	0	0	0
Healthy	41.7788	0	0.247	0	0.00955	0		15.3521	0.60843	0.247	0.69353	0	0.1082	0.00955	0.0213	0.15859	0
Healthy	34.9146	0.33685	2.48911	0.1195	0	0		29.53964	1.94268	2.48911	2.43301	0	0	0	0.05351	0	0
Healthy	1.9673	16.70287	0	0	0	0		0	0.66655	0	0.2466	0	0	0	0	0.71499	0
Healthy	50.04203	1.24196	9.12279	0	0.37975	0		2.49547	0.60273	9.12279	0	0	0.66482	0.37975	0.13841	0.01173	0
Healthy	83.32307	0.14246	0	0	0.05652	0		1.52051	0	0	2.06313	0	0	0.05652	0	0	0
Healthy	9.67533	0	2.33821	0	0.68932	0		6.5367	0	2.33821	0.48292	0	1.90868	0.68932	0	0.80443	0
Healthy	21.12029	0.15843	5.01282	0.30796	0.03865	0		2.13441	5.10144	5.01282	0	0	0.39262	0.03865	0.08117	0.03821	0.20783
Healthy	15.57576	0	8.20971	0	1.25533	0		0.11116	1.22511	8.20971	0	0	0.87986	1.25533	0	0.07689	0
Healthy	40.76869	0	7.5885	0	0.44109	0		6.23155	0.26559	7.5885	0	0	0.46236	0.44109	0.14154	0.02401	0.07272
Healthy	49.134	0	1.70615	0	0	0		7.93715	0	1.70615	2.68541	0	0	0	0	0.10603	0
Healthy	19.72082	0	0	0	0.02935	1.3293		0.18399	18.26265	0	0	0	0	0.02935	0	0	0
Healthy	47.5506	0	0	0	0.07674	0.11244		13.95274	1.64346	0	1.87395	0.03933	0.57896	0.07674	1.33413	0	0
Healthy	37.6461	0.50793	0.0453	0	3.54662	0		19.62631	0.75957	0.0453	2.86128	0	0.89556	3.54662	0.45984	0	0.10048
Healthy	35.75553	0.03542	0	0.01519	0.02109	0		10.75978	0.12782	0	3.58727	0	0	0.02109	0.15869	0.07487	0.13538
Healthy	29.25182	0	0	0	0.27563	0		1.04682	0	0	0	0	0	0.27563	0	0	0
Healthy	53.33093	0.64668	0	0.13915	1.80943	0		17.69719	0	0	2.04486	0	0.04906	1.80943	0	0	0.34502
Healthy	10.61379	0.09865	0.61061	0	0.60064	0		10.10216	5.18873	0.61061	1.96162	0	1.25652	0.60064	0.6196	0.08768	0.0637
Healthy	36.20621	0	0	0	0.15849	0		20.5442	0	0	2.36375	0	0	0.15849	0.07226	0.10193	0.05576
Healthy	73.84073	0.29749	8.2752	1.09941	0.57762	0		0	0.28037	8.2752	0	0	0.19312	0.57762	0.01409	0	0
Healthy	53.32014	0	5.95455	0	0.02727	0		14.58727	0.1657	5.95455	0	0	0	0.02727	0	0	0
Healthy	10.38822	0.04837	0	0.07798	0.11873	0		17.18851	0.87825	0	0	0	0.00339	0.11873	0.04295	0	0
Healthy	19.73713	0.25993	0	0.00488	0.0456	0		5.15166	0.31878	0	2.20725	0.04757	0.67321	0.0456	0.31628	0.01267	0
Healthy	56.50652	0.08763	0	0	1.51509	0		16.77782	1.40088	0	0.72715	0	0	1.51509	0.09152	0	0.06342
Healthy	53.0574	2.68474	0	0.11087	0.00513	0		0.60498	0.58038	0	0.06041	0.00278	0.51558	0.00513	0.0458	0.00383	0
Healthy	20.48836	0.17827	0	0.04123	0.29225	0		2.17953	2.23626	0	1.42303	0.03	0.13939	0.29225	0.01623	0.16015	0.02295
Healthy	36.50362	0	7.40887	0	0.04951	0		4.33436	0.12483	7.40887	0	0	0.15016	0.04951	0.09591	0.02759	0.02432
Healthy	88.63672	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	26.99527	0.1881	2.38405	0.03595	0.02851	0		6.28777	1.70656	2.38405	1.38548	0	0.93564	0.02851	0.02547	0.10766	0.01017
Healthy	19.14967	0	0	0	0.4456	0		11.27541	2.56418	0	5.47438	5.37796	1.39592	0.4456	0	0.04817	0
Healthy	30.83462	3.75353	0	0	1.14975	0		12.99378	3.30504	0	0.80824	0	0	1.14975	0.29956	0	0.35869
Healthy	15.00059	0.34895	0	0	0.0128	0		1.30965	34.14756	0	0	0	0	0.0128	0	0	0.02704
Healthy	0.03674	0.40585	0	0.36427	0	0		0	0	0	0	0	0.26862	0	0	0	0
Healthy	11.62392	0	0	0	0	0		0	5.68306	0	0	19.4665	1.90068	0	0	0	0
Healthy	0.69868	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	24.62133	0.60641	0.00074	0.00243	0.06424	0.37726		5.90809	7.73954	0.00074	3.52869	0.23322	0.27924	0.06424	0.31465	0.01262	0
Healthy	0.44732	2.42028	0	0	0	0		0.21102	31.39008	0	0.1826	0	0	0	0	0.34773	0
D003424	26.61421	0.00564	8.81052	0	0.64933	0.03665		9.74633	5.85414	8.81052	5.92919	0	0.44641	0.64933	0.05153	0.09732	0
Healthy	45.9925	0.24139	8.15437	0.15836	0.04839	0		0	0	8.15437	0	0	0	0.04839	0	0	0
Healthy	4.08543	0	0	0	0	0.96599		0	1.07475	0	0	48.68016	4.9657	0	0	0	0
Healthy	26.11241	0.01548	2.25556	0.20092	0.515	0		6.99962	5.80237	2.25556	4.08288	0.58074	0.35751	0.515	0.0038	0.00326	0.02849
Healthy	6.04552	0.15902	0	0	0	0		14.89926	5.48944	0	0	0	0	0	0	0	0.08932
Healthy	20.54689	0.31684	0	0.02286	1.69144	2.038		1.48902	0.23047	0	1.42804	0.9813	0.16409	1.69144	0	0	0.05081
Healthy	31.57459	0.00631	7.5104	0.00124	0.09952	0		7.12943	0.04569	7.5104	0	0	0.3311	0.09952	0.19688	0.05004	0.23557
Healthy	0.04759	45.5882	0	1.11315	0	0		0	0	0	0	0	0	0	0	0.15165	0
Healthy	9.94247	0	0	0	0	0		2.65244	9.45837	0	2.65385	0.86947	0.13434	0	0	0	0
Healthy	70.6458	0	0	0	0	4.47807		0	0	0	1.76646	0	0	0	0	0	0
Healthy	76.37431	4.10033	0	0.09863	0	3.11206		0	0	0	0	0	0	0	0	0	0
Healthy	71.14151	0	1.7568	0	0.04376	0		2.74229	0.00686	1.7568	0	0	0	0.04376	0.02994	0.01038	0
Healthy	10.74786	8.82978	0.00793	0	0.00573	0		1.857	2.21193	0.00793	2.91822	6.75288	0.02378	0.00573	0.10024	0	0.18962
Healthy	47.29753	0.06046	0	0	0.03827	0		13.49076	0.55347	0	0	0.00725	0.24089	0.03827	0.04715	0	0
Healthy	30.88068	0	0	0.46037	0	0		14.70369	0.1815	0	1.1582	0	0	0	0.40396	0.10895	0
Healthy	38.13175	0.06609	0	0	0.00684	0.06327		35.61938	1.11302	0	0	0	0.51608	0.00684	0.06883	0	0
