group	Oscillospirales	Enterobacterales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Desulfovibrionales	
Healthy	7.01832	0	0	0		69.54234	0	0	2.99685	0.00825	1.21704	
Healthy	0.76115	0.09139	0	0		28.72289	0.38925	0	0.03267	0.21268	0	
Healthy	25.86302	0.46398	0.04189	0.52529		18.12975	5.94996	1.23974	0.19099	4.87042	0	
Healthy	4.88859	1.26174	0	0.006		36.17394	1.41066	30.6252	0.02206	0	0	
Healthy	0.10838	1.15581	0	0		65.70584	11.06571	0	0	0	0	
Healthy	6.09594	0	0	0		45.01472	0	0.57529	0.37923	3.47638	0	
Healthy	14.55616	0.05193	0	0		7.75441	0.21678	0	0	0	0	
Healthy	4.1359	0	0	0		63.99492	0	0	3.06927	0	0.55837	
Healthy	8.83526	26.87573	6.4544	0.20169		25.16801	0.01516	0.00032	0	0	0.0392	
Healthy	6.92657	0	0	0		70.46586	0	0	3.02483	0.01845	1.4564	
Healthy	8.79112	0.99829	0	1.67647		15.74434	3.35419	0	0.08042	0	0	
Healthy	3.83581	0	0	0		75.927	0	3.84496	0.7445	0	0.0151	
Healthy	0.00412	5.85638	0.9162	0		0.01052	2.67796	0	0	0	0	
Healthy	9.83849	0.76155	0.33242	0.1088		27.96087	0.13564	0.79342	0.06486	0	0	
Healthy	4.70989	0	0	0		66.09812	0	10.3809	0.11834	0	0.33033	
Healthy	20.96904	2.10237	0	0.07247		25.51014	0.2242	0	0.20459	0.79834	0.07805	
Healthy	1.98861	0.21767	0	0		42.76044	0	0.1126	1.06858	0	0	
Healthy	47.80958	0	0	0		18.16758	0	0	0	0	0	
Healthy	1.5275	0	0	0		69.40911	0.80969	3.13991	0.04987	0	0	
Healthy	7.39862	3.13477	0	0		36.09966	0	6.58545	0.33156	0	0.07362	
Healthy	1.05404	0	0	0		71.1126	0.018	0.70914	0.80756	0	0	
D001172	3.89	0.29398	0.15827	0.02911		48.57414	0.03947	0.03007	0.00205	0	0.10404	
Healthy	0.09906	15.641	0.66931	0		20.00069	0.40077	0	0	0	0	
Healthy	7.98813	0.09832	0	0		78.57875	0	0	0.0657	0	0.0016	
Healthy	11.16218	0	0	0		49.82563	0	0	2.53961	0.0691	0.01993	
Healthy	4.49598	0	0	0		64.93079	0	0	1.07337	0	0.40904	
Healthy	6.84934	9.39904	4.54617	0.0581		39.03604	0.22665	0.3477	0.21451	0.07517	0.18958	
Healthy	1.32719	0.38656	0	0		88.7654	3.58941	0	0.11966	0	0.00253	
Healthy	0.49666	2.90482	0	0		79.91048	0	0	0.07877	0	0.0383	
Healthy	6.98856	0.13452	0	0		64.14272	0.38466	0	1.39314	0.17643	0.13826	
Healthy	8.76396	5.3394	0.05478	0.00271		38.36526	2.03817	1.4567	0.03034	3.08044	0.35495	
Healthy	5.16358	0	0	0		72.02697	0.08131	0	7.93719	0	0	
Healthy	3.69428	0.00402	0	0		80.84169	0	3.57301	0.70225	0	0.02838	
Healthy	6.67228	0.00781	0.00368	0.08429		25.1195	0.01218	0.69873	0.88008	0	0.37016	
Healthy	7.89272	0	0	0.46797		54.63981	7.34693	0	0.07799	0	0	
Healthy	0	33.1783	0	0		10.18654	0	0	0.18778	0	0.01308	
Healthy	1.67288	0	0	0.08412		55.82578	0	0.01236	0.08336	1.90301	0	
Healthy	1.40121	0	0	0		74.51959	0.07584	0.18063	0.00387	0.08662	0.01052	
Healthy	18.48604	1.88746	0	0		27.29133	0	1.26245	1.38138	0.42914	0.05407	
Healthy	3.19307	0	0	0		78.2146	0	0	0	0	0	
Healthy	1.97787	1.57665	0.00612	0.01349		87.04731	0.43081	0.01119	0.01037	0	0.09024	
Healthy	7.34323	1.46273	0	0.00613		64.69453	0	0	0.56976	0	0.03475	
Healthy	18.73931	0.51895	0	0		25.91966	0	0.91213	1.5059	0.69324	0	
Healthy	0.43168	2.74832	0	0		79.61067	0	0	0.06262	0	0.04609	
Healthy	0.08254	13.47374	0	0.16795		27.00068	2.6056	0	0	0	0	
Healthy	16.94952	0.0036	0	0		37.12973	0	11.2789	4.97084	2.63237	0.02769	
Healthy	5.6291	0.3539	0	0.04315		46.96026	6.72967	0.6796	0	0.18105	0	
Healthy	3.04294	15.42036	0.83206	0		1.81896	0	0	0	0	0	
Healthy	14.4008	0.11904	0	0.00045		39.43204	0.028	0	0.70432	0	0	
Healthy	6.02774	0.24621	0	0.03226		33.30529	0.01651	0	1.2693	0	0	
Healthy	5.24253	0	0	0		69.58044	0	0	0.0624	0.02876	1.64987	
Healthy	18.79763	0.03109	0	0.14691		40.03673	2.8501	1.93009	1.65864	0	0	
Healthy	7.23836	0.08729	0	0.00915		30.67102	1.7078	0	0.20787	0	0.12396	
Healthy	27.50053	0.50497	0	0		20.07762	0	2.14355	0	1.10419	0	
Healthy	8.42329	0.04198	0	0		77.68829	0	0	0.07281	0	0.00154	
Healthy	6.99875	0.70262	0	0		82.81448	0.14985	0	0.23091	0	0	
Healthy	0	24.8353	0.06101	0		15.43674	7.08914	0	0	0	0	
Healthy	12.04644	0.33823	0	0.0052		22.24715	9.16478	0.00565	0.06515	0	0.00228	
Healthy	9.50857	0.50306	0	1.85425		67.57796	0	1.25337	0.24992	0.15968	0.00643	
Healthy	11.4962	0.44107	0	0.03518		57.57644	0.01111	0	0.05655	0	0.03148	
Healthy	1.48638	0	0	0		78.92345	3.08086	0	0.23086	0	0	
Healthy	22.7782	0.02862	0	0		20.02427	0	0	5.35197	0	0.04423	
Healthy	7.56259	0.03656	0.30313	0		61.68826	0.0072	0.6598	0.05142	0	0	
Healthy	5.81261	0.13218	0	0		56.32307	0.00213	0	0.0078	0.1953	0.11107	
Healthy	8.3417	0.50344	0	0		62.5651	0.12021	0	0.10212	0	0	
Healthy	10.16045	0.29244	0	0.33346		54.50758	0.0216	0	0.0461	0	0	
Healthy	2.07704	0	0	0		43.3074	0	0	0.11856	0	0.03259	
Healthy	0.81974	2.24934	0	0		72.56282	0	0	0.38935	0	0.05179	
Healthy	0	0	0	0		90.445	6.44336	0	0	0	0	
Healthy	7.37883	0.54371	0	0		45.99729	3.10949	0.15608	0.00439	0	0.64154	
Healthy	7.83319	0	0	0		22.69552	0.31288	0	0	0	0	
Healthy	21.16104	0.95059	0	0.62159		19.20653	0.06109	0	0	1.04804	0	
Healthy	3.88874	0.06129	0	0		61.23649	0.00798	0	5.13042	0	0.14748	
Healthy	5.09798	6.07823	0	0		29.55664	0	20.4633	0.01825	0.52052	0.66615	
Healthy	13.4688	0	0	0		53.25361	0	0	0	9.59731	0	
Healthy	28.17163	0	0	0		39.25094	18.3647	0	0	0	0	
Healthy	3.86782	0.08635	0	0		61.52382	0	0	5.22325	0	0.14814	
Healthy	1.34313	6.53906	0	0		61.23341	9.44246	0.79293	1.43392	0	0.33399	
Healthy	0.00344	11.4312	0	0		66.71114	8.69167	0	0.15152	0	0.01268	
Healthy	6.44804	0.80726	0	0		60.29015	0.15883	5.96611	2.31024	0	0	
Healthy	12.5659	0.12543	0	0.03411		45.16251	0.00257	1.22439	0.5499	0	0.31666	
Healthy	2.58247	0	0	0		60.90446	0.23887	0.05654	2.72043	0	0	
Healthy	8.48096	0.12381	0.00458	0.3751		38.84305	4.45827	0.72343	1.06786	0	0.04387	
Healthy	0.00369	3.05793	0	0		38.99953	0.56786	0	0	0	0	
Healthy	0.02448	11.7311	0	0		65.83018	8.60768	0	0.20383	0	0.0451	
Healthy	12.68145	0	0	0		34.12652	0	0	0	0	1.05946	
Healthy	0	44.4709	9.30956	0.01293		34.44254	0	0	0	0	0	
Healthy	47.1683	0	0	0		16.03709	0	0	0.18887	0	0	
Healthy	2.57117	15.78313	1.40058	0.09753		4.01644	0.00668	0	0.02161	0	0.00259	
Healthy	0.86856	0	0	0		72.96854	10.1396	0	0	0	0	
D001172	16.67278	2.87722	1.7645	0.04678		49.52981	1.68085	0	0.0235	0	0.01314	
Healthy	12.35534	12.0614	0.14463	0		22.07556	0.05879	1.0315	0	3.86897	0.28891	
Healthy	3.83131	0.10077	0	0		63.08919	0.00816	0	5.04198	0	0.20481	
Healthy	3.58157	1.79721	0	0		86.49669	0	0	0.06696	0	0.10238	
Healthy	3.51394	0	0	0		81.14162	0	3.38056	0.65084	0	0	
Healthy	10.7516	0	0	0.20544		62.46336	0.21553	0.69377	0.00362	0	0.01272	
Healthy	6.64564	0.03177	0	0		50.72942	0	12.3504	0.11739	0	0.97352	
Healthy	6.78337	5.34661	0	0		65.12554	0	5.12023	5.95538	0.54418	0.06167	
Healthy	5.96767	0.50252	0	0		45.519	3.0011	0.14545	0.00293	0	0.65801	
Healthy	2.04788	0.16732	0	0		38.42566	9.7945	0	0.00066	0	0.06499	
Healthy	9.18286	0	0	0.10745		40.93628	0.00998	0	0	0	0	
Healthy	9.26634	0	0	0		57.43447	0	1.67518	6.45037	0.24888	0.05635	
Healthy	5.84912	0	0	0		25.9085	0	0	0	0	0	
Healthy	5.35429	0.16819	0	0		60.72875	7.60652	0.87803	0.14799	0.94585	0.37818	
Healthy	23.55181	0	0	0		24.97887	0	0.86696	0	1.41679	0	
Healthy	18.71534	0	0	0.14257		39.65412	8.39761	0	0.86213	0	0.24869	
Healthy	10.0853	0.88681	0	0		45.05654	0	0.54241	0	2.97451	0	
Healthy	0.04525	14.06899	0.07462	0.17063		0.71756	0.04811	0	0.00698	0	0	
Healthy	10.10361	0	0	0		57.8648	0	0	0.12314	0.0738	0.07513	
Healthy	0.08715	0.77609	0	0		68.11255	10.51246	0	0	0	0	
Healthy	21.02093	0.01246	0	0		51.31828	0.00199	0.00032	0.22029	0	0.24608	
Healthy	21.96923	1.61522	0.02371	0.00043		50.39368	2.27627	0.07023	0.35574	0	0.0028	
Healthy	1.14998	0	0	0		1.76456	0	0	0	0	0	
Healthy	6.8957	0.10583	0	0.04292		53.77834	7.81757	0	0.13711	0	0.08538	
Healthy	1.57113	0.16982	0	0.02033		89.98095	1.18713	0	0.02916	0	0.00504	
Healthy	12.52335	0	0	0		33.7514	0	0	0	0	0.91704	
Healthy	8.49703	0	0	0		61.18119	0	0	0.03347	0	0	
Healthy	5.22557	0.06409	0	0		68.96628	4.33794	0	0.20805	0	0.15746	
Healthy	11.23854	0.32653	0	0.0005		26.18248	0.00441	1.83282	1.81278	0	0	
Healthy	6.33297	0.7776	0	0		60.2623	0.08596	5.82674	2.33934	0	0	
Healthy	10.31938	0.05902	0	1.1119		37.14462	0.10264	1.4189	0.00888	4.86383	0.00017	
Healthy	5.14735	0.96041	0	0.02075		60.18214	0	0	1.44712	0	0	
Healthy	14.76306	0	0	0		11.533	0	0	0	0.64383	0	
Healthy	27.77431	0.32129	0	0.15627		42.72847	0.03605	0	0.06726	0	0	
Healthy	3.68394	0	0	0		74.81172	0	0	0.10798	0	0.01841	
Healthy	6.11185	10.2792	0	0		13.58487	2.79994	43.4724	0.30043	0	0.71462	
Healthy	7.45588	0.10061	0.00483	0.0079		71.38515	0.02171	0.03469	2.817	0	0.01487	
Healthy	9.95011	0.22162	0	0		28.00834	0.12942	0	0	0	0	
Healthy	17.82206	0.33885	0.00523	0		44.18307	0.05867	0	0.32375	0	0.00464	
Healthy	16.49329	0.1535	0	0		33.10014	0.00416	0.63493	0.63109	0.68638	0.08871	
Healthy	2.61183	0.96743	0	0		67.68915	0.0579	0.00222	0.02144	0	0.48144	
Healthy	10.2111	0.25953	0	0		28.73117	0.20975	0	0.01236	0	0.00456	
Healthy	16.81772	1.90269	0	0.03477		12.17958	0.00273	1.27653	0	1.64981	0	
Healthy	3.04252	0.11296	0	0		50.49195	7.18892	0.0577	0	0	0.00879	
Healthy	3.20977	0.86706	0.3415	0		17.05268	0.00142	0	0	0	0	
Healthy	7.01709	0.60552	0	0.01532		85.82224	0.35834	0.03989	0.04169	0	0	
Healthy	20.03581	0.11169	0	0		33.90315	0.04909	0	0.36764	0	0.00376	
Healthy	4.65883	0	0	0.06537		70.51977	0	0.04755	0.83322	0	0.0186	
Healthy	4.67623	0	0	0		42.6371	0.26578	0	0	0	0	
Healthy	14.65647	3.42126	0	0.36318		0.72957	10.90757	0	0.40504	0	0	
Healthy	7.0744	0.25818	0	0		64.51356	0.34542	0	1.43298	0.18142	0.18878	
Healthy	7.23906	8.16123	0.17265	0.00336		9.13805	0	0	0.01639	8.75407	0.04905	
Healthy	9.20068	0	0	0.0115		62.9367	12.7095	0.89222	2.23462	0	0	
Healthy	2.84876	0.03779	0	0.09801		33.13465	0.21227	0.00828	0	0.65232	0	
Healthy	0	10.9231	0	0		66.0232	8.41592	0	0.17577	0	0.0378	
Healthy	4.2752	4.06115	0.16498	0		43.91144	0	0	0	0	0	
Healthy	5.11895	0.06093	0	0		69.10783	0	0	0.02525	0.01411	1.42888	
Healthy	5.36435	1.64715	0	0.03777		22.25656	0	10.2982	0.25774	0.58046	0.1026	
Healthy	6.11002	2.06382	0	0		45.02526	0.90955	0.01991	5.86381	0	0	
Healthy	4.37842	0.09361	0	0		70.51941	2.69371	0.12672	0.30472	0.06083	0.08094	
Healthy	34.91888	0.40844	0	2.2151		13.31218	0.09326	0	0	3.28183	0.02758	
Healthy	14.48331	0.43889	1.88513	0.17555		66.04936	0.00184	0	0.62079	0	0.0141	
Healthy	5.06903	0	0	0		67.98188	4.82061	0	6.01844	0	0	
Healthy	25.47585	0	0	0		0.82862	0	23.5237	0.00135	0	0	
Healthy	0	65.90596	0	0		3.41982	0.1824	0	0	0	0	
Healthy	5.65747	0.21949	0	0		55.93334	0	0	0.08297	0.20356	0.08565	
Healthy	20.4524	0	0	0		44.31726	0	0	5.7491	0	0	
Healthy	11.28861	0.07027	0	0		52.79777	0	1.50496	6.06536	0.70616	0.02998	
Healthy	10.60798	0.102	0	0		50.09099	0.12044	0.03792	1.54425	0.07783	0	
Healthy	6.89878	0.11747	0	0		32.01276	0	1.26451	0.00829	7.89196	0	
Healthy	11.46567	0.0753	0	1.24703		9.77201	0.09329	0	0	0.0354	0	
Healthy	17.83048	0.17223	0	0		22.06988	0	0	0.02746	0	0	
Healthy	6.22468	0.09194	0	0		49.84518	0	12.3729	0.13831	0	0.8116	
Healthy	5.73897	9.87097	0	0		13.01942	2.64022	44.2378	0.23109	0	0.52357	
Healthy	4.02822	1.75907	0.20194	0.03032		85.64382	0	0	0.98994	0	0.04785	
Healthy	13.07155	0	0	0		27.67924	3.85088	0.00277	1.49689	0	0.00501	
Healthy	4.19819	0.03993	0	0		60.96992	0	4.6755	0.17692	0.23747	0.76491	
Healthy	13.38638	1.58171	0	0.20943		25.31229	0	2.52599	0.00889	6.80921	0	
Healthy	8.88501	0	0	0		56.19377	0	0	0.13863	0.0696	0.0694	
Healthy	11.47221	0.05442	0	0		69.22744	0	1.02779	0.001	0	0.08079	
Healthy	7.24726	0.06126	0	0		28.03494	0	0.70351	0	0	0	
Healthy	25.1117	0	0	0		9.82302	12.1143	1.23746	0	0	0	
Healthy	5.99823	0.08556	0	0		67.34243	0	0.5209	0.00914	0.00337	0.07725	
Healthy	5.87945	0.03357	0	0.37331		42.51116	0.02405	0	0	0	0.13867	
Healthy	2.4345	0	0	0		78.21362	0	0	0	0.09233	1.5463	
Healthy	2.91678	3.11775	0	0		32.48435	1.7791	0	0	6.53455	0	
Healthy	24.25241	1.37508	0.16811	0.0434		34.1319	0.01054	4.8674	0.55317	0	1.00894	
Healthy	15.33346	0.1379	0	0.05455		24.37262	0.02851	0.10576	0.56031	0	0.04588	
Healthy	7.14568	0.8832	0	0		25.24072	0.04973	0	2.29366	0	0	
Healthy	3.06409	0.08243	0	0		33.49262	0	7.48082	3.44034	0	0.04638	
Healthy	5.10132	0.25725	0	0		77.14817	9.23712	0	0.02592	0	0.01028	
Healthy	33.12965	0.02947	0	0.68418		14.49479	0.5176	0.01315	0.03671	0	0	
Healthy	19.40024	0.01154	0	0.01811		28.96809	1.89676	0.11581	0.89833	6.73	0.08692	
Healthy	4.37319	0	0	0		15.73263	3.71537	0	0	0	0	
Healthy	4.91199	0	0	0		10.44183	0	0	0	0	0	
Healthy	25.10061	1.95509	0	0.22044		11.84161	2.58922	0	0.06502	0	0.01928	
Healthy	4.2185	0	0	0		63.43394	0	0	3.00381	0	0.47738	
Healthy	4.17699	0	0	0		67.93963	6.04788	0	0.1559	0	0	
Healthy	13.72805	0.48493	0	0.25974		29.60659	3.26765	1.08458	0.11158	0.24088	0.17493	
Healthy	1.20933	0	0	0		6.90874	0	0	0	0	0	
Healthy	0.33015	0.4381	0.16908	0.00252		91.15794	0.03376	0	0.38966	0	0	
Healthy	1.52074	0.02436	0	0		43.65431	0	10.6569	1.03018	0	2.96312	
D001172	22.16512	0.07573	0.00493	0.05181		35.90809	0.0354	0	0	0	0	
Healthy	7.37115	0.12452	0	0		64.28467	0.37411	0	1.51147	0.20474	0.18817	
Healthy	7.08121	1.34731	0	0.31638		34.19164	2.31376	0.2178	0.01562	0	0	
Healthy	3.47178	0	0	0		69.4231	0.34314	0.05121	0.78693	0.28937	0	
Healthy	14.54745	0	0	0.2142		32.61151	2.63703	0	0.00297	0	0	
Healthy	28.3134	2.24907	0	0		34.26113	4.72677	0	3.37005	0	0	
Healthy	15.79747	0.00656	0	0.12914		8.08048	0.30743	0.02725	0	9.16896	0.02011	
Healthy	4.94162	0.09307	0	0		69.36234	0	0	0.0279	0.01774	1.68099	
Healthy	3.77411	0.07269	0	0		77.64878	6.17715	0	0.30531	0	0.08381	
Healthy	10.15176	0	0	0		29.16259	0	22.8919	0.01838	1.96453	0.65119	
Healthy	24.67767	1.68824	6.47865	0.13173		30.15426	0.04896	0	0.0386	0	0	
Healthy	10.9391	0.47148	0	0.60065		48.4901	0	0.31809	0	3.37489	0	
Healthy	3.96507	2.81636	0	0		65.84349	5.04642	0	1.12334	0	0.00396	
Healthy	5.10626	5.74301	0	0		28.99656	0	19.5909	0.01139	0.62091	0.46558	
Healthy	3.93842	0	0	0		58.35947	0.52921	8.57815	0.32791	0	0.3514	
Healthy	1.93061	0.09818	0	0		68.95983	5.89787	0	0.14634	0	0	
Healthy	2.96627	0.10716	0.28774	0		84.2783	0	0	0.33167	0	0.06719	
Healthy	15.99506	1.36407	0	0.00861		13.30113	0.07498	0.07407	0.05758	0	0.01561	
Healthy	4.91407	0.03651	0.01093	0.01405		31.07471	0	0.04887	0	0	0.09352	
Healthy	6.33877	0.04466	0	0		57.32844	0	0.7193	6.6301	0.62376	0.04166	
Healthy	9.20627	0.29812	0	0.59335		44.84959	1.67667	0	0.01362	0	0	
Healthy	3.81533	2.94243	0	0		65.87777	5.26343	0	1.18589	0	0.00794	
Healthy	0.46288	1.01176	0.02014	0.05911		27.12112	0.02147	0	0	0	0.03003	
Healthy	8.4534	0.64052	0	0.13842		6.78267	0.44133	0	0	0.00049	0	
Healthy	3.49063	13.23779	0	0		56.19211	0	0	2.26482	0	0.06136	
Healthy	1.28058	2.01818	0	0.00282		26.13212	0	11.0573	0	33.7754	0.33247	
Healthy	0.55445	0	0	0		27.17957	0.33099	0	0.03273	0.29473	0	
Healthy	12.84958	0.06715	0.4656	0.00398		20.77593	1.41234	2.34656	0.07643	21.0891	0	
Healthy	23.79702	0.7279	0	0.01169		36.13826	0	0.21868	0.51855	0	0.02898	
Healthy	6.34651	0.11675	0	0.35873		54.08016	0.01712	1.21605	0.88015	0	0.28787	
Healthy	11.69472	0.0386	0	0		49.10712	0	6.01337	0.14398	0	0.15681	
Healthy	0.09042	1.08916	0	0		66.66305	11.61601	0	0	0	0	
Healthy	17.94069	0	0	0.00623		31.68978	0	0	0.17374	1.16611	0.06807	
Healthy	16.57863	0	0	0		59.53349	8.23983	4.04053	0	0	0	
Healthy	2.79504	0	0	0		0.49986	0	0	0	0	0	
Healthy	6.28813	0	0	0.03868		59.96391	0	0	0.11329	0	0	
Healthy	5.12622	5.46585	0	0		28.74823	0	19.4484	0.00432	0.58954	0.77551	
Healthy	8.83267	2.12582	0.03736	0		41.72353	0.05825	0.74671	5.79339	0	0	
Healthy	10.11714	0.04711	0	0		43.67412	0	16.4526	0.11657	0	1.4588	
Healthy	23.79045	0.07209	0	2.4799		10.32206	0.36192	0	0	0.74182	0.07814	
Healthy	7.60963	0.16125	0	0.0309		50.68948	0.0188	0	0.06939	0	0	
Healthy	10.41598	0.16289	0	0		41.09319	0	16.6374	0.08411	0	1.65896	
Healthy	12.73694	0.03111	0	0.00278		48.09754	0	0.72089	0.78648	0	0.017	
Healthy	5.0337	0	0	0		68.38534	4.52767	0	5.77917	0	0	
Healthy	1.27397	0	0.03385	0		52.77884	15.6198	0	0.27316	0	0.04506	
Healthy	35.64865	0.14639	0	0.13799		14.88895	0	0	0	0.86242	0	
Healthy	6.64542	1.06555	0	0		54.5794	9.01964	6.91086	0.25334	0	0.13363	
Healthy	26.18513	0	0	0		55.22422	0.42754	0	0	0	0	
Healthy	11.29918	0.86076	0	0.09915		42.01354	0.33402	3.80873	0.6978	0.70071	0.18461	
Healthy	16.08225	0.28402	0	0		40.23586	0	0.00242	7.42489	0	0.02269	
Healthy	5.67801	0	0	0		76.96478	0	0	0	0.07716	1.67721	
Healthy	1.8726	0	0	0		22.08317	0	0	0	0	0	
Healthy	7.95749	0	0	0		73.68848	0.11694	0.7359	0	0	0	
Healthy	2.34553	0	0	0		56.66584	1.48551	0	0	0	0	
Healthy	0.04354	2.60728	0	1.06231		29.11949	0	0	0.01148	0.00441	0	
Healthy	10.36138	0	0	0.22862		62.26222	0.237	0.69286	0	0	0.00273	
Healthy	0	0	0	0		79.9754	0	0	0	0	0	
Healthy	8.08306	0	0	0.03446		66.0405	10.3765	0.39843	0.9357	0	0	
Healthy	3.26145	0	0	0		83.87272	0	0.0783	0.08668	0.64288	0.38168	
Healthy	8.43227	0.13805	0	0		77.80893	0	0	0.07739	0	0.01133	
Healthy	8.15838	20.6834	1.02995	0		17.06408	0	2.24224	0.03469	0.15967	0	
Healthy	27.55449	0	0	0.22496		8.57035	0.03457	7.77762	0.01024	1.26732	0	
Healthy	1.41207	0	0	0		64.20095	0	0	0.17644	0	0.12192	
Healthy	3.9801	0	0	0		63.86722	0	0	3.11279	0	0.36368	
Healthy	9.25594	0	0	0		48.07006	0	0.39701	3.63923	0	0	
Healthy	6.12859	2.05871	0	0		44.64865	0.9444	0.0164	5.7539	0	0	
Healthy	18.43899	0.01432	0	0		54.23068	0.09438	0.07548	1.97267	0.02199	0.38003	
Healthy	0.01441	20.16046	0.00811	0		79.55581	0	0	0	0	0	
Healthy	4.0577	0.83831	0	0		67.65922	0.03901	0.00526	0.02796	0	0.42136	
Healthy	9.52415	0.11862	0	0		26.38685	0.57009	0.49443	0	0	0.66975	
Healthy	4.71483	0	0	0		66.5976	0	10.4311	0.13966	0	0.32908	
Healthy	3.77911	0.16723	0	0.05677		70.25471	4.08775	0.38122	0.59767	0	0.01217	
Healthy	5.11626	0	0	0		68.69992	4.66449	0	6.35281	0	0	
Healthy	5.83974	0.38987	0	0		45.1154	3.08138	0.16296	0.00697	0	0.68442	
Healthy	3.73448	1.72502	0	0		86.28047	0	0	0.08782	0	0.13449	
Healthy	23.88512	0	1.68652	0		8.62172	5.59668	1.61727	0	0.94651	0	
Healthy	0	0	0	0		8.96652	0	0	0	0	0	
Healthy	0.10902	1.22222	0	0.16076		19.53796	2.75872	4.30812	0.02732	0	0	
Healthy	13.17164	0.02906	0	0.00114		19.06408	0.0721	14.4121	0.22989	0.75366	0	
Healthy	11.19211	0	0	0		47.47586	0	5.88784	0.18563	0	0.18105	
Healthy	0.79783	0	0	0		26.83077	1.00888	0	0	0	0	
Healthy	8.31988	0	0	0		38.80998	0	0.11184	0.01398	0	0	
Healthy	19.13654	0.64108	0.04728	0		54.92835	0	2.78327	0.00676	0	0.1571	
Healthy	32.45947	2.20922	8.72496	0.0211		0.80423	0	0.53897	0	0	0.00223	
Healthy	6.71679	0	0	0		64.91261	0	0	1.17066	0	0.44208	
Healthy	18.7677	0	0	0		11.14039	0	0	0	0	0	
Healthy	9.71921	0.13314	0	0		17.47557	2.36018	0	0.06232	0.17103	0	
Healthy	2.36988	0.06397	0	0		78.36066	0	0	0	0.11507	1.67863	
Healthy	0.00162	34.1359	0.91869	0		42.65315	0.14194	0	0	0	0.01384	
Healthy	6.56907	0.05925	0	0		49.43404	0	13.7401	0.07412	0.00328	1.05661	
Healthy	1.79241	0.06349	0	0		69.9158	5.97819	0	0.1421	0	0	
Healthy	0.4108	0.03009	0	0.13564		56.77236	7.49191	0	0.05722	0	0	
Healthy	20.42144	0	0	0		39.9845	0	0	0.34289	0	0	
Healthy	8.50292	0.01798	0	0		52.21683	0	5.49285	0.60592	0	0.31247	
Healthy	25.88444	19.55129	0	0.04182		1.32898	2.76062	0	0.18685	0	0	
Healthy	8.00868	0.0414	0	0		67.89234	0.42747	0.5437	0.02515	0	0.04428	
Healthy	3.00268	0.15643	0.2588	0		81.0339	0	0	0.34009	0	0.05116	
Healthy	17.76265	0	0	0		33.62841	0	0.07917	0.24028	0	0.01639	
Healthy	4.60587	0.32147	0	0		70.13488	2.88085	0.1407	0.22596	0.05175	0.10246	
Healthy	3.73209	8.35865	0	0		5.73114	3.86181	0	0.06749	0	0	
Healthy	10.44755	0.1197	0	0.2005		32.57043	0.05344	0.23083	0	0.01332	0.00588	
Healthy	20.14102	3.3964	0	0.05413		40.16562	0	0	0	0.1007	0.03857	
Healthy	28.06262	0	0	0		18.38522	0	15.0718	3.75963	0	0	
Healthy	3.11984	0	0	0		61.20648	0.42182	8.3248	0.25836	0	0.38783	
Healthy	6.34007	0.14355	0	0		67.11219	0.00317	0.57677	0.03423	0.01265	0.09241	
Healthy	21.46431	0	0	1.77812		2.11984	0	0	0	23.1476	0	
Healthy	0	0	0	0		0	0	0	0	0	0	
Healthy	9.39817	2.00589	0	0.01458		36.96423	1.29591	0	0	2.2348	0	
Healthy	6.10539	0.4999	0	0		74.49401	2.74768	0	0.00596	0	0.03855	
Healthy	3.48428	0.08539	0	0		68.79607	4.31984	0	0.20211	0	0.11194	
Healthy	5.63403	0.89547	0	0.09574		48.33093	0	0.02151	0.08866	0	0.02823	
Healthy	6.674	0	0	0		22.27122	0	1.21156	1.41351	0.50796	0	
Healthy	12.86616	0.73158	0	0		44.35791	0	0.76349	0	0.95478	0	
Healthy	26.29714	0	0	0.32805		3.52148	0	0	0	6.37433	0	
Healthy	8.76062	0.07096	0	0		68.50859	0	0	5.94909	0	0	
Healthy	0.94533	0.12185	0	0		92.94733	0	1.8081	0.53767	0	0	
Healthy	10.48052	0	0	0		30.977	0	0	0.05841	0.17672	0	
Healthy	3.6557	0.05039	0	0		48.79426	0.0912	9.34841	0.51228	0	0.54332	
Healthy	4.29686	0	0	0		68.58792	0	0	0.60642	0	0	
Healthy	0.5394	0	0	0		72.78589	0	0.23017	0.59765	0	0.00456	
Healthy	9.05955	0	0	0		51.42918	0	0.16811	0	0	1.55265	
Healthy	13.36155	1.51275	0	3.00563		4.21911	0.79374	4.14396	0.18294	17.9335	0	
Healthy	8.41224	0	0	0		11.39171	0	0	0.03331	0.35644	0	
Healthy	3.77711	0.09599	0	0		47.65328	0.10626	9.43514	0.73212	0	0.713	
Healthy	3.01842	0.11053	0	0.0222		26.98611	8.06935	0.01171	0.217	0	0	
Healthy	1.19727	0.18506	0	0		62.92296	10.2359	0.91657	0.90545	0	0.03807	
Healthy	1.92124	0	0	0.01374		80.807	1.78082	0	1.51926	0	0.03219	
Healthy	13.61769	2.89015	2.84982	0.44235		33.08793	0.1913	1.74463	0.02403	1.55278	0.03549	
Healthy	5.49903	1.65118	0	0		48.86634	0.06494	0	1.98335	0.06782	0.14487	
Healthy	0.00469	0.38324	0.10444	0		0.64899	0.08465	0	0	0	0	
