group	Ruminococcaceae	Marinifilaceae	Streptococcaceae	Lactobacillaceae	Pasteurellaceae	Desulfovibrionaceae	Eggerthellaceae	Veillonellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	9.48623	0.87279	0.04534	0	0	0.0294	0.0328	0	0.01894	0	22.291	9.07442	9.80966	0.07933	0.55469	1.99097	0.04534	0.06755	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	14.16528	0	2.34553	0	4.53582	0	0	0	0	0
Healthy	28.37331	0	0	0	0	0	0.02732	0	0	0	1.26577	15.53983	0.89466	0	0	4.02367	0	0	0	0
D016640	2.80504	0.65012	0.0875	0	0	0.07896	0.69563	0.00121	0	0	8.21311	1.80514	1.57982	0	1.19864	0.85011	0.0875	0.04349	0	0
Healthy	8.78286	0.98258	0.03157	0	0.09083	0	0.47913	0	0	0	2.63256	0.58477	0	0	0	5.88798	0.03157	0.02232	0	0.16416
Healthy	5.68091	0.22032	0.09245	0	0.21026	0	0	0.00526	0.26833	0	30.84699	0.07562	0.10954	0	0.03714	0.00163	0.09245	0.76578	0	0
Healthy	5.28991	0.24147	0.02228	0.3508	0.00648	0	0.12731	0.01176	0.0095	0	18.20647	10.88445	6.05898	0	6.62671	0.03078	0.02228	0.03859	0.3508	0
Healthy	5.00419	1.07995	0.56081	0	0	0	0	0	0	0	5.15164	2.14256	0	0	3.92076	6.00802	0.56081	0	0	0
Healthy	6.62128	4.20169	0.00094	0	0	0.04167	0.19157	0	0.00751	0	5.51069	0.87292	0.3122	0.02034	1.46024	0.2487	0.00094	0.06691	0	0
Healthy	1.27324	0.76496	0.06652	0	0	0.40776	0.00859	0	0	0	0.34193	20.06791	0.69016	0.69465	2.77796	0.0299	0.06652	0.31929	0	0.11933
Healthy	3.43321	0	0.17348	0	0	0.62947	0	0	0	0	4.37022	8.65775	1.07476	5.9115	0.63235	0.00675	0.17348	0.05774	0	0.02457
Healthy	5.07877	0	0.50717	2.7281	0	0	0.05593	0	0.39836	0	61.05005	0.22373	0	1.33955	0.38255	0	0.50717	0.01475	2.7281	0
Healthy	24.4031	0	0.51703	0	0	0	0	0	0	0	18.14503	0.49764	10.3887	0	0.78488	0	0.51703	10.9511	0	0
Healthy	0.03104	1.36988	0.20469	0	0	0.03557	0	1.00389	0	0	1.77582	6.16451	0	12.1701	18.443	0.18174	0.20469	0	0	0
Healthy	10.39841	0	2.49196	0.00481	0.05673	0	0.02371	0.00224	0.05296	0.004	11.26032	1.58893	0.46747	0.01842	3.52404	2.89315	2.49196	0.04992	0.00481	0
Healthy	2.11646	0	0.01789	0	0.99388	0	0	0.02652	0.03703	0	18.84008	0	0	2.5009	0	0	0.01789	0	0	0
D016640	5.85121	0.32602	0.50223	0.00306	0.13111	0.29827	0.08794	0.04533	0.00889	0.0126	16.86553	5.99488	0.67416	0.05111	0	4.53498	0.50223	0.05919	0.00306	0.07327
Healthy	1.95288	0	0	0	0	0	0.27012	0	0	0	28.55732	0	2.98563	0	0	1.87815	0	0.06762	0	0
Healthy	0.47036	0	0	0	0	0	0	0	0	0	13.07055	0.85652	0	0	0.83797	0.06025	0	0	0	0
Healthy	2.31069	0.8429	0.00496	0	0.0202	0	0	0	0	0	28.24354	2.41939	0.96455	0	2.68049	0.49439	0.00496	0	0	0.21394
Healthy	13.62175	0	0	0	0	0	0	0	0	0	11.27248	12.71764	5.88968	0	0.38074	2.41617	0	0	0	0
Healthy	10.35674	0.70105	0.07839	0.04924	0	0.06844	0.08027	0	0	0	31.70543	8.50031	0	0.38517	0.36665	0.02987	0.07839	0.04715	0.04924	0.03563
Healthy	6.33547	0	0.37432	0	2.2516	0	0.004	0.04737	0	0	28.57213	14.59237	2.48128	0	0	5.68858	0.37432	0.03328	0	0
Healthy	4.64773	0.88293	1.63215	0.00249	2.16802	0.42389	0	0.34535	0.32484	0.02534	27.47777	5.74649	0.34398	0	1.74754	1.14338	1.63215	1.84775	0.00249	0.05846
Healthy	5.64972	0.47315	1.53045	3.68029	0.64101	0.07023	0.01523	3.21134	0.0032	0.00073	13.7737	5.56454	0	0.35908	0.09551	0.17981	1.53045	0.70477	3.68029	0
Healthy	11.02483	0	0.16607	0	0.03809	0	0	0.00707	0	0	5.75014	1.78143	0.70969	0.88244	1.14264	0.00631	0.16607	0.31104	0	0.06685
Healthy	3.01701	0.56417	0.00891	0	0	0	0.03492	0	0	0	17.83848	2.58947	0.07022	31.3908	0	0.58919	0.00891	0.14322	0	0
Healthy	3.02473	0.89543	0	0	0	0	0.09407	0	0	0	11.19042	9.39301	0	0	2.1258	0.29373	0	0	0	0
Healthy	7.96076	2.15747	0.00411	0	0	0.02014	0.0314	0	0	0	14.25353	6.59855	2.59432	0	4.56603	0.0154	0.00411	0.05301	0	0
Healthy	13.25404	2.46423	0	0	0	0.10738	0	0	0	0	32.53599	7.7033	0.53064	0.35025	3.35924	0.36323	0	0.14449	0	0.61643
Healthy	2.1093	0.96455	0	0	0.02197	0.09146	0	0.21276	0	0	3.00749	8.41749	1.03109	0.08958	6.44491	0.22577	0	0.13937	0	0
Healthy	9.09774	0	0	0	0	0	0	0	0	0	18.54068	14.58718	5.55555	0	0	0	0	0	0	0.02711
Healthy	6.82415	0	0.32709	0	0	0	0.01544	0	0.28424	0	18.62407	4.0185	0.22317	0	3.03843	8.24337	0.32709	0	0	0.01589
Healthy	22.10707	0.8842	0.0651	0	0.02304	0.37974	0.47762	0.01466	0.00968	0.00322	14.48304	4.84044	0.51809	0.65793	0.49377	0.00304	0.0651	0.04603	0	0.04355
Healthy	8.23355	1.01216	0.01704	0	0.02005	0.12312	0	0.03741	0.24526	0	40.61396	0.25826	1.41516	0	0.35418	0.06841	0.01704	0.04956	0	0.11197
Healthy	2.43987	1.28166	0.00318	0	0.00322	0.02483	0.05538	0.02256	0	0	9.93341	3.20127	0.0193	0.55499	0	0.00015	0.00318	3.02379	0	0
Healthy	0	0	0.06078	0	0	0.0441	0	0	0	0	12.10456	0	0.05584	3.33224	0	0.08977	0.06078	0	0	0
Healthy	2.67861	0	0.0933	0	0	0.11684	0	0	0	0	3.58003	1.53298	0.16947	1.60419	2.59741	0.10532	0.0933	0.04027	0	0
Healthy	6.19646	0	0.33411	0	2.15948	0	0.0114	0.04038	0	0	28.68756	14.56831	2.67904	0	0	5.86788	0.33411	0.03855	0	0
Healthy	2.30929	0	0.54497	0	0	0	0.89167	0	0	0	27.54936	0	0.43552	19.26871	0.12913	0	0.54497	0	0	0
Healthy	4.23327	1.21858	0.12421	0	0	0.28198	0	0.05513	0	0	4.69588	15.7425	0.82433	0.15204	5.77752	0.1691	0.12421	0	0	0.02082
Healthy	2.16534	0.87224	0	0	0	1.5782	0	0	0	0	3.72533	10.26834	0.01002	0.03218	3.27392	0	0	0.17399	0	0
Healthy	8.50483	2.05155	0.13277	0.03975	0.00658	0.05789	0.23134	0.00328	0.01363	0.0011	7.87316	8.74358	0.00102	0.24918	5.60583	2.02905	0.13277	0.02758	0.03975	0
D016640	10.91217	0	0	0.00169	0	0	0.25387	0	0	0	8.08556	18.25146	1.98081	0.57036	4.14925	0	0	0.0328	0.00169	0.04607
Healthy	5.41623	0	0.64001	0	2.03012	0	0	0.37807	0	0	20.22245	9.84875	0.727	0	0	6.05602	0.64001	0.0057	0	0
Healthy	17.66638	0.55471	0.37533	0	0	0.00125	0.01797	0	0	0	8.68596	10.53038	0.09091	0.0542	1.81793	2.5475	0.37533	0.47012	0	0.01994
Healthy	7.80866	0	0.0724	0	0	0	0	0	0	0	6.25422	5.1278	0	17.2665	3.06729	0	0.0724	1.87534	0	0
Healthy	6.02386	0	0	0	0.28719	0	0.00557	0.07814	0	0	37.00175	0.88132	7.54138	0.02491	0	0.00244	0	0	0	0
Healthy	3.87608	0.49122	0.03336	0	0.00248	0.22206	0.00693	0	0.00536	0	14.55765	3.55248	0.59576	0.79603	0.62881	1.29585	0.03336	0.33034	0	0.06112
Healthy	9.01974	0	0.25409	0	0	0.07945	0.13376	0.16998	0	0	24.91088	7.57343	10.3192	0.32158	1.33003	0.01267	0.25409	0	0	0
Healthy	3.64003	0	0.29871	0	0	0.66603	0.0716	0	0	0	1.34389	9.94701	5.37546	0.10318	2.00146	0	0.29871	0.8151	0	0.06802
Healthy	6.73524	0	2.12798	0	0	0	0.29234	0	0	0	25.97651	2.0947	19.3761	9.22203	2.01463	0	2.12798	0	0	0
Healthy	3.87048	0	0	0	0	0.12384	0.02437	0	0	0	0.7833	2.51711	0.50534	1.0624	0	0.32502	0	0.32579	0	0
Healthy	0	0	0.71998	0	1.49969	0	0	0.39935	0.5997	0.01361	24.03998	0	0	1.79614	0	0	0.71998	0.01247	0	0
Healthy	3.73431	0	0.00185	0	0	0.69877	0.16338	0	0	0	0.41165	1.28286	1.97241	10.3544	0	0.28124	0.00185	0.14981	0	0
Healthy	10.99938	1.2405	0	0	0	0	0.05554	0	0	0	13.61368	20.81667	0.01894	0.3481	2.95125	0.00279	0	0.03778	0	0
Healthy	2.15573	0.76375	0.01542	0	0.0099	0.17714	0	0	0	0	3.50474	22.08116	0	0	1.87868	6.12487	0.01542	0.07712	0	0
Healthy	2.58698	0	0.07654	0	0	0.15972	0	0	0	0	3.23799	1.44992	0.16297	1.46955	2.59706	0.09536	0.07654	0.03983	0	0
Healthy	3.10142	0	0	0	0	0	0	0	0	0	12.80241	22.89123	0	0.47781	0	0	0	1.12635	0	0.09279
Healthy	1.83225	2.12401	0	0	0	0.06024	0	0	0	0	3.1049	35.83965	1.13732	0.09477	0	0.30524	0	0	0	0
Healthy	3.53829	0	0.30473	0	0.1417	0	0.33333	0.07346	0.59479	0	2.38077	0	0.03253	3.92252	0	0	0.30473	0.05286	0	0
D016640	6.53278	0.50582	1.23729	0.07713	0.8938	0.02299	0.05012	0.04238	0	0.01498	24.22837	3.36178	1.62332	0.29825	0.25626	0.12319	1.23729	0.18619	0.07713	0.02
Healthy	10.26083	0	2.22493	0.14363	0.02958	0.00207	0.00659	0	0.26551	0	28.02608	2.77445	0.0796	0.00675	1.84949	0.13296	2.22493	0.1416	0.14363	0
Healthy	0.88819	0	0.20895	0	0	0.00376	0	0.03213	0	0	1.21727	0	0.39827	0.52504	0	0.13412	0.20895	0.0271	0	0
Healthy	0.23122	0	0	0	0	0	0	0	0	0	9.98731	0.14643	0.06371	1.29633	0	0	0	0	0	0
Healthy	22.14855	0	0	0	0.1119	0.04153	0	0	0	0	12.64003	12.33154	3.22498	0	0	5.06789	0	0	0	0.09175
Healthy	6.58303	1.18923	10.15615	0	0	0.08899	0.67407	0	0	0.30233	27.24408	0.91138	0.01339	1.88029	0.62805	0.02253	10.15615	5.20824	0	0
Healthy	7.51714	0.93679	0.04491	0	0.0207	0.07252	0.21678	0.0081	0	0	2.36121	20.11284	0.32307	0	0.71892	0.01507	0.04491	0	0	0
Healthy	3.66088	0	0.33934	0	0	0.62835	0.10618	0	0	0	1.30462	9.96396	5.16835	0.05795	1.86635	0	0.33934	0.82368	0	0.05184
Healthy	0.83182	0	0.00805	0	0	0.08445	0	0	0	0	1.24269	15.8614	0.17262	0	3.36515	0.11188	0.00805	0	0	0
Healthy	3.58331	0	0.30983	0	0	0.67306	0.08818	0	0	0	1.29615	10.29595	5.08472	0.13974	1.82427	0.0031	0.30983	0.75318	0	0.03443
Healthy	2.23907	0.40862	0.03344	0.00823	0.14387	0.0135	0	0	0.25326	0	10.63404	3.59247	0.87936	0	0.87852	0.23883	0.03344	0.76109	0.00823	0.01244
Healthy	8.42235	0.9813	0.01599	0	0.06958	0	0.44574	0	0	0	2.38286	0.63251	0	0	0	6.04836	0.01599	0	0	0.19776
Healthy	3.36767	0	0.21766	0	0	0.57966	0	0	0	0	5.31424	8.46085	1.05547	6.24797	0.60849	0.0044	0.21766	0.02633	0	0.04007
Healthy	24.8019	0	1.04862	0	0	0	0	0.08948	0.13203	0	24.05345	0	14.5722	0	0.22627	0	1.04862	0	0	0
Healthy	5.14802	0.76085	0.0841	0	0.18283	0	0	0	0.28345	0	22.89416	3.87524	4.88013	0	7.04598	0.02681	0.0841	0	0	0
Healthy	5.53932	1.91985	0.00272	0	0	0.1027	0.00332	0.0129	0	0	9.32184	14.94825	0.64716	0.15278	0	0.03488	0.00272	0	0	0
Healthy	9.2578	1.80085	0.10886	0	0.01085	0.07697	0.06294	0.00655	0	0	19.97007	1.01044	5.46218	0.0386	2.23447	0.0059	0.10886	0.12561	0	0.04722
Healthy	4.06276	0	0.47971	0	0	0.00395	0.34305	0	0.11949	0.00585	13.62097	3.09406	0.88479	0.03594	0	0.02132	0.47971	0.03992	0	0
Healthy	4.4942	0	0.04377	0	0.04419	0.06095	0.00139	0.00424	0.01002	0	5.11376	1.76528	0.07254	0.07364	0.12089	0.13238	0.04377	0.17444	0	0.00091
Healthy	4.7518	2.11703	0	0	0	0.07662	0	0.00587	0	0	5.50413	7.17706	2.26394	12.1653	0.89318	0.6261	0	0.49268	0	0.06285
Healthy	3.76221	0	0.24909	0	2.92516	0	0	0.29701	0	0	13.18481	7.42963	0	0	1.16025	1.1027	0.24909	0	0	0
Healthy	3.33005	0	0.39866	0	0	0	0	0	0	0	23.4495	4.0087	0	0.14395	2.46521	0.27283	0.39866	0	0	0
Healthy	14.67308	0.64711	0.06824	0	0	0.05108	0.10073	0	0	0	16.57394	3.82967	0.68206	0.07045	4.57825	0.24452	0.06824	0.33581	0	0.05398
Healthy	6.86503	0.78338	0.03981	0	0	0.44702	0	0	0	0	26.68844	2.45394	6.01356	0.1369	2.43282	0.26241	0.03981	0	0	0.00424
Healthy	9.43595	0	0.27678	0	0	0.19253	0	0	0.31227	0	18.59434	1.4373	0	0.47257	0.96827	2.38374	0.27678	0.53728	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.62245	0	0	23.5867	0	0	0	0	0	0
Healthy	0.22592	0	1.661	0	0.0026	0	0.01001	0.04564	0	0.00907	62.40925	0.03971	0.12684	0.18748	0.03312	0	1.661	0.14363	0	0
Healthy	2.48326	0	0.04902	0	0	0.10279	0	0	0	0	3.71951	1.61507	0.16616	1.35285	2.58335	0.09381	0.04902	0.04811	0	0
Healthy	0.10416	0	0.50695	0	0.11722	0	0.05247	0.68955	0.51637	0	63.02564	0	5.76475	0.31867	0	0	0.50695	0.04012	0	0
Healthy	3.86094	1.58353	0	0	0	0.0914	0.01114	0.10997	0	0	9.14405	12.79619	0.81897	1.10727	1.45276	1.79394	0	0.07318	0	1.48793
Healthy	0.22357	0	0	0	0	0	0	0	0	0	10.39772	0.13307	0.08846	1.43863	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.45679	0	0	0	1.99601	0	0	0	0	0
Healthy	7.00796	2.32066	6.70611	3.6728	0.07114	0.05167	0.09443	0.05627	0	0	17.89035	5.39452	0.00939	0.06187	0.941	0	6.70611	0.12615	3.6728	1.09353
Healthy	9.46911	0.70956	0.04678	0	0	0.06538	0.26796	0	0	0	3.75075	13.55938	0.35507	0.02002	0	0.08807	0.04678	0.01468	0	0
Healthy	5.40312	1.82658	0.03292	0	0	0.08433	0.02498	0	0	0	8.78812	15.32951	0.59858	0.05613	0	0.02582	0.03292	0	0	0
Healthy	3.5768	0.4486	0.04914	0	0.09874	0.6349	0.08723	0.10841	0	0	6.21465	28.80044	0.25089	0	0.9426	0.8122	0.04914	0	0	0
Healthy	0.00589	0	0.96039	0.00991	0	0	0.00536	5.13874	0.08665	0.05688	0.00903	0	0.00071	18.38479	0	0.00137	0.96039	0	0.00991	0
Healthy	0.0008	0	1.69443	4.82089	0.03579	0	0.00329	0.14109	0	0.2337	0.01216	0	0	10.6286	0	0	1.69443	0.00295	4.82089	0
Healthy	1.79526	1.45177	0	0	0.00626	0.01897	0	0	0	0	1.87462	25.19202	2.07726	0	0	0.74444	0	0	0	0
Healthy	3.53594	0	0.26841	0	2.81905	0.00386	0	0.26418	0	0	13.42623	7.43971	0	0	1.09382	1.16922	0.26841	0	0	0
Healthy	9.64133	0	0.03455	0	0.2915	0	0.00859	0	2.83469	0	25.23401	9.31968	4.78891	0.20022	5.24712	0.16419	0.03455	3.89411	0	0
Healthy	7.3895	1.34454	0.07974	0	0.08847	0.03353	0.00149	0.0231	0	0	5.14667	4.50989	0	2.92696	0.71991	0.01081	0.07974	1.78487	0	0.19611
Healthy	2.69466	0.81142	0.12836	0	0.01459	0.1924	0.00698	0.02694	0.14545	0	16.56852	18.3148	0.00515	0.01178	7.24737	2.67459	0.12836	0.74866	0	0.04078
Healthy	0	0	2.10657	0	0	0	0	0	0.00199	0.1215	0	0	0	52.97984	0	0	2.10657	0.02092	0	0
Healthy	6.21348	0.77688	0	0	0	0	0.01748	0.02246	0	0	1.59518	0.62494	0.46323	0	0	4.11582	0	0	0	0.08943
Healthy	1.40988	0.34748	0.01115	0	0	0	0	0.02571	0	0	12.18996	0.04873	1.79711	32.8765	0.78418	0	0.01115	0.72251	0	0.00237
Healthy	0.56581	2.93884	0	0	0	0.39177	0	0	0	0	2.77963	21.11233	0.67101	7.02995	5.16736	1.53113	0	0	0	0
Healthy	7.72902	0.98432	0.14813	0	0.09058	0.01428	0.0447	0.03506	0.06303	0	28.91133	1.69516	2.17968	0.01693	4.37539	0.02317	0.14813	0.00034	0	0.02005
Healthy	3.42903	0.34852	4.01235	0.06316	0.11539	0.1378	0.16258	0	0.24489	0.01727	28.66722	1.46145	20.45689	6.72529	2.15554	0.14937	4.01235	0.16797	0.06316	0
Healthy	0	0	0.01771	0	0.87357	0	0.00669	0.00079	0	0	0.04346	0.00028	0	12.43941	0	0	0.01771	0.27278	0	0
Healthy	4.52815	0.78499	0.39342	0	0.81935	0	0	0.0997	0	0	7.5777	17.47417	1.7888	0	0	2.34407	0.39342	0.03229	0	0
Healthy	0	0	0.02684	0	0	0	0	0	0	0.0361	8.61385	0	0	53.421	0	0.20938	0.02684	0.06351	0	0
Healthy	3.83161	0	0	0	0	0.20147	0.01839	0	0	0	0.89419	2.5695	0.54573	1.00475	0	0.24951	0	0.30666	0	0
Healthy	0.44541	0	0.0314	1.45124	0	0	0.35324	0	0	0	44.73936	1.06001	0	0	1.47858	0	0.0314	0	1.45124	0
Healthy	3.72241	0.89145	0	0	0	0.40158	0.05633	0	0	0	18.65948	32.6882	0.30837	0	2.61813	1.15184	0	0.0557	0	0.0548
Healthy	3.29193	0	0.06132	0	0	0.07018	0	0	0.6669	0	8.73576	8.91595	5.58557	0.07348	3.69303	0.02693	0.06132	1.00071	0	0
Healthy	1.77598	0	0	0	0	0	0	0	0	0	5.01189	11.34369	0.44661	0	0	0.16675	0	0.3007	0	0
Healthy	12.95191	1.34186	0.07913	0.10225	0.00055	0.04475	0.08447	0	0.02098	0	8.64569	12.38877	0.89397	0.05649	4.92977	0.05209	0.07913	0.00925	0.10225	0
Healthy	5.89462	0	0.01836	0	0	0	0	0	0	0	20.41575	4.20576	4.0846	0	2.51648	2.5317	0.01836	0.59643	0	0.51257
Healthy	5.43138	0.76445	0.05811	1.60891	0.00625	0.05728	0.04006	0.09326	0	0	15.90515	5.40655	5.18407	0.08795	1.99102	1.04064	0.05811	0.05294	1.60891	0.18532
Healthy	1.89326	0.5531	0.35948	0	0.23746	0.00719	0	0.00651	0.49229	0	32.75398	1.82222	24.2154	0.34107	0.44649	0.31386	0.35948	0.12799	0	0.06491
Healthy	1.30636	0.68948	1.78948	0	0.04471	0.03488	0.00849	0.07161	0	0	24.17274	1.06157	4.26343	16.1326	1.58507	0.03397	1.78948	0.02929	0	0
Healthy	3.92372	0	12.38081	5.91691	0	0	0	0	0	0	5.20234	0	11.0582	0	0	0	12.38081	0	5.91691	0
Healthy	0.63918	0	0.24874	0	0	0	0	0	0	0	36.22127	2.96731	0.98482	0	1.73873	0.54358	0.24874	0	0	0.96804
Healthy	2.81725	1.10193	0	0.28513	0	0	0.06958	0	0.12967	0	23.05903	15.07509	2.41317	0	8.27071	0.33609	0	0	0.28513	0.01363
Healthy	10.9465	0.28119	1.8784	0.19311	0	0	0	0	0.40591	0	28.0521	0.49019	10.6256	0.03824	0.90946	0	1.8784	16.29565	0.19311	0
Healthy	3.53459	0	0	0	0	0	0	0	0	0	29.12181	0	8.77079	0	0	0	0	0	0	0
Healthy	25.61101	2.60809	0.20589	2.80469	0	0.3653	0.71899	0.00611	0.11759	0	4.19186	5.2612	8.0268	0.06096	0	0.14083	0.20589	0.15563	2.80469	0
Healthy	13.04274	0	0	0	0	0.26343	0.0244	0	0	0	11.13307	7.39382	0.09694	0.07668	4.28773	0.59378	0	0.11295	0	0.05613
Healthy	3.158	0	0	0	0	0	0	0	0	0	6.27856	6.30197	11.7745	0.22775	1.3198	0	0	0	0	0
Healthy	0.01172	0	0.4009	7.47165	0	0	0.00662	4.36897	0.11799	0	6.84785	0	0	2.18514	0	0.07202	0.4009	0	7.47165	0
Healthy	2.189	0.7936	0	0	0	0	0.02917	0	0.02352	0	7.82102	4.78594	6.41909	0	0	1.91748	0	0.02539	0	0.18572
Healthy	4.97876	0.17425	0.02639	0.01077	0.00115	0.05473	0.22538	0.0041	0.08685	0	17.47768	5.80211	8.12974	0.16062	0.11359	0.04399	0.02639	8.61011	0.01077	0.00169
Healthy	3.54513	0.91856	0.00826	0	0	0.05434	0.00994	0	0	0	10.89549	12.72589	0.86419	0	11.9433	0	0.00826	0.15956	0	0
Healthy	2.04312	0.83429	0	0	0	1.49648	0	0	0	0	4.54863	9.75388	0	0	3.51255	0	0	0.15583	0	0
Healthy	8.52807	0.53314	0.76771	0.16841	0	0.04649	0.0612	0	0.13183	0	33.85214	1.92653	17.31275	0.55205	3.18452	0.03789	0.76771	0.01211	0.16841	0
D016640	5.61956	2.14785	1.36135	0	0	0.01948	0.00269	0	0.04788	0	15.39839	10.37785	8.94813	0.1843	4.39462	0.04441	1.36135	0.02868	0	0.07787
Healthy	4.40121	0.98568	0.23922	0	0	0.09357	0.47144	0.00405	0	0	5.72689	15.85628	1.3388	0.09424	0	0.0019	0.23922	0	0	0
Healthy	4.25443	1.26029	0.11453	0	0	0.26361	0	0.01678	0	0	4.60013	15.49177	0.97384	0.10131	5.77425	0.17636	0.11453	0	0	0.01938
Healthy	4.15665	0	0.00017	0.01026	0.00236	0.04359	0	0.08037	0.09905	0	5.69559	0	0	10.96439	0	0.25882	0.00017	0.0314	0.01026	0
Healthy	2.78791	0	0	0	0	0	0	0	0	0	50.66659	0	0	0	2.97808	0	0	0	0	0
Healthy	10.6634	0	0.23294	0	0	0.1769	0	0	0	0	15.82033	3.07803	1.46036	10.1218	3.39645	0	0.23294	1.57624	0	0.04691
Healthy	19.43829	0	0.92349	0	0	0.07764	0.38218	0	0	0	8.75655	6.48814	0	0	3.91048	0	0.92349	0	0	0.17414
Healthy	1.88917	0.61402	0	0	0	0	0	0	0	0	5.13883	11.80665	0.40885	0	0	0.19444	0	0.25493	0	0
Healthy	4.36706	0	0	0	0	0.95251	0.09325	0	0	0	0.61599	20.50599	2.03772	0.06144	6.57865	0.06719	0	0.00774	0	0.05004
Healthy	2.32432	1.17289	0.11551	0	0	0.02768	0.00392	0	0.22656	0	4.4203	9.58433	5.52781	0.03789	17.6745	0.00476	0.11551	0.04867	0	0.11855
Healthy	5.63071	0	0	0	0	0	0.01773	0	0	0	43.36492	7.23691	1.80735	0	0	1.94292	0	1.04698	0	0
Healthy	2.33618	1.10482	0.00336	0	0	0	0	0	0	0	6.90806	2.24914	6.00524	0	5.61279	0.00766	0.00336	0.82434	0	0.4414
Healthy	12.65904	0.56255	0	0.00755	0.04154	0	0.02288	0.02279	0	0	21.62313	0.95205	2.49284	0.01927	1.21917	0	0	0.0061	0.00755	0
Healthy	1.04751	0.48062	0.02439	0.19586	0	0.31821	0	0	0.00638	0	5.98746	5.01869	0.27698	2.17433	0.38159	0	0.02439	0.46721	0.19586	0
Healthy	1.36329	0	0	0	0	0	0	0.97483	0	0	52.95862	0	6.10482	0	0.26358	0	0	0	0	0
Healthy	4.51495	1.83873	0.56996	0.01753	0.0026	0.15813	0.69668	0	0.35254	0.01816	11.80424	10.66956	9.16365	0.12276	2.62214	1.33098	0.56996	0.29557	0.01753	0.06304
Healthy	3.86384	0.40201	3.27288	9.00898	0	0.04017	0.00276	0	0	0	28.76685	0.37259	3.19339	8.15067	2.24022	0.00966	3.27288	6.15808	9.00898	0
Healthy	9.55983	0	0	0	0	0	0	0	0	0	35.29522	0.68599	0.13409	0	0.83614	0	0	0	0	0
Healthy	0.74063	0.78354	0.23627	0	0	0.0155	0	0	0	0	4.57035	14.06416	0.02007	0	12.8507	0.23708	0.23627	0	0	0
Healthy	0	2.89672	0.12415	0.07895	0	0.02406	0.00746	0.06983	0.51615	0	8.17914	0	0	0.3122	0	0.07912	0.12415	0	0.07895	0
Healthy	0.17357	0	0	0	0	0	0	0	0	0	25.86791	1.92686	19.7553	0	0.89807	0	0	0	0	0
Healthy	1.4264	0	0	0	0	0	0	0	0	0	0.58886	0	0	4.40645	0	0	0	0	0	0
Healthy	5.5215	1.36023	0.02073	0	0.19642	0.00109	0	0.01788	0.04477	0	20.25348	6.3252	0.70567	0.05786	3.18876	1.27027	0.02073	0.16915	0	0
Healthy	24.59392	0	0.98912	0	0	0	0	0	0	0	18.60829	0.36122	10.6976	0	0.80045	0	0.98912	11.1676	0	0
Healthy	5.30925	0	0.71498	0	2.12326	0	0	1.01208	0	0	20.29995	9.92768	0.7097	0	0	5.95715	0.71498	0	0	0
Healthy	9.70701	0.59216	0.42563	0	0.25386	0.02172	0.00165	0.10908	0.10367	0	20.1204	2.26109	6.23971	0	0.26602	0.21246	0.42563	0.85731	0	0.06086
Healthy	4.15944	0	0.00207	0	0	0.00386	0	1.06003	0	0	1.74989	0	0.29483	0.35049	0	0.01922	0.00207	0.11113	0	0
Healthy	8.57228	0	1.07361	0.27969	0.04557	0	0	0.5279	0.0082	0	7.28483	5.60706	3.52158	2.08425	0	0.01018	1.07361	0.01294	0.27969	0
Healthy	0.00497	0	0.51683	0.00834	0.08013	0	0	0.2387	0	1.1473	0.00733	0	0	21.42305	0	0	0.51683	0	0.00834	0
Healthy	3.86148	0.69224	0.10617	0	0	0.57549	0.00258	0	0.04171	0	10.04532	9.36939	2.22488	0	0	0.05324	0.10617	0.00371	0	0
Healthy	8.90608	1.61029	0.03817	0	0.05207	0.11905	0.02927	0	0.02152	0	12.78713	13.62345	2.844	0.08108	9.11145	0.2314	0.03817	0.4962	0	0
Healthy	7.24935	0	0	0	0	0	0	0	0.07903	0	24.11223	0.66092	0	0	0.32947	0.01243	0	2.37194	0	0.08508
Healthy	6.58109	0	0	0	2.27487	0	0	0	0	0	25.17308	15.68558	3.434	0	0	6.83995	0	0	0	0
Healthy	2.74234	2.27215	0	0	0	1.30497	0	0	0	0	3.6701	13.88717	1.64034	0	1.91217	0.09745	0	0.02092	0	0
Healthy	0	0	0.02097	0	0.01913	0	0.07377	0.08503	0	0	12.25174	0	0	0	0	0	0.02097	0	0	0
Healthy	5.06861	1.36657	0.01317	0	0.00287	0	0.05449	0.06535	0	0	5.92682	1.06521	0	0	0	7.93494	0.01317	0	0	0.27295
Healthy	4.4121	1.56058	0.0095	0	0	0.21367	0.03438	0.08298	0	0	8.69583	14.10675	0.76814	1.4441	1.2806	1.8415	0.0095	0.123	0	0.22142
Healthy	16.49589	1.1796	0.09111	0	0.00571	0.01273	0.47317	0	0.03796	0.0323	9.63133	1.17745	0.00912	0.0498	0.4913	0.00493	0.09111	1.33077	0	0.0565
