group	Bacteroidales	Oscillospirales	Actinomycetales	Enterobacterales	Lactobacillales	Selenomonadales	Coriobacteriales	Pseudomonadales	Peptostreptococcales		Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	77.24692	8.29177	0.1013	0.07806	0.03325	0	0.0421	0	0		0.07806	0	0.03325	0.06566	0.00416	0.0421	0	0	0.00309	0
Healthy	39.9439	6.16628	0	5.80849	0.66699	0	0	0	0.24692		5.80849	0	0.66699	0	2.42427	0	1.78144	0	0	0.24692
Healthy	28.4648	8.36898	2.66297	13.9963	0.95351	0.0261	0.86277	0	0.00563		13.9963	0.69177	0.95351	0.21463	0.14687	0.86277	0	0	0.18521	0.00563
Healthy	11.18476	0.00945	8.65842	1.97889	0.71083	0.0028	0.00572	0	0		1.97889	0	0.71083	3.72896	0.31368	0.00572	0	0	0	0
Healthy	68.83196	4.73373	0.18874	0	0.46318	0	0.06438	0	0		0	0	0.46318	5.97047	0	0.06438	0	0	0	0
Healthy	18.48175	17.32882	9.54251	0	0.20593	7.66468	2.23933	0	0.16066		0	0.04061	0.20593	1.53753	0.15336	2.23933	0	0	0.00557	0.16066
Healthy	19.80125	26.8371	12.25742	1.47459	1.55353	0	0.6945	0	0		1.47459	0	1.55353	0	0	0.6945	0	0	0	0
Healthy	89.60612	2.08801	0.20254	0.33198	0	0	0.04658	0	0		0.33198	0.89533	0	0.61745	0.02738	0.04658	0	0	0	0
Healthy	79.32634	0.44548	0	2.7942	0.045	0	0	0	0		2.7942	0	0.045	0.08939	0.02934	0	0	0	0.02326	0
Healthy	64.7915	0	0.05957	10.0015	0.13998	0	0.23655	0	0		10.0015	0	0.13998	0.15628	0	0.23655	0	0	0.0209	0
Healthy	46.14072	5.46499	2.3804	1.38799	0	0	0.53344	0.0483	0		1.38799	0	0	1.9211	0.11963	0.53344	0	0.0483	0.13915	0
D013167	41.77991	14.1622	17.53671	0.45595	0.18301	0.0472	3.22471	0	0.02067		0.45595	0	0.18301	0.06044	4.44962	3.22471	6.15321	0	0	0.02067
Healthy	74.22648	6.35769	1.97195	0.28046	0.18012	0.00312	0.00078	0	0		0.28046	0	0.18012	0.46264	0.05535	0.00078	0	0	0	0
Healthy	24.52221	10.57266	1.3118	0.10108	0.26968	0	1.43841	0.00412	0.0745		0.10108	2.16926	0.26968	0.30777	0.64157	1.43841	1.24512	0.00412	0.08894	0.0745
Healthy	62.82739	7.34277	0	3.66633	0	0	0.01594	0	0		3.66633	0	0	0.29907	0	0.01594	0	0	0.19456	0
Healthy	16.25658	26.48171	22.98323	0.83901	0.10506	0	0.15821	0	0.11959		0.83901	0.02971	0.10506	0.07138	0.15578	0.15821	0	0	0.18604	0.11959
Healthy	60.71918	1.24061	0.0323	7.15652	0	0	0.01238	0	0		7.15652	0.69476	0	1.51314	0	0.01238	0	0	0.30347	0
Healthy	38.66583	17.95265	3.01538	0.6495	0.75743	0	0.13632	0	0.64746		0.6495	0	0.75743	0	0.42561	0.13632	0.0853	0	0	0.64746
Healthy	73.60357	6.05921	0.04541	0.40236	0.04636	0	0	0	0		0.40236	0	0.04636	0.02032	0	0	0	0	0.02988	0
Healthy	22.96777	16.98171	5.90147	0.06508	0.26814	0	4.2277	0.04955	0.24596		0.06508	0	0.26814	0.07442	4.84416	4.2277	0	0.04955	0	0.24596
Healthy	16.50911	6.23696	11.19317	9.7891	14.23795	0	1.27449	0	0		9.7891	2.50305	14.23795	0.08838	0	1.27449	0.16206	0	0	0
Healthy	51.20972	3.62876	0.11527	17.49554	0.19981	0	0.41828	0	0		17.49554	0.96752	0.19981	0.05176	0.02618	0.41828	0	0	0.01556	0
Healthy	24.12008	13.04518	0.66193	0.25436	0.15871	0	0.16626	0	0		0.25436	0	0.15871	0.03037	0.16911	0.16626	0	0	0	0
Healthy	47.11644	6.21253	0.96963	2.15515	0.70932	0	0	0	0		2.15515	0.01451	0.70932	5.9298	0.01334	0	3.40753	0	0	0
Healthy	46.53449	3.38891	28.37131	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	49.88645	13.88107	1.65081	0.10395	0	0	0.29666	0	0		0.10395	1.4265	0	0.57633	0.10711	0.29666	0	0	0.31051	0
Healthy	40.86327	4.90135	3.36545	0.26632	1.59787	6.69434	0.21175	0.01014	0.00586		0.26632	0	1.59787	0	0.22563	0.21175	0	0.01014	0	0.00586
Healthy	82.80283	1.5721	0	0	0	0	0	0	0		0	0	0	0	0.15243	0	0	0	0	0
Healthy	16.93243	11.94591	11.68151	2.14707	0	0	2.36626	0	0		2.14707	0	0	0	0	2.36626	0.02442	0	0	0
Healthy	74.21552	0.98607	0.02335	0.01098	0.04412	0	0.11767	0	0.05229		0.01098	5.35162	0.04412	0.63126	0.14494	0.11767	0	0	0.02569	0.05229
Healthy	66.90504	0	0.06144	11.5426	0.17368	0	0.21004	0	0		11.5426	0	0.17368	0.15248	0	0.21004	0	0	0.01842	0
Healthy	1.76094	17.73548	3.99045	1.50484	0.81814	0	1.68792	0	0.11784		1.50484	0	0.81814	0	1.19718	1.68792	0.17896	0	0.0237	0.11784
Healthy	77.53896	10.39646	0.24642	0.06158	0	0	0.03848	0	0		0.06158	0.35196	0	0.85468	0.03819	0.03848	0	0	0.00133	0
Healthy	7.16012	8.95789	12.06113	1.66306	19.83488	0	1.63534	0.04377	0		1.66306	0	19.83488	0.07641	4.17157	1.63534	0	0.04377	0.00046	0
Healthy	20.66517	8.17545	17.04909	8.78375	1.05054	0	4.57511	0	0		8.78375	1.88655	1.05054	0	0	4.57511	0	0	0	0
Healthy	41.07074	8.61412	0.28458	2.05426	0.4134	0	0.00387	0	0		2.05426	0.70036	0.4134	5.79825	0.05165	0.00387	0.87851	0	0	0
Healthy	27.96579	12.85447	12.98484	0	0.1602	0	1.11762	0	0.00655		0	0.0041	0.1602	1.37364	0	1.11762	0	0	0.00347	0.00655
Healthy	69.93574	4.54655	4.23675	0.07433	0	0	0	0	0		0.07433	0.12044	0	0.24467	0	0	0	0	0.0611	0
Healthy	30.96834	14.18288	6.81544	0.40548	0.7066	0	1.75348	0	0.28309		0.40548	0.99344	0.7066	0.13222	0.12035	1.75348	1.2162	0	0.14221	0.28309
Healthy	53.65126	18.27108	0	0.28069	0	0	0	0	0		0.28069	1.0437	0	7.24791	0	0	0	0	0.05295	0
Healthy	62.8	15.06211	0.2069	0	0	0	0	0	0		0	0	0	0.17831	0	0	0	0	0	0
Healthy	68.59559	4.90514	0.21653	0	0.43515	0	0.05665	0	0		0	0	0.43515	6.19596	0	0.05665	0	0	0	0
Healthy	63.18419	4.21126	0	0	0	0	0.0476	0	0		0	0	0	2.98424	0.0663	0.0476	0	0	0.43122	0
Healthy	21.09517	17.75143	2.55861	0	0.29468	0	0	0.76695	0		0	0	0.29468	0	0.80749	0	1.80022	0.76695	0	0
Healthy	15.95491	19.24559	32.46688	0	0.31516	0	2.56499	0	0		0	0	0.31516	1.21066	0	2.56499	0	0	0	0
Healthy	57.7349	11.885	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	36.7589	9.91987	5.76618	0.12575	0.08695	0	0.18821	0	0.27214		0.12575	0	0.08695	0.02934	0.89319	0.18821	0	0	0	0.27214
Healthy	56.86951	6.98598	0.10876	0.18209	0.56351	0	0.73683	0	0		0.18209	0	0.56351	0.24758	0.0065	0.73683	2.6772	0	0	0
Healthy	58.40417	2.02496	0.08189	0.00906	0.14412	0.0052	0.32197	0	0		0.00906	0	0.14412	1.64733	5.14037	0.32197	1.96463	0	0	0
Healthy	82.74286	6.82758	0.64975	0.72617	0.06265	0	0.04989	0	0		0.72617	0	0.06265	0.22701	0	0.04989	0	0	0	0
Healthy	0.0113	0.00181	0.00739	82.805	4.58809	0	0	8.82624	0		82.805	0	4.58809	0	0.44632	0	0	8.82624	0	0
Healthy	42.49249	10.62196	3.63972	0	0.53147	0.11301	0.97004	0	0.12234		0	0.21708	0.53147	0.94444	0.3211	0.97004	0.00205	0	0.05792	0.12234
Healthy	64.67929	4.41581	0	0	0	0	0.09646	0	0		0	0	0	1.15823	0.04758	0.09646	0	0	0.45755	0
Healthy	66.61678	5.5318	0.03068	0	0.26127	0.13835	0.01768	0	0.03922		0	0	0.26127	0.69383	0.00988	0.01768	0	0	0.00175	0.03922
Healthy	19.25327	34.65615	0.77807	0.27603	0.05104	0	0	0	0		0.27603	0	0.05104	0	1.38214	0	0.41895	0	0	0
Healthy	6.74321	0.01764	65.81408	0.18035	2.59891	0	3.84846	0	0		0.18035	2.4118	2.59891	0	0.05739	3.84846	0	0	0	0
Healthy	69.46398	5.17724	0.20776	0	0.5862	0	0.04771	0	0		0	0	0.5862	5.9785	0	0.04771	0	0	0	0
Healthy	42.84926	5.3621	1.15794	30.17302	1.0077	0	0.9556	0.01617	0.03252		30.17302	0.59191	1.0077	1.1171	0.02807	0.9556	0	0.01617	0.0795	0.03252
Healthy	62.42068	11.10843	0	0	0	0	0.42755	0	0		0	0	0	0.04775	0	0.42755	0	0	0	0
Healthy	64.45509	3.92147	0	0	0	0	0.08662	0	0		0	0	0	3.08774	0.09143	0.08662	0	0	0.47047	0
Healthy	5.88306	3.68892	0	0	0	0	0	0	0		0	0	0	0	3.02827	0	1.16794	0	0	0
Healthy	26.19194	37.25605	0.72195	0.1208	0.03881	0	0.88246	0	0.06238		0.1208	0	0.03881	1.66666	0.12452	0.88246	0.14252	0	0.00465	0.06238
Healthy	57.48656	6.52563	4.01731	0	0.19957	0	1.11129	0	0		0	1.63701	0.19957	1.01856	0	1.11129	0.01034	0	0.05587	0
Healthy	32.68989	12.32713	2.59621	2.1448	2.29294	0	0.12765	0	0.1023		2.1448	0	2.29294	0.01796	0	0.12765	0	0	0.022	0.1023
Healthy	59.43163	4.43398	1.94693	0.03912	0	0	0.161	0	0		0.03912	4.96987	0	0.25238	0	0.161	0	0	0.87425	0
Healthy	7.70073	44.93857	7.05114	0	0.17413	0	0.11341	0	0		0	0	0.17413	0	0.0345	0.11341	0	0	0	0
Healthy	68.41298	2.6928	0.31889	0.60083	0.0456	0	0.89028	0	0		0.60083	0.00221	0.0456	0.03376	0.40236	0.89028	0.02071	0	0.42072	0
Healthy	43.74143	13.41927	14.80964	0.07344	0.08174	0	0.95788	0.05944	0.03708		0.07344	0.07655	0.08174	0.35714	0.01682	0.95788	0	0.05944	0.0675	0.03708
Healthy	19.80319	10.531	1.5923	0	0.01691	0	0	0	0		0	0	0.01691	0	0	0	0	0	0	0
Healthy	22.94598	23.24599	0.43292	1.36942	0.51558	0	0.92171	0	0.16096		1.36942	0	0.51558	0.00462	0	0.92171	0	0	0	0.16096
Healthy	58.22365	2.8057	0.48423	0	0.18812	0	0	0	0		0	0	0.18812	0	4.52987	0	0	0	0	0
Healthy	38.86294	11.3834	3.93282	0.3845	0.25744	0	0.40593	0	0.00076		0.3845	4.6533	0.25744	0.02087	2.2781	0.40593	0	0	0.01959	0.00076
Healthy	13.12369	5.78504	0.02675	10.3109	0	0	1.45406	0	0		10.3109	43.9572	0	0.25265	0.17695	1.45406	0	0	0.72076	0
Healthy	0.00985	0	0.27556	93.33717	0.40134	0	0	1.95362	0		93.33717	0	0.40134	0.00158	0	0	0	1.95362	0	0
Healthy	44.97863	6.86061	5.4419	0	0.00515	0	0.70914	0	0		0	7.07682	0.00515	0.25018	0.20636	0.70914	0	0	0.12106	0
Healthy	25.14386	15.67761	0.23919	0.15795	16.60397	0	0.15658	0	0.00414		0.15795	0	16.60397	0.00356	0.01362	0.15658	0	0	0.10155	0.00414
Healthy	35.31285	19.69882	2.37697	0.35545	0.54636	0	1.02747	0	2.10565		0.35545	1.63248	0.54636	0.32458	2.49719	1.02747	0	0	0.10535	2.10565
Healthy	36.11413	10.35681	0.41072	0.03997	0.04475	0	0.05049	0	0		0.03997	0.00167	0.04475	0	0.06304	0.05049	0	0	0	0
Healthy	77.08866	1.06165	0.02763	0.18092	0.16847	0	0	0.00205	0.09696		0.18092	0	0.16847	0	0.25017	0	0	0.00205	0	0.09696
Healthy	63.73873	7.46393	0.62643	0.15005	0.00926	0	0.223	0	0		0.15005	0	0.00926	1.44825	0	0.223	0	0	0.05634	0
Healthy	83.6596	2.79938	1.15496	0.12628	0	0	0.4799	0.25332	0		0.12628	0	0	0.34439	0.03591	0.4799	0	0.25332	0.05384	0
Healthy	16.99597	17.55929	14.72908	0.3603	0.71023	0	0.66037	0	0.00042		0.3603	0	0.71023	0.16782	0.0226	0.66037	0	0	0.15744	0.00042
Healthy	16.26391	25.11393	1.50978	0.0382	0.06697	0.72313	0.45753	0	0		0.0382	0	0.06697	0.17961	2.58074	0.45753	0.89326	0	0.28306	0
Healthy	78.51763	2.28839	0	0	0	0	0.61621	0	0		0	0	0	0	0.29062	0.61621	0.04011	0	1.7125	0
Healthy	63.59761	4.16233	0	0	0	0	0.03955	0	0		0	0	0	3.21734	0.09975	0.03955	0	0	0.49759	0
Healthy	36.04103	39.43039	0.07277	0.09703	0	0	0.03609	0	0		0.09703	0.02182	0	0	0.1009	0.03609	0	0	0	0
Healthy	45.38754	8.5491	0.09781	0	2.7731	0	0.01564	0	0.03304		0	0.15338	2.7731	0	0.23356	0.01564	0	0	0	0.03304
Healthy	0.00421	0	0.00228	99.3324	0	0	0	0.59994	0		99.3324	0	0	0	0	0	0	0.59994	0	0
D013167	70.35171	9.44857	0.00574	0.65309	0.11013	0	0.39208	0	0.07612		0.65309	0	0.11013	0	0.24067	0.39208	0	0	0	0.07612
Healthy	82.99465	3.80274	0	0.55071	0.01218	0	0.239	0	0		0.55071	0	0.01218	0.02982	0	0.239	0	0	0	0
D013167	81.34083	5.60289	1.31415	0.14314	0.03681	0	0	0	0		0.14314	0	0.03681	0	0	0	0	0	0	0
Healthy	36.25359	6.07142	30.34293	0.7624	0.15263	0	0.20832	0	0.15417		0.7624	0.14577	0.15263	0.00834	0.54942	0.20832	0	0	0	0.15417
Healthy	63.32827	1.34119	0.94641	0	0	0.00681	0.25935	0	0		0	0	0	0.16061	0.05353	0.25935	0	0	0.05515	0
Healthy	20.864	50.63382	0	0	0	0	0.27293	0	0		0	0	0	0	4.57667	0.27293	6.80856	0	0.12984	0
Healthy	58.84551	4.04765	0.31477	0	0	0	0.20949	0	0		0	8.13114	0	0.35696	0	0.20949	0	0	0.558	0
Healthy	66.80943	3.0567	0	0.81014	0.04787	0	0.05285	0	0.15122		0.81014	0	0.04787	0	0.02503	0.05285	0	0	0.06348	0.15122
Healthy	70.63648	2.36534	0.35379	0	0	0	0	0	0		0	0	0	0.20796	0.36642	0	0	0	0	0
Healthy	73.14741	5.95623	0	0.52748	0.04692	0	0	0	0		0.52748	0	0.04692	0.01046	0	0	0	0	0.0076	0
Healthy	42.19125	11.54038	2.84119	0.04164	0.39195	0	1.15313	0	0		0.04164	0.03008	0.39195	3.63964	0	1.15313	0	0	0	0
Healthy	67.05309	16.55574	0	0.09185	0.00362	0	0.1482	0	0		0.09185	0.56197	0.00362	0.54442	0.00047	0.1482	0	0	0.01281	0
Healthy	77.87985	9.83273	0.0952	0.11803	0.02294	0	0.03061	0	0		0.11803	0	0.02294	0.07572	0.02461	0.03061	0	0	0	0
Healthy	83.57456	0.03065	0.34483	0.19074	0.24268	0	0	0	0.03091		0.19074	1.37537	0.24268	0	0.00036	0	0	0	0	0.03091
D013167	78.10534	12.46643	0	1.71098	0	0	0.2429	0	0		1.71098	0	0	0.02879	0	0.2429	0	0	0	0
Healthy	43.23673	0.53084	0	0.35282	0.39834	0	0.11416	0	0		0.35282	0	0.39834	0	7.07218	0.11416	0	0	0.00266	0
Healthy	21.21822	9.64304	11.145	0.15676	0.02024	0	0.08943	0	0.13131		0.15676	0	0.02024	0.00571	0.03068	0.08943	0	0	0	0.13131
Healthy	83.62879	3.2677	3.65866	0	0	0	0	0	0		0	0.05846	0	0.05599	0	0	0	0	0.39031	0
Healthy	9.64181	8.60052	11.72604	1.36281	19.59527	0	1.46142	0.04414	0		1.36281	0	19.59527	0.07199	4.08595	1.46142	0	0.04414	0.00529	0
Healthy	15.2001	10.37747	0.73248	0	0.58033	0	0.3561	0	0.36434		0	0	0.58033	0.10204	0.01137	0.3561	0	0	0.00744	0.36434
Healthy	6.84403	0	74.24128	5.28272	0.06682	0	4.75024	0.57383	0.00864		5.28272	0	0.06682	0	0	4.75024	0	0.57383	0	0.00864
Healthy	64.07225	7.46478	0.15337	1.18181	0.06608	0	0.22931	0.0012	0.00826		1.18181	0.02786	0.06608	1.37251	0	0.22931	0	0.0012	0.2493	0.00826
D013167	78.14799	3.48911	0.20751	0.11603	0	0.15245	0.05408	0	0		0.11603	0	0	0.17552	0.00543	0.05408	0	0	0.09293	0
Healthy	24.68236	1.36818	1.26194	0.71467	15.14235	0	2.36591	0.02686	0.00257		0.71467	1.73321	15.14235	0.02924	0.21195	2.36591	1.36651	0.02686	0	0.00257
Healthy	47.58464	18.84294	0.00246	3.12897	0.2776	0	0.00771	1.59893	0.29017		3.12897	0	0.2776	0	0.02608	0.00771	0	1.59893	0.01577	0.29017
Healthy	41.69468	13.53285	0.01777	0.12877	0.10548	0	1.90207	0.24298	0.04687		0.12877	7.46565	0.10548	0.07476	0.03567	1.90207	0	0.24298	0.1953	0.04687
Healthy	41.82928	11.92133	0.18946	0.05275	2.77653	0	0.00331	0	0.30967		0.05275	0.09818	2.77653	0.16469	0.17285	0.00331	0	0	0.01062	0.30967
Healthy	83.32758	2.78083	1.08547	0.12491	0.00415	0	0.44293	0.22161	0		0.12491	0	0.00415	0.28935	0.03567	0.44293	0	0.22161	0.05279	0
Healthy	25.55658	8.07709	38.26172	1.31321	0.23305	0	0.35287	0	0.49756		1.31321	0	0.23305	0.0605	1.12563	0.35287	0	0	0	0.49756
Healthy	45.19073	11.62224	10.0008	0.53268	0.73901	0	0.3159	0.01077	0.27633		0.53268	0	0.73901	2.01035	0	0.3159	1.38538	0.01077	0.00132	0.27633
Healthy	35.35294	3.38786	6.76928	0	0.20564	0	1.01716	0	0.01195		0	6.54328	0.20564	0.30027	0	1.01716	0	0	0.06853	0.01195
Healthy	40.45877	8.95794	0.30703	2.24622	0.47349	0	0.00983	0	0		2.24622	0.76858	0.47349	5.82004	0.03848	0.00983	0.88013	0	0	0
Healthy	39.76939	7.73876	9.43173	0.89265	0.27132	0	0.01306	0.00486	0.02572		0.89265	0.94624	0.27132	0.90663	0.06618	0.01306	0	0.00486	0	0.02572
Healthy	40.0581	8.93617	0.92758	1.10372	0.90117	0	0.03192	0	0.01107		1.10372	2.87693	0.90117	1.58452	0.94072	0.03192	0	0	0.01538	0.01107
Healthy	7.38156	0	77.81907	2.90729	0.56721	0	0	0.45833	0		2.90729	0	0.56721	0	0	0	0	0.45833	0	0
Healthy	40.00541	6.96687	13.49806	1.44863	0.07445	0	0	0	0.37412		1.44863	0.05151	0.07445	0.04528	0.31	0	0	0	0	0.37412
Healthy	67.45016	2.39128	0.04287	0	0	0	0	0.27252	0		0	0.11621	0	0	0	0	0	0.27252	0	0
Healthy	18.93339	13.83968	10.49698	0.04844	0.07384	0	0.07108	0	0.04726		0.04844	1.77402	0.07384	0.07849	0.04387	0.07108	3.54093	0	0.03051	0.04726
Healthy	33.38716	11.7229	0.1036	0.0546	0.68307	0	0.19052	0	0		0.0546	0	0.68307	0.09861	1.22523	0.19052	3.84709	0	0	0
Healthy	14.36023	6.97761	0.48572	1.10797	0.006	0	0.01378	0	0.00279		1.10797	5.50325	0.006	1.41746	0	0.01378	1.79344	0	0	0.00279
Healthy	26.99455	4.35982	0.12523	0.01539	0.23414	0	0.05756	0	0.00373		0.01539	0.55641	0.23414	0.15098	0.72541	0.05756	0	0	0	0.00373
Healthy	32.13403	28.97877	0.00421	1.15812	0	0	0.53123	0	0.01007		1.15812	0	0	0.02629	0.68012	0.53123	12.4621	0	0.01282	0.01007
Healthy	15.76133	5.18687	12.15454	0	0.84631	0	0.83719	0.00495	0		0	0.93483	0.84631	0	1.96761	0.83719	0	0.00495	0	0
Healthy	0.00116	1.79372	26.17698	7.46327	1.33778	0	0.0532	1.80175	0.66857		7.46327	0	1.33778	0.88337	3.71166	0.0532	0	1.80175	0	0.66857
Healthy	21.72158	7.31055	47.76658	0.0274	0.67221	0	0.69723	0.01802	0.00332		0.0274	0	0.67221	3.89876	0	0.69723	0.11165	0.01802	0.00855	0.00332
Healthy	80.02181	3.85451	0	0.23876	0	0	0.02949	0.00428	0.00384		0.23876	0	0	0.15155	0.00703	0.02949	0	0.00428	0.03054	0.00384
Healthy	92.37086	1.0371	0.18969	0.06106	0	0	0	0	0		0.06106	1.85231	0	0.50884	0	0	0	0	0	0
Healthy	36.46828	0.86701	0	0	0	0	0	0	0		0	0	0	0	6.35549	0	0	0	0	0
Healthy	38.19224	13.90893	5.35245	7.74478	0.50239	0	1.33277	0	0.07496		7.74478	0.71933	0.50239	2.24124	0.08378	1.33277	0	0	0.00133	0.07496
Healthy	0.03814	0	6.59575	87.6699	4.6561	0	0	0.04741	0		87.6699	0	4.6561	0.04965	0	0	0	0.04741	0	0
Healthy	45.26473	12.90988	0.26711	1.01853	0.78952	0	0.21191	0.10447	0.28323		1.01853	0.01764	0.78952	1.83111	0.40302	0.21191	1.23038	0.10447	0.00889	0.28323
Healthy	74.29777	1.95808	0	0	0	0	0	0	0		0	0.70276	0	0.01528	0	0	0	0	0	0
Healthy	36.8274	15.21987	2.80319	0.16438	0.05277	0.03804	0.7347	0	0.0975		0.16438	0	0.05277	0.03217	0.02874	0.7347	0	0	0.15156	0.0975
Healthy	81.72666	1.76508	0.02023	0	0	0	0	0	0		0	0	0	0	0.51735	0	0	0	0	0
Healthy	73.74703	6.13736	0.02352	0.60422	0.02913	0	0	0	0		0.60422	0	0.02913	0.00901	0	0	0	0	0.04112	0
Healthy	70.62031	4.37566	4.05241	0.14705	0	0	0	0	0		0.14705	0.09043	0	0.24334	0	0	0	0	0.07434	0
Healthy	42.29907	11.4141	4.16215	0.18304	0.0719	0.21933	0.65028	0.00754	0.31151		0.18304	0.98179	0.0719	0.09001	3.35605	0.65028	0	0.00754	0.01399	0.31151
Healthy	28.91364	1.84406	0	0	0	0	0	0	0		0	0	0	0	0.76987	0	0	0	0	0
Healthy	29.45115	8.03279	0.14517	0	0.09841	0	0.38363	0	0		0	23.484	0.09841	0	0.21724	0.38363	2.52302	0	0.71462	0
Healthy	59.94951	5.15565	3.63884	0.13388	0.09111	0	0	0	0		0.13388	0.90006	0.09111	0.11188	0	0	0	0	0.36652	0
Healthy	69.31403	4.64936	4.25504	0.09389	0.01041	0	0.00443	0	0		0.09389	0.11704	0.01041	0.26229	0	0.00443	0	0	0.08906	0
Healthy	51.86404	11.54881	0	0	0	0	0	0	0		0	0	0	0.04924	0	0	3.95932	0	0	0
Healthy	87.79754	0.51711	0.00788	0.02213	0.07013	0	0	0	0.42534		0.02213	0	0.07013	0	0.03373	0	0	0	0	0.42534
Healthy	52.10296	5.69042	1.25183	1.81989	0	0	0.02019	0	0.14632		1.81989	0	0	0.05455	0.32	0.02019	0	0	0	0.14632
Healthy	3.58455	24.99125	5.34989	0	3.31825	0	0	0	0		0	0	3.31825	0	0	0	0	0	0	0
Healthy	68.68363	2.43832	0.40903	0.02321	0	0	0	0	0		0.02321	0	0	0.21457	0.27242	0	0	0	0	0
Healthy	68.74356	8.73797	0.12091	0.0328	0	0	0.08428	0	0		0.0328	0	0	0.04583	0.50213	0.08428	0	0	1.66613	0
Healthy	28.65617	10.05209	0.73441	2.17787	8.25162	0	4.46641	0	0		2.17787	1.91177	8.25162	0	3.5968	4.46641	1.91706	0	0	0
Healthy	63.79876	1.44559	0.89222	0	0	0.00688	0.25148	0	0		0	0	0	0.15651	0.07183	0.25148	0	0	0.06513	0
Healthy	79.20896	1.62637	0.0863	0	0	0	0	0	0		0	0	0	0.26069	0	0	0	0	0	0
Healthy	56.25764	2.42457	0	0	0.0223	0	0	0	0.09037		0	0.00383	0.0223	0.01474	0	0	2.4818	0	0	0.09037
Healthy	32.27683	8.07052	4.33814	0	0.23235	0	0.25072	0	0.28594		0	0.46621	0.23235	1.15039	0	0.25072	5.57201	0	0.00189	0.28594
Healthy	64.17502	3.06323	0.99456	0	0	0.00458	0.25121	0	0		0	0	0	0.19017	0.06868	0.25121	0	0	0.06104	0
Healthy	42.13047	8.65562	1.8504	0.68054	0.48635	0	0.29517	0	0		0.68054	0.4713	0.48635	2.89444	1.90703	0.29517	0	0	0.0481	0
Healthy	0	47.21609	4.24856	0	0	0	3.58572	0	0		0	17.4263	0	0	0	3.58572	0	0	0	0
Healthy	32.80466	19.83051	0	0.40379	0.11797	0	0	0	0.20194		0.40379	0	0.11797	0	0	0	0	0	0	0.20194
Healthy	56.49432	1.01702	0	0.6727	0.00882	0	0.02957	0	0.05314		0.6727	0	0.00882	0.04209	0.06302	0.02957	0	0	0.03612	0.05314
Healthy	68.44359	0	17.02573	0.74512	0.86968	0	4.0174	0	0.03828		0.74512	0	0.86968	0.77874	0	4.0174	0	0	0	0.03828
Healthy	92.1473	1.47871	0	4.12779	0	0	0	0	0		4.12779	0.53649	0	0	0	0	0	0	0	0
Healthy	23.00519	16.13124	5.02245	1.83545	2.88264	0	0	0.25317	0		1.83545	3.051	2.88264	0	0	0	0	0.25317	0	0
Healthy	64.06188	4.07635	0	0	0	0	0	0	0		0	0	0	3.18134	0.0405	0	0	0	0.24434	0
Healthy	64.13532	4.00816	0	0	0	0	0.06704	0	0		0	0	0	3.01158	0.07771	0.06704	0	0	0.33779	0
Healthy	14.14777	16.72682	0	0.01484	0.07801	0	0.3515	0.11321	0		0.01484	1.18295	0.07801	0.16203	0.40002	0.3515	0	0.11321	0.04101	0
Healthy	18.69823	21.95867	1.29975	0.04559	2.10095	0	1.55705	0.03056	0.41789		0.04559	0.00566	2.10095	0	16.44743	1.55705	1.62095	0.03056	0	0.41789
Healthy	12.99612	24.37807	1.11626	0.16489	1.4514	0	0.15085	0	0.4104		0.16489	0.02702	1.4514	0.04103	1.21208	0.15085	1.52412	0	0	0.4104
Healthy	24.87301	21.56004	1.20466	2.31023	8.22318	0	1.08057	0	0.06758		2.31023	0	8.22318	0.21396	0.12564	1.08057	0	0	0.09504	0.06758
Healthy	28.73911	29.23761	0	0	0	0	0.6947	0	0		0	0	0	0	0.57303	0.6947	2.69908	0	0	0
Healthy	24.27956	12.30482	0.05422	0	0.12664	0	0.33927	11.5426	0		0	14.9065	0.12664	0.04026	3.0786	0.33927	0	11.5426	0.00212	0
Healthy	75.23177	7.55734	0	0.04317	0.0434	0	0.99055	0	0		0.04317	0.28653	0.0434	0	0.07882	0.99055	0	0	0	0
Healthy	62.65267	8.80501	0.002	8.48501	0.05048	0	0.06275	0.06041	0.66049		8.48501	0	0.05048	0.30935	0	0.06275	0	0.06041	0.02153	0.66049
Healthy	33.92343	3.7618	0.15815	0.07032	0.35595	0	0	0.0638	0		0.07032	0	0.35595	0.39488	0.91029	0	0	0.0638	0	0
Healthy	60.8361	6.4736	0.87671	0.74286	0.42666	0	0	0	0		0.74286	5.74457	0.42666	2.38969	0.07792	0	0.24554	0	0	0
Healthy	22.48595	33.30098	5.56913	0.47299	0.77635	0	0.36271	0.00038	0.14908		0.47299	0	0.77635	0.18365	0.00749	0.36271	0	0.00038	0	0.14908
Healthy	67.57311	4.41833	0.08805	0	0.05079	0	0.19455	0	0		0	10.3129	0.05079	0.08094	0	0.19455	0.85189	0	0.19444	0
Healthy	40.07286	19.8016	0	0.24052	0.26825	0	1.00994	0	0.05592		0.24052	0	0.26825	0	3.61034	1.00994	1.40714	0	0	0.05592
