group	Bacteroidales	Oscillospirales	Actinomycetales	Enterobacterales	Lactobacillales	Selenomonadales	Coriobacteriales	Pseudomonadales	Peptostreptococcales		Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	26.36217	27.8322	0	0	0.16003	0	0	0	0		0	0	0.16003	0	0	0	0	0	0	0
Healthy	53.52142	7.5697	0.03159	1.22721	0	0	0.68905	0	0		1.22721	7.17834	0	0.23542	0.31186	0.68905	0	0	0.15019	0
Healthy	53.23884	4.47687	2.0627	1.57391	0	0	0.21376	0	0		1.57391	0	0	1.76629	0	0.21376	0	0	0	0
Healthy	49.92278	18.67006	0.23432	1.95493	0	0	0.13437	0	0		1.95493	0	0	3.06521	0	0.13437	0.83159	0	0	0
Healthy	89.09289	1.45312	0	0.36136	0.223	0	0.15418	0	0		0.36136	0	0.223	0.11586	0.02717	0.15418	0	0	0.00256	0
Healthy	65.07545	7.11944	0.48039	0.07258	0.0145	0	0.24418	0	0		0.07258	0	0.0145	1.40445	0.00617	0.24418	0	0	0.15304	0
Healthy	64.06727	4.81253	0.11051	0	0.09398	0.19196	1.3424	0	0		0	0	0.09398	3.70084	0	1.3424	0	0	0.03707	0
Healthy	48.80242	3.85535	0.27269	0.10591	0.03503	0	0.15641	0	0		0.10591	9.16536	0.03503	0.76266	0	0.15641	0	0	0.67466	0
Healthy	39.68736	12.19593	1.69776	0.30785	0.1806	0	0.07942	0	0		0.30785	2.55681	0.1806	0.00608	2.75207	0.07942	0	0	0	0
Healthy	3.37609	55.382	26.4576	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	22.54515	33.05769	5.48557	0.43259	0.85733	0	0.4206	0	0.12562		0.43259	0	0.85733	0.19696	0.00847	0.4206	0	0	0	0.12562
Healthy	61.90876	2.25388	0.16703	0.31284	1.93799	0	0.43065	0	0		0.31284	0	1.93799	0.49362	0.08712	0.43065	0	0	0	0
Healthy	65.77098	3.77801	0.46514	2.88551	0.24015	0	0	0	0		2.88551	0	0.24015	1.28976	0	0	0	0	0	0
Healthy	52.17961	30.05276	0.43193	1.34659	0.72561	0	0.04871	0	0		1.34659	0.18057	0.72561	0	0	0.04871	0	0	0	0
Healthy	4.39774	0.44311	8.0592	0	18.30827	0	8.18426	0	0		0	0.10792	18.30827	0.02111	9.57826	8.18426	0.20431	0	0	0
Healthy	49.23491	11.49575	0.13342	0.23505	0.41061	1.24005	0.23606	0.1721	0.27774		0.23505	0	0.41061	0.98327	0.24053	0.23606	2.06491	0.1721	0.34134	0.27774
Healthy	88.84668	1.4274	0	0.54344	0.26034	0	0.13229	0	0		0.54344	0	0.26034	0.1305	0.00982	0.13229	0	0	0.00761	0
Healthy	46.5767	18.65975	3.60287	0.06071	2.36562	0	1.22039	0	0.17155		0.06071	0	2.36562	1.67474	3.66131	1.22039	0.19486	0	0.05704	0.17155
Healthy	8.0179	3.66208	0	0	0	0	0	0	0.14174		0	0	0	0	0.36672	0	0	0	0	0.14174
Healthy	71.53509	3.67337	0.02202	0.20425	0.18192	0	0.06455	0.30961	0.46071		0.20425	0	0.18192	0.06756	0.11481	0.06455	0	0.30961	0.0596	0.46071
Healthy	34.82541	11.2332	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	23.7146	21.80977	0.89986	0.10072	1.34408	1.8491	0.90588	0	0.21757		0.10072	0.42284	1.34408	0.25126	0.13656	0.90588	0	0	0	0.21757
Healthy	38.55289	0	1.06664	54.4802	0.22569	0	0	3.74301	0		54.4802	0	0.22569	0	0	0	0	3.74301	0	0
Healthy	23.71179	6.11368	0.05056	24.8113	0	0	0.00789	0	0.02552		24.8113	0.07371	0	0.06847	0.12072	0.00789	0	0	0	0.02552
Healthy	65.86083	2.56625	0.11477	0.1835	0.26525	0	0.03182	0	0		0.1835	0	0.26525	0.2452	0.10943	0.03182	0	0	0.02623	0
Healthy	84.82546	1.7323	0.12108	0.8212	0.00194	0.78001	0.04992	0	0.0561		0.8212	0	0.00194	0.14985	0	0.04992	0	0	0.0213	0.0561
Healthy	88.87543	1.5189	0.09213	0	0	0	0	0	0		0	4.6295	0	0	0	0	0	0	0	0
Healthy	7.28936	0	3.17555	68.0827	0	0	0	0.36832	0		68.0827	0	0	0	0	0	0	0.36832	0	0
Healthy	70.25622	1.53919	0	0.04885	0	0	0	0	0		0.04885	2.84123	0	0	0	0	0	0	0	0
Healthy	43.52601	12.16234	1.06755	1.05698	0	0.47427	0.04591	0	0		1.05698	2.40184	0	0.23081	0.96634	0.04591	0	0	0.06803	0
Healthy	18.58328	2.69242	0.79033	2.73399	22.27831	2.38244	1.41242	0.25572	0.0234		2.73399	0	22.27831	0.03507	6.79747	1.41242	2.55158	0.25572	0.18021	0.0234
Healthy	21.84724	10.82703	0.47817	0.39886	0.2236	0	0.07225	0	0		0.39886	3.47228	0.2236	0.02812	0.03613	0.07225	0	0	0.07256	0
Healthy	30.04784	33.64406	2.48129	0	0	0	0.01643	0	0		0	4.19116	0	0.02182	0	0.01643	3.77965	0	0	0
Healthy	70.00135	2.39336	0.36907	0	0	0	0	0	0		0	0	0	0.17425	0.30214	0	0	0	0	0
Healthy	44.99102	8.24758	14.57025	2.4447	0.08121	0	0.12737	0	0.41546		2.4447	0	0.08121	0.04372	0.35555	0.12737	0	0	0	0.41546
Healthy	24.68143	8.04473	0.82962	0.06362	0.39736	0.00863	0.68768	0	0.7662		0.06362	0.21299	0.39736	0.05991	0.09341	0.68768	0	0	0	0.7662
Healthy	66.80106	0.08823	0.18021	1.26907	0	0	0	0	0		1.26907	0	0	0	0	0	0	0	0	0
Healthy	30.74518	3.53297	0.12194	0.30655	0.07118	0	0.10876	0	0.07375		0.30655	0	0.07118	0.73357	0.305	0.10876	0.11895	0	0	0.07375
Healthy	20.681	24.67137	0	0.10662	0.10194	0	0	0	0.31543		0.10662	2.48303	0.10194	0.1171	0.01904	0	0	0	0	0.31543
Healthy	67.23864	3.3899	0.36078	0.70112	0.04162	0	0.90455	0	0		0.70112	0	0.04162	0.00555	0.31872	0.90455	0.02612	0	0.43213	0
Healthy	79.5532	3.70954	1.09861	0	0	0	0.15301	0	0		0	3.73739	0	0.6799	0.00769	0.15301	0	0	0.02068	0
Healthy	77.46103	3.83002	0.6711	0.0629	0	0	0.18093	0	0		0.0629	0	0	0.24045	0.14078	0.18093	0	0	0.08262	0
Healthy	37.48435	2.96272	0.0445	0	0	0	0	0	0		0	0	0	0.28696	4.6511	0	0	0	0	0
Healthy	42.17307	4.37855	0.31078	0.28921	0	0	0.47721	0	0		0.28921	4.79499	0	0.50514	0.58424	0.47721	0	0	0.01653	0
Healthy	69.54745	2.50862	0.4033	0	0	0	0.00265	0	0		0	0	0	0.16316	0.31823	0.00265	0	0	0	0
Healthy	26.3885	12.37836	1.35364	0.08323	0.34771	0	1.26532	0	0		0.08323	0.4868	0.34771	0.00315	0.76495	1.26532	0.00879	0	0.51404	0
Healthy	18.78237	24.56914	4.34104	0.92251	4.0795	0	3.72011	1.08506	0.03073		0.92251	0	4.0795	0.07051	1.0362	3.72011	0	1.08506	0.08455	0.03073
Healthy	77.19162	4.23988	0.05927	0	0	0	0	0	0		0	12.5924	0	0.11572	0	0	0	0	0	0
Healthy	33.92262	16.46134	1.82498	0.59304	0.43111	0	0.10086	0	0		0.59304	0	0.43111	0.35801	0.11243	0.10086	0	0	0.00067	0
Healthy	27.41332	7.16227	2.22786	13.544	2.68379	0	0.52595	0	0.4396		13.544	5.3777	2.68379	0	0.74184	0.52595	2.71353	0	0	0.4396
Healthy	62.32274	7.44867	0.23251	0.31094	0.07244	0.84436	0.24388	0.06837	0.01483		0.31094	0	0.07244	0.04881	0.00191	0.24388	0	0.06837	0.00226	0.01483
Healthy	68.75745	7.72206	0	0.02447	0.0121	0	0.33413	0.01915	0		0.02447	0.50525	0.0121	0.01745	0	0.33413	0	0.01915	0.08344	0
Healthy	36.60658	9.90033	0	0	0	0	0	0	0.17891		0	0	0	0.05623	0	0	0	0	0.05779	0.17891
Healthy	22.21139	25.07178	0.37104	1.01397	0.1849	0.08545	0.11222	0	0.04		1.01397	0.04092	0.1849	0.01698	1.82278	0.11222	6.24934	0	0	0.04
Healthy	14.04776	8.45806	9.2484	4.34724	2.86345	0	5.40087	1.5446	0		4.34724	0	2.86345	0	0.20611	5.40087	0	1.5446	0	0
Healthy	79.3563	2.48088	0	0	0.08617	0	0	0	0		0	0.3553	0.08617	0	0	0	2.49667	0	0	0
Healthy	14.44243	0.02214	67.04504	1.47257	4.09721	0	0.00123	0.61522	0		1.47257	0	4.09721	0	0.01343	0.00123	0	0.61522	0	0
Healthy	47.15603	2.54261	4.7669	0.04056	0.00098	0	0.0728	0	0.048		0.04056	1.24863	0.00098	0.7626	0.15541	0.0728	0	0	0	0.048
Healthy	19.14718	35.1976	10.79398	0.2876	0.33876	0	0.50091	0	0		0.2876	0	0.33876	0.05785	0	0.50091	0	0	0	0
Healthy	67.53369	4.32026	0.31106	0	0	0	0	0	0		0	0	0	0.1497	0.24047	0	0	0	0	0
Healthy	67.96798	5.18063	0.18811	0	0.48478	0	0.05353	0	0		0	0	0.48478	6.20782	0	0.05353	0	0	0.01482	0
Healthy	39.78159	19.87075	0.24558	0	1.35608	0	0	0	0		0	0.06568	1.35608	0.10588	0	0	0	0	0	0
Healthy	17.42109	6.13491	0	0.54752	0.01917	0	0	0	5.59423		0.54752	0.35684	0.01917	0	1.75033	0	3.90566	0	0	5.59423
Healthy	46.68828	5.87192	0.20547	0.09375	3.04736	0	0.15254	0	0.00234		0.09375	0	3.04736	0.35944	1.16204	0.15254	0	0	0.01124	0.00234
Healthy	33.17284	10.21739	0	5.34141	0	0	0.13524	0	0		5.34141	0	0	0.04037	0.28255	0.13524	0	0	0.13317	0
Healthy	68.79055	1.30825	0.02847	0	0	0	0	0	0		0	0	0	0.13697	0	0	0	0	0	0
Healthy	46.32513	0	13.96202	10.9585	0.63723	0	2.96233	0.06811	0		10.9585	0	0.63723	0	0	2.96233	0	0.06811	0	0
Healthy	45.38947	15.91689	0.23212	0.413	0.0723	0	0.83402	0	0		0.413	0.02265	0.0723	0.22996	0.13579	0.83402	0	0	0.20968	0
Healthy	7.18264	9.09041	21.91893	0.30643	0.14553	0	1.58652	0	0.83955		0.30643	4.64073	0.14553	0.04855	3.91787	1.58652	0	0	0	0.83955
Healthy	20.40739	27.71414	4.01656	0.90366	0.20006	0	0	0	0		0.90366	2.12082	0.20006	0	0	0	0	0	0	0
Healthy	71.10958	0.79805	0	2.53982	0	0	0	0	0		2.53982	0	0	0.3207	0	0	0	0	0.06823	0
Healthy	44.66073	6.65479	5.33633	0.01133	0.01394	0	0.62282	0	0.00769		0.01133	6.84902	0.01394	0.00117	0.22527	0.62282	0	0	0.10009	0.00769
Healthy	67.51672	4.07999	0.31983	0.73654	0.05416	0	0.95895	0	0		0.73654	0.00874	0.05416	0.0305	0.29686	0.95895	0.03838	0	0.4126	0
Healthy	47.52177	10.3379	0.96653	0.09394	0.15939	0	0.34314	0	0.01169		0.09394	0.2033	0.15939	2.55923	0	0.34314	0	0	0	0.01169
Healthy	63.18956	6.55709	0.56352	0	0.05303	0	0.22654	0	0		0	0.0876	0.05303	2.66211	0.01407	0.22654	0	0	0.0502	0
Healthy	46.5268	1.38874	3.7193	2.93005	1.58204	0	0	0.15296	0.04384		2.93005	0	1.58204	0.41164	0.13997	0	0	0.15296	0	0.04384
Healthy	83.50859	6.69881	0.66726	0.64627	0.05218	0	0.05125	0	0		0.64627	0	0.05218	0.21041	0	0.05125	0	0	0	0
Healthy	69.61899	3.43284	0	0.11657	0	0	0	0	0		0.11657	0	0	0.21162	0.00254	0	0	0	0.20568	0
Healthy	35.45701	15.20514	1.33875	1.63962	0.24923	0	0.25627	0	0.01919		1.63962	0.01892	0.24923	1.47408	0.00771	0.25627	2.89743	0	0	0.01919
Healthy	35.4642	0.30588	13.97841	5.04845	0.37657	0	0	0	0.04691		5.04845	0	0.37657	0	0	0	0	0	0	0.04691
Healthy	81.15904	0.00191	0.56795	15.5594	0	0	0	2.58433	0.07936		15.5594	0	0	0	0	0	0	2.58433	0	0.07936
Healthy	17.74643	14.31615	22.8226	0.02114	0.4979	0	1.94707	0.02095	0.00132		0.02114	0	0.4979	1.11617	0	1.94707	0	0.02095	0.00413	0.00132
Healthy	0.01829	0.00098	42.35684	0.00218	12.49222	0	0	0	0		0.00218	0	12.49222	0	0	0	0	0	0	0
Healthy	22.85559	33.28718	5.49021	0.47574	0.87485	0	0.42599	0.00038	0.13109		0.47574	0	0.87485	0.18138	0.00934	0.42599	0	0.00038	0	0.13109
Healthy	62.06333	6.46788	0	0.02725	0	0	0.16551	0	0		0.02725	0.72345	0	0.00143	0	0.16551	0	0	0.02718	0
Healthy	35.39595	13.46754	0	0	0	0	0.00477	0	0.16291		0	0	0	0.05103	0.00267	0.00477	0	0	0.23466	0.16291
Healthy	35.00133	7.21913	4.47643	0.13076	10.34117	0	1.32098	0	0		0.13076	0.76146	10.34117	0	0.08728	1.32098	0.11406	0	0.05118	0
Healthy	24.18276	12.78462	0.36793	0.24447	0.3554	0	0.73849	0	0.35722		0.24447	1.98576	0.3554	0.11497	0.03302	0.73849	0	0	0	0.35722
Healthy	35.06354	12.1354	3.07708	0	5.97318	0	5.47963	0	0		0	0	5.97318	0	0.04042	5.47963	3.51275	0	0.84778	0
Healthy	34.40887	11.11072	0.16995	0.09357	0.72497	0	0.15829	0	0		0.09357	0	0.72497	0.08396	1.3466	0.15829	3.39564	0	0.00188	0
Healthy	8.96652	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	13.28972	5.96657	0.03174	11.0443	0.00878	0	1.50723	0	0		11.0443	43.6798	0.00878	0.28826	0.13637	1.50723	0	0	0.67525	0
Healthy	30.94194	7.78708	0.00489	1.14588	0.27559	0.17189	1.28273	0.20092	0.56078		1.14588	0	0.27559	1.99375	1.56549	1.28273	9.65135	0.20092	0.34965	0.56078
Healthy	48.29775	6.48318	1.51705	0.31241	0.05502	0	0.17825	0.06642	0.00189		0.31241	0	0.05502	0.5597	0.03851	0.17825	0	0.06642	0.02565	0.00189
Healthy	73.72796	6.3305	0.03824	0.40568	0.01308	0	0	0	0		0.40568	0	0.01308	0.00295	0	0	0	0	0.01315	0
Healthy	84.11875	3.37265	0	0.04764	0	0	0.04813	0	0		0.04764	0	0	0	0.23776	0.04813	0	0	0	0
Healthy	12.37931	2.85533	27.74194	0	0.75977	0	0.38855	0	0		0	0	0.75977	0	0	0.38855	0	0	0	0
Healthy	32.95493	32.3212	10.5561	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	39.49502	9.82815	1.34629	0.64972	0.21186	0	0.13767	0	0.00906		0.64972	1.58407	0.21186	0.10462	0.02485	0.13767	0	0	0.11593	0.00906
Healthy	69.04725	4.13202	0.32507	0	0	0	0	0	0		0	0	0	0.12904	0.28924	0	0	0	0	0
Healthy	70.12604	1.89261	0.34637	0.08873	0	0	0.00895	0	0		0.08873	0	0	0.11868	0.03612	0.00895	0	0	0	0
Healthy	19.31718	7.55398	0.52373	0.54414	0.21295	0	0.20922	0	0.05387		0.54414	2.74406	0.21295	0.02577	3.39497	0.20922	0.00157	0	0.01415	0.05387
Healthy	32.49242	15.82328	0.43557	0.14596	0.24108	0	0.09716	0	0		0.14596	0.55328	0.24108	0.24195	6.43219	0.09716	2.9922	0	0.00985	0
Healthy	57.50504	4.00569	0.37463	0	0	0	0.17142	0	0		0	8.52608	0	0.33818	0	0.17142	0	0	0.52681	0
Healthy	39.89908	3.47188	4.31168	0	0	0	1.0771	0	0		0	9.31857	0	0.03015	0	1.0771	0.01708	0	0	0
Healthy	52.91409	7.85149	0.17366	0.01875	0	0	0.17923	0	0		0.01875	5.41567	0	0.33606	0	0.17923	0	0	0.3516	0
Healthy	68.77191	7.66509	0	0.11128	0.0245	0	0.34022	0.03742	0		0.11128	0.5814	0.0245	0.0173	0	0.34022	0	0.03742	0.0648	0
Healthy	45.45746	5.8047	3.37868	0	0.20363	0	0.51819	0	0		0	1.05638	0.20363	0.2264	0	0.51819	0.05531	0	0	0
Healthy	66.03093	2.50795	0.08024	0.224	0.25532	0	0.0158	0	0		0.224	0	0.25532	0.22153	0.10005	0.0158	0	0	0.03382	0
Healthy	21.1453	7.58354	14.07816	0.01509	0.49613	0	0.85138	0	0.32366		0.01509	0	0.49613	1.55291	0.03031	0.85138	0	0	0.00339	0.32366
Healthy	69.13208	2.28526	0.36434	0	0	0	0	0	0		0	0	0	0.16446	0.31189	0	0	0	0	0
Healthy	86.46015	3.67811	0.19247	1.55593	0.07872	0	0	0	0		1.55593	0	0.07872	0.1169	0.0425	0	0	0	0.10717	0
Healthy	21.75481	2.26527	1.41318	3.84002	18.44388	3.34158	2.95649	1.22856	0		3.84002	0	18.44388	0	3.94497	2.95649	3.95739	1.22856	0.18342	0
Healthy	58.04255	4.37212	0.42715	0	0	0	0.21555	0	0		0	8.20473	0	0.38078	0	0.21555	0	0	0.56576	0
Healthy	92.24673	1.59374	0.00792	4.03448	0	0	0	0	0		4.03448	0.59403	0	0	0	0	0	0	0	0
Healthy	40.35934	13.24824	1.06139	0.11081	1.48386	5.08113	0.21786	0	0		0.11081	0.4233	1.48386	1.79857	0.03112	0.21786	0	0	0.04717	0
Healthy	39.48581	0.8625	0	0.52609	0.77118	0	0	0	0		0.52609	0	0.77118	0.02136	9.10512	0	0	0	0	0
Healthy	68.32121	8.12008	0	0.0185	0.02819	0	0.33115	0	0		0.0185	0.50967	0.02819	0.02551	0	0.33115	0	0	0.09384	0
Healthy	74.06347	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	6.96398	0.01185	19.45489	22.41286	1.62453	0	0.19079	12.15931	0		22.41286	0	1.62453	1.31253	0.31352	0.19079	0	12.15931	0	0
Healthy	39.1985	4.17122	0	0	0.00839	1.43581	0.06519	0	0		0	0	0.00839	0.97126	0.07233	0.06519	0	0	0	0
Healthy	25.10802	25.93731	6.20661	0	0.10321	0	6.15057	3.94201	0		0	0	0.10321	0.08698	0.74488	6.15057	0	3.94201	0.02415	0
Healthy	62.08988	6.83837	0.12916	0.14798	0.38215	0	0.32451	0	0.06884		0.14798	0.00396	0.38215	0.30189	0.98169	0.32451	0	0	0.01112	0.06884
Healthy	31.9736	0	17.8201	0.21398	0.03944	0	2.40182	0	0		0.21398	0	0.03944	0	0	2.40182	0	0	0	0
Healthy	35.78505	4.84032	0.03534	0.108	0	0	0.04012	0	0		0.108	0	0	1.84972	0.05804	0.04012	0	0	0	0
Healthy	87.21806	0.58681	4.32157	0.01907	0.09102	0	0.00133	0.30674	0.36256		0.01907	0	0.09102	0.5146	0.00441	0.00133	0.00027	0.30674	0	0.36256
Healthy	60.10863	7.15156	0.01362	0	0	0	0.36239	0	0		0	0	0	11.0407	0	0.36239	0	0	0	0
Healthy	36.41873	9.49568	1.02043	0.2123	0	0	0.02785	0	0.00937		0.2123	6.92065	0	0.20349	0.00254	0.02785	0	0	0.07159	0.00937
Healthy	13.7984	21.54445	5.67695	0	0.85793	0.04635	1.59359	0	0		0	2.29678	0.85793	0.21343	0.03596	1.59359	0	0	0.02166	0
Healthy	23.37048	16.887	0.11023	0.27557	0.17384	0	0.63405	0	0.02999		0.27557	7.21283	0.17384	0.03352	3.0882	0.63405	0	0	0.00678	0.02999
Healthy	71.06037	1.07435	0.10367	0.01278	0.11208	0	0.02431	0	0		0.01278	0.70978	0.11208	0.99013	0.10365	0.02431	0	0	0	0
Healthy	20.0404	13.77429	2.42049	0.037	0.2201	0	0.28597	0.4216	0.02826		0.037	2.42903	0.2201	0.00375	0.92134	0.28597	0.47297	0.4216	0	0.02826
D013167	65.53515	9.64268	6.64104	1.59372	0.2814	0	0.19858	0	0.02276		1.59372	0	0.2814	0.00094	0.15966	0.19858	0	0	0.08234	0.02276
Healthy	50.1858	11.96945	5.89671	0.85217	0.08129	0	1.3176	0	0.07205		0.85217	0.16777	0.08129	0.01064	0.21746	1.3176	0	0	0.17459	0.07205
Healthy	38.26838	23.58335	1.63376	0.17409	0.25978	0	0.57225	0	1.2567		0.17409	3.27005	0.25978	0.14544	0.92797	0.57225	0	0	0.06404	1.2567
Healthy	92.365	1.09796	0.16641	0.119	0	0	0	0	0		0.119	1.90243	0	0.52898	0	0	0	0	0	0
Healthy	81.22765	6.53527	0	0	0	0	0.03628	0	0		0	0	0	4.16845	0	0.03628	0	0	0	0
Healthy	65.0962	7.13689	0.56679	0.16099	0.02291	0	0.22143	0	0		0.16099	0	0.02291	1.45614	0.00307	0.22143	0	0	0.10964	0
Healthy	6.15386	3.97707	46.0919	24.47489	0.22715	0	5.49857	5.22524	0.02382		24.47489	0	0.22715	0.74192	0.03603	5.49857	0	5.22524	0.13845	0.02382
Healthy	28.92219	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	35.99257	2.73529	0	30.292	0	0	0	1.37916	0		30.292	0	0	0	0.62781	0	0	1.37916	0	0
Healthy	24.40406	8.88795	6.03746	0.17895	0.04587	0	0.89393	0	0.55979		0.17895	0.96214	0.04587	7.92056	0.04793	0.89393	0	0	0.01354	0.55979
Healthy	10.84973	12.31912	0.10161	0.01595	0.30067	0	0	0	0		0.01595	0.51042	0.30067	0.24059	0	0	0	0	0	0
Healthy	60.62347	6.60775	0.81501	0.70257	0.46523	0	0	0	0		0.70257	5.89208	0.46523	2.32965	0.04609	0	0.27923	0	0	0
Healthy	0.78649	0.00255	49.85755	4.94894	0.35685	0	0.0057	0.04985	0		4.94894	0	0.35685	0	0.05809	0.0057	0	0.04985	0	0
Healthy	78.72753	7.69482	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	30.64575	8.31948	0.13732	0	0.0831	0	0.3458	0	0		0	22.9272	0.0831	0.02018	0.25105	0.3458	2.558	0	0.57923	0
Healthy	41.73987	6.44448	25.98444	0.43264	0	0	0.16564	0	0.49993		0.43264	0	0	0.00711	0.50355	0.16564	0	0	0	0.49993
Healthy	88.13317	3.36267	0.20082	1.47462	0.05822	0	0	0	0		1.47462	0	0.05822	0.09478	0.04292	0	0	0	0.10572	0
Healthy	3.3361	0.00164	27.82128	0.70059	3.37859	0	1.13505	0.15871	0		0.70059	0	3.37859	0.83565	0	1.13505	0	0.15871	0	0
Healthy	64.70968	2.56254	0.07001	0.25171	0.26416	0	0.02958	0	0		0.25171	0	0.26416	0.23073	0.1365	0.02958	0	0	0.01923	0
Healthy	77.41273	8.28991	0.1149	0.07826	0.02144	0	0.04571	0	0		0.07826	0	0.02144	0.06109	0.00816	0.04571	0	0	0	0
Healthy	21.31408	25.75589	0	0.63334	0.05725	0	0	0	0.15579		0.63334	3.03715	0.05725	0.23859	0.02896	0	0	0	0	0.15579
Healthy	53.36596	5.17791	0.0147	0.02753	0.41179	0	0.43843	0	0.05571		0.02753	0.27013	0.41179	1.35498	2.2886	0.43843	0	0	0.03201	0.05571
Healthy	2.09168	0.02167	65.25721	0.45677	0.07484	0	0.03721	0	0.00341		0.45677	0	0.07484	0.10435	0.07824	0.03721	0	0	0.00575	0.00341
Healthy	69.39796	7.66268	0.00165	0.06372	0.02661	0	0.34668	0.00939	0		0.06372	0.60698	0.02661	0.02743	0	0.34668	0	0.00939	0.0474	0
Healthy	64.27322	1.47201	0.91937	0	0	0	0.28187	0	0		0	0	0	0.17379	0.0753	0.28187	0	0	0.08784	0
Healthy	48.43001	4.9326	3.32385	0	0.22474	0	0.60245	0	0		0	1.10837	0.22474	4.75661	0	0.60245	0.04483	0	0	0
Healthy	34.22241	15.24423	4.99832	6.90621	0.14826	0	1.55057	0	0.05038		6.90621	0.00206	0.14826	0.25442	0.05405	1.55057	0	0	0	0.05038
Healthy	55.54094	10.30494	1.30857	2.75317	0.11626	0	0.18146	0	0.01285		2.75317	0.16075	0.11626	0	0.00332	0.18146	0	0	0.13371	0.01285
Healthy	61.65429	4.3266	0.02814	0.04937	2.72797	0.00274	0.15775	0	0		0.04937	0.02062	2.72797	0	1.6581	0.15775	0	0	0	0
Healthy	65.64788	12.87646	0.01998	0.06229	0.04482	0	0.9778	0	0.07675		0.06229	0	0.04482	0.00502	0.01471	0.9778	0	0	0.00392	0.07675
Healthy	19.28264	26.18089	13.74348	1.47699	1.46741	0	0.51167	0	0		1.47699	0	1.46741	0	0	0.51167	0	0	0	0
Healthy	64.5609	1.63385	2.00707	0.01333	0.12458	0	1.52358	0.02287	0.06165		0.01333	0	0.12458	1.57294	0.0406	1.52358	0	0.02287	0.05159	0.06165
Healthy	24.24937	3.25229	0.33335	0	0	0	0.12359	0	0		0	1.5579	0	0	0	0.12359	0	0	0	0
Healthy	4.78083	0.25497	0.65866	0	0	0	0.3354	0	0		0	0	0	0.16342	0	0.3354	0	0	0	0
Healthy	58.12382	2.0991	0.56928	0.27309	2.0292	0	0.89723	0	0		0.27309	0	2.0292	0.03203	0	0.89723	0	0	0	0
Healthy	32.85371	0.01479	0.17424	2.51131	1.10436	0	0.19184	0	0.43526		2.51131	8.81852	1.10436	0.00358	0.73276	0.19184	0	0	0	0.43526
Healthy	68.16366	2.43572	0.34587	0	0	0	0	0	0		0	0	0	0.16686	0.34117	0	0	0	0	0
Healthy	58.90129	0.24814	0	0.44807	0	0	0.02065	0	0		0.44807	0	0	0	0.48854	0.02065	0	0	0	0
Healthy	42.58631	17.57587	0.72328	1.2907	1.61678	0	0.33962	0	0.09038		1.2907	4.41413	1.61678	0.07255	0.02894	0.33962	0	0	0.0426	0.09038
Healthy	21.49334	23.69705	0.79982	7.15318	3.8834	0	0.12982	0	0.24074		7.15318	0.62741	3.8834	0.12053	0.23633	0.12982	0.28531	0	0.13475	0.24074
Healthy	0.03129	0.00833	52.1969	39.67253	0.52725	0	0.19757	5.33688	0		39.67253	0	0.52725	0	0.14843	0.19757	0	5.33688	0	0
Healthy	88.19624	0.99229	0	0.36254	0	0	0	0.00642	0		0.36254	0	0	0.04704	0	0	0	0.00642	0.00545	0
Healthy	13.27934	5.7698	0.02221	9.66942	0	0	1.38317	0	0		9.66942	43.6515	0	0.30699	0.13699	1.38317	0	0	0.55699	0
Healthy	13.13673	17.6478	0	0	0	0	0	0	14.9991		0	0	0	0	7.28847	0	0	0	0	14.9991
D013167	47.66381	11.12888	5.88162	0.8835	0.07002	0	0.03533	0.06053	0.00341		0.8835	0	0.07002	0	0.04231	0.03533	0	0.06053	0.04372	0.00341
Healthy	70.07902	7.83415	0.7943	0.02473	0.11158	0	0.57097	0	0		0.02473	0	0.11158	3.10885	0.17543	0.57097	0	0	1.36988	0
Healthy	59.69502	3.82209	0.0893	0.05876	0.01401	0	0.10029	0.90286	0		0.05876	0	0.01401	0	0.00346	0.10029	0	0.90286	0.0419	0
Healthy	40.48576	39.03781	0	0.20747	0.00355	0	0.00301	0	0		0.20747	0	0.00355	0	0	0.00301	0	0	0.13498	0
Healthy	40.69063	20.42719	0.28995	0	1.04134	0	0	0	0		0	0.11208	1.04134	0.03153	0	0	0	0	0	0
Healthy	40.68938	2.14751	0	1.38955	0.00339	0	0	0	0		1.38955	6.26075	0.00339	0	0	0	0	0	0	0
Healthy	60.29276	4.5405	1.84874	0.07754	0	0	0.186	0	0		0.07754	4.73887	0	0.27969	0	0.186	0	0	0.81543	0
Healthy	48.26803	11.34698	1.21546	0.08386	0.0844	0	0.36848	0	0.01026		0.08386	0.21161	0.0844	2.91089	0	0.36848	0	0	0	0.01026
