group	Bacteroides_eggerthii	Bacteroides_stercoris	Dialister_invisus	Ruminococcus_B_gnavus	Bacteroides_nordii	Adlercreutzia_equolifaciens	Anaerotruncus_colihominis	Gordonibacter_pamelaeae	Longicatena_innocuum	Eggerthella_lenta	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Anaerobutyricum_hallii_A	Collinsella_sp003487125	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Roseburia_hominis	Dorea_formicigenerans
Healthy	57.8535	0	3.32787	0.0126	0	0	0.35734	0	0	0	0	0	0.01302	0.1371	0	0.00334	0.12658	0	0	0
Healthy	0	0	9.41435	0	0.03447	0.03715	0	0	0	0	13.9184	1.98602	0.45973	0.97645	1.50785	1.23251	0.02786	0.34475	0.27636	0.26703
Healthy	0	0	5.16927	0.01285	0	0.04345	0	0.00052	0	0	16.5369	2.50413	0.07078	0	0.03895	0.07553	0.0017	0.28523	0.73466	0.17852
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81207	0	0	0
Healthy	0	0	0	0.38342	0	0	0	0	0	0	10.684	14.8993	2.18228	0	3.04272	1.50473	1.92315	3.4524	0	0
Healthy	0	0	0.00541	0.00294	0.00527	0.01537	0.00025	0.00341	0.00666	0	19.446	9.63807	1.67007	0.23862	2.12419	1.98187	1.04064	0.26373	0.00101	0.68585
Healthy	0	0	6.48153	1.80614	0	0	0	0	0	0	1.55537	0	0.01341	0	0.05851	0	0.28296	0.23639	0	0.10169
Healthy	0.00306	8.29168	0	0.05406	0.17664	0	0	0	0	0.00869	0.00738	0	0.03203	0	0.1346	0	0.06937	0.0205	0	0
Healthy	3.95155	0.9132	3.45205	0.03934	0	0	0.01456	0	0	0	0	0	0.04193	0.01511	0.04324	0	0.07719	0.05288	0.06939	0.01937
Healthy	0	0	1.30264	0.24149	0	0	0.30998	0	0.03348	0	0	0.22229	0	0.02645	0	0	0.43085	0.03056	0	0
Healthy	1.50747	0	0	0	0	0	0	0	0	0	4.59249	3.87761	2.30773	0	4.07062	1.41733	0.22098	0.89647	0.88798	0.05181
Healthy	0	0	0.74752	0	0.04796	0.01953	0	0	0	0	6.83709	2.51608	0.72298	0.15137	0.01525	0	0.07289	0.10299	0.76018	0
Healthy	0	0.00217	0	0.13917	0.41194	0.01529	0	0	0	0	5.43145	0	0.11582	0.94334	0.73857	0.69236	0.09849	1.36881	0	0.1315
Healthy	0	3.15333	0	0	0	0.00535	0	0	0.25075	0	0.8077	0.22788	0.08813	0.22512	0.34378	0.88733	0.16165	0.14494	0.94749	0.16603
Healthy	4.6395	0	3.25777	0	0	0	0	0	0	0	14.7382	0	0.87684	0	0.99912	0.399	0	0.54351	0	0.07783
Healthy	0	0	0	0	0	0	0	0	0	0	9.30257	14.0247	1.96744	0	0.3017	0.85388	0.60549	0.8701	0	0.78772
Healthy	0	1.16171	0	0.00798	0	0	0.05894	0	0.00028	0	0	0	0	0	0	0	0.55599	0	0.01397	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.31251	9.59557	0.59492	0	1.50184	0.74886	0.47287	0.50333	0	0.02125
Healthy	0	0	1.37444	0.22807	0	0	0.37685	0	0.03381	0	0	0.23688	0	0.0358	0	0.01686	0.05734	0.01719	0	0
Healthy	0	0.78715	0	0.02442	0	0.01768	0.00228	0	0.00111	0.00902	1.2465	2.24817	0.63452	0.21899	0.476	0.04819	0.09623	0.22439	0.01499	0.0374
Healthy	0	0	0	1.18101	0	0	0	0	0	0	0.86056	0	0	0	0.2648	0	1.63214	0.10329	0	0
Healthy	0	18.9883	2.74127	0	0	0	0	0	0	0	2.59886	0	0	0.82508	0	0	0	0	0	0
Healthy	0	2.25523	0	0	0	0.10541	0	0	0	0	2.70566	0	0	0.01579	0	0	0.14265	0.14084	6.69109	0.01267
Healthy	0	21.214	4.97612	0.00675	0	0	0	0	0.0058	0.00756	8.42967	2.64676	0	3.27877	0	0	0.00625	0.00704	0.01361	0.31548
Healthy	0.06821	0	0	0	0	0	0	0	0	0	4.17673	2.93421	0.08305	0.13775	1.06264	0.7827	0.09729	0.16348	0.62231	0.09575
Healthy	0.0354	30.3648	8.16815	0	0.09157	0	0	0	0	0	2.50738	0	0	0.04301	0.03704	0.04516	0.03474	0.0355	0.01851	0.00147
Healthy	0	0.02857	0	0.01118	0	0	0	0	0	0	5.38136	0.16973	0	0.03607	0	0	0	0.04135	0	0
Healthy	0.51665	0	0	0	0	0	0	0	0	0.02591	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.04805	0.15752	0.00415	0.0163	0.00252	0	2.01247	0.09874	2.09314	0	0.86441	1.30152	0.06548	1.02504	1.66798	0.59152
Healthy	0	0	8.53501	0	0	0	0	0	0	0	5.05749	0	0	0	0	0	11.4936	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.67512	0	0	0.07575	0	0	0	0	0	0	0	0	0	0	0	0.0359	0	0	0
Healthy	43.7198	0	10.7056	0.34218	0	0	0	0	0	0	1.76559	0	0	0	0	0	0.13582	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.11289	4.21798	3.40895	0	2.20956	1.7116	0.21365	1.95011	0.7468	0.53615
Healthy	0	0	8.09638	0.7026	0	0	0	0	0	0	0.75798	0	0	0.14533	0	0	0.46261	0	0	0.03933
Healthy	0	0.05824	0	0	0	0	0	0	0	0	0.95392	2.21282	0.0568	0.30832	0.23279	0.57333	0.14799	0.83435	0.11687	0.00833
Healthy	0	2.73796	2.57063	0	0	0	0	0.16888	0.01402	0.0096	0	1.76769	0	1.38014	0	0	0.00523	0.16666	0	0
Healthy	0	0.31125	0.04796	0	0	0	0	0	0	0	3.89399	2.50165	3.65603	8.28998	3.53539	1.5035	0.22936	1.71784	0	1.16947
Healthy	0.0316	1.59118	0	0	0.01178	0.07309	0	0	0.00448	0	11.8901	0.34564	0.18145	0.02629	0.11699	0.20915	0.06081	0.40726	0.52087	0.45559
Healthy	0	20.3773	4.69517	0	0	0	0	0	0	0	6.05494	0	0	0	0	1.38748	0.29207	0.0626	0.06065	0
Healthy	11.8639	0	0	0	0	0.03051	0	0	0	0	0.12008	0.46012	0	0.02701	0.33573	0.02107	0.07193	0	0.04884	0.0148
Healthy	4.39602	0	15.9651	0	0	0.05698	0	0	0	0	25.9378	0	2.9256	0	2.45239	1.50523	0.43504	1.45148	0.02316	0.54336
Healthy	0	41.022	0.21017	0	0	0	0	0	0	0	0	0.0192	0	0	0	0	0.01475	0	0.03353	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00787	0	0.01198	0	0.02195	0.00395	0	0	0	5.31962	0.53199	0.01385	0.40143	0.47278	0.02467	0.1378	0.1651	2.10851	0.03588
Healthy	0.01363	28.5902	4.05717	0	0.02359	0	0	0	0	0	1.17967	0	0.00402	0	0	0.05597	0.04138	0.064	0.25672	0
Healthy	0	0	0	0	0	0.01264	0	0	0	0	1.62174	4.8551	0.61759	0.72678	2.78266	1.33631	0.04953	0.74247	1.69327	0.31884
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.21222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	13.1477	4.45934	0	0	0	0.02508	0	0	0	0	0	0.20119	0	0.28144	3.28505	0.72234	0.20136	0.65563	0
Healthy	0	2.94822	0	0	0	0.23259	0	0	0	0	1.15891	7.35714	0.52653	2.25198	0.61023	0.52502	0.11284	2.43442	0.43939	0.11222
Healthy	0	0	6.12746	1.62695	0	0	0	0	0	0	1.5288	0	0.00581	0	0.0544	0	0.09826	0.21368	0	0.11002
Healthy	0.07776	0.00117	0	0.02692	0.04688	0.71951	0	0	0	0	1.6141	0	0.64095	0.65647	4.79871	2.02708	0.1234	8.93799	0.44374	4.77386
Healthy	0	0	0	0	0	0	0	0	0	0	0.96245	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.3483	0.00185	0.3658	0.24301	0.02425	0.35616	0.45402	0.10006	0.09024	0.01548
Healthy	0	0	0	0.10268	0	0	0	0	0.00291	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.34437	0	0	0	0.03284	0.00195	0	0	0	0	3.14186	2.61931	0	0	0.02304	0.04718	0.03341	0.00673	0.39111	0.01659
Healthy	0	0	2.05788	0	0	0	0	0	0	0	8.15565	4.38821	0.53912	0.02057	0.08947	0.01939	0.1801	0.25573	0.84079	0
Healthy	0	0.03439	0.3535	0	0	0.02037	0.0456	0	0	0	2.09723	0.61546	0.04344	0.23223	0	0.05174	0.1472	0.10713	0.53979	0
Healthy	0	0	0	0.00379	0	0	0.00155	0	0	0.00217	0.38819	0.74654	0.02479	0.02367	0	0.04396	0.05528	0.00075	0	0.06726
Healthy	0	0	0	0	0	0	0	0	0	0	1.34118	0.96576	0	0	0	0	4.45559	0	0	0
Healthy	0.12115	0.11003	0	0	0	0	0	0	0	0	3.27172	0.00941	0.33985	0.11936	0.10369	0.26637	0.25684	0.31637	0.67305	0.15258
Healthy	0	11.0676	0.02036	3.91893	0	0	0	0	0.00122	0.0254	0.01195	2.63915	0	1.31884	0.06737	0	0.01683	0.00839	0	0.07305
Healthy	0	3.33441	0	0	0	0	0	0	0	0	0.30966	0	0	0.06541	0.02271	0	0.03199	0.03096	1.1077	0.0208
Healthy	0	0	0	0.03537	0	0.02777	0	0	0	0	13.2746	0.53086	0.33111	0	0.21419	0.02844	0.43712	0.27484	0.12607	0.16064
Healthy	0	0	6.13742	0.58969	0	0	0	0	0	0	0.80412	0	0	0	0.02456	0	0	0	0	0.01986
Healthy	0	1.1193	0	0.03904	0	0	0	0	0	0	0	0	0	0.00056	0	0	0.00918	0	0	0
Healthy	0	0	0	0.02776	0	0.00033	0	0	0	0	4.90926	3.27339	0.22452	0.0752	0.80818	0.3361	0.14441	0.21325	0.12743	0.10561
Healthy	0	0	0.61306	0	0	0	0	0	0	0	6.60356	0.15458	0.64552	0.03504	0.19328	0.01771	0	0.41871	1.30025	0
Healthy	0	0	0	0.06939	0	0	0	0	0	0	9.37229	15.5125	2.05233	0	0.31486	0.6091	0.56792	0.76255	0	0.78167
Healthy	0	1.10973	0	0	0	0	0	0	0	0	0.42242	0	0.30178	0.66904	0	0.12348	0.13805	0.09187	1.28348	0.07486
Healthy	0	0	13.5926	0	0	0	0	0	0	0	0	20.3588	0.98254	8.43543	0	3.37414	5.99343	1.25347	0.49614	0.51505
Healthy	0.40859	4.73726	0	0	0	0	0	0	0	0	0.26406	6.75813	0.67288	0.02349	0.99209	1.19603	0.21493	0.31197	2.91668	0.18587
Healthy	0	2.05559	0	0	0.0238	0.03814	0	0	0	0	0.00198	1.30097	0.81154	0.01035	0.10866	0.09323	0.00181	0.24788	1.78983	0.08994
Healthy	0	0.02854	0	0	0	0.0318	0.03553	0	0	0	1.75992	2.57401	0.19945	0.2526	0.46535	0.02629	1.1643	0.25326	0.37159	0.24484
Healthy	0	35.1786	9.1095	0.00998	0	0	0.09136	0.02033	0	0	0.23946	0.55042	0.00415	0.67773	0.00868	0.0355	0.01962	0.03326	0	0.00348
Healthy	9.19414	0.2434	0	0.10293	0.27262	0	0.01391	0.0289	0.00447	0	0	0	0.81614	3.5144	0	0	0.02608	3.49445	0	0.96439
Healthy	1.81755	0	0	0	0	0	0	0	0	0	8.27888	1.31043	0.80567	0	1.50809	0.48637	0.04983	0.37866	0.63916	0.065
Healthy	0	0	5.91116	0.53165	0	0.00671	0	0	0	0	0.93852	0	0	0	0.03771	0	0	0	0	0.02208
Healthy	0	0	6.11356	1.71562	0	0	0.00313	0	0	0	1.67682	0	0.02647	0	0.06481	0	0.18838	0.21637	0	0.0918
Healthy	0	1.68999	6.04242	0	0	0	0	0	0	0	9.00324	1.62282	0.05302	0	0.14786	0.23932	0.09061	0.19619	0.02867	0
Healthy	0	0	0	0	0	0	0	0	0.02548	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.3308	0	0	0	0	0.13126	0.04975	0.00547	0.00388	0.01189	1.28564	6.30562	1.70011	1.94935	0.59189	0.68066	0.06124	0.24949	0.63624	0.20454
Healthy	0	19.1044	0	0.13041	0	0.03203	0	0	0	0	15.5599	0.00693	0.38567	0.57769	1.54928	0	0.20774	0.38524	0.08799	0.12798
Healthy	35.6384	0	8.21917	0.12634	0	0	0	0	0	0	0.6153	0	0	0.21169	0	0.08044	0.03198	0.02505	0.03942	0
Healthy	0.82439	0.2325	1.76006	0.08379	0	0	0	0	0	0	0	0	0	0.0005	0.02363	0	0.00891	0.03635	0.08283	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.86261	0	0	0	0	2.39243	0	0.06774	0
Healthy	42.7681	0	10.3011	0.30794	0	0	0	0	0	0	1.89262	0	0	0	0	0	0.36532	0	0	0
Healthy	0	2.43258	0	0	0	0.13102	0	0	0	0	2.87684	0	0	0.01515	0	0	0.15015	0.11554	7.00812	0.04392
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25235	0	0	0
Healthy	0	0.03071	0	0.57721	0	0	0.00107	0.04849	0.00042	0.00057	0.3615	0.91674	1.8302	0.00299	0.01053	0.51067	0.00123	0.16969	0	0.28305
Healthy	0	0.03057	0	0	0	0	0	0	0	0	1.37294	24.1679	0.99396	1.56759	0	0.32909	4.81698	1.36061	0	0
Healthy	0	0	0	0	0	0.21559	0	0	0	0	9.75216	10.7472	2.78913	2.08154	1.79781	0.57222	5.16315	0.57997	0	1.53189
Healthy	0	0	15.1591	0	0	0	0	0	0.00323	0	6.48028	0.00999	0.33163	0.07535	1.42613	0.65378	0.03859	0.26318	0.66409	0.13149
Healthy	0.04922	9.6478	0	0	0	0	0	0	0	0	17.0794	0	0.16097	0.0526	0.31002	0.14087	0.06136	0.14913	0	0.31036
Healthy	0.21627	0	0	0.00717	0	0	0.00135	0	0.04476	0	0.93762	0.11862	0.75349	0.42674	0.3787	0.54147	0.2283	0.40198	0.05902	0.31603
Healthy	0	2.01771	0	0	0	0	0	0	0	0	34.4319	1.91025	0	0	0.96931	1.32901	0	1.30018	0	0.31875
Healthy	0	0	0	0	0	0.01636	0	0	0	0	6.89775	1.96014	0.02443	0.33557	0.15225	0.38265	0.24173	0.19295	0.35363	0.14683
Healthy	0	0	0	0	0.3314	0.06555	0	0	0	0	0	0	0.76104	0.14943	0.16491	0.0571	0.10715	0.25684	0.32483	0.19909
Healthy	0	0.00806	0	0.00626	0	0.01332	0	0	0	0	5.45741	0.63776	0.0106	0.28869	0.34011	0.05378	0.36671	0.16311	2.07552	0.02786
Healthy	0	0	3.21651	0	0	0	0	0	0	0	19.5662	30.6348	2.89023	1.00147	6.63735	0.47517	3.30885	2.47055	0	0
Healthy	43.2731	0	10.8327	0.30579	0	0	0	0	0	0	2.02002	0	0	0	0	0.01626	0.13771	0	0	0
Healthy	60.0402	0	3.58408	0.01195	0	0	0.37165	0	0	0	0	0	0.01295	0.12811	0	0.00522	0.04943	0	0	0
Healthy	0	0	0.02864	27.7167	0	0.08686	0	0	0.59055	0	0.02188	0	0.0044	0	0	0	0.00083	0	0	0
Healthy	0	1.45844	3.09071	0	0	0	0.04822	0	0.02055	0	0	2.03006	0.07746	0.50866	0.08214	0	0.02169	0.10365	0	0.02263
Healthy	0	1.50805	0	0	0	0	0	0	0	0	6.19341	3.55577	1.38943	1.1403	0.14014	0.25995	0.2916	0.25741	0	0
Healthy	0	0	3.6506	0.00255	0	0.16245	0	0.01123	0	0	5.77357	0	0.24118	1.15815	0.35602	0.34645	0.04661	0.16755	0.04786	0.14927
Healthy	1.24651	0	0	0	0	0.58729	0	0	0	0	0	0	0	0	0	0	0.0229	0.05362	0.44108	0
Healthy	13.3565	0	0	0.0223	0	0	0	0	0	0	0	0	0	0	0	0	1.85422	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00228	0	1.5811	2.99911	1.75916	0.62139	3.39136	2.6758	0.11934	0.8628	0.00395	0.69865
Healthy	0	0.752	0	0	0.05478	0	0	0	0	0	0	0	0	0	0	0	0.02661	0	0	0
Healthy	0	0	2.36428	0	0	0	0	0.14654	0	0	8.5278	9.65779	1.34432	0	0	0.73517	0.57916	0.24736	0	0
Healthy	0.00289	0	1.97021	0	0	0	0	0	0	0	5.6139	2.08621	0.53682	0	6.6286	0.20632	0.03465	0.35184	0.7566	0.18181
Healthy	0	3.54941	0	0	0	0.03243	0.01345	0	0	0	0.56803	0.35965	0.02916	0.07387	0	0	0.00545	0.06367	1.27049	0.07031
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05042	0	0	0
Healthy	0	17.5783	0	0	0	0	0.02694	0	0.13673	0	1.82491	0	0.03437	0.24786	0.20405	0.01977	0.06011	0.05612	1.85626	0.12016
Healthy	0	0	2.00147	0	0	0.00891	0	0.02158	0.00138	0	12.2059	5.03453	0.29975	1.12271	0.5812	0.27963	0.0179	0.26079	0.11272	0.10267
Healthy	2.38161	0.04475	0	0	0	0	0	0	0	0	0.16428	0.20533	0	0	0.00361	0.07841	0.05937	0.02227	0.00827	0
Healthy	0	0	5.36896	0	0	0	0	0	0	0	12.8163	1.95437	0	0	0	0	0.91461	0.0794	0.9126	0
Healthy	0	0	7.32354	0	0	0.00311	0	0	0.00516	0.0775	2.54282	7.4447	3.12533	0	2.61404	0.37801	0.01642	1.3413	0.08672	1.00235
Healthy	0	0	0	0.50435	0	0.2407	0	0.03868	0	0.0019	9.74575	31.3554	5.0779	0	3.39372	0.54684	0.30552	2.00814	0.30544	1.24849
Healthy	0	0	1.36354	0	0	0.00536	0	0	0	0	11.9588	2.27313	0.67207	0.13765	0.06875	0	0	0.20319	1.36975	0
Healthy	0	0	0	0.06629	0	0	0.113	0	0	0	0.11678	0	0	0	0	0.21936	0.04806	0.04947	0	0
Healthy	0	0	0.41556	1.39216	0	0	0	0	0	0	0	15.773	3.67544	0	0	1.00357	0.12785	4.36886	0	0.40123
Healthy	0	0	0	0	0	0	0	0	0	0	0.24892	0	0	0	0	0	1.17526	0	0	0
Healthy	0	1.44994	3.08492	0	0	0	0.0418	0	0.02552	0	0	1.98614	0.11057	0.52352	0.05415	0	0.03069	0.10635	0	0.01714
Healthy	0	1.98745	0	0	0	0.01158	0	0	0	0	0.91758	0	0.40725	0.99492	0.0232	0.27865	0.14637	0.22677	1.00772	0.79572
Healthy	3.18944	0.79946	0	0	0	0	0	0	0	0	2.00254	0	0.7692	0.37033	0.49438	0.46222	0.29755	0.37474	0	0.05227
Healthy	2.1857	0	0	0	0	0	0	0	0	0	0.04204	2.63643	0.49787	0.11976	0.55046	0.55297	0.30703	0.26647	0.12931	0.33175
Healthy	0	0	6.2613	1.83246	0	0	0	0	0	0	1.45901	0	0.00271	0	0.05541	0	0.18792	0.23123	0	0.09704
Healthy	0	0	0.16172	9.56951	0	0	0	0	0	0.07558	0.00431	0	0	0.00101	0	0	0.00389	0	0	0
Healthy	0	0.87823	0	0.00036	0.00276	0.01151	0	0	0	0	3.45812	1.16162	0.51013	0.1036	0.02703	0.09263	0.0692	0.16787	0.96874	0.14059
Healthy	0	0	0	0	0	0	0	0	0	0	6.01843	4.8755	0	0	1.34851	0.6235	0.91408	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.60909	8.40088	1.15631	0.06671	1.58108	1.27962	0.04716	1.12892	0.08141	0.58837
Healthy	0	2.94968	0	0	0.02344	0	0	0	0	0	1.28223	1.63956	0	0.57128	0.58948	0.08403	0.09392	0.05039	0.03199	0.05665
Healthy	0	0	0	0	0	0.02551	0	0	0	0	6.81688	12.0731	2.01041	1.20861	0.2844	0.86802	0.21186	0.4085	0	0.44028
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.54953	0	0	0	0	0	0	0	0	2.58785	0	0.43688	1.68149	0.01575	0.21934	0.46998	0.23665	0.55029	0.28663
Healthy	0	20.8749	4.54214	0	0	0	0	0	0	0	6.17591	0	0	0	0.0274	1.30667	0.53729	0.10115	0.06656	0
Healthy	1.17021	0.70003	0	0	0	0	0	0	0	0	0.61836	0.15118	0	0.4575	0	0	0.09337	0	0	0
Healthy	0	0.30047	0	0	0	0.07147	0	0	0	0	4.92113	3.6023	0.46959	1.29787	0.50272	0.36494	0.21519	2.27681	0.84601	0.13662
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92947	0	0	0
Healthy	0	0	0	0.03681	0	0.24579	0.05071	0.13489	0.00479	0.01022	3.35939	1.21188	0.19471	1.40458	0.89594	0.09628	0.01558	0.37382	0.53243	0.18438
Healthy	0.39783	0.00568	0	0.0847	0	0.5515	0	0.07665	0.00183	0.00762	10.9461	11.9669	0.22962	0	2.57899	1.80071	0.04349	1.02645	1.47455	0.17971
Healthy	3.89316	0	7.59543	0.54712	0	0	0	0	0	0.00074	0	0	0	0	0	4.50772	2.44555	0.26808	0.29899	0
Healthy	0	0	0	0	0	0	0	0	0	0	26.9478	2.16458	0.16885	0.20099	0.1797	0.13389	0.20352	0.17871	0.09337	0.12441
Healthy	16.7563	0	8.60092	0	0	0	0	0	0	0	0	0.38422	0	0	0	0	0.1999	0	0	0
Healthy	0	0	0.86563	0	0	0	0	0	0	0	8.71875	9.96809	0.73934	0.15105	0.00627	0	0.18044	0.25516	1.50407	0
Healthy	42.9818	0	10.6053	0.36214	0	0	0	0	0	0	1.8464	0	0	0	0	0	0.04554	0	0	0
Healthy	0	6.90457	3.92706	0	0	0	0	0	0	0	0.14406	0	0.22229	0	0	0	0.19983	0.01768	0.03653	0.02467
Healthy	0	22.8007	2.85673	0	0.02677	0	0	0	0	0	3.4061	0.96525	0.04022	0	0.05736	0	0	0.01614	0.27966	0
Healthy	0	0.00346	0	0.0425	0	0.33462	0.05059	0.13972	0.00951	0.00947	3.11064	1.22649	0.20492	1.39849	0.90726	0.08949	0.0039	0.43245	0.56222	0.17812
Healthy	0	0	1.11129	0	0	0	0	0	0	0	22.071	19.1706	0.43242	0.14193	0.26954	0.15753	0.11037	0.35808	0.45944	0.23482
Healthy	1.03978	1.4695	0.93998	0	0	0	0	0	0	0	9.98618	4.35138	2.1667	0	1.20426	0.53816	0.07377	3.10903	0.84818	0.72206
Healthy	5.43337	0	0	0	0	0	0	0	0	0	0.03474	1.04824	0	0	0.41797	0.7481	0.21147	0.23343	0.18517	0
Healthy	0	0	0.11455	0	0	0	0	0	0	0	3.16526	5.37573	0.24932	0	0	0	0.08153	0.07242	0.49834	0
Healthy	0	0	0.3382	0	0.08594	0.20142	0	0	0	0	0.60864	0.31506	0	0.10079	0	0.0235	0.04523	0.05988	0.02012	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52452	0	0	0
Healthy	0	0	2.15205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.34792	0	0.76543	0.03826	0.34162	0.48955	0.31365	0.29861	0.03688	0.16676
Healthy	0	0	0	0.04382	0.37656	0.01054	0.04741	0	0.0015	0.00398	4.83978	0	0.18102	1.4619	0	0.08506	0.00068	0.02255	0.51586	0
Healthy	5.93412	0	0	0	0	0.10526	0	0	0	0	0.20546	0	0	0.27304	0.07129	0	0.40203	0.02704	2.80061	0
Healthy	0.10121	0	0	0	0	0.00646	0	0	0.01407	0	1.54782	0.0816	0.17664	0.17531	0.0126	0	0.0929	0.15134	0.39439	0.22929
Healthy	0	0	0.63239	0.10311	0	0	0	0	0	0	8.94191	9.70184	0	0	0	0	0	0	0	0
Healthy	0	1.78977	0	0.01372	0.03612	0.02147	0	0	0	0	8.6319	5.57272	2.62254	0.80147	0.44665	0.65906	1.73545	0.59848	0.02769	0.31164
Healthy	0	1.818	0	0	0	0	0	0	0	0	0.77385	6.48206	0.07631	0.24671	0.03656	0.23107	0.05109	0.15534	0.62011	0.09386
Healthy	0	0	0	0	0	0	0	0	0	0	0.23365	0	0	0.19978	0.01976	0	0.18436	0	0.11373	0
Healthy	0	0	6.2716	0.00648	0	0	0.02882	0	0	0	1.42876	1.04293	0.06827	0.18884	0.01422	0.02625	0.19411	0.03395	0.63444	0
Healthy	0	2.83526	2.74722	0	0	0	0	0.1365	0.01438	0.00956	0	1.88314	0	1.31902	0	0	0.00534	0.16846	0	0
Healthy	0	0	0	0	0	0	0	0.009	0.04519	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.13726	0	0.07257	0.08955	0	0	0	0	0.28482	0.67142	0	0.04363	0	0	0.06012	0.00717	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.2923	0	0	0	0	0	0	0	0	0
Healthy	1.73472	0	0	0	0	0	0	0	0.005	0	22.1103	0.06923	1.3206	0.03036	0.9468	0.51925	0.12066	0.73448	0.8756	0.24049
Healthy	0	0	0.28195	0.03325	0.34322	0.01487	0	0.0007	0	0.00554	1.67809	13.8625	0.31429	1.65203	0.09589	0.29975	0.06768	0.21222	0	0.31946
Healthy	0	0.00485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00652	0	0	0
Healthy	0	0.01337	4.30214	0	0	0	0	0	0	0	14.9496	0	0.74854	0	0.7229	0.59406	0.61883	0.61503	0.07502	0.26944
Healthy	0	0	6.31929	0.00772	0	0	0.00726	0.01451	0.00373	0	0.87351	0.15182	0.05739	0.00854	0.34914	0.04097	0.01573	0.03171	0.02482	0.00913
Healthy	0.36837	0.00635	0	0.07765	0	0.54453	0	0.10691	0	0.00992	10.6337	11.8786	0.18752	0	2.46684	1.7973	0.25985	0.9898	1.44643	0.18693
Healthy	0	0	0	0	0	1.88735	0	0	0	0	8.25999	2.35448	0	1.13592	0	0	0	0	0	0
Healthy	0	0.99992	0	0	0	0	0	0	0	0	0.69239	6.52159	0.10338	0	0.03146	0.27197	0.41876	0.14238	0.25389	0.08462
Healthy	0	0	15.318	0	0	0	0	0	0	0	3.08582	0	0	0.58803	0.0044	0	0.07088	0.01467	0	0.23133
Healthy	0	2.39397	0	0	0	0.17269	0	0	0	0	2.74217	0	0.00303	0.00952	0	0	0.09729	0.11971	7.14467	0.04938
Healthy	0	0	0	0	0	0	0	0	0	0	0.03288	0	0	0.10075	0	0	0.00719	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	29.2952	8.3959	1.83125	1.19723	0.53763	0.55626	0.06107	0.44762	0	0.21403
Healthy	0	0	0	0	0	0	0	0	0	0	3.47822	0	0	0	0	0	0	0	0	0
Healthy	0	3.40992	1.02417	0.85684	0	0	0	0	0	0	25.9443	12.5307	0	0	0	0	0.26372	0.09569	0	0
Healthy	14.6271	0	0	0	0.13461	0	0	0	0	0	1.41643	1.80811	0	0	0.00711	0.01033	0.03352	0.03861	0.81653	0
Healthy	0	25.4603	0	0	0	0	0.00918	0	0.00839	0	0	0.70508	0	0	0	0	0.02088	0	0	0
Healthy	0.00452	0.00352	3.02239	0.34964	0	0	0.00951	0.01425	0.02817	0.04529	0.00937	0.42651	0.0057	0	0	0	0.00021	0	0.00436	0
Healthy	0.00529	0	0	0	0	0.06261	0	0	0.00062	0	2.52163	0.00718	0.4236	1.31913	0.7977	0.59991	0.13688	0.2009	0.74104	0.56767
Healthy	0	14.649	0	0.08497	0	0	0.02255	0	0	0	0	0	0.00184	0.05876	0.0896	0	0.01764	0.05364	0	0
Healthy	0	22.7377	2.68998	0	0.05425	0	0	0	0	0	3.47538	0.95857	0.0417	0	0.03804	0	0.08232	0.01625	0.23371	0
Healthy	3.53188	0	22.2746	0	0.02414	0	0	0	0	0	8.98575	0	0.64885	0	0.937	0.41448	0.26782	0.5695	0	0.48726
