group	Bacteroides_eggerthii	Bacteroides_stercoris	Dialister_invisus	Ruminococcus_B_gnavus	Bacteroides_nordii	Adlercreutzia_equolifaciens	Anaerotruncus_colihominis	Gordonibacter_pamelaeae	Longicatena_innocuum	Eggerthella_lenta	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Anaerobutyricum_hallii_A	Collinsella_sp003487125	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Roseburia_hominis	Dorea_formicigenerans
Healthy	0	0	0	0	0	0	0	0	0	0	1.05568	0	2.75433	0.60611	0.03506	1.12006	0.88986	1.33361	0	0.77006
Healthy	0.00383	0	0	0	0	0	0	0	0.00242	0.2349	0	0	0	0.96615	0	0	0.00075	0	0	0
Healthy	2.66942	0	0	0	0	0	0	0	0	0	0.7816	1.62008	1.35403	0	3.00642	1.11321	0.18027	0.64701	1.02074	0.01048
Healthy	0	0	0.98463	0	0	0	0	0	0	0	4.88398	22.2791	0.2173	0.02513	0.12137	0	0.07032	0.19243	0.37314	0
Healthy	13.4279	0	0	0	0.12005	0	0	0	0	0	1.34224	1.97691	0.02186	0.17629	0.03859	0	0.17971	0.01531	0	0.01039
Healthy	0	1.0498	0	0	0.00286	0	0	0	0	0	0	0.75614	0	0.16904	0.18048	0	0.14096	0	0.0107	0
Healthy	0	21.4185	0	0.12968	0.36902	0	0.00044	0	0.01091	0	0.11662	0	0	0.0302	0	0.00091	0.00128	0.00873	0	0
Healthy	11.1522	0	0	0	0	0	0	0	0	0	1.0025	0	0	0	0	0	0	0	0	0
Healthy	0	0.22319	0	0	0	0	0	0	0	0	0.81472	4.78003	0.07247	0.39232	0.23211	0.21193	0.28017	0.11578	1.53742	0.04312
Healthy	0	0	5.97939	0.52666	0	0	0	0	0	0	0.89665	0	0	0	0.01321	0	0.08229	0	0	0.01021
Healthy	0	0	0	1.13862	0	0	0	0	0.13959	0.10808	18.1778	0	0	0	0	0	3.57278	0.34481	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.75718	0	0	0	0	0	0	0	0	0
Healthy	0	3.65046	0	0.06209	0	0.01388	0	0	0	0	2.60614	0.00465	0.83826	0.76737	0.95277	0.5818	0.00523	0.20977	0.00062	0.06148
Healthy	0	0	2.9941	0.12837	0	0	0	0	0	0	0.34421	0	0	0	0	0	0.15139	0	0	0
Healthy	0	23.0198	2.88898	0	0.02895	0	0	0	0	0	3.46978	1.07647	0.02912	0	0.04171	0	0.08276	0.04554	0.25953	0
Healthy	0	0	5.72981	0	0	0.00472	0	0	0.00322	0	0.15141	5.05159	0.48738	0.29408	0.65101	0.5093	0.03088	0.22447	0.05988	0.216
Healthy	0	0	0	0	0	0	0	0	0	0	2.33387	6.43809	0.14113	1.41441	0.17133	0.14113	1.29743	0.42958	0.1363	0.37284
Healthy	0	0	0.67792	0	0	0	0	0	0	0	6.01352	2.31123	0.66529	0.07916	0.00515	0	0.01592	0.13554	0.67303	0
Healthy	2.76015	7.91002	0	0.20522	0.00593	0	0	0	0	0	0.09793	4.13495	0.94534	0.08258	0.05762	0.14297	0.00291	0.31007	0.13918	0.18378
Healthy	0	2.64685	0	0	0	0	0	0	0	0	1.07803	0.20301	0.04316	0.05015	0	0	0.05175	0.11425	3.88774	0.04883
Healthy	0	0	0	0	0	0	0	0	0.00021	0	5.70554	6.28108	0.64643	0.49501	0.44276	0.92294	0.02129	0.37664	0.39315	0.27467
Healthy	0.7453	5.78566	0.88316	0.01597	0	0.25713	0.03107	0.0208	0.03524	0.01563	6.34341	3.47659	3.74233	0.68999	1.36826	0.43342	0.1765	2.30927	0.13526	0.62895
Healthy	0	0	3.1357	0	0.02397	0	0	0	0	0	12.4811	3.26743	0.5738	0.14072	0.14544	0	0.11306	0.20456	0.97018	0.06247
Healthy	0	7.36879	0	0	0	0	0	0	0	0	9.9191	5.12539	0.25383	0.00528	0.30928	0.44984	0.14184	0.20491	0.57505	0.08434
Healthy	0.21062	0.00898	0.00098	0	0.00192	0.01445	0.00513	0	0	0	3.66808	0.09398	0.61903	0.18702	0.38908	1.21841	1.15404	0.70734	0.89571	0.30474
Healthy	0.02073	0.26214	0	0.00852	0	0	0	0	0	0	3.3125	0	0.52117	0.38046	0.13754	0.14567	0.04951	0.29644	0.03516	0.10559
Healthy	0	0.34336	0.20296	0	0	0.44501	0.05389	0.01595	0	0	0.15528	2.17667	0.10321	0.03266	0.18194	0.11901	0.15781	0.19215	0	0.02572
Healthy	0	0	0	0	0	0	0	0	0	0	4.1131	11.5892	2.36374	2.9525	1.29906	1.69525	0.78239	2.29527	0	0.37384
Healthy	39.3031	2.8825	0	0	0	0	0.01912	0	0.0042	0	0.96416	0.49856	0.02844	0.14717	0.02135	0.11348	0.03595	0.00806	0	0
Healthy	0	0.74723	8.71349	0	0	0	0	0	0	0	0.01141	0	0.58309	0	0.55304	0.21681	0.77938	0.22721	0.15523	0.13679
Healthy	0	0	6.41924	0.03846	0	0	0	0	0	0	3.24084	0.0312	0.35333	0.03286	0.18275	0.36535	0.18487	0.14265	0.79352	0.11864
Healthy	0	0	0	0.05651	0	0.02086	0	0	0	0	5.00911	0	0	0.22343	0	0.23587	0.94775	0.01029	0	0.01352
Healthy	0	0	0	0.01003	0	0.00752	0.04788	0	0	0	0.54629	1.21248	0.22709	0.04534	1.10032	0.03984	0.12357	0.09515	0.18064	0.0583
Healthy	0	0	0	0.04042	0	0.01464	0	0	0	0	5.07763	0	0	0.23087	0	0.16803	0.79347	0.01796	0	0.01383
Healthy	0	0	0	0.04857	0	0	0.09331	0	0.0057	0	0.11221	0	0	0	0	0.21543	0.04007	0.04125	0	0
Healthy	0	22.0424	0	0.01932	0	0	0	0.01839	0.00043	0.0506	1.71998	3.81677	1.88208	0.28235	0.65107	0.10649	0.04532	0.57002	0	0.18258
Healthy	0	0	0	0.01516	0	0.06343	0.03325	0	0.00499	0	0	0	0.21677	0.23698	0.49452	0.15813	0.09039	1.59186	0.09533	0.3171
Healthy	0	0	0	0	0	0	0	0	0	0	1.07088	0	0.56333	0.24667	0.20701	0.99814	0.03929	0.26406	0.37116	0.1456
Healthy	0.65266	0.17335	0	0	0	0	0	0	0	0	0.52276	0	0.77533	0.02341	0.46782	0.37797	0.02732	0.15436	0.29123	0.59612
Healthy	9.38238	0.25983	0	0.10266	0.30467	0	0.0293	0.0358	0.00458	0	0	0	0.78603	3.30456	0	0	0.02097	3.74603	0	1.02613
Healthy	0	0	4.96272	0.01068	0.09963	0.02817	0	0	0	0	0.20221	5.03373	0.18901	0.36375	0.72963	0.32312	0.25366	0.22302	0.83631	0.01271
Healthy	0	35.3102	9.16274	0.01676	0	0	0.08217	0.01757	0	0	0.26236	0.52908	0.02404	0.63053	0.00143	0.04582	0.00483	0.04111	0	0
Healthy	0.27579	0	0	0	0.02114	0.06508	0	0	0.00261	0	4.56476	1.08075	0.01568	0.02782	5.99841	0.2745	0.04594	0.35634	0.73562	2.22848
Healthy	0	0.50674	3.87865	0	0	0	0	0	0	0	17.9446	0.12241	1.56129	1.81965	1.98997	1.70408	1.12027	1.36918	0	0.34801
Healthy	0	0	0	0	0	1.59321	0	0	0	0	1.68127	0	0.39523	1.20213	2.99783	1.60944	1.54631	8.64083	0	3.42876
Healthy	0	0.17554	0	7.89367	0.00175	0	0.00682	0.0007	0.00294	0.12374	0	0	0	0	0	0	0.40072	0	0	0
Healthy	20.6424	0	5.02819	0	0.08019	0	0	0	0	0	0.8117	1.14642	0	0	0.43485	0.18526	0.6698	0.31733	0	0
Healthy	1.32347	0	0	0	0	0.2234	0	0	0	0	0	1.0503	0	0	0	0	0.88789	0	0	0
Healthy	0	0	0	0.02462	0	0	0	0	0	0	0	0	0	0	0	0	0.0166	0	0	0
Healthy	1.27554	0	0	0	0	0.05888	0	0	0.0438	0	1.27335	2.914	0.04703	1.8874	1.36365	0.14733	0.26816	0.21084	0.5107	0.38597
Healthy	0	0	0	0.02232	0	1.08651	0.00887	0.00207	0.00577	0	2.73544	0	1.24655	2.03119	1.33819	0.29068	0.14435	1.24021	0.0385	0.08126
Healthy	3.80525	0	7.84671	0	0	0.0978	0	0	0	0	36.9341	0	2.01456	0	1.84301	1.22488	0.16698	1.66103	0.07083	1.18407
Healthy	0	1.30647	3.23866	0	0	0.25697	0	0.09861	0.02005	0.00039	10.2868	5.28196	0.30889	0.52661	1.31708	0.74154	0.38455	0.76348	0.29904	0.08795
Healthy	1.42052	3.13106	0	0.00109	0.05701	0	0.00181	0.02242	0.00045	0.01875	8.16432	3.69238	0.46271	0	0.07684	0.05359	0.08351	0.2317	0.44708	0.18934
Healthy	0	2.55215	0.79029	1.06997	0	0	0	0.01382	0	0.04615	23.8875	12.1307	0	0	0	0	1.21538	0.16402	0.04588	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00419	0	0	1.14237	0	0	0.24081	0	0	0
Healthy	0.18937	0.15415	0.0487	0.00276	0	0.01548	0	0	0	0	42.927	0.25986	0.49352	0.37169	0.49298	0.49194	0.00766	0.18674	0.95397	0.13137
Healthy	0	38.8642	0	0	0	0	0	0	0	0	0	1.20252	0	0	0	0	0.08648	0	0	0
Healthy	0	0.00191	0	0.04516	0.38543	0.04333	0	0.00319	0	0	3.27883	1.66061	0.24599	0	0.03431	0.02247	0.29561	0.26141	2.651	0.09683
Healthy	0	0	0	0	0	0	0	0	0	0	5.28259	0.27991	4.21688	0.46867	0.18707	1.39015	0	1.59144	0.10635	1.37889
Healthy	1.10437	0.00096	0	0.02197	0.00425	0.07854	0	0.00392	0.00237	0	1.25059	10.843	2.38093	0.66456	1.77241	1.28247	0.01601	0.78058	0.1141	0.60771
Healthy	8.24688	0	0	0	0.04066	0.0117	0	0	0	0	3.23491	2.62145	0	0	0.03926	0.04461	0.06618	0.01531	0.45009	0
Healthy	0	12.617	0	0	0	0	0	0	0	0	12.0201	6.05074	0.53741	0.19269	1.71808	0.39641	0.06537	0.22411	1.26693	0.24642
Healthy	10.3559	0.00376	0	0.00616	0	0.01268	0	0	0	0	11.0176	0	1.92552	2.71805	1.99544	0.28324	0.08759	0.76132	0.00211	0.93268
Healthy	0.82057	0	0	1.37451	0	0	0	0	0	0	0.52166	0	1.32088	0.42719	2.83637	4.66167	0.06454	3.72868	0	2.63965
Healthy	0	0	2.43351	0	0.01222	0	0	0	0	0	0	2.07734	0	0	0	0.04931	0.08498	0.0352	0	0.02954
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	18.8711	4.55373	0	0	0	0	0	0	0	0.78053	0	0	0.04294	0	0.05178	0.28457	0.04792	0.44034	0
Healthy	0	0	3.30953	0.13472	0	0	0.0209	0	0	0	0.3179	0	0	0	0	0	0.09199	0.0345	0	0.00936
Healthy	11.6816	0	0	0	0.10408	0	0.02195	0	0	0	1.55631	1.14366	0.00589	0.47611	0.02975	0	0.09132	0.00782	0.18488	0.01203
Healthy	0	0.95736	0	2.67415	0	0	0	0	0.00106	0.09209	0.00709	0.00112	0	0	0	0	0.9398	0	0	0
Healthy	0.0214	0	0	0	0	0.04337	0	0	0	0	0.56643	0.67056	1.94384	0.63273	0.13185	0.70705	0.04085	0.32465	0.2312	1.37903
Healthy	2.17463	0	0	0	0	0	0	0	0	0	2.67853	6.45913	0.36141	0	0.0546	0.23047	0.86436	0.5066	0	0
Healthy	0	0	0.22705	0	0.07091	0.15874	0	0	0	0	0.26208	0.63641	0	0.11069	0	0	0.04413	0.02582	0.00202	0
Healthy	0	0	3.41378	0	0	0	0	0	0	0	2.34481	0.01977	0.24259	0	0.15849	0.16605	0.0188	0.13245	0.07858	0.10056
Healthy	0	0	0	0	0	0	0	0	0	0	3.23496	1.50597	0.44336	0.12669	1.40342	1.51473	0.57134	2.57449	0.59234	0.39494
Healthy	0	3.25031	0	0	0	0	0	0	0	0	0.29184	0	0	0.03136	0.00513	0	0.01917	0.02706	1.06026	0.01198
Healthy	1.00529	0	0	0.02807	0	2.2603	0.17343	0.55273	0.00306	0	0.25874	0	7.65875	2.45112	3.78837	1.73528	0.04747	1.15594	0.97312	0.44242
Healthy	0	0	0	0	0	0	0	0	0	0	0.04471	0	0	0.11598	0	0	1.84053	0	0	0
Healthy	0	27.6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12905	0	0	0
Healthy	7.25328	0.00215	0	0	0	0	0	0	0	0	0.29755	1.36516	0.11674	0.06573	0.70271	1.08121	0.03128	0.37713	1.12076	0.06721
Healthy	0	0.60689	3.37304	0	0	0	0	0	0.00051	0	16.9216	0.26744	2.17155	0.9468	2.23196	2.2153	0.46203	1.3018	0.01151	0.54354
Healthy	7.63181	0.00558	0	0	0	0	0	0	0.00673	0	6.2743	2.27061	0.35619	0.01095	0.28883	0.64339	0.01419	0.53075	0.13879	0.16251
Healthy	0	0	3.24018	0.17644	0	0	0.03166	0	0	0	0.27406	0	0	0	0	0	0.09611	0.07163	0	0.03222
Healthy	1.75459	0	2.46321	0.006	0	0.53835	0.03153	0.06496	0.00405	0	3.15079	13.8514	2.13591	0	2.36111	3.85849	0.19066	0.95104	0.21901	1.86853
Healthy	1.15621	0	0	1.04767	0	0.42102	0	0.09152	0.0021	0	2.1137	0	12.4237	0	0.33281	0.49342	1.09501	2.20861	0	0.72372
Healthy	0.00735	5.55889	2.14018	0.31879	0.04121	0.00858	0.03605	0	0.00077	0.05745	31.0455	5.09773	0.22809	0.44751	1.582	0.32368	0.00937	0.78676	0.3041	0.36326
Healthy	0.25521	0	0	0	0	0	0	0	0	0	3.56326	5.49761	0.24781	0.19709	0.40596	0.51981	0.24833	0.18007	0.07049	0.29175
Healthy	0	22.8625	2.87372	0	0.04584	0	0	0	0	0	3.39167	1.01423	0.04377	0	0.03163	0.02446	0.04637	0.03594	0.24565	0
Healthy	0	0	0	1.11772	0	0	0	0	0	0	23.8112	10.6701	0.83737	0	0.88828	0	0.76844	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.47424	0	0.00136	0	0.13046	0	0.01686	0.00724	0.06225	14.1176	11.8157	1.21484	0.45152	0.38011	1.55891	0.48116	0.96043	0.00494	0.82643
Healthy	0	5.61839	0.0066	0.00029	0	0	0	0	0	0	7.43627	3.27255	0.3056	0.35784	0.94258	0.67447	0.01033	0.08844	0.36846	0.18811
Healthy	0	1.03302	0	0	0.03164	0	0	0	0	0	0	0.88094	0	0.14383	0.14999	0	0.24205	0	0	0
Healthy	0.83504	0.84853	0	0.00579	0	0	0	0	0	0	7.46486	7.49006	0.58769	0.09524	1.42673	1.4383	0.2837	0.57697	0	1.1992
Healthy	0	10.7638	0	0	0	0	0	0	0	0	8.99222	1.73183	0.69988	0.1074	0.36283	1.56193	1.19429	1.45086	0.06775	0.85578
Healthy	1.19074	0	0	0	0	0	0	0	0	0	1.48449	3.07035	1.4522	0	2.06463	0.87985	0.28928	0.4586	1.34642	0.06154
Healthy	0	0	1.80516	0	0.01524	0	0	0	0	0	9.14253	3.65104	1.02341	0.18604	0.44244	0.02105	0.05242	0.44348	0.30887	0.05285
Healthy	0	0	0	0.09838	0	1.58251	0	0.00991	0.00377	0.20588	13.475	0.0083	3.26992	0.62244	3.58267	0.72734	0.09728	0.68413	0.15899	0.0992
Healthy	0	0	0	0	0	0.24237	0	0	0	0	27.8501	11.7809	6.4056	3.65309	2.1065	1.75476	0.56796	1.64281	2.38326	0.91997
Healthy	0	0	5.46871	0	0	0	0	0	0	0	13.0216	1.80874	0	0	0	0	0.87967	0.12429	0.75132	0
Healthy	0	0	6.0096	0	0	0.09918	0	0	0	0	20.6178	5.88304	0.75643	0	0.1025	0.05632	2.11657	0.928	0.32814	0.93186
Healthy	0	0.06255	0.24349	0	0	0	0	0	0	0	2.26737	0	0.08561	0.22124	0.05209	0.02746	0.0187	0.12805	0.06987	0.06949
Healthy	0	0	10.3897	0	0	0	0	0	0	0	45.5279	0	1.46711	0.9505	0	0	0.45741	0.82911	0	0
Healthy	12.3012	0	0	0	0.11542	0	0	0	0	0	1.24209	1.86561	0.01597	0.15197	0.04631	0	0.02736	0.00485	0	0
Healthy	0	0	4.8437	0.00476	0	0	0	0	0	0	3.41839	0.81383	2.02374	0	0.3831	1.33178	0.05888	1.06048	0.03496	0.1788
Healthy	0	1.48033	2.94102	0	0	0	0.04085	0	0.0034	0	0	2.12108	0.0702	0.48143	0.06737	0	0.059	0.09827	0	0.01386
Healthy	0	0.00536	0.24992	0.46715	0	0	0.08858	0.00822	0.06787	0	1.41757	0.00216	0	3.83008	0	0	0.01587	0.05677	0.13353	0.08975
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.67389	0	0	0.05214	0	0	0	0	0	0	0	0	0	0	0	0.04092	0	0	0
Healthy	1.33735	2.29219	12.7918	0	0	0	0	0	0	0	0	5.63325	0.03468	1.07557	0.06564	2.37737	0.30483	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.18965	0	0.39321	0	0.26598	0.6051	0	0.03247	0	0.1597
Healthy	0	3.49478	0	0	0	0.04327	0.02505	0	0	0	0.58425	0.34964	0.01884	0.05326	0	0	0.01987	0.08514	1.34996	0.08182
Healthy	0	0.2208	3.49061	0	0	0.08386	0	0.01546	0	0	33.8136	7.21783	0.36978	0.50066	2.01856	0.5261	0.7471	0.51562	0.20086	0.2096
Healthy	0	3.67217	0	0	0	0.057	0	0	0	0	0.52437	0.30701	0.01173	0.07947	0	0	0.12476	0.08725	1.40848	0.06041
Healthy	0	0	6.39185	0.49554	0	0	0	0	0	0	0.84233	0	0	0	0.00758	0	0.07927	0	0	0.02888
Healthy	0	0	0	0	41.5671	0	0	0	0.0884	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.15156	0	0	0.17713	0	0	0	0	0	8.67556	2.53603	1.12587	0.71657	0.24268	1.21429	0.1238	0.43116	0.00971	0.20155
Healthy	0	0	0	0.09219	0	0	0	0	0	0	12.7129	0	0	0	0	1.30356	0	0.21486	0.95857	0.07316
Healthy	0	0	10.132	0.02429	0.00059	0	0	0.03722	0.00222	0	12.5151	7.29055	0.6615	1.05732	2.15296	0.72604	0.01983	1.62102	0.65321	1.48688
Healthy	0	0.4476	0	0	0	0	0	0	0.0001	0	9.62959	0	0.09929	0.37323	0.53676	0.14633	0.04661	0.20452	0.27012	0.16112
Healthy	0.23462	3.96481	0	0.44778	0.01577	0	0	0	0	0	2.68643	2.34265	0.75755	0	1.44626	1.22983	0.15392	1.08599	0.40919	0.74463
Healthy	0	0.05782	0	0	0	0.00301	0.02031	0	0	0	1.85169	2.65869	0.27082	0.07765	0.5084	0.04826	1.62571	0.29779	0.30323	0.2958
Healthy	0	0	0	0.00573	0.10572	0.11856	0.06341	0.01635	0.00149	0.00235	10.4637	11.5741	3.15833	1.15308	2.14781	0.963	0.46192	0.60308	0.10497	1.94699
Healthy	0	0	0	0.03305	0.04808	0.50566	0.01701	0.01272	0.00348	0.00424	1.50606	0	1.33587	1.55774	0.28356	0.06044	0.01736	0.47305	0.03388	0.08169
Healthy	0.04912	0.01624	0	0	0.00675	0.02185	0	0	0	0	9.81252	3.30412	0.44579	0.23941	0.46379	0.3383	0.00421	0.23831	0	0.14613
D011236	0.00081	0.00934	1.78306	0	0	0.24864	0.02196	0.00598	0.00018	0.00347	1.59801	0.4918	0.55262	0.72179	0.91707	0.26994	0.07073	2.04815	3.93036	0.69787
Healthy	2.39337	0.0009	0	0	0	0	0	0	0	0	1.70067	2.072	0.17013	0.06607	0.20933	0.17978	0.07667	0.04943	0.09681	0.14421
Healthy	0	1.04916	0	0	0	0	0	0	0	0	2.22665	0.01838	0.70029	0.5414	0.76361	1.11366	0.03546	0.23118	0.0238	0.23149
Healthy	57.973	0	3.36944	0.01955	0	0	0.38725	0	0	0	0	0	0.01589	0.13187	0	0.01436	0.28465	0	0	0
Healthy	13.3387	0	0	0.00908	0	0	0	0	0	0	0	0	0	0	0	0	1.08021	0	0	0
Healthy	0	0.36293	0	0.11867	0	0.09599	0	0	0.03688	0	1.31314	26.0589	2.14695	0.7682	0.23988	0.97444	1.44031	1.63863	0.05682	0.22117
Healthy	0.01632	28.3714	4.07266	0	0.01757	0	0	0	0	0	1.26787	0.0067	0	0	0	0.0348	0.04127	0.0767	0.23711	0
Healthy	0.33531	0.37875	0	0	0	0	0	0	0	0	0.19876	5.33346	0.82653	0.784	1.59394	2.60811	0	0.83538	0	0.33841
Healthy	0	35.6791	8.95603	0.00286	0	0	0.11275	0.02121	0	0	0.26948	0.53113	0.02363	0.67529	0.00308	0.04151	0.00501	0.03243	0	0.00803
Healthy	0	0	0	0.00198	0	0.01861	0.00393	0	0.01464	0	0	1.97035	0.15995	0.05352	0.15437	0.14676	0.06114	0.37339	0.25817	0.28125
Healthy	0	0	0.01414	1.95118	0	0	0.01036	0	0.00777	0.00549	2.85708	3.42578	0.93946	0.69214	0	0	0.33424	0.90195	0.07384	0
Healthy	0.00932	8.7152	0	0.05058	0.02593	0	0	0	0	0	0.2609	0.01732	0.03735	0	0.10739	0.10344	0.06163	0.18466	0.08159	0.03724
Healthy	0.03643	28.3798	4.24324	0	0.03153	0	0	0	0	0	1.26874	0	0	0	0	0.05042	0.04131	0.05459	0.2596	0
Healthy	0	1.0361	0	0	0.02431	0	0	0	0	0	0	0.91691	0	0.12423	0.18165	0	0.24747	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	34.9149	1.32898	0.35704	0.15025	0.35863	0.21675	0	0.24041	0.89377	0.61106
Healthy	0	7.70835	0	0	0	0.1353	0	0	0	0	2.12369	0.1562	0	0.10293	0	0.07194	0.5461	0.0128	0.43823	0.00835
Healthy	0	0	3.22278	0.01499	0.04784	1.10324	0.02979	0.00875	0.01056	0.00015	0.82745	0	0.76468	0.39764	2.6787	0.7115	0.16282	1.89968	0.00787	0.19604
Healthy	0	2.88647	2.61596	0	0	0	0	0.14956	0.00702	0.01157	0	1.8513	0	1.28323	0	0	0.64033	0.15938	0	0
Healthy	0	0	0	0	0	0.00545	0	0	0.00349	0	1.25924	7.73913	0.21545	0.28173	1.07797	0.61394	0.00313	0.27471	0.12502	0.15702
Healthy	14.8701	0	0	0	0.17252	0	0	0	0	0	1.50658	1.77574	0	0	0	0.00773	0.03293	0.03743	0.84269	0
Healthy	0	0.02234	0.00756	1.10743	0	0	0.04758	0.00626	0.00553	0.02012	27.1106	0	0.65496	0.70373	0.00079	0	0.86136	0.0013	0	0.09431
Healthy	0	0.24304	0	0	0	0	0	0	0	0	0.80113	4.96701	0.06613	0.38901	0.23096	0.20647	0.21293	0.13419	1.55291	0.05184
Healthy	0	2.65542	0	0	0	0.01391	0	0	0	0	1.20123	0.2105	0.00316	0.09569	0	0	0.15754	0.13649	4.00441	0.07495
Healthy	1.59577	0	0	0	0	0	0	0	0	0	2.93815	2.04301	1.19259	0	2.26938	0.77368	0.31205	0.51447	0.65588	0.00265
Healthy	0.49735	0.20019	3.03471	0	0	0	0.00901	0	0	0	0	0	0.00409	0	0	0	0.03063	0.04049	0.1056	0
Healthy	0	0.0006	0	0.16958	0.0094	0.03476	0	0.00732	0.02107	0.00703	13.19	17.4492	3.24868	0	3.96513	2.50148	0.31785	2.37982	0.04694	0
Healthy	0	0.27121	0	0.03249	0	0	0	0	0	0	1.06921	31.5708	0.79664	1.04435	2.28357	0.69489	0.18959	0.25062	0.04177	0.36287
Healthy	0	1.44559	3.06156	0	0	0	0.04566	0	0.00693	0	0	2.16107	0.08101	0.50285	0.1007	0	0.01748	0.12821	0	0.02955
Healthy	0	0	0	0	0	0	0	0	0	0	7.15599	0.9359	0.10958	0.00623	0.02002	0.01412	0.03648	0.04189	0.02257	0
Healthy	3.02612	0	4.13539	0	0.10935	0	0	0	0	0	15.1844	0	0.37423	0	1.18651	0.22819	0.17609	0.67859	0	0.24569
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	10.0535	0	0	0	0	0	0	0	1.61563	2.02697	0.30232	0.11814	0.62033	1.26932	0.28467	0.10306	0.46767	0.04863
Healthy	0	0	0	0	0	0	0	0	0	0	7.29679	0	0	0	0	0	0	0	0	0
Healthy	8.09195	0.00887	0	0	0	0	0	0	0	0	5.77678	1.97905	0.20717	0	0.29093	0.46061	0.68168	0.40751	0.13984	0.09002
Healthy	0	0	0	0.72035	0.01134	0	0	0	0.01959	0	0	7.51266	0	0.97485	0	0	0.00647	0.16992	0	0
Healthy	1.08711	0	0	0.00487	0.00131	0	0	0	0	0	12.9987	1.01743	0.10879	0.08153	0.1069	0.84773	0.08976	0.20786	1.50394	0.10225
Healthy	0	0	2.68487	0	0	0	0	0	0	0	2.93632	0.00829	0.10586	0.06902	0.10802	0.31817	0.03194	0.10335	0.1194	0.08825
Healthy	1.11172	0	0	1.20822	0	0.37856	0	0.08427	0.00821	0.00053	2.05558	0	12.4075	0	0.30741	0.52132	1.08877	2.12631	0	0.76369
Healthy	0.24139	0.00285	0	0	0	0	0	0	0	0	0.00349	0.28721	1.13246	0.15335	0.93372	1.00102	0.56325	0.60162	0.31464	0.8045
Healthy	0	0	17.7166	0.01743	0	0	0.20807	0.03548	0	0	3.22517	4.45277	0.08146	0.61525	0.11189	0.08172	0.28596	0.0807	0.25641	0.00363
Healthy	0	0	0	0	0	0	0	0	0	0	0.88329	0	0.67502	0	2.37183	1.28403	0.04525	0.25196	0.10422	0.21324
Healthy	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24613	0	0	0
Healthy	0	0	0.83084	0	0.02542	0	0	0	0	0	4.57761	3.10177	0.45369	0.1068	0.04616	0.00357	0.05244	0.06834	0.43505	0
Healthy	0	0.04627	0	0	0	0.0097	0	0	0	0	19.5605	0.06077	0.34164	0.3691	0.60687	0.10221	0.08505	0.24593	0.05399	0.22815
Healthy	0.10291	0.16112	0	0	0	0	0	0	0	0	3.13876	0.00126	0.39581	0.2526	0.11485	0.30868	0.11465	0.2045	0.78546	0.12882
Healthy	2.27351	0	0	0	0	0	0	0	0	0	0	3.49557	0.85698	0	0.66065	0.62462	0.09208	0.43536	0	0.46486
Healthy	42.9084	0	10.1966	0.33599	0	0	0	0	0	0	1.85701	0	0	0	0	0	0.27936	0	0	0
Healthy	0.24706	2.15932	0	0	0.02173	0	0	0	0	0	7.70927	24.1739	1.11194	1.73004	3.57198	4.08278	0.08085	1.10854	0.01058	0.77392
Healthy	57.9988	0	3.44788	0.01178	0	0	0.38617	0	0	0	0	0	0.00262	0.13703	0	0.01426	0.0619	0.00135	0	0
Healthy	0	0	0	0.04018	0	0.25229	0.01574	0.1162	0.00981	0.0142	3.27312	1.29024	0.20018	1.30424	0.94474	0.10167	0.15241	0.44695	0.53835	0.16755
Healthy	0	0	0	0	0	0	0	0	0	0	0.03311	0	0	0.12202	0	0	0.0036	0	0	0
Healthy	0	0.39726	0	0	0	0	0	0	0	0	7.50663	20.0314	2.15565	1.18894	2.17013	1.11768	0.16014	2.47174	0.06096	0.89951
Healthy	0	9.61005	0	7.73171	0	0	0	0	0	0	0	0	0	4.53704	0	0	0.6153	0	0	0
Healthy	0.00301	0	0	4.03282	0	0	0	0	0.46689	0	0	0	0	0	0	0	0.23665	0	0	0
Healthy	42.7222	0	10.3557	0.27278	0	0	0	0	0	0	1.85118	0	0	0	0	0	0.16962	0	0	0
Healthy	0.27756	0	0	0	0	0	0	0	0	0	3.51007	5.41299	0.22031	0.28977	0.41826	0.51368	0.34547	0.15477	0.09087	0.27391
Healthy	0	0	0	0	0	0	0	0	0	0	0.03433	0	0	0.10093	0	0	0.00704	0	0	0
