group	Bacteroidaceae	Ruminococcaceae	Bifidobacteriaceae	Enterobacteriaceae	Selenomonadaceae	Streptococcaceae	Pasteurellaceae	Peptostreptococcaceae	Veillonellaceae	Micrococcaceae	Burkholderiaceae	Streptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	17.79383	1.34419	0.11958	0.02436	0	0	0	0	0	0	1.03018	0	0.40818	10.4298	0	0	0	0	0	0
Healthy	57.93011	2.72507	0.06427	0	0.0654	0.0444	0	0	0	0	0.78693	0.0444	0.23014	0	0.22694	1.60517	0	0	0	0
Healthy	34.26113	28.3134	0.44333	0.41519	0	0.6889	1.83388	0	2.30825	0	3.37005	0.6889	0	0	0	0	2.30825	1.83388	0.00226	0
Healthy	5.71969	2.03732	50.36105	0.00574	0	0.06544	0.00082	0.12914	0	0	0	0.06544	1.69284	0	0.15953	0	0	0.00082	2.19613	0.12914
Healthy	56.30496	2.05243	0.68963	0.05991	0	0	0.01278	0	0.20313	0	0.30531	0	0.16479	0	0.16622	0	0.20313	0.01278	0	0
Healthy	53.36762	3.77019	0.4348	0	0	0.20903	2.81636	0	0.26098	0	1.12334	0.20903	0	0	0	0	0.26098	2.81636	0	0
Healthy	18.13031	3.37601	0	5.74301	0	0.18712	0	0	0	0	0.01139	0.18712	0	1.02321	0.02651	0	0	0	0	0
Healthy	46.83241	4.06948	0	0	0	0	0.04466	0	0	0	6.6301	0	0	1.48895	0	0	0	0.04466	0	0
Healthy	22.3188	0.01392	29.22904	1.01176	0.67687	0.09641	0	0.05911	0.01301	0.00023	0	0.09641	0	0	0.00272	0.31234	0.01301	0	0.05393	0.05911
Healthy	5.114	5.18564	0.09026	0.31318	0	6.30898	0.32734	0.13842	0.188	0.1014	0	6.30898	1.19512	0.06428	2.61898	7.2004	0.188	0.32734	1.39708	0.13842
Healthy	11.38842	21.52001	0.72507	0.7279	0	0	0	0.01169	0	0	0.51855	0	0.00473	0	0.00315	0	0	0	0	0.01169
Healthy	23.79322	6.24915	0.12053	0	0	0.23143	0.11675	0.35873	0.01712	0.06842	0.88015	0.23143	0.20174	1.66935	0.14557	0	0.01712	0.11675	0.03167	0.35873
Healthy	40.08372	10.45993	0	0.0386	0	0	0	0	0	0	0.14398	0	0	0	0.03345	0	0	0	0	0
Healthy	66.66305	0.09042	0.1876	1.08916	0	0	0	0	0.84661	0	0	0	0	0	0	0	0.84661	0	0	0
Healthy	11.08973	5.91875	7.55058	0	0.82667	0.06994	0	0.00623	0	0	0.17374	0.06994	0.58754	0.49085	0.04604	0	0	0	0.0176	0.00623
Healthy	54.38242	16.10893	0.18903	0	0.09455	0	0	0	0	0	0	0	0	0	0.0418	0	0	0	0	0
Healthy	0.49986	2.79504	38.8514	0	0	0	0	0	0	0	0	0	2.41086	0	0.42698	0	0	0	3.02876	0
Healthy	38.30535	5.51842	0.43083	0	0	0	0	0.03868	0	0	0.11329	0	0.39077	0	2.61862	0	0	0	0	0.03868
Healthy	18.11189	3.44094	0	5.46585	0	0.17331	0	0	0	0	0.00432	0.17331	0	0.98952	0.04725	0	0	0	0	0
Healthy	25.52082	6.21137	0.27976	0	0	0.50184	2.12582	0	0.05825	0	5.79339	0.50184	0	0.90074	0.01319	0	0.05825	2.12582	0	0
Healthy	14.00882	7.68717	2.37651	0.04711	0	0	0	0	0	0	0.11657	0	0	0	0	0	0	0	0	0
Healthy	10.32206	23.48442	0	0	0	0.95217	0.07209	2.4799	0.36192	0.50881	0	0.95217	2.27388	4.42928	4.58642	3.1472	0.36192	0.07209	0	2.4799
Healthy	40.07259	5.27516	0.09297	0	0	0.03244	0.16125	0.0309	0.0188	0	0.06939	0.03244	0.52018	0	0	0	0.0188	0.16125	0	0.0309
Healthy	23.05797	0.91597	0.51432	0	0	0.20359	0	0	0	0	0.27316	0.20359	0.8744	0	0	0	0	0	0	0
Healthy	40.8624	4.35743	2.43763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	30.65763	3.50039	2.02865	0.35158	0.82323	0.00208	0.10127	0.09915	0.00581	0	0.6978	0.00208	0.1718	0	0.36706	1.18442	0.00581	0.10127	0	0.09915
Healthy	59.15087	2.22993	0	0	0.01298	0	0	0	0	0	0	0	0.62314	0.07836	0.20881	0.13366	0	0	0	0
Healthy	28.7838	0.00998	8.04708	2.32188	0	44.32811	0.2854	1.06231	0	0	0.01148	44.32811	0	0	0	0	0	0.2854	0.33126	1.06231
Healthy	49.65855	3.44076	0.26644	0	0	0.09518	0	0.22862	0.237	0	0	0.09518	0.15678	0	0	0	0.237	0	0	0.22862
Healthy	79.9754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	52.79299	5.43564	0.0957	0.13805	0	0.03774	0	0	0	0	0.07739	0.03774	0.06393	0	0.01938	0	0	0	0	0
Healthy	33.28561	5.41488	0.83162	0	0	0.66997	2.05871	0	0.9444	0	5.7539	0.66997	0	3.22968	0.0078	0	0.9444	2.05871	0	0
Healthy	79.55221	0.01441	0.00343	20.1597	0	0.23027	0.00076	0	0	0	0	0.23027	0	0	0	0	0	0.00076	0	0
Healthy	37.47515	1.25691	0.32729	0.83831	0	0.05473	0	0	0	0	0.02796	0.05473	0.87928	0.0388	0.3571	0	0	0	0	0
Healthy	10.47474	3.67754	1.31036	0.11862	0	0.32829	0	0	0	0	0	0.32829	1.23037	0.0153	0.77997	0	0	0	0	0
Healthy	53.73766	3.43351	0.12359	0	0	0.05886	0	0	0	0	0.13966	0.05886	0.25629	0.87273	0.03556	0	0	0	0	0
Healthy	56.25296	5.00444	0.22095	0	0	0.4939	0	0	0	0	6.35281	0.4939	0.06449	0	0	0	0	0	0	0
Healthy	73.30718	2.73645	0.22345	1.72502	0	0.07047	0	0	0	0	0.08782	0.07047	0	0	0.04621	0	0	0	0	0
Healthy	6.69262	21.7761	29.83657	0	0.86453	0	0	0	0	0	0	0	0.96879	0.65994	0	0.35718	0	0	0.10174	0
Healthy	12.55489	13.07154	0.71029	0.02906	0	0.00475	0	0.00114	0.0721	0	0.22989	0.00475	0	4.4505	1.87833	0	0.0721	0	0	0.00114
Healthy	38.74941	10.01346	0	0	0	0	0	0	0	0	0.18563	0	0	0	0.02969	0	0	0	0	0
Healthy	24.309	0.79783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	60.44718	2.24434	0	0.06397	0.02585	0	0	0	0	0	0	0	0.62736	0.10679	0.20525	0.08883	0	0	0	0
Healthy	17.10377	4.44364	1.50971	0.05925	0	0	0	0	0	0	0.07412	0	0.05146	0	0	0	0	0	0	0
Healthy	2.95087	27.00309	11.10721	0	0	0	0	0	0	0	3.75963	0	0	0	0	0	0	0	0	0
Healthy	11.92795	4.40035	0.09455	0	0	0.01555	0	0	0	0	1.41351	0.01555	0.15093	0	1.17852	0	0	0	0	0
Healthy	38.25175	0.54416	0	0	0	0	0	0	0	0	0	0	0	0	0.44038	1.64016	0	0	0	0
Healthy	61.29262	8.558	0	0	0	0.03613	0.07096	0	0	0	5.94909	0.03613	0	0	0	0	0	0.07096	0	0
Healthy	83.96324	0.88195	0.16083	0.12185	0	0	0	0	0	0	0.53767	0	0	0	0	0	0	0	0	0
Healthy	22.64371	4.19247	0	0	0	0	0	0	0	0	0.60642	0	0	0	0	0	0	0	0	0
Healthy	31.72459	8.61727	0	0	1.12009	0.2994	0	0	0	0	0	0.2994	0.12703	0	0	0	0	0	0	0
Healthy	7.24266	3.53174	0.24402	0	0	0.02128	0.09599	0	0.10626	0	0.73212	0.02128	0.05682	0	0	0	0.10626	0.09599	0	0
Healthy	14.67498	2.32822	0.39225	0.11053	0	0.04261	0	0.0222	0.00272	0	0.217	0.04261	0.38686	0	0.12851	0.077	0.00272	0	0	0.0222
Healthy	10.31901	7.33919	2.53561	0	0	3.63552	0	0	0	0	0.35157	3.63552	1.57506	0	0	0	0	0	0	0
Healthy	31.59207	1.02062	0	0	0	0	0	0.65728	0	0	0	0	0	0	0	0	0	0	0	0.65728
Healthy	17.92569	9.52048	1.80645	0	0	0.51859	0	0	0	0	0	0.51859	0	1.51484	1.42706	0	0	0	0	0
Healthy	7.1536	3.47849	0.22024	0	0	0.03968	0.09948	0	0.10893	0	0.8158	0.03968	0.05066	0	0	0	0.10893	0.09948	0	0
Healthy	36.60872	9.80828	1.56915	0.0235	0.09019	4.60465	0.05613	0.01315	0.13555	0	0.05912	4.60465	0.03277	0	1.09432	0	0.13555	0.05613	0	0.01315
Healthy	50.05231	1.77184	1.05489	0	0	0	0.01521	0	0	0	0.65246	0	0.13565	0	0	0.00309	0	0.01521	0	0
Healthy	46.72504	5.14338	1.33389	0.15389	0	0.01921	0	0	0	0	0.01829	0.01921	0.31625	0	0	0	0	0	0	0
Healthy	52.81622	9.23019	0.6847	0.14199	0.30013	0.05411	0.00365	0.05497	0.00826	0	0	0.05411	0	0	0.1999	0.63989	0.00826	0.00365	0	0.05497
Healthy	0.0747	0.00229	0	0.10301	0	16.17656	21.65687	3.46418	9.95464	0.00779	0.0013	16.17656	0	0	0	0	9.95464	21.65687	0	3.46418
Healthy	49.2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.90508	7.54373	0.16165	0.12456	0	0.31871	0.24587	0.10772	0.092	0	1.12401	0.31871	0.85144	0	0.01467	0	0.092	0.24587	0.01152	0.10772
Healthy	69.27726	1.01892	0.00838	0	0	0	0	0	0	0	0.10547	0	0	0	0	0	0	0	0	0
Healthy	18.2879	3.21841	0	5.06457	0	0.23724	0	0	0	0	0.00765	0.23724	0	1.01667	0.03421	0	0	0	0	0
Healthy	40.40465	9.14131	6.0018	0	0	0.07916	0	0	0	0	0.00803	0.07916	0.55112	0	0.00738	0	0	0	0	0
Healthy	58.33865	4.47128	0	0	0	0	0.00754	0	0	0	0.04009	0	0.15977	0	0	0	0	0.00754	0	0
Healthy	59.26013	2.12803	0	0.0306	0.0179	0	0	0	0	0	0	0	0.69124	0.10397	0.17821	0.07133	0	0	0	0
Healthy	29.21591	1.51814	0.00237	0	0	0	0	0	0	0	0	0	0	0	0.47839	0	0	0	0	0
Healthy	56.00257	1.93983	0.39543	0	0	0	0	0	0	0	0.13784	0	0	0	0.33087	0	0	0	0	0
Healthy	25.58713	3.44815	0.18434	0.01783	0	0	1.24017	0	0.07326	0	2.86695	0	0.02457	0	0	0	0.07326	1.24017	0	0
Healthy	12.81759	8.38671	0.1479	0.05688	0	0	0	0	0	0	0.35154	0	0.10036	0	0	0	0	0	0	0
Healthy	25.97584	5.11953	2.71207	0.00862	0	0.48286	0.43448	0.4202	0.15593	0	0.17884	0.48286	0.94643	0	0.25976	0	0.15593	0.43448	0.03297	0.4202
Healthy	30.27608	2.60235	0	3.72281	0	0	0	0	0	0	0.26669	0	0.0155	0	0	0	0	0	0	0
Healthy	19.18437	10.91823	0.90296	0	0.18964	0.57013	0.44155	0.02593	0.18901	0.01166	0.78993	0.57013	0.35061	0.87151	2.24283	0	0.18901	0.44155	0	0.02593
Healthy	46.29544	33.4338	2.65459	0.09062	0	0.00821	0.00179	0	0.15411	0	5.01764	0.00821	0	0	0	0	0.15411	0.00179	0.00234	0
Healthy	14.13104	9.45053	2.53089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.63606	42.08155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	53.83709	5.74926	0.48035	0.00174	0	0.00859	0.09418	0.02953	0.00381	0	0.00188	0.00859	0.18724	0	0.79164	0	0.00381	0.09418	0.34585	0.02953
Healthy	7.73555	9.21898	1.95918	0.45444	0	3.67627	0.66963	0.02893	0.04927	0	0.05352	3.67627	0.53754	0	1.18883	0	0.04927	0.66963	0	0.02893
Healthy	57.39969	8.39431	0	0	0	0	0	0	0	0	0.6167	0	0	0	0	0.24652	0	0	0	0
Healthy	78.71114	0.52044	0	0	0	0	0	0	0	0	0	0	0	3.30314	0.48114	0	0	0	0	0
Healthy	22.72709	6.88559	4.22679	0.09194	0	6.92059	0.06276	0	0.05327	0	0	6.92059	1.20997	0.15811	0.10051	0	0.05327	0.06276	3.61969	0
Healthy	1.2351	4.47433	0.03088	0	0	7.81671	0	0	0.01531	0.03211	0	7.81671	0	4.03805	1.12386	0.41657	0.01531	0	0.08581	0
Healthy	10.98924	0.08042	6.60214	1.20415	0	0.60717	0	0.01632	0	0	0.06639	0.60717	0	0.40456	0.0546	0.1286	0	0	0.30535	0.01632
Healthy	51.15279	1.7085	0.99131	0	0	0	0	0	0	0	0.62165	0	0.15255	0	0	0.00464	0	0	0	0
Healthy	45.07614	7.16308	0	0	0	0.02163	0.01762	0	0	0	0.00319	0.02163	0.08698	0	0	0	0	0.01762	0	0
Healthy	46.7618	2.45793	0	0.04563	0	0	0	0.41483	0	0	0.00148	0	0	0	3.64677	0	0	0	0	0.41483
Healthy	8.9056	1.27455	0	0	0	0.77638	0	0	0	0	0	0.77638	0	0	0	0	0	0	0	0
Healthy	49.96938	7.66614	1.88801	0.01808	0	0.41385	0.16637	0.03891	0.07473	0.0021	0.02092	0.41385	0.80581	0	0.04323	0	0.07473	0.16637	0.01093	0.03891
Healthy	37.33223	4.07624	1.86555	0	0	0.61644	0.20521	0.0746	0.08888	0.06018	0.00149	0.61644	0.99048	0	0.03839	0	0.08888	0.20521	0.0274	0.0746
Healthy	0.01036	0.00717	0.02299	31.25519	0	0.22154	0.02425	0.01723	0.59503	0.02743	0.23838	0.22154	0	0	0.26969	0	0.59503	0.02425	0	0.01723
Healthy	21.09078	0	73.72045	1.45041	0	0.10484	0.01115	0	0.1108	0	0	0.10484	0.83133	0	0	0	0.1108	0.01115	1.61575	0
Healthy	85.93009	0.86999	0	0.50987	0	0.24482	0	0	0.02273	0	0.10605	0.24482	0.14886	0	0.02238	0	0.02273	0	0	0
Healthy	23.1251	2.93345	5.00682	0	0	0	0	0	0.0058	0	0.05143	0	0.40593	0.07656	0.04975	0	0.0058	0	0	0
Healthy	15.43528	3.25997	1.14957	0.60739	0	0.0964	0	0	0	0	0.0514	0.0964	0.68067	0.05476	0.51682	0	0	0	0	0
Healthy	15.84344	6.81237	0.73836	0	0	0.1366	0.14623	0.45923	0.08348	0	0.04211	0.1366	0.07106	0	0.00647	0	0.08348	0.14623	0	0.45923
Healthy	0.02398	0	0.01109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	48.20814	2.78186	0.79294	0	0	0.06786	0	0	0	0	3.33516	0.06786	0.57258	0	0.05546	0.10466	0	0	0	0
Healthy	16.93879	4.85254	0.958	0.03249	0	1.14434	0.13315	0.14669	0.01139	0	0.00249	1.14434	0.11939	1.37859	1.93039	0	0.01139	0.13315	0.01457	0.14669
Healthy	0.98503	1.53316	0.14278	0.21199	0	0	0	0	0	0	1.72608	0	0	0	0	0	0	0	0	0
Healthy	69.70617	1.46929	0	0.01502	0	0.04098	0	0	0	0	0	0.04098	0	0	0	0	0	0	0	0
Healthy	63.69073	1.60214	0.087	0	0	0	0	0	0	0	0.27294	0	0	0	0	0	0	0	0	0
Healthy	85.12374	0.56909	0.1966	0.08678	0	0.03254	0	0	0.14528	0	0.00139	0.03254	0	0	0.00715	0	0.14528	0	0.00477	0
Healthy	26.37359	4.87378	13.15563	0	0	1.27566	0.58696	0.093	0.1847	0.03618	0.74375	1.27566	3.91151	3.0651	6.73006	0	0.1847	0.58696	0.02803	0.093
Healthy	19.9402	12.26037	3.65117	0	0	0.0672	0	0.0003	0	0.00394	0.966	0.0672	1.19242	2.02303	1.90472	0	0	0	1.39307	0.0003
Healthy	15.20049	3.64784	7.76011	0.19164	0	2.732	0	0	0	0	0	2.732	8.07396	0	0.34886	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	75.45184	6.38978	0	0	0	0	0	0	0.01108	0	4.28173	0	0.00653	0	0	0	0.01108	0	0	0
Healthy	44.63279	7.04131	0	0	0	0.02111	0.04543	0	0.00194	0	0.02131	0.02111	0.09496	0	0	0	0.00194	0.04543	0	0
Healthy	36.51609	0.65538	0	2.31736	0	0	0	0	0	0	0.33648	0	0	0	0	0	0	0	0	0
Healthy	35.06171	15.37946	2.36711	0.23371	0	1.16739	0.06394	0.13193	0.01859	0	0.3352	1.16739	0.43562	0	0.23627	0	0.01859	0.06394	0.02801	0.13193
Healthy	39.51349	10.98399	1.27517	0.08711	0	0	0	0	0	0	0.46773	0	0.18546	0	0.08488	0	0	0	0	0
Healthy	53.65404	3.76821	0.50417	0	0	0.22672	2.63707	0	0.20931	0	1.34498	0.22672	0	0	0	0	0.20931	2.63707	0	0
Healthy	20.99024	17.84525	0	0.38544	0	0	0	0	0	0	6.7556	0	0	0	0	0	0	0	0	0
Healthy	41.74842	3.62383	0.28812	0	0	0.00661	0	0	0	0	0.11116	0.00661	0	0	0.06512	0.22506	0	0	0	0
Healthy	10.05104	31.17523	0	5.96798	0	0	0	0	0	0	0	0	0.95473	30.9145	1.82984	1.1386	0	0	0	0
Healthy	22.26525	19.66342	1.1837	0	0	0.88718	0	0	0	0	0	0.88718	1.05088	2.25693	0	0	0	0	0	0
Healthy	21.65317	2.20998	9.74524	8.16134	0	2.91271	0	0.08908	0.04547	0	0.0513	2.91271	2.79408	0	0.05584	0.47789	0.04547	0	0.0413	0.08908
Healthy	21.38533	15.64714	0	0	0	0	0.123	0	0	0	10.88527	0	0	0.92544	0	0	0	0.123	0	0
Healthy	17.61028	1.71266	0	0	0	0	0	0	0	0	0.05299	0	0	0	0	0	0	0	0	0
Healthy	66.40744	9.69365	0.41885	0.04028	0.59969	0.0323	0	0	0	0	0	0.0323	0	0	0	0	0	0	0	0
Healthy	62.51188	5.3176	1.11066	0.11647	0	0.4527	0.78587	0.06602	0.06795	0.00678	0.11886	0.4527	0.55142	0	0.07157	0	0.06795	0.78587	0	0.06602
Healthy	8.51474	45.6278	0	0	0	0	0	0	0	0	0.19324	0	2.04615	0	0	0	0	0	0	0
Healthy	67.18047	0.97163	0	0	0	0.06187	0	0	0	0	0.06334	0.06187	0	0	0.87324	0	0	0	0	0
Healthy	85.37583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	45.45948	0	0.30579	0.22094	0	0.22365	0	0.00435	0.16401	0	0	0.22365	0	0	0	0	0.16401	0	0	0.00435
Healthy	12.77893	11.59421	0.00341	0.22091	0	3.94948	0	0.00811	0	0	0.03821	3.94948	1.12483	0	2.47088	0	0	0	0.19992	0.00811
Healthy	27.88617	1.06426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	34.36	10.77324	0	0	0	0	0.02926	0	0	0	5.39624	0	0	1.24666	0	0	0	0.02926	0	0
Healthy	31.61593	1.02861	0.08983	0.00603	0.4279	1.38937	0.0038	0.65785	0.00837	0.01276	0.68029	1.38937	0.75056	0.54321	0.12439	0.00525	0.00837	0.0038	0.01317	0.65785
Healthy	55.50235	1.79676	0.3703	0	0	0	0	0	0	0	0.14996	0	0	0	0.27107	0	0	0	0	0
Healthy	54.2621	1.62245	0.24904	0.01973	0	0	0	0	0	0	0.17531	0	0	0	0.01762	0	0	0	0	0
D013167	50.18964	4.81377	0.55767	1.24783	0	0.07144	0.00225	0.0284	0.12101	0	0.00512	0.07144	0.15807	0	0.0348	0	0.12101	0.00225	0	0.0284
Healthy	53.41295	1.62754	0.23762	0.07578	0	0	0	0	0	0	0.13742	0	0	0	0.02401	0	0	0	0	0
Healthy	32.33161	6.66614	0.54513	0.0772	0	0.00917	0	0	0.00905	0	1.42304	0.00917	0.22265	0	0.00918	0	0.00905	0	0	0
Healthy	20.16763	5.53121	2.51163	0.40413	0	0.22132	0.02856	0.02687	0.02655	0	0.04007	0.22132	0.41176	0	2.52859	0	0.02655	0.02856	0.03491	0.02687
Healthy	0.63797	0.00155	12.25332	26.5371	0	3.40948	0.0063	0	0	0	0	3.40948	0	0	0	0	0	0.0063	0	0
Healthy	59.61472	7.63655	0.4048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	25.90006	10.66189	1.13486	0	0	0.19082	0	0	0	0	0	0.19082	0	0	0.75394	0.21204	0	0	0	0
Healthy	17.769	0	14.25427	12.48897	0	0.23626	0	0	0	0	2.45207	0.23626	0.68492	0	0.18429	0	0	0	0	0
Healthy	65.52638	2.07806	0	0	0	0.07282	0.04518	0	0	0	0.29652	0.07282	0	0	0.87277	0	0	0.04518	0	0
Healthy	12.29747	0.66282	3.09619	0	0	0.1676	0	0	0	0	0.15405	0.1676	0.94487	0.01347	0	0	0	0	0.25322	0
Healthy	18.06735	8.59162	1.37335	0.27444	0	0.26361	0	0	0	0	0.56996	0.26361	0.2099	2.83403	7.42025	0	0	0	0	0
Healthy	16.88865	14.51807	3.94225	0.19124	0	0.53812	0.03373	0.07736	0.0544	0.00381	1.0012	0.53812	0.24642	0	0.12185	0	0.0544	0.03373	0.04734	0.07736
Healthy	23.55575	2.75222	0	0.83585	0	0.07821	0	0.00111	0	0	0.5187	0.07821	0	1.88668	0	0	0	0	0	0.00111
Healthy	66.68576	0.08666	0.17299	1.19252	0	0	0	0	0.84851	0	0	0	0	0	0	0	0.84851	0	0	0
Healthy	35.08188	3.82459	0	0	0	0.08599	0.08441	0	0.0027	0	5.03567	0.08599	0.00624	0	0.04195	0	0.0027	0.08441	0	0
Healthy	7.41536	9.17705	0.57254	0	0	0	0.00284	0.07217	0	0	0.04743	0	0.14805	0	2.04138	0	0	0.00284	0	0.07217
Healthy	41.0005	7.50587	0	0	0	0.01324	0.05132	0	0.00413	0	0.02241	0.01324	0.1252	0	0	0	0.00413	0.05132	0	0
Healthy	61.84235	8.07419	0.00722	0.13586	0.01773	0.2514	1.76324	0.10539	0.01735	0.00413	0.17879	0.2514	0.0274	0	0.06687	0	0.01735	1.76324	0	0.10539
Healthy	40.04832	4.44937	0.80308	0	0	0.40514	0.7386	0	0.12488	0	2.27288	0.40514	0	0.23932	0.06389	0	0.12488	0.7386	0	0
Healthy	45.83941	4.56889	1.17352	0	0	0.02196	0	0	0	0	0.01533	0.02196	0.25238	0	0	0	0	0	0	0
Healthy	17.24653	9.44789	0	15.9415	0.29276	0.07261	0.20148	0	0	0.04453	0	0.07261	0.19768	2.23398	0.34681	0.02787	0	0.20148	0	0
D013167	64.56586	16.07909	0.40191	0.19455	0	0.00951	0.00876	0	0.00729	0.01144	0.11094	0.00951	0.12369	0	0.03591	0.01845	0.00729	0.00876	0	0
Healthy	55.33646	2.1971	0.62623	0.05751	0	0	0.01526	0	0.19775	0	0.27255	0	0.19603	0	0.1369	0	0.19775	0.01526	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.74352	3.89362	2.93824	0.28602	0	0	0.00514	0.00891	0	0	0.49336	0	0.12508	0	0.032	0	0	0.00514	0	0.00891
Healthy	19.11313	17.30843	0.07778	0	0	0	0	0	0	0	0.07047	0	0	0	0	0	0	0	0	0
Healthy	9.70099	2.32697	5.96501	0	0	0	0	0	0	0	0	0	0.3283	0	0	0	0	0	0	0
Healthy	26.92547	4.08283	0.42195	0	0	0	0	0	0.46895	0	0.34171	0	0.07502	0	0	0	0.46895	0	0	0
Healthy	37.24702	21.8773	7.57128	1.61886	0	1.22338	0.29636	0.15342	0.22769	0.00745	0.00884	1.22338	2.25101	0	0.12208	0.0534	0.22769	0.29636	0.05829	0.15342
Healthy	46.39845	1.8945	1.20906	0	0	0	0.00212	0	0	0	0.72132	0	0.17215	0	0	0.00649	0	0.00212	0	0
Healthy	50.59341	1.69388	1.08237	0	0	0.00128	0	0	0	0	0.59739	0.00128	0.16663	0	0	0	0	0	0	0
Healthy	73.64632	2.39217	0.21845	1.60609	0	0.06486	0	0	0	0	0.10994	0.06486	0	0	0.05354	0	0	0	0	0
Healthy	44.5478	3.90562	0.01016	0.01598	0	0.0201	0	0	0	0	0	0.0201	0.08076	4.96439	0.34636	0.24632	0	0	0.10632	0
Healthy	33.86944	4.32836	11.81876	0.13716	0	0.3211	0	0	0	0	0.07371	0.3211	1.21269	0	0.00257	0	0	0	0	0
Healthy	37.0803	1.97117	3.14251	0.28098	0	0.0407	0	0.23122	0.15366	0	0	0.0407	0	0	0.23834	0	0.15366	0	0	0.23122
Healthy	30.51913	7.13782	0.00758	0	1.49351	0.0018	0.21487	0.11469	0	0	0	0.0018	0	0.0954	0.67172	0.88999	0	0.21487	0	0.11469
Healthy	63.00057	2.96856	0.01131	0	0	0	0	0	0	0	0.06535	0	0.0213	4.44069	0.0796	0	0	0	0.25605	0
Healthy	32.88129	1.89196	0.07013	0	0	2.75445	0	0	0.13496	0	0	2.75445	0.01587	0	0.22609	0	0.13496	0	0	0
Healthy	37.9392	3.46657	0	0.42733	0	0.17798	0	0	0	0	0	0.17798	0	0	0	0	0	0	0	0
Healthy	38.78122	10.37815	0	0.06647	0	0	0	0	0	0	0.13814	0	0	0	0.03717	0	0	0	0	0
Healthy	31.23126	7.11788	2.76244	0	0	0.39257	2.36251	0.64931	1.88572	0	0.02364	0.39257	0.03795	0	0.23711	0	1.88572	2.36251	0	0.64931
Healthy	15.41016	0.8841	0.79924	3.25803	2.40215	22.66877	0	0.01987	0.07083	0.01487	0.05014	22.66877	1.39904	2.65337	1.85544	4.97017	0.07083	0	0.97844	0.01987
D013167	69.14471	7.29653	2.41217	3.10652	0	0.06083	0.1215	0.00633	0.0102	0	0.32333	0.06083	0	0	0	0.04663	0.0102	0.1215	0	0.00633
Healthy	76.13304	6.22099	0	0	0	0	0	0	0	0	4.21412	0	0.03553	0	0	0	0	0	0	0
Healthy	29.88501	1.15247	5.45219	0	0	0.00788	0	0.00778	0.02056	0	0.32221	0.00788	0.61709	0	0.18613	0	0.02056	0	0	0.00778
Healthy	11.0686	5.08987	0.28728	1.00904	0	0.91963	0.73865	0.3873	0.04127	0.08484	0.01399	0.91963	0	1.11179	0	0	0.04127	0.73865	0.04838	0.3873
Healthy	66.42993	0.07268	0.23513	0.91375	0	0	0	0	0.83686	0	0	0	0	0	0	0	0.83686	0	0	0
Healthy	22.4644	2.05807	0.85967	0.01889	0	2.70736	0	0.12567	0	0	0.37352	2.70736	0.27075	0	0.49405	0	0	0	0.01619	0.12567
D013167	79.50016	6.35546	3.96666	0.03138	0.01436	0.06425	0.34547	0.00635	0.07348	0.00153	3.33551	0.06425	0.65192	0.00036	0.53961	0.58454	0.07348	0.34547	1.30092	0.00635
Healthy	3.88965	3.18928	1.35113	0.00701	0	0.50336	0	0.10323	0.00294	0.001	0.02416	0.50336	0.33736	0	5.30431	0	0.00294	0	0.00429	0.10323
Healthy	39.74812	2.76958	0	0	0	0.00305	0	0	0	0	0.0222	0.00305	0.01622	4.26177	0.35092	0.68612	0	0	0	0
D013167	72.6635	0.57827	1.48291	0	0	0	0	0	0	0	0.45599	0	0.06623	0.93908	0.21304	0.10322	0	0	0	0
Healthy	19.37408	0.32214	7.83616	0.08296	0	0.58717	1.26011	0.23083	0.39377	0.02474	0.23242	0.58717	0.00959	0	0.03855	0.07081	0.39377	1.26011	0	0.23083
Healthy	44.6078	4.52892	3.72571	0.36191	0	0.18468	0	0	0	0	0.05983	0.18468	1.30639	0	0.14272	0	0	0	0.47571	0
Healthy	16.5566	4.301	1.57464	0	0	0.00442	0	0	0	0	0	0.00442	0.6486	0.0062	0.08144	0	0	0	0	0
Healthy	24.55894	10.93216	0	0.18727	0	0.02178	0	0	0	0	0.00794	0.02178	0	0	0.94994	0	0	0	0	0
