group	Bacteroidaceae	Ruminococcaceae	Bifidobacteriaceae	Enterobacteriaceae	Selenomonadaceae	Streptococcaceae	Pasteurellaceae	Peptostreptococcaceae	Veillonellaceae	Micrococcaceae	Burkholderiaceae	Streptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	38.48169	2.83953	0	0.02321	0	0	0	0	0	0	0	0	0.02645	0	0.29861	0	0	0	0	0
Healthy	14.3961	17.26707	0	0	0	0.01196	0.48452	0	0.01564	0	0.61386	0.01196	0	1.1082	0	0	0.01564	0.48452	0	0
Healthy	32.58154	3.99848	28.84641	0	0	0.00805	0.06028	0.14442	0.05151	0	0.06137	0.00805	0.15137	0	0.28763	0	0.05151	0.06028	0	0.14442
Healthy	35.84909	4.70969	3.81114	0	0	0.98418	0.0801	0.1405	0.13449	0.15035	4.16061	0.98418	0.94334	0	0.00944	0	0.13449	0.0801	0.07419	0.1405
Healthy	12.6924	2.93082	0.12007	0	0	0	0.01108	0	0.00037	0	0.68399	0	0.22512	0	1.03404	0	0.00037	0.01108	0	0
Healthy	45.23473	2.31735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	14.18334	26.3134	16.46008	0	0	1.0904	0	0.20503	0.12907	0	0	1.0904	0	0	0	0	0.12907	0	0	0.20503
Healthy	50.06666	0.05943	0	0.19376	4.38991	0.31798	0.1058	0.03962	0.01142	0	0.66943	0.31798	0.10673	0	0.00028	0.052	0.01142	0.1058	0	0.03962
Healthy	41.27258	0.3106	0	0.18688	0	0	0	0.63571	0	0	0	0	0	0	1.1188	5.4121	0	0	0	0.63571
Healthy	38.65586	2.76681	0	0	0	0	0	0	0	0	0	0	0.0358	0	0.27761	0	0	0	0	0
D013167	34.0667	24.98197	0.26223	0.05641	0	0.31096	0	0	0.00727	0	0.00389	0.31096	0.46943	0	0.89284	0	0.00727	0	0	0
Healthy	28.63357	6.69056	5.63326	22.1672	0	1.13887	0.01361	0.03609	0.05636	0.04061	0.29426	1.13887	0.21899	0	1.97673	0	0.05636	0.01361	0.06055	0.03609
Healthy	30.14582	0	20.1863	3.18917	0	30.09628	0	0.33598	0	0	0	30.09628	0	0	0	0	0	0	0.33265	0.33598
Healthy	32.04341	22.4034	17.34717	0	0	0	0	0	0	0	0	0	0.82508	0	0	0	0	0	0	0
Healthy	34.99766	3.69267	0	0	0	0.06107	0.10041	0	0	0	5.11519	0.06107	0.01579	0	0.02544	0	0	0.10041	0	0
Healthy	24.79339	2.39643	5.16302	0.8376	0.00191	0.24984	0.7502	0.31518	1.08332	0	0	0.24984	3.27877	0	0.10334	0.2439	1.08332	0.7502	0	0.31518
Healthy	14.4427	8.2571	0.50821	0.1633	0.06039	0.18232	0.01447	0.02589	0	0	2.74871	0.18232	0.13775	1.34773	0.03468	0	0	0.01447	0.12748	0.02589
Healthy	50.17076	2.19381	0.07331	0.18712	0	0.29319	0.12915	0	0	0	0.20062	0.29319	0.04301	0	0.11697	0	0	0.12915	0	0
Healthy	55.80794	7.60001	1.51079	0.10794	0	0.10176	0.03387	0	0.01432	0	0.26726	0.10176	0.03607	4.72287	0.10696	0	0.01432	0.03387	0.07125	0
Healthy	47.17054	0	3.61533	0.00296	0	0.18547	0	0	0	0.03951	0	0.18547	0	0	0.28593	0.21942	0	0	0	0
Healthy	10.85985	7.39152	1.11891	0	0	1.57639	0.01006	0.16522	0	0	1.07478	1.57639	0	0	0.01306	0.76374	0	0.01006	0	0.16522
Healthy	59.55566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	92.84776	1.3236	0.00275	4.36693	0	0.01707	0	0	0	0	0	0.01707	0	0	0	0	0	0	0	0
Healthy	36.06962	0.55987	0	2.39681	0	0	0	0	0	0	0.34776	0	0	0	0	0	0	0	0	0
Healthy	66.88997	0.05957	0.21569	1.00535	0	0	0	0	0.84376	0	0	0	0	0	0	0	0.84376	0	0	0
Healthy	14.0122	2.03888	0.19572	0.26138	0	5.65194	1.03756	0	0	0	0.13267	5.65194	0	0	0.71584	0	0	1.03756	0	0
Healthy	39.08999	0.03196	0.06352	11.8998	0	0.19721	0	0	0.706	0	0.15783	0.19721	0.14533	0	0	0	0.706	0	0	0
Healthy	22.78948	2.27185	2.06953	0	0	0	0	0	0	0	0.21671	0	0.30832	0.11234	0	0	0	0	0.0103	0
Healthy	8.86346	3.77372	0.02622	10.014	0	0.00193	0	0	0	0	0.24068	0.00193	1.38014	0	0.17354	0	0	0	0	0
Healthy	4.75497	6.31337	21.12264	9.5299	0.522	2.1127	0	0	0	0	0	2.1127	8.28998	0	3.2326	0	0	0	7.365	0
Healthy	42.84491	11.07113	0	0.15088	0	0.21093	0.05272	0.18738	0.01659	0	0.08205	0.21093	0.02629	0	0.02231	0	0.01659	0.05272	0	0.18738
Healthy	53.36578	4.06346	0.52452	0	0	0.23444	2.91034	0	0.30352	0	1.20495	0.23444	0	0	0	0	0.30352	2.91034	0	0
Healthy	75.60287	6.43879	0	0	0	0	0.02984	0	0.01559	0	4.329	0	0.02701	0	0	0	0.01559	0.02984	0	0
Healthy	20.53284	2.48237	0	0	0	0.34528	0	0	0	0	0	0.34528	0	0	0	0	0	0	0	0
Healthy	77.26842	1.71475	0.00528	0	0	0	0.03588	0	0.00573	0	0.00552	0	0	0	0	0	0.00573	0.03588	0	0
Healthy	91.9548	1.44308	0	4.13304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	45.92573	5.41906	1.31049	0	0	0.00288	0	0	0	0	0.01735	0.00288	0.40143	0	0	0	0	0	0	0
D013167	80.68883	1.44876	4.99434	0.07072	0	0.04491	0.00879	0	0	0	0.35025	0.04491	0.25103	1.45991	0.01231	0	0	0.00879	2.38416	0
Healthy	55.23312	3.41053	0.00167	0.1421	0	0	0	0	0	0	0.23636	0	0	0	0.02861	0	0	0	0	0
Healthy	4.43774	12.24781	2.83298	0	0.34643	0	0	0.15516	0	0	0.08527	0	0.72678	1.57656	0.05895	0	0	0	0	0.15516
Healthy	17.70179	0	0.00303	0	0	0.62219	1.86419	0	0	0.1046	0	0.62219	0	0	0	0	0	1.86419	0.08897	0
Healthy	84.43985	0	0.21683	0	0	0	0	0	0	0	0.30118	0	0	0	0	0	0	0	0	0
Healthy	34.8843	1.78645	0.67644	0	0	0	0	0	0	0	0.26164	0	0	0	0.09676	0	0	0	0	0
Healthy	18.03711	1.34276	8.7228	0	0	0	0	0.00649	0	0	0.11919	0	2.25198	0.00966	0	0	0	0	1.4605	0.00649
Healthy	55.90911	1.84188	0.40479	0	0	0	0	0	0	0	0.24045	0	0	0	0.2803	0	0	0	0	0
Healthy	16.85905	6.74631	0.26967	1.84917	0	9.2923	0	0	0.00304	0.28573	0.02352	9.2923	1.33923	2.32279	5.17261	0.26323	0.00304	0	0.02885	0
Healthy	0.27232	3.85463	0.20472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	30.82664	13.60415	1.24331	0	0	0.23307	1.57368	0.01909	0.18084	0	1.29475	0.23307	0.24301	2.67787	0.00649	0	0.18084	1.57368	0.00116	0.01909
Healthy	54.69375	9.29308	0.07222	0.15972	0	0.1242	0.07594	0.05917	0.01603	0	0.00722	0.1242	0	0.06406	0.00291	0	0.01603	0.07594	0	0.05917
Healthy	24.71427	6.44974	0.32847	0	0	0.44134	2.26157	0	0.05479	0	5.87215	0.44134	0	0.85476	0.02612	0	0.05479	2.26157	0	0
Healthy	39.15026	4.97429	6.02104	0	0	0.03109	1.63806	0.55938	0	0	0.02424	0.03109	0.02057	0	0.30242	0	0	1.63806	0	0.55938
Healthy	32.30265	6.54119	0.55606	0.06461	0	0.0183	0.01736	0	0.02014	0	1.39296	0.0183	0.23223	0	0	0	0.02014	0.01736	0	0
Healthy	6.13182	0.11961	0.0701	77.2984	0	2.27287	0	0	0.70908	0.03898	0	2.27287	0.02367	0	0.00061	0	0.70908	0	0.30556	0
Healthy	26.39883	0.48542	0	0	0	0	0	0	0	0	0	0	0	0	2.74118	0	0	0	0	0
Healthy	22.97043	9.89402	0.08365	0	0.2124	1.69472	0.15182	0	0.10107	0	0	1.69472	0.11936	2.37654	2.11912	0.41427	0.10107	0.15182	0.06093	0
Healthy	47.23513	2.12934	14.26406	0.00823	0	0	0.00122	0.08164	0.13844	0	2.03547	0	1.31884	0	0.00585	0.00162	0.13844	0.00122	0	0.08164
Healthy	49.54937	5.35091	0.71515	0.4514	0	0.09687	0.13338	0	0.14006	0	0.25185	0.09687	0.06541	0	0	0	0.14006	0.13338	0	0
Healthy	28.88519	23.88145	0	0.04173	0	0.02305	0.06391	0.081	0	0	0.00397	0.02305	0	0	0	0	0	0.06391	0	0.081
Healthy	52.91018	1.69646	0.25825	0.05765	0	0	0	0	0	0	0.1336	0	0	0	0.02327	0	0	0	0	0
Healthy	2.35035	0	17.91367	9.92646	0	1.40283	0	0.00032	0	0.17103	0.15393	1.40283	0.00056	0	0	0	0	0	0	0.00032
Healthy	32.85601	6.14942	0.33917	0.06685	0	0.69858	0.04665	0.2242	0.24884	0	0.42497	0.69858	0.0752	0	0.29385	0	0.24884	0.04665	0.0074	0.2242
Healthy	42.35973	8.50938	21.53076	0	0	0	0.86819	0.0456	0	0	0.03817	0	0.03504	0	0.38366	0	0	0.86819	0	0.0456
Healthy	11.61313	26.2798	16.64539	0	0	1.01297	0	0.25889	0.12248	0	0	1.01297	0	0	0	0	0.12248	0	0	0.25889
Healthy	50.91938	10.87567	0.03878	0	0.6012	0.17742	0	0	0	0	3.16701	0.17742	0.66904	0	0	0	0	0	0	0
Healthy	13.74561	3.64434	7.92426	1.3884	0	2.7439	0	0	0	0	0	2.7439	8.43543	0	0.3619	0	0	0	0	0
Healthy	10.6792	9.90853	0.15993	0	0	0.27861	0.20335	0.02029	0	0	0.11625	0.27861	0.02349	0.28523	0.74657	0	0	0.20335	0	0.02029
Healthy	32.5966	17.46693	0.02782	0.37676	0	0.37362	0.07866	0.01837	0.03572	0	0.93434	0.37362	0.01035	0	0.11645	0	0.03572	0.07866	0	0.01837
Healthy	41.41169	8.00261	0	0	0	0.00399	0	0	0	0	0.01494	0.00399	0.2526	0	0.05151	0	0	0	0	0
Healthy	49.83387	3.71995	0.02676	1.00028	0	0	0	0	0	0	0.30854	0	0.67773	0	0.33887	0	0	0	0	0
Healthy	31.13092	7.53769	1.9982	0	0	7.93361	0	0	0	0	0.05722	7.93361	3.59342	3.25716	0.61902	0.01228	0	0	0.60874	0
Healthy	38.84589	7.64122	0.01022	0	0	0	0.01139	0	0	0	6.39631	0	0	1.39311	0	0	0	0.01139	0	0
Healthy	53.30752	1.63475	0.2713	0.01982	0	0	0	0	0	0	0.14096	0	0	0	0.03409	0	0	0	0	0
Healthy	54.78862	1.82983	0.41541	0	0	0	0	0	0	0	0.11941	0	0	0	0.29545	0	0	0	0	0
Healthy	48.81389	1.74647	0	0	0	0	0	0	0	0	0.61452	0	0	0	0	1.14516	0	0	0	0
Healthy	50.2751	0	17.84914	7.53919	0	0.00795	0.01538	0	4.64447	0	0	0.00795	0	0	0.02548	1.31521	4.64447	0.01538	0.08794	0
Healthy	12.06082	9.93102	5.69384	10.53786	0	0.18551	0.00868	0.06063	0.02088	0.01654	2.13392	0.18551	1.94935	0	0.02936	0	0.02088	0.00868	0.00511	0.06063
Healthy	46.22565	4.88015	0.8986	0	0	0	0	0.03406	0	0	1.42709	0	0.57769	0	0.18937	0	0	0	0	0.03406
Healthy	73.73789	4.29583	0.34325	0.221	0	0.01269	0	0	1.09195	0	0.03153	0.01269	0.21169	0	0.09325	0	1.09195	0	0	0
Healthy	70.65791	19.16031	0.08636	0	0	0	0.04127	0	0	0	0.36943	0	0.0005	0	0.00428	0	0	0.04127	0	0
Healthy	19.75469	16.90289	0.10382	0.02829	0	0	0	0	0	0	0.04098	0	0	0	0	0	0	0	0	0
Healthy	67.06407	0.05921	0.18445	0.91502	0	0	0	0	0.80401	0	0	0	0	0	0	0	0.80401	0	0	0
Healthy	34.71971	3.71731	0	0	0	0.05492	0.09197	0	0.00272	0	5.3442	0.05492	0.01515	0	0.01484	0	0.00272	0.09197	0	0
Healthy	73.63161	2.37679	0.20128	1.48694	0	0.07424	0	0	0	0	0.13223	0.07424	0	0	0.01711	0	0	0	0	0
Healthy	40.17864	10.57922	0.45177	0.01004	0	0.1097	0.00111	0.01953	0.04549	0	2.20383	0.1097	0.00299	0	0.11758	0.0536	0.04549	0.00111	0	0.01953
Healthy	7.31907	2.07733	19.09358	0	0	2.05809	0	0	0	0	0	2.05809	1.56759	0	0	0	0	0	0	0
Healthy	17.16407	13.20697	0	0	0	2.13829	0	0	0	0	0.0246	2.13829	2.08154	0	1.40381	0	0	0	0	0
Healthy	47.46587	2.25204	0	0.26705	0	0.04118	0.05103	0.01496	0.0444	0	0.41934	0.04118	0.07535	0	0.01402	0	0.0444	0.05103	0	0.01496
Healthy	19.22216	1.6468	0.16374	5.96187	0	0.00371	0	0	0	0	0.11315	0.00371	0.0526	0	0.01084	0	0	0	0	0
Healthy	17.94314	4.24561	1.55549	13.16383	0	0.12256	0.01086	1.1828	0	0.00084	0.00206	0.12256	0.42674	2.55659	1.27661	0	0	0.01086	0.01837	1.1828
Healthy	24.47287	6.29313	0	0	0	0.16711	0	0	0	0	0	0.16711	0	1.0336	1.77936	0	0	0	0	0
Healthy	14.9615	5.66544	0.20811	0	0	0	0	0	0	0	2.00692	0	0.33557	0	1.16405	0	0	0	0	0
Healthy	60.21116	1.88463	0.15633	0.11192	0	0	0	0	0	0	0.62357	0	0.14943	0	0.0236	0	0	0	0.03245	0
Healthy	46.03059	5.56492	1.48633	0	0	0.00541	0	0	0.01319	0.00512	0.03262	0.00541	0.28869	0	0	0	0.01319	0	0	0
Healthy	14.72384	0.45624	4.63678	0	0	3.03464	0	0	0	0	0	3.03464	1.00147	0	0	0	0	0	0	0
Healthy	65.74523	0.07588	0.2633	1.15375	0	0	0	0	0.82718	0	0	0	0	0	0	0	0.82718	0	0	0
Healthy	85.13786	0.87145	0	0.42786	0	0.24503	0	0	0.0374	0	0.09614	0.24503	0.12811	0	0.02447	0	0.0374	0	0	0
Healthy	38.52546	0.01143	4.79784	0.09638	0	1.11136	1.60605	5.9266	0.02371	0.04931	0.42103	1.11136	0	0	0.59055	0.43821	0.02371	1.60605	0.02662	5.9266
Healthy	15.62342	3.32049	1.12073	0.38936	0	0.09968	0	0	0	0	0.04306	0.09968	0.74412	0.09824	0.55308	0	0	0	0	0
Healthy	20.79256	15.50636	25.95041	0.80866	0	0	0	0	0	0.05242	1.84863	0	1.1403	0	0	0	0	0	0	0
Healthy	18.9049	12.1741	13.96975	0	0	0.01117	0	0.00231	0.09642	0	1.47353	0.01117	1.15815	0	0	0	0.09642	0	0.17014	0.00231
Healthy	59.8763	8.6583	0	0	0	0.04032	0.04569	0	0	0	5.88561	0.04032	0	0	0	0	0	0.04569	0	0
Healthy	45.56877	0	0	3.07745	0	0.08284	0	0	0	0	0.10274	0.08284	0	0	0	0.02398	0	0	0	0
Healthy	8.68325	13.70086	15.12158	0.14072	0.70497	0.38788	0.15453	0.4346	0.05711	0	0	0.38788	0.62139	0.66471	0.82741	1.08085	0.05711	0.15453	0.53853	0.4346
Healthy	36.03327	0.56733	0	2.07969	0	0	0	0	0	0	0.37989	0	0	0	0	0	0	0	0	0
Healthy	12.29634	18.01835	14.59216	2.75306	0	0.17533	0	0	0	0	0	0.17533	0	0	0	0	0	0	1.22869	0
Healthy	20.75551	10.1033	0.54909	0	0	0	0.09449	0.77823	0	0	0.07436	0	0	0	0	0	0	0.09449	0	0.77823
Healthy	19.68008	3.70751	0	0	0	0	0	0	0	0	1.16749	0	0.07387	0	0.07539	0	0	0	0	0
Healthy	11.93753	0.22045	0	1.399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D013167	69.66509	4.27959	9.20741	1.16606	0	0.15889	0	0.04683	0	0	0	0.15889	1.6562	0	0.05171	0.02721	0	0	0	0.04683
Healthy	57.41781	1.32487	0	0.24188	0	0	0.00616	0	0.00896	0	0.01735	0	0.24786	1.24016	0.16394	0.00789	0.00896	0.00616	0	0
Healthy	18.9129	16.28303	1.27175	1.8246	0	0.03603	0.24961	0.0007	0.00432	0	0.0221	0.03603	1.12271	0	0.0096	0.09266	0.00432	0.24961	0	0.0007
Healthy	59.55542	4.1026	0.01975	0.05196	0.75725	0	0.0451	0	0	0	0.08897	0	0	0.16495	0	0	0	0.0451	0	0
Healthy	29.25989	20.2023	3.55909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	17.55206	2.36589	0.77591	0	0	0.43477	0	0	0.2024	0	0.00845	0.43477	0	0	0.00516	0	0.2024	0	0	0
Healthy	0.44312	1.06455	4.19129	2.30231	0	0.81432	0	0.02016	0	0	0	0.81432	0	0	0.00038	0	0	0	0.25023	0.02016
Healthy	25.91495	4.50668	35.31827	0	0	0	0.85456	0.42088	0.00261	0	0.0026	0	0.13765	0	0.42747	0	0.00261	0.85456	0	0.42088
Healthy	30.08043	1.46549	0.00694	0	0	0	0	0	0	0	0	0	0	0	0.52152	0	0	0	0	0
Healthy	15.70664	18.7844	4.90922	0	0	0	0	0.05872	0	0	0.06878	0	0	0.22735	0.59808	0.08954	0	0	0	0.05872
Healthy	0.21928	0.86535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	15.76668	3.34865	1.11718	0.5421	0	0.08386	0	0	0	0	0.02185	0.08386	0.76007	0.06436	0.55441	0	0	0	0	0
Healthy	30.57538	16.38094	0.01724	0.03561	0.03708	0	0	0	0	0	5.21258	0	0.99492	0	0	0	0	0	0	0
Healthy	8.83754	7.14021	20.61476	19.4089	0	0.22417	0	0	0	0	0	0.22417	0.37033	1.68488	1.93521	0	0	0	0	0
Healthy	43.57307	4.28588	0.00853	0	0	0.01233	0	0	0	0	0	0.01233	0.11976	5.18	0.30386	0.21513	0	0	0.08878	0
Healthy	55.76659	1.86825	0.40995	0	0	0	0	0	0	0	0.15717	0	0	0	0.28005	0	0	0	0	0
Healthy	80.88058	1.49187	0.07759	0.58474	0	0.57378	0.05764	0.10377	0.08164	0	0	0.57378	0.00101	0	0	0.17638	0.08164	0.05764	0.07671	0.10377
Healthy	69.74923	3.20291	1.11226	0.3673	0	0.2874	0.02853	0.07969	0.01053	0	0.53882	0.2874	0.1036	0.00354	0.06866	0	0.01053	0.02853	0	0.07969
Healthy	20.2027	3.65793	0	0	0	0	0	0	0	0	0.25355	0	0	0	0	0	0	0	0	0
Healthy	23.30888	7.16871	0.52932	0.03	0	0.26246	0	0	0	0	0.23757	0.26246	0.06671	3.13391	6.09462	0	0	0	0	0
Healthy	48.95995	2.76316	0.79425	0	0	0.08932	0	0	0	0	3.24403	0.08932	0.57128	0	0.05215	0.13086	0	0	0	0
D013167	54.0142	6.68982	0.05953	21.6308	0.02851	0.82789	0.02181	0	0.0791	0	0	0.82789	0.26162	0	0	0	0.0791	0.02181	0.40249	0
Healthy	41.04866	6.12355	2.30612	0	0	0.03414	0.47582	0	0	0	0.19732	0.03414	1.20861	0	0	0	0	0.47582	0	0
Healthy	92.47901	1.41377	0	4.53415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	50.04103	9.47927	0.2213	0	0.95765	0	0	0	0	0	4.74194	0	1.68149	0	0	0	0	0	0	0
Healthy	53.89702	3.70077	0.40388	0	0	0.20951	2.7571	0	0.25366	0	1.10957	0.20951	0	0	0	0	0.25366	2.7571	0	0
Healthy	17.18971	1.30408	0.07476	0.12373	0	0	0	0	0	0	1.04682	0	0.4575	10.5536	0	0	0	0	0	0
Healthy	8.13754	0.99318	7.01303	0	0	0.15438	0	0	0	0	0.12538	0.15438	1.29787	0.21907	0	0	0	0	0.27204	0
Healthy	76.4727	2.22683	0.18279	1.53536	0	0.06726	0	0	0	0	0.11023	0.06726	0	0	0.03171	0	0	0	0	0
Healthy	34.35816	4.41598	11.87695	0.20751	0	0.27211	0	0	0	0	0.00381	0.27211	1.40458	0	0.00479	0	0	0	0	0
Healthy	11.28898	5.01973	0.35995	1.17903	0	1.68773	0.83245	0.41982	0.04534	0.06543	0.02597	1.68773	0	1.09308	0.00183	0	0.04534	0.83245	0.05158	0.41982
Healthy	26.4724	15.35462	0.17093	0	0	0.00069	0	0.00031	0	0	0.03603	0.00069	0	0	0.30169	0	0	0	0	0.00031
Healthy	46.5794	3.95604	0	0.23199	0	0	0.22578	0	0	0	0.03172	0	0.20099	0	0	0	0	0.22578	0	0
Healthy	34.09888	0.37319	0	5.44491	0	0	0	0	0	0	1.42702	0	0	0	0	0	0	0	0	0
Healthy	24.78537	4.38885	23.97566	0	0	0.55472	1.8414	0.38722	0.70646	0	0.03924	0.55472	0.15105	0	0.52873	0	0.70646	1.8414	0	0.38722
Healthy	67.44375	0.08765	0.21668	1.20195	0	0	0	0	0.83577	0	0	0	0	0	0	0	0.83577	0	0	0
D013167	27.34486	27.34994	4.35512	0.57123	0	2.47096	0.5779	0.14588	1.02378	0.00316	0.24072	2.47096	0.29535	0.00498	0	0	1.02378	0.5779	0.00956	0.14588
Healthy	55.8719	0.30864	0	0.04182	0	0	0.80607	0.34577	0.13291	0	0	0	0	0	0	0	0.13291	0.80607	0	0.34577
Healthy	45.96753	3.43977	4.35992	0.22271	0	0.00177	0	0	0	0	0.23241	0.00177	0	0	0	0	0	0	0	0
Healthy	33.20945	4.53686	12.10771	0.05389	0	0.20327	0	0	0	0.00502	0.00574	0.20327	1.39849	0	0.00951	0	0	0	0	0
Healthy	22.93571	9.32541	1.25356	0	0	0	0.846	0.35653	0.16394	0	0.0336	0	0.14193	0	0.42068	0	0.16394	0.846	0	0.35653
Healthy	15.63581	11.91692	4.86123	1.2167	0	2.37151	0	0	0	0.03095	0	2.37151	0	0	0	0	0	0	0	0
Healthy	12.90064	0.60719	0	0	0	0	0	0	0	0	0.22402	0	0	0	0	0	0	0	0	0
Healthy	59.80829	2.71111	0.97922	0	0	0.21223	2.14854	0.24409	0.57178	0	0.01662	0.21223	0	0	0.2238	0	0.57178	2.14854	0	0.24409
Healthy	40.69162	7.60448	0	0	0	0.01202	0.04879	0	0	0	0.02925	0.01202	0.10079	0	0	0	0	0.04879	0	0
Healthy	29.84366	2.51652	0	3.60249	0	0	0	0	0	0	0.31371	0	0	0	0	0	0	0	0	0
Healthy	59.04823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.30625	7.21895	0.26336	0	0	0	0	0.05978	0	0	0.01271	0	0.03826	0	2.52225	0	0	0	0	0.05978
Healthy	23.27902	10.90396	0.4665	0.0051	0	0.01747	0	0	0	0	0.06781	0.01747	1.4619	0	0.11142	0	0	0	0	0
Healthy	50.52064	7.33223	0	0	0	0.02346	0	0	0.08151	0	11.6155	0.02346	0.27304	0	0	0	0.08151	0	0	0
Healthy	65.82313	11.1243	0.43848	0.14588	0	1.41947	0.58449	0.21753	0.22984	0	0.69891	1.41947	0.17531	0	0.01407	0.06844	0.22984	0.58449	0.81426	0.21753
Healthy	46.01868	5.67516	5.27002	0	0	0	0	0	0	0	2.52426	0	0	0	0	0	0	0	0	0
Healthy	15.64829	10.19668	18.07474	1.36303	0	0.32283	0.50292	0.19056	0.00087	0.09103	1.37103	0.32283	0.80147	0	0	0	0.00087	0.50292	0	0.19056
Healthy	48.82208	4.04494	0.36583	0	0	0.06128	0	0.22324	0.22855	0	0.00657	0.06128	0.24671	0	0	0	0.22855	0	0	0.22324
Healthy	54.84655	1.63362	0.47029	0	0	0	0.027	0	0	0	5.64129	0	0.19978	0	0.05228	0	0	0.027	0	0
D013167	59.76754	0.295	3.00891	1.14942	1.71746	0.24178	0.0072	0.01435	0.23662	0.0274	0	0.24178	0.41128	0	0.00375	0.20865	0.23662	0.0072	0	0.01435
Healthy	56.29311	2.17296	0.58068	0.04607	0	0	0.03235	0	0.19692	0	0.18971	0	0.18884	0	0.1265	0	0.19692	0.03235	0	0
Healthy	8.99093	3.79625	0.01535	10.6542	0	0.01202	0	0	0	0	0.23267	0.01202	1.31902	0	0.16035	0.00363	0	0	0	0
Healthy	11.93338	0.00083	26.97598	3.53088	0	0.11246	0.0213	0.01881	3.93941	0.00076	0	0.11246	0	0	0.04519	0.13253	3.93941	0.0213	0.81725	0.01881
Healthy	41.5846	5.85538	0	0	0	0	0.04316	0	0	0	0.00587	0	0.04363	0	0	0	0	0.04316	0	0
Healthy	33.62024	1.96996	0	0	0	0	0	0	0	0	0	0	0	0	1.18947	0	0	0	0	0
Healthy	18.24724	3.84376	0.2155	1.00904	0	0.0203	0	0.03699	0	0	0	0.0203	0.03036	0	0.06983	0	0	0	0	0.03699
Healthy	5.84934	2.02787	49.76916	0	0	0.06189	0	0.13719	0	0	0	0.06189	1.65203	0	0.15696	0	0	0	2.11979	0.13719
Healthy	59.19358	0	36.13241	4.25211	0	0.06887	0.04112	0	0	0.0148	0	0.06887	0	0	0	0	0	0.04112	0.00055	0
Healthy	35.17321	0.36792	0	0	0	0.67212	5.59311	0	0.41934	0	0.03579	0.67212	0	0	0	0	0.41934	5.59311	0	0
Healthy	6.47971	4.02033	1.40857	0.006	0	0.01783	0.04074	0.03757	0.02858	0	0.08368	0.01783	0.00854	0	0.09256	0.0824	0.02858	0.04074	0.00892	0.03757
Healthy	11.8947	4.76086	0.32315	1.2327	0	1.60299	0.83487	0.45812	0.01114	0.07367	0.01483	1.60299	0	1.1635	0	0	0.01114	0.83487	0.0431	0.45812
Healthy	10.11264	46.506	0	0	0	0	0	0	0	0	0	0	1.13592	0	0	0	0	0	0	0
Healthy	55.97027	0.44251	0	0	0	0.10091	0	0.66563	0.32115	0	0	0.10091	0	0	0	0	0.32115	0	0	0.66563
Healthy	28.26705	0.76597	0.39687	0	0	0.31322	0	0	0	0	0.26719	0.31322	0.58803	0	0	0	0	0	0	0
Healthy	34.89174	3.95924	0	0	0	0.0782	0.13135	0	0	0	5.03773	0.0782	0.00952	0	0.02457	0	0	0.13135	0	0
Healthy	23.8708	0.61842	0	0	0	0.01606	0	0	0	0	0.12874	0.01606	0.10075	0	0	0	0	0	0	0
Healthy	31.83094	4.8351	0.11193	0.25682	0	0.05262	0	0	0	0	0.04164	0.05262	1.19723	0	0	0	0	0	0	0
Healthy	54.07795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	23.28874	16.1291	0	0	0	0.27659	0	0	0	0	0.03047	0.27659	0	0	0	0	0	0	0	0
Healthy	40.36867	4.4427	0.81819	0	0	0.4411	0.69592	0	0.11644	0	2.30368	0.4411	0	0.26428	0.07281	0	0.11644	0.69592	0	0
Healthy	39.08014	9.97041	0	0.03994	0	0	0	0	0	0	0.14103	0	0	0	0.028	0	0	0	0	0
Healthy	64.74334	0.86179	5.8666	1.55509	0	0.01043	0.04568	0.00249	0.27641	0	0.06611	0.01043	0	0.00033	0.16046	0.07214	0.27641	0.04568	0	0.00249
Healthy	15.54464	4.6139	1.17982	0	0	1.15081	0.23021	0.00723	0.09281	0.00886	0.00081	1.15081	1.31913	0	0.213	0	0.09281	0.23021	0	0.00723
D013167	49.08274	16.32235	0	0.00723	0.2841	0.22123	0.03539	0	0.04893	0.03486	0	0.22123	0	0	0.08433	0	0.04893	0.03539	0	0
Healthy	51.90519	5.3939	0.09903	0.14131	0	0.02591	0	0	0	0	0.06954	0.02591	0.05876	0	0.02083	0	0	0	0	0
Healthy	46.22622	3.44435	4.05199	0.06081	0	0.00189	0	0	0	0	0.21323	0.00189	0	0	0	0	0	0	0	0
