group	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Veillonellales	Coriobacteriales	Erysipelotrichales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	3.00788	3.7719	0.65513	0	6.36546	0.13388	0.11875	0		76.83471	3.00788	0.09242	0	0.27631	0.11875	0	0	0.08689	0
Healthy	0.66851	1.38399	0.0128	0	0	0	0	0		92.28812	0.66851	4.06977	0	0	0	0	0	0	0
Healthy	39.18812	10.50373	0.04444	0.02291	0.0084	0.0372	0.69017	0.85915		31.98124	39.18812	0.36146	0.02291	0	0.69017	0	0.01404	0	0.85915
Healthy	28.18362	5.88356	0.21021	0	0	0.38038	0.49922	0		23.00965	28.18362	2.0831	0	0.29636	0.49922	0	0	0.13869	0
Healthy	8.52487	6.25253	30.45602	0.19785	0.99329	0.22509	0.56797	0.1041		38.17931	8.52487	3.88326	0.19785	0.03146	0.56797	0	0	0	0.1041
Healthy	7.39893	19.47635	0.96965	0	0.01951	0.15903	0.22868	0.00447		56.97941	7.39893	1.04473	0	0.11219	0.22868	0	0	0.0363	0.00447
Healthy	24.78142	9.13958	6.7531	0.29168	0.36813	0.91117	0.04801	0.02578		36.78631	24.78142	1.97684	0.29168	1.14166	0.04801	0	0.07732	0	0.02578
Healthy	21.20273	2.71082	0.49914	2.0702	1.10061	0.86453	0.05464	0.02005		33.69758	21.20273	1.75981	2.0702	0.09698	0.05464	0	0	0.00341	0.02005
Healthy	6.4048	12.12022	2.96717	0	0.50892	0.18263	1.3414	0.02365		42.76229	6.4048	1.0333	0	0.64181	1.3414	0	0	0.28307	0.02365
Healthy	0.41297	5.9688	0.00698	0.00571	2.75299	1.41008	0.1539	0		13.51035	0.41297	10.2371	0.00571	0.29002	0.1539	0	0	0.73117	0
Healthy	12.59497	11.0999	9.5138	4.60414	0	2.03488	0	0		30.40843	12.59497	0	4.60414	0	0	0	0	0	0
Healthy	17.74424	6.16445	0.43635	0	0	0.24039	2.43155	0.0811		60.42897	17.74424	0	0	0.09477	2.43155	0	0	0	0.0811
Healthy	3.77426	10.83414	0.96541	0.11753	7.19169	0.34772	0	0		48.36933	3.77426	0.11712	0.11753	2.8427	0	0	0	0	0
Healthy	3.62742	3.93054	0.20043	0.05052	0	0	0.05664	0		86.67021	3.62742	1.63541	0.05052	0.10453	0.05664	0	0	0.10866	0
Healthy	10.0246	25.05284	3.06287	0	0.79588	0.06261	0	0		53.94904	10.0246	0	0	0	0	0	0	0	0
D015212	37.15278	14.3919	8.96179	5.41469	0.11855	0.27437	0	0.01814		28.00524	37.15278	0.1714	5.41469	0.08476	0	0	0	0	0.01814
Healthy	1.48986	1.82906	0.27841	0	6.0438	0	0.00697	0		70.08185	1.48986	0.11603	0	0.14531	0.00697	0	0	0	0
Healthy	4.66185	3.59359	0.00483	0	4.18391	0.01468	0.04769	0		68.69444	4.66185	0.0171	0	0.19631	0.04769	0	0	0.08122	0
Healthy	38.72134	12.38335	0	0	0	0	0.0077	0.15557		36.02451	38.72134	0	0	0.04622	0.0077	0	0	0.23754	0.15557
Healthy	0.76608	10.34309	2.46911	0	0	0.24821	0	0		41.26125	0.76608	0.248	0	0.04286	0	0	0	1.83635	0
Healthy	4.12593	3.69285	0.2136	0.07207	0	0	0.04716	0		86.325	4.12593	1.50464	0.07207	0.13374	0.04716	0	0	0.10447	0
Healthy	18.19203	32.7739	1.02903	0.03416	0.00027	0.03021	0.07368	0.00694		32.03391	18.19203	0.6389	0.03416	0.07502	0.07368	0	0.05597	0.02126	0.00694
Healthy	0.88446	5.93796	0.01614	0	9.07253	0.65288	0.32979	0		54.38789	0.88446	1.2401	0	0.28159	0.32979	0	0	0.19795	0
Healthy	52.88648	20.3138	1.8103	0	0	4.32143	0	0		11.50015	52.88648	0	0	0	0	7.61618	0	0	0
Healthy	0.72839	0	5.16666	0.01008	0.00139	0.89432	0.10791	0		87.51526	0.72839	0.02444	0.01008	0.41347	0.10791	0	0	0	0
Healthy	12.47854	7.00809	0	0	0	0.00743	0	0		64.18112	12.47854	3.81471	0	0.23006	0	0	0	0.24541	0
Healthy	4.18866	6.81303	5.57605	0.00221	18.04581	0.60856	0.17465	0.01066		44.35732	4.18866	0	0.00221	0.30087	0.17465	0	0	0.101	0.01066
Healthy	8.46781	7.52962	0	0.00913	0	0.28924	0.03656	1.00951		71.89766	8.46781	0.31653	0.00913	0.04101	0.03656	0	0	0	1.00951
Healthy	24.57283	36.86781	2.10578	0.43094	0	0.1074	0.58646	0		16.44269	24.57283	0	0.43094	0	0.58646	1.71655	0	0	0
Healthy	34.36928	10.32659	1.60928	2.15452	0.31699	0.44716	0.09467	0.03265		33.92695	34.36928	0.14818	2.15452	0.00239	0.09467	0	0	0.06757	0.03265
Healthy	1.75971	1.84077	0.27597	0	6.00624	0	0.05616	0		69.49744	1.75971	0.01937	0	0.13016	0.05616	0	0	0	0
Healthy	68.64843	3.66208	0	0	0	0	0.36672	0.14174		8.0179	68.64843	0	0	0	0.36672	0	0	0	0.14174
Healthy	27.51525	12.67852	1.18394	0.23377	0.64263	0.23723	0.00144	0.03624		34.71316	27.51525	1.59734	0.23377	1.20222	0.00144	2.50232	0	0	0.03624
Healthy	0.79525	1.01859	0.01073	0	2.78692	0	0	0		80.53586	0.79525	0	0	0.17312	0	0	0	0	0
Healthy	0.83639	4.76834	0.02617	0	9.10087	0.75143	0.31449	0		54.81073	0.83639	1.28812	0	0.27332	0.31449	0	0	0.15019	0
Healthy	6.71303	7.70738	3.34891	0	11.0352	0.3124	0	0		39.9344	6.71303	0	0	1.92983	0	0	0	0.17665	0
Healthy	26.45181	0.14974	0.99115	0.47479	4.00506	0.02643	0.21718	0.26809		31.95878	26.45181	0.87141	0.47479	0.02804	0.21718	0	0	0	0.26809
Healthy	4.87012	2.45134	0.39499	0	6.07134	0	0.29405	0		69.64278	4.87012	0.02403	0	0.16454	0.29405	0	0	0	0
Healthy	92.4206	0	0	0	0.84313	0	0	0		0	92.4206	0.66821	0	0	0	0	0	0	0
Healthy	34.44731	22.80431	0	2.26844	0	1.89296	1.1746	0		22.84838	34.44731	0.12429	2.26844	0.04685	1.1746	0	0	0	0
Healthy	34.59798	23.88984	8.16815	2.30747	2.54944	0.57416	0	0.20024		13.085	34.59798	1.86635	2.30747	0.06138	0	0	0	0.02522	0.20024
Healthy	43.05313	5.79401	11.2962	0.04582	0	7.47214	0	0.07026		7.51293	43.05313	0.09296	0.04582	0	0	0	0	0	0.07026
Healthy	2.50648	0.72953	0	0	0	0	0	0		71.33247	2.50648	2.41736	0	0.3228	0	0	0	0.17028	0
Healthy	1.41648	7.88049	0.01157	0.01391	2.61884	1.45693	0.15424	0		13.53736	1.41648	10.872	0.01391	0.2422	0.15424	0	0	0.70847	0
Healthy	3.29556	19.7307	0	0	0	0	18.7223	0		16.28189	3.29556	0	0	0	18.7223	0	0	0	0
Healthy	0.90055	1.4647	0.12933	0.11431	0.00094	0	0	0		94.04399	0.90055	0.52267	0.11431	0.10499	0	0	0	0.03564	0
Healthy	22.67387	13.11319	0.00314	0.05784	0	0	0	0		47.92076	22.67387	0.31482	0.05784	4.2302	0	0.95657	0	0.06093	0
Healthy	32.36244	11.55041	1.43912	2.06336	7.11565	0.33878	0.12464	0.0066		35.26747	32.36244	0.31275	2.06336	0.00058	0.12464	0	0.00493	0.01864	0.0066
Healthy	18.01938	19.62714	1.14877	0.47098	0.21168	1.38018	0.006	0.04859		49.26256	18.01938	0	0.47098	0.018	0.006	0	0	0	0.04859
Healthy	7.0108	13.60169	0.01157	0.00196	5.34623	0.64845	0.91406	0		13.61599	7.0108	16.4746	0.00196	0.25124	0.91406	0	0	0.42185	0
Healthy	5.53006	3.93508	67.91905	0.02929	0.3099	0.17776	0.46136	0.21581		16.58933	5.53006	0.52049	0.02929	0.03134	0.46136	0	0	0	0.21581
Healthy	1.01419	8.45378	0.16311	0	0	0.09098	0.50787	0		66.40109	1.01419	0.06226	0	0.03924	0.50787	0	0	1.54568	0
Healthy	21.28276	6.03468	0.02445	0	3.99643	0	0.00268	0.01236		45.57119	21.28276	0.31172	0	0.07583	0.00268	0	0	0	0.01236
Healthy	0.65403	1.60922	0.00517	0	0	0	0	0		92.02535	0.65403	5.0916	0	0	0	0	0	0	0
Healthy	6.0521	2.61355	0.07207	0.2548	7.97394	0.02172	0.12524	0		65.49834	6.0521	0.22463	0.2548	0.25675	0.12524	0	0	0.02861	0
Healthy	13.55958	9.12201	0.28743	0.0432	0	0.43965	3.16374	0		50.54832	13.55958	0	0.0432	0.79681	3.16374	11.3545	0	0.35913	0
Healthy	20.78452	6.51327	0.52184	0.00703	0.01684	0.37631	0.13694	0.02864		34.21805	20.78452	0.26004	0.00703	1.31337	0.13694	0.3065	0	0	0.02864
Healthy	15.24657	3.20425	0	17.28964	3.42889	0	0.19939	0		15.17885	15.24657	7.20261	17.28964	0.11897	0.19939	0	0	0	0
Healthy	2.35519	7.88033	0	0.02839	0.42243	0.29557	0	0		69.2182	2.35519	0.01468	0.02839	0.03655	0	0	0.05033	0.07743	0
Healthy	10.82104	7.52538	0.1362	0.23763	0	0.08966	0.14397	0.00356		67.58822	10.82104	0.02937	0.23763	0.17428	0.14397	4.33249	0	0	0.00356
Healthy	40.89378	19.15657	0.04801	4.33531	0.30352	1.16741	5.75119	1.85593		7.31158	40.89378	7.62006	4.33531	0	5.75119	0.60492	0.04533	0	1.85593
Healthy	28.36723	7.11112	8.03553	12.35353	0.01346	3.24377	6.05915	0.00372		8.95533	28.36723	8.47483	12.35353	0.01206	6.05915	0.03092	0.30978	0.05299	0.00372
Healthy	12.70828	9.07805	0.0674	0.16048	0	0.66879	0	0		56.26507	12.70828	0	0.16048	4.4886	0	0	0	0.07281	0
Healthy	25.61626	3.93028	0.07351	0.05776	0.01432	0.09753	0.02959	0.10707		64.66053	25.61626	0	0.05776	0.68001	0.02959	0	0	0.02468	0.10707
Healthy	0.03276	2.11147	12.5078	0.16103	0	0	1.1913	0		6.89327	0.03276	63.5736	0.16103	0	1.1913	0	8.06969	0	0
Healthy	4.48996	4.17205	0.4311	0	0.49903	0.18906	0	0		59.975	4.48996	0	0	0.49681	0	0	0	0.57947	0
Healthy	0.69422	1.4187	0	0.00834	0	0	0	0		92.48165	0.69422	4.79591	0.00834	0	0	0	0	0	0
Healthy	4.67138	5.98316	22.0966	0	0	4.03491	0.14165	0.39186		35.01314	4.67138	0	0	0.00699	0.14165	3.17791	0	0	0.39186
Healthy	8.20025	8.67193	0.14003	0	0	0.19311	0	0		51.79606	8.20025	0.03607	0	0.45698	0	0	0	0.35196	0
Healthy	27.67931	1.59958	0.00054	0.23051	0.15952	0.00856	1.96951	0.62265		57.25337	27.67931	0.12214	0.23051	0.02235	1.96951	0.00033	0	0	0.62265
Healthy	19.82791	14.63678	20.4019	0	0	0	0	0		20.35269	19.82791	0	0	0.05601	0	3.16388	0	0	0
Healthy	12.4706	1.73121	0.0046	0	0	0	0.52707	0		81.25365	12.4706	0	0	0	0.52707	0	0	0	0
Healthy	5.05638	6.29132	0.0526	0.06556	0	0.14979	0.02396	0.03951		80.42243	5.05638	0.19702	0.06556	0.00048	0.02396	0	0.02835	0.09552	0.03951
Healthy	4.00389	10.05695	0.90232	0.03801	0	0.18635	0.01445	0		70.31795	4.00389	1.58934	0.03801	0.00869	0.01445	0	0	0.08712	0
Healthy	6.01233	1.26093	3.54828	0.1849	0.31721	0.99828	0.01103	0.10232		47.59874	6.01233	1.21501	0.1849	0.30519	0.01103	0	8.54523	0	0.10232
Healthy	8.01665	6.79175	0	0.03296	0.08033	0.31286	0	0		62.53313	8.01665	0.02717	0.03296	10.9664	0	0	0	0	0
Healthy	34.96723	12.57547	0.65157	0.30043	6.05045	0.06931	0.01987	0.00861		10.95277	34.96723	0.04464	0.30043	0.58621	0.01987	0	0	0.00433	0.00861
Healthy	6.7935	8.1491	0.03074	0.62767	0.09855	0.05804	0	0.06545		75.5891	6.7935	0.46323	0.62767	0.27777	0	0	0.00624	0.12392	0.06545
Healthy	26.42567	30.22909	3.56673	1.13986	0.47126	0.04161	1.21773	0.15375		16.44147	26.42567	0.00309	1.13986	0.00441	1.21773	0.15607	0.04374	0	0.15375
Healthy	3.71935	9.46153	0.71192	0.04352	0	0.57964	0.19379	0		68.36849	3.71935	0.02339	0.04352	3.10125	0.19379	0	0	1.39963	0
Healthy	25.38143	8.72519	1.65977	0.93205	0	3.79931	0.14384	0.05022		31.58918	25.38143	2.24352	0.93205	0.5402	0.14384	0	0	0.46929	0.05022
D015212	0.53031	9.98646	0	0	0	0	0	0		28.27808	0.53031	9.50711	0	1.19858	0	0	0	0	0
Healthy	3.95109	1.99502	0.92561	0.30918	0.06305	0.04577	0.301	0.07867		89.78272	3.95109	0.44077	0.30918	0.84199	0.301	0	0.08594	0	0.07867
Healthy	6.7284	3.52581	2.70311	0.09446	0.93352	0.22879	0.03032	0		69.69771	6.7284	0.03709	0.09446	2.42037	0.03032	0	0	0.32733	0
Healthy	5.06807	0.00063	1.08141	0.02053	35.66707	0.00997	6.3173	0		0.00524	5.06807	5.30433	0.02053	0	6.3173	0	45.4201	0	0
Healthy	28.37237	23.5004	0	0.02158	0.00032	0.07984	0.01094	0.12332		41.96014	28.37237	0.18237	0.02158	0.00867	0.01094	0	0	0.03622	0.12332
Healthy	20.3958	15.67527	0	0.22923	0	0.04008	0.00816	0		50.03338	20.3958	0.14606	0.22923	1.29565	0.00816	0	0	0	0
Healthy	27.31611	3.51086	0	1.87851	0	0.11124	9.01943	0.02134		51.28457	27.31611	0.19218	1.87851	0	9.01943	5.00233	0	0	0.02134
Healthy	2.72289	10.64787	0.96963	0.06328	0	0.20647	0.02866	0		64.45705	2.72289	1.63128	0.06328	0.01269	0.02866	0	0	0.1043	0
Healthy	21.5874	26.20511	1.52765	5.88432	0.30193	1.97135	0	0		25.41636	21.5874	1.86282	5.88432	0.13608	0	0	0	0	0
D015212	13.80412	7.05621	5.2119	1.12289	7.1154	4.76984	0.08537	0.41765		50.26293	13.80412	0.34526	1.12289	2.59543	0.08537	0	0	0	0.41765
D015212	34.34738	7.10688	5.57042	13.24236	2.70691	1.23738	0.15348	0.16166		26.10008	34.34738	1.28475	13.24236	0.02388	0.15348	0	0.55416	0	0.16166
Healthy	0	0	20.64883	7.02442	0	0	0	0		33.53843	0	0.03481	7.02442	0	0	0	25.3314	0	0
Healthy	0	0	0	0	0	0	0.12628	0		0.17184	0	99.3463	0	0	0.12628	0	0	0	0
Healthy	10.84597	7.22287	0.84055	0.02009	0.0505	0.36006	0	0		67.5978	10.84597	0.02692	0.02009	0.01843	0	0	0.27197	0.01262	0
Healthy	37.59467	2.98849	0	0	7.87332	0	0	0		47.86406	37.59467	0.24418	0	0.09064	0	0	0	0	0
Healthy	49.1509	8.64863	0	0.18532	0.02525	0.04012	1.45013	0		18.99234	49.1509	1.63876	0.18532	0.09089	1.45013	0.2671	0	0.02249	0
Healthy	58.2224	1.0815	0	0	0	0	0	0		19.00433	58.2224	0	0	0	0	0	0	0	0
Healthy	59.30929	9.06289	0.7182	0.0606	0.00167	0.12651	1.31814	0.03468		5.58134	59.30929	0.00837	0.0606	0.05539	1.31814	6.82833	0	0.04365	0.03468
Healthy	21.2987	1.37762	0	0	0	0	0	0		71.8222	21.2987	0	0	0	0	0	0	0	0
Healthy	18.25151	6.08726	12.65467	1.34098	0.0505	0.33167	3.51248	0.05991		21.9499	18.25151	21.5008	1.34098	0.13816	3.51248	1.95551	1.12698	0.03903	0.05991
D015212	26.47615	13.55093	6.23624	1.82436	7.30468	1.08603	0.00696	0.18269		31.19132	26.47615	0.63077	1.82436	0.04354	0.00696	0	0.01427	0	0.18269
Healthy	2.44182	7.66312	0	0.03694	0.45911	0.31869	0	0		68.94433	2.44182	0.05671	0.03694	0.02085	0	0	0	0.0803	0
D015212	9.38388	8.62095	4.36261	0.28479	0.0086	0.04346	0	0.03058		52.52856	9.38388	0.29268	0.28479	15.49124	0	0.03633	0	0.00762	0.03058
Healthy	7.49474	6.88307	0	0	0	0.84446	0	0		64.0782	7.49474	0	0	4.98219	0	0	0	0.14952	0
Healthy	11.34262	15.81325	0	0	0	1.09278	8.31317	0.7533		28.4711	11.34262	0	0	0	8.31317	12.2577	0	0	0.7533
Healthy	14.75114	1.38729	0.876	0	0	0.24974	0.07598	0		64.33329	14.75114	0	0	0.17197	0.07598	0	0	0.08643	0
Healthy	13.23618	2.31903	1.37422	0.17819	0	0.21988	0.65297	0.00434		45.38809	13.23618	0.01989	0.17819	2.10793	0.65297	0	0	0.17241	0.00434
Healthy	12.62105	7.11597	0	0	0	0.03156	0	0		63.45599	12.62105	3.74954	0	0.23787	0	0	0	0.24935	0
Healthy	3.82725	4.42032	0.7644	0.08921	0	0.66573	0.18071	0		69.81945	3.82725	0	0.08921	3.14765	0.18071	0	0	1.37307	0
Healthy	8.67648	7.49971	0	0	11.7478	0	0	0		69.98304	8.67648	0	0	0.29458	0	0	0	0	0
Healthy	13.27475	2.25436	0.71989	0.00651	9.51592	0.38073	0	0		62.43706	13.27475	0.16773	0.00651	2.28186	0	0.34517	0	0.13521	0
Healthy	6.97518	7.17018	0.19183	0	0	0	0	0		29.76015	6.97518	0.0298	0	1.46997	0	0	0	0.02902	0
Healthy	0.36828	2.7437	0.33954	0.02664	0.04518	0.89704	0.32443	0		67.42135	0.36828	0.82726	0.02664	0.01762	0.32443	0.04002	0	0.44981	0
Healthy	18.19845	5.84463	4.47215	4.47468	6.39375	0.51306	0	0		47.00231	18.19845	0	4.47468	0.66598	0	0	0	0.1164	0
Healthy	16.07936	3.60498	2.23512	0.15054	0	0.14939	0	0		38.03577	16.07936	0	0.15054	4.86659	0	0.01741	0	0	0
Healthy	14.95221	13.982	6.50004	0.95828	0.77266	0.97005	0.08323	0.14273		3.48867	14.95221	27.6154	0.95828	0	0.08323	0	0	0	0.14273
Healthy	13.98306	1.45351	0	0	0	0	2.74557	0		34.634	13.98306	0	0	0	2.74557	0	0	0	0
Healthy	32.31142	12.64821	0	0.01493	0	0.06912	0.25717	0.04995		46.3665	32.31142	0.36292	0.01493	0	0.25717	4.47682	0	0	0.04995
Healthy	0.83181	4.79807	0.03173	0	9.05807	0.67489	0.31407	0		54.44457	0.83181	1.05364	0	0.29491	0.31407	0	0	0.18762	0
Healthy	0.99503	8.29177	0.1013	0.03325	0	0.0421	0.00416	0		77.24692	0.99503	0.07806	0.03325	0.06566	0.00416	0	0	0.00309	0
Healthy	29.1242	6.16628	0	0.66699	2.1907	0	2.42427	0.24692		39.9439	29.1242	5.80849	0.66699	0	2.42427	1.78144	0	0	0.24692
Healthy	7.72942	8.36898	2.66297	0.95351	0.51456	0.86277	0.14687	0.00563		28.4648	7.72942	13.9963	0.95351	0.21463	0.14687	0	0	0.18521	0.00563
Healthy	0.02521	0.00945	8.65842	0.71083	0.33042	0.00572	0.31368	0		11.18476	0.02521	1.97889	0.71083	3.72896	0.31368	0	0	0	0
Healthy	5.05781	4.73373	0.18874	0.46318	4.49546	0.06438	0	0		68.83196	5.05781	0	0.46318	5.97047	0	0	0	0	0
Healthy	13.34716	17.32882	9.54251	0.20593	2.75629	2.23933	0.15336	0.16066		18.48175	13.34716	0	0.20593	1.53753	0.15336	0	0	0.00557	0.16066
Healthy	26.86308	26.8371	12.25742	1.55353	2.14611	0.6945	0	0		19.80125	26.86308	1.47459	1.55353	0	0	0	0	0	0
Healthy	1.84236	2.08801	0.20254	0	0	0.04658	0.02738	0		89.60612	1.84236	0.33198	0	0.61745	0.02738	0	0	0	0
Healthy	12.19507	0.44548	0	0.045	0	0	0.02934	0		79.32634	12.19507	2.7942	0.045	0.08939	0.02934	0	0	0.02326	0
Healthy	1.59126	0	0.05957	0.13998	8.9084	0.23655	0	0		64.7915	1.59126	10.0015	0.13998	0.15628	0	0	0	0.0209	0
Healthy	8.07975	5.46499	2.3804	0	0.11281	0.53344	0.11963	0		46.14072	8.07975	1.38799	0	1.9211	0.11963	0	0.0483	0.13915	0
Healthy	8.70872	6.35769	1.97195	0.18012	0.11493	0.00078	0.05535	0		74.22648	8.70872	0.28046	0.18012	0.46264	0.05535	0	0	0	0
Healthy	39.09351	10.57266	1.3118	0.26968	0.03702	1.43841	0.64157	0.0745		24.52221	39.09351	0.10108	0.26968	0.30777	0.64157	1.24512	0.00412	0.08894	0.0745
Healthy	13.1076	7.34277	0	0	0	0.01594	0	0		62.82739	13.1076	3.66633	0	0.29907	0	0	0	0.19456	0
Healthy	6.97978	26.48171	22.98323	0.10506	1.27647	0.15821	0.15578	0.11959		16.25658	6.97978	0.83901	0.10506	0.07138	0.15578	0	0	0.18604	0.11959
Healthy	2.41414	1.24061	0.0323	0	9.30341	0.01238	0	0		60.71918	2.41414	7.15652	0	1.51314	0	0	0	0.30347	0
Healthy	33.17414	17.95265	3.01538	0.75743	0	0.13632	0.42561	0.64746		38.66583	33.17414	0.6495	0.75743	0	0.42561	0.0853	0	0	0.64746
Healthy	1.98244	6.05921	0.04541	0.04636	2.56042	0	0	0		73.60357	1.98244	0.40236	0.04636	0.02032	0	0	0	0.02988	0
Healthy	17.14042	16.98171	5.90147	0.26814	4.49516	4.2277	4.84416	0.24596		22.96777	17.14042	0.06508	0.26814	0.07442	4.84416	0	0.04955	0	0.24596
Healthy	12.28677	6.23696	11.19317	14.23795	0.43653	1.27449	0	0		16.50911	12.28677	9.7891	14.23795	0.08838	0	0.16206	0	0	0
Healthy	4.4081	3.62876	0.11527	0.19981	1.22751	0.41828	0.02618	0		51.20972	4.4081	17.49554	0.19981	0.05176	0.02618	0	0	0.01556	0
D015212	70.1441	5.33247	0	0.20817	0.11978	2.48068	0.11808	0.34226		6.2564	70.1441	0	0.20817	0.00672	0.11808	0	0	0	0.34226
Healthy	26.02062	13.04518	0.66193	0.15871	8.2285	0.16626	0.16911	0		24.12008	26.02062	0.25436	0.15871	0.03037	0.16911	0	0	0	0
Healthy	20.16807	6.21253	0.96963	0.70932	1.03152	0	0.01334	0		47.11644	20.16807	2.15515	0.70932	5.9298	0.01334	3.40753	0	0	0
Healthy	0.62434	3.38891	28.37131	0	0.80593	0	0	0		46.53449	0.62434	0	0	0	0	0	0	0	0
Healthy	10.85923	13.88107	1.65081	0	0	0.29666	0.10711	0		49.88645	10.85923	0.10395	0	0.57633	0.10711	0	0	0.31051	0
Healthy	16.43143	4.90135	3.36545	1.59787	0.0047	0.21175	0.22563	0.00586		40.86327	16.43143	0.26632	1.59787	0	0.22563	0	0.01014	0	0.00586
Healthy	11.80033	1.5721	0	0	0	0	0.15243	0		82.80283	11.80033	0	0	0	0.15243	0	0	0	0
Healthy	15.9579	11.94591	11.68151	0	0	2.36626	0	0		16.93243	15.9579	2.14707	0	0	0	0.02442	0	0	0
Healthy	11.43972	0.98607	0.02335	0.04412	0	0.11767	0.14494	0.05229		74.21552	11.43972	0.01098	0.04412	0.63126	0.14494	0	0	0.02569	0.05229
Healthy	1.45453	0	0.06144	0.17368	8.09313	0.21004	0	0		66.90504	1.45453	11.5426	0.17368	0.15248	0	0	0	0.01842	0
Healthy	34.3164	17.73548	3.99045	0.81814	0	1.68792	1.19718	0.11784		1.76094	34.3164	1.50484	0.81814	0	1.19718	0.17896	0	0.0237	0.11784
Healthy	0.87248	10.39646	0.24642	0	7.44466	0.03848	0.03819	0		77.53896	0.87248	0.06158	0	0.85468	0.03819	0	0	0.00133	0
Healthy	23.83988	8.95789	12.06113	19.83488	1.98326	1.63534	4.17157	0		7.16012	23.83988	1.66306	19.83488	0.07641	4.17157	0	0.04377	0.00046	0
Healthy	7.23867	8.17545	17.04909	1.05054	1.28951	4.57511	0	0		20.66517	7.23867	8.78375	1.05054	0	0	0	0	0	0
Healthy	29.00089	8.61412	0.28458	0.4134	0.03122	0.00387	0.05165	0		41.07074	29.00089	2.05426	0.4134	5.79825	0.05165	0.87851	0	0	0
Healthy	24.05722	12.85447	12.98484	0.1602	3.84082	1.11762	0	0.00655		27.96579	24.05722	0	0.1602	1.37364	0	0	0	0.00347	0.00655
Healthy	5.51617	4.54655	4.23675	0	2.71768	0	0	0		69.93574	5.51617	0.07433	0	0.24467	0	0	0	0.0611	0
Healthy	25.07007	14.18288	6.81544	0.7066	3.33071	1.75348	0.12035	0.28309		30.96834	25.07007	0.40548	0.7066	0.13222	0.12035	1.2162	0	0.14221	0.28309
Healthy	6.33741	18.27108	0	0	0	0	0	0		53.65126	6.33741	0.28069	0	7.24791	0	0	0	0.05295	0
Healthy	13.67274	15.06211	0.2069	0	0	0	0	0		62.8	13.67274	0	0	0.17831	0	0	0	0	0
Healthy	4.83223	4.90514	0.21653	0.43515	4.35983	0.05665	0	0		68.59559	4.83223	0	0.43515	6.19596	0	0	0	0	0
Healthy	24.22755	4.21126	0	0	0	0.0476	0.0663	0		63.18419	24.22755	0	0	2.98424	0.0663	0	0	0.43122	0
Healthy	28.10445	17.75143	2.55861	0.29468	0	0	0.80749	0		21.09517	28.10445	0	0.29468	0	0.80749	1.80022	0.76695	0	0
Healthy	15.54098	19.24559	32.46688	0.31516	2.07311	2.56499	0	0		15.95491	15.54098	0	0.31516	1.21066	0	0	0	0	0
D015212	46.16056	1.8246	17.37228	6.55094	1.80594	0	5.44691	0.80034		0	46.16056	0.55485	6.55094	0.62616	5.44691	0	0	0	0.80034
Healthy	30.3801	11.885	0	0	0	0	0	0		57.7349	30.3801	0	0	0	0	0	0	0	0
Healthy	27.86185	9.91987	5.76618	0.08695	2.02217	0.18821	0.89319	0.27214		36.7589	27.86185	0.12575	0.08695	0.02934	0.89319	0	0	0	0.27214
Healthy	18.19148	6.98598	0.10876	0.56351	0	0.73683	0.0065	0		56.86951	18.19148	0.18209	0.56351	0.24758	0.0065	2.6772	0	0	0
Healthy	20.76858	2.02496	0.08189	0.14412	0.05187	0.32197	5.14037	0		58.40417	20.76858	0.00906	0.14412	1.64733	5.14037	1.96463	0	0	0
Healthy	1.53271	6.82758	0.64975	0.06265	0.12295	0.04989	0	0		82.74286	1.53271	0.72617	0.06265	0.22701	0	0	0	0	0
Healthy	0	0.00181	0.00739	4.58809	0.92279	0	0.44632	0		0.0113	0	82.805	4.58809	0	0.44632	0	8.82624	0	0
Healthy	18.27437	10.62196	3.63972	0.53147	3.73288	0.97004	0.3211	0.12234		42.49249	18.27437	0	0.53147	0.94444	0.3211	0.00205	0	0.05792	0.12234
Healthy	19.2545	4.41581	0	0	0	0.09646	0.04758	0		64.67929	19.2545	0	0	1.15823	0.04758	0	0	0.45755	0
Healthy	17.50598	5.5318	0.03068	0.26127	0.05627	0.01768	0.00988	0.03922		66.61678	17.50598	0	0.26127	0.69383	0.00988	0	0	0.00175	0.03922
Healthy	27.96496	34.65615	0.77807	0.05104	0	0	1.38214	0		19.25327	27.96496	0.27603	0.05104	0	1.38214	0.41895	0	0	0
Healthy	0.27299	0.01764	65.81408	2.59891	1.04081	3.84846	0.05739	0		6.74321	0.27299	0.18035	2.59891	0	0.05739	0	0	0	0
Healthy	5.07182	5.17724	0.20776	0.5862	4.61877	0.04771	0	0		69.46398	5.07182	0	0.5862	5.9785	0	0	0	0	0
Healthy	3.18816	5.3621	1.15794	1.0077	0.07546	0.9556	0.02807	0.03252		42.84926	3.18816	30.17302	1.0077	1.1171	0.02807	0	0.01617	0.0795	0.03252
Healthy	16.50009	11.10843	0	0	0	0.42755	0	0		62.42068	16.50009	0	0	0.04775	0	0	0	0	0
Healthy	23.37176	3.92147	0	0	0	0.08662	0.09143	0		64.45509	23.37176	0	0	3.08774	0.09143	0	0	0.47047	0
