group	Phocaeicola	Enterocloster	Dialister	Veillonella	Ruminococcus_B	Faecalimonas	Clostridium_Q	Flavonifractor	Muricomes	Longicatena	Alistipes	Ruminococcus_H	Lachnospira	Barnesiella	Coprococcus	Methanobrevibacter_A	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	15.2977	0	0	0	0	0	0	0	0	0	7.16942	0	1.10971	1.00796	0	1.83433	0	0.1302	0	0
Healthy	8.97389	0.04315	2.93753	0	0	0	0	0.03164	0	0	16.02465	0.94638	0.37077	3.03812	0.59122	0.05754	0.03164	0.02318	0	0
Healthy	0.64542	1.93359	0	0	0	0	0	0	0	0.00272	0.71787	0	0.06547	0.82426	6.15258	0	0	0	0.28302	0.09369
Healthy	24.93315	0.35171	0	0	0	0	0	0	0	0	0.64096	0.52152	0.62598	0	0	0	0	0	0	0.01532
D003424	49.1317	0.06625	0.89999	0.2498	0.25874	0.23337	0.13158	0.22041	0.03847	0	0	0	0.00527	0	0	0	0.22041	0	0.03542	0
D003424	47.4297	0.15469	0.13087	0.44112	0.62252	1.99976	0.12149	0	0	0	0	0	0.11439	0	0	0	0	0	0.05882	0
Healthy	32.7976	0.03489	0	0.07772	0	0	0	0	0	0	1.17122	0	2.90996	0	0	0	0	0	0.00224	0.1085
Healthy	2.13329	0.44361	0	0.14355	1.19707	0.90947	0.20116	0.0154	0	0	0	0	0.00204	0	0	0	0.0154	0	0	0
Healthy	5.92271	0.73518	0	0.67738	0.02787	0	0.00036	0.0337	0.00067	0.00585	0.9349	6.60819	1.0823	1.07697	0.45201	0	0.0337	0.01667	0.11901	0.10248
Healthy	29.31183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	23.57263	1.69091	0	0.35186	0.53729	0.79384	0	0.00587	0.4676	0.00568	0	0	0	0	0	0	0.00587	0	0	0
Healthy	7.97625	0.03456	10.434	0.86547	0.31767	0	0	0.00296	0	0	0	0	0	0	0	0	0.00296	0	0	0
Healthy	12.9304	0.86444	2.89174	0	0	0	0	0	0	0	0	7.38067	10.5687	0	0	0	0	0	0	0
Healthy	0.36524	0.07197	2.45922	0	0	0	0.02405	0.04241	0.03948	0.11884	1.17993	1.8761	0	0	0	0	0.04241	0	0	0
Healthy	30.23178	0.36538	0	0	0.05144	0.02288	0	0.02663	0.00269	0.00453	1.60153	3.98024	0.3363	0.07931	3.98859	0	0.02663	0.19026	0.07438	0
Healthy	3.9222	0.10368	10.968	0	0	0	0	0.07434	0	0	10.45242	1.35249	0.20357	1.23898	0	0	0.07434	0.0264	0.04755	0.04289
Healthy	42.882	0	3.18142	0	0.09907	0	0	0.00613	0	0	12.55612	0	0	0	0	0	0.00613	0.22501	0	0
Healthy	29.73623	0.11931	0.43302	0.01765	0	0	0	0.00603	0.05711	0	20.52008	0.39364	0.38129	0.65469	0.48365	0	0.00603	0.02194	0	0.23256
Healthy	27.23068	0.26893	0.18515	0	0	0	0	0	0.11272	0	15.84612	0.63845	0.37804	0.71936	0.29277	0	0	0.01538	0	0.12701
Healthy	0.79873	4.13587	0	0	0.00294	0	0	0.11189	0.08767	0.00222	19.5503	8.31563	0.53852	5.18227	0	0	0.11189	0.29826	0.8466	0.892
Healthy	7.61144	0.02656	4.91258	0.03285	0	0	0	0.02262	0	0	8.68764	4.73926	0.05237	1.9968	0	0	0.02262	0	0.02568	0.09043
D003424	25.9478	0.46213	0.84984	0.6065	0.42111	0.31505	0.0535	0	0.00103	0	0	0	0.04656	0	0	0	0	0	0.06467	0
Healthy	1.05554	7.12885	0	0	0	0	1.98013	1.68619	0.11337	0	13.22495	0	0	0.84186	0	0	1.68619	0.18457	0	0
Healthy	1.29742	0.58922	0	0	0	0	0	0.03657	0	0	17.95121	1.22845	0	5.8745	0	0	0.03657	0.02241	0	0.14019
Healthy	25.41977	0.30718	0	0.00507	0	0	0	0	0	0	0.60733	0.45359	0.72418	0	0	0	0	0	0	0.01732
Healthy	9.4485	0.08432	3.32787	0.03127	0.0126	0	0.46801	0.19107	0.00097	0	0	0	0	0	0	0	0.19107	0	0	0
Healthy	10.62069	1.50785	9.41435	0	0	0	0	0.07637	0	0	4.75221	1.98602	0.49754	1.39238	2.0904	0	0.07637	0	0.11033	0.03715
Healthy	27.31508	0.05169	5.16927	0.02208	0.01285	0	0	0.0682	0	0	1.09727	2.50413	2.00575	1.28147	0	0	0.0682	0	0.03303	0.04345
Healthy	2.30858	2.57406	0	0	0	0	0.14387	0.66	0.08929	0	1.27979	0	0	2.74606	0	0	0.66	0.0265	0	0
Healthy	2.78132	3.04272	0	0	0.38342	0	0	0	0	0	2.20749	14.8993	0.62774	2.9801	0	0.91733	0	0	0.05975	0
Healthy	9.94586	2.25241	0.00541	0	0.00294	0.22919	0.02417	0.09159	0.01353	0.69993	0.44883	9.63807	0	1.68854	0	0	0.09159	0.1759	0.29854	0.01537
Healthy	26.0104	0.07547	6.48153	0	1.80614	0	0	0.04657	0	0.268	11.69023	0	0	0	0	0	0.04657	0.12067	0	0
Healthy	21.0834	1.03267	0	0	0.05406	0	0	0.09517	0.06085	0	2.59959	0	0.5639	0	0	0	0.09517	0.08126	0	0
Healthy	4.38784	0.0495	3.45205	0	0.03934	0	0	0.1488	0.00023	0	12.11739	0	0.64685	0	0	0	0.1488	0	0	0
Healthy	0	0.1409	1.30264	0	0.24149	0	0.09631	0.12828	0.02543	0.03348	2.65871	0.22229	2.43144	0	0	0	0.12828	0	0	0
D003424	9.91171	0.00155	0	0	0.00379	0	0	0.18213	0	0	3.34053	0	1.29032	0	0	0	0.18213	0	0	0
Healthy	2.50277	4.07062	0	0.01564	0	0	0	0.73575	0	0	9.53379	3.87761	10.465	0	0.45635	2.25756	0.73575	0	0.70773	0
Healthy	15.77658	0.01525	0.74752	0.05151	0	0	0	0	0	0	4.2958	2.51608	2.84859	0	0	0	0	0	0.07178	0.01953
Healthy	5.32242	0.73857	0	0.13449	0.13917	0	0	0	0	0.00944	2.22267	0	0.08224	0	0	0	0	0	0.62552	0.01529
Healthy	6.12997	0.34378	0	0.00037	0	0	0	0.92676	0	0.25075	3.15086	0.22788	2.97611	2.21403	6.44923	0	0.92676	0.99634	0.42849	0.00535
Healthy	13.1257	0.99912	3.25777	0	0	0	0	0	0	0	5.68245	0	1.98205	1.69355	0	0	0	0	0	0
Healthy	7.63685	0.3017	0	0.12907	0	0	0	0	0	0	0	14.0247	2.16381	0.30358	0	0	0	0	0	0
Healthy	4.50006	0.69303	0	0.01142	0.00798	0.19414	0.20753	0.08961	0.14267	0.00028	3.08566	0	0	0	0	0	0.08961	0	0	0
Healthy	9.59762	1.50184	0	0	0	0	0	0	0	0	0.99893	9.59557	4.94229	2.56402	0	3.01271	0	0	0	0
Healthy	0	0.14637	1.37444	0	0.22807	0	0.09399	0.10189	0.05997	0.03381	2.49792	0.23688	2.47543	0	0	0	0.10189	0	0	0
Healthy	9.88915	0.49088	0	0.05636	0.02442	0	0	0.01359	0.00601	0.00111	6.32385	2.24817	0.098	0.57244	0	0	0.01359	0.09413	0.0954	0.01768
Healthy	28.9716	0.2648	0	0	1.18101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.15622	0	2.74127	0	0	0	0	0	0	0	10.88974	0	0	0.94257	0	0	0	0	0	0
D003424	0	0.59146	0	0	11.5548	0.728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	10.7564	0	0	0	0	0	0	0.14264	0	0	20.78143	0	1.14146	2.67336	5.75967	0	0.14264	0.00858	0.03481	0.10541
Healthy	3.05566	0.18325	4.97612	1.08332	0.00675	1.6319	0.22955	0.03937	0.03637	0.0058	0.39264	2.64676	0.02851	0	1.87035	0	0.03937	0	0	0
Healthy	12.14736	1.06264	5.77197	0	0	0	0	0.03422	0	0	8.13197	2.93421	6.20999	0.38526	6.43439	0.15552	0.03422	0	0.05574	0
Healthy	0	0.0564	8.16815	0	0	0	0	0.06833	0	0	6.55913	0	1.1488	5.27022	0	0	0.06833	0.32369	0	0
Healthy	55.403	0	0	0.01432	0.01118	0	0	0	0	0	0.01248	0.16973	20.6367	0	0	0	0	0	0.21293	0
Healthy	22.86815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.93136	1.46205	0	0	0	0	0	0.06376	0.00219	0.01306	5.0425	0.09874	6.12731	3.62351	6.06734	0.00862	0.06376	0.06339	0.32967	0.15752
Healthy	25.2746	0	8.53501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.91735	0.53916	0	0	0	0	0.03719	0.0431	0	0	0	0	0	0	0	0	0.0431	0	0	0
D003424	11.6979	2.58926	4.18132	0	0.04307	0	0	0.07532	0.01099	0.00352	0.10141	0	0.00739	0	0	0	0.07532	0	0	0
Healthy	0	1.81436	0	0	0	0	0.56152	0.18163	0	0	11.46918	0	0	3.26846	0	0	0.18163	0.28575	0	0
Healthy	8.22061	0.05342	10.7056	0.84376	0.34218	0	0	0.02339	0	0	0	0	0	0	0	0	0.02339	0	0	0
Healthy	6.10878	2.20956	0	0	0	0	0	0	0	0	0.63972	4.21798	1.66609	3.57079	10.67787	0	0	0	0.28232	0
Healthy	22.64202	0.02729	8.09638	0.706	0.7026	0	0	0	0	0	6.28127	0	0	18.1495	0	0	0	0	0	0
Healthy	6.54275	0.23279	0	0	0	0	0	0.35342	0	0	9.49054	2.21282	3.93811	6.91258	1.71941	9.50394	0.35342	0	0.05195	0
Healthy	0.37955	0.07595	2.57063	0	0	0	0.02341	0.07149	0.04563	0.14081	1.29088	1.76769	0	0	0	0	0.07149	0	0	0
Healthy	1.936	3.53539	0.04796	0	0	0	0	0.00614	0	0	1.13591	2.50165	1.64771	2.00865	2.67915	3.44467	0.00614	0	0.29299	0
Healthy	30.61764	0.11699	0	0.01659	0	0	0	0	0	0.00448	3.01087	0.34564	0.36613	1.09221	0	0	0	0.0013	0.17588	0.07309
Healthy	11.07173	0	4.69517	0.30352	0	0	0	0.07526	0	0	7.11006	0	1.05382	1.07231	0	0	0.07526	0	0.02909	0
Healthy	25.33482	0.33573	0	0.01559	0	0	0	0	0	0	0.75766	0.46012	0.68882	0	0	0	0	0	0	0.03051
Healthy	2.54108	2.45239	15.9651	0	0	0	0	0	0	0	2.50732	0	0.4078	0.79816	0	0	0	0	0	0.05698
Healthy	10.8675	0	0.21017	0.00573	0	0	0	0.01841	0	0	8.12916	0.0192	0.03612	0	0	0	0.01841	0	0	0
Healthy	8.23871	0.63348	0	0	0	0	0.01703	0.09406	0	0	0	0	0	0	0	0	0.09406	0	0	0
Healthy	10.91483	0.47278	0	0	0.01198	0	0	0.08016	0	0	14.31981	0.53199	0.65504	0	0	0.02146	0.08016	0	0	0.02195
Healthy	0	0.00699	4.05717	0	0	0	0	0.08749	0	0	8.27328	0	0.63836	2.80679	0	0	0.08749	0.26217	0	0
Healthy	1.43668	2.78266	25.9687	0	0	0	0	0	0	0	6.87494	4.8551	0.16449	0.92252	1.65976	0	0	0.09215	0.08331	0.01264
Healthy	15.68303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	25.869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.11481	4.07376	4.45934	0	0	0	0.27506	0.41262	0.00464	0.0056	3.16553	0	0	0	0	0	0.41262	0	0	0
Healthy	2.7164	0.61023	0	0	0	0	0	0.27951	0	0	4.61532	7.35714	1.94731	4.65866	0.97653	6.89201	0.27951	0	0.20001	0.23259
Healthy	26.803	0.08874	6.12746	0	1.62695	0	0	0.05053	0.00197	0.26664	11.91145	0	0	0	0	0	0.05053	0.11828	0	0
Healthy	5.00537	5.04678	0	0.00304	0.02692	0	0.09266	0.10281	0.04344	0.03778	0.95685	0	0.10415	0.58234	0	0.05766	0.10281	0	0.43294	0.71951
Healthy	0	0	0	0	0	0	0	0	0	0	2.59906	0	0	0	0	0	0	0	0	0
Healthy	19.70621	0.02425	0	0.18084	0	0	0	0.01742	0	0	3.10749	0.00185	4.35829	0	1.98465	0	0.01742	0	0	0
Healthy	15.41721	0.7636	0	0.01603	0.10268	0.93443	0	0.5566	0.83575	0.00291	0.00157	0	15.3666	0	0	0	0.5566	0	0	0
Healthy	3.75224	0.02304	0	0.05479	0	0	0	0.064	0	0	14.61982	2.61931	1.51463	0	6.9979	0	0.064	0	0	0.00195
Healthy	22.3397	0.08947	2.05788	0	0	0	0	0	0	0	3.23073	4.38821	6.95768	0	3.97573	0	0	0	0.05053	0
Healthy	8.77551	0.0018	0.3535	0.02014	0	0	0	0.14929	0	0	13.70156	0.61546	3.32208	5.41002	0	0.21375	0.14929	0.01632	0.00885	0.02037
Healthy	2.46424	1.10466	0	0.70908	0.00379	0	0	0.04055	0	0	2.55531	0.74654	0	0	0	0	0.04055	0	0	0
Healthy	11.18595	0	0	0	0	0	0	0	0	0	0	0.96576	0	1.82871	0	17.665	0	0	0	0
Healthy	2.98298	0.10369	0	0.10107	0	0	0	0.19251	0	0	2.38017	0.00941	3.83519	0.06231	9.36585	0	0.19251	0	0.12965	0
Healthy	3.12222	0.33878	0.02036	0.13844	3.91893	0	0	0.09443	0.08278	0.00585	3.34875	2.63915	1.87719	0.02386	0	0	0.09443	0	0	0
Healthy	40.1325	0.02715	0	0.14006	0	0	0	0.09688	0	0	18.60375	0	0	2.22675	0	0	0.09688	0	0	0
Healthy	14.75375	0.2191	0	0	0.03537	0	0.0019	0	0.00496	0	4.3959	0.53086	10.914	0	0	0	0	0.01282	0.01275	0.02777
Healthy	26.8052	0.02456	6.13742	0	0.58969	0	0	0.00829	0	0.02327	14.91559	0	0	0	0	0	0.00829	0.26232	0	0
Healthy	1.09061	0	0	0	0.03904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	14.83758	0.80818	0	0.24884	0.02776	0	0	0.04226	0	0	11.72883	3.27339	0.00202	10.0835	0.98985	0	0.04226	0.12293	0.12617	0.00033
Healthy	33.053	0.19328	0.61306	0	0	0	0	0	0	0	0.07484	0.15458	9.32763	0	0	0	0	0	0.2509	0
Healthy	4.71418	0.31486	0	0.12248	0.06939	0	0	0	0	0	0	15.5125	1.73518	0.25616	0	0	0	0	0	0
Healthy	4.06346	0	0	0	0	0	0	0	0	0	2.74265	0	1.18262	3.49461	0	0	0	0	0.09275	0
Healthy	11.33624	0.07626	13.5926	0	0	0	0.19452	0	0	0	0.45089	20.3588	0	0	0	0	0	0	0	0
Healthy	2.05193	0.99209	3.46727	0	0	0	0	0	0	0	1.86074	6.75813	1.07484	0.25548	6.32133	1.33638	0	0	0.25177	0
Healthy	5.35646	0.11242	0	0.03572	0	0	0	0.00158	0	0	4.384	1.30097	0.01544	5.1616	0	0	0.00158	0.00052	0.07158	0.03814
Healthy	19.6001	3.07073	0	0	0	0	0	0.16889	0	0	6.7735	2.57401	2.0414	4.53713	0	0	0.16889	0.04434	0.03811	0.0318
Healthy	0.72802	0.28644	9.1095	0	0.00998	0	0	0.21396	0	0	2.623	0.55042	0.0264	0	0	0	0.21396	0	0.00594	0
Healthy	12.92528	1.34727	0	0	0.10293	0	0.07257	0.02802	0.01201	0.00447	2.51466	0	6.48794	0.35828	0	0.29786	0.02802	0.07332	0.933	0
Healthy	5.42	1.50809	0	0	0	0	0	1.39068	0	0	4.73608	1.31043	4.11346	0.03974	0.77933	0.6609	1.39068	0.05857	0.1664	0
Healthy	26.7934	0.03771	5.91116	0	0.53165	0	0	0.01491	0	0.03409	14.6521	0	0	0	0	0	0.01491	0.2367	0	0.00671
Healthy	25.6238	0.10442	6.11356	0	1.71562	0	0	1.93841	0	0.27923	11.75985	0	0	0	0	0	1.93841	0.13138	0	0
Healthy	8.63269	0.14786	6.04242	0	0	0	0	0	0	0	1.62947	1.62282	3.46319	3.14994	0	0	0	0	0	0
Healthy	0	0	0	4.64447	0	0	0	0	0	0.02548	0	0	0	0	0	0	0	0	0	0
Healthy	1.13676	0.59189	0	0.02088	0	0	0	0.04114	0.03969	0.0186	16.20616	6.30562	0.06164	5.60307	1.29241	0	0.04114	0.63195	0.10478	0.13126
Healthy	16.99141	1.65977	0	0	0.13041	0.003	0	0.24003	0	0.0561	6.34043	0.00693	0	5.18587	0	0	0.24003	0	0	0.03203
Healthy	17.6504	0.12317	8.21917	1.09195	0.12634	0	0.0357	0.63366	0	0	0	0	0	0	0	0	0.63366	0	0.00119	0
Healthy	1.27218	0.02363	1.76006	0	0.08379	0	0	0.02335	0	0	2.81952	0	0.11379	0	0	0	0.02335	0	0	0
Healthy	3.06675	2.05326	0	0	0	0	0.96552	1.34557	0.08028	0	12.18944	0.86261	0.54702	1.14736	0	0.03448	1.34557	0.2609	0	0
Healthy	9.51998	0.03889	10.3011	0.80401	0.30794	0	0	0.02297	0	0	0	0	0	0	0	0	0.02297	0	0	0
Healthy	10.541	0	0	0.00272	0	0	0	0.11082	0	0	20.15206	0	1.27286	2.68881	6.00593	0	0.11082	0.01283	0	0.13102
Healthy	2.33643	2.55509	0	0	0	0	0.13624	0.55869	0.10473	0	1.47547	0	0	2.6134	0	0	0.55869	0.02233	0	0
D003424	2.28788	0.08558	2.1428	0	0.00377	0.26697	0.02523	0	0	0	1.67886	0	0	0	0	0	0	0	0	0
Healthy	11.65977	0.86306	0	0.04549	0.57721	0.47732	0.01564	0.11751	0.01967	0.00042	1.76495	0.91674	1.65691	3.15534	0.28989	0.00211	0.11751	0	0	0
Healthy	4.45303	0	0	0	0	0	0	0	0	0	0	24.1679	4.86149	0	0	0.16863	0	0	0	0
Healthy	4.87921	1.80827	0	0	0	0	0	0	0	0	7.10169	10.7472	0.41841	0.59662	0	1.39634	0	0	0	0.21559
Healthy	11.3467	1.44706	15.1591	0.0444	0	0	0	0.00491	0.00076	0.00323	0.79327	0.00999	1.02193	0.01725	0	0	0.00491	0.32536	0.10322	0
Healthy	5.81639	0.31002	0	0	0	0	0	0.07	0	0	9.86496	0	0.24587	3.68421	0	0	0.07	0.09634	0.0217	0
Healthy	4.91961	0.3787	0	0	0.00717	0	0	0.10171	0	0.04476	3.67679	0.11862	3.30226	3.20238	0	0	0.10171	0.06149	0.1746	0
Healthy	17.1159	0.96931	0	0	0	0	0	0	0	0	2.54259	1.91025	7.4635	1.5372	0	0.0917	0	0	0.26832	0
Healthy	6.44966	0.15225	0	0	0	0	0	0.10793	0	0	6.97055	1.96014	4.21445	0	4.88174	0.4225	0.10793	0.15768	0.02388	0.01636
Healthy	34.42652	0.18178	0	0	0	0	0	0	0	0	10.06608	0	1.51373	5.03873	0.99207	0	0	0	0.03038	0.06555
Healthy	10.20082	0.34011	0	0.01319	0.00626	0	0	0.10619	0	0	13.94375	0.63776	0.70638	0	0	0	0.10619	0	0	0.01332
Healthy	2.13024	6.63735	3.21651	0	0	0	0	0	0	0	0.61673	30.6348	0.23203	0.15049	0	0	0	0	0	0
Healthy	7.92741	0.04523	10.8327	0.82718	0.30579	0	0	0.00916	0	0	0	0	0	0	0	0	0.00916	0	0	0
Healthy	5.77948	0.11539	3.58408	0.0374	0.01195	0	0.45263	0.16588	0.00201	0	0	0	0	0	0	0	0.16588	0	0	0
Healthy	23.74722	1.91682	0.02864	0.02371	27.7167	3.15588	0.20333	0.05126	0	0.59055	0.00671	0	0.00233	0	0	0	0.05126	0	0	0.08686
Healthy	1.53282	0.10019	3.09071	0	0	0	0.01901	0.19102	0	0.03575	21.0971	2.03006	0.20557	1.86899	0	0	0.19102	0.18261	0	0
Healthy	10.22706	0.14014	0	0	0	0	0	0	0	0	2.68436	3.55577	1.18241	0.7067	0	0.45781	0	0	0.04742	0
Healthy	14.10192	0.35602	3.6506	0.09642	0.00255	0	0	0.03095	0	0	5.93957	0	5.52416	1.1934	0	0	0.03095	0	0.2059	0.16245
Healthy	29.6875	0.30509	0	0	0	0	0	0.18375	0.05777	0	0.68751	0	1.43021	0	0	0	0.18375	0	0	0.58729
Healthy	3.48041	8.09464	0	0	0.0223	0.05637	1.45264	0.47462	0	0	0	0	0	0	0	0	0.47462	0	0	0
Healthy	0.38687	3.39136	3.52113	0.05711	0	0.00122	0	0	0	0.00228	1.32347	2.99911	7.25669	0.21631	0	2.15357	0	0	0.19554	0
Healthy	0	1.82812	0	0	0	0	0.58609	0.25138	0	0	11.05835	0	0	3.23532	0	0	0.25138	0.29086	0	0
Healthy	2.69464	0	2.36428	0	0	0	0	0	0	0	4.21711	9.65779	0.90099	1.67696	13.2754	0	0	0	0.04837	0
Healthy	13.8447	6.6286	2.17607	0	0	0	0	0	0	0	2.48328	2.08621	0	4.80051	6.12663	0.84261	0	0.00597	0.59397	0
Healthy	4.93957	0.00336	0	0	0	0	0	0.21599	0	0	32.14968	0.35965	0.54549	2.64561	2.19186	0	0.21599	0.24983	0	0.03243
Healthy	0	4.50906	0	0	0	0	2.75601	0.07862	2.72446	0	0.1297	0	0	0	0	0	0.07862	0	0	0
Healthy	25.59131	0.28084	0	0.00896	0	0	0.06389	0.00465	0.0081	0.14672	0.59902	0	3.04736	0.34663	0	0	0.00465	0	0	0
Healthy	8.70402	0.5812	2.00147	0.00432	0	0	0	0.02058	0	0.00169	4.62077	5.03453	1.56408	0	2.01148	0.14616	0.02058	0	0.14777	0.00891
Healthy	51.75173	0.00361	0	0	0	0	0	0	0	0	10.44264	0.20533	1.74833	2.53864	0	0	0	0	0.03531	0
Healthy	20.75619	0	5.36896	0	0	0	0	0	0	0	1.1095	1.95437	1.12694	1.16431	0	0	0	0	0	0
Healthy	5.38941	2.67765	7.32354	0.2024	0	0	0	0.01249	0	0.00516	3.48109	7.4447	19.7549	0.79694	4.63522	0	0.01249	0.01478	0.45553	0.00311
Healthy	0.33766	3.39372	0	0	0.50435	0	0	0	0	0.00038	0.20177	31.3554	1.56757	0.18095	10.2277	0	0	0	0.43143	0.2407
Healthy	11.34377	0.06875	1.36354	0.00261	0	0	0	0	0	0	0.5545	2.27313	2.56092	0	2.46335	0	0	0	0.06784	0.00536
Healthy	0	0.11796	0	0	0.06629	0	0.18696	0.00575	0.00594	0	0.96757	0	9.591	0	0	0	0.00575	0	0	0
Healthy	6.03042	0	0.41556	0	1.39216	0	0	0	0	0.59808	0.679	15.773	4.77947	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.84002	0	0	0	0	0	0	0	0	0
Healthy	1.64001	0.07494	3.08492	0	0	0	0.01411	0.17057	0	0.0392	21.21649	1.98614	0.17332	1.98093	0	0	0.17057	0.22295	0	0
Healthy	7.28593	0.0232	0	0	0	0	0	0	0	0	5.32013	0	6.34962	2.88926	0	0	0	0.27217	0.24846	0.01158
Healthy	1.03332	0.49438	0	0	0	0	0	0	0	0	4.53821	0	0.41407	2.51391	0	0.19313	0	0	0.10105	0
Healthy	3.15602	0.57112	0	0	0	0	0	0.02013	0	0	4.42011	2.63643	0.87189	0.98884	0	0	0.02013	0.00248	0.16896	0
Healthy	25.7339	0.09767	6.2613	0	1.83246	0	0	0.05795	0	0.25694	11.60518	0	0	0	0	0	0.05795	0.13515	0	0
Healthy	4.35678	0.76505	0.16172	0.08164	9.56951	1.43018	0.02392	0.20692	0.08163	0	0	0	0	0	0	0	0.20692	0	0	0
Healthy	8.77407	0.05097	0	0.01053	0.00036	0	0.00439	0.05765	0	0	4.35004	1.16162	1.1764	1.13788	0	0	0.05765	0.24769	0.05393	0.01151
Healthy	16.98493	1.34851	3.90595	0	0	0	0	0	0	0	2.74353	4.8755	18.4265	0	0	0.2591	0	0	0	0
Healthy	6.17338	1.58108	0	0	0	0	0	0.05517	0	0.02029	5.63008	8.40088	3.20121	2.40449	0	0.55965	0.05517	0	0.2628	0
Healthy	2.85101	0.58948	0	0	0	0	0	0.06162	0	0	11.93689	1.63956	0.72	1.95703	0	0.01877	0.06162	1.83732	0	0
Healthy	23.39035	0.2844	0	0	0	0	0	0.025	0	0	1.90992	12.0731	1.70525	0	0	0	0.025	0.08274	0	0.02551
Healthy	8.91147	0.5917	0	0	0	0	0.03918	0.04805	0	0	0	0	0	0	0	0	0.04805	0	0	0
Healthy	4.40076	0.01575	0	0	0	0	0	0	0	0	1.85374	0	0	2.46657	0	0	0	0	0.22596	0
Healthy	10.99975	0.0274	4.54214	0.25366	0	0	0	0.07353	0	0	7.10713	0	0.95409	1.07087	0	0	0.07353	0	0.01151	0
Healthy	2.40544	0	0	0	0	0	0	0.09611	0	0	22.17988	0.15118	0	0.52437	0	0	0.09611	1.39487	0	0
D003424	3.10225	2.2379	0	0	0.15357	0	0.02329	0.14542	0.00262	0.0063	5.08621	0.00137	0	3.78376	0	0	0.14542	0	0	0.05408
Healthy	0.69289	0.50272	0	0	0	0	0	0.26528	0	0	6.72493	3.6023	1.14902	4.15093	0.76339	35.1411	0.26528	0.0427	0.34679	0.07147
Healthy	13.68355	2.19594	0	0	0	0	0.17305	0.57372	0.10893	0	1.32644	0	0	2.33717	0	0	0.57372	0.02201	0	0
Healthy	3.6698	0.89594	0	0	0.03681	0	0	0.14417	0	0.00479	15.76797	1.21188	0.22667	0	0	0.20364	0.14417	0	0	0.24579
Healthy	2.64616	2.57899	0	0.04534	0.0847	0	0	0.00195	0	0.00183	2.44939	11.9669	4.17691	1.36268	2.53476	0.77591	0.00195	0	0.68418	0.5515
Healthy	4.82957	2.50387	7.59543	0	0.54712	0	0.01756	0.09778	0.02062	0.00775	1.97836	0	0	1.4862	0	0	0.09778	0.00228	0.12874	0
Healthy	17.44673	0.1797	0	0	0	0	0	0.04656	0	0	6.14496	2.16458	1.07957	0	0	0	0.04656	0.26024	0	0
Healthy	8.62517	0	8.60092	0	0	0	0	0	0	0	21.68795	0.38422	0	4.09509	0	0	0	0.1608	0	0
Healthy	13.51671	0.00627	0.86563	0.70646	0	0	0	0	0	0	1.91814	9.96809	2.82974	0	0	0	0	0	0.04642	0
Healthy	10.10669	0.03165	10.6053	0.83577	0.36214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	32.86521	0	3.92706	0.13291	0	0	0	0	0	0	1.10933	0	3.62677	8.63714	0	0	0	0	0	0
Healthy	9.20324	0.05736	2.85673	0	0	0	0	0.02796	0	0	15.9077	0.96525	0.44601	3.074	0.55152	0.05586	0.02796	0.02036	0	0
Healthy	3.01219	0.90726	0	0	0.0425	0	0	0.13633	0	0.00951	15.80305	1.22649	0.22243	0	0	0.19256	0.13633	0	0	0.33462
Healthy	17.03136	0.26954	1.11129	0.16394	0	0	0	0	0	0	0.35526	19.1706	2.81643	0	0	0	0	0	0.03027	0
Healthy	8.52831	1.20426	0.93998	0	0	0	0	0	0	0	4.59144	4.35138	0.50503	1.5607	0	3.32246	0	0	0.47176	0
Healthy	3.90984	0.41797	0	0	0	0	0	0	0	0	0.727	1.04824	2.92881	1.92045	0	0.51583	0	0	0	0
D003424	2.66048	0.01254	0	0	0	0	0	0.01331	0	0	0.57051	0.32176	0.19886	1.1386	0.25285	0.05843	0.01331	0	0	0
Healthy	36.0703	0	0.11455	0.57178	0	0	0	0	0	0	1.95936	5.37573	4.1372	0	0	0	0	0	0.0046	0
Healthy	29.97252	0.10661	0.3382	0	0	0	0	0	0.06247	0	20.28508	0.31506	0.33238	0.71652	0.58414	0	0	0.03331	0	0.20142
Healthy	0.9936	6.95997	0	0	0	0	1.73455	1.25434	0.1081	0	11.8699	0	0	0.6852	0	0	1.25434	0.18255	0	0
Healthy	55.2646	0	2.15205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.13029	0.34162	0	0	0	0	0	0.00863	0	0	0.76495	0	1.93594	0.37237	8.10152	2.26721	0.00863	0	0.16496	0
Healthy	1.33399	1.0461	0	0	0.04382	0	0.04591	0.11165	0.01457	0.00491	24.67263	0	0	0	0	0	0.11165	0	0	0.01054
