group	Phocaeicola	Enterocloster	Dialister	Veillonella	Ruminococcus_B	Faecalimonas	Clostridium_Q	Flavonifractor	Muricomes	Longicatena	Alistipes	Ruminococcus_H	Lachnospira	Barnesiella	Coprococcus	Methanobrevibacter_A	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	9.17512	0.3694	0	0	0	0	0.00215	0	0	0.0065	0.88711	0.68281	4.30773	1.88641	6.7382	0	0	0	0.28918	0.09962
Healthy	0.40027	0.45312	0	0.05076	0	0	0	0.01101	0	0	0.86116	0	11.8354	0.94706	1.29099	0	0.01101	0	0.14309	0
Healthy	43.3821	0.06543	0	0.12295	0	0	0	0.05915	0	0	18.03468	0	0	2.11754	0	0	0.05915	0	0	0
Healthy	0.00094	0	0	0.7069	0	0	0	0	0	0.44632	0.00297	0	0	0	0	0	0	0	0	0
Healthy	3.90077	1.02547	3.67907	0.05381	0	0	0	0.02041	0	0.00122	21.03997	0.13732	2.63481	2.60293	6.01336	0	0.02041	0.06258	0.21185	0.08358
Healthy	4.45415	0	0	0	0	0	0	0.1616	0	0	32.41166	0.37993	0.55327	2.74672	2.24978	0	0.1616	0.25622	0	0.02144
Healthy	21.92801	0.15528	0	0	0.00646	0	0	0.01354	0.11528	0.00181	21.31896	0.36147	3.40635	0	7.81226	0	0.01354	0.28491	0.08375	0.00427
Healthy	3.02764	0.77195	0	0	0.0719	3.25262	0.01109	0.06114	0	1.06096	1.16873	33.4064	0.53571	0	0.00277	0	0.06114	0.47572	0.2758	0
Healthy	3.75471	0.10631	0	1.04081	0.02625	0	0	0.01764	0	0	0.96099	0	0	0	0	0	0.01764	0	0	0.03528
Healthy	15.91096	0	4.61877	0	0	0	0	0.07818	0	0	2.30485	0	0.62181	3.57996	0	0	0.07818	0	0	0
Healthy	0.56717	0.89438	0.05856	0.0169	0.00052	0	0	0.10177	0.00939	0.00915	11.03636	1.73171	0.30531	8.00066	0.95717	0.09692	0.10177	1.4944	0.05398	0.00881
Healthy	40.38739	0.27323	0	0	0	0	0	0	0	0	2.20195	7.31116	0.42113	0	0	0	0	0.05983	0	0
Healthy	7.50666	0	0	0	0	0	0	0.19912	0	0	24.58871	0.2359	1.51244	1.12065	0.16626	0	0.19912	0.06593	0.00274	0
Healthy	0	0.0201	0	0	0	0	0	0	0	0	0	3.68892	0.70353	0	0	12.195	0	0	0	0
Healthy	1.72221	2.1321	6.45168	0	0.01392	0	0.03106	0.01627	0.0133	0.00515	4.4316	31.3498	2.36487	8.54543	0	0	0.01627	0.08479	0	0.06956
Healthy	5.01385	0.11886	0	0	0	0	0	1.05033	0	0	14.61463	1.28963	3.5128	7.02096	2.543	0.40335	1.05033	0.06452	0.06622	0.06738
Healthy	8.04608	0.17815	0	0.75139	0	0	0	0.01202	0	0	4.03882	2.04806	8.34422	4.72256	0.50159	2.51116	0.01202	0.00132	0.14201	0
Healthy	1.50746	0	0	0	0	0	0	0.01674	0	0	19.6434	1.93174	0.20147	4.15876	0	0.23143	0.01674	0.16475	0	0.02565
Healthy	2.54734	0.09977	6.42124	0	0.00509	0	0	0.00468	0	0.03024	0.42681	28.3262	0.02422	0	0	0	0.00468	0	0	0.08959
Healthy	7.51492	0.04097	0.05853	0	0	0	0.00394	0.18639	0.02591	0.00939	19.51333	0.64452	0	2.8265	0	0	0.18639	0.30047	0	0
Healthy	0.59369	0.56582	0.20121	0	0.00294	0	0	0.00588	0	0.00172	2.28745	5.88042	0.17102	1.31389	0	0	0.00588	0.0972	0.509	0.22708
Healthy	4.81568	0	0.51624	0	0	0	0	0	0	0	2.83155	8.99682	0.03949	0.8087	0.40276	0	0	0	0	0
Healthy	8.74808	0.64322	0	0	0	0	0	0	0	0	1.9863	17.1944	1.7579	0	0	0	0	0.02791	0	0.042
Healthy	23.2661	1.73078	6.75712	0	0	0	0	0	0	0	1.47762	2.11265	0.9214	0.99691	0	0	0	0	0	0
Healthy	5.58573	0.72673	1.468	0.00019	0	0.01472	0	0.03064	0	0.00559	11.16785	8.9581	4.36921	6.09959	4.84196	1.28516	0.03064	0.20083	0.13282	0.14344
Healthy	0.38591	0.09047	2.55874	0	0	0	0.02869	0.05186	0.04311	0.14215	1.24047	1.86508	0	0	0	0	0.05186	0	0	0
Healthy	0	0	0	0	0.01247	0	0.02188	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.92551	0.18382	17.9389	0.02223	0.00607	0	0	0.14424	0.01497	0	4.82624	4.53244	0	5.17489	0	0	0.14424	0.14529	0.02258	0.00266
Healthy	6.36921	1.05522	4.38229	0.25307	0.01008	0	0.02721	0.04706	0	0.01362	1.09531	6.68424	2.17406	0	3.18838	0	0.04706	0	0.12896	0.00598
Healthy	7.14451	1.56238	0	0.01775	0	0	0	0.04392	0	0.11215	10.70099	2.02425	5.52186	5.47243	0	5.67771	0.04392	0	0.29809	0.02444
Healthy	5.52373	1.00453	0.00155	0.06816	0.02469	0	0.08632	0.10154	0.01313	0.01879	3.79242	0.00361	3.49575	0	9.72082	0	0.10154	0.07563	0.23615	0.03255
Healthy	45.744	0.75207	2.82442	0.04263	0.03013	0	0	0.06999	0.00141	0.25017	0.23313	0	1.08408	0	1.04294	0	0.06999	0	0	0
Healthy	8.3245	0.00173	0.26945	0.02418	0	0	0	0.15149	0	0	13.76204	0.6934	3.16983	5.33743	0	0.18688	0.15149	0.01767	0.0087	0.01559
Healthy	5.35481	0.029	0	0	0	0	0	0.00522	0	0	35.41196	1.04971	0.12018	0	0	0	0.00522	0.03028	0	0
Healthy	2.95846	0.39305	0	0.16466	0.72368	0	0	0	0	0.0226	5.36635	11.5926	0.02163	1.57656	0	0	0	0.06903	0.08428	0.13023
Healthy	0.03544	0.6689	0.00099	0.01251	0	0	0	0.24455	0	0	0.37152	3.06612	1.11882	0	0	0.18574	0.24455	0	0.08169	0
Healthy	5.70068	0.31917	0	0	0	0	0	0.10438	0	0	8.65223	0.0025	0.23504	3.8456	0	0.10866	0.10438	1.22787	0	0
Healthy	7.36019	0	0	0	0	0	0	0.17753	0	0	24.0826	0.24725	1.54135	1.16182	0.23382	0	0.17753	0.07808	0	0
Healthy	12.36809	0.09384	1.70669	0.01214	0	0	0	0.56014	0	0.002	0.1386	0.58798	0.29288	1.43944	0	0	0.56014	0.05988	0	0
Healthy	6.20779	1.54066	2.11387	0.1179	0	0	0	0.37712	0	0	3.56761	6.05088	1.88625	4.42828	0.01392	0.56772	0.37712	0	0.0352	0
Healthy	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	22.09511	0.17558	0	0.2602	0	0	0	0	0	0	2.5736	1.00527	0.10258	0	0	0	0	0.21699	0	0
Healthy	13.82607	0.0448	0.59226	0	0	0	0	0	0	0	5.43239	0.87382	2.37212	0	0	0	0	0	0.10329	0
Healthy	12.97524	0.01364	0	0	0.06918	0	0	0.04189	0.02454	0	7.15074	0	0	2.65299	0	0	0.04189	0.01139	0	0.02991
D003424	37.6071	9.44538	0	0	0.00433	0.88938	0.14016	0.20016	2.5955	0.08178	0.37892	0	0	0	0	0	0.20016	0	0	0
Healthy	0	0.25463	0	0	0	0	0	0	0	2.39347	0	6.29325	0.16162	0	0	4.94734	0	0	0.16153	0
Healthy	6.32171	0	0	0.51805	0	0	0	0	0	0	16.31088	0.11404	0	1.08178	1.98909	0	0	0.00493	0.00573	0.11538
Healthy	27.69856	0.16173	6.38714	0.11848	0.00067	0	0.00177	0.01384	0.0416	0	2.57061	0	2.18608	11.4452	0	0	0.01384	0.08286	0	0
Healthy	27.9984	0.10204	6.20217	0	1.60319	0	0	0.03674	0	0.36642	10.53853	0	0	0	0	0	0.03674	0.15814	0	0
Healthy	19.1898	0.01427	2.66308	0.16411	0	0	0	0	0	0	29.53431	1.93644	1.12921	2.71854	0.01735	0	0	0.23285	0	0
Healthy	12.48538	1.39471	0	0.02608	0.00885	0	0	0	0	0	0.06006	0.03075	17.9474	0	0	0	0	0	0.03901	0
Healthy	15.65777	0.06104	0	0	0	0	0	0.09241	0	0.00047	10.57839	0.10178	0.74593	0	0	0	0.09241	0	0.01993	0.00628
Healthy	31.4726	0.47805	0	0	0.07368	0	0.044	0.13616	0	0	17.50738	0	0	2.03656	0	0	0.13616	0	0	0
Healthy	14.8928	1.29012	8.04233	0.15243	0.25216	0	0.49828	0.03065	0.36546	0.00036	0	0	0	0	0	0	0.03065	0	0.01131	0
Healthy	17.328	14.69286	0	0	0.02119	0	0	0.23364	0.01391	0.36044	3.5885	0.20336	0	0	0	0	0.23364	0	0	0
Healthy	10.3729	0.37908	0.57681	0.05004	0.00531	0.00171	0.04279	0.06988	0.19168	0.01656	8.06031	0	0	0	0	0	0.06988	0	0	0.06031
D003424	0	2.34919	0.2787	0	0	0	0.00396	0	0	0	0.63524	0	0	0	0	0	0	0	0	0
Healthy	4.90993	0.14481	0	0	0	0	0	0.03832	0	0	9.32239	1.28065	0.41934	2.97181	0.09132	0.6732	0.03832	0.03181	0	0
Healthy	0.80574	2.38891	1.92044	0.00772	0.00856	1.2241	0	0.00767	0.0253	0.01845	1.37844	6.4862	0	0	2.83456	1.51831	0.00767	0.07129	0.40589	0
Healthy	6.36507	4.37568	0	0	0.00266	0	0	0.03709	0	0	1.77441	1.77875	4.50516	0.59701	9.26113	0.37724	0.03709	0	0.49857	0.09832
Healthy	0.42313	0.02325	0	0.023	1.98945	0.11619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.54512	0.53809	0	0.01208	0	0	0	0.00132	0	0	3.4081	1.38653	0.9167	0.41002	1.19968	0	0.00132	0.02615	0.0135	0.01185
Healthy	3.11683	1.90005	6.58488	0.23528	0.04096	0.66937	0.00097	0.11723	0.01134	0.14141	1.23993	0	0.69137	1.66715	0	0	0.11723	0	0.33771	0
Healthy	29.626	0.18741	0	0.04092	2.13689	0.9423	0	0.21013	0.00278	0.00797	0.22066	0.01021	0.01079	0	0	0	0.21013	0.00349	0.26372	0
Healthy	9.50352	0.79377	0	0.06613	0.01219	0	0	0.19692	0.00318	0.03567	4.32229	0	1.3214	1.26437	7.87358	2.4747	0.19692	0.15462	0.05257	0.02793
Healthy	7.82966	2.66122	0.52446	0	0.22895	0	0	0.03942	0.04544	0.0279	3.06473	0.0197	0	2.11722	0	0.04879	0.03942	0	0.21264	0
D003424	0	0.52236	0	0	0	0	0	0	0	0	0	6.2192	0	0	0	0	0	0	1.81358	0
Healthy	5.12167	0.04216	0	0	0	0	0	0.00496	0	0	35.67794	1.02664	0.11479	0	0	0	0.00496	0.05464	0	0
Healthy	12.25411	0.12764	0.85009	0	0	0	0	0	0	0	1.69841	3.07398	0.71158	0	0	0	0	0	0.08566	0.0312
Healthy	41.01965	0.20163	0	0	0.00487	0	0	0.01032	0	0	0.35429	0.04045	0.08266	0.18504	0	0	0.01032	0	0.1365	0
D003424	0	0.0147	0.36343	0.00487	0.06859	0	0.17108	0.60967	0.00588	0	9.22747	0	0.49006	0	0	0	0.60967	0	0	0
Healthy	1.25018	0.03622	0	0	0	0	0	0.22529	0	0	7.8579	2.67182	0.97739	3.09234	1.84829	25.1723	0.22529	0.09809	0.1901	0.20443
Healthy	4.09784	0.02276	0	0.04695	0	0	0	0.04982	0	0	14.5682	2.49902	1.61088	0	6.95436	0	0.04982	0	0	0.00983
Healthy	24.3006	0.27275	0	0.23996	0.40848	0	0.4234	0.01753	0.0363	0.00477	0	0	0	0	0	0	0.01753	0	0	0
Healthy	2.67551	0.29338	6.37105	0.05717	0	0	0.0086	0.07815	0.01387	0.00027	0	2.13523	2.52796	8.89824	0	0	0.07815	0	0.06453	0.03192
Healthy	3.98911	0	0	2.17314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	18.32999	0.06077	4.05909	0.07539	0	0	0	0	0	0	2.06338	2.47199	2.79234	0	0	0	0	0	0	0
Healthy	14.61467	0	0	0	0	0	0	0	0	0	4.51584	0.90266	0.61126	12.9413	0	0.05076	0	0	0	0
Healthy	3.16604	0.47392	0	0.00272	0.0114	0	0	0.00947	0.00435	0.0015	9.23568	5.91739	0.61915	0	0.74899	0	0.00947	0	0.5764	0.07108
Healthy	4.6245	0.14836	0	0.15995	0	0	0	0	0	0	1.81886	3.34168	4.04388	0.01692	0.00548	0	0	0	0.12152	0
Healthy	0	0.04695	0	0	0.32613	0	0	0.02251	0.00748	0	0.8049	0.01244	0.81649	0	0.43361	0.05808	0.02251	0.45022	0.12352	0
D003424	36.44922	8.17106	0.03856	0.07131	0.01036	0.10229	0.00203	0.01944	0.01382	0.01963	0.27894	0.00301	0	0	0	0	0.01944	0	0	0
Healthy	1.89523	2.37015	0	0	0.00171	0	0	0.01382	0	0.01718	2.18861	1.38913	0.23802	0.63245	0.01402	0.1082	0.01382	0.08567	0.20435	0
Healthy	0.09101	1.05425	0	0.06149	0	0	0	0.00173	0	0	0.21427	0.79366	0.24228	0	0	0.09203	0.00173	0	0.15294	0
Healthy	5.56124	2.2068	3.47983	0	0	0	0	0	0	0.00258	0.68295	0.26809	1.30261	1.03545	7.0192	0	0	0	0.59434	0
Healthy	0	3.32919	0	0.22815	7.75625	0	12.5663	1.79372	0	3.47651	0	0	0	0	0	0	1.79372	0	0	0
Healthy	12.47705	0.0549	0	0.01122	0.00091	0	0	0.00064	0	0	0.43508	0.0632	0.01932	0.7723	0	0.00083	0.00064	0.01269	0.00464	0
Healthy	9.29434	0.01639	0	0	0	0	0	0.00058	0	0	9.27913	0.25814	1.21246	1.05065	4.15679	0	0.00058	0.11803	0.01094	0
Healthy	19.22176	1.0677	0	0	0	0	0.36506	0.05427	0.07883	0	1.61042	0	0.21734	2.04648	0	0	0.05427	0	0	0
Healthy	9.77557	0.38987	0	0.14734	0	0	0	0	0	0.14126	0.60937	0	1.07095	7.17482	0	7.54448	0	0	0	0
Healthy	9.29253	0.88316	0	0.01761	0.00528	0	0.19806	0.06652	0.00775	0.02505	8.55039	3.14346	0.94252	3.28876	0.31799	0	0.06652	0.03859	0.5784	0.12802
Healthy	0.01083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	15.98763	1.01034	0	0.05289	0.51752	0.33094	0	0.03921	0.06087	0.07524	6.33941	4.77382	2.06778	0	5.12662	1.52762	0.03921	0.04634	0	0.17526
Healthy	22.9489	0.39357	3.61042	0	0	0	0	0	0	0	2.77726	0	2.52441	3.23702	0	0	0	0	0	0
Healthy	23.27409	0.50534	0	0.03405	0.02657	0.14599	0.00017	0.01542	0	0.00432	7.43394	3.51077	1.72568	1.35453	5.76055	1.80075	0.01542	0.21338	0.13685	0.05825
Healthy	0	0.11196	0	0	0.0408	0	0.20356	0.00906	0.01741	0	1.06491	0	9.60817	0	0	0	0.00906	0	0	0
D003424	8.19461	0	0	0.01712	0.02171	0	0	0.35316	0	0	6.11288	0	1.66358	0	0	0	0.35316	0	0	0
Healthy	19.81715	0.00778	2.47331	0.14732	0	0	0	0	0	0	29.0909	1.94291	1.273	2.68284	0.08257	0	0	0.25254	0	0
Healthy	9.20834	0.06836	2.80683	0	0	0	0	0	0	0	15.42641	1.07099	0.40236	3.1311	0.60635	0.04311	0	0.02569	0	0
Healthy	22.73125	1.16623	0.00036	0	0.00127	0.04332	0	0.02311	0.00295	0.00187	6.69569	0.02283	1.30892	1.69821	0	0	0.02311	0.17786	0.22066	0.03482
Healthy	14.7587	0	6.52691	0	0	0	0	0.30461	0	0	0.62418	0	10.2949	0	0	0	0.30461	0	0	0
Healthy	2.96657	0.24956	0	0	0	0	0.0094	0.87914	0.0068	0	6.94673	4.76074	1.36122	0.76986	0	2.20838	0.87914	0.0229	0.0431	0
Healthy	5.54486	0.66853	7.61668	0.00243	0	0	0	0.07362	0	0	15.89535	0.94061	0.21969	5.55921	0.72338	0.91984	0.07362	0.04588	0	0
Healthy	8.34215	0.05731	2.84921	0	0	0	0	0.01522	0	0	15.80932	1.02405	0.3972	3.12086	0.52262	0.06314	0.01522	0.03195	0	0.00443
Healthy	11.63244	0	0	0	0	0	0	0	0	0	0.91171	1.33943	2.14854	0.48983	0	0	0	0	0.07108	0
Healthy	50.6846	0.58402	0.82615	0.00567	0.00805	0	0.00096	0.03935	0.00463	0.03373	0.22771	0	0.97891	0	1.3409	0	0.03935	0	0	0
Healthy	26.91024	0.21165	1.84818	0	0	0	0	0	0	0	1.87102	1.26566	7.5453	0	0	0	0	0	0.02838	0
Healthy	1.00285	0.80868	9.46156	0	0	0	0	0	0	0	0.82712	0.82095	2.42239	0	0	0	0	0	0.6619	0
Healthy	26.5628	0.12225	6.41941	0	1.75437	0	0	0.0481	0.00396	0.2655	10.93459	0	0	0	0	0	0.0481	0.1397	0	0
Healthy	2.75908	0.71942	0	0	0	0	0	0.40547	0	0	4.48241	0.77708	0.05718	1.51923	0	0	0.40547	2.15701	0	0
Healthy	8.43549	3.86265	0	0	0	0	0	0	0	0	1.29699	0	0	0.1394	0	0	0	0	0	1.92975
Healthy	13.09061	0	0.0024	0	0.04255	0	0.00351	0.04008	0.02306	0	7.01346	0	0	2.68902	0	0	0.04008	0.00799	0	0.0123
Healthy	42.031	0.00743	3.23865	0	0.12522	0	0	0.01668	0	0	14.52007	0	0	0	0	0	0.01668	0.24095	0	0
Healthy	11.53574	0.75545	0	0	0	0	0	0	0	0	0.12639	0.048	6.88058	0.98973	0	0	0	0	0.40562	0
Healthy	3.98551	0.00453	0	0	0	0	0	0.01676	0	0	7.95025	3.11402	1.417	7.54657	2.90456	0.11285	0.01676	0.01655	0.12372	0
Healthy	13.1008	0.00155	0	0	0.06041	0	0.00171	0.04544	0.01375	0	7.21644	0	0	2.77145	0	0	0.04544	0	0	0.02018
Healthy	6.55576	0.54207	1.6894	0.26113	0	0	0	0.06442	0	0.00813	5.82279	0.00475	2.78452	1.04793	2.01748	0.14447	0.06442	0	0.18657	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	44.4455	0	0	0	0	0	0	0.68618	0.3691
Healthy	11.37034	0.56853	5.34705	0.02688	0.0054	0	0	0	0	0	1.10325	3.45355	9.90694	1.42232	0	0.1448	0	0.01845	0.13162	0
Healthy	34.96725	0.37716	0	0.00129	0.8581	1.83701	0.1206	0.00454	0.26193	0.00207	0.34539	0	0.0157	0	0	0	0.00454	0	0.13904	0
Healthy	5.42631	1.31635	0	0.13021	2.0423	0	0	0	0	0	4.54685	0	0	0	0	0	0	0	0	0
Healthy	9.41985	0.64445	0	0	0	0	0.00262	0.04909	0	0	0	0	0	0	0	0	0.04909	0	0	0
Healthy	7.65748	1.35614	1.29797	0	0.03041	0	0	0	0	0	5.13152	4.14103	0.34631	1.73556	0	3.06931	0	0	0.42211	0
Healthy	7.75723	0	0	0	0	0	0	0.14537	0	0	24.35708	0.23339	1.68241	1.03639	0.1257	0	0.14537	0.04842	0	0
Healthy	7.84713	0.01344	0	0	0	0	0	0.17001	0	0	23.84199	0.22849	1.64987	1.14784	0.20546	0	0.17001	0.06401	0	0
Healthy	0	1.31081	0	0	0.01715	0	0.02428	0.09093	0.01059	0.07849	0.83706	0.00121	4.46189	0.54001	0	0	0.09093	0.02107	0	0.02152
Healthy	11.47868	2.29417	0	0	0	0	0	0	0	0.00503	0.52597	10.8136	3.52159	0.92087	4.42309	0	0	0	0.5526	0
Healthy	4.42914	2.97881	0	0	0.15084	0	0	0.01003	0	0	0.62661	10.7075	0.12005	2.19014	5.51834	1.70278	0.01003	0	0.54139	0.01448
Healthy	3.15761	1.42834	0	0.1432	0.37323	0.0815	0	0.00713	0.0108	0.00302	3.03612	11.1641	5.03655	0.85979	0	0.79412	0.00713	0	0.23334	0.00609
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.83756	0.35845	0	0	9.23471	0	0	0.58741	0
Healthy	2.30292	1.32783	0	0.0031	0.01757	0	0	0.01162	0	0	4.94967	8.70982	1.94534	4.72075	1.23367	0	0.01162	0.10156	0.26535	0.03262
Healthy	7.06048	1.22485	0	0	0.1535	0	0.02469	0.00911	0	0.07882	14.88692	3.82171	0.25257	3.46952	0.7337	0	0.00911	0	0.05733	0.98508
Healthy	14.39176	0.13632	0	0.02726	0.17791	0.02327	0	0.02344	0	0	4.65659	0.00635	5.22664	1.7547	0.72661	0	0.02344	0.02471	0.12783	0.01674
Healthy	12.33948	0.25737	0	0	0	0	0	0	0	0	1.00068	2.28717	2.92325	2.42318	0	0.88267	0	0	0.04133	0
Healthy	6.57412	0.0024	0	0.13071	0	0	0	0.0685	0	0	17.98824	1.85238	2.10855	0	2.64061	0	0.0685	0	0	0
Healthy	14.49863	0.03353	4.71543	0.00186	0.00483	0.0107	0.02525	0.1098	0.00474	0.00749	1.46658	27.5844	2.52609	0.1857	0	0	0.1098	0.06156	0	0
Healthy	3.85485	0.05766	0	0	0	0	0	1.2697	0	0	9.84734	0	0.80253	0.78865	0	0	1.2697	0.02117	0	0
Healthy	0	0.49992	0	0	0	0	0	0	0	0	0	1.63422	1.90972	0	0	0.25758	0	0	0.22088	0
Healthy	8.92857	0.96425	0	0	0.24991	0	0	0.27357	0.08751	0	1.60532	0	0.00953	0	0	0	0.27357	0.00478	0	0.06002
Healthy	0.02504	0	0.00048	0	0	0	0	0	0	0.18018	0.00153	0	0.00019	0	0	0	0	0	0	0
Healthy	0	0.22265	0	0	0.8125	0	0	0	0	0	0.07741	0	0	0	0	0	0	0	0	0
Healthy	5.10341	1.10711	0	0.06649	0.28342	0	0	0	0	0	5.56369	10.2576	4.26442	0.77206	0	0.49771	0	0	0	0
Healthy	19.13752	0.13711	0	0	0	0	0	0	0	0	0.8505	1.38926	2.00083	0.44166	0	0	0	0	0.07758	0
Healthy	0.36511	1.83918	0	0.08681	0	0	0	0.01289	0	0	0.659	0.12263	10.3149	0.00144	0	0	0.01289	0	0.12658	0
Healthy	17.39774	0.20582	0	0	0.03273	0.6648	0.01367	0.00321	0.03289	0.00754	0.06141	3.70962	2.3973	0	0	0	0.00321	0	0	0
Healthy	0.00472	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0
Healthy	34.61376	1.63305	0	0.00282	0.08233	0	0	0.04191	0.00489	0	0.4766	9.10522	0.41398	0.56206	0	0	0.04191	0.18727	0.12868	0.00326
Healthy	0	0.3597	0	0.10549	12.7376	0	0	0.07233	0.14393	0.17237	0	0	0	0	0	0	0.07233	0	0	0
Healthy	29.41906	0.26773	0.20528	0	0	0	0	0.02147	0.09622	0	15.84035	0.62992	0.39989	0.74262	0.30691	0	0.02147	0.00788	0	0.13703
Healthy	11.59059	0.18213	0	0	0	0	0	0	0	0	2.28942	2.06624	0.44118	0.08709	0	0	0	0.02595	0	0
Healthy	26.0061	0.08145	6.30271	0	1.68189	0	0	0.05422	0	0.27498	11.53825	0	0	0	0	0	0.05422	0.13634	0	0
Healthy	0	0.03077	0	0	2.69923	0	0	0	0.01559	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.08379	0	0	0.01348	0.00084	1.61297	0	0	0	0	0.03166	0	0.00123	0	0	0	0	0	0	0
Healthy	13.13934	0.3701	0.80153	0.04263	0	0.32361	0.0681	0.50529	0.14054	0	2.58597	3.25049	0.17279	0	0	0	0.50529	0	0	0
Healthy	0	0.60567	2.64985	0.21648	0.02697	0.62747	0	0.04823	0	0.15287	0.00027	0	0	0	0	0	0.04823	0	0	0
Healthy	16.08287	1.79612	0.65623	0	2.17421	0	0	0.00225	0.00102	0.01338	1.28832	8.83249	0	0.54445	0	0	0.00225	0.00358	0	0
Healthy	5.99848	3.05464	0	0.00198	0.00559	0.44908	0.00123	0.02564	0.06295	0.00922	8.0402	9.27236	3.01118	0.88152	0	0	0.02564	0.1481	0.40769	0.29401
Healthy	0.54838	1.83225	0	0	0	0	0	0	0	0	0.04774	0.07599	0.51392	0.02559	11.2982	0.83654	0	0	0.10499	0
Healthy	3.35532	0.84458	0	0	0.02023	0	0	0.1799	0	0	15.03435	1.30991	0.22966	0	0	0.17766	0.1799	0	0	0.32566
Healthy	15.70317	0	4.41165	0	0	0	0	0.02939	0	0	2.19328	0	0.58602	3.73784	0	0	0.02939	0.01498	0	0
Healthy	48.1919	0	2.76131	0	0.10123	0	0	0	0	0	8.16029	0	0	0	0	0	0	0.12898	0	0
Healthy	0.38358	0.07762	2.73148	0	0	0	0.01803	0.05382	0.04411	0.10542	1.31308	1.97512	0.00452	0	0	0	0.05382	0	0	0.00258
Healthy	8.80982	0.8767	0.29548	0	0.0183	0.18666	0.05453	0.34496	0	0	9.14021	9.32446	8.1718	0.5656	1.95475	0.00886	0.34496	0	0	0.05476
Healthy	16.3645	2.43958	0	1.09017	4.64962	0	0	0.26198	0	0.03273	0	0	0	0	0	0	0.26198	0	0	0
Healthy	2.80233	0	0	7.54867	0.78475	2.23932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.49854	0.52498	4.95061	0	0.05446	0	0	0.00595	0	0	0.64759	7.56641	0.22737	0.18419	0	0	0.00595	0.0858	0.16127	0.02042
Healthy	6.04298	0.38782	0	0.00429	0.00977	0	0	0.01239	0	0	2.28154	5.57129	2.06288	0.89031	0	1.43462	0.01239	0.05839	0.3618	0.0158
Healthy	2.93652	0.60146	0	0.05124	0	0	0	0	0	0	1.85048	0	6.47732	0.36034	6.55705	0	0	0	0.06315	0.00429
Healthy	1.70342	3.73532	23.8095	0	0	0	0	0.00755	0	0.00152	5.30819	5.56519	0.34074	1.03834	1.79421	0	0.00755	0.09053	0.10802	0.01682
Healthy	6.41075	0.09503	0	0.98843	0	0	0	0.02429	0	0	9.94266	0.76987	0.856	0	6.93755	0	0.02429	0	0.002	0
Healthy	21.05851	0.35209	0.79662	0	0.09933	0	0	0.05479	0	0	0.99045	0.08674	4.42231	4.32298	8.28557	9.02686	0.05479	0	0.34097	0
Healthy	19.95076	1.70447	0	0	0.03979	0	0.06619	0.6024	0	0	16.29838	0	0	0.78709	0	0	0.6024	0	0	0
Healthy	0.37551	0.0729	2.47905	0	0	0	0.02209	0.08666	0.04193	0.11846	1.21067	1.92552	0.0011	0	0	0	0.08666	0	0	0
Healthy	15.7061	1.18164	5.49084	0	0	0	0	0	0	0	3.01581	0	2.06213	1.74187	0	0	0	0	0	0
Healthy	3.11814	0	2.68525	0.04947	0	0.00326	0	0.01601	0	0.00841	3.03817	13.6118	1.57479	1.84471	15.086	0	0.01601	0.01598	0.20561	0.118
Healthy	7.87722	2.11058	0	0	0.05469	0	0	0	0	0	2.8867	0	1.05513	3.48803	9.0097	0.67796	0	0	0.17338	0.04163
Healthy	17.5213	0.16334	7.9928	1.10627	0.13167	0	0.04509	0.57775	0	0	0	0	0	0	0	0	0.57775	0	0	0
Healthy	18.64056	0	0.8877	0.0198	0	0	0	0	0	0	2.31265	4.04555	2.56718	0	0	0	0	0	0.04289	0
Healthy	30.01571	0.09813	0.36376	0.01004	0	0	0	0.00819	0.06056	0	20.8248	0.35994	0.33229	0.75121	0.54287	0	0.00819	0.03597	0.00762	0.27661
Healthy	6.31165	0.062	0	0.0068	0	0	0	0.00908	0.00109	0	6.34077	0.39908	4.85343	1.42259	0.21974	0	0.00908	0.12174	0.03092	0.05405
Healthy	28.3203	0.31738	0	0	1.38875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	16.38	4.66027	0	0	0	0	0	0.09952	0	0	5.84946	0	0	0	0	0	0.09952	0	0	0
Healthy	0.57249	0.38666	0	0	0	0.01586	0	0	0.05079	0	0.46154	5.83247	0.4343	0.33219	4.20748	3.36913	0	0.1023	0.04817	0
Healthy	19.34869	0.12948	0.83648	0.00389	1.08445	0	0.02168	0.01605	0.02055	0.01268	0.61902	0.28206	4.40354	0.00142	2.37882	0	0.01605	0	0	0.01916
